
[00:00:00.000 --> 00:00:03.600]  Good morning everyone
[00:14:29.800 --> 00:14:38.800]  就好像我們曾經有個旱災,現在突然間又遇到水災
[00:14:43.800 --> 00:14:47.800]  好像拿著一大桶水淋在自己身上
[00:14:47.800 --> 00:14:49.800]  不好
[00:14:49.800 --> 00:14:55.800]  是需要不斷地有水灌溉
[00:14:55.800 --> 00:14:59.800]  不需要洪水的氾濫
[00:14:59.800 --> 00:15:02.800]  又不需要旱災
[00:15:02.800 --> 00:15:09.800]  是要有經常不斷地灌溉
[00:15:14.800 --> 00:15:21.800]  我們每個星期要不斷地每天讀經,祈禱,經常來教會,也要參加一個茶經組
[00:15:21.800 --> 00:15:30.800]  當我們不斷地成長的時候,可以增加多一些位身
[00:15:35.800 --> 00:15:58.800]  在福音書六章十九節鼓勵我們:「我們有者盼望正在生命之流,又安全又可靠,通過了天上聖殿的門子,直到裏面的聖所,為了我們耶穌作了先驅,先到了那裏,他已經按照默基使得一系,永遠作大祭司。」
[00:16:03.800 --> 00:16:06.800]  我們有一位永遠的大祭司,就是耶穌基督
[00:16:06.800 --> 00:16:18.800]  祂已經代表我們去到聖所,就是上帝居住的地方
[00:16:18.800 --> 00:16:24.800]  耶穌已經為我們做了所有的工作
[00:16:29.800 --> 00:16:34.800]  祂呼召我們要每一天都不斷地成長,在我們信心上要成長
[00:16:34.800 --> 00:16:46.800]  祂鼓勵我們要吃光頭,而不是在信仰上時時都做一個嬰兒
[00:16:46.800 --> 00:16:53.800]  因為這樣是有一個非常大的危險
[00:16:55.800 --> 00:17:18.800]  在第六章四至六節這樣說:「主那些離棄正道的人,怎能使他們重新悔改呢?他們曾經有了上帝的光照,上到了屬天恩賜的滋味,又已分享到聖靈,且體驗到上帝的話是皆微的,也感受到末世的能力,竟然還離棄正道。
[00:17:19.800 --> 00:17:29.800]  這樣的人,無法使他們回頭重新悔改,因為他們再一次把上帝的兒子釘在十字架上,公然羞辱他。」
[00:17:29.800 --> 00:17:34.800]  這是一個警告
[00:17:34.800 --> 00:17:40.800]  不是想我們沒有安全感
[00:17:45.800 --> 00:17:50.800]  我們有得救的確距,上帝是會保守我們,不會讓我們那麼容易死的
[00:17:50.800 --> 00:18:11.800]  但是我們有可能非常懶惰,慢慢飄離正道,去到一個地步,我們也不會再為我們的罪認罪悔改了
[00:18:16.800 --> 00:18:18.800]  我們覺得不需要悔改
[00:18:18.800 --> 00:18:25.800]  這件事發生不是一種意外
[00:18:36.800 --> 00:18:45.800]  很可能是我們完全不理會自己的信仰,不在信仰上不斷地長進,甚至覺得這個信仰對我們已經毫無價值
[00:18:45.800 --> 00:19:00.800]  如果我們去到那個地步,我們的心已經硬到一個很硬的地步,我們根本覺得不需要認罪悔改
[00:19:06.800 --> 00:19:10.800]  上帝提醒我們,這件事最好永遠不會發生
[00:19:10.800 --> 00:19:18.800]  上帝已經給了我們一個應許,就是在十九節的應許
[00:19:18.800 --> 00:19:23.800]  耶穌是我們信仰的籃
[00:19:23.800 --> 00:19:31.800]  我們不斷地栽培我們的信仰,我們就會在信仰上不斷地長大成熟
[00:19:37.800 --> 00:19:41.800]  我想鼓勵一下在我們中間已經成為基督徒一段很長的時間的人
[00:19:41.800 --> 00:19:55.800]  我們不單要長大成熟,好像信仰上的小朋友,要長大成熟到一個地步可以為人師表
[00:20:01.800 --> 00:20:09.800]  我們不能永遠都很開心地做門徒,我們要去到一個地步,我們可以做一個栽培訓練門徒的人
[00:20:09.800 --> 00:20:18.800]  因為我們的信仰永遠不會說「哎呀,我夠成熟了」
[00:20:18.800 --> 00:20:25.800]  我們永遠在信仰上都有成長的空間
[00:20:31.800 --> 00:20:34.800]  上帝鼓勵我們要不斷地長大成熟
[00:20:34.800 --> 00:20:42.800]  希望我們會得到鼓勵,也記住那個警告
[00:20:42.800 --> 00:20:49.800]  不過最重要的是我們要得到那個鼓勵,我們一起祈禱
[00:20:57.800 --> 00:21:04.800]  參加天會我們感謝主耶穌基督為我們已經有了在天堂裡面預備了永恆的救贖
[00:21:04.800 --> 00:21:10.800]  幫助我們在我們的信仰上不斷地努力
[00:21:10.800 --> 00:21:18.800]  幫助我們每天都成長成熟,不會離開我們的信仰
[00:21:23.800 --> 00:21:27.800]  幫助我們在教會裡面和在個人的生活裡面都能夠剛強
[00:21:27.800 --> 00:21:31.800]  幫助我們成熟
[00:21:31.800 --> 00:21:35.800]  跟耶穌基督的名字祈禱
