
[00:00:00.000 --> 00:00:04.980]  我們今天講到的經文是《馬克福音》第九章四十二到五十節
[00:04:16.620 --> 00:04:19.940]  所以你問窩福堂最弱的是什麼呢?
[00:04:19.940 --> 00:04:21.900]  很多人說最弱就是祈禱
[00:04:21.900 --> 00:04:23.800]  祈禱會沒有人來
[00:04:23.800 --> 00:04:24.880]  我的看法是
[00:04:24.880 --> 00:04:28.020]  窩福堂最弱的就是認罪
[00:04:28.020 --> 00:04:29.580]  認罪的操練
[00:04:29.580 --> 00:04:31.800]  其實這不單單是窩福堂
[00:04:31.800 --> 00:04:36.220]  可能很多教會都是認罪的操練很弱
[00:04:36.220 --> 00:04:39.900]  你想想在團契的聚會
[00:04:39.900 --> 00:04:40.800]  我們會做什麼呢?
[00:04:40.800 --> 00:04:42.380]  有唱詩歌
[00:04:42.380 --> 00:04:43.360]  敬拜
[00:04:43.360 --> 00:04:44.260]  讚美
[00:04:44.260 --> 00:04:45.120]  感恩
[00:04:45.120 --> 00:04:45.920]  代禱
[00:04:45.920 --> 00:04:47.220]  查聖經
[00:04:47.220 --> 00:04:49.040]  分享
[00:04:49.040 --> 00:04:51.720]  有多少是認罪的?
[00:04:51.720 --> 00:04:55.140]  有多少走在一起是認罪的?
[00:04:55.140 --> 00:04:58.700]  這不單單是信徒的問題
[00:04:58.700 --> 00:05:00.020]  也是我的問題
[00:05:00.020 --> 00:05:01.300]  牧者的問題
[00:05:01.300 --> 00:05:05.780]  我們很少去操練認罪
[00:05:05.780 --> 00:05:07.920]  今天這段經文很寶貴
[00:05:07.920 --> 00:05:09.480]  這段經文提醒我們
[00:05:09.480 --> 00:05:11.940]  用什麼心態去抗拒罪呢?
[00:05:11.940 --> 00:05:13.580]  去對抗罪呢?
[00:05:13.580 --> 00:05:17.580]  用什麼心態去對抗在信仰裏跌倒呢?
[00:05:17.580 --> 00:05:19.260]  我們今天看這段經文是
[00:05:19.260 --> 00:05:24.000]  《馬克福音》第九章第四十二到五十節
[00:05:24.000 --> 00:05:30.520]  是耶穌第二次預言祂要受苦受難之後
[00:05:30.520 --> 00:05:33.760]  耶穌繼續去祂的門徒訓練
[00:05:33.760 --> 00:05:35.560]  祂在上十字架之前
[00:05:35.560 --> 00:05:37.380]  祂要完成祂的門徒訓練
[00:05:37.380 --> 00:05:41.020]  祂要建立這班能夠接續祂工作的門徒
[00:05:41.020 --> 00:05:44.400]  這是其中一段耶穌的教導
[00:05:44.400 --> 00:05:49.840]  耶穌說:凡是這些信我的小子中的一個跌倒的
[00:05:49.840 --> 00:05:53.460]  倒不如把大磨石散在他的頸後上
[00:05:53.460 --> 00:05:55.920]  泵在海裏
[00:05:55.920 --> 00:05:58.880]  小子即是最卑微的人
[00:05:58.880 --> 00:06:00.880]  微不足道的人
[00:06:00.880 --> 00:06:02.980]  你這個最卑微的人
[00:06:02.980 --> 00:06:04.120]  信我的人
[00:06:04.120 --> 00:06:05.740]  你令他跌倒?
[00:06:05.740 --> 00:06:07.520]  你大件事了
[00:06:07.520 --> 00:06:08.820]  什麼叫跌倒呢?
[00:06:08.820 --> 00:06:11.260]  「跌倒」這個詞的圖畫就是
[00:06:11.260 --> 00:06:13.920]  在一個陷阱裏面放一些舌頭
[00:06:13.920 --> 00:06:16.440]  引誘你跌進陷阱裏
[00:06:16.440 --> 00:06:18.040]  這就是「跌倒」這個詞
[00:06:18.040 --> 00:06:20.500]  所以意思是引誘你犯罪
[00:06:20.500 --> 00:06:23.300]  你得罪神
[00:06:23.300 --> 00:06:26.040]  得罪神即是與神分開
[00:06:26.040 --> 00:06:29.440]  所以我自己很喜歡全息「跌倒」這個詞
[00:06:29.440 --> 00:06:32.320]  就是與神分開
[00:06:32.320 --> 00:06:33.280]  與神分離
[00:06:33.280 --> 00:06:34.820]  離開了神
[00:06:34.820 --> 00:06:37.700]  使人跌倒就是使人離開神
[00:06:37.700 --> 00:06:41.780]  如果我們說傳福音就是帶人近耶穌一步
[00:06:41.780 --> 00:06:45.580]  使人跌倒就是使人離開耶穌一步
[00:06:45.580 --> 00:06:47.480]  這是很大的罪
[00:06:47.480 --> 00:06:50.560]  使人離開神是很大的一件事
[00:06:50.560 --> 00:06:52.800]  大件事到要把大磨石
[00:06:52.800 --> 00:06:54.960]  綁在頸上
[00:06:54.960 --> 00:06:57.480]  沉在海裏面
[00:06:57.480 --> 00:06:58.660]  大磨石
[00:06:58.660 --> 00:07:01.160]  在第一世紀有兩種磨石
[00:07:01.160 --> 00:07:02.940]  一種就是在家裏面
[00:07:02.940 --> 00:07:04.940]  小的磨石是人手推的
[00:07:04.940 --> 00:07:07.700]  家庭主婦都可以推的
[00:07:07.700 --> 00:07:10.100]  大磨石就是用爐去推的
[00:07:10.100 --> 00:07:13.360]  用爐去推是很大的磨石
[00:07:13.360 --> 00:07:15.080]  這就是大磨石
[00:07:15.080 --> 00:07:18.120]  大磨石綁在頸上
[00:07:18.120 --> 00:07:20.120]  泯在海裏
[00:07:20.120 --> 00:07:21.400]  死定了
[00:07:21.400 --> 00:07:22.720]  這是死罪
[00:07:22.720 --> 00:07:25.080]  原來聖經的描述
[00:07:25.080 --> 00:07:27.580]  我們使人離開神
[00:07:27.580 --> 00:07:28.920]  是死罪的
[00:07:28.920 --> 00:07:30.180]  約瑟夫
[00:07:30.180 --> 00:07:32.460]  即是第一世紀的猶太歷史學家
[00:07:32.460 --> 00:07:34.500]  他在記載裏面也有說
[00:07:34.500 --> 00:07:36.780]  有些希律黨的人被捕之後
[00:07:36.780 --> 00:07:40.140]  就是這樣被人沉在湖中去淹死
[00:07:40.140 --> 00:07:43.460]  所以對於當時馬可福音的讀者
[00:07:43.460 --> 00:07:45.460]  他完全明白是甚麼圖畫
[00:07:45.460 --> 00:07:47.460]  是甚麼事幹
[00:07:47.460 --> 00:07:48.840]  使人跌倒
[00:07:48.840 --> 00:07:51.800]  是非常非常嚴重的事情
[00:07:51.800 --> 00:07:54.800]  是神會輕易放過這些人
[00:07:54.800 --> 00:07:57.540]  是死罪
[00:07:57.540 --> 00:08:00.220]  甚麼人會容易使人跌倒呢?
[00:08:00.220 --> 00:08:03.340]  甚麼人會容易叛倒人呢?
[00:08:03.340 --> 00:08:06.080]  你覺得是甚麼人會容易使人跌倒呢?
[00:08:06.080 --> 00:08:11.080]  在教會裏面甚麼人會叛倒人呢?
[00:08:11.080 --> 00:08:12.880]  有權力的人
[00:08:12.880 --> 00:08:14.880]  有影響力的人
[00:08:14.880 --> 00:08:18.760]  在教會裏面最容易叛倒人的就是牧者
[00:08:18.760 --> 00:08:20.760]  就是領袖
[00:08:20.760 --> 00:08:23.760]  我記得前陣子看過一些新聞
[00:08:23.760 --> 00:08:26.380]  新加坡有一間最大的獨立教會
[00:08:26.380 --> 00:08:28.620]  叫城市豐收教會
[00:08:28.620 --> 00:08:30.420]  它的主任牧師叫康熙
[00:08:30.420 --> 00:08:32.000]  康熙牧師
[00:08:32.000 --> 00:08:35.540]  康熙牧師在1989年創立了這間教會
[00:08:35.540 --> 00:08:40.080]  他由20個年青人開始建立這間教會
[00:08:40.080 --> 00:08:43.080]  到後來17000人
[00:08:43.080 --> 00:08:48.080]  一間很多很多人非常興旺的教會
[00:08:48.080 --> 00:08:51.080]  在2007至2009年
[00:08:51.080 --> 00:08:54.080]  康熙串同教會其他5個成員
[00:08:54.080 --> 00:08:55.580]  包括他太太
[00:08:55.580 --> 00:09:00.580]  擅自挪用了這間教會2400萬的新加坡幣
[00:09:00.580 --> 00:09:03.580]  即大約等於一億三千萬港幣
[00:09:03.580 --> 00:09:05.580]  他直接買了一些債券
[00:09:05.580 --> 00:09:10.580]  其實是用來資助康熙太太的歌唱事業
[00:09:10.580 --> 00:09:12.580]  他的太太是唱歌的
[00:09:12.580 --> 00:09:16.580]  後來教會的會計發現了這件事
[00:09:16.580 --> 00:09:21.580]  他這班人再挪用2500萬的新加坡幣
[00:09:21.580 --> 00:09:23.580]  即差不多一億四千萬港幣
[00:09:23.580 --> 00:09:26.580]  他要回購那些債券
[00:09:26.580 --> 00:09:28.580]  紙包不住火
[00:09:28.580 --> 00:09:31.580]  在2012年終於被起訴
[00:09:31.580 --> 00:09:35.580]  這宗是新加坡很出名的一宗官司
[00:09:35.580 --> 00:09:37.580]  經歷了三年的審訊
[00:09:37.580 --> 00:09:39.580]  在剛剛去年年尾
[00:09:39.580 --> 00:09:44.580]  終於法庭判他們全部罪名成立
[00:09:44.580 --> 00:09:48.580]  他們侵吞公款的罪名成立
[00:09:48.580 --> 00:09:50.580]  康熙抗辯是甚麼呢
[00:09:50.580 --> 00:09:54.580]  他抗辯資助太太出唱片是為了傳福音
[00:09:54.580 --> 00:09:58.580]  但法官不相信這個理由
[00:09:58.580 --> 00:10:00.580]  判決之後
[00:10:00.580 --> 00:10:04.580]  康熙繼續表示我是清白
[00:10:04.580 --> 00:10:08.580]  他呼籲城市豐收教會的信眾
[00:10:08.580 --> 00:10:12.580]  你應該相信神在這件事上有美好的心意
[00:10:12.580 --> 00:10:16.580]  主任牧師侵吞公款
[00:10:16.580 --> 00:10:18.580]  我相信這次的判決
[00:10:18.580 --> 00:10:22.580]  是判了很多人
[00:10:22.580 --> 00:10:25.580]  但更令我心痛的是甚麼呢
[00:10:25.580 --> 00:10:28.580]  最近在香港
[00:10:28.580 --> 00:10:30.580]  如果看報道應該也看到
[00:10:30.580 --> 00:10:32.580]  殷福堂
[00:10:32.580 --> 00:10:36.580]  殷福堂解僱了一個牧師何徐牧師
[00:10:36.580 --> 00:10:38.580]  在報紙
[00:10:38.580 --> 00:10:39.580]  我也是看報紙的
[00:10:39.580 --> 00:10:41.580]  有報道的
[00:10:41.580 --> 00:10:44.580]  因為何徐牧師欺詐
[00:10:44.580 --> 00:10:46.580]  他不誠實
[00:10:46.580 --> 00:10:48.580]  即時解僱了他
[00:10:48.580 --> 00:10:50.580]  這也不是甚麼大新聞
[00:10:50.580 --> 00:10:52.580]  但接著
[00:10:52.580 --> 00:10:55.580]  何牧師反告殷福堂
[00:10:55.580 --> 00:10:57.580]  無理解僱
[00:10:57.580 --> 00:10:59.580]  令他身心靈受損
[00:10:59.580 --> 00:11:01.580]  現在還在打官司
[00:11:01.580 --> 00:11:03.580]  剛剛開始
[00:11:03.580 --> 00:11:05.580]  其實我的心痛是甚麼呢
[00:11:05.580 --> 00:11:07.580]  教內的事
[00:11:07.580 --> 00:11:10.580]  我們要告到教外去處理
[00:11:10.580 --> 00:11:12.580]  叛島人
[00:11:12.580 --> 00:11:14.580]  哥倫多前書第六章
[00:11:14.580 --> 00:11:17.580]  教會和牧者的關係
[00:11:17.580 --> 00:11:20.580]  可以自己去傾清傾楚
[00:11:20.580 --> 00:11:21.580]  自己去認罪悔改
[00:11:21.580 --> 00:11:23.580]  自己去處理
[00:11:23.580 --> 00:11:27.580]  為甚麼要去到教外去處理呢
[00:11:27.580 --> 00:11:30.580]  我想是叛島人
[00:11:30.580 --> 00:11:32.580]  其實在教會裏
[00:11:32.580 --> 00:11:34.580]  最叛島人的
[00:11:34.580 --> 00:11:37.580]  就是牧者和屬靈領袖
[00:11:37.580 --> 00:11:39.580]  所以我們要想
[00:11:39.580 --> 00:11:42.580]  怎樣可以不叛島人呢
[00:11:42.580 --> 00:11:44.580]  不使人跌倒呢
[00:11:44.580 --> 00:11:45.580]  我想在十九世紀
[00:11:45.580 --> 00:11:47.580]  有個很出名的報道家
[00:11:47.580 --> 00:11:49.580]  他講了一個故事
[00:11:49.580 --> 00:11:51.580]  令我很深印象
[00:11:51.580 --> 00:11:52.580]  這個故事說
[00:11:52.580 --> 00:11:53.580]  在一個城市裏面
[00:11:53.580 --> 00:11:55.580]  有一個盲人
[00:11:55.580 --> 00:11:57.580]  他經常坐在一個街角
[00:11:57.580 --> 00:11:59.580]  在這個盲人身邊
[00:11:59.580 --> 00:12:00.580]  經常有一盞燈
[00:12:00.580 --> 00:12:02.580]  有一盞油燈
[00:12:02.580 --> 00:12:04.580]  那些人就問
[00:12:04.580 --> 00:12:06.580]  你盲的何須光呢
[00:12:06.580 --> 00:12:08.580]  為甚麼要點著燈呢
[00:12:08.580 --> 00:12:09.580]  這個盲人就答
[00:12:09.580 --> 00:12:11.580]  我點著這盞燈
[00:12:11.580 --> 00:12:13.580]  其實是為了讓人見到我
[00:12:13.580 --> 00:12:15.580]  我不會叛島人
[00:12:15.580 --> 00:12:17.580]  我不會劈倒人
[00:12:17.580 --> 00:12:19.580]  這個故事其實很簡單
[00:12:19.580 --> 00:12:20.580]  他講甚麼呢
[00:12:20.580 --> 00:12:21.580]  我們不要叛島人
[00:12:21.580 --> 00:12:23.580]  最重要有甚麼
[00:12:23.580 --> 00:12:25.580]  有光
[00:12:25.580 --> 00:12:27.580]  要有光
[00:12:27.580 --> 00:12:28.580]  作為屬靈領袖
[00:12:28.580 --> 00:12:30.580]  我們要以神的話語做依歸
[00:12:30.580 --> 00:12:32.580]  是我們腳前的燈
[00:12:32.580 --> 00:12:34.580]  路上的光
[00:12:34.580 --> 00:12:36.580]  以致我們不會使人跌倒
[00:12:36.580 --> 00:12:38.580]  我覺得這是唯一
[00:12:38.580 --> 00:12:40.580]  萬古不變的道理
[00:12:40.580 --> 00:12:41.580]  屬靈領袖
[00:12:41.580 --> 00:12:43.580]  要有神的話語是老生常談
[00:12:43.580 --> 00:12:45.580]  但有多少屬靈領袖
[00:12:45.580 --> 00:12:47.580]  他真的擁抱神的話語
[00:12:47.580 --> 00:12:49.580]  有多少屬靈領袖
[00:12:49.580 --> 00:12:51.580]  他真的有神的話語
[00:12:51.580 --> 00:12:53.580]  以神的話語做依歸呢
[00:12:53.580 --> 00:12:55.580]  不一定多
[00:12:55.580 --> 00:12:57.580]  不一定多
[00:12:57.580 --> 00:12:59.580]  所以弟兄姊妹
[00:12:59.580 --> 00:13:00.580]  如果你在教會裏面
[00:13:00.580 --> 00:13:01.580]  你是一個領袖
[00:13:01.580 --> 00:13:03.580]  你是團契的領袖
[00:13:03.580 --> 00:13:04.580]  你是組的領袖
[00:13:04.580 --> 00:13:05.580]  你是教會的領袖
[00:13:05.580 --> 00:13:07.580]  你是主學的領袖
[00:13:07.580 --> 00:13:08.580]  我們要小心
[00:13:08.580 --> 00:13:10.580]  要有光
[00:13:10.580 --> 00:13:12.580]  有神的話語
[00:13:12.580 --> 00:13:14.580]  謹謹成為你生命的錨
[00:13:14.580 --> 00:13:16.580]  你就會少些伴到人
[00:13:16.580 --> 00:13:20.580]  令人離開神
[00:13:20.580 --> 00:13:22.580]  是很嚴重很大的罪
[00:13:22.580 --> 00:13:24.580]  但令自己離開神又如何呢
[00:13:24.580 --> 00:13:26.580]  然後馬可
[00:13:26.580 --> 00:13:28.580]  用了三個比喻
[00:13:28.580 --> 00:13:30.580]  去解釋同一個道理
[00:13:30.580 --> 00:13:32.580]  你的眼
[00:13:32.580 --> 00:13:34.580]  你的手你的腳
[00:13:34.580 --> 00:13:36.580]  表示這是非常非常重要
[00:13:36.580 --> 00:13:38.580]  非常非常嚴重
[00:13:38.580 --> 00:13:40.580]  情況就是
[00:13:40.580 --> 00:13:42.580]  如果你一隻眼一隻手
[00:13:42.580 --> 00:13:44.580]  一隻腳
[00:13:44.580 --> 00:13:45.580]  令你跌倒
[00:13:45.580 --> 00:13:46.580]  令你離開神
[00:13:46.580 --> 00:13:48.580]  猶太的拉比
[00:13:48.580 --> 00:13:50.580]  他經常這樣說
[00:13:50.580 --> 00:13:52.580]  眼睛和心
[00:13:52.580 --> 00:13:54.580]  是罪惡的中間人
[00:13:54.580 --> 00:13:56.580]  令你很容易犯罪
[00:13:56.580 --> 00:13:58.580]  情慾
[00:13:58.580 --> 00:14:00.580]  是積聚在有眼睛的人裏
[00:14:00.580 --> 00:14:02.580]  我們常常經歷的是
[00:14:02.580 --> 00:14:04.580]  我們被誘惑
[00:14:04.580 --> 00:14:06.580]  去看一些不應該看的東西
[00:14:06.580 --> 00:14:08.580]  去做一些不應該做的事情
[00:14:08.580 --> 00:14:10.580]  去走一些不應該走的路
[00:14:10.580 --> 00:14:12.580]  我們常常有這些經歷
[00:14:12.580 --> 00:14:14.580]  有些經驗我們跌倒離開神
[00:14:14.580 --> 00:14:16.580]  我們的眼我們的手我們的腳
[00:14:16.580 --> 00:14:18.580]  很容易我們會犯罪
[00:14:18.580 --> 00:14:22.580]  跌倒這個字
[00:14:22.580 --> 00:14:24.580]  在434547這個字
[00:14:24.580 --> 00:14:26.580]  三次都是用現在式
[00:14:26.580 --> 00:14:28.580]  表示我的
[00:14:28.580 --> 00:14:30.580]  誘惑
[00:14:30.580 --> 00:14:32.580]  令我們不斷跌倒
[00:14:32.580 --> 00:14:34.580]  我們經常跌倒
[00:14:34.580 --> 00:14:36.580]  我們有兩個選擇
[00:14:36.580 --> 00:14:38.580]  一就是不理它
[00:14:38.580 --> 00:14:40.580]  任由它發展
[00:14:40.580 --> 00:14:42.580]  結果怎樣呢?
[00:14:42.580 --> 00:14:44.580]  作者說什麼?
[00:14:44.580 --> 00:14:46.580]  他三次都說什麼?
[00:14:46.580 --> 00:14:48.580]  落地獄
[00:14:48.580 --> 00:14:50.580]  三次都說被
[00:14:50.580 --> 00:14:52.580]  拎進地獄
[00:14:52.580 --> 00:14:54.580]  在那裏從是不死的
[00:14:54.580 --> 00:14:56.580]  火是不滅的
[00:14:56.580 --> 00:14:58.580]  不死不滅是表示一個永恆的刑罰
[00:14:58.580 --> 00:15:00.580]  我們不理它
[00:15:00.580 --> 00:15:02.580]  最終的結果就是落地獄
[00:15:02.580 --> 00:15:04.580]  有永恆的刑罰
[00:15:04.580 --> 00:15:06.580]  如果我們對付這些罪
[00:15:06.580 --> 00:15:08.580]  我們處理了它
[00:15:08.580 --> 00:15:10.580]  我們有永生
[00:15:10.580 --> 00:15:12.580]  進入神的國
[00:15:12.580 --> 00:15:14.580]  永生對永死
[00:15:14.580 --> 00:15:16.580]  天堂對地獄的抉擇
[00:15:16.580 --> 00:15:18.580]  天與地之比
[00:15:18.580 --> 00:15:20.580]  容易選擇嗎?
[00:15:20.580 --> 00:15:22.580]  讓你們選擇什麼?
[00:15:22.580 --> 00:15:24.580]  很容易選擇
[00:15:24.580 --> 00:15:26.580]  永生對永死
[00:15:26.580 --> 00:15:28.580]  天堂對地獄
[00:15:28.580 --> 00:15:30.580]  我當然選擇永生
[00:15:30.580 --> 00:15:32.580]  但弟兄姊妹
[00:15:32.580 --> 00:15:34.580]  你選擇永生
[00:15:34.580 --> 00:15:36.580]  就要殘缺
[00:15:36.580 --> 00:15:38.580]  想健全就落地獄
[00:15:38.580 --> 00:15:40.580]  容易選擇嗎?
[00:15:40.580 --> 00:15:44.580]  現在容易選擇嗎?
[00:15:44.580 --> 00:15:46.580]  你會怎樣選擇?
[00:15:46.580 --> 00:15:48.580]  如果你要永生
[00:15:48.580 --> 00:15:50.580]  可能要殘缺
[00:15:50.580 --> 00:15:52.580]  一隻手、一隻眼、一隻腳
[00:15:52.580 --> 00:15:54.580]  但你健全
[00:15:54.580 --> 00:15:56.580]  兩隻手、兩隻眼、兩隻腳
[00:15:56.580 --> 00:15:58.580]  可能就落地獄
[00:15:58.580 --> 00:16:00.580]  我不知道你怎樣選擇
[00:16:00.580 --> 00:16:02.580]  但我相信
[00:16:02.580 --> 00:16:04.580]  很多人都會選擇健全
[00:16:04.580 --> 00:16:06.580]  不願意
[00:16:06.580 --> 00:16:08.580]  一隻手、一隻腳、一隻眼
[00:16:08.580 --> 00:16:10.580]  為什麼?
[00:16:10.580 --> 00:16:12.580]  這是眼前即時的果效
[00:16:12.580 --> 00:16:14.580]  落地獄是將來的事
[00:16:14.580 --> 00:16:16.580]  其實我們很短視
[00:16:16.580 --> 00:16:18.580]  你現在要我
[00:16:18.580 --> 00:16:20.580]  失去眼、失去手、失去腳
[00:16:20.580 --> 00:16:22.580]  我即時虧損
[00:16:22.580 --> 00:16:24.580]  落地獄
[00:16:24.580 --> 00:16:26.580]  遲些再說
[00:16:26.580 --> 00:16:28.580]  其實我們的選擇
[00:16:28.580 --> 00:16:30.580]  很多時都是選擇短視
[00:16:30.580 --> 00:16:32.580]  但耶穌怎樣教我們?
[00:16:32.580 --> 00:16:34.580]  你的眼
[00:16:34.580 --> 00:16:36.580]  叫你犯罪嗎?
[00:16:36.580 --> 00:16:38.580]  去掉它
[00:16:38.580 --> 00:16:40.580]  你的手叫你犯罪嗎?
[00:16:40.580 --> 00:16:42.580]  撞下來
[00:16:42.580 --> 00:16:44.580]  你的腳叫你犯罪嗎?撞下來
[00:16:44.580 --> 00:16:46.580]  寧願壯士斷臂
[00:16:46.580 --> 00:16:48.580]  都不要離開神
[00:16:48.580 --> 00:16:50.580]  耶穌的教導就是
[00:16:50.580 --> 00:16:52.580]  寧願有現在的虧損
[00:16:52.580 --> 00:16:54.580]  但能夠得著
[00:16:54.580 --> 00:16:56.580]  永恆的生命
[00:16:56.580 --> 00:16:58.580]  耶穌在這裡
[00:16:58.580 --> 00:17:00.580]  用一個很極端的比喻
[00:17:00.580 --> 00:17:02.580]  想表達一個訊息
[00:17:02.580 --> 00:17:04.580]  我們對付罪要很決絕
[00:17:04.580 --> 00:17:06.580]  千萬不要手軟
[00:17:06.580 --> 00:17:08.580]  你不可以
[00:17:08.580 --> 00:17:10.580]  按字面去解釋聖經
[00:17:10.580 --> 00:17:12.580]  然後去形容
[00:17:12.580 --> 00:17:14.580]  我今晚看了一些不應該看的東西
[00:17:14.580 --> 00:17:16.580]  明天要先畫眼
[00:17:16.580 --> 00:17:18.580]  你不要按字面
