
[00:00:00.000 --> 00:00:04.900]  我們讀一節的聖經,在詩篇第46篇第4節
[00:02:44.400 --> 00:02:48.500]  我們是神永恆計畫的一部分
[00:02:48.500 --> 00:02:52.000]  我們是與神同工的
[00:02:52.000 --> 00:02:55.000]  很多時候看見我們的眼目很狹窄
[00:02:55.000 --> 00:02:59.600]  我們只注意到我們的工作,我們的教會
[00:02:59.600 --> 00:03:01.600]  感謝神我們的教會有增長
[00:03:01.600 --> 00:03:04.200]  我們已經進入社區,我們已經宣教
[00:03:04.200 --> 00:03:05.000]  No! No! No! No!
[00:03:05.000 --> 00:03:07.700]  你的眼界一定要被打開
[00:03:07.700 --> 00:03:11.000]  不再是我,不再是我們
[00:03:11.000 --> 00:03:14.600]  我們是看見我們是與神同工的
[00:03:14.600 --> 00:03:20.000]  是在神永恆的計畫裡面的一部分
[00:03:20.000 --> 00:03:26.300]  所以我們所做的必須是與神永恆的計畫連結在一起的
[00:03:26.300 --> 00:03:27.900]  Amen?
[00:03:27.900 --> 00:03:31.400]  剛才讀的經文四篇四十六篇第四節講到
[00:03:31.400 --> 00:03:38.000]  有一道河,這河的分岔使神的城歡喜
[00:03:38.000 --> 00:03:41.800]  有一道河,什麼河?
[00:03:41.800 --> 00:03:47.200]  這是神的河,這是一個神生命的江河
[00:03:47.200 --> 00:03:52.700]  我們看見這個河就是啟示錄第二十二章第一節裡面所說的
[00:03:52.700 --> 00:03:56.400]  我們看見這裡說天使有指示我在城內街道當中
[00:03:56.400 --> 00:04:00.500]  一道生命水的河明亮如水晶
[00:04:00.500 --> 00:04:02.000]  從哪裡?
[00:04:02.000 --> 00:04:06.200]  神和羔羊的寶座流出來
[00:04:06.200 --> 00:04:12.300]  這叫神的河,從神的寶座流出來的河
[00:04:12.300 --> 00:04:15.000]  這個河不但是生命的江河
[00:04:15.000 --> 00:04:18.200]  是一個聖靈的江河
[00:04:18.200 --> 00:04:22.300]  這個江河也是約翰福音第七章上兩章所講的
[00:04:22.300 --> 00:04:25.000]  七章三十八節所說的河
[00:04:25.000 --> 00:04:27.700]  信我的人主說要從經上所說
[00:04:27.700 --> 00:04:30.600]  從他腹中要流出什麼?
[00:04:30.600 --> 00:04:33.600]  活水的江河來
[00:04:33.600 --> 00:04:35.600]  這個河是神的河
[00:04:35.600 --> 00:04:37.000]  是生命的河
[00:04:37.000 --> 00:04:39.600]  是聖靈的江河
[00:04:39.600 --> 00:04:45.000]  這條河從創世紀中的伊甸園就開始湧流
[00:04:45.000 --> 00:04:48.900]  從摩西的會墓裡湧流出來
[00:04:48.900 --> 00:04:52.500]  從大衛的藏墓裡面湧流出來
[00:04:52.500 --> 00:04:55.900]  從所羅萬的聖殿裡面湧流出來
[00:04:55.900 --> 00:05:00.000]  在新約時代從基督的教會開始湧流出來
[00:05:00.000 --> 00:05:03.400]  一直湧流直到啟示錄
[00:05:03.400 --> 00:05:06.400]  一直到看見萬妻都跪拜
[00:05:06.400 --> 00:05:08.400]  萬口都宣揚
[00:05:08.400 --> 00:05:11.800]  唯有耶穌基督是主
[00:05:11.800 --> 00:05:14.000]  祂是全地的君王
[00:05:14.000 --> 00:05:15.600]  Amen
[00:05:15.600 --> 00:05:21.700]  而這條聖靈江河從創世一直湧流直到如今
[00:05:21.700 --> 00:05:26.900]  這條江河所流過的地方必然帶來改變
[00:05:26.900 --> 00:05:31.900]  這個江河所流過的地方必然帶來答案
[00:05:31.900 --> 00:05:35.100]  事實上聖靈江河所流過的地方
[00:05:35.100 --> 00:05:39.900]  有三件事情必然要發生
[00:05:39.900 --> 00:05:45.000]  第一我們看見聖靈的江河必然帶來生命的改變
[00:05:45.000 --> 00:05:49.700]  跟你們說必然帶來生命的改變
[00:05:49.700 --> 00:05:53.100]  如果你仔細看使徒行傳
[00:05:53.100 --> 00:05:57.000]  你就發現使徒行傳最大的神蹟
[00:05:57.000 --> 00:05:59.500]  其實不是醫病趕鬼
[00:05:59.500 --> 00:06:03.300]  我們常常比較看重這種醫病趕鬼
[00:06:03.300 --> 00:06:05.400]  但事實上在使徒行傳當中
[00:06:05.400 --> 00:06:11.200]  最大的神蹟是生命改變的大能
[00:06:11.200 --> 00:06:13.400]  使徒行傳第二章第十四節你看見
[00:06:13.400 --> 00:06:15.900]  彼得和十一個使徒站立起來
[00:06:15.900 --> 00:06:20.100]  高聲說猶太和一切住在耶路撒冷的人
[00:06:20.100 --> 00:06:26.900]  這件事你們當知道也當側耳聽我的話
[00:06:26.900 --> 00:06:32.400]  說老實話在當時彼得是最不配站立起來說話的人不是嗎
[00:06:32.400 --> 00:06:35.400]  他不久前才三次不認主
[00:06:35.400 --> 00:06:40.300]  從人的角度來講他早該被開除了
[00:06:40.300 --> 00:06:45.400]  但當聖靈降臨下來的時候一切都不一樣了
[00:06:45.400 --> 00:06:52.700]  彼得站起來高聲的說你們要聽我的話
[00:06:52.700 --> 00:06:58.200]  結果他一開口講到三千人歸向主
[00:06:58.200 --> 00:07:00.400]  到了使徒行傳第四章
[00:07:00.400 --> 00:07:04.100]  我們看見官府叫了門徒們來
[00:07:04.100 --> 00:07:07.600]  禁止他們不可奉耶穌的名講論教訓
[00:07:07.600 --> 00:07:12.400]  十九節彼得跟約翰說聽從你們不聽從神
[00:07:12.400 --> 00:07:15.000]  這在神面前合理不合理
[00:07:15.000 --> 00:07:16.600]  你們自己琢瑯吧
[00:07:16.600 --> 00:07:19.300]  哇!何等的改變
[00:07:19.300 --> 00:07:22.900]  若是從前的彼得早就躲藏起來了
[00:07:22.900 --> 00:07:25.200]  現在的彼得不同了
[00:07:25.200 --> 00:07:28.900]  他竟然站在官府的面前說
[00:07:28.900 --> 00:07:31.400]  聽從你們不聽從神
[00:07:31.400 --> 00:07:35.200]  這在神面前合理不合理
[00:07:35.200 --> 00:07:37.700]  彼得說我們所看見
[00:07:37.700 --> 00:07:41.000]  我們所聽見我們不能不說
[00:07:41.000 --> 00:07:43.300]  你看這何等樣不一樣
[00:07:43.300 --> 00:07:47.300]  這個福音不但改變了彼得的生命
[00:07:47.300 --> 00:07:50.100]  這個福音也改變了每一個
[00:07:50.100 --> 00:07:54.600]  聽見彼得所傳的福音的生命
[00:07:54.600 --> 00:07:56.500]  那一天彼得站立起來
[00:07:56.500 --> 00:07:59.000]  高聲傳講耶穌的信息
[00:07:59.000 --> 00:08:01.200]  三千人得救
[00:08:01.200 --> 00:08:06.500]  我們看見那也是三千個改變的生命
[00:08:06.500 --> 00:08:09.900]  以至於後來在整個耶路撒冷城
[00:08:09.900 --> 00:08:15.100]  帶來翻天覆地的影響力
[00:08:15.100 --> 00:08:17.400]  今天做一個基督徒
[00:08:17.400 --> 00:08:22.600]  你要知道在裡裡面是有主的生命的
[00:08:22.600 --> 00:08:25.900]  主的生命是一個得勝的生命
[00:08:25.900 --> 00:08:30.300]  主的生命是一個大有能力的生命
[00:08:30.300 --> 00:08:34.600]  因為主的生命是帶著十字架的能力
[00:08:34.600 --> 00:08:38.700]  能夠斷開一切罪惡的捆索
[00:08:38.700 --> 00:08:42.900]  主的生命是帶著實力復活的能力
[00:08:42.900 --> 00:08:47.000]  斷開一切死亡疾病的詮釋
[00:08:47.000 --> 00:08:50.900]  主的生命是帶著五星節的能力
[00:08:50.900 --> 00:08:53.100]  使我們侍奉有動力
[00:08:53.100 --> 00:08:55.000]  生活有能力
[00:08:55.000 --> 00:08:56.200]  你們
[00:08:56.200 --> 00:08:57.500]  今天做一個基督徒
[00:08:57.500 --> 00:09:00.300]  你要知道在裡面有極大的能力的
[00:09:00.300 --> 00:09:05.800]  跟你媽說你有極大的能力的
[00:09:05.800 --> 00:09:09.200]  好像都沒什麼能力的樣子
[00:09:09.200 --> 00:09:14.000]  在裡面有實力復活的大能在你裡面
[00:09:14.000 --> 00:09:23.800]  在裡面有極大的能力
[00:09:23.800 --> 00:09:25.400]  那你說為什麼我都感覺不到
[00:09:25.400 --> 00:09:29.000]  就像你們剛才的回答一樣呢
[00:09:29.000 --> 00:09:33.000]  我常說就像你去個水壩參觀
[00:09:33.000 --> 00:09:36.000]  其實水壩的水是很有能量的
[00:09:36.000 --> 00:09:38.400]  能夠發電的
[00:09:38.400 --> 00:09:40.600]  可是有時候當你去水壩的水去參觀
[00:09:40.600 --> 00:09:42.200]  看見水面很平靜
[00:09:42.200 --> 00:09:45.000]  看不見什麼能力
[00:09:45.000 --> 00:09:47.200]  我請問你水壩的水的能力
[00:09:47.200 --> 00:09:50.500]  是什麼時候能夠發動出來的
[00:09:50.500 --> 00:09:54.000]  而當水匣的門被打開的時候
[00:09:54.000 --> 00:09:57.800]  那個水沖卸下來
[00:09:57.800 --> 00:10:00.800]  帶著巨大的能量
[00:10:00.800 --> 00:10:02.600]  我們看在屬靈生命當中
[00:10:02.600 --> 00:10:04.600]  那個水匣的門是什麼
[00:10:04.600 --> 00:10:07.600]  那個屬靈的水匣的門是什麼
[00:10:07.600 --> 00:10:12.100]  我告訴你就是我們對神的順服了
[00:10:12.100 --> 00:10:16.200]  什麼時候我們真的選擇來順從神
[00:10:16.200 --> 00:10:21.200]  放下我們生命中的攔阻跟殘淚的時候
[00:10:21.200 --> 00:10:26.300]  我們屬靈那個水匣的門就能被打開
[00:10:26.300 --> 00:10:32.300]  神的能力就能夠湧流在我們生命當中
[00:10:32.300 --> 00:10:38.500]  弟兄姐今天在你裡面主的生命的光景是什麼呢
[00:10:38.500 --> 00:10:43.100]  主的生命在你裡面是死水一灘呢
[00:10:43.100 --> 00:10:46.200]  還是像滾滾江河呢
[00:10:46.200 --> 00:10:49.500]  如果今天主的生命在你裡面像死水一灘一樣的話
[00:10:49.500 --> 00:10:51.500]  你要大大向主來呼求
[00:10:51.500 --> 00:10:55.800]  主啊求你的聖靈再一次充滿我
[00:10:55.800 --> 00:10:59.700]  我們需要被聖靈再一次來充滿
[00:10:59.700 --> 00:11:03.200]  讓聖靈的江河來湧流
[00:11:03.200 --> 00:11:07.700]  事實上你讀始祖行傳的時候
[00:11:07.700 --> 00:11:13.400]  你會發現初代的教會之所以那麼快速的擴展
[00:11:13.400 --> 00:11:18.000]  我告訴你一點都不是因為傳道人跟牧師
[00:11:18.000 --> 00:11:20.300]  而是因為那些信徒
[00:11:20.300 --> 00:11:23.700]  遭受逼迫四散到各處聖經說
[00:11:23.700 --> 00:11:28.200]  無論到哪裡他們就要他們的生命見證耶穌
[00:11:28.200 --> 00:11:32.100]  教會就因此被建立起來
[00:11:32.100 --> 00:11:39.100]  換句話說初代教會是用改變的生命來改變世界的
[00:11:39.100 --> 00:11:43.500]  弟兄姐今天如果我們想影響世代
[00:11:43.500 --> 00:11:51.200]  我們就必須活出一種只有聖靈的工作才能夠解釋的生活
[00:11:51.200 --> 00:11:53.100]  我再次說
[00:11:53.100 --> 00:11:56.800]  如果我們真的想影響世代
[00:11:56.800 --> 00:12:04.700]  我們就必須活出一種只有聖靈的工作才能夠解釋的生活
[00:12:04.700 --> 00:12:06.200]  否則的話我告訴你
[00:12:06.200 --> 00:12:12.200]  這個世界都不會停留下來多看我們一眼
[00:12:12.200 --> 00:12:16.200]  這個世界也不會停留下來想聽一下我們所說的
[00:12:16.200 --> 00:12:20.500]  他們停都不會停下來
[00:12:20.500 --> 00:12:27.100]  除非聖靈的江河在我們生命當中開始湧流
[00:12:27.100 --> 00:12:29.900]  只有當生命的江河來湧流的時候
[00:12:29.900 --> 00:12:34.700]  我們才能活出一個不再一樣的生命
[00:12:34.700 --> 00:12:36.800]  Amen
[00:12:36.800 --> 00:12:39.200]  我們需要生命
[00:12:39.200 --> 00:12:41.800]  第二點我們真的需要生命
[00:12:41.800 --> 00:12:43.600]  我們需要呼求
[00:12:43.600 --> 00:12:50.600]  我們心何等乾渴願你聖靈江河來湧流
[00:12:50.600 --> 00:12:52.400]  第二件事情
[00:12:52.400 --> 00:12:55.700]  聖靈江河必然帶來一致與釋放
[00:12:55.700 --> 00:13:02.400]  跟你們說必然帶來一致與釋放
[00:13:02.400 --> 00:13:06.000]  當我們在讀教會復興了歷史的時候
[00:13:06.000 --> 00:13:08.700]  就發現每一次的大復興臨到的時候
[00:13:08.700 --> 00:13:14.200]  一定會帶著一個一致的浪潮來臨到
[00:13:14.200 --> 00:13:18.000]  而這個一致的浪潮也必須大到一個地步
[00:13:18.000 --> 00:13:23.400]  使人無法用人的智慧跟方法來解釋
[00:13:23.400 --> 00:13:26.800]  而人必須歸榮耀給神
[00:13:26.800 --> 00:13:30.400]  我們看見在聖靈江河湧流的地方
[00:13:30.400 --> 00:13:34.400]  必然是充滿神蹟騎士的地方
[00:13:34.400 --> 00:13:36.400]  今天我們從來不認為說
[00:13:36.400 --> 00:13:40.700]  神蹟騎士的本身能夠帶給人救恩
[00:13:40.700 --> 00:13:42.500]  事實上當耶穌在地上的時候
[00:13:42.500 --> 00:13:44.300]  祂也醫治了很多人
[00:13:44.300 --> 00:13:48.200]  卻不是每一個人都得救的
[00:13:48.200 --> 00:13:49.400]  但不可否認的
[00:13:49.400 --> 00:13:55.800]  醫治卻是能夠顯明神的慈愛跟憐憫的管道
[00:13:55.800 --> 00:13:59.000]  讓人的心能夠被吸引來到神的面前
[00:13:59.000 --> 00:14:03.100]  來渴慕神來尋求神
[00:14:03.100 --> 00:14:05.500]  好讓他們能夠認識主耶穌
[00:14:05.500 --> 00:14:08.000]  至終在耶穌的救恩裡面
[00:14:08.000 --> 00:14:10.800]  他們的生命能夠得救
[00:14:10.800 --> 00:14:13.000]  Amen
[00:14:13.000 --> 00:14:16.700]  如果我們看阿根廷大復興的歷史
[00:14:16.700 --> 00:14:18.700]  你會發現阿根廷的大復興
[00:14:18.700 --> 00:14:22.800]  就是從神的醫治開始的
[00:14:22.800 --> 00:14:27.600]  當時在美國有一個佈道家叫Tommy Hicks
[00:14:27.600 --> 00:14:30.300]  阿根廷的教會聯合請他
[00:14:30.300 --> 00:14:33.200]  要去阿根廷做佈道的工作
[00:14:33.200 --> 00:14:34.700]  他在禱告當中的時候
[00:14:34.700 --> 00:14:36.400]  神就對他說
[00:14:36.400 --> 00:14:38.200]  當他到阿根廷的時候
[00:14:38.200 --> 00:14:43.600]  要去租借體育場跟廣播電台來傳福音
[00:14:43.600 --> 00:14:45.600]  他就告訴委員會的人說
[00:14:45.600 --> 00:14:51.000]  請你們幫我租借體育館跟廣播電台
[00:14:51.000 --> 00:14:53.800]  委員會人立刻對他說是不可能的事情
[00:14:53.800 --> 00:14:55.000]  因為在我們國家裡面
[00:14:55.000 --> 00:14:57.800]  體育館跟廣播電台都是屬於政府的
[00:14:57.800 --> 00:14:59.600]  這不能隨便出借的
[00:14:59.600 --> 00:15:01.200]  不可能
[00:15:01.200 --> 00:15:05.400]  所以他就上了飛機要飛往阿根廷去
[00:15:05.400 --> 00:15:08.200]  在飛機上他禱告了神對他說
[00:15:08.200 --> 00:15:11.400]  當他到阿根廷的時候要去找Perón這個人
[00:15:11.400 --> 00:15:12.500]  不認識Perón是誰
[00:15:12.500 --> 00:15:14.100]  他就問空中小姐
[00:15:14.100 --> 00:15:17.600]  請問你有沒有聽過一個Perón的人在阿根廷
[00:15:17.600 --> 00:15:18.500]  空中小姐對他說
[00:15:18.500 --> 00:15:21.000]  Perón是阿根廷的總統
[00:15:21.000 --> 00:15:23.600]  OK 很高興
[00:15:23.600 --> 00:15:25.400]  下飛機就對委員會說
[00:15:25.400 --> 00:15:26.700]  神對我說要去找總統
[00:15:26.700 --> 00:15:30.500]  總統會幫我借體育館跟廣播電台
[00:15:30.500 --> 00:15:32.700]  委員會說不可能 不可能
[00:15:32.700 --> 00:15:35.100]  Perón總統是個很高傲的人
[00:15:35.100 --> 00:15:36.700]  他對美國也不是很友善
[00:15:36.700 --> 00:15:38.800]  根本不會見美國人的
[00:15:38.800 --> 00:15:40.300]  不可能
[00:15:40.300 --> 00:15:42.700]  但是他說神對我說
[00:15:42.700 --> 00:15:46.200]  他帶了個翻譯就去到總統府
[00:15:46.200 --> 00:15:49.900]  一靠近總統府警衛看他拿著槍就對準他說
[00:15:49.900 --> 00:15:52.000]  你來幹什麼
[00:15:52.000 --> 00:15:56.100]  他就回答說神差遣我來到阿根廷
[00:15:56.100 --> 00:16:00.400]  船主的福音醫治病人
[00:16:00.400 --> 00:16:03.400]  警衛聽了就很好奇就問他說
[00:16:03.400 --> 00:16:07.600]  你說你的神能夠醫治病人嗎
[00:16:07.600 --> 00:16:11.800]  他說是的 我的神是一位醫治的救主
[00:16:11.800 --> 00:16:16.000]  警衛就問他說那他能夠醫治我嗎
[00:16:16.000 --> 00:16:18.900]  原來那個警衛長年在肝病當中
[00:16:18.900 --> 00:16:21.400]  當時肝病非常的痛
[00:16:21.400 --> 00:16:25.800]  Tommy就按手在這個人的身上為他來禱告
[00:16:25.800 --> 00:16:30.500]  一禱告完那個警衛的疼痛就解除了
[00:16:30.500 --> 00:16:34.000]  警衛很高興就對他說明天你再來
[00:16:34.000 --> 00:16:37.300]  我有辦法讓你見到總統的
[00:16:37.300 --> 00:16:39.400]  就第二天他又再來
[00:16:39.400 --> 00:16:41.500]  一來這一次不一樣
[00:16:41.500 --> 00:16:43.000]  這次在總統府面前
[00:16:43.000 --> 00:16:47.300]  所有的官員一致排開列隊歡迎他
[00:16:47.300 --> 00:16:49.900]  看到他很快地把他接近
[00:16:49.900 --> 00:16:52.600]  帶進總統府進到總統辦公室
[00:16:52.600 --> 00:16:56.200]  他一坐下來才發現原來Perone總統
[00:16:56.200 --> 00:17:00.300]  其實當時犯了非常嚴重的皮膚病
[00:17:00.300 --> 00:17:02.200]  滿臉都是紅疹
[00:17:02.200 --> 00:17:05.000]  根本沒有辦法見人
[00:17:05.000 --> 00:17:08.800]  所有的醫生都束手無策
[00:17:08.800 --> 00:17:12.100]  Perone一見到他就對他說
[00:17:12.100 --> 00:17:16.800]  聽說你的神能夠醫治疾病
[00:17:16.800 --> 00:17:21.600]  Tommy回答說我的神是一位醫治的救主
[00:17:21.600 --> 00:17:26.500]  Perone對他說那你的神能夠醫治我嗎
[00:17:26.500 --> 00:17:29.800]  Tommy開始按手為總統來禱告
[00:17:29.800 --> 00:17:33.200]  一禱告完總統的皮膚立刻恢復
[00:17:33.200 --> 00:17:34.700]  像陰海這麼潔白
[00:17:34.700 --> 00:17:38.200]  Hallelujah
[00:17:38.200 --> 00:17:40.200]  總統好高興
[00:17:40.200 --> 00:17:43.700]  他對他說你要什麼我通通給你
[00:17:43.700 --> 00:17:47.200]  Tommy對他說我來就是傳主的福音的
[00:17:47.200 --> 00:17:50.700]  我需要租借運動場跟廣播電台
[00:17:50.700 --> 00:17:52.500]  Perone總統立刻回答說
[00:17:52.500 --> 00:17:56.500]  你可以用所有的體育場輸入廣播電台
[00:17:56.500 --> 00:17:59.800]  從此福音就在阿根廷傳開了
[00:17:59.800 --> 00:18:00.700]  Hallelujah
[00:18:00.700 --> 00:18:05.000]  謝謝我們的主
[00:18:05.000 --> 00:18:09.000]  第二點今天當你聽見這些神蹟騎士的時候
[00:18:09.000 --> 00:18:11.100]  我們常常會以為說
[00:18:11.100 --> 00:18:13.500]  那是一個非理性
[00:18:13.500 --> 00:18:17.400]  非常性的一些事件而已
[00:18:17.400 --> 00:18:19.600]  但事實上不是這樣
[00:18:19.600 --> 00:18:24.100]  這些神蹟騎士是聖經裡面很清楚的教導我
[00:18:24.100 --> 00:18:27.800]  是在你的聖經裡面也在我的聖經裡面
[00:18:27.800 --> 00:18:29.300]  當耶穌在地上的時候
[00:18:29.300 --> 00:18:31.400]  祂不但傳天國的福音
[00:18:31.400 --> 00:18:35.300]  聖經講到祂也醫治病人
[00:18:35.300 --> 00:18:37.800]  那你說因為祂是神
[00:18:37.800 --> 00:18:40.800]  事實上耶穌呼召12個門徒來跟隨祂的時候
[00:18:40.800 --> 00:18:43.800]  祂打發他們出去同樣做兩件事情
[00:18:43.800 --> 00:18:47.700]  傳天國的福音醫治病人
[00:18:47.700 --> 00:18:49.800]  後來耶穌差遣70個人出去
[00:18:49.800 --> 00:18:51.300]  兩個兩個出去
[00:18:51.300 --> 00:18:54.100]  同樣耶穌吩咐他們做兩件事情
[00:18:54.100 --> 00:18:57.300]  傳天國的福音醫治病人
[00:18:57.300 --> 00:18:59.100]  甚至在主耶穌就升天
[00:18:59.100 --> 00:19:02.300]  將大使命賜給我們的時候
[00:19:02.300 --> 00:19:05.500]  馬太福音講到大使命傳天國的福音
[00:19:05.500 --> 00:19:09.100]  馬可福音講到大使命是要守案病人
[00:19:09.100 --> 00:19:10.700]  病人就要好了
[00:19:10.700 --> 00:19:12.600]  Hallelujah
[00:19:12.600 --> 00:19:17.100]  那有人說那是初代教會的才是如此
[00:19:17.100 --> 00:19:18.600]  在聖經寫完之後
[00:19:18.600 --> 00:19:21.000]  今天一切的恩賜就停止了
[00:19:21.000 --> 00:19:23.200]  有人這樣說不再有神蹟騎士了
[00:19:23.200 --> 00:19:24.900]  換句話
[00:19:24.900 --> 00:19:28.100]  他們引用哥林多前書13章第10節的話說
[00:19:28.100 --> 00:19:32.900]  等到完全的來源到這有限了必歸於無有了
[00:19:32.900 --> 00:19:37.600]  他們解釋說那個完全者來源就是聖經寫成了之後
[00:19:37.600 --> 00:19:40.700]  那麼一切的恩賜就不再需要了
[00:19:40.700 --> 00:19:44.000]  但是我們看整個聖經哥林多前書13章
[00:19:44.000 --> 00:19:45.600]  整個上下文你就看見
[00:19:45.600 --> 00:19:48.900]  這個完全者一定不是講到聖經
[00:19:48.900 --> 00:19:53.100]  這個完全者是講到耶穌基督他自己
[00:19:53.100 --> 00:19:55.800]  換句話當耶穌再來的時候
[00:19:55.800 --> 00:19:57.700]  當耶穌再來的時候
[00:19:57.700 --> 00:20:00.700]  我們看見的確恩賜就不再需要了
[00:20:00.700 --> 00:20:02.500]  因為主就是我們的滿足
[00:20:02.500 --> 00:20:06.600]  主就是使我們得以完全的那一位
[00:20:06.600 --> 00:20:09.500]  但是在主耶穌基督再來以前
[00:20:09.500 --> 00:20:12.500]  主的教會仍然需要被建立
[00:20:12.500 --> 00:20:17.800]  神要透過聖靈的恩賜來彰顯他的大能
[00:20:17.800 --> 00:20:20.700]  神要透過神之騎士
[00:20:20.700 --> 00:20:24.700]  好教世人看見能夠歸榮耀給神
[00:20:24.700 --> 00:20:29.300]  能夠幸福唯有耶穌基督是我們生命的救主
[00:20:29.300 --> 00:20:33.100]  所以各位今天我們需要大大向主張口
[00:20:33.100 --> 00:20:35.700]  我們需要向主來呼求
[00:20:35.700 --> 00:20:37.500]  為教會來呼求
[00:20:37.500 --> 00:20:40.600]  聖靈的江河來湧流
[00:20:40.600 --> 00:20:45.400]  釋放醫治跟釋放了大能在我們中間
[00:20:45.400 --> 00:20:49.800]  我們需要心中有這樣渴望一種乾渴
[00:20:49.800 --> 00:20:54.100]  我們的教會不但我們的生命需要主
[00:20:54.100 --> 00:20:56.900]  我們的教會需要主
[00:20:56.900 --> 00:21:00.900]  我們能夠看見神的榮耀在我們中間彰顯
[00:21:00.900 --> 00:21:06.800]  叫世人看見就能夠幸福
[00:21:06.800 --> 00:21:13.400]  第三我們看見聖靈的江河必然帶來社區的答案
[00:21:13.400 --> 00:21:15.800]  跟你媽說必然帶來社區的答案
[00:21:15.800 --> 00:21:19.400]  你跟她說
[00:21:19.400 --> 00:21:25.200]  在死路行戰當中這條江河流到了初代的教會
[00:21:25.200 --> 00:21:29.900]  你看見為初代教會帶來極大的改變
[00:21:29.900 --> 00:21:32.500]  不但是個人生命的改變
[00:21:32.500 --> 00:21:37.400]  而且社區生活形態都改變
[00:21:37.400 --> 00:21:41.100]  所以死路行戰第四章第二章第四十四節這裡說
[00:21:41.100 --> 00:21:43.500]  信的人都在一處怎麼樣
[00:21:43.500 --> 00:21:45.900]  凡物共用
[00:21:45.900 --> 00:21:48.800]  他們賣了田產家業
[00:21:48.800 --> 00:21:52.400]  然後按個人所需的分給個人
[00:21:52.400 --> 00:21:54.500]  用今天的話來說
[00:21:54.500 --> 00:21:59.000]  這人信了主就賣了他們的房子股票
[00:21:59.000 --> 00:22:03.300]  他們的BMW Lexus
[00:22:03.300 --> 00:22:06.900]  如果你以為這在今天是一件不容易的事情
[00:22:06.900 --> 00:22:11.200]  我告訴你在那個時刻也是不容易的事情
[00:22:11.200 --> 00:22:14.400]  那你說為什麼神要他們這樣做呢
[00:22:14.400 --> 00:22:20.000]  最主要的原因是因為當時有許多人一信了主就被趕出家門
[00:22:20.000 --> 00:22:22.000]  有些人失去了工作
[00:22:22.000 --> 00:22:24.800]  他們變得一無所有
[00:22:24.800 --> 00:22:27.600]  所以在那個被逼迫的環境當中
