
[00:00:00.000 --> 00:00:05.640]  各位靖姐妹,一直這幾年都在聽廣道
[00:01:32.000 --> 00:01:34.000]  《使徒行傳》第一章八節
[00:01:34.000 --> 00:01:36.000]  當聖靈囂貫在我們的生命裏
[00:01:36.000 --> 00:01:41.000]  我們就得著能力,可以為耶穌做見證
[00:01:41.000 --> 00:01:44.000]  就是活出耶穌基督的愛出來
[00:01:44.000 --> 00:01:48.000]  所以弟兄姊妹,我想大家用一兩秒的時間
[00:01:48.000 --> 00:01:50.000]  祝福你父親弟兄姊妹
[00:01:50.000 --> 00:01:53.000]  上帝賜聖靈給你,因為祂愛你好嗎?
[00:01:53.000 --> 00:01:55.000]  我們給自己祝福吧
[00:01:55.000 --> 00:02:03.000]  聖靈讓我們明白長闊高深的愛
[00:02:03.000 --> 00:02:05.000]  所以上帝賜給我們經脈的時間
[00:02:05.000 --> 00:02:07.000]  讓我們去禱告
[00:02:07.000 --> 00:02:10.000]  主啊,你賜下聖靈,復活的大能在我們當中
[00:02:10.000 --> 00:02:13.000]  讓我們得著能力,並且經歷神長闊高深的愛
[00:02:13.000 --> 00:02:17.000]  讓天父爸爸將祂的手放在祂的兒女身上
[00:02:17.000 --> 00:02:22.000]  將祂永遠的慈愛囂貫在我們上帝的生命裏
[00:02:22.000 --> 00:02:24.000]  你的兒女聚集在你面前
[00:02:24.000 --> 00:02:27.000]  來到你的私人寶藏面前
[00:02:27.000 --> 00:02:30.000]  奉你的命,拿走一切的恐懼
[00:02:30.000 --> 00:02:32.000]  拿走一切的心硬
[00:02:32.000 --> 00:02:35.000]  拿走我們生命裏面一切的驕傲
[00:02:35.000 --> 00:02:39.000]  一切難阻我們去領受真理的
[00:02:39.000 --> 00:02:41.000]  難阻我們親近你的
[00:02:41.000 --> 00:02:43.000]  這一切都要離開我們
[00:02:43.000 --> 00:02:46.000]  我們奉你的命也宣告我們的靈要闖開
[00:02:46.000 --> 00:02:48.000]  我們的耳朵要打開
[00:02:48.000 --> 00:02:50.000]  我們的心眼被聖靈去打開
[00:02:50.000 --> 00:02:52.000]  讓我們經歷你的同在
[00:02:52.000 --> 00:02:54.000]  見到耶穌基督的真實
[00:02:54.000 --> 00:02:58.000]  去領受你一份頭腦上無法明白的愛
[00:02:58.000 --> 00:03:00.000]  最後多謝你,讚美你
[00:03:00.000 --> 00:03:03.000]  幫助我們在今天的時間,這個時刻
[00:03:03.000 --> 00:03:05.000]  分別為聖歸向你
[00:03:05.000 --> 00:03:06.000]  我們讚美你,多謝你
[00:03:06.000 --> 00:03:07.000]  聽我們的禱告
[00:03:07.000 --> 00:03:09.000]  奉耶穌基督特性的命
[00:03:09.000 --> 00:03:11.000]  Amen,請姐妹請坐
[00:03:11.000 --> 00:03:17.000]  1944年正是日本侵華的時間
[00:03:17.000 --> 00:03:20.000]  美國有一間教會請了一位木匠去打一批木箱
[00:03:20.000 --> 00:03:25.000]  他打算用這批木箱去載很多很多的衣服
[00:03:25.000 --> 00:03:29.000]  去幫助當時在重慶裏面的孤兒院
[00:03:29.000 --> 00:03:31.000]  有一間宣教士開的孤兒院
[00:03:31.000 --> 00:03:33.000]  去幫助這批戰火的孤兒
[00:03:33.000 --> 00:03:36.000]  這個木匠打完這批木箱
[00:03:36.000 --> 00:03:38.000]  正在走回家的時間
[00:03:38.000 --> 00:03:39.000]  突然間發覺
[00:03:39.000 --> 00:03:42.000]  我的新眼鏡不見了
[00:03:42.000 --> 00:03:43.000]  他突然間意識到
[00:03:43.000 --> 00:03:46.000]  剛才打木箱的時間可能燒焦了
[00:03:46.000 --> 00:03:49.000]  他這個新的眼鏡就在摔衣袋那裏
[00:03:49.000 --> 00:03:51.000]  掉進了木箱裏面
[00:03:51.000 --> 00:03:52.000]  封了箱
[00:03:52.000 --> 00:03:53.000]  現在封了箱
[00:03:53.000 --> 00:03:54.000]  全部寄出去
[00:03:54.000 --> 00:03:56.000]  追都追不回了
[00:03:56.000 --> 00:03:58.000]  當時是打仗的時間
[00:03:58.000 --> 00:04:00.000]  經濟是一般般
[00:04:00.000 --> 00:04:02.000]  是蕭條的時間
[00:04:02.000 --> 00:04:04.000]  這個木匠又要養大陸的子女
[00:04:04.000 --> 00:04:07.000]  他實在沒有辦法再配過一副新的眼鏡
[00:04:07.000 --> 00:04:09.000]  他有一些不是很開心
[00:04:09.000 --> 00:04:10.000]  但不知為何
[00:04:10.000 --> 00:04:12.000]  有一份解釋不了
[00:04:12.000 --> 00:04:15.000]  很大的平安在他的心裏
[00:04:16.000 --> 00:04:17.000]  一年之後
[00:04:17.000 --> 00:04:19.000]  日本投降
[00:04:19.000 --> 00:04:21.000]  一個孤兒院的院長
[00:04:21.000 --> 00:04:22.000]  一位美國的宣教士
[00:04:22.000 --> 00:04:25.000]  被這間教會邀請到港島
[00:04:25.000 --> 00:04:28.000]  這位宣教士一再多謝
[00:04:28.000 --> 00:04:31.000]  所有的會眾捐贈這麼大批的衣物
[00:04:31.000 --> 00:04:34.000]  給這些戰火裏面的孤兒
[00:04:34.000 --> 00:04:36.000]  最後這個宣教士和大家說
[00:04:36.000 --> 00:04:38.000]  我實在要多謝
[00:04:38.000 --> 00:04:40.000]  感謝大家在去年的時間
[00:04:40.000 --> 00:04:43.000]  送了一個新的眼鏡給我
[00:04:43.000 --> 00:04:46.000]  在日本飛機轟炸重慶的時間
[00:04:46.000 --> 00:04:48.000]  他弄壞了一切
[00:04:48.000 --> 00:04:51.000]  連我的眼鏡也弄壞了
[00:04:51.000 --> 00:04:54.000]  由於當時是在打仗
[00:04:54.000 --> 00:04:55.000]  物資缺乏
[00:04:55.000 --> 00:04:57.000]  我沒有辦法配一副新的眼鏡
[00:04:57.000 --> 00:04:59.000]  問題就來了
[00:04:59.000 --> 00:05:01.000]  我沒有眼鏡戴
[00:05:01.000 --> 00:05:03.000]  於是我每天就頭痛
[00:05:03.000 --> 00:05:05.000]  我就不斷地呼求神
[00:05:05.000 --> 00:05:07.000]  主下你不要離棄我
[00:05:07.000 --> 00:05:09.000]  求祢給我一副新的眼鏡
[00:05:09.000 --> 00:05:11.000]  然後那批木箱就寄到來
[00:05:11.000 --> 00:05:12.000]  當我打開的時候
[00:05:12.000 --> 00:05:14.000]  我就發現這副新的眼鏡
[00:05:14.000 --> 00:05:16.000]  最奇妙的就是
[00:05:16.000 --> 00:05:17.000]  當我戴上這副眼鏡的時候
[00:05:17.000 --> 00:05:20.000]  那個近視的倒數老花
[00:05:20.000 --> 00:05:24.000]  完全就好像和我度身訂做一樣
[00:05:24.000 --> 00:05:26.000]  於是我有這副新眼鏡
[00:05:26.000 --> 00:05:27.000]  就更加努力去服侍
[00:05:27.000 --> 00:05:28.000]  更加努力去傳福音
[00:05:28.000 --> 00:05:31.000]  到日本投降戰爭結束的時候
[00:05:31.000 --> 00:05:34.000]  孤兒院所有的孤兒已經全部信了耶穌
[00:05:34.000 --> 00:05:38.000]  我實在感謝大家為我做的一切
[00:05:38.000 --> 00:05:42.000]  當時所有的會眾都聽到一頭霧水
[00:05:42.000 --> 00:05:44.000]  我們什麼時候有送眼鏡給他
[00:05:44.000 --> 00:05:46.000]  有些沉根究底的弟兄姐妹
[00:05:46.000 --> 00:05:48.000]  走到地牢就拿一張清單出去
[00:05:48.000 --> 00:05:50.000]  沒有啊 哪有送眼鏡給你
[00:05:50.000 --> 00:05:54.000]  這個孫教士一定搞錯了
[00:05:54.000 --> 00:05:56.000]  在場的時間
[00:05:56.000 --> 00:05:59.000]  只有一個人知道發生了什麼事
[00:05:59.000 --> 00:06:01.000]  他就是那個木匠
[00:06:01.000 --> 00:06:03.000]  那個木匠戴著半年前
[00:06:03.000 --> 00:06:06.000]  幸運大抽獎所得來的新眼鏡
[00:06:06.000 --> 00:06:08.000]  淚流滿面
[00:06:08.000 --> 00:06:10.000]  他太太坐在他旁邊
[00:06:10.000 --> 00:06:12.000]  淚流滿面
[00:06:12.000 --> 00:06:14.000]  他六個小朋友都是坐在他旁邊
[00:06:14.000 --> 00:06:17.000]  這一家八口一直都有回教會
[00:06:17.000 --> 00:06:19.000]  但是沒有信耶穌
[00:06:19.000 --> 00:06:22.000]  這一天他終於見到
[00:06:22.000 --> 00:06:25.000]  他見到的不單是神蹟騎士
[00:06:25.000 --> 00:06:27.000]  他見到的是神蹟騎士背後
[00:06:27.000 --> 00:06:29.000]  那個掌管一切
[00:06:29.000 --> 00:06:32.000]  藉著聖靈做奇妙的事的神
[00:06:32.000 --> 00:06:36.000]  這一天這一家八口全部信了耶穌
[00:06:36.000 --> 00:06:38.000]  很久之前
[00:06:38.000 --> 00:06:40.000]  有一位我非常敬重的長者
[00:06:40.000 --> 00:06:42.000]  墨西珍牧師
[00:06:42.000 --> 00:06:44.000]  墨西珍牧師一把年紀
[00:06:44.000 --> 00:06:46.000]  但是他很大聲
[00:06:46.000 --> 00:06:48.000]  他比我大聲十倍
[00:06:48.000 --> 00:06:49.000]  我的機會夠大聲
[00:06:49.000 --> 00:06:50.000]  他大聲我十倍
[00:06:50.000 --> 00:06:52.000]  墨西珍牧師每次講到的時間
[00:06:52.000 --> 00:06:53.000]  他說什麼呢
[00:06:53.000 --> 00:06:57.000]  神蹟騎士天天在發動
[00:06:57.000 --> 00:07:01.000]  他當時比我今天大聲十倍
[00:07:01.000 --> 00:07:05.000]  神蹟騎士天天在發生
[00:07:05.000 --> 00:07:07.000]  弟兄姊妹你信不信神蹟騎士呢
[00:07:07.000 --> 00:07:10.000]  你信不信神蹟騎士可以發生在你身上呢
[00:07:10.000 --> 00:07:12.000]  聖靈有很多的工作
[00:07:12.000 --> 00:07:15.000]  其中一個工作就是神蹟騎士
[00:07:15.000 --> 00:07:19.000]  神蹟騎士是超自然的神的作為
[00:07:19.000 --> 00:07:22.000]  我們信的聖靈是三位一體的真神
[00:07:22.000 --> 00:07:24.000]  也是真神
[00:07:24.000 --> 00:07:29.000]  耶穌今天也藉著聖靈在地上做奇妙的事
[00:07:29.000 --> 00:07:32.000]  明天我們一起看羅馬書十五章十八節
[00:07:32.000 --> 00:07:33.000]  我們一起讀
[00:07:33.000 --> 00:07:34.000]  一二三
[00:07:34.000 --> 00:07:38.000]  除了基督藉著我做的那些事
[00:07:38.000 --> 00:07:40.000]  我什麼都不敢提
[00:07:40.000 --> 00:07:43.000]  只提他藉我言語作為
[00:07:43.000 --> 00:07:45.000]  用神蹟騎士的能力
[00:07:45.000 --> 00:07:49.000]  並聖靈的能力使外邦人信服
[00:07:49.000 --> 00:07:51.000]  現在大家看黃色的字
[00:07:51.000 --> 00:07:53.000]  神蹟騎士的能力和聖靈的能力
[00:07:53.000 --> 00:07:55.000]  好像分開兩方面
[00:07:55.000 --> 00:07:56.000]  好像兩樣東西一樣
[00:07:56.000 --> 00:07:59.000]  但希臘的原文只有一個字
[00:07:59.000 --> 00:08:01.000]  egon就是神的作為
[00:08:01.000 --> 00:08:02.000]  換句話說
[00:08:02.000 --> 00:08:05.000]  神蹟騎士就是聖靈的工作之一
[00:08:05.000 --> 00:08:08.000]  也是神自己的作為
[00:08:08.000 --> 00:08:12.000]  究竟神蹟騎士背後代表什麼呢?
[00:08:12.000 --> 00:08:14.000]  今天我們一起回到《路加福音》裡
[00:08:14.000 --> 00:08:17.000]  一起看比較難解的聖經
[00:08:17.000 --> 00:08:18.000]  是比較難明白的
[00:08:18.000 --> 00:08:20.000]  但我們今天嘗試去認識一下
[00:08:20.000 --> 00:08:23.000]  耶穌藉著這些聖經和我們說什麼
[00:08:23.000 --> 00:08:26.000]  神蹟騎士背後是指向兩方面
[00:08:26.000 --> 00:08:27.000]  第一
[00:08:27.000 --> 00:08:30.000]  神蹟騎士的背後是指向舊因
[00:08:30.000 --> 00:08:33.000]  我們一起看看《路加福音》十一章二十九節
[00:08:33.000 --> 00:08:34.000]  等著我們一起讀
[00:08:34.000 --> 00:08:35.000]  一二三
[00:08:35.000 --> 00:08:37.000]  當眾人聚集的時候
[00:08:37.000 --> 00:08:39.000]  耶穌開講說
[00:08:39.000 --> 00:08:42.000]  這一世代是一個邪惡的世代
[00:08:42.000 --> 00:08:44.000]  他們求看神蹟
[00:08:44.000 --> 00:08:46.000]  除了約拿的神蹟以外
[00:08:46.000 --> 00:08:49.000]  再沒有神蹟給他們看
[00:08:49.000 --> 00:08:52.000]  在這裡耶穌說了一句很奇怪的話
[00:08:52.000 --> 00:08:54.000]  再沒有神蹟給他們看
[00:08:54.000 --> 00:08:55.000]  那些他們是什麼呢?
[00:08:55.000 --> 00:08:58.000]  就是當時圍觀的那一大群人
[00:08:58.000 --> 00:09:00.000]  但是很奇怪
[00:09:00.000 --> 00:09:01.000]  耶穌一出道以來
[00:09:01.000 --> 00:09:02.000]  大家都知道耶穌的事蹟
[00:09:02.000 --> 00:09:06.000]  一直在做千萬個神蹟騎士
[00:09:06.000 --> 00:09:07.000]  又治病又趕鬼
[00:09:07.000 --> 00:09:08.000]  又驅趕任何東西
[00:09:08.000 --> 00:09:10.000]  又用死人復活
[00:09:10.000 --> 00:09:11.000]  一路出道以來
[00:09:11.000 --> 00:09:13.000]  祂在做很多很多的神蹟騎士
[00:09:13.000 --> 00:09:14.000]  但是突然間
[00:09:14.000 --> 00:09:16.000]  祂好像變得很奇怪
[00:09:16.000 --> 00:09:18.000]  其實耶穌在講這句話之前
[00:09:18.000 --> 00:09:22.000]  祂剛剛在一個啞巴鬼叢人的身上講了出來
[00:09:22.000 --> 00:09:23.000]  但是突然間
[00:09:23.000 --> 00:09:24.000]  兩秒鐘之後就轉口
[00:09:24.000 --> 00:09:26.000]  再沒有神蹟給他們看了
[00:09:26.000 --> 00:09:27.000]  大家很容易想
[00:09:27.000 --> 00:09:28.000]  難道祂的神蹟都用光了嗎?
[00:09:28.000 --> 00:09:29.000]  不會的
[00:09:29.000 --> 00:09:31.000]  究竟耶穌在講什麼呢?
[00:09:31.000 --> 00:09:34.000]  關鍵就在邪惡的世代
[00:09:34.000 --> 00:09:35.000]  為什麼是邪惡的世代?
[00:09:35.000 --> 00:09:38.000]  因為祂在講當時圍觀的那一群人
[00:09:38.000 --> 00:09:40.000]  這群人怎麼看神蹟呢?
[00:09:40.000 --> 00:09:44.000]  帶著不良的動機去看神蹟
[00:09:44.000 --> 00:09:45.000]  有三方面不良的動機
[00:09:45.000 --> 00:09:48.000]  第一方面是他誹謗耶穌
[00:09:48.000 --> 00:09:49.000]  誹謗什麼呢?
[00:09:49.000 --> 00:09:51.000]  這些神蹟根本就不是上帝來的
[00:09:51.000 --> 00:09:54.000]  是鬼王別西卜來的
[00:09:54.000 --> 00:09:55.000]  誹謗
[00:09:55.000 --> 00:09:58.000]  第二方面是看表演
[00:09:58.000 --> 00:10:01.000]  大家有沒有看過《街頭魔法王》?
[00:10:01.000 --> 00:10:02.000]  把金魚
[00:10:02.000 --> 00:10:03.000]  真正有金魚的邊
[00:10:03.000 --> 00:10:04.000]  變成了iPad那裡
[00:10:04.000 --> 00:10:06.000]  那群人就是這樣的心態
[00:10:06.000 --> 00:10:07.000]  看《街頭魔法王》
[00:10:07.000 --> 00:10:09.000]  變啊變啊變啊變啊
[00:10:09.000 --> 00:10:11.000]  看完之後他們都不相信
[00:10:11.000 --> 00:10:12.000]  第三方面
[00:10:12.000 --> 00:10:14.000]  那群人是耍花樣
[00:10:14.000 --> 00:10:16.000]  怎麼耍花樣呢?
[00:10:16.000 --> 00:10:17.000]  挑釁挑剔
[00:10:17.000 --> 00:10:19.000]  變啊變啊
[00:10:19.000 --> 00:10:20.000]  你說變就變啊
[00:10:20.000 --> 00:10:21.000]  變了之後
[00:10:21.000 --> 00:10:23.000]  變得真就信你了
[00:10:23.000 --> 00:10:25.000]  像樣就信了
[00:10:25.000 --> 00:10:26.000]  這群人就是這樣
[00:10:26.000 --> 00:10:30.000]  為什麼這群人有這樣的態度呢?
[00:10:30.000 --> 00:10:33.000]  因為罪蒙蔽了他們的心
[00:10:33.000 --> 00:10:36.000]  當我們的心被罪蒙蔽的時候
[00:10:36.000 --> 00:10:42.000]  我們就看不到神蹟騎士背後的神
[00:10:42.000 --> 00:10:44.000]  耶穌基督明白到
[00:10:44.000 --> 00:10:48.000]  只有祂完成祂來這個世界的使命
[00:10:48.000 --> 00:10:51.000]  就是成就救恩
[00:10:51.000 --> 00:10:54.000]  我們的人類被罪纏繞的根本問題
[00:10:54.000 --> 00:10:57.000]  才可以徹底解決
[00:10:57.000 --> 00:11:00.000]  神蹟希臘原文是Simeon
[00:11:00.000 --> 00:11:02.000]  其實是在說路牌
[00:11:02.000 --> 00:11:03.000]  是一些標記
[00:11:03.000 --> 00:11:05.000]  我們看路牌標記
[00:11:05.000 --> 00:11:07.000]  其實不只是看路牌標記
[00:11:07.000 --> 00:11:10.000]  是看路牌標記所指向的東西
[00:11:10.000 --> 00:11:11.000]  指向什麼呢?
[00:11:11.000 --> 00:11:14.000]  每個人說神蹟騎士是指向一些東西
[00:11:14.000 --> 00:11:15.000]  指向那樣東西
[00:11:15.000 --> 00:11:19.000]  他的目的不是要證明上帝靈不靈
[00:11:19.000 --> 00:11:23.000]  神蹟騎士所指向的就是耶穌自己
[00:11:23.000 --> 00:11:24.000]  耶穌來到這個世界
[00:11:24.000 --> 00:11:26.000]  祂要作為神的兒子
[00:11:26.000 --> 00:11:28.000]  要成就的救恩
[00:11:28.000 --> 00:11:30.000]  所以希伯來書就這樣說
[00:11:30.000 --> 00:11:33.000]  我們一起看希伯來書2章3至4節
[00:11:33.000 --> 00:11:34.000]  等一會我們一起讀
[00:11:34.000 --> 00:11:35.000]  1、2、3
[00:11:35.000 --> 00:11:42.000]  這救恩豈先是主親自說的,後來是聽見的人給我們證實了
[00:11:42.000 --> 00:11:44.000]  神又按自己的旨意
[00:11:44.000 --> 00:11:47.000]  用神蹟騎士和百般的異能
[00:11:47.000 --> 00:11:49.000]  並聖靈的恩賜
[00:11:49.000 --> 00:11:52.000]  和他們作見證
[00:11:52.000 --> 00:11:55.000]  神蹟騎士是指向一些東西
[00:11:55.000 --> 00:11:56.000]  去證明一些東西
[00:11:56.000 --> 00:11:58.000]  就是救恩
[00:11:58.000 --> 00:12:00.000]  所以耶穌這樣說
[00:12:00.000 --> 00:12:01.000]  和那些人這樣說
[00:12:01.000 --> 00:12:04.000]  除了若拿的神蹟之外
[00:12:04.000 --> 00:12:06.000]  就沒有神蹟給他們看
[00:12:06.000 --> 00:12:08.000]  其實耶穌真正的意思是什麼呢?
[00:12:08.000 --> 00:12:09.000]  祂在說什麼呢?
[00:12:09.000 --> 00:12:12.000]  祂說這個世界任何的神蹟
[00:12:12.000 --> 00:12:14.000]  如果不是指向救恩
[00:12:14.000 --> 00:12:16.000]  就再沒有意義了
[00:12:16.000 --> 00:12:19.000]  究竟若拿的神蹟和救恩有什麼關係呢?
[00:12:19.000 --> 00:12:21.000]  我們繼續看耶穌怎麼說
[00:12:21.000 --> 00:12:24.000]  路加福音11章30節
[00:12:24.000 --> 00:12:25.000]  等一會我們一起讀
[00:12:25.000 --> 00:12:26.000]  1、2、3
[00:12:26.000 --> 00:12:30.000]  若拿怎樣為尼尼微人成了神蹟
[00:12:30.000 --> 00:12:35.000]  人子也要照樣為這世代的人成了神蹟
[00:12:35.000 --> 00:12:39.000]  若拿的神蹟究竟是怎樣的呢?
[00:12:39.000 --> 00:12:41.000]  話說職業特工隊
[00:12:41.000 --> 00:12:44.000]  康告老師收到一個秘密的任務
[00:12:44.000 --> 00:12:46.000]  若拿也一樣收到一個秘密的任務
[00:12:46.000 --> 00:12:49.000]  若拿你這次的任務
[00:12:49.000 --> 00:12:53.000]  就是去亞述國的首都尼尼微城
[00:12:53.000 --> 00:12:56.000]  尼尼微城就是今天伊拉克的摩蘇爾
[00:12:56.000 --> 00:13:00.000]  尼尼微城那裡叫他們認罪悔改
[00:13:00.000 --> 00:13:03.000]  這頂錄音帶會在五秒鐘之後自行毀滅
[00:13:03.000 --> 00:13:05.000]  祝你成功
[00:13:05.000 --> 00:13:07.000]  若拿收到訊息收到指示
[00:13:07.000 --> 00:13:09.000]  但他並沒有執行指示
[00:13:09.000 --> 00:13:10.000]  尼尼微在這裡
[00:13:10.000 --> 00:13:11.000]  尼尼微城在這裡
[00:13:11.000 --> 00:13:15.000]  但若拿180度調轉坐船去西班牙
[00:13:15.000 --> 00:13:19.000]  180度背著向相反的方向進發
[00:13:19.000 --> 00:13:22.000]  那艘船去到地中海的時候
[00:13:22.000 --> 00:13:23.000]  遇到大風浪
[00:13:23.000 --> 00:13:25.000]  大風浪到快要沉了
[00:13:25.000 --> 00:13:27.000]  那群水手很害怕
[00:13:27.000 --> 00:13:29.000]  於是就抽籤抽到發生什麼事
[00:13:29.000 --> 00:13:32.000]  抽抽抽到發現原來是若拿
[00:13:32.000 --> 00:13:36.000]  若拿就很生氣的開始走出來
[00:13:36.000 --> 00:13:39.000]  一人做事一人當
[00:13:39.000 --> 00:13:42.000]  永遠不會累街坊
[00:13:42.000 --> 00:13:44.000]  你們將我扔下海
[00:13:44.000 --> 00:13:47.000]  以後不用心慌慌
[00:13:47.000 --> 00:13:49.000]  那群水手沒有辦法了
[00:13:49.000 --> 00:13:51.000]  於是就將若拿扔下海
[00:13:51.000 --> 00:13:54.000]  扔下海之後果然沒有風浪了
[00:13:54.000 --> 00:13:56.000]  若拿在海裡浮浮沉沉
[00:13:56.000 --> 00:13:57.000]  就被一條大魚吞了
[00:13:57.000 --> 00:14:01.000]  請姐妹不要以為在大魚裡面很開心
[00:14:01.000 --> 00:14:03.000]  以為可以坐潛水艇
[00:14:03.000 --> 00:14:04.000]  其實不是
[00:14:04.000 --> 00:14:06.000]  在大魚那裡你不悶死都會餓死
[00:14:06.000 --> 00:14:09.000]  但若拿竟然在大魚的肚子裡
[00:14:09.000 --> 00:14:12.000]  三日三夜竟然生還
[00:14:12.000 --> 00:14:14.000]  還可以上岸
[00:14:14.000 --> 00:14:16.000]  這是一個神蹟
[00:14:16.000 --> 00:14:17.000]  耶穌在說什麼
[00:14:17.000 --> 00:14:19.000]  人子就是耶穌
[00:14:19.000 --> 00:14:21.000]  好像若拿那樣
[00:14:21.000 --> 00:14:23.000]  向這個世代行神蹟
[00:14:23.000 --> 00:14:25.000]  其實他在說什麼
[00:14:25.000 --> 00:14:29.000]  耶穌要在十字架上為你和我的罪而死
[00:14:29.000 --> 00:14:32.000]  埋在地下三日三夜
[00:14:32.000 --> 00:14:33.000]  其實是一個山洞
[00:14:33.000 --> 00:14:35.000]  埋在三日三夜
[00:14:35.000 --> 00:14:37.000]  從死裡復活
[00:14:37.000 --> 00:14:38.000]  升天
[00:14:38.000 --> 00:14:40.000]  就好像若拿葬身如福
[00:14:40.000 --> 00:14:43.000]  三日三夜沒有死一樣
[00:14:43.000 --> 00:14:44.000]  但耶穌就復活
[00:14:44.000 --> 00:14:45.000]  目的是什麼
[00:14:45.000 --> 00:14:47.000]  成就救恩
[00:14:47.000 --> 00:14:50.000]  當大家聽救恩的時候
[00:14:50.000 --> 00:14:53.000]  大家很自然就會想起
[00:14:53.000 --> 00:14:56.000]  救恩就是我們信了耶穌
[00:14:56.000 --> 00:14:59.000]  然後我們就等了
[00:14:59.000 --> 00:15:01.000]  我們百年歸老之後
[00:15:01.000 --> 00:15:03.000]  我們就拿著護照
[00:15:03.000 --> 00:15:04.000]  就可以上天堂了
[00:15:04.000 --> 00:15:06.000]  天堂的人民入境事務處
[00:15:06.000 --> 00:15:09.000]  一定會接待我們的
[00:15:09.000 --> 00:15:10.000]  這是真的
[00:15:10.000 --> 00:15:11.000]  我們會進天國的
[00:15:11.000 --> 00:15:14.000]  但救恩不只是這樣
[00:15:14.000 --> 00:15:16.000]  救恩還包括三樣東西
[00:15:16.000 --> 00:15:18.000]  第一樣是什麼
[00:15:18.000 --> 00:15:21.000]  證實天上爸爸寶貴兒女的身份
[00:15:21.000 --> 00:15:24.000]  我們一起看羅馬書八章十六節
[00:15:24.000 --> 00:15:25.000]  等一會我們一起讀
[00:15:25.000 --> 00:15:26.000]  一二三
[00:15:26.000 --> 00:15:28.000]  聖靈與我們的心同正
[00:15:28.000 --> 00:15:31.000]  我們是神的兒女
[00:15:31.000 --> 00:15:32.000]  大家如果記得
[00:15:32.000 --> 00:15:33.000]  約翰福音他說過
[00:15:33.000 --> 00:15:35.000]  凡是接待神的
[00:15:35.000 --> 00:15:37.000]  神就賜給他權柄
[00:15:37.000 --> 00:15:38.000]  作神的兒女
[00:15:38.000 --> 00:15:39.000]  換句話說
[00:15:39.000 --> 00:15:40.000]  逢親信耶穌的
[00:15:40.000 --> 00:15:43.000]  神就賜給他權柄
[00:15:43.000 --> 00:15:45.000]  我們生命裡面掛著一塊牌
[00:15:45.000 --> 00:15:47.000]  我們就是神的兒女
[00:15:47.000 --> 00:15:50.000]  上天聖靈與我們的心同正
[00:15:50.000 --> 00:15:51.000]  我們這個寶貴的身份
[00:15:51.000 --> 00:15:57.000]  是神所愛的寶貴的兒女
[00:15:57.000 --> 00:15:59.000]  我1987年在香港大學
[00:15:59.000 --> 00:16:01.000]  以一級榮譽畢業
[00:16:01.000 --> 00:16:03.000]  好像很好的成績
[00:16:03.000 --> 00:16:05.000]  但這個這麼好的成績
[00:16:05.000 --> 00:16:10.000]  就遮掩不了我以往一段羞恥的經歷
[00:16:10.000 --> 00:16:12.000]  是什麼經歷呢
[00:16:12.000 --> 00:16:15.000]  我考第三次才考得進香港大學
[00:16:15.000 --> 00:16:17.000]  考第三次才入香港大學
[00:16:17.000 --> 00:16:20.000]  之前那兩年怎樣過呢
[00:16:20.000 --> 00:16:22.000]  我避開了一切的鄰居
[00:16:22.000 --> 00:16:25.000]  避開了一切所熟悉的人
[00:16:25.000 --> 00:16:26.000]  為什麼呢
