
[00:00:00.000 --> 00:00:02.680]  《路加福音》第十二章耶穌的比喻
[00:05:24.080 --> 00:05:28.160]  我們就看到耶穌的比喻的威力
[00:05:28.160 --> 00:05:30.920]  耶穌為什麼要這樣講呢
[00:05:30.920 --> 00:05:34.520]  這個要我們慢慢細心看完比喻
[00:05:34.520 --> 00:05:36.400]  我們才明白
[00:05:36.400 --> 00:05:38.120]  簡單來講這個段落
[00:05:38.120 --> 00:05:40.840]  35至40節這個段落很簡單
[00:05:40.840 --> 00:05:44.280]  就是告訴我們,僕人要做足功夫
[00:05:44.280 --> 00:05:45.920]  等候主人回來
[00:05:45.920 --> 00:05:50.280]  就會獲得意想不到的回報
[00:05:50.280 --> 00:05:52.000]  就是你打工
[00:05:52.000 --> 00:05:54.600]  你會不會想著會有意想不到的回報呢
[00:05:54.600 --> 00:05:58.960]  除了這份工資之外
[00:05:58.960 --> 00:06:03.560]  我自己曾經試過有這樣的意想不到的回報
[00:06:03.560 --> 00:06:07.800]  年尾本來是13個月的工資
[00:06:07.800 --> 00:06:10.920]  突然間多了一個月
[00:06:10.920 --> 00:06:11.640]  原因是什麼?
[00:06:11.640 --> 00:06:13.160]  祂說你做得好
[00:06:13.160 --> 00:06:16.560]  對我來講我只是盡了一集
[00:06:16.560 --> 00:06:19.160]  很簡單,意想不到
[00:06:19.160 --> 00:06:21.040]  其實有時候在我們生活裏面
[00:06:21.040 --> 00:06:22.520]  很多事情意想不到
[00:06:22.520 --> 00:06:25.280]  我們做了
[00:06:25.280 --> 00:06:30.680]  你會發覺原來有意想不到的回報
[00:06:30.680 --> 00:06:33.240]  講一個小秘密給大家知道
[00:06:33.240 --> 00:06:37.160]  我年輕的時候曾經被一個男士親過
[00:06:37.160 --> 00:06:41.520]  我只是很簡單陪他聊聊天玩玩
[00:06:41.520 --> 00:06:44.320]  他突然間捉了我的臉一下
[00:06:44.320 --> 00:06:49.720]  不過這個男士當時9歲,我是15歲
[00:06:49.720 --> 00:06:52.400]  這是我第一次被捉的一個經驗
[00:06:52.400 --> 00:06:54.000]  是那個外人
[00:06:54.000 --> 00:06:55.920]  意想不到就是這樣
[00:06:55.920 --> 00:06:57.360]  我都不知道,其實我沒事的
[00:06:57.360 --> 00:07:00.240]  我只是好好地來幫他媽媽照顧他
[00:07:00.240 --> 00:07:02.440]  和他聊聊天,玩玩而已
[00:07:02.440 --> 00:07:05.520]  他竟然做出一個這麼親切的動作
[00:07:05.520 --> 00:07:07.480]  意想不到
[00:07:07.480 --> 00:07:09.400]  耶穌就在講這件事
[00:07:09.400 --> 00:07:11.960]  做好你的本分
[00:07:11.960 --> 00:07:18.440]  上帝會意想不到地來到你面前
[00:07:18.440 --> 00:07:20.880]  在這個段落裏面
[00:07:20.880 --> 00:07:24.480]  耶穌講了意想不到的時候回來了
[00:07:24.480 --> 00:07:26.800]  你會有意想不到的後果
[00:07:26.800 --> 00:07:28.640]  然後留意的地方就是
[00:07:28.640 --> 00:07:31.640]  下一段落裏面39至40節裏面
[00:07:31.640 --> 00:07:34.000]  又提到主人的態度
[00:07:34.000 --> 00:07:37.120]  前面講了僕人忠誠的態度
[00:07:37.120 --> 00:07:39.320]  然後就講主人的要求
[00:07:39.320 --> 00:07:40.320]  39節說
[00:07:40.320 --> 00:07:44.040]  你們要知道一家的主人若知道賊什麼時候來
[00:07:44.040 --> 00:07:45.680]  就不容易劃穿房屋
[00:07:45.680 --> 00:07:47.040]  你們也要預備
[00:07:47.040 --> 00:07:48.760]  因為在你們意想不到的時候
[00:07:48.760 --> 00:07:50.800]  人子就來了
[00:07:50.800 --> 00:07:52.880]  在39至40節裏面
[00:07:52.880 --> 00:07:59.160]  經文裏面首先是以主人的早有準備為基礎
[00:07:59.160 --> 00:08:06.640]  強調了他怎樣去防備賊人損害自己的家園
[00:08:06.640 --> 00:08:07.880]  他知道
[00:08:07.880 --> 00:08:09.880]  他知道是一個認知
[00:08:09.880 --> 00:08:11.160]  知道什麼時候來
[00:08:11.160 --> 00:08:12.920]  表示對時間的掌握都很好
[00:08:12.920 --> 00:08:17.440]  不過知道和做好準備還有一個距離
[00:08:17.440 --> 00:08:19.720]  那個就是態度
[00:08:19.720 --> 00:08:22.320]  知道不等於你做好
[00:08:22.320 --> 00:08:23.640]  是態度的問題
[00:08:23.640 --> 00:08:27.200]  你的態度影響了你的行動反應
[00:08:27.200 --> 00:08:30.640]  39至40節簡單兩節裏面強調了
[00:08:30.640 --> 00:08:35.480]  僕人要有一個不可鬆懈的態度去準備
[00:08:35.480 --> 00:08:39.280]  無論你知道得有多清晰和準確
[00:08:39.280 --> 00:08:41.680]  都要好好準備
[00:08:41.680 --> 00:08:43.680]  從危機管理的角度來講
[00:08:43.680 --> 00:08:45.520]  你越不清楚情況
[00:08:45.520 --> 00:08:47.880]  就要越做足準備
[00:08:47.880 --> 00:08:50.720]  我相信大家都很明白
[00:08:50.720 --> 00:08:52.600]  你防範於未然
[00:08:52.600 --> 00:08:53.440]  想得多一點
[00:08:53.440 --> 00:08:54.920]  這是危機管理
[00:08:54.920 --> 00:08:56.680]  底線思維
[00:08:56.680 --> 00:08:59.080]  這就是40節裏面的意思
[00:08:59.080 --> 00:09:02.040]  在上不到的刻來到的時候
[00:09:02.040 --> 00:09:05.080]  我們能不能夠有足夠的預備
[00:09:05.080 --> 00:09:08.800]  去對主有所交代呢
[00:09:08.800 --> 00:09:12.040]  這是耶穌在當中含有的意思
[00:09:12.040 --> 00:09:13.600]  提醒我們
[00:09:13.600 --> 00:09:18.680]  你對不對得住主耶穌呢
[00:09:18.680 --> 00:09:24.680]  不單止在這個要求裏面要有交代
[00:09:24.680 --> 00:09:26.200]  耶穌更加去鼓勵我們
[00:09:26.200 --> 00:09:28.200]  你這樣做做得好的時候
[00:09:28.200 --> 00:09:30.360]  會有主的時候
[00:09:30.360 --> 00:09:34.040]  這是37節裏面所講的
[00:09:34.040 --> 00:09:36.040]  39至40節這個段落裏面
[00:09:36.040 --> 00:09:37.960]  回應了前面那段落
[00:09:37.960 --> 00:09:40.280]  對作為僕人的鼓勵
[00:09:40.280 --> 00:09:43.040]  原來主人都期望著
[00:09:43.040 --> 00:09:47.240]  他的僕人一同來保護自己的家園
[00:09:47.240 --> 00:09:48.640]  這個家的觀念
[00:09:48.640 --> 00:09:50.720]  對於上帝子民以色列人來講
[00:09:50.720 --> 00:09:52.440]  是什麼意思呢
[00:09:52.440 --> 00:09:53.760]  神的家很簡單
[00:09:53.760 --> 00:09:56.760]  就是指以色列的群體
[00:09:56.760 --> 00:09:58.040]  這個在《河西亞書》
[00:09:58.040 --> 00:10:00.840]  或者在《撒穆爾記》裏面都提過
[00:10:00.840 --> 00:10:04.200]  用神的家來形容以色列的群體
[00:10:04.200 --> 00:10:05.280]  我們可以看到
[00:10:05.280 --> 00:10:08.640]  耶穌在講論關於天國的事情的時候
[00:10:08.640 --> 00:10:10.800]  或者上帝國的事情後
[00:10:10.800 --> 00:10:13.880]  這班聽眾是聽入耳的
[00:10:13.880 --> 00:10:14.880]  是知道的
[00:10:14.880 --> 00:10:17.560]  他們不會不明白的
[00:10:17.560 --> 00:10:19.880]  而且我們也很明白到
[00:10:19.880 --> 00:10:20.960]  聖經一直以來
[00:10:20.960 --> 00:10:22.560]  都常常將耶穌說
[00:10:22.560 --> 00:10:25.160]  上帝和以色列人的關係
[00:10:25.160 --> 00:10:29.280]  是用以主人和僕人來形容的
[00:10:29.280 --> 00:10:31.400]  《以塞亞書》裏面提過
[00:10:31.400 --> 00:10:34.160]  49章3節很經典的一句就說
[00:10:34.160 --> 00:10:35.640]  「你是我的僕人以色列」
[00:10:35.640 --> 00:10:37.640]  「我必因你得榮耀」
[00:10:37.640 --> 00:10:38.920]  「僕人之歌」
[00:10:38.920 --> 00:10:42.880]  《以塞亞書》裏面強調了這個關係
[00:10:42.880 --> 00:10:45.080]  如果從《以塞亞書》來去了解
[00:10:45.080 --> 00:10:47.680]  比喻中的主人對僕人的提醒
[00:10:47.680 --> 00:10:50.480]  我們要盡心去問一個問題
[00:10:50.480 --> 00:10:54.200]  就是上帝要以色列人做些什麼的預備
[00:10:54.200 --> 00:10:57.440]  要準備面對些什麼呢
[00:10:57.440 --> 00:11:02.440]  《以塞亞書》49章22節裏面有這樣的記載
[00:11:02.440 --> 00:11:03.960]  主耶和華如此說
[00:11:03.960 --> 00:11:06.640]  「看啊!我必向列國舉手」
[00:11:06.640 --> 00:11:09.240]  「向萬民事立大旗」
[00:11:09.240 --> 00:11:13.000]  「他們必將你的兒子抱在懷中帶來」
[00:11:13.000 --> 00:11:16.480]  「將你的女兒背在肩上降來」
[00:11:16.480 --> 00:11:18.960]  「列王必作你的養父」
[00:11:18.960 --> 00:11:21.360]  「皇后必作你的羽母」
[00:11:21.360 --> 00:11:25.040]  「他們必以念復地向你下拜」
[00:11:25.040 --> 00:11:27.040]  「並舔你腳上的塵土」
[00:11:27.040 --> 00:11:30.240]  「你就知道我是耶和華」
[00:11:30.240 --> 00:11:34.440]  「等候我的必不自羞愧」
[00:11:34.440 --> 00:11:38.560]  上帝要以色列人等候他
[00:11:38.560 --> 00:11:40.760]  原來是為了得榮耀
[00:11:40.760 --> 00:11:46.520]  而這個榮耀是很具體的在歷史裏面展現出來
[00:11:46.520 --> 00:11:48.200]  回歸的歷史
[00:11:48.200 --> 00:11:52.360]  回復昔日光輝國度的歷史
[00:11:52.360 --> 00:11:55.240]  萬國向你下拜
[00:11:55.240 --> 00:11:58.080]  這個具有雙重的意義
[00:11:58.080 --> 00:12:00.120]  是將來永恆國度
[00:12:00.120 --> 00:12:03.920]  彌塞亞再臨的一個展現
[00:12:03.920 --> 00:12:06.520]  耶和華上帝原來是想以色列人
[00:12:06.520 --> 00:12:09.440]  預備好拯救之日的能度
[00:12:09.440 --> 00:12:12.760]  這是《以塞亞書》的強調
[00:12:12.760 --> 00:12:15.080]  如果我們將耶穌的比喻
[00:12:15.080 --> 00:12:18.280]  放在這個含義裏面
[00:12:18.280 --> 00:12:24.600]  為何經常用主人和僕人來講這個關係
[00:12:24.600 --> 00:12:26.920]  為何要僕人警醒
[00:12:26.920 --> 00:12:29.720]  我們便明白到當中的含義
[00:12:29.720 --> 00:12:33.720]  而比喻中還有四十招裏面提到的「人子」
[00:12:33.720 --> 00:12:38.120]  「人子」的意思相信大家都不陌生
[00:12:38.120 --> 00:12:41.920]  「人子」是指他來到的時候
[00:12:41.920 --> 00:12:44.640]  是拯救的時候來到的意思
[00:12:44.640 --> 00:12:50.080]  換言之「人子」就是帶著拯救的訊息
[00:12:50.080 --> 00:12:51.240]  臨到地上
[00:12:51.240 --> 00:12:52.520]  「人子」是誰
[00:12:52.520 --> 00:12:53.600]  在聖經裏面講
[00:12:53.600 --> 00:12:54.720]  在福音書裏面講
[00:12:54.720 --> 00:12:57.760]  「人子」就是耶穌基督
[00:12:57.760 --> 00:13:01.320]  「人子」亦是讓我們看到
[00:13:01.320 --> 00:13:04.800]  永恆國度臨到的那一刻
[00:13:04.800 --> 00:13:06.440]  在《彈耳利書》同樣提到
[00:13:06.440 --> 00:13:09.040]  「人子」的身份和角色
[00:13:09.040 --> 00:13:11.560]  《彈耳利書》第七章十三節裏面說到
[00:13:11.560 --> 00:13:14.400]  我在夜間的異狀中觀看
[00:13:14.400 --> 00:13:18.440]  看那有位象人子的家作天上的雲而來
[00:13:18.440 --> 00:13:21.360]  被領導耿古常在者面前
[00:13:21.360 --> 00:13:24.320]  他得了權柄榮耀國度
[00:13:24.320 --> 00:13:27.920]  使各方各國各族的人都侍奉他
[00:13:27.920 --> 00:13:30.320]  他的權柄是永遠的
[00:13:30.320 --> 00:13:31.160]  不能廢去
[00:13:31.160 --> 00:13:34.160]  他的國度必不敗壞
[00:13:34.160 --> 00:13:37.480]  原來耶穌提醒我們
[00:13:37.480 --> 00:13:39.240]  我們去追求的
[00:13:39.240 --> 00:13:42.680]  等候的是永恆國度
[00:13:42.680 --> 00:13:51.400]  超越了我們所能理解的地上的明白
[00:13:51.400 --> 00:13:54.520]  永恆國度成為我們每一個
[00:13:54.520 --> 00:13:59.960]  信靠上帝的人的最終目標
[00:13:59.960 --> 00:14:01.840]  耶穌提醒我們
[00:14:01.840 --> 00:14:05.400]  提醒當日的所有人
[00:14:05.400 --> 00:14:07.200]  滿肚眾人
[00:14:07.200 --> 00:14:08.360]  以色列人
[00:14:08.360 --> 00:14:12.000]  提醒我們今天跟從耶穌的
[00:14:12.000 --> 00:14:13.720]  你跟我
[00:14:13.720 --> 00:14:18.840]  不要忽視主再來這個時刻
[00:14:18.840 --> 00:14:21.120]  這個時刻有可能
[00:14:21.120 --> 00:14:24.600]  會由於我們的不留神和鬆懈
[00:14:24.600 --> 00:14:26.960]  我們就錯過這個時刻
[00:14:26.960 --> 00:14:29.480]  得不到主的上將賞
[00:14:29.480 --> 00:14:33.960]  事後同場坐直
[00:14:33.960 --> 00:14:36.120]  坐直是什麼意思
[00:14:36.120 --> 00:14:38.320]  坐直就是吃飯
[00:14:38.320 --> 00:14:40.880]  跟上帝吃飯
[00:14:40.880 --> 00:14:43.680]  開玩笑嗎牧師
[00:14:43.680 --> 00:14:47.040]  哪有這麼可能的事
[00:14:47.040 --> 00:14:49.840]  我又再引用以塞亞書來說
[00:14:49.840 --> 00:14:53.280]  吃飯這個言直的意思是什麼
[00:14:53.280 --> 00:14:55.000]  以塞亞書25章6節說
[00:14:55.000 --> 00:14:55.920]  再者三
[00:14:55.920 --> 00:15:00.680]  萬君之耶和華必為萬民擺設賢直
[00:15:00.680 --> 00:15:02.280]  有肥金與美酒
[00:15:02.280 --> 00:15:06.240]  就是滿有骨髓的肥金與精釀的美酒
[00:15:06.240 --> 00:15:08.080]  再者三
[00:15:08.080 --> 00:15:11.000]  祂必吞滅那前那萬民的面紗
[00:15:11.000 --> 00:15:14.920]  和那遮蓋裂過的遮蔽不密
[00:15:14.920 --> 00:15:17.520]  祂已吞滅死亡
[00:15:17.520 --> 00:15:19.560]  直到永遠
[00:15:19.560 --> 00:15:22.680]  主耶和華必擦乾各人念上的眼淚
[00:15:22.680 --> 00:15:25.400]  再傳遞隨去祂百姓的羞辱
[00:15:25.400 --> 00:15:27.720]  這是耶和華說的
[00:15:27.720 --> 00:15:29.360]  到那日
[00:15:29.360 --> 00:15:30.480]  人必說
[00:15:30.480 --> 00:15:31.240]  看啊
[00:15:31.240 --> 00:15:32.480]  這是我們的上帝
[00:15:32.480 --> 00:15:33.920]  我們向來等候祂
[00:15:33.920 --> 00:15:35.880]  祂必拯救我們
[00:15:35.880 --> 00:15:37.400]  這是耶和華
[00:15:37.400 --> 00:15:39.160]  我們向來等候祂
[00:15:39.160 --> 00:15:42.280]  我們必因祂的救恩歡喜快樂
[00:15:42.280 --> 00:15:45.400]  如果我們將幾段的舊約聖經
[00:15:45.400 --> 00:15:47.600]  以塞亞書來擺在一起
[00:15:47.600 --> 00:15:49.400]  慢慢地去理解
[00:15:49.400 --> 00:15:53.560]  原來等候上帝是等候救恩
[00:15:53.560 --> 00:15:54.800]  等候救恩的時候
[00:15:54.800 --> 00:15:57.320]  上帝會如實的
[00:15:57.320 --> 00:15:59.000]  帶著祂的承諾
[00:15:59.000 --> 00:16:01.560]  來拯救我們
[00:16:01.560 --> 00:16:03.920]  這是以色列人的信念
[00:16:03.920 --> 00:16:09.360]  同樣也是我們今天相信耶穌基督人的信念
[00:16:09.360 --> 00:16:15.680]  我們原來等候上帝是歡喜快樂的事
[00:16:15.680 --> 00:16:18.400]  我們能不能從這個角度再次去想想
[00:16:18.400 --> 00:16:22.160]  今天我們為什麼要「警醒」的意思
[00:16:22.160 --> 00:16:25.680]  為什麼要好好地去等候上帝
[00:16:25.680 --> 00:16:30.240]  以塞亞書就是以這個耶和華款待萬能的景象
[00:16:30.240 --> 00:16:34.160]  同時也是以這個擦乾百姓的眼淚
[00:16:34.160 --> 00:16:40.720]  讓我們看到以色列人被恩待、被服侍的場景
[00:16:40.720 --> 00:16:42.440]  從歷史的角度來看
[00:16:42.440 --> 00:16:45.200]  這個主人事後僕人的心意
[00:16:45.200 --> 00:16:50.480]  原來先知已經擺在這裡
[00:16:50.480 --> 00:16:53.000]  重點是我們有沒有留意
[00:16:53.000 --> 00:16:58.000]  這個上主的恩典、上主的承諾
[00:16:58.000 --> 00:17:00.560]  而另一個角度去理解
[00:17:00.560 --> 00:17:06.640]  這個上帝服侍僕人
[00:17:06.640 --> 00:17:10.120]  主人服侍僕人這個比喻
[00:17:10.120 --> 00:17:15.680]  我會覺得做僕人的一定會受寵若驚
[00:17:15.680 --> 00:17:19.640]  中國人說「無事獻殷勤,非奸即盜」
[00:17:19.640 --> 00:17:24.280]  更加是現在老闆要你坐下來幫你斟茶遞水
[00:17:24.280 --> 00:17:27.360]  你可能想很多很多不同的事情
[00:17:27.360 --> 00:17:31.400]  不過試想一下
[00:17:31.400 --> 00:17:38.000]  如果朱牧師說「Patti,不如我跟你洗腳吧」
[00:17:38.000 --> 00:17:42.760]  立即轉頭Patti就說
[00:17:42.760 --> 00:17:44.600]  我想他除了轉頭
[00:17:44.600 --> 00:17:47.360]  他不等於他不高興
[00:17:47.360 --> 00:17:51.840]  他覺得受寵若驚,受不起
[00:17:51.840 --> 00:17:55.640]  可能我跟他洗腳你會顫抖
[00:17:55.640 --> 00:18:01.320]  僕人會受寵若驚就是這個主人服侍他的效應
[00:18:01.320 --> 00:18:04.640]  很興奮,但也不知所措
[00:18:04.640 --> 00:18:08.120]  試想想,我這個心愛的上帝
[00:18:08.120 --> 00:18:11.320]  這個心愛的主竟然服侍我、招呼我
[00:18:11.320 --> 00:18:15.320]  對我來說簡直是意想不到
[00:18:15.320 --> 00:18:19.240]  整個比喻的第一部份內容
[00:18:19.240 --> 00:18:22.440]  來到這裡,簡單來說
[00:18:22.440 --> 00:18:28.480]  是有一個有福的僕人跟主人有相通的心意
[00:18:28.480 --> 00:18:30.080]  耶穌想我們明白
[00:18:30.080 --> 00:18:35.360]  我耶穌很想你跟我有一同的心意
[00:18:35.360 --> 00:18:37.560]  是甚麼?
[00:18:37.560 --> 00:18:39.480]  榮耀主的名
[00:18:39.480 --> 00:18:41.160]  主人愛惜僕人
[00:18:41.160 --> 00:18:43.360]  也期望僕人愛惜他
[00:18:43.360 --> 00:18:46.960]  一同守護上帝的家園
[00:18:46.960 --> 00:18:49.000]  主人很願意跟僕人分享
[00:18:49.000 --> 00:18:52.080]  由救恩而來的歡喜快樂
[00:18:52.080 --> 00:18:54.440]  耶穌同樣很願意我們一同
[00:18:54.440 --> 00:18:59.760]  在教會裏面享受這份歡喜快樂
[00:18:59.760 --> 00:19:02.240]  去榮耀主的名
[00:19:02.240 --> 00:19:08.040]  這是經文的第一部份給我們的提醒
[00:19:08.040 --> 00:19:10.760]  好了,現在我們看41節
[00:19:10.760 --> 00:19:12.680]  單單這一節
[00:19:12.680 --> 00:19:14.880]  彼得的法問
[00:19:14.880 --> 00:19:16.960]  他問主啊
[00:19:16.960 --> 00:19:18.360]  即彼予是對我們說的呢?
[00:19:18.360 --> 00:19:21.120]  還是也對眾人說的呢?
[00:19:21.120 --> 00:19:24.880]  這個法問起了一個槓桿效應
[00:19:24.880 --> 00:19:27.240]  他問了一個很重要的問題
[00:19:27.240 --> 00:19:29.520]  這個比喻,這個提醒
[00:19:29.520 --> 00:19:31.520]  誰要好留心
[00:19:31.520 --> 00:19:33.960]  誰要聽在心裏面
[00:19:33.960 --> 00:19:36.400]  彼得的問題是從身份的角度來看
[00:19:36.400 --> 00:19:38.880]  是從責任的角度來考量
[00:19:38.880 --> 00:19:44.320]  是否以色列百姓?是否選民?
[00:19:44.320 --> 00:19:47.480]  是否那班被揀選成為門徒的人?
[00:19:47.480 --> 00:19:49.160]  你跟我都有份?
[00:19:49.160 --> 00:19:51.720]  有身份就自然有責任
[00:19:51.720 --> 00:19:53.440]  很自然的事
[00:19:53.440 --> 00:19:56.520]  而他的法問也延續了耶穌進一步的論述
[00:19:56.520 --> 00:19:59.440]  就是在42、48節裏面提到的
[00:19:59.440 --> 00:20:03.320]  作為僕人要有甚麼態度的一個論述
[00:20:03.320 --> 00:20:05.440]  我們先來看42至48節裏面
[00:20:05.440 --> 00:20:09.480]  這個是比喻的第二部份裏面
[00:20:09.480 --> 00:20:11.200]  都分開了幾個細點
