
[00:00:00.000 --> 00:00:05.040]  我年青的時候曾經在北極工作過
[00:02:11.360 --> 00:02:14.800]  愛斯基摩人就把刀插在雪地上
[00:02:14.800 --> 00:02:16.800]  就走開了
[00:02:16.800 --> 00:02:19.680]  狼的嗅覺很靈敏
[00:02:19.680 --> 00:02:22.800]  聞到血味就走近
[00:02:22.800 --> 00:02:24.800]  首先用舌頭舔一舔
[00:02:24.800 --> 00:02:26.800]  嘩!真是血來的
[00:02:26.800 --> 00:02:28.800]  很喜歡
[00:02:28.800 --> 00:02:30.800]  越舔越開心
[00:02:30.800 --> 00:02:32.800]  越舔越快
[00:02:32.800 --> 00:02:34.800]  狼本身喜歡吃血的本性
[00:02:34.800 --> 00:02:36.800]  就顯示出來
[00:02:36.800 --> 00:02:38.800]  它已經忘記了所有東西
[00:02:38.800 --> 00:02:40.800]  只顧著舔這些血
[00:02:40.800 --> 00:02:46.240]  刀上的海豹血很快就被它舔光
[00:02:46.240 --> 00:02:48.240]  在零下幾十度
[00:02:48.240 --> 00:02:50.240]  狼沒有想到
[00:02:50.240 --> 00:02:52.240]  牠的舌頭已經被刀割了
[00:02:52.240 --> 00:02:54.240]  現在流出來的血
[00:02:54.240 --> 00:02:56.240]  不再是海豹血
[00:02:56.240 --> 00:02:58.240]  是牠自己的血
[00:02:58.240 --> 00:03:00.240]  牠不知道的
[00:03:00.240 --> 00:03:02.240]  牠舔舔舔
[00:03:02.240 --> 00:03:04.240]  牠身體就越來越失血
[00:03:04.240 --> 00:03:06.240]  越來越失血就越來越口渴
[00:03:06.240 --> 00:03:08.240]  越來越口渴就越來越舔快一點
[00:03:08.240 --> 00:03:10.240]  結果牠不夠血就暈了
[00:03:10.240 --> 00:03:12.240]  最後就是
[00:03:12.240 --> 00:03:14.240]  生命結束
[00:03:14.240 --> 00:03:16.240]  愛斯基摩人
[00:03:16.240 --> 00:03:18.240]  都捉了這隻狼
[00:03:18.240 --> 00:03:20.240]  為什麼我要講
[00:03:20.240 --> 00:03:22.240]  真實的故事給大家聽
[00:03:22.240 --> 00:03:24.240]  因為魔鬼
[00:03:24.240 --> 00:03:26.240]  都同樣用這個方法
[00:03:26.240 --> 00:03:28.240]  來引誘你
[00:03:28.240 --> 00:03:30.240]  來癱瘓人類
[00:03:30.240 --> 00:03:32.240]  來攻擊教會
[00:03:32.240 --> 00:03:34.240]  魔鬼提供給你的東西
[00:03:34.240 --> 00:03:36.240]  外表包裝得很美麗
[00:03:36.240 --> 00:03:38.240]  很吸引
[00:03:38.240 --> 00:03:40.240]  令你情不自禁
[00:03:40.240 --> 00:03:42.240]  但裡面其實是一把利刀
[00:03:42.240 --> 00:03:44.240]  死在他的手裡
[00:03:44.240 --> 00:03:46.240]  三千年前
[00:03:46.240 --> 00:03:48.240]  就是史詩時代
[00:03:48.240 --> 00:03:50.240]  魔鬼也是用同樣的方法
[00:03:50.240 --> 00:03:52.240]  同樣的伎倆來對付以色列人
[00:03:52.240 --> 00:03:54.240]  其實你想想
[00:03:54.240 --> 00:03:56.240]  魔鬼其實不是很多伎倆
[00:03:56.240 --> 00:03:58.240]  但每個都很管用
[00:03:58.240 --> 00:04:00.240]  他用這個伎倆來對付以色列人
[00:04:00.240 --> 00:04:02.240]  我們回到剛才讀的經文
[00:04:02.240 --> 00:04:04.240]  史詩記第23章
[00:04:04.240 --> 00:04:06.240]  第一節就說
[00:04:06.240 --> 00:04:08.240]  以色列人有恨耶和華
[00:04:08.240 --> 00:04:10.240]  眼中看為惡的事
[00:04:10.240 --> 00:04:12.240]  他們交在菲利士人手中四十年
[00:04:12.240 --> 00:04:14.240]  史詩時代三百年
[00:04:14.240 --> 00:04:16.240]  一次又一次
[00:04:16.240 --> 00:04:18.240]  以色列人
[00:04:18.240 --> 00:04:20.240]  恨耶和華眼中看為惡的事
[00:04:20.240 --> 00:04:22.240]  就是魔鬼利用
[00:04:22.240 --> 00:04:24.240]  留在迦南地的外邦人
[00:04:24.240 --> 00:04:26.240]  來誘惑以色列人
[00:04:26.240 --> 00:04:28.240]  這些外邦人就像一把
[00:04:28.240 --> 00:04:30.240]  紅色的雪條
[00:04:30.240 --> 00:04:32.240]  這樣的刀
[00:04:32.240 --> 00:04:34.240]  他們喜歡和以色列人通婚
[00:04:34.240 --> 00:04:36.240]  又喜歡和他們貿易
[00:04:36.240 --> 00:04:38.240]  又喜歡和他們
[00:04:38.240 --> 00:04:40.240]  作宗教文化交流
[00:04:40.240 --> 00:04:42.240]  引誘以色列人離開神
[00:04:42.240 --> 00:04:44.240]  史詩記第13章
[00:04:44.240 --> 00:04:46.240]  就是我們今天要說的
[00:04:46.240 --> 00:04:48.240]  有個好例子
[00:04:48.240 --> 00:04:50.240]  菲利士人不介意和以色列人通婚
[00:04:50.240 --> 00:04:52.240]  他們又不介意
[00:04:52.240 --> 00:04:54.240]  和以色列人一起敬拜神
[00:04:54.240 --> 00:04:56.240]  我幾年前說過一篇
[00:04:56.240 --> 00:04:58.240]  《誰是你的哥利亞》
[00:04:58.240 --> 00:05:00.240]  有沒有搞錯
[00:05:00.240 --> 00:05:02.240]  幾個禮拜前我都忘記了
[00:05:02.240 --> 00:05:04.240]  我就記得
[00:05:04.240 --> 00:05:06.240]  那篇我做了一些研究
[00:05:06.240 --> 00:05:08.240]  研究菲利士人的背景
[00:05:08.240 --> 00:05:10.240]  他其實是
[00:05:10.240 --> 00:05:12.240]  有些希臘的血統
[00:05:12.240 --> 00:05:14.240]  他從海路幾百年前
[00:05:14.240 --> 00:05:16.240]  來到巴勒斯坦
[00:05:16.240 --> 00:05:18.240]  他的科技比以色列人先進
[00:05:18.240 --> 00:05:20.240]  他壟斷了
[00:05:20.240 --> 00:05:22.240]  提煉銅鐵的技術
[00:05:22.240 --> 00:05:24.240]  所以
[00:05:24.240 --> 00:05:26.240]  以色列人的磨刀磨鏟
[00:05:26.240 --> 00:05:28.240]  都要磨得好一點
[00:05:28.240 --> 00:05:30.240]  其實
[00:05:30.240 --> 00:05:32.240]  因為他有這樣的技術
[00:05:32.240 --> 00:05:34.240]  他有鐵車鐵馬
[00:05:34.240 --> 00:05:36.240]  有能力和以色列人打硬仗
[00:05:36.240 --> 00:05:38.240]  也有打
[00:05:38.240 --> 00:05:40.240]  不過
[00:05:40.240 --> 00:05:42.240]  菲利士人更加喜歡
[00:05:42.240 --> 00:05:44.240]  用一些軟性的方法
[00:05:44.240 --> 00:05:46.240]  和他通婚
[00:05:46.240 --> 00:05:48.240]  透過貿易
[00:05:48.240 --> 00:05:50.240]  參孫
[00:05:50.240 --> 00:05:52.240]  找一個太太
[00:05:52.240 --> 00:05:54.240]  這是菲利士人的
[00:05:54.240 --> 00:05:56.240]  她爸爸說:對不起,這個女的嫁給別人
[00:05:56.240 --> 00:05:58.240]  我找另一個比你更漂亮
[00:05:58.240 --> 00:06:00.240]  他們喜歡用軟性的方法
[00:06:00.240 --> 00:06:02.240]  來同化以色列人
[00:06:02.240 --> 00:06:04.240]  但以色列人被外邦人
[00:06:04.240 --> 00:06:06.240]  來同化
[00:06:06.240 --> 00:06:08.240]  就跟隨他們的風俗
[00:06:08.240 --> 00:06:10.240]  結果就是士師記一次又一次的描寫
[00:06:10.240 --> 00:06:12.240]  又行耶和華
[00:06:12.240 --> 00:06:14.240]  眼中看為惡的事
[00:06:14.240 --> 00:06:16.240]  弟兄姊妹
[00:06:16.240 --> 00:06:18.240]  你有沒有受到
[00:06:18.240 --> 00:06:20.240]  這些誘惑
[00:06:20.240 --> 00:06:22.240]  在你身邊有沒有一些紅色的利刀
[00:06:22.240 --> 00:06:24.240]  等候你
[00:06:24.240 --> 00:06:26.240]  士師時代
[00:06:26.240 --> 00:06:28.240]  是一個亂世的時代
[00:06:28.240 --> 00:06:30.240]  一個以色列人痛苦的時代
[00:06:30.240 --> 00:06:32.240]  在這個亂世當中
[00:06:32.240 --> 00:06:34.240]  參孫出現
[00:06:34.240 --> 00:06:36.240]  參孫的故事記載在13到17章
[00:06:36.240 --> 00:06:38.240]  但今天我們只說13章
[00:06:38.240 --> 00:06:40.240]  我不是說參孫
[00:06:40.240 --> 00:06:42.240]  我是說參孫的爸爸媽媽
[00:06:42.240 --> 00:06:44.240]  我是說他的父母
[00:06:44.240 --> 00:06:46.240]  我們集中看看
[00:06:46.240 --> 00:06:48.240]  這一對單純的夫妻
[00:06:48.240 --> 00:06:50.240]  他們在亂世當中
[00:06:50.240 --> 00:06:52.240]  怎樣做父母
[00:06:52.240 --> 00:06:54.240]  我們要在他們身上學習
[00:06:54.240 --> 00:06:56.240]  我們在今天的亂世裏
[00:06:56.240 --> 00:06:58.240]  怎樣做父母
[00:06:58.240 --> 00:07:00.240]  首先我們今天太平盛世算不算亂世
[00:07:00.240 --> 00:07:02.240]  我告訴你今天是亂世
[00:07:02.240 --> 00:07:04.240]  我一會兒會再說多一點
[00:07:04.240 --> 00:07:06.240]  在今天我希望大家
[00:07:06.240 --> 00:07:08.240]  能夠跟我一起學習
[00:07:08.240 --> 00:07:10.240]  三個做父母
[00:07:10.240 --> 00:07:12.240]  應有的原則
[00:07:12.240 --> 00:07:14.240]  三個不算多 有時候我說四個五個
[00:07:14.240 --> 00:07:16.240]  你手機都拍不完
[00:07:16.240 --> 00:07:18.240]  這次說三個
[00:07:18.240 --> 00:07:20.240]  應該容易學一點
[00:07:20.240 --> 00:07:22.240]  第一個原則
[00:07:22.240 --> 00:07:24.240]  父母的身份
[00:07:24.240 --> 00:07:26.240]  是神賜給你的恩典
[00:07:26.240 --> 00:07:28.240]  你能夠成為父母
[00:07:28.240 --> 00:07:30.240]  這是上帝給你的恩典特權
[00:07:30.240 --> 00:07:32.240]  我們看看第二節
[00:07:32.240 --> 00:07:34.240]  第三節
[00:07:34.240 --> 00:07:36.240]  史詩記十三章
[00:07:36.240 --> 00:07:38.240]  有個所拉人屬於彈族
[00:07:38.240 --> 00:07:40.240]  名叫馬諾亞
[00:07:40.240 --> 00:07:42.240]  他的妻不懷孕不生育
[00:07:42.240 --> 00:07:44.240]  耶和華的使者向那婦人顯現
[00:07:44.240 --> 00:07:46.240]  對她說你向來不懷孕不生育
[00:07:46.240 --> 00:07:48.240]  現在你要懷孕生一個兒子
[00:07:48.240 --> 00:07:50.240]  馬諾亞和他太太
[00:07:50.240 --> 00:07:52.240]  很清楚
[00:07:52.240 --> 00:07:54.240]  這個兒子是神賜的禮物
[00:07:54.240 --> 00:07:56.240]  我看到這段經文
[00:07:56.240 --> 00:07:58.240]  我的心很溫暖
[00:07:58.240 --> 00:08:02.240]  我們的上帝真是一個充滿恩慈的上帝
[00:08:02.240 --> 00:08:04.240]  他關心這對夫婦
[00:08:04.240 --> 00:08:06.240]  老年無子的孤單
[00:08:06.240 --> 00:08:08.240]  他去找他們
[00:08:08.240 --> 00:08:10.240]  我想問大家一個問題
[00:08:10.240 --> 00:08:12.240]  這個向馬諾亞的太太顯現
[00:08:12.240 --> 00:08:14.240]  這個神的使者是誰
[00:08:14.240 --> 00:08:16.240]  是誰
[00:08:16.240 --> 00:08:18.240]  馬諾亞問這個人
[00:08:18.240 --> 00:08:20.240]  你的名字是什麼
[00:08:20.240 --> 00:08:22.240]  他怎樣回答
[00:08:22.240 --> 00:08:24.240]  何必問我的名字
[00:08:24.240 --> 00:08:26.240]  我的名字是奇妙的
[00:08:26.240 --> 00:08:30.240]  聖經有一個人的名字叫奇妙
[00:08:30.240 --> 00:08:32.240]  以賽亞書九章七節
[00:08:32.240 --> 00:08:34.240]  必有一英孩為我們而生
[00:08:34.240 --> 00:08:36.240]  有一子賜給我們
[00:08:36.240 --> 00:08:38.240]  政權必擔在他的肩頭上
[00:08:38.240 --> 00:08:40.240]  他名稱為奇妙
[00:08:40.240 --> 00:08:42.240]  有很多神學家說
[00:08:42.240 --> 00:08:44.240]  這個其實上帝是耶穌基督自己
[00:08:44.240 --> 00:08:46.240]  你停下來想一想
[00:08:46.240 --> 00:08:48.240]  創造天地
[00:08:48.240 --> 00:08:50.240]  自有永有的耶穌基督
[00:08:50.240 --> 00:08:52.240]  上帝
[00:08:52.240 --> 00:08:54.240]  他竟然顧念
[00:08:54.240 --> 00:08:56.240]  三千年前一個
[00:08:56.240 --> 00:08:58.240]  孤單的老夫婦
[00:08:58.240 --> 00:09:00.240]  來找他們
[00:09:00.240 --> 00:09:02.240]  這個上帝
[00:09:02.240 --> 00:09:04.240]  今天
[00:09:04.240 --> 00:09:06.240]  都同樣的顧念你
[00:09:06.240 --> 00:09:08.240]  如果你在孤單痛苦當中
[00:09:08.240 --> 00:09:10.240]  上帝來撫摸你
[00:09:10.240 --> 00:09:12.240]  上帝來親近你
[00:09:12.240 --> 00:09:14.240]  這個上帝的細緻的愛
[00:09:14.240 --> 00:09:16.240]  昔日是這樣
[00:09:16.240 --> 00:09:18.240]  今日是這樣
[00:09:18.240 --> 00:09:20.240]  所以我要對每一位
[00:09:20.240 --> 00:09:22.240]  在困難痛苦中的肢體說
[00:09:22.240 --> 00:09:24.240]  你來到上帝面前
[00:09:24.240 --> 00:09:26.240]  聖經教導我們應當一無掛慮
[00:09:26.240 --> 00:09:28.240]  只要凡事直著禱告祈求感謝
[00:09:28.240 --> 00:09:30.240]  將你所需要的
[00:09:30.240 --> 00:09:32.240]  告訴上帝
[00:09:32.240 --> 00:09:34.240]  祂能賜給你出人意外的平安
[00:09:34.240 --> 00:09:36.240]  在耶穌基督裏面
[00:09:36.240 --> 00:09:38.240]  保守你的心懷意念
[00:09:38.240 --> 00:09:40.240]  好了
[00:09:40.240 --> 00:09:42.240]  上帝賜這個夫婦
[00:09:42.240 --> 00:09:44.240]  一個兒子叫參孫
[00:09:44.240 --> 00:09:46.240]  所以我們記住
[00:09:46.240 --> 00:09:48.240]  不能為人父母
[00:09:48.240 --> 00:09:50.240]  是上帝所賜的恩典
[00:09:50.240 --> 00:09:52.240]  詩篇127篇說
[00:09:52.240 --> 00:09:54.240]  兒女是耶和華所賜的產業
[00:09:54.240 --> 00:09:56.240]  所懷的胎
[00:09:56.240 --> 00:09:58.240]  是他所給的賞賜
[00:09:58.240 --> 00:10:00.240]  所以我不贊成墮胎
[00:10:00.240 --> 00:10:02.240]  因為你的胎是上帝賜給你的
[00:10:02.240 --> 00:10:06.240]  在馬拉基斯2章15節
[00:10:06.240 --> 00:10:08.240]  上帝是
[00:10:08.240 --> 00:10:10.240]  願意人得到虔誠的後裔
[00:10:10.240 --> 00:10:12.240]  上帝給你兒女
[00:10:12.240 --> 00:10:14.240]  是要你的兒女成為虔誠的後裔
[00:10:14.240 --> 00:10:16.240]  虔誠的後裔
[00:10:16.240 --> 00:10:18.240]  有年青人對我說
[00:10:18.240 --> 00:10:20.240]  我將來結婚就不想生孩子
[00:10:20.240 --> 00:10:22.240]  我想養隻狗仔
[00:10:22.240 --> 00:10:24.240]  養狗仔好不好
[00:10:24.240 --> 00:10:26.240]  養狗仔
[00:10:26.240 --> 00:10:28.240]  就不是不好
[00:10:28.240 --> 00:10:30.240]  不過就很難養到一隻虔誠的狗仔
[00:10:30.240 --> 00:10:32.240]  所以弟兄姊妹
[00:10:32.240 --> 00:10:34.240]  當你要考慮
[00:10:34.240 --> 00:10:36.240]  好不好生孩子的時候
[00:10:36.240 --> 00:10:38.240]  要回到聖經那裏
[00:10:38.240 --> 00:10:40.240]  看看上帝是怎麼看
[00:10:40.240 --> 00:10:42.240]  這是第一個原則
[00:10:42.240 --> 00:10:44.240]  第二個原則
[00:10:44.240 --> 00:10:46.240]  就是為人父母
[00:10:46.240 --> 00:10:48.240]  需要認清責任
[00:10:48.240 --> 00:10:50.240]  我很欣賞
[00:10:50.240 --> 00:10:52.240]  馬洛亞在第八節
[00:10:52.240 --> 00:10:54.240]  說到他太太見到
[00:10:54.240 --> 00:10:56.240]  神的使者
[00:10:56.240 --> 00:10:58.240]  她就回來說給老公聽
[00:10:58.240 --> 00:11:00.240]  神的使者
[00:11:00.240 --> 00:11:02.240]  說我們將來要有個孩子
[00:11:02.240 --> 00:11:04.240]  如果我是馬洛亞
[00:11:04.240 --> 00:11:06.240]  我說你有沒有搞錯
[00:11:06.240 --> 00:11:08.240]  我們現在這麼大年紀還有
[00:11:08.240 --> 00:11:10.240]  馬洛亞沒有,他馬上祈禱
[00:11:10.240 --> 00:11:12.240]  再猜獻下神人到我這裏來
[00:11:12.240 --> 00:11:14.240]  好教導我們
[00:11:14.240 --> 00:11:16.240]  怎樣去教這個孩子
[00:11:16.240 --> 00:11:18.240]  他有信心
[00:11:18.240 --> 00:11:20.240]  真的上帝應許一定成就
[00:11:20.240 --> 00:11:22.240]  不單止有信心,他馬上想到
[00:11:22.240 --> 00:11:24.240]  有個孩子我們怎樣教他
[00:11:24.240 --> 00:11:26.240]  我們要求神幫我們
[00:11:26.240 --> 00:11:28.240]  指教我們怎樣教孩子
[00:11:28.240 --> 00:11:30.240]  你欣不欣賞這個馬洛亞
[00:11:30.240 --> 00:11:32.240]  他太太很虔誠
[00:11:32.240 --> 00:11:34.240]  他也都很虔誠
[00:11:34.240 --> 00:11:36.240]  不單止這樣
[00:11:36.240 --> 00:11:38.240]  當他最後見到神的使者的時候
[00:11:38.240 --> 00:11:40.240]  馬洛亞就問
[00:11:40.240 --> 00:11:42.240]  我們當怎樣對待孩子
[00:11:42.240 --> 00:11:44.240]  他後來當怎樣呢
[00:11:44.240 --> 00:11:46.240]  我們現在怎樣教他呢
[00:11:46.240 --> 00:11:48.240]  小時候他長大的時候
[00:11:48.240 --> 00:11:50.240]  他又應該怎樣做呢
[00:11:50.240 --> 00:11:52.240]  你看不看到他的心
[00:11:52.240 --> 00:11:54.240]  他未有孩子,很多年都未有
[00:11:54.240 --> 00:11:56.240]  但一個應許
[00:11:56.240 --> 00:11:58.240]  他又相信
[00:11:58.240 --> 00:12:00.240]  我們要憑信心來到神的面前
[00:12:00.240 --> 00:12:02.240]  你說教孩子真的很麻煩
[00:12:02.240 --> 00:12:04.240]  所以我想養小狗的原因
[00:12:04.240 --> 00:12:06.240]  是因為我覺得很麻煩
[00:12:06.240 --> 00:12:08.240]  因為你憑信心
[00:12:08.240 --> 00:12:10.240]  依靠上帝
[00:12:10.240 --> 00:12:12.240]  靠上帝讓你知道
[00:12:12.240 --> 00:12:14.240]  怎樣教孩子
[00:12:14.240 --> 00:12:16.240]  所以我們為人父母要認清責任
[00:12:16.240 --> 00:12:20.240]  神的使者就對他說
[00:12:20.240 --> 00:12:22.240]  這個孩子
[00:12:22.240 --> 00:12:24.240]  出生就要成為拿勢爾人
[00:12:24.240 --> 00:12:26.240]  並且要
[00:12:26.240 --> 00:12:28.240]  開始拯救
[00:12:28.240 --> 00:12:30.240]  以色列人
[00:12:30.240 --> 00:12:32.240]  但這個神的使者講得很清楚
[00:12:32.240 --> 00:12:34.240]  他說要由他首先開始拯救
[00:12:34.240 --> 00:12:36.240]  他沒有說
[00:12:36.240 --> 00:12:38.240]  參孫能夠全拯救
[00:12:38.240 --> 00:12:40.240]  事實證明
[00:12:40.240 --> 00:12:42.240]  參孫做了士司二十年就死了
[00:12:42.240 --> 00:12:44.240]  不講他的淒涼法
[00:12:44.240 --> 00:12:46.240]  之後就是撒姆爾
[00:12:46.240 --> 00:12:48.240]  在參孫撒姆爾的時代
[00:12:48.240 --> 00:12:50.240]  有一個以利,有些人都說他是士司
[00:12:50.240 --> 00:12:52.240]  撒姆爾
[00:12:52.240 --> 00:12:54.240]  打贏以色列人
[00:12:54.240 --> 00:12:56.240]  最後將以色列人
[00:12:56.240 --> 00:12:58.240]  全部打到清清楚楚
[00:12:58.240 --> 00:13:00.240]  那個就是大衛
[00:13:00.240 --> 00:13:02.240]  神是聽他們禱告
[00:13:02.240 --> 00:13:04.240]  開始拯救以色列人
[00:13:04.240 --> 00:13:06.240]  脫離非利士人的手
[00:13:06.240 --> 00:13:08.240]  這個神的使者說
[00:13:08.240 --> 00:13:10.240]  上帝選擇他
[00:13:10.240 --> 00:13:12.240]  由出生就做拿勢爾人
[00:13:12.240 --> 00:13:14.240]  我用短短的時間講講
[00:13:14.240 --> 00:13:16.240]  什麼叫拿勢爾
[00:13:16.240 --> 00:13:18.240]  拿勢爾其實就是一個人對上帝的許願
[00:13:18.240 --> 00:13:20.240]  在舊約裏面的一個許願
[00:13:20.240 --> 00:13:22.240]  就是他要用一段時間
[00:13:22.240 --> 00:13:24.240]  分別為聖,歸給上帝
[00:13:24.240 --> 00:13:26.240]  換句話說
[00:13:26.240 --> 00:13:28.240]  這個拿勢爾的願
[00:13:28.240 --> 00:13:30.240]  是自願的,沒有人逼你的
[00:13:30.240 --> 00:13:32.240]  你可以做的
[00:13:32.240 --> 00:13:34.240]  這個願是有一個時間性
[00:13:34.240 --> 00:13:36.240]  你過了那段時間之後
[00:13:36.240 --> 00:13:38.240]  你就會不再守這個願
[00:13:38.240 --> 00:13:40.240]  守願期間
[00:13:40.240 --> 00:13:42.240]  守願是為了分別為聖
[00:13:42.240 --> 00:13:44.240]  就是將自己
[00:13:44.240 --> 00:13:46.240]  分別為聖,交給上帝
[00:13:46.240 --> 00:13:48.240]  守願期間有三樣東西
[00:13:48.240 --> 00:13:50.240]  第一,就不可以
[00:13:50.240 --> 00:13:52.240]  喝葡萄樹生出來的飲料
[00:13:52.240 --> 00:13:54.240]  即是說清酒濃酒都不可以喝
[00:13:54.240 --> 00:13:56.240]  這個象徵
[00:13:56.240 --> 00:13:58.240]  他不再貪戀這個世界的享受
[00:13:58.240 --> 00:14:00.240]  第二
[00:14:00.240 --> 00:14:02.240]  他的頭髮要留長
[00:14:02.240 --> 00:14:04.240]  留長頭髮就不夠型
[00:14:04.240 --> 00:14:06.240]  留長頭髮是用
[00:14:06.240 --> 00:14:08.240]  外貌來表達
[00:14:08.240 --> 00:14:10.240]  他分別為聖
[00:14:10.240 --> 00:14:12.240]  他和別人不同
[00:14:12.240 --> 00:14:14.240]  他是屬於上帝
[00:14:14.240 --> 00:14:16.240]  第三,他不可以接近屍體
[00:14:16.240 --> 00:14:18.240]  這個規例是象徵
[00:14:18.240 --> 00:14:20.240]  他不容許任何
[00:14:20.240 --> 00:14:22.240]  不聖潔的東西
[00:14:22.240 --> 00:14:24.240]  打擾了他和上帝之間的聯繫
[00:14:26.240 --> 00:14:28.240]  這個自願的
[00:14:28.240 --> 00:14:30.240]  有時間性的
[00:14:30.240 --> 00:14:32.240]  叫做拿誓願
[00:14:32.240 --> 00:14:34.240]  分別為聖
[00:14:34.240 --> 00:14:36.240]  但參宣就不同
[00:14:36.240 --> 00:14:38.240]  參宣不是自願的
[00:14:38.240 --> 00:14:40.240]  他都未生出來
[00:14:40.240 --> 00:14:42.240]  未懷孕就已經上帝定了他
[00:14:42.240 --> 00:14:44.240]  還有參宣
[00:14:44.240 --> 00:14:46.240]  那個願沒有時間性
[00:14:46.240 --> 00:14:48.240]  他終生成為拿誓議人
[00:14:48.240 --> 00:14:50.240]  弟兄姊妹
[00:14:50.240 --> 00:14:52.240]  在新約裏面就沒有這個願
[00:14:52.240 --> 00:14:54.240]  為什麼呢?
[00:14:54.240 --> 00:14:56.240]  因為拿誓議人
[00:14:56.240 --> 00:14:58.240]  我們終生是獻給神
[00:14:58.240 --> 00:15:00.240]  聖經說
[00:15:00.240 --> 00:15:02.240]  你們是君尊的祭司
[00:15:02.240 --> 00:15:04.240]  聖潔的國度
[00:15:04.240 --> 00:15:06.240]  屬神的子民
[00:15:06.240 --> 00:15:08.240]  羅馬書十二章一節
[00:15:08.240 --> 00:15:10.240]  我以神的慈悲勸你們
[00:15:10.240 --> 00:15:12.240]  將身體獻上當作活祭
[00:15:12.240 --> 00:15:14.240]  耶穌基督說你們要聖潔
[00:15:14.240 --> 00:15:16.240]  因為你們的神是聖潔的
[00:15:16.240 --> 00:15:18.240]  終生的
[00:15:18.240 --> 00:15:20.240]  所以弟兄姊妹
[00:15:20.240 --> 00:15:22.240]  你和我信了耶穌之後
[00:15:22.240 --> 00:15:24.240]  你是屬靈的
[00:15:24.240 --> 00:15:26.240]  獻給神
[00:15:26.240 --> 00:15:28.240]  分裂為聖的一個人
[00:15:28.240 --> 00:15:30.240]  好了
[00:15:30.240 --> 00:15:32.240]  參宣這個故事
[00:15:32.240 --> 00:15:34.240]  就提醒我們做父母
[00:15:34.240 --> 00:15:36.240]  應該定一個目標
[00:15:36.240 --> 00:15:38.240]  將孩子終生奉獻給神
[00:15:38.240 --> 00:15:40.240]  而且要好好地教導他們
[00:15:40.240 --> 00:15:42.240]  分別為聖
[00:15:42.240 --> 00:15:44.240]  說就容易,做就難
[00:15:44.240 --> 00:15:46.240]  在這個亂世裏面
[00:15:46.240 --> 00:15:48.240]  你和我怎樣教導孩子
[00:15:48.240 --> 00:15:50.240]  分別為聖呢?
[00:15:50.240 --> 00:15:52.240]  上個星期
[00:15:52.240 --> 00:15:54.240]  福建福州有一段新聞
[00:15:54.240 --> 00:15:56.240]  有一個小學三年級學生
[00:15:56.240 --> 00:15:58.240]  寫雜作
[00:15:58.240 --> 00:16:00.240]  這個雜作老師叫他寫一個童話故事
[00:16:00.240 --> 00:16:02.240]  寫這個故事是怎樣呢?
[00:16:02.240 --> 00:16:04.240]  他大致上是說
