
[00:00:00.000 --> 00:00:06.020]  青少年是我們常常都掛在口邊的一個題目
[00:02:17.840 --> 00:02:19.480]  未滿十八歲的人
[00:02:19.480 --> 00:02:21.000]  也有很多研究習慣
[00:02:21.000 --> 00:02:24.720]  將青少年定義是十二歲到廿一歲
[00:02:24.720 --> 00:02:26.560]  甚至到廿四歲
[00:02:26.560 --> 00:02:29.720]  到進入職場的階段
[00:02:29.720 --> 00:02:31.040]  我們青少部
[00:02:31.040 --> 00:02:33.920]  教會的青少部有四個年齡階
[00:02:33.920 --> 00:02:36.280]  第一階是中一到中四
[00:02:36.280 --> 00:02:39.240]  第二階是高中到大專二年班
[00:02:39.240 --> 00:02:42.280]  第三階是大專三年班到職稱
[00:02:42.280 --> 00:02:44.880]  第四階是廿五到三十四歲
[00:02:44.880 --> 00:02:47.840]  當然也有其他的功能組別
[00:02:47.840 --> 00:02:49.480]  有些基督聖經軍
[00:02:49.480 --> 00:02:51.680]  學校侍功 康梯侍功等等
[00:02:51.680 --> 00:02:54.200]  去組成我們的青少部
[00:02:54.200 --> 00:02:55.680]  而在今年的暑假
[00:02:55.680 --> 00:02:58.880]  剛才也在短片裡面看到
[00:02:58.880 --> 00:03:00.720]  我們有不同年齡的組別
[00:03:00.720 --> 00:03:02.360]  舉辦了不同的暑期活動
[00:03:02.360 --> 00:03:04.520]  大家你們的程序表的單張
[00:03:04.520 --> 00:03:09.160]  你打開就有很豐富的一些桌上片
[00:03:09.160 --> 00:03:12.760]  就是我們過去一些青少年的工作
[00:03:12.760 --> 00:03:14.040]  一些活動
[00:03:14.040 --> 00:03:15.480]  剛剛的暑假
[00:03:15.480 --> 00:03:17.840]  我們就來的城內城外
[00:03:17.840 --> 00:03:19.440]  我已經給了一些照片給他們
[00:03:19.440 --> 00:03:21.680]  有些我們剛剛也看到的
[00:03:21.680 --> 00:03:23.800]  一些不同的少年軍
[00:03:23.800 --> 00:03:25.680]  我們的第一階
[00:03:25.680 --> 00:03:27.680]  或者是中學 大學生
[00:03:27.680 --> 00:03:29.040]  他們的活動
[00:03:29.040 --> 00:03:33.720]  都在當中給大家一起分享
[00:03:33.720 --> 00:03:36.800]  真的很多的活動多姿多彩
[00:03:36.800 --> 00:03:37.600]  總而言之
[00:03:37.600 --> 00:03:40.680]  青少年是離開了兒童的階段
[00:03:40.680 --> 00:03:44.320]  踏入成人階段前的一個轉接期
[00:03:44.320 --> 00:03:47.640]  其中很多的事情都可以發生
[00:03:47.640 --> 00:03:51.000]  雖然好像完成了基礎的學習
[00:03:51.000 --> 00:03:54.240]  不知道大家有沒有還在繼續讀書呢
[00:03:54.240 --> 00:03:57.080]  雖然可能青少年是讀書的時期
[00:03:57.080 --> 00:03:59.360]  不過現在青少年過了
[00:03:59.360 --> 00:04:00.800]  大家有些可能不是青少年
[00:04:00.800 --> 00:04:02.000]  都在讀書是不是
[00:04:02.000 --> 00:04:04.600]  都真的好像是
[00:04:04.600 --> 00:04:07.160]  不知道可能完成了基礎學習之後
[00:04:07.160 --> 00:04:10.080]  還有很漫長的進修的路程
[00:04:10.080 --> 00:04:11.880]  或者青少年給我們感覺是
[00:04:11.880 --> 00:04:13.720]  他們適合去找工作
[00:04:13.720 --> 00:04:16.320]  不過不知道要用多少年的時間
[00:04:16.320 --> 00:04:20.120]  才清楚自己所走的路是否適合自己
[00:04:20.120 --> 00:04:24.080]  可能我們的青少年是去建立家庭
[00:04:24.080 --> 00:04:25.640]  有兒有女
[00:04:25.640 --> 00:04:29.440]  不過這個也是可以是另一個更加複雜
[00:04:29.440 --> 00:04:32.120]  更加多問題產生的地方
[00:04:32.120 --> 00:04:33.560]  當我們看新聞
[00:04:33.560 --> 00:04:34.800]  或者是一些報導
[00:04:34.800 --> 00:04:38.160]  有時家庭的壓力
[00:04:38.160 --> 00:04:39.600]  經濟的問題
[00:04:39.600 --> 00:04:40.920]  家庭的關係
[00:04:40.920 --> 00:04:43.800]  都不是一個那麼容易的要處理
[00:04:43.800 --> 00:04:46.560]  都是真是他們要面對的挑戰
[00:04:46.560 --> 00:04:48.800]  真是不容易
[00:04:48.800 --> 00:04:50.880]  青少年人是一個充滿變化
[00:04:50.880 --> 00:04:53.160]  和挑戰的階段
[00:04:53.160 --> 00:04:54.600]  需要我們父母
[00:04:54.600 --> 00:04:55.640]  需要我們老師
[00:04:55.640 --> 00:04:56.440]  需要我們教會
[00:04:56.440 --> 00:04:57.640]  需要我們不同界別
[00:04:57.640 --> 00:05:01.800]  去給他們的理解和支持
[00:05:01.800 --> 00:05:03.200]  現在的青少年工作的確是
[00:05:03.200 --> 00:05:05.480]  要面對很大的挑戰
[00:05:05.480 --> 00:05:07.640]  我們對於新一代的認識
[00:05:07.640 --> 00:05:09.440]  坦白說我自己有時都覺得
[00:05:09.440 --> 00:05:11.600]  是嚴重的不足
[00:05:11.600 --> 00:05:13.240]  就以詞匯來說
[00:05:13.240 --> 00:05:16.680]  我們的年輕人其實已經進入了Alpha Polar
[00:05:16.680 --> 00:05:18.800]  不知道大家有聽過這些詞嗎
[00:05:18.800 --> 00:05:21.080]  一些社會學裡面將他們
[00:05:21.080 --> 00:05:22.800]  說是X世代的
[00:05:22.800 --> 00:05:23.520]  Y世代
[00:05:23.520 --> 00:05:24.160]  Z世代
[00:05:24.160 --> 00:05:27.000]  現在已經進入了Alpha世代的
[00:05:27.000 --> 00:05:28.760]  一個年輕人
[00:05:28.760 --> 00:05:30.000]  他們在這個世代
[00:05:30.000 --> 00:05:32.200]  他們的成長背景是怎樣呢
[00:05:32.200 --> 00:05:33.200]  可能「細」這字
[00:05:33.200 --> 00:05:34.440]  不過我讀給大家聽
[00:05:34.440 --> 00:05:36.240]  他們的成長背景是
[00:05:36.240 --> 00:05:37.320]  人工智慧
[00:05:37.320 --> 00:05:38.080]  AI
[00:05:38.080 --> 00:05:39.520]  和虛擬的實境
[00:05:39.520 --> 00:05:40.480]  VR
[00:05:40.480 --> 00:05:43.080]  原宇宙成長的氛圍裡面長大
[00:05:43.080 --> 00:05:45.080]  特徵是他們很需要互動
[00:05:45.080 --> 00:05:46.480]  遊戲化的教育
[00:05:46.480 --> 00:05:47.640]  活動的學習
[00:05:47.640 --> 00:05:48.760]  要即時
[00:05:48.760 --> 00:05:49.560]  要反饋
[00:05:49.560 --> 00:05:52.000]  就是要給他們很多的反應
[00:05:52.000 --> 00:05:53.920]  又很敏感
[00:05:53.920 --> 00:05:55.320]  就是所謂「玻璃心」
[00:05:55.320 --> 00:05:57.080]  不知道你們聽過沒有
[00:05:57.080 --> 00:05:58.640]  擁有全球化
[00:05:58.640 --> 00:06:00.400]  無國界的視野
[00:06:00.400 --> 00:06:01.560]  多元化
[00:06:01.560 --> 00:06:04.280]  多元文化的價值觀
[00:06:04.280 --> 00:06:05.640]  我去年參加了一個
[00:06:05.640 --> 00:06:08.120]  青年目樣的研討會
[00:06:08.120 --> 00:06:10.760]  是探討教會年輕化的講座
[00:06:10.760 --> 00:06:13.320]  其中很深刻地講到
[00:06:13.320 --> 00:06:14.720]  當大家原本以為
[00:06:14.720 --> 00:06:16.840]  一個很直線的人生
[00:06:16.840 --> 00:06:18.160]  由高中
[00:06:18.160 --> 00:06:18.960]  大學
[00:06:18.960 --> 00:06:19.800]  工作
[00:06:19.800 --> 00:06:20.480]  結婚
[00:06:20.480 --> 00:06:21.440]  有小朋友
[00:06:21.440 --> 00:06:23.280]  一條很直線的
[00:06:23.280 --> 00:06:25.320]  幾十年的光景裡面
[00:06:25.320 --> 00:06:27.920]  其實正如我之前所描述的
[00:06:27.920 --> 00:06:28.960]  我們會發現
[00:06:28.960 --> 00:06:31.520]  青年人他們實際要面對的處境
[00:06:31.520 --> 00:06:33.040]  是可以很複雜
[00:06:33.040 --> 00:06:34.680]  所經歷的轉變挑戰
[00:06:34.680 --> 00:06:36.840]  是可以很有難度
[00:06:36.840 --> 00:06:39.520]  讀完書不一定要馬上去找工作
[00:06:39.520 --> 00:06:41.760]  可以出國旅行
[00:06:41.760 --> 00:06:43.400]  所謂的工作假期
[00:06:43.400 --> 00:06:45.760]  幾十年可能你都不知道去了哪裡
[00:06:45.760 --> 00:06:48.000]  周遊列國
[00:06:48.000 --> 00:06:50.600]  甚至可以做一下散工
[00:06:50.600 --> 00:06:52.240]  我沒有貶義的
[00:06:52.240 --> 00:06:55.160]  絕對只是形容現在一班年輕人
[00:06:55.160 --> 00:06:57.840]  他們的世界是怎樣
[00:06:57.840 --> 00:07:01.400]  好像剛剛我提過的斜共族
[00:07:01.400 --> 00:07:02.440]  Slash
[00:07:02.440 --> 00:07:05.680]  我上網找的資料
[00:07:05.680 --> 00:07:07.320]  是一些台灣的資料
[00:07:07.320 --> 00:07:09.600]  有些可能小一點不過可以告訴大家
[00:07:09.600 --> 00:07:13.800]  他就說斜共族的年齡相對是比較接近
[00:07:13.800 --> 00:07:16.400]  大部分的都是年輕一點的
[00:07:16.400 --> 00:07:19.240]  全球的斜共族裡面
[00:07:19.240 --> 00:07:25.280]  他發現有85%都是在39歲以下的人
[00:07:25.280 --> 00:07:27.200]  普遍都是青年人
[00:07:27.200 --> 00:07:31.160]  可能年輕人更加容易接受新興的事物
[00:07:31.160 --> 00:07:32.680]  或者嚮往自由
[00:07:32.680 --> 00:07:35.240]  彈性大的工作模式
[00:07:35.240 --> 00:07:38.760]  其實近年的落役不絕的網紅人數
[00:07:38.760 --> 00:07:43.280]  也可以看到這是一個很普遍的狀況
[00:07:43.280 --> 00:07:45.840]  這個研究說在美國
[00:07:45.840 --> 00:07:49.960]  當訪問小學生最想要成為的職業的時候
[00:07:49.960 --> 00:07:54.040]  YouTuber是高企第一位的理想工作
[00:07:54.040 --> 00:07:56.440]  相較於傳統的職業
[00:07:56.440 --> 00:08:01.000]  自由工作的男女他們收入相對是可能不穩定
[00:08:01.000 --> 00:08:02.920]  或者是比較低的人工
[00:08:02.920 --> 00:08:06.920]  但是他們可以接受這樣的工作模式
[00:08:06.920 --> 00:08:09.680]  普遍男性的收入比女性高一點
[00:08:09.680 --> 00:08:12.880]  這裡用了一個IT程式員的例子
[00:08:12.880 --> 00:08:16.480]  那個單位是美金多了5元的美金
[00:08:16.480 --> 00:08:23.040]  表示他們稍微高一點對於男性和女性的比較
[00:08:23.040 --> 00:08:27.080]  而在有趣的一個研究裡面的右下角
[00:08:27.080 --> 00:08:31.560]  他顯示了斜共的青年他們是更加開心的
[00:08:31.560 --> 00:08:35.480]  80%的斜共青年表示他們更加有朝氣
[00:08:35.480 --> 00:08:41.080]  82%指出他們的壓力有減少的趨勢
[00:08:41.080 --> 00:08:44.200]  由聯合國委託牛津大學發表了
[00:08:44.200 --> 00:08:46.960]  2025年世界的幸福報告
[00:08:46.960 --> 00:08:48.280]  不知道大家有沒有留意一些
[00:08:48.280 --> 00:08:50.560]  就是每年都有這樣的報告
[00:08:50.560 --> 00:08:53.840]  他說用不同的層面去分析
[00:08:53.840 --> 00:08:58.680]  了解個人幸福感的一些研究
[00:08:58.680 --> 00:09:01.760]  他用了人均的國內生產總值
[00:09:01.760 --> 00:09:05.840]  社會的支援、自由度、慷慨、貪腐的程度
[00:09:05.840 --> 00:09:08.800]  去做一些研究分析
[00:09:08.800 --> 00:09:13.840]  全球147個地區快樂指數全球的排名
[00:09:13.840 --> 00:09:17.120]  知不知道第一是誰?
[00:09:17.120 --> 00:09:19.240]  都已經拿了八年
[00:09:19.240 --> 00:09:21.160]  八年都是第一的
[00:09:21.160 --> 00:09:23.160]  就是芬蘭
[00:09:23.160 --> 00:09:25.480]  一個北歐的
[00:09:25.480 --> 00:09:29.280]  其實頭五名都是歐洲、北歐的地方
[00:09:29.280 --> 00:09:33.880]  不過很特別的是
[00:09:33.880 --> 00:09:37.640]  香港的排名就跌到88
[00:09:37.640 --> 00:09:39.240]  你可以說很富裕的地方
[00:09:39.240 --> 00:09:41.360]  頭五名都是北歐的國家
[00:09:41.360 --> 00:09:43.880]  不過在第六和第十
[00:09:43.880 --> 00:09:48.080]  就是沒那麼富裕的中美洲國家
[00:09:48.080 --> 00:09:51.680]  好像哥斯達尼加、墨西哥這樣
[00:09:51.680 --> 00:09:54.240]  香港連續第五年排名下跌
[00:09:54.240 --> 00:09:58.080]  比越南46、泰國49、菲律賓57
[00:09:58.080 --> 00:10:01.640]  這些亞洲國家更加的低
[00:10:01.640 --> 00:10:06.560]  香港和香港相似的新加坡都有34的排名
[00:10:06.560 --> 00:10:08.000]  為什麼會這樣呢?
[00:10:08.000 --> 00:10:11.080]  香港人是這麼不開心
[00:10:11.080 --> 00:10:15.120]  不知道你們現在看看大家身邊的人是不是
[00:10:15.120 --> 00:10:19.840]  可能你去到這個泰國、新加坡
[00:10:19.840 --> 00:10:23.640]  可能你會見到一些樣貌會不同一點
[00:10:23.640 --> 00:10:27.080]  最近我也看了一個社會企業平台
[00:10:27.080 --> 00:10:29.880]  叫「香港開心D」的研究
[00:10:29.880 --> 00:10:32.240]  去研究香港家庭的開心指數
[00:10:32.240 --> 00:10:37.560]  今年的開心指數的分數是6.91分
[00:10:37.560 --> 00:10:38.880]  十分滿分
[00:10:38.880 --> 00:10:41.480]  它在當中說
[00:10:41.480 --> 00:10:44.840]  這個數已經連續下跌了三年
[00:10:44.840 --> 00:10:46.480]  稍微回升了一點
[00:10:46.480 --> 00:10:49.160]  但是仍低於疫情前的水平
[00:10:49.160 --> 00:10:52.320]  當中的三分之一受訪的家庭的開心指數
[00:10:52.320 --> 00:10:54.600]  是六分以下
[00:10:54.600 --> 00:10:57.320]  是一般或者偏低
[00:10:57.320 --> 00:10:59.000]  我們都真的很不開心
[00:10:59.000 --> 00:11:01.720]  不知道身邊你認識的人是不是這樣
[00:11:01.720 --> 00:11:03.760]  他說有四個重要的影響因素
[00:11:03.760 --> 00:11:05.560]  包括個人開心的指數
[00:11:05.560 --> 00:11:06.840]  家庭的資源
[00:11:06.840 --> 00:11:08.040]  心理的資本
[00:11:08.040 --> 00:11:12.080]  家庭的健康和溝通的模式
[00:11:12.080 --> 00:11:15.080]  為什麼我們在這麼豐富的環境資源裡面
[00:11:15.080 --> 00:11:18.760]  我們的心靈世界仍然是覺得很不滿足
[00:11:18.760 --> 00:11:24.640]  究竟我們哪裡出了問題呢?
[00:11:24.640 --> 00:11:25.840]  當我看到這裡的時候
[00:11:25.840 --> 00:11:28.760]  我就想起一段大家都很熟悉的經文
[00:11:28.760 --> 00:11:31.120]  就是《路加福音》十八章
[00:11:31.120 --> 00:11:35.520]  十八到二十三節
[00:11:35.520 --> 00:11:37.320]  有一個官問耶穌說
[00:11:37.320 --> 00:11:41.520]  「良善的夫子,我該做什麼事才可以承受永生?」
[00:11:41.520 --> 00:11:43.320]  在《馬後福音》十章十七節裡面
[00:11:43.320 --> 00:11:47.240]  更加描述到這個人很心急地去找耶穌
[00:11:47.240 --> 00:11:48.840]  耶穌出來行路的時候
[00:11:48.840 --> 00:11:52.360]  有一個人跑來跪在祂的面前問祂
[00:11:52.360 --> 00:11:58.120]  「良善的夫子,我該做什麼事才可以承受永生?」
[00:11:58.120 --> 00:12:01.480]  這個人路加告訴我們知道他是做官的
[00:12:01.480 --> 00:12:04.160]  可能是當時猶太人的民間領袖
[00:12:04.160 --> 00:12:06.680]  或者是本會堂的主管
[00:12:06.680 --> 00:12:07.800]  法律財人的領袖
[00:12:07.800 --> 00:12:09.800]  猶太公議會的成員
[00:12:09.800 --> 00:12:13.200]  或者沒有詳細說他做什麼職位
[00:12:13.200 --> 00:12:15.640]  不過經文裡面也有特別的提到
[00:12:15.640 --> 00:12:22.200]  在二十三節說他是一個很有錢、富足的領袖
[00:12:22.200 --> 00:12:27.040]  所以可以說他是一個有權有勢、不憂做的人
[00:12:27.040 --> 00:12:29.920]  而且從小都遵守聖經的教訓
[00:12:29.920 --> 00:12:33.680]  一個有道德操守、有學識、有財力
[00:12:33.680 --> 00:12:37.560]  所謂我們現在的年代說的是「尖子」
[00:12:37.560 --> 00:12:40.920]  就是出類拔萃的人物
[00:12:40.920 --> 00:12:42.640]  不過在他的心目中
[00:12:42.640 --> 00:12:48.040]  他確確實實有一個困擾著他的問題纏繞著他
[00:12:48.040 --> 00:12:50.080]  以致他要急著腳
[00:12:50.080 --> 00:12:53.920]  甚至跪在耶穌的面前向主耶穌請教
[00:12:53.920 --> 00:13:00.640]  「我該做什麼事才可以承受永生?」
[00:13:00.640 --> 00:13:04.520]  追求永生對這個人來說是非常重要
[00:13:04.520 --> 00:13:07.120]  縱然有財有勢
[00:13:07.120 --> 00:13:09.600]  他都一直得不到滿足
[00:13:09.600 --> 00:13:12.240]  我該做些什麼事呢?
[00:13:12.240 --> 00:13:15.080]  要做些什麼才可以換到永生呢?
[00:13:15.080 --> 00:13:18.680]  原來他以為所有東西都可以賺取回來
[00:13:18.680 --> 00:13:20.880]  可以換回來
[00:13:20.880 --> 00:13:23.640]  記得剛剛的培靈會裡面
[00:13:23.640 --> 00:13:25.880]  董教授牧師他分享到
[00:13:25.880 --> 00:13:29.160]  其實現在我們的世代是很豐富的
[00:13:29.160 --> 00:13:32.400]  無論在物質上、知識科技、資訊的傳遞上
[00:13:32.400 --> 00:13:37.520]  都比百多年前的社會實在是很方便
[00:13:37.520 --> 00:13:41.360]  很多人可以享受那種的益處
[00:13:41.360 --> 00:13:46.560]  問題只是我們很多時候會有很多比較
[00:13:46.560 --> 00:13:48.720]  人家吃什麼?
[00:13:48.720 --> 00:13:49.880]  住在哪裡?
[00:13:49.880 --> 00:13:53.200]  用什麼牌子的手機?
[00:13:53.200 --> 00:13:56.040]  為什麼我們會覺得貧乏呢?
[00:13:56.040 --> 00:13:58.360]  不是因為物質的缺乏
[00:13:58.360 --> 00:14:01.320]  而是因為我們會常常比較
[00:14:01.320 --> 00:14:04.680]  或者認為所有東西都可以靠自己賺回來
[00:14:04.680 --> 00:14:05.760]  換回來
[00:14:05.760 --> 00:14:11.000]  不斷地搶、不斷地搶、不斷地取
[00:14:11.000 --> 00:14:14.040]  十九節耶穌對他說
[00:14:14.040 --> 00:14:16.480]  「你為什麼稱我為良善的呢?
[00:14:16.480 --> 00:14:19.280]  除了神一位之外,再沒有良善的
[00:14:19.280 --> 00:14:20.760]  誡命你是曉得
[00:14:20.760 --> 00:14:22.600]  不可姦淫、不可殺人、不可偷盜
[00:14:22.600 --> 00:14:25.640]  不可作假見證,當孝敬父母」
[00:14:25.640 --> 00:14:29.920]  有人說「這一切,我從小都遵守了」
[00:14:29.920 --> 00:14:31.400]  耶穌聽見就說
[00:14:31.400 --> 00:14:32.840]  「你還缺少一件
[00:14:32.840 --> 00:14:35.520]  要變賣你一切所有的,分給窮人
[00:14:35.520 --> 00:14:37.360]  就必有財寶在天上
[00:14:37.360 --> 00:14:39.360]  你還要來跟從我」
[00:14:39.360 --> 00:14:42.120]  他聽見者說,就甚憂愁
[00:14:42.120 --> 00:14:46.440]  因為他肯付諸
[00:14:46.440 --> 00:14:48.720]  這個少年官他口口聲聲說自己
[00:14:48.720 --> 00:14:52.360]  「一切的誡命,我從小就遵守」
[00:14:52.360 --> 00:14:54.760]  很致命得意
[00:14:54.760 --> 00:14:55.600]  可以留意一下
[00:14:55.600 --> 00:14:57.200]  路加在這個段落裏面
[00:14:57.200 --> 00:14:59.320]  一個很特別的鋪排
[00:14:59.320 --> 00:15:01.720]  在這段經文的前少許
[00:15:01.720 --> 00:15:04.440]  路加就已經描述了一個
[00:15:04.440 --> 00:15:07.120]  法理賽人和瑞利的禱告
[00:15:07.120 --> 00:15:09.600]  他說最後的一個
[00:15:09.600 --> 00:15:11.360]  十四節裏面的一個總結就是
[00:15:11.360 --> 00:15:14.200]  「因為凡至高的,必降為卑
[00:15:14.200 --> 00:15:16.800]  至卑的,必升為高」
[00:15:16.800 --> 00:15:20.000]  又以小孩子去加強這個對比
[00:15:20.000 --> 00:15:21.680]  他說「讓小孩子到我這裏來
[00:15:21.680 --> 00:15:22.880]  不要禁止他們
[00:15:22.880 --> 00:15:25.520]  因為在神角的正是這樣的人
[00:15:25.520 --> 00:15:26.920]  我實在告訴你們
[00:15:26.920 --> 00:15:28.280]  凡要承受神角的
[00:15:28.280 --> 00:15:32.720]  若不像小孩子,斷不能進去」
[00:15:32.720 --> 00:15:35.280]  小孩子他們是一無所有
[00:15:35.280 --> 00:15:38.160]  而少年官他是很富足
[00:15:38.160 --> 00:15:41.360]  小孩子沒有什麼善事可以自誇
[00:15:41.360 --> 00:15:43.120]  少年官卻是聲稱自己
[00:15:43.120 --> 00:15:46.560]  「從小就遵守律法一切的誡命」
[00:15:46.560 --> 00:15:48.720]  小孩子可以承受神的角
[00:15:48.720 --> 00:15:53.600]  財主他是「悠悠壽壽」地離開
[00:15:53.600 --> 00:15:57.320]  這段經文也呼應了之後路加在
[00:15:57.320 --> 00:16:00.360]  大家很熟悉的路加篇十九章裏面
[00:16:00.360 --> 00:16:04.520]  描述到一個殺該的財主的見證
[00:16:04.520 --> 00:16:09.840]  少年官不願意將財富分給窮人
[00:16:09.840 --> 00:16:13.320]  但殺該卻將所有的一半給窮人
[00:16:13.320 --> 00:16:16.120]  少年官沒有跟隨耶穌
[00:16:16.120 --> 00:16:18.760]  殺該卻回應耶穌的呼召
[00:16:18.760 --> 00:16:21.120]  並且歡歡喜喜地接待主
[00:16:21.120 --> 00:16:25.920]  最後救恩就臨到殺該的家
[00:16:25.920 --> 00:16:28.400]  少年官和小孩子的對比
[00:16:28.400 --> 00:16:30.800]  顯明了人得夢請救
[00:16:30.800 --> 00:16:33.800]  完完全全是出於神的恩典
[00:16:33.800 --> 00:16:36.880]  我們的確要經常懷著感恩的心
[00:16:36.880 --> 00:16:38.680]  領受神的恩典
[00:16:38.680 --> 00:16:41.040]  不要常常的「悠悠壽壽」
[00:16:41.040 --> 00:16:43.360]  就像小孩子依賴父母一樣
[00:16:43.360 --> 00:16:46.400]  將一切交託給主
[00:16:46.400 --> 00:16:47.840]  有時的確
[00:16:47.840 --> 00:16:49.960]  我見到很多基督徒、弟兄姊妹
[00:16:49.960 --> 00:16:53.920]  有很多憂愁、煩惱、壓力
[00:16:53.920 --> 00:16:55.920]  有時的確見到我們
[00:16:55.920 --> 00:16:59.200]  就像那個少年官一樣
[00:16:59.200 --> 00:17:01.640]  有很多的掙扎
[00:17:01.640 --> 00:17:03.200]  但聖經裏面提醒我們
[00:17:03.200 --> 00:17:04.680]  要像小孩子一樣
[00:17:04.680 --> 00:17:06.680]  像小孩子一樣依賴父母
[00:17:06.680 --> 00:17:10.120]  將一切交託給主
[00:17:10.120 --> 00:17:12.440]  少年官和殺該的對比
[00:17:12.440 --> 00:17:13.600]  就更加強調
[00:17:13.600 --> 00:17:15.760]  就算一個被嫌棄的財主
[00:17:15.760 --> 00:17:18.000]  都可以蒙上帝的拯救
[00:17:18.000 --> 00:17:22.880]  關鍵只在於人對耶穌的回應
[00:17:22.880 --> 00:17:28.480]  這個殺該他接受耶穌的邀請
[00:17:28.480 --> 00:17:30.200]  他就開放了自己的家
[00:17:30.200 --> 00:17:34.440]  將他的財產分一半給窮人
[00:17:34.440 --> 00:17:35.440]  我自己看這段經文
[00:17:35.440 --> 00:17:37.080]  我一個很深刻的
[00:17:37.080 --> 00:17:38.240]  就是耶穌到了那裏
[00:17:38.240 --> 00:17:42.160]  抬頭一看對他講殺該快下來
[00:17:42.160 --> 00:17:44.920]  「今天我必住在你家裏」
[00:17:44.920 --> 00:17:51.480]  一個很親切、很個人化的慰問
[00:17:51.480 --> 00:17:53.480]  去邀請殺該
[00:17:53.480 --> 00:17:55.400]  以致殺該就很感動
[00:17:55.400 --> 00:17:57.760]  歡歡喜喜地接待耶穌
[00:17:57.760 --> 00:18:03.440]  接著我們看到他的生命的變化
[00:18:03.440 --> 00:18:09.000]  這個少年官最終是悠悠愁愁的走了
[00:18:09.000 --> 00:18:12.200]  因為他的產業很多
[00:18:12.200 --> 00:18:15.920]  他的產業就最終成為了他的伴腳石
[00:18:15.920 --> 00:18:21.680]  的確當我們有一定的身份、地位、財富
[00:18:21.680 --> 00:18:23.440]  當想要放下一切
[00:18:23.440 --> 00:18:26.560]  放下身段的時候的確是很不容易
[00:18:26.560 --> 00:18:28.640]  我們會有很多顧慮、很多掙扎
[00:18:28.640 --> 00:18:34.200]  甚至會留意到自己的人性的陰暗面
[00:18:34.200 --> 00:18:37.680]  最近有人跟我提了一本很經典的著作
[00:18:37.680 --> 00:18:38.400]  不知道大家有沒有看過
[00:18:38.400 --> 00:18:39.320]  我都沒聽過
[00:18:39.320 --> 00:18:40.960]  他一說我才知道
[00:18:40.960 --> 00:18:42.440]  有一本這樣的書
[00:18:42.440 --> 00:18:48.600]  就是《路西法效應,好人如何變成惡魔》
[00:18:48.600 --> 00:18:50.600]  是一位美國的心理學家
