
[00:00:00.000 --> 00:00:04.260]  各位宗子妹 今天是平安夜 明天就是聖誕節
[00:05:45.600 --> 00:05:47.960]  耶穌基督降生的時候
[00:05:47.960 --> 00:05:50.080]  發生什麼樣的事情
[00:05:50.080 --> 00:05:52.840]  這些牧羊人為什麼成為了
[00:05:52.840 --> 00:05:57.600]  聽到這個大喜信息的第一批人
[00:05:57.600 --> 00:06:00.800]  我們來看第一是
[00:06:00.800 --> 00:06:05.760]  這般的牧羊人聽見大喜的信息
[00:06:05.760 --> 00:06:10.160]  在經文的第八節開始就是說
[00:06:10.160 --> 00:06:13.840]  在伯利恆之野地有牧羊的人
[00:06:13.840 --> 00:06:16.080]  我們先來看這段經文裡面
[00:06:16.080 --> 00:06:17.800]  它講了好幾個的要素
[00:06:17.800 --> 00:06:21.000]  通常我們看故事都是要看幾個要素
[00:06:21.000 --> 00:06:22.760]  時間 地點 人物
[00:06:22.760 --> 00:06:25.360]  還有這個發生什麼事情
[00:06:25.360 --> 00:06:27.720]  那在這裡地點是在哪裡呢
[00:06:27.720 --> 00:06:30.920]  就是在伯利恆的野地
[00:06:30.920 --> 00:06:33.640]  伯利恆是一個比較小的城
[00:06:33.640 --> 00:06:35.040]  它不像耶路撒冷
[00:06:35.040 --> 00:06:36.760]  耶路撒冷是比較大
[00:06:36.760 --> 00:06:38.520]  而且是有名的城
[00:06:38.520 --> 00:06:40.120]  伯利恆是沒有什麼名的
[00:06:40.120 --> 00:06:43.920]  而且甚至有點名聲不太好的
[00:06:43.920 --> 00:06:46.560]  它是一個比較鄉下一點的地方
[00:06:46.560 --> 00:06:49.600]  那在比較鄉下一點的地方
[00:06:49.600 --> 00:06:51.760]  而且是在野地裡面
[00:06:51.760 --> 00:06:53.920]  不是在中心地帶
[00:06:53.920 --> 00:06:56.440]  是在可能在郊外在野地
[00:06:56.440 --> 00:06:58.800]  那整個的報信的地點
[00:06:58.800 --> 00:07:01.320]  是發生在這樣的一個地方
[00:07:01.320 --> 00:07:03.720]  這是很少見的
[00:07:03.720 --> 00:07:07.080]  通常如果要有什麼大的事情
[00:07:07.080 --> 00:07:09.600]  會選一個比較重要的地方
[00:07:09.600 --> 00:07:13.640]  但是居然有基督降生這樣的事情
[00:07:13.640 --> 00:07:16.160]  在這樣一個極其無名的
[00:07:16.160 --> 00:07:18.640]  天璧的地方來發生
[00:07:18.640 --> 00:07:21.120]  那第二我們來看這個時間
[00:07:21.120 --> 00:07:22.920]  是什麼時間
[00:07:22.920 --> 00:07:25.440]  這裡說是在夜間
[00:07:25.440 --> 00:07:27.840]  牧羊人通常他們會輪班
[00:07:27.840 --> 00:07:29.920]  會看守那些的羊群
[00:07:29.920 --> 00:07:31.320]  通常在晚上的話
[00:07:31.320 --> 00:07:33.960]  會擔心有一些的獅子
[00:07:33.960 --> 00:07:35.400]  什麼的來吃這些的羊
[00:07:35.400 --> 00:07:37.800]  所以他們要輪班來看守
[00:07:37.800 --> 00:07:39.480]  那正正是夜間的時候
[00:07:39.480 --> 00:07:41.960]  這班的牧羊人剛好輪到他們
[00:07:41.960 --> 00:07:44.040]  要看夜更
[00:07:44.040 --> 00:07:48.000]  所以他們在夜間來看守群羊
[00:07:48.000 --> 00:07:50.880]  那在這段經文裡面
[00:07:50.880 --> 00:07:53.880]  有天使還有牧羊人
[00:07:53.880 --> 00:07:56.200]  人物呢比較不太複雜
[00:07:56.200 --> 00:07:59.640]  就是好像比較簡單一點
[00:07:59.640 --> 00:08:02.360]  只是有天使也有牧羊人
[00:08:02.360 --> 00:08:03.440]  發生什麼事情呢
[00:08:03.440 --> 00:08:08.880]  就是天使向牧羊人來報使信
[00:08:08.880 --> 00:08:10.240]  好了
[00:08:10.240 --> 00:08:14.320]  這個核心就是在大洗的信息
[00:08:14.320 --> 00:08:15.920]  他整個的經文的核心
[00:08:15.920 --> 00:08:19.360]  是在大洗的信息
[00:08:19.360 --> 00:08:21.600]  不過這段經文比較奇特
[00:08:21.600 --> 00:08:22.480]  我們來看
[00:08:22.480 --> 00:08:24.800]  首先第一個奇特的地方是
[00:08:24.800 --> 00:08:27.680]  這是一個奇特的報信的方式
[00:08:27.680 --> 00:08:29.720]  為什麼說他奇特呢
[00:08:29.720 --> 00:08:33.960]  他透過天使的顯現來報信
[00:08:33.960 --> 00:08:36.360]  當然天使顯現
[00:08:36.360 --> 00:08:38.800]  可能在舊約的時代常常都會有
[00:08:38.800 --> 00:08:40.800]  我們來看舊約的時候
[00:08:40.800 --> 00:08:42.440]  有很多的先知
[00:08:42.440 --> 00:08:46.720]  他們要領受神來的信息的時候
[00:08:46.720 --> 00:08:49.240]  神通常會猜他的使者
[00:08:49.240 --> 00:08:50.160]  向他們顯現
[00:08:50.160 --> 00:08:51.680]  然後對他們說話
[00:08:51.680 --> 00:08:53.920]  把要傳達的話告訴他們
[00:08:53.920 --> 00:08:55.960]  讓他們去傳達
[00:08:55.960 --> 00:08:57.040]  在新約裡面呢
[00:08:57.040 --> 00:09:00.120]  好像這是不多的
[00:09:00.120 --> 00:09:02.800]  在這裡我們看到有使者
[00:09:02.800 --> 00:09:06.000]  而且是在夜間來顯現
[00:09:06.000 --> 00:09:09.840]  這是一個很奇特的報信的方式
[00:09:09.840 --> 00:09:13.600]  他不是在白天是在夜間
[00:09:13.600 --> 00:09:16.160]  那通常在夜間的話
[00:09:16.160 --> 00:09:18.560]  通常不會是什麼好消息
[00:09:18.560 --> 00:09:20.920]  那我曾經聽過一個姊妹跟我說
[00:09:20.920 --> 00:09:23.240]  她說最怕的事情是什麼呢
[00:09:23.240 --> 00:09:25.800]  她說在半夜接到電話
[00:09:25.800 --> 00:09:27.000]  不曉得你會不會很怕
[00:09:27.000 --> 00:09:28.160]  在半夜接到電話
[00:09:28.160 --> 00:09:30.120]  通常不是什麼好事情
[00:09:30.120 --> 00:09:32.080]  才會是半夜接到電話
[00:09:32.080 --> 00:09:33.800]  那這種好的消息
[00:09:33.800 --> 00:09:35.520]  大喜的信息呢
[00:09:35.520 --> 00:09:38.840]  通常不會在夜間來報給你的
[00:09:38.840 --> 00:09:40.280]  通常是在白天
[00:09:40.280 --> 00:09:42.400]  所以這個是比較奇特的
[00:09:42.400 --> 00:09:44.920]  那第二個奇特的地方是
[00:09:44.920 --> 00:09:47.560]  這個信息的內容比較奇特
[00:09:47.560 --> 00:09:50.320]  我們來看這個紅色的這些字
[00:09:50.320 --> 00:09:53.320]  這裡說是大喜的信息
[00:09:53.320 --> 00:09:56.480]  然後又說是關乎萬民的
[00:09:56.480 --> 00:09:57.640]  那當你聽到這個
[00:09:57.640 --> 00:10:00.920]  關乎萬民的大喜的信息
[00:10:00.920 --> 00:10:04.320]  你會想到什麼
[00:10:04.320 --> 00:10:07.240]  在香港會想到什麼
[00:10:07.240 --> 00:10:08.920]  可能你已經有領受過啦
[00:10:08.920 --> 00:10:12.120]  派錢啊 消費券啊
[00:10:12.120 --> 00:10:13.760]  關乎萬民的
[00:10:13.760 --> 00:10:15.800]  我不知道現在還有沒有了
[00:10:15.800 --> 00:10:17.880]  發你多少錢啊
[00:10:17.880 --> 00:10:19.120]  這個是關乎萬民的
[00:10:19.120 --> 00:10:21.360]  所以應該大家會很開心
[00:10:21.360 --> 00:10:23.320]  但是她說了是大喜的信息
[00:10:23.320 --> 00:10:24.040]  關乎萬民的
[00:10:24.040 --> 00:10:25.440]  我們大概會想到那些
[00:10:25.440 --> 00:10:26.280]  派錢什麼的
[00:10:26.280 --> 00:10:27.800]  人人有份的這種
[00:10:27.800 --> 00:10:29.800]  才會說是關乎萬民
[00:10:29.800 --> 00:10:32.760]  但是她接下來又說
[00:10:32.760 --> 00:10:35.120]  這個關乎萬民的大喜的信息
[00:10:35.120 --> 00:10:37.200]  居然是跟一個嬰孩有關
[00:10:37.200 --> 00:10:38.720]  這個嬰孩呢
[00:10:38.720 --> 00:10:42.400]  是臥在馬槽裡的嬰孩
[00:10:42.400 --> 00:10:44.320]  臥在馬槽裡的嬰孩
[00:10:44.320 --> 00:10:46.320]  他的身份是什麼呢
[00:10:46.320 --> 00:10:47.760]  說他是救主
[00:10:47.760 --> 00:10:49.960]  而且是主基督
[00:10:49.960 --> 00:10:50.920]  基督的意思呢
[00:10:50.920 --> 00:10:52.560]  其實就是救主的意思
[00:10:52.560 --> 00:10:55.200]  在原文裡面
[00:10:55.200 --> 00:10:56.480]  基督就是受高者
[00:10:56.480 --> 00:10:59.920]  受高者其實就是救主的意思
[00:10:59.920 --> 00:11:01.200]  救主跟一個
[00:11:01.200 --> 00:11:03.800]  臥在馬槽裡的嬰孩
[00:11:03.800 --> 00:11:06.960]  好像是不太對得上
[00:11:06.960 --> 00:11:08.480]  這個身份上面
[00:11:08.480 --> 00:11:10.640]  好像是比較奇特
[00:11:10.640 --> 00:11:13.080]  而臥在馬槽裡的嬰孩
[00:11:13.080 --> 00:11:14.360]  他出生
[00:11:14.360 --> 00:11:17.000]  為什麼就是一個大喜的信息呢
[00:11:17.000 --> 00:11:19.840]  好像你看這些關鍵的詞
[00:11:19.840 --> 00:11:20.720]  堆在一起
[00:11:20.720 --> 00:11:21.880]  好像是一個
[00:11:21.880 --> 00:11:23.760]  不太合邏輯的一個事情
[00:11:23.760 --> 00:11:26.320]  就是整個報信的內容
[00:11:26.320 --> 00:11:28.160]  好像是比較離奇的
[00:11:28.160 --> 00:11:30.720]  如果按照你要講故事也好
[00:11:30.720 --> 00:11:32.560]  你要去報導什麼也好
[00:11:32.560 --> 00:11:34.960]  你不會把這些詞堆在一起的
[00:11:34.960 --> 00:11:36.920]  因為它是不相干的
[00:11:36.920 --> 00:11:39.080]  而且甚至你看起來
[00:11:39.080 --> 00:11:41.160]  有點矛盾的地方的
[00:11:41.160 --> 00:11:43.560]  這個就是天使所報信的內容
[00:11:43.560 --> 00:11:45.720]  它是比較奇特的
[00:11:45.720 --> 00:11:48.440]  信息的內容
[00:11:48.440 --> 00:11:52.280]  救主不應該是在馬槽裡吧
[00:11:52.280 --> 00:11:54.280]  按照我們的這個想法
[00:11:54.280 --> 00:11:56.560]  如果是在馬太福音裡面
[00:11:56.560 --> 00:11:59.360]  描述這個救主他是新生王
[00:11:59.360 --> 00:12:00.680]  剛才我們唱的詩歌
[00:12:00.680 --> 00:12:02.720]  也是有一首叫新生王
[00:12:02.720 --> 00:12:05.640]  王應該在哪裡降生呢
[00:12:05.640 --> 00:12:06.760]  在王宮裡面
[00:12:06.760 --> 00:12:08.080]  所以你看那幾個博士
[00:12:08.080 --> 00:12:10.680]  他們跑去哪裡找這個嬰孩
[00:12:10.680 --> 00:12:12.240]  他們跑到王宮裡去
[00:12:12.240 --> 00:12:14.560]  因為他們想當然了
[00:12:14.560 --> 00:12:18.280]  以為王就應該在王宮裡面出生
[00:12:18.280 --> 00:12:19.920]  那結果他們跑到王宮裡面
[00:12:19.920 --> 00:12:24.640]  就把基督要降生在伯利恆的這個消息
[00:12:24.640 --> 00:12:26.760]  就洩露給這個西綠王
[00:12:26.760 --> 00:12:30.320]  結果招來很大的禍患
[00:12:30.320 --> 00:12:33.160]  讓這個西綠王他生了這種
[00:12:33.160 --> 00:12:35.560]  嫉妒還有仇恨的心
[00:12:35.560 --> 00:12:39.480]  把兩歲以下的嬰孩全部都殺掉
[00:12:39.480 --> 00:12:40.920]  我們都會想當然覺得
[00:12:40.920 --> 00:12:43.640]  王應該要降生在王宮裡面
[00:12:43.640 --> 00:12:47.400]  跟馬槽是沒有任何的關係的
[00:12:47.400 --> 00:12:49.680]  好 這是第二個奇特的地方
[00:12:49.680 --> 00:12:53.160]  那第三個奇特的地方是什麼呢
[00:12:53.160 --> 00:12:55.880]  這是奇特的報信的對象
[00:12:55.880 --> 00:12:59.480]  既然是關乎萬民的
[00:12:59.480 --> 00:13:01.160]  應該怎樣去報
[00:13:01.160 --> 00:13:03.480]  這個信息跟你跟所有人都有關
[00:13:03.480 --> 00:13:05.880]  那政府要派錢他怎麼報
[00:13:05.880 --> 00:13:07.760]  會不會只是報給你聽
[00:13:07.760 --> 00:13:09.000]  肯定不是這樣報
[00:13:09.000 --> 00:13:10.680]  對嗎 他要怎麼樣
[00:13:10.680 --> 00:13:14.800]  透過新聞媒體讓所有的人都知道
[00:13:14.800 --> 00:13:16.400]  不會說單單只告訴你
[00:13:16.400 --> 00:13:18.920]  然後叫你又傳給告訴其他的人
[00:13:18.920 --> 00:13:21.240]  不會是這樣的
[00:13:21.240 --> 00:13:23.280]  既然是大喜的信息
[00:13:23.280 --> 00:13:25.600]  而且是關乎萬民的
[00:13:25.600 --> 00:13:27.560]  應該是要敲鑼打鼓的
[00:13:27.560 --> 00:13:30.360]  要公告天下的
[00:13:30.360 --> 00:13:33.200]  敲鑼打鼓公告天下也不會在夜間
[00:13:33.200 --> 00:13:35.560]  應該是在白天選一個好的日子
[00:13:35.560 --> 00:13:38.880]  然後張燈結彩的
[00:13:38.880 --> 00:13:40.440]  為什麼要在夜間
[00:13:40.440 --> 00:13:45.360]  向少數的幾個人來傳達呢
[00:13:45.360 --> 00:13:48.520]  好像這是一條應該是要群發的消息
[00:13:48.520 --> 00:13:49.240]  對不對
[00:13:49.240 --> 00:13:51.240]  但結果變成了私信
[00:13:51.240 --> 00:13:53.840]  而且私信的對象是誰呢
[00:13:53.840 --> 00:13:56.360]  是幾個牧羊人
[00:13:56.360 --> 00:14:01.120]  你知道牧羊人他在當時是沒有什麼地位的
[00:14:01.120 --> 00:14:03.920]  不像那些的文士 法力賽人
[00:14:03.920 --> 00:14:09.160]  不像那些在聖殿裡面的那些祭司
[00:14:09.160 --> 00:14:13.280]  他們是有地位有權力的人
[00:14:13.280 --> 00:14:17.520]  牧羊人基本上他們都不能去聖殿裡面去敬拜神的
[00:14:17.520 --> 00:14:20.920]  他們只是在養那個寄生
[00:14:20.920 --> 00:14:23.440]  羊是做一種寄生用來獻祭的
[00:14:23.440 --> 00:14:25.960]  他們去養寄生的
[00:14:25.960 --> 00:14:29.320]  所以他們跟那個在聖殿裡面去敬拜神
[00:14:29.320 --> 00:14:33.360]  敬拜上帝是基本上沒有很大的關係的
[00:14:33.360 --> 00:14:37.200]  那為什麼要告訴他們呢
[00:14:37.200 --> 00:14:43.040]  這些人地位非常的低微
[00:14:43.040 --> 00:14:46.000]  我們想當然的應該就是要報給誰
[00:14:46.000 --> 00:14:48.000]  如果你有一個大好的消息
[00:14:48.000 --> 00:14:49.800]  大喜的信息
[00:14:49.800 --> 00:14:52.800]  關乎萬民的你會報給誰
[00:14:52.800 --> 00:14:56.360]  是不是好像那個什麼博士們一樣
[00:14:56.360 --> 00:14:58.800]  找那個西綠王
[00:14:58.800 --> 00:15:01.240]  你要告訴那個最有影響力的人對不對
[00:15:01.240 --> 00:15:05.600]  告訴他或者是你要找一個最有影響力的媒體
[00:15:05.600 --> 00:15:08.400]  對不對讓這個媒體去報導
[00:15:08.400 --> 00:15:10.480]  你要找一些有影響力的人
[00:15:10.480 --> 00:15:12.400]  有影響力的媒體
[00:15:12.400 --> 00:15:17.000]  不是找這些沒有影響力的地位很低賤的牧羊人
[00:15:17.000 --> 00:15:19.040]  所以這個也是很奇特的地方
[00:15:19.040 --> 00:15:24.200]  這是奇特的報信的對象
[00:15:24.200 --> 00:15:28.600]  那為什麼只是給牧羊人呢
[00:15:28.600 --> 00:15:36.120]  這當時沒有爆料給有影響力的媒體呢
[00:15:36.120 --> 00:15:38.200]  我自己也在思考這個問題
[00:15:38.200 --> 00:15:41.000]  為什麼上帝要用這樣的方式
[00:15:41.000 --> 00:15:44.200]  要先告訴這些牧羊人
[00:15:44.200 --> 00:15:45.800]  其實他是有方法
[00:15:45.800 --> 00:15:50.640]  或者是他完全有能力是用別的方式
[00:15:50.640 --> 00:15:53.600]  來傳達這個大喜的信息的
[00:15:53.600 --> 00:15:56.360]  但是上帝既然選了這種方式
[00:15:56.360 --> 00:15:59.400]  我想是有他自己的心意
[00:15:59.400 --> 00:16:02.400]  首先我們來看舊約裡面的一些記載
[00:16:02.400 --> 00:16:06.920]  通常上帝告訴人類一些很重要的信息
[00:16:06.920 --> 00:16:08.960]  他都是透過找一些的代理人
[00:16:08.960 --> 00:16:10.760]  對不對找一些的先知
[00:16:10.760 --> 00:16:15.000]  或者是找一些他覺得可靠的人
[00:16:15.000 --> 00:16:17.640]  然後就透過他們來傳達
[00:16:17.640 --> 00:16:21.920]  這個是上帝做事的方式找代理人
[00:16:21.920 --> 00:16:25.640]  就像在舊約裡面他找到選民
[00:16:25.640 --> 00:16:28.320]  就是以色列民作為他的選民
[00:16:28.320 --> 00:16:30.200]  也就是他的代理人
[00:16:30.200 --> 00:16:31.800]  在這個選民裡面
[00:16:31.800 --> 00:16:34.400]  他又找到了亞伯拉罕
[00:16:34.400 --> 00:16:35.760]  也是一個代理人
[00:16:35.760 --> 00:16:42.760]  透過他來祝福萬國萬族的人
[00:16:42.760 --> 00:16:44.320]  然後第二我想到的
[00:16:44.320 --> 00:16:48.320]  除了這是上帝做事的方式以外
[00:16:48.320 --> 00:16:53.360]  也是選民他是一位輔救卑微的神
[00:16:53.360 --> 00:16:55.480]  他是顧念那些貧苦大眾的
[00:16:55.480 --> 00:16:58.560]  這位神他不是那一位
[00:16:58.560 --> 00:17:01.120]  只是討好那些的權貴
[00:17:01.120 --> 00:17:03.720]  或者是只是高高在上
[00:17:03.720 --> 00:17:05.160]  不吃人間煙火
[00:17:05.160 --> 00:17:07.960]  不理貧苦百姓的神
[00:17:07.960 --> 00:17:09.320]  他不是那樣的
[00:17:09.320 --> 00:17:12.560]  他是一位輔救卑微的神
[00:17:12.560 --> 00:17:16.920]  他是顧念貧苦大眾的需要的
[00:17:16.920 --> 00:17:21.400]  另一方面也許正是因為是貧苦大眾
[00:17:21.400 --> 00:17:27.760]  所以他們才會覺得自己需要一個救主
[00:17:27.760 --> 00:17:29.920]  假如說你是西律王的話
[00:17:29.920 --> 00:17:32.240]  你會不會覺得你需要一個救主
[00:17:32.240 --> 00:17:34.240]  或者你需要另外一個王
[00:17:34.240 --> 00:17:36.760]  其實你不會需要的
[00:17:36.760 --> 00:17:38.000]  如果有這樣的一個人出現
[00:17:38.000 --> 00:17:39.960]  你馬上就要除掉他
[00:17:39.960 --> 00:17:43.240]  但是對那些的貧苦大眾來講
[00:17:43.240 --> 00:17:46.240]  他們在底層他們受欺壓
[00:17:46.240 --> 00:17:48.040]  他們生活很困苦
[00:17:48.040 --> 00:17:51.560]  他們一直渴望他們的生活能夠改變
[00:17:51.560 --> 00:17:53.680]  他們希望救主的出生
[00:17:53.680 --> 00:17:57.240]  能夠帶給他們有改變有希望
[00:17:57.240 --> 00:18:00.880]  他們覺得自己是需要救主的
[00:18:00.880 --> 00:18:03.760]  那些有權有勢的人
[00:18:03.760 --> 00:18:05.680]  不會覺得他需要救主的
[00:18:05.680 --> 00:18:06.960]  我們在座當中可能有一些
[00:18:06.960 --> 00:18:09.080]  還沒有信主的朋友
[00:18:09.080 --> 00:18:12.240]  不曉得你現在是有權有權有地位
[00:18:12.240 --> 00:18:13.480]  還是怎麼樣
[00:18:13.480 --> 00:18:15.240]  也許如果你都有的話
[00:18:15.240 --> 00:18:17.280]  你也不會覺得你需要一位救主的
[00:18:17.280 --> 00:18:19.080]  因為你什麼都有
[00:18:19.080 --> 00:18:23.040]  或者你覺得你根本沒有什麼缺乏的
[00:18:23.040 --> 00:18:27.120]  所以你也不需要有神作為你的主
[00:18:27.120 --> 00:18:28.520]  牧羊人不一樣
[00:18:28.520 --> 00:18:30.440]  他們是貧苦大眾
[00:18:30.440 --> 00:18:32.480]  他們是需要救主
[00:18:32.480 --> 00:18:35.560]  而且這個也是以色列民他們的一個盼望
[00:18:35.560 --> 00:18:37.720]  我們看當時的歷史的背景
[00:18:37.720 --> 00:18:41.000]  以色列民其實他們等救主等了好多年了
[00:18:41.000 --> 00:18:42.640]  神有四百多年
[00:18:42.640 --> 00:18:45.960]  沒有向他們有任何的啟示
[00:18:45.960 --> 00:18:48.480]  現在有了四百多年以後
[00:18:48.480 --> 00:18:50.560]  他們等救主降生
[00:18:50.560 --> 00:18:53.480]  要脫離羅馬政權的統治
[00:18:53.480 --> 00:18:56.680]  當時他們屬於是殖民地
[00:18:56.680 --> 00:18:59.120]  就像香港當年是殖民地
[00:18:59.120 --> 00:19:04.360]  那以色列人他們是受羅馬政府的管制的
[00:19:04.360 --> 00:19:07.560]  他們是受制於別人以下的
[00:19:07.560 --> 00:19:10.240]  他們也要納稅給羅馬政府的
[00:19:10.240 --> 00:19:13.040]  所以他們希望有出路
[00:19:13.040 --> 00:19:15.240]  盼望救主的出現
[00:19:15.240 --> 00:19:19.040]  更重要一點是甚麼呢
[00:19:19.040 --> 00:19:20.400]  報信給牧羊人
[00:19:20.400 --> 00:19:22.320]  其實就是預表
[00:19:22.320 --> 00:19:26.480]  耶穌將來要做以色列人的大牧者
[00:19:26.480 --> 00:19:27.880]  我們在舊約裡面
