
[00:00:00.000 --> 00:00:03.000]  今天我們要分享的題目是活的盼望
[00:02:26.000 --> 00:02:27.000]  當我們真正的自我
[00:02:27.000 --> 00:02:30.000]  應該是上帝所創造的那個我
[00:02:30.000 --> 00:02:31.000]  而這個我
[00:02:31.000 --> 00:02:33.000]  我們失去和祂的連結的時候
[00:02:33.000 --> 00:02:35.000]  這個就是人生最大的絕望
[00:02:35.000 --> 00:02:36.000]  而更甚的
[00:02:36.000 --> 00:02:37.000]  這個就是聖經裡面
[00:02:37.000 --> 00:02:38.000]  我們看到另類的死亡
[00:02:38.000 --> 00:02:40.000]  就是說我們這個
[00:02:40.000 --> 00:02:43.000]  我永遠以上帝來隔絕
[00:02:43.000 --> 00:02:45.000]  並且永遠的痛苦
[00:02:45.000 --> 00:02:47.000]  永遠的絕望
[00:02:47.000 --> 00:02:49.000]  聖經用了火燒的例子
[00:02:49.000 --> 00:02:51.000]  來講這一種永遠的痛苦
[00:02:51.000 --> 00:02:53.000]  一種永恆的痛苦
[00:02:53.000 --> 00:02:55.000]  其實你將任何的痛苦
[00:02:55.000 --> 00:02:56.000]  加上永恆的字
[00:02:56.000 --> 00:02:58.000]  這件事真的很辛苦
[00:02:58.000 --> 00:03:01.000]  最近在我家隔壁裝修
[00:03:01.000 --> 00:03:03.000]  那個裝修的聲音
[00:03:03.000 --> 00:03:05.000]  不停地轉
[00:03:05.000 --> 00:03:07.000]  轉十分鐘我已經很不耐煩
[00:03:07.000 --> 00:03:08.000]  我在想
[00:03:08.000 --> 00:03:09.000]  當我在思想這段經文的時候
[00:03:09.000 --> 00:03:12.000]  我想如果永恆有這個聲音
[00:03:12.000 --> 00:03:14.000]  其實它和地獄都差不多
[00:03:14.000 --> 00:03:15.000]  所以你想想看
[00:03:15.000 --> 00:03:16.000]  永恆的痛苦
[00:03:16.000 --> 00:03:18.000]  無論是任何小小的痛苦
[00:03:18.000 --> 00:03:20.000]  它都一定是一個永恆的
[00:03:20.000 --> 00:03:23.000]  一個很大的絕望
[00:03:23.000 --> 00:03:26.000]  相比之下人本來的結局
[00:03:26.000 --> 00:03:28.000]  如果保羅跟我們講
[00:03:28.000 --> 00:03:31.000]  人本來的結局是怎樣的呢
[00:03:31.000 --> 00:03:34.000]  保羅說代表人的亞當
[00:03:34.000 --> 00:03:36.000]  他因為犯罪
[00:03:36.000 --> 00:03:38.000]  結果就將死帶入世界
[00:03:38.000 --> 00:03:41.000]  接著我們就成為了罪的奴隸
[00:03:41.000 --> 00:03:43.000]  一點自由都沒有
[00:03:43.000 --> 00:03:44.000]  雖然有人說
[00:03:44.000 --> 00:03:46.000]  律法可不可以幫助人改變呢
[00:03:46.000 --> 00:03:47.000]  保羅說不可以
[00:03:47.000 --> 00:03:49.000]  律法只會讓人知道
[00:03:49.000 --> 00:03:52.000]  知道令人死亡的罪
[00:03:52.000 --> 00:03:53.000]  所以從這個圖裡面
[00:03:53.000 --> 00:03:55.000]  你看到罪和死
[00:03:55.000 --> 00:03:57.000]  好像兄弟一樣
[00:03:57.000 --> 00:03:58.000]  所以我講
[00:03:58.000 --> 00:04:00.000]  你和我本來人的結局
[00:04:00.000 --> 00:04:02.000]  是沒有盼望的
[00:04:02.000 --> 00:04:04.000]  因為我們要承受的是
[00:04:04.000 --> 00:04:08.000]  從亞當代表人類的結局
[00:04:08.000 --> 00:04:10.000]  有沒有轉機呢
[00:04:10.000 --> 00:04:13.000]  彼得前書一章三節那裡
[00:04:13.000 --> 00:04:14.000]  我們一起讀這段經文好不好
[00:04:14.000 --> 00:04:18.000]  1 2 3 我們主耶穌基督的父臣
[00:04:18.000 --> 00:04:20.000]  是應當稱重的
[00:04:20.000 --> 00:04:23.000]  他照著自己的大憐憫
[00:04:23.000 --> 00:04:26.000]  藉著耶穌基督從死人中復活
[00:04:26.000 --> 00:04:27.000]  重生了我們
[00:04:27.000 --> 00:04:31.000]  好讓我們得著活的盼望
[00:04:31.000 --> 00:04:32.000]  這一節裡面
[00:04:32.000 --> 00:04:34.000]  原來保羅的書信一開頭
[00:04:34.000 --> 00:04:38.000]  就帶來了我們整個結局的反轉
[00:04:38.000 --> 00:04:41.000]  耶穌從死人復活
[00:04:41.000 --> 00:04:44.000]  這個耶穌從死人復活的這句話
[00:04:44.000 --> 00:04:47.000]  它可以怎樣帶來一個扭轉的結局呢
[00:04:47.000 --> 00:04:49.000]  如果我們看回這幅圖
[00:04:49.000 --> 00:04:50.000]  就是我們看到
[00:04:50.000 --> 00:04:53.000]  原本代表人的亞當犯罪
[00:04:53.000 --> 00:04:54.000]  死亡這個兄弟
[00:04:54.000 --> 00:04:57.000]  是不能夠解決的
[00:04:57.000 --> 00:04:58.000]  當他不能夠解決的時候
[00:04:58.000 --> 00:05:02.000]  我們就不能夠解決罪和死的問題
[00:05:02.000 --> 00:05:03.000]  但是耶穌基督
[00:05:03.000 --> 00:05:05.000]  他是百分之一百的神大同事
[00:05:05.000 --> 00:05:07.000]  他也是百分之一百的人
[00:05:07.000 --> 00:05:09.000]  他聖經記載
[00:05:09.000 --> 00:05:10.000]  確確實實的
[00:05:10.000 --> 00:05:12.000]  他復活了
[00:05:12.000 --> 00:05:13.000]  簡單來講就是
[00:05:13.000 --> 00:05:15.000]  他突破了死亡的問題
[00:05:15.000 --> 00:05:18.000]  從而就可以解開這個死結
[00:05:18.000 --> 00:05:20.000]  他能夠解決突破犯罪
[00:05:20.000 --> 00:05:24.000]  和死亡這個兄弟的死結
[00:05:24.000 --> 00:05:27.000]  而帶來一個可以是全生的生命
[00:05:27.000 --> 00:05:31.000]  一個自由的生命
[00:05:31.000 --> 00:05:32.000]  簡單來講
[00:05:32.000 --> 00:05:33.000]  在聖經裡面
[00:05:33.000 --> 00:05:35.000]  至少在彼得給我們看到
[00:05:35.000 --> 00:05:37.000]  什麼叫做活的盼望呢
[00:05:37.000 --> 00:05:39.000]  他說當耶穌基督的復活
[00:05:39.000 --> 00:05:40.000]  帶來活的盼望
[00:05:40.000 --> 00:05:41.000]  為什麼是活的呢
[00:05:41.000 --> 00:05:43.000]  因為對比我們說
[00:05:43.000 --> 00:05:45.000]  永恆在靈裡面的死亡
[00:05:45.000 --> 00:05:46.000]  這個是什麼
[00:05:46.000 --> 00:05:47.000]  是一個死的盼望
[00:05:47.000 --> 00:05:50.000]  是一個不應該可以有盼望的盼望
[00:05:50.000 --> 00:05:52.000]  但是因為基督的復活
[00:05:52.000 --> 00:05:54.000]  帶給我們一個重生的機會
[00:05:54.000 --> 00:05:59.000]  帶給我們一個全生的生命
[00:05:59.000 --> 00:06:01.000]  當然這個盼望不是期望
[00:06:01.000 --> 00:06:02.000]  為什麼呢
[00:06:02.000 --> 00:06:03.000]  因為當我們說期望
[00:06:03.000 --> 00:06:04.000]  期望的時候
[00:06:04.000 --> 00:06:05.000]  可能是主觀的
[00:06:05.000 --> 00:06:07.000]  我們期望明年會怎樣怎樣
[00:06:07.000 --> 00:06:10.000]  這些是有可能或者是不一定有
[00:06:10.000 --> 00:06:12.000]  但是這裡所說的期望呢
[00:06:12.000 --> 00:06:14.000]  盼望是一個客觀的
[00:06:14.000 --> 00:06:17.000]  是可以你和我去講出來
[00:06:17.000 --> 00:06:20.000]  所以後期的彼得書信裡面都說
[00:06:20.000 --> 00:06:23.000]  當人家問你心中那個盼望的源由
[00:06:23.000 --> 00:06:25.000]  你是要隨時做準備
[00:06:25.000 --> 00:06:27.000]  是可以講出來
[00:06:27.000 --> 00:06:28.000]  不只是這樣
[00:06:28.000 --> 00:06:29.000]  我們看下去的時候
[00:06:29.000 --> 00:06:31.000]  你發現這一節的經文
[00:06:31.000 --> 00:06:33.000]  不只是給我們看到
[00:06:33.000 --> 00:06:35.000]  有這個全生的生命
[00:06:35.000 --> 00:06:36.000]  更加重要的是
[00:06:36.000 --> 00:06:40.000]  在一章三到四節裡面
[00:06:40.000 --> 00:06:42.000]  給得更加盡心的
[00:06:42.000 --> 00:06:45.000]  去表達這個活的盼望
[00:06:45.000 --> 00:06:47.000]  我很想和大家用一個信息版
[00:06:47.000 --> 00:06:49.000]  就是Eugene Peterson的翻譯
[00:06:49.000 --> 00:06:51.000]  來感受一下這段經文
[00:06:51.000 --> 00:06:53.000]  有一個不同的譯法
[00:06:53.000 --> 00:06:54.000]  我們一起讀好嗎
[00:06:54.000 --> 00:06:55.000]  一二三
[00:06:55.000 --> 00:06:58.000]  我們有一位多麼偉大的上帝
[00:06:58.000 --> 00:07:01.000]  我們是多麼幸運地擁有他
[00:07:01.000 --> 00:07:04.000]  這位我們主耶穌的父親
[00:07:04.000 --> 00:07:06.000]  一位耶穌從死裡復活
[00:07:06.000 --> 00:07:09.000]  我們得到了一個全新的生命
[00:07:09.000 --> 00:07:11.000]  有了一切的生命
[00:07:11.000 --> 00:07:14.000]  包括天堂的未來
[00:07:14.000 --> 00:07:16.000]  這裡給我們看到有幾方面
[00:07:16.000 --> 00:07:17.000]  第一是
[00:07:17.000 --> 00:07:19.000]  誰來給盼望的呢
[00:07:19.000 --> 00:07:20.000]  誠意和我們講
[00:07:20.000 --> 00:07:22.000]  是一個大憐憫的主
[00:07:22.000 --> 00:07:23.000]  簡單來講
[00:07:23.000 --> 00:07:25.000]  這個憐憫是講神的恩典
[00:07:25.000 --> 00:07:27.000]  你和我今天不是做些什麼
[00:07:27.000 --> 00:07:29.000]  我們可以得到這個全新的生命
[00:07:29.000 --> 00:07:33.000]  完全是一位有神的恩典行先
[00:07:33.000 --> 00:07:35.000]  我們本來就是不配
[00:07:35.000 --> 00:07:38.000]  本來就是被罪所捆綁的那個人
[00:07:38.000 --> 00:07:39.000]  並且他和我們講
[00:07:39.000 --> 00:07:40.000]  這個上帝
[00:07:40.000 --> 00:07:42.000]  這個給我們盼望的上帝
[00:07:42.000 --> 00:07:44.000]  是有能力的上帝
[00:07:44.000 --> 00:07:45.000]  有愛的上帝
[00:07:45.000 --> 00:07:47.000]  簡單來講這個盼望很穩陣的
[00:07:47.000 --> 00:07:49.000]  不是隨便街邊那些
[00:07:49.000 --> 00:07:51.000]  要不要幫你祈福
[00:07:51.000 --> 00:07:52.000]  不是那些
[00:07:52.000 --> 00:07:54.000]  是全能的上帝
[00:07:54.000 --> 00:07:55.000]  有能力的上帝
[00:07:55.000 --> 00:07:58.000]  他來到給我們這個盼望
[00:07:58.000 --> 00:07:59.000]  並且給我們看到
[00:07:59.000 --> 00:08:01.000]  盼望的內容是什麼呢
[00:08:01.000 --> 00:08:03.000]  就是主的復活
[00:08:03.000 --> 00:08:07.000]  是帶來一個全新的生命
[00:08:07.000 --> 00:08:08.000]  不是舊的
[00:08:08.000 --> 00:08:10.000]  這個其實給我們一個
[00:08:10.000 --> 00:08:13.000]  真是很大很震撼性的一個好消息
[00:08:13.000 --> 00:08:15.000]  不知道大家有沒有用過電腦
[00:08:15.000 --> 00:08:17.000]  用了三年、四年、五年、六年、七年
[00:08:17.000 --> 00:08:19.000]  現在很少人用這麼久
[00:08:19.000 --> 00:08:20.000]  那你試試看
[00:08:20.000 --> 00:08:21.000]  用了很久很久的電腦
[00:08:21.000 --> 00:08:24.000]  那個電腦在卡著卡著不動的
[00:08:24.000 --> 00:08:25.000]  上網在等
[00:08:25.000 --> 00:08:27.000]  在轉轉轉
[00:08:27.000 --> 00:08:28.000]  轉了很久很久
[00:08:28.000 --> 00:08:29.000]  你真的很想
[00:08:29.000 --> 00:08:31.000]  你正在做的事
[00:08:31.000 --> 00:08:32.000]  很有趣的那些電腦
[00:08:32.000 --> 00:08:33.000]  正好要你交貨
[00:08:33.000 --> 00:08:34.000]  交貨的時候
[00:08:34.000 --> 00:08:35.000]  它就會慢了
[00:08:35.000 --> 00:08:36.000]  在轉轉轉
[00:08:36.000 --> 00:08:37.000]  你就很激動
[00:08:37.000 --> 00:08:39.000]  很想打爆那個電腦
[00:08:39.000 --> 00:08:40.000]  或者是
[00:08:40.000 --> 00:08:42.000]  總之很激動
[00:08:42.000 --> 00:08:43.000]  但是如果有一天
[00:08:43.000 --> 00:08:44.000]  有人跟你說
[00:08:44.000 --> 00:08:46.000]  有一個全新的電腦給你
[00:08:46.000 --> 00:08:49.000]  剛剛最新款的
[00:08:49.000 --> 00:08:50.000]  當你一打開一用的時候
[00:08:50.000 --> 00:08:52.000]  那種順暢度
[00:08:52.000 --> 00:08:54.000]  那種全新的感覺
[00:08:54.000 --> 00:08:55.000]  這裡所說的人
[00:08:55.000 --> 00:08:57.000]  你和我所領受的生命
[00:08:57.000 --> 00:08:59.000]  全新的生命
[00:08:59.000 --> 00:09:02.000]  是一個完全不同的質素
[00:09:02.000 --> 00:09:04.000]  或者完全不同的
[00:09:04.000 --> 00:09:06.000]  那個就是
[00:09:06.000 --> 00:09:08.000]  帶給我們生命的好處
[00:09:08.000 --> 00:09:09.000]  在時間性裡面
[00:09:09.000 --> 00:09:10.000]  它給我們看到
[00:09:10.000 --> 00:09:12.000]  這個盼望
[00:09:12.000 --> 00:09:14.000]  它不是一時半刻的盼望
[00:09:14.000 --> 00:09:15.000]  簡單來講
[00:09:15.000 --> 00:09:17.000]  我記得我前天
[00:09:17.000 --> 00:09:18.000]  它裝修了
[00:09:18.000 --> 00:09:19.000]  我剛才說在旁邊
[00:09:19.000 --> 00:09:20.000]  哇 啪
[00:09:20.000 --> 00:09:21.000]  十分鐘
[00:09:21.000 --> 00:09:22.000]  十五分鐘
[00:09:22.000 --> 00:09:23.000]  哇 我也很想走了
[00:09:23.000 --> 00:09:25.000]  突然間停了
[00:09:25.000 --> 00:09:27.000]  可以休息一下 看看書
[00:09:27.000 --> 00:09:28.000]  一時半刻
[00:09:28.000 --> 00:09:29.000]  不到十五分鐘
[00:09:29.000 --> 00:09:30.000]  哇 啪
[00:09:30.000 --> 00:09:31.000]  它又炸了
[00:09:31.000 --> 00:09:33.000]  這些就不是真的盼望
[00:09:33.000 --> 00:09:35.000]  這些是一時間的盼望
[00:09:35.000 --> 00:09:36.000]  但是聖經給我們看到
[00:09:36.000 --> 00:09:37.000]  我們的盼望
[00:09:37.000 --> 00:09:41.000]  是一個永恆的盼望
[00:09:41.000 --> 00:09:43.000]  我想大家對著這篇
[00:09:43.000 --> 00:09:45.000]  簡單的PPT
[00:09:45.000 --> 00:09:48.000]  你用五秒來感受一下
[00:09:48.000 --> 00:09:51.000]  你和我所擁有的東西
[00:09:51.000 --> 00:09:53.000]  很震撼
[00:09:53.000 --> 00:09:56.000]  當我看回這個信仰的
[00:09:56.000 --> 00:09:59.000]  簡單的救恩的時候
[00:09:59.000 --> 00:10:02.000]  我發現 哇 很震撼
[00:10:02.000 --> 00:10:07.000]  這個就是你和我所擁有的東西
[00:10:07.000 --> 00:10:10.000]  當然 在現實的裡面
[00:10:10.000 --> 00:10:13.000]  我們可能有很多的困難
[00:10:13.000 --> 00:10:14.000]  如果用一個秤來說
[00:10:14.000 --> 00:10:15.000]  我們有很多的困難
[00:10:15.000 --> 00:10:17.000]  可能有很多的壓力
[00:10:17.000 --> 00:10:18.000]  很重
[00:10:18.000 --> 00:10:19.000]  最近我聽很多抵制門
[00:10:19.000 --> 00:10:22.000]  有很多的失業
[00:10:22.000 --> 00:10:23.000]  或者很多病
[00:10:23.000 --> 00:10:25.000]  突然間一個身體檢查
[00:10:25.000 --> 00:10:26.000]  可以有一個
[00:10:26.000 --> 00:10:28.000]  不知道什麼奇怪的病
[00:10:28.000 --> 00:10:30.000]  或者我們沒有朋友
[00:10:30.000 --> 00:10:31.000]  我們失戀
[00:10:31.000 --> 00:10:34.000]  甚至人際關係挫敗
[00:10:34.000 --> 00:10:39.000]  很多裡面的那種情緒
[00:10:39.000 --> 00:10:42.000]  焦急 恐懼
[00:10:42.000 --> 00:10:44.000]  可能你好像這個秤在這裡
[00:10:44.000 --> 00:10:46.000]  在這裡不斷下
[00:10:46.000 --> 00:10:48.000]  但是正這段經文給我們看到
[00:10:48.000 --> 00:10:49.000]  哇 神的救恩
[00:10:49.000 --> 00:10:50.000]  那個重甲
[00:10:50.000 --> 00:10:51.000]  那個全新的生命
[00:10:51.000 --> 00:10:53.000]  那個重的恩典
[00:10:53.000 --> 00:10:54.000]  它就好像納克
[00:10:54.000 --> 00:10:56.000]  可以把你的秤撲一聲
[00:10:56.000 --> 00:10:58.000]  在平均那裡
[00:10:58.000 --> 00:11:02.000]  讓你看到神那個恩典的魅力
[00:11:02.000 --> 00:11:04.000]  今天你和我所擁有的
[00:11:04.000 --> 00:11:08.000]  這一份神的恩典
[00:11:08.000 --> 00:11:10.000]  當然 其實在信仰裡面
[00:11:10.000 --> 00:11:13.000]  從來都不是有什麼特別的魔力
[00:11:13.000 --> 00:11:14.000]  你和我上了主之後
[00:11:14.000 --> 00:11:16.000]  不是說我們一定會凡事順利
[00:11:16.000 --> 00:11:19.000]  或者是凡事成功
[00:11:19.000 --> 00:11:22.000]  我們仍然會有很多的挑戰
[00:11:22.000 --> 00:11:26.000]  很多甚至不懂得怎麼去面對
[00:11:26.000 --> 00:11:27.000]  我記得上幾個星期
[00:11:27.000 --> 00:11:29.000]  我去永洲一個地方
[00:11:29.000 --> 00:11:30.000]  去交流的時候
[00:11:30.000 --> 00:11:32.000]  我們有機會去探訪
[00:11:32.000 --> 00:11:34.000]  在探訪的時候
[00:11:34.000 --> 00:11:35.000]  有幾個
[00:11:35.000 --> 00:11:37.000]  進去的時候想著
[00:11:37.000 --> 00:11:38.000]  有一個姐妹就說
[00:11:38.000 --> 00:11:40.000]  想著去到都坐在前面
[00:11:40.000 --> 00:11:41.000]  誰知道一看到
[00:11:41.000 --> 00:11:42.000]  哇 她納克
[00:11:42.000 --> 00:11:44.000]  整個人都不知道要做什麼
[00:11:44.000 --> 00:11:46.000]  因為她是一個年輕人
[00:11:46.000 --> 00:11:48.000]  但是她不知道什麼原因
[00:11:48.000 --> 00:11:51.000]  中了風 然後就躺在那裡
[00:11:51.000 --> 00:11:53.000]  只剩下那兩個眼睛
[00:11:53.000 --> 00:11:55.000]  她在那裡閉著眼睛
[00:11:55.000 --> 00:11:58.000]  她就說 啊 到納克就退一退
[00:11:58.000 --> 00:12:01.000]  都不知道怎麼去面對
[00:12:01.000 --> 00:12:02.000]  甚至當我們去的時候
[00:12:02.000 --> 00:12:03.000]  哎呀 他們在說本地話
[00:12:03.000 --> 00:12:04.000]  我們聽不懂
[00:12:04.000 --> 00:12:08.000]  但是看到那個癱瘓的年輕人
[00:12:08.000 --> 00:12:09.000]  有眼淚
[00:12:09.000 --> 00:12:10.000]  啊 啊 啊 在那裡叫
[00:12:10.000 --> 00:12:11.000]  叫不出聲音
[00:12:11.000 --> 00:12:14.000]  但是 啊 啊 啊
[00:12:14.000 --> 00:12:16.000]  在心裡想
[00:12:16.000 --> 00:12:18.000]  哎呀 我怎麼幫到她呢
[00:12:18.000 --> 00:12:21.000]  我可以做些什麼呢
[00:12:21.000 --> 00:12:22.000]  這個時候
[00:12:22.000 --> 00:12:24.000]  宣教士跟我們一起說
[00:12:24.000 --> 00:12:26.000]  不如我們一起唱一首詩歌
[00:12:26.000 --> 00:12:27.000]  《恩典之路》
[00:12:27.000 --> 00:12:29.000]  一步又一步
[00:12:29.000 --> 00:12:32.000]  這是恩典之路
[00:12:32.000 --> 00:12:34.000]  你愛你手
[00:12:34.000 --> 00:12:38.000]  將我緊緊抓住
[00:12:38.000 --> 00:12:40.000]  一步又一步
[00:12:40.000 --> 00:12:43.000]  這是盤茫之路
[00:12:43.000 --> 00:12:44.000]  當我們唱完的時候
[00:12:44.000 --> 00:12:48.000]  我發現那個癱瘓的年輕人
[00:12:48.000 --> 00:12:52.000]  他的情緒就穩定下來
[00:12:52.000 --> 00:12:53.000]  並且當我們後來
[00:12:53.000 --> 00:12:54.000]  我臨走之前
[00:12:54.000 --> 00:12:55.000]  我抓住他的手
[00:12:55.000 --> 00:12:56.000]  我跟他祈禱
[00:12:56.000 --> 00:12:58.000]  我說 主啊 我感謝你
[00:12:58.000 --> 00:12:59.000]  我想這些話
[00:12:59.000 --> 00:13:01.000]  是很難說得出來的
[00:13:01.000 --> 00:13:03.000]  我們怎麼可以感謝神
[00:13:03.000 --> 00:13:04.000]  我第一句說
[00:13:04.000 --> 00:13:06.000]  有為你擁有
[00:13:06.000 --> 00:13:10.000]  神給我們從家的救人
[00:13:10.000 --> 00:13:11.000]  本科學說這麼說
[00:13:11.000 --> 00:13:13.000]  他說你和我人生的信仰裡面
[00:13:13.000 --> 00:13:15.000]  有一個死敵
[00:13:15.000 --> 00:13:17.000]  聯嫁的恩典
[00:13:17.000 --> 00:13:20.000]  就是基督徒的死敵
[00:13:20.000 --> 00:13:21.000]  如果今天我們覺得
[00:13:21.000 --> 00:13:22.000]  我們擁有的恩典
[00:13:22.000 --> 00:13:25.000]  是你隨便舉手就可以得到的
[00:13:25.000 --> 00:13:27.000]  這是一個對我們生命
[00:13:27.000 --> 00:13:31.000]  最大最大的破壞
[00:13:31.000 --> 00:13:32.000]  彼得跟我們說
[00:13:32.000 --> 00:13:34.000]  當我們有一個重生的時候
[00:13:34.000 --> 00:13:37.000]  才能夠有全生的生命
[00:13:37.000 --> 00:13:38.000]  而這個才能夠
[00:13:38.000 --> 00:13:41.000]  帶來一個活的盤茫
[00:13:41.000 --> 00:13:43.000]  但是這一份盤茫
[00:13:43.000 --> 00:13:44.000]  是你和我
[00:13:44.000 --> 00:13:45.000]  如果能夠學習
[00:13:45.000 --> 00:13:47.000]  上上去抓緊的時候
[00:13:47.000 --> 00:13:49.000]  我們就能夠學習天天
[00:13:49.000 --> 00:13:51.000]  去感恩
[00:13:51.000 --> 00:13:55.000]  抓住這個神的應許
[00:13:55.000 --> 00:13:56.000]  但是當然
[00:13:56.000 --> 00:13:57.000]  可能我們繼續會問
[00:13:57.000 --> 00:13:58.000]  這個可能是一個
[00:13:58.000 --> 00:13:59.000]  未來的盤茫
[00:13:59.000 --> 00:14:01.000]  它跟我們今天
[00:14:01.000 --> 00:14:02.000]  有什麼關係呢
[00:14:02.000 --> 00:14:03.000]  這個或者是
[00:14:03.000 --> 00:14:05.000]  一個頭腦上的認知
[00:14:05.000 --> 00:14:06.000]  它對我們今天
[00:14:06.000 --> 00:14:09.000]  有沒有影響呢
[00:14:09.000 --> 00:14:12.000]  彼得繼續下去的經文裡面
[00:14:12.000 --> 00:14:13.000]  給我們看到
[00:14:13.000 --> 00:14:17.000]  他深化了這段盤茫的內容
[00:14:17.000 --> 00:14:18.000]  他給我們看到
[00:14:18.000 --> 00:14:19.000]  全生的生命
[00:14:19.000 --> 00:14:22.000]  它承載的是什麼呢
[00:14:22.000 --> 00:14:24.000]  想跟大家繼續讀一讀
[00:14:24.000 --> 00:14:25.000]  這個和合本
[00:14:25.000 --> 00:14:26.000]  一章四節所說的
[00:14:26.000 --> 00:14:29.000]  這個盤茫所承載的是什麼呢
[00:14:29.000 --> 00:14:30.000]  我們一起讀和合本那一段
[00:14:30.000 --> 00:14:32.000]  好 一二三
[00:14:32.000 --> 00:14:33.000]  得著
[00:14:33.000 --> 00:14:35.000]  不能扭壞
[00:14:35.000 --> 00:14:36.000]  不能玷污
[00:14:36.000 --> 00:14:37.000]  不能衰殘
[00:14:37.000 --> 00:14:41.000]  為你們保存在天上的基業
[00:14:41.000 --> 00:14:42.000]  這裡所說的
[00:14:42.000 --> 00:14:43.000]  其實那個基業
[00:14:43.000 --> 00:14:45.000]  就是產業的意思
[00:14:45.000 --> 00:14:47.000]  為什麼這個產業
[00:14:47.000 --> 00:14:49.000]  難道我們可以有層樓
[00:14:49.000 --> 00:14:50.000]  不是這個意思
[00:14:50.000 --> 00:14:51.000]  這個呢
[00:14:51.000 --> 00:14:53.000]  當你回想舊約的時候
[00:14:53.000 --> 00:14:56.000]  神經常都跟以色列說
