
[00:00:00.000 --> 00:00:04.200]  我用了一百多年的歷史和歷史經驗
[00:04:46.400 --> 00:04:47.700]  來寫文章
[00:04:47.700 --> 00:04:48.800]  我用了一百多年歷史經驗
[00:04:48.800 --> 00:04:51.200]  來寫文章
[00:04:51.200 --> 00:04:53.300]  我用了一百多年歷史經驗
[00:04:53.300 --> 00:04:54.300]  來寫文章
[00:04:54.300 --> 00:04:55.400]  我用了一百多年歷史經驗
[00:04:55.400 --> 00:04:56.900]  來寫文章
[00:04:56.900 --> 00:04:58.900]  我用了一百多年歷史經驗
[00:04:58.900 --> 00:05:00.600]  來寫文章
[00:05:00.600 --> 00:05:02.500]  我用了一百多年歷史經驗
[00:05:02.500 --> 00:05:05.000]  來寫文章
[00:05:05.000 --> 00:05:07.200]  我用了一百多年歷史經驗
[00:05:07.200 --> 00:05:09.100]  來寫文章
[00:05:09.100 --> 00:05:11.000]  我用了一百多年歷史經驗
[00:05:11.000 --> 00:05:13.600]  來寫文章
[00:05:13.600 --> 00:05:15.100]  我用了一百多年歷史經驗
[00:05:15.100 --> 00:05:16.200]  來寫文章
[00:05:16.200 --> 00:05:17.800]  我用了一百多年歷史經驗
[00:05:17.800 --> 00:05:20.800]  來寫文章
[00:05:20.800 --> 00:05:23.500]  我用了一百多年歷史經驗
[00:05:23.500 --> 00:05:27.100]  來寫文章
[00:05:27.100 --> 00:05:29.100]  我用了一百多年歷史經驗
[00:05:29.100 --> 00:05:31.600]  來寫文章
[00:05:31.600 --> 00:05:33.000]  我用了一百多年歷史經驗
[00:05:33.000 --> 00:05:36.100]  來寫文章
[00:05:36.100 --> 00:05:39.300]  我用了一百多年歷史經驗
[00:05:39.300 --> 00:05:41.300]  來寫文章
[00:05:41.300 --> 00:05:43.200]  我用了一百多年歷史經驗
[00:05:43.200 --> 00:05:44.500]  來寫文章
[00:05:44.500 --> 00:05:46.200]  我用了一百多年歷史經驗
[00:05:46.200 --> 00:05:47.500]  來寫文章
[00:05:47.500 --> 00:05:49.600]  我用了一百多年歷史經驗
[00:05:49.600 --> 00:05:51.700]  來寫文章
[00:05:51.700 --> 00:05:53.000]  我用了一百多年歷史經驗
[00:05:53.000 --> 00:05:54.500]  來寫文章
[00:05:54.500 --> 00:05:56.500]  我用了一百多年歷史經驗
[00:05:56.500 --> 00:05:58.100]  我用了一百多年歷史經驗
[00:05:58.100 --> 00:06:00.400]  來寫文章
[00:06:00.400 --> 00:06:01.600]  我用了一百多年歷史經驗
[00:06:01.600 --> 00:06:03.500]  來寫文章
[00:06:03.500 --> 00:06:04.700]  我用了一百多年歷史經驗
[00:06:04.700 --> 00:06:07.300]  來寫文章
[00:06:07.300 --> 00:06:09.200]  我用了一百多年歷史經驗
[00:06:09.200 --> 00:06:10.700]  來寫文章
[00:06:10.700 --> 00:06:12.300]  我用了一百多年歷史經驗
[00:06:12.300 --> 00:06:14.800]  來寫文章
[00:06:14.800 --> 00:06:17.200]  我用了一百多年歷史經驗
[00:06:17.200 --> 00:06:19.200]  來寫文章
[00:06:19.200 --> 00:06:21.800]  我用了一百多年歷史經驗
[00:06:21.800 --> 00:06:24.500]  來寫文章
[00:06:24.500 --> 00:06:26.200]  我用了一百多年歷史經驗
[00:06:26.200 --> 00:06:28.200]  來寫文章
[00:06:28.200 --> 00:06:29.900]  我用了一百多年歷史經驗
[00:06:29.900 --> 00:06:32.700]  來寫文章
[00:06:32.700 --> 00:06:33.800]  我用了一百多年歷史經驗
[00:06:33.800 --> 00:06:35.800]  來寫文章
[00:06:35.800 --> 00:06:37.100]  我用了一百多年歷史經驗
[00:06:37.100 --> 00:06:39.300]  來寫文章
[00:06:39.300 --> 00:06:40.400]  我用了一百多年歷史經驗
[00:06:40.400 --> 00:06:42.000]  來寫文章
[00:06:42.000 --> 00:06:44.400]  我用了一百多年歷史經驗
[00:06:44.400 --> 00:06:47.200]  來寫文章
[00:06:47.200 --> 00:06:48.900]  我用了一百多年歷史經驗
[00:06:48.900 --> 00:06:50.300]  來寫文章
[00:06:50.300 --> 00:06:51.500]  我用了一百多年歷史經驗
[00:06:51.500 --> 00:06:53.800]  來寫文章
[00:06:53.800 --> 00:06:55.700]  我用了一百多年歷史經驗
[00:06:55.700 --> 00:06:57.100]  來寫文章
[00:06:57.100 --> 00:06:58.600]  我用了一百多年歷史經驗
[00:06:58.600 --> 00:07:01.000]  來寫文章
[00:07:01.000 --> 00:07:02.800]  我用了一百多年歷史經驗
[00:07:02.800 --> 00:07:04.900]  來寫文章
[00:07:04.900 --> 00:07:06.900]  我用了一百多年歷史經驗
[00:07:06.900 --> 00:07:09.300]  來寫文章
[00:07:09.300 --> 00:07:11.500]  我用了一百多年歷史經驗
[00:07:11.500 --> 00:07:13.400]  來寫文章
[00:07:13.400 --> 00:07:14.600]  我用了一百多年歷史經驗
[00:07:14.600 --> 00:07:16.100]  來寫文章
[00:07:16.100 --> 00:07:17.700]  我用了一百多年歷史經驗
[00:07:17.700 --> 00:07:19.400]  來寫文章
[00:07:19.400 --> 00:07:21.600]  我用了一百多年歷史經驗
[00:07:21.600 --> 00:07:23.800]  來寫文章
[00:07:23.800 --> 00:07:26.000]  我用了一百多年歷史經驗
[00:07:26.000 --> 00:07:28.400]  來寫文章
[00:07:28.400 --> 00:07:31.200]  我用了一百多年歷史經驗
[00:07:31.200 --> 00:07:33.200]  來寫文章
[00:07:33.200 --> 00:07:35.000]  我用了一百多年歷史經驗
[00:07:35.000 --> 00:07:37.300]  來寫文章
[00:07:37.300 --> 00:07:39.000]  我用了一百多年歷史經驗
[00:07:39.000 --> 00:07:41.200]  來寫文章
[00:07:41.200 --> 00:07:43.000]  我用了一百多年歷史經驗
[00:07:43.000 --> 00:07:44.900]  來寫文章
[00:07:44.900 --> 00:07:46.500]  我用了一百多年歷史經驗
[00:07:46.500 --> 00:07:48.600]  來寫文章
[00:07:48.600 --> 00:07:50.100]  我用了一百多年歷史經驗
[00:07:50.100 --> 00:07:52.700]  來寫文章
[00:07:52.700 --> 00:07:54.700]  我用了一百多年歷史經驗
[00:07:54.700 --> 00:07:57.200]  來寫文章
[00:07:57.200 --> 00:07:59.700]  我用了一百多年歷史經驗
[00:07:59.700 --> 00:08:03.100]  來寫文章
[00:08:03.100 --> 00:08:05.300]  我用了一百多年歷史經驗
[00:08:05.300 --> 00:08:07.300]  來寫文章
[00:08:07.300 --> 00:08:09.300]  我用了一百多年歷史經驗
[00:08:09.300 --> 00:08:12.900]  來寫文章
[00:08:12.900 --> 00:08:15.200]  我用了一百多年歷史經驗
[00:08:15.200 --> 00:08:17.600]  來寫文章
[00:08:17.600 --> 00:08:19.200]  我用了一百多年歷史經驗
[00:08:19.200 --> 00:08:21.000]  來寫文章
[00:08:21.000 --> 00:08:23.100]  我用了一百多年歷史經驗
[00:08:23.100 --> 00:08:26.400]  來寫文章
[00:08:26.400 --> 00:08:28.900]  我用了一百多年歷史經驗
[00:08:28.900 --> 00:08:30.300]  來寫文章
[00:08:30.300 --> 00:08:32.900]  我用了一百多年歷史經驗
[00:08:32.900 --> 00:08:34.800]  來寫文章
[00:08:34.800 --> 00:08:36.600]  我用了一百多年歷史經驗
[00:08:36.600 --> 00:08:37.700]  來寫文章
[00:08:37.700 --> 00:08:39.400]  我用了一百多年歷史經驗
[00:08:39.400 --> 00:08:42.000]  來寫文章
[00:08:42.000 --> 00:08:44.300]  我用了一百多年歷史經驗
[00:08:44.300 --> 00:08:46.300]  來寫文章
[00:08:46.300 --> 00:08:48.800]  我用了一百多年歷史經驗
[00:08:48.800 --> 00:08:51.100]  來寫文章
[00:08:51.100 --> 00:08:53.700]  我用了一百多年歷史經驗
[00:08:53.700 --> 00:08:55.700]  來寫文章
[00:08:55.700 --> 00:08:58.100]  我用了一百多年歷史經驗
[00:08:58.100 --> 00:09:01.800]  來寫文章
[00:09:01.800 --> 00:09:02.800]  我用了一百多年歷史經驗
[00:09:02.800 --> 00:09:05.100]  來寫文章
[00:09:05.100 --> 00:09:07.700]  我用了一百多年歷史經驗
[00:09:07.700 --> 00:09:09.700]  來寫文章
[00:09:09.700 --> 00:09:11.700]  我用了一百多年歷史經驗
[00:09:11.700 --> 00:09:13.700]  來寫文章
[00:09:13.700 --> 00:09:15.700]  我用了一百多年歷史經驗
[00:09:15.700 --> 00:09:17.500]  來寫文章
[00:09:17.500 --> 00:09:19.900]  我用了一百多年歷史經驗
[00:09:19.900 --> 00:09:21.400]  來寫文章
[00:09:21.400 --> 00:09:23.700]  我用了一百多年歷史經驗
[00:09:23.700 --> 00:09:24.700]  來寫文章
[00:09:24.700 --> 00:09:26.500]  我用了一百多年歷史經驗
[00:09:26.500 --> 00:09:29.100]  來寫文章
[00:09:29.100 --> 00:09:31.500]  我用了一百多年歷史經驗
[00:09:31.500 --> 00:09:33.700]  來寫文章
[00:09:33.700 --> 00:09:35.700]  我用了一百多年歷史經驗
[00:09:35.700 --> 00:09:37.700]  來寫文章
[00:09:37.700 --> 00:09:39.700]  我用了一百多年歷史經驗
[00:09:39.700 --> 00:09:41.700]  來寫文章
[00:09:41.700 --> 00:09:43.700]  我用了一百多年歷史經驗
[00:09:43.700 --> 00:09:45.700]  來寫文章
[00:09:45.700 --> 00:09:47.700]  我用了一百多年歷史經驗
[00:09:47.700 --> 00:09:49.700]  來寫文章
[00:09:49.700 --> 00:09:51.700]  我用了一百多年歷史經驗
[00:09:51.700 --> 00:09:53.700]  來寫文章
[00:09:53.700 --> 00:09:55.700]  我用了一百多年歷史經驗
[00:09:55.700 --> 00:09:57.700]  來寫文章
[00:09:57.700 --> 00:09:59.700]  我用了一百多年歷史經驗
[00:09:59.700 --> 00:10:01.700]  來寫文章
[00:10:01.700 --> 00:10:03.700]  我用了一百多年歷史經驗
[00:10:03.700 --> 00:10:05.700]  來寫文章
[00:10:05.700 --> 00:10:07.700]  我用了一百多年歷史經驗
[00:10:07.700 --> 00:10:09.700]  來寫文章
[00:10:09.700 --> 00:10:11.700]  我用了一百多年歷史經驗
[00:10:11.700 --> 00:10:13.700]  來寫文章
[00:10:13.700 --> 00:10:15.700]  我用了一百多年歷史經驗
[00:10:15.700 --> 00:10:17.700]  來寫文章
[00:10:17.700 --> 00:10:19.700]  我用了一百多年歷史經驗
[00:10:19.700 --> 00:10:21.700]  來寫文章
[00:10:21.700 --> 00:10:23.700]  我用了一百多年歷史經驗
[00:10:23.700 --> 00:10:25.700]  來寫文章
[00:10:25.700 --> 00:10:27.700]  我用了一百多年歷史經驗
[00:10:27.700 --> 00:10:29.700]  來寫文章
[00:10:29.700 --> 00:10:31.700]  我用了一百多年歷史經驗
[00:10:31.700 --> 00:10:33.700]  來寫文章
[00:10:33.700 --> 00:10:35.700]  我用了一百多年歷史經驗
[00:10:35.700 --> 00:10:37.700]  來寫文章
[00:10:37.700 --> 00:10:39.700]  我用了一百多年歷史經驗
[00:10:39.700 --> 00:10:41.700]  來寫文章
[00:10:41.700 --> 00:10:43.700]  我用了一百多年歷史經驗
[00:10:43.700 --> 00:10:45.700]  來寫文章
[00:10:45.700 --> 00:10:47.700]  我用了一百多年歷史經驗
[00:10:47.700 --> 00:10:49.700]  來寫文章
[00:10:49.700 --> 00:10:51.700]  我用了一百多年歷史經驗
[00:10:51.700 --> 00:10:53.700]  來寫文章
[00:10:53.700 --> 00:10:55.700]  我用了一百多年歷史經驗
[00:10:55.700 --> 00:10:57.700]  來寫文章
[00:10:57.700 --> 00:10:59.700]  我用了一百多年歷史經驗
[00:10:59.700 --> 00:11:01.700]  來寫文章
[00:11:01.700 --> 00:11:03.700]  我用了一百多年歷史經驗
[00:11:03.700 --> 00:11:05.700]  來寫文章
[00:11:05.700 --> 00:11:07.700]  我用了一百多年歷史經驗
[00:11:07.700 --> 00:11:09.700]  來寫文章
[00:11:09.700 --> 00:11:11.700]  我用了一百多年歷史經驗
[00:11:11.700 --> 00:11:13.700]  來寫文章
[00:11:13.700 --> 00:11:15.700]  我用了一百多年歷史經驗
[00:11:15.700 --> 00:11:17.700]  來寫文章
[00:11:17.700 --> 00:11:19.700]  我用了一百多年歷史經驗
[00:11:19.700 --> 00:11:21.700]  來寫文章
[00:11:21.700 --> 00:11:23.700]  我用了一百多年歷史經驗
[00:11:23.700 --> 00:11:25.700]  來寫文章
[00:11:25.700 --> 00:11:27.700]  我用了一百多年歷史經驗
[00:11:27.700 --> 00:11:29.700]  來寫文章
[00:11:29.700 --> 00:11:31.700]  我用了一百多年歷史經驗
[00:11:31.700 --> 00:11:33.700]  來寫文章
[00:11:33.700 --> 00:11:35.700]  我用了一百多年歷史經驗
[00:11:35.700 --> 00:11:37.700]  來寫文章
[00:11:37.700 --> 00:11:39.700]  我用了一百多年歷史經驗
[00:11:39.700 --> 00:11:41.700]  來寫文章
[00:11:41.700 --> 00:11:43.700]  我用了一百多年歷史經驗
[00:11:43.700 --> 00:11:45.700]  來寫文章
[00:11:45.700 --> 00:11:47.700]  我用了一百多年歷史經驗
[00:11:47.700 --> 00:11:49.700]  來寫文章
[00:11:49.700 --> 00:11:51.700]  我用了一百多年歷史經驗
[00:11:51.700 --> 00:11:53.700]  來寫文章
[00:11:53.700 --> 00:11:55.700]  我用了一百多年歷史經驗
[00:11:55.700 --> 00:11:57.700]  來寫文章
[00:11:57.700 --> 00:11:59.700]  我用了一百多年歷史經驗
[00:11:59.700 --> 00:12:01.700]  來寫文章
[00:12:01.700 --> 00:12:03.700]  我用了一百多年歷史經驗
[00:12:03.700 --> 00:12:05.700]  來寫文章
[00:12:05.700 --> 00:12:07.700]  我用了一百多年歷史經驗
[00:12:07.700 --> 00:12:09.700]  來寫文章
[00:12:09.700 --> 00:12:11.700]  我用了一百多年歷史經驗
[00:12:11.700 --> 00:12:13.700]  來寫文章
[00:12:13.700 --> 00:12:15.700]  我用了一百多年歷史經驗
[00:12:15.700 --> 00:12:17.700]  來寫文章
[00:12:17.700 --> 00:12:19.700]  我用了一百多年歷史經驗
[00:12:19.700 --> 00:12:21.700]  來寫文章
[00:12:21.700 --> 00:12:23.700]  我用了一百多年歷史經驗
[00:12:23.700 --> 00:12:25.700]  來寫文章
[00:12:25.700 --> 00:12:27.700]  我用了一百多年歷史經驗
[00:12:27.700 --> 00:12:29.700]  來寫文章
[00:12:29.700 --> 00:12:31.700]  我用了一百多年歷史經驗
[00:12:31.700 --> 00:12:33.700]  來寫文章
[00:12:33.700 --> 00:12:35.700]  我用了一百多年歷史經驗
[00:12:35.700 --> 00:12:37.700]  來寫文章
[00:12:37.700 --> 00:12:39.700]  我用了一百多年歷史經驗
[00:12:39.700 --> 00:12:41.700]  來寫文章
[00:12:41.700 --> 00:12:43.700]  我用了一百多年歷史經驗
[00:12:43.700 --> 00:12:45.700]  來寫文章
[00:12:45.700 --> 00:12:47.700]  我用了一百多年歷史經驗
[00:12:47.700 --> 00:12:49.700]  來寫文章
[00:12:49.700 --> 00:12:51.700]  我用了一百多年歷史經驗
[00:12:51.700 --> 00:12:53.700]  來寫文章
[00:12:53.700 --> 00:12:55.700]  我用了一百多年歷史經驗
[00:12:55.700 --> 00:12:57.700]  來寫文章
[00:12:57.700 --> 00:12:59.700]  我用了一百多年歷史經驗
[00:12:59.700 --> 00:13:01.700]  來寫文章
[00:13:01.700 --> 00:13:03.700]  我用了一百多年歷史經驗
[00:13:03.700 --> 00:13:05.700]  來寫文章
[00:13:05.700 --> 00:13:07.700]  我用了一百多年歷史經驗
[00:13:07.700 --> 00:13:09.700]  來寫文章
[00:13:09.700 --> 00:13:11.700]  我用了一百多年歷史經驗
[00:13:11.700 --> 00:13:13.700]  來寫文章
[00:13:13.700 --> 00:13:15.700]  我用了一百多年歷史經驗
[00:13:15.700 --> 00:13:17.700]  來寫文章
[00:13:17.700 --> 00:13:19.700]  我用了一百多年歷史經驗
[00:13:19.700 --> 00:13:21.700]  來寫文章
[00:13:21.700 --> 00:13:23.700]  我用了一百多年歷史經驗
[00:13:23.700 --> 00:13:25.700]  來寫文章
[00:13:25.700 --> 00:13:27.700]  我用了一百多年歷史經驗
[00:13:27.700 --> 00:13:29.700]  來寫文章
[00:13:29.700 --> 00:13:31.700]  我用了一百多年歷史經驗
[00:13:31.700 --> 00:13:33.700]  來寫文章
[00:13:33.700 --> 00:13:35.700]  我用了一百多年歷史經驗
[00:13:35.700 --> 00:13:37.700]  來寫文章
[00:13:37.700 --> 00:13:39.700]  我用了一百多年歷史經驗
[00:13:39.700 --> 00:13:41.700]  來寫文章
[00:13:41.700 --> 00:13:43.700]  我用了一百多年歷史經驗
[00:13:43.700 --> 00:13:45.700]  來寫文章
[00:13:45.700 --> 00:13:47.700]  我用了一百多年歷史經驗
[00:13:47.700 --> 00:13:49.700]  來寫文章
[00:13:49.700 --> 00:13:51.700]  我用了一百多年歷史經驗
[00:13:51.700 --> 00:13:53.700]  來寫文章
[00:13:53.700 --> 00:13:55.700]  我用了一百多年歷史經驗
[00:13:55.700 --> 00:13:57.700]  來寫文章
[00:13:57.700 --> 00:13:59.700]  我用了一百多年歷史經驗
[00:13:59.700 --> 00:14:01.700]  來寫文章
[00:14:01.700 --> 00:14:03.700]  我用了一百多年歷史經驗
[00:14:03.700 --> 00:14:05.700]  來寫文章
[00:14:05.700 --> 00:14:07.700]  我用了一百多年歷史經驗
[00:14:07.700 --> 00:14:09.700]  來寫文章
[00:14:09.700 --> 00:14:11.700]  我用了一百多年歷史經驗
[00:14:11.700 --> 00:14:13.700]  來寫文章
[00:14:13.700 --> 00:14:15.700]  我用了一百多年歷史經驗
[00:14:15.700 --> 00:14:17.700]  來寫文章
[00:14:17.700 --> 00:14:19.700]  我用了一百多年歷史經驗
[00:14:19.700 --> 00:14:21.700]  來寫文章
[00:14:21.700 --> 00:14:23.700]  我用了一百多年歷史經驗
[00:14:23.700 --> 00:14:25.700]  來寫文章
[00:14:25.700 --> 00:14:27.700]  我用了一百多年歷史經驗
[00:14:27.700 --> 00:14:29.700]  來寫文章
[00:14:29.700 --> 00:14:31.700]  我用了一百多年歷史經驗
[00:14:31.700 --> 00:14:33.700]  來寫文章
[00:14:33.700 --> 00:14:35.700]  我用了一百多年歷史經驗
[00:14:35.700 --> 00:14:37.700]  來寫文章
