
[00:00:00.000 --> 00:00:04.380]  讓我們在聆聽主的說話裡同心低頭祈禱
[00:03:15.800 --> 00:03:20.200]  他又成為一個撒旦魔鬼的擁護者
[00:03:20.200 --> 00:03:24.000]  但是又怎樣去保持信仰的純正
[00:03:24.000 --> 00:03:31.800]  因為在教廷裏面除了說到他是Avocatus Diabolus之外
[00:03:31.800 --> 00:03:35.200]  他同時有一個功能
[00:03:35.200 --> 00:03:39.200]  他這個功能是叫做Promoto Fidei
[00:03:39.200 --> 00:03:50.200]  他的意思就是說去促進一個人的信的過程的推動者
[00:03:50.200 --> 00:03:52.600]  究竟這個職位是做甚麼的呢?
[00:03:52.600 --> 00:04:00.400]  這個職位基本上就是每逢教廷提出一個神學的詮釋
[00:04:00.400 --> 00:04:08.800]  在決議之前一定要經過這個職位的監察或者審核
[00:04:08.800 --> 00:04:14.800]  他在當中的主要工作就是要將每一個神學
[00:04:14.800 --> 00:04:21.200]  他當中的意義提出相反的意見
[00:04:21.200 --> 00:04:24.800]  當他這個提出相反的意見
[00:04:24.800 --> 00:04:32.800]  就能夠促成在教會當中對這個神學的一些反思
[00:04:32.800 --> 00:04:38.200]  不過更加難能可貴的這個職位
[00:04:38.200 --> 00:04:43.000]  就是他要鼓勵這個擔當這個職位的人
[00:04:43.000 --> 00:04:53.400]  去反對到一個程度是連人家都對於他個人要進行一些反感的攻擊
[00:04:53.400 --> 00:04:56.600]  這樣就很嚴重了
[00:04:56.600 --> 00:05:00.800]  換句話來說他要做一個反對的角色
[00:05:00.800 --> 00:05:04.400]  反對到一個程度要神憎鬼厭
[00:05:04.400 --> 00:05:06.400]  神憎不憎是另一回事
[00:05:06.400 --> 00:05:09.600]  至少教廷裏面所有人都憎他的
[00:05:09.600 --> 00:05:12.400]  很個人地要攻擊他的
[00:05:12.400 --> 00:05:16.200]  你知道這個世界的人喜歡搞個人攻擊的
[00:05:16.200 --> 00:05:18.600]  針對人不針對事的
[00:05:18.600 --> 00:05:22.200]  其實很多時候我經常說我們要針對事不要針對人
[00:05:22.200 --> 00:05:24.600]  其實人本身就是針對人的
[00:05:24.600 --> 00:05:28.400]  所以哪個人做什麼那個人總之你不喜歡他
[00:05:28.400 --> 00:05:31.000]  你就全部他做的事都是錯的
[00:05:31.000 --> 00:05:34.400]  這種是一種很危險的想法
[00:05:34.400 --> 00:05:39.800]  但是卻是很普遍這個教廷所設立的角色
[00:05:39.800 --> 00:05:42.600]  就是要他做一個這樣的作用
[00:05:42.600 --> 00:05:46.000]  使得所有人憎他憎到一個地步
[00:05:46.000 --> 00:05:48.800]  不只是他講的言論連他的人都憎了
[00:05:48.800 --> 00:05:54.200]  教廷為什麼要有一個這樣的設立
[00:05:54.200 --> 00:05:59.800]  尤其是為什麼這位教皇是這麼特殊要去提出這一點呢
[00:05:59.800 --> 00:06:02.200]  這個教皇本身都不是一個好的教皇
[00:06:02.200 --> 00:06:03.400]  如果從歷史的角度
[00:06:03.400 --> 00:06:06.400]  但是從他做這件事的裏面
[00:06:06.400 --> 00:06:09.200]  他是想鼓勵教廷裏面
[00:06:09.200 --> 00:06:13.400]  無論任何一個神學或者甚至一個政治考慮
[00:06:13.400 --> 00:06:17.000]  都有一個反對的動力在背後
[00:06:17.000 --> 00:06:20.200]  能夠幫助教廷的立法者
[00:06:20.200 --> 00:06:23.800]  或者立神學理論的人
[00:06:23.800 --> 00:06:26.400]  能夠想多一重
[00:06:26.400 --> 00:06:29.400]  成不成功呢
[00:06:32.000 --> 00:06:34.200]  根據歷史告訴我們知道
[00:06:34.200 --> 00:06:38.400]  這位教皇自從他設立了這個職位之後
[00:06:38.400 --> 00:06:42.000]  少有人肯做這份工作
[00:06:42.000 --> 00:06:44.800]  甚至就算委任了做的人
[00:06:44.800 --> 00:06:50.200]  都往往都做不到教皇想做到的目的
[00:06:50.200 --> 00:06:52.800]  換言之
[00:06:52.800 --> 00:06:59.000]  有哪個人想做一份工要被黑人憎的
[00:07:01.200 --> 00:07:04.000]  今天講到尾的時候
[00:07:04.000 --> 00:07:06.200]  我會講多一點有關於
[00:07:06.200 --> 00:07:10.400]  擔當這份工作的人的情況
[00:07:10.400 --> 00:07:15.800]  不過從今天我們所讀的哥羅西書第二章
[00:07:15.800 --> 00:07:18.200]  第一至第五節裏面
[00:07:18.200 --> 00:07:23.600]  尤其是去到譚道在第二章第三節當中
[00:07:23.600 --> 00:07:27.800]  引用了一個字眼叫智慧知識
[00:07:27.800 --> 00:07:32.000]  尤其是智慧知識這個陳述
[00:07:32.000 --> 00:07:38.600]  其實就是好像擔當一個反對黨的角色
[00:07:38.600 --> 00:07:44.400]  或者用廣東話講的叫做做一個醜人
[00:07:44.400 --> 00:07:49.200]  他的角色在當中成為了教會
[00:07:49.200 --> 00:07:52.800]  尤其是保羅寫這封書信的目標教會
[00:07:52.800 --> 00:07:55.600]  哥羅西教會的信徒
[00:07:55.600 --> 00:07:58.200]  要擔當一個醜人的角色
[00:07:58.200 --> 00:08:00.800]  去幫助這班的信徒
[00:08:00.800 --> 00:08:03.000]  尤其是哥羅西教會的信徒
[00:08:03.000 --> 00:08:09.200]  他們有一個更練正的屬靈生命的成長
[00:08:09.200 --> 00:08:12.000]  所以今天我們的講題
[00:08:12.000 --> 00:08:18.200]  定為當一個屬靈上的做的醜人
[00:08:18.200 --> 00:08:21.400]  屬靈上怎樣去做一個醜人呢?
[00:08:21.400 --> 00:08:24.400]  Playing the devil's advocate
[00:08:24.400 --> 00:08:27.400]  我們透過這段聖經去嘗試去看看
[00:08:27.400 --> 00:08:31.000]  我們作為信徒有沒有一個這樣的醜人
[00:08:31.000 --> 00:08:33.000]  甚至可能我們做這個醜人
[00:08:33.000 --> 00:08:39.400]  來幫助我們自己的信能夠更加純全
[00:08:39.400 --> 00:08:42.800]  好,讓我們一起去打開這段聖經
[00:08:42.800 --> 00:08:45.800]  我們再次一起去讀一下好嗎?
[00:08:45.800 --> 00:08:53.000]  哥羅西書第二章第一至到第五節
[00:08:53.000 --> 00:08:55.000]  我們一起讀
[00:08:55.000 --> 00:08:58.600]  我願意你們曉得
[00:08:58.600 --> 00:09:01.800]  我為你們和老底家人
[00:09:01.800 --> 00:09:06.000]  並一切沒有與我親自見面的人
[00:09:06.000 --> 00:09:09.400]  是何等地盡心竭力
[00:09:09.400 --> 00:09:13.200]  要叫他們的心得安慰
[00:09:13.200 --> 00:09:16.400]  因愛心互相聯絡
[00:09:16.400 --> 00:09:22.400]  以致豐豐足足在悟性中有充足的信心
[00:09:22.400 --> 00:09:26.000]  使他們真知神的傲備
[00:09:26.000 --> 00:09:32.600]  就是基督所積存的一切智慧知識
[00:09:32.600 --> 00:09:35.800]  都在他裡面藏著
[00:09:35.800 --> 00:09:37.800]  我說這話
[00:09:37.800 --> 00:09:42.600]  免得有人用花言巧語迷惑你們
[00:09:42.600 --> 00:09:46.000]  我甚至須與你們相離
[00:09:46.000 --> 00:09:48.800]  心卻與你們同在
[00:09:48.800 --> 00:09:52.000]  見你們循規蹈矩
[00:09:52.000 --> 00:09:55.600]  基督的心也堅固
[00:09:55.600 --> 00:09:58.200]  我就歡喜了
[00:09:58.200 --> 00:10:03.000]  我們提一下前文我們說些什麼
[00:10:03.000 --> 00:10:04.600]  前文我們說過
[00:10:04.600 --> 00:10:08.800]  侍奉是一件會叫人充滿又關心
[00:10:08.800 --> 00:10:11.400]  但是又憂心的事情
[00:10:11.400 --> 00:10:16.400]  但是在這個憂心的過程當中又滿有喜樂的
[00:10:16.400 --> 00:10:18.000]  因為什麼呢?
[00:10:18.000 --> 00:10:22.000]  因為你願意所付出的擔憂、憂心
[00:10:22.000 --> 00:10:24.000]  或者甚至困擾
[00:10:24.000 --> 00:10:29.400]  其實都是為了一個更美好的結果
[00:10:29.400 --> 00:10:31.200]  我們用了一個例子
[00:10:31.200 --> 00:10:33.000]  就好像父母一樣
[00:10:33.000 --> 00:10:36.800]  為了養育自己的子女
[00:10:36.800 --> 00:10:50.000]  完全不會否定或者不願意犧牲自己的睡眠時間
[00:10:50.000 --> 00:10:53.600]  去為了剛剛初生的嬰孩
[00:10:53.600 --> 00:10:56.800]  半夜三更來餵奶
[00:10:56.800 --> 00:11:00.000]  半夜三更來換紙尿布
[00:11:00.000 --> 00:11:02.000]  尿布現在流行尿布
[00:11:02.000 --> 00:11:04.000]  環保嘛
[00:11:04.000 --> 00:11:07.600]  不過我見很多不斷說環保的又不願意
[00:11:07.600 --> 00:11:10.400]  用紙尿片
[00:11:10.400 --> 00:11:14.400]  但是無論如何你都肯要捱更底夜
[00:11:14.400 --> 00:11:16.800]  去成就你的兒女
[00:11:16.800 --> 00:11:19.600]  由嬰孩一步一步成長
[00:11:19.600 --> 00:11:21.800]  這一份的過程
[00:11:21.800 --> 00:11:26.400]  而這個過程最終帶來的喜樂
[00:11:26.400 --> 00:11:28.800]  就是你看到你的下一代
[00:11:28.800 --> 00:11:32.800]  能夠真真正正成長起來
[00:11:32.800 --> 00:11:35.400]  成熟起來
[00:11:35.400 --> 00:11:39.200]  作為一個牧者其實同樣都有這份的心
[00:11:39.200 --> 00:11:40.800]  作為一個信徒
[00:11:40.800 --> 00:11:42.800]  也都應該有這份的心志
[00:11:42.800 --> 00:11:45.000]  今天你是一個初信徒
[00:11:45.000 --> 00:11:49.400]  你的前一代的前輩
[00:11:49.400 --> 00:11:52.600]  就會願意希望幫助你成熟一點
[00:11:52.600 --> 00:11:55.000]  而你作為一個後輩
[00:11:55.000 --> 00:12:00.600]  你將會成為下一代的信徒的支援的時候
[00:12:00.600 --> 00:12:04.800]  你亦都同樣是需要付出這份的心思意念
[00:12:04.800 --> 00:12:07.800]  因為你看到下一代的喜樂
[00:12:07.800 --> 00:12:10.000]  就是因為他成長起來
[00:12:10.000 --> 00:12:14.000]  他真真正正能夠在信的上面站得穩
[00:12:14.000 --> 00:12:18.600]  這個就是我們上文所說到的所謂
[00:12:18.600 --> 00:12:21.800]  bitter joy
[00:12:21.800 --> 00:12:23.800]  苦中的喜樂
[00:12:23.800 --> 00:12:27.200]  那個的意義
[00:12:27.200 --> 00:12:33.400]  所以更勝過你說教會有幾千萬的建築物
[00:12:33.400 --> 00:12:36.600]  有成千上萬的人湧進來
[00:12:36.600 --> 00:12:41.200]  一個成熟的信徒能夠在上帝裏面
[00:12:41.200 --> 00:12:46.200]  能夠可以真是堅強地站立在上帝的當中
[00:12:46.200 --> 00:12:49.000]  配得起在上帝面前活著的人
[00:12:49.000 --> 00:12:54.400]  連天上的天使都同樣滿有快樂
[00:12:54.400 --> 00:12:58.400]  這個全部是聖經裏面的啟示
[00:12:58.400 --> 00:13:02.200]  但來到今天我們所看這段的經文
[00:13:02.200 --> 00:13:05.400]  我們在上個星期已經講過的
[00:13:05.400 --> 00:13:08.400]  上一段的經文從第一章第24節
[00:13:08.400 --> 00:13:12.000]  其實和來到我們今天所看的二章一至五節
[00:13:12.000 --> 00:13:15.800]  本來是一個整體的結構
[00:13:15.800 --> 00:13:17.800]  上文我們所看到的東西
[00:13:17.800 --> 00:13:24.400]  其實來到下文裏面卻是要進行一個成就的
[00:13:24.400 --> 00:13:27.200]  過程的一個另一面的介紹
[00:13:27.200 --> 00:13:29.400]  就好像一個小銀一樣
[00:13:29.400 --> 00:13:31.400]  它有字的畫面
[00:13:31.400 --> 00:13:36.600]  也都有一個黃的肖像的另一面
[00:13:36.600 --> 00:13:38.400]  即是有公仔有頭
[00:13:38.400 --> 00:13:41.400]  兩者並存在同一個銀上面
[00:13:41.400 --> 00:13:44.400]  所以今天我們來到看這個第二個部分
[00:13:44.400 --> 00:13:48.600]  我們會分開為三部分一起去看的
[00:13:48.600 --> 00:13:54.000]  第一部分我們去看的是二章第一節
[00:13:54.000 --> 00:13:57.800]  二章第一節首先保羅講到
[00:13:57.800 --> 00:14:00.600]  如果要成就這個工作的
[00:14:00.600 --> 00:14:04.400]  能夠要使到下一代能夠更加成長的
[00:14:04.400 --> 00:14:06.000]  成熟的
[00:14:06.000 --> 00:14:12.800]  你必須要有一個很準確的焦點來去侍奉
[00:14:12.800 --> 00:14:15.800]  所以你一定要調整清楚
[00:14:15.800 --> 00:14:18.000]  你侍奉的焦點
[00:14:18.000 --> 00:14:20.000]  第二章第一節這樣說
[00:14:20.000 --> 00:14:24.000]  「我願意你們曉得
[00:14:24.000 --> 00:14:27.000]  我為你們和老底家人
[00:14:27.000 --> 00:14:31.000]  並一切沒有與我親自見面的人
[00:14:31.000 --> 00:14:34.800]  是何等地盡心竭力」
[00:14:34.800 --> 00:14:38.400]  從第二章第一節的開始我們看見
[00:14:38.400 --> 00:14:43.200]  是承接上文保羅講及到他怎樣為到
[00:14:43.200 --> 00:14:47.800]  哥羅西教會甚至現在在這段聖經說了
[00:14:47.800 --> 00:14:51.800]  他附近的另一個雙子城老底家教會
[00:14:51.800 --> 00:14:55.200]  他怎樣付出他的勞苦
[00:14:55.200 --> 00:14:57.200]  我們再次重申
[00:14:57.200 --> 00:15:03.200]  保羅向教會去提出他的勞苦或者他的付出
[00:15:03.200 --> 00:15:09.800]  主要的目的是希望教會能夠明白到
[00:15:09.800 --> 00:15:12.200]  保羅付出的種種
[00:15:12.200 --> 00:15:19.400]  去面對這些困難或者不幸難堪種種的程度有多少
[00:15:19.400 --> 00:15:25.000]  不是去專注說我保羅為你付出
[00:15:25.000 --> 00:15:27.000]  焦點不是人
[00:15:27.000 --> 00:15:33.000]  而是那個人願意付出的程度是多少
[00:15:33.000 --> 00:15:37.400]  用父母養育兒女的例子
[00:15:37.400 --> 00:15:45.000]  重點是要兒女明白父母所付出的程度
[00:15:45.000 --> 00:15:50.400]  不只是專注父母這個人物
[00:15:50.400 --> 00:15:54.200]  當然你明白程度有多少
[00:15:54.200 --> 00:15:57.800]  你可能對父母的尊重會更多
[00:15:57.800 --> 00:15:59.800]  但這不是主旨
[00:15:59.800 --> 00:16:03.800]  我相信沒有一個父母
[00:16:03.800 --> 00:16:05.800]  一個好的父母
[00:16:05.800 --> 00:16:09.800]  為兒女付出不是為回報
[00:16:09.800 --> 00:16:15.800]  如果你是為回報才為子女付出的話
[00:16:15.800 --> 00:16:18.800]  我可以告訴你
[00:16:18.800 --> 00:16:21.800]  你失望的機會很高
[00:16:21.800 --> 00:16:25.800]  首先其中一個因素是
[00:16:25.800 --> 00:16:28.800]  他明不明白你付出的程度是怎樣
[00:16:28.800 --> 00:16:30.800]  明白了之後
[00:16:30.800 --> 00:16:34.800]  他會不會因為這個程度而感動到他對父母的尊重
[00:16:34.800 --> 00:16:36.800]  是很複雜的過程
[00:16:36.800 --> 00:16:42.800]  在今天這個個人主義高舉的狀態
[00:16:42.800 --> 00:16:47.800]  一般人領受人的祝福是無限的喜悅
[00:16:47.800 --> 00:16:52.800]  但領了之後就覺得各走各路
[00:16:52.800 --> 00:16:55.800]  因為英文有一個很好的字眼
[00:16:55.800 --> 00:16:57.800]  特別在電腦界
[00:16:57.800 --> 00:16:59.800]  這個叫leisure
[00:16:59.800 --> 00:17:01.800]  認不認識這個字
[00:17:01.800 --> 00:17:04.800]  leisure就是吸血蟲
[00:17:04.800 --> 00:17:06.800]  現在這個世界的人
[00:17:06.800 --> 00:17:08.800]  你會發覺他的思想就是
[00:17:08.800 --> 00:17:10.800]  吸了你血之後就離開了
[00:17:10.800 --> 00:17:13.800]  好像蚊一樣吸了你的血
[00:17:13.800 --> 00:17:16.800]  他就走了話之裡
[00:17:16.800 --> 00:17:20.800]  保羅在前文講到
[00:17:20.800 --> 00:17:23.800]  他專注希望哥羅西教會明白到
[00:17:23.800 --> 00:17:27.800]  我為你付出這一切的程度有多少
[00:17:27.800 --> 00:17:30.800]  希望你能夠了解這份程度
[00:17:30.800 --> 00:17:32.800]  不是來報答保羅
[00:17:32.800 --> 00:17:34.800]  而是你們曉得怎樣將來
[00:17:34.800 --> 00:17:39.800]  同樣付出類似或者更多這個程度
[00:17:39.800 --> 00:17:44.800]  去為下一代的成熟去努力
[00:17:44.800 --> 00:17:47.800]  這個是前文所提到的
[00:17:47.800 --> 00:17:50.800]  所以來到這一段聖經第二章第一節
[00:17:50.800 --> 00:17:53.800]  保羅在這裡最重要的是
[00:17:53.800 --> 00:17:58.800]  希望哥羅西教會他們明白這一點
[00:17:58.800 --> 00:18:02.800]  所以保羅在這裡指出他付出的對象
[00:18:02.800 --> 00:18:04.800]  包括了老弟家教會
[00:18:04.800 --> 00:18:08.800]  其實相傳在寫哥羅西書的時候
[00:18:08.800 --> 00:18:12.800]  其實同樣保羅也都寫過一封書信
[00:18:12.800 --> 00:18:14.800]  是給老弟家教會的
[00:18:14.800 --> 00:18:17.800]  當然在我們的正典裡面是沒有
[00:18:17.800 --> 00:18:19.800]  沒有是什麼原因呢
[00:18:19.800 --> 00:18:22.800]  有些人說是不是聖經不整全呢
[00:18:22.800 --> 00:18:23.800]  不是
[00:18:23.800 --> 00:18:26.800]  而這個通常往往聖經沒有正典
[00:18:26.800 --> 00:18:28.800]  沒有的書卷的目的
[00:18:28.800 --> 00:18:31.800]  就是因為這卷書卷已經涵蓋了
[00:18:31.800 --> 00:18:33.800]  另外一些的書卷或者書信
[00:18:33.800 --> 00:18:36.800]  是遺失了的內容
[00:18:36.800 --> 00:18:39.800]  所以我們不需要看兩卷一模一樣的書信
[00:18:39.800 --> 00:18:41.800]  所以上帝的啟示
[00:18:41.800 --> 00:18:45.800]  都有他自己本身的特色和生命力
[00:18:45.800 --> 00:18:49.800]  保羅一方面點出他所關心的對象
[00:18:49.800 --> 00:18:52.800]  不是哥羅西教會一間
[00:18:52.800 --> 00:18:56.800]  是包括了老弟家教會
[00:18:56.800 --> 00:19:00.800]  尤其是當我們看見保羅
[00:19:00.800 --> 00:19:03.800]  根本上和哥羅西教會
[00:19:03.800 --> 00:19:07.800]  以及老弟家教會都素未謀面的時候
[00:19:07.800 --> 00:19:12.800]  所以保羅根本就不是要透過這封書信
[00:19:12.800 --> 00:19:15.800]  希望搭關係然後怎麼樣
[00:19:15.800 --> 00:19:17.800]  你們將來可以報答我
[00:19:17.800 --> 00:19:19.800]  為你們的付出
[00:19:19.800 --> 00:19:24.800]  而是將這個栽培下一代
[00:19:24.800 --> 00:19:27.800]  使教會成長的棒
[00:19:27.800 --> 00:19:30.800]  交給你們繼續去承擔
[00:19:30.800 --> 00:19:33.800]  保羅沒有辦法會再去哥羅西
[00:19:33.800 --> 00:19:38.800]  保羅再沒有機會可以去到老弟家
[00:19:38.800 --> 00:19:42.800]  承接栽培這兩個地方的信徒的棒
[00:19:42.800 --> 00:19:45.800]  是交給你們去做了
[00:19:45.800 --> 00:19:48.800]  所以當你要去曉得怎樣做的時候
[00:19:48.800 --> 00:19:52.800]  你就要明白作為一個前輩的保羅
[00:19:52.800 --> 00:19:54.800]  他怎樣去付出
[00:19:54.800 --> 00:19:55.800]  程度有多少
[00:19:55.800 --> 00:20:01.800]  你們就去做至少有保羅這種的心態
[00:20:01.800 --> 00:20:03.800]  是不是會要求更多呢
[00:20:03.800 --> 00:20:08.800]  這個就看上帝在你們每個人裡面的心意了
[00:20:08.800 --> 00:20:10.800]  所以保羅在這裡講到
[00:20:10.800 --> 00:20:12.800]  再看下一句
[00:20:12.800 --> 00:20:16.800]  並一切沒有與我親自見過面的人
[00:20:16.800 --> 00:20:22.800]  這一句話就更加清楚顯示出保羅
[00:20:22.800 --> 00:20:26.800]  他根本上不是要你們認識我保羅
[00:20:26.800 --> 00:20:30.800]  然後回饋保羅我
[00:20:30.800 --> 00:20:33.800]  有些我不認識的我見都沒見過的
[00:20:33.800 --> 00:20:37.800]  但是這個教導這份心志
[00:20:37.800 --> 00:20:39.800]  是要你們曉得
[00:20:39.800 --> 00:20:42.800]  所以為什麼第一節就講到
[00:20:42.800 --> 00:20:43.800]  我願意你們曉得
[00:20:43.800 --> 00:20:46.800]  曉得什麼這個就很重要
[00:20:46.800 --> 00:20:48.800]  不是曉得保羅
[00:20:48.800 --> 00:20:52.800]  而曉得保羅的侍奉的偉身
[00:20:52.800 --> 00:20:56.800]  你們都要有同樣的這份偉身
[00:20:56.800 --> 00:21:00.800]  因為這份偉身的最大的特色
[00:21:00.800 --> 00:21:04.800]  就是盡心竭力
[00:21:04.800 --> 00:21:08.800]  沒有保留
[00:21:08.800 --> 00:21:10.800]  弟兄姊妹
[00:21:10.800 --> 00:21:12.800]  我們很多時候
[00:21:12.800 --> 00:21:15.800]  作為一個基督徒
[00:21:15.800 --> 00:21:19.800]  其實怎樣認證你是一個基督徒呢
[00:21:19.800 --> 00:21:22.800]  或者讓自己知道自己是一個基督徒
[00:21:22.800 --> 00:21:25.800]  其實很簡單
[00:21:25.800 --> 00:21:29.800]  當你看到其他信徒的時候
[00:21:29.800 --> 00:21:35.800]  你會不會盡心竭力去為他的成長
[00:21:35.800 --> 00:21:42.800]  靈性的好處而去付出呢
[00:21:42.800 --> 00:21:44.800]  我感謝主
[00:21:44.800 --> 00:21:47.800]  在我信主以及侍奉的裡面
[00:21:47.800 --> 00:21:51.800]  都不斷有一些這樣的弟兄姊妹在我身邊
[00:21:51.800 --> 00:21:59.800]  他們這些先賢能夠給了一個很好的見證和學習給我
[00:21:59.800 --> 00:22:07.800]  尤其是我在侍奉主的這幾十年的裡面
[00:22:07.800 --> 00:22:08.800]  老實這麼說
[00:22:08.800 --> 00:22:09.800]  在我侍奉的當中
[00:22:09.800 --> 00:22:11.800]  這二十幾三十年的當中
[00:22:11.800 --> 00:22:16.800]  就是全職侍奉的時候
[00:22:16.800 --> 00:22:20.800]  在我身邊不少的弟兄姊妹願意付出
[00:22:20.800 --> 00:22:23.800]  有弟兄姊妹
[00:22:23.800 --> 00:22:25.800]  她說牧師
[00:22:25.800 --> 00:22:26.800]  通常我們叫名字
[00:22:26.800 --> 00:22:28.800]  因為很熟朋友
[00:22:28.800 --> 00:22:29.800]  Ellen
[00:22:29.800 --> 00:22:30.800]  你有什麼需要幫忙
[00:22:30.800 --> 00:22:32.800]  我可以幫你
[00:22:32.800 --> 00:22:34.800]  我就跟她說
[00:22:34.800 --> 00:22:37.800]  可不可以幫我講道
[00:22:37.800 --> 00:22:40.800]  她說我不懂得講道
[00:22:40.800 --> 00:22:42.800]  我說你讀過神學
[00:22:42.800 --> 00:22:44.800]  不懂得講道都不要緊
[00:22:44.800 --> 00:22:46.800]  那你怎樣幫我
[00:22:46.800 --> 00:22:49.800]  她說我懂得打字
[00:22:49.800 --> 00:22:51.800]  我說那行
[00:22:51.800 --> 00:22:53.800]  我寫好一些講道
[00:22:53.800 --> 00:22:55.800]  我寫好一些主要學課程
[00:22:55.800 --> 00:22:57.800]  你幫我打字
[00:22:57.800 --> 00:23:01.800]  一打打了幾十年
[00:23:01.800 --> 00:23:03.800]  如果斷編計斷字計
[00:23:03.800 --> 00:23:05.800]  好像現在幾千一個字
[00:23:05.800 --> 00:23:09.800]  我記得當年我在香港做出版的時候
[00:23:09.800 --> 00:23:12.800]  去找人打字
[00:23:12.800 --> 00:23:16.800]  五元一百字
[00:23:16.800 --> 00:23:17.800]  你寫篇文章
[00:23:17.800 --> 00:23:19.800]  那篇講道尤其是上個禮拜
[00:23:19.800 --> 00:23:20.800]  講了一個半小時
[00:23:20.800 --> 00:23:22.800]  那篇講章
[00:23:22.800 --> 00:23:25.800]  你看看你現在找AI拔出來
[00:23:25.800 --> 00:23:27.800]  那裡成萬字的
[00:23:27.800 --> 00:23:29.800]  一篇都幾和味
[00:23:29.800 --> 00:23:33.800]  如果真是你去打字賺錢
[00:23:33.800 --> 00:23:37.800]  有弟兄他願意為我打字
[00:23:37.800 --> 00:23:42.800]  打了幾十年
[00:23:42.800 --> 00:23:45.800]  又有弟兄願意在神學上面
[00:23:45.800 --> 00:23:48.800]  學到的東西傾盆講給我聽
[00:23:48.800 --> 00:23:50.800]  然後幫助我
[00:23:50.800 --> 00:23:52.800]  能夠有很多的討論
[00:23:52.800 --> 00:23:54.800]  能夠將我的神學
[00:23:54.800 --> 00:23:59.800]  能夠磨得更加的練靜和清潔
[00:23:59.800 --> 00:24:03.800]  撇除了很多私人的意見
[00:24:03.800 --> 00:24:05.800]  你知道在讀神學
[00:24:05.800 --> 00:24:08.800]  甚至基督徒的成長過程當中
[00:24:08.800 --> 00:24:10.800]  最大的一個問題是什麼
[00:24:10.800 --> 00:24:14.800]  就是信徒自高自大
[00:24:14.800 --> 00:24:15.800]  我在香港的時候
