
[00:00:00.000 --> 00:00:02.000]  嘿!大型節目好!
[00:06:50.680 --> 00:06:52.680]  就不可以等它發酵
[00:06:52.680 --> 00:06:54.680]  要等一等,然後讓它發酵
[00:06:54.680 --> 00:06:56.680]  出埃及的時候,夜間出埃及
[00:06:56.680 --> 00:06:58.680]  上帝拯救他們,以恩典拯救他們
[00:06:58.680 --> 00:07:00.680]  然後擊殺法老,擊殺埃及
[00:07:00.680 --> 00:07:02.680]  是沒有時間的
[00:07:02.680 --> 00:07:04.680]  是趕著走的
[00:07:04.680 --> 00:07:06.680]  所以past over,除了吃完那個羊羔
[00:07:06.680 --> 00:07:08.680]  七天他們就去紀念
[00:07:08.680 --> 00:07:10.680]  unleavened bread
[00:07:10.680 --> 00:07:12.680]  就是當年的
[00:07:12.680 --> 00:07:14.680]  事蹟,當年上帝的拯救
[00:07:14.680 --> 00:07:16.680]  他的salvation
[00:07:16.680 --> 00:07:18.680]  然後第二個日子就是七七節
[00:07:18.680 --> 00:07:20.680]  七七節即是徐孝節
[00:07:20.680 --> 00:07:22.680]  即是這個past over之後
[00:07:22.680 --> 00:07:24.680]  七七四十九天
[00:07:24.680 --> 00:07:26.680]  七個星期之後,七七節
[00:07:26.680 --> 00:07:28.680]  或者有不同的名字
[00:07:28.680 --> 00:07:30.680]  或者收割節等等
[00:07:30.680 --> 00:07:32.680]  新約裡面叫做Pentecost
[00:07:32.680 --> 00:07:34.680]  Pentecost是fifty的意思
[00:07:34.680 --> 00:07:36.680]  七七四十九天,第五十日
[00:07:36.680 --> 00:07:38.680]  那個又是另外一個收割節
[00:07:38.680 --> 00:07:40.680]  就是五巡節
[00:07:40.680 --> 00:07:42.680]  這個又是要去到
[00:07:42.680 --> 00:07:44.680]  紀念的
[00:07:44.680 --> 00:07:46.680]  紀念到上帝給我們的
[00:07:46.680 --> 00:07:48.680]  土產,給我們的
[00:07:48.680 --> 00:07:50.680]  供應
[00:07:50.680 --> 00:07:52.680]  然後第三個節日就是駐棚節
[00:07:52.680 --> 00:07:54.680]  feast of tabernacle,或者
[00:07:54.680 --> 00:07:56.680]  他們希伯利文叫做Sukkot
[00:07:56.680 --> 00:07:58.680]  那又是
[00:07:58.680 --> 00:08:00.680]  七天的
[00:08:00.680 --> 00:08:02.680]  又是今時今日都是一樣
[00:08:02.680 --> 00:08:04.680]  是一些很大的節日
[00:08:04.680 --> 00:08:06.680]  很隆重地去慶祝
[00:08:06.680 --> 00:08:08.680]  三次的提醒他們
[00:08:08.680 --> 00:08:10.680]  要做些什麼
[00:08:10.680 --> 00:08:12.680]  要去到上到
[00:08:12.680 --> 00:08:14.680]  耶和華所揀選的地方
[00:08:14.680 --> 00:08:16.680]  以前就是耶路撒冷,今天就在基督裡面
[00:08:16.680 --> 00:08:18.680]  上到耶路撒冷
[00:08:18.680 --> 00:08:20.680]  他們就去守節,並且
[00:08:20.680 --> 00:08:22.680]  帶出奉獻,去到
[00:08:22.680 --> 00:08:24.680]  按照自己的能力
[00:08:24.680 --> 00:08:26.680]  然後去到
[00:08:26.680 --> 00:08:28.680]  供應上帝的
[00:08:28.680 --> 00:08:30.680]  國度,祂的侍宮等等
[00:08:30.680 --> 00:08:32.680]  總之就是一種敬拜的
[00:08:32.680 --> 00:08:34.680]  reminder,一年裡面有
[00:08:34.680 --> 00:08:36.680]  三次,徐孝節
[00:08:36.680 --> 00:08:38.680]  past over,大概幾時
[00:08:38.680 --> 00:08:40.680]  就是我們基督教年曆
[00:08:40.680 --> 00:08:42.680]  我們的
[00:08:42.680 --> 00:08:44.680]  Good Friday,以及
[00:08:44.680 --> 00:08:46.680]  Easter的時候
[00:08:46.680 --> 00:08:48.680]  那個就是past over
[00:08:48.680 --> 00:08:50.680]  徐孝節,七七節
[00:08:50.680 --> 00:08:52.680]  五巡節,即是你再數七個禮拜
[00:08:52.680 --> 00:08:54.680]  就是pentecost
[00:08:54.680 --> 00:08:56.680]  司祿行村,裡面提過
[00:08:56.680 --> 00:08:58.680]  然後呢,駐棚節
[00:08:58.680 --> 00:09:00.680]  就是現在的大概
[00:09:00.680 --> 00:09:02.680]  九月尾,十月初
[00:09:02.680 --> 00:09:04.680]  如果你檢查一下今天的
[00:09:04.680 --> 00:09:06.680]  calendar的話,大概就是十月頭
[00:09:06.680 --> 00:09:08.680]  即是即將
[00:09:08.680 --> 00:09:10.680]  即將,他們就是Sukkot
[00:09:10.680 --> 00:09:12.680]  在以色列這個地方
[00:09:12.680 --> 00:09:14.680]  我們今天看
[00:09:14.680 --> 00:09:16.680]  第一個節日
[00:09:16.680 --> 00:09:18.680]  我們嘗試看這個節日的其中一段
[00:09:18.680 --> 00:09:20.680]  一部份,到底這個節日
[00:09:20.680 --> 00:09:22.680]  是用來做什麼的呢
[00:09:22.680 --> 00:09:24.680]  剛才我解釋了這個past over
[00:09:24.680 --> 00:09:26.680]  解釋了七七節
[00:09:26.680 --> 00:09:28.680]  pentecost,然後
[00:09:28.680 --> 00:09:30.680]  feast of tabernacle, feast of booth
[00:09:30.680 --> 00:09:32.680]  Sukkot,到底是用來做什麼的呢
[00:09:32.680 --> 00:09:34.680]  在五經裡面
[00:09:34.680 --> 00:09:36.680]  尾尾的二十三章,就這樣
[00:09:36.680 --> 00:09:38.680]  吩咐以色列人,神的子民要做什麼
[00:09:38.680 --> 00:09:40.680]  你要吩咐以色列人說
[00:09:40.680 --> 00:09:42.680]  七月的十五日
[00:09:42.680 --> 00:09:44.680]  就是feast of tabernacle
[00:09:44.680 --> 00:09:46.680]  駐棚節,要向耶和華
[00:09:46.680 --> 00:09:48.680]  守這節七天
[00:09:48.680 --> 00:09:50.680]  你們要做什麼呢
[00:09:50.680 --> 00:09:52.680]  specifically,具體的
[00:09:52.680 --> 00:09:54.680]  你們要住在
[00:09:54.680 --> 00:09:56.680]  棚裡面七天
[00:09:56.680 --> 00:09:58.680]  凡以色列家裡面出生的
[00:09:58.680 --> 00:10:00.680]  都要住在棚裡面
[00:10:00.680 --> 00:10:02.680]  好叫你們的後代
[00:10:02.680 --> 00:10:04.680]  你的小孩,你的下一代
[00:10:04.680 --> 00:10:06.680]  知道我領
[00:10:06.680 --> 00:10:08.680]  以色列人出埃及的時候
[00:10:08.680 --> 00:10:10.680]  曾經在他們住在棚裡
[00:10:10.680 --> 00:10:12.680]  我是耶和華,你們的神
[00:10:12.680 --> 00:10:14.680]  駐棚節是幾時啊
[00:10:14.680 --> 00:10:16.680]  十月初,或者九月
[00:10:16.680 --> 00:10:18.680]  九月尾
[00:10:18.680 --> 00:10:20.680]  叫他們做什麼,他們就一定要住在
[00:10:20.680 --> 00:10:22.680]  棚裡面,整家就住在棚裡面
[00:10:22.680 --> 00:10:24.680]  換句話說,他們
[00:10:24.680 --> 00:10:26.680]  進到加函地的時候,他們有
[00:10:26.680 --> 00:10:28.680]  自己的房屋,是石砌出來的
[00:10:28.680 --> 00:10:30.680]  但是到這個住棚節的時候
[00:10:30.680 --> 00:10:32.680]  九月尾,十月初
[00:10:32.680 --> 00:10:34.680]  他們農曆的七月十五日
[00:10:34.680 --> 00:10:36.680]  他們就要七日
[00:10:36.680 --> 00:10:38.680]  在棚那裡
[00:10:38.680 --> 00:10:40.680]  去居住,紀念什麼呢
[00:10:40.680 --> 00:10:42.680]  remind他們什麼
[00:10:42.680 --> 00:10:44.680]  出埃及之後
[00:10:44.680 --> 00:10:46.680]  四十年
[00:10:46.680 --> 00:10:48.680]  他們走曠野
[00:10:48.680 --> 00:10:50.680]  走曠野住什麼地方
[00:10:50.680 --> 00:10:52.680]  沒有石屋住,是吧
[00:10:52.680 --> 00:10:54.680]  在周圍看到水的地方
[00:10:54.680 --> 00:10:56.680]  他們就會去,在曠野的地方
[00:10:56.680 --> 00:10:58.680]  他們就是住棚的
[00:10:58.680 --> 00:11:00.680]  有如我們今天camping
[00:11:00.680 --> 00:11:02.680]  是吧,有誰喜歡去camping
[00:11:02.680 --> 00:11:04.680]  有
[00:11:04.680 --> 00:11:06.680]  住camping好過癮
[00:11:06.680 --> 00:11:08.680]  是吧
[00:11:08.680 --> 00:11:10.680]  那些沒有舉手,真的不覺得
[00:11:10.680 --> 00:11:12.680]  camping
[00:11:12.680 --> 00:11:14.680]  就是一些很temporary
[00:11:14.680 --> 00:11:16.680]  臨時
[00:11:16.680 --> 00:11:18.680]  紮的東西來的,是吧
[00:11:18.680 --> 00:11:20.680]  沒有人去camping,就想著
[00:11:20.680 --> 00:11:22.680]  我在這留三年半載
[00:11:22.680 --> 00:11:24.680]  是吧,很少會這樣
[00:11:24.680 --> 00:11:26.680]  是吧,都是
[00:11:26.680 --> 00:11:28.680]  暫時暫居的地方
[00:11:28.680 --> 00:11:30.680]  是很輕便的
[00:11:30.680 --> 00:11:32.680]  他們以前走曠野的時候
[00:11:32.680 --> 00:11:34.680]  就只是這樣,是吧
[00:11:34.680 --> 00:11:36.680]  今年,你檢查一下日期
[00:11:36.680 --> 00:11:38.680]  大概十月九
[00:11:38.680 --> 00:11:40.680]  到十月十日
[00:11:40.680 --> 00:11:42.680]  就是今年的Suku
[00:11:42.680 --> 00:11:44.680]  在以色列這個地方
[00:11:44.680 --> 00:11:46.680]  就會有些人去
[00:11:46.680 --> 00:11:48.680]  在
[00:11:48.680 --> 00:11:50.680]  outside
[00:11:50.680 --> 00:11:52.680]  他們就會紮營
[00:11:52.680 --> 00:11:54.680]  就是弄一些營出來
[00:11:54.680 --> 00:11:56.680]  弄一些所謂棚
[00:11:56.680 --> 00:11:58.680]  他們叫做Suka
[00:11:58.680 --> 00:12:00.680]  我記得
[00:12:00.680 --> 00:12:02.680]  今年我們去聖地
[00:12:02.680 --> 00:12:04.680]  是covid以來
[00:12:04.680 --> 00:12:06.680]  疫情以來第一次
[00:12:06.680 --> 00:12:08.680]  我都有點心大心小,是不是這個時候最好
[00:12:08.680 --> 00:12:10.680]  不過我聽見朋友去了
[00:12:10.680 --> 00:12:12.680]  我就發現,是ok的
[00:12:12.680 --> 00:12:14.680]  因為everything is open, right
[00:12:14.680 --> 00:12:16.680]  所以我們就
[00:12:16.680 --> 00:12:18.680]  今年,疫情以來第一次
[00:12:18.680 --> 00:12:22.680]  還有很多次的,我希望
[00:12:22.680 --> 00:12:24.680]  但是疫情之前
[00:12:24.680 --> 00:12:26.680]  我們2017年的時候
[00:12:26.680 --> 00:12:28.680]  我記得那時候我和我老婆
[00:12:28.680 --> 00:12:30.680]  我就和call team說
[00:12:30.680 --> 00:12:32.680]  不如給我們
[00:12:32.680 --> 00:12:34.680]  放一放假
[00:12:34.680 --> 00:12:36.680]  我們想走一走
[00:12:36.680 --> 00:12:38.680]  休息一下
[00:12:38.680 --> 00:12:40.680]  他們
[00:12:40.680 --> 00:12:42.680]  他們好好照顧我們
[00:12:42.680 --> 00:12:44.680]  儘管走一走
[00:12:44.680 --> 00:12:46.680]  我們就
[00:12:46.680 --> 00:12:48.680]  我和我太太就去了以色列
[00:12:48.680 --> 00:12:50.680]  我們兩個人去
[00:12:50.680 --> 00:12:52.680]  2017年
[00:12:52.680 --> 00:12:54.680]  那時候我都沒有想過什麼timing
[00:12:54.680 --> 00:12:56.680]  就是什麼時候去最好
[00:12:56.680 --> 00:12:58.680]  我call team說ok
[00:12:58.680 --> 00:13:00.680]  我們就選個時間
[00:13:00.680 --> 00:13:02.680]  take care了小孩
[00:13:02.680 --> 00:13:04.680]  我們就說,ok,我們去兩個星期
[00:13:04.680 --> 00:13:06.680]  然後我們就買機票
[00:13:06.680 --> 00:13:08.680]  訂那些airbnb等等
[00:13:08.680 --> 00:13:14.680]  我們去到的時候
[00:13:14.680 --> 00:13:16.680]  是9月底
[00:13:16.680 --> 00:13:18.680]  10月初
[00:13:18.680 --> 00:13:20.680]  那兩個星期
[00:13:20.680 --> 00:13:22.680]  我們去到,我們以為
[00:13:22.680 --> 00:13:24.680]  我以為是the best time
[00:13:24.680 --> 00:13:26.680]  因為我去到當然要周圍走
[00:13:26.680 --> 00:13:28.680]  看看東西,是不是
[00:13:28.680 --> 00:13:30.680]  我經常和我老婆說,這次你真的撿到寶
[00:13:30.680 --> 00:13:32.680]  你有個隨身
[00:13:32.680 --> 00:13:34.680]  最好的導遊,他跟著你
[00:13:34.680 --> 00:13:36.680]  誰知道他覺得不是這樣
[00:13:36.680 --> 00:13:38.680]  他覺得我在趕
[00:13:38.680 --> 00:13:40.680]  趕他走
[00:13:40.680 --> 00:13:42.680]  無論如何,我們去兩個星期
[00:13:42.680 --> 00:13:44.680]  我太太去的時候,我們
[00:13:44.680 --> 00:13:46.680]  as I said,我以為
[00:13:46.680 --> 00:13:48.680]  是一個最好的時間去
[00:13:48.680 --> 00:13:50.680]  誰知道去到第一個星期,原來就是
[00:13:50.680 --> 00:13:52.680]  Yom Kippur,即是贖罪日
[00:13:52.680 --> 00:13:54.680]  是他們以色列國際裡面
[00:13:54.680 --> 00:13:56.680]  最大的一個high holiday
[00:13:56.680 --> 00:13:58.680]  贖罪日就是他們刻苦
[00:13:58.680 --> 00:14:00.680]  幾心,然後全世界都
[00:14:00.680 --> 00:14:02.680]  躲在家裡
[00:14:02.680 --> 00:14:04.680]  每樣東西都關了
[00:14:04.680 --> 00:14:06.680]  所以在Yom Kippur
[00:14:06.680 --> 00:14:08.680]  你知道Shabbat,星期五
[00:14:08.680 --> 00:14:10.680]  新丹之後,他們又沒有車
[00:14:10.680 --> 00:14:12.680]  街上很少人等等
[00:14:12.680 --> 00:14:14.680]  如果在Yom Kippur
[00:14:14.680 --> 00:14:16.680]  一年的
[00:14:16.680 --> 00:14:18.680]  一天,9月底
[00:14:18.680 --> 00:14:20.680]  10月初,贖罪日
[00:14:20.680 --> 00:14:22.680]  在五經裡面有提過
[00:14:22.680 --> 00:14:24.680]  他們要刻苦幾心,然後去到悔改
[00:14:24.680 --> 00:14:26.680]  去到想清楚下一年的方向
[00:14:26.680 --> 00:14:28.680]  又是一個reminder
[00:14:28.680 --> 00:14:30.680]  這個我們今天不說
[00:14:30.680 --> 00:14:32.680]  但無論如何,我們去到Yom Kippur
[00:14:32.680 --> 00:14:34.680]  誰知道Yom Kippur真的什麼都關了
[00:14:34.680 --> 00:14:36.680]  這張照片
[00:14:36.680 --> 00:14:38.680]  大概是下午
[00:14:38.680 --> 00:14:40.680]  late morning
[00:14:40.680 --> 00:14:42.680]  early afternoon的時候拍
[00:14:42.680 --> 00:14:44.680]  那些交通燈斬斬斬斬斬
[00:14:44.680 --> 00:14:46.680]  你
[00:14:46.680 --> 00:14:48.680]  我就站在路中心
[00:14:48.680 --> 00:14:50.680]  拍這張照片
[00:14:50.680 --> 00:14:52.680]  完全不需要看車
[00:14:52.680 --> 00:14:54.680]  因為沒有車
[00:14:54.680 --> 00:14:56.680]  可能在踩單車玩
[00:14:56.680 --> 00:14:58.680]  Yom Kippur全部直徑
[00:14:58.680 --> 00:15:00.680]  真的慘
[00:15:00.680 --> 00:15:02.680]  所有東西都關了
[00:15:02.680 --> 00:15:04.680]  食肆都關了
[00:15:04.680 --> 00:15:06.680]  不過有的
[00:15:06.680 --> 00:15:08.680]  在基督徒區就有
[00:15:08.680 --> 00:15:10.680]  因為基督徒就不會
[00:15:10.680 --> 00:15:12.680]  有這些猶太節日
[00:15:12.680 --> 00:15:14.680]  我們Yom Kippur去到
[00:15:14.680 --> 00:15:16.680]  慘了,Yom Kippur
[00:15:16.680 --> 00:15:18.680]  然後幾天之後就是Sukkot
[00:15:18.680 --> 00:15:20.680]  隔了幾天之後就是Sukkot
[00:15:20.680 --> 00:15:22.680]  Again,Sukkot
[00:15:22.680 --> 00:15:24.680]  Sukkot又是比較
[00:15:24.680 --> 00:15:26.680]  很多東西要預備
[00:15:26.680 --> 00:15:28.680]  雖然是high holiday
[00:15:28.680 --> 00:15:30.680]  但是都有很多interruption
[00:15:30.680 --> 00:15:32.680]  有些地方有些park沒有開
[00:15:32.680 --> 00:15:34.680]  因為Sukkot的緣故
[00:15:34.680 --> 00:15:36.680]  我就覺得原來
[00:15:36.680 --> 00:15:38.680]  我都沒有留意
[00:15:38.680 --> 00:15:40.680]  東西都關了
[00:15:40.680 --> 00:15:42.680]  可能對我來說都是一個good break
[00:15:42.680 --> 00:15:44.680]  我們就很安靜
[00:15:44.680 --> 00:15:46.680]  很安靜地過
[00:15:46.680 --> 00:15:48.680]  但是我們就經歷了
[00:15:48.680 --> 00:15:50.680]  這個Sukkot
[00:15:50.680 --> 00:15:52.680]  這個high holiday
[00:15:52.680 --> 00:15:54.680]  駐棚節
[00:15:54.680 --> 00:15:56.680]  他們在駐棚節的時候
[00:15:56.680 --> 00:15:58.680]  就會在outside搭棚
[00:15:58.680 --> 00:16:00.680]  你看到這些臨時搭出來的棚
[00:16:00.680 --> 00:16:02.680]  如果你是handy一點
[00:16:02.680 --> 00:16:04.680]  你就可以
[00:16:04.680 --> 00:16:06.680]  如果你個人本身
[00:16:06.680 --> 00:16:08.680]  不是很handy,即是扎釘
[00:16:08.680 --> 00:16:10.680]  不是很適合你
[00:16:10.680 --> 00:16:12.680]  那就很麻煩
[00:16:12.680 --> 00:16:14.680]  是一個很重要的日子
[00:16:14.680 --> 00:16:16.680]  所以他們都非常重視
[00:16:16.680 --> 00:16:18.680]  他們
[00:16:18.680 --> 00:16:20.680]  會在pedio
