
[00:00:00.000 --> 00:00:03.060]  好,我們繼續這個聖週的講道
[00:04:00.460 --> 00:04:04.700]  就是耶穌最後這一個禮拜的重要性
[00:04:04.700 --> 00:04:06.700]  我們不妨花一點時間
[00:04:06.700 --> 00:04:08.700]  只是看馬太風
[00:04:08.700 --> 00:04:10.200]  後面那兩章
[00:04:10.200 --> 00:04:11.320]  第十四章
[00:04:11.320 --> 00:04:12.960]  和第十五章
[00:04:12.960 --> 00:04:15.700]  我知道有很多這些競節
[00:04:15.700 --> 00:04:17.700]  大家覺得很辛苦
[00:04:17.700 --> 00:04:20.700]  在我們中間有誰是讀書人
[00:04:20.700 --> 00:04:21.420]  沒有吧
[00:04:21.420 --> 00:04:23.420]  每個人都文盲
[00:04:23.420 --> 00:04:25.420]  因為我們不喜歡讀書
[00:04:25.420 --> 00:04:27.420]  不要緊的
[00:04:27.420 --> 00:04:29.420]  我告訴你
[00:04:29.420 --> 00:04:30.420]  我拋磚引玉
[00:04:30.420 --> 00:04:32.420]  希望你回去嘗試讀書
[00:04:32.420 --> 00:04:34.020]  回去嘗試看一下
[00:04:34.020 --> 00:04:35.420]  只是馬太風第十四章
[00:04:35.420 --> 00:04:36.420]  十五章而已
[00:04:36.420 --> 00:04:38.420]  我們不需要很仔細的看
[00:04:38.420 --> 00:04:39.420]  我們三個禮拜都是這樣
[00:04:39.420 --> 00:04:41.420]  我們說不如放遠一點
[00:04:41.420 --> 00:04:42.420]  將鏡頭調遠一點
[00:04:42.420 --> 00:04:44.420]  我們看一下整個森林
[00:04:44.420 --> 00:04:46.420]  整個圖案
[00:04:46.420 --> 00:04:47.420]  整個分佈
[00:04:47.420 --> 00:04:50.420]  整個故事的結構是怎樣
[00:04:50.420 --> 00:04:52.420]  然後從這個結構裡面
[00:04:52.420 --> 00:04:54.420]  可以看出一些信息
[00:04:54.420 --> 00:04:55.420]  到底他怎樣設計
[00:04:55.420 --> 00:04:58.420]  寫出最後七天
[00:04:58.420 --> 00:05:00.420]  特別是最後兩天
[00:05:00.420 --> 00:05:02.420]  耶穌的故事
[00:05:02.420 --> 00:05:05.420]  馬太風第十四章
[00:05:05.420 --> 00:05:07.420]  這裡你這樣看一看
[00:05:07.420 --> 00:05:08.420]  有鐘有鷹
[00:05:08.420 --> 00:05:10.420]  左邊你見到
[00:05:10.420 --> 00:05:12.420]  是好像梅花間竹一樣
[00:05:12.420 --> 00:05:14.420]  有A有B有A有B
[00:05:14.420 --> 00:05:18.420]  由A開始就是猶太人的領袖
[00:05:18.420 --> 00:05:20.420]  設計來殺害耶穌
[00:05:20.420 --> 00:05:23.420]  十四章一至第二節
[00:05:23.420 --> 00:05:26.420]  然後耶穌再擺大梨
[00:05:26.420 --> 00:05:28.420]  這個有山濕地的地方
[00:05:28.420 --> 00:05:29.420]  被告
[00:05:29.420 --> 00:05:31.420]  然後就到第三段
[00:05:31.420 --> 00:05:33.420]  就是十二使徒之一
[00:05:33.420 --> 00:05:34.420]  猶大
[00:05:34.420 --> 00:05:36.420]  是設計出賣耶穌的
[00:05:36.420 --> 00:05:39.420]  他就加入祭司長猶太人的領袖
[00:05:39.420 --> 00:05:41.420]  去設計殺害耶穌
[00:05:41.420 --> 00:05:42.420]  然後又回去
[00:05:42.420 --> 00:05:44.420]  鏡頭又放大
[00:05:44.420 --> 00:05:47.420]  又將鏡頭轉回耶穌
[00:05:47.420 --> 00:05:49.420]  耶穌就預備最後的晚餐
[00:05:49.420 --> 00:05:51.420]  和門徒一起吃
[00:05:51.420 --> 00:05:54.420]  然後鏡頭又放回猶大
[00:05:54.420 --> 00:05:56.420]  耶穌以外的人
[00:05:56.420 --> 00:05:58.420]  猶大十二使徒之一
[00:05:58.420 --> 00:06:01.420]  將會出賣耶穌的預言
[00:06:01.420 --> 00:06:03.420]  然後第六段
[00:06:03.420 --> 00:06:05.420]  耶穌就和十一個門徒
[00:06:05.420 --> 00:06:07.420]  分享最後的晚餐
[00:06:07.420 --> 00:06:09.420]  然後鏡頭又轉回
[00:06:09.420 --> 00:06:11.420]  又不是耶穌
[00:06:11.420 --> 00:06:13.420]  是耶穌身邊的
[00:06:13.420 --> 00:06:16.420]  眾門徒就被預言
[00:06:16.420 --> 00:06:19.420]  會否認耶穌的
[00:06:19.420 --> 00:06:21.420]  會出賣耶穌的
[00:06:21.420 --> 00:06:24.420]  然後鏡頭又回到耶穌的身上
[00:06:24.420 --> 00:06:27.420]  耶穌在赫西瑪利園祈禱
[00:06:27.420 --> 00:06:30.420]  然後十二個使徒之一
[00:06:30.420 --> 00:06:31.420]  猶大出現了
[00:06:31.420 --> 00:06:33.420]  在赫西瑪利園夜間的時候
[00:06:33.420 --> 00:06:34.420]  就出賣耶穌
[00:06:34.420 --> 00:06:38.420]  然後眾門徒就逃亡走了
[00:06:38.420 --> 00:06:40.420]  然後又回到B
[00:06:40.420 --> 00:06:43.420]  就是耶穌在猶太人的審訊裡面
[00:06:43.420 --> 00:06:44.420]  去啟示祂自己
[00:06:44.420 --> 00:06:46.420]  祂說祂就是人子
[00:06:46.420 --> 00:06:47.420]  就是那個彌賽亞
[00:06:47.420 --> 00:06:48.420]  就是基督
[00:06:48.420 --> 00:06:50.420]  然後最後
[00:06:50.420 --> 00:06:54.420]  就是彼得走剩那個遠遠的跟隨耶穌
[00:06:54.420 --> 00:06:57.420]  連祂也三次的不認住
[00:06:57.420 --> 00:07:00.420]  你看到這裡是梅花間竹
[00:07:00.420 --> 00:07:02.420]  就好像你當拍戲一樣
[00:07:02.420 --> 00:07:03.420]  你的鏡頭
[00:07:03.420 --> 00:07:04.420]  你是導演
[00:07:04.420 --> 00:07:07.420]  就將鏡頭轉來轉去
[00:07:07.420 --> 00:07:09.420]  凡是A的地方
[00:07:09.420 --> 00:07:12.420]  都是放在其他人身上的
[00:07:12.420 --> 00:07:14.420]  出賣主的人
[00:07:14.420 --> 00:07:17.420]  祭司長、民事法律長人
[00:07:17.420 --> 00:07:18.420]  門徒
[00:07:18.420 --> 00:07:20.420]  然後最後是彼得
[00:07:20.420 --> 00:07:23.420]  B就永遠看完其他人的時候
[00:07:23.420 --> 00:07:25.420]  又回去看回耶穌
[00:07:25.420 --> 00:07:26.420]  耶穌
[00:07:26.420 --> 00:07:27.420]  無論是有話說也好
[00:07:27.420 --> 00:07:29.420]  或者有些行動也好
[00:07:29.420 --> 00:07:33.420]  那個焦點都是放在耶穌身上
[00:07:33.420 --> 00:07:35.420]  你看到一直從上至下
[00:07:35.420 --> 00:07:38.420]  整個十四章的故事的脈絡
[00:07:38.420 --> 00:07:40.420]  好像講故事一樣
[00:07:40.420 --> 00:07:42.420]  就是那些門徒開始的時候是很主動的
[00:07:42.420 --> 00:07:44.420]  又幫耶穌預備晚餐
[00:07:44.420 --> 00:07:48.420]  然後在上樓房那裡預備好那個宴席
[00:07:48.420 --> 00:07:50.420]  越來越到了下面
[00:07:50.420 --> 00:07:52.420]  就是被動
[00:07:52.420 --> 00:07:55.420]  或者那些門徒開始的時候
[00:07:55.420 --> 00:07:57.420]  他們是很雀躍
[00:07:57.420 --> 00:08:00.420]  或者很主動的來跟隨耶穌
[00:08:00.420 --> 00:08:01.420]  但是最後的時候
[00:08:01.420 --> 00:08:04.420]  他們就越變得脆弱
[00:08:04.420 --> 00:08:06.420]  以及無能
[00:08:06.420 --> 00:08:08.420]  全部人
[00:08:08.420 --> 00:08:10.420]  開頭是很有力量的
[00:08:10.420 --> 00:08:11.420]  但是到最後的時候
[00:08:11.420 --> 00:08:13.420]  他們都雞飛狗走
[00:08:13.420 --> 00:08:15.420]  全部都走了
[00:08:15.420 --> 00:08:18.420]  全部都是脆弱無能的
[00:08:18.420 --> 00:08:20.420]  就在中間這個地方
[00:08:20.420 --> 00:08:23.420]  耶穌就跟他們設立晚餐
[00:08:23.420 --> 00:08:25.420]  而晚餐不是吃這麼簡單
[00:08:25.420 --> 00:08:28.420]  晚餐是去到應許承諾
[00:08:28.420 --> 00:08:31.420]  承諾門徒承諾我們這一幫
[00:08:31.420 --> 00:08:33.420]  是會脆弱是無能的人
[00:08:33.420 --> 00:08:37.420]  耶穌說我用我的血去立新約
[00:08:37.420 --> 00:08:39.420]  你就是我的子民
[00:08:39.420 --> 00:08:41.420]  而且由上至下你見到耶穌
[00:08:41.420 --> 00:08:46.420]  是不斷堅定地步向一個目的地
[00:08:46.420 --> 00:08:48.420]  那個目的地就是
[00:08:48.420 --> 00:08:51.420]  被出賣是走向十字架
[00:08:51.420 --> 00:08:55.420]  門徒就是脆弱的
[00:08:55.420 --> 00:08:59.420]  耶穌是一步一步走向十字架
[00:08:59.420 --> 00:09:02.420]  去進行上帝在他身上的旨意
[00:09:02.420 --> 00:09:04.420]  這個就是十字架的生命
[00:09:04.420 --> 00:09:07.420]  十四章講完了是不是很容易
[00:09:07.420 --> 00:09:10.420]  我引你回去看看聖經
[00:09:10.420 --> 00:09:13.420]  你跟著這個看很過癮的
[00:09:13.420 --> 00:09:15.420]  就是十五章
[00:09:15.420 --> 00:09:17.420]  十五章很奇怪又是這樣
[00:09:17.420 --> 00:09:19.420]  又是梅花間竹
[00:09:19.420 --> 00:09:21.420]  B的全部都是耶穌
[00:09:21.420 --> 00:09:24.420]  A全部都是耶穌以外的人
[00:09:24.420 --> 00:09:27.420]  你見到鏡頭就在switch
[00:09:27.420 --> 00:09:29.420]  開頭耶穌就是去到
[00:09:29.420 --> 00:09:33.420]  在羅馬的審訊比拉多面前
[00:09:33.420 --> 00:09:35.420]  用自我的啟示
[00:09:35.420 --> 00:09:37.420]  他說我就是猶太人
[00:09:37.420 --> 00:09:39.420]  我就是猶太人
[00:09:39.420 --> 00:09:43.420]  然後就把鏡頭轉去巴拉巴
[00:09:43.420 --> 00:09:45.420]  那些群眾就說要釋放巴拉巴
[00:09:45.420 --> 00:09:47.420]  不釋放耶穌
[00:09:47.420 --> 00:09:50.420]  巴拉巴是一個強盜
[00:09:50.420 --> 00:09:53.420]  他們寧願一個強盜釋放
[00:09:53.420 --> 00:09:58.420]  就不要無罪的耶穌被釋放
[00:09:58.420 --> 00:10:00.420]  接著鏡頭又回到B
[00:10:00.420 --> 00:10:03.420]  耶穌就被比拉多審核
[00:10:03.420 --> 00:10:04.420]  發現他沒有罪
[00:10:04.420 --> 00:10:07.420]  但是就稱為他為王
[00:10:07.420 --> 00:10:11.420]  很ironic在諷刺地說你就是王
[00:10:11.420 --> 00:10:15.420]  然後羅馬的兵丁就是戲弄耶穌
[00:10:15.420 --> 00:10:20.420]  將他掛上紙袍稱他為王
[00:10:20.420 --> 00:10:23.420]  然後耶穌就被釘十字架
[00:10:23.420 --> 00:10:25.420]  在十字架下面發生什麼事
[00:10:25.420 --> 00:10:29.420]  旁人和猶太的領袖就去戲弄耶穌
[00:10:29.420 --> 00:10:32.420]  稱他為所謂王
[00:10:32.420 --> 00:10:37.420]  接著耶穌就在十字架上面棄絕身亡
[00:10:37.420 --> 00:10:39.420]  羅馬的百夫長
[00:10:39.420 --> 00:10:41.420]  居然他就宣告在馬可福音裡面
[00:10:41.420 --> 00:10:43.420]  最重要的一句話
[00:10:43.420 --> 00:10:46.420]  他說這真是上帝的兒子
[00:10:46.420 --> 00:10:48.420]  這個就是上帝所設立的基督
[00:10:48.420 --> 00:10:50.420]  這個就是上帝的君王
[00:10:50.420 --> 00:10:52.420]  就是死在羞辱的十字架上面
[00:10:52.420 --> 00:10:56.420]  這個就是The Son of God
[00:10:56.420 --> 00:10:59.420]  然後婦女遠遠地望著十字架
[00:10:59.420 --> 00:11:02.420]  接著最後第九節
[00:11:02.420 --> 00:11:06.420]  第九段就是耶穌被埋葬
[00:11:06.420 --> 00:11:09.420]  我們看到十四十五章
[00:11:09.420 --> 00:11:11.420]  耶穌一路走向十字架的時候
[00:11:11.420 --> 00:11:15.420]  他就是越來越做一個victim
[00:11:15.420 --> 00:11:19.420]  一個無能者可以這麼說
[00:11:19.420 --> 00:11:22.420]  開頭他是設計了所有東西
[00:11:22.420 --> 00:11:26.420]  以及去到引出所有的行動
[00:11:26.420 --> 00:11:28.420]  但是到最後的時候
[00:11:28.420 --> 00:11:30.420]  他就接受身邊的人
[00:11:30.420 --> 00:11:33.420]  那些釘他十字架 凌辱他的人
[00:11:33.420 --> 00:11:35.420]  所有的行動
[00:11:35.420 --> 00:11:38.420]  如果你查一下這裡大概的動詞
[00:11:38.420 --> 00:11:40.420]  有人查過
[00:11:40.420 --> 00:11:43.420]  耶穌接受的動詞是五十多個動詞
[00:11:43.420 --> 00:11:46.420]  他做的事或者他有的動詞
[00:11:46.420 --> 00:11:48.420]  只有九個
[00:11:48.420 --> 00:11:50.420]  就是說他越來越變得被動
[00:11:50.420 --> 00:11:52.420]  因為他是要上十字架
[00:11:52.420 --> 00:11:54.420]  他是被crucify
[00:11:54.420 --> 00:11:56.420]  然後被埋葬
[00:11:56.420 --> 00:12:00.420]  在這個十五章的中間
[00:12:00.420 --> 00:12:03.420]  就正正是耶穌在十字架上面死
[00:12:03.420 --> 00:12:07.420]  在十字架上面他受苦
[00:12:07.420 --> 00:12:11.420]  受苦之後 死之後
[00:12:11.420 --> 00:12:15.420]  他就被稱為神的兒子
[00:12:15.420 --> 00:12:18.420]  這個才是上帝所派來的王者
[00:12:18.420 --> 00:12:20.420]  來拯救我們
[00:12:20.420 --> 00:12:23.420]  在聖宗裡面 特別是最後這兩天
[00:12:23.420 --> 00:12:26.420]  你會發現有很多不同的角色出現
[00:12:26.420 --> 00:12:28.420]  這些角色
[00:12:28.420 --> 00:12:31.420]  包括有一些猶太人的領袖
[00:12:31.420 --> 00:12:33.420]  Jewish leaders
[00:12:33.420 --> 00:12:36.420]  祭司長 民事 大祭司等等
[00:12:36.420 --> 00:12:42.420]  這些都是以自身的利益為上的人
[00:12:42.420 --> 00:12:44.420]  他們見到耶穌很受歡迎
[00:12:44.420 --> 00:12:48.420]  然後他們自己的地位受到威脅
[00:12:48.420 --> 00:12:50.420]  於是他們想出這個方法
[00:12:50.420 --> 00:12:52.420]  希望用這個方法
[00:12:52.420 --> 00:12:56.420]  去剷除耶穌和跟隨耶穌的群眾
[00:12:56.420 --> 00:12:58.420]  所以他們要釋放巴拉巴
[00:12:58.420 --> 00:13:00.420]  這是第一班人
[00:13:00.420 --> 00:13:03.420]  第二班人就是那些
[00:13:03.420 --> 00:13:06.420]  我們可以叫做 morally indifferent 的
[00:13:06.420 --> 00:13:09.420]  或者道德上 道義上
[00:13:09.420 --> 00:13:12.420]  是站在旁邊的
[00:13:12.420 --> 00:13:14.420]  隔岸觀火的人
[00:13:14.420 --> 00:13:18.420]  這個大概應該是比拉多的妙術
[00:13:18.420 --> 00:13:22.420]  你不要以為比拉多是好人
[00:13:22.420 --> 00:13:24.420]  有個人在第一世紀寫了很多東西
[00:13:24.420 --> 00:13:26.420]  叫做Josephus
[00:13:26.420 --> 00:13:28.420]  他寫了很多有關比拉多的東西
[00:13:28.420 --> 00:13:30.420]  他說這個人是很賤格的
[00:13:30.420 --> 00:13:32.420]  但是為什麼會在這裡
[00:13:32.420 --> 00:13:36.420]  他就好像好人一樣
[00:13:36.420 --> 00:13:38.420]  其實就不是
[00:13:38.420 --> 00:13:42.420]  他只是假意都是為了自己的 self-interest
[00:13:42.420 --> 00:13:48.420]  因為秦府或者一個羅馬的總督
[00:13:48.420 --> 00:13:50.420]  去搜一個縣 一個省
[00:13:50.420 --> 00:13:53.420]  就好像特首一樣
[00:13:53.420 --> 00:13:55.420]  特首最主要要做的是什麼
[00:13:55.420 --> 00:13:57.420]  不是要在那個地方
[00:13:57.420 --> 00:13:59.420]  使它興旺繁榮
[00:13:59.420 --> 00:14:01.420]  總之不亂就可以了
[00:14:01.420 --> 00:14:03.420]  總之大家平安
[00:14:03.420 --> 00:14:04.420]  我有茶喝 你也有茶喝
[00:14:04.420 --> 00:14:06.420]  大家不要出聲
[00:14:06.420 --> 00:14:09.420]  這樣中央就不會下來打壓我們了
[00:14:09.420 --> 00:14:12.420]  這個就是比拉多要做的工作
[00:14:12.420 --> 00:14:14.420]  所以他看到耶穌的時候
[00:14:14.420 --> 00:14:16.420]  他都不太在乎
[00:14:16.420 --> 00:14:18.420]  為什麼
[00:14:18.420 --> 00:14:22.420]  因為他都是自我利益為上
[00:14:22.420 --> 00:14:24.420]  那些門徒
[00:14:24.420 --> 00:14:26.420]  那些跟隨耶穌的門徒說
[00:14:26.420 --> 00:14:27.420]  誓死都會跟隨他
[00:14:27.420 --> 00:14:30.420]  誓死的都不會否認他
[00:14:30.420 --> 00:14:32.420]  到最後的時候
[00:14:32.420 --> 00:14:35.420]  他們又是各散東西
[00:14:35.420 --> 00:14:37.420]  因為要保住自己的命
[00:14:37.420 --> 00:14:40.420]  唯有耶穌自己一個
[00:14:40.420 --> 00:14:42.420]  我們的主
[00:14:42.420 --> 00:14:44.420]  他就走上十字架
[00:14:44.420 --> 00:14:45.420]  被釘十字架
[00:14:45.420 --> 00:14:47.420]  好像是一個無能的人
[00:14:47.420 --> 00:14:49.420]  但卻是因為他
[00:14:49.420 --> 00:14:52.420]  去到跟隨天父的旨意
[00:14:52.420 --> 00:14:55.420]  以至他能夠改變世界
[00:14:55.420 --> 00:14:57.420]  一個無能的人能夠改變世界
[00:14:57.420 --> 00:14:59.420]  一個無能的人能夠去
[00:14:59.420 --> 00:15:03.420]  改變許多人的生命
[00:15:03.420 --> 00:15:06.420]  改變許多人生命的軌跡
[00:15:06.420 --> 00:15:11.420]  耶穌願意受刑法
[00:15:11.420 --> 00:15:13.420]  讓我們在上帝面前
[00:15:13.420 --> 00:15:14.420]  能夠被治療
[00:15:14.420 --> 00:15:16.420]  他願意受審判
[00:15:16.420 --> 00:15:19.420]  以至我們能夠罪得赦免
[00:15:19.420 --> 00:15:20.420]  他受咒咒
[00:15:20.420 --> 00:15:22.420]  以至我們能夠有祝福
[00:15:22.420 --> 00:15:24.420]  我們能夠與上帝復活
[00:15:24.420 --> 00:15:25.420]  他受苦
[00:15:25.420 --> 00:15:27.420]  我們能夠有平安
[00:15:27.420 --> 00:15:28.420]  他受死
[00:15:28.420 --> 00:15:29.420]  我們有永生
[00:15:29.420 --> 00:15:32.420]  這個就是耶穌像無能的生命
[00:15:32.420 --> 00:15:34.420]  但在十字架上為我們成就
[00:15:34.420 --> 00:15:37.420]  改變世人的命運
[00:15:37.420 --> 00:15:40.420]  改變我們的命運
[00:15:40.420 --> 00:15:42.420]  我們今天這個
[00:15:42.420 --> 00:15:46.420]  宗樹主日的浸禮
[00:15:46.420 --> 00:15:49.420]  我們本身都想把它押後
[00:15:49.420 --> 00:15:51.420]  因為我們兩堂裡面
[00:15:51.420 --> 00:15:55.420]  都好像沒有人想浸禮
[00:15:55.420 --> 00:15:57.420]  還沒有預備好
[00:15:57.420 --> 00:15:59.420]  我們就去問了幾個
[00:15:59.420 --> 00:16:00.420]  有幾個有意思的
[00:16:00.420 --> 00:16:03.420]  但每個人都是先等一會
[00:16:03.420 --> 00:16:06.420]  唯獨是小優就決定
[00:16:06.420 --> 00:16:09.420]  她說一定要受浸禮
[00:16:09.420 --> 00:16:11.420]  我們同工就跟她說
[00:16:11.420 --> 00:16:13.420]  我們弄一盆水
[00:16:13.420 --> 00:16:17.420]  等十個就可以了
[00:16:17.420 --> 00:16:20.420]  因為汪奴弄了一整天
[00:16:20.420 --> 00:16:22.420]  又要煲水煲一天
[00:16:22.420 --> 00:16:25.420]  水是暖的
[00:16:25.420 --> 00:16:26.420]  我們問小優
[00:16:26.420 --> 00:16:31.420]  你想不想等到聖誕節的時候才浸
[00:16:31.420 --> 00:16:33.420]  她竟然說不肯
[00:16:33.420 --> 00:16:35.420]  她說不行
[00:16:35.420 --> 00:16:37.420]  我一定要接受水禮
[00:16:37.420 --> 00:16:38.420]  她才跟我說
[00:16:38.420 --> 00:16:39.420]  不行
[00:16:39.420 --> 00:16:42.420]  如果她真的決定要接受水禮
[00:16:42.420 --> 00:16:44.420]  為什麼要攔阻她
[00:16:44.420 --> 00:16:45.420]  對嗎
[00:16:45.420 --> 00:16:46.420]  怎樣辛苦都好
[00:16:46.420 --> 00:16:47.420]  等一會
[00:16:47.420 --> 00:16:49.420]  拜託幫幫忙
[00:16:49.420 --> 00:16:51.420]  怎樣辛苦都好
[00:16:51.420 --> 00:16:52.420]  一個罪人悔改
[00:16:52.420 --> 00:16:54.420]  宣認耶穌在她身上
[00:16:54.420 --> 00:16:56.420]  是她的王是她的主
[00:16:56.420 --> 00:16:58.420]  這是不是最美的聲音
[00:16:58.420 --> 00:17:01.420]  這是最好聽的見證
[00:17:01.420 --> 00:17:07.420]  所以我不知道
[00:17:07.420 --> 00:17:10.420]  汪奴弄了一盆水的時候
[00:17:10.420 --> 00:17:11.420]  覺得不搞錯
[00:17:11.420 --> 00:17:13.420]  一個人弄這麼多東西
[00:17:13.420 --> 00:17:14.420]  但你知道
[00:17:14.420 --> 00:17:18.420]  這是無價的奉獻
[00:17:18.420 --> 00:17:22.420]  一個罪人願意接受水禮
[00:17:22.420 --> 00:17:26.420]  到說耶穌在我身上就是作主
[00:17:26.420 --> 00:17:29.420]  因為救恩是無價的
[00:17:29.420 --> 00:17:33.420]  因為耶穌十字架的救恩是沒有價錢的
[00:17:33.420 --> 00:17:36.420]  是無價的
[00:17:36.420 --> 00:17:39.420]  最後我想點出兩點
[00:17:39.420 --> 00:17:41.420]  就是主為我們所做的
[00:17:41.420 --> 00:17:44.420]  就是他們看清楚
[00:17:44.420 --> 00:17:45.420]  認清楚
[00:17:45.420 --> 00:17:48.420]  看透這個十字架
