
[00:00:00.000 --> 00:00:04.360]  感謝神,兩個多禮拜前,我們在二十週年的慶典的聚會,
[00:04:41.200 --> 00:04:45.200]  跟你媽說神要打開我們的墳墓。
[00:04:45.200 --> 00:04:48.700]  十二節主宰就是我必開你們的墳墓,
[00:04:48.700 --> 00:04:51.700]  使你們從墳墓中出來。
[00:04:51.700 --> 00:04:53.700]  什麼是墳墓?
[00:04:53.700 --> 00:04:57.700]  墳墓就代表了一種捆鎖,
[00:04:57.700 --> 00:05:00.700]  墳墓代表了一種隔絕,
[00:05:00.700 --> 00:05:03.700]  墳墓代表了一種攔阻,
[00:05:03.700 --> 00:05:07.700]  墳墓更代表一種不可能的環境,
[00:05:07.700 --> 00:05:11.700]  因為死了,死了就沒有指望。
[00:05:11.700 --> 00:05:14.200]  今天在我們每天的生活當中,
[00:05:14.200 --> 00:05:20.700]  我們不也是同樣的常常面對這種生命中的墳墓嗎?
[00:05:20.700 --> 00:05:25.700]  多少時候當我們面對自己生命當中的罪惡跟傷害,
[00:05:25.700 --> 00:05:28.700]  我們的心靈好像被緊緊的捆鎖,
[00:05:28.700 --> 00:05:30.700]  不能得到自由,
[00:05:30.700 --> 00:05:34.200]  我們好像被困在墳墓裡面一樣,
[00:05:34.200 --> 00:05:38.200]  多少時候我們面對人際關係的隔絕,
[00:05:38.200 --> 00:05:39.700]  無論我們怎麼樣做,
[00:05:39.700 --> 00:05:40.700]  怎麼樣嘗試,
[00:05:40.700 --> 00:05:44.700]  好像都無法挽回這人際關係,
[00:05:44.700 --> 00:05:48.700]  我們好像被困在一個墳墓的裡面,
[00:05:48.700 --> 00:05:51.700]  多少時候我們面對人生的困境,
[00:05:51.700 --> 00:05:53.700]  好像銅牆鐵壁一樣,
[00:05:53.700 --> 00:05:56.700]  我們怎麼樣都無法超越,
[00:05:56.700 --> 00:06:00.700]  我們好像被困在一個墳墓裡面一樣,
[00:06:00.700 --> 00:06:04.700]  多少時候在我們心靈深處有多少的夢想,
[00:06:04.700 --> 00:06:07.700]  但我們所面對的環境卻是一個一個,
[00:06:07.700 --> 00:06:11.700]  接二連三不可能的環境,
[00:06:11.700 --> 00:06:15.700]  我們好像是被困在墳墓裡面的光景一樣,
[00:06:15.700 --> 00:06:19.700]  但是今天無論你我的處境是如何,
[00:06:19.700 --> 00:06:23.700]  無論在我們生命當中有多少的攔阻跟困境,
[00:06:23.700 --> 00:06:25.700]  有如墳墓一樣,
[00:06:25.700 --> 00:06:27.700]  但我卻很清楚的告訴你,
[00:06:27.700 --> 00:06:31.700]  我們的神是一位能夠為我們生命當中打開墳墓的神,
[00:06:31.700 --> 00:06:33.700]  Hallelujah!
[00:06:33.700 --> 00:06:35.700]  事實上耶穌基督祂自己,
[00:06:35.700 --> 00:06:38.700]  就是打開墳墓的神不是嗎?
[00:06:38.700 --> 00:06:40.700]  祂為我們私人的罪,
[00:06:40.700 --> 00:06:44.700]  甘願背上十字架走上受苦的道路,
[00:06:44.700 --> 00:06:48.700]  祂為我們釘在十字架上死了,
[00:06:48.700 --> 00:06:51.700]  埋葬在墳墓的裡面,
[00:06:51.700 --> 00:06:54.700]  然而因為祂是無罪的救主,
[00:06:54.700 --> 00:06:56.700]  第三天祂從死裡復活,
[00:06:56.700 --> 00:06:58.700]  祂是一位打開墳墓的救主,
[00:06:58.700 --> 00:07:00.700]  Hallelujah!
[00:07:00.700 --> 00:07:03.700]  祂不但為祂自己打開墳墓,
[00:07:03.700 --> 00:07:08.700]  祂更是能夠為每一位相信祂的人打開墳墓,
[00:07:08.700 --> 00:07:10.700]  Hallelujah!
[00:07:10.700 --> 00:07:12.700]  你還記得在約翰福音裡面,
[00:07:12.700 --> 00:07:15.700]  特別講到當拉撒路死了,
[00:07:15.700 --> 00:07:18.700]  耶穌來到伯大林,
[00:07:18.700 --> 00:07:20.700]  耶穌來到他墳墓的面前,
[00:07:20.700 --> 00:07:22.700]  祂就吩咐眾人說什麼呢?
[00:07:22.700 --> 00:07:28.700]  耶穌說:挪開石頭,打開墳墓來吧!
[00:07:28.700 --> 00:07:29.700]  雖然從人的角度來講,
[00:07:29.700 --> 00:07:31.700]  這是個不可能的事情,
[00:07:31.700 --> 00:07:34.700]  拉撒路已經死了四天了,
[00:07:34.700 --> 00:07:36.700]  身體說不定都臭了,
[00:07:36.700 --> 00:07:38.700]  沒有希望了,
[00:07:38.700 --> 00:07:42.700]  但耶穌很清楚地站在墳墓門口,
[00:07:42.700 --> 00:07:46.700]  吩咐拉撒路說:拉撒路,出來!
[00:07:46.700 --> 00:07:52.700]  你知道當時每一個屍體都是用很多的布包得緊緊,
[00:07:52.700 --> 00:07:54.700]  根本動彈不得,
[00:07:54.700 --> 00:07:58.700]  所以耶穌吩咐拉撒路出來的時候還特別說一句話,
[00:07:58.700 --> 00:08:01.700]  解開它,讓它走出來!
[00:08:01.700 --> 00:08:03.700]  Hallelujah!
[00:08:03.700 --> 00:08:09.700]  你可知道今天我們的神是可以在你生命當中為你打開墳墓的嗎?
[00:08:09.700 --> 00:08:12.700]  能夠解開一切的困鎖,
[00:08:12.700 --> 00:08:14.700]  不但為你打開墳墓,
[00:08:14.700 --> 00:08:17.700]  而且能夠使你從墳墓中走出來!
[00:08:17.700 --> 00:08:18.700]  Hallelujah!
[00:08:18.700 --> 00:08:22.700]  多少時候當你感覺到被環境所困,
[00:08:22.700 --> 00:08:24.700]  你覺得走投無路,
[00:08:24.700 --> 00:08:27.700]  多少時候你感覺到靈裡的疲乏,
[00:08:27.700 --> 00:08:29.700]  內心的冰冷,
[00:08:29.700 --> 00:08:31.700]  你覺得一點盼望都沒有,
[00:08:31.700 --> 00:08:35.700]  但事實上神要對你說從今天開始,
[00:08:35.700 --> 00:08:38.700]  你要開始經歷到新的事情,
[00:08:38.700 --> 00:08:40.700]  神要為你打開墳墓,
[00:08:40.700 --> 00:08:42.700]  斷開一切的鎖鏈,
[00:08:42.700 --> 00:08:44.700]  挪開一切不可能的環境!
[00:08:44.700 --> 00:08:45.700]  Hallelujah!
[00:08:45.700 --> 00:08:46.700]  Amen!
[00:08:46.700 --> 00:08:52.700]  神要在你裡面成全一個你從來以為不可能的事情,
[00:08:52.700 --> 00:08:56.700]  那你說這件事情怎麼可能臨到在我身上呢?
[00:08:56.700 --> 00:09:00.700]  你一定要憑信心來領受神的話語,
[00:09:00.700 --> 00:09:02.700]  來領受神的應許!
[00:09:02.700 --> 00:09:05.700]  今天既然神說這個預言,
[00:09:05.700 --> 00:09:09.700]  這個Prophecy是對耶和華的大君所說的,
[00:09:09.700 --> 00:09:12.700]  今天你我就在這支大軍隊當中,
[00:09:12.700 --> 00:09:14.700]  我們要領受這樣的話語,
[00:09:14.700 --> 00:09:17.700]  抓住神的應許來跟隨神!
[00:09:17.700 --> 00:09:21.700]  你要知道在拉薩路死了之後,
[00:09:21.700 --> 00:09:23.700]  耶穌來到伯大林,
[00:09:23.700 --> 00:09:24.700]  很有意思,
[00:09:24.700 --> 00:09:27.700]  馬大就來見耶穌!
[00:09:27.700 --> 00:09:29.700]  馬大出來迎接耶穌,
[00:09:29.700 --> 00:09:31.700]  那馬大對耶穌說什麼呢?
[00:09:31.700 --> 00:09:35.700]  約翰福音第十一章二十一節跟二十二節很有意思,
[00:09:35.700 --> 00:09:36.700]  馬大對耶穌說,
[00:09:36.700 --> 00:09:37.700]  主啊!
[00:09:37.700 --> 00:09:39.700]  你若早在這裡,
[00:09:39.700 --> 00:09:42.700]  我兄弟就必不死!
[00:09:42.700 --> 00:09:43.700]  換句話說,
[00:09:43.700 --> 00:09:45.700]  來得太晚了啦!
[00:09:45.700 --> 00:09:48.700]  就算你是耶穌也沒用啊!
[00:09:48.700 --> 00:09:49.700]  已經死了,
[00:09:49.700 --> 00:09:51.700]  太晚了!
[00:09:51.700 --> 00:09:54.700]  多少時候我們遇到人生的困境的時候,
[00:09:54.700 --> 00:09:56.700]  我們不也是這樣埋怨神嗎?
[00:09:56.700 --> 00:09:57.700]  主啊!
[00:09:57.700 --> 00:09:59.700]  你不是不早點幫助我嗎?
[00:09:59.700 --> 00:10:01.700]  你早點幫助我就好了,
[00:10:01.700 --> 00:10:04.700]  現在太晚了啦!
[00:10:04.700 --> 00:10:06.700]  已經沒有希望,
[00:10:06.700 --> 00:10:07.700]  沒有盼望,
[00:10:07.700 --> 00:10:08.700]  太晚了!
[00:10:08.700 --> 00:10:09.700]  算了!
[00:10:09.700 --> 00:10:10.700]  我還是按照我自己的方法,
[00:10:10.700 --> 00:10:11.700]  靠自己的力量,
[00:10:11.700 --> 00:10:12.700]  走自己的道路,
[00:10:12.700 --> 00:10:13.700]  算了!
[00:10:13.700 --> 00:10:14.700]  可是很有意思,
[00:10:14.700 --> 00:10:17.700]  我們看見馬大沒有停在這裡而已,
[00:10:17.700 --> 00:10:18.700]  馬大說,
[00:10:18.700 --> 00:10:19.700]  你來得太晚了,
[00:10:19.700 --> 00:10:20.700]  主啊!
[00:10:20.700 --> 00:10:21.700]  可是他沒有停在這裡,
[00:10:21.700 --> 00:10:23.700]  二十二節他怎麼說呢?
[00:10:23.700 --> 00:10:25.700]  就是現在,
[00:10:25.700 --> 00:10:28.700]  我也知道你無論向神求什麼,
[00:10:28.700 --> 00:10:30.700]  神也必賜給你,
[00:10:30.700 --> 00:10:32.700]  我告訴你,
[00:10:32.700 --> 00:10:36.700]  你真的要是給馬大一點credit,
[00:10:36.700 --> 00:10:38.700]  很多時候我們常常都批評馬大,
[00:10:38.700 --> 00:10:40.700]  都覺得馬大很不屬靈,
[00:10:40.700 --> 00:10:42.700]  你就要在這裡,
[00:10:42.700 --> 00:10:45.700]  馬大在這個時刻竟然能夠表達出一種
[00:10:45.700 --> 00:10:48.700]  出乎意料的信心,
[00:10:48.700 --> 00:10:49.700]  他第一句話講,
[00:10:49.700 --> 00:10:50.700]  不可能太晚,
[00:10:50.700 --> 00:10:52.700]  但是,但是,但是,
[00:10:52.700 --> 00:10:53.700]  第二句話講,
[00:10:53.700 --> 00:10:55.700]  太棒了,
[00:10:55.700 --> 00:10:56.700]  就是現在,
[00:10:56.700 --> 00:10:57.700]  英文更棒,
[00:10:57.700 --> 00:10:59.700]  even now,
[00:10:59.700 --> 00:11:01.700]  就算在這樣一個環境,
[00:11:01.700 --> 00:11:03.700]  就算太晚了,
[00:11:03.700 --> 00:11:05.700]  就算毫沒有盼望,
[00:11:05.700 --> 00:11:06.700]  even now,
[00:11:06.700 --> 00:11:09.700]  就在現在這種情況當中,
[00:11:09.700 --> 00:11:11.700]  但是我仍然知道,
[00:11:11.700 --> 00:11:14.700]  仍然相信,
[00:11:14.700 --> 00:11:16.700]  只要無論你向神求什麼,
[00:11:16.700 --> 00:11:18.700]  他仍必賜給你,
[00:11:18.700 --> 00:11:20.700]  哇!
[00:11:20.700 --> 00:11:21.700]  雖然我在想,
[00:11:21.700 --> 00:11:23.700]  馬大根本不知道耶穌會做什麼,
[00:11:23.700 --> 00:11:24.700]  honestly,
[00:11:24.700 --> 00:11:26.700]  他恐怕根本不知道耶穌會,
[00:11:26.700 --> 00:11:27.700]  也不知道耶穌能做什麼,
[00:11:27.700 --> 00:11:28.700]  他根本恐怕不知道,
[00:11:28.700 --> 00:11:31.700]  無法想像耶穌能夠做什麼,
[00:11:31.700 --> 00:11:33.700]  但是這是表達他對神一種信心,
[00:11:33.700 --> 00:11:35.700]  一種很,
[00:11:35.700 --> 00:11:36.700]  就算很微小的信心,
[00:11:36.700 --> 00:11:37.700]  他還是抓住,
[00:11:37.700 --> 00:11:39.700]  雖然你來得太晚,
[00:11:39.700 --> 00:11:40.700]  我覺得實在太晚,
[00:11:40.700 --> 00:11:41.700]  沒有用,
[00:11:41.700 --> 00:11:42.700]  但是我還是憑著小小的信心,
[00:11:42.700 --> 00:11:44.700]  抓住你,
[00:11:44.700 --> 00:11:46.700]  抓住神,
[00:11:46.700 --> 00:11:48.700]  就是現在,
[00:11:48.700 --> 00:11:49.700]  我還是知道,
[00:11:49.700 --> 00:11:50.700]  我還是選擇相信,
[00:11:50.700 --> 00:11:52.700]  你無論向神求什麼,
[00:11:52.700 --> 00:11:54.700]  他仍要賜給你,
[00:11:54.700 --> 00:11:56.700]  Hallelujah!
[00:11:56.700 --> 00:11:57.700]  這是為什麼後來,
[00:11:57.700 --> 00:12:00.700]  耶穌在十一章四十節裡面,
[00:12:00.700 --> 00:12:01.700]  耶穌對馬大說,
[00:12:01.700 --> 00:12:02.700]  不是對你說過嗎?
[00:12:02.700 --> 00:12:03.700]  你若信,
[00:12:03.700 --> 00:12:06.700]  就不會看見神的榮耀嗎?
[00:12:06.700 --> 00:12:07.700]  很多人以為這裡是,
[00:12:07.700 --> 00:12:08.700]  耶穌在責備馬大,
[00:12:08.700 --> 00:12:09.700]  No,No,No,No,
[00:12:09.700 --> 00:12:10.700]  我越看這段聲音,
[00:12:10.700 --> 00:12:12.700]  我越覺得不是耶穌在責備,
[00:12:12.700 --> 00:12:14.700]  耶穌在提醒馬大,
[00:12:14.700 --> 00:12:16.700]  我不是提醒過你嗎?
[00:12:16.700 --> 00:12:17.700]  你若信,
[00:12:17.700 --> 00:12:19.700]  你不是那一點點的信心在,
[00:12:19.700 --> 00:12:21.700]  你微弱的信心嗎?
[00:12:21.700 --> 00:12:22.700]  你若信,
[00:12:22.700 --> 00:12:24.700]  就看見神的榮耀,
[00:12:24.700 --> 00:12:26.700]  結果果然,
[00:12:26.700 --> 00:12:27.700]  耶穌叫拉撒路,
[00:12:27.700 --> 00:12:29.700]  從死裡復活,
[00:12:29.700 --> 00:12:30.700]  Hallelujah!
[00:12:30.700 --> 00:12:33.700]  今天你我的神,
[00:12:33.700 --> 00:12:34.700]  是因為能為我們,
[00:12:34.700 --> 00:12:36.700]  打開墳墓的神,
[00:12:36.700 --> 00:12:38.700]  在我們一切不可能的環境當中,
[00:12:38.700 --> 00:12:40.700]  為我們來開路,
[00:12:40.700 --> 00:12:42.700]  在神永遠沒有難程的事情,
[00:12:42.700 --> 00:12:43.700]  Amen!
[00:12:43.700 --> 00:12:48.700]  就算在我們的信心在微小,
[00:12:48.700 --> 00:12:50.700]  就像馬大一樣,
[00:12:50.700 --> 00:12:52.700]  那麼微小的信心,
[00:12:52.700 --> 00:12:53.700]  就是不可能,
[00:12:53.700 --> 00:12:54.700]  太晚了,
[00:12:54.700 --> 00:12:56.700]  沒用了,
[00:12:56.700 --> 00:13:00.700]  但是我還有一點點相信,
[00:13:00.700 --> 00:13:02.700]  我還有一點點選擇相信,
[00:13:02.700 --> 00:13:04.700]  在你還是沒有難程的事情,
[00:13:04.700 --> 00:13:07.700]  你還可以做偉大奇妙的工作,
[00:13:07.700 --> 00:13:10.700]  就是這樣一點微小的信心,
[00:13:10.700 --> 00:13:13.700]  當我們選擇來相信神,
[00:13:13.700 --> 00:13:17.700]  我們就能夠精力走出墳墓的恩典,
[00:13:17.700 --> 00:13:18.700]  Amen!
[00:13:18.700 --> 00:13:21.700]  所以第一件事情太寶貴了,
[00:13:21.700 --> 00:13:26.700]  神要打開我們的墳墓,
[00:13:26.700 --> 00:13:27.700]  第二件事情,
[00:13:27.700 --> 00:13:28.700]  神要這個大軍隊所做,
[00:13:28.700 --> 00:13:30.700]  神要賜下屬靈的更新,
[00:13:30.700 --> 00:13:31.700]  跟你們說,
[00:13:31.700 --> 00:13:34.700]  神要賜下屬靈的更新,
[00:13:34.700 --> 00:13:35.700]  十四節神在這裡說,
[00:13:35.700 --> 00:13:38.700]  我要將我的靈放在你們的裡面,
[00:13:38.700 --> 00:13:40.700]  你們就活了,
[00:13:40.700 --> 00:13:41.700]  換句話說,
[00:13:41.700 --> 00:13:43.700]  神要賜下一個更新的靈,
[00:13:43.700 --> 00:13:45.700]  在我們生命當中,
[00:13:45.700 --> 00:13:47.700]  因為太多時候在教會久了,
[00:13:47.700 --> 00:13:53.700]  你總覺得大概信仰就只不過是如此而已,
[00:13:53.700 --> 00:13:54.700]  有時候在小組裡面,
[00:13:54.700 --> 00:13:55.700]  你久了,
[00:13:55.700 --> 00:13:57.700]  你服事了一段時間,
[00:13:57.700 --> 00:13:59.700]  你也總覺得,
[00:13:59.700 --> 00:14:03.700]  神的作為大概也就是如此而已,
[00:14:03.700 --> 00:14:04.700]  所以我常說,
[00:14:04.700 --> 00:14:08.700]  在教會裡面充滿了很多所謂的老基督徒,
[00:14:08.700 --> 00:14:10.700]  什麼叫老基督徒呢?
[00:14:10.700 --> 00:14:13.700]  很多人以為老基督徒做基督徒做了很久,
[00:14:13.700 --> 00:14:16.700]  有些人一做基督徒就是老基督徒,
[00:14:16.700 --> 00:14:18.700]  什麼叫老基督徒呢?
[00:14:18.700 --> 00:14:24.700]  老基督徒是那些對神失去了偉大的期待的人,
[00:14:24.700 --> 00:14:27.700]  既不覺得神能夠做什麼偉大奇妙的作為,
[00:14:27.700 --> 00:14:32.700]  更不覺得神能夠在我們生命做任何改變的工作,
[00:14:32.700 --> 00:14:34.700]  但事實上你們要告訴你,
[00:14:34.700 --> 00:14:35.700]  今天我們所信的神,
[00:14:35.700 --> 00:14:38.700]  永遠是一位做心事的神,
[00:14:38.700 --> 00:14:41.700]  我喜歡雷根總統常常喜歡講的一句話,
[00:14:41.700 --> 00:14:43.700]  雷根總統常常喜歡講的一句話,
[00:14:43.700 --> 00:14:45.700]  You ain't seen nothing yet!
[00:14:45.700 --> 00:14:47.700]  你還沒有開始看見啊!
[00:14:47.700 --> 00:14:50.700]  你還沒有開始看見啊!
[00:14:50.700 --> 00:14:51.700]  Amen?
[00:14:51.700 --> 00:14:52.700]  你不要以為你看夠,
[00:14:52.700 --> 00:14:55.700]  No,你根本沒看見過,
[00:14:55.700 --> 00:14:59.700]  我們的神永遠是一位做心事的神,
[00:14:59.700 --> 00:15:04.700]  這為什麼主耶穌在路加福音五章三十七、三十八節裡面,
[00:15:04.700 --> 00:15:08.700]  主說沒有人把新酒放在舊皮帶裡,
[00:15:08.700 --> 00:15:09.700]  三十八節是什麼?
[00:15:09.700 --> 00:15:13.700]  新酒要放在新皮帶裡面,
[00:15:13.700 --> 00:15:16.700]  我相信我們都曾經做過新皮帶不是嗎?
[00:15:16.700 --> 00:15:18.700]  當你信主的時候,
[00:15:18.700 --> 00:15:19.700]  是一種新皮帶,
[00:15:19.700 --> 00:15:21.700]  哇,多麼興奮,
[00:15:21.700 --> 00:15:24.700]  剛剛信主多麼火熱,
[00:15:24.700 --> 00:15:26.700]  當你被聖靈充滿的時候,
[00:15:26.700 --> 00:15:27.700]  不是一種新皮帶,
[00:15:27.700 --> 00:15:28.700]  新的經驗,
[00:15:28.700 --> 00:15:30.700]  哇,這聖靈充滿他的能力,
[00:15:30.700 --> 00:15:32.700]  為主做見證,
[00:15:32.700 --> 00:15:34.700]  很興奮,
[00:15:34.700 --> 00:15:35.700]  當你在小組,
[00:15:35.700 --> 00:15:36.700]  開始在小組裡面帶領小組,
[00:15:36.700 --> 00:15:37.700]  開始新的小組,
[00:15:37.700 --> 00:15:38.700]  開始侍奉的時候,
[00:15:38.700 --> 00:15:39.700]  哇,新的經驗,
[00:15:39.700 --> 00:15:43.700]  哇,覺得這新皮帶很興奮,
[00:15:43.700 --> 00:15:46.700]  可曾幾何時有時候在教會裡面,
[00:15:46.700 --> 00:15:48.700]  在你信仰過程當中,
[00:15:48.700 --> 00:15:50.700]  你變成舊皮帶了,
[00:15:50.700 --> 00:15:54.700]  好像沒有一件事情讓你心中再感覺興奮了,
[00:15:54.700 --> 00:15:57.700]  你覺得一切都只不過如此而已,
[00:15:57.700 --> 00:15:58.700]  那我第五點沒讓我告訴你,
[00:15:58.700 --> 00:16:01.700]  今天我們需要求聖靈的恩高,
[00:16:01.700 --> 00:16:03.700]  再一次充滿澆灌我們,
[00:16:03.700 --> 00:16:08.700]  我們要重新選擇來做一個新皮帶,
[00:16:08.700 --> 00:16:09.700]  我再一次說,
[00:16:09.700 --> 00:16:13.700]  你要重新選擇來做一個新皮帶,
[00:16:13.700 --> 00:16:16.700]  因為聖靈永遠是新酒,
[00:16:16.700 --> 00:16:20.700]  新酒永遠要放在新皮帶裡,
[00:16:20.700 --> 00:16:25.700]  你一定要容許神用新的方法來帶領你,
[00:16:25.700 --> 00:16:28.700]  這就好像初代教會的門徒們一樣,
[00:16:28.700 --> 00:16:30.700]  其實你知道初代教會的門徒,
[00:16:30.700 --> 00:16:33.700]  他們跟隨主都做過新皮帶,
[00:16:33.700 --> 00:16:36.700]  當主呼召他們來跟從他的時候,
[00:16:36.700 --> 00:16:39.700]  我們看這些門徒捨了網捨了船,
[00:16:39.700 --> 00:16:41.700]  就跟隨耶穌,
[00:16:41.700 --> 00:16:42.700]  新皮帶,
[00:16:42.700 --> 00:16:43.700]  很興奮,
[00:16:43.700 --> 00:16:45.700]  捨下這一切過去的,
[00:16:45.700 --> 00:16:47.700]  就是來跟從耶穌,
[00:16:47.700 --> 00:16:49.700]  我請問你,
[00:16:49.700 --> 00:16:52.700]  若是你有機會在地上跟從耶穌,
[00:16:52.700 --> 00:16:54.700]  請問好不好?
[00:16:54.700 --> 00:16:56.700]  好不好?
[00:16:56.700 --> 00:16:57.700]  當然好,
[00:16:57.700 --> 00:16:58.700]  肚子餓了,
[00:16:58.700 --> 00:17:01.700]  耶穌變餅給你吃,
[00:17:01.700 --> 00:17:02.700]  生病了,
[00:17:02.700 --> 00:17:05.700]  耶穌立刻醫治你,
[00:17:05.700 --> 00:17:07.700]  就算你沒有錢交稅,
[00:17:07.700 --> 00:17:08.700]  耶穌說,
[00:17:08.700 --> 00:17:09.700]  釣個魚吧,
[00:17:09.700 --> 00:17:10.700]  從魚口中給錢給你交稅,
[00:17:10.700 --> 00:17:11.700]  Hallelujah,
[00:17:11.700 --> 00:17:13.700]  多好啊!
[00:17:13.700 --> 00:17:17.700]  有什麼比得過在地上跟隨耶穌呢?
[00:17:17.700 --> 00:17:21.700]  所以當耶穌從死裡復活之後,
[00:17:21.700 --> 00:17:25.700]  你還記得門徒們看著祂升到天上去,
[00:17:25.700 --> 00:17:29.700]  聖經講到說,門徒們站在那裡望天,
[00:17:29.700 --> 00:17:31.700]  一定望了很久,
[00:17:31.700 --> 00:17:32.700]  為什麼?
[00:17:32.700 --> 00:17:33.700]  因為天使後來對他說,
[00:17:33.700 --> 00:17:36.700]  嘿,你們為什麼站著望天呢?
[00:17:36.700 --> 00:17:38.700]  一定望了很久,
[00:17:38.700 --> 00:17:40.700]  為什麼要站著望天呢?
