
[00:00:00.000 --> 00:00:06.500]  這個系列叫"講男講女",我們連續三個禮拜去講關於男女的關係
[00:04:42.500 --> 00:04:45.500]  就知道,哦,爲什麼她好像個boy,好像個男孩
[00:04:45.500 --> 00:04:48.500]  一樣的,你認識一個活活的人
[00:04:48.500 --> 00:04:52.500]  你想知道她是怎樣的,不是憑一些形容詞你能夠明白的
[00:04:52.500 --> 00:04:55.500]  我說很靚呢,你都不明白是怎樣靚,是哪裏靚
[00:04:55.500 --> 00:04:58.500]  你要去認識她,你要去遇見她,經歷她的時候
[00:04:58.500 --> 00:05:00.500]  你就知道是怎樣的
[00:05:00.500 --> 00:05:03.500]  一個活生生的人是這樣,何況一個神呢
[00:05:03.500 --> 00:05:05.500]  神是活生生的
[00:05:05.500 --> 00:05:08.500]  你要去經歷她,你要去和她有關係的時候
[00:05:08.500 --> 00:05:10.500]  就知道,什麼,怎樣是三位一體
[00:05:10.500 --> 00:05:12.500]  所以今天,大家會有一個困難的
[00:05:12.500 --> 00:05:15.500]  但是記住,神是三位一體,聖父,聖子,聖靈
[00:05:15.500 --> 00:05:17.500]  你想明白,你要去經歷她
[00:05:17.500 --> 00:05:19.500]  神就是這樣
[00:05:19.500 --> 00:05:21.500]  三位一體
[00:05:21.500 --> 00:05:23.500]  其實這裏也象徵着一樣東西
[00:05:23.500 --> 00:05:25.500]  剛纔阿John說的對了
[00:05:25.500 --> 00:05:28.500]  原裝正本的第一個關係是神自己
[00:05:28.500 --> 00:05:31.500]  神裏面有一個關係,有一個fellowship
[00:05:31.500 --> 00:05:34.500]  三個又是一個,一個又是三個
[00:05:34.500 --> 00:05:36.500]  他們是同一體
[00:05:36.500 --> 00:05:38.500]  有同一個計劃
[00:05:38.500 --> 00:05:41.500]  有同一個展望,有同一個愛在裏面
[00:05:41.500 --> 00:05:44.500]  三個,但走同一個方向,做同一樣的事
[00:05:44.500 --> 00:05:51.500]  剛纔創世紀一章二十七節說,神就照着自己的形象做人
[00:05:51.500 --> 00:05:54.500]  照着我們的形象,我們的樣式去做人
[00:05:54.500 --> 00:05:57.500]  照着他的形象做男,做女
[00:05:57.500 --> 00:05:59.500]  很多時候看到聖經就說
[00:05:59.500 --> 00:06:03.500]  神就好像我們這樣,有四肢,有頭髮,有鬍子,有眼,這樣的形象
[00:06:03.500 --> 00:06:06.500]  剛纔說的神是三位一體
[00:06:06.500 --> 00:06:09.500]  神的形象和樣式是怎樣
[00:06:09.500 --> 00:06:13.500]  神的形象和樣式就是三位一體
[00:06:13.500 --> 00:06:16.500]  一個完美的關係
[00:06:16.500 --> 00:06:18.500]  一個原裝正品最完美的關係
[00:06:18.500 --> 00:06:19.500]  有和諧裏面
[00:06:19.500 --> 00:06:22.500]  三個好像不同,但又是一樣,又是一樣
[00:06:22.500 --> 00:06:25.500]  一同的,在一起,很和諧
[00:06:25.500 --> 00:06:28.500]  這是神自己的樣式
[00:06:28.500 --> 00:06:31.500]  你經常聽到人說什麼unity,合一
[00:06:31.500 --> 00:06:34.500]  三個,但是一個
[00:06:34.500 --> 00:06:35.500]  一個完美的關係
[00:06:35.500 --> 00:06:41.500]  神的樣式就是一個完美三位一體的關係
[00:06:41.500 --> 00:06:44.500]  神做人,做男,做女
[00:06:44.500 --> 00:06:48.500]  就是要男女成爲一個像鏡子一樣
[00:06:48.500 --> 00:06:52.500]  去反映神是怎樣的
[00:06:52.500 --> 00:06:54.500]  所以神做人的時候
[00:06:54.500 --> 00:06:56.500]  按照這個計劃去做
[00:06:56.500 --> 00:06:59.500]  所以做的時候有特別的方法去做,不是隨便做的
[00:06:59.500 --> 00:07:02.500]  因爲他要將男和女放在一起的時候
[00:07:02.500 --> 00:07:04.500]  讓人看到神是怎樣的
[00:07:04.500 --> 00:07:07.500]  這是一個完美的關係
[00:07:07.500 --> 00:07:11.500]  所以創世紀二章24-25節一起讀
[00:07:11.500 --> 00:07:12.500]  1,2,3
[00:07:12.500 --> 00:07:17.500]  因此人要離開父母,與妻子聯合
[00:07:17.500 --> 00:07:19.500]  二人成爲一體
[00:07:19.500 --> 00:07:25.500]  當時夫妻二人赤身露體,並不羞恥
[00:07:25.500 --> 00:07:30.500]  神的計劃就是男女要有神的形象
[00:07:30.500 --> 00:07:32.500]  人看到男女在一起的時候
[00:07:32.500 --> 00:07:33.500]  看到神自己是怎樣的
[00:07:33.500 --> 00:07:36.500]  一個很和諧,合一的關係
[00:07:36.500 --> 00:07:39.500]  所以就着這個計劃,神就這樣設計了人
[00:07:39.500 --> 00:07:43.500]  上幾個禮拜也說了
[00:07:43.500 --> 00:07:47.500]  女人是由男人拿出一條骨頭
[00:07:47.500 --> 00:07:50.500]  意思是他們是同源的,是一起的,是平等的
[00:07:50.500 --> 00:07:52.500]  這裏也說了一件事
[00:07:52.500 --> 00:07:55.500]  人要離開父母,與妻子聯合
[00:07:55.500 --> 00:07:56.500]  二人成爲一體
[00:07:56.500 --> 00:07:59.500]  剛纔是三位一體
[00:07:59.500 --> 00:08:02.500]  現在是兩個成爲一個
[00:08:02.500 --> 00:08:05.500]  兩個成爲一個
[00:08:05.500 --> 00:08:07.500]  而且這個關係是很好的
[00:08:07.500 --> 00:08:10.500]  不穿衣服,對着也不覺得羞恥
[00:08:10.500 --> 00:08:12.500]  真的不覺得,哇,你爲什麼這麼胖
[00:08:12.500 --> 00:08:14.500]  你最近喫了什麼東西
[00:08:14.500 --> 00:08:15.500]  爲什麼這麼胖
[00:08:15.500 --> 00:08:17.500]  其實不止這樣
[00:08:17.500 --> 00:08:18.500]  其實那個赤身露體就是
[00:08:18.500 --> 00:08:20.500]  我沒有東西需要遮掩的
[00:08:20.500 --> 00:08:23.500]  我的歷史,我的經過,我所想的
[00:08:23.500 --> 00:08:25.500]  我可以坦蕩蕩地和對方說
[00:08:25.500 --> 00:08:27.500]  沒有東西阻隔的
[00:08:27.500 --> 00:08:29.500]  不會有尷尬的
[00:08:29.500 --> 00:08:33.500]  一個美好的關係,完美的關係
[00:08:33.500 --> 00:08:35.500]  這個是神做人的事
[00:08:35.500 --> 00:08:36.500]  爲什麼這麼做
[00:08:36.500 --> 00:08:39.500]  因爲反映出神是三位一體的
[00:08:39.500 --> 00:08:41.500]  二人成爲一體
[00:08:41.500 --> 00:08:42.500]  這裏很重要的
[00:08:42.500 --> 00:08:45.500]  要離開父母,與妻子聯合
[00:08:45.500 --> 00:08:47.500]  中華人一看到這句就生氣了
[00:08:47.500 --> 00:08:50.500]  你教我兒子五語,教我兒子五語
[00:08:50.500 --> 00:08:51.500]  我不理你老爸媽媽
[00:08:51.500 --> 00:08:52.500]  不要搞錯
[00:08:52.500 --> 00:08:55.500]  聖經經常說你要孝敬父母
[00:08:55.500 --> 00:08:56.500]  這裏說得很清楚
[00:08:56.500 --> 00:08:57.500]  婚姻的關係
[00:08:57.500 --> 00:08:59.500]  男女的關係是離開父母的
[00:08:59.500 --> 00:09:01.500]  是二人成爲一體
[00:09:01.500 --> 00:09:03.500]  爲什麼要離開父母
[00:09:03.500 --> 00:09:07.500]  因爲你的父母是一體
[00:09:07.500 --> 00:09:10.500]  你和你的妻子和老公是一體
[00:09:10.500 --> 00:09:11.500]  中國人的概念就是
[00:09:11.500 --> 00:09:13.500]  你爸爸媽媽有一個家
[00:09:13.500 --> 00:09:16.500]  你結婚了,你獨立出來,要成立另一個家
[00:09:16.500 --> 00:09:18.500]  而不是依附在裏面
[00:09:18.500 --> 00:09:19.500]  像寄生蟲
[00:09:19.500 --> 00:09:24.500]  你也不要讓你的爸爸媽媽成爲了你們的第三者
[00:09:24.500 --> 00:09:26.500]  我們經常都有這些問題
[00:09:26.500 --> 00:09:28.500]  今天的中國人也好
[00:09:28.500 --> 00:09:30.500]  我想外國人也有這些問題
[00:09:30.500 --> 00:09:33.500]  很多連續劇也有這些
[00:09:33.500 --> 00:09:34.500]  佛式糾紛
[00:09:34.500 --> 00:09:38.500]  你搞砸我兒子
[00:09:38.500 --> 00:09:41.500]  你是不是和我爭老公
[00:09:41.500 --> 00:09:43.500]  我老公來的
[00:09:43.500 --> 00:09:44.500]  然後男人就說
[00:09:44.500 --> 00:09:47.500]  你不要吵,你尊重我媽媽
[00:09:47.500 --> 00:09:51.500]  好像三人互相毆鬥
[00:09:51.500 --> 00:09:53.500]  打架,不知道幹什麼
[00:09:53.500 --> 00:09:55.500]  神說了是二人成爲一體
[00:09:55.500 --> 00:09:58.500]  剩下的是你和你老婆是一個人
[00:09:58.500 --> 00:10:01.500]  你們要一起去面對你們的父母
[00:10:01.500 --> 00:10:04.500]  一起去面對這個世界
[00:10:04.500 --> 00:10:07.500]  而不是一個男人對着兩個女人
[00:10:07.500 --> 00:10:12.500]  或者一個妻子面對她老公和她老公的媽媽
[00:10:12.500 --> 00:10:14.500]  你們是一起面對這件事
[00:10:14.500 --> 00:10:17.500]  你們要在一起去面對
[00:10:17.500 --> 00:10:21.500]  甚至今天的改變就是
[00:10:21.500 --> 00:10:23.500]  有一天你也會變成父母
[00:10:23.500 --> 00:10:25.500]  你結了婚變成父母的時候
[00:10:25.500 --> 00:10:28.500]  麻煩學會一件事
[00:10:28.500 --> 00:10:30.500]  你兒子會長大
[00:10:30.500 --> 00:10:32.500]  他會娶妻
[00:10:32.500 --> 00:10:33.500]  他是另一個個體
[00:10:33.500 --> 00:10:35.500]  你讓他成爲獨立個體
[00:10:35.500 --> 00:10:37.500]  不要整天纏着他
[00:10:37.500 --> 00:10:40.500]  你兒子,你兒子,你要控制他
[00:10:40.500 --> 00:10:43.500]  不讓他和他的妻子和他老公成爲一體
[00:10:43.500 --> 00:10:46.500]  離開父母,與妻子聯合
[00:10:46.500 --> 00:10:47.500]  是這樣的意思
[00:10:47.500 --> 00:10:48.500]  你們是一體的
[00:10:48.500 --> 00:10:52.500]  你們兩個人是一體的
[00:10:52.500 --> 00:10:55.500]  就是這樣,神是一個完美的關係
[00:10:55.500 --> 00:10:58.500]  神做了男女,二人要成爲一體
[00:10:58.500 --> 00:11:00.500]  理應就是想用男女這個關係
[00:11:00.500 --> 00:11:01.500]  二人成爲一體的時候
[00:11:01.500 --> 00:11:05.500]  可以反映神本身是一個美好
[00:11:05.500 --> 00:11:08.500]  無羞恥,很和諧的關係
[00:11:08.500 --> 00:11:09.500]  雖然是兩個個體
[00:11:09.500 --> 00:11:11.500]  但是又好像一個個體
[00:11:11.500 --> 00:11:12.500]  好像連體嬰一樣
[00:11:12.500 --> 00:11:13.500]  但是又是兩個
[00:11:13.500 --> 00:11:15.500]  一條心,兩個人一條心
[00:11:15.500 --> 00:11:17.500]  如何的美好
[00:11:17.500 --> 00:11:19.500]  如何的美好
[00:11:19.500 --> 00:11:22.500]  但是今天的婚姻
[00:11:22.500 --> 00:11:24.500]  你看看周圍
[00:11:24.500 --> 00:11:26.500]  周圍有些人在看自己
[00:11:26.500 --> 00:11:28.500]  你這個婚姻
[00:11:28.500 --> 00:11:29.500]  看到一對夫婦
[00:11:29.500 --> 00:11:30.500]  你看到些什麼
[00:11:30.500 --> 00:11:31.500]  究竟
[00:11:31.500 --> 00:11:33.500]  你見不見到神
[00:11:33.500 --> 00:11:34.500]  你見不見到神是怎樣
[00:11:34.500 --> 00:11:35.500]  假如知道
[00:11:35.500 --> 00:11:36.500]  假如真的這麼美好的話
[00:11:36.500 --> 00:11:38.500]  我想剛纔說三位一體的真神是怎樣
[00:11:38.500 --> 00:11:39.500]  大家馬上知道
[00:11:39.500 --> 00:11:41.500]  看看自己的父母
[00:11:41.500 --> 00:11:42.500]  看看親戚朋友
[00:11:42.500 --> 00:11:43.500]  我知道,我知道什麼是三位一體
[00:11:43.500 --> 00:11:45.500]  不需要那麼困難
[00:11:45.500 --> 00:11:48.500]  但是今天的婚姻
[00:11:48.500 --> 00:11:51.500]  一對男女在身上看到
[00:11:51.500 --> 00:11:53.500]  很多問號
[00:11:53.500 --> 00:11:56.500]  爲什麼我們結了婚
[00:11:56.500 --> 00:11:57.500]  爲什麼結了婚
[00:11:57.500 --> 00:11:58.500]  甚至問
[00:11:58.500 --> 00:12:00.500]  爲什麼這兩個人可以結婚
[00:12:00.500 --> 00:12:01.500]  很多問號
[00:12:01.500 --> 00:12:03.500]  這個真是
[00:12:03.500 --> 00:12:05.500]  很多
[00:12:05.500 --> 00:12:06.500]  很多驚喜
[00:12:06.500 --> 00:12:08.500]  很多衝突
[00:12:08.500 --> 00:12:09.500]  吵架一頓
[00:12:09.500 --> 00:12:11.500]  罵到
[00:12:11.500 --> 00:12:12.500]  不停
[00:12:12.500 --> 00:12:13.500]  甚至打架
[00:12:13.500 --> 00:12:14.500]  很多衝突
[00:12:14.500 --> 00:12:16.500]  或者怎麼樣
[00:12:16.500 --> 00:12:17.500]  沒話好說
[00:12:17.500 --> 00:12:19.500]  我不知道爲什麼會娶了你
[00:12:19.500 --> 00:12:21.500]  靜默
[00:12:21.500 --> 00:12:23.500]  沒有生氣
[00:12:23.500 --> 00:12:24.500]  死直
[00:12:24.500 --> 00:12:25.500]  不想見到你
[00:12:25.500 --> 00:12:26.500]  不要說話
[00:12:26.500 --> 00:12:27.500]  我不想聽到你說話
[00:12:27.500 --> 00:12:28.500]  爲什麼不是
[00:12:28.500 --> 00:12:29.500]  剛纔說
[00:12:29.500 --> 00:12:30.500]  應該是有神的樣式
[00:12:30.500 --> 00:12:32.500]  爲什麼今天婚姻沒有呢
[00:12:32.500 --> 00:12:33.500]  待會我會解釋
[00:12:33.500 --> 00:12:35.500]  爲什麼會變成這個地步
[00:12:35.500 --> 00:12:36.500]  爲什麼今天的婚姻
[00:12:36.500 --> 00:12:38.500]  我們見不到神的形象
[00:12:38.500 --> 00:12:41.500]  見不到神的樣式
[00:12:41.500 --> 00:12:44.500]  創世紀三章六至八節
[00:12:44.500 --> 00:12:45.500]  我們一起讀
[00:12:45.500 --> 00:12:46.500]  一二三
[00:12:46.500 --> 00:12:49.500]  於是女人見那火樹的果子
[00:12:49.500 --> 00:12:51.500]  好作食物
[00:12:51.500 --> 00:12:53.500]  也悅人的眼目
[00:12:53.500 --> 00:12:55.500]  且是可喜愛的
[00:12:55.500 --> 00:12:57.500]  能使人有智慧
[00:12:57.500 --> 00:13:00.500]  就摘下果子來喫了
[00:13:00.500 --> 00:13:02.500]  又給她丈夫
[00:13:02.500 --> 00:13:04.500]  她丈夫也喫了
[00:13:04.500 --> 00:13:07.500]  他們二人的眼睛就明亮了
[00:13:07.500 --> 00:13:11.500]  才知道自己是赤身露體
[00:13:11.500 --> 00:13:13.500]  便拿無花果樹的葉子
[00:13:13.500 --> 00:13:16.500]  爲自己編作裙子
[00:13:16.500 --> 00:13:18.500]  天起了涼風
[00:13:18.500 --> 00:13:21.500]  耶和華神在園中行走
[00:13:21.500 --> 00:13:25.500]  乃人和他妻子聽見神的聲音
[00:13:25.500 --> 00:13:28.500]  就藏在園內的樹木中
[00:13:28.500 --> 00:13:32.500]  躲避耶和華神的面
[00:13:32.500 --> 00:13:35.500]  上星期不停地說這個經文
[00:13:35.500 --> 00:13:37.500]  就是人犯罪墮落
[00:13:37.500 --> 00:13:39.500]  神說全世界都給你們
[00:13:39.500 --> 00:13:40.500]  你們管理好
[00:13:40.500 --> 00:13:41.500]  但是有一棵樹的果子
[00:13:41.500 --> 00:13:43.500]  你們不能喫
[00:13:43.500 --> 00:13:45.500]  讓我們信服在神裏
[00:13:45.500 --> 00:13:46.500]  神就是神
[00:13:46.500 --> 00:13:47.500]  我們要聽話
[00:13:47.500 --> 00:13:48.500]  墮落了
[00:13:48.500 --> 00:13:49.500]  我們就喫了果子
[00:13:49.500 --> 00:13:50.500]  有很多原因
[00:13:50.500 --> 00:13:51.500]  因爲私貪
[00:13:51.500 --> 00:13:52.500]  但其實底紋就是
[00:13:52.500 --> 00:13:53.500]  我們要當家作主
[00:13:53.500 --> 00:13:54.500]  我們要成爲
[00:13:54.500 --> 00:13:55.500]  掌管自己的生命
[00:13:55.500 --> 00:13:57.500]  我們要成爲神
[00:13:57.500 --> 00:13:58.500]  喫了
[00:13:58.500 --> 00:13:59.500]  結果是什麼
[00:13:59.500 --> 00:14:02.500]  他們發現自己沒穿衣服
[00:14:02.500 --> 00:14:05.500]  然後就用葉子編裝裙子
[00:14:05.500 --> 00:14:08.500]  人犯了罪會覺得羞恥
[00:14:08.500 --> 00:14:11.500]  做錯事會覺得羞恥
[00:14:11.500 --> 00:14:13.500]  第一件事就是遮住自己
[00:14:13.500 --> 00:14:14.500]  不要讓別人知道
[00:14:14.500 --> 00:14:15.500]  不要讓別人看到
[00:14:15.500 --> 00:14:16.500]  這樣就覺得很安全
[00:14:16.500 --> 00:14:17.500]  剛纔說過
[00:14:17.500 --> 00:14:20.500]  神創造男女的關係
[00:14:20.500 --> 00:14:21.500]  是一個圓明的關係
[00:14:21.500 --> 00:14:22.500]  大家不覺得羞恥
[00:14:22.500 --> 00:14:23.500]  坦蕩蕩都不覺得羞恥
[00:14:23.500 --> 00:14:25.500]  但原來當一個關係裏面
[00:14:25.500 --> 00:14:27.500]  出了問題
[00:14:27.500 --> 00:14:30.500]  犯了罪之後
[00:14:30.500 --> 00:14:32.500]  那對夫妻
[00:14:32.500 --> 00:14:35.500]  那對男女就不能赤身去看待對方
[00:14:35.500 --> 00:14:37.500]  就是用東西遮住
[00:14:37.500 --> 00:14:40.500]  怕別人看到你以前的歷史
[00:14:40.500 --> 00:14:42.500]  那些不乾淨的東西
[00:14:42.500 --> 00:14:45.500]  或者你剛剛做完那些不好的東西
[00:14:45.500 --> 00:14:50.500]  那個夫妻關係就開始有些疏離
[00:14:50.500 --> 00:14:52.500]  讓我穿好一點
[00:14:52.500 --> 00:14:54.500]  爲什麼要穿好一點
[00:14:54.500 --> 00:14:57.500]  就是覺得自己不夠漂亮
[00:14:57.500 --> 00:14:59.500]  覺得自己不好看
[00:14:59.500 --> 00:15:02.500]  我要做一個很標準的形象
[00:15:02.500 --> 00:15:04.500]  讓我老婆看
[00:15:04.500 --> 00:15:07.500]  開始扮鬼扮馬
[00:15:07.500 --> 00:15:09.500]  然後中間有罪
[00:15:09.500 --> 00:15:10.500]  開始說羞恥
[00:15:10.500 --> 00:15:12.500]  更嚴重的一件事
[00:15:12.500 --> 00:15:13.500]  男女中間有隔膜
[00:15:13.500 --> 00:15:17.500]  更嚴重的一件事就是
[00:15:17.500 --> 00:15:20.500]  男女開始要離開神
[00:15:20.500 --> 00:15:21.500]  自己有罪
[00:15:21.500 --> 00:15:24.500]  他怕神見到他們的罪
[00:15:24.500 --> 00:15:26.500]  怕神揭露他們的罪的時候
[00:15:26.500 --> 00:15:27.500]  他躲起來
[00:15:27.500 --> 00:15:28.500]  不想見到神
[00:15:28.500 --> 00:15:29.500]  不要讓我見到他
[00:15:29.500 --> 00:15:31.500]  男女關係就開始離開神
[00:15:31.500 --> 00:15:32.500]  不要見到神
[00:15:32.500 --> 00:15:34.500]  不要見到神
[00:15:34.500 --> 00:15:35.500]  是怎樣
[00:15:35.500 --> 00:15:37.500]  本身三觀一體的神
[00:15:37.500 --> 00:15:38.500]  是一個完美的關係
[00:15:38.500 --> 00:15:40.500]  他做男女做婚姻
[00:15:40.500 --> 00:15:43.500]  是要影照神的完美關係
[00:15:43.500 --> 00:15:46.500]  讓男女有一個好的婚姻
[00:15:46.500 --> 00:15:48.500]  很開心的婚姻
[00:15:48.500 --> 00:15:50.500]  但是人選擇了什麼
[00:15:50.500 --> 00:15:53.500]  人選擇了離開神和神惡
[00:15:53.500 --> 00:15:54.500]  收聲
[00:15:54.500 --> 00:15:56.500]  我不想聽到你說話
[00:15:56.500 --> 00:15:58.500]  我要自己當家作主
[00:15:58.500 --> 00:15:59.500]  我要離開他
[00:15:59.500 --> 00:16:00.500]  我不要見到他的面
[00:16:00.500 --> 00:16:01.500]  我要避開他
[00:16:01.500 --> 00:16:02.500]  避開他
[00:16:02.500 --> 00:16:04.500]  甚至嘗試一件事
[00:16:04.500 --> 00:16:06.500]  在我的世界裏抹走
[00:16:06.500 --> 00:16:07.500]  這個世界沒有神
[00:16:07.500 --> 00:16:08.500]  沒有神
[00:16:08.500 --> 00:16:09.500]  沒有的
[00:16:09.500 --> 00:16:10.500]  不關係的
[00:16:10.500 --> 00:16:12.500]  最後發生什麼事
[00:16:12.500 --> 00:16:16.500]  連人和人的關係都開始有隔膜
[00:16:16.500 --> 00:16:18.500]  我們要穿衣服自己
[00:16:18.500 --> 00:16:20.500]  不可以讓別人知道
[00:16:20.500 --> 00:16:22.500]  這裏有多少對情侶或者夫婦
[00:16:22.500 --> 00:16:24.500]  夠膽講自己的東西
[00:16:24.500 --> 00:16:25.500]  我想問
[00:16:25.500 --> 00:16:30.500]  總有些東西
[00:16:30.500 --> 00:16:31.500]  總有些東西
[00:16:31.500 --> 00:16:33.500]  你會害怕
[00:16:33.500 --> 00:16:34.500]  死了
[00:16:34.500 --> 00:16:36.500]  不可能的
[00:16:36.500 --> 00:16:38.500]  我一直沒有跟我老婆說
[00:16:38.500 --> 00:16:40.500]  你不是我的初戀成人
[00:16:40.500 --> 00:16:41.500]  死了
[00:16:41.500 --> 00:16:42.500]  那怎麼辦
[00:16:42.500 --> 00:16:43.500]  我很害怕
[00:16:43.500 --> 00:16:45.500]  她一直都以爲是
[00:16:45.500 --> 00:16:46.500]  怎麼辦
[00:16:46.500 --> 00:16:47.500]  有些很奇怪的東西
[00:16:47.500 --> 00:16:49.500]  就是有些隔膜在這裏
[00:16:49.500 --> 00:16:50.500]  他有隔膜
[00:16:50.500 --> 00:16:51.500]  人開始分開
[00:16:51.500 --> 00:16:53.500]  逃避神的面
[00:16:53.500 --> 00:16:54.500]  人犯了作業
[00:16:54.500 --> 00:16:55.500]  離開神的面
[00:16:55.500 --> 00:16:56.500]  不要見到神
[00:16:56.500 --> 00:16:57.500]  不要見到神
[00:16:57.500 --> 00:16:58.500]  沒有神
[00:16:58.500 --> 00:17:00.500]  沒有神會發生什麼事
[00:17:00.500 --> 00:17:02.500]  創世紀紀錄下去
