
[00:00:00.000 --> 00:00:02.300]  很開心大家一起有敬拜的時間
[00:01:28.380 --> 00:01:30.060]  大家都努力著的
[00:01:30.060 --> 00:01:33.060]  我們常常都說,是,我們可以計劃,我們都可以計劃
[00:01:33.060 --> 00:01:37.380]  教會原則上希望下半年我們再開這個幸福小組的
[00:01:37.380 --> 00:01:40.220]  但是,說真一句,我們這樣想而已
[00:01:40.220 --> 00:01:44.500]  下半年,是不是真的有一個這麼大的環境
[00:01:44.500 --> 00:01:46.740]  仍然是這麼平安可以開得到呢
[00:01:46.740 --> 00:01:48.740]  其實有留意世界局勢的呢
[00:01:48.740 --> 00:01:50.620]  我們都是一個很危險的邊緣
[00:01:50.620 --> 00:01:53.060]  究竟有沒有能力開得到,有沒有時間開得到
[00:01:53.060 --> 00:01:54.420]  我們真的不知道
[00:01:54.420 --> 00:01:55.820]  但是我們怎樣去看呢
[00:01:55.820 --> 00:01:59.220]  上帝親自的來到,是去將耶穌基督去賜下
[00:01:59.220 --> 00:02:01.820]  讓我們每一個跟隨祂的人,祂都說什麼
[00:02:01.820 --> 00:02:06.540]  讓我們能夠得到生命,並且能夠得的更豐盛
[00:02:06.540 --> 00:02:12.260]  丁子梅,你覺得你自己的生命是不是已經是很豐盛的了
[00:02:12.260 --> 00:02:15.020]  特別呢,我們信了耶穌的,我們常常都會說這些,是吧
[00:02:15.020 --> 00:02:18.500]  教會常常聽到,教導我們怎樣去看我們的人生
[00:02:18.500 --> 00:02:21.300]  怎樣去回望過去,怎樣展望將來
[00:02:21.300 --> 00:02:23.300]  所以一般基督徒,我覺得
[00:02:23.300 --> 00:02:25.660]  我們始終都有很多計劃的
[00:02:25.660 --> 00:02:28.780]  將人生一路一路去想,怎樣去計劃呢
[00:02:28.780 --> 00:02:32.060]  無論你在教會聽到那方面,你都是比較容易的
[00:02:32.060 --> 00:02:36.740]  但是不得不相信,或者不得不承認
[00:02:36.740 --> 00:02:39.140]  我們人生總有一些事,突然間而來
[00:02:39.140 --> 00:02:43.260]  就令到我們很多計劃,都是一團糟的
[00:02:43.260 --> 00:02:47.740]  所以在人生裏面,我們其實有很多事都想做的
[00:02:47.740 --> 00:02:49.500]  但是是不是真的中的呢
[00:02:49.500 --> 00:02:52.220]  是不是真的可以做到我們想做的事呢
[00:02:52.220 --> 00:02:53.900]  都是有些困難的
[00:02:53.900 --> 00:02:57.180]  所以小時候回教會的那些就幸福很多了,是吧
[00:02:57.180 --> 00:03:00.180]  因為我們小時候想讀學,想訓練,各方面
[00:03:00.180 --> 00:03:02.140]  我們起碼都有些概念知道
[00:03:02.140 --> 00:03:05.020]  我們要愛主,我們有一先次序
[00:03:05.020 --> 00:03:09.020]  然後又怎樣去計劃自己的人生,怎樣愛惜光陰
[00:03:09.020 --> 00:03:13.380]  在很多時候,當我們讀經,上課,上課程的時候
[00:03:13.380 --> 00:03:18.100]  事實上,信了主,回了教會,我們覺得是好像好一點的
[00:03:18.100 --> 00:03:20.260]  原因就是聖經有很多教導的,是吧
[00:03:20.260 --> 00:03:24.180]  一些我們有應該做的,有些我們不應該做的
[00:03:24.180 --> 00:03:26.580]  如果我們能夠聽話
[00:03:26.580 --> 00:03:29.700]  我們某程度上,順命的兒女是蒙福的
[00:03:29.700 --> 00:03:33.180]  原因就是,起碼有些事上帝說我們不要做的
[00:03:33.180 --> 00:03:36.220]  我們盡量避免,那就不要做
[00:03:36.220 --> 00:03:38.580]  好像碰釘是少一點的
[00:03:38.580 --> 00:03:41.020]  但是現在這個世代,也是很艱難的
[00:03:41.020 --> 00:03:42.860]  特別是中童,我們有很多父母,是吧
[00:03:42.860 --> 00:03:47.260]  這個世代,不知為何,他們吹的風和我們是很不同的
[00:03:47.260 --> 00:03:50.380]  他們很不喜歡守規矩,他們不喜歡有限制
[00:03:50.380 --> 00:03:53.180]  又不喜歡有指引,甚麼都說不喜歡的
[00:03:53.180 --> 00:03:56.300]  那究竟,大家說的是同一代
[00:03:56.300 --> 00:03:58.980]  我們從小到大都在教會
[00:03:58.980 --> 00:04:01.980]  我們說的是私平人生,究竟我們怎樣去說呢
[00:04:01.980 --> 00:04:03.460]  跟青少年,我們經常都說的
[00:04:03.460 --> 00:04:05.700]  其實,如果你有沒想過,你在一輛火車
[00:04:05.700 --> 00:04:07.420]  你怎樣也是一定要,是吧
[00:04:07.420 --> 00:04:09.500]  走在路軌上面的
[00:04:09.500 --> 00:04:12.060]  你不要說,我喜歡走自己的路
[00:04:12.060 --> 00:04:16.260]  我不喜歡跟著火車軌,為甚麼要限制我這樣走
[00:04:16.260 --> 00:04:18.180]  那我走就走開
[00:04:18.180 --> 00:04:22.100]  但你知道火車,如果一離開軌道,就會怎樣
[00:04:22.100 --> 00:04:24.980]  就會炒車,其實根本完全不能走
[00:04:24.980 --> 00:04:28.740]  我不是火車來的,我可能是汽車來的
[00:04:28.740 --> 00:04:31.660]  那為甚麼一定要我跟著公路指示走
[00:04:31.660 --> 00:04:33.620]  我喜歡走到對面
[00:04:33.620 --> 00:04:35.340]  那也不是不行的
[00:04:35.340 --> 00:04:37.060]  如果你的車夠厲害的
[00:04:37.060 --> 00:04:39.380]  看看你鏟過去,會不會變成越野飛車
[00:04:39.380 --> 00:04:42.660]  可以鏟下山,可以走去山崖
[00:04:42.660 --> 00:04:46.380]  但我們很清楚知道,火車如果在軌道上面
[00:04:46.380 --> 00:04:50.620]  它應該是可以很順利地去到它要去的目的地
[00:04:50.620 --> 00:04:52.580]  而如果你是一輛汽車
[00:04:52.580 --> 00:04:55.900]  你走在一個平坦、足好的公路上面
[00:04:55.900 --> 00:04:59.140]  你應該是可以持平得更加開心
[00:04:59.140 --> 00:05:02.900]  所以當我們過了一段很混亂的時間
[00:05:02.900 --> 00:05:05.780]  我覺得上帝也很想我們這間教會頂姐妹
[00:05:05.780 --> 00:05:08.580]  真的去想想,如果一切服常的時候
[00:05:08.580 --> 00:05:10.820]  究竟你是要做些甚麼呢
[00:05:10.820 --> 00:05:12.940]  今天我們說信仰對我們很重要
[00:05:12.940 --> 00:05:16.780]  原來在疫情裏面,生死一刻之間
[00:05:16.780 --> 00:05:20.220]  很多東西不能計劃,也不能自己控制
[00:05:20.220 --> 00:05:24.060]  我們開始去想這個所謂信仰的問題的時候
[00:05:24.060 --> 00:05:26.180]  我覺得上帝也很心急
[00:05:26.180 --> 00:05:29.180]  也很想我們真的找到自己要走的方向
[00:05:29.180 --> 00:05:30.620]  我們多謝很多同工
[00:05:30.620 --> 00:05:32.060]  因為在這一季的裏面
[00:05:32.060 --> 00:05:34.140]  我們個人都有自己的領袖,我們就說
[00:05:34.140 --> 00:05:36.380]  但是當我去做一個回合的時候
[00:05:36.380 --> 00:05:38.580]  我發覺上帝給了我們一個很好的圖畫
[00:05:38.580 --> 00:05:39.700]  首先多謝B夢
[00:05:39.700 --> 00:05:42.980]  他一開始給了我們一個很新的身份認定
[00:05:42.980 --> 00:05:44.740]  讓我們知道有新的使命
[00:05:44.740 --> 00:05:48.220]  最重要是知道我們所有的侍奉都不是靠自己的
[00:05:48.220 --> 00:05:50.820]  是上帝賜給我們新的能力
[00:05:50.820 --> 00:05:51.940]  多謝牧師接
[00:05:51.940 --> 00:05:55.420]  說到其實我們最重要的
[00:05:55.420 --> 00:05:57.460]  無論在侍奉裏面做甚麼也好
[00:05:57.460 --> 00:06:00.220]  都是要靠著聖靈的能力
[00:06:00.220 --> 00:06:03.220]  接下來大家開始炒熱了
[00:06:03.220 --> 00:06:05.860]  因為整個小組討論,記不記得
[00:06:05.860 --> 00:06:07.620]  大家就會覺得我們上了侍奉
[00:06:07.620 --> 00:06:10.340]  接著大家就想做街步
[00:06:10.340 --> 00:06:11.900]  接著又會出去探訪
[00:06:11.900 --> 00:06:13.900]  開始蠢蠢欲動的時候
[00:06:13.900 --> 00:06:17.020]  就發現有很多人都累了
[00:06:17.020 --> 00:06:19.180]  很難了,沒甚麼時間
[00:06:19.180 --> 00:06:20.540]  開始又要上班了
[00:06:20.540 --> 00:06:21.860]  不可以在家中工作了
[00:06:21.860 --> 00:06:22.980]  很多的聲音
[00:06:22.980 --> 00:06:24.540]  但是很有趣的
[00:06:24.540 --> 00:06:27.340]  接下來那兩篇信息又讓我們緩和一下
[00:06:27.340 --> 00:06:29.020]  上帝說,記住
[00:06:29.020 --> 00:06:30.660]  上帝是顧念我們的需要
[00:06:30.660 --> 00:06:32.020]  上帝是愛我們
[00:06:32.020 --> 00:06:34.140]  上帝是給我們私恩的
[00:06:34.140 --> 00:06:35.460]  最重要的問題
[00:06:35.460 --> 00:06:36.860]  你能不能夠傳福音
[00:06:36.860 --> 00:06:38.180]  你有沒有Best
[00:06:38.180 --> 00:06:40.460]  其實在於你的心裏面
[00:06:40.460 --> 00:06:42.140]  有沒有情人
[00:06:42.140 --> 00:06:43.900]  有沒有你所愛的人
[00:06:43.900 --> 00:06:45.020]  你有所愛的人
[00:06:45.020 --> 00:06:47.260]  你就很樂意去服侍他
[00:06:47.260 --> 00:06:48.940]  以及傳福音
[00:06:48.940 --> 00:06:51.180]  當這些事情的心穩定之後
[00:06:51.180 --> 00:06:53.540]  接下來那四篇信息亦都很奇妙
[00:06:53.540 --> 00:06:54.860]  原因就是
[00:06:54.860 --> 00:06:57.620]  上帝鼓勵我們認清楚就要走
[00:06:57.620 --> 00:06:59.260]  頂子妹跟嘉莉樂說
[00:06:59.260 --> 00:07:02.020]  認清楚,拜託你就走
[00:07:02.020 --> 00:07:04.020]  對,想清楚就走
[00:07:04.020 --> 00:07:05.540]  不用擔心
[00:07:05.540 --> 00:07:07.420]  雖然我很喜歡這首歌
[00:07:07.420 --> 00:07:09.620]  「我是主的羊」
[00:07:09.620 --> 00:07:10.940]  羊是很有特性的
[00:07:10.940 --> 00:07:12.100]  羊不會說話的
[00:07:12.100 --> 00:07:13.620]  羊只會「咩」
[00:07:13.620 --> 00:07:15.500]  「咩」就是「咩咩」的聲音
[00:07:15.500 --> 00:07:16.540]  是不是這麼簡單
[00:07:16.540 --> 00:07:17.980]  但是你不要管
[00:07:17.980 --> 00:07:19.980]  雖然牠沒有保護能力
[00:07:19.980 --> 00:07:21.620]  肥嘟嘟的
[00:07:21.620 --> 00:07:24.340]  但是只要牠跟著牧羊人
[00:07:24.340 --> 00:07:25.780]  牠是很安全的
[00:07:25.780 --> 00:07:27.340]  因為牧羊人會保護牠
[00:07:27.340 --> 00:07:29.740]  牧羊人會帶牠到青草地溪水旁
[00:07:29.740 --> 00:07:31.500]  所以都是一個很大的激勵
[00:07:31.500 --> 00:07:32.540]  什麼都不要想
[00:07:32.540 --> 00:07:34.660]  只要跟著耶穌就算了
[00:07:34.660 --> 00:07:38.660]  因此整個教會就來了
[00:07:38.660 --> 00:07:39.460]  看到嗎
[00:07:39.460 --> 00:07:40.660]  跟著我們有攤位
[00:07:40.660 --> 00:07:42.900]  跟著我們什麼福音餐會
[00:07:42.900 --> 00:07:44.020]  跟著營會
[00:07:44.020 --> 00:07:47.140]  各方面的計劃就開始湧現
[00:07:47.140 --> 00:07:48.980]  但是很有趣
[00:07:48.980 --> 00:07:49.940]  同工的領袖
[00:07:49.940 --> 00:07:52.340]  真的給我們一個很會心的微笑
[00:07:52.340 --> 00:07:53.740]  神真的很好
[00:07:53.740 --> 00:07:56.220]  原因就是當我們一邊去的時候
[00:07:56.220 --> 00:07:57.540]  那個壓力又來了
[00:07:57.540 --> 00:08:00.140]  但是原來上帝說不用擔心的
[00:08:00.140 --> 00:08:01.860]  只要你在團隊裏面
[00:08:01.860 --> 00:08:03.940]  你就可以一起走的,對不對
[00:08:03.940 --> 00:08:06.140]  所以我們的反應是挺好的
[00:08:06.140 --> 00:08:07.820]  大家都說希望我們有團隊就可以了
[00:08:07.820 --> 00:08:08.540]  不用擔心
[00:08:08.540 --> 00:08:09.500]  幸福小組
[00:08:09.500 --> 00:08:10.500]  最重要是什麼
[00:08:10.500 --> 00:08:12.260]  有四個人就可以組成了
[00:08:12.260 --> 00:08:14.020]  就剛好是財產子的數目
[00:08:14.020 --> 00:08:16.100]  有四個人就可以開始了
[00:08:16.100 --> 00:08:18.860]  突然間大家覺得還可以
[00:08:18.860 --> 00:08:20.700]  上個星期都很感動的
[00:08:20.700 --> 00:08:22.580]  因為神提醒我們
[00:08:22.580 --> 00:08:25.140]  大家開始工作了
[00:08:25.140 --> 00:08:26.740]  每個人都在想
[00:08:26.740 --> 00:08:29.500]  於是所有人都出來了,對不對
[00:08:29.500 --> 00:08:32.900]  我們街報就派到自己有狀
[00:08:32.900 --> 00:08:34.100]  自己有,你明白嗎
[00:08:34.100 --> 00:08:35.300]  這個區又在這個角落
[00:08:35.300 --> 00:08:36.940]  咦,隔壁區又在隔壁的角落
[00:08:36.940 --> 00:08:38.380]  大家都撞上了
[00:08:38.380 --> 00:08:40.700]  我們連攤位遊戲也撞上了
[00:08:40.700 --> 00:08:42.460]  我們5號有攤位遊戲
[00:08:42.460 --> 00:08:46.020]  7號有一個區自己又搞攤位遊戲
[00:08:46.020 --> 00:08:47.140]  Come on
[00:08:47.140 --> 00:08:49.060]  弟兄姊妹
[00:08:49.060 --> 00:08:50.340]  想清楚
[00:08:50.340 --> 00:08:51.540]  準備好自己
[00:08:51.540 --> 00:08:54.340]  向著同一目標出發
[00:08:54.340 --> 00:08:56.940]  不過,不要忘記
[00:08:56.940 --> 00:08:59.740]  你一定要好好地親近神
[00:08:59.740 --> 00:09:03.180]  越忙的時候,是越需要親近神
[00:09:03.180 --> 00:09:04.660]  既然是這樣的時候
[00:09:04.660 --> 00:09:05.540]  去到最後一講
[00:09:05.540 --> 00:09:07.900]  我們需要的就不要說教會了
[00:09:07.900 --> 00:09:09.580]  你呢
[00:09:09.580 --> 00:09:11.980]  你是不是準備好自己真的向前走
[00:09:11.980 --> 00:09:12.660]  為什麼我說
[00:09:12.660 --> 00:09:14.980]  這個區就叫你去做街報
[00:09:14.980 --> 00:09:15.980]  你就去街報
[00:09:15.980 --> 00:09:17.580]  這個區叫你去派飯
[00:09:17.580 --> 00:09:18.500]  你就去派飯
[00:09:18.500 --> 00:09:20.220]  那個區就說
[00:09:20.220 --> 00:09:23.060]  要去做任何事
[00:09:23.060 --> 00:09:23.860]  你就跟著去
[00:09:23.860 --> 00:09:26.380]  嘩,於是很忙啊
[00:09:26.380 --> 00:09:27.260]  對不對
[00:09:27.260 --> 00:09:28.700]  我們要小心
[00:09:28.700 --> 00:09:30.980]  因為我們的時間不多
[00:09:30.980 --> 00:09:32.580]  我們就要更加珍惜
[00:09:32.580 --> 00:09:34.460]  究竟我們在做什麼
[00:09:34.460 --> 00:09:35.540]  我們的環數是
[00:09:35.540 --> 00:09:38.980]  外面世界的元素是很亂的
[00:09:38.980 --> 00:09:41.500]  如果是喜歡金融、政治那些
[00:09:41.500 --> 00:09:42.540]  就更加多事幹
[00:09:42.540 --> 00:09:44.100]  很多事在想
[00:09:44.100 --> 00:09:45.620]  很多事在討論
[00:09:45.620 --> 00:09:46.540]  但是
[00:09:46.540 --> 00:09:47.700]  作為一個基督徒
[00:09:47.700 --> 00:09:49.620]  作為一個信仰的群體
[00:09:49.620 --> 00:09:52.300]  我們要認清楚我們的目標是要做什麼
[00:09:52.300 --> 00:09:53.860]  上帝說我們要愛惜光陰
[00:09:53.860 --> 00:09:56.580]  因為現今的世代是邪惡的
[00:09:56.580 --> 00:09:58.780]  既然世界是越黑暗的時候
[00:09:58.780 --> 00:10:00.660]  更加需要光
[00:10:00.660 --> 00:10:02.940]  所以不要擔心你能夠做到多少
[00:10:02.940 --> 00:10:04.420]  其實這麼黑的世界
[00:10:04.420 --> 00:10:06.260]  你只要一點點光
[00:10:06.260 --> 00:10:07.980]  其實就已經是很光
[00:10:07.980 --> 00:10:09.420]  問題是我們做的事
[00:10:09.420 --> 00:10:12.060]  是否中的
[00:10:12.060 --> 00:10:13.700]  中的是很重要的
[00:10:13.700 --> 00:10:14.340]  因為我都說
[00:10:14.340 --> 00:10:16.620]  我們仍然生存在這個世界裡面
[00:10:16.620 --> 00:10:17.500]  我們有家庭
[00:10:17.500 --> 00:10:18.340]  我們有工作
[00:10:18.340 --> 00:10:19.420]  我們有事業
[00:10:19.420 --> 00:10:23.540]  我們在各方面都有角色和壓力
[00:10:23.540 --> 00:10:25.900]  沒錯,我們都用心去經營
[00:10:25.900 --> 00:10:29.860]  我們亦都學會了所謂的優先次序
[00:10:29.860 --> 00:10:32.860]  所以我們看到很多教會的電影姊妹
[00:10:32.860 --> 00:10:33.900]  在試逢的時候
[00:10:33.900 --> 00:10:35.380]  他們用了很多時間
[00:10:35.380 --> 00:10:37.300]  我們都不用有太多人做攤位
[00:10:37.300 --> 00:10:39.580]  這次就是你們三個去旅行
[00:10:39.580 --> 00:10:40.860]  剩下的四個留下來做就行了
[00:10:40.860 --> 00:10:42.060]  我看到他們做得很厲害
[00:10:42.060 --> 00:10:43.140]  已經分配得到
[00:10:43.140 --> 00:10:44.820]  問題我都是那句
[00:10:44.820 --> 00:10:46.180]  那終極呢
[00:10:46.180 --> 00:10:46.900]  電影姊妹
[00:10:46.900 --> 00:10:49.220]  特別今天很想說說你的人生
[00:10:49.220 --> 00:10:51.540]  你的人生使命究竟是什麼
[00:10:51.540 --> 00:10:55.500]  你終極關懷究竟是什麼
[00:10:55.500 --> 00:10:57.340]  你以為你有很多時間
[00:10:57.340 --> 00:10:58.540]  你以為你有很多夢想
[00:10:58.540 --> 00:11:00.260]  現在這陣子很流行
[00:11:00.260 --> 00:11:02.300]  什麼年齡都有夢想的
[00:11:02.300 --> 00:11:02.900]  我們都想說
[00:11:02.900 --> 00:11:05.500]  我們有很多夢想
[00:11:05.500 --> 00:11:08.180]  究竟你最終想要什麼
[00:11:08.180 --> 00:11:09.740]  很多時候我們以為
[00:11:09.740 --> 00:11:12.020]  我們人生是有很多機會的
[00:11:12.020 --> 00:11:15.100]  我們可以慢慢慢慢活著到老
[00:11:15.100 --> 00:11:16.580]  我們有很多計劃
[00:11:16.580 --> 00:11:18.260]  我們有很多東西想試
[00:11:18.260 --> 00:11:20.140]  我們有很多東西想做
[00:11:20.140 --> 00:11:20.980]  在這兩個星期
[00:11:20.980 --> 00:11:24.220]  其實我和牧師都是一個很困難的時間
[00:11:24.220 --> 00:11:26.540]  我們剛剛有一個朋友
[00:11:26.540 --> 00:11:28.340]  是我們Vipro Study Group的
[00:11:28.340 --> 00:11:30.460]  是完全沒有預告之下
[00:11:30.460 --> 00:11:32.540]  離開了世界
[00:11:32.540 --> 00:11:34.260]  整個家庭崩潰
[00:11:34.260 --> 00:11:34.980]  在那幾天
[00:11:34.980 --> 00:11:36.540]  無論他所有的朋友
[00:11:36.540 --> 00:11:37.980]  親戚同事
[00:11:37.980 --> 00:11:40.380]  他一路切出在醫院那裡轉
[00:11:40.380 --> 00:11:42.020]  完全接受不了
[00:11:42.020 --> 00:11:42.860]  你不知道為什麼
[00:11:42.860 --> 00:11:43.900]  突然間
[00:11:43.900 --> 00:11:47.300]  原來這個人生是可以停的
[00:11:47.300 --> 00:11:48.620]  在哪個位置
[00:11:48.620 --> 00:11:49.700]  沒有年齡分的
[00:11:49.700 --> 00:11:51.500]  去到墳場我們就知道
[00:11:51.500 --> 00:11:54.940]  沒有說多少歲才會在這裡居住
[00:11:54.940 --> 00:11:56.460]  任何一個時間
[00:11:56.460 --> 00:11:57.940]  我們都會停下來
[00:11:57.940 --> 00:12:00.860]  不是一定去到老
[00:12:00.860 --> 00:12:02.500]  我記得在那幾天
[00:12:02.500 --> 00:12:04.020]  我們最重要的
[00:12:04.020 --> 00:12:06.340]  共同的頂子會
[00:12:06.340 --> 00:12:09.380]  唯一一句能夠安慰的說話就是
[00:12:09.380 --> 00:12:10.220]  感恩
[00:12:10.220 --> 00:12:11.220]  它缺了一字
[00:12:11.220 --> 00:12:13.620]  信主
[00:12:13.620 --> 00:12:15.980]  真的
[00:12:15.980 --> 00:12:18.020]  很現實的頂子會
[00:12:18.020 --> 00:12:19.260]  無論我們有多少計劃
[00:12:19.260 --> 00:12:20.660]  慢慢怎樣鋪陳
[00:12:20.660 --> 00:12:24.620]  可以有不同的時間陪那個朋友
[00:12:24.620 --> 00:12:25.900]  慢慢玩慢慢吃
[00:12:25.900 --> 00:12:28.500]  這樣才可以部署到他可以信主
[00:12:28.500 --> 00:12:29.340]  是的
[00:12:29.340 --> 00:12:30.180]  正常來說
[00:12:30.180 --> 00:12:31.540]  我們小組都有
[00:12:31.540 --> 00:12:32.340]  五個步驟
[00:12:32.340 --> 00:12:34.500]  慢慢慢慢帶他
[00:12:34.500 --> 00:12:35.260]  是的
[00:12:35.260 --> 00:12:37.540]  正常的時間是
[00:12:37.540 --> 00:12:39.580]  但突然間
[00:12:39.580 --> 00:12:41.900]  生命叫停的時候
[00:12:41.900 --> 00:12:43.820]  我們發覺
[00:12:43.820 --> 00:12:45.900]  原來可能我們最重要的那樣東西
[00:12:45.900 --> 00:12:47.780]  是未做的
[00:12:47.780 --> 00:12:49.900]  但是在那個日子的時候
[00:12:49.900 --> 00:12:52.460]  再沒有回頭
[00:12:52.460 --> 00:12:53.860]  所以當我們說
[00:12:53.860 --> 00:12:55.500]  指明人生的時候
[00:12:55.500 --> 00:12:57.780]  都是一個時間停下來問問自己
[00:12:57.780 --> 00:12:59.860]  如果我們的日子不多
[00:12:59.860 --> 00:13:02.660]  如果我們這個世界很快又打仗
[00:13:02.660 --> 00:13:04.060]  如果這個世界又很快
[00:13:04.060 --> 00:13:06.660]  另一個的細菌出現
[00:13:06.660 --> 00:13:08.580]  如果我們又出單
[00:13:08.580 --> 00:13:12.020]  究竟在這麼緊有的時間裡面
[00:13:12.020 --> 00:13:16.500]  我們最終極關懷的是什麼
[00:13:16.500 --> 00:13:17.700]  我今天特別用耶穌基督
[00:13:17.700 --> 00:13:19.980]  來做一個對比
[00:13:19.980 --> 00:13:22.580]  因為耶穌的一生很美麗
[00:13:22.580 --> 00:13:24.700]  這本書也是很美麗的
[00:13:24.700 --> 00:13:27.500]  這本書就是我們基督生平的課本
[00:13:27.500 --> 00:13:28.580]  但是你看到
[00:13:28.580 --> 00:13:31.140]  耶穌基督一生很短的
[00:13:31.140 --> 00:13:34.900]  祂只有大約有三十三年再世的時間
[00:13:34.900 --> 00:13:37.700]  而祂出來侍奉的日子
[00:13:37.700 --> 00:13:38.620]  我們簡單地說
[00:13:38.620 --> 00:13:40.260]  五本書說的
[00:13:40.260 --> 00:13:41.340]  更少
[00:13:41.340 --> 00:13:44.180]  只有短短三年
[00:13:44.180 --> 00:13:45.060]  丁子惠
[00:13:45.060 --> 00:13:46.900]  你侍奉了不止三年了
[00:13:46.900 --> 00:13:48.820]  我們當中有很多老將
[00:13:48.820 --> 00:13:51.020]  我們十幾二十年都是同心侍奉的
[00:13:51.020 --> 00:13:52.540]  我們把掌聲歸給祂好嗎
[00:13:52.540 --> 00:13:54.420]  也為每個丁子惠讚美主
[00:13:54.420 --> 00:13:56.500]  我們教會的團隊真的很老練
[00:13:56.500 --> 00:13:58.140]  通常都不會走的
[00:13:58.140 --> 00:13:59.100]  丁子惠
[00:13:59.100 --> 00:14:00.540]  三年而已
[00:14:00.540 --> 00:14:02.100]  就已經顛覆世界
[00:14:02.100 --> 00:14:04.220]  影響我們一生
[00:14:04.220 --> 00:14:05.740]  最重要是什麼
[00:14:05.740 --> 00:14:10.980]  耶穌基督做了祂自己生命裡要做的事
[00:14:10.980 --> 00:14:12.860]  在這段時間插插開線
[00:14:12.860 --> 00:14:14.980]  因為很多人都會聽到使命
[00:14:14.980 --> 00:14:17.620]  「異象」這些字眼就亂了
[00:14:17.620 --> 00:14:20.460]  其實這是商業上常常都會用的時間
[00:14:20.460 --> 00:14:22.180]  大約二十多三十年前
[00:14:22.180 --> 00:14:24.220]  世伯小組教會興起的時候
[00:14:24.220 --> 00:14:26.500]  就把這些詞語引入
[00:14:26.500 --> 00:14:27.580]  剛剛那段時間
[00:14:27.580 --> 00:14:29.980]  就是簽密開始教會的時間
[00:14:29.980 --> 00:14:31.900]  所以我們都是受他們影響的
[00:14:31.900 --> 00:14:34.580]  簡單地用我們容易明白的方式去看
[00:14:34.580 --> 00:14:35.780]  什麼叫做異象
[00:14:35.780 --> 00:14:38.820]  往往是說一個願景或者遠景
[00:14:38.820 --> 00:14:39.940]  所以我們經常問
[00:14:39.940 --> 00:14:41.100]  你想怎樣
[00:14:41.100 --> 00:14:43.100]  你有什麼夢想
[00:14:43.100 --> 00:14:44.420]  或者我們祈禱時經常都會問
[00:14:44.420 --> 00:14:46.100]  你看到什麼圖畫
[00:14:46.100 --> 00:14:47.660]  我們都經常用這些字眼
[00:14:47.660 --> 00:14:48.980]  簡單來說就是
[00:14:48.980 --> 00:14:50.260]  可能是一個目標
[00:14:50.260 --> 00:14:53.540]  或者是你看到一個很遠的遠景
[00:14:53.540 --> 00:14:55.500]  你覺得那裡是很棒的
[00:14:55.500 --> 00:14:56.820]  你是很想去的
[00:14:56.820 --> 00:14:58.700]  可能好像一幅圖畫那樣
[00:14:58.700 --> 00:15:01.420]  你放大鏡頭看到那邊的盡頭
[00:15:01.420 --> 00:15:02.980]  那裡有個湖很漂亮的
[00:15:02.980 --> 00:15:04.180]  我們怎樣都走去看看
[00:15:04.180 --> 00:15:06.140]  一定要走去
[00:15:06.140 --> 00:15:08.940]  於是那個想像在那裡
[00:15:08.940 --> 00:15:10.300]  但是我現在在這裡
