
[00:00:00.000 --> 00:00:02.480]  根據續航教育的FORWARD PATHWAY
[00:02:29.960 --> 00:02:32.360]  於是覺得生無可戀
[00:02:32.360 --> 00:02:33.440]  死了就好過了
[00:02:33.440 --> 00:02:38.920]  原來年輕一代的人想法會是這樣
[00:02:38.920 --> 00:02:40.880]  不知道大家有沒有想過這個問題呢
[00:02:40.880 --> 00:02:43.200]  剛才大家都說過
[00:02:43.200 --> 00:02:46.760]  今天是2024年最後一個星期日
[00:02:46.760 --> 00:02:50.440]  還有兩天我們就進入2025年
[00:02:50.440 --> 00:02:52.320]  不知道大家有沒有想過
[00:02:52.320 --> 00:02:54.160]  在新一的一年裡面
[00:02:54.160 --> 00:02:56.600]  有沒有計劃做些什麼
[00:02:56.600 --> 00:03:00.320]  讓你的人生更加有意思呢
[00:03:00.320 --> 00:03:04.600]  有什麼可以幫助你進一步去實現你的自我呢
[00:03:04.600 --> 00:03:07.680]  如果我們沒有人生的目標
[00:03:07.680 --> 00:03:09.320]  沒有什麼我們想去做的話
[00:03:09.320 --> 00:03:12.040]  其實接下來的結果是什麼
[00:03:12.040 --> 00:03:16.040]  我們沒有什麼動力繼續生存下去
[00:03:16.040 --> 00:03:17.720]  在兩個星期前
[00:03:17.720 --> 00:03:19.600]  大家記得我看《肥話比書》的
[00:03:19.600 --> 00:03:22.120]  今天我是續篇
[00:03:22.120 --> 00:03:24.120]  在那兩個星期前
[00:03:24.120 --> 00:03:26.120]  我和大家曾經分享過
[00:03:26.120 --> 00:03:31.840]  耶穌說保羅以什麼為自保
[00:03:31.840 --> 00:03:33.560]  大家還記得嗎
[00:03:33.560 --> 00:03:37.640]  保羅以得著耶穌基督為自保
[00:03:37.640 --> 00:03:38.480]  為什麼呢
[00:03:38.480 --> 00:03:41.000]  因為他覺得得著耶穌的生命
[00:03:41.000 --> 00:03:45.760]  就是得著一個豐盛人生的一條道路
[00:03:45.760 --> 00:03:48.600]  因為耶穌為我們所預備的
[00:03:48.600 --> 00:03:49.440]  不只是保羅
[00:03:49.440 --> 00:03:51.120]  為我們每一個人所預備的
[00:03:51.120 --> 00:03:51.960]  一定是最好的
[00:03:52.240 --> 00:03:53.560]  因為他愛我們
[00:03:53.560 --> 00:03:55.560]  所以他不會給我們差的東西
[00:03:55.560 --> 00:03:57.320]  次好的也不會給我們
[00:03:57.320 --> 00:03:58.880]  給我們的一定是最好的
[00:03:58.880 --> 00:04:00.440]  但是不知道我們覺得
[00:04:00.440 --> 00:04:02.000]  我們信耶穌之後
[00:04:02.000 --> 00:04:03.200]  我們認識耶穌
[00:04:03.200 --> 00:04:07.440]  到現在我們的生命是否真的變得更加好呢
[00:04:07.440 --> 00:04:09.640]  大家有沒有問過這個問題
[00:04:09.640 --> 00:04:11.320]  你信耶穌之後
[00:04:11.320 --> 00:04:14.800]  到現在是否覺得人生真的豐富了呢
[00:04:14.800 --> 00:04:17.400]  我們得到耶穌了嗎
[00:04:17.400 --> 00:04:19.400]  保羅說我得到了
[00:04:19.400 --> 00:04:21.080]  他要得著耶穌基督為自保
[00:04:21.080 --> 00:04:23.080]  但是我們又得到了嗎
[00:04:23.080 --> 00:04:25.320]  今天我們再看看下面
[00:04:25.320 --> 00:04:26.800]  另外一段經文是
[00:04:26.800 --> 00:04:28.360]  佩洛比書第三章
[00:04:28.360 --> 00:04:30.440]  十二到第十六節
[00:04:30.440 --> 00:04:31.720]  那裡怎麼說呢
[00:04:31.720 --> 00:04:32.520]  好快看一看
[00:04:32.520 --> 00:04:33.400]  保羅說
[00:04:33.400 --> 00:04:36.240]  這不是說我已經得著了
[00:04:36.240 --> 00:04:37.440]  已經完全了
[00:04:37.440 --> 00:04:39.520]  而是竭力追求
[00:04:39.520 --> 00:04:42.360]  或者可以得著基督耶穌
[00:04:42.360 --> 00:04:43.760]  所要我得著的
[00:04:43.760 --> 00:04:45.240]  弟兄們
[00:04:45.240 --> 00:04:46.520]  也包括姐妹
[00:04:46.520 --> 00:04:48.960]  我不是以為自己已經得著了
[00:04:48.960 --> 00:04:50.440]  我只是有一件事
[00:04:50.880 --> 00:04:53.920]  就是忘記背後努力面前的
[00:04:53.920 --> 00:04:56.320]  向著標杆直跑
[00:04:56.320 --> 00:04:59.840]  要得上帝在基督耶穌裡
[00:04:59.840 --> 00:05:02.640]  從上面召我來得的獎賞
[00:05:02.640 --> 00:05:03.800]  所以
[00:05:03.800 --> 00:05:06.120]  我們中間凡是成熟的人
[00:05:06.120 --> 00:05:08.000]  總要存這樣的心
[00:05:08.000 --> 00:05:11.120]  若在什麼事上存別樣的心
[00:05:11.120 --> 00:05:14.560]  上帝也會把這些事指示你們
[00:05:14.560 --> 00:05:15.520]  十六節
[00:05:15.520 --> 00:05:18.320]  然而我們到達什麼地步
[00:05:18.760 --> 00:05:21.320]  就當照這個地步走
[00:05:21.320 --> 00:05:23.360]  首先我們看到
[00:05:23.360 --> 00:05:25.680]  究竟耶穌基督要我們得到什麼呢
[00:05:25.680 --> 00:05:27.200]  十二節說
[00:05:27.200 --> 00:05:28.080]  耶穌基督
[00:05:28.080 --> 00:05:30.280]  所要我得著的
[00:05:30.280 --> 00:05:32.680]  到底是指什麼事情呢
[00:05:32.680 --> 00:05:34.800]  我們在教會裡說
[00:05:34.800 --> 00:05:36.960]  這是否說永生的盼望
[00:05:36.960 --> 00:05:38.880]  或者讓我們信耶穌之後
[00:05:38.880 --> 00:05:39.880]  生活有平安
[00:05:39.880 --> 00:05:40.880]  或者說
[00:05:40.880 --> 00:05:42.240]  我們覺得信耶穌之後
[00:05:42.240 --> 00:05:43.200]  牧師經常說
[00:05:43.200 --> 00:05:44.200]  最喜歡說的
[00:05:44.200 --> 00:05:46.480]  我們會活得很有意思
[00:05:46.480 --> 00:05:47.600]  生活得很精彩
[00:05:47.800 --> 00:05:49.400]  這些字眼經常聽牧師說
[00:05:49.400 --> 00:05:51.040]  那你覺得是什麼呢
[00:05:51.040 --> 00:05:52.200]  到底
[00:05:52.200 --> 00:05:54.840]  耶穌要我們得的是什麼呢
[00:05:54.840 --> 00:05:56.440]  那當然
[00:05:56.440 --> 00:05:57.480]  如果你問我的話
[00:05:57.480 --> 00:05:59.000]  我的答案就會是
[00:05:59.000 --> 00:06:00.160]  All of the above
[00:06:00.160 --> 00:06:02.360]  全部都是
[00:06:02.360 --> 00:06:03.120]  都沒有說錯
[00:06:03.120 --> 00:06:04.200]  全部都是
[00:06:04.200 --> 00:06:05.840]  如果
[00:06:05.840 --> 00:06:06.960]  大家想一想
[00:06:06.960 --> 00:06:07.640]  大家想一想
[00:06:07.640 --> 00:06:09.760]  如果我們不相信
[00:06:09.760 --> 00:06:11.200]  神創造我們
[00:06:11.200 --> 00:06:13.080]  是有計劃地創造我們
[00:06:13.080 --> 00:06:16.040]  然後將我們放在這個時間
[00:06:16.040 --> 00:06:17.040]  空間裡
[00:06:17.520 --> 00:06:18.880]  我們根本不會去問
[00:06:18.880 --> 00:06:21.280]  到底我們人生有什麼目的
[00:06:21.280 --> 00:06:23.040]  我們只會怎樣呢
[00:06:23.040 --> 00:06:24.920]  我們只會很無奈
[00:06:24.920 --> 00:06:26.920]  毫無選擇地
[00:06:26.920 --> 00:06:28.560]  除大火
[00:06:28.560 --> 00:06:29.880]  一般人都是這樣
[00:06:29.880 --> 00:06:31.960]  在世上走過
[00:06:31.960 --> 00:06:33.640]  生老病死
[00:06:33.640 --> 00:06:35.720]  這些人生的階段
[00:06:35.720 --> 00:06:36.720]  是不是
[00:06:36.720 --> 00:06:38.480]  如果我們不相信上帝的時候
[00:06:38.480 --> 00:06:39.640]  做人會有什麼呢
[00:06:39.640 --> 00:06:41.640]  生老病死過都要經歷過
[00:06:41.640 --> 00:06:42.720]  人怎樣我就怎樣
[00:06:42.720 --> 00:06:45.160]  當然
[00:06:45.160 --> 00:06:47.120]  有些人可能會好一點
[00:06:47.440 --> 00:06:48.800]  有些人會說
[00:06:48.800 --> 00:06:51.080]  我要為自己的理想而生活
[00:06:51.080 --> 00:06:51.680]  是不是
[00:06:51.680 --> 00:06:53.960]  你記得兩個星期前我說過
[00:06:53.960 --> 00:06:55.360]  為自己的理想而生活
[00:06:55.360 --> 00:06:56.320]  是你的理想嗎
[00:06:56.320 --> 00:06:59.200]  我們以為是我們的理想
[00:06:59.200 --> 00:07:00.880]  但其實這些理想
[00:07:00.880 --> 00:07:02.760]  我以前說過了
[00:07:02.760 --> 00:07:04.640]  其實都是我們自小
[00:07:04.640 --> 00:07:06.200]  被我們家人
[00:07:06.200 --> 00:07:07.680]  周圍的老師朋友
[00:07:07.680 --> 00:07:11.440]  栽種在我們的心裡
[00:07:11.440 --> 00:07:12.880]  比如說要賺很多錢
[00:07:12.880 --> 00:07:14.440]  記得上次我給大家看過
[00:07:14.440 --> 00:07:16.960]  或者爭取名譽地位權勢
[00:07:17.440 --> 00:07:19.160]  或者我希望好一點
[00:07:19.160 --> 00:07:20.840]  用一個幸福的婚姻
[00:07:20.840 --> 00:07:23.240]  美滿家庭一類那些
[00:07:23.240 --> 00:07:25.760]  這些都是我們覺得
[00:07:25.760 --> 00:07:26.960]  這是我們的理想
[00:07:26.960 --> 00:07:28.320]  我們想達到這些東西
[00:07:28.320 --> 00:07:30.480]  在我們生存的時間裡面
[00:07:30.480 --> 00:07:32.360]  但是無可否認
[00:07:32.360 --> 00:07:35.840]  在我們想達到這些理想的過程當中
[00:07:35.840 --> 00:07:37.360]  我們會遇到什麼
[00:07:37.360 --> 00:07:39.160]  遇到挫折
[00:07:39.160 --> 00:07:39.920]  是不是
[00:07:39.920 --> 00:07:42.800]  我們會承受很大的壓力
[00:07:42.800 --> 00:07:44.440]  很容易的
[00:07:44.440 --> 00:07:46.320]  我們就發覺真的不太行
[00:07:46.880 --> 00:07:47.680]  行不行
[00:07:47.680 --> 00:07:49.760]  我們沒有把握
[00:07:49.760 --> 00:07:51.440]  我們失去了安全感
[00:07:51.440 --> 00:07:54.200]  於是很多時候會讓我們生活在
[00:07:54.200 --> 00:07:57.440]  不安和惶恐之中
[00:07:57.440 --> 00:07:59.120]  那隨之而來的什麼呢
[00:07:59.120 --> 00:08:01.880]  你不斷是生在惶恐不安之中
[00:08:01.880 --> 00:08:02.960]  灰心
[00:08:02.960 --> 00:08:03.720]  失望
[00:08:03.720 --> 00:08:04.560]  氣餒
[00:08:04.560 --> 00:08:05.880]  沒有自信心
[00:08:05.880 --> 00:08:08.640]  我發覺今天很多人原來
[00:08:08.640 --> 00:08:11.040]  是活在這樣的生活當中
[00:08:11.040 --> 00:08:14.320]  我發覺原來絕大部分的人
[00:08:14.320 --> 00:08:16.280]  都會接受這樣的現實
[00:08:16.280 --> 00:08:17.080]  是不是現實
[00:08:17.080 --> 00:08:18.200]  有沒有經歷過
[00:08:18.200 --> 00:08:19.320]  有
[00:08:19.320 --> 00:08:21.000]  那你就接受現實
[00:08:21.000 --> 00:08:23.680]  那結果是什麼呢
[00:08:23.680 --> 00:08:27.680]  就是讓自己融融碌碌的過一生
[00:08:27.680 --> 00:08:30.000]  這就是今天很大的情況
[00:08:30.000 --> 00:08:33.200]  當然也有很多人
[00:08:33.200 --> 00:08:36.000]  我還發覺他們其實
[00:08:36.000 --> 00:08:39.080]  人生大部分的時間
[00:08:39.080 --> 00:08:44.160]  如果你有重播你以前經歷過的事情
[00:08:44.800 --> 00:08:46.960]  大家有沒有留意到其實很多人
[00:08:46.960 --> 00:08:48.240]  包括我們自己在內
[00:08:48.240 --> 00:08:51.640]  人生大部分的時間
[00:08:51.640 --> 00:08:53.120]  都是不快樂的多
[00:08:53.120 --> 00:08:54.880]  會不會
[00:08:54.880 --> 00:08:56.880]  回去想一想
[00:08:56.880 --> 00:08:58.560]  所以呢
[00:08:58.560 --> 00:09:00.320]  為什麼我們留意到有少數人
[00:09:00.320 --> 00:09:01.480]  剛才一開始說
[00:09:01.480 --> 00:09:03.800]  會選擇提早結束自己的生命
[00:09:03.800 --> 00:09:05.600]  就是這個意思
[00:09:05.600 --> 00:09:06.600]  是不是
[00:09:06.600 --> 00:09:07.480]  做人都不開心
[00:09:07.480 --> 00:09:09.320]  為了什麼
[00:09:09.320 --> 00:09:11.040]  早點走好過吧
[00:09:11.040 --> 00:09:14.320]  但是今天我們看保羅
[00:09:14.320 --> 00:09:16.040]  剛才我們看的聖經
[00:09:16.040 --> 00:09:18.160]  保羅的自白
[00:09:18.160 --> 00:09:21.360]  就拜給我們人生
[00:09:21.360 --> 00:09:23.160]  另外一個可能的軌跡
[00:09:23.160 --> 00:09:27.040]  我們可以不是跟大火走同一條路
[00:09:27.040 --> 00:09:28.720]  我們可以走另一條路
[00:09:28.720 --> 00:09:30.520]  一個不同的軌跡
[00:09:30.520 --> 00:09:31.840]  保羅是相信
[00:09:31.840 --> 00:09:33.800]  耶穌基督為他
[00:09:33.800 --> 00:09:37.640]  也為每一個人預備了一個美好的計劃
[00:09:37.640 --> 00:09:41.360]  他確信耶穌為他預備的
[00:09:42.240 --> 00:09:45.560]  是會讓他的人生充滿了驚喜
[00:09:45.560 --> 00:09:47.760]  是會讓他的人生
[00:09:47.760 --> 00:09:51.080]  變得更加有意義和有價值
[00:09:51.080 --> 00:09:52.160]  所以我們看到保羅
[00:09:52.160 --> 00:09:53.680]  特別是在《菲勒比書》的時候
[00:09:53.680 --> 00:09:55.880]  他是窮一生的精力
[00:09:55.880 --> 00:09:57.720]  用盡他一生的精力
[00:09:57.720 --> 00:09:59.480]  為了要得到耶穌
[00:09:59.480 --> 00:10:04.400]  想要他得到那個豐盛的人生
[00:10:04.400 --> 00:10:07.360]  我希望大家留意
[00:10:07.360 --> 00:10:10.400]  保羅這個認知和確信
[00:10:10.400 --> 00:10:13.880]  就讓他能夠有能力去面對挫折
[00:10:13.880 --> 00:10:15.200]  去迎接挑戰
[00:10:15.200 --> 00:10:16.680]  去克服困難
[00:10:16.680 --> 00:10:20.160]  去積極繼續往前走
[00:10:20.160 --> 00:10:22.320]  所以保羅
[00:10:22.320 --> 00:10:22.960]  大家都知道
[00:10:22.960 --> 00:10:24.240]  寫《菲勒比書》的時候
[00:10:24.240 --> 00:10:25.760]  他在哪裏?
[00:10:25.760 --> 00:10:27.320]  他正在監獄
[00:10:27.320 --> 00:10:28.960]  在監獄裏面
[00:10:28.960 --> 00:10:31.800]  而且有死亡的威脅
[00:10:31.800 --> 00:10:34.080]  但從《菲勒比書》裏面可以看到
[00:10:34.080 --> 00:10:36.440]  保羅仍然是鬥志高昂
[00:10:36.440 --> 00:10:37.920]  這就不簡單了
[00:10:37.920 --> 00:10:40.480]  在監獄裏面可能你會死
[00:10:40.480 --> 00:10:41.720]  你都知道的
[00:10:41.720 --> 00:10:44.640]  但仍然沒有停下來
[00:10:44.640 --> 00:10:47.160]  仍然繼續想著如何向前走
[00:10:47.160 --> 00:10:48.000]  保羅怎樣說?
[00:10:48.000 --> 00:10:50.480]  他說我不是說我已經達到目標了
[00:10:50.480 --> 00:10:52.880]  我已經做好耶穌要我做的事
[00:10:52.880 --> 00:10:57.480]  我覺得自己還未完成耶穌給我的工作
[00:10:57.480 --> 00:11:01.840]  所以我仍然決力去追求達到目標
[00:11:01.840 --> 00:11:04.520]  你能否想像一個在監獄面對死亡的人
[00:11:04.520 --> 00:11:07.880]  在監獄裏面會說這些話?
[00:11:07.880 --> 00:11:11.560]  這是否給我們很大的激勵?
[00:11:11.560 --> 00:11:15.280]  保羅這種努力盡取積極面對人生的態度
[00:11:15.280 --> 00:11:19.920]  我覺得很值得今日你和我一起學的
[00:11:19.920 --> 00:11:22.640]  因為我發覺今日有很多人
[00:11:22.640 --> 00:11:25.480]  不單止沒有了人生的目的和方向
[00:11:25.480 --> 00:11:32.320]  而且對人生和前路失去了衝勁和動力
[00:11:32.320 --> 00:11:38.120]  日子是這樣過日子也是這樣過
[00:11:38.120 --> 00:11:43.000]  但沒有能量、動力和衝勁
[00:11:43.000 --> 00:11:44.200]  人生就是這樣
[00:11:44.200 --> 00:11:44.960]  正如我剛才所說
[00:11:44.960 --> 00:11:48.760]  很無奈地融融陸陸一生
[00:11:48.760 --> 00:11:51.760]  但保羅不同
[00:11:51.760 --> 00:11:53.120]  雖然正在監獄
[00:11:53.120 --> 00:11:55.760]  雖然知道自己命不久矣
[00:11:55.760 --> 00:11:57.760]  但竟然還會想
[00:11:57.760 --> 00:12:00.680]  我可以怎樣活出耶穌要我的生命
[00:12:00.680 --> 00:12:03.000]  這就不簡單了
[00:12:03.000 --> 00:12:04.680]  大家覺不覺得保羅
[00:12:04.680 --> 00:12:07.680]  到了人生的晚年的時候
[00:12:07.680 --> 00:12:09.600]  是否仍然可以活得如此精彩?
[00:12:09.600 --> 00:12:10.960]  是否仍然可以覺得
[00:12:10.960 --> 00:12:14.080]  這個人生活得很扎實、很豐富?
[00:12:14.080 --> 00:12:17.320]  想不想變成我像保羅那樣?
[00:12:17.320 --> 00:12:20.480]  我希望你們都想
[00:12:20.480 --> 00:12:28.320]  我覺得保羅這種積極努力去跟隨耶穌基督
[00:12:28.320 --> 00:12:31.800]  服侍上帝、服侍耶穌
[00:12:31.800 --> 00:12:35.880]  要得到耶穌要得到的生命
[00:12:35.880 --> 00:12:43.760]  這種態度是我們能夠有豐盛人生的不二法門
[00:12:43.760 --> 00:12:45.760]  是一個方法
[00:12:45.760 --> 00:12:46.640]  保羅怎樣說呢?
[00:12:46.640 --> 00:12:47.640]  我們看十三節
[00:12:47.640 --> 00:12:48.920]  十三節說
[00:12:48.920 --> 00:12:50.400]  弟兄們
[00:12:50.400 --> 00:12:51.800]  我不是以為自己已經得到了
[00:12:51.800 --> 00:12:52.800]  我只有一件事
[00:12:52.800 --> 00:12:54.000]  是甚麼?
[00:12:54.000 --> 00:12:57.400]  就是武行記背後努力面前的
[00:12:57.400 --> 00:12:59.720]  向著標竿直跑
[00:12:59.720 --> 00:13:02.880]  要得上帝在基督耶穌裡
[00:13:02.880 --> 00:13:06.000]  從上面召我來得的像相
[00:13:06.000 --> 00:13:07.000]  我已經說過
[00:13:07.000 --> 00:13:09.600]  如果根據菲律賓書三章八節
[00:13:09.600 --> 00:13:13.280]  保羅的標竿就是以得著耶穌基督為自保
[00:13:13.280 --> 00:13:14.280]  甚麼意思呢?
[00:13:14.280 --> 00:13:16.480]  就是說保羅一生就是追求
[00:13:16.480 --> 00:13:19.640]  跟耶穌建立一個很親密的關係
[00:13:19.640 --> 00:13:21.360]  大家能夠心意相通
[00:13:21.360 --> 00:13:22.720]  得著耶穌基督
[00:13:22.720 --> 00:13:23.800]  耶穌怎樣想我就怎樣想
[00:13:23.800 --> 00:13:25.320]  耶穌怎樣做我就怎樣做
[00:13:25.320 --> 00:13:26.960]  大家心意相通
[00:13:26.960 --> 00:13:28.240]  保羅可以完全明白
[00:13:28.240 --> 00:13:30.600]  耶穌的心意是怎樣
[00:13:30.600 --> 00:13:33.160]  活出耶穌要為的生命
[00:13:33.160 --> 00:13:37.280]  這就是他說得到耶穌為的意思
[00:13:37.280 --> 00:13:38.560]  為甚麼呢?
[00:13:38.560 --> 00:13:40.000]  他這樣做的時候
[00:13:40.000 --> 00:13:45.560]  他最後能夠在耶穌基督的前面領受
[00:13:45.560 --> 00:13:48.240]  他應該得到的那個獎賞
[00:13:48.240 --> 00:13:51.720]  你說這個獎賞到底是甚麼呢?
[00:13:51.720 --> 00:13:54.920]  會在基督耶穌的台前領受獎品
[00:13:54.920 --> 00:13:56.680]  我們看另外一段聖經
[00:13:56.680 --> 00:13:58.600]  提摩太後書第四章
[00:13:58.600 --> 00:14:00.000]  第七第八節
[00:14:00.000 --> 00:14:01.680]  保羅怎樣說呢?
[00:14:01.680 --> 00:14:04.520]  這個也是在他晚年快要死的時候
[00:14:04.520 --> 00:14:05.920]  他說「那美好的獎」
[00:14:05.920 --> 00:14:07.160]  「我已經打過了」
[00:14:07.160 --> 00:14:08.080]  「當跑過路」
[00:14:08.080 --> 00:14:09.280]  「我已經跑盡了」
[00:14:09.280 --> 00:14:10.200]  「所信的道」
[00:14:10.200 --> 00:14:11.880]  「我又已經守住了」
[00:14:11.880 --> 00:14:13.040]  「從此以後」
[00:14:13.040 --> 00:14:16.200]  「有公義的冠冕為我存留」
[00:14:16.200 --> 00:14:19.160]  「就是按照公義審判的主」
[00:14:19.160 --> 00:14:20.400]  「到了那日」
[00:14:20.400 --> 00:14:21.760]  「要賜給我的」
[00:14:21.760 --> 00:14:23.200]  「不但賜給我」
[00:14:23.200 --> 00:14:27.800]  「也賜給凡愛慕他顯現的人」
[00:14:27.800 --> 00:14:29.440]  保羅告訴我們
[00:14:29.440 --> 00:14:31.600]  他期待的獎賞是甚麼呢?
[00:14:31.600 --> 00:14:32.440]  就是「佩得」
[00:14:32.440 --> 00:14:34.680]  「被上帝稱為公義」
[00:14:34.680 --> 00:14:36.280]  「神以他為義」
[00:14:36.280 --> 00:14:38.480]  這就是「公義的冠冕」
[00:14:38.480 --> 00:14:40.200]  他希望能得到「公義的冠冕」
[00:14:40.200 --> 00:14:41.720]  上帝說「你真的做得好」
[00:14:41.720 --> 00:14:43.680]  「良善終身的僕人」
[00:14:43.680 --> 00:14:45.240]  「你走在我的心意裡面」
[00:14:45.240 --> 00:14:48.600]  這就是「佩稱為神」
[00:14:48.600 --> 00:14:51.800]  眼中被稱為「義人」
[00:14:51.800 --> 00:14:54.840]  保羅告訴我們
[00:14:54.840 --> 00:14:59.040]  在他追求達到目標的路上
[00:14:59.040 --> 00:15:02.000]  曾經經歷過大大小小
[00:15:02.000 --> 00:15:04.360]  很多不同的爭戰
[00:15:04.360 --> 00:15:06.360]  如果你了解保羅的一生
[00:15:06.360 --> 00:15:09.120]  保羅經過很多不同的挑戰
[00:15:09.120 --> 00:15:10.440]  資源不足
[00:15:10.440 --> 00:15:11.800]  人手不缺乏
[00:15:11.800 --> 00:15:13.280]  環境的限制
[00:15:13.280 --> 00:15:16.960]  還有人為的攻擊和阻礙
[00:15:16.960 --> 00:15:18.960]  有時要有耐心
[00:15:18.960 --> 00:15:20.200]  因為時機不成熟
[00:15:20.200 --> 00:15:22.760]  你想做就做不到
[00:15:22.760 --> 00:15:25.240]  但保羅說「我現在得勝過了」
[00:15:25.240 --> 00:15:27.600]  「要打仗我都打過了」
[00:15:27.600 --> 00:15:28.800]  「並且得勝」
[00:15:28.800 --> 00:15:30.080]  「要走遠了」
[00:15:30.080 --> 00:15:31.720]  這時戰勝了
[00:15:31.720 --> 00:15:32.840]  他有信心可以走完
[00:15:32.840 --> 00:15:35.200]  上帝要走的人生的道路
[00:15:35.200 --> 00:15:37.600]  完成他的工作
[00:15:37.600 --> 00:15:41.320]  他沒有因為膽怯而臨陣退縮
[00:15:41.320 --> 00:15:44.880]  他沒有恐懼在遇到困難的時候
[00:15:44.880 --> 00:15:47.200]  就放棄他的信仰
[00:15:47.200 --> 00:15:49.480]  而且無論在哪的時候
[00:15:49.480 --> 00:15:55.560]  他仍然努力完成上帝呼召他的使命
[00:15:55.560 --> 00:15:57.800]  所以保羅很有把握
[00:15:57.800 --> 00:16:02.000]  他能夠得到上帝稱他為義的獎賞
[00:16:02.000 --> 00:16:04.560]  他已經得著基督耶穌
[00:16:04.560 --> 00:16:08.160]  他可以在天國裡永遠和上帝在一起
[00:16:08.160 --> 00:16:11.160]  這就是他想他得到的
[00:16:11.160 --> 00:16:13.920]  祖六弟兄姊妹
[00:16:13.920 --> 00:16:16.400]  我們都相信耶穌
[00:16:16.400 --> 00:16:18.920]  你相信祖先叫祖六弟兄姊妹
[00:16:18.920 --> 00:16:21.160]  相信耶穌的人
[00:16:21.160 --> 00:16:22.400]  先祈告訴我們
[00:16:22.400 --> 00:16:28.800]  將來我們要站在耶穌面前受審判
[00:16:28.800 --> 00:16:30.960]  這要分清了
