
[00:00:00.000 --> 00:00:07.620]  好 八點鐘我們開始一起做一個祈禱
[00:02:08.600 --> 00:02:10.580]  你都知道我們除了講《時事記》裏面
[00:02:10.580 --> 00:02:14.640]  我通常喜歡有一點我自己的發揮
[00:02:14.640 --> 00:02:16.420]  想一下自己想過的事情
[00:02:16.420 --> 00:02:17.940]  跟大家分享一下
[00:02:17.940 --> 00:02:22.880]  我們當中可能有些人是剛剛新加入的
[00:02:22.880 --> 00:02:26.600]  我也想看看《時事記》的大圖畫
[00:02:26.600 --> 00:02:27.400]  我們的行程
[00:02:27.400 --> 00:02:32.460]  我們是四月中旬開始的
[00:02:32.460 --> 00:02:34.460]  你記得我們開始的時候
[00:02:34.460 --> 00:02:36.080]  其實我們不是看《時事記》
[00:02:36.080 --> 00:02:38.000]  第一個星期我們花了很多時間
[00:02:38.000 --> 00:02:40.480]  去看《路加福音》第24章
[00:02:40.480 --> 00:02:42.700]  而是通過《路加福音》第24章
[00:02:42.700 --> 00:02:47.640]  在這裏學習究竟我們應該怎樣去看聖經
[00:02:47.640 --> 00:02:52.760]  接著那個星期我們花了很多時間看第一章
[00:02:52.760 --> 00:02:54.760]  但其實我們不是只看第一章
[00:02:54.760 --> 00:02:58.440]  我們是在看整本《時事記》
[00:02:58.440 --> 00:03:00.840]  究竟是在講些什麼
[00:03:00.840 --> 00:03:02.840]  而整本《時事記》的主題
[00:03:02.840 --> 00:03:05.240]  如果你記得我和你講就是
[00:03:05.240 --> 00:03:07.740]  認清候選人 投票選熱鬧
[00:03:07.740 --> 00:03:12.980]  他是在選在蘇羅死了之後
[00:03:12.980 --> 00:03:16.920]  誰應該繼續領導以色列人
[00:03:16.920 --> 00:03:21.280]  是蘇羅的兒子還是大衛的王朝
[00:03:21.280 --> 00:03:25.240]  接著我們上個星期回來的時候
[00:03:25.240 --> 00:03:28.600]  我們就看了滿載羞辱的史詩
[00:03:28.600 --> 00:03:30.120]  就是《耳筆》
[00:03:30.120 --> 00:03:32.480]  今天我們會看另一個史詩
[00:03:32.480 --> 00:03:33.800]  如果你去到星期在這裏
[00:03:33.800 --> 00:03:36.560]  你記得這是我給你的比喻
[00:03:36.560 --> 00:03:40.080]  我們第一個星期看的整本《聖經》的大圖畫
[00:03:40.080 --> 00:03:42.440]  《聖經》究竟是講些什麼呢
[00:03:42.440 --> 00:03:47.040]  接著我們就去看《史詩記》
[00:03:47.040 --> 00:03:51.000]  你看到這筆就是《史詩記》
[00:03:51.000 --> 00:03:53.000]  《聖經》有66本書
[00:03:53.000 --> 00:03:58.000]  《史詩記》是66分之一
[00:03:58.000 --> 00:03:59.840]  是一個樹林
[00:03:59.840 --> 00:04:05.880]  我們上個星期就看樹林裏面的一棵樹木
[00:04:05.880 --> 00:04:07.280]  這個是《史詩記》
[00:04:07.280 --> 00:04:10.560]  接著我們上個星期就看一棵樹木
[00:04:10.560 --> 00:04:14.000]  這個很重要的 因為你不可以只看一棵樹木
[00:04:14.000 --> 00:04:17.120]  而你需要從這棵樹木裏面
[00:04:17.120 --> 00:04:20.200]  看看這棵樹木和這棵樹林的關係
[00:04:20.200 --> 00:04:23.120]  接著你再看整個圖畫
[00:04:23.120 --> 00:04:27.680]  這棵樹林和整個《聖經》有什麼關係
[00:04:27.680 --> 00:04:29.640]  如果你記得上個星期
[00:04:29.640 --> 00:04:31.000]  我都去到某些位置
[00:04:31.000 --> 00:04:33.120]  我說通常人們就會這樣應用
[00:04:33.120 --> 00:04:35.040]  那就一定錯了
[00:04:35.040 --> 00:04:37.560]  今天我都會做一點這樣的事情
[00:04:37.560 --> 00:04:40.800]  我想慢慢我們去到我們的尾聲
[00:04:40.800 --> 00:04:42.640]  我會多說一些形容
[00:04:42.640 --> 00:04:43.840]  究竟怎樣去形容《聖經》
[00:04:43.840 --> 00:04:46.080]  或者怎樣
[00:04:46.080 --> 00:04:47.760]  如何不應用《聖經》
[00:04:47.760 --> 00:04:52.080]  怎樣不應該去形容《聖經》
[00:04:52.080 --> 00:04:54.880]  這個我們遲些會再說
[00:04:54.880 --> 00:04:57.400]  所以上個星期我們說了滿載羞辱的《史詩》
[00:04:57.400 --> 00:05:01.000]  今天會說盤旋下降的《史詩》
[00:05:01.000 --> 00:05:03.520]  那就是巴拉
[00:05:03.520 --> 00:05:05.160]  我們通常都不太記得巴拉
[00:05:05.160 --> 00:05:08.640]  可能你記得另外那個Deborah
[00:05:08.640 --> 00:05:10.600]  Deborah那個中文是什麼
[00:05:10.600 --> 00:05:11.560]  迪波拉
[00:05:11.560 --> 00:05:12.520]  迪波拉
[00:05:12.520 --> 00:05:14.120]  不想說迪波拉
[00:05:14.120 --> 00:05:15.720]  迪波拉
[00:05:15.720 --> 00:05:18.240]  迪波拉《聖經》的翻譯是迪波拉
[00:05:18.240 --> 00:05:20.360]  我們要看的是巴拉
[00:05:20.360 --> 00:05:23.520]  你會發現為什麼我很強調
[00:05:23.520 --> 00:05:25.920]  就是迪波拉不是那個主角
[00:05:25.920 --> 00:05:27.720]  其實巴拉才是主角
[00:05:27.720 --> 00:05:30.480]  因為其實很多人說《史詩》的時候
[00:05:30.480 --> 00:05:32.000]  是很喜歡說迪波拉
[00:05:32.000 --> 00:05:34.960]  因為迪波拉是一個女史詩
[00:05:34.960 --> 00:05:36.640]  男女平等等等
[00:05:36.640 --> 00:05:37.640]  然後很特別
[00:05:37.640 --> 00:05:38.520]  說了很多
[00:05:38.520 --> 00:05:40.960]  但是你一會兒跟著我的思維
[00:05:40.960 --> 00:05:42.080]  你就會知道為什麼
[00:05:42.080 --> 00:05:45.480]  其實迪波拉是一個配角而已
[00:05:45.480 --> 00:05:47.040]  下個星期我們是沒有課的
[00:05:47.040 --> 00:05:48.360]  因為下個星期我不是在香港
[00:05:48.360 --> 00:05:49.800]  去了台北
[00:05:49.800 --> 00:05:51.800]  你都可以為我祈禱
[00:05:51.800 --> 00:05:55.000]  我們之後回來就31號
[00:05:55.000 --> 00:05:59.320]  然後連續三個星期幫《史詩記》賣尾
[00:05:59.320 --> 00:06:01.280]  你很值得
[00:06:01.280 --> 00:06:05.960]  有休息的時候去看看這五章《聖經》
[00:06:05.960 --> 00:06:10.040]  其實最後的賣尾是很長的尾
[00:06:10.040 --> 00:06:11.360]  是有五章《聖經》
[00:06:11.360 --> 00:06:13.440]  那個是《史詩記》的結局
[00:06:13.440 --> 00:06:16.040]  也是很嚇人看的
[00:06:16.040 --> 00:06:17.560]  因為很多東西你不想看的
[00:06:17.560 --> 00:06:19.440]  是很黑暗的東西
[00:06:19.440 --> 00:06:21.880]  我們遲些回來一起看看
[00:06:21.880 --> 00:06:25.840]  怎樣去明白這兩段大段的《聖經》
[00:06:25.840 --> 00:06:30.600]  最後那堂課我想和你做一些應用
[00:06:30.600 --> 00:06:34.480]  我想在31號和6月7號之間
[00:06:34.480 --> 00:06:36.600]  我都會開始多說一些
[00:06:36.600 --> 00:06:41.240]  究竟我們怎樣明白新約和舊約的關係
[00:06:41.240 --> 00:06:42.920]  新約和舊約的關係
[00:06:42.920 --> 00:06:44.760]  你有沒有想過新約和舊約的關係
[00:06:44.760 --> 00:06:46.200]  我們很多時候
[00:06:46.200 --> 00:06:49.120]  你出去聽道友或者我們查經也好
[00:06:49.120 --> 00:06:50.760]  我們查了一段舊約《聖經》
[00:06:50.760 --> 00:06:53.440]  然後就立刻應用
[00:06:53.440 --> 00:06:56.040]  其實是不行的
[00:06:56.040 --> 00:06:57.760]  或者這樣是很危險的
[00:06:57.760 --> 00:07:01.120]  我不知道你有沒有想過要看完整本《聖經》
[00:07:01.120 --> 00:07:05.360]  然後的訊息才去應用
[00:07:05.360 --> 00:07:07.320]  我想起一個經驗
[00:07:07.320 --> 00:07:11.240]  很多年前有一次我接待一個朋友的朋友
[00:07:11.240 --> 00:07:14.600]  這個朋友的朋友他不是基督徒
[00:07:14.600 --> 00:07:16.960]  甚至他是一個猶太人
[00:07:16.960 --> 00:07:18.760]  我接待他的時候和他吃飯
[00:07:18.760 --> 00:07:20.840]  我就很想和他傳福音
[00:07:20.840 --> 00:07:22.440]  和他做見證
[00:07:22.440 --> 00:07:25.160]  接著我就和他說
[00:07:25.160 --> 00:07:26.440]  我知道你是猶太人
[00:07:26.440 --> 00:07:28.880]  猶太人就信舊約
[00:07:28.880 --> 00:07:31.920]  我們就信舊約和新約
[00:07:31.920 --> 00:07:33.120]  他當然知道
[00:07:33.120 --> 00:07:34.920]  他也知道我基督徒信什麼
[00:07:34.920 --> 00:07:36.680]  他就彈了一句話來
[00:07:36.680 --> 00:07:38.480]  專門詆毀我的
[00:07:38.480 --> 00:07:40.160]  他說
[00:07:40.160 --> 00:07:43.640]  其實兩本都很舊了
[00:07:43.640 --> 00:07:45.720]  你明白我的意思嗎
[00:07:45.720 --> 00:07:47.880]  就是說不單舊約舊
[00:07:47.880 --> 00:07:50.120]  你所謂的新約其實都很舊了
[00:07:50.120 --> 00:07:52.320]  就是我沒有興趣的
[00:07:52.320 --> 00:07:54.520]  你有沒有想過為什麼舊約叫舊約
[00:07:54.520 --> 00:07:56.320]  新約叫新約
[00:07:56.320 --> 00:07:58.040]  舊約叫舊約新約叫新約
[00:07:58.040 --> 00:08:02.040]  不是因為新約比舊約新一些
[00:08:02.040 --> 00:08:04.200]  是因為兩本書基本上
[00:08:04.200 --> 00:08:07.600]  是說到有一個時代的轉變
[00:08:07.600 --> 00:08:10.920]  今天我們會不會在新約裡面
[00:08:10.920 --> 00:08:12.680]  會看的
[00:08:12.680 --> 00:08:13.840]  什麼叫新約
[00:08:13.840 --> 00:08:15.400]  耶穌已經來了
[00:08:15.400 --> 00:08:16.640]  耶穌還要再來
[00:08:16.640 --> 00:08:18.160]  耶穌第一次來和第二次來
[00:08:18.160 --> 00:08:19.360]  中間就叫新約了
[00:08:19.360 --> 00:08:20.920]  你明白嗎
[00:08:20.920 --> 00:08:24.320]  所以舊約和新約的分別不在於
[00:08:24.320 --> 00:08:27.640]  一本舊一點 一本比舊一點
[00:08:27.640 --> 00:08:31.200]  而在於一個是影子來的
[00:08:31.200 --> 00:08:33.600]  新約是完成了
[00:08:33.600 --> 00:08:37.800]  所以你不要把影子當成是我們的生活
[00:08:37.800 --> 00:08:39.480]  然後就形容
[00:08:39.480 --> 00:08:44.400]  你一定要由影子進去承傳
[00:08:44.400 --> 00:08:47.040]  然後在新約裡面形容出來
[00:08:47.040 --> 00:08:51.040]  我希望5月31日和6月7日
[00:08:51.040 --> 00:08:52.720]  是多說一點點的
[00:08:52.720 --> 00:08:57.160]  因為這件事是大家比較少想的
[00:08:57.160 --> 00:08:59.440]  好 我們繼續吧
[00:08:59.440 --> 00:09:03.320]  所謂的功課就是叫你好好地讀聖經
[00:09:03.320 --> 00:09:04.920]  好好地思想
[00:09:04.920 --> 00:09:08.080]  我們上課一起上講的時詩記
[00:09:08.080 --> 00:09:11.640]  還有切切的祈禱
[00:09:11.640 --> 00:09:13.280]  我多加一個功課給你
[00:09:13.280 --> 00:09:15.000]  因為下個星期我們沒有課
[00:09:15.000 --> 00:09:17.720]  還有我們已經去到下半部了
[00:09:17.720 --> 00:09:20.120]  我想你自己也想想有什麼問題
[00:09:20.120 --> 00:09:23.880]  你可以電郵我 問我
[00:09:23.880 --> 00:09:25.960]  我們也不斷有些同學
[00:09:25.960 --> 00:09:29.360]  有電郵或者WhatsApp問我問題
[00:09:29.360 --> 00:09:32.280]  有些我覺得是有用的
[00:09:32.280 --> 00:09:35.880]  我也想在課堂上和大家一起談論
[00:09:35.880 --> 00:09:41.360]  不只是我給他回了我自己的看法之外
[00:09:41.360 --> 00:09:42.880]  也可以和其他人一起
[00:09:42.880 --> 00:09:45.840]  也歡迎你在這兩個星期裡面
[00:09:45.840 --> 00:09:47.880]  如果你開始想到一些問題
[00:09:47.880 --> 00:09:51.040]  你想問 想澄清 或者我覺得不清楚的話
[00:09:51.040 --> 00:09:55.200]  歡迎你和我一起去談
[00:09:55.200 --> 00:09:56.480]  我們來到這個時候
[00:09:56.480 --> 00:09:59.360]  我們永遠都會有一個祈禱的時間
[00:09:59.360 --> 00:10:00.480]  但是我們祈禱之前
[00:10:00.480 --> 00:10:02.320]  都要做一點點的準備
[00:10:02.320 --> 00:10:05.480]  就是說 究竟我們怎麼祈禱呢
[00:10:05.480 --> 00:10:07.240]  如果上個星期你不在的時候
[00:10:07.240 --> 00:10:09.000]  我想總結一下
[00:10:09.000 --> 00:10:11.680]  我上個星期在這裡說祈禱的時候
[00:10:11.680 --> 00:10:13.680]  我們應該為什麼祈禱的時候
[00:10:13.680 --> 00:10:17.400]  我是說了這件事
[00:10:17.400 --> 00:10:23.000]  我們以前讀數學或者物理的時候
[00:10:23.000 --> 00:10:25.760]  有沒有記得有這件事
[00:10:25.760 --> 00:10:29.480]  有兩件事叫做純量和向量
[00:10:29.480 --> 00:10:31.840]  Scalar和Factor
[00:10:31.840 --> 00:10:34.960]  所謂純量就是單一個數字
[00:10:34.960 --> 00:10:36.920]  譬如說你開車
[00:10:36.920 --> 00:10:39.400]  我們通常叫速度
[00:10:39.400 --> 00:10:40.680]  其實應該叫速率
[00:10:40.680 --> 00:10:42.800]  因為速率就是純量
[00:10:42.800 --> 00:10:45.520]  速度就是向量
[00:10:45.520 --> 00:10:48.200]  所謂速率 你開車的時候
[00:10:48.200 --> 00:10:50.760]  譬如說你開70或者100
[00:10:50.760 --> 00:10:53.960]  你超標你就被人抄牌了
[00:10:53.960 --> 00:10:55.200]  他抄你的時候
[00:10:55.200 --> 00:10:59.360]  純粹是看看你開得多快
[00:10:59.360 --> 00:11:04.160]  他不會抄你是因為你的方向錯了
[00:11:04.160 --> 00:11:04.840]  你明白嗎
[00:11:04.840 --> 00:11:06.840]  總之你過了那個數字
[00:11:06.840 --> 00:11:08.480]  他就抄了
[00:11:08.480 --> 00:11:10.040]  向量的意思
[00:11:10.040 --> 00:11:13.320]  就是說除了你有一個速度之外
[00:11:13.320 --> 00:11:14.400]  有一個數字之外
[00:11:14.400 --> 00:11:17.560]  還有一個叫做方向
[00:11:17.560 --> 00:11:22.200]  你記得我上個星期做了一個很簡單的比喻
[00:11:22.200 --> 00:11:25.480]  如果有一個人跑奧林匹克100米
[00:11:25.480 --> 00:11:30.080]  結果他是9.08秒跑了世界紀錄
[00:11:30.080 --> 00:11:32.560]  但是他跑的方向是錯的
[00:11:32.560 --> 00:11:35.080]  那他有沒有贏呢
[00:11:35.080 --> 00:11:35.800]  他沒有贏
[00:11:35.800 --> 00:11:37.280]  人家都是左邊跑右邊
[00:11:37.280 --> 00:11:39.200]  他右邊不知道轉過彎
[00:11:39.200 --> 00:11:40.760]  然後他說我是世界紀錄了
[00:11:40.760 --> 00:11:42.280]  現在9.08秒了
[00:11:42.280 --> 00:11:43.480]  沒用的
[00:11:43.480 --> 00:11:45.440]  因為你的方向錯了
[00:11:45.440 --> 00:11:48.360]  無論你跑多快都不行的
[00:11:48.360 --> 00:11:49.400]  所以
[00:11:49.400 --> 00:11:52.400]  如果你記得我上個星期在這裡說的時候
[00:11:52.400 --> 00:11:55.480]  禱告是很在乎方向的
[00:11:55.480 --> 00:11:59.520]  不是在乎你禱告得多厲害
[00:11:59.520 --> 00:12:01.800]  所以如果你有一樣東西你一定要記得的話
[00:12:01.800 --> 00:12:04.320]  叫做Prayer is Vector
[00:12:04.320 --> 00:12:06.280]  祈禱是一個向量
[00:12:06.280 --> 00:12:08.800]  如果你記得我上個星期說了一個例子
[00:12:08.800 --> 00:12:10.480]  就是我上大學的時候有一個朋友
[00:12:10.480 --> 00:12:13.920]  他說他媽媽很有禱告的恩賜
[00:12:13.920 --> 00:12:14.920]  多有禱告的恩賜呢
[00:12:14.920 --> 00:12:16.480]  就是他考試的時候
[00:12:16.480 --> 00:12:18.880]  他媽媽還會跪在床邊
[00:12:18.880 --> 00:12:20.280]  兩個小時三個小時
[00:12:20.280 --> 00:12:22.720]  直到他打電話回家說我考完了
[00:12:22.720 --> 00:12:24.680]  那媽媽就站起來了
[00:12:24.680 --> 00:12:26.480]  然後他媽媽
[00:12:26.480 --> 00:12:29.400]  因為他媽媽的祈禱他拿了A
[00:12:29.400 --> 00:12:32.640]  這是很有問題的一種祈禱
[00:12:32.640 --> 00:12:36.440]  聖經裡面很明顯告訴我們
[00:12:36.440 --> 00:12:39.240]  連愛邦人都會祈禱的
[00:12:39.240 --> 00:12:41.280]  如果你記得《馬太福音》第六章
[00:12:41.280 --> 00:12:42.800]  耶穌經常跟他說
[00:12:42.800 --> 00:12:45.640]  你們祈禱不要像愛邦人那樣
[00:12:45.640 --> 00:12:49.200]  你們祈禱不要像法理賽人那樣
[00:12:49.200 --> 00:12:51.760]  其實不是只有基督徒才會祈禱的
[00:12:51.760 --> 00:12:54.040]  拜黃大仙的也會祈禱的
[00:12:54.040 --> 00:12:56.680]  那究竟我們的祈禱跟他們有什麼不同呢
[00:12:56.680 --> 00:12:58.120]  不是我們靈一點
[00:12:58.120 --> 00:13:00.200]  不是我們多祈禱會
[00:13:00.200 --> 00:13:02.280]  佛教徒沒有祈禱會
[00:13:02.280 --> 00:13:05.520]  是我們祈禱的方向不同
[00:13:05.520 --> 00:13:08.560]  聖經如果你真的去看新約的時候
[00:13:08.560 --> 00:13:11.320]  你會發覺聖經是給了一個很大的
[00:13:11.320 --> 00:13:13.160]  就是一個方向去祈禱
[00:13:13.160 --> 00:13:17.280]  而這個方向簡單來說就是神的「我」、神的「我」
[00:13:17.280 --> 00:13:19.280]  所以這件事非常重要
[00:13:19.280 --> 00:13:26.520]  今天我想用一些聖經來帶領我們去
[00:13:26.520 --> 00:13:27.360]  祈禱
[00:13:27.360 --> 00:13:28.680]  祈禱的方向
[00:13:28.680 --> 00:13:31.240]  我想和你分享
[00:13:31.240 --> 00:13:38.720]  一點點我最近在學習羅馬書的一些思想
[00:13:38.720 --> 00:13:40.400]  如果你在公理堂會有
[00:13:40.400 --> 00:13:43.160]  你就知道過去那個星期天
[00:13:43.160 --> 00:13:45.240]  我在公理堂講了一篇讀
[00:13:45.240 --> 00:13:46.800]  就是羅馬書第二章
[00:13:46.800 --> 00:13:47.760]  沒有親自
[00:13:47.760 --> 00:13:49.240]  不知道是誰選的
[00:13:49.240 --> 00:13:51.440]  根本就不適合KEY的
[00:13:51.440 --> 00:13:52.960]  但是我就講了一個
[00:13:52.960 --> 00:13:54.160]  《母愛大儀》
[00:13:54.160 --> 00:13:55.480]  羅馬書第二章
[00:13:55.480 --> 00:13:56.920]  如果你沒有聽過
[00:13:56.920 --> 00:14:02.120]  你都很值得上我的tubekitchentv.tk去聽的
[00:14:02.120 --> 00:14:04.240]  我有一個在加拿大的朋友
[00:14:04.240 --> 00:14:05.600]  他聽完之後就說
[00:14:05.600 --> 00:14:07.560]  你「搏炒」啊
[00:14:07.560 --> 00:14:13.600]  我就說我們這裡都很容忍
[00:14:13.600 --> 00:14:15.520]  他們沒有人
[00:14:15.520 --> 00:14:18.760]  到目前為止沒有人這麼投訴我
[00:14:18.760 --> 00:14:22.480]  我也是照著聖經這樣講的
[00:14:22.480 --> 00:14:24.040]  他很驚訝
[00:14:24.040 --> 00:14:27.240]  我們教會還可以承受得了
[00:14:27.240 --> 00:14:29.840]  在我講這篇讀的時候
[00:14:29.840 --> 00:14:33.320]  我就說其實我整個題目不是《母愛大儀》
[00:14:33.320 --> 00:14:38.640]  我整個題目是西遊記之《母愛大儀》
[00:14:38.640 --> 00:14:42.120]  因為我們今年整年都是講羅馬書的
[00:14:42.120 --> 00:14:43.320]  我就想了很久
[00:14:43.320 --> 00:14:45.480]  究竟羅馬書是現代版
[00:14:45.480 --> 00:14:46.680]  應該叫什麼名字
[00:14:46.680 --> 00:14:48.760]  我就想了一個名字叫西遊記
[00:14:48.760 --> 00:14:50.560]  是保羅的西遊記
[00:14:50.560 --> 00:14:53.640]  我因為星期天是不夠時間講
[00:14:53.640 --> 00:14:54.960]  我本來想講完西遊記
[00:14:54.960 --> 00:14:56.480]  接著講《母愛大儀》
[00:14:56.480 --> 00:14:59.280]  於是我說不如我留到星期三
[00:14:59.280 --> 00:15:00.520]  我想和你們講
[00:15:00.520 --> 00:15:04.560]  為什麼我叫羅馬書做西遊記
[00:15:04.560 --> 00:15:07.800]  接著這本西遊記怎麼可以直接
[00:15:07.800 --> 00:15:11.280]  怎麼可以幫助我們做一個祈禱的方向
[00:15:11.280 --> 00:15:11.880]  好不好
[00:15:11.880 --> 00:15:14.120]  所以我們花大概十分鐘、十五分鐘
[00:15:14.120 --> 00:15:16.400]  我想和你們分享一下
[00:15:16.400 --> 00:15:18.800]  在我自己學習羅馬書當中
[00:15:18.800 --> 00:15:21.600]  有些東西對我很大的挑戰
[00:15:21.600 --> 00:15:23.240]  保羅對我們有很大的挑戰
