
[00:00:00.000 --> 00:00:05.020]  剛才我們說生命是靠著耶穌的德性
[00:06:42.160 --> 00:06:45.260]  有人問你們心中盼望的緣由
[00:06:45.260 --> 00:06:47.260]  就要常作準備
[00:06:47.260 --> 00:06:50.560]  以溫柔敬畏的心回答各人
[00:06:50.560 --> 00:06:52.460]  存著無愧的良心
[00:06:52.460 --> 00:06:55.260]  叫你們在何事上被毀謗
[00:06:55.260 --> 00:06:56.860]  就在何事上
[00:06:56.860 --> 00:06:58.760]  可以叫那無賴你們
[00:06:58.760 --> 00:07:01.160]  在基督裡友好品行的人
[00:07:01.160 --> 00:07:03.060]  視覺羞愧
[00:07:03.060 --> 00:07:04.560]  好,不過這個是第一段的
[00:07:04.560 --> 00:07:06.860]  它主要的意思就是說
[00:07:06.860 --> 00:07:08.060]  熱心行善
[00:07:08.060 --> 00:07:11.860]  做好按照神的心意行善
[00:07:11.860 --> 00:07:14.260]  其實應該我們遭遇的
[00:07:14.260 --> 00:07:15.860]  應該也不會有人反對你的
[00:07:15.860 --> 00:07:17.660]  一般來說
[00:07:17.660 --> 00:07:19.260]  它說就算是
[00:07:19.260 --> 00:07:20.860]  憑義的緣故而受苦
[00:07:20.860 --> 00:07:22.960]  也是有福的
[00:07:22.960 --> 00:07:23.760]  是有福氣的
[00:07:23.760 --> 00:07:24.960]  這個福氣
[00:07:24.960 --> 00:07:27.260]  其實有一個微度指的是末世
[00:07:27.260 --> 00:07:31.160]  因為前書第一章第七節說了一樣東西
[00:07:31.160 --> 00:07:34.260]  它說當我們再在耶穌基督顯現
[00:07:34.260 --> 00:07:35.560]  即是祂回來的時候
[00:07:35.560 --> 00:07:36.660]  如果我們的信心
[00:07:36.660 --> 00:07:38.160]  繼續堅持的話
[00:07:38.160 --> 00:07:40.160]  我們就會在祂顯現的時候
[00:07:40.160 --> 00:07:43.360]  得著稱讚榮耀和尊貴
[00:07:43.360 --> 00:07:45.160]  第一章第七節提及到這一點
[00:07:45.160 --> 00:07:46.360]  所以這種有福
[00:07:46.360 --> 00:07:48.560]  有即是指的一種盼望
[00:07:48.560 --> 00:07:49.860]  將來的一種
[00:07:49.860 --> 00:07:51.860]  在神的面前得著祂稱讚
[00:07:51.860 --> 00:07:53.760]  榮耀和尊貴
[00:07:53.760 --> 00:07:56.260]  我不知道你想不想
[00:07:56.260 --> 00:07:57.360]  今天人稱讚你
[00:07:57.360 --> 00:07:59.260]  你也很開心
[00:07:59.260 --> 00:08:00.460]  你的朋友
[00:08:00.460 --> 00:08:03.260]  你的人稱讚你
[00:08:03.260 --> 00:08:04.560]  我想你也會鬆毛鬆翼的
[00:08:04.560 --> 00:08:05.660]  我也會的
[00:08:05.660 --> 00:08:07.060]  但是如果將來是
[00:08:07.060 --> 00:08:08.860]  我們的主在末世裡面
[00:08:08.860 --> 00:08:10.160]  對我們有稱讚
[00:08:10.160 --> 00:08:12.560]  甚至給我們有尊貴和榮耀的話
[00:08:12.560 --> 00:08:14.360]  我相信這個是鼓勵我們的
[00:08:14.360 --> 00:08:16.560]  這是第一件事
[00:08:16.560 --> 00:08:17.560]  怎樣可以面對
[00:08:17.560 --> 00:08:19.960]  即使在行義裡面都受苦
[00:08:19.960 --> 00:08:21.460]  特別被人誣賴
[00:08:21.460 --> 00:08:22.660]  被人誣蔑
[00:08:22.660 --> 00:08:23.560]  怎樣可以回應呢
[00:08:23.560 --> 00:08:26.360]  這段經文是要講的
[00:08:26.360 --> 00:08:28.160]  第二段我想先讀完
[00:08:28.160 --> 00:08:30.860]  就是第十七節到第二十二節
[00:08:30.860 --> 00:08:32.560]  我請大家一起再讀一次
[00:08:32.560 --> 00:08:34.060]  十七節請
[00:08:34.060 --> 00:08:38.860]  神的旨意若是叫你們行善受苦
[00:08:38.860 --> 00:08:42.360]  重於強於因行惡受苦
[00:08:42.360 --> 00:08:45.560]  因基督也曾一次為罪受苦
[00:08:45.560 --> 00:08:47.960]  就是以的代替不義的
[00:08:47.960 --> 00:08:50.360]  為要引我們到神面前
[00:08:50.360 --> 00:08:53.060]  按著肉體說祂被致死
[00:08:53.060 --> 00:08:55.560]  按著靈性說祂復活了
[00:08:55.560 --> 00:08:56.660]  他值這靈
[00:08:56.660 --> 00:09:01.460]  曾去傳到給那些在監獄裡的靈聽
[00:09:01.460 --> 00:09:05.060]  就是那從前在羅亞預備方舟
[00:09:05.060 --> 00:09:07.560]  神用人等待的時候
[00:09:07.560 --> 00:09:08.860]  不信從的人
[00:09:08.860 --> 00:09:10.760]  當時進入方舟
[00:09:10.760 --> 00:09:12.460]  藉著水得救的人
[00:09:12.460 --> 00:09:14.560]  不多只有八個人
[00:09:14.560 --> 00:09:16.860]  這水所表明的洗禮
[00:09:16.860 --> 00:09:19.560]  現在藉著耶穌基督復活
[00:09:19.560 --> 00:09:21.160]  也請救你們
[00:09:21.160 --> 00:09:23.060]  這洗禮本不在乎
[00:09:23.060 --> 00:09:25.060]  除掉肉體的污穢
[00:09:25.060 --> 00:09:28.660]  只求在神面前有無愧的良心
[00:09:28.660 --> 00:09:30.860]  耶穌已經進入天堂
[00:09:30.860 --> 00:09:32.460]  在神的右邊
[00:09:32.460 --> 00:09:34.660]  中天是和有權柄的
[00:09:34.660 --> 00:09:36.060]  並有能力的
[00:09:36.060 --> 00:09:37.760]  都服從了他
[00:10:00.860 --> 00:10:02.160]  耶穌不難受死
[00:10:02.160 --> 00:10:03.360]  但祂是行善的
[00:10:03.360 --> 00:10:05.060]  祂是義人
[00:10:05.060 --> 00:10:06.860]  祂也走這條路
[00:10:06.860 --> 00:10:11.860]  義人居然無辜地經歷死亡
[00:10:11.860 --> 00:10:13.760]  所以耶穌成為我們一個
[00:10:13.760 --> 00:10:15.660]  今天如果我們真的做得好
[00:10:15.660 --> 00:10:16.460]  我們覺得做得好
[00:10:16.460 --> 00:10:17.860]  但仍然受苦的話
[00:10:17.860 --> 00:10:19.860]  祂就成為一個很大的鼓勵
[00:10:19.860 --> 00:10:21.260]  那耶穌怎樣
[00:10:21.260 --> 00:10:23.560]  祂死而復活成為我們的鼓勵呢
[00:10:23.560 --> 00:10:25.260]  我們一會兒再說這段經文
[00:10:25.260 --> 00:10:28.060]  另外就是第四章一到第六節
[00:10:28.060 --> 00:10:30.160]  繼續透過耶穌基督的受苦
[00:10:30.160 --> 00:10:31.060]  去鼓勵我們
[00:10:31.060 --> 00:10:32.160]  一會兒再讀一次
[00:10:32.160 --> 00:10:33.360]  第四章一到第六節
[00:10:33.360 --> 00:10:34.460]  請
[00:10:34.460 --> 00:10:36.760]  基督既在獄身受苦
[00:10:36.760 --> 00:10:40.760]  你們也當將這樣的心志作為兵器
[00:10:40.760 --> 00:10:43.160]  因為在獄身受過苦的
[00:10:43.160 --> 00:10:45.760]  就已經與罪短絕了
[00:10:45.760 --> 00:10:47.660]  你們存這樣的心
[00:10:47.660 --> 00:10:48.960]  從今以後
[00:10:48.960 --> 00:10:51.360]  就可以不從人的情慾
[00:10:51.360 --> 00:10:53.160]  只從神的旨意
[00:10:53.160 --> 00:10:55.560]  在世道餘下的光陰
[00:10:55.560 --> 00:10:58.760]  因為往日隨從愛邦人的心意
[00:10:58.760 --> 00:11:03.260]  行邪淫、惡辱、醉酒、謊言、群飲
[00:11:03.260 --> 00:11:05.760]  並可互拜偶像的事
[00:11:05.760 --> 00:11:08.060]  事後已經夠了
[00:11:08.060 --> 00:11:10.360]  他們在這些事上
[00:11:10.360 --> 00:11:12.860]  見你們不與他們同奔那
[00:11:12.860 --> 00:11:14.560]  放蕩無道的道
[00:11:14.560 --> 00:11:15.860]  就以為怪
[00:11:15.860 --> 00:11:17.360]  毀謗你們
[00:11:17.360 --> 00:11:19.160]  他們必將在那
[00:11:19.160 --> 00:11:22.660]  將要審判活人死人的主面前交仗
[00:11:22.660 --> 00:11:23.360]  為此
[00:11:23.360 --> 00:11:27.160]  就是死人也曾有福音傳給他們
[00:11:27.160 --> 00:11:30.560]  要叫他們的肉體按著人受審判
[00:11:30.560 --> 00:11:33.660]  他們的靈性卻較神活著
[00:11:33.660 --> 00:11:35.760]  這段講到基督的死
[00:11:35.760 --> 00:11:39.560]  大比我們都可以學校耶穌基督
[00:11:39.560 --> 00:11:42.360]  成為這個心志是個兵器
[00:11:42.360 --> 00:11:43.460]  去到最後
[00:11:43.460 --> 00:11:44.560]  都碰到另外一節
[00:11:44.560 --> 00:11:45.860]  不是很容易解的經文
[00:11:45.860 --> 00:11:47.260]  死人也有福音聽
[00:11:47.260 --> 00:11:49.360]  今天的傳福音有甚麼意義
[00:11:49.360 --> 00:11:52.060]  這個待會又再處理一下
[00:11:52.060 --> 00:11:54.460]  所以我是懷著一種心情
[00:11:54.460 --> 00:11:57.460]  將來有一天彼得大哥回到天家
[00:11:57.460 --> 00:11:59.960]  問你寫了甚麼
[00:11:59.960 --> 00:12:00.960]  為甚麼
[00:12:00.960 --> 00:12:04.760]  有些事今天都不是有一個很確實的答案
[00:12:04.760 --> 00:12:06.460]  不過嘗試去處理
[00:12:06.460 --> 00:12:09.360]  第一段經文是鼓勵我們
[00:12:09.360 --> 00:12:11.860]  繼續要熱心行善
[00:12:11.860 --> 00:12:16.760]  即使行善裏面我們經歷苦
[00:12:16.760 --> 00:12:18.360]  我們繼續要熱心行善
[00:12:18.360 --> 00:12:20.060]  因為這是有福的
[00:12:20.060 --> 00:12:22.560]  然後他告訴我們
[00:12:22.560 --> 00:12:24.160]  鼓勵我們一樣東西
[00:12:24.160 --> 00:12:27.060]  為義受苦的背後
[00:12:27.060 --> 00:12:28.860]  我們應該有一個信念
[00:12:28.860 --> 00:12:30.660]  這個第一個信念是說甚麼
[00:12:30.660 --> 00:12:34.560]  他說只要我們心裡尊主基督為聖
[00:12:34.560 --> 00:12:36.960]  有人問你們心中派忘的怨尤
[00:12:36.960 --> 00:12:39.060]  就要常作準備
[00:12:39.060 --> 00:12:40.560]  這種準備是甚麼
[00:12:40.560 --> 00:12:43.360]  以溫柔敬畏的心回答各人
[00:12:43.360 --> 00:12:45.260]  這樣的結果就是會令到那些
[00:12:45.260 --> 00:12:47.160]  誣賴你們的人
[00:12:47.160 --> 00:12:49.260]  就會背後自覺羞愧
[00:12:49.260 --> 00:12:51.760]  所以這段經文是告訴我們
[00:12:51.760 --> 00:12:53.360]  我們應該有一種信念
[00:12:53.360 --> 00:12:54.460]  那個信念是甚麼
[00:12:54.460 --> 00:12:57.660]  原來以柔能夠濟剛的
[00:12:57.660 --> 00:12:59.160]  我用現代的術語說
[00:12:59.160 --> 00:13:00.460]  柔能夠濟剛
[00:13:00.460 --> 00:13:01.760]  意思就是說
[00:13:01.760 --> 00:13:03.060]  沒錯
[00:13:03.060 --> 00:13:05.860]  有可能我們做得好
[00:13:05.860 --> 00:13:07.460]  我們都會經歷苦難
[00:13:07.460 --> 00:13:08.960]  剛才我開頭說的
[00:13:08.960 --> 00:13:11.160]  苦有很多種來源
[00:13:11.160 --> 00:13:13.760]  有時不是因為我們做得好與不好
[00:13:13.760 --> 00:13:15.160]  就是因為世間上
[00:13:15.160 --> 00:13:16.560]  這個世界有很多問題
[00:13:16.560 --> 00:13:17.960]  缺陷有罪的緣故
[00:13:17.960 --> 00:13:19.660]  我們就會無辜被牽連
[00:13:19.660 --> 00:13:23.060]  我們就會在很多的歷練禍患裏面
[00:13:23.060 --> 00:13:24.460]  這些都是苦來的
[00:13:24.460 --> 00:13:25.560]  怎樣可以面對呢
[00:13:25.560 --> 00:13:26.760]  特別是如果有人對我們
[00:13:26.760 --> 00:13:28.560]  有惡意的攻擊的話
[00:13:28.560 --> 00:13:29.860]  這段經文是告訴我們
[00:13:29.860 --> 00:13:31.260]  我們應該用兩種
[00:13:31.260 --> 00:13:33.360]  兩種基本的態度
[00:13:33.360 --> 00:13:35.860]  第一個就是對人要溫柔
[00:13:35.860 --> 00:13:36.860]  第二
[00:13:36.860 --> 00:13:38.860]  敬畏就是對神要敬畏
[00:13:38.860 --> 00:13:40.660]  溫柔加上敬畏
[00:13:40.660 --> 00:13:42.860]  成為一種基本的態度
[00:13:42.860 --> 00:13:44.260]  可以去回應
[00:13:44.260 --> 00:13:47.960]  作為心理上的一種準備
[00:13:47.960 --> 00:13:49.560]  不知道大家同不同意呢
[00:13:49.560 --> 00:13:50.860]  與別人相處
[00:13:50.860 --> 00:13:53.660]  或者特別是你碰到的時候
[00:13:53.660 --> 00:13:56.760]  與別人有爭執、意見不同的話
[00:13:56.760 --> 00:13:59.860]  最影響人與人之間的關係
[00:13:59.860 --> 00:14:02.960]  最影響大家的溝通、交往
[00:14:02.960 --> 00:14:05.060]  那個東西是甚麼呢
[00:14:05.060 --> 00:14:08.860]  通常往往都不是你溝通的內容
[00:14:08.860 --> 00:14:10.260]  即不是你談甚麼
[00:14:10.260 --> 00:14:12.860]  而是往往都是個態度
[00:14:12.860 --> 00:14:13.960]  所以聖經裏面
[00:14:13.960 --> 00:14:15.960]  特別是針研有很多智慧的言語
[00:14:15.960 --> 00:14:16.560]  它這樣說
[00:14:16.560 --> 00:14:20.260]  它說「回答柔和使怒消退」
[00:14:20.260 --> 00:14:22.860]  「言語暴戾會觸動怒氣」
[00:14:22.860 --> 00:14:24.560]  針研十五章第一節
[00:14:24.560 --> 00:14:28.060]  另一節更加講得更加巧妙
[00:14:28.060 --> 00:14:31.160]  它說「恆常忍耐可以勸動君王」
[00:14:31.160 --> 00:14:35.660]  「柔和的舌頭能夠截斷骨頭」
[00:14:35.660 --> 00:14:37.360]  它強調一樣東西
[00:14:37.360 --> 00:14:38.660]  溫柔的態度
[00:14:38.660 --> 00:14:40.360]  特別是在人與人相處裏面
[00:14:40.360 --> 00:14:46.260]  往往是能夠令到人可以被折服的
[00:14:46.260 --> 00:14:53.460]  我想當我們的小朋友進入青春期之後
[00:14:53.460 --> 00:14:55.260]  這是一個很深刻的遭遇
[00:14:55.260 --> 00:14:55.960]  我想我們中間
[00:14:55.960 --> 00:14:58.560]  如果小朋友慢慢都進入青春期的話
[00:14:58.560 --> 00:15:00.260]  都會碰到一個很大的問題
[00:15:00.260 --> 00:15:01.560]  很大的經歷
[00:15:01.560 --> 00:15:03.160]  就是通常來說
[00:15:03.160 --> 00:15:05.060]  你講他一句
[00:15:05.060 --> 00:15:06.460]  他就會
[00:15:06.460 --> 00:15:11.060]  你會發覺中國的成語都很恰當
[00:15:11.060 --> 00:15:17.060]  一言九鼎
[00:15:17.060 --> 00:15:20.060]  你想他做A他專門做B
[00:15:20.060 --> 00:15:24.260]  你會覺得明明可以討論得好
[00:15:24.260 --> 00:15:25.660]  不過往往就是態度
[00:15:25.660 --> 00:15:29.060]  令到很容易激起一把火
[00:15:29.060 --> 00:15:32.460]  然後就很難談下去
[00:15:32.460 --> 00:15:35.060]  為甚麼聖經這麼強調溫柔的態度呢
[00:15:35.060 --> 00:15:36.460]  就是我們要明白
[00:15:36.460 --> 00:15:40.060]  當一個人他遭到對抗或反對的時候
[00:15:40.060 --> 00:15:42.060]  人很容易被激怒
[00:15:42.060 --> 00:15:45.060]  很容易會產生防衛機制
[00:15:45.060 --> 00:15:46.360]  很容易會發脾氣
[00:15:46.360 --> 00:15:47.460]  很容易會報復
[00:15:47.460 --> 00:15:48.260]  很容易會粗暴
[00:15:48.260 --> 00:15:49.460]  每個人都會這樣
[00:15:49.460 --> 00:15:52.560]  人的情緒被挑動是很容易會這樣
[00:15:52.560 --> 00:15:53.460]  反過來
[00:15:53.460 --> 00:15:56.060]  如果一個人是被尊重
[00:15:56.060 --> 00:15:57.760]  被溫柔對待的話
[00:15:57.760 --> 00:16:02.360]  那個人就會慢慢變得越來越仁慈
[00:16:02.360 --> 00:16:03.860]  他被尊重
[00:16:03.860 --> 00:16:05.060]  被溫柔對待的話
[00:16:05.060 --> 00:16:07.560]  他就會顯得越來越仁慈
[00:16:07.560 --> 00:16:12.860]  所以聖經經常鼓勵我們要好好控制自己的反應
[00:16:12.860 --> 00:16:14.660]  溫柔帶來的是忍耐
[00:16:14.660 --> 00:16:18.660]  很多時候觸發誤解和衝突
[00:16:18.660 --> 00:16:20.560]  往往都不是內容的問題
[00:16:20.560 --> 00:16:23.060]  都是溝態度的問題
[00:16:23.060 --> 00:16:24.660]  態度是最重要的
[00:16:24.660 --> 00:16:26.360]  那個才是我們進入
[00:16:26.360 --> 00:16:34.160]  那個能夠好好溝通的一個很重要的基礎
[00:16:34.160 --> 00:16:35.460]  最近就坐小巴
[00:16:35.460 --> 00:16:38.560]  因為在龍城要坐小巴去黃大仙
[00:16:38.560 --> 00:16:39.260]  那個紅Van
[00:16:39.260 --> 00:16:41.260]  大家知不知道已經加價了
[00:16:41.260 --> 00:16:43.360]  4元
[00:16:43.360 --> 00:16:44.260]  不知道
[00:16:44.260 --> 00:16:45.260]  我問了昨晚
[00:16:45.260 --> 00:16:46.660]  住在九龍城的陳武勝
[00:16:46.660 --> 00:16:47.360]  他都說
[00:16:47.360 --> 00:16:48.660]  加了價嗎
[00:16:48.660 --> 00:16:50.260]  他住在那裏
[00:16:50.260 --> 00:16:51.660]  令我聯想起
[00:16:51.660 --> 00:16:53.160]  有很多幕
[00:16:53.160 --> 00:16:54.260]  其中有一幕就是
