
[00:00:00.000 --> 00:00:02.000]  各位 Friends
[00:01:56.000 --> 00:01:58.000]  學牧羊
[00:01:58.000 --> 00:02:00.000]  以前埃及王子四十歲就殺了人
[00:02:00.000 --> 00:02:02.000]  因為他想拯救以色列人
[00:02:02.000 --> 00:02:04.000]  看到埃及人打過以色列人
[00:02:04.000 --> 00:02:06.000]  他就打死了埃及人
[00:02:06.000 --> 00:02:08.000]  然後逃亡 一逃亡就四十年
[00:02:08.000 --> 00:02:10.000]  這個故事很多人都會認識
[00:02:10.000 --> 00:02:12.000]  我們就由這個呼召來看
[00:02:12.000 --> 00:02:14.000]  究竟
[00:02:14.000 --> 00:02:16.000]  我們是怎樣看呼召
[00:02:16.000 --> 00:02:18.000]  這件事呢
[00:02:18.000 --> 00:02:20.000]  你怎樣看呢
[00:02:20.000 --> 00:02:22.000]  很多時候講英文就是calling
[00:02:22.000 --> 00:02:24.000]  或者蒙召
[00:02:24.000 --> 00:02:26.000]  你有沒有曾經
[00:02:26.000 --> 00:02:28.000]  是被神呼召呢
[00:02:28.000 --> 00:02:30.000]  你說呼召什麼先
[00:02:30.000 --> 00:02:32.000]  所以呢
[00:02:32.000 --> 00:02:34.000]  我們今天去探討這個問題
[00:02:34.000 --> 00:02:36.000]  要澄清一些誤解的方向
[00:02:36.000 --> 00:02:38.000]  就是對於這段經文的解釋
[00:02:38.000 --> 00:02:40.000]  很多時候都有誤解
[00:02:40.000 --> 00:02:42.000]  其實這個題目
[00:02:42.000 --> 00:02:44.000]  被誤解的呼召
[00:02:44.000 --> 00:02:46.000]  我取自曾思航博士本身的書
[00:02:46.000 --> 00:02:48.000]  講到很多人誤解呼召
[00:02:48.000 --> 00:02:50.000]  誤解了那些
[00:02:50.000 --> 00:02:52.000]  經文的解釋
[00:02:52.000 --> 00:02:54.000]  他就用八個的故事
[00:02:54.000 --> 00:02:56.000]  來解釋去講
[00:02:56.000 --> 00:02:58.000]  但另一個層面亦都是
[00:02:58.000 --> 00:03:00.000]  其實在摩西
[00:03:00.000 --> 00:03:02.000]  被神呼召這件事
[00:03:02.000 --> 00:03:04.000]  就是剛才講的這個故事
[00:03:04.000 --> 00:03:06.000]  這個情況底下
[00:03:06.000 --> 00:03:08.000]  其實摩西他自己都
[00:03:08.000 --> 00:03:10.000]  誤解了神那個呼召
[00:03:10.000 --> 00:03:12.000]  究竟呼召是什麼來的呢
[00:03:12.000 --> 00:03:14.000]  有時候我們
[00:03:14.000 --> 00:03:16.000]  在我們信徒的群體
[00:03:16.000 --> 00:03:18.000]  我就觀察到有兩個極端
[00:03:18.000 --> 00:03:20.000]  一個極端就是
[00:03:20.000 --> 00:03:22.000]  對呼召是怎樣看的呢
[00:03:22.000 --> 00:03:24.000]  就是說這個呼召
[00:03:24.000 --> 00:03:26.000]  和我沒有關係的
[00:03:26.000 --> 00:03:28.000]  只是和某些人有關係
[00:03:28.000 --> 00:03:30.000]  神是呼召某些人而已
[00:03:30.000 --> 00:03:32.000]  總之不是呼召他就可以了
[00:03:32.000 --> 00:03:34.000]  但是有些人
[00:03:34.000 --> 00:03:36.000]  有另一個極端就是
[00:03:36.000 --> 00:03:38.000]  每個人都要尋求
[00:03:38.000 --> 00:03:40.000]  我們是要給神呼召的
[00:03:40.000 --> 00:03:42.000]  所以我要尋求一些
[00:03:42.000 --> 00:03:44.000]  很特別的經歷
[00:03:44.000 --> 00:03:46.000]  神和我說話
[00:03:46.000 --> 00:03:48.000]  說要尋求怎樣
[00:03:48.000 --> 00:03:50.000]  在夢中見異象
[00:03:50.000 --> 00:03:52.000]  有些這樣的極端
[00:03:52.000 --> 00:03:54.000]  那我們怎樣看呢
[00:03:54.000 --> 00:03:56.000]  所以我們一同
[00:03:56.000 --> 00:03:58.000]  由這裡開始
[00:03:58.000 --> 00:04:00.000]  大家想想你怎樣看呼召這件事呢
[00:04:00.000 --> 00:04:02.000]  神有沒有呼召過你或者我呢
[00:04:02.000 --> 00:04:04.000]  我們去準備我們的心
[00:04:04.000 --> 00:04:06.000]  我們一起禱告
[00:04:06.000 --> 00:04:08.000]  求主來和我們
[00:04:08.000 --> 00:04:10.000]  投給經文來跟我們說話
[00:04:10.000 --> 00:04:12.000]  天父我們恭敬
[00:04:12.000 --> 00:04:14.000]  再一次將自己交給主
[00:04:14.000 --> 00:04:16.000]  主啊求你
[00:04:16.000 --> 00:04:18.000]  透過摩西這個呼召的經歷
[00:04:18.000 --> 00:04:20.000]  讓我們體會到
[00:04:20.000 --> 00:04:22.000]  你在我身上
[00:04:22.000 --> 00:04:24.000]  究竟有沒有呼召
[00:04:24.000 --> 00:04:26.000]  怎樣呼召
[00:04:26.000 --> 00:04:28.000]  我們怎樣回應你的呼召
[00:04:28.000 --> 00:04:30.000]  或者根本究竟這個呼召
[00:04:30.000 --> 00:04:32.000]  是什麼意思
[00:04:32.000 --> 00:04:34.000]  讓我們重新再思想
[00:04:34.000 --> 00:04:36.000]  袁聖靈在我當中
[00:04:36.000 --> 00:04:38.000]  開啟我的心
[00:04:38.000 --> 00:04:40.000]  因為說的我只是
[00:04:40.000 --> 00:04:42.000]  一刻一刻去將你的話語
[00:04:42.000 --> 00:04:44.000]  去傳講去解開
[00:04:44.000 --> 00:04:46.000]  但你是奇妙的聖靈
[00:04:46.000 --> 00:04:48.000]  你是真理的聖靈
[00:04:48.000 --> 00:04:50.000]  你會在人心裡工作
[00:04:50.000 --> 00:04:52.000]  你對我們每一個
[00:04:52.000 --> 00:04:54.000]  說話
[00:04:54.000 --> 00:04:56.000]  但願你幫助我們今天聽到的
[00:04:56.000 --> 00:04:58.000]  不單是孩子
[00:04:58.000 --> 00:05:00.000]  這個人的聲音
[00:05:00.000 --> 00:05:02.000]  但是神的聲音在我們心中工作
[00:05:02.000 --> 00:05:04.000]  以致我們對你回應
[00:05:04.000 --> 00:05:06.000]  祈禱奉耶穌基督的名字
[00:05:06.000 --> 00:05:08.000]  阿們
[00:05:08.000 --> 00:05:10.000]  一路講下去
[00:05:10.000 --> 00:05:12.000]  我要
[00:05:12.000 --> 00:05:14.000]  highlight一下
[00:05:14.000 --> 00:05:16.000]  什麼叫呼召呢
[00:05:16.000 --> 00:05:18.000]  摩西那個就是黃色這裡
[00:05:18.000 --> 00:05:20.000]  剛才我們讀過聖經
[00:05:20.000 --> 00:05:22.000]  他那個呼召是很特別的
[00:05:22.000 --> 00:05:24.000]  是神
[00:05:24.000 --> 00:05:26.000]  透過一個這麼特別的
[00:05:26.000 --> 00:05:28.000]  異象吸引他去看
[00:05:28.000 --> 00:05:30.000]  接著你發覺
[00:05:30.000 --> 00:05:32.000]  什麼是呼召
[00:05:32.000 --> 00:05:34.000]  真的是calling(召喚)
[00:05:34.000 --> 00:05:36.000]  叫你出來
[00:05:36.000 --> 00:05:38.000]  是有聲音的
[00:05:38.000 --> 00:05:40.000]  很清楚的就叫
[00:05:40.000 --> 00:05:42.000]  摩西摩西
[00:05:42.000 --> 00:05:44.000]  有時候聖經有些呼召
[00:05:44.000 --> 00:05:46.000]  是說兩次或者三次
[00:05:46.000 --> 00:05:48.000]  說他的名字
[00:05:48.000 --> 00:05:50.000]  接著摩西就說我在這裡
[00:05:50.000 --> 00:05:52.000]  很清楚的
[00:05:52.000 --> 00:05:54.000]  如果這樣看你有沒有試過
[00:05:54.000 --> 00:05:56.000]  我有沒有試過這些呼召
[00:05:56.000 --> 00:05:58.000]  有沒有試過神是透過一些
[00:05:58.000 --> 00:06:00.000]  異象
[00:06:00.000 --> 00:06:02.000]  甚至是叫你的名字
[00:06:02.000 --> 00:06:04.000]  你很清楚的
[00:06:04.000 --> 00:06:06.000]  是不是很少
[00:06:06.000 --> 00:06:08.000]  其實摩西這種是很少的
[00:06:08.000 --> 00:06:10.000]  是很少的
[00:06:10.000 --> 00:06:12.000]  剛才講了
[00:06:12.000 --> 00:06:14.000]  有一些
[00:06:14.000 --> 00:06:16.000]  背景上面我要補充
[00:06:16.000 --> 00:06:18.000]  講一講曾思航博士那本書
[00:06:18.000 --> 00:06:20.000]  對這個
[00:06:20.000 --> 00:06:22.000]  經文給我們的
[00:06:22.000 --> 00:06:24.000]  insight(分析)
[00:06:24.000 --> 00:06:26.000]  很快一定要講背景
[00:06:26.000 --> 00:06:28.000]  這個展覽有多少人
[00:06:28.000 --> 00:06:30.000]  去過
[00:06:30.000 --> 00:06:32.000]  真的很可惜很少
[00:06:32.000 --> 00:06:34.000]  最後
[00:06:34.000 --> 00:06:36.000]  其實這個
[00:06:36.000 --> 00:06:38.000]  叫Ramsey
[00:06:38.000 --> 00:06:40.000]  中間那個ram
[00:06:40.000 --> 00:06:42.000]  後面可以加個e
[00:06:42.000 --> 00:06:44.000]  就是有兩個的串法
[00:06:44.000 --> 00:06:46.000]  這個蘭賽的儀式
[00:06:46.000 --> 00:06:48.000]  這個展覽
[00:06:48.000 --> 00:06:50.000]  就是講法老
[00:06:50.000 --> 00:06:52.000]  埃及的法老
[00:06:52.000 --> 00:06:54.000]  背景的
[00:06:54.000 --> 00:06:56.000]  一個很大的展覽
[00:06:56.000 --> 00:06:58.000]  其實展覽了幾個月
[00:06:58.000 --> 00:07:00.000]  在澳大利亞博物館那裡
[00:07:00.000 --> 00:07:02.000]  我自己去看完之後
[00:07:02.000 --> 00:07:04.000]  真的覺得非常
[00:07:04.000 --> 00:07:06.000]  震撼
[00:07:06.000 --> 00:07:08.000]  其實為什麼要看呢
[00:07:08.000 --> 00:07:10.000]  埃及跟他們有什麼關係
[00:07:10.000 --> 00:07:12.000]  多看一個你會知道
[00:07:12.000 --> 00:07:14.000]  多看一個圖
[00:07:14.000 --> 00:07:16.000]  這個人的樣子熟不熟悉
[00:07:16.000 --> 00:07:18.000]  整個尤伯連納的樣子
[00:07:18.000 --> 00:07:20.000]  尤伯連納做過法老
[00:07:20.000 --> 00:07:22.000]  為什麼是這樣的樣子呢
[00:07:22.000 --> 00:07:24.000]  因為
[00:07:24.000 --> 00:07:26.000]  原來在世經家
[00:07:26.000 --> 00:07:28.000]  或者歷史考古的
[00:07:28.000 --> 00:07:30.000]  研究
[00:07:30.000 --> 00:07:32.000]  講真
[00:07:32.000 --> 00:07:34.000]  初埃及的考古的遺跡
[00:07:34.000 --> 00:07:36.000]  是非常非常少的
[00:07:36.000 --> 00:07:38.000]  甚至你看那個
[00:07:38.000 --> 00:07:40.000]  澳大利亞博物館這個展覽
[00:07:40.000 --> 00:07:42.000]  他真的很少提到摩西
[00:07:42.000 --> 00:07:44.000]  但是其實
[00:07:44.000 --> 00:07:46.000]  在歷世歷代就在想
[00:07:46.000 --> 00:07:48.000]  究竟初埃及這麼大的事情
[00:07:48.000 --> 00:07:50.000]  在埃及的歷史裡面
[00:07:50.000 --> 00:07:52.000]  是哪一個皇帝呢
[00:07:52.000 --> 00:07:54.000]  有兩個選擇
[00:07:54.000 --> 00:07:56.000]  有一個選擇就是
[00:07:56.000 --> 00:07:58.000]  大概叫做拉美里斯
[00:07:58.000 --> 00:08:00.000]  差不多那個名字
[00:08:00.000 --> 00:08:02.000]  但是現在多數都是
[00:08:02.000 --> 00:08:04.000]  所有的電影你看到都是這樣的樣子
[00:08:04.000 --> 00:08:06.000]  就是這個叫蘭塞爾世
[00:08:06.000 --> 00:08:08.000]  多數是他
[00:08:08.000 --> 00:08:10.000]  就是剛才說的埃及皇子
[00:08:10.000 --> 00:08:12.000]  其實摩西
[00:08:12.000 --> 00:08:14.000]  跟他好像兩兄弟一樣
[00:08:14.000 --> 00:08:16.000]  摩西是皇子他又是皇子
[00:08:16.000 --> 00:08:18.000]  當然後來他就變了法老
[00:08:18.000 --> 00:08:20.000]  這個蘭塞爾世
[00:08:20.000 --> 00:08:22.000]  當然我們沒有一個完全
[00:08:22.000 --> 00:08:24.000]  最確實的證據
[00:08:24.000 --> 00:08:26.000]  多數是這個
[00:08:26.000 --> 00:08:28.000]  才是那個法老
[00:08:28.000 --> 00:08:30.000]  所以那個展覽其實
[00:08:30.000 --> 00:08:32.000]  我們看的時候就
[00:08:32.000 --> 00:08:34.000]  會有一點對合作
[00:08:34.000 --> 00:08:36.000]  因為多數都是他
[00:08:36.000 --> 00:08:38.000]  我們就認識在初埃及記那個時代
[00:08:38.000 --> 00:08:40.000]  那個背景
[00:08:40.000 --> 00:08:42.000]  當然有些
[00:08:42.000 --> 00:08:44.000]  不同的戲都是一直在做
[00:08:44.000 --> 00:08:46.000]  摩西有沒有這麼有型我就不知道
[00:08:46.000 --> 00:08:48.000]  我們就這個小小的背景
[00:08:48.000 --> 00:08:50.000]  給大家知道
[00:08:50.000 --> 00:08:52.000]  如果你看初埃及記
[00:08:52.000 --> 00:08:54.000]  就好像曾詩紅博士這麼說
[00:08:54.000 --> 00:08:56.000]  他指出
[00:08:56.000 --> 00:08:58.000]  很多時候這些的經文
[00:08:58.000 --> 00:09:00.000]  我們會忽略了那個歷史
[00:09:00.000 --> 00:09:02.000]  或者文化背景
[00:09:02.000 --> 00:09:04.000]  其實摩西是一個埃及人
[00:09:04.000 --> 00:09:06.000]  所以他在第二章
[00:09:06.000 --> 00:09:08.000]  他那本書裡面說八個
[00:09:08.000 --> 00:09:10.000]  八個舊約的呼召的故事
[00:09:10.000 --> 00:09:12.000]  第二章說到
[00:09:12.000 --> 00:09:14.000]  摩西的呼召
[00:09:14.000 --> 00:09:16.000]  燃燒的荊棘
[00:09:16.000 --> 00:09:18.000]  上帝之手
[00:09:18.000 --> 00:09:20.000]  特別他指出
[00:09:20.000 --> 00:09:22.000]  他的研究
[00:09:22.000 --> 00:09:24.000]  給大家看解釋上面
[00:09:24.000 --> 00:09:26.000]  有一個方向
[00:09:26.000 --> 00:09:28.000]  日後大家讀經也會比較清楚
[00:09:28.000 --> 00:09:30.000]  很多時候
[00:09:30.000 --> 00:09:32.000]  他指出為什麼被誤解
[00:09:32.000 --> 00:09:34.000]  為什麼人們會看摩西
[00:09:34.000 --> 00:09:36.000]  那個故事這個呼召
[00:09:36.000 --> 00:09:38.000]  有時候就會歪了一點
[00:09:38.000 --> 00:09:40.000]  就因為很多
[00:09:40.000 --> 00:09:42.000]  或者有些信徒
[00:09:42.000 --> 00:09:44.000]  甚至有些傳道人
[00:09:44.000 --> 00:09:46.000]  他想去尋求
[00:09:46.000 --> 00:09:48.000]  究竟神是不是要我
[00:09:48.000 --> 00:09:50.000]  做傳道或者做一些特別的事
[00:09:50.000 --> 00:09:52.000]  他就尋求一些
[00:09:52.000 --> 00:09:54.000]  特殊的呼召的經歷
[00:09:54.000 --> 00:09:56.000]  這個其實是有問題
[00:09:56.000 --> 00:09:58.000]  因為你剛才我們讀過
[00:09:58.000 --> 00:10:00.000]  有沒有像摩西那樣
[00:10:00.000 --> 00:10:02.000]  有神去call你
[00:10:02.000 --> 00:10:04.000]  跟你說你的名字
[00:10:04.000 --> 00:10:06.000]  然後你很清楚說神
[00:10:06.000 --> 00:10:08.000]  其實不多
[00:10:08.000 --> 00:10:10.000]  但是解釋那裡應該有什麼方向
[00:10:10.000 --> 00:10:12.000]  他指出了幾樣東西
[00:10:12.000 --> 00:10:14.000]  第一就是
[00:10:14.000 --> 00:10:16.000]  特別這段經文
[00:10:16.000 --> 00:10:18.000]  後來你一邊看
[00:10:18.000 --> 00:10:20.000]  整件事是很強調守這件事
[00:10:20.000 --> 00:10:22.000]  他又指出
[00:10:22.000 --> 00:10:24.000]  如果我們去看一段經文
[00:10:24.000 --> 00:10:26.000]  就不可以忽略
[00:10:26.000 --> 00:10:28.000]  這段經文講到守這個
[00:10:28.000 --> 00:10:30.000]  所謂形象
[00:10:30.000 --> 00:10:32.000]  因為埃及象形文字
[00:10:32.000 --> 00:10:34.000]  很多都是用手有關
[00:10:34.000 --> 00:10:36.000]  你見到
[00:10:36.000 --> 00:10:38.000]  如果在那段經文裏面
[00:10:38.000 --> 00:10:40.000]  就說神就要將
[00:10:40.000 --> 00:10:42.000]  以色列人脫離埃及人的手
[00:10:42.000 --> 00:10:44.000]  然後就
[00:10:44.000 --> 00:10:46.000]  借著摩西的手
[00:10:46.000 --> 00:10:48.000]  摩西的手又有大麻風
[00:10:48.000 --> 00:10:50.000]  然後又痊癒
[00:10:50.000 --> 00:10:52.000]  這些神跡
[00:10:52.000 --> 00:10:54.000]  就讓摩西
[00:10:54.000 --> 00:10:56.000]  以及以色列人
[00:10:56.000 --> 00:10:58.000]  以及埃及人都看到
[00:10:58.000 --> 00:11:00.000]  原來神
[00:11:00.000 --> 00:11:02.000]  是怎樣去工作的
[00:11:02.000 --> 00:11:04.000]  為什麼呢
[00:11:04.000 --> 00:11:06.000]  因為埃及人很重視那雙手
[00:11:06.000 --> 00:11:08.000]  埃及人就很重視
[00:11:08.000 --> 00:11:10.000]  皮膚很漂亮
[00:11:10.000 --> 00:11:12.000]  皮光肉滑
[00:11:12.000 --> 00:11:14.000]  整個人的健康
[00:11:14.000 --> 00:11:16.000]  就像我們現在進入
[00:11:16.000 --> 00:11:18.000]  Campus Warehouse
[00:11:18.000 --> 00:11:20.000]  第一個走過去就是化妝
[00:11:20.000 --> 00:11:22.000]  那些茶手
[00:11:22.000 --> 00:11:24.000]  原來埃及人是很重視
[00:11:24.000 --> 00:11:26.000]  那雙手的
[00:11:26.000 --> 00:11:28.000]  譬如他講到敬拜
[00:11:28.000 --> 00:11:30.000]  他的形象文字就是這樣
[00:11:30.000 --> 00:11:32.000]  有些圖也是這樣
[00:11:32.000 --> 00:11:34.000]  就是一個敬拜的手勢
[00:11:34.000 --> 00:11:36.000]  如果你說哀傷就是這樣
[00:11:36.000 --> 00:11:38.000]  講到原來我們不可以忽略
[00:11:38.000 --> 00:11:40.000]  守埃及文化
[00:11:40.000 --> 00:11:42.000]  這個埃及文化的背景
[00:11:42.000 --> 00:11:44.000]  來理解
[00:11:44.000 --> 00:11:46.000]  就是說原來埃及人
[00:11:46.000 --> 00:11:48.000]  那麼重視手
[00:11:48.000 --> 00:11:50.000]  又用手來表達很多東西
[00:11:50.000 --> 00:11:52.000]  就是說原來
[00:11:52.000 --> 00:11:54.000]  其中一個
[00:11:54.000 --> 00:11:56.000]  很重要的訊息就是
[00:11:56.000 --> 00:11:58.000]  神就用這個
[00:11:58.000 --> 00:12:00.000]  形象
[00:12:00.000 --> 00:12:02.000]  神的手直著摩西的手
[00:12:02.000 --> 00:12:04.000]  對埃及人來看
[00:12:04.000 --> 00:12:06.000]  這個手是在他生活的
[00:12:06.000 --> 00:12:08.000]  各個層面都會
[00:12:08.000 --> 00:12:10.000]  影響 就是說原來這個神
[00:12:10.000 --> 00:12:12.000]  他來到這個
[00:12:12.000 --> 00:12:14.000]  去幫助摩西
[00:12:14.000 --> 00:12:16.000]  去帶以色列人去埃及
[00:12:16.000 --> 00:12:18.000]  其實神的同在
[00:12:18.000 --> 00:12:20.000]  神的手
[00:12:20.000 --> 00:12:22.000]  就是讓埃及人看到
[00:12:22.000 --> 00:12:24.000]  埃及人一看到就說
[00:12:24.000 --> 00:12:26.000]  原來這個神
[00:12:26.000 --> 00:12:28.000]  是這樣來接觸我們生活
[00:12:28.000 --> 00:12:30.000]  每一個層面的
[00:12:30.000 --> 00:12:32.000]  這個意思
[00:12:32.000 --> 00:12:34.000]  再進一步意思原來這個呼召
[00:12:34.000 --> 00:12:36.000]  真的不是我們和呼召一樣
[00:12:36.000 --> 00:12:38.000]  是經歷一樣的 為什麼呢
[00:12:38.000 --> 00:12:40.000]  因為這個呼召裡面有一個很大的重點
[00:12:40.000 --> 00:12:42.000]  我們都經常說
[00:12:42.000 --> 00:12:44.000]  就是神在那裡
[00:12:44.000 --> 00:12:46.000]  揭示他的名字
[00:12:46.000 --> 00:12:48.000]  饒華的名字什麼意思
[00:12:48.000 --> 00:12:50.000]  自由 永有
[00:12:50.000 --> 00:12:52.000]  接著要找余大峰
[00:12:52.000 --> 00:12:54.000]  傳道來講多一點神學
[00:12:54.000 --> 00:12:56.000]  那方面什麼叫自由永有
[00:12:56.000 --> 00:12:58.000]  我記得余大峰傳道都講過
[00:12:58.000 --> 00:13:00.000]  這個題目 是不是
[00:13:00.000 --> 00:13:02.000]  很深奧 神的名字
[00:13:02.000 --> 00:13:04.000]  自由永有 那在他的呼召
[00:13:04.000 --> 00:13:06.000]  來講這個信息
[00:13:06.000 --> 00:13:08.000]  是什麼意思
[00:13:08.000 --> 00:13:10.000]  原來神的名字
[00:13:10.000 --> 00:13:12.000]  基本上
[00:13:12.000 --> 00:13:14.000]  不像埃及人
[00:13:14.000 --> 00:13:16.000]  所有神的名字
[00:13:16.000 --> 00:13:18.000]  雷神
[00:13:18.000 --> 00:13:20.000]  太陽神 其實
[00:13:20.000 --> 00:13:22.000]  Rameses
[00:13:22.000 --> 00:13:24.000]  蘭賽 那個RA
[00:13:24.000 --> 00:13:26.000]  前面那個其實是
[00:13:26.000 --> 00:13:28.000]  太陽神 Ra
[00:13:28.000 --> 00:13:30.000]  如果你看埃及王子都有 Ra
[00:13:30.000 --> 00:13:32.000]  召喚那個Ra 那個太陽神
[00:13:32.000 --> 00:13:34.000]  原來埃及有很多不同的神
[00:13:34.000 --> 00:13:36.000]  所以如果你看實災
[00:13:36.000 --> 00:13:38.000]  全部都是針對那些神
[00:13:38.000 --> 00:13:40.000]  尼羅河 為什麼水變血
[00:13:40.000 --> 00:13:42.000]  因為他們是
[00:13:42.000 --> 00:13:44.000]  拜尼羅河神的
[00:13:44.000 --> 00:13:46.000]  為什麼呢 蛙災 營災
[00:13:46.000 --> 00:13:48.000]  原來什麼東西都有神
[00:13:48.000 --> 00:13:50.000]  但是我們信那位
[00:13:50.000 --> 00:13:52.000]  神要透過摩西
[00:13:52.000 --> 00:13:54.000]  這個呼召去揭示
[00:13:54.000 --> 00:13:56.000]  展示他的名字
[00:13:56.000 --> 00:13:58.000]  那個就是耶和華
[00:13:58.000 --> 00:14:00.000]  這個永生的上帝
[00:14:00.000 --> 00:14:02.000]  就是不可明知
[00:14:02.000 --> 00:14:04.000]  你沒有一個名字
[00:14:04.000 --> 00:14:06.000]  可以限制他
[00:14:06.000 --> 00:14:08.000]  自有 永有 或者
[00:14:08.000 --> 00:14:10.000]  像呂振宗日本所說 永恆主
[00:14:10.000 --> 00:14:12.000]  這位的主
[00:14:12.000 --> 00:14:14.000]  是完全跟埃及神明不同的
[00:14:14.000 --> 00:14:16.000]  所以對讀這個呼召
[00:14:16.000 --> 00:14:18.000]  其實神是透過摩西呼召
[00:14:18.000 --> 00:14:20.000]  要跟以色列人說話
[00:14:20.000 --> 00:14:22.000]  所以接下來就更加
[00:14:22.000 --> 00:14:24.000]  會看其實整個
[00:14:24.000 --> 00:14:26.000]  呼召的經歷也是對應
[00:14:26.000 --> 00:14:28.000]  以色列人出埃及的經歷
[00:14:28.000 --> 00:14:30.000]  是一個關聯
[00:14:30.000 --> 00:14:32.000]  是一個拯救的訊息
[00:14:32.000 --> 00:14:34.000]  咦 按錯了
[00:14:34.000 --> 00:14:36.000]  對不起
[00:14:36.000 --> 00:14:38.000]  最後
[00:14:38.000 --> 00:14:40.000]  其實有很多點
[00:14:40.000 --> 00:14:42.000]  最後就是埃及人
[00:14:42.000 --> 00:14:44.000]  以色列人的文化衝突
[00:14:44.000 --> 00:14:46.000]  因為摩西 你不要忘記
[00:14:46.000 --> 00:14:48.000]  我們看經文
[00:14:48.000 --> 00:14:50.000]  很多時候我們會覺得
[00:14:50.000 --> 00:14:52.000]  摩西是什麼人
[00:14:52.000 --> 00:14:54.000]  他是以色列人
[00:14:54.000 --> 00:14:56.000]  但是他根本是一個埃及人
[00:14:56.000 --> 00:14:58.000]  等於有些人
[00:14:58.000 --> 00:15:00.000]  如果我們去看一些移民的群體
[00:15:00.000 --> 00:15:02.000]  問你的小朋友
[00:15:02.000 --> 00:15:04.000]  你是中國人嗎
[00:15:04.000 --> 00:15:06.000]  還是澳洲人
[00:15:06.000 --> 00:15:08.000]  可能他會回答什麼
[00:15:08.000 --> 00:15:10.000]  澳洲人 黃皮白心
[00:15:10.000 --> 00:15:12.000]  因為他根本就是
[00:15:12.000 --> 00:15:14.000]  在那個
[00:15:14.000 --> 00:15:16.000]  應該說那些小朋友來講
[00:15:16.000 --> 00:15:18.000]  在澳洲來的成長
[00:15:18.000 --> 00:15:20.000]  他的認同就是澳洲人
