
[00:00:00.000 --> 00:00:06.560]  大家好,今天題目是「我要靠一靠」
[00:05:16.480 --> 00:05:21.520]  醫生專科沒有,有沒有手術刀,有沒有毛菌技術來拿他的眼球呢?
[00:05:21.520 --> 00:05:29.200]  沒有,是用刀撩他的眼出來,又不流血,流血了
[00:05:29.200 --> 00:05:36.480]  有沒有藥,即是跟你做手術,連針,然後包住他毛菌,沒有
[00:05:36.480 --> 00:05:42.960]  所以我想參孫為他的眼痛,已經痛了一段很長的時間
[00:05:42.960 --> 00:05:46.480]  說不定他現在不是淚流滿面,淚腺可能沒有了
[00:05:46.480 --> 00:05:50.800]  而是兩隻眼凹陷了,眼腔凹陷了,裡面沒有眼球
[00:05:50.800 --> 00:05:55.680]  於是有些血流出來,流了又有膿,甚至有蒼蠅嬲
[00:05:55.680 --> 00:06:00.160]  很痛苦,很多東西流出來,發炎中,很嚴重
[00:06:00.160 --> 00:06:07.840]  又血又水又膿,又痛,不得了,又內心更加痛苦
[00:06:07.840 --> 00:06:12.160]  這就是參孫失敗之後的經歷,現在還要推磨
[00:06:12.160 --> 00:06:16.320]  推磨我看不到,不用看,你這樣向前推,不行我就鞭你
[00:06:16.320 --> 00:06:21.760]  向前推,向前推,磨呀磨呀磨,又痛,但繼續要做
[00:06:21.760 --> 00:06:27.360]  現在我大力不發,他沒有力氣了,變成一個普通人,於是很辛苦
[00:06:27.360 --> 00:06:33.840]  我們想像參孫的時候,內心的痛苦是怎樣,你可以想像到
[00:06:33.840 --> 00:06:38.240]  現在還被人抓出來,參孫,一巴掌打過去
[00:06:38.240 --> 00:06:41.920]  誰打你?告訴我,你的神不是很厲害,告訴我
[00:06:41.920 --> 00:06:48.320]  被人戲弄,或者找人潑他,或者找狗咬他,哎呀哎呀,死了
[00:06:48.320 --> 00:06:55.840]  你見到都很害怕,戲弄他,於是將他擺在兩柱中間
[00:06:55.840 --> 00:06:59.200]  這裏厲害了,兩柱中間是甚麼呢?
[00:06:59.200 --> 00:07:05.840]  就是在整個大菌的主苗裏面,有兩條柱頂住
[00:07:05.840 --> 00:07:11.200]  最重要的那兩條柱,那兩條柱通常是中心點
[00:07:11.200 --> 00:07:16.080]  那兩條柱中心點,擺在那裏,中心點是甚麼意思?
[00:07:16.080 --> 00:07:22.400]  個個都看到,哈哈哈哈,參孫你還不死這次
[00:07:22.400 --> 00:07:27.840]  那就活該了,跟我打個兩巴掌,鞭他找石釘
[00:07:27.840 --> 00:07:32.240]  這樣就很慘了,掃他,哎呀,很慘
[00:07:32.240 --> 00:07:38.800]  參孫向拉他手的童子說,求你讓我摸著托房子的柱子
[00:07:38.800 --> 00:07:44.480]  我要靠一靠,哎呀,你讓我靠一靠柱子
[00:07:44.480 --> 00:07:51.200]  不過我覺得上帝仍然憐憫參孫,是拉他手的童子
[00:07:51.200 --> 00:07:55.040]  我看到這裏心裏有少少感動與安慰是甚麼呢?
[00:07:55.040 --> 00:08:01.360]  有一個童子,不是少年人,可能是少年人,十多歲最大
[00:08:01.360 --> 00:08:07.440]  他做甚麼呢?他就是被派去看守著參孫
[00:08:07.440 --> 00:08:16.240]  他推木,推那條大木,然後中間有個輪來搖爛橄欖
[00:08:16.240 --> 00:08:22.080]  那條木在哪裏?這裏有人搭他手上去,搭他手上去
[00:08:22.080 --> 00:08:28.720]  這裏推吧,腳就損了,有個橄欖有條銅鏈
[00:08:28.720 --> 00:08:34.640]  有條龍鏈鎖住,手損了,腳損了,眼損了,痛得不得了
[00:08:34.640 --> 00:08:38.480]  渾身被人打到瘀,在推
[00:08:38.480 --> 00:08:44.080]  其實這個童子也很仁,每天看著他,有些童子很壞的
[00:08:44.080 --> 00:08:48.080]  會不會先整你,最慘的可能是這個童子
[00:08:48.080 --> 00:08:52.400]  一腳兜他飯,他沒得吃,給他污糟水喝
[00:08:52.400 --> 00:08:57.680]  明晚跟他做壞事,他也沒得動,踢他也可以
[00:08:57.680 --> 00:09:03.280]  但這個童子挺好,拉他手的童子
[00:09:03.280 --> 00:09:08.160]  如果你的童子會不會拉他的手,嫌骯髒
[00:09:08.160 --> 00:09:16.800]  就找條棍,這邊這邊,好像牛一樣趕,或者拉他條鏈還好一點
[00:09:16.800 --> 00:09:22.960]  他是拉他手的童子,即是說這個童子對他有憐憫的心
[00:09:22.960 --> 00:09:29.040]  也是他的朋友,可能大家聊天時是這個,在監獄裏
[00:09:29.040 --> 00:09:35.200]  他就跟這個童子說,求你讓我摸著托房子的柱子
[00:09:35.200 --> 00:09:40.960]  為什麼呢?我想靠一靠,很辛苦,我想靠一靠
[00:09:40.960 --> 00:09:44.880]  第三點我要跟大家說,我要靠一靠
[00:09:44.880 --> 00:09:54.480]  這個正是你永遠想不到這麼大力的參選會說,我要靠一靠
[00:09:54.480 --> 00:10:01.280]  他能夠將希伯倫,不是,參選能夠將加薩的城門
[00:10:01.280 --> 00:10:09.920]  連框大門,還塞住他,整個門這樣搖了下來,托在單手
[00:10:09.920 --> 00:10:16.160]  這扇門,城門很大,可能是二三十尺的一扇門,尺
[00:10:16.160 --> 00:10:23.360]  托住他,托住去到這麼遠的地圖,加薩走到希伯倫
[00:10:23.360 --> 00:10:27.760]  然後扔希伯倫前面一個山的山頂,還不是平地
[00:10:27.760 --> 00:10:31.920]  要走上山,扔在山頂,讓你知道我有多大力
[00:10:31.920 --> 00:10:38.080]  單手面色不轉,手都沒有轉,膊都沒有轉
[00:10:38.080 --> 00:10:44.080]  馬上去到山頂,加薩希伯倫,都很怕,都走一天路
[00:10:44.080 --> 00:10:48.560]  不說笑,就是這樣,要不要靠一靠?
[00:10:48.560 --> 00:10:58.640]  「哎呀,哥哥仔,帶我去一條柱子,一條大一點的,頂住這間屋的,我想靠一靠」
[00:10:58.640 --> 00:11:04.160]  這個小朋友不如有責,靠一靠,為甚麼要找最大的一條?
[00:11:04.160 --> 00:11:09.040]  他沒有問他,這條其實已經站在兩條柱子中間,就那兩條柱子
[00:11:09.040 --> 00:11:16.080]  他就說「我要靠一靠,其實如果我們一早認識,神呀,讓我靠一靠」
[00:11:16.080 --> 00:11:19.680]  「讓我靠一靠到你那裏,哎,這樣就好了」
[00:11:19.680 --> 00:11:26.960]  可惜他靠在大利拉的膝蓋那裏,而沒有靠在自己頭髮的能力那裏
[00:11:26.960 --> 00:11:30.720]  他沒有靠在神那裏,這個時間我要靠一靠
[00:11:30.720 --> 00:11:35.920]  「啊,懂了,靠在這裏,熟悉靠在神那裏,最好了」
[00:11:35.920 --> 00:11:40.240]  那時房裡充滿男女,菲利士人的眾首領都在那裏
[00:11:40.240 --> 00:11:47.600]  房的平頂上,約有三千男女觀看參算戲耍
[00:11:47.600 --> 00:11:54.640]  哇,這個原來是大劇院,下面有一條柱頂住,上面坐了很多人
[00:11:54.640 --> 00:11:59.440]  可能大家可以想像,譬如我們坐在這裏
[00:11:59.440 --> 00:12:06.480]  你們看這裏是一個寬闊的露天的牆
[00:12:06.480 --> 00:12:14.320]  我們這裏是一個平頂,高了一層,有柱頂住,我們坐在上面
[00:12:14.320 --> 00:12:17.360]  亦在這裏開圓遊會,很開心
[00:12:17.360 --> 00:12:22.000]  那就可以看下去,哈哈哈哈,你站在那裏,參算站在下面
[00:12:22.000 --> 00:12:24.400]  我站在上面看,參算死了沒有?
[00:12:24.400 --> 00:12:30.800]  他走了過來我們下面,童子說「我要靠一靠,你帶我過去」
[00:12:30.800 --> 00:12:38.480]  帶了他到我們下面,我們有三千男女在上面玩耍
[00:12:38.480 --> 00:12:48.720]  這個時候「我要靠一靠」,就是參算講的一句重要的說話
[00:12:48.720 --> 00:12:52.880]  非常重要,我要靠一靠,很辛苦
[00:12:52.880 --> 00:12:59.120]  如果你要靠一靠,記得去到神面前,不是找一條柱來靠
[00:12:59.120 --> 00:13:04.480]  不是靠自己強而有力的頭髮與膀胱那裏,而是靠神那裏
[00:13:04.480 --> 00:13:12.080]  我要靠一靠,放下以前的自負,放下以前的自我
[00:13:12.080 --> 00:13:16.880]  甚至請一個看來不夠我這麼厲害,差很遠的童子
[00:13:16.880 --> 00:13:21.760]  你帶我去,我看不到,你帶我去柱那裏,我要靠一靠
[00:13:21.760 --> 00:13:28.160]  靠一靠在神的身上,比靠在任何地方都重要,祈禱
[00:13:28.160 --> 00:13:33.280]  主啊,我們今天到你面前,都需要找一個地方去叫一叫
[00:13:33.280 --> 00:13:38.160]  發覺我們已經軟弱無力,不做到什麼了
[00:13:38.160 --> 00:13:44.400]  這個時間眼睛看得不清楚,很多問題發生在自己身上
[00:13:44.400 --> 00:13:49.920]  很多難題去到很極端,解決不了
[00:13:49.920 --> 00:13:56.560]  已經是經歷了這些困難、痛苦、重擔、疾病很長時間
[00:13:56.560 --> 00:13:59.360]  主啊,我已經很累了,不受得了
[00:13:59.360 --> 00:14:03.360]  主啊,這個時間你叫我們,你要靠一靠
[00:14:03.360 --> 00:14:08.960]  幫助我們記起,靠在柱那裏找一個有錢人靠一靠,沒什麼用
[00:14:08.960 --> 00:14:11.200]  找一個名醫靠一靠,沒什麼用
[00:14:11.200 --> 00:14:14.880]  找一條柱靠一靠,沒什麼用,找一些錢靠一靠,都沒什麼用
[00:14:14.880 --> 00:14:21.120]  最重要是在神面前,主啊,讓我在你那裏靠一靠
[00:14:21.120 --> 00:14:24.560]  叫一叫,叫我們重新有力
[00:14:24.560 --> 00:14:27.960]  求主祝福,好過奉耶穌命求,阿門。
