
[00:00:00.000 --> 00:00:04.120]  巴拉很有可能成為一個新的魔勢
[00:07:12.080 --> 00:07:14.080]  所以故事最後
[00:07:14.080 --> 00:07:17.440]  巴賴變成了一個侍從都不如
[00:07:17.440 --> 00:07:19.000]  整個故事告訴你
[00:07:19.000 --> 00:07:23.440]  他不斷地河船下降
[00:07:23.440 --> 00:07:27.960]  以致他什麼都不是
[00:07:27.960 --> 00:07:29.560]  我想和你
[00:07:29.560 --> 00:07:31.160]  討論其他東西
[00:07:31.160 --> 00:07:33.240]  接著再形容給我們看
[00:07:33.240 --> 00:07:34.480]  在整個故事裡面
[00:07:34.480 --> 00:07:35.840]  看看第五章的時候
[00:07:35.840 --> 00:07:40.480]  不單是巴賴河船下降
[00:07:40.480 --> 00:07:42.240]  去到完全失敗
[00:07:42.240 --> 00:07:45.720]  還有另外一群人
[00:07:45.720 --> 00:07:47.040]  五章二十三條這麼說
[00:07:47.040 --> 00:07:48.840]  耶和華的使者說
[00:07:48.840 --> 00:07:52.080]  要詛咒米羅斯
[00:07:52.080 --> 00:07:54.360]  重重詛咒其中的居民
[00:07:54.360 --> 00:07:57.440]  因為他們不來幫助耶和華
[00:07:57.440 --> 00:07:58.920]  不來幫助耶和華
[00:07:58.920 --> 00:08:00.560]  攻擊壯士
[00:08:00.560 --> 00:08:01.520]  耶和華說
[00:08:01.520 --> 00:08:04.600]  願你的仇敵都這樣滅亡
[00:08:04.600 --> 00:08:07.920]  願愛你的人如太陽上升
[00:08:07.920 --> 00:08:09.800]  大發光輝
[00:08:09.800 --> 00:08:12.640]  如果你仔細去看第五章的時候
[00:08:12.640 --> 00:08:13.440]  你會發現
[00:08:13.440 --> 00:08:16.160]  原來第五章他們召兵的時候
[00:08:16.160 --> 00:08:20.640]  有一半的以色列人
[00:08:20.640 --> 00:08:23.000]  是回應了和他們一起去打的
[00:08:23.000 --> 00:08:25.720]  但也有另外4.5支派的人
[00:08:25.720 --> 00:08:28.000]  是決定不和他們打的
[00:08:28.000 --> 00:08:29.800]  所以就有這句話
[00:08:29.800 --> 00:08:31.240]  這句話是什麼呢
[00:08:31.240 --> 00:08:32.640]  勝利在哪裡
[00:08:32.640 --> 00:08:34.600]  勝利在耶和華手中
[00:08:34.600 --> 00:08:36.480]  耶和華邀請所有以色列人
[00:08:36.480 --> 00:08:38.000]  和他一起打這場仗
[00:08:38.000 --> 00:08:39.280]  結果有一半來了
[00:08:39.280 --> 00:08:40.880]  有一半沒有來
[00:08:40.880 --> 00:08:42.160]  耶和華怎麼說呢
[00:08:42.160 --> 00:08:47.640]  那些沒有來的要受詛咒
[00:08:47.640 --> 00:08:49.000]  和他勝利的
[00:08:49.000 --> 00:08:50.280]  和他一起有份打的
[00:08:50.280 --> 00:08:52.400]  其實德性與他們無關
[00:08:52.400 --> 00:08:52.960]  與他們無關
[00:08:52.960 --> 00:08:54.440]  是耶和華的作為
[00:08:54.440 --> 00:08:56.880]  但是凡出席的
[00:08:56.880 --> 00:08:58.040]  有打過的
[00:08:58.040 --> 00:08:59.760]  他們就如太陽上升
[00:08:59.760 --> 00:09:01.200]  大發光輝
[00:09:01.200 --> 00:09:04.720]  但是凡拒絕耶和華的邀請
[00:09:04.720 --> 00:09:08.880]  去和他天國打一場美麗的仗的時候
[00:09:08.880 --> 00:09:11.160]  這些人就該死
[00:09:11.160 --> 00:09:13.760]  因為他就好像那些壞人
[00:09:13.760 --> 00:09:16.280]  就好像他們的仇敵一樣
[00:09:16.280 --> 00:09:18.760]  百姓甘心犧牲自己
[00:09:18.760 --> 00:09:20.960]  你們當眾讚耶和華
[00:09:20.960 --> 00:09:23.880]  西布倫斯拼命敢死百姓
[00:09:23.880 --> 00:09:25.960]  那不怕你再田野高處
[00:09:25.960 --> 00:09:27.200]  也是如此
[00:09:27.200 --> 00:09:31.720]  願基尼人希伯的妻子雅英有份打仗
[00:09:31.720 --> 00:09:34.880]  比眾婦人多得福氣
[00:09:34.880 --> 00:09:36.560]  誰會有福氣
[00:09:36.560 --> 00:09:38.920]  參與這場戰事的人
[00:09:38.920 --> 00:09:40.520]  但是否因為他們的參與
[00:09:40.520 --> 00:09:41.200]  所以他們贏了
[00:09:41.200 --> 00:09:42.080]  不是
[00:09:42.080 --> 00:09:44.120]  是因為耶和華得勝
[00:09:44.120 --> 00:09:46.800]  但是有參與的就有福氣
[00:09:46.800 --> 00:09:51.240]  沒有參與的就被耶和華所拒絕
[00:09:51.240 --> 00:09:53.320]  要受耶和華的審判
[00:09:53.320 --> 00:09:58.960]  耶和華呼召他們去打一場激烈的戰爭
[00:09:58.960 --> 00:10:01.040]  而在當中
[00:10:01.040 --> 00:10:03.360]  耶和華會為他們得勝
[00:10:03.360 --> 00:10:08.280]  當中耶和華要將他們的福氣臨到參與的人
[00:10:08.280 --> 00:10:10.200]  如果你熟悉聖經
[00:10:10.200 --> 00:10:12.400]  你大概都在想著我們
[00:10:12.400 --> 00:10:13.920]  遲一些
[00:10:13.920 --> 00:10:15.280]  在目前的位置
[00:10:15.280 --> 00:10:17.840]  你回到史詩記的時候
[00:10:17.840 --> 00:10:20.240]  他們還需要一個領袖
[00:10:20.240 --> 00:10:23.720]  因為史詩記的問題是誰要帶領我們
[00:10:23.720 --> 00:10:26.320]  我們知道不是以弗
[00:10:26.320 --> 00:10:30.040]  我們也知道不是現在這個巴賴
[00:10:30.040 --> 00:10:30.880]  誰呢
[00:10:30.880 --> 00:10:35.800]  都要帶我們去到兩個無王的呼求
[00:10:35.800 --> 00:10:37.160]  哪時以色列人會有王
[00:10:37.160 --> 00:10:39.160]  個人照自己眼中看待的事
[00:10:39.160 --> 00:10:40.520]  哪時以色列人會有王
[00:10:40.520 --> 00:10:44.120]  個人照自己眼中看的事去做
[00:10:44.120 --> 00:10:47.760]  那個要帶領以色列人的君王
[00:10:47.760 --> 00:10:51.680]  不是那個陰險的以弗
[00:10:51.680 --> 00:10:53.640]  也不是閃電俠
[00:10:53.640 --> 00:10:56.480]  是誰呢
[00:10:56.480 --> 00:10:58.040]  是大衛
[00:10:58.040 --> 00:11:00.400]  大衛是由大國出來的
[00:11:00.400 --> 00:11:02.080]  但是大衛也中了毒
[00:11:02.080 --> 00:11:04.240]  你記得大衛做了甚麼呢
[00:11:04.240 --> 00:11:10.000]  做了神眼中看為惡的事
[00:11:10.000 --> 00:11:12.200]  自己眼中看為對的事
[00:11:12.200 --> 00:11:13.960]  你記得我們每次都說
[00:11:13.960 --> 00:11:14.960]  他人人妻
[00:11:14.960 --> 00:11:16.520]  他殺人丈夫
[00:11:16.520 --> 00:11:20.600]  所以這些所有舊約的史詩都是一個影子
[00:11:20.600 --> 00:11:25.120]  指向一個新約裏面更完美
[00:11:25.120 --> 00:11:28.560]  最終的史詩或者領導人
[00:11:28.560 --> 00:11:34.200]  在十字架上耶穌成為了真正的審判者
[00:11:34.200 --> 00:11:38.080]  耶穌成為一個更真實
[00:11:38.080 --> 00:11:39.000]  最真實
[00:11:39.000 --> 00:11:43.400]  亦是更好的史詩
[00:11:43.400 --> 00:11:45.440]  一樣照上星期那樣
[00:11:45.440 --> 00:11:46.640]  我和你們去看
[00:11:46.640 --> 00:11:50.160]  耶穌和巴拉的平衡的地方
[00:11:50.160 --> 00:11:52.120]  巴拉是一個影子
[00:11:52.120 --> 00:11:53.600]  指向所有事
[00:11:53.600 --> 00:11:55.720]  耶穌
[00:11:55.720 --> 00:11:59.480]  如巴拉耶穌領受了耶和華
[00:11:59.480 --> 00:12:01.240]  以色列神的吩咐
[00:12:01.240 --> 00:12:04.640]  蒙差遣上戰場與敵人交鋒
[00:12:04.640 --> 00:12:06.680]  但和巴拉不一樣
[00:12:06.680 --> 00:12:09.280]  耶穌並不猶疑
[00:12:09.280 --> 00:12:10.760]  毫不懼怕
[00:12:10.760 --> 00:12:14.480]  完全信靠順服天父的旨意
[00:12:14.480 --> 00:12:15.360]  如巴拉
[00:12:15.360 --> 00:12:18.920]  耶穌所面對的是一個龐大有力的軍隊
[00:12:18.920 --> 00:12:22.320]  還有一個兇猛殘暴的司令
[00:12:22.320 --> 00:12:24.400]  但與巴拉不一樣
[00:12:24.400 --> 00:12:29.000]  耶穌單刀附會戰勝敵人
[00:12:29.000 --> 00:12:33.680]  並徹底擊敗那邪惡軍隊的司令
[00:12:33.680 --> 00:12:34.600]  如巴拉
[00:12:34.600 --> 00:12:37.960]  耶穌得勝摧毀魔鬼的軍隊
[00:12:37.960 --> 00:12:41.760]  把他的百姓從壓迫中完全釋放出來
[00:12:41.760 --> 00:12:43.520]  但與巴拉不一樣
[00:12:43.520 --> 00:12:45.400]  耶穌在拯救過程中
[00:12:45.400 --> 00:12:47.160]  負上沉重的代價
[00:12:47.160 --> 00:12:49.040]  就如經上所記載
[00:12:49.040 --> 00:12:52.280]  女人的後裔要擊破撒旦的頭
[00:12:52.280 --> 00:12:56.480]  撒旦要傷她的腳筋
[00:12:56.480 --> 00:12:58.760]  耶穌與巴拉另一樣很相似的地方
[00:12:58.760 --> 00:13:01.800]  就是兩個都是盤旋下降的事件
[00:13:01.800 --> 00:13:03.840]  巴拉我們已經看到他的盤旋下降
[00:13:03.840 --> 00:13:04.600]  耶穌呢
[00:13:04.600 --> 00:13:07.000]  耶穌的一生亦都是盤旋下降
[00:13:07.000 --> 00:13:07.760]  如同巴拉
[00:13:07.760 --> 00:13:09.520]  耶穌試過失去榮耀
[00:13:09.520 --> 00:13:11.600]  盤旋下降的君王
[00:13:11.600 --> 00:13:13.920]  十字架是他的寶座
[00:13:13.920 --> 00:13:17.520]  詛咒和羞辱是他的外袍
[00:13:17.520 --> 00:13:19.240]  但與巴拉不一樣
[00:13:19.240 --> 00:13:21.440]  耶穌本有神的形象
[00:13:21.440 --> 00:13:22.680]  反倒虛己
[00:13:22.680 --> 00:13:25.400]  取了奴僕的樣式
[00:13:25.400 --> 00:13:26.560]  全心馴服
[00:13:26.560 --> 00:13:27.440]  以至於死
[00:13:27.440 --> 00:13:29.040]  且死在十字架上
[00:13:29.040 --> 00:13:30.960]  大家記得我這個引述在哪裡嗎?
[00:13:30.960 --> 00:13:32.520]  在《菲勒比書》第二章
[00:13:32.520 --> 00:13:33.240]  講到耶穌
[00:13:33.240 --> 00:13:37.080]  耶穌本來有在上天不斷地下降
[00:13:37.080 --> 00:13:39.640]  他是一個持續下降的君王
[00:13:39.640 --> 00:13:42.320]  而他下降最後不僅成為人
[00:13:42.320 --> 00:13:43.720]  成為奴僕的樣式
[00:13:43.720 --> 00:13:46.040]  更加全心馴服於死
[00:13:46.040 --> 00:13:47.960]  而且死在十字架上
[00:13:47.960 --> 00:13:51.640]  每一步都比之前更加低
[00:13:51.640 --> 00:13:53.400]  但這不是耶穌的終結
[00:13:53.400 --> 00:13:56.200]  耶穌不僅降卑
[00:13:56.200 --> 00:13:57.480]  也被升高
[00:13:57.480 --> 00:14:00.200]  所以神將他升為至高
[00:14:00.200 --> 00:14:03.880]  由似及他超乎萬名之上的名
[00:14:03.880 --> 00:14:08.520]  叫一切在天上的地上的地下的因耶穌
[00:14:08.520 --> 00:14:09.680]  無因耶穌的名
[00:14:09.680 --> 00:14:11.680]  無不屈膝
[00:14:11.680 --> 00:14:13.120]  無不口稱
[00:14:13.120 --> 00:14:14.480]  言蘇基督為主
[00:14:14.480 --> 00:14:17.080]  使榮耀歸於天父
[00:14:17.080 --> 00:14:24.800]  降卑的耶穌成為最後高升的耶穌
[00:14:24.800 --> 00:14:27.360]  現在就可以形容
[00:14:27.360 --> 00:14:28.680]  因為我們最後找到
[00:14:28.680 --> 00:14:31.600]  我們要帶領我們的君王
[00:14:31.600 --> 00:14:34.120]  耶穌呼召我們做甚麼呢
[00:14:34.120 --> 00:14:35.280]  打仗
[00:14:35.280 --> 00:14:37.200]  耶穌呼召我們打仗
[00:14:37.200 --> 00:14:38.680]  打甚麼仗
[00:14:38.680 --> 00:14:39.200]  和誰打
[00:14:39.200 --> 00:14:41.080]  和大陸打
[00:14:41.080 --> 00:14:42.480]  和美國打
[00:14:42.480 --> 00:14:44.800]  不是
[00:14:44.800 --> 00:14:47.120]  我們要打一個屬靈的戰爭
[00:14:47.120 --> 00:14:48.520]  你記得整個史詩記
[00:14:48.520 --> 00:14:51.720]  它有兩個失敗
[00:14:51.720 --> 00:14:52.800]  軍事上的失敗
[00:14:52.800 --> 00:14:55.360]  但軍事上的失敗背後是甚麼
[00:14:55.360 --> 00:14:56.240]  屬靈上的失敗
[00:14:56.240 --> 00:14:57.440]  屬靈上的失敗是甚麼
[00:14:57.440 --> 00:15:02.440]  跪拜當時加拿大的假神
[00:15:02.440 --> 00:15:04.800]  今天我們的仗是怎樣打
[00:15:04.800 --> 00:15:06.920]  我們離開這個世界
[00:15:06.920 --> 00:15:11.960]  我們向金錢 名利 地位
[00:15:11.960 --> 00:15:13.520]  money, sex and power 去死
[00:15:13.520 --> 00:15:17.560]  我們背起十字架去跟隨主耶穌基督
[00:15:17.560 --> 00:15:19.080]  但我想你再想想
[00:15:19.080 --> 00:15:21.360]  剛才我們說史詩記的第五章
[00:15:21.360 --> 00:15:23.480]  說到耶和華那個贊尼斯
[00:15:23.480 --> 00:15:28.360]  說誰參與這場戰爭的有福了
[00:15:28.360 --> 00:15:32.360]  你有沒有想過新約其實都有一個版本
[00:15:32.360 --> 00:15:35.000]  新約其實最後有那個版本
[00:15:35.000 --> 00:15:37.800]  誰參與這場戰事就有福了
[00:15:37.800 --> 00:15:40.400]  但是誰沒有去打
[00:15:40.400 --> 00:15:43.160]  或者打著打著就逃走了
[00:15:43.160 --> 00:15:44.160]  他就一定失傻
[00:15:44.160 --> 00:15:46.360]  他一定要被審判
[00:15:46.360 --> 00:15:47.840]  這本書在哪裡呢
[00:15:47.840 --> 00:15:52.960]  啟示錄
[00:15:52.960 --> 00:15:55.920]  這些經文你可能很熟悉
[00:15:55.920 --> 00:16:00.280]  這些經文其實跟史詩記很有關係
[00:16:00.280 --> 00:16:04.160]  我所說出來的全部都是那七間教會的事
[00:16:04.160 --> 00:16:04.920]  你記得的
[00:16:04.920 --> 00:16:08.120]  你不記得也可以回家再看
[00:16:08.120 --> 00:16:09.320]  我們先看第一間
[00:16:09.320 --> 00:16:14.720]  「凡有耳朵聽的應當聽聖靈和宗教會所說的話
[00:16:14.720 --> 00:16:21.240]  得勝的我必將神言中的生命樹的果子賜給他
[00:16:21.240 --> 00:16:23.880]  你們勿要致死忠心
[00:16:23.880 --> 00:16:26.280]  我就賜給你了生命的冠冕
[00:16:26.280 --> 00:16:30.520]  凡有耳聽的都應當聽聖靈向宗教會所說的
[00:16:30.520 --> 00:16:35.800]  得勝的必不受第二次死的害
[00:16:35.800 --> 00:16:37.480]  所以你們當悔改
[00:16:37.480 --> 00:16:38.520]  若不悔改
[00:16:38.520 --> 00:16:40.960]  我很快就來到你們那裡來
[00:16:40.960 --> 00:16:44.280]  用我口中的劍攻擊他們
[00:16:44.280 --> 00:16:50.240]  凡有耳的就應當聽聖靈向宗教會所說的話
[00:16:50.240 --> 00:16:54.960]  得勝的我必將那隱藏的馬拿賜給他
[00:16:54.960 --> 00:16:57.040]  並賜他一塊白石
