
[00:00:00.000 --> 00:00:04.320]  好 電影姊妹 今天我們講一個題目
[00:01:42.280 --> 00:01:45.400]  他們都說沒有人光顧 不去
[00:01:45.400 --> 00:01:47.760]  有一次聚餐完結
[00:01:47.760 --> 00:01:50.280]  有個姊妹就說
[00:01:50.280 --> 00:01:53.440]  有一間店舖的麵很好吃
[00:01:53.440 --> 00:01:55.240]  我問她哪一間
[00:01:55.240 --> 00:01:58.640]  她一說 我就說那間店舖的麵很好吃
[00:01:58.640 --> 00:02:02.200]  清門就說 我們就試試吧
[00:02:02.200 --> 00:02:05.400]  因為有兩個見證人都見證過
[00:02:05.400 --> 00:02:07.720]  那間店舖的麵很好吃
[00:02:07.720 --> 00:02:11.920]  大家沒有失望
[00:02:11.920 --> 00:02:15.240]  大家沒有失望就繼續吃
[00:02:15.240 --> 00:02:18.400]  弟兄姊妹 我們都會這樣
[00:02:18.400 --> 00:02:23.360]  人家就這樣說 我們未必相信
[00:02:23.360 --> 00:02:27.160]  但如果人家經歷過
[00:02:27.160 --> 00:02:31.360]  我們信心可能會多一點
[00:02:31.360 --> 00:02:35.280]  就好像剛才Ella的分享
[00:02:35.280 --> 00:02:41.680]  她真的經歷過這個信仰是怎樣的一回事
[00:02:41.680 --> 00:02:45.320]  因為只有真正有力量的見證
[00:02:45.320 --> 00:02:47.320]  不只是聽回來的消息
[00:02:47.320 --> 00:02:49.840]  而是親身經歷過
[00:02:49.840 --> 00:02:52.720]  才會有那個感染力
[00:02:52.720 --> 00:02:54.360]  我們的信仰都一樣
[00:02:54.360 --> 00:02:56.360]  我們相信耶穌基督
[00:02:56.360 --> 00:03:01.680]  不單止因為我們聽過一些關於耶穌的事情
[00:03:01.680 --> 00:03:07.240]  或者認識一些關於聖經的知識
[00:03:07.240 --> 00:03:13.520]  而是因為我們真的認識耶穌是一位很真實的主
[00:03:13.520 --> 00:03:16.160]  祂曾經向人顯明自己
[00:03:16.160 --> 00:03:19.560]  讓人可以認識祂 經歷祂
[00:03:19.560 --> 00:03:21.760]  我們今年是教會的年提目
[00:03:21.760 --> 00:03:26.600]  上星期分享了「信愛同行」
[00:03:26.600 --> 00:03:30.760]  英文是Walk in Faith, Live in Love
[00:03:30.760 --> 00:03:34.880]  信心不只是相信一些教義
[00:03:34.880 --> 00:03:38.040]  而是因為認識一位真實的主
[00:03:38.040 --> 00:03:41.360]  所以願意跟隨祂 依靠祂
[00:03:41.360 --> 00:03:43.880]  愛心也不是一句口號
[00:03:43.880 --> 00:03:47.280]  而是因為親身經歷過主的愛
[00:03:47.280 --> 00:03:51.800]  所以生命自然去學習愛人
[00:03:51.800 --> 00:04:00.080]  我們不單止去講信心和愛心這兩個概念
[00:04:00.080 --> 00:04:03.040]  而是我們很想跟大家去思想
[00:04:03.040 --> 00:04:06.920]  當我們真實地遇見耶穌的時候
[00:04:06.920 --> 00:04:10.920]  我們的生命會怎樣去被改變
[00:04:10.920 --> 00:04:16.200]  所以當我為下半年的港道去祈禱的時候
[00:04:16.200 --> 00:04:19.000]  我都禱告上主如果可以的時候
[00:04:19.000 --> 00:04:23.600]  你也讓我有另一本書可以跟大家分享
[00:04:23.600 --> 00:04:26.720]  上帝帶領我去看《約翰一書》
[00:04:26.720 --> 00:04:31.680]  很期盼我們可以一起在神的話語上面
[00:04:31.680 --> 00:04:35.320]  去學習和實踐在我們的生命裡面
[00:04:35.320 --> 00:04:39.080]  求主去幫助 讓我們一起去禱告
[00:04:39.080 --> 00:04:44.200]  天父我們去多謝祢 祢讓我們有祢的話語
[00:04:44.200 --> 00:04:50.960]  成為我們在地上提醒的引領
[00:04:50.960 --> 00:04:53.280]  主我求祢 祢去眷顧
[00:04:53.280 --> 00:04:57.320]  讓我們透過祢的說話
[00:04:57.320 --> 00:05:02.560]  我們真的能夠看見耶穌是一位怎樣的主
[00:05:02.560 --> 00:05:08.760]  並且我們能夠按照祢的教導 祢的鼓勵
[00:05:08.760 --> 00:05:11.640]  去過我們每一天的生活
[00:05:11.640 --> 00:05:17.640]  主求祢去幫助引領 禱告 教託 奉主明求 阿門
[00:05:17.640 --> 00:05:22.240]  今天很想和大家分享三點要點
[00:05:22.240 --> 00:05:26.120]  第一點是在《約翰一書》一章一至四節
[00:05:26.120 --> 00:05:27.520]  我給他的題目是
[00:05:27.520 --> 00:05:31.040]  見證生命之道 叫人得相教
[00:05:31.040 --> 00:05:33.560]  我們一起讀這四節經文
[00:05:33.560 --> 00:05:39.280]  1、2、3 論道從起初原有的生命之道
[00:05:39.280 --> 00:05:43.080]  就是我們所聽見的 所看見的
[00:05:43.080 --> 00:05:46.440]  親眼看過 親手摸過的
[00:05:46.440 --> 00:05:49.480]  這生命已經顯現出來
[00:05:49.480 --> 00:05:53.840]  我們也看見過 現在又作見證
[00:05:53.840 --> 00:05:56.280]  將原與附同在
[00:05:56.280 --> 00:06:01.920]  且顯現與我們那永遠的生命全給你們
[00:06:01.920 --> 00:06:07.120]  我們將所看見 所聽見的全給你們
[00:06:07.120 --> 00:06:10.040]  使你們與我們相教
[00:06:10.040 --> 00:06:16.200]  我們乃是與父並他兒子耶穌基督相教的
[00:06:16.200 --> 00:06:19.360]  我們將這些話寫給你們
[00:06:19.360 --> 00:06:23.000]  使你們的喜樂充足
[00:06:23.000 --> 00:06:27.800]  約翰一開始他沒有急著去講一套教義
[00:06:27.800 --> 00:06:32.840]  他反而用了幾個非常具體的動詞
[00:06:32.840 --> 00:06:37.360]  聽見 看見 親眼看過
[00:06:37.360 --> 00:06:41.680]  看見與親眼看過的深度有不同
[00:06:41.680 --> 00:06:44.560]  看見是看一看
[00:06:44.560 --> 00:06:49.080]  而親眼看過是比較仔細地去看
[00:06:49.080 --> 00:06:53.640]  去留意 去觀察 親手摸過
[00:06:53.640 --> 00:06:56.520]  短短幾個動詞
[00:06:56.520 --> 00:06:58.680]  他不斷地強調一件事
[00:06:58.680 --> 00:07:00.720]  他所傳講的耶穌基督
[00:07:00.720 --> 00:07:05.680]  不是一個抽象或者是幻想出來的信仰
[00:07:05.680 --> 00:07:08.600]  而是一位真實進入歷史
[00:07:08.600 --> 00:07:11.880]  讓人可以認識和經歷的主
[00:07:11.880 --> 00:07:14.640]  約翰稱耶穌基督是生命之道
[00:07:14.640 --> 00:07:20.720]  因為生命之道是那位從起初與附同在
[00:07:20.720 --> 00:07:26.680]  後來道成肉身來到世上的耶穌基督
[00:07:26.680 --> 00:07:30.200]  上帝主動地向人顯明自己
[00:07:30.200 --> 00:07:33.200]  使人可以認識祂 親近祂
[00:07:33.200 --> 00:07:37.120]  也在祂裏面得著一個真正的生命
[00:07:37.120 --> 00:07:38.600]  正因為這樣
[00:07:38.600 --> 00:07:41.640]  約翰所講的不是道聽途說
[00:07:41.640 --> 00:07:45.040]  而是他自己親身經歷的見證
[00:07:45.040 --> 00:07:51.440]  他沒有說我知道一些關於耶穌的事情
[00:07:51.440 --> 00:07:54.480]  他不只是說關於耶穌的事情
[00:07:54.480 --> 00:07:58.600]  而是說我親自遇見過祂
[00:07:58.600 --> 00:08:02.760]  所以我要將這個耶穌傳給你們
[00:08:02.760 --> 00:08:03.960]  接著約翰說
[00:08:03.960 --> 00:08:09.240]  我們將所看見所聽到的傳給你們
[00:08:09.240 --> 00:08:15.480]  頂姐妹真正的見證從來不是將自己的屬靈經歷藏起來
[00:08:15.480 --> 00:08:21.360]  而是願意讓更多人去認識這位生命的主
[00:08:21.360 --> 00:08:23.480]  約翰他傳福音的目的
[00:08:23.480 --> 00:08:27.600]  不單單是增加人一些宗教知識
[00:08:27.600 --> 00:08:31.040]  也不是要建立一個宗教的群體
[00:08:31.040 --> 00:08:35.720]  而是經文說使你們與我們相交
[00:08:35.720 --> 00:08:40.240]  相交這個字原文有共同分享生命連結
[00:08:40.240 --> 00:08:42.640]  彼此參與的意思
[00:08:42.640 --> 00:08:47.720]  約翰所盼望的不是人要接受一套的真理
[00:08:47.720 --> 00:08:52.360]  而是藉著耶穌基督進入與上帝的關係
[00:08:52.360 --> 00:08:59.520]  也讓屬神的群體建立一個真正的連結
[00:08:59.520 --> 00:09:02.720]  而一份相交最終的核心就是
[00:09:02.720 --> 00:09:07.280]  「與父並他兒子耶穌基督相交」
[00:09:07.280 --> 00:09:08.640]  所以去到第四節
[00:09:08.640 --> 00:09:12.400]  他這樣說「我們將這些話寫給你們
[00:09:12.400 --> 00:09:15.280]  使你們的喜樂充足」
[00:09:15.280 --> 00:09:20.600]  真正的喜樂不是來自順利的環境
[00:09:20.600 --> 00:09:24.680]  而是來自生命的源頭
[00:09:24.680 --> 00:09:29.200]  上帝自己與我們建立關係
[00:09:29.200 --> 00:09:31.520]  當人與上帝相交
[00:09:31.520 --> 00:09:35.600]  生命就能得到一個真正的滿足
[00:09:35.600 --> 00:09:39.480]  所以姊妹今天雖然我們不像使徒一樣
[00:09:39.480 --> 00:09:43.240]  可以親眼見到這位道成肉身的耶穌
[00:09:43.240 --> 00:09:47.600]  但我們同樣可以成為耶穌基督的見證人
[00:09:47.600 --> 00:09:52.680]  就好像剛才姊妹分享他怎樣去認識主的經歷
[00:09:52.680 --> 00:09:55.280]  我們所分享的不是一套
[00:09:55.280 --> 00:09:58.760]  不應該只是一套信仰的知識
[00:09:58.760 --> 00:10:03.240]  而是一位真正改變我們生命的救主
[00:10:03.240 --> 00:10:04.880]  所以我們需要問自己
[00:10:04.880 --> 00:10:07.520]  我的信仰是否只是停留在
[00:10:07.520 --> 00:10:10.920]  知道關於上帝的事情上
[00:10:10.920 --> 00:10:15.320]  還是我們真的活在與神相交裏面
[00:10:15.320 --> 00:10:20.080]  如果信仰只是聚會、知識和侍奉
[00:10:20.080 --> 00:10:23.360]  它是沒有每天去親近神、經歷神
[00:10:23.360 --> 00:10:26.280]  我們可能仍然未完全明白
[00:10:26.280 --> 00:10:28.920]  約翰所說的相交
[00:10:28.920 --> 00:10:32.560]  但當我們真正與上帝相交的時候
[00:10:32.560 --> 00:10:36.640]  我們就不會只顧自己的屬靈生命
[00:10:36.640 --> 00:10:39.640]  一個真正經歷生命之道的人
[00:10:39.640 --> 00:10:43.840]  自然會成為生命之道的見證人
[00:10:43.840 --> 00:10:47.640]  一位真正享受與上帝相交的人
[00:10:47.640 --> 00:10:56.080]  也願意與弟兄姊妹建立真實的相交
[00:10:56.080 --> 00:10:57.640]  到了第二點
[00:10:57.640 --> 00:10:58.920]  我給他的主題是
[00:10:58.920 --> 00:11:03.280]  「活在真光之中,彰顯真相交」
[00:11:03.280 --> 00:11:06.760]  上一段一至四節約翰告訴我們
[00:11:06.760 --> 00:11:09.360]  生命之道已經向人顯現
[00:11:09.360 --> 00:11:12.120]  使我們能夠與上帝相交
[00:11:12.120 --> 00:11:14.920]  但真正的問題我們要面對的是
[00:11:14.920 --> 00:11:16.760]  一個與上帝相交的人
[00:11:16.760 --> 00:11:20.400]  他的生命應該有甚麼特徵呢?
[00:11:20.400 --> 00:11:25.760]  不如我們弟兄姊妹輪流讀五至十節
[00:11:25.760 --> 00:11:28.200]  弟兄讀單節,姊妹讀雙節
[00:11:28.200 --> 00:11:30.160]  這樣讀完這六節經文
[00:11:30.160 --> 00:11:31.400]  弟兄請先讀
[00:11:55.760 --> 00:12:05.840]  我們對此說是警告罪
[00:12:05.840 --> 00:12:09.880]  請示示體,真理不在我同心裡
[00:12:09.880 --> 00:12:12.520]  我們對此說是警告罪
[00:12:12.520 --> 00:12:15.720]  上帝是忠實的,是公義的
[00:12:15.720 --> 00:12:17.960]  請要捨棄我們的罪
[00:12:17.960 --> 00:12:20.600]  捨棄我們一切的不義
[00:12:20.600 --> 00:12:24.000]  我們對此說是警護有法國罪
[00:12:24.000 --> 00:12:30.160]  請示示體,真理不在我同心裡
[00:12:30.160 --> 00:12:31.520]  好,謝謝
[00:12:31.520 --> 00:12:33.320]  約翰在第五節
[00:12:33.320 --> 00:12:36.120]  他首先不是說人的行為
[00:12:36.120 --> 00:12:39.320]  而是他先讓我們認識神
[00:12:39.320 --> 00:12:41.920]  他說「上帝就是光」
[00:12:41.920 --> 00:12:45.160]  在他裏面毫無黑暗
[00:12:45.160 --> 00:12:48.560]  約翰不是說神去擁有這個光
[00:12:48.560 --> 00:12:51.720]  而是他說「神就是光」
[00:12:51.720 --> 00:12:56.760]  光的本性是代表上帝的本性
[00:12:56.760 --> 00:12:58.760]  上帝是一位聖潔的主
[00:12:58.760 --> 00:13:00.640]  是一位真實的主
[00:13:00.640 --> 00:13:02.960]  一位純全的主
[00:13:02.960 --> 00:13:06.560]  在祂裏面沒有罪惡也沒有虛假
[00:13:06.560 --> 00:13:10.720]  既然上帝是光和祂相交的人
[00:13:10.720 --> 00:13:13.400]  就不可能一方面說自己屬於神
[00:13:13.400 --> 00:13:17.160]  另一方面這麼生活在黑暗裏面
[00:13:17.160 --> 00:13:19.000]  所以約翰這樣說
[00:13:19.000 --> 00:13:22.120]  「我們若說是與上帝相交
[00:13:22.120 --> 00:13:26.120]  卻仍在黑暗裏,就是說謊話」
[00:13:26.120 --> 00:13:29.200]  這裏說「仍在黑暗裏」的意思
[00:13:29.200 --> 00:13:32.080]  不是指偶爾跌倒犯罪
[00:13:32.080 --> 00:13:35.680]  而是指一個人持續活在罪裏面
[00:13:35.680 --> 00:13:37.880]  拒絕上帝的光照
[00:13:37.880 --> 00:13:41.000]  他口裏可能會說自己認識神
[00:13:41.000 --> 00:13:43.960]  但是生命卻沒有回應上帝
[00:13:43.960 --> 00:13:47.360]  這樣的信仰只是停留在口中
[00:13:47.360 --> 00:13:49.160]  而不是生命裏面
[00:13:49.160 --> 00:13:50.920]  相反約翰提醒我們
[00:13:50.920 --> 00:13:53.720]  「我們若在光明中行
[00:13:53.720 --> 00:13:58.280]  如同上帝在光明中就彼此相交」
[00:13:58.280 --> 00:14:00.120]  請留意
[00:14:00.120 --> 00:14:03.720]  「行在光中」不是沒有罪
[00:14:03.720 --> 00:14:08.400]  而是不躲避這個光
[00:14:08.400 --> 00:14:11.000]  「行在光中」不是沒有罪
[00:14:11.000 --> 00:14:13.680]  而是不躲避這個光
[00:14:13.680 --> 00:14:15.240]  如果不是約翰
[00:14:15.240 --> 00:14:21.600]  接著是不會說「我們若說自己無罪便是自欺」
[00:14:21.600 --> 00:14:23.760]  大家可以想像
[00:14:23.760 --> 00:14:27.200]  一間很久沒有開燈的房間
[00:14:27.200 --> 00:14:28.960]  在黑暗裏面
[00:14:28.960 --> 00:14:34.720]  那些灰塵、污漬或者雜物一直都存在
[00:14:34.720 --> 00:14:37.160]  只是我們看不見
[00:14:37.160 --> 00:14:39.480]  或者當看不見
[00:14:39.480 --> 00:14:41.400]  但是當燈一打開
[00:14:41.400 --> 00:14:43.920]  一切都會顯露出來
[00:14:43.920 --> 00:14:46.000]  有人可能會說
[00:14:46.000 --> 00:14:50.240]  「為何一開燈反而見到那麼多問題呢?」
[00:14:50.240 --> 00:14:54.120]  其實弟兄姊妹不是燈製造了那些問題
[00:14:54.120 --> 00:15:00.640]  而是光讓我們看見那些原本已經存在的問題
[00:15:00.640 --> 00:15:03.680]  上帝的光亦都是這樣
[00:15:03.680 --> 00:15:05.400]  祂光照我們
[00:15:05.400 --> 00:15:07.680]  不是為了羞辱我們
[00:15:07.680 --> 00:15:12.280]  而是讓我們看見自己真正的光景
[00:15:12.280 --> 00:15:16.320]  好叫我們可以被上帝去更新
[00:15:16.320 --> 00:15:18.280]  所以活在光中的人
[00:15:18.280 --> 00:15:20.880]  不是要做一個完美的人
[00:15:20.880 --> 00:15:25.200]  而是要做一位願意被上帝改變的人
[00:15:25.200 --> 00:15:26.760]  正正因為這樣
[00:15:26.760 --> 00:15:30.480]  約翰接著提出了兩個「若說」
[00:15:30.480 --> 00:15:32.880]  「我們若說自己無罪」
[00:15:32.880 --> 00:15:36.600]  「我們若說自己沒有犯過罪」
[00:15:36.600 --> 00:15:39.600]  人的本能就是為自己辯護
[00:15:39.600 --> 00:15:42.120]  我們會合理化自己的過失
[00:15:42.120 --> 00:15:44.440]  將責任推給其他人
[00:15:44.440 --> 00:15:50.320]  甚至慢慢相信自己其實沒有甚麼問題
[00:15:50.320 --> 00:15:52.280]  但約翰提醒我們
[00:15:52.280 --> 00:15:54.680]  真正活在光中的人
[00:15:54.680 --> 00:15:57.080]  不是否認自己的罪
[00:15:57.080 --> 00:16:00.000]  而是願意承認自己的罪
[00:16:00.000 --> 00:16:01.120]  第九節他說
[00:16:01.120 --> 00:16:02.880]  「我們若認自己的罪」
[00:16:02.880 --> 00:16:05.960]  「上帝是信實的、是公義的」
[00:16:05.960 --> 00:16:08.000]  「必要赦免我們的罪」
[00:16:08.000 --> 00:16:10.880]  「洗淨我們一切的不義」
[00:16:10.880 --> 00:16:12.440]  這裡的認罪
[00:16:12.440 --> 00:16:17.440]  就是承認上帝對罪的判斷是對的
[00:16:17.440 --> 00:16:22.320]  也承認自己需要上帝的赦免
[00:16:22.320 --> 00:16:25.800]  就好像一個病人要去看醫生
[00:16:25.800 --> 00:16:27.600]  有些人身體不舒服
[00:16:27.600 --> 00:16:28.800]  一直去拖延
[00:16:28.800 --> 00:16:30.440]  不想去做檢查
[00:16:30.440 --> 00:16:34.320]  因為很擔心知道結果
[00:16:34.320 --> 00:16:38.000]  或者覺得應該沒甚麼大礙
[00:16:38.000 --> 00:16:41.360]  但一直不去看醫生
[00:16:41.360 --> 00:16:42.840]  不去治療
[00:16:42.840 --> 00:16:48.840]  並不能讓疾病可以痊癒
[00:16:48.840 --> 00:16:51.320]  只有願意接受診斷的人
[00:16:51.320 --> 00:16:54.440]  才能夠接受治療
[00:16:54.440 --> 00:16:56.400]  屬靈生命也一樣
[00:16:56.400 --> 00:16:59.720]  我們不需要怕神的光
[00:16:59.720 --> 00:17:01.760]  因為上帝光照我們
[00:17:01.760 --> 00:17:03.760]  不是要定我們的罪
[00:17:03.760 --> 00:17:07.080]  而是要醫治我們、恢復我們
[00:17:07.080 --> 00:17:09.840]  所以真正活在光裡面的人
[00:17:09.840 --> 00:17:12.320]  不是從來不跌倒的人
[00:17:12.320 --> 00:17:14.560]  而是每一次跌倒
[00:17:14.560 --> 00:17:18.600]  都願意再次回到上帝的面前
[00:17:18.600 --> 00:17:20.280]  承認自己的罪
[00:17:20.280 --> 00:17:22.520]  接受上帝的赦免
[00:17:22.520 --> 00:17:25.960]  讓祂繼續更新自己的生命
[00:17:25.960 --> 00:17:28.520]  更加寶貴的是約翰說
[00:17:28.520 --> 00:17:30.920]  「就彼此相教」
[00:17:30.920 --> 00:17:32.320]  真正的團契
[00:17:32.320 --> 00:17:35.280]  不是因為大家都沒有問題
[00:17:35.280 --> 00:17:40.080]  而是因為大家都願意活在光裡面
[00:17:40.080 --> 00:17:43.040]  我們不用戴著屬靈的面具
[00:17:43.040 --> 00:17:46.760]  也不用假裝自己永遠剛強
[00:17:46.760 --> 00:17:49.360]  我們可以彼此的坦誠
[00:17:49.360 --> 00:17:51.280]  彼此的扶持
[00:17:51.280 --> 00:17:52.400]  彼此的代禱
[00:17:52.400 --> 00:17:53.600]  因為我們知道
[00:17:53.600 --> 00:17:57.520]  每一個人都是靠著上帝的恩典而活
[00:17:57.520 --> 00:18:01.240]  所以姐妹如果我們在教會
[00:18:01.240 --> 00:18:03.440]  和在外面的世界
[00:18:03.440 --> 00:18:07.480]  我們都是用同樣的方法和別人相處
[00:18:07.480 --> 00:18:09.320]  我們初初見面
[00:18:09.320 --> 00:18:12.080]  可能就是表露三分自己
[00:18:12.080 --> 00:18:13.920]  一個表面的自己
[00:18:13.920 --> 00:18:17.440]  當越來越認識得多
[00:18:17.440 --> 00:18:22.800]  其實你會知道對方的一些特質
[00:18:22.800 --> 00:18:25.080]  可能和自己不同
[00:18:25.080 --> 00:18:27.800]  你會怎樣去選擇呢?
[00:18:27.800 --> 00:18:31.000]  是不再和他相處
[00:18:31.000 --> 00:18:33.320]  是距離遠一點
[00:18:33.320 --> 00:18:35.160]  是指責對方
[00:18:35.160 --> 00:18:36.600]  是哪一件事呢?
[00:18:36.600 --> 00:18:38.960]  求主去幫我們
[00:18:38.960 --> 00:18:40.800]  我發現來了英國之後
[00:18:40.800 --> 00:18:45.560]  很多香港人都會出現一個情況
[00:18:45.560 --> 00:18:48.240]  就是本來是很好的朋友
[00:18:48.240 --> 00:18:49.680]  來到認識
[00:18:49.680 --> 00:18:51.280]  初初是很好的朋友
[00:18:51.280 --> 00:18:54.920]  但是突然間可能因為一件很小的事
[00:18:54.920 --> 00:18:56.600]  而翻臉了
[00:18:56.600 --> 00:19:00.080]  甚至做一些很激進的行為
[00:19:00.080 --> 00:19:02.000]  今天我們有信仰的人
[00:19:02.000 --> 00:19:04.120]  我們是怎樣去面對
[00:19:04.120 --> 00:19:08.760]  和我們的肢體相交的事情呢?
[00:19:08.760 --> 00:19:10.880]  求主去幫我們
[00:19:10.880 --> 00:19:11.520]  弟兄姊妹
[00:19:11.520 --> 00:19:16.120]  今天我們是否真的願意活在上帝的光裡面呢?
[00:19:16.120 --> 00:19:17.560]  在教會
[00:19:17.560 --> 00:19:20.280]  我們會否很容易建立一個
[00:19:20.280 --> 00:19:23.120]  看起來多好的自己呢?
[00:19:23.120 --> 00:19:24.440]  我們可以聚會
[00:19:24.440 --> 00:19:25.600]  可以侍奉
[00:19:25.600 --> 00:19:26.840]  可以查經
[00:19:26.840 --> 00:19:28.200]  可以帶領
[00:19:28.200 --> 00:19:30.080]  但是在生命裡面
[00:19:30.080 --> 00:19:34.160]  我們是否完全願意被上帝光照呢?
[00:19:34.160 --> 00:19:38.120]  會否仍然有不合上帝心意的驕傲
[00:19:38.120 --> 00:19:40.200]  苦毒
[00:19:40.200 --> 00:19:43.480]  和人的關係的問題呢?
[00:19:43.480 --> 00:19:46.200]  亦都可能是一些一直隱藏
[00:19:46.200 --> 00:19:49.600]  不願意面對的軟弱
[00:19:49.600 --> 00:19:54.240]  但是上帝不是呼召我們成為一個沒有缺點的人
[00:19:54.240 --> 00:19:59.720]  而是很想我們成為一個願意被祂更新的人
[00:19:59.720 --> 00:20:02.000]  真正活在光裡面的人
[00:20:02.000 --> 00:20:04.120]  不是從來不跌倒
[00:20:04.120 --> 00:20:10.600]  而是跌倒之後願意回到上帝面前的人
[00:20:10.600 --> 00:20:14.080]  今年的年提是信愛同行
[00:20:14.080 --> 00:20:15.160]  信心
[00:20:15.160 --> 00:20:17.840]  是相信上帝的光照
[00:20:17.840 --> 00:20:20.200]  不是要傷害我們
[00:20:20.200 --> 00:20:22.240]  而是要更新我們
[00:20:22.240 --> 00:20:24.400]  愛心
[00:20:24.400 --> 00:20:28.360]  是當我們先經歷上帝赦免的恩典
[00:20:28.360 --> 00:20:32.120]  我們就能夠用同樣的恩典去接納
[00:20:32.120 --> 00:20:35.480]  扶持身邊和我們不同的人
[00:20:35.480 --> 00:20:39.440]  當一間教會願意一起活在光裡面
[00:20:39.440 --> 00:20:43.640]  而不是活在虛偽裡面的時候
[00:20:43.640 --> 00:20:45.680]  願意彼此的認罪
[00:20:45.680 --> 00:20:48.360]  而不是彼此的定罪
[00:20:48.360 --> 00:20:50.320]  願意彼此的扶持
[00:20:50.320 --> 00:20:52.400]  而不是彼此的論斷
[00:20:52.400 --> 00:20:58.280]  這樣的群體才能夠真正彰顯耶穌基督的生命
[00:20:58.280 --> 00:21:00.000]  求主去幫我們教會
[00:21:00.000 --> 00:21:05.840]  我們一起尋求這個目標去做
[00:21:05.840 --> 00:21:06.960]  第三點
[00:21:06.960 --> 00:21:12.240]  主題是「倚靠基督中保保守真相教」
[00:21:12.240 --> 00:21:15.560]  剛才我們看到第二點說到
[00:21:15.560 --> 00:21:17.280]  上帝就是光
[00:21:17.280 --> 00:21:21.880]  和上帝相交的人必須願意活在光裡面
[00:21:21.880 --> 00:21:24.840]  讓上帝光照自己的生命
[00:21:24.840 --> 00:21:27.360]  也承認自己的罪
[00:21:27.360 --> 00:21:31.120]  但在這裡有一個很重要的問題
[00:21:31.120 --> 00:21:33.360]  如果上帝是聖潔
[00:21:33.360 --> 00:21:36.480]  而我們仍然會軟弱
[00:21:36.480 --> 00:21:38.080]  仍然會犯罪
[00:21:38.080 --> 00:21:41.720]  我們可以怎樣和祂相交呢?
[00:21:41.720 --> 00:21:45.240]  讓我們一起去讀二章一至二節
[00:21:45.240 --> 00:21:46.680]  一二三
[00:21:46.680 --> 00:21:51.560]  「我小子們,我將這些話寫給你們」
[00:21:51.560 --> 00:21:55.920]  「是要叫你們不犯罪,一個人犯罪」
[00:21:55.920 --> 00:21:59.400]  「在庫瓦裡,我們有一位宗寶」
[00:21:59.400 --> 00:22:02.440]  「就是那義者耶穌基督」
[00:22:02.440 --> 00:22:06.000]  「他為我們的罪,作以挽回罪」
[00:22:06.000 --> 00:22:13.160]  「不是單為我們的罪,也是為普天大人的罪」
[00:22:13.160 --> 00:22:15.560]  如果我們靠自己的源泉
[00:22:15.560 --> 00:22:17.640]  我們永遠都沒有辦法
[00:22:17.640 --> 00:22:20.320]  因為我們不知道自己的生命
[00:22:20.320 --> 00:22:23.000]  我們有時候很想去愛人
[00:22:23.000 --> 00:22:26.280]  但是仍然會有傷害人的情況
[00:22:26.280 --> 00:22:28.480]  有時候我們很想去信福神
[00:22:28.480 --> 00:22:33.200]  但是仍然會被自己的私慾去勝過
[00:22:33.200 --> 00:22:35.600]  這樣一個會失敗的人
[00:22:35.600 --> 00:22:40.520]  怎樣仍然可以來到這位聖潔的上帝面前呢?
[00:22:40.520 --> 00:22:43.520]  約翰給了一個很寶貴的答案我們
[00:22:43.520 --> 00:22:49.000]  他說「若有人犯罪,在庫瓦裡,我們有一位宗寶」
[00:22:49.000 --> 00:22:52.560]  「就是那義者耶穌基督」
[00:22:52.560 --> 00:22:55.560]  約翰不是說如果有人犯罪
