
[00:00:00.000 --> 00:00:01.280]  改定截迴主流平安
[00:02:02.120 --> 00:02:04.160]  都有咁多人同我一齊坐
[00:02:04.160 --> 00:02:05.700]  冇乜所謂呀
[00:02:05.700 --> 00:02:09.020]  相反假如我哋唔跟住嘅話呢
[00:02:09.020 --> 00:02:11.080]  可能就會失去多啲嘅好處
[00:02:11.080 --> 00:02:12.620]  至少
[00:02:12.620 --> 00:02:15.440]  少咗啲所謂嘅安全感
[00:02:15.440 --> 00:02:17.480]  兼且有時候仲可能呢
[00:02:17.480 --> 00:02:20.040]  會有風險要付代價
[00:02:20.040 --> 00:02:25.660]  因此佢都解釋今日唔少人寧願你跟住大隊咁行
[00:02:25.920 --> 00:02:28.480]  多過自己做一啲獨立嘅思考
[00:02:28.480 --> 00:02:29.500]  同埋判斷
[00:02:29.500 --> 00:02:32.320]  呢方面
[00:02:32.320 --> 00:02:38.460]  亦都觸發我去思想到從信仰嘅角度跟住大隊咁樣信
[00:02:38.460 --> 00:02:40.260]  又有咩問題呢
[00:02:40.260 --> 00:02:44.100]  剛才Thomas所讀的《追問經文》
[00:02:44.100 --> 00:02:51.520]  係記載到主人出出嚟傳道治病同埋趕鬼而且佢聲名大噪引嚟
[00:02:51.520 --> 00:02:53.060]  唔少人係跟住佢
[00:02:53.820 --> 00:02:56.640]  第四節講到當時有好多人
[00:02:56.640 --> 00:02:58.940]  從各地紛紛去見主耶穌
[00:02:58.940 --> 00:03:02.520]  究竟所謂何事聖經呢度其實冇解釋
[00:03:02.520 --> 00:03:08.920]  但係我哋唔難可以推想內中必定有啲人呢係嚟臭熱鬧
[00:03:08.920 --> 00:03:13.020]  或者希望睇到主耶穌繼續行神蹟
[00:03:13.020 --> 00:03:15.060]  滿足佢哋好奇心之餘
[00:03:15.060 --> 00:03:18.900]  亦都好可能呢讓佢能夠從中得到好處
[00:03:18.900 --> 00:03:21.220]  當然
[00:03:21.980 --> 00:03:27.620]  內裡肯定有啲係對主耶穌敵視嘅人佢夾實主耶穌嘅一言一行
[00:03:27.620 --> 00:03:29.660]  仲要搵把柄去攻擊佢
[00:03:29.660 --> 00:03:31.960]  除此之外
[00:03:31.960 --> 00:03:34.520]  亦都會有啲呢為務道而嚟嘅人
[00:03:34.520 --> 00:03:41.180]  希望從主耶穌教導當中尋找真理認識上帝不過可能佢哋都係屬於少數
[00:03:41.180 --> 00:03:44.500]  當一大群人
[00:03:44.500 --> 00:03:45.520]  聚集嘅時候
[00:03:45.520 --> 00:03:47.580]  耶穌就喺第五節第八節
[00:03:47.580 --> 00:03:49.620]  同佢哋講咗一個比喻
[00:03:50.140 --> 00:03:52.700]  藉住當時一啲人哋都可以睇到
[00:03:52.700 --> 00:03:54.740]  接觸得到同埋明白嘅事物
[00:03:54.740 --> 00:03:56.280]  去帶出一啲
[00:03:56.280 --> 00:03:59.360]  人睇唔到隱藏嘅一啲嘅屬天嘅真理
[00:03:59.360 --> 00:04:02.440]  講完呢個比喻之後
[00:04:02.440 --> 00:04:04.220]  由所謂第八節嘅下半節
[00:04:04.220 --> 00:04:06.260]  煞有介事咁樣大聲話
[00:04:06.260 --> 00:04:09.080]  有耳可聽的就應當聽
[00:04:09.080 --> 00:04:12.400]  意思唔單係邀請啲人去聽
[00:04:12.400 --> 00:04:16.760]  而且係仲期望同埋要求佢哋呢係有所回應
[00:04:18.560 --> 00:04:21.380]  聖經呢度就講當時門徒其實都問耶穌
[00:04:21.380 --> 00:04:23.420]  究竟呢個比喻
[00:04:23.420 --> 00:04:24.960]  有乜嘢意思呢
[00:04:24.960 --> 00:04:28.280]  耶穌第十節就回答佢哋話
[00:04:28.280 --> 00:04:30.080]  佢話上帝國嘅奧秘
[00:04:30.080 --> 00:04:31.620]  只係叫你哋知道
[00:04:31.620 --> 00:04:34.020]  至於別人就用比喻
[00:04:34.020 --> 00:04:36.220]  叫佢哋看也看不見
[00:04:36.220 --> 00:04:38.280]  聽也聽不明
[00:04:38.280 --> 00:04:44.680]  驟耳聽起上來好似耶穌喺度呢親疏有別係咪呀分離你同埋佢哋
[00:04:44.680 --> 00:04:48.260]  但其實主耶穌喺度係指出一個事實
[00:04:48.760 --> 00:04:51.320]  面前一大堆聚集嘅群眾
[00:04:51.320 --> 00:04:54.400]  內忠有唔少都係你抽熱鬧搵著數
[00:04:54.400 --> 00:04:56.700]  甚至有啲係對耶穌不懷好言
[00:04:56.700 --> 00:04:59.260]  因此佢對主耶穌所講嘅
[00:04:59.260 --> 00:05:01.320]  大多係無心莊藏
[00:05:01.320 --> 00:05:03.360]  亦都唔會好認真嘅
[00:05:03.360 --> 00:05:05.660]  思考同埋尋求明白
[00:05:05.660 --> 00:05:09.260]  因此佢哋聽就真係聽咗喇
[00:05:09.260 --> 00:05:12.060]  但佢只係能夠停留喺
[00:05:12.060 --> 00:05:13.340]  對比喻
[00:05:13.340 --> 00:05:15.140]  本身表面嗰陣
[00:05:15.140 --> 00:05:17.440]  而睇唔到亦都聽唔明
[00:05:17.700 --> 00:05:18.720]  比喻內裡
[00:05:18.720 --> 00:05:20.780]  想帶出真正嘅意義所在
[00:05:20.780 --> 00:05:24.860]  主耶穌喺度所講嘅比喻嘅目的
[00:05:24.860 --> 00:05:28.460]  並唔係為咗向人提供啲農耕生活嘅資料
[00:05:28.460 --> 00:05:30.760]  而係讓有意跟隨佢嘅人
[00:05:30.760 --> 00:05:31.780]  認識佢
[00:05:31.780 --> 00:05:35.620]  並且進而同佢建立一個緊密嘅關係
[00:05:35.620 --> 00:05:36.900]  成為一生
[00:05:36.900 --> 00:05:38.440]  跟隨佢嘅門徒
[00:05:38.440 --> 00:05:39.720]  而唔單係
[00:05:39.720 --> 00:05:42.020]  跟住佢嘅啲所謂信徒
[00:05:42.020 --> 00:05:43.800]  呢個好重要
[00:05:43.800 --> 00:05:46.620]  主耶穌期望
[00:05:46.880 --> 00:05:48.920]  佢哋能夠成為跟隨佢
[00:05:48.920 --> 00:05:50.720]  一生跟隨佢嘅門徒
[00:05:50.720 --> 00:05:54.040]  而唔止係單單跟住佢嘅啲所謂嘅信徒
[00:05:54.040 --> 00:05:56.860]  而喺跟住十一至十五節
[00:05:56.860 --> 00:05:58.660]  耶穌就藉著解釋
[00:05:58.660 --> 00:06:03.260]  殺種比喻嘅意思去提醒同埋教導適合跟隨佢嘅門徒
[00:06:03.260 --> 00:06:04.800]  當然亦都今日
[00:06:04.800 --> 00:06:06.340]  向我你同埋我
[00:06:06.340 --> 00:06:08.140]  你去講解
[00:06:08.140 --> 00:06:10.680]  喺信仰生命成長路上
[00:06:10.680 --> 00:06:11.700]  需要住嘅地方
[00:06:11.700 --> 00:06:15.800]  按主耶穌十一節呢度所解釋
[00:06:16.060 --> 00:06:18.100]  種子就係上帝嘅道
[00:06:18.100 --> 00:06:20.160]  亦都係主耶穌所宣講嘅信息
[00:06:20.160 --> 00:06:23.480]  雖然客觀地上帝嘅道
[00:06:23.480 --> 00:06:25.520]  或者所殺嘅種子都係一樣嘅
[00:06:25.520 --> 00:06:28.600]  但卻係可以有好唔同嘅結果㗎喎
[00:06:28.600 --> 00:06:31.680]  帶出聽道嘅人
[00:06:31.680 --> 00:06:34.500]  接受信仰人嘅生命成長與否
[00:06:34.500 --> 00:06:35.780]  全係視乎
[00:06:35.780 --> 00:06:37.060]  全係視乎
[00:06:37.060 --> 00:06:39.360]  我哋對所領受嘅道
[00:06:39.360 --> 00:06:40.640]  持乜嘢嘅態度
[00:06:40.640 --> 00:06:41.920]  與及我哋會作出
[00:06:41.920 --> 00:06:42.940]  乜嘢嘅回應
[00:06:42.940 --> 00:06:45.240]  例如
[00:06:45.500 --> 00:06:46.260]  喺十二節
[00:06:46.260 --> 00:06:47.540]  那些在路旁的
[00:06:47.540 --> 00:06:49.080]  就是人聽了道
[00:06:49.080 --> 00:06:50.100]  除後魔鬼來
[00:06:50.100 --> 00:06:52.160]  從他們心裏把道奪去
[00:06:52.160 --> 00:06:54.460]  恐怕他們信了得咁
[00:06:54.460 --> 00:06:57.020]  描述嘅
[00:06:57.020 --> 00:07:00.600]  就係剛才所提到群眾當中一啲根本無心莊助嘅人
[00:07:00.600 --> 00:07:02.400]  就算所謂聽過道
[00:07:02.400 --> 00:07:04.200]  但都只係水過鴨盆
[00:07:04.200 --> 00:07:06.500]  完全冇諗過要做乜嘢嚟去回應
[00:07:06.500 --> 00:07:08.540]  結果上帝嘅道
[00:07:08.540 --> 00:07:11.100]  喺呢啲人身上係完全起唔到作用
[00:07:11.100 --> 00:07:13.660]  除此之外
[00:07:13.920 --> 00:07:16.740]  大家留意耶穌喺度特別係提到魔鬼
[00:07:16.740 --> 00:07:17.500]  好似
[00:07:17.500 --> 00:07:18.520]  飛鳥咁樣
[00:07:18.520 --> 00:07:21.860]  見到啲種子落喺路旁就飛嚟將啲種子
[00:07:21.860 --> 00:07:22.620]  食曬
[00:07:22.620 --> 00:07:24.420]  唔讓佢哋
[00:07:24.420 --> 00:07:26.220]  有任何機會
[00:07:26.220 --> 00:07:27.740]  係可以泛牙生長
[00:07:27.740 --> 00:07:32.360]  唔知大家試過餵白鴿未
[00:07:32.360 --> 00:07:34.400]  餵白鴿
[00:07:34.400 --> 00:07:36.440]  咁呢我諗呢就
[00:07:36.440 --> 00:07:40.040]  我好深印象因為同阿女細個時候呢我哋去
[00:07:40.040 --> 00:07:42.600]  去旅行喺英國
[00:07:43.620 --> 00:07:46.180]  如果冇記錯係Piccadilly嗰個地方呀大個廣場
[00:07:46.180 --> 00:07:47.200]  好多白鴿
[00:07:47.200 --> 00:07:50.780]  你嗰頭買咗啲穀物呀擺手度呢
[00:07:50.780 --> 00:07:52.320]  都未張開呀
[00:07:52.320 --> 00:07:53.860]  點呀
[00:07:53.860 --> 00:07:55.660]  白鴿飛嚟呢
[00:07:55.660 --> 00:07:57.180]  一粒都冇
[00:07:57.180 --> 00:07:58.220]  一粒都冇
[00:07:58.220 --> 00:08:00.780]  係提醒我哋
[00:08:00.780 --> 00:08:06.140]  最唔想見到我哋信仰生命有成長嘅就係魔鬼我哋一放鬆
[00:08:06.140 --> 00:08:07.940]  佢就唔會呢放過我哋
[00:08:07.940 --> 00:08:10.500]  因此我哋呢不可以不放
[00:08:12.040 --> 00:08:15.360]  嗰啲律殺喺盤石上嘅種子又點呢
[00:08:15.360 --> 00:08:16.640]  十三節
[00:08:16.640 --> 00:08:19.720]  乃是在盤石上的就是人聽到
[00:08:19.720 --> 00:08:21.000]  歡喜領受
[00:08:21.000 --> 00:08:22.800]  但心中沒有根
[00:08:22.800 --> 00:08:24.080]  不過暫時相信
[00:08:24.080 --> 00:08:26.900]  及至遇到試煉就倒退了
[00:08:26.900 --> 00:08:33.040]  講開冇根樣我諗起曾經一段時間香港有好多地方好多嘅
[00:08:33.040 --> 00:08:33.800]  地方呢
[00:08:33.800 --> 00:08:36.620]  有啲所謂臨樹事件唔知大家有咩印象
[00:08:36.620 --> 00:08:39.940]  咁其中呢就最觸目驚心嘅一幕呢
[00:08:40.200 --> 00:08:42.500]  就發生喺九龍嘅何文田巴富街
[00:08:42.500 --> 00:08:44.040]  咁因為
[00:08:44.040 --> 00:08:48.400]  我有啲教友呢喺嗰度呢住㗎咁所以當嗰陣發生嘅時候呢
[00:08:48.400 --> 00:08:49.420]  就我好留意
[00:08:49.420 --> 00:08:51.200]  我仲記得喺線上高呢
[00:08:51.200 --> 00:08:53.260]  係睇住一棵成十幾
[00:08:53.260 --> 00:08:55.040]  米高嘅鳳凰木呢
[00:08:55.040 --> 00:08:57.100]  連根白起打橫咁樣呢
[00:08:57.100 --> 00:08:58.380]  係呢扮落
[00:08:58.380 --> 00:08:59.140]  嗰個馬路嗰度
[00:08:59.140 --> 00:09:01.700]  啱啱窄到有四架車
[00:09:01.700 --> 00:09:06.060]  而其中一架車呢正正係嗰啲保姆車等緊學生呢
[00:09:06.060 --> 00:09:07.080]  係即係放學嘅
[00:09:07.080 --> 00:09:08.620]  好彩只係一個
[00:09:08.620 --> 00:09:10.160]  司機呢受輕傷
[00:09:10.400 --> 00:09:12.200]  冇進一步嘅嚴重傷亡
[00:09:12.200 --> 00:09:15.780]  之後從報章記載同埋所睇到嘅圖片
[00:09:15.780 --> 00:09:18.080]  知道嗰把聖誕樹之所以倒塌
[00:09:18.080 --> 00:09:22.180]  係因為佢係生長喺行人路上高
[00:09:22.180 --> 00:09:23.720]  咁大家知道啦
[00:09:23.720 --> 00:09:25.520]  好常我哋都見到個情況嘅
[00:09:25.520 --> 00:09:30.880]  因此鳳凰木附近嘅土壤其實係畀啲磚頭呢係覆蓋住嘅
[00:09:30.880 --> 00:09:34.480]  間接係限制咗佢哋樹根生長嘅空間
[00:09:34.480 --> 00:09:36.780]  以至根根本唔可能生得深
[00:09:36.780 --> 00:09:38.320]  同埋生得闊
[00:09:40.360 --> 00:09:44.460]  而主耶穌喺度指出有啲聽過佢嘅教導可能都覺得
[00:09:44.460 --> 00:09:45.720]  幾有意思係咪
[00:09:45.720 --> 00:09:49.320]  但因為內裡冇根或者啲根好淺呀
[00:09:49.320 --> 00:09:50.340]  意思即係話
[00:09:50.340 --> 00:09:55.200]  佢哋冇對主耶穌嘅教導作進一步嘅追尋同埋了解
[00:09:55.200 --> 00:09:59.040]  同時都冇同主耶穌有進一步關係嘅建立
[00:09:59.040 --> 00:10:02.420]  因此當一啲外在嘅試煉或者衝擊
[00:10:02.420 --> 00:10:06.260]  嚟到嘅時候就會好容易倒退甚至
[00:10:06.260 --> 00:10:07.800]  係放棄信仰
[00:10:09.840 --> 00:10:13.160]  就好似跟住耶穌嘅門徒特別係彼得如果大家有印象
[00:10:13.160 --> 00:10:14.200]  曾幾何時
[00:10:14.200 --> 00:10:16.500]  冇事冇幹嘅時候
[00:10:16.500 --> 00:10:17.780]  冇事冇幹嘅時候
[00:10:17.780 --> 00:10:20.600]  佢哋好歡喜快樂咁樣跟住主耶穌
[00:10:20.600 --> 00:10:24.420]  即係特別如果主耶穌好威嘅時候咁我諗佢哋仲更加呢
[00:10:24.420 --> 00:10:25.200]  好開心
[00:10:25.200 --> 00:10:27.760]  但當試煉嚟到嘅時候
[00:10:27.760 --> 00:10:31.080]  彼得係毫不猶疑三次唔認住
[00:10:31.080 --> 00:10:34.920]  而跟隨主耶穌嘅門徒亦都怕受牽連
[00:10:34.920 --> 00:10:39.020]  紛紛隨住主耶穌嘅被捕呢係各自四散
[00:10:40.820 --> 00:10:43.640]  喺一本叫做A4信徒
[00:10:43.640 --> 00:10:46.200]  直譯係
[00:10:46.200 --> 00:10:49.780]  英文嘅直譯呢英文就係The Christian Atheist
[00:10:49.780 --> 00:10:53.880]  直譯就係Gilto嘅無神論者相當得意個名本身已經
[00:10:53.880 --> 00:10:59.240]  呢本書嘅作者係格羅舍爾牧師佢係個牧師嚟嘅所寫嘅
[00:10:59.240 --> 00:11:02.320]  咁呢就喺本書裏面自己都分享返
[00:11:02.320 --> 00:11:04.120]  好坦白佢自己信仰嘅歷程
[00:11:04.120 --> 00:11:05.140]  起初
[00:11:05.140 --> 00:11:08.720]  佢自己真係一個A4即係話得個名嘅信徒
[00:11:09.480 --> 00:11:12.560]  咁及後佢知道呢係需要呢改過自新
[00:11:12.560 --> 00:11:16.400]  咁所以佢哋就寫咗呢本呢A4信徒嘅書
[00:11:16.400 --> 00:11:19.980]  就希望呢同其他嘅信徒呢互相彼此有提成
[00:11:19.980 --> 00:11:24.080]  特別吸引我地方
[00:11:24.080 --> 00:11:27.140]  係臨到最後一本書裏面呢分享到
[00:11:27.140 --> 00:11:29.960]  有三個好唔同嘅信仰觀
[00:11:29.960 --> 00:11:35.600]  第一個信仰觀就係視信仰能夠讓人從中得到好處
[00:11:35.600 --> 00:11:39.180]  只係想得到上帝賜福畀我哋
[00:11:39.180 --> 00:11:41.500]  但卻係唔願意改變我哋嘅生命
[00:11:41.500 --> 00:11:45.080]  唔願意為信仰作出任何嘅付出
[00:11:45.080 --> 00:11:48.400]  第二個信仰觀
[00:11:48.400 --> 00:11:50.700]  比之前第一個有啲突破
[00:11:50.700 --> 00:11:53.260]  唔單止視信仰可以畀嘢我哋
[00:11:53.260 --> 00:11:55.820]  我哋都願意為信仰貢獻啲嘢
[00:11:55.820 --> 00:11:57.860]  不過特別㗎喎
[00:11:57.860 --> 00:12:02.220]  只要唔使付上太大嘅代價就得㗎喇
[00:12:02.220 --> 00:12:04.520]  例如是否
[00:12:04.520 --> 00:12:05.820]  可以
[00:12:05.820 --> 00:12:07.100]  冇問題嘅
[00:12:07.100 --> 00:12:08.120]  不過
[00:12:08.380 --> 00:12:10.160]  一定唔可以令我太辛苦
[00:12:10.160 --> 00:12:12.220]  要我呢係付出太多
[00:12:12.220 --> 00:12:15.800]  總之能夠讓我舒舒服服咁信呢
[00:12:15.800 --> 00:12:17.080]  就得㗎喇
[00:12:17.080 --> 00:12:21.940]  而第三個信仰觀就係信仰要求我哋
[00:12:21.940 --> 00:12:24.000]  傳言嘅
[00:12:24.000 --> 00:12:28.600]  獻上自己就好似林牧師喺兩個星期之前嘅政道裏面都提到
[00:12:28.600 --> 00:12:31.420]  耶穌喺馬福音八章三十四節
[00:12:31.420 --> 00:12:32.960]  教導啲門徒話
[00:12:32.960 --> 00:12:34.760]  若有人要跟從我
[00:12:34.760 --> 00:12:36.540]  就當社稷
[00:12:36.800 --> 00:12:39.360]  背起佢十字架來跟從我
[00:12:39.360 --> 00:12:44.740]  而從聖經教導我哋嘅信仰觀唔係第一種唔係第二種
[00:12:44.740 --> 00:12:46.020]  而係第三種
[00:12:46.020 --> 00:12:48.320]  以主耶穌
[00:12:48.320 --> 00:12:49.600]  為主為首
[00:12:49.600 --> 00:12:51.660]  我哋學習點去跟隨
[00:12:51.660 --> 00:12:54.980]  有一個過程裏面我哋需要學習付出
[00:12:54.980 --> 00:12:55.740]  同埋捨棄
[00:12:55.740 --> 00:12:56.780]  好似主耶穌咁樣
[00:12:56.780 --> 00:13:00.600]  貴丁姐妹
[00:13:00.600 --> 00:13:03.420]  撫心自問今日我哋嘅信仰觀
[00:13:03.420 --> 00:13:05.480]  係屬於邊一樣呢
[00:13:07.000 --> 00:13:07.780]  我哋係咪
[00:13:07.780 --> 00:13:10.600]  仍然只係想從信仰得到祝福
[00:13:10.600 --> 00:13:12.900]  同埋慰藉係冇諗過
[00:13:12.900 --> 00:13:14.180]  要有所付出
[00:13:14.180 --> 00:13:16.480]  又或者係咪只係
[00:13:16.480 --> 00:13:19.800]  唔需要付上太大嘅代價我哋都會考慮
[00:13:19.800 --> 00:13:22.620]  為信仰付出少少
[00:13:22.620 --> 00:13:26.980]  抑或係致力回應主耶穌嘅呼召
[00:13:26.980 --> 00:13:28.760]  學習一生
[00:13:28.760 --> 00:13:30.300]  嘅跟隨佢
[00:13:30.300 --> 00:13:31.580]  畀佢
[00:13:31.580 --> 00:13:32.600]  嚟去使用靈
[00:13:35.680 --> 00:13:37.460]  第十四節那樂在荊棘裏的
[00:13:37.460 --> 00:13:39.000]  就是人聽了道
[00:13:39.000 --> 00:13:39.780]  走開以後
[00:13:39.780 --> 00:13:42.080]  被今生嘅思慮潛在意樂
[00:13:42.080 --> 00:13:43.100]  擠住了
[00:13:43.100 --> 00:13:45.660]  結不出成熟的子粒來
[00:13:45.660 --> 00:13:47.960]  特別留意
[00:13:47.960 --> 00:13:50.020]  經文呢度唔係講
[00:13:50.020 --> 00:13:52.320]  話啲種子結唔出子粒
[00:13:52.320 --> 00:13:53.860]  結得出㗎其實
[00:13:53.860 --> 00:13:55.900]  結得出㗎
[00:13:55.900 --> 00:13:58.720]  但因為佢哋畀啲荊棘所纏繞
[00:13:58.720 --> 00:14:00.000]  所結出嘅
[00:14:00.000 --> 00:14:04.600]  並唔係殺種嘅人呢所期待一啲所謂叫成熟嘅子粒
[00:14:06.140 --> 00:14:07.160]  用今日嘅說話講
[00:14:07.160 --> 00:14:09.720]  即係乜嘢呀變相有等於無
[00:14:09.720 --> 00:14:16.640]  有一次我係去到思維靜院嗰度呢係作個人嘅
[00:14:16.640 --> 00:14:17.920]  被靜退休
[00:14:17.920 --> 00:14:20.740]  咁嗰次嗰個操練就喺嗰個嘅
[00:14:20.740 --> 00:14:24.320]  即係如果大家去過知道一個好大嘅後院好多花草樹木
[00:14:24.320 --> 00:14:29.180]  咁嗰度呢係學習一邊喺度度一邊學習點樣領受上帝呢
[00:14:29.180 --> 00:14:31.740]  藉著我哋所接觸嘅花草樹木呢向
[00:14:31.740 --> 00:14:32.760]  向我講說話
[00:14:32.760 --> 00:14:35.080]  咁我印象好深刻嘅因為
[00:14:35.340 --> 00:14:36.360]  當時呢就
[00:14:36.360 --> 00:14:38.660]  即係嗰啲嘢見到好開心
[00:14:38.660 --> 00:14:39.940]  因為呢
[00:14:39.940 --> 00:14:45.320]  開花嘅有結果有樹葉呀種種林林種種
[00:14:45.320 --> 00:14:47.120]  見到你就賞心悅目
[00:14:47.120 --> 00:14:51.200]  因為由於要默想
[00:14:51.200 --> 00:14:53.000]  好多時候係需要
[00:14:53.000 --> 00:14:55.040]  去凝視嗰啲嘅植物
[00:14:55.040 --> 00:14:58.380]  幫我走近嗰啲植物嘅時候
[00:14:58.380 --> 00:14:59.660]  畀我發覺
[00:14:59.660 --> 00:15:02.220]  原來遠處都唔覺㗎
[00:15:02.220 --> 00:15:03.500]  行近啲睇到啦
[00:15:04.000 --> 00:15:07.600]  原來唔少嗰啲花草樹木都畀一啲呢好粗生素嘅叫
[00:15:07.600 --> 00:15:10.140]  攀附性嘅植物係纏住
[00:15:10.140 --> 00:15:13.980]  有啲種被呢啲迅速增長
[00:15:13.980 --> 00:15:19.880]  呢啲嘅攀附性嘅植物呢係遮蓋曬差啲唔認出佢原本嗰個面貌
[00:15:19.880 --> 00:15:23.460]  而據我有限嘅知識呢啲
[00:15:23.460 --> 00:15:27.040]  攀附性嘅植物唔單只會遮蓋其他嘅植物
[00:15:27.040 --> 00:15:30.380]  等佢哋都唔能夠
[00:15:30.380 --> 00:15:31.660]  畀太陽照到
[00:15:31.660 --> 00:15:32.940]  兼且仲會呢
[00:15:33.200 --> 00:15:35.500]  係搶走佢所需要嘅養分
[00:15:35.500 --> 00:15:38.060]  同埋水份令佢哋無法生長
[00:15:38.060 --> 00:15:39.600]  有啲最終甚至乎
[00:15:39.600 --> 00:15:40.880]  係被枯萎
[00:15:40.880 --> 00:15:49.320]  你都讓我諗起曾經喺電視睇嗰一集呢係以植物為主角嘅紀錄片叫做綠色星球
[00:15:49.320 --> 00:15:51.640]  一年一系列
[00:15:51.640 --> 00:15:53.160]  非常精彩嘅
[00:15:53.160 --> 00:15:57.260]  而嗰集正係介紹一種所謂叫植物殺手嘅攀附性植物
[00:15:57.260 --> 00:15:58.280]  兔獅子
[00:15:58.280 --> 00:16:01.880]  真撼嘅地方係乜嘢呢
[00:16:02.640 --> 00:16:08.520]  透過現代攝影嘅科技唔單只讓觀眾睇到呢啲嘅攀附性植物都生長出到非常嘅驚人
[00:16:08.520 --> 00:16:10.320]  而喺鏡頭之下
[00:16:10.320 --> 00:16:11.860]  仲睇到原來呢啲
[00:16:11.860 --> 00:16:14.940]  貼住喺植物生長嘅兔獅子
[00:16:14.940 --> 00:16:17.240]  係會生出一排排嘅刺
[00:16:17.240 --> 00:16:18.760]  係直插入
[00:16:18.760 --> 00:16:21.320]  佢所攀附嘅植物嘅當中
[00:16:21.320 --> 00:16:23.880]  好似好似咩咁咪形容
[00:16:23.880 --> 00:16:25.940]  好似吸嘅殭屍吸人血咁樣
[00:16:25.940 --> 00:16:29.000]  吸食同埋絕取其他植物嘅養分
[00:16:29.000 --> 00:16:32.080]  雖然當時我好深印象
[00:16:32.340 --> 00:16:33.360]  睇緊係啲植物
[00:16:33.360 --> 00:16:36.680]  但亦都感覺到相當嘅血腥
[00:16:36.680 --> 00:16:37.720]  同埋暴力
[00:16:37.720 --> 00:16:39.240]  感受到
[00:16:39.240 --> 00:16:40.540]  嗰份嘅殺傷
[00:16:40.540 --> 00:16:46.940]  讓我諗起麥特芬19章16至22節
[00:16:46.940 --> 00:16:50.260]  講到嗰位年輕嘅財主佢好想得到永生
[00:16:50.260 --> 00:16:52.820]  並且佢話樂於遵守十誡
[00:16:52.820 --> 00:16:57.940]  唯獨當主耶穌邀請佢辯賣一切同有需要人來分享嘅時候
[00:16:57.940 --> 00:17:01.520]  聖經話畀佢知佢係憂憂愁愁嘅走了
[00:17:01.780 --> 00:17:03.560]  因為佢嘅產業
[00:17:03.560 --> 00:17:04.600]  很多
[00:17:04.600 --> 00:17:13.560]  錢財產業成為咗嗰位年青財主嘅荊棘
[00:17:13.560 --> 00:17:15.860]  非常嘅可惜
