
[00:00:00.000 --> 00:00:02.860]  好 鄧姊妹 讓我們開始聆聽主教先
[00:02:37.800 --> 00:02:40.700]  簡單地說
[00:02:40.700 --> 00:02:44.300]  我認為我自己的演繹對一些事情的看法
[00:02:44.300 --> 00:02:47.500]  就是那個絕對的看法的時候
[00:02:47.500 --> 00:02:50.600]  而他們都堅持自己的看法
[00:02:50.600 --> 00:02:53.300]  就會很容易做到一個現象
[00:02:53.300 --> 00:02:56.500]  就是誤會其他人的意思
[00:02:56.500 --> 00:03:00.700]  所以當如果一個人他認為
[00:03:00.700 --> 00:03:02.700]  自己樣樣東西的決定
[00:03:02.700 --> 00:03:05.200]  樣樣的演繹都是對的時候
[00:03:05.200 --> 00:03:07.900]  就會造成一個現象
[00:03:07.900 --> 00:03:10.400]  就是其他人說的東西他都會猜測
[00:03:10.400 --> 00:03:13.700]  用英文說
[00:03:13.700 --> 00:03:16.200]  就叫做Think otherwise
[00:03:16.200 --> 00:03:17.300]  就是說
[00:03:17.300 --> 00:03:20.400]  總是和別人想的方法是相反的
[00:03:20.400 --> 00:03:23.100]  或者對別人的看法
[00:03:23.100 --> 00:03:25.000]  或者對別人的講話
[00:03:25.000 --> 00:03:28.500]  沒有去了解他想講的意思是什麼給我們知道
[00:03:28.500 --> 00:03:32.500]  而是我自己去詮釋他的看法
[00:03:32.500 --> 00:03:35.700]  因為我認為我已經知道了所有的東西
[00:03:35.700 --> 00:03:40.200]  因此他的想法我應該是沒有錯的了
[00:03:40.200 --> 00:03:42.500]  我的演繹也都必然沒有錯
[00:03:42.500 --> 00:03:46.200]  但是正正因為人有這個現象的緣故
[00:03:46.200 --> 00:03:47.700]  所以造成了就是說
[00:03:47.700 --> 00:03:49.900]  我認為我自己的看法是對的
[00:03:49.900 --> 00:03:52.400]  別人未必是這樣看的
[00:03:52.800 --> 00:03:55.400]  那就叫做誤會的開始
[00:03:55.400 --> 00:03:58.700]  來到我們看回這段的經文
[00:03:58.700 --> 00:04:01.300]  耶穌開始帶著這班門徒
[00:04:01.300 --> 00:04:05.500]  說你們來跟從我之後開始
[00:04:05.500 --> 00:04:07.800]  其實發生了很多的事情
[00:04:07.800 --> 00:04:11.200]  如果我們看回從第五章
[00:04:11.200 --> 00:04:13.600]  講完登山補訓的時候
[00:04:13.600 --> 00:04:16.000]  以至於現在來到第十六章
[00:04:16.000 --> 00:04:20.600]  已經和耶穌很緊密地生活了一段時間
[00:04:21.000 --> 00:04:23.400]  我們發現到這班門徒
[00:04:23.400 --> 00:04:26.000]  其實是不是真的那麼了解耶穌呢
[00:04:26.000 --> 00:04:29.500]  我曾經講過一個笑話
[00:04:29.500 --> 00:04:30.800]  有一對情侶
[00:04:30.800 --> 00:04:35.100]  他經常那個男方就說
[00:04:35.100 --> 00:04:37.200]  我很了解那個女方是怎麼想的
[00:04:37.200 --> 00:04:40.600]  我了解她喜歡什麼
[00:04:40.600 --> 00:04:43.400]  誰知道到了結婚當晚
[00:04:43.400 --> 00:04:46.300]  你知道結婚有很多事情要搞的
[00:04:46.600 --> 00:04:52.200]  晚上有很多遊戲在婚宴的過程當中去玩
[00:04:52.200 --> 00:04:56.100]  接著其中有一次我見到一對情侶
[00:04:56.100 --> 00:04:57.000]  那些朋友就說
[00:04:57.000 --> 00:04:59.500]  好,我們現在考一個新郎對新娘
[00:04:59.500 --> 00:05:01.600]  有多少明白的遊戲
[00:05:01.600 --> 00:05:08.100]  那就首先和新娘問了一大堆問題之後的答案
[00:05:08.100 --> 00:05:09.500]  就已經拿來了
[00:05:09.500 --> 00:05:11.600]  新郎,我們要看看你明不明白
[00:05:11.600 --> 00:05:12.900]  偉忠有沒有玩過這些
[00:05:12.900 --> 00:05:13.900]  沒有啊
[00:05:13.900 --> 00:05:15.700]  這次和你玩玩吧
[00:05:17.200 --> 00:05:18.200]  接著怎樣呢
[00:05:18.200 --> 00:05:22.500]  接著就在公眾的裡面問新郎
[00:05:22.500 --> 00:05:26.300]  你知不知道新娘最喜歡吃什麼
[00:05:26.300 --> 00:05:31.300]  當然新娘已經預先講了答案
[00:05:31.300 --> 00:05:36.000]  誰知道新郎回答的答案都是錯的
[00:05:36.000 --> 00:05:38.600]  新娘喜歡吃的東西
[00:05:38.600 --> 00:05:40.800]  全部她都是不明白的
[00:05:40.800 --> 00:05:43.800]  她以為新娘也很喜歡吃某些東西
[00:05:43.800 --> 00:05:45.700]  原來新娘最討厭吃那樣東西
[00:05:46.300 --> 00:05:49.800]  接著她說新娘最喜歡的顏色是什麼
[00:05:49.800 --> 00:05:52.400]  她說我一定知道這條問題
[00:05:52.400 --> 00:05:55.300]  還斬釘截鐵在現場和別人說
[00:05:55.300 --> 00:05:58.700]  新娘最喜歡的就是什麼顏色
[00:05:58.700 --> 00:06:00.200]  她說了一個顏色出來
[00:06:00.200 --> 00:06:01.600]  誰知道全場嘩然
[00:06:01.600 --> 00:06:04.700]  因為全場的朋友都知道新娘根本不喜歡那種顏色
[00:06:04.700 --> 00:06:07.500]  為什麼會有這樣的現象呢
[00:06:07.500 --> 00:06:11.600]  誤會往往就是以為自己知道一切
[00:06:11.600 --> 00:06:13.500]  我完全知道
[00:06:13.900 --> 00:06:16.800]  所以我認為我的演繹
[00:06:16.800 --> 00:06:18.600]  我的理解絕對沒錯
[00:06:18.600 --> 00:06:22.600]  門徒也一樣有這個情況
[00:06:22.600 --> 00:06:26.700]  在門徒訓練跟隨耶穌的過程當中
[00:06:26.700 --> 00:06:28.200]  同樣有這個問題
[00:06:28.200 --> 00:06:30.200]  今天這個題目
[00:06:30.200 --> 00:06:35.400]  其實同樣會影響到你和我如何跟隨主的過程
[00:06:35.400 --> 00:06:38.300]  我們先看看這段經文說些什麼
[00:06:38.300 --> 00:06:39.900]  我們一起打開這段經文
[00:06:39.900 --> 00:06:41.300]  偉東讀了一次
[00:06:41.300 --> 00:06:43.400]  我們自己再讀一次
[00:06:43.400 --> 00:06:45.300]  打開馬太福音第十六章
[00:06:45.300 --> 00:06:48.000]  重看五節至第十二節
[00:06:48.000 --> 00:06:49.600]  我們一起讀一次好不好
[00:06:49.600 --> 00:06:52.300]  一段很熟悉的經文
[00:06:52.300 --> 00:06:53.400]  很多基督經常說
[00:06:53.400 --> 00:06:56.100]  因為這段經文裡面有一件事經常都說
[00:06:56.100 --> 00:06:58.300]  叫做「孝」或者「教」
[00:06:58.300 --> 00:07:01.700]  我們看看究竟發生什麼事
[00:07:01.700 --> 00:07:02.600]  好,我們一起讀
[00:07:02.600 --> 00:07:04.200]  從我們第五節開始
[00:07:04.200 --> 00:07:09.600]  門徒到那邊去,望了大餅
[00:07:09.600 --> 00:07:11.800]  耶穌對他們說
[00:07:12.100 --> 00:07:13.700]  你們要謹慎
[00:07:13.700 --> 00:07:18.500]  防備法利賽人和撒都哥人的教育校
[00:07:18.500 --> 00:07:21.200]  門徒彼此議論說
[00:07:21.200 --> 00:07:25.000]  這是因為我們沒有大餅吧
[00:07:25.000 --> 00:07:27.800]  耶穌看出來就說
[00:07:27.800 --> 00:07:30.100]  你們這小信的人
[00:07:30.100 --> 00:07:34.500]  為什麼因為沒有餅彼此議論呢
[00:07:34.500 --> 00:07:36.900]  你們還不明白嗎
[00:07:36.900 --> 00:07:40.700]  不記得那五個餅分給五千人
[00:07:41.100 --> 00:07:44.900]  又收拾了多少男子的純稅嗎
[00:07:44.900 --> 00:07:48.900]  也不記得那七個餅分給四千人
[00:07:48.900 --> 00:07:52.900]  又收拾了多少康子的零稅嗎
[00:07:52.900 --> 00:07:54.900]  我對你們說
[00:07:54.900 --> 00:07:59.400]  要防備法利賽人和撒都哥人的教
[00:07:59.400 --> 00:08:02.600]  這不是子雀餅說
[00:08:02.600 --> 00:08:05.300]  你們怎麼不明白呢
[00:08:05.300 --> 00:08:07.500]  門徒這才曉得
[00:08:07.500 --> 00:08:11.300]  祂說的不是叫他們防備餅的校
[00:08:11.300 --> 00:08:16.700]  乃是防備法利賽人和撒都哥人的教訓
[00:08:16.700 --> 00:08:21.200]  這段聖經很有意思
[00:08:21.200 --> 00:08:24.500]  因為承接我們已經好幾個星期
[00:08:24.500 --> 00:08:26.200]  一起去看的經文
[00:08:26.200 --> 00:08:28.300]  門徒訓練的題目
[00:08:28.300 --> 00:08:30.700]  在上文我們已經說過了
[00:08:30.700 --> 00:08:33.000]  剛剛說到很多時候
[00:08:33.000 --> 00:08:35.500]  我們去參與侍奉的人
[00:08:36.000 --> 00:08:41.000]  聽起來好像有些人的教導是很合情合理的
[00:08:41.000 --> 00:08:45.200]  但是原來實際上他們依賴自己
[00:08:45.200 --> 00:08:47.900]  依賴這個世界的標準
[00:08:47.900 --> 00:08:51.500]  多過依賴上帝說話的權威
[00:08:51.500 --> 00:08:54.200]  耶穌強調很多次
[00:08:54.200 --> 00:08:56.400]  其實在祂的講道說多次
[00:08:56.400 --> 00:08:58.900]  我們是需要盡心盡性盡意
[00:08:58.900 --> 00:09:01.300]  盡力去愛愛主我們的神
[00:09:01.300 --> 00:09:05.500]  但是當我們的靈性真的揭露出來的時候
[00:09:05.500 --> 00:09:07.800]  原來我們實際依賴的是自己
[00:09:07.800 --> 00:09:09.700]  來到這段聖經
[00:09:09.700 --> 00:09:12.100]  門徒也有這個問題
[00:09:12.100 --> 00:09:13.900]  這個問題是什麼呢
[00:09:13.900 --> 00:09:16.300]  仍然覺得自己
[00:09:16.300 --> 00:09:20.700]  自己的了解
[00:09:20.700 --> 00:09:23.500]  自己的詮釋是對的
[00:09:23.500 --> 00:09:25.300]  你說怎麼知道呢
[00:09:25.300 --> 00:09:26.200]  我們看看吧
[00:09:26.200 --> 00:09:27.400]  就是五節到七節
[00:09:27.400 --> 00:09:28.800]  我會給他一個題目
[00:09:28.800 --> 00:09:32.600]  就是說在教導裡面常見一個錯誤
[00:09:32.600 --> 00:09:33.800]  什麼錯誤呢
[00:09:33.800 --> 00:09:37.900]  我們看看第十六章的第五節
[00:09:37.900 --> 00:09:38.900]  應該這樣說
[00:09:38.900 --> 00:09:39.300]  他說
[00:09:39.300 --> 00:09:44.300]  門徒到那邊去忘了帶餅
[00:09:44.300 --> 00:09:49.500]  一開始就說到門徒發現到
[00:09:49.500 --> 00:09:53.500]  原來跟耶穌繼續祂的報道行程裡面
[00:09:53.500 --> 00:09:56.900]  他們過了另一邊的海
[00:09:56.900 --> 00:09:59.200]  其實就不是過對面海
[00:09:59.200 --> 00:10:02.100]  只是搭船去到岸的另一邊
[00:10:03.400 --> 00:10:06.700]  然後就去發覺到自己沒有帶餅
[00:10:06.700 --> 00:10:08.700]  這是一個很有趣的技術
[00:10:08.700 --> 00:10:12.000]  馬太很多時候做一些記載
[00:10:12.000 --> 00:10:15.000]  是將一些人自己的事件
[00:10:15.000 --> 00:10:17.500]  或者自己的心路歷程
[00:10:17.500 --> 00:10:18.800]  將他介紹了出來
[00:10:18.800 --> 00:10:21.500]  門徒不是不知道自己
[00:10:21.500 --> 00:10:24.300]  有什麼事情發生的
[00:10:24.300 --> 00:10:25.200]  他知道的
[00:10:25.200 --> 00:10:27.600]  不過他沒有說出口
[00:10:27.600 --> 00:10:31.500]  但是在這個時候他就會
[00:10:33.100 --> 00:10:35.600]  聽到耶穌說了一番這樣的說話
[00:10:35.600 --> 00:10:37.900]  耶穌對他們說
[00:10:37.900 --> 00:10:38.700]  第六節
[00:10:38.700 --> 00:10:42.500]  你們要謹慎防備法利塞人和
[00:10:42.500 --> 00:10:45.900]  殺到該人的教
[00:10:45.900 --> 00:10:50.700]  就是有些人很敏感的
[00:10:50.700 --> 00:10:54.500]  不過儘管看敏感到什麼地步
[00:10:54.500 --> 00:10:57.700]  當耶穌對著他們說的時候
[00:10:57.700 --> 00:11:00.800]  耶穌說你們要謹慎
[00:11:01.300 --> 00:11:03.400]  be aware of something
[00:11:03.400 --> 00:11:05.400]  要留心一些東西
[00:11:05.400 --> 00:11:06.700]  留心什麼東西
[00:11:06.700 --> 00:11:08.600]  他說不要跟著
[00:11:08.600 --> 00:11:12.300]  法利塞人和殺到該人的教
[00:11:12.300 --> 00:11:15.400]  他們就以為自己很厲害了
[00:11:15.400 --> 00:11:19.300]  主講到教或者how
[00:11:19.300 --> 00:11:25.000]  他們就連繫到自己沒有帶餅
[00:11:25.000 --> 00:11:28.700]  有趣有趣的地方就是
[00:11:28.700 --> 00:11:33.000]  馬太將門徒心裡自知的情況
[00:11:33.000 --> 00:11:37.300]  和外在他聽到耶穌說的說話
[00:11:37.300 --> 00:11:39.500]  將它連結在一起
[00:11:39.500 --> 00:11:42.100]  讓我們看見
[00:11:42.100 --> 00:11:43.200]  或者甚至
[00:11:43.200 --> 00:11:46.100]  否化給你和我作為讀者的知道
[00:11:46.100 --> 00:11:49.000]  這班門徒在想什麼
[00:11:49.000 --> 00:11:52.100]  我不知道大家讀聖經有沒有這樣去
[00:11:52.100 --> 00:11:53.100]  嘗試去了解
[00:11:53.100 --> 00:11:55.200]  很多時候聖經的記載是
[00:11:55.200 --> 00:11:57.300]  帶著你和我去想東西
[00:11:58.200 --> 00:11:59.600]  帶著你和我去
[00:11:59.600 --> 00:12:03.600]  看到究竟我們自己今天的真相是怎麼樣
[00:12:03.600 --> 00:12:05.500]  真相有時候很難接受
[00:12:05.500 --> 00:12:07.400]  自己面對自己的真相
[00:12:07.400 --> 00:12:08.600]  所以
[00:12:08.600 --> 00:12:11.900]  人最可怕的地方是什麼
[00:12:11.900 --> 00:12:15.100]  就是將自己的真面目埋藏了
[00:12:15.100 --> 00:12:18.000]  但是聖經卻不是的
[00:12:18.000 --> 00:12:19.500]  將這些東西否化出來
[00:12:19.500 --> 00:12:21.900]  耶穌你說到how
[00:12:21.900 --> 00:12:24.300]  how就一定是關於麵包的東西
[00:12:24.300 --> 00:12:26.600]  關於做餅的問題
[00:12:27.000 --> 00:12:28.700]  餅這裡其實是說麵包
[00:12:28.700 --> 00:12:29.200]  不過
[00:12:29.200 --> 00:12:32.400]  翻譯聖經的
[00:12:32.400 --> 00:12:35.200]  當年和合本的選用就是
[00:12:35.200 --> 00:12:35.900]  餅
[00:12:35.900 --> 00:12:39.700]  就是用那個字眼來形容當時
[00:12:39.700 --> 00:12:42.700]  古今東文化他們做的那些麵包
[00:12:42.700 --> 00:12:45.600]  就不是像我們這樣一大條的麵包
[00:12:45.600 --> 00:12:48.000]  它是一塊一塊薄的
[00:12:48.000 --> 00:12:51.000]  如果大家吃過的那些叫做拿
[00:12:51.000 --> 00:12:51.500]  是不是
[00:12:51.500 --> 00:12:52.600]  有沒有吃拿
[00:12:52.600 --> 00:12:53.900]  我很喜歡吃拿的
[00:12:53.900 --> 00:12:55.700]  就是薄餅那樣
[00:12:55.700 --> 00:12:56.700]  其實是麵包
[00:12:58.000 --> 00:12:59.500]  他們就將它連繫起來
[00:12:59.500 --> 00:13:01.000]  哦
[00:13:01.000 --> 00:13:04.400]  主教有些東西要跟我說了
[00:13:04.400 --> 00:13:05.200]  說什麼
[00:13:05.200 --> 00:13:09.300]  門徒就開始彼此以論說
[00:13:09.300 --> 00:13:11.200]  耶穌這樣說
[00:13:11.200 --> 00:13:14.300]  這是因為我們沒有帶餅
[00:13:14.300 --> 00:13:18.200]  他們的答案可以說是非常之
[00:13:18.200 --> 00:13:21.400]  快速
[00:13:21.400 --> 00:13:24.900]  奉親做決定
[00:13:25.700 --> 00:13:28.200]  快速的決定往往都是出現問題的
[00:13:28.200 --> 00:13:30.600]  急的
[00:13:30.600 --> 00:13:31.200]  很快速
[00:13:31.200 --> 00:13:32.800]  就是還沒想清楚
[00:13:32.800 --> 00:13:35.000]  哦
[00:13:35.000 --> 00:13:36.000]  我們沒有帶餅
[00:13:36.000 --> 00:13:36.200]  哦
[00:13:36.200 --> 00:13:38.000]  主要講到烤的問題
[00:13:38.000 --> 00:13:40.600]  當然是說我們
[00:13:40.600 --> 00:13:42.000]  當然是說我們沒有帶餅
[00:13:42.000 --> 00:13:47.100]  不會從個人以為全面理解
[00:13:47.100 --> 00:13:48.400]  就出現了
[00:13:48.400 --> 00:13:52.700]  不過耶穌是不是這樣的意思呢
[00:13:54.100 --> 00:13:57.000]  這個反而是我們值得在這段聖經裡面
[00:13:57.000 --> 00:13:59.200]  去考慮的事情
[00:13:59.200 --> 00:14:03.200]  耶穌為什麼要說第六節這句話
[00:14:03.200 --> 00:14:05.300]  你們要謹慎防備
[00:14:05.300 --> 00:14:08.700]  法利塞人和殺都蓋人的教
[00:14:08.700 --> 00:14:15.000]  並非是要指責他們沒有帶麵包
[00:14:15.000 --> 00:14:17.000]  大餅
[00:14:17.000 --> 00:14:20.100]  其實是別有原因的
[00:14:20.100 --> 00:14:23.500]  不過門徒就以為
[00:14:23.500 --> 00:14:25.300]  他們了解耶穌來指責他
[00:14:25.300 --> 00:14:30.100]  耶穌採納了一種教導的方式
[00:14:30.100 --> 00:14:35.200]  其實就是要把握時機去施教
[00:14:35.200 --> 00:14:40.100]  要在準確的時間去作準確的教導
[00:14:40.100 --> 00:14:44.300]  我記得我女兒還沒出生之前
[00:14:44.300 --> 00:14:47.200]  我還在香港大學做事的時候
[00:14:47.200 --> 00:14:51.400]  就和我的部門的最高領導人
[00:14:52.300 --> 00:14:54.400]  因為我在一個研究中心
[00:14:54.400 --> 00:14:56.700]  去做環境規劃研究
[00:14:56.700 --> 00:15:00.500]  我們的中心有一個主管
[00:15:00.500 --> 00:15:03.200]  這個主管是由英國來到香港
[00:15:03.200 --> 00:15:06.100]  在香港大學做這個研究中心的主管
[00:15:06.100 --> 00:15:08.400]  我就和他有很多話聊
[00:15:08.400 --> 00:15:10.600]  他就說Ellen
[00:15:10.600 --> 00:15:12.200]  你女兒什麼時候出生
[00:15:12.200 --> 00:15:13.500]  我說快出生了
[00:15:13.500 --> 00:15:14.300]  還有幾天
[00:15:14.300 --> 00:15:16.800]  隨時會動的
[00:15:16.800 --> 00:15:18.800]  所以我隨時放假
[00:15:18.800 --> 00:15:21.100]  他說沒關係 多放一些假期
[00:15:21.300 --> 00:15:24.400]  最重要是告訴我你什麼時候放假
[00:15:24.400 --> 00:15:26.800]  我那段時間不找你了
[00:15:26.800 --> 00:15:28.200]  其實他經常找我
[00:15:28.200 --> 00:15:31.500]  因為他們很多事找我去幫他們
[00:15:31.500 --> 00:15:35.500]  他說知不知道是兒子還是女兒
[00:15:35.500 --> 00:15:37.200]  我說知道了
[00:15:37.200 --> 00:15:40.800]  醫生說過應該是個女兒
[00:15:40.800 --> 00:15:42.900]  他說那也好一點
[00:15:42.900 --> 00:15:44.400]  我說為什麼好一點
[00:15:44.400 --> 00:15:45.900]  爭女兒好一點
[00:15:45.900 --> 00:15:47.600]  中國人喜歡生兒子嘛
[00:15:50.500 --> 00:15:53.600]  他說生女兒比較容易處理
[00:15:53.600 --> 00:15:55.800]  生兒子的兒子
[00:15:55.800 --> 00:15:58.100]  不知道為什麼性情特別白艷
[00:15:58.100 --> 00:16:00.700]  實際上兒子也比較白艷
[00:16:00.700 --> 00:16:02.100]  我兩個小孩生出來
[00:16:02.100 --> 00:16:05.100]  我女兒一出生就經常好好睡
[00:16:05.100 --> 00:16:09.100]  我兒子無時無刻就要吃奶
[00:16:09.100 --> 00:16:10.300]  要麼不吃
[00:16:10.300 --> 00:16:11.700]  他小時候吃很多
[00:16:11.700 --> 00:16:12.600]  嚇死人
[00:16:12.600 --> 00:16:16.800]  頭一個月師母和我去探親的時候
[00:16:16.800 --> 00:16:18.700]  朋友說你兒子要吃奶
[00:16:18.700 --> 00:16:21.500]  我說是啊,弄兩瓶吧,兩瓶白鞍
[00:16:21.500 --> 00:16:23.100]  嚇死你
[00:16:23.100 --> 00:16:25.500]  他說小孩子吃那麼多
[00:16:25.500 --> 00:16:28.500]  他說兒女
[00:16:28.500 --> 00:16:29.700]  不過無論兒女也好
[00:16:29.700 --> 00:16:31.300]  最重要是千萬不要中
[00:16:31.300 --> 00:16:33.900]  我說什麼叫不要中
[00:16:33.900 --> 00:16:36.100]  他說如果他要哭就讓他哭
[00:16:36.100 --> 00:16:39.500]  你照你的時間表給他吃
[00:16:39.500 --> 00:16:41.500]  不要他一哭你就讓他吃
[00:16:41.500 --> 00:16:43.500]  不然將來中壞了他
[00:16:43.500 --> 00:16:44.900]  從小就中壞了
[00:16:44.900 --> 00:16:48.300]  我說是嬰兒而已
[00:16:48.300 --> 00:16:50.300]  嬰兒都是一樣
[00:16:50.300 --> 00:16:54.500]  要在正確的時間給他正確的教導
[00:16:54.500 --> 00:16:58.300]  後來當小孩子長大了一點點的時候
[00:16:58.300 --> 00:17:00.400]  然後我媽媽又這樣教我
[00:17:00.400 --> 00:17:03.300]  她說教小孩子最重要的一件事
[00:17:03.300 --> 00:17:07.700]  你不要是他外出跟他做錯了事
[00:17:07.700 --> 00:17:10.500]  忍忍忍忍忍到他回家才教
[00:17:10.500 --> 00:17:12.300]  當場即教
[00:17:12.300 --> 00:17:14.900]  譬如小孩子
[00:17:14.900 --> 00:17:18.100]  你帶他去逛百貨公司玩具店
[00:17:18.500 --> 00:17:20.900]  他要買玩具的時候
[00:17:20.900 --> 00:17:22.500]  你是不買就不要買了
[00:17:22.500 --> 00:17:23.700]  他在扭計
[00:17:23.700 --> 00:17:25.900]  你也告訴他不會買
[00:17:25.900 --> 00:17:29.100]  如果再過分一點
[00:17:29.100 --> 00:17:30.700]  你真的可以動他
[00:17:30.700 --> 00:17:33.100]  你知道我們那時候的年代
[00:17:33.100 --> 00:17:34.700]  動他很簡單的
[00:17:34.700 --> 00:17:36.700]  我說為什麼這樣
[00:17:36.700 --> 00:17:37.900]  公眾場所這樣
[00:17:37.900 --> 00:17:39.900]  他說過了教是沒用的
[00:17:39.900 --> 00:17:44.500]  過了教是沒用的
[00:17:44.500 --> 00:17:47.900]  耶穌來到這個時候
[00:17:47.900 --> 00:17:49.900]  為什麼要說這番話
[00:17:49.900 --> 00:17:50.900]  為什麼呢
[00:17:50.900 --> 00:17:54.100]  因為我們剛剛在第十六章的
[00:17:54.100 --> 00:17:56.100]  第一節至第四節
[00:17:56.100 --> 00:17:58.700]  才經歷完一件事件
[00:17:58.700 --> 00:18:02.300]  有法尼塞人和撒都哥人
[00:18:02.300 --> 00:18:03.900]  來試探耶穌
[00:18:03.900 --> 00:18:08.500]  這幫人是主動來攻擊耶穌的
[00:18:08.500 --> 00:18:12.700]  在這件事件剛剛發生完之後
[00:18:12.700 --> 00:18:17.300]  於是耶穌就去到另一個場合
[00:18:17.900 --> 00:18:19.900]  可以進行教導的時候
[00:18:19.900 --> 00:18:21.700]  他馬上就提出
[00:18:21.700 --> 00:18:23.300]  你們要謹慎
[00:18:23.300 --> 00:18:27.900]  防被法尼塞人和撒都哥人的教
[00:18:27.900 --> 00:18:30.700]  這句話正正是回應
[00:18:30.700 --> 00:18:32.300]  第十六章的第一節
[00:18:32.300 --> 00:18:34.500]  剛剛耶穌基督和門徒
[00:18:34.500 --> 00:18:36.900]  經歷過這幫人怎麼來到
[00:18:36.900 --> 00:18:39.300]  自以為自己很厲害
[00:18:39.300 --> 00:18:40.700]  厲害在什麼
[00:18:40.700 --> 00:18:43.700]  他以為自己觀察天象都可以
[00:18:43.700 --> 00:18:47.100]  所以大家看回第十六章第二節
[00:18:47.100 --> 00:18:48.300]  第二節那裡說什麼
[00:18:48.300 --> 00:18:51.700]  耶穌對著這幫法尼塞人和撒都哥人
[00:18:51.700 --> 00:18:53.300]  祂說晚上天發紅
[00:18:53.300 --> 00:18:55.700]  你們就說天必要放晴
[00:18:55.700 --> 00:18:58.500]  但是早上天發紅又發黑的時候
[00:18:58.500 --> 00:19:00.300]  你就說今天必有風雨
[00:19:00.300 --> 00:19:01.700]  你這麼厲害了
[00:19:01.700 --> 00:19:10.100]  但是你卻不能分辨什麼叫做神蹟
[00:19:10.100 --> 00:19:12.700]  神蹟的意義是什麼
[00:19:12.700 --> 00:19:14.900]  人以為自己很厲害
[00:19:14.900 --> 00:19:17.100]  觀天我都可以了
[00:19:17.100 --> 00:19:20.100]  探測天氣我都這麼聰明
[00:19:20.100 --> 00:19:24.700]  但是原來以為自己很聰明的那個
[00:19:24.700 --> 00:19:28.700]  卻更重要的是作為宗教領袖的人
[00:19:28.700 --> 00:19:30.300]  卻分辨不到
