
[00:00:00.000 --> 00:00:03.200]  2019年主題「照明人生」
[00:06:28.000 --> 00:06:29.000]  在這三對裡面
[00:06:29.000 --> 00:06:31.000]  原來要帶出什麼觀念呢
[00:06:31.000 --> 00:06:34.000]  聖經是摩西五經
[00:06:34.000 --> 00:06:36.000]  什麼時候寫的呢
[00:06:36.000 --> 00:06:39.000]  傳統是說摩西受上帝的啟示
[00:06:39.000 --> 00:06:40.000]  來寫的
[00:06:40.000 --> 00:06:42.000]  也有說是秘魯之後所寫的
[00:06:42.000 --> 00:06:46.000]  回想當時有一個印象是什麼呢
[00:06:46.000 --> 00:06:48.000]  原來黑暗
[00:06:48.000 --> 00:06:50.000]  大水
[00:06:50.000 --> 00:06:53.000]  和空虛混沌
[00:06:53.000 --> 00:06:57.000]  代表著三種邪惡的力量
[00:06:57.000 --> 00:06:59.000]  當上帝創造這個世界的時候
[00:06:59.000 --> 00:07:00.000]  就告訴你
[00:07:00.000 --> 00:07:02.000]  他是滿有權能的主
[00:07:02.000 --> 00:07:03.000]  不單滿有權能
[00:07:03.000 --> 00:07:06.000]  他更勝過這些黑暗
[00:07:06.000 --> 00:07:09.000]  勝過這些大水的深淵
[00:07:09.000 --> 00:07:11.000]  勝過這些空虛混沌
[00:07:11.000 --> 00:07:13.000]  那種邪惡的力量
[00:07:13.000 --> 00:07:16.000]  說的是上帝是獨一的主
[00:07:16.000 --> 00:07:17.000]  是全能的主
[00:07:17.000 --> 00:07:19.000]  他勝過這一切
[00:07:19.000 --> 00:07:21.000]  這是第一個背景我們要知道
[00:07:21.000 --> 00:07:22.000]  第二個背景是什麼呢
[00:07:22.000 --> 00:07:23.000]  其實創世紀
[00:07:23.000 --> 00:07:25.000]  打出來的經文是說
[00:07:25.000 --> 00:07:27.000]  由第一章至少看到二章三節
[00:07:27.000 --> 00:07:29.000]  不過我們不夠時間讀完
[00:07:29.000 --> 00:07:36.000]  第二章是說文學的手法
[00:07:36.000 --> 00:07:38.000]  文學的手法是什麼呢
[00:07:38.000 --> 00:07:40.000]  其實創世紀第一第二章
[00:07:40.000 --> 00:07:42.000]  有很多平衡的地方
[00:07:42.000 --> 00:07:44.000]  有很多重複的地方
[00:07:44.000 --> 00:07:45.000]  有很多對比的地方
[00:07:45.000 --> 00:07:47.000]  也有很多秩序
[00:07:47.000 --> 00:07:48.000]  什麼秩序呢
[00:07:48.000 --> 00:07:50.000]  創造的秩序
[00:07:50.000 --> 00:07:51.000]  後文可以看到
[00:07:51.000 --> 00:07:54.000]  各從其類
[00:07:54.000 --> 00:07:55.000]  也告訴我們
[00:07:55.000 --> 00:07:58.000]  其實創世不單單是一個秩序
[00:07:58.000 --> 00:08:01.000]  它並且是一份禮物
[00:08:01.000 --> 00:08:03.000]  上帝創造了這個世界
[00:08:03.000 --> 00:08:04.000]  做萬物
[00:08:04.000 --> 00:08:05.000]  包括人類
[00:08:05.000 --> 00:08:07.000]  原來是一份禮物
[00:08:07.000 --> 00:08:08.000]  記住這兩個觀念
[00:08:08.000 --> 00:08:10.000]  一會兒我們就繼續看
[00:08:10.000 --> 00:08:11.000]  提醒小朋友
[00:08:11.000 --> 00:08:14.000]  我們的人生是有照明的
[00:08:14.000 --> 00:08:15.000]  關於這方面
[00:08:15.000 --> 00:08:16.000]  我有三個觀念
[00:08:16.000 --> 00:08:18.000]  很想大家明白
[00:08:18.000 --> 00:08:19.000]  第一
[00:08:19.000 --> 00:08:20.000]  神對每一個人
[00:08:20.000 --> 00:08:25.000]  都懷有個別和獨特的心意
[00:08:25.000 --> 00:08:26.000]  神對每一個人
[00:08:26.000 --> 00:08:30.000]  都懷有個別和獨特的心意
[00:08:30.000 --> 00:08:31.000]  上帝按照祂的計劃
[00:08:31.000 --> 00:08:33.000]  創造這個宇宙萬物
[00:08:33.000 --> 00:08:34.000]  包括人類
[00:08:34.000 --> 00:08:35.000]  對我們每一個人
[00:08:35.000 --> 00:08:39.000]  都懷有個別和獨特的心意
[00:08:39.000 --> 00:08:40.000]  祂的創造
[00:08:40.000 --> 00:08:43.000]  重複出現的是什麼呢
[00:08:43.000 --> 00:08:44.000]  神稱
[00:08:44.000 --> 00:08:45.000]  第五節
[00:08:45.000 --> 00:08:46.000]  第八節
[00:08:46.000 --> 00:08:47.000]  第十節
[00:08:47.000 --> 00:08:48.000]  神稱光為晝
[00:08:48.000 --> 00:08:49.000]  稱暗為夜
[00:08:49.000 --> 00:08:51.000]  祂稱空氣為天
[00:08:51.000 --> 00:08:53.000]  祂稱寒地為地
[00:08:53.000 --> 00:08:56.000]  祂稱水的最處為海
[00:08:56.000 --> 00:08:57.000]  稱
[00:08:57.000 --> 00:08:58.000]  稱即是命名
[00:08:58.000 --> 00:09:00.000]  起名
[00:09:00.000 --> 00:09:01.000]  明白嗎
[00:09:01.000 --> 00:09:03.000]  幫一件事改名的時候
[00:09:03.000 --> 00:09:07.000]  就在賦予那樣的受造物
[00:09:07.000 --> 00:09:09.000]  有所定的特質
[00:09:09.000 --> 00:09:12.000]  功能和意義
[00:09:12.000 --> 00:09:13.000]  大家可以想像一下
[00:09:13.000 --> 00:09:14.000]  中國人
[00:09:14.000 --> 00:09:16.000]  怎樣為子女改名
[00:09:16.000 --> 00:09:17.000]  你就會明白
[00:09:17.000 --> 00:09:19.000]  中國人怎樣為子女改名
[00:09:19.000 --> 00:09:20.000]  從前改名
[00:09:20.000 --> 00:09:21.000]  可能很隨意
[00:09:21.000 --> 00:09:22.000]  很隨便
[00:09:22.000 --> 00:09:23.000]  我兒子初一出生
[00:09:23.000 --> 00:09:24.000]  就叫初一
[00:09:24.000 --> 00:09:25.000]  他十五出生
[00:09:25.000 --> 00:09:26.000]  就叫十五
[00:09:26.000 --> 00:09:27.000]  我經常說
[00:09:27.000 --> 00:09:29.000]  我家裡有一個是初一
[00:09:29.000 --> 00:09:30.000]  我姐夫是年初一出生
[00:09:30.000 --> 00:09:31.000]  我爸爸是八月十五出生
[00:09:31.000 --> 00:09:34.000]  他真的叫初一和十五
[00:09:34.000 --> 00:09:35.000]  有些更簡單
[00:09:35.000 --> 00:09:37.000]  大女出生
[00:09:37.000 --> 00:09:38.000]  就叫長嬌
[00:09:38.000 --> 00:09:40.000]  接下來那個
[00:09:40.000 --> 00:09:41.000]  第二個就叫細妹
[00:09:41.000 --> 00:09:45.000]  第三個就叫三妹
[00:09:45.000 --> 00:09:47.000]  有些經常都生女兒
[00:09:47.000 --> 00:09:48.000]  很想生個兒子
[00:09:48.000 --> 00:09:49.000]  最後那個叫什麼名
[00:09:49.000 --> 00:09:51.000]  女兒將他改
[00:09:51.000 --> 00:09:52.000]  帶弟
[00:09:52.000 --> 00:09:55.000]  帶弟即是帶一個弟弟來
[00:09:55.000 --> 00:09:57.000]  家裡很想有錢的
[00:09:57.000 --> 00:09:58.000]  又叫什麼
[00:09:58.000 --> 00:09:59.000]  帶金
[00:09:59.000 --> 00:10:01.000]  又叫帶銀
[00:10:01.000 --> 00:10:03.000]  以前是這樣改名的
[00:10:03.000 --> 00:10:05.000]  但那些名字是有意思的
[00:10:05.000 --> 00:10:06.000]  雖然好像隨意改
[00:10:06.000 --> 00:10:08.000]  但都有意思
[00:10:08.000 --> 00:10:10.000]  後來有些人又怎樣呢
[00:10:10.000 --> 00:10:12.000]  我最近出了一個
[00:10:12.000 --> 00:10:14.000]  朋友爸爸的安息例
[00:10:14.000 --> 00:10:16.000]  他爸爸的名字
[00:10:16.000 --> 00:10:19.000]  是一個很女性化的嬌字
[00:10:19.000 --> 00:10:20.000]  他解釋為什麼
[00:10:20.000 --> 00:10:23.000]  原來上一代生活很艱難
[00:10:23.000 --> 00:10:25.000]  怕養不大
[00:10:25.000 --> 00:10:28.000]  就千萬不要改太偉大的名字
[00:10:28.000 --> 00:10:30.000]  受不起
[00:10:30.000 --> 00:10:31.000]  他就有這個觀念
[00:10:31.000 --> 00:10:34.000]  接著將他改名女性化一點
[00:10:34.000 --> 00:10:35.000]  溫柔一點
[00:10:35.000 --> 00:10:36.000]  讓他受得起
[00:10:36.000 --> 00:10:37.000]  可以平安度過
[00:10:37.000 --> 00:10:39.000]  結果他八十多歲了
[00:10:39.000 --> 00:10:41.000]  改名
[00:10:41.000 --> 00:10:43.000]  有意思的
[00:10:43.000 --> 00:10:45.000]  我們現在改名
[00:10:45.000 --> 00:10:47.000]  都是很有意思的
[00:10:47.000 --> 00:10:49.000]  尤其是信了主的
[00:10:49.000 --> 00:10:51.000]  你大概看那些人的名字
[00:10:51.000 --> 00:10:53.000]  就知道你爸爸是不是嬌徒
[00:10:53.000 --> 00:10:55.000]  我們教會有弟兄姊妹的
[00:10:55.000 --> 00:10:57.000]  兒女的名字叫什麼呢
[00:10:57.000 --> 00:10:59.000]  有一位叫信奇
[00:10:59.000 --> 00:11:01.000]  相信祈禱
[00:11:01.000 --> 00:11:02.000]  為什麼呢
[00:11:02.000 --> 00:11:03.000]  他的小朋友真的
[00:11:03.000 --> 00:11:05.000]  他參加紅色門徒課程的時候
[00:11:05.000 --> 00:11:06.000]  弟兄姊妹一起為他祈禱
[00:11:06.000 --> 00:11:07.000]  這個嬰兒是有的
[00:11:07.000 --> 00:11:09.000]  所以叫信奇
[00:11:09.000 --> 00:11:11.000]  我們又有些弟兄姊妹的兒女的名字
[00:11:11.000 --> 00:11:13.000]  叫雲奇
[00:11:13.000 --> 00:11:15.000]  上帝英雲祈禱
[00:11:15.000 --> 00:11:16.000]  一段時間
[00:11:16.000 --> 00:11:18.000]  我都建議弟兄姊妹改名
[00:11:18.000 --> 00:11:20.000]  改一些一字 二字
[00:11:20.000 --> 00:11:21.000]  真的有改過
[00:11:21.000 --> 00:11:22.000]  我們有弟兄姊妹的兒女
[00:11:22.000 --> 00:11:24.000]  叫信一
[00:11:24.000 --> 00:11:25.000]  又叫讚一
[00:11:25.000 --> 00:11:26.000]  又叫崇一
[00:11:26.000 --> 00:11:28.000]  代表什麼
[00:11:28.000 --> 00:11:30.000]  相信一位上帝
[00:11:30.000 --> 00:11:32.000]  讚頌一位上帝
[00:11:32.000 --> 00:11:34.000]  尊崇一位上帝
[00:11:34.000 --> 00:11:36.000]  有意思的 改名
[00:11:36.000 --> 00:11:38.000]  物件的名字也有意思
[00:11:38.000 --> 00:11:40.000]  你坐的那張是椅子
[00:11:40.000 --> 00:11:42.000]  椅子有它的功能
[00:11:42.000 --> 00:11:44.000]  功能是什麼 讓你坐
[00:11:44.000 --> 00:11:45.000]  今天很多人
[00:11:45.000 --> 00:11:46.000]  椅子不是變成椅子
[00:11:46.000 --> 00:11:48.000]  很窮的人 椅子也要變成桌子
[00:11:48.000 --> 00:11:50.000]  做功課
[00:11:50.000 --> 00:11:54.000]  上帝創造萬物的時候
[00:11:54.000 --> 00:11:56.000]  幫他們起名
[00:11:56.000 --> 00:11:58.000]  賦予他們意義
[00:11:58.000 --> 00:12:01.000]  他們有自己的功能
[00:12:01.000 --> 00:12:03.000]  有自己的特色
[00:12:03.000 --> 00:12:04.000]  等於我們七世
[00:12:04.000 --> 00:12:06.000]  雖然父母幫我們改名
[00:12:06.000 --> 00:12:08.000]  但我們還是要記住
[00:12:08.000 --> 00:12:10.000]  上主是按他的心意
[00:12:10.000 --> 00:12:12.000]  創造你和我
[00:12:12.000 --> 00:12:14.000]  你和我在他面前
[00:12:14.000 --> 00:12:16.000]  原本已經有一個名字
[00:12:16.000 --> 00:12:18.000]  這個名字是什麼
[00:12:18.000 --> 00:12:19.000]  我們不知道
[00:12:19.000 --> 00:12:21.000]  所以我們就嘗試尋索
[00:12:21.000 --> 00:12:24.000]  上帝 你造我的時候
[00:12:24.000 --> 00:12:25.000]  是怎樣的
[00:12:25.000 --> 00:12:27.000]  你帶著什麼心意來造我
[00:12:27.000 --> 00:12:29.000]  你帶著什麼期望來造我
[00:12:29.000 --> 00:12:32.000]  你想我成為一個怎樣的人
[00:12:32.000 --> 00:12:34.000]  我們人生就是這樣來找
[00:12:34.000 --> 00:12:36.000]  頂尖的上帝
[00:12:36.000 --> 00:12:38.000]  為他的受造物命名的時候
[00:12:38.000 --> 00:12:39.000]  各有不同
[00:12:39.000 --> 00:12:41.000]  這顯示了他對每個人
[00:12:41.000 --> 00:12:44.000]  其實他對每個人
[00:12:44.000 --> 00:12:47.000]  都有不同的心意
[00:12:47.000 --> 00:12:49.000]  上帝對每個人
[00:12:49.000 --> 00:12:52.000]  都有不同的心意和計劃
[00:12:52.000 --> 00:12:54.000]  你和我的生命
[00:12:54.000 --> 00:12:58.000]  都有不同的意義和使命
[00:12:58.000 --> 00:13:00.000]  你和我的生命
[00:13:00.000 --> 00:13:02.000]  都有不同的意義和使命
[00:13:02.000 --> 00:13:04.000]  上帝造你和造我
[00:13:04.000 --> 00:13:06.000]  有不同的性別
[00:13:06.000 --> 00:13:09.000]  有不同的外在特質
[00:13:09.000 --> 00:13:11.000]  高矮肥瘦
[00:13:11.000 --> 00:13:13.000]  我們雖然大部分都是香港人
[00:13:13.000 --> 00:13:15.000]  但我們來自不同的家鄉
[00:13:15.000 --> 00:13:17.000]  我們家庭背景不同
[00:13:17.000 --> 00:13:20.000]  所以你和我是很不同的
[00:13:20.000 --> 00:13:22.000]  人很喜歡比較
[00:13:22.000 --> 00:13:24.000]  我覺得一些客觀的比較
[00:13:24.000 --> 00:13:26.000]  是很正常的
[00:13:26.000 --> 00:13:27.000]  就好像我剛才那樣
[00:13:27.000 --> 00:13:28.000]  我們比較一下
[00:13:28.000 --> 00:13:29.000]  你和我有不同的
[00:13:29.000 --> 00:13:30.000]  我們數算
[00:13:30.000 --> 00:13:34.000]  但如果比較帶來的是
[00:13:34.000 --> 00:13:38.000]  自高自大自我
[00:13:38.000 --> 00:13:40.000]  這個比較就不健康
[00:13:40.000 --> 00:13:41.000]  如果比較之後
[00:13:41.000 --> 00:13:43.000]  就帶來自卑自憐
[00:13:43.000 --> 00:13:45.000]  亦都不健康
[00:13:45.000 --> 00:13:46.000]  如果我們看到
[00:13:46.000 --> 00:13:48.000]  有些人高過我們
[00:13:48.000 --> 00:13:49.000]  你就妒忌他
[00:13:49.000 --> 00:13:50.000]  為何他那麼高
[00:13:50.000 --> 00:13:52.000]  有些人嬌小玲瓏過你
[00:13:52.000 --> 00:13:53.000]  你就妒忌他
[00:13:53.000 --> 00:13:55.000]  或者另一個層面就是
[00:13:55.000 --> 00:13:56.000]  他太嬌小玲瓏
[00:13:56.000 --> 00:13:58.000]  你小看他
[00:13:58.000 --> 00:14:00.000]  他太肥他太瘦
[00:14:00.000 --> 00:14:02.000]  你又不喜歡他
[00:14:02.000 --> 00:14:05.000]  這不是上帝造我們的心意
[00:14:05.000 --> 00:14:07.000]  每個人都有他的特質
[00:14:07.000 --> 00:14:09.000]  比較了之後
[00:14:09.000 --> 00:14:10.000]  如果能夠帶來
[00:14:10.000 --> 00:14:12.000]  我們能夠欣賞
[00:14:12.000 --> 00:14:16.000]  這就是上帝很想我們做到
[00:14:16.000 --> 00:14:19.000]  看見上帝造每一個人
[00:14:19.000 --> 00:14:21.000]  都有他的心意
[00:14:21.000 --> 00:14:23.000]  上帝造有些人
[00:14:23.000 --> 00:14:24.000]  讓他特別
[00:14:24.000 --> 00:14:26.000]  讀書是厲害的
[00:14:26.000 --> 00:14:28.000]  當然有很多人是後天努力
[00:14:28.000 --> 00:14:29.000]  但不少人是天生
[00:14:29.000 --> 00:14:32.000]  他的智商是開發得很厲害
[00:14:32.000 --> 00:14:35.000]  所以他可以有很高的學歷
[00:14:35.000 --> 00:14:36.000]  他成為專業的人士
[00:14:36.000 --> 00:14:38.000]  他做醫生做護士
[00:14:38.000 --> 00:14:41.000]  做老師做社工等等
[00:14:41.000 --> 00:14:43.000]  有些人上帝造他們的時候
[00:14:43.000 --> 00:14:46.000]  不是有這些讀書的材料
[00:14:46.000 --> 00:14:47.000]  他怎樣努力
[00:14:47.000 --> 00:14:49.000]  都記不住做不到
[00:14:49.000 --> 00:14:51.000]  但他有另一種天分
[00:14:51.000 --> 00:14:53.000]  是運動的細胞
[00:14:53.000 --> 00:14:56.000]  藝術的細胞
[00:14:56.000 --> 00:14:58.000]  所以他可能成為運動員
[00:14:58.000 --> 00:15:00.000]  他成為藝術家
[00:15:00.000 --> 00:15:02.000]  他成為演員
[00:15:02.000 --> 00:15:06.000]  神造有些人
[00:15:06.000 --> 00:15:09.000]  上帝可能只造一些平凡的人
[00:15:09.000 --> 00:15:11.000]  很平凡
[00:15:11.000 --> 00:15:12.000]  樣樣都很平凡
[00:15:12.000 --> 00:15:13.000]  樣子很平凡
[00:15:13.000 --> 00:15:15.000]  工作很平凡
[00:15:15.000 --> 00:15:17.000]  成長背景很平凡
[00:15:17.000 --> 00:15:18.000]  一個普通人
[00:15:18.000 --> 00:15:20.000]  可能只是別人的爸爸媽媽
[00:15:20.000 --> 00:15:22.000]  可能別人的丈夫妻子
[00:15:22.000 --> 00:15:24.000]  可能是一個單身的人
[00:15:24.000 --> 00:15:27.000]  上帝沒有為他預備配偶
[00:15:27.000 --> 00:15:28.000]  他就自己一個
[00:15:28.000 --> 00:15:29.000]  不過他不孤單
[00:15:29.000 --> 00:15:32.000]  不像阿當 阿當當時一個人
[00:15:32.000 --> 00:15:34.000]  但今天我們就算是一個人也好
[00:15:34.000 --> 00:15:35.000]  都有家人
[00:15:35.000 --> 00:15:36.000]  都有弟兄姊妹
[00:15:36.000 --> 00:15:37.000]  都有朋友
[00:15:37.000 --> 00:15:38.000]  不孤單
[00:15:38.000 --> 00:15:41.000]  上帝造每一個人都有他的特質
[00:15:41.000 --> 00:15:43.000]  上帝造某些人又可能是怎樣呢
[00:15:43.000 --> 00:15:45.000]  他生出來的時候
[00:15:45.000 --> 00:15:46.000]  有些特徵
[00:15:46.000 --> 00:15:47.000]  他的特徵是什麼呢
[00:15:47.000 --> 00:15:49.000]  可能是他看不見
[00:15:49.000 --> 00:15:50.000]  可能他聽不見
