
[00:00:00.000 --> 00:00:03.800]  在四年前2008年8月23日
[00:06:18.200 --> 00:06:20.000]  如何的失敗都好
[00:06:20.000 --> 00:06:24.400]  我們最終可以藉著耶穌基督去勝過
[00:06:24.400 --> 00:06:26.400]  這個上一次我講
[00:06:26.400 --> 00:06:30.400]  是人生一個很大的盼望
[00:06:32.400 --> 00:06:33.600]  不過各位弟兄姊妹
[00:06:33.600 --> 00:06:35.400]  我今天說是下集
[00:06:35.400 --> 00:06:38.000]  為甚麼會講下集呢
[00:06:38.000 --> 00:06:40.400]  當我們說人生最後的盼望
[00:06:40.400 --> 00:06:42.800]  是主耶穌基督可能會再來
[00:06:42.800 --> 00:06:46.000]  主耶穌基督有新天新地的時候
[00:06:46.000 --> 00:06:48.200]  我要問大家一個問題
[00:06:48.200 --> 00:06:51.800]  我們是否坐著等呢
[00:06:51.800 --> 00:06:54.200]  我們說我們要把握人生的盼望
[00:06:54.200 --> 00:06:56.000]  繼續走下去的時候
[00:06:56.000 --> 00:06:58.400]  我們是否就是等著耶穌基督再來
[00:06:58.400 --> 00:07:01.000]  而在這一刻、在這個世代、在這個時空
[00:07:01.000 --> 00:07:03.600]  我們可以做些甚麼呢
[00:07:03.600 --> 00:07:06.400]  我們可以發揮些甚麼作用
[00:07:06.400 --> 00:07:10.800]  令我們這條人生路可以走得有盼望
[00:07:10.800 --> 00:07:13.200]  有能力的去走下去
[00:07:13.200 --> 00:07:16.800]  今天我會和大家一起去看多一段聖經
[00:07:16.800 --> 00:07:18.200]  這段聖經很長的
[00:07:18.200 --> 00:07:19.400]  所以我不會和大家看完
[00:07:19.400 --> 00:07:21.200]  只是讀少少
[00:07:21.200 --> 00:07:26.400]  因為我會和大家一起看希伯來書十一章
[00:07:26.400 --> 00:07:31.200]  可能麻煩後面的弟兄幫我們預備經文
[00:07:31.200 --> 00:07:32.600]  因為我會跳著讀
[00:07:32.600 --> 00:07:35.800]  所以麻煩大家了
[00:07:35.800 --> 00:07:39.200]  希伯來書其實是一本很特別的書
[00:07:39.200 --> 00:07:42.000]  有很多人都說希伯來書的作者
[00:07:42.000 --> 00:07:44.000]  他是一個牧羊的需要
[00:07:44.000 --> 00:07:48.000]  遠比教義定立的需要更加大
[00:07:48.000 --> 00:07:50.200]  有些人說希伯來書是寶來作
[00:07:50.200 --> 00:07:52.600]  但通常人們都不太贊成這個
[00:07:52.600 --> 00:07:55.000]  他說希伯來書的作者不知道是誰
[00:07:55.000 --> 00:07:58.800]  但希伯來書是一卷書信
[00:07:58.800 --> 00:08:00.400]  是鼓勵當時的信徒
[00:08:00.400 --> 00:08:03.600]  他們面對著信心很大的危機
[00:08:03.600 --> 00:08:07.600]  他們覺得這個信仰還能否支持我生活呢
[00:08:07.600 --> 00:08:10.600]  所以希伯來書裏面最多的字是甚麼呢
[00:08:10.600 --> 00:08:12.800]  最多出現的字就是信
[00:08:12.800 --> 00:08:14.600]  或者我們叫信心
[00:08:14.600 --> 00:08:17.600]  單單希伯來書在新約裏面
[00:08:17.600 --> 00:08:21.000]  這個字是在所有新約書卷裏面出現最多的
[00:08:21.000 --> 00:08:22.600]  我們今天讀的十一章
[00:08:22.600 --> 00:08:26.600]  其實這個字已經出現了二十四次
[00:08:26.600 --> 00:08:29.600]  希伯來書究竟在講信心的時候
[00:08:29.600 --> 00:08:30.600]  他想講些甚麼
[00:08:30.600 --> 00:08:32.600]  或者他想提醒我們甚麼呢
[00:08:32.600 --> 00:08:33.600]  整個書卷很長
[00:08:33.600 --> 00:08:37.600]  我會因為結構想讓大家明白一點
[00:08:37.600 --> 00:08:41.600]  我會抽取某些篇章出來講
[00:08:41.600 --> 00:08:42.600]  某些章節出來講
[00:08:42.600 --> 00:08:44.600]  所以可能你會跳來跳去
[00:08:44.600 --> 00:08:46.600]  但是你看了這幾個章節之後
[00:08:46.600 --> 00:08:50.600]  你就會比較清楚掌握到整個希伯來書十一章
[00:08:50.600 --> 00:08:51.600]  那個重點在哪裏
[00:08:51.600 --> 00:08:53.600]  我們會先看幾節
[00:08:53.600 --> 00:08:55.600]  我們先看看第一節
[00:08:55.600 --> 00:08:56.600]  我們先看了這幾節
[00:08:56.600 --> 00:08:58.600]  四十節裏面我們先看了這幾節
[00:08:58.600 --> 00:08:59.600]  第一節
[00:08:59.600 --> 00:09:04.600]  信就是對所盼望之事有把握
[00:09:04.600 --> 00:09:07.600]  對未見之事有確據
[00:09:07.600 --> 00:09:09.600]  然後我們看第六節
[00:09:09.600 --> 00:09:11.600]  看第六節
[00:09:11.600 --> 00:09:13.600]  中間的我們不要理會字
[00:09:13.600 --> 00:09:15.600]  先記了這幾句
[00:09:15.600 --> 00:09:18.600]  沒有信就不能討神的喜悅
[00:09:18.600 --> 00:09:21.600]  因為到神面前來的人
[00:09:21.600 --> 00:09:23.600]  必須信有神
[00:09:23.600 --> 00:09:27.600]  並且信他會賞賜尋求他的人
[00:09:27.600 --> 00:09:30.600]  第十三節
[00:09:30.600 --> 00:09:35.600]  這些人都是全信心死的
[00:09:35.600 --> 00:09:38.600]  並沒有得著所應許的
[00:09:38.600 --> 00:09:42.600]  卻從遠處觀望且歡喜迎接
[00:09:42.600 --> 00:09:48.600]  他們承認自己在地上是客裡是寄居的
[00:09:48.600 --> 00:09:50.600]  說這樣話的人
[00:09:50.600 --> 00:09:53.600]  是表明自己要尋找一個家鄉
[00:09:53.600 --> 00:09:56.600]  他們若想念所離開的家鄉
[00:09:56.600 --> 00:09:58.600]  還有回去的機會
[00:09:58.600 --> 00:10:02.600]  其實他們所羨慕的是一個更美的
[00:10:02.600 --> 00:10:04.600]  就是在天上的家鄉
[00:10:04.600 --> 00:10:09.600]  所以神並不因他們稱他為神而覺得羞恥
[00:10:09.600 --> 00:10:15.600]  因為他已經為他們預備了一座城
[00:10:15.600 --> 00:10:17.600]  三十九節
[00:10:17.600 --> 00:10:24.600]  接著三十九節
[00:10:24.600 --> 00:10:27.600]  這些人都是因信獲得了稱許
[00:10:27.600 --> 00:10:31.600]  卻仍未得著所應許的
[00:10:31.600 --> 00:10:35.600]  因為神給我們預備了更美好的事
[00:10:35.600 --> 00:10:40.600]  若沒有我們他們就不能達到完全
[00:10:40.600 --> 00:10:42.600]  這裡說的是什麼呢
[00:10:42.600 --> 00:10:44.600]  我們回到第一節
[00:10:44.600 --> 00:10:46.600]  整個希伯來書的重心
[00:10:46.600 --> 00:10:47.600]  如果你抽出這幾節
[00:10:47.600 --> 00:10:48.600]  十一章這幾節出來
[00:10:48.600 --> 00:10:50.600]  你大概就可以掌握到
[00:10:50.600 --> 00:10:52.600]  當然很多時候我們看希伯來書
[00:10:52.600 --> 00:10:53.600]  十一章的時候
[00:10:53.600 --> 00:10:55.600]  我們看第一節是最重要的地方
[00:10:55.600 --> 00:10:57.600]  或者今天我們什麼都聽不到
[00:10:57.600 --> 00:10:59.600]  不要緊我們就背了這節經文
[00:10:59.600 --> 00:11:00.600]  或者有些弟兄姊妹你會背
[00:11:00.600 --> 00:11:04.600]  他說信就是所望盼望之事有把握
[00:11:04.600 --> 00:11:06.600]  對未見之事有確具
[00:11:06.600 --> 00:11:08.600]  這句話是什麼意思呢
[00:11:08.600 --> 00:11:10.600]  這句話我們必須要明白的
[00:11:10.600 --> 00:11:11.600]  就是希伯來書的作者認為
[00:11:11.600 --> 00:11:15.600]  信心就是我們要面對我們人生的路
[00:11:15.600 --> 00:11:16.600]  可能有很多困難
[00:11:16.600 --> 00:11:19.600]  我們有時不知道怎樣去走的時候
[00:11:19.600 --> 00:11:24.600]  他說我們的信心是建立在一個具終極性
[00:11:24.600 --> 00:11:27.600]  和具超越性的東西上面
[00:11:27.600 --> 00:11:30.600]  所謂對所盼望的事有把握
[00:11:30.600 --> 00:11:33.600]  譬如正如我在四年前所說的
[00:11:33.600 --> 00:11:36.600]  我們都相信耶穌基督會再來
[00:11:36.600 --> 00:11:37.600]  或者我們每一次
[00:11:37.600 --> 00:11:39.600]  我經常提醒弟兄姊妹
[00:11:39.600 --> 00:11:40.600]  當我們每一次看到十字架
[00:11:40.600 --> 00:11:42.600]  這個空的十字架的時候
[00:11:42.600 --> 00:11:45.600]  我覺得我經常在教會誦拜的時候
[00:11:45.600 --> 00:11:47.600]  提醒自己主已經復活
[00:11:47.600 --> 00:11:49.600]  主戰勝了不公義
[00:11:49.600 --> 00:11:51.600]  主戰勝了不公平
[00:11:51.600 --> 00:11:54.600]  到最後他可以戰勝撒旦
[00:11:54.600 --> 00:11:57.600]  他可以帶來一個公平公義的社會
[00:11:57.600 --> 00:12:00.600]  這個是我們最終極的盼望
[00:12:00.600 --> 00:12:03.600]  不過當然在聖經裏面亦都說
[00:12:03.600 --> 00:12:04.600]  具盼望的信
[00:12:04.600 --> 00:12:07.600]  他說對未見之時有確據
[00:12:07.600 --> 00:12:08.600]  我們第一個說
[00:12:08.600 --> 00:12:10.600]  我們的信仰是有終極性的
[00:12:10.600 --> 00:12:11.600]  有超越性的
[00:12:11.600 --> 00:12:14.600]  即是說這東西比一切都重要
[00:12:14.600 --> 00:12:15.600]  另一個重點
[00:12:15.600 --> 00:12:16.600]  下面那句對未見之時有確據
[00:12:16.600 --> 00:12:17.600]  是甚麼意思
[00:12:17.600 --> 00:12:20.600]  對我們的信心一個重點的地方
[00:12:20.600 --> 00:12:23.600]  就是我們確信這東西
[00:12:23.600 --> 00:12:26.600]  這未見的東西是會出現的
[00:12:26.600 --> 00:12:27.600]  聖經用到確據
[00:12:27.600 --> 00:12:29.600]  確據是甚麼意思呢
[00:12:29.600 --> 00:12:31.600]  確據即是說
[00:12:31.600 --> 00:12:34.600]  是我們很肯定
[00:12:34.600 --> 00:12:36.600]  或者我們見到一些東西
[00:12:36.600 --> 00:12:37.600]  我們基督教可能講一些
[00:12:37.600 --> 00:12:38.600]  某些英許某些說明
[00:12:38.600 --> 00:12:39.600]  我們縱然未見到
[00:12:39.600 --> 00:12:41.600]  但我們是肯定
[00:12:41.600 --> 00:12:44.600]  這些東西是會出現的
[00:12:44.600 --> 00:12:46.600]  這個可能是第一件事
[00:12:46.600 --> 00:12:50.600]  我們看到一些我們終極的盼望
[00:12:50.600 --> 00:12:53.600]  而這件事我們肯定
[00:12:53.600 --> 00:12:54.600]  或者主耶穌基督
[00:12:54.600 --> 00:12:57.600]  是清楚給我們看到一些訊息
[00:12:57.600 --> 00:13:00.600]  一些東西我們肯定是會出現的
[00:13:00.600 --> 00:13:03.600]  這個是我們剛才所讀的經文的第一個重點
[00:13:03.600 --> 00:13:05.600]  而在十三節到十六節
[00:13:05.600 --> 00:13:07.600]  在十三節到十六節
[00:13:07.600 --> 00:13:09.600]  作者在這裡也帶出
[00:13:09.600 --> 00:13:11.600]  另一個很重要的地方
[00:13:11.600 --> 00:13:14.600]  就是當我們看到這些確據
[00:13:14.600 --> 00:13:16.600]  看到這些肯定會出現的時候
[00:13:16.600 --> 00:13:17.600]  看到這些使命
[00:13:17.600 --> 00:13:18.600]  看到這些英許的時候
[00:13:18.600 --> 00:13:20.600]  在十三節
[00:13:20.600 --> 00:13:22.600]  我們會承認
[00:13:22.600 --> 00:13:24.600]  還有嗎
[00:13:24.600 --> 00:13:26.600]  在十三節的時候
[00:13:26.600 --> 00:13:31.600]  我們會承認
[00:13:31.600 --> 00:13:33.600]  我們會承認和接受
[00:13:33.600 --> 00:13:36.600]  自己是一個客女的身份
[00:13:36.600 --> 00:13:37.600]  第三節
[00:13:37.600 --> 00:13:40.600]  我們會承認自己是一個客女的身份
[00:13:40.600 --> 00:13:43.600]  什麼叫客女的身份呢
[00:13:43.600 --> 00:13:45.600]  就是說我們在這個時候
[00:13:45.600 --> 00:13:46.600]  這個時空
[00:13:46.600 --> 00:13:48.600]  我們所擁有的東西
[00:13:48.600 --> 00:13:52.600]  我們並不覺得是重要的
[00:13:52.600 --> 00:13:55.600]  為什麼我們覺得這一刻的東西不是重要呢
[00:13:55.600 --> 00:13:56.600]  因為我們指望著
[00:13:56.600 --> 00:13:58.600]  各位可以看看十四節到十六節
[00:13:58.600 --> 00:14:01.600]  因為我們表明自己要尋找一個家鄉
[00:14:01.600 --> 00:14:04.600]  如果他想念所離開的家鄉
[00:14:04.600 --> 00:14:05.600]  還有回去的機會
[00:14:05.600 --> 00:14:07.600]  其實他們所羨慕的時候
[00:14:07.600 --> 00:14:11.600]  更美的就是天上的家鄉
[00:14:11.600 --> 00:14:14.600]  就是說他看到一樣
[00:14:14.600 --> 00:14:17.600]  很重要的英許使命的時候
[00:14:17.600 --> 00:14:20.600]  他覺得現在這些東西
[00:14:20.600 --> 00:14:21.600]  不是他最重要的東西
[00:14:21.600 --> 00:14:23.600]  縱然可以回頭
[00:14:23.600 --> 00:14:24.600]  他也不去
[00:14:24.600 --> 00:14:26.600]  大家試試問問你經驗上
[00:14:26.600 --> 00:14:28.600]  可能你也有過一些經驗
[00:14:28.600 --> 00:14:30.600]  我不知道大家試過一些事情
[00:14:30.600 --> 00:14:32.600]  你覺得有些東西很重要
[00:14:32.600 --> 00:14:34.600]  你要去做
[00:14:34.600 --> 00:14:36.600]  你會放棄一些東西
[00:14:36.600 --> 00:14:38.600]  你會放棄一些東西
[00:14:38.600 --> 00:14:40.600]  近來我有班朋友去潛水
[00:14:40.600 --> 00:14:41.600]  我沒有去
[00:14:41.600 --> 00:14:43.600]  我有班朋友去
[00:14:43.600 --> 00:14:46.600]  他們在菲律賓看鯨鯊
[00:14:46.600 --> 00:14:48.600]  那條魚很大條的
[00:14:48.600 --> 00:14:51.600]  他們要早上兩點鐘起床
[00:14:51.600 --> 00:14:54.600]  然後就去坐很船的船
[00:14:54.600 --> 00:14:55.600]  我不知道坐在那裡
[00:14:55.600 --> 00:14:56.600]  我沒有去
[00:14:56.600 --> 00:14:57.600]  坐在海底
[00:14:57.600 --> 00:15:00.600]  我和我太太在最早期潛水的時候
[00:15:00.600 --> 00:15:03.600]  我們兩個是出名叫做蟹潛
[00:15:03.600 --> 00:15:05.600]  蟹潛是什麼呢
[00:15:05.600 --> 00:15:07.600]  早晨的潛我們是不會去的
[00:15:07.600 --> 00:15:08.600]  有一次我們菲律賓
[00:15:08.600 --> 00:15:10.600]  他們去看長尾鯊
[00:15:10.600 --> 00:15:11.600]  要四點起床
[00:15:11.600 --> 00:15:12.600]  四點不是這次兩點
[00:15:12.600 --> 00:15:13.600]  四點起床
[00:15:13.600 --> 00:15:14.600]  我和我太太說不要搞我們了
[00:15:14.600 --> 00:15:16.600]  我要睡覺
[00:15:16.600 --> 00:15:18.600]  但當然全部人都出去了
[00:15:18.600 --> 00:15:20.600]  因為他們要看長尾鯊
[00:15:20.600 --> 00:15:21.600]  難得一見
[00:15:21.600 --> 00:15:22.600]  大家明白我想說什麼嗎
[00:15:22.600 --> 00:15:25.600]  有時候當你看到一件更重要的事
[00:15:25.600 --> 00:15:27.600]  你會放棄一些
[00:15:27.600 --> 00:15:30.600]  當然那一刻我覺得睡覺是人生最大
[00:15:30.600 --> 00:15:31.600]  最重要的事
[00:15:31.600 --> 00:15:33.600]  你過了四點起床再去看那條魚
[00:15:33.600 --> 00:15:34.600]  不要說笑
[00:15:34.600 --> 00:15:36.600]  但當然如果我今年去的話
[00:15:36.600 --> 00:15:37.600]  我會起床的
[00:15:37.600 --> 00:15:40.600]  現在開始覺得潛水
[00:15:40.600 --> 00:15:41.600]  在人生都有一點意義
[00:15:41.600 --> 00:15:43.600]  所以我可能會去也說不定
[00:15:43.600 --> 00:15:44.600]  但以前可能
[00:15:44.600 --> 00:15:46.600]  我不會去也說不定
[00:15:46.600 --> 00:15:47.600]  但我們試過有時候
[00:15:47.600 --> 00:15:49.600]  你覺得有些事是重要的時候
[00:15:49.600 --> 00:15:50.600]  你會放棄一些
[00:15:50.600 --> 00:15:52.600]  這段經文正正就是說這件事
[00:15:52.600 --> 00:15:55.600]  當他看到一些更美的東西的時候
[00:15:55.600 --> 00:15:58.600]  他會放棄現在的一些東西
[00:15:58.600 --> 00:16:01.600]  在十三至十六節提及
[00:16:01.600 --> 00:16:03.600]  中賢
[00:16:03.600 --> 00:16:05.600]  中賢可能這些人
[00:16:05.600 --> 00:16:07.600]  他未必
[00:16:07.600 --> 00:16:10.600]  或者三十九至四十節都有
[00:16:10.600 --> 00:16:11.600]  中賢這個英雄
[00:16:11.600 --> 00:16:14.600]  他未必真的可以看到或者去到
[00:16:14.600 --> 00:16:18.600]  但他們都不覺得後悔
[00:16:18.600 --> 00:16:21.600]  他們仍然覺得有價值
[00:16:21.600 --> 00:16:22.600]  各位弟兄姊妹
[00:16:22.600 --> 00:16:23.600]  我想問大家一件事
[00:16:23.600 --> 00:16:24.600]  或者大家思考一件事
[00:16:24.600 --> 00:16:28.600]  這樣的人生是否值得我們向往呢
[00:16:28.600 --> 00:16:32.600]  當然我們在座的都是基督徒
[00:16:32.600 --> 00:16:34.600]  或者我們不要用基督徒的角度去看
[00:16:34.600 --> 00:16:39.600]  這樣的人生是否值得我們向往呢
[00:16:39.600 --> 00:16:41.600]  有一個目標
[00:16:41.600 --> 00:16:44.600]  你一生都會朝著一個目標去
[00:16:44.600 --> 00:16:45.600]  堅定不移
[00:16:45.600 --> 00:16:47.600]  你覺得做這件事很有價值
[00:16:47.600 --> 00:16:50.600]  你願意放棄一些其他的東西
[00:16:50.600 --> 00:16:51.600]  都想達到
[00:16:51.600 --> 00:16:54.600]  而到最終你做不到的時候
[00:16:54.600 --> 00:16:56.600]  或者你最終達不到的時候
[00:16:56.600 --> 00:16:57.600]  你都不會後悔
[00:16:57.600 --> 00:17:00.600]  你覺得我用我的人生去做這件事是值得的
