
[00:00:00.000 --> 00:00:03.240]  弟兄姊妹,讓我們在聆聽主的說話以示
[00:07:07.360 --> 00:07:10.880]  他們就歸於無有
[00:07:10.880 --> 00:07:17.440]  在這段聖經之前我們講過了
[00:07:17.440 --> 00:07:20.600]  上帝真是對於以東人
[00:07:20.600 --> 00:07:26.440]  有一個真是很大的恩典在他們身上
[00:07:26.440 --> 00:07:31.080]  不是因為他們聯合了新巴比倫國
[00:07:31.080 --> 00:07:35.560]  於是乎去陷害了猶大國之後
[00:07:35.560 --> 00:07:39.040]  以東你這個壞蛋
[00:07:39.040 --> 00:07:41.360]  上帝就要懲罰你
[00:07:41.360 --> 00:07:42.960]  摧毀你
[00:07:42.960 --> 00:07:46.800]  很多人都是這樣看俄巴底亞書
[00:07:46.800 --> 00:07:50.640]  但是我在希伯來文裡面
[00:07:50.640 --> 00:07:58.360]  我們卻是處處看到上帝怎樣去嘗試挽回以東
[00:07:58.360 --> 00:08:02.480]  甚至藉著以東他的行事
[00:08:02.480 --> 00:08:07.960]  來觸動其他身邊那些陌生的國家
[00:08:07.960 --> 00:08:13.240]  或者是倫邦非猶太的族群
[00:08:13.240 --> 00:08:18.040]  所以在上文從第十節至第十四節
[00:08:18.040 --> 00:08:20.920]  我們有一連串看到的
[00:08:20.920 --> 00:08:24.120]  上帝不單止點出以東的問題
[00:08:24.120 --> 00:08:28.920]  並且很詳細介紹給以東知道
[00:08:28.920 --> 00:08:33.000]  什麼是你們不應該做的
[00:08:33.000 --> 00:08:35.080]  所以上一堂講道
[00:08:35.080 --> 00:08:37.800]  我們就講到在第十一
[00:08:37.800 --> 00:08:40.880]  十二至十三節裡面
[00:08:40.880 --> 00:08:45.880]  就連續用了八次的一個語句
[00:08:45.880 --> 00:08:53.160]  去提醒以東其實有很多事情你是不應該做的
[00:08:53.160 --> 00:08:56.120]  上帝為什麼要這麼苦口婆心
[00:08:56.120 --> 00:08:59.320]  既然要剷除就不如乾乾淨淨
[00:08:59.320 --> 00:09:01.800]  一次過不要講那麼多
[00:09:01.800 --> 00:09:08.000]  上帝講那麼多其實仍然都是以挽回為目的
[00:09:08.000 --> 00:09:11.880]  這個就是我們上文所看到的東西
[00:09:11.880 --> 00:09:16.280]  因此就引發到一個更深層的理解
[00:09:16.280 --> 00:09:23.240]  就是當一些上帝容許不幸的事情發生在人的身上
[00:09:23.240 --> 00:09:26.400]  包括你和我的時候
[00:09:26.400 --> 00:09:32.400]  有時候好像看起來是上帝要去懲罰那個人
[00:09:32.400 --> 00:09:37.800]  但是實質上其實上帝是在嘗試
[00:09:37.800 --> 00:09:41.440]  讓他們得以挽回
[00:09:41.440 --> 00:09:46.520]  因此我們應該看不幸的事情淋到我們身上
[00:09:46.520 --> 00:09:56.400]  其實是一個觸發我們去重新歸回上帝的一個恩典的行動
[00:09:56.400 --> 00:10:03.120]  而不是只是發洩了上帝對罪的懲罰
[00:10:03.120 --> 00:10:04.400]  不是的
[00:10:04.400 --> 00:10:11.120]  所以請大家在這節目裡我們也都很小心再次糾正我們的想法
[00:10:11.120 --> 00:10:17.400]  俄巴底亞書的核心不是說上帝要摧毀以東
[00:10:17.400 --> 00:10:21.360]  來為以色列民或者為猶大國出一口氣
[00:10:21.360 --> 00:10:22.880]  伸張公義
[00:10:22.880 --> 00:10:24.880]  不是
[00:10:24.880 --> 00:10:31.120]  而是上帝藉著在以東這個懲罰的過程當中
[00:10:31.120 --> 00:10:37.360]  仍然提供一個挽回以東的行動
[00:10:37.360 --> 00:10:40.120]  應該是值得感恩的事
[00:10:40.120 --> 00:10:43.680]  而作為猶太人或者我們今天作為基督徒
[00:10:43.680 --> 00:10:47.280]  我們就會更加要謹慎
[00:10:47.280 --> 00:10:51.840]  既然上帝對以東都如此
[00:10:51.840 --> 00:10:57.160]  那麼作為選民的神的子民猶大國
[00:10:57.160 --> 00:11:00.720]  與及我們今天每一個被蒙召的基督徒
[00:11:00.720 --> 00:11:08.360]  我們也都好不好在這方面能夠同樣有上帝這份的心思屬性呢?
[00:11:08.360 --> 00:11:10.360]  這是上文我們所看的
[00:11:10.360 --> 00:11:13.600]  來到今天第十五和第十六節
[00:11:13.600 --> 00:11:18.040]  我會透過兩個部分跟大家一起看一下
[00:11:18.040 --> 00:11:25.720]  上帝既然已經提出了以東有些事情是不應該做之後
[00:11:25.720 --> 00:11:29.000]  上帝接著要做什麼事情?
[00:11:29.000 --> 00:11:33.240]  是不是說了不應該做不應該做不應該做就完了呢?
[00:11:33.240 --> 00:11:35.240]  不是的
[00:11:35.240 --> 00:11:44.880]  在第十五節裡我們會看到上帝即時啟動救恩的這個工作的反思
[00:11:44.880 --> 00:11:48.920]  所以從第十五節裡我給了一個這樣的題目
[00:11:48.920 --> 00:11:53.040]  它叫啟動即時救恩的反思
[00:11:53.040 --> 00:11:55.800]  我覺得英文我的題目會更加好
[00:11:55.800 --> 00:12:06.920]  叫做Imminent Spiritual Reboot重啟
[00:12:06.920 --> 00:12:10.960]  很多時候有些朋友甚至有些傳道人
[00:12:10.960 --> 00:12:14.160]  以前知道因為我做網絡做電腦
[00:12:14.160 --> 00:12:18.120]  有些傳道人有時打電話來我辦公室的
[00:12:18.120 --> 00:12:22.680]  就跟我說黃牧師你電腦的我搞電腦的人
[00:12:22.680 --> 00:12:26.840]  我剛剛遇到電腦的問題不如我找你去幫幫我
[00:12:26.840 --> 00:12:31.440]  他就說不知道今天電腦我在做事的時候
[00:12:31.440 --> 00:12:35.920]  總是save不到的儲存不到的
[00:12:35.920 --> 00:12:38.480]  上網又連不到上網的
[00:12:38.480 --> 00:12:42.520]  都不知道為什麼我搞了很久了都弄不到
[00:12:42.520 --> 00:12:47.600]  試過很多次怎麼重開軟件都是不行的
[00:12:47.600 --> 00:12:49.360]  不知道為什麼
[00:12:49.360 --> 00:12:54.960]  我跟著就跟他說你知不知道每逢有電腦的問題
[00:12:54.960 --> 00:13:02.800]  有一個方法一定可以解決到超過九成的問題的
[00:13:02.800 --> 00:13:08.080]  就是關機再開機
[00:13:08.080 --> 00:13:12.160]  你知不知道電腦這件事是很有趣的
[00:13:12.160 --> 00:13:14.760]  無論你是用蘋果電腦也好
[00:13:14.760 --> 00:13:16.440]  你用視窗電腦也好
[00:13:16.440 --> 00:13:21.720]  甚至你現在用其他的Linux或Linux也好
[00:13:21.720 --> 00:13:23.120]  什麼電腦都好
[00:13:23.120 --> 00:13:25.360]  其實在我自己的經驗裡面
[00:13:25.360 --> 00:13:27.120]  我以前做電腦
[00:13:27.120 --> 00:13:29.880]  無論你是用什麼作業系統都好
[00:13:29.880 --> 00:13:31.600]  有些作業系統你們沒聽過
[00:13:31.600 --> 00:13:34.840]  不過我以前做電腦的時候
[00:13:34.840 --> 00:13:36.320]  什麼都有的
[00:13:36.320 --> 00:13:39.040]  Digital OS不知道你有沒有聽過
[00:13:39.040 --> 00:13:42.960]  新OS不知道你有沒有聽過
[00:13:42.960 --> 00:13:45.760]  很多不同類型的OS
[00:13:45.760 --> 00:13:47.400]  每逢有問題
[00:13:47.400 --> 00:13:49.920]  最好的方法解決
[00:13:49.920 --> 00:13:53.760]  關機重開
[00:13:53.760 --> 00:13:57.600]  因為往往電腦裡面有一個缺陷
[00:13:57.600 --> 00:14:01.640]  就是用得越久
[00:14:01.640 --> 00:14:06.840]  你的記憶體就有一個memory leak
[00:14:06.840 --> 00:14:10.360]  就是有些記憶體會失去聯絡
[00:14:10.360 --> 00:14:14.520]  用著用著你控制不了那些失去聯絡的記憶體
[00:14:14.520 --> 00:14:17.640]  電腦就會越來越慢
[00:14:17.640 --> 00:14:19.920]  和會失去控制
[00:14:19.920 --> 00:14:22.400]  當然現在有些人有些技術
[00:14:22.400 --> 00:14:26.760]  嘗試去逐個的記憶體去指控它怎樣運作
[00:14:26.760 --> 00:14:30.480]  這個是另一個不是一般人用的情況
[00:14:30.480 --> 00:14:36.280]  但是重啟是一個很好的解決方法
[00:14:36.280 --> 00:14:40.560]  你會將一些不再需要或者一些錯了的東西
[00:14:40.560 --> 00:14:44.160]  將它重新清除了之後
[00:14:44.160 --> 00:14:47.120]  變得更加有效率
[00:14:47.120 --> 00:14:48.480]  作為一個基督徒
[00:14:48.480 --> 00:14:52.640]  其實我們在屬靈生命的過程當中
[00:14:52.640 --> 00:14:59.280]  亦都時不時是需要有這些重啟的行動
[00:14:59.280 --> 00:15:01.200]  要在屬靈上面重啟
[00:15:01.200 --> 00:15:06.000]  其實就是需要將很多在屬靈上面
[00:15:06.000 --> 00:15:12.400]  丟到垃圾桶裡面的垃圾清除了它
[00:15:12.400 --> 00:15:14.280]  不過大家要知道
[00:15:14.280 --> 00:15:19.720]  清除垃圾其實都是一個很困難的事情
[00:15:19.720 --> 00:15:23.880]  我不知道你家裡誰負責倒垃圾
[00:15:23.880 --> 00:15:28.200]  倒垃圾其實有兩樣東西
[00:15:28.200 --> 00:15:30.360]  第一樣東西
[00:15:30.360 --> 00:15:36.000]  就是你是不是真的將那些垃圾丟到垃圾桶裡
[00:15:36.000 --> 00:15:41.520]  有時你以為是垃圾就丟到垃圾桶裡
[00:15:41.520 --> 00:15:43.520]  其實那些東西不是垃圾
[00:15:43.520 --> 00:15:46.440]  是有用的
[00:15:46.440 --> 00:15:48.400]  不過又有一個情況就是
[00:15:48.400 --> 00:15:50.800]  那些應該是垃圾的東西
[00:15:50.800 --> 00:15:54.320]  你又不丟進去
[00:15:54.320 --> 00:15:57.840]  我經常被全屋的人都和我這樣說
[00:15:57.840 --> 00:16:00.760]  你不要繼續去撿垃圾
[00:16:00.760 --> 00:16:03.920]  因為很多時候有這樣的現象
[00:16:03.920 --> 00:16:06.800]  明明那些東西沒用了
[00:16:06.800 --> 00:16:08.760]  沒用一陣子了
[00:16:08.760 --> 00:16:10.680]  沒用一陣子
[00:16:10.680 --> 00:16:14.440]  就丟到垃圾桶裡
[00:16:14.440 --> 00:16:17.640]  回頭想一想好像還可以用
[00:16:17.640 --> 00:16:19.800]  或者遲一天會有用
[00:16:19.800 --> 00:16:23.120]  又去找垃圾桶拿那件東西出來
[00:16:23.120 --> 00:16:24.720]  你知道垃圾桶多髒
[00:16:24.720 --> 00:16:26.600]  然後又抹乾淨
[00:16:26.600 --> 00:16:28.280]  抹乾淨不止
[00:16:28.280 --> 00:16:30.440]  還要收得很緊
[00:16:30.440 --> 00:16:36.000]  免得家人知道你撿了一件垃圾出來
[00:16:36.000 --> 00:16:40.120]  又被人說你又收了垃圾
[00:16:40.120 --> 00:16:41.200]  不過很奇怪
[00:16:41.200 --> 00:16:43.880]  往往當你收了垃圾到
[00:16:43.880 --> 00:16:48.280]  真的那件垃圾可以用的時候
[00:16:48.280 --> 00:16:50.200]  一用了大家受益處的時候
[00:16:50.200 --> 00:16:51.600]  大家就說厲害
[00:16:51.600 --> 00:16:53.720]  你為什麼又會收了一件這樣的寶物
[00:16:53.720 --> 00:16:56.920]  又可以用了又可以修理了
[00:16:56.920 --> 00:16:59.000]  世事就是這麼奇怪的
[00:16:59.000 --> 00:17:01.840]  是不是真的垃圾呢
[00:17:01.840 --> 00:17:05.840]  我家裡有很多東西
[00:17:05.840 --> 00:17:07.240]  其中一樣東西沒有東西多
[00:17:07.240 --> 00:17:09.960]  最多就是舊鍵盤
[00:17:09.960 --> 00:17:12.120]  鍵盤
[00:17:12.120 --> 00:17:14.400]  你知道鍵盤經常壞
[00:17:14.400 --> 00:17:16.320]  打得多
[00:17:16.320 --> 00:17:18.320]  我家裡有幾個鍵盤
[00:17:18.320 --> 00:17:21.000]  挺貴的
[00:17:21.000 --> 00:17:24.280]  說真的都30年了
[00:17:24.280 --> 00:17:26.760]  但是一直沒有丟掉
[00:17:26.760 --> 00:17:27.640]  其實我收得很緊
[00:17:27.640 --> 00:17:30.360]  沒有人知道我放在哪裡
[00:17:30.360 --> 00:17:33.080]  因為被人找出來就說
[00:17:33.080 --> 00:17:35.360]  可以用的嗎
[00:17:35.360 --> 00:17:38.320]  有時候不是用不可以用的問題
[00:17:38.320 --> 00:17:41.120]  有時候可能有一些零件拆回去
[00:17:41.120 --> 00:17:45.160]  放在別的地方是可以用的
[00:17:45.160 --> 00:17:46.760]  弟兄姊妹
[00:17:46.760 --> 00:17:49.560]  垃圾丟垃圾是其中一件困難的事
[00:17:49.560 --> 00:17:52.040]  是不是真的把垃圾丟到垃圾桶
[00:17:52.040 --> 00:17:55.600]  你就不要再看它了
[00:17:55.600 --> 00:17:57.440]  另外一樣東西
[00:17:57.440 --> 00:18:00.960]  就是倒垃圾的時間
[00:18:00.960 --> 00:18:03.840]  你知道現在這個世界
[00:18:03.840 --> 00:18:06.480]  市政府省得就省的了
[00:18:06.480 --> 00:18:10.240]  倒垃圾就不同以前
[00:18:10.240 --> 00:18:11.480]  香港倒垃圾
[00:18:11.480 --> 00:18:15.280]  香港倒垃圾是天天收垃圾的
[00:18:15.280 --> 00:18:17.040]  這裡就不是
[00:18:17.040 --> 00:18:20.920]  這裡倒垃圾是兩個星期才收一次垃圾的
[00:18:20.920 --> 00:18:25.480]  我說垃圾不是循環作用的東西
[00:18:25.480 --> 00:18:28.520]  如果你不把握時間
[00:18:28.520 --> 00:18:30.480]  去將那包垃圾
[00:18:30.480 --> 00:18:31.760]  真是垃圾
[00:18:31.760 --> 00:18:33.800]  擺出路邊的
[00:18:33.800 --> 00:18:38.320]  那你那包垃圾就要多臭兩個星期了
[00:18:38.320 --> 00:18:40.440]  那些臭味
[00:18:40.440 --> 00:18:42.720]  冬天還是可以
[00:18:42.720 --> 00:18:45.800]  夏天真是很臭
[00:18:45.800 --> 00:18:47.440]  弟兄姊妹
[00:18:47.440 --> 00:18:49.960]  牧師說這麼多是什麼呢
[00:18:49.960 --> 00:18:51.960]  其實我想告訴大家
[00:18:51.960 --> 00:18:54.920]  其實我們在屬靈生命上面
[00:18:54.920 --> 00:18:58.040]  有很多垃圾的
[00:18:58.040 --> 00:18:59.440]  我們有沒有去真的
[00:18:59.440 --> 00:19:02.040]  將這些垃圾扔了下去呢
[00:19:02.040 --> 00:19:05.160]  而在適當的日子就將這些垃圾
[00:19:05.160 --> 00:19:07.680]  扔了出去讓它收了它
[00:19:07.680 --> 00:19:10.440]  不再在我們裡面
[00:19:10.440 --> 00:19:12.760]  在今天這段聖經裡面
[00:19:12.760 --> 00:19:14.320]  十五節
[00:19:14.320 --> 00:19:15.720]  就在講
[00:19:15.720 --> 00:19:18.040]  向
[00:19:18.040 --> 00:19:23.520]  一些人講道上帝有收屬靈垃圾的日子
[00:19:23.520 --> 00:19:25.440]  看看十五節講什麼
[00:19:25.440 --> 00:19:26.240]  十五節這樣講
[00:19:26.240 --> 00:19:28.960]  耶和華降佛的日子
[00:19:28.960 --> 00:19:31.040]  臨近萬國
[00:19:31.040 --> 00:19:32.320]  你怎樣行
[00:19:32.320 --> 00:19:35.320]  他也必照樣向你行
[00:19:35.320 --> 00:19:41.040]  你的報應必歸到你頭上
[00:19:41.040 --> 00:19:42.600]  那我讀多一次英文
[00:19:42.600 --> 00:19:45.120]  New English Translation這樣講
[00:19:45.120 --> 00:19:47.360]  For the day of the Lord
[00:19:47.360 --> 00:19:51.120]  is approaching for all the nations
[00:19:51.120 --> 00:19:53.320]  just as you have done
[00:19:53.320 --> 00:19:56.240]  so it will be done to you
[00:19:56.240 --> 00:20:02.920]  you will get exactly what your deeds deserve
[00:20:02.920 --> 00:20:05.840]  為什麼要讀英語一次呢
[00:20:05.840 --> 00:20:08.320]  因為和中文聖經有些字眼
[00:20:08.320 --> 00:20:09.640]  翻譯上面
[00:20:09.640 --> 00:20:12.440]  我們真的要很小心的
[00:20:12.440 --> 00:20:14.080]  第一樣東西
[00:20:14.080 --> 00:20:19.080]  要講耶和華降佛的日子
[00:20:19.080 --> 00:20:21.200]  在原文聖經裡面
[00:20:21.200 --> 00:20:24.320]  只是講The day of the Lord
[00:20:24.320 --> 00:20:25.280]  主的日子
[00:20:25.280 --> 00:20:27.680]  甚至叫做耶和華的日子
[00:20:27.680 --> 00:20:29.160]  這個題目我們已經講過了
[00:20:29.160 --> 00:20:31.760]  一會再簡單講多一次
[00:20:31.760 --> 00:20:32.400]  第二
[00:20:32.400 --> 00:20:34.960]  在這裡講的對象
[00:20:34.960 --> 00:20:36.960]  不只是以東
[00:20:36.960 --> 00:20:40.120]  不只是猶大國
[00:20:40.120 --> 00:20:43.040]  或者不只是講以蘇亞國
[00:20:43.040 --> 00:20:45.360]  這兩兄弟的過去關係
[00:20:45.360 --> 00:20:46.360]  而是講
[00:20:46.360 --> 00:20:48.360]  All the nations
[00:20:48.360 --> 00:20:50.000]  所有的國家
[00:20:50.000 --> 00:20:52.200]  萬國
[00:20:52.200 --> 00:20:52.960]  第三
[00:20:52.960 --> 00:20:55.240]  在這次的聖經裡面
[00:20:55.240 --> 00:20:56.400]  講到的是
[00:20:56.400 --> 00:21:00.000]  耶和華的日子是臨近
[00:21:00.000 --> 00:21:01.600]  如果用英文講
[00:21:01.600 --> 00:21:03.600]  It's approaching
[00:21:03.600 --> 00:21:05.080]  用中文講就是
[00:21:05.080 --> 00:21:07.360]  快要來了
[00:21:07.360 --> 00:21:12.360]  很快就快要來了
[00:21:12.360 --> 00:21:14.120]  而去到最後什麼呢
[00:21:14.120 --> 00:21:17.960]  講你的報應必歸到你的頭上
[00:21:17.960 --> 00:21:19.680]  在原文聖經裡面
[00:21:19.680 --> 00:21:25.840]  是沒有報應這個翻譯的
[00:21:25.840 --> 00:21:27.840]  在簡單一點來說
[00:21:27.840 --> 00:21:29.840]  這幾次聖經其實想講什麼
[00:21:29.840 --> 00:21:31.120]  第一我們要留意
[00:21:31.120 --> 00:21:34.240]  原來有個收垃圾的日子的上帝
[00:21:34.240 --> 00:21:35.240]  而這個收垃圾
[00:21:35.240 --> 00:21:36.560]  不是只收你一家
[00:21:36.560 --> 00:21:38.040]  不是只收你兩家
[00:21:38.040 --> 00:21:40.520]  而是收全世界
[00:21:40.520 --> 00:21:42.520]  普世
[00:21:42.520 --> 00:21:44.520]  所以上帝
[00:21:44.520 --> 00:21:48.800]  收這個垃圾的時候
[00:21:48.800 --> 00:21:50.800]  屬靈上的垃圾
[00:21:50.800 --> 00:21:52.280]  是有一個時間的
[00:21:52.280 --> 00:21:54.760]  我們前文已經講過了
[00:21:54.760 --> 00:21:57.400]  耶和華的日子這個陳述
[00:21:57.400 --> 00:22:02.240]  除了很多學者講是末日之外
[00:22:02.240 --> 00:22:04.400]  其實在聖經裡面
[00:22:04.400 --> 00:22:07.400]  不只是講末日的
[00:22:07.400 --> 00:22:09.880]  聖經裡面講那日
[00:22:09.880 --> 00:22:11.720]  或者耶和華的日子
[00:22:11.720 --> 00:22:16.560]  是講到上帝施行懲罰的日子
[00:22:16.560 --> 00:22:19.760]  或者施管教的日子
[00:22:19.760 --> 00:22:23.360]  而我們講到上帝施行管教
[00:22:23.360 --> 00:22:26.280]  其實是一個挽回
[00:22:26.280 --> 00:22:27.480]  糾正
[00:22:27.480 --> 00:22:30.120]  讓人歸回正道
[00:22:30.120 --> 00:22:31.400]  錯了的地方
[00:22:31.400 --> 00:22:39.440]  上帝讓我們回歸正確的位置的時刻
[00:22:39.440 --> 00:22:41.440]  但重點的是
[00:22:41.440 --> 00:22:43.760]  這個日子很近
[00:22:43.760 --> 00:22:48.160]  很近,即將到來
[00:22:48.160 --> 00:22:50.960]  所以當我們真的看到
[00:22:50.960 --> 00:22:53.760]  我們有些屬靈的垃圾
