
[00:00:00.000 --> 00:00:04.640]  今日主題叫做「絕處啟事」
[00:02:22.120 --> 00:02:24.120]  被人救過
[00:02:24.120 --> 00:02:26.120]  他覺得有人
[00:02:26.120 --> 00:02:28.120]  會救他
[00:02:28.120 --> 00:02:30.120]  所以不斷游
[00:02:30.120 --> 00:02:32.120]  在現實的環境裏
[00:02:32.120 --> 00:02:34.120]  六十小時
[00:02:34.120 --> 00:02:36.120]  無論如何都游到萬岸
[00:02:36.120 --> 00:02:38.120]  不過只是被人玩而已
[00:02:38.120 --> 00:02:40.120]  所以那個絕處
[00:02:40.120 --> 00:02:42.120]  往往不是環境
[00:02:42.120 --> 00:02:44.120]  而是我們用甚麼心態
[00:02:44.120 --> 00:02:46.120]  去面對
[00:02:46.120 --> 00:02:48.120]  我們看聖經一個
[00:02:48.120 --> 00:02:50.120]  很熟悉的事蹟
[00:02:50.120 --> 00:02:52.120]  耶穌過去的時候
[00:02:52.120 --> 00:02:54.120]  看見一個人生來是黑眼的
[00:02:54.120 --> 00:02:56.120]  門徒問耶穌說
[00:02:56.120 --> 00:02:58.120]  拉比,這人生來是黑眼的
[00:02:58.120 --> 00:03:00.120]  是誰犯了罪?
[00:03:00.120 --> 00:03:02.120]  是這人?是他父母?
[00:03:02.120 --> 00:03:04.120]  很熟悉這段經文嗎?
[00:03:04.120 --> 00:03:06.120]  他說他生來是黑眼,是否絕處?
[00:03:06.120 --> 00:03:08.120]  都頗絕的
[00:03:08.120 --> 00:03:10.120]  那門徒就說
[00:03:10.120 --> 00:03:12.120]  誰犯了罪?
[00:03:12.120 --> 00:03:14.120]  因為當時的人覺得你這麼慘
[00:03:14.120 --> 00:03:16.120]  生來黑眼
[00:03:16.120 --> 00:03:18.120]  當然有人犯罪
[00:03:18.120 --> 00:03:20.120]  是這人嗎?
[00:03:20.120 --> 00:03:22.120]  沒理由是他
[00:03:22.120 --> 00:03:24.120]  因為他生來是犯罪
[00:03:24.120 --> 00:03:26.120]  當然是他父母
[00:03:26.120 --> 00:03:28.120]  這個說話
[00:03:28.120 --> 00:03:30.120]  如果你是他的父母
[00:03:30.120 --> 00:03:32.120]  你要怎樣想?
[00:03:32.120 --> 00:03:34.120]  很涼薄
[00:03:34.120 --> 00:03:36.120]  很慘
[00:03:36.120 --> 00:03:38.120]  你還說我是
[00:03:38.120 --> 00:03:40.120]  我們覺星在南加州
[00:03:40.120 --> 00:03:42.120]  其實覺星事團
[00:03:42.120 --> 00:03:44.120]  是南加州分會的一個音樂事工
[00:03:44.120 --> 00:03:46.120]  我們在南加州
[00:03:46.120 --> 00:03:48.120]  其實做了很多社區工作
[00:03:48.120 --> 00:03:50.120]  其中一個工作
[00:03:50.120 --> 00:03:52.120]  我們叫做展能計劃
[00:03:52.120 --> 00:03:54.120]  就是讓智障
[00:03:54.120 --> 00:03:56.120]  自閉的青少年在一起
[00:03:56.120 --> 00:03:58.120]  父母有一個支援組合
[00:03:58.120 --> 00:04:00.120]  我記得
[00:04:00.120 --> 00:04:02.120]  一個父母跟我說
[00:04:02.120 --> 00:04:04.120]  當他發覺他的兒子是智障
[00:04:04.120 --> 00:04:06.120]  他就說
[00:04:06.120 --> 00:04:08.120]  他有一次偶然
[00:04:08.120 --> 00:04:10.120]  聽到別人在旁邊說
[00:04:10.120 --> 00:04:12.120]  他生了這樣的兒子
[00:04:12.120 --> 00:04:17.120]  當然是以前做了一些陰謀
[00:04:17.120 --> 00:04:19.120]  你想想
[00:04:19.120 --> 00:04:21.120]  那些父母有多慘
[00:04:21.120 --> 00:04:23.120]  所以瞞徒問
[00:04:23.120 --> 00:04:25.120]  誰犯罪
[00:04:25.120 --> 00:04:27.120]  其實瞞徒不是故意的
[00:04:27.120 --> 00:04:29.120]  我們一般人都會
[00:04:29.120 --> 00:04:31.120]  就是問為什麼
[00:04:31.120 --> 00:04:33.120]  為什麼會這樣做
[00:04:33.120 --> 00:04:35.120]  為什麼會發生這件事
[00:04:35.120 --> 00:04:37.120]  為什麼會發生這件事
[00:04:37.120 --> 00:04:39.120]  可能你會問為什麼會有疫情
[00:04:39.120 --> 00:04:41.120]  為什麼會有癌症
[00:04:41.120 --> 00:04:43.120]  為什麼我爸爸會死
[00:04:43.120 --> 00:04:45.120]  為什麼我兒子會發生交通意外
[00:04:45.120 --> 00:04:47.120]  很多的為什麼
[00:04:47.120 --> 00:04:49.120]  耶穌回答
[00:04:49.120 --> 00:04:50.120]  一起讀
[00:04:50.120 --> 00:04:51.120]  耶穌回答說
[00:04:51.120 --> 00:04:53.120]  也不是這人犯了罪
[00:04:53.120 --> 00:04:55.120]  也不是他父母犯了罪
[00:04:55.120 --> 00:04:59.120]  小在他身上顯出神的作為來
[00:04:59.120 --> 00:05:00.120]  耶穌就說
[00:05:00.120 --> 00:05:02.120]  其實是這樣的
[00:05:02.120 --> 00:05:06.120]  他們就面對這個痛苦
[00:05:06.120 --> 00:05:08.120]  不要緊
[00:05:08.120 --> 00:05:11.120]  將來他會被耶穌醫治
[00:05:11.120 --> 00:05:13.120]  顯出神的作為來
[00:05:13.120 --> 00:05:17.120]  為什麼會有這麼多不幸的事
[00:05:17.120 --> 00:05:22.120]  因為要想顯神的作為來
[00:05:22.120 --> 00:05:24.120]  同不同意
[00:05:24.120 --> 00:05:28.120]  好不好
[00:05:28.120 --> 00:05:30.120]  好不好
[00:05:30.120 --> 00:05:31.120]  不敢回答
[00:05:31.120 --> 00:05:34.120]  如果那個是你的兒子好不好
[00:05:34.120 --> 00:05:37.120]  大家坦白一點
[00:05:37.120 --> 00:05:39.120]  如果那個是你的兒子
[00:05:39.120 --> 00:05:40.120]  神就說
[00:05:40.120 --> 00:05:42.120]  三年一出生就盲了
[00:05:42.120 --> 00:05:44.120]  不過顯出神的作為
[00:05:44.120 --> 00:05:46.120]  肯不肯
[00:05:46.120 --> 00:05:49.120]  不肯
[00:05:49.120 --> 00:05:50.120]  別人的兒子OK
[00:05:50.120 --> 00:05:52.120]  我的兒子不行
[00:05:52.120 --> 00:05:53.120]  你明白嗎
[00:05:53.120 --> 00:05:55.120]  我們很坦白
[00:05:55.120 --> 00:05:57.120]  很真實面對經文
[00:05:57.120 --> 00:05:58.120]  我們是
[00:05:58.120 --> 00:06:00.120]  怎麼搞的
[00:06:00.120 --> 00:06:02.120]  他生來的眼睛就是為了顯出神的榮耀
[00:06:02.120 --> 00:06:07.120]  你耍我嗎
[00:06:07.120 --> 00:06:09.120]  我們很坦白
[00:06:09.120 --> 00:06:12.120]  聖經真的這樣說
[00:06:12.120 --> 00:06:14.120]  「事要」這個字
[00:06:14.120 --> 00:06:16.120]  在原文希臘文裡面
[00:06:16.120 --> 00:06:18.120]  是一個很簡單的字
[00:06:18.120 --> 00:06:19.120]  就是「hina」
[00:06:19.120 --> 00:06:20.120]  是一個很簡單的前二詞
[00:06:20.120 --> 00:06:21.120]  有兩個翻譯
[00:06:21.120 --> 00:06:22.120]  一個翻譯就是
[00:06:22.120 --> 00:06:23.120]  我們現在正在用的翻譯
[00:06:23.120 --> 00:06:24.120]  就是「so that」
[00:06:24.120 --> 00:06:26.120]  就是說是一個因果的關係
[00:06:26.120 --> 00:06:28.120]  為什麼他生來的眼睛
[00:06:28.120 --> 00:06:30.120]  因為要顯出神的榮耀
[00:06:30.120 --> 00:06:32.120]  但是這個字
[00:06:32.120 --> 00:06:34.120]  可以有另一個翻譯
[00:06:34.120 --> 00:06:35.120]  很簡單就是
[00:06:35.120 --> 00:06:37.120]  「that」
[00:06:37.120 --> 00:06:38.120]  不是因果
[00:06:38.120 --> 00:06:40.120]  是結果
[00:06:40.120 --> 00:06:41.120]  什麼意思呢
[00:06:41.120 --> 00:06:42.120]  就是說
[00:06:42.120 --> 00:06:43.120]  這裡火燭
[00:06:43.120 --> 00:06:47.120]  所以消防車就來了
[00:06:47.120 --> 00:06:50.120]  那是一個結果
[00:06:50.120 --> 00:06:51.120]  那個不是因果
[00:06:51.120 --> 00:06:53.120]  因為我要消防車來
[00:06:53.120 --> 00:06:56.120]  所以我有火燭
[00:06:56.120 --> 00:06:58.120]  大家可能不太明白
[00:06:58.120 --> 00:07:00.120]  是不是啊
[00:07:00.120 --> 00:07:02.120]  你這樣說就是了
[00:07:02.120 --> 00:07:03.120]  我找到一個翻譯
[00:07:03.120 --> 00:07:04.120]  是一個英文的翻譯
[00:07:04.120 --> 00:07:05.120]  不好意思
[00:07:05.120 --> 00:07:06.120]  沒有中文翻譯
[00:07:06.120 --> 00:07:07.120]  就是Eugene Peterson
[00:07:07.120 --> 00:07:09.120]  他是翻譯了一個
[00:07:09.120 --> 00:07:11.120]  用現代英文
[00:07:11.120 --> 00:07:13.120]  用現代文化翻譯的聖經
[00:07:13.120 --> 00:07:14.120]  叫做《The Message》
[00:07:14.120 --> 00:07:15.120]  他就這樣翻譯
[00:07:15.120 --> 00:07:17.120]  他說耶穌怎麼回答呢
[00:07:17.120 --> 00:07:18.120]  他說
[00:07:18.120 --> 00:07:20.120]  You are asking the wrong question
[00:07:20.120 --> 00:07:22.120]  你問錯問題
[00:07:22.120 --> 00:07:23.120]  不是為什麼
[00:07:23.120 --> 00:07:26.120]  You are looking for someone to blame
[00:07:26.120 --> 00:07:27.120]  用廣東話翻譯
[00:07:27.120 --> 00:07:29.120]  你找人去背鍋而已
[00:07:29.120 --> 00:07:32.120]  There is no such cause effect here
[00:07:32.120 --> 00:07:36.120]  他說這個不是因果的問題
[00:07:36.120 --> 00:07:38.120]  然後最後一句
[00:07:38.120 --> 00:07:41.120]  Look instead for what God can do
[00:07:41.120 --> 00:07:43.120]  我們要看一下
[00:07:43.120 --> 00:07:45.120]  上帝可以做什麼
[00:07:45.120 --> 00:07:48.120]  所以這個不是再是
[00:07:48.120 --> 00:07:49.120]  Why 的問題
[00:07:49.120 --> 00:07:51.120]  為什麼為什麼為什麼
[00:07:51.120 --> 00:07:52.120]  而是How
[00:07:52.120 --> 00:07:56.120]  我怎樣在這個環境裡面
[00:07:56.120 --> 00:07:59.120]  去看到神的作為
[00:07:59.120 --> 00:08:00.120]  作為神的兒女
[00:08:00.120 --> 00:08:02.120]  一個很獨特的地方
[00:08:02.120 --> 00:08:03.120]  在我們困難當中
[00:08:03.120 --> 00:08:04.120]  在我們處處裡面
[00:08:04.120 --> 00:08:06.120]  我們不是沒有出路
[00:08:06.120 --> 00:08:09.120]  上帝起碼讓我們可以
[00:08:09.120 --> 00:08:12.120]  用禱告去到祂的面前
[00:08:12.120 --> 00:08:14.120]  我們用禱告
[00:08:14.120 --> 00:08:17.120]  可以向神去呼求
[00:08:17.120 --> 00:08:21.120]  祂是一位聽禱告的主
[00:08:21.120 --> 00:08:25.120]  愛徒
[00:08:25.120 --> 00:08:27.120]  可能我們在第一次節目當中
[00:08:27.120 --> 00:08:31.120]  或者你們只是面對著不同的絕處
[00:08:31.120 --> 00:08:32.120]  你覺得自己好像在絕處裡面
[00:08:32.120 --> 00:08:36.120]  但是我們在書裡面不是沒有出路
[00:08:36.120 --> 00:08:37.120]  聖經裡面說
[00:08:37.120 --> 00:08:39.120]  剛才在詩歌裡面有一句話
[00:08:39.120 --> 00:08:40.120]  最後結束就是說
[00:08:40.120 --> 00:08:42.120]  抹去淚痕
[00:08:42.120 --> 00:08:44.120]  醫治傷痛
[00:08:44.120 --> 00:08:48.120]  重新經歷主的擁抱
[00:08:48.120 --> 00:08:51.120]  在絕處當中
[00:08:51.120 --> 00:08:54.120]  我們可以看見神的作為
[00:08:54.120 --> 00:08:58.120]  這個是對本身
[00:08:58.120 --> 00:09:01.120]  那個絕處的主角說
[00:09:01.120 --> 00:09:04.120]  但是我們旁邊的人又怎樣呢
[00:09:04.120 --> 00:09:07.120]  所以接著耶穌就說了這番話
[00:09:07.120 --> 00:09:09.120]  我們一起來讀一次
[00:09:09.120 --> 00:09:11.120]  親在白日
[00:09:11.120 --> 00:09:14.120]  我們必須做那差我來者的功
[00:09:14.120 --> 00:09:18.120]  黑暗者能不能做功了
[00:09:18.120 --> 00:09:21.120]  我在世上的時候是世上的光
[00:09:21.120 --> 00:09:22.120]  耶穌說了這話
[00:09:22.120 --> 00:09:24.120]  做到退末在地上
[00:09:24.120 --> 00:09:26.120]  用退末和泥
[00:09:26.120 --> 00:09:28.120]  活在赫子的眼睛上
[00:09:28.120 --> 00:09:29.120]  對他說
[00:09:29.120 --> 00:09:32.120]  你往西羅亞慈子裡去洗
[00:09:32.120 --> 00:09:33.120]  西羅亞返出來
[00:09:33.120 --> 00:09:35.120]  就是奉差遣
[00:09:35.120 --> 00:09:36.120]  但他一洗
[00:09:36.120 --> 00:09:38.120]  回頭就看見了
[00:09:38.120 --> 00:09:42.120]  如果你不是理解剛才那個示要
[00:09:42.120 --> 00:09:45.120]  那個不是因果是結果呢
[00:09:45.120 --> 00:09:47.120]  你就不會明白這段經文
[00:09:47.120 --> 00:09:50.120]  因為接著耶穌就對這班門徒說
[00:09:50.120 --> 00:09:53.120]  你整天在想為什麼為什麼
[00:09:53.120 --> 00:09:55.120]  為什麼要這樣去分析問題
[00:09:55.120 --> 00:09:57.120]  要找出原因
[00:09:57.120 --> 00:09:59.120]  不是 是how
[00:09:59.120 --> 00:10:00.120]  那怎樣呢
[00:10:00.120 --> 00:10:02.120]  親在白日
[00:10:02.120 --> 00:10:05.120]  因為有很多的機會
[00:10:05.120 --> 00:10:07.120]  你過了就沒有了
[00:10:07.120 --> 00:10:09.120]  晚上就做不到事
[00:10:09.120 --> 00:10:11.120]  這個我們現代人不明白
[00:10:11.120 --> 00:10:13.120]  因為很多人晚上才做到事
[00:10:13.120 --> 00:10:15.120]  你有沒有發現我的子女也是
[00:10:15.120 --> 00:10:16.120]  是晚上才做事
[00:10:16.120 --> 00:10:18.120]  白天就睡覺
[00:10:18.120 --> 00:10:19.120]  因為現在有電
[00:10:19.120 --> 00:10:20.120]  以前沒有
[00:10:20.120 --> 00:10:22.120]  晚上真的做不到事
[00:10:22.120 --> 00:10:24.120]  那個機會
[00:10:24.120 --> 00:10:27.120]  見到有人有困難的時候
[00:10:27.120 --> 00:10:30.120]  你就需要去到那裡
[00:10:30.120 --> 00:10:31.120]  去幫他
[00:10:31.120 --> 00:10:33.120]  去給他有希望
[00:10:33.120 --> 00:10:36.120]  過了就過了
[00:10:36.120 --> 00:10:39.120]  疫情期間我不知道你們怎樣
[00:10:39.120 --> 00:10:41.120]  有很多教會在外面
[00:10:41.120 --> 00:10:42.120]  在香港也好
[00:10:42.120 --> 00:10:43.120]  我們自己也有
[00:10:43.120 --> 00:10:45.120]  派口罩
[00:10:45.120 --> 00:10:48.120]  這邊有沒有教會這樣做
[00:10:48.120 --> 00:10:49.120]  派口罩
[00:10:49.120 --> 00:10:51.120]  我記得我們最初時候
[00:10:51.120 --> 00:10:52.120]  最缺乏的時候
[00:10:52.120 --> 00:10:54.120]  有人送了一萬個口罩給我們
[00:10:54.120 --> 00:10:55.120]  我們就去派
[00:10:55.120 --> 00:10:57.120]  半個小時派完
[00:10:57.120 --> 00:10:59.120]  警察來封路
[00:10:59.120 --> 00:11:01.120]  誇張到一個地步
[00:11:01.120 --> 00:11:05.120]  你試一下現在派口罩
[00:11:05.120 --> 00:11:06.120]  是不是
[00:11:06.120 --> 00:11:08.120]  那些什麼消毒藥水
[00:11:08.120 --> 00:11:10.120]  是在超級市場裡面
[00:11:10.120 --> 00:11:12.120]  免費給人拿
[00:11:12.120 --> 00:11:13.120]  那時候多緊張
[00:11:13.120 --> 00:11:14.120]  你明白嗎
[00:11:14.120 --> 00:11:18.120]  那個機會過了就過了
[00:11:18.120 --> 00:11:19.120]  疫情的時候
[00:11:19.120 --> 00:11:20.120]  我們也要落單
[00:11:20.120 --> 00:11:21.120]  我們那個叫做
[00:11:21.120 --> 00:11:22.120]  Save at Home
[00:11:22.120 --> 00:11:23.120]  就是說不要出街
[00:11:23.120 --> 00:11:25.120]  不要上班等等
[00:11:25.120 --> 00:11:27.120]  除非你是Essential Business
[00:11:27.120 --> 00:11:31.120]  即是除非你是必需的服務
[00:11:31.120 --> 00:11:35.120]  當時我們國星就關了
[00:11:35.120 --> 00:11:37.120]  關了第一天
[00:11:37.120 --> 00:11:38.120]  我繼續看
[00:11:38.120 --> 00:11:39.120]  不是的
[00:11:39.120 --> 00:11:43.120]  他說社區服務可以除外
[00:11:43.120 --> 00:11:45.120]  那我們就做社區服務
[00:11:45.120 --> 00:11:47.120]  我們不一定要開
[00:11:47.120 --> 00:11:50.120]  但是你可以開
[00:11:50.120 --> 00:11:54.120]  當時連政府的社區福利處都關了
[00:11:54.120 --> 00:11:56.120]  但是我當時有一個感動
[00:11:56.120 --> 00:11:57.120]  我說這個時候
[00:11:57.120 --> 00:11:59.120]  是不是華人社區
[00:11:59.120 --> 00:12:00.120]  特別華人社區
[00:12:00.120 --> 00:12:02.120]  最需要幫助的時候
[00:12:02.120 --> 00:12:03.120]  但是那個問題
[00:12:03.120 --> 00:12:06.120]  那時候Delta沒有疫苗
[00:12:06.120 --> 00:12:07.120]  很大劑
[00:12:07.120 --> 00:12:08.120]  如果我說要上班
[00:12:08.120 --> 00:12:09.120]  他們回來感染了
[00:12:09.120 --> 00:12:10.120]  有什麼事
[00:12:10.120 --> 00:12:11.120]  我怎麼背
[00:12:11.120 --> 00:12:13.120]  我立刻叫所有主任回來開會
[00:12:13.120 --> 00:12:15.120]  我說怎樣
[00:12:15.120 --> 00:12:16.120]  大家祈禱
[00:12:16.120 --> 00:12:22.120]  覺得這個是我們不能逃避的機會
[00:12:22.120 --> 00:12:24.120]  這個是要拿著
[00:12:24.120 --> 00:12:25.120]  要服侍著的機會
[00:12:25.120 --> 00:12:27.120]  於是我們做了決定
[00:12:27.120 --> 00:12:29.120]  我們繼續開放
[00:12:29.120 --> 00:12:32.120]  那時候幫他們申請失業金
[00:12:32.120 --> 00:12:34.120]  失業金要用英文填的
[00:12:34.120 --> 00:12:35.120]  要很多東西
[00:12:35.120 --> 00:12:37.120]  我們就在幫他們
[00:12:37.120 --> 00:12:42.120]  因為這個緣故在過去這幾年
[00:12:42.120 --> 00:12:43.120]  這三年裡面
[00:12:43.120 --> 00:12:47.120]  整個社區對覺醒
[00:12:47.120 --> 00:12:48.120]  或者對基督教
[00:12:48.120 --> 00:12:50.120]  有一個不同的看法
[00:12:50.120 --> 00:12:52.120]  因為在最困難的時候
[00:12:52.120 --> 00:12:54.120]  誰出來幫他們
[00:12:54.120 --> 00:12:55.120]  不是佛教
[00:12:55.120 --> 00:12:57.120]  慈濟沒有出來
[00:12:57.120 --> 00:13:00.120]  甚至政府很多都沒有出來
[00:13:00.120 --> 00:13:03.120]  反而是基督徒出來幫他們
[00:13:03.120 --> 00:13:06.120]  這個是上帝給我們的一個挑戰
[00:13:06.120 --> 00:13:07.120]  你不要等
[00:13:07.120 --> 00:13:10.120]  如果你見到一個人需要鼓勵
[00:13:10.120 --> 00:13:11.120]  需要關心
[00:13:11.120 --> 00:13:12.120]  你不要等
[00:13:12.120 --> 00:13:14.120]  過了就過了
[00:13:14.120 --> 00:13:18.120]  那個叫做把握時機
[00:13:18.120 --> 00:13:19.120]  第二方面
[00:13:19.120 --> 00:13:23.120]  他叫他們去西羅亞慈子洗
[00:13:23.120 --> 00:13:24.120]  為什麼要去西羅亞
[00:13:24.120 --> 00:13:26.120]  今天你去聖地
[00:13:26.120 --> 00:13:29.120]  你都會去到西羅亞慈子
[00:13:29.120 --> 00:13:31.120]  下一張
[00:13:31.120 --> 00:13:34.120]  當然這個是不是當時那個
[00:13:34.120 --> 00:13:35.120]  我們不知道
[00:13:35.120 --> 00:13:37.120]  為什麼無端端白事
[00:13:37.120 --> 00:13:41.120]  要去西羅亞慈子洗呢
[00:13:41.120 --> 00:13:44.120]  下一張
[00:13:44.120 --> 00:13:47.120]  約翰很明白耶穌的心意
[00:13:47.120 --> 00:13:49.120]  不是那個慈有什麼特別
[00:13:49.120 --> 00:13:51.120]  而是那個慈的名字很特別
[00:13:51.120 --> 00:13:55.120]  他說叫做鳳釵賢
[00:13:55.120 --> 00:13:56.120]  所以這個不是我
[00:13:56.120 --> 00:13:58.120]  我一鼓熱誠想去幫人
[00:13:58.120 --> 00:14:02.120]  這個是上帝給我們的使命
[00:14:02.120 --> 00:14:05.120]  今天教會的目的不是
[00:14:05.120 --> 00:14:06.120]  讓我們每個星期
[00:14:06.120 --> 00:14:08.120]  可以回來坐下聽聽歌
[00:14:08.120 --> 00:14:12.120]  讓我們舒服一點
[00:14:12.120 --> 00:14:15.120]  讓我們覺得跟神親近一點
[00:14:15.120 --> 00:14:17.120]  教會的意思就是
[00:14:17.120 --> 00:14:21.120]  被差遣出去的派人
[00:14:21.120 --> 00:14:24.120]  所以那個是承擔使命
[00:14:24.120 --> 00:14:25.120]  剛才那首歌裡面
[00:14:25.120 --> 00:14:27.120]  特別說了一句話
[00:14:27.120 --> 00:14:28.120]  我很感動
[00:14:28.120 --> 00:14:31.120]  他說在罪惡的世界裡面
[00:14:31.120 --> 00:14:37.120]  去顯出愛心
[00:14:37.120 --> 00:14:40.120]  如果你昨天有來過聚會
[00:14:40.120 --> 00:14:42.120]  我有分享這個故事
[00:14:42.120 --> 00:14:45.120]  今年的農曆新年
[00:14:45.120 --> 00:14:47.120]  在我們所住的地方
[00:14:47.120 --> 00:14:50.120]  發生一件全世界都觸目的事
[00:14:50.120 --> 00:14:52.120]  有一個七十二歲的槍手
[00:14:52.120 --> 00:14:54.120]  拿著一支半自動的機關槍
[00:14:54.120 --> 00:14:56.120]  進入了舞廳
[00:14:56.120 --> 00:14:59.120]  那個舞廳是那些退休的人
[00:14:59.120 --> 00:15:01.120]  去做運動
[00:15:01.120 --> 00:15:03.120]  兩夫婦去跳交際舞的地方
[00:15:03.120 --> 00:15:05.120]  所以發覺死的人全部六七十歲
[00:15:05.120 --> 00:15:09.120]  殺了十個中國人
[00:15:09.120 --> 00:15:11.120]  一個西班牙裔的人
[00:15:11.120 --> 00:15:13.120]  然後他去第二個舞廳
[00:15:13.120 --> 00:15:15.120]  想去殺人
[00:15:15.120 --> 00:15:18.120]  結果有個年輕人搶了槍
[00:15:18.120 --> 00:15:19.120]  然後他走了
[00:15:19.120 --> 00:15:21.120]  然後當警察包圍他的時候
[00:15:21.120 --> 00:15:23.120]  他自殺死了
[00:15:23.120 --> 00:15:26.120]  這件事在連三十晚發生
[00:15:26.120 --> 00:15:29.120]  星期日早上崇拜
[00:15:29.120 --> 00:15:31.120]  我們聽到這個消息
[00:15:31.120 --> 00:15:34.120]  我們瘋了
[00:15:34.120 --> 00:15:36.120]  在美國槍擊案不特別
[00:15:36.120 --> 00:15:37.120]  但是特別的地方
[00:15:37.120 --> 00:15:40.120]  就是在華人社會發生
[00:15:40.120 --> 00:15:43.120]  所以全世界都有播
[00:15:43.120 --> 00:15:49.120]  這個是香港零一的報導
[00:15:49.120 --> 00:15:50.120]  當他們看到的時候
[00:15:50.120 --> 00:15:52.120]  我們沒有說為什麼
[00:15:52.120 --> 00:15:53.120]  為什麼中國人會這樣
[00:15:53.120 --> 00:15:56.120]  為什麼不能解釋
[00:15:56.120 --> 00:15:58.120]  有很多不同的解釋
[00:15:58.120 --> 00:16:00.120]  但是我們問
[00:16:00.120 --> 00:16:02.120]  我們可以做些什麼
[00:16:02.120 --> 00:16:05.120]  當時我覺得不可以再等
[00:16:05.120 --> 00:16:08.120]  我們一定要做些什麼
[00:16:08.120 --> 00:16:11.120]  於是星期二
[00:16:11.120 --> 00:16:13.120]  我們馬上要談
[00:16:13.120 --> 00:16:15.120]  首先我們說不如這樣
[00:16:15.120 --> 00:16:17.120]  我們設立一個熱線
[00:16:17.120 --> 00:16:19.120]  讓他們可以打電話來
[00:16:19.120 --> 00:16:20.120]  特別幫他們
[00:16:20.120 --> 00:16:22.120]  因為是華人社區
[00:16:22.120 --> 00:16:24.120]  第二我們辦了一個講座
[00:16:24.120 --> 00:16:31.120]  就是講怎麼去哀傷輔導
[00:16:31.120 --> 00:16:32.120]  第三
[00:16:32.120 --> 00:16:35.120]  其實當時整份浩角月報
