
[00:00:00.000 --> 00:00:04.420]  大家知道孫晨熙的故事是講什麼的
[00:02:50.480 --> 00:02:52.480]  但因為人的罪性
[00:02:52.480 --> 00:02:54.480]  就是阿拿尼亞夫婦欺騙主
[00:02:54.480 --> 00:02:55.760]  而將整個教會群體
[00:02:55.760 --> 00:02:59.020]  落入一個不完美的狀態
[00:02:59.020 --> 00:03:00.440]  就好像《創世紀》一樣
[00:03:00.440 --> 00:03:02.020]  去到第六章
[00:03:02.020 --> 00:03:04.060]  剛才我叫大家結前一點
[00:03:04.060 --> 00:03:05.560]  你見到作者
[00:03:05.560 --> 00:03:07.560]  描述當時在教會
[00:03:07.560 --> 00:03:09.820]  在照顧上出現了問題
[00:03:09.820 --> 00:03:11.740]  甚麼叫在照顧上出現了問題呢
[00:03:11.740 --> 00:03:15.840]  即是有些人不被照顧
[00:03:15.840 --> 00:03:17.840]  照顧得不夠
[00:03:17.840 --> 00:03:21.160]  有些寡婦沒有人照顧
[00:03:21.160 --> 00:03:23.900]  以及有些講希伯來話
[00:03:23.900 --> 00:03:25.020]  即是講以色列話
[00:03:25.020 --> 00:03:27.320]  以及講希臘話的人
[00:03:27.320 --> 00:03:32.080]  兩班人好像不是很合得來
[00:03:32.080 --> 00:03:34.380]  所以當時的仕途就因著
[00:03:34.380 --> 00:03:36.260]  因著對應這個問題
[00:03:36.260 --> 00:03:39.000]  或者這個情況就選了幾個執事
[00:03:39.000 --> 00:03:41.000]  去管理這些事務
[00:03:41.000 --> 00:03:43.600]  即是執事最初出現的時間
[00:03:43.600 --> 00:03:45.600]  就是肩負起的職務
[00:03:45.600 --> 00:03:47.040]  如果你看第六節
[00:03:47.040 --> 00:03:49.040]  就是管理飯食
[00:03:49.040 --> 00:03:51.040]  即是當時有些人食得不夠
[00:03:51.040 --> 00:03:53.040]  有些人食得很多
[00:03:53.040 --> 00:03:55.040]  所以就找一些執事出來
[00:03:55.040 --> 00:03:57.040]  去管理這件事
[00:03:57.040 --> 00:03:59.040]  當然
[00:03:59.040 --> 00:04:00.080]  現在的執事
[00:04:00.080 --> 00:04:02.080]  當然肩負的責任有不同
[00:04:02.080 --> 00:04:03.080]  第六章講到
[00:04:03.080 --> 00:04:04.640]  在選立執事的時候
[00:04:04.640 --> 00:04:06.640]  史提反就是被提及的執事之一
[00:04:06.640 --> 00:04:08.640]  如果大家手上有聖經
[00:04:08.640 --> 00:04:11.640]  你看到第六章
[00:04:11.640 --> 00:04:13.640]  第五節
[00:04:13.640 --> 00:04:15.640]  我們一起讀
[00:04:15.640 --> 00:04:16.640]  第五節
[00:04:16.640 --> 00:04:18.640]  大眾都喜悅者說
[00:04:18.640 --> 00:04:20.640]  就揀選了史提反
[00:04:20.640 --> 00:04:22.640]  乃是大有信心
[00:04:22.640 --> 00:04:24.640]  聖靈充滿的人
[00:04:24.640 --> 00:04:30.640]  又揀選了肥利、巴羅哥羅、尼加羅、提門、巴米娜
[00:04:30.640 --> 00:04:33.640]  並進猶太教的安提亞人尼戈拉
[00:04:33.640 --> 00:04:36.640]  聖經描述史提反是一個甚麼人
[00:04:36.640 --> 00:04:38.640]  大有信心
[00:04:38.640 --> 00:04:40.640]  聖靈充滿
[00:04:40.640 --> 00:04:43.640]  你有沒有信心?
[00:04:43.640 --> 00:04:45.640]  你是否大有信心?
[00:04:45.640 --> 00:04:47.640]  你是否聖靈充滿?
[00:04:47.640 --> 00:04:48.640]  你問問你旁邊那個
[00:04:48.640 --> 00:04:49.640]  你是否聖靈充滿?
[00:04:49.640 --> 00:04:51.640]  你看他是不是聖靈充滿?
[00:04:51.640 --> 00:04:52.640]  你看他的眼睛
[00:04:52.640 --> 00:04:54.640]  是不是流露出聖靈充滿?
[00:04:54.640 --> 00:04:58.640]  今天我們主要講
[00:04:58.640 --> 00:04:59.640]  就是史提反
[00:04:59.640 --> 00:05:01.640]  一提到史提反
[00:05:01.640 --> 00:05:03.640]  就會聯想到今天的主題
[00:05:03.640 --> 00:05:04.640]  今天的講題
[00:05:04.640 --> 00:05:06.640]  殉道
[00:05:06.640 --> 00:05:07.640]  甚麼是殉道呢?
[00:05:07.640 --> 00:05:10.640]  殉道就是為了你的信仰而見證
[00:05:10.640 --> 00:05:11.640]  去到一個地步
[00:05:11.640 --> 00:05:13.640]  就是把你的命都給了他
[00:05:13.640 --> 00:05:15.640]  所以不單止有殉道
[00:05:15.640 --> 00:05:17.640]  剛才說有殉情
[00:05:17.640 --> 00:05:18.640]  是不是?
[00:05:18.640 --> 00:05:19.640]  因為
[00:05:19.640 --> 00:05:20.640]  不行的
[00:05:20.640 --> 00:05:22.640]  羅馬與朱禮業就是當時的封建制度
[00:05:22.640 --> 00:05:25.640]  所以他們原先一個死
[00:05:25.640 --> 00:05:27.640]  後來兩個都死了
[00:05:27.640 --> 00:05:29.640]  或者剛才那段新聞
[00:05:29.640 --> 00:05:32.640]  在沙田、馬鞍山那對夫婦
[00:05:32.640 --> 00:05:34.640]  不單止有殉道
[00:05:34.640 --> 00:05:35.640]  有殉情
[00:05:35.640 --> 00:05:36.640]  還有殉國
[00:05:36.640 --> 00:05:37.640]  是不是?
[00:05:37.640 --> 00:05:39.640]  即是為了你的國家而捐他
[00:05:39.640 --> 00:05:40.640]  是不是?
[00:05:40.640 --> 00:05:42.640]  史提反為甚麼殉道呢?
[00:05:42.640 --> 00:05:44.640]  因為耶穌
[00:05:44.640 --> 00:05:45.640]  因為耶穌被殺之後
[00:05:45.640 --> 00:05:47.640]  我講過當時的宗教領袖
[00:05:47.640 --> 00:05:50.640]  即是弄死、逼死耶穌的那些
[00:05:50.640 --> 00:05:54.640]  文士、濟世、法利賽人
[00:05:54.640 --> 00:05:56.640]  都怕耶穌
[00:05:56.640 --> 00:05:58.640]  耶穌已經死了
[00:05:58.640 --> 00:06:00.640]  但他仍然有些門徒
[00:06:00.640 --> 00:06:02.640]  跟隨他的人
[00:06:02.640 --> 00:06:05.640]  怕他們借勢再起
[00:06:05.640 --> 00:06:07.640]  由前幾章開始我們已經講
[00:06:07.640 --> 00:06:11.640]  彼得和約翰在耶路撒冷行神蹟
[00:06:11.640 --> 00:06:13.640]  有見證
[00:06:13.640 --> 00:06:15.640]  一行神蹟會怎樣?
[00:06:15.640 --> 00:06:17.640]  那些人會起哄
[00:06:17.640 --> 00:06:19.640]  你試試出去行神蹟
[00:06:19.640 --> 00:06:21.640]  即是如果你行到
[00:06:21.640 --> 00:06:23.640]  你在空中行
[00:06:23.640 --> 00:06:24.640]  即是空中、凌空行
[00:06:24.640 --> 00:06:26.640]  那些人很多會嘔起哄
[00:06:26.640 --> 00:06:28.640]  馬上很多記者跟隨你
[00:06:28.640 --> 00:06:29.640]  整個香港都會知道
[00:06:29.640 --> 00:06:31.640]  當時的情況就是這樣
[00:06:31.640 --> 00:06:35.640]  當彼得去行神蹟
[00:06:35.640 --> 00:06:37.640]  當時全部人都知道
[00:06:37.640 --> 00:06:39.640]  連那些濟師都知道
[00:06:39.640 --> 00:06:47.640]  所以就更加提防他們
[00:06:47.640 --> 00:06:49.640]  第七章基本上
[00:06:49.640 --> 00:06:53.640]  整章都是史提反講的東西
[00:06:53.640 --> 00:06:55.640]  史提反講章的總結就是
[00:06:55.640 --> 00:06:58.640]  福音整傳人的叛逆
[00:06:58.640 --> 00:07:00.640]  昨天沒有講到大綱
[00:07:00.640 --> 00:07:01.640]  今天有講到大綱
[00:07:01.640 --> 00:07:04.640]  大家可以長話短說
[00:07:04.640 --> 00:07:06.640]  引致史提反殉道
[00:07:06.640 --> 00:07:09.640]  就是因為宗教理由
[00:07:09.640 --> 00:07:11.640]  因為當時的宗教理由
[00:07:11.640 --> 00:07:13.640]  常常都想捉痛腳
[00:07:13.640 --> 00:07:14.640]  捉耶穌的痛腳
[00:07:14.640 --> 00:07:16.640]  耶穌的痛腳被他捉到
[00:07:16.640 --> 00:07:18.640]  就是安息日醫病
[00:07:18.640 --> 00:07:22.640]  所以就搞著把耶穌釘死
[00:07:22.640 --> 00:07:25.640]  對史提反都有一個痛腳
[00:07:25.640 --> 00:07:27.640]  就是去踐踏聖殿
[00:07:27.640 --> 00:07:31.640]  回看第七章開頭的時候
[00:07:31.640 --> 00:07:33.640]  踐踏聖殿對猶太人來說
[00:07:33.640 --> 00:07:35.640]  是一個很嚴重的指控
[00:07:35.640 --> 00:07:36.640]  面對著這個指控
[00:07:36.640 --> 00:07:38.640]  史提反就作出了回應
[00:07:38.640 --> 00:07:40.640]  他就一口氣
[00:07:40.640 --> 00:07:43.640]  將整個福音講了一次
[00:07:43.640 --> 00:07:45.640]  就是由第二節
[00:07:45.640 --> 00:07:49.640]  一直講到第五十三節
[00:07:49.640 --> 00:07:51.640]  今天沒有打算
[00:07:51.640 --> 00:07:53.640]  跟大家講史提反的講章
[00:07:53.640 --> 00:07:58.640]  但我就很鼓勵你回去看這章
[00:07:58.640 --> 00:08:01.640]  他這章由創世的開始講
[00:08:01.640 --> 00:08:03.640]  講到耶穌被釘十字架
[00:08:03.640 --> 00:08:05.640]  很清楚
[00:08:05.640 --> 00:08:06.640]  你看完之後
[00:08:06.640 --> 00:08:07.640]  對福音有一個很概括
[00:08:07.640 --> 00:08:09.640]  或者很整全的認識
[00:08:09.640 --> 00:08:11.640]  但當時史提反對於
[00:08:11.640 --> 00:08:12.640]  自己被指控踐踏聖殿
[00:08:12.640 --> 00:08:14.640]  作出的回應是甚麼呢
[00:08:14.640 --> 00:08:15.640]  今天跟大家看的經文
[00:08:15.640 --> 00:08:17.640]  就截錄了一段
[00:08:17.640 --> 00:08:18.640]  他的講章的一段
[00:08:18.640 --> 00:08:20.640]  最後部分的一段
[00:08:20.640 --> 00:08:23.640]  就是44至53節
[00:08:23.640 --> 00:08:24.640]  史提反講章的一部分
[00:08:24.640 --> 00:08:26.640]  就想說猶太人
[00:08:26.640 --> 00:08:28.640]  特別是
[00:08:28.640 --> 00:08:30.640]  他這篇講章的對象是誰呢
[00:08:30.640 --> 00:08:32.640]  就是那些宗教領袖
[00:08:32.640 --> 00:08:34.640]  指控他的那些
[00:08:34.640 --> 00:08:37.640]  祭司、文士、法利賽人
[00:08:37.640 --> 00:08:39.640]  告訴他們
[00:08:39.640 --> 00:08:42.640]  你們做這麼多宗教上表面的事
[00:08:42.640 --> 00:08:43.640]  是沒有用的
[00:08:43.640 --> 00:08:45.640]  神要人是一個信服的心
[00:08:45.640 --> 00:08:46.640]  祭司和法利賽人
[00:08:46.640 --> 00:08:48.640]  做了很多表面的事
[00:08:48.640 --> 00:08:49.640]  如果你看福音書就知道
[00:08:49.640 --> 00:08:51.640]  耶穌經常說那些法利賽人
[00:08:51.640 --> 00:08:53.640]  祈禱又要在十字路口祈禱
[00:08:53.640 --> 00:08:55.640]  要做給別人看
[00:08:55.640 --> 00:08:59.640]  史提反就要拿自己被指控
[00:08:59.640 --> 00:09:02.640]  為踐踏聖殿的這個例子
[00:09:02.640 --> 00:09:05.640]  從摩西講到約書亞
[00:09:05.640 --> 00:09:06.640]  講到大圍
[00:09:06.640 --> 00:09:08.640]  講到所羅門
[00:09:08.640 --> 00:09:09.640]  去到所羅門的時候
[00:09:09.640 --> 00:09:12.640]  聖殿終於被建成了
[00:09:12.640 --> 00:09:14.640]  由摩西到約書亞是會幕
[00:09:14.640 --> 00:09:15.640]  當時沒有聖殿
[00:09:15.640 --> 00:09:16.640]  會幕是可以動的
[00:09:16.640 --> 00:09:17.640]  搬來搬去
[00:09:18.640 --> 00:09:20.640]  當聖殿被建好的時候
[00:09:20.640 --> 00:09:22.640]  人以為一定是神很開心
[00:09:22.640 --> 00:09:24.640]  因為神一定在聖殿裏面
[00:09:24.640 --> 00:09:26.640]  但是史提反怎樣說?
[00:09:26.640 --> 00:09:27.640]  第48節
[00:09:27.640 --> 00:09:28.640]  48節我們一起讀
[00:09:28.640 --> 00:09:29.640]  是今個月的金句
[00:09:29.640 --> 00:09:30.640]  48節
[00:09:30.640 --> 00:09:31.640]  其實
[00:09:31.640 --> 00:09:34.640]  至高者並不著人手所做的
[00:09:34.640 --> 00:09:35.640]  就如先知所言
[00:09:35.640 --> 00:09:37.640]  後面就是先知說的
[00:09:37.640 --> 00:09:38.640]  先知說什麼?
[00:09:38.640 --> 00:09:40.640]  他說天是我的座位
[00:09:40.640 --> 00:09:42.640]  地是我的腳凳
[00:09:42.640 --> 00:09:44.640]  大家明白為什麼嗎?
[00:09:45.640 --> 00:09:48.640]  如果說的俗一點
[00:09:48.640 --> 00:09:52.640]  神是坐在天上
[00:09:52.640 --> 00:09:54.640]  腳是晾在地上
[00:09:54.640 --> 00:09:56.640]  你有什麼可以
[00:09:56.640 --> 00:09:58.640]  叫神在裏面呢?
[00:09:58.640 --> 00:09:59.640]  是不是?
[00:09:59.640 --> 00:10:03.640]  其實神不在人手所做的
[00:10:03.640 --> 00:10:04.640]  或者
[00:10:04.640 --> 00:10:06.640]  俗一點說
[00:10:06.640 --> 00:10:07.640]  你不要以為
[00:10:07.640 --> 00:10:08.640]  做這麼多表面的事情
[00:10:08.640 --> 00:10:10.640]  就真的能過關
[00:10:10.640 --> 00:10:12.640]  對於宗教領袖來說
[00:10:12.640 --> 00:10:14.640]  神要是人的心
[00:10:14.640 --> 00:10:17.640]  並不是要你做一些表面的事情
[00:10:17.640 --> 00:10:20.640]  神實在好知道我們一種渴求
[00:10:20.640 --> 00:10:22.640]  人的渴求就是渴求什麼?
[00:10:22.640 --> 00:10:24.640]  很實在的東西
[00:10:24.640 --> 00:10:25.640]  要捉得到
[00:10:25.640 --> 00:10:26.640]  要摸得到
[00:10:26.640 --> 00:10:28.640]  見得到的東西
[00:10:28.640 --> 00:10:30.640]  所以人要建聖殿
[00:10:30.640 --> 00:10:32.640]  以為一個很金碧輝煌的聖殿
[00:10:32.640 --> 00:10:33.640]  的建築物
[00:10:33.640 --> 00:10:34.640]  神就在裏面
[00:10:34.640 --> 00:10:37.640]  但是錯了
[00:10:37.640 --> 00:10:39.640]  錯了
[00:10:39.640 --> 00:10:40.640]  所以聖經也說
[00:10:40.640 --> 00:10:46.640]  其實神至高者不是住在人手所做
[00:10:46.640 --> 00:10:48.640]  聖經裏面說到
[00:10:48.640 --> 00:10:49.640]  神不是住在人手所做
[00:10:49.640 --> 00:10:51.640]  斯文如果真的
[00:10:51.640 --> 00:10:54.640]  建造一些極其華麗的殿宇
[00:10:54.640 --> 00:10:56.640]  跟其他宗教有什麼不同呢?
[00:10:56.640 --> 00:10:57.640]  是不是?
[00:10:57.640 --> 00:10:59.640]  佛教的殿宇也很漂亮
[00:10:59.640 --> 00:11:00.640]  或者
[00:11:00.640 --> 00:11:02.640]  其他不同的宗教的殿宇也很漂亮
[00:11:02.640 --> 00:11:05.640]  所以這個也要跟神
[00:11:05.640 --> 00:11:06.640]  怎樣彰顯自己
[00:11:06.640 --> 00:11:08.640]  昨天我一直問大家
[00:11:08.640 --> 00:11:10.640]  聖經不是說沒有人見過神嗎?
[00:11:10.640 --> 00:11:11.640]  是不是?
[00:11:11.640 --> 00:11:13.640]  從來沒有人見過神
[00:11:13.640 --> 00:11:15.640]  你知不知道為什麼沒有人見過神?
[00:11:15.640 --> 00:11:19.640]  因為見過會死
[00:11:19.640 --> 00:11:20.640]  是不可以的
[00:11:20.640 --> 00:11:21.640]  見過會死
[00:11:21.640 --> 00:11:22.640]  還有我想其中一樣東西
[00:11:22.640 --> 00:11:24.640]  就是當人見過神的時候
[00:11:24.640 --> 00:11:26.640]  他就會做一個
[00:11:26.640 --> 00:11:28.640]  見過神的樣子出來
[00:11:28.640 --> 00:11:30.640]  就會去拜祂
[00:11:30.640 --> 00:11:31.640]  明白嗎?
[00:11:31.640 --> 00:11:33.640]  神是這樣的
[00:11:33.640 --> 00:11:35.640]  所以所有偶像
[00:11:35.640 --> 00:11:36.640]  都有一個形體
[00:11:36.640 --> 00:11:38.640]  你有沒有發覺
[00:11:38.640 --> 00:11:40.640]  黃大仙是怎樣的?
[00:11:40.640 --> 00:11:41.640]  關公是怎樣的?
[00:11:41.640 --> 00:11:42.640]  觀音是怎樣的?
[00:11:42.640 --> 00:11:44.640]  是有一個形體的
[00:11:44.640 --> 00:11:45.640]  但是
[00:11:45.640 --> 00:11:47.640]  基督教有沒有形體的?
[00:11:47.640 --> 00:11:48.640]  是沒有的
[00:11:48.640 --> 00:11:50.640]  你看看這個
[00:11:50.640 --> 00:11:52.640]  只有一個十字架
[00:11:52.640 --> 00:11:54.640]  是沒有形體的
[00:11:54.640 --> 00:11:55.640]  但是如果
[00:11:55.640 --> 00:11:56.640]  如果有人見過神
[00:11:56.640 --> 00:11:57.640]  就會做一個有形體的
[00:11:57.640 --> 00:11:59.640]  是這樣的
[00:11:59.640 --> 00:12:00.640]  所以
[00:12:00.640 --> 00:12:03.640]  我想神也不讓人見到祂
[00:12:06.640 --> 00:12:08.640]  福音是整全人的叛逆
[00:12:08.640 --> 00:12:10.640]  這是第一點
[00:12:10.640 --> 00:12:12.640]  第二點是和大家說
[00:12:12.640 --> 00:12:13.640]  和大家思想
[00:12:13.640 --> 00:12:14.640]  在這段經文裏
[00:12:14.640 --> 00:12:15.640]  我想說
[00:12:15.640 --> 00:12:16.640]  如果我們明白神
[00:12:16.640 --> 00:12:18.640]  我們理解神的時候
[00:12:18.640 --> 00:12:20.640]  我們就會迎向神
[00:12:20.640 --> 00:12:22.640]  我們明白神
[00:12:22.640 --> 00:12:23.640]  理解神的時候
[00:12:23.640 --> 00:12:24.640]  我們就會迎向神
[00:12:24.640 --> 00:12:26.640]  我們讀54至56節
[00:12:26.640 --> 00:12:28.640]  第54節起
[00:12:36.640 --> 00:12:39.640]  「我看見耶穌站在神的右邊」
[00:12:39.640 --> 00:12:41.640]  「我看見天開了」
[00:12:41.640 --> 00:12:44.640]  「人只站在神的右邊」
[00:12:44.640 --> 00:12:47.640]  阿希麻煩開港島的炮
[00:12:47.640 --> 00:12:51.640]  這幾節經文形容誰呢?
[00:12:51.640 --> 00:12:54.640]  就是形容屎提反
[00:12:54.640 --> 00:12:58.640]  聖經介紹他出場的時候
[00:12:58.640 --> 00:13:00.640]  其中一個對他的描述就是
[00:13:00.640 --> 00:13:02.640]  「聖靈充滿」
[00:13:02.640 --> 00:13:05.640]  而到了現在這個時間
[00:13:05.640 --> 00:13:07.640]  即是剛才讀的那幾節經文
[00:13:07.640 --> 00:13:09.640]  屎提反差不多要死了
[00:13:09.640 --> 00:13:11.640]  要殉道了
[00:13:11.640 --> 00:13:14.640]  聖經對他的描述
[00:13:14.640 --> 00:13:16.640]  也是「聖靈充滿」
[00:13:16.640 --> 00:13:18.640]  挺好的
[00:13:18.640 --> 00:13:21.640]  你想不想被人描述
[00:13:21.640 --> 00:13:23.640]  你是「聖靈充滿」?
[00:13:23.640 --> 00:13:25.640]  你想不想?
[00:13:25.640 --> 00:13:26.640]  想呀?
[00:13:26.640 --> 00:13:27.640]  想不想?
[00:13:27.640 --> 00:13:28.640]  沒有反應的
[00:13:28.640 --> 00:13:29.640]  想不想?
[00:13:29.640 --> 00:13:34.640]  這裡說眾人是何許人
[00:13:34.640 --> 00:13:36.640]  這裡有一幅畫
[00:13:36.640 --> 00:13:39.640]  有人拿著石頭打屎提反
[00:13:39.640 --> 00:13:42.640]  他們即時的反應是
[00:13:42.640 --> 00:13:44.640]  群眾聽見屎提反的話
[00:13:44.640 --> 00:13:50.640]  屎提反說
[00:13:50.640 --> 00:13:54.640]  「你們將先知預言要來的那個」
[00:13:54.640 --> 00:13:58.640]  「為他預備道路的那個殺了」
[00:13:58.640 --> 00:13:59.640]  即是誰呢?
[00:13:59.640 --> 00:14:00.640]  施洗約翰
[00:14:00.640 --> 00:14:04.640]  「還要殺來拯救釋放人的那個」
[00:14:04.640 --> 00:14:05.640]  即是耶穌基督
[00:14:05.640 --> 00:14:07.640]  屎提反還說
[00:14:07.640 --> 00:14:09.640]  「你們跟你們祖先一樣」
[00:14:09.640 --> 00:14:11.640]  「你們祖先都是那麼叛逆」
[00:14:11.640 --> 00:14:12.640]  「都那麼叛逆神」
[00:14:12.640 --> 00:14:14.640]  所以人們一聽見屎提反的話
[00:14:14.640 --> 00:14:16.640]  就極其老奴
[00:14:16.640 --> 00:14:17.640]  硬話切齒
[00:14:17.640 --> 00:14:19.640]  即是很不忿氣
[00:14:19.640 --> 00:14:20.640]  或者很不滿
[00:14:20.640 --> 00:14:22.640]  屎提反所說的話
[00:14:22.640 --> 00:14:24.640]  但相反
[00:14:24.640 --> 00:14:28.640]  神卻親自向屎提反顯現
[00:14:29.640 --> 00:14:30.640]  屎提反說
[00:14:30.640 --> 00:14:32.640]  「他看見天使開了」
[00:14:32.640 --> 00:14:33.640]  阿希羅第二章
[00:14:33.640 --> 00:14:36.640]  「人子站在神的右邊」
[00:14:36.640 --> 00:14:38.640]  「並且看見神的榮耀」
[00:14:38.640 --> 00:14:43.640]  那些話是將聖經畫出來的
[00:14:43.640 --> 00:14:48.640]  屎提反在聖經當中的時間
[00:14:48.640 --> 00:14:50.640]  都是被主的靈大大充滿
[00:14:50.640 --> 00:14:53.640]  即是說屎提反是一個很明白神
[00:14:53.640 --> 00:14:55.640]  很理解神
[00:14:55.640 --> 00:14:56.640]  很知道神
[00:14:56.640 --> 00:14:58.640]  很認識神的一個人
[00:14:58.640 --> 00:15:00.640]  這樣的一個人
[00:15:00.640 --> 00:15:02.640]  一定是迎向神的
[00:15:02.640 --> 00:15:06.640]  昨天我也有講這個例子
[00:15:06.640 --> 00:15:08.640]  就是我們去泰北
[00:15:08.640 --> 00:15:09.640]  我們去泰北
[00:15:09.640 --> 00:15:13.640]  這次我們去做一間教會
[00:15:13.640 --> 00:15:17.640]  在山區一間很小的教會
[00:15:17.640 --> 00:15:19.640]  我們從來沒有去過
[00:15:19.640 --> 00:15:23.640]  連何婉儀去了泰北那麼多次
[00:15:23.640 --> 00:15:25.640]  都沒有去過這間教會
[00:15:28.640 --> 00:15:30.640]  這間教會我們十幾個弟兄姊妹
[00:15:30.640 --> 00:15:31.640]  有大有小
[00:15:31.640 --> 00:15:32.640]  毫不約而同
[00:15:32.640 --> 00:15:34.640]  無論是大人還是小朋友
[00:15:34.640 --> 00:15:37.640]  都很有感覺
[00:15:37.640 --> 00:15:39.640]  很有感動
[00:15:39.640 --> 00:15:41.640]  連我兒子都覺得
[00:15:41.640 --> 00:15:44.640]  很想去
[00:15:44.640 --> 00:15:45.640]  知道多一點
[00:15:45.640 --> 00:15:47.640]  很想再去
[00:15:47.640 --> 00:15:53.640]  這間教會是在泰北山區的小鎮
[00:15:53.640 --> 00:15:54.640]  這個小鎮我們去過
[00:15:54.640 --> 00:15:56.640]  但這間教會我們沒有去過
[00:15:56.640 --> 00:15:57.640]  很特別
[00:15:57.640 --> 00:15:59.640]  這間教會有一個特別的地方
[00:15:59.640 --> 00:16:01.640]  我們一群人一起去
[00:16:01.640 --> 00:16:04.640]  走過了都不知道那間教會在那裡
[00:16:04.640 --> 00:16:06.640]  那間教會太不起眼
[00:16:06.640 --> 00:16:08.640]  一進入那間教會
[00:16:08.640 --> 00:16:09.640]  就覺得
[00:16:09.640 --> 00:16:12.640]  真的很缺乏
[00:16:12.640 --> 00:16:14.640]  簡陋
[00:16:14.640 --> 00:16:16.640]  那間教會是這樣的
[00:16:16.640 --> 00:16:17.640]  一個鋅鐵皮
[00:16:17.640 --> 00:16:19.640]  中間有一條柱
[00:16:19.640 --> 00:16:21.640]  那條柱是一條木方
[00:16:21.640 --> 00:16:23.640]  木方撐著
[00:16:23.640 --> 00:16:26.640]  天花有兩三個洞
[00:16:26.640 --> 00:16:27.640]  有兩三個大洞
[00:16:27.640 --> 00:16:29.640]  很簡陋
[00:16:29.640 --> 00:16:34.640]  我第一個感覺進去
[00:16:34.640 --> 00:16:39.640]  甚麼
[00:16:39.640 --> 00:16:41.640]  我們給甚麼他都要到
[00:16:41.640 --> 00:16:42.640]  他都有用
[00:16:42.640 --> 00:16:44.640]  給甚麼舊衣服有用
[00:16:44.640 --> 00:16:46.640]  舊文具有用
