
[00:00:00.000 --> 00:00:01.360]  各位親愛的大英姊妹你們好
[00:02:57.700 --> 00:03:00.700]  而我家裡都比較節儉
[00:03:00.700 --> 00:03:03.700]  但是我爸爸都會在聖誕節的時候
[00:03:03.700 --> 00:03:06.700]  就會送一點東西給我們
[00:03:06.700 --> 00:03:08.700]  騙我們有聖誕老人
[00:03:08.700 --> 00:03:12.700]  竟然叫我們掛一些東西在床頭前面
[00:03:12.700 --> 00:03:14.700]  我們還是很小的時候
[00:03:14.700 --> 00:03:16.700]  爸爸就會買一些禮物送給我們
[00:03:16.700 --> 00:03:19.700]  還有就是我們都會去吃聖誕大餐
[00:03:19.700 --> 00:03:21.700]  我小時候特別美而憐
[00:03:21.700 --> 00:03:22.700]  已經收拾好了
[00:03:22.700 --> 00:03:24.700]  十幾個送的
[00:03:24.700 --> 00:03:26.700]  不過是很少的
[00:03:26.700 --> 00:03:29.700]  很多人都享受聖誕假期
[00:03:29.700 --> 00:03:32.700]  有些小朋友更加重視聖誕節的禮物
[00:03:32.700 --> 00:03:35.700]  但是忽略了聖誕節的真正意義
[00:03:35.700 --> 00:03:39.700]  而基督徒每一年都會聽到聖誕節的信息
[00:03:39.700 --> 00:03:42.700]  所以有時候我們反而聽慣了
[00:03:42.700 --> 00:03:44.700]  輕忽了我們所面對的
[00:03:44.700 --> 00:03:47.700]  現在再跟大家分享聖誕節的意義
[00:03:47.700 --> 00:03:48.700]  以及我們怎麼回應
[00:03:48.700 --> 00:03:51.700]  第一我們拆的字就是「聖」字
[00:03:51.700 --> 00:03:52.700]  「聖」是什麼意思呢
[00:03:52.700 --> 00:03:53.700]  就是與眾不同
[00:03:53.700 --> 00:03:55.700]  當我們想到「聖」的時候
[00:03:55.700 --> 00:03:56.700]  只要「聖節」
[00:03:56.700 --> 00:03:59.700]  為什麼耶穌降生的日子
[00:03:59.700 --> 00:04:01.700]  被稱為聖誕節呢
[00:04:01.700 --> 00:04:04.700]  而你和我生日的日子
[00:04:04.700 --> 00:04:06.700]  絕對不會稱為聖誕
[00:04:06.700 --> 00:04:08.700]  為什麼呢
[00:04:08.700 --> 00:04:11.700]  因為主耶穌一督是「道成肉身」
[00:04:11.700 --> 00:04:13.700]  就是神成為人
[00:04:13.700 --> 00:04:16.700]  我們每一個人都是因為父母相愛
[00:04:16.700 --> 00:04:19.700]  然後我們有親密的關係
[00:04:19.700 --> 00:04:22.700]  而他們來帶去孕育著我們
[00:04:22.700 --> 00:04:27.700]  我們每一個人都秉承著父母的特性
[00:04:27.700 --> 00:04:30.700]  包括了他的好處
[00:04:30.700 --> 00:04:33.700]  但是同樣包括了他的不足的地方
[00:04:33.700 --> 00:04:36.700]  所以我們都有這個罪性
[00:04:36.700 --> 00:04:38.700]  我們有犯罪的傾向
[00:04:38.700 --> 00:04:41.700]  但是聖誕節就是紀念耶穌基督的降生
[00:04:41.700 --> 00:04:44.700]  耶穌基督絕對不是因為人的情慾而生
[00:04:44.700 --> 00:04:48.700]  是聖靈藉著瑪利亞去懷孕
[00:04:48.700 --> 00:04:50.700]  某個程度我們現在容易明白了
[00:04:50.700 --> 00:04:52.700]  瑪利亞就是代母
[00:04:52.700 --> 00:04:56.700]  用她的身體孕育著耶穌來出生
[00:04:56.700 --> 00:04:58.700]  在人類歷史裡面
[00:04:58.700 --> 00:05:00.700]  她的出生是與別不同的
[00:05:00.700 --> 00:05:02.700]  但是不要忘記「聖」這個字
[00:05:02.700 --> 00:05:06.700]  「聖節」其實真正的基本意思
[00:05:06.700 --> 00:05:08.700]  不只是指道德上的好
[00:05:08.700 --> 00:05:11.700]  是指分別出來
[00:05:11.700 --> 00:05:13.700]  就是分別為聖
[00:05:13.700 --> 00:05:15.700]  主耶穌的降生
[00:05:15.700 --> 00:05:18.700]  毀實是與其他人有很大的分別
[00:05:18.700 --> 00:05:22.700]  但是主耶穌的降生其實一早已經預言了
[00:05:22.700 --> 00:05:24.700]  我們馬上會想到
[00:05:24.700 --> 00:05:26.700]  剛才《When a Child is Born》
[00:05:26.700 --> 00:05:28.700]  可能我們又會想起《二賽書》第九章
[00:05:28.700 --> 00:05:30.700]  有些嬰孩為我們而生
[00:05:30.700 --> 00:05:32.700]  政權擔在肩頭上面
[00:05:32.700 --> 00:05:37.700]  但是其實這個預言是更早的
[00:05:37.700 --> 00:05:42.700]  就是在《創世紀》的第三章的第十五節
[00:05:42.700 --> 00:05:45.700]  我們一起來聽一聽二汪徳去讀出
[00:05:45.700 --> 00:05:49.700]  我又要叫你和女人彼此為仇
[00:05:49.700 --> 00:05:53.700]  你的後裔和女人的後裔也彼此為仇
[00:05:53.700 --> 00:05:55.700]  女人的後裔要傷你的頭
[00:05:55.700 --> 00:05:58.700]  你要傷她的腳筋
[00:05:58.700 --> 00:06:00.700]  這段經文我會更加詳細解釋
[00:06:00.700 --> 00:06:03.700]  在下一年的一月中之後
[00:06:03.700 --> 00:06:05.700]  因為下一年是蛇年
[00:06:05.700 --> 00:06:07.700]  熟悉的我都知道
[00:06:07.700 --> 00:06:09.700]  我會按照生肖來講編導
[00:06:09.700 --> 00:06:11.700]  我會講蛇年話寫的時候
[00:06:11.700 --> 00:06:14.700]  第一段就會講到這一方面
[00:06:14.700 --> 00:06:18.700]  你會留意到猶太人是以男性作為中心的
[00:06:18.700 --> 00:06:21.700]  所以人是稱為男人的後裔
[00:06:21.700 --> 00:06:24.700]  但是當人犯罪之後
[00:06:24.700 --> 00:06:27.700]  在《創世紀》第三章第十五節
[00:06:27.700 --> 00:06:30.700]  神就馬上已經宣告了一件事
[00:06:30.700 --> 00:06:33.700]  我要叫你和女人彼此為仇
[00:06:33.700 --> 00:06:38.700]  你的後裔和女人的後裔也彼此為仇
[00:06:38.700 --> 00:06:41.700]  他特別提到女人的後裔
[00:06:41.700 --> 00:06:44.700]  這是指特別會有一個女人
[00:06:44.700 --> 00:06:47.700]  她的後裔會和蛇年彼此為仇
[00:06:47.700 --> 00:06:54.700]  這個就是我們的神宣告了未來的救贖
[00:06:54.700 --> 00:06:58.700]  所以為什麼每一個希伯來婦人
[00:06:58.700 --> 00:07:01.700]  他們很渴望自己會有寶寶
[00:07:01.700 --> 00:07:04.700]  就是希望我就是那個女人
[00:07:04.700 --> 00:07:07.700]  所以如果一個女性
[00:07:07.700 --> 00:07:10.700]  她見到分大不能生寶寶的時候
[00:07:10.700 --> 00:07:12.700]  是覺得一個羞辱
[00:07:12.700 --> 00:07:13.700]  因為為什麼呢
[00:07:13.700 --> 00:07:15.700]  神是完全不會祝福她
[00:07:15.700 --> 00:07:17.700]  因為她沒有機會生寶寶
[00:07:17.700 --> 00:07:19.700]  連基本的機會她都沒有了
[00:07:19.700 --> 00:07:22.700]  所以你明白這個背景
[00:07:22.700 --> 00:07:24.700]  你就明白為什麼那些不能生寶寶的人
[00:07:24.700 --> 00:07:26.700]  是覺得很羞恥
[00:07:26.700 --> 00:07:30.700]  就好像撒姆爾的媽媽哈娜
[00:07:30.700 --> 00:07:32.700]  雖然她丈夫很愛她
[00:07:32.700 --> 00:07:34.700]  但是她沒有小孩生的時候
[00:07:34.700 --> 00:07:37.700]  就被一個妾侍輕視她就是這個原因
[00:07:37.700 --> 00:07:39.700]  好了 求母先知
[00:07:39.700 --> 00:07:41.700]  以塞亞更加清楚指出
[00:07:41.700 --> 00:07:44.700]  這位救世主是怎樣的本質
[00:07:44.700 --> 00:07:50.700]  就是在自塞亞書第七章第14節裡面說到
[00:07:50.700 --> 00:07:52.700]  他說必有童女
[00:07:52.700 --> 00:07:55.700]  童女不是未婚懷孕那些
[00:07:55.700 --> 00:07:57.700]  在當時如果未婚懷孕
[00:07:57.700 --> 00:07:59.700]  是會受很嚴重的刑罰的
[00:07:59.700 --> 00:08:01.700]  他必有童女懷孕
[00:08:01.700 --> 00:08:04.700]  生子給他起名叫以馬內利
[00:08:04.700 --> 00:08:06.700]  以馬內利就是神與我們同在
[00:08:06.700 --> 00:08:09.700]  好了 我們要更加看到
[00:08:09.700 --> 00:08:12.700]  神是怎樣來的去祝福我們
[00:08:12.700 --> 00:08:15.700]  我們一起來看約翰一書第四章第九
[00:08:15.700 --> 00:08:17.700]  第十兩節 我們一起來讀出
[00:08:17.700 --> 00:08:20.700]  神差他獨生子到世間來
[00:08:20.700 --> 00:08:22.700]  使我們藉著他得身
[00:08:22.700 --> 00:08:25.700]  神愛我們的心在此就顯明了
[00:08:25.700 --> 00:08:28.700]  不是我們愛神乃是神愛我們
[00:08:28.700 --> 00:08:30.700]  差他的兒子
[00:08:30.700 --> 00:08:32.700]  為我們的罪作了挽回祭
[00:08:32.700 --> 00:08:34.700]  這就是愛了
[00:08:34.700 --> 00:08:37.700]  原來今天神差他獨生子來到這個世界
[00:08:37.700 --> 00:08:39.700]  就是顯明神的愛
[00:08:39.700 --> 00:08:43.700]  他為我們的罪作了挽回祭
[00:08:43.700 --> 00:08:45.700]  如果你留意到舊約裡面
[00:08:45.700 --> 00:08:46.700]  有五個祭
[00:08:46.700 --> 00:08:48.700]  但是沒有挽回祭這個祭
[00:08:48.700 --> 00:08:50.700]  它究竟是什麼意思呢
[00:08:50.700 --> 00:08:54.700]  原來就是說到神是為了人犯罪
[00:08:54.700 --> 00:08:56.700]  神是聖潔而公義
[00:08:56.700 --> 00:08:58.700]  所以對罪是很憤怒的
[00:08:58.700 --> 00:09:00.700]  但是藉著耶穌基督
[00:09:00.700 --> 00:09:02.700]  祂的代贖 祂的受死
[00:09:02.700 --> 00:09:04.700]  義代替不義
[00:09:04.700 --> 00:09:06.700]  挽回了神的怒氣
[00:09:06.700 --> 00:09:08.700]  譬如很簡單舉一個例子
[00:09:08.700 --> 00:09:11.700]  當年真的有這個事件
[00:09:11.700 --> 00:09:14.700]  我兒子很小的時候
[00:09:14.700 --> 00:09:15.700]  在教會
[00:09:15.700 --> 00:09:17.700]  他放假都會來教會做事
[00:09:17.700 --> 00:09:19.700]  有一次他很頑皮
[00:09:19.700 --> 00:09:24.700]  本來我和一個團友
[00:09:24.700 --> 00:09:26.700]  現在都回到我的教會
[00:09:26.700 --> 00:09:28.700]  在聊天
[00:09:28.700 --> 00:09:31.700]  誰知道我那時候是暑假
[00:09:31.700 --> 00:09:34.700]  我有個學生家長
[00:09:34.700 --> 00:09:36.700]  我兒子讀幼稚園
[00:09:36.700 --> 00:09:38.700]  就說不如我帶他去玩
[00:09:38.700 --> 00:09:40.700]  我說好啊好啊
[00:09:40.700 --> 00:09:42.700]  一定要跟著依依
[00:09:42.700 --> 00:09:43.700]  不要亂過馬路
[00:09:43.700 --> 00:09:45.700]  誰知道去了沒多久
[00:09:45.700 --> 00:09:47.700]  這個依依氣急敗壞
[00:09:47.700 --> 00:09:48.700]  就回來告訴我
[00:09:48.700 --> 00:09:50.700]  梁先生我還沒做牧師
[00:09:50.700 --> 00:09:52.700]  你兒子差點被車撞死
[00:09:52.700 --> 00:09:54.700]  我跟他過馬路的時候
[00:09:54.700 --> 00:09:55.700]  他突然開了我的手
[00:09:55.700 --> 00:09:56.700]  不斷走過馬路
[00:09:56.700 --> 00:09:58.700]  剛好有個警車駛過來
[00:09:58.700 --> 00:10:00.700]  幸好能殺死我的兒子
[00:10:00.700 --> 00:10:01.700]  不然就撞到他了
[00:10:01.700 --> 00:10:03.700]  因為那時候我們在教會旁邊
[00:10:03.700 --> 00:10:05.700]  就是北區重案組的
[00:10:05.700 --> 00:10:07.700]  大埔警署
[00:10:07.700 --> 00:10:08.700]  有很多警車
[00:10:08.700 --> 00:10:09.700]  哇 氣得我多緊張
[00:10:09.700 --> 00:10:11.700]  我馬上就去騰橋
[00:10:11.700 --> 00:10:13.700]  就去罰我的兒子
[00:10:13.700 --> 00:10:15.700]  叫你用心聽話
[00:10:15.700 --> 00:10:16.700]  要拖著手你不聽
[00:10:16.700 --> 00:10:18.700]  差點被車撞死你
[00:10:18.700 --> 00:10:22.700]  怎知道我罰兒子的時候
[00:10:22.700 --> 00:10:25.700]  姊妹就醒目了
[00:10:25.700 --> 00:10:27.700]  離開了我的辦公室
[00:10:27.700 --> 00:10:28.700]  我們的辦公室很小
[00:10:28.700 --> 00:10:29.700]  廁所改裝而已
[00:10:29.700 --> 00:10:31.700]  後來我罰你
[00:10:31.700 --> 00:10:33.700]  我還沒說完
[00:10:33.700 --> 00:10:35.700]  要找回那個姊妹
[00:10:35.700 --> 00:10:37.700]  要找回那個姊妹的時候
[00:10:37.700 --> 00:10:38.700]  她躲在另外一個房間
[00:10:38.700 --> 00:10:39.700]  在哭
[00:10:39.700 --> 00:10:41.700]  我問她做什麼事
[00:10:41.700 --> 00:10:42.700]  她說很痛
[00:10:42.700 --> 00:10:43.700]  我問她很痛
[00:10:43.700 --> 00:10:47.700]  她說剛才你打你兒子的時候
[00:10:47.700 --> 00:10:48.700]  就打了我
[00:10:48.700 --> 00:10:49.700]  哇 是嗎
[00:10:49.700 --> 00:10:50.700]  原來火車眼
[00:10:50.700 --> 00:10:51.700]  那個地方很小
[00:10:51.700 --> 00:10:52.700]  我兒子有閃避
[00:10:52.700 --> 00:10:53.700]  打了他
[00:10:53.700 --> 00:10:56.700]  接著說你不要回去再打他了
[00:10:56.700 --> 00:10:59.700]  我是無辜地打了我的團友
[00:10:59.700 --> 00:11:00.700]  他受了苦
[00:11:00.700 --> 00:11:03.700]  他代我兒子求情
[00:11:03.700 --> 00:11:04.700]  我就答應了他
[00:11:04.700 --> 00:11:05.700]  說不再打他了
[00:11:05.700 --> 00:11:08.700]  這個就是挽回制的意思
[00:11:08.700 --> 00:11:11.700]  而聖經裡面很清楚說
[00:11:11.700 --> 00:11:13.700]  主祖父也是為我們受死的
[00:11:13.700 --> 00:11:15.700]  我們一起來看前書
[00:11:15.700 --> 00:11:17.700]  第三章第十八節
[00:11:17.700 --> 00:11:20.700]  因基督也曾一次為罪受苦
[00:11:20.700 --> 00:11:22.700]  就是義的代替不義的
[00:11:22.700 --> 00:11:25.700]  為要引我們到神面前
[00:11:25.700 --> 00:11:27.700]  原來耶穌基督是沒有罪
[00:11:27.700 --> 00:11:29.700]  所以義代替不義
[00:11:29.700 --> 00:11:32.700]  而主耶穌基督祂的降生
[00:11:32.700 --> 00:11:35.700]  其實是一早已經有
[00:11:35.700 --> 00:11:37.700]  祂是先傳的
[00:11:37.700 --> 00:11:38.700]  甚至告訴我們
[00:11:38.700 --> 00:11:41.700]  祂是怎麼帶出生的
[00:11:41.700 --> 00:11:43.700]  在尼加書第五章第二節
[00:11:43.700 --> 00:11:45.700]  我們一起來看尼加書第五章二節
[00:11:45.700 --> 00:11:47.700]  百里行以法韜顏
[00:11:47.700 --> 00:11:50.700]  你再由大諸城中為小
[00:11:50.700 --> 00:11:53.700]  將來必有一位從你那裡出來
[00:11:53.700 --> 00:11:56.700]  在以色列中為我作掌權的
[00:11:56.700 --> 00:12:00.700]  他的根源從耿古從太初就有
[00:12:00.700 --> 00:12:02.700]  在這裡很清楚說到
[00:12:02.700 --> 00:12:05.700]  祂的根源從耿古從太初就有
[00:12:05.700 --> 00:12:07.700]  所以你們留意到
[00:12:07.700 --> 00:12:11.700]  今天主耶穌基督祂的出生
[00:12:11.700 --> 00:12:14.700]  是絕對的不簡單
[00:12:14.700 --> 00:12:15.700]  一早已經鋪排了
[00:12:15.700 --> 00:12:17.700]  甚至在尼加書裡面很清楚說到
[00:12:17.700 --> 00:12:20.700]  祂是會在耶路撒冷附近的
[00:12:20.700 --> 00:12:23.700]  百里行城裡面出生的
[00:12:23.700 --> 00:12:28.700]  為什麼會在百里行城裡面出生呢
[00:12:28.700 --> 00:12:32.700]  如果我們看回那個地圖
[00:12:32.700 --> 00:12:36.700]  原來約瑟和瑪利亞原本住在
[00:12:36.700 --> 00:12:38.700]  拿撒勒在北邊來的
[00:12:38.700 --> 00:12:41.700]  加利來這個地方
[00:12:41.700 --> 00:12:43.700]  但是百里行看到這個紅色的圓圈
[00:12:43.700 --> 00:12:45.700]  上面就是耶路撒冷
[00:12:45.700 --> 00:12:46.700]  耶路撒冷去百里行很快
[00:12:46.700 --> 00:12:48.700]  半個小時就能去到
[00:12:48.700 --> 00:12:50.700]  福大便便的瑪利亞
[00:12:50.700 --> 00:12:54.700]  為什麼要去百里行來生孩子呢
[00:12:54.700 --> 00:12:56.700]  當然有一個原因
[00:12:56.700 --> 00:12:58.700]  原來當時羅馬政府
[00:12:58.700 --> 00:13:01.700]  就要做人口普查
[00:13:01.700 --> 00:13:03.700]  但這個人口普查就很特別
[00:13:03.700 --> 00:13:04.700]  以前人口普查香港也有
[00:13:04.700 --> 00:13:06.700]  我也曾經做過的
[00:13:06.700 --> 00:13:08.700]  不知道是中四還是中五的時候
[00:13:08.700 --> 00:13:09.700]  有份幫忙的
[00:13:09.700 --> 00:13:11.700]  我們是逐家逐戶去敲門的
[00:13:11.700 --> 00:13:12.700]  然後去訪問的
[00:13:12.700 --> 00:13:14.700]  十年一次大普查
[00:13:14.700 --> 00:13:17.700]  但是原來羅馬政府
[00:13:17.700 --> 00:13:19.700]  要求人們怎麼樣呢
[00:13:19.700 --> 00:13:22.700]  是要回自己鄉下地帶去登記的
[00:13:22.700 --> 00:13:24.700]  記住一個不信的
[00:13:24.700 --> 00:13:26.700]  耶和華神的一個政府人員
[00:13:26.700 --> 00:13:29.700]  或者一個軍王
[00:13:29.700 --> 00:13:31.700]  就下命令要做人口普查
[00:13:31.700 --> 00:13:35.700]  但卻是成就了神的預言
[00:13:35.700 --> 00:13:37.700]  就是耶穌基督在百里行而生的
[00:13:37.700 --> 00:13:39.700]  好 我們一起來看
[00:13:39.700 --> 00:13:41.700]  老金第二章第一到第五節
[00:13:41.700 --> 00:13:43.700]  當那些日子
[00:13:43.700 --> 00:13:46.700]  該撒亞古士督有旨以下來
[00:13:46.700 --> 00:13:48.700]  叫天下人民都報名上冊
[00:13:48.700 --> 00:13:50.700]  這是居里柳作
[00:13:50.700 --> 00:13:52.700]  敘利亞巡撫的時候
[00:13:52.700 --> 00:13:54.700]  頭一次行報名上冊的事
[00:13:54.700 --> 00:13:57.700]  眾人各歸各城報名上冊
[00:13:57.700 --> 00:14:01.700]  若失也從加利利的拿撒勒城上猶太去
[00:14:01.700 --> 00:14:04.700]  到了大衛的城名叫百里行
[00:14:04.700 --> 00:14:07.700]  他本是大衛一族一家的人
[00:14:07.700 --> 00:14:09.700]  要和他所聘之妻馬利亞
[00:14:09.700 --> 00:14:11.700]  一同報名上冊
[00:14:11.700 --> 00:14:14.700]  那時馬利亞的新人已經重了
[00:14:14.700 --> 00:14:16.700]  這裡很清楚說
[00:14:16.700 --> 00:14:22.700]  原來是羅馬的領導要求人報名上冊
[00:14:22.700 --> 00:14:26.700]  所以耶穌基督就要在百里行城那邊出生
[00:14:26.700 --> 00:14:30.700]  所以耶穌基督的出生是與眾不同的
[00:14:30.700 --> 00:14:32.700]  你和我應該在醫院裡出生的
[00:14:32.700 --> 00:14:35.700]  或者武英健康院出生的
[00:14:35.700 --> 00:14:38.700]  但耶穌基督降臂到一個地步
[00:14:38.700 --> 00:14:40.700]  就是連基本出生的地方
[00:14:40.700 --> 00:14:42.700]  竟然在馬槽裡面
[00:14:42.700 --> 00:14:46.700]  所以我們的主是分別為聖
[00:14:46.700 --> 00:14:48.700]  與我們不同
[00:14:48.700 --> 00:14:51.700]  我們看看人應該有什麼叫做回應呢
[00:14:51.700 --> 00:14:53.700]  我們要記住
[00:14:53.700 --> 00:14:55.700]  我們都是應該與眾不同
[00:14:55.700 --> 00:14:57.700]  我們是要分別為聖
[00:14:57.700 --> 00:14:59.700]  聖經裡面很清楚說
[00:14:59.700 --> 00:15:01.700]  今天屬神的人是應該分別出來的
[00:15:01.700 --> 00:15:03.700]  我們看看希伯來書
[00:15:03.700 --> 00:15:05.700]  第十二章第十四節
[00:15:05.700 --> 00:15:07.700]  你們要追求與眾人和睦
[00:15:07.700 --> 00:15:09.700]  並要追求聖潔
[00:15:09.700 --> 00:15:12.700]  非聖潔沒有人能見主
[00:15:12.700 --> 00:15:15.700]  原來我們就要追求聖潔
[00:15:15.700 --> 00:15:17.700]  不單追求和睦
[00:15:17.700 --> 00:15:19.700]  我們聖潔的神
[00:15:19.700 --> 00:15:22.700]  有聖潔的人是不能夠離開去見主
[00:15:22.700 --> 00:15:24.700]  我們的神的降生
[00:15:24.700 --> 00:15:28.700]  不單單使我們得救
[00:15:28.700 --> 00:15:30.700]  更加要我們成長聖潔
[00:15:30.700 --> 00:15:32.700]  我們行事為人
[00:15:32.700 --> 00:15:35.700]  是要與蒙召的恩利大去相稱
[00:15:35.700 --> 00:15:37.700]  所以我們被稱為什麼
[00:15:37.700 --> 00:15:39.700]  聖徒
[00:15:39.700 --> 00:15:41.700]  雖然我們在道德上
[00:15:41.700 --> 00:15:43.700]  仍然有不足的地方
[00:15:43.700 --> 00:15:45.700]  但是我們在地位上
[00:15:45.700 --> 00:15:46.700]  我們是聖徒
[00:15:46.700 --> 00:15:47.700]  就是分別出來
[00:15:47.700 --> 00:15:49.700]  如果你看哥倫多前書
[00:15:49.700 --> 00:15:51.700]  保羅一開始就這樣寫
[00:15:51.700 --> 00:15:53.700]  作神的使徒保羅
[00:15:53.700 --> 00:15:57.700]  是寫信給哥倫多教會的聖徒
[00:15:57.700 --> 00:16:00.700]  但是這幫人差到不得了
[00:16:00.700 --> 00:16:02.700]  互相之間
[00:16:02.700 --> 00:16:04.700]  來帶去紛爭結黨
[00:16:04.700 --> 00:16:07.700]  又告到一些事
[00:16:07.700 --> 00:16:08.700]  去到一些未上任的官員
[00:16:08.700 --> 00:16:10.700]  甚至恐怖到
[00:16:10.700 --> 00:16:13.700]  與自己的繼母發生關係
[00:16:13.700 --> 00:16:15.700]  這幫人還是聖徒
[00:16:15.700 --> 00:16:17.700]  但是至少在地位上
[00:16:17.700 --> 00:16:18.700]  他們是聖徒
[00:16:18.700 --> 00:16:19.700]  大家知道
[00:16:19.700 --> 00:16:21.700]  最近安德魯王子
[00:16:21.700 --> 00:16:23.700]  被人揭發了
[00:16:23.700 --> 00:16:25.700]  同一個中國
[00:16:25.700 --> 00:16:26.700]  其實是間諜
[00:16:26.700 --> 00:16:28.700]  有很多人的私交
[00:16:28.700 --> 00:16:30.700]  他也很放縱
[00:16:30.700 --> 00:16:31.700]  嫖妓
[00:16:31.700 --> 00:16:33.700]  甚至與未成年少女發生關係
[00:16:33.700 --> 00:16:35.700]  他其實道德很差的
[00:16:35.700 --> 00:16:38.700]  但是他仍然是皇子的身份
[00:16:38.700 --> 00:16:42.700]  因為他是英女皇的孩子
[00:16:42.700 --> 00:16:43.700]  所以記住
[00:16:43.700 --> 00:16:45.700]  我們身份是聖徒
[00:16:45.700 --> 00:16:48.700]  但是我們不單單有地位的聖徒
[00:16:48.700 --> 00:16:50.700]  我們是要追求聖潔的
[00:16:50.700 --> 00:16:52.700]  這個是很重要
[00:16:52.700 --> 00:16:53.700]  我們要分別出來
[00:16:53.700 --> 00:16:54.700]  在你們記第十一章的
[00:16:54.700 --> 00:16:55.700]  四十四、四十五兩節
[00:16:55.700 --> 00:16:56.700]  大家聽我讀出
[00:16:56.700 --> 00:16:58.700]  我是耶和華你們的神
[00:16:58.700 --> 00:17:00.700]  所以你們要成為聖潔
[00:17:00.700 --> 00:17:01.700]  因為我是聖潔的
[00:17:01.700 --> 00:17:03.700]  你們也不可在地上的
[00:17:03.700 --> 00:17:04.700]  爬物污穢自己
[00:17:04.700 --> 00:17:07.700]  我是把你們從埃及領出來的耶和華
