
[00:00:00.000 --> 00:00:05.000]  好,親愛的主,我們願意將我們今天的思考學習都加在你手裏面
[00:07:53.080 --> 00:07:55.080]  要做皇帝
[00:07:55.080 --> 00:07:57.080]  甚至乎要帶領整個猶大國
[00:07:57.080 --> 00:07:58.080]  三十一年的時間
[00:07:58.080 --> 00:08:00.080]  怎麼可能做得到呢
[00:08:00.080 --> 00:08:01.080]  他一定要想想
[00:08:01.080 --> 00:08:03.080]  去模仿哪一個學習哪一個
[00:08:03.080 --> 00:08:05.080]  以致讓自己能夠成為
[00:08:05.080 --> 00:08:06.080]  一個真正的男人
[00:08:06.080 --> 00:08:09.080]  成為一個真正的皇帝
[00:08:09.080 --> 00:08:11.080]  這個就是約西亞
[00:08:11.080 --> 00:08:12.080]  八歲的時候
[00:08:12.080 --> 00:08:15.080]  要去探索的事情
[00:08:15.080 --> 00:08:16.080]  我們知道上次
[00:08:16.080 --> 00:08:18.080]  珍妮有去講
[00:08:18.080 --> 00:08:19.080]  就是菲臘比書的時候
[00:08:19.080 --> 00:08:21.080]  講的是耶穌不同
[00:08:21.080 --> 00:08:23.080]  耶穌 聖經裡說什麼
[00:08:23.080 --> 00:08:24.080]  菲臘比書二章六節說
[00:08:24.080 --> 00:08:26.080]  祂本有神的形象
[00:08:26.080 --> 00:08:28.080]  耶穌本來就擁有神的形象
[00:08:28.080 --> 00:08:30.080]  所以祂很清楚
[00:08:30.080 --> 00:08:32.080]  神的形象是什麼
[00:08:32.080 --> 00:08:35.080]  這個就是祂的父
[00:08:35.080 --> 00:08:36.080]  耶穌很清楚
[00:08:36.080 --> 00:08:38.080]  天父是怎樣的形象
[00:08:38.080 --> 00:08:40.080]  祂也知道自己是什麼形象
[00:08:40.080 --> 00:08:42.080]  祂本來就擁有這個形象
[00:08:42.080 --> 00:08:44.080]  但是約西亞呢
[00:08:44.080 --> 00:08:46.080]  約西亞怎麼能夠明白
[00:08:46.080 --> 00:08:49.080]  做一個男人的形象呢
[00:08:49.080 --> 00:08:51.080]  怎麼能夠知道一個男人的形象呢
[00:08:51.080 --> 00:08:53.080]  似乎就是
[00:08:53.080 --> 00:08:56.080]  問一下祂的父親是怎樣的
[00:08:56.080 --> 00:08:58.080]  我們知道耶穌也說
[00:08:58.080 --> 00:09:00.080]  要像天父那樣完全
[00:09:00.080 --> 00:09:03.080]  父親是一個最好讓一個小朋友
[00:09:03.080 --> 00:09:07.080]  一個孩子學習的榜樣
[00:09:07.080 --> 00:09:09.080]  一個形象
[00:09:09.080 --> 00:09:10.080]  我們看到
[00:09:10.080 --> 00:09:12.080]  在約西亞登基的時候
[00:09:12.080 --> 00:09:13.080]  他八歲的時候
[00:09:13.080 --> 00:09:17.080]  就是公元前六百四十年的時間
[00:09:17.080 --> 00:09:19.080]  八歲的時候
[00:09:19.080 --> 00:09:21.080]  見得到就是
[00:09:21.080 --> 00:09:24.080]  祂會見到祂的祖父
[00:09:24.080 --> 00:09:25.080]  祂的爺爺
[00:09:25.080 --> 00:09:29.080]  還有祂會見過祂的爸爸
[00:09:29.080 --> 00:09:32.080]  你見得到就是
[00:09:32.080 --> 00:09:33.080]  聖基利穆描述就是
[00:09:33.080 --> 00:09:35.080]  祂的爺爺
[00:09:35.080 --> 00:09:37.080]  馬拿西就在猶大國做皇
[00:09:37.080 --> 00:09:40.080]  做了五十五年
[00:09:40.080 --> 00:09:41.080]  做了五十五年之後
[00:09:41.080 --> 00:09:43.080]  最後就死了
[00:09:43.080 --> 00:09:47.080]  馬拿西的兒子也是約西亞的爸爸
[00:09:47.080 --> 00:09:51.080]  做了皇只是做了兩年
[00:09:51.080 --> 00:09:53.080]  我們試試看
[00:09:53.080 --> 00:09:55.080]  約西亞在成長的階段
[00:09:55.080 --> 00:09:57.080]  頭八歲八年的日子裡面
[00:09:57.080 --> 00:09:59.080]  就見到祂爺爺
[00:09:59.080 --> 00:10:01.080]  見到祂的爸爸
[00:10:01.080 --> 00:10:02.080]  但是祂見到祂的爺爺
[00:10:02.080 --> 00:10:03.080]  和祂的爸爸
[00:10:03.080 --> 00:10:05.080]  是一個什麼樣的人物呢
[00:10:05.080 --> 00:10:06.080]  什麼形象呢
[00:10:06.080 --> 00:10:09.080]  以致到祂怎樣去效法他們
[00:10:09.080 --> 00:10:10.080]  或者怎樣去效法他們呢
[00:10:10.080 --> 00:10:12.080]  我們先看祂的爺爺
[00:10:12.080 --> 00:10:14.080]  祖父馬拿西
[00:10:14.080 --> 00:10:16.080]  我們看回歷代之下
[00:10:16.080 --> 00:10:18.080]  第三十三章裡面這樣說
[00:10:18.080 --> 00:10:21.080]  祂說馬拿西登基的時候
[00:10:21.080 --> 00:10:24.080]  年十五歲 十二歲
[00:10:24.080 --> 00:10:27.080]  馬拿西都是很年輕就做皇帝
[00:10:27.080 --> 00:10:29.080]  不知道怎樣去做
[00:10:29.080 --> 00:10:30.080]  事實上他做了皇帝
[00:10:30.080 --> 00:10:31.080]  一做就做了什麼呢
[00:10:31.080 --> 00:10:33.080]  就是耶路撒冷作皇
[00:10:33.080 --> 00:10:35.080]  做了五十五年
[00:10:35.080 --> 00:10:37.080]  同樣是一個很年幼的日子
[00:10:37.080 --> 00:10:39.080]  做皇了
[00:10:39.080 --> 00:10:41.080]  怎樣做皇的呢
[00:10:41.080 --> 00:10:42.080]  不懂得做
[00:10:42.080 --> 00:10:43.080]  那怎樣呢
[00:10:43.080 --> 00:10:44.080]  就要找人效法
[00:10:44.080 --> 00:10:46.080]  要模仿
[00:10:46.080 --> 00:10:47.080]  第二節就說
[00:10:47.080 --> 00:10:48.080]  他模仿什麼呢
[00:10:48.080 --> 00:10:51.080]  結果他行耶和華
[00:10:51.080 --> 00:10:53.080]  眼中看為惡的事
[00:10:53.080 --> 00:10:55.080]  效法耶和華
[00:10:55.080 --> 00:10:57.080]  在以色列人面前
[00:10:57.080 --> 00:10:58.080]  講出的列國
[00:10:58.080 --> 00:11:01.080]  那些可憎的事
[00:11:01.080 --> 00:11:02.080]  聖經說
[00:11:02.080 --> 00:11:03.080]  原來馬拿西
[00:11:03.080 --> 00:11:06.080]  他十二歲做皇的時候
[00:11:06.080 --> 00:11:07.080]  他竟然不是
[00:11:07.080 --> 00:11:10.080]  沉溯他爸爸的形象
[00:11:10.080 --> 00:11:11.080]  他爸爸是誰呢
[00:11:11.080 --> 00:11:14.080]  他爸爸就是希西加
[00:11:14.080 --> 00:11:15.080]  希西加來講
[00:11:15.080 --> 00:11:16.080]  都是其中一個
[00:11:16.080 --> 00:11:18.080]  在聖經裡面說
[00:11:18.080 --> 00:11:19.080]  行耶和華
[00:11:19.080 --> 00:11:22.080]  眼中看為正的一個皇
[00:11:22.080 --> 00:11:24.080]  這個皇在他前面
[00:11:24.080 --> 00:11:26.080]  不過
[00:11:26.080 --> 00:11:27.080]  我們見得到
[00:11:27.080 --> 00:11:29.080]  馬拿西他並沒有
[00:11:29.080 --> 00:11:31.080]  去嘗試去效法
[00:11:31.080 --> 00:11:33.080]  他這個爸爸
[00:11:33.080 --> 00:11:34.080]  而是什麼呢
[00:11:34.080 --> 00:11:35.080]  他效法了
[00:11:35.080 --> 00:11:36.080]  在他周圍的列國
[00:11:36.080 --> 00:11:38.080]  周圍那些人
[00:11:38.080 --> 00:11:41.080]  那些國家怎樣去做事呢
[00:11:41.080 --> 00:11:43.080]  就是那些可憎的事
[00:11:43.080 --> 00:11:45.080]  就是說他模仿了
[00:11:45.080 --> 00:11:46.080]  他周圍那些國家裡面
[00:11:46.080 --> 00:11:49.080]  做一些神喜悅悅的事
[00:11:49.080 --> 00:11:50.080]  以致第九節就說
[00:11:50.080 --> 00:11:52.080]  馬拿西這個皇就引誘
[00:11:52.080 --> 00:11:56.080]  猶大和耶路撒冷亞居民行惡
[00:11:56.080 --> 00:11:57.080]  還要行到什麼呢
[00:11:57.080 --> 00:11:58.080]  比耶和華
[00:11:58.080 --> 00:11:59.080]  在以色列人面前
[00:11:59.080 --> 00:12:02.080]  所滅的列國更嚴重
[00:12:02.080 --> 00:12:04.080]  就是說他跟了壞朋友
[00:12:04.080 --> 00:12:06.080]  他跟了壞朋友之後
[00:12:06.080 --> 00:12:07.080]  學了一些壞事
[00:12:07.080 --> 00:12:08.080]  學了之後就什麼呢
[00:12:08.080 --> 00:12:11.080]  就青出於藍勝於藍
[00:12:11.080 --> 00:12:13.080]  就比其他國家更壞
[00:12:13.080 --> 00:12:14.080]  更敗壞
[00:12:14.080 --> 00:12:15.080]  更邪惡
[00:12:15.080 --> 00:12:16.080]  所以呢
[00:12:16.080 --> 00:12:17.080]  原來
[00:12:17.080 --> 00:12:20.080]  約西亞在八年的日子裡面
[00:12:20.080 --> 00:12:21.080]  他見過他爺爺的
[00:12:21.080 --> 00:12:22.080]  他見過的爺爺
[00:12:22.080 --> 00:12:23.080]  原來是一些惡人來的
[00:12:23.080 --> 00:12:26.080]  是一些行神可憎的人
[00:12:26.080 --> 00:12:27.080]  做一些事
[00:12:27.080 --> 00:12:29.080]  是列邦那些國家
[00:12:29.080 --> 00:12:31.080]  才做的事
[00:12:31.080 --> 00:12:32.080]  所以你見到
[00:12:32.080 --> 00:12:33.080]  這個爺爺
[00:12:33.080 --> 00:12:34.080]  在他生命裡面
[00:12:34.080 --> 00:12:35.080]  都帶來一個疑問
[00:12:35.080 --> 00:12:38.080]  我值不值得學一下我爺爺呢
[00:12:38.080 --> 00:12:40.080]  他爺爺就學了這些人
[00:12:40.080 --> 00:12:41.080]  那我們就問
[00:12:41.080 --> 00:12:43.080]  那爺爺隔了一代
[00:12:43.080 --> 00:12:45.080]  那爸爸怎麼樣
[00:12:45.080 --> 00:12:46.080]  或者爸爸親一點
[00:12:46.080 --> 00:12:48.080]  我們很多時候都期望
[00:12:48.080 --> 00:12:49.080]  爸爸和子女親一點
[00:12:49.080 --> 00:12:51.080]  但是我們看回
[00:12:51.080 --> 00:12:53.080]  接著怎麼描述呢
[00:12:53.080 --> 00:12:55.080]  去到第三章二十一節說
[00:12:55.080 --> 00:12:57.080]  他的爸爸就是阿門了
[00:12:57.080 --> 00:13:00.080]  阿門登基的時候二十二歲
[00:13:00.080 --> 00:13:02.080]  二十二歲做皇帝了
[00:13:02.080 --> 00:13:04.080]  他做了兩年皇帝
[00:13:04.080 --> 00:13:05.080]  二十二節
[00:13:05.080 --> 00:13:08.080]  他行爺爺說眼中看為惡的事
[00:13:08.080 --> 00:13:12.080]  效法他父親馬拉西所行的
[00:13:12.080 --> 00:13:14.080]  就是祭祀他父親馬拉西
[00:13:14.080 --> 00:13:16.080]  所雕刻的一切偶像
[00:13:16.080 --> 00:13:18.080]  侍奉他們
[00:13:18.080 --> 00:13:22.080]  但他不像他父親馬拉西
[00:13:22.080 --> 00:13:24.080]  在爺爺面前那樣謙卑下來
[00:13:24.080 --> 00:13:25.080]  因為他後來悔改了
[00:13:25.080 --> 00:13:27.080]  最後連有的那幾節
[00:13:27.080 --> 00:13:29.080]  說的是馬拉西
[00:13:29.080 --> 00:13:31.080]  但是這個阿門的罪
[00:13:31.080 --> 00:13:32.080]  越犯越大
[00:13:32.080 --> 00:13:35.080]  以致他的神復背叛他
[00:13:35.080 --> 00:13:37.080]  在宮裏殺了他
[00:13:37.080 --> 00:13:38.080]  所以我們見得到
[00:13:38.080 --> 00:13:40.080]  約西亞見到他爸爸
[00:13:40.080 --> 00:13:43.080]  見到他爸爸原來比爺爺更壞
[00:13:43.080 --> 00:13:46.080]  因為他學他爺爺
[00:13:46.080 --> 00:13:48.080]  阿門學他的爸爸
[00:13:48.080 --> 00:13:50.080]  學他之後就更壞
[00:13:50.080 --> 00:13:52.080]  比父親所做的更壞
[00:13:52.080 --> 00:13:54.080]  所以見得到
[00:13:54.080 --> 00:13:58.080]  馬拉西效法了周圍的列邦
[00:13:58.080 --> 00:14:01.080]  阿門就效法了馬拉西
[00:14:01.080 --> 00:14:03.080]  接著我們就要問
[00:14:03.080 --> 00:14:04.080]  那約西亞怎樣呢
[00:14:04.080 --> 00:14:08.080]  約西亞是否要效法阿門呢
[00:14:08.080 --> 00:14:11.080]  約西亞是否要效法阿門呢
[00:14:11.080 --> 00:14:13.080]  我們知道在我們
[00:14:13.080 --> 00:14:16.080]  一個年輕人的成長裏面
[00:14:16.080 --> 00:14:18.080]  其實很需要一個榜樣
[00:14:18.080 --> 00:14:19.080]  一個典範
[00:14:19.080 --> 00:14:21.080]  讓我們好好去效法
[00:14:21.080 --> 00:14:23.080]  所以這也是我們今天
[00:14:23.080 --> 00:14:25.080]  很重要的思考問題
[00:14:25.080 --> 00:14:26.080]  在這個世代裏面
[00:14:26.080 --> 00:14:28.080]  究竟我們找不找到
[00:14:28.080 --> 00:14:30.080]  我們可以效法的人呢
[00:14:30.080 --> 00:14:31.080]  特別是我們的父親
[00:14:31.080 --> 00:14:33.080]  或者我們的上一代
[00:14:33.080 --> 00:14:35.080]  值不值得我們效法呢
[00:14:35.080 --> 00:14:37.080]  有一個書
[00:14:37.080 --> 00:14:39.080]  現在社會裏面有不同的書
[00:14:39.080 --> 00:14:40.080]  特別講到這個世代裏面
[00:14:40.080 --> 00:14:42.080]  其中一個特徵
[00:14:42.080 --> 00:14:43.080]  這個世代裏面其中一個特徵
[00:14:43.080 --> 00:14:45.080]  就叫缺席父親
[00:14:45.080 --> 00:14:47.080]  就是absent father的一個世代
[00:14:47.080 --> 00:14:49.080]  一個absent father的世代裏面
[00:14:49.080 --> 00:14:51.080]  說的是父親往往
[00:14:51.080 --> 00:14:54.080]  在小朋友的成長階段裏面
[00:14:54.080 --> 00:14:56.080]  往往都是缺席的
[00:14:56.080 --> 00:14:59.080]  他的缺席並不是他死了
[00:14:59.080 --> 00:15:01.080]  不是因為父親早死
[00:15:01.080 --> 00:15:02.080]  所以缺席
[00:15:02.080 --> 00:15:03.080]  而是很多時候
[00:15:03.080 --> 00:15:04.080]  今天的世代裏面
[00:15:04.080 --> 00:15:07.080]  很多時候父親就要出去工作
[00:15:07.080 --> 00:15:08.080]  而工作的話
[00:15:08.080 --> 00:15:11.080]  就是工作的時間是長時間工作
[00:15:11.080 --> 00:15:12.080]  特別現在的環境裏面
[00:15:12.080 --> 00:15:13.080]  很多時候都是這樣
[00:15:13.080 --> 00:15:14.080]  薪金不是高
[00:15:14.080 --> 00:15:16.080]  不過就要長時間的工作
[00:15:16.080 --> 00:15:17.080]  以致到在外面
[00:15:17.080 --> 00:15:19.080]  工作很辛苦的時候
[00:15:19.080 --> 00:15:20.080]  忙碌完一整天
[00:15:20.080 --> 00:15:22.080]  然後回到家裏的時候
[00:15:22.080 --> 00:15:23.080]  已經很累了
[00:15:23.080 --> 00:15:26.080]  沒有時間去照顧子女
[00:15:26.080 --> 00:15:29.080]  沒有時間和子女去聊天
[00:15:29.080 --> 00:15:32.080]  所以小朋友從來都不認識
[00:15:32.080 --> 00:15:33.080]  他的父親
[00:15:33.080 --> 00:15:36.080]  在這個小朋友成長的階段裏面
[00:15:36.080 --> 00:15:37.080]  父親是缺席的
[00:15:37.080 --> 00:15:39.080]  是absent的
[00:15:39.080 --> 00:15:41.080]  而這個父親的缺席
[00:15:41.080 --> 00:15:45.080]  往往就是靠媽媽的照顧
[00:15:45.080 --> 00:15:48.080]  特別有的時候媽媽就會
[00:15:48.080 --> 00:15:50.080]  當然現在有些社會就會改變
[00:15:50.080 --> 00:15:51.080]  媽媽都會上班
[00:15:51.080 --> 00:15:53.080]  但很多時候媽媽上班之後
[00:15:53.080 --> 00:15:54.080]  最後回到家裏
[00:15:54.080 --> 00:15:55.080]  如果爸爸媽媽都上班
[00:15:55.080 --> 00:15:57.080]  回到家裏誰做事呢
[00:15:57.080 --> 00:15:59.080]  都是媽媽做的
