
[00:00:00.000 --> 00:00:04.000]  在《蝙蝠俠》裡有一個我很喜歡的角色
[00:03:29.000 --> 00:03:32.000]  別加摩這間教會是怎樣的呢?
[00:03:32.000 --> 00:03:35.000]  大家可能透過剛剛讀經的時候
[00:03:35.000 --> 00:03:40.000]  已經對別加摩這個地方可能有一些初步的印象
[00:03:40.000 --> 00:03:45.000]  覺得別加摩對於基督徒來說一定是很凶險的地方
[00:03:45.000 --> 00:03:48.000]  因為耶穌第一句就說
[00:03:48.000 --> 00:03:52.000]  這是有撒旦座位之處
[00:03:52.000 --> 00:03:56.000]  這是撒旦所住的地方
[00:03:56.000 --> 00:03:59.000]  別加摩是一個這樣的地方
[00:03:59.000 --> 00:04:05.000]  是羅馬帝國當時在小亞細亞的一個行政中心
[00:04:05.000 --> 00:04:08.000]  很早期的時候這個地方已經很蓬勃
[00:04:08.000 --> 00:04:13.000]  懂得鑄造一些錢幣、發行一些錢幣
[00:04:13.000 --> 00:04:18.000]  並且這個行政中心還有一個很重要的標誌
[00:04:18.000 --> 00:04:22.000]  一個規模很大的圖書館
[00:04:22.000 --> 00:04:25.000]  我不知道你覺得圖書館有多大
[00:04:25.000 --> 00:04:28.000]  有多少書才可以叫做一個大的圖書館
[00:04:28.000 --> 00:04:34.000]  這間圖書館有二十萬卷的藏書
[00:04:34.000 --> 00:04:38.000]  如果是我們的趙牧師一定流連忘返
[00:04:38.000 --> 00:04:43.000]  除了別加摩是一個行政的機關之外
[00:04:43.000 --> 00:04:47.000]  別加摩也充斥著各種異教的神殿
[00:04:47.000 --> 00:04:53.000]  當中有三座神殿是用來敬拜當時希臘的宙斯
[00:04:53.000 --> 00:04:59.000]  女神雅典娜和酒神
[00:04:59.000 --> 00:05:04.000]  我們看看別加摩的神殿究竟是怎樣
[00:05:04.000 --> 00:05:06.000]  有一座神殿很出名
[00:05:06.000 --> 00:05:09.000]  出名到如今如果你去德國旅行
[00:05:09.000 --> 00:05:15.000]  德國有一個博物館將別加摩這個神殿重新造出來
[00:05:15.000 --> 00:05:19.000]  讓大家看看這個敬拜宙斯的神殿
[00:05:19.000 --> 00:05:22.000]  如果大家去德國今天也可以看到
[00:05:22.000 --> 00:05:28.000]  大家覺得如果這座神殿坐落在別加摩的山上
[00:05:28.000 --> 00:05:30.000]  居高臨下一座這樣的聖殿
[00:05:30.000 --> 00:05:34.000]  看起來像不像一個座位
[00:05:34.000 --> 00:05:39.000]  然而耶穌基督說別加摩是撒旦所住的地方
[00:05:39.000 --> 00:05:42.000]  不單止是因為有這些神殿
[00:05:42.000 --> 00:05:44.000]  更加是因為那裡有一座神殿
[00:05:44.000 --> 00:05:53.000]  故意不是用來敬拜神 而是敬拜人 敬拜羅馬皇帝的神殿
[00:05:53.000 --> 00:05:58.000]  昔日羅馬帝國推行帝王崇拜
[00:05:58.000 --> 00:06:03.000]  將羅馬皇帝尊為神一樣
[00:06:03.000 --> 00:06:05.000]  在人間彰顯
[00:06:05.000 --> 00:06:09.000]  就好像中國也將皇帝尊為天子一樣
[00:06:09.000 --> 00:06:14.000]  別加摩這座城市就是帝王崇拜的重鎮
[00:06:14.000 --> 00:06:18.000]  你不在那裡敬拜皇帝做神
[00:06:18.000 --> 00:06:21.000]  不敬拜他不單止會沒工作
[00:06:21.000 --> 00:06:24.000]  甚至會沒了這條命
[00:06:24.000 --> 00:06:30.000]  所以耶穌口中的安提柏就是其中一位殉道的使徒
[00:06:30.000 --> 00:06:34.000]  歷史相傳他因為拒絕敬拜羅馬皇帝
[00:06:34.000 --> 00:06:39.000]  被放在一個銅造的牛
[00:06:39.000 --> 00:06:44.000]  燒紅後將人擺在裡面 活活地燒死
[00:06:44.000 --> 00:06:47.000]  不知當你想像一下
[00:06:47.000 --> 00:06:51.000]  如果你親眼見到你的屬靈長輩
[00:06:51.000 --> 00:06:55.000]  可能見到趙牧師 可能見到你的弟兄
[00:06:55.000 --> 00:06:58.000]  因為堅持信仰而慘死
[00:06:58.000 --> 00:07:01.000]  你心裡有什麼感受呢?
[00:07:01.000 --> 00:07:05.000]  不知你心裡會不會害怕呢?
[00:07:05.000 --> 00:07:10.000]  但是別加摩的教會竟然沒有退縮
[00:07:10.000 --> 00:07:13.000]  他們可能流著眼淚 但抵住恐懼
[00:07:13.000 --> 00:07:17.000]  耶穌說他們堅守他的命
[00:07:17.000 --> 00:07:22.000]  堅守這個字在希臘文裡有「捉住」的意思
[00:07:22.000 --> 00:07:26.000]  意思是無論多艱難 有人死了
[00:07:26.000 --> 00:07:29.000]  他們仍然緊緊地捉住耶穌
[00:07:29.000 --> 00:07:32.000]  仍然宣告耶穌基督是他們唯一的主
[00:07:32.000 --> 00:07:37.000]  他們至死都沒有棄絕耶穌的福音
[00:07:37.000 --> 00:07:43.000]  而耶穌說「我看到你們的勇敢」
[00:07:43.000 --> 00:07:47.000]  今天耶穌同樣可能見到我們的勇敢
[00:07:47.000 --> 00:07:49.000]  今天我們身處澳洲
[00:07:49.000 --> 00:07:52.000]  雖然我們不需要面對帝王崇拜
[00:07:52.000 --> 00:07:59.000]  但或許我們只是處於一個唯利是圖的職場環境
[00:07:59.000 --> 00:08:03.000]  當公司的上司要求你欺騙你的客戶
[00:08:03.000 --> 00:08:05.000]  又或者不是欺騙的
[00:08:05.000 --> 00:08:11.000]  是暗示你要和你的客戶隱瞞事實的全部
[00:08:11.000 --> 00:08:13.000]  你不是騙他 你只是沒有說完
[00:08:13.000 --> 00:08:18.000]  是用不合神心意的手法在商場競爭的時候
[00:08:18.000 --> 00:08:24.000]  可能你覺得這樣不對 不是神想我做的事
[00:08:24.000 --> 00:08:27.000]  所以你就冒著一個失去升遷機會
[00:08:27.000 --> 00:08:30.000]  被同事孤立 甚至失去工作的風險
[00:08:30.000 --> 00:08:33.000]  你仍然選擇拒絕去做
[00:08:33.000 --> 00:08:40.000]  在這個以金錢 以業績為王的現代神殿裡
[00:08:40.000 --> 00:08:45.000]  你堅持宣告耶穌才是你唯一的主
[00:08:45.000 --> 00:08:51.000]  耶穌今天跟我們說 我知道你身處的環境是怎樣
[00:08:51.000 --> 00:08:54.000]  我也見到你所承受的壓力
[00:08:54.000 --> 00:08:58.000]  見到你仍然很努力捉住我
[00:08:58.000 --> 00:09:02.000]  耶穌見到我們的眼淚 見到我們的堅持
[00:09:02.000 --> 00:09:07.000]  也深深珍惜 紀念我們這份勇敢
[00:09:07.000 --> 00:09:13.000]  不過就正當我們為別加摩教會的勇敢喝彩的時候
[00:09:13.000 --> 00:09:16.000]  耶穌卻話鋒一轉
[00:09:16.000 --> 00:09:18.000]  然而有幾件事我要責備你
[00:09:18.000 --> 00:09:22.000]  因為在你那裡有人服從了巴蘭的教訓
[00:09:22.000 --> 00:09:29.000]  也有人照樣服從了尼哥拉一黨人的教訓
[00:09:29.000 --> 00:09:36.000]  很諷刺 服從這個字其實在這段經文裡
[00:09:36.000 --> 00:09:41.000]  和上一節堅守的字在希臘文裡是同一個字
[00:09:41.000 --> 00:09:45.000]  就是說 別加摩教會的信徒
[00:09:45.000 --> 00:09:48.000]  原來他們不單單只是捉住了耶穌
[00:09:48.000 --> 00:09:52.000]  原來他們另一隻手還捉住了其他東西
[00:09:52.000 --> 00:09:58.000]  捉住了另外兩種教訓 兩種不合神心意的教訓
[00:09:58.000 --> 00:10:02.000]  為什麼會有這麼大的反差呢?
[00:10:02.000 --> 00:10:05.000]  為什麼他們的信仰不是很堅定呢?
[00:10:05.000 --> 00:10:07.000]  他們連死都不怕這間教會
[00:10:07.000 --> 00:10:15.000]  為什麼一間死都不怕的教會在信仰裡會走偏呢?
[00:10:15.000 --> 00:10:20.000]  讓我們先回去舊約 看看巴蘭是誰
[00:10:20.000 --> 00:10:24.000]  文素記二十二章至二十五章去到記載
[00:10:24.000 --> 00:10:27.000]  巴蘭是一個很貪財的術士
[00:10:27.000 --> 00:10:32.000]  當他發現自己不能正面去救助以色列人的時候
[00:10:32.000 --> 00:10:37.000]  他為了得到摩押王巴勒的報酬
[00:10:37.000 --> 00:10:42.000]  他就教了巴勒王一個惡毒的詭計
[00:10:42.000 --> 00:10:47.000]  派一些年青貌美的女子去誘惑以色列人
[00:10:47.000 --> 00:10:51.000]  邀請他們一起食祭偶像的筵席
[00:10:51.000 --> 00:10:53.000]  一起行刑
[00:10:53.000 --> 00:10:56.000]  原來是魔鬼撒旦發現
[00:10:56.000 --> 00:11:02.000]  用恐怖的壁壩 用刀劍原來打敗不了別加摩教會
[00:11:02.000 --> 00:11:05.000]  不可以令別加摩教會離開神
[00:11:05.000 --> 00:11:08.000]  於是魔鬼撒旦換了另一個策略
[00:11:08.000 --> 00:11:11.000]  不再用刀劍去威脅
[00:11:11.000 --> 00:11:14.000]  他用世俗的利益
[00:11:14.000 --> 00:11:16.000]  用人際關係的溫暖
[00:11:16.000 --> 00:11:18.000]  用肉體的享受
[00:11:18.000 --> 00:11:21.000]  去同化教會的信徒
[00:11:21.000 --> 00:11:26.000]  他在我們信徒的耳邊 在昔日別加摩教會
[00:11:26.000 --> 00:11:28.000]  信徒的耳邊去講
[00:11:28.000 --> 00:11:30.000]  大家都這樣做的
[00:11:30.000 --> 00:11:32.000]  這些只是生存法則
[00:11:32.000 --> 00:11:36.000]  因為在別加摩這個商業行會的聚餐
[00:11:36.000 --> 00:11:41.000]  其實他們多數都是在異教的神殿裏進行
[00:11:41.000 --> 00:11:43.000]  他們聚會的時候
[00:11:43.000 --> 00:11:44.000]  這些商會聚會的時候
[00:11:44.000 --> 00:11:46.000]  就是吃那些祭過偶像的肉
[00:11:46.000 --> 00:11:55.000]  飯後往往伴隨著廟祭的淫亂狂歡
[00:11:55.000 --> 00:11:59.000]  然而 別加摩教會是一間怎樣的教會呢?
[00:11:59.000 --> 00:12:02.000]  剛才我們說是一間勇敢的教會
[00:12:02.000 --> 00:12:04.000]  緊緊抓住耶穌的教會
[00:12:04.000 --> 00:12:07.000]  為什麼一間這樣的教會
[00:12:07.000 --> 00:12:11.000]  在信仰上會軟弱跌倒呢?
[00:12:11.000 --> 00:12:12.000]  在這個時候
[00:12:12.000 --> 00:12:18.000]  我們就知道原來這就是尼哥拉一黨人的教訓
[00:12:18.000 --> 00:12:22.000]  在信仰的層面乘虛而入
[00:12:22.000 --> 00:12:26.000]  就好像先前在以弗所教會的信裏的正道提及過
[00:12:26.000 --> 00:12:31.000]  尼哥拉一黨是當時教會面對一班很有影響力的異端
[00:12:31.000 --> 00:12:37.000]  他們說肉體和靈魂是可以分開的
[00:12:37.000 --> 00:12:39.000]  他們教導會眾
[00:12:39.000 --> 00:12:43.000]  我們的靈魂已經因為我們信耶穌基督得救了
[00:12:43.000 --> 00:12:44.000]  靈魂已經得救了
[00:12:44.000 --> 00:12:48.000]  所以我們肉體做些什麼其實不重要
[00:12:48.000 --> 00:12:50.000]  神的恩典是無限的
[00:12:50.000 --> 00:12:53.000]  並且神都會理解我們
[00:12:53.000 --> 00:12:55.000]  今天我們在別加摩這裏住
[00:12:55.000 --> 00:12:57.000]  這麼多人信主
[00:12:57.000 --> 00:13:01.000]  神明白我們身不由己
[00:13:01.000 --> 00:13:04.000]  你不去參加這些聚會的應酬
[00:13:04.000 --> 00:13:06.000]  你不去做這些事情
[00:13:06.000 --> 00:13:08.000]  你生意怎樣做?
[00:13:08.000 --> 00:13:10.000]  你怎樣養你的家人?
[00:13:10.000 --> 00:13:12.000]  我們去這些宴教
[00:13:12.000 --> 00:13:14.000]  其實我們不是去拜神
[00:13:14.000 --> 00:13:16.000]  我們去參加聚會
[00:13:16.000 --> 00:13:18.000]  我們屬於應酬性質
[00:13:18.000 --> 00:13:21.000]  我們吃這些祭偶像的肉
[00:13:21.000 --> 00:13:23.000]  算得了什麼呢?
[00:13:23.000 --> 00:13:25.000]  這些是我們逢場作戲
[00:13:25.000 --> 00:13:27.000]  我們不是從心裏面想吃的
[00:13:27.000 --> 00:13:31.000]  我們出席這些聚會
[00:13:31.000 --> 00:13:35.000]  不會影響我們心裏面對神的信仰
[00:13:35.000 --> 00:13:38.000]  我們心裏面有主就好
[00:13:38.000 --> 00:13:41.000]  我們心裏面愛主就行了
[00:13:41.000 --> 00:13:42.000]  外面做些什麼
[00:13:42.000 --> 00:13:43.000]  手碰些什麼
[00:13:43.000 --> 00:13:44.000]  口碰些什麼
[00:13:44.000 --> 00:13:46.000]  不重要
[00:13:46.000 --> 00:13:47.000]  簡單來說
[00:13:47.000 --> 00:13:50.000]  尼哥拉一黨的人主張的就是
[00:13:50.000 --> 00:13:52.000]  唯一一樣重要的就是
[00:13:52.000 --> 00:13:54.000]  你心裏面愛主就行了
[00:13:54.000 --> 00:13:56.000]  外在的生活方式
[00:13:56.000 --> 00:13:59.000]  可以完全和世界一樣
[00:13:59.000 --> 00:14:03.000]  所以別加摩教會的悲哀
[00:14:03.000 --> 00:14:05.000]  就在於
[00:14:05.000 --> 00:14:07.000]  其實他們可以為耶穌死
[00:14:07.000 --> 00:14:13.000]  但是他們不懂得為耶穌而活
[00:14:13.000 --> 00:14:17.000]  他們可以勇敢面對外在的獅子
[00:14:17.000 --> 00:14:21.000]  但是他們不懂得處理內在的毒蛇
[00:14:21.000 --> 00:14:24.000]  他們視而不見
[00:14:24.000 --> 00:14:28.000]  他們包容了錯誤的教訓
[00:14:28.000 --> 00:14:31.000]  讓真理和世俗混雜在一起
[00:14:31.000 --> 00:14:36.000]  並且他們用因典作為包裝
[00:14:36.000 --> 00:14:40.000]  去合理化他們所做的錯誤的事情
[00:14:40.000 --> 00:14:43.000]  這種就是妥協
[00:14:43.000 --> 00:14:48.000]  而妥協從來不是一瞬間的背叛
[00:14:48.000 --> 00:14:52.000]  而是一步一步慢慢慢慢跌入陷阱
[00:14:52.000 --> 00:14:55.000]  好像溫水煮蛙一樣
[00:14:55.000 --> 00:14:57.000]  更可怕的是
[00:14:57.000 --> 00:15:01.000]  其實或許尼哥拉一黨人的教訓
[00:15:01.000 --> 00:15:07.000]  到今天彷彿都成為我們信仰上的絆腳石
[00:15:07.000 --> 00:15:13.000]  令我們將信仰從我們的生活去到割裂
[00:15:13.000 --> 00:15:18.000]  我們仍然覺得肉身所做的事不影響我們的信仰
[00:15:18.000 --> 00:15:21.000]  可能在職場上 在財務上
[00:15:21.000 --> 00:15:24.000]  我們為了爭取高一點的業績
[00:15:24.000 --> 00:15:26.000]  或者我們為了避稅
[00:15:26.000 --> 00:15:28.000]  我們選擇對於做假訴
[00:15:28.000 --> 00:15:31.000]  對於簽一些不實的文件
[00:15:31.000 --> 00:15:33.000]  我們隻眼開隻眼閉
[00:15:33.000 --> 00:15:36.000]  但我們心裏就跟自己說
[00:15:36.000 --> 00:15:38.000]  商場如戰場
[00:15:38.000 --> 00:15:41.000]  真是個個都是這樣生存的
[00:15:41.000 --> 00:15:43.000]  不要緊 我賺多點錢
[00:15:43.000 --> 00:15:45.000]  我回來教會奉獻多點錢
[00:15:45.000 --> 00:15:47.000]  無壞的
[00:15:47.000 --> 00:15:50.000]  或者我們在感情的關係上
[00:15:50.000 --> 00:15:55.000]  可能我們只是處於一段誤討神喜悅的關係
[00:15:55.000 --> 00:15:59.000]  甚至我們妥協於世俗的婚姻觀
[00:15:59.000 --> 00:16:03.000]  我們每次當心裏的聖靈提醒我們
[00:16:03.000 --> 00:16:05.000]  責備我們的時候
[00:16:05.000 --> 00:16:08.000]  我們卻是用恩典麻醉我們自己
[00:16:08.000 --> 00:16:10.000]  神是充滿愛的
[00:16:10.000 --> 00:16:12.000]  祂一定會體諒我的孤單
[00:16:12.000 --> 00:16:14.000]  體諒我身不由己
[00:16:14.000 --> 00:16:18.000]  更何況身體的界線是愛在野
[00:16:18.000 --> 00:16:21.000]  不影響我心裏對神的愛
[00:16:21.000 --> 00:16:23.000]  對神的信心
[00:16:23.000 --> 00:16:27.000]  或者在私密的私生活裏
[00:16:27.000 --> 00:16:29.000]  可能我們手機裏
[00:16:29.000 --> 00:16:32.000]  藏著一些不該看的網頁
[00:16:32.000 --> 00:16:34.000]  或者我們毫無顧忌地
[00:16:34.000 --> 00:16:38.000]  沉浸在充滿扭曲價值觀的娛樂裏
[00:16:38.000 --> 00:16:40.000]  但我們跟自己說
[00:16:40.000 --> 00:16:43.000]  我平時工作太大壓力
[00:16:43.000 --> 00:16:45.000]  我放鬆一下自己
[00:16:45.000 --> 00:16:48.000]  反正神有無限的恩典
[00:16:48.000 --> 00:16:49.000]  祂過去赦免我
[00:16:49.000 --> 00:16:53.000]  今天 未來 祂也會繼續赦免我
[00:16:53.000 --> 00:16:56.000]  我們是否把信仰
[00:16:56.000 --> 00:17:00.000]  當成了一種屬靈的積分制
[00:17:00.000 --> 00:17:01.000]  我們上教會
[00:17:01.000 --> 00:17:03.000]  我們在小組裏服事
[00:17:03.000 --> 00:17:06.000]  我們有靈修的時候
[00:17:06.000 --> 00:17:08.000]  就好像在儲分
[00:17:08.000 --> 00:17:10.000]  儲完的那些分就可以用來抵消
[00:17:10.000 --> 00:17:13.000]  甚至合理化我們星期日到星期六
[00:17:13.000 --> 00:17:17.000]  在世俗裏妥協的那種罪疚感
[00:17:17.000 --> 00:17:19.000]  我讀了經就可以了
[00:17:19.000 --> 00:17:20.000]  不要緊
[00:17:20.000 --> 00:17:21.000]  星期一至五
[00:17:21.000 --> 00:17:23.000]  繼續做那些事
[00:17:23.000 --> 00:17:26.000]  繼續見那些人
[00:17:26.000 --> 00:17:28.000]  魔鬼最可怕的武器
[00:17:28.000 --> 00:17:31.000]  原來不是碧白
[00:17:31.000 --> 00:17:34.000]  而是糖衣的毒藥
[00:17:34.000 --> 00:17:37.000]  魔鬼欺騙我們每一個人
[00:17:37.000 --> 00:17:41.000]  讓我們以為自己可以同時擁有世界
[00:17:41.000 --> 00:17:43.000]  又同時跟隨神
[00:17:43.000 --> 00:17:45.000]  魔鬼欺騙我們
[00:17:45.000 --> 00:17:48.000]  讓我們以為可以一手抓住耶穌
[00:17:48.000 --> 00:17:53.000]  另一手繼續抓住世間的響樂
[00:17:53.000 --> 00:17:56.000]  耶穌在福音書警告過我們
[00:17:56.000 --> 00:17:59.000]  一點點的面教
[00:17:59.000 --> 00:18:05.000]  就能夠令到整團的面發起
[00:18:05.000 --> 00:18:07.000]  走偏的信仰
[00:18:07.000 --> 00:18:11.000]  有時可能比不信更加可怕
[00:18:11.000 --> 00:18:13.000]  因為它引導我們
[00:18:13.000 --> 00:18:15.000]  在不知不覺之中
[00:18:15.000 --> 00:18:18.000]  甚至在我們自以為自己無罪
[00:18:18.000 --> 00:18:21.000]  自以為自己很正常
[00:18:21.000 --> 00:18:22.000]  每個人都是這樣
[00:18:22.000 --> 00:18:27.000]  慢慢卻步向滅亡
[00:18:27.000 --> 00:18:30.000]  面對著走偏的教會
[00:18:30.000 --> 00:18:32.000]  耶穌的反應是什麼呢?
[00:18:32.000 --> 00:18:33.000]  十六節
[00:18:33.000 --> 00:18:34.000]  耶穌說
[00:18:34.000 --> 00:18:37.000]  所以你當悔改
[00:18:37.000 --> 00:18:38.000]  如果不悔改
[00:18:38.000 --> 00:18:40.000]  我就快臨到你那裏
[00:18:40.000 --> 00:18:44.000]  用我口中的劍去攻擊
[00:18:44.000 --> 00:18:47.000]  耶穌很嚴厲的警告教會
[00:18:47.000 --> 00:18:49.000]  他們不可以一手抓住耶穌
[00:18:49.000 --> 00:18:52.000]  另一手又抓住罪惡
[00:18:52.000 --> 00:18:54.000]  口中的劍所說的
[00:18:54.000 --> 00:18:55.000]  所代表的
[00:18:55.000 --> 00:18:59.000]  就是代表著耶穌帶著能力的話語
[00:18:59.000 --> 00:19:02.000]  代表著真理公義的審判
[00:19:02.000 --> 00:19:05.000]  耶穌不容忍並且要審判罪
[00:19:05.000 --> 00:19:11.000]  是因為罪毀滅了祂所愛的兒女
[00:19:11.000 --> 00:19:12.000]  但是請注意
[00:19:12.000 --> 00:19:14.000]  耶穌在審判以先
[00:19:14.000 --> 00:19:18.000]  祂給我們有悔改的機會
[00:19:18.000 --> 00:19:20.000]  是因為耶穌的目的
[00:19:20.000 --> 00:19:22.000]  從來都不是毀滅
[00:19:22.000 --> 00:19:24.000]  而是要還回
[00:19:24.000 --> 00:19:28.000]  祂的嚴厲是出於祂對我們深切的
[00:19:28.000 --> 00:19:30.000]  就好像一個爸爸
[00:19:30.000 --> 00:19:33.000]  看到兒子一路走
[00:19:33.000 --> 00:19:36.000]  越來越近懸崖邊的時候
[00:19:36.000 --> 00:19:38.000]  這個爸爸一定很心急
[00:19:38.000 --> 00:19:39.000]  很急切
[00:19:39.000 --> 00:19:41.000]  大聲跟兒子說
[00:19:41.000 --> 00:19:43.000]  停呀!不要動!
[00:19:43.000 --> 00:19:45.000]  回來我這裡
[00:19:45.000 --> 00:19:49.000]  但是我們今天怎樣停?
[00:19:49.000 --> 00:19:52.000]  怎樣回轉?
[00:19:52.000 --> 00:19:54.000]  讓我們將我們的目光
[00:19:54.000 --> 00:19:59.000]  轉向那位向教會出信的耶穌基督
[00:19:59.000 --> 00:20:03.000]  耶穌基督二千多年前來到這個世界
[00:20:03.000 --> 00:20:04.000]  祂的使命是什麼?
[00:20:04.000 --> 00:20:05.000]  沒錯
[00:20:05.000 --> 00:20:07.000]  耶穌基督終極的使命
[00:20:07.000 --> 00:20:10.000]  就是在十字架上成就救恩
[00:20:10.000 --> 00:20:12.000]  用死贖回我們
[00:20:12.000 --> 00:20:15.000]  以復活帶來盼望
[00:20:15.000 --> 00:20:17.000]  但是祂不只是做了這件事
[00:20:17.000 --> 00:20:18.000]  如果祂只是做這件事
[00:20:18.000 --> 00:20:21.000]  可能祂幾天已經可以來到這個世界
[00:20:21.000 --> 00:20:26.000]  但是耶穌在人世間生活了三十多年
[00:20:26.000 --> 00:20:30.000]  祂花時間體驗世間的甜酸苦辣
[00:20:30.000 --> 00:20:33.000]  並且耶穌親身進入人群
[00:20:33.000 --> 00:20:35.000]  親手服侍他們
[00:20:35.000 --> 00:20:37.000]  摸他們
[00:20:37.000 --> 00:20:38.000]  醫他們
[00:20:38.000 --> 00:20:41.000]  餵飽他們
[00:20:41.000 --> 00:20:45.000]  所以當我們看到福音書記載耶穌所做的事
[00:20:45.000 --> 00:20:50.000]  其實我們知道祂從來不是將人的需要分開
[00:20:50.000 --> 00:20:53.000]  分割為一些靈魂的需要
[00:20:53.000 --> 00:20:55.000]  一些肉身的需要
[00:20:55.000 --> 00:20:57.000]  耶穌所做的事
[00:20:57.000 --> 00:20:59.000]  讓我們看到祂在乎的
[00:20:59.000 --> 00:21:04.000]  從來都是我們全人整全的需要
[00:21:04.000 --> 00:21:07.000]  靈魂和肉體不是分開的
[00:21:07.000 --> 00:21:11.000]  所以當我們生病的時候
[00:21:11.000 --> 00:21:13.000]  我們不舒服的時候
[00:21:13.000 --> 00:21:15.000]  有痛的時候
[00:21:15.000 --> 00:21:20.000]  我們的靈魂、我們的情緒、我們的感受是受影響的
[00:21:20.000 --> 00:21:25.000]  當你知道你的朋友在病患、很痛的時候
[00:21:25.000 --> 00:21:28.000]  你不可以跟他說你樂觀一點
[00:21:28.000 --> 00:21:29.000]  你看開一點
[00:21:29.000 --> 00:21:32.000]  你想多一點開心的回憶就沒事了
[00:21:32.000 --> 00:21:35.000]  你這樣說是很不人性的
[00:21:35.000 --> 00:21:40.000]  人的靈魂和肉身是整全的
[00:21:40.000 --> 00:21:42.000]  所以保羅也教導我們
[00:21:42.000 --> 00:21:44.000]  恭克己身
[00:21:44.000 --> 00:21:46.000]  叫身服我
[00:21:46.000 --> 00:21:49.000]  就好像今天我們做運動的時候
[00:21:49.000 --> 00:21:51.000]  跑步的時候
[00:21:51.000 --> 00:21:53.000]  操練身體的時候
[00:21:53.000 --> 00:21:58.000]  其實我們同時也是在操練、鍛鍊自己的意志力
[00:21:58.000 --> 00:22:01.000]  以至鍛鍊我們的靈性
[00:22:01.000 --> 00:22:07.000]  以致我們的生命不是由我們肉體的需要和慾望去主導
[00:22:07.000 --> 00:22:14.000]  而是由我們人的靈性信仰帶動我們的生命
