
[00:00:00.000 --> 00:00:03.060]  我來了同福一年多的時間
[00:02:14.280 --> 00:02:18.080]  我們就應該先怎樣對人好
[00:02:18.080 --> 00:02:20.360]  我們甚至乎像我剛才那樣說
[00:02:20.360 --> 00:02:23.880]  背了這句經文
[00:02:23.880 --> 00:02:26.480]  但如果真的這樣的話
[00:02:26.480 --> 00:02:31.880]  這句經文其實在外面街上有很多
[00:02:31.880 --> 00:02:33.040]  是不是
[00:02:33.040 --> 00:02:37.520]  網上一定要找到
[00:02:37.520 --> 00:02:42.160]  為什麼耶穌要講這句說話
[00:02:42.160 --> 00:02:46.920]  到底這句經文在跟我們說什麼
[00:02:46.920 --> 00:02:49.080]  我們嘗試讀上下文
[00:02:49.080 --> 00:02:51.280]  我們一起看上下文
[00:02:51.280 --> 00:02:52.400]  第27節
[00:02:52.400 --> 00:02:53.880]  第27節那裏這樣說
[00:02:53.880 --> 00:02:55.760]  只是我告訴你們者聽道的人
[00:02:55.760 --> 00:02:58.160]  你們的仇敵要愛他
[00:02:58.160 --> 00:03:00.720]  恨你們的要待他好
[00:03:00.720 --> 00:03:03.080]  周遭你們的要為他祝福
[00:03:03.080 --> 00:03:07.760]  然後一路一路講下去
[00:03:07.760 --> 00:03:09.400]  紅色
[00:03:09.400 --> 00:03:11.000]  highlight了給大家
[00:03:11.000 --> 00:03:15.280]  那裏說你們的仇敵要愛他
[00:03:15.280 --> 00:03:17.000]  然後講完這堆說話
[00:03:17.000 --> 00:03:19.400]  你們願意人怎樣對你們
[00:03:19.400 --> 00:03:21.000]  你們也要怎樣對人
[00:03:21.000 --> 00:03:22.480]  接著我們看下去
[00:03:22.480 --> 00:03:23.840]  下文怎麼說
[00:03:23.840 --> 00:03:27.000]  你們若果丹愛那些愛你們的人
[00:03:27.000 --> 00:03:28.480]  有什麼可以酬謝呢
[00:03:28.480 --> 00:03:31.800]  就是罪人都愛那些愛他們的人
[00:03:31.800 --> 00:03:33.560]  接著又講又講
[00:03:33.560 --> 00:03:35.000]  第35節那裏說
[00:03:35.000 --> 00:03:37.240]  你們都要愛仇敵
[00:03:37.240 --> 00:03:39.760]  也要善待他們
[00:03:39.760 --> 00:03:41.400]  並要謝給人不只妄想
[00:03:41.400 --> 00:03:43.680]  還你們的賞賜就必大了
[00:03:43.680 --> 00:03:46.600]  你們也必作至高臣的義子
[00:03:46.600 --> 00:03:48.000]  接著他這樣說
[00:03:48.000 --> 00:03:50.720]  最後他說你們要慈悲
[00:03:50.720 --> 00:03:55.040]  像你們的父慈悲一樣
[00:03:55.040 --> 00:03:57.760]  當我們連同上文
[00:03:57.760 --> 00:04:00.120]  下理一起去理解
[00:04:00.120 --> 00:04:02.920]  正我最開頭講那一節的經文的時間
[00:04:02.920 --> 00:04:04.920]  我們就發現原來耶穌
[00:04:04.920 --> 00:04:10.200]  是在講一句相反的事
[00:04:10.200 --> 00:04:15.240]  他是在講我們不應該像在世的人一樣
[00:04:15.240 --> 00:04:16.720]  其他的人一樣
[00:04:16.720 --> 00:04:20.000]  我們要看別人怎樣對我們
[00:04:20.000 --> 00:04:21.600]  我們才怎樣對別人
[00:04:21.600 --> 00:04:24.800]  帶著一個互惠互利的心
[00:04:24.800 --> 00:04:28.160]  來對別人好
[00:04:28.160 --> 00:04:30.200]  耶穌在說
[00:04:30.200 --> 00:04:33.400]  即使那個是我們的仇敵
[00:04:33.400 --> 00:04:37.320]  我們仍然要對他好
[00:04:37.320 --> 00:04:39.280]  這個是很極端的例子
[00:04:39.280 --> 00:04:41.760]  但這個例子卻讓我們了解到
[00:04:41.760 --> 00:04:43.080]  在讀經的時間
[00:04:43.080 --> 00:04:46.320]  如果我們任由我們的感受
[00:04:46.320 --> 00:04:49.520]  去做主導的話
[00:04:49.520 --> 00:04:52.320]  單單去解釋一句
[00:04:52.320 --> 00:04:54.920]  甚至乎其中一個字的話
[00:04:54.920 --> 00:04:57.760]  我們出現錯誤的機會
[00:04:57.760 --> 00:04:59.080]  就可能會很大
[00:04:59.080 --> 00:05:00.960]  而到時亦都可能錯過了
[00:05:00.960 --> 00:05:03.760]  經文原本要帶給我們的意思
[00:05:03.760 --> 00:05:06.320]  那種正財
[00:05:06.320 --> 00:05:09.520]  所以讀經最基本
[00:05:09.520 --> 00:05:11.680]  還是用分段來對理解
[00:05:11.680 --> 00:05:13.080]  再闊一點
[00:05:13.080 --> 00:05:15.920]  就是用一個段落來對理解
[00:05:15.920 --> 00:05:19.560]  這裡可能是多過一章的聖經
[00:05:19.560 --> 00:05:20.920]  接著再闊一點
[00:05:20.920 --> 00:05:22.960]  就是我們要去看看
[00:05:22.960 --> 00:05:25.680]  究竟作者在寫歌劇書的時間
[00:05:25.680 --> 00:05:29.240]  他有什麼背後的目的
[00:05:29.240 --> 00:05:30.760]  不同的闊度
[00:05:30.760 --> 00:05:34.120]  不同的深度去讀聖經
[00:05:34.120 --> 00:05:36.920]  能夠幫助我們更加肯定
[00:05:36.920 --> 00:05:39.280]  神的心意
[00:05:39.280 --> 00:05:41.640]  而我們今天讀的TSA的新約經文
[00:05:41.640 --> 00:05:43.200]  就是一個很好的例子
[00:05:43.200 --> 00:05:47.560]  讓我們用不同的闊度和深度
[00:05:47.560 --> 00:05:50.840]  去了解耶穌的權柄
[00:05:50.840 --> 00:05:52.360]  讓我們首先
[00:05:52.360 --> 00:05:54.680]  最近距離去看
[00:05:54.680 --> 00:05:56.600]  最近距離去看這些經文
[00:05:56.600 --> 00:05:58.920]  讓我們先一段一段去看
[00:05:58.920 --> 00:05:59.560]  我想問一下
[00:05:59.560 --> 00:06:04.240]  有誰今天仍然有大聖經回教會
[00:06:04.240 --> 00:06:07.560]  嘩 竟然有手
[00:06:07.560 --> 00:06:10.160]  感謝主
[00:06:10.160 --> 00:06:12.840]  我們都已經用了電子版
[00:06:12.840 --> 00:06:18.480]  電子版有一個缺點
[00:06:18.480 --> 00:06:20.080]  一本本的聖經
[00:06:20.080 --> 00:06:22.600]  其中有一大部分的一本本的聖經
[00:06:22.600 --> 00:06:25.400]  都會幫我們有一些分段
[00:06:25.400 --> 00:06:27.240]  如果電子版就很少
[00:06:27.240 --> 00:06:29.120]  很少會有分段
[00:06:29.120 --> 00:06:31.320]  其實在一本本的聖經裏面
[00:06:31.320 --> 00:06:32.920]  特別是舊一點的華本
[00:06:32.920 --> 00:06:35.200]  有三個段落在這段經文
[00:06:35.200 --> 00:06:37.160]  1至17字裏面分了
[00:06:37.160 --> 00:06:40.040]  第一個段落是講到醫治癱子
[00:06:40.040 --> 00:06:43.280]  第二個段落是講到馬太去被召
[00:06:43.280 --> 00:06:47.000]  第三個段落是講到新舊難合
[00:06:47.000 --> 00:06:50.840]  這三個故事
[00:06:50.840 --> 00:06:53.560]  這三個段落看來好像沒有什麼關係
[00:06:53.560 --> 00:06:55.240]  但是有一個共通點
[00:06:55.240 --> 00:06:59.520]  他們都是參集一些辯論在裏面
[00:06:59.520 --> 00:07:02.640]  也是新約裏面首次出現
[00:07:02.640 --> 00:07:07.200]  記載到耶穌和其他人發生的一些辯論
[00:07:07.200 --> 00:07:10.600]  而這三個辯論使我們明白
[00:07:10.600 --> 00:07:14.640]  主耶穌是要在不同的層面上
[00:07:14.640 --> 00:07:17.360]  為我們帶來的釋放
[00:07:17.360 --> 00:07:19.640]  首先第二至八節提到
[00:07:19.640 --> 00:07:26.000]  耶穌為癱子帶來罪的釋放
[00:07:26.000 --> 00:07:28.760]  然後第九至十三節提到
[00:07:28.760 --> 00:07:31.560]  耶穌為馬太帶來
[00:07:31.560 --> 00:07:36.840]  他原本被隔離的那種捆綁的釋放
[00:07:36.840 --> 00:07:40.520]  最後十四至十七節提到
[00:07:40.520 --> 00:07:42.480]  約翰的門徒
[00:07:42.480 --> 00:07:44.520]  他們問耶穌為什麼不禁食
[00:07:44.520 --> 00:07:51.520]  耶穌就為他們帶來過渡守誡命那種的釋放
[00:07:51.520 --> 00:07:54.760]  剛好英文上他們全部都是S字頭
[00:07:54.760 --> 00:07:58.040]  所以我還有一個字來歸納
[00:07:58.040 --> 00:08:01.160]  就是shackles 枷鎖
[00:08:01.160 --> 00:08:08.080]  耶穌要來為人帶來枷鎖上的釋放
[00:08:08.080 --> 00:08:09.760]  我們首先看第一個辯論
[00:08:09.760 --> 00:08:12.960]  我們看經文第二至八節
[00:08:12.960 --> 00:08:15.440]  我們不如一起先讀出這段經文
[00:08:15.440 --> 00:08:16.800]  預備起
[00:08:16.800 --> 00:08:44.240]  「耶穌見他們的信心,就對癱子說:
[00:08:44.240 --> 00:08:47.760]  『凡是聖人不知恨,凡是罪人不知恨,
[00:08:47.760 --> 00:08:50.800]  人間在地上有些罪與罪名,
[00:08:50.800 --> 00:08:52.320]  就對癱子說:
[00:08:52.320 --> 00:08:54.240]  『給我凡是罪人不知恨,
[00:08:54.240 --> 00:08:55.480]  給我罪人不知恨,
[00:08:55.480 --> 00:08:56.800]  凡是罪人不知恨,
[00:08:56.800 --> 00:08:58.120]  給我罪人不知恨,
[00:08:58.120 --> 00:09:00.080]  凡是罪人不知恨,
[00:09:00.080 --> 00:09:01.960]  就對罪人不知罪名,
[00:09:01.960 --> 00:09:03.040]  就對癱子說:
[00:09:03.040 --> 00:09:04.200]  『給我罪人不知恨,
[00:09:04.200 --> 00:09:05.520]  給我罪人不知恨,』」
[00:09:05.520 --> 00:09:08.240]  如果今天突然有一個你不認識的人
[00:09:08.240 --> 00:09:09.480]  走到你面前
[00:09:09.480 --> 00:09:14.560]  跟你說「放心吧,你的罪赦了」
[00:09:14.560 --> 00:09:17.240]  你會怎樣?
[00:09:17.240 --> 00:09:18.080]  你的心會想
[00:09:18.080 --> 00:09:19.560]  「怎麼今天這麼倒霉?
[00:09:19.560 --> 00:09:21.400]  一出街就遇到一個傻子」
[00:09:21.400 --> 00:09:23.560]  會不會?
[00:09:23.560 --> 00:09:25.400]  但其實在昔日
[00:09:25.400 --> 00:09:27.880]  在猶太的地方
[00:09:27.880 --> 00:09:29.760]  如果有人這樣說
[00:09:29.760 --> 00:09:33.840]  「放心吧,你的罪赦了」的時間
[00:09:33.840 --> 00:09:38.040]  原來這句話就等同褻瀆神
[00:09:38.040 --> 00:09:39.720]  因為猶太人認為
[00:09:39.720 --> 00:09:46.720]  只有神才有權利去說這句話
[00:09:46.720 --> 00:09:48.640]  耶穌知道這群民事在想什麼
[00:09:48.640 --> 00:09:50.640]  所以祂就回答
[00:09:50.640 --> 00:09:53.720]  「你們為何心裡懷著惡念
[00:09:53.720 --> 00:09:56.600]  究竟是說你的罪赦了
[00:09:56.600 --> 00:09:58.920]  還是你喜來行走
[00:09:58.920 --> 00:10:02.720]  哪一樣比較容易呢?」
[00:10:02.720 --> 00:10:06.200]  哪一樣比較容易呢?
[00:10:06.200 --> 00:10:10.880]  罪被赦免比較容易還是喜來行走比較容易?
[00:10:10.880 --> 00:10:12.760]  不敢說
[00:10:12.760 --> 00:10:14.280]  這個問題是不是這麼難?
[00:10:14.280 --> 00:10:16.120]  也不是這麼難
[00:10:16.120 --> 00:10:20.680]  其實說真的,這個問題真的挺難
[00:10:20.680 --> 00:10:23.200]  罪被赦免比較容易
[00:10:23.200 --> 00:10:26.720]  還是喜來行走比較容易?
[00:10:26.720 --> 00:10:29.200]  其實對於人來說
[00:10:29.200 --> 00:10:31.640]  真實罪的赦免
[00:10:31.640 --> 00:10:34.320]  和叫「癱子喜來行走」
[00:10:34.320 --> 00:10:37.760]  是一樣的難
[00:10:37.760 --> 00:10:41.160]  但我們會覺得赦罪比較容易
[00:10:41.160 --> 00:10:43.120]  為什麼?
[00:10:43.120 --> 00:10:47.200]  因為赦罪我們看不到
[00:10:47.200 --> 00:10:52.560]  我們看不到罪是否真的只有赦免
[00:10:52.560 --> 00:10:56.000]  但如果當一個癱子能夠起身的時間
[00:10:56.000 --> 00:10:59.160]  我們就能夠看到
[00:10:59.160 --> 00:11:04.680]  但事實上在公義聖潔的神面前
[00:11:04.680 --> 00:11:07.400]  要罪得著赦免
[00:11:07.400 --> 00:11:11.840]  其實比起叫一個癱子喜來行走
[00:11:11.840 --> 00:11:14.520]  要難很多
[00:11:14.520 --> 00:11:19.720]  所以耶穌明白人的軟弱
[00:11:19.720 --> 00:11:24.320]  祂就透過醫治去彰顯祂的權柄
[00:11:24.320 --> 00:11:27.400]  彰顯什麼權柄呢?弟兄姊妹
[00:11:27.400 --> 00:11:30.520]  醫治的權柄還是赦罪的權柄?
[00:11:30.520 --> 00:11:34.280]  耶穌要彰顯赦罪的權柄
[00:11:34.280 --> 00:11:42.440]  祂透過醫治去彰顯赦罪的權柄
[00:11:42.440 --> 00:11:44.400]  我們有時看科幻書
[00:11:44.400 --> 00:11:46.000]  很有趣 我們除了看
[00:11:46.000 --> 00:11:49.120]  往下看這個故事之外
[00:11:49.120 --> 00:11:50.720]  我們有時會參考一下
[00:11:50.720 --> 00:11:52.320]  我們叫《婦女福音》
[00:11:52.320 --> 00:11:53.840]  另外的科幻書
[00:11:53.840 --> 00:11:57.480]  我們看看有沒有同樣的事件的記載
[00:11:57.480 --> 00:11:59.680]  我們會看看
[00:11:59.680 --> 00:12:01.200]  譬如這件事
[00:12:01.200 --> 00:12:03.120]  究竟在哪一卷科幻書出現過呢?
[00:12:03.120 --> 00:12:03.800]  接著我們看
[00:12:03.800 --> 00:12:07.000]  原來《馬賀福音》和《路加福音》
[00:12:07.000 --> 00:12:08.560]  都有出現過
[00:12:08.560 --> 00:12:10.320]  通常我們會怎樣做呢?
[00:12:10.320 --> 00:12:12.800]  通常我們就炒一碟
[00:12:12.800 --> 00:12:13.600]  然後看看
[00:12:13.600 --> 00:12:15.440]  這裏沒有說到的
[00:12:15.440 --> 00:12:16.240]  就補充
[00:12:16.240 --> 00:12:17.120]  這裏沒有說到的
[00:12:17.120 --> 00:12:19.520]  這裏又可以補充
[00:12:19.520 --> 00:12:21.280]  這是什麼心態呢?
[00:12:21.280 --> 00:12:22.720]  這是記者的心態吧?
[00:12:22.720 --> 00:12:25.040]  總之事實的全部
[00:12:25.040 --> 00:12:25.800]  事實的全面
[00:12:25.800 --> 00:12:26.800]  我們要知道
[00:12:26.800 --> 00:12:29.400]  了解事實的真相
[00:12:29.400 --> 00:12:33.120]  但很多時我們去看聖經的時間
[00:12:33.120 --> 00:12:34.440]  可能反過來
[00:12:34.440 --> 00:12:36.760]  我們不是要去炒一碟
[00:12:36.760 --> 00:12:39.360]  我們反而要去看看
[00:12:39.360 --> 00:12:43.040]  究竟有什麼沒有說
[00:12:43.040 --> 00:12:44.600]  可能沒有說的那些
[00:12:44.600 --> 00:12:46.840]  或者說多了的那些
[00:12:46.840 --> 00:12:48.720]  是作者
[00:12:48.720 --> 00:12:52.120]  想我們特別留意的地方
[00:12:52.120 --> 00:12:54.280]  在《馬太福音》裏面
[00:12:54.280 --> 00:12:56.000]  有些什麼事情
[00:12:56.000 --> 00:12:59.080]  是《馬賀福音》沒有說的呢?
[00:12:59.080 --> 00:13:01.080]  首先就是
[00:13:01.080 --> 00:13:02.880]  《馬太福音》有記載
[00:13:02.880 --> 00:13:05.280]  有多少個人臺坦茲尼亞
[00:13:05.280 --> 00:13:06.160]  四個人
[00:13:06.160 --> 00:13:08.480]  然後他們做了什麼事呢?
[00:13:08.480 --> 00:13:09.000]  記不記得?
[00:13:09.000 --> 00:13:09.840]  拆屋頂
[00:13:09.840 --> 00:13:11.280]  《馬太福音》有沒有說拆屋頂呢?
[00:13:11.280 --> 00:13:12.560]  沒有說
[00:13:12.560 --> 00:13:14.200]  又掉下來
[00:13:14.200 --> 00:13:15.080]  有沒有說?
[00:13:15.080 --> 00:13:18.640]  又沒有說掉下來
[00:13:18.640 --> 00:13:20.920]  似乎《馬太福音》
[00:13:20.920 --> 00:13:24.240]  省略了一些描述人
[00:13:24.240 --> 00:13:27.480]  信心的一些描述
[00:13:27.480 --> 00:13:29.880]  但又多了些什麼呢?
[00:13:29.880 --> 00:13:31.200]  在第八節裏
[00:13:31.200 --> 00:13:33.240]  多了一個強調
[00:13:33.240 --> 00:13:38.120]  去強調權柄
[00:13:38.120 --> 00:13:39.720]  接著我就想
[00:13:39.720 --> 00:13:42.000]  可能《馬太福音》
[00:13:42.000 --> 00:13:44.520]  是想我們留意
[00:13:44.520 --> 00:13:46.240]  耶穌的權柄
[00:13:46.240 --> 00:13:49.200]  多於人的信心
[00:13:49.200 --> 00:13:51.960]  雖然信心都有出現
[00:13:51.960 --> 00:13:55.760]  即是告訴我們信心依然是一個元素
[00:13:55.760 --> 00:14:02.480]  但是權柄可能才是這段經文的主要主題
[00:14:02.480 --> 00:14:04.880]  接著我們再看
[00:14:04.880 --> 00:14:06.280]  耶穌對坦茲說
[00:14:06.280 --> 00:14:10.280]  「小子放心吧,你的罪赦了」
[00:14:10.280 --> 00:14:14.840]  在《馬賀福音》沒有說「放心吧」
[00:14:14.840 --> 00:14:17.160]  接著我們又想
[00:14:17.160 --> 00:14:21.640]  耶穌原來在宣告坦茲的罪
[00:14:21.640 --> 00:14:23.320]  被赦免的同時
[00:14:23.320 --> 00:14:26.240]  原來《馬賀福音》也想表達
[00:14:26.240 --> 00:14:30.040]  這個坦茲可以放心
[00:14:30.040 --> 00:14:31.400]  也就是說
[00:14:31.400 --> 00:14:33.560]  這個坦茲所擔心
[00:14:33.560 --> 00:14:36.800]  所不放心的是什麼問題?
[00:14:36.800 --> 00:14:39.800]  是坦的問題還是罪的問題?
[00:14:39.800 --> 00:14:41.720]  是罪的問題
[00:14:41.720 --> 00:14:44.600]  所以看來身體被醫治
[00:14:44.600 --> 00:14:46.200]  對於這個坦茲來說
[00:14:46.200 --> 00:14:48.760]  反而是一個bonus
[00:14:48.760 --> 00:14:49.760]  這是第一段經文
[00:14:49.760 --> 00:14:53.360]  我們很快看第二段辯論的經文
[00:14:53.360 --> 00:14:54.480]  經文第九至十三節
[00:14:54.480 --> 00:14:55.400]  我們一起讀出來
[00:14:55.400 --> 00:14:56.760]  預備起
[00:14:56.760 --> 00:14:59.240]  耶穌和阿彌陀佛面向我
[00:14:59.240 --> 00:15:01.760]  我以耶穌的名字為馬牽
[00:15:01.760 --> 00:15:04.840]  我和祂的罪惡是相對坦誠
[00:15:04.840 --> 00:15:06.320]  祢肯送我國
[00:15:06.320 --> 00:15:09.040]  阿彌陀佛也肯送給耶穌
[00:15:09.040 --> 00:15:11.680]  耶穌在我對祂的慈悲之下
[00:15:11.680 --> 00:15:14.280]  也在我對祂的慈悲之下
[00:15:14.280 --> 00:15:17.600]  也在我對祂的慈悲之下
[00:15:17.600 --> 00:15:19.360]  祂也在我對祂的慈悲之下
[00:15:19.360 --> 00:15:21.360]  也在我對祂的慈悲之下
[00:15:21.360 --> 00:15:23.560]  也在我對祂的慈悲之下
[00:15:23.560 --> 00:15:26.320]  也在我對祂的慈悲之下
[00:15:26.320 --> 00:15:28.240]  也在我對祂的慈悲之下
[00:15:28.240 --> 00:15:30.720]  也在我對祂的慈悲之下
[00:15:30.720 --> 00:15:33.040]  也在我對祂的慈悲之下
[00:15:33.040 --> 00:15:35.640]  也在我對祂的慈悲之下
[00:15:35.640 --> 00:15:37.280]  也在我對祂的慈悲之下
[00:15:37.280 --> 00:15:38.920]  也在我對祂的慈悲之下
[00:15:38.920 --> 00:15:40.800]  也在我對祂的慈悲之下
[00:15:40.800 --> 00:15:43.000]  也在我對祂的慈悲之下
[00:15:43.000 --> 00:15:45.200]  也在我對祂的慈悲之下
[00:15:45.200 --> 00:15:47.320]  也在我對祂的慈悲之下
[00:15:47.320 --> 00:15:49.400]  也在我對祂的慈悲之下
[00:15:49.400 --> 00:15:51.480]  也在我對祂的慈悲之下
[00:15:51.480 --> 00:15:53.640]  也在我對祂的慈悲之下
[00:15:53.640 --> 00:15:55.640]  也在我對祂的慈悲之下
[00:15:55.640 --> 00:15:57.640]  也在我對祂的慈悲之下
[00:15:57.640 --> 00:16:00.120]  也在我對祂的慈悲之下
[00:16:00.120 --> 00:16:02.280]  也在我對祂的慈悲之下
[00:16:02.280 --> 00:16:04.280]  也在我對祂的慈悲之下
[00:16:04.280 --> 00:16:06.200]  也在我對祂的慈悲之下
[00:16:06.200 --> 00:16:08.200]  也在我對祂的慈悲之下
[00:16:08.200 --> 00:16:10.200]  也在我對祂的慈悲之下
[00:16:10.200 --> 00:16:12.200]  也在我對祂的慈悲之下
[00:16:12.200 --> 00:16:14.200]  也在我對祂的慈悲之下
[00:16:14.200 --> 00:16:16.200]  也在我對祂的慈悲之下
[00:16:16.200 --> 00:16:18.200]  也在我對祂的慈悲之下
[00:16:18.200 --> 00:16:20.200]  也在我對祂的慈悲之下
[00:16:20.200 --> 00:16:22.200]  也在我對祂的慈悲之下
[00:16:22.200 --> 00:16:24.200]  也在我對祂的慈悲之下
[00:16:24.200 --> 00:16:26.200]  也在我對祂的慈悲之下
[00:16:26.200 --> 00:16:28.200]  也在我對祂的慈悲之下
[00:16:28.200 --> 00:16:30.200]  也在我對祂的慈悲之下
[00:16:30.200 --> 00:16:32.200]  也在我對祂的慈悲之下
[00:16:32.200 --> 00:16:34.200]  也在我對祂的慈悲之下
[00:16:34.200 --> 00:16:36.200]  也在我對祂的慈悲之下
[00:16:36.200 --> 00:16:38.200]  也在我對祂的慈悲之下
[00:16:38.200 --> 00:16:40.200]  也在我對祂的慈悲之下
[00:16:40.200 --> 00:16:42.200]  也在我對祂的慈悲之下
[00:16:42.200 --> 00:16:44.200]  也在我對祂的慈悲之下
[00:16:44.200 --> 00:16:46.200]  也在我對祂的慈悲之下
[00:16:46.200 --> 00:16:48.200]  也在我對祂的慈悲之下
[00:16:48.200 --> 00:16:50.200]  也在我對祂的慈悲之下
[00:16:50.200 --> 00:16:52.200]  也在我對祂的慈悲之下
[00:16:52.200 --> 00:16:54.200]  也在我對祂的慈悲之下
[00:16:54.200 --> 00:16:56.200]  也在我對祂的慈悲之下
[00:16:56.200 --> 00:16:58.200]  也在我對祂的慈悲之下
[00:16:58.200 --> 00:17:00.200]  也在我對祂的慈悲之下
[00:17:00.200 --> 00:17:02.200]  也在我對祂的慈悲之下
[00:17:02.200 --> 00:17:04.200]  也在我對祂的慈悲之下
[00:17:04.200 --> 00:17:06.200]  也在我對祂的慈悲之下
[00:17:06.200 --> 00:17:08.200]  也在我對祂的慈悲之下
[00:17:08.200 --> 00:17:10.200]  也在我對祂的慈悲之下
[00:17:10.200 --> 00:17:12.200]  也在我對祂的慈悲之下
[00:17:12.200 --> 00:17:14.200]  也在我對祂的慈悲之下
[00:17:14.200 --> 00:17:16.200]  也在我對祂的慈悲之下
[00:17:16.200 --> 00:17:18.200]  也在我對祂的慈悲之下
[00:17:18.200 --> 00:17:20.200]  也在我對祂的慈悲之下
[00:17:20.200 --> 00:17:22.200]  也在我對祂的慈悲之下
[00:17:22.200 --> 00:17:24.200]  也在我對祂的慈悲之下
[00:17:24.200 --> 00:17:26.200]  也在我對祂的慈悲之下
[00:17:26.200 --> 00:17:28.200]  也在我對祂的慈悲之下
[00:17:28.200 --> 00:17:30.200]  也在我對祂的慈悲之下
[00:17:30.200 --> 00:17:32.200]  也在我對祂的慈悲之下
[00:17:32.200 --> 00:17:34.200]  也在我對祂的慈悲之下
[00:17:34.200 --> 00:17:38.200]  也在我對祂的慈悲之下
[00:17:38.200 --> 00:17:40.200]  也在我對祂的慈悲之下
[00:17:40.200 --> 00:17:42.200]  也在我對祂的慈悲之下
[00:17:42.200 --> 00:17:44.200]  也在我對祂的慈悲之下
[00:17:44.200 --> 00:17:46.200]  也在我對祂的慈悲之下
[00:17:46.200 --> 00:17:48.200]  也在我對祂的慈悲之下
[00:17:48.200 --> 00:17:50.200]  也在我對祂的慈悲之下
[00:17:50.200 --> 00:17:52.200]  也在我對祂的慈悲之下
[00:17:52.200 --> 00:17:54.200]  也在我對祂的慈悲之下
[00:17:54.200 --> 00:17:56.200]  也在我對祂的慈悲之下
[00:17:56.200 --> 00:17:58.200]  也在我對祂的慈悲之下
[00:17:58.200 --> 00:18:00.200]  也在我對祂的慈悲之下
[00:18:00.200 --> 00:18:02.200]  也在我對祂的慈悲之下
[00:18:02.200 --> 00:18:04.200]  也在我對祂的慈悲之下
[00:18:04.200 --> 00:18:06.200]  也在我對祂的慈悲之下
[00:18:06.200 --> 00:18:08.200]  也在我對祂的慈悲之下
[00:18:08.200 --> 00:18:10.200]  也在我對祂的慈悲之下
[00:18:10.200 --> 00:18:12.200]  也在我對祂的慈悲之下
[00:18:12.200 --> 00:18:14.200]  也在我對祂的慈悲之下
[00:18:14.200 --> 00:18:16.200]  也在我對祂的慈悲之下
[00:18:16.200 --> 00:18:18.200]  也在我對祂的慈悲之下
[00:18:18.200 --> 00:18:20.200]  也在我對祂的慈悲之下
