
[00:00:00.000 --> 00:00:03.640]  各位主媒《平安提摩太前後書》的研讀
[00:04:27.400 --> 00:04:29.100]  我們傳福音
[00:04:29.100 --> 00:04:31.200]  去到一個程度就是
[00:04:31.200 --> 00:04:34.240]  我寧願犧牲
[00:04:34.240 --> 00:04:36.880]  我都要去傳
[00:04:36.880 --> 00:04:40.080]  信道就是這樣來的
[00:04:40.080 --> 00:04:42.080]  因為你作見證
[00:04:42.080 --> 00:04:44.980]  可能當時的政府不讓你作見證
[00:04:44.980 --> 00:04:46.460]  於是就抓了你
[00:04:46.460 --> 00:04:49.220]  甚至你為此而死
[00:04:49.220 --> 00:04:50.720]  都不定
[00:04:50.720 --> 00:04:54.320]  所以作見證這個字的字根
[00:04:54.320 --> 00:05:00.760]  和信道Mata這個字是相似的
[00:05:00.760 --> 00:05:03.840]  就是說你作見證去到一個地步
[00:05:03.840 --> 00:05:06.800]  我連命都不顧
[00:05:06.800 --> 00:05:10.140]  這個就是拼命傳道
[00:05:10.140 --> 00:05:12.840]  拼命傳福音的意思
[00:05:12.840 --> 00:05:16.680]  今天我們真的要去到一個拼命傳福音
[00:05:16.680 --> 00:05:19.380]  努力去傳福音的時機
[00:05:19.380 --> 00:05:21.080]  求主幫助我們
[00:05:21.080 --> 00:05:25.160]  讓我們真的努力去傳福音
[00:05:25.160 --> 00:05:26.660]  聖經這裡說
[00:05:26.660 --> 00:05:29.660]  無論得時不得時都要傳
[00:05:29.660 --> 00:05:35.000]  用最大的內心愛心去勸勉
[00:05:35.000 --> 00:05:36.500]  去督促
[00:05:36.500 --> 00:05:38.000]  去鼓勵
[00:05:38.000 --> 00:05:39.800]  去教導
[00:05:39.800 --> 00:05:42.240]  保羅勸提摩太
[00:05:42.240 --> 00:05:45.940]  利用各式各樣不同的方法
[00:05:45.940 --> 00:05:48.820]  將福音講解出去
[00:05:48.820 --> 00:05:51.180]  有時我們是靠勸的
[00:05:51.180 --> 00:05:53.820]  有時就靠擇備它
[00:05:53.820 --> 00:05:57.820]  有時就靠講解清楚明白的
[00:05:57.820 --> 00:06:00.560]  有時是督導它
[00:06:00.560 --> 00:06:03.960]  用各式各樣不同的方法
[00:06:03.960 --> 00:06:07.140]  將真理表明
[00:06:07.140 --> 00:06:11.260]  我都很感謝神讓我每個星期錄一篇信息
[00:06:11.260 --> 00:06:14.680]  就是很想將道講得明白
[00:06:14.680 --> 00:06:16.540]  於是弟兄姊妹明白了
[00:06:16.540 --> 00:06:20.180]  你就要去行道去做出來
[00:06:20.180 --> 00:06:21.740]  如果你坐在這裡聽
[00:06:21.740 --> 00:06:23.380]  聽完拍拍屁股就走
[00:06:23.380 --> 00:06:24.780]  那是沒用的
[00:06:24.780 --> 00:06:27.420]  要去行道
[00:06:27.420 --> 00:06:28.860]  聽道
[00:06:28.860 --> 00:06:30.280]  守道
[00:06:30.280 --> 00:06:31.280]  行道
[00:06:31.280 --> 00:06:34.160]  正如你星期天回到教會崇拜
[00:06:34.160 --> 00:06:36.800]  聽完港台的信息
[00:06:36.800 --> 00:06:39.460]  你要去行出來
[00:06:39.460 --> 00:06:42.200]  求主給我們有這樣的決心
[00:06:42.200 --> 00:06:45.200]  我是一個行道的人
[00:06:45.200 --> 00:06:47.440]  忠於神的話
[00:06:47.440 --> 00:06:49.080]  去實踐
[00:06:49.080 --> 00:06:50.980]  去行出來
[00:06:50.980 --> 00:06:52.940]  去應用出來
[00:06:52.940 --> 00:06:54.840]  去活出來
[00:06:54.840 --> 00:06:56.920]  活出神的道
[00:06:56.920 --> 00:06:59.420]  神的道就帶著能力
[00:06:59.420 --> 00:07:00.760]  有影響力
[00:07:00.760 --> 00:07:05.760]  你就能夠感染你身邊周圍的人
[00:07:05.760 --> 00:07:10.900]  第二就是值得競爭的賽跑
[00:07:10.900 --> 00:07:14.140]  我已經跑完了
[00:07:14.140 --> 00:07:17.700]  這裡就講一段賽程
[00:07:17.700 --> 00:07:21.700]  你走是走到終點為止的
[00:07:21.700 --> 00:07:25.280]  有些選手可能中途跌倒
[00:07:25.280 --> 00:07:26.240]  受傷
[00:07:26.240 --> 00:07:28.420]  他跑一跑就不跑了
[00:07:28.420 --> 00:07:31.060]  記得有一次世運會的時候
[00:07:31.060 --> 00:07:43.200]  埃塞俄比亞跑馬拉松的選手
[00:07:43.200 --> 00:07:44.860]  他受傷
[00:07:44.860 --> 00:07:51.900]  但是他一直都堅持要跑完這個旅程
[00:07:51.900 --> 00:07:53.940]  所以當他遲了很多
[00:07:53.940 --> 00:07:56.340]  進到場館裡面的時候
[00:07:56.340 --> 00:07:59.920]  竟然整個場館坐滿了人
[00:07:59.920 --> 00:08:02.220]  原來每個人都等他回來
[00:08:02.220 --> 00:08:04.680]  當他一進場館的時候
[00:08:04.680 --> 00:08:06.160]  全場肅立
[00:08:06.160 --> 00:08:09.460]  大家熱烈鼓掌歡迎他
[00:08:09.460 --> 00:08:13.560]  因為他沒有放棄
[00:08:13.560 --> 00:08:19.000]  他比別人慢了整個小時才回到場館
[00:08:19.000 --> 00:08:21.660]  但是他跑到終點
[00:08:21.660 --> 00:08:23.900]  他接受記者訪問的時候
[00:08:23.900 --> 00:08:24.980]  他怎麼說
[00:08:24.980 --> 00:08:27.280]  他說國家派我來
[00:08:27.280 --> 00:08:29.340]  不只是開跑的
[00:08:29.340 --> 00:08:34.740]  國家派我來是叫我跑完這段的旅程
[00:08:34.740 --> 00:08:36.780]  真的很感動人
[00:08:36.780 --> 00:08:38.920]  他堅持到底
[00:08:38.920 --> 00:08:40.760]  雖然腳受傷
[00:08:40.760 --> 00:08:42.720]  一直都要走
[00:08:42.720 --> 00:08:45.620]  走到終點為止
[00:08:45.620 --> 00:08:46.620]  各位大英姐妹
[00:08:46.620 --> 00:08:49.760]  我不知道你今天有沒有這個勇氣
[00:08:49.760 --> 00:08:52.060]  我們堅持到底
[00:08:52.060 --> 00:08:54.400]  將賽程跑完
[00:08:54.400 --> 00:08:56.500]  跑到最後的終點
[00:08:56.500 --> 00:09:01.180]  神給你多少時間活得精彩活得活潑
[00:09:01.180 --> 00:09:04.080]  直到我們再見主
[00:09:04.080 --> 00:09:07.920]  保羅這位練腦的僕人
[00:09:07.920 --> 00:09:09.780]  語重心長
[00:09:09.780 --> 00:09:12.120]  祝福提摩太
[00:09:12.120 --> 00:09:14.580]  他說我祝福你
[00:09:14.580 --> 00:09:16.220]  我吩咐你
[00:09:16.220 --> 00:09:18.560]  你無要存道
[00:09:18.560 --> 00:09:20.560]  無論得事不得事
[00:09:20.560 --> 00:09:22.500]  知死終受
[00:09:22.500 --> 00:09:25.460]  跑到終點
[00:09:25.460 --> 00:09:29.800]  今年的奧運會在巴黎舉行
[00:09:29.800 --> 00:09:32.700]  大概200年前
[00:09:32.700 --> 00:09:35.740]  另一場的巴黎奧運會
[00:09:35.740 --> 00:09:38.580]  就有一個英國的跑手
[00:09:38.580 --> 00:09:44.780]  拿到應該是200米的金牌
[00:09:44.780 --> 00:09:49.120]  這位的跑手就叫做Eric Liddell
[00:09:49.120 --> 00:09:52.920]  他的中文名叫做李愛潤
[00:09:52.920 --> 00:09:57.400]  他是一個在中國出生的英國人
[00:09:57.400 --> 00:10:01.900]  因為他爸爸是內地會的宣教士
[00:10:01.900 --> 00:10:04.240]  所以他在中國出生
[00:10:04.240 --> 00:10:07.200]  後來他回到英國讀書
[00:10:07.200 --> 00:10:09.080]  一直讀到大學
[00:10:09.080 --> 00:10:11.880]  原來他跑步很快的
[00:10:11.880 --> 00:10:16.040]  於是他就被英國挑選成為國家隊
[00:10:16.040 --> 00:10:21.120]  代表英國出席100米的賽跑
[00:10:21.120 --> 00:10:23.180]  但是誰知道他去到巴黎
[00:10:23.180 --> 00:10:25.320]  收到那個日程表的時候
[00:10:25.320 --> 00:10:27.920]  原來100公尺的初賽
[00:10:27.920 --> 00:10:30.920]  在星期天舉行
[00:10:30.920 --> 00:10:33.560]  這是李愛潤有的習慣
[00:10:33.560 --> 00:10:36.660]  逢星期天他不去跑的
[00:10:36.660 --> 00:10:39.500]  因為他要守主日
[00:10:39.500 --> 00:10:42.240]  去教會做崇拜
[00:10:42.240 --> 00:10:45.140]  所以他就跟總教練說
[00:10:45.140 --> 00:10:48.140]  對不起我那天不能去跑
[00:10:48.140 --> 00:10:50.620]  總教練說有沒有搞錯
[00:10:50.620 --> 00:10:52.280]  我們國家派你來
[00:10:52.280 --> 00:10:54.980]  再去跑100公尺
[00:10:54.980 --> 00:10:57.080]  100公尺是你的強項
[00:10:57.080 --> 00:11:00.020]  你一定可以拿獎的
[00:11:00.020 --> 00:11:01.620]  但是李愛潤說對不起
[00:11:01.620 --> 00:11:03.620]  我星期天不跑
[00:11:03.620 --> 00:11:05.400]  這個教練沒有辦法
[00:11:05.400 --> 00:11:07.360]  於是李愛潤自己請願
[00:11:07.360 --> 00:11:08.600]  他說我試一下
[00:11:08.600 --> 00:11:09.760]  我跑200公尺
[00:11:09.760 --> 00:11:11.460]  我跑400公尺
[00:11:11.460 --> 00:11:14.140]  結果他就開始鍛鍊自己
[00:11:14.140 --> 00:11:18.780]  終於他參加200公尺和400公尺的賽跑
[00:11:18.780 --> 00:11:21.380]  做在其中一個的賽跑裡面
[00:11:21.380 --> 00:11:25.680]  他跑出破了紀錄
[00:11:25.680 --> 00:11:29.320]  拿到金牌
[00:11:29.320 --> 00:11:32.780]  所以他的傳記出了一本書
[00:11:32.780 --> 00:11:36.020]  就叫做《直奔金牌》
[00:11:36.020 --> 00:11:38.620]  或者《直奔錶桿》
[00:11:38.620 --> 00:11:41.600]  原來他一路走的時候
[00:11:41.600 --> 00:11:43.900]  他的臉是惡高的
[00:11:43.900 --> 00:11:47.040]  他一路走越走越興奮
[00:11:47.040 --> 00:11:49.400]  他說神叫我走得快
[00:11:49.400 --> 00:11:52.040]  我走得快是要榮耀神
[00:11:52.040 --> 00:11:55.880]  後來有人將他參加巴黎奧運
[00:11:55.880 --> 00:11:57.620]  拍了一部電影
[00:11:57.620 --> 00:12:00.220]  就是《烈火戰車》
[00:12:00.220 --> 00:12:02.480]  《The Chariot of Fire》
[00:12:02.480 --> 00:12:08.120]  結果拿了奧斯卡的金五獎獎
[00:12:08.120 --> 00:12:10.500]  最佳電影獎
[00:12:10.500 --> 00:12:12.520]  有首主題曲
[00:12:12.520 --> 00:12:16.440]  配合他走的姿勢
[00:12:16.440 --> 00:12:18.400]  很感動人
[00:12:18.400 --> 00:12:21.840]  後來他拿了金牌之後
[00:12:21.840 --> 00:12:25.540]  他本來可以在運動上面繼續發展
[00:12:25.540 --> 00:12:28.180]  但是神的呼召臨到他
[00:12:28.180 --> 00:12:30.240]  叫他回到中國
[00:12:30.240 --> 00:12:32.720]  繼續做傳教士
[00:12:32.720 --> 00:12:35.760]  於是他離開英國
[00:12:35.760 --> 00:12:39.220]  回到中國做傳教士
[00:12:39.220 --> 00:12:43.160]  最後因為中日戰爭的緣故
[00:12:43.160 --> 00:12:48.200]  被俘虜後來就死在一個難民營
[00:12:48.200 --> 00:12:50.800]  一個俘虜營裡面
[00:12:50.800 --> 00:12:55.280]  他最終是為主殉道
[00:12:55.280 --> 00:12:58.480]  一個很感人的故事
[00:12:58.480 --> 00:13:00.040]  各位弟兄姊妹
[00:13:00.040 --> 00:13:02.240]  原來神要我們的
[00:13:02.240 --> 00:13:05.320]  就賦上我們的生命
[00:13:05.320 --> 00:13:09.280]  我們都要跟隨我們的主
[00:13:09.280 --> 00:13:13.960]  跟隨主永遠不轉移
[00:13:13.960 --> 00:13:16.560]  我們定義跟隨主
[00:13:16.560 --> 00:13:19.460]  就跟隨主到底
[00:13:19.460 --> 00:13:21.040]  主在我們每個人身上
[00:13:21.040 --> 00:13:22.440]  都是一個呼召
[00:13:22.440 --> 00:13:23.900]  都是一個照命
[00:13:23.900 --> 00:13:25.480]  我們要按照神
[00:13:25.480 --> 00:13:28.440]  給我們的照命去活出來
[00:13:28.440 --> 00:13:31.620]  活出主要我們活的養性
[00:13:31.620 --> 00:13:35.720]  我們成為一個榮神益人的信徒
[00:13:35.720 --> 00:13:39.980]  求主幫助我們在今天這個末世的時代
[00:13:39.980 --> 00:13:44.060]  我效法保羅對提摩泰的勸勉
[00:13:44.060 --> 00:13:47.960]  我是站在這條跑道上面
[00:13:47.960 --> 00:13:49.860]  我跑得好
[00:13:49.860 --> 00:13:51.800]  我跑得遠
[00:13:51.800 --> 00:13:54.900]  我跑到終點為止
[00:13:54.900 --> 00:13:57.840]  然後將來神在天上
[00:13:57.840 --> 00:14:01.700]  會為我們預備永恆的冠冕
[00:14:01.700 --> 00:14:04.600]  因為這是主耶穌的應許
[00:14:04.600 --> 00:14:09.440]  凡是愛慕主等候祂再來的
[00:14:09.440 --> 00:14:12.920]  必得著將來的獎賞
[00:14:12.920 --> 00:14:14.660]  求主幫助我們
[00:14:14.660 --> 00:14:16.960]  叫我們仰望神
[00:14:16.960 --> 00:14:19.860]  向著終點直跑
[00:14:19.860 --> 00:14:22.700]  直到我們再見主的臉
[00:14:22.700 --> 00:14:24.500]  所以願神賜福給你
[00:14:24.500 --> 00:14:25.700]  跑得快
[00:14:25.700 --> 00:14:27.340]  跑得興奮
[00:14:27.340 --> 00:14:29.000]  跑得精彩
[00:14:29.000 --> 00:14:32.000]  我們一起為主而活
[00:14:32.000 --> 00:14:34.440]  願天父賜福給你
