
[00:00:00.000 --> 00:00:05.000]  你覺得今天的社會,我們活在今天的社會,你覺得男女平等嗎?
[00:03:34.000 --> 00:03:39.000]  所以士師很多時候也是軍事上的領袖
[00:03:39.000 --> 00:03:44.000]  為什麼?因為他帶領人民在戰場上打仗
[00:03:44.000 --> 00:03:53.000]  不過今天我們故事的主角底波拉,不單止沒有軍事背景
[00:03:53.000 --> 00:03:56.000]  而且她還是一個女性
[00:03:56.000 --> 00:04:00.000]  聖經告訴我們,是拉比多的妻子
[00:04:00.000 --> 00:04:05.000]  聖經的記載只是底波拉是一個女性的士師
[00:04:05.000 --> 00:04:10.000]  今天讓我們看看,通過這個特別的角色
[00:04:10.000 --> 00:04:20.000]  去了解一下神造事的方式,神奇妙作為背後一些我們可以學習的屬靈功課
[00:04:20.000 --> 00:04:24.000]  我們通常都說,信徒當然要信復
[00:04:24.000 --> 00:04:27.000]  什麼叫信復?信復就是說,神叫我們做什麼,我們就做什麼
[00:04:27.000 --> 00:04:28.000]  很簡單
[00:04:28.000 --> 00:04:30.000]  但是大家有沒有想過
[00:04:30.000 --> 00:04:36.000]  當神要我們做一些事是超乎我們的能力,或者是超乎我們的資源的時候
[00:04:36.000 --> 00:04:39.000]  那就不同了,說法不同了
[00:04:39.000 --> 00:04:42.000]  她是一個很簡單,大家都熟悉的例子
[00:04:42.000 --> 00:04:47.000]  大家記不記得神差派她的使者,去到當時仍然是處女的瑪利亞
[00:04:47.000 --> 00:04:52.000]  就跟瑪利亞說,你將要懷孕生子
[00:04:52.000 --> 00:04:54.000]  大家要明白,不是今天的社會
[00:04:54.000 --> 00:04:57.000]  結不結婚都無所謂,住在一起
[00:04:57.000 --> 00:05:00.000]  生不生子,結婚好像基本上沒什麼關係
[00:05:00.000 --> 00:05:05.000]  但是當時的社會來說,未結婚生子是很大一件事
[00:05:05.000 --> 00:05:09.000]  這樣的事會帶來什麼?帶來羞辱
[00:05:09.000 --> 00:05:11.000]  甚至是失去婚姻
[00:05:11.000 --> 00:05:14.000]  讓她的家庭,整個家庭蒙羞
[00:05:14.000 --> 00:05:17.000]  我問你,如果你是瑪利亞,聽到這樣的消息
[00:05:17.000 --> 00:05:19.000]  你會有什麼反應?
[00:05:19.000 --> 00:05:22.000]  我在想,如果我是瑪利亞的話
[00:05:22.000 --> 00:05:25.000]  我馬上跟這個小姐說,你有沒有搞錯地址?
[00:05:25.000 --> 00:05:27.000]  是不是找錯屋?
[00:05:27.000 --> 00:05:29.000]  這裡是18號,不是1B
[00:05:29.000 --> 00:05:32.000]  可能是隔壁屋的那個女生吧,請你去隔壁屋找
[00:05:32.000 --> 00:05:37.000]  對於底波拉來說
[00:05:37.000 --> 00:05:40.000]  神要她做的事情
[00:05:40.000 --> 00:05:43.000]  不單是可能會影響到她的聲譽
[00:05:43.000 --> 00:05:46.000]  也可能危及她的性命
[00:05:46.000 --> 00:05:47.000]  為什麼?
[00:05:47.000 --> 00:05:50.000]  因為神要她找一個人,叫做巴拉的人
[00:05:50.000 --> 00:05:54.000]  然後告訴她,你要帶領一萬個意識的人
[00:05:54.000 --> 00:05:59.000]  去對抗敵人的戰士西西拉
[00:05:59.000 --> 00:06:03.000]  雖然當時的底波拉
[00:06:03.000 --> 00:06:07.000]  並不是一個普通的家庭主婦那麼簡單
[00:06:07.000 --> 00:06:10.000]  聖經告訴她,他是事先,他是先知
[00:06:10.000 --> 00:06:16.000]  他是坐在棕樹下,來判斷百姓的是非
[00:06:16.000 --> 00:06:19.000]  不過神這次給她的任務
[00:06:19.000 --> 00:06:22.000]  不單是判斷是非
[00:06:22.000 --> 00:06:28.000]  而是要求某一個人冒著生命的危險
[00:06:28.000 --> 00:06:31.000]  去完成一個可以說是不可能的任務
[00:06:31.000 --> 00:06:33.000]  為什麼不可能的任務?
[00:06:33.000 --> 00:06:36.000]  要理解這個任務,為什麼不可能呢?
[00:06:36.000 --> 00:06:41.000]  我們需要理解、明白一些當時的歷史背景
[00:06:41.000 --> 00:06:43.000]  好了,大家都知道
[00:06:43.000 --> 00:06:47.000]  當摩西和約書亞死了之後
[00:06:47.000 --> 00:06:51.000]  利西當時沒有一個明確的領導人物
[00:06:51.000 --> 00:06:54.000]  來再帶領以色列人
[00:06:54.000 --> 00:06:57.000]  聖經就告訴我們,當時那幫人又怎樣?
[00:06:57.000 --> 00:07:00.000]  任意而行,任意而行
[00:07:00.000 --> 00:07:02.000]  看看你是哪個角色
[00:07:02.000 --> 00:07:04.000]  我相信如果作為父母的話
[00:07:04.000 --> 00:07:07.000]  很明白,大家想像一下
[00:07:07.000 --> 00:07:09.000]  你現在要去度假了
[00:07:09.000 --> 00:07:10.000]  房子給誰看?
[00:07:10.000 --> 00:07:14.000]  房子交給年輕人看
[00:07:14.000 --> 00:07:16.000]  仍然是少年的孩子
[00:07:16.000 --> 00:07:18.000]  你們幫他們看房子
[00:07:18.000 --> 00:07:22.000]  如果你沒有很明確的吩咐他們
[00:07:22.000 --> 00:07:24.000]  有些什麼可以做,有些什麼不可以做
[00:07:24.000 --> 00:07:25.000]  那又怎樣?
[00:07:25.000 --> 00:07:27.000]  沒有人管,他們就會怎樣?
[00:07:27.000 --> 00:07:29.000]  他們就任意而行
[00:07:29.000 --> 00:07:32.000]  想像一下,幾個星期之後
[00:07:32.000 --> 00:07:35.000]  回到家裡
[00:07:35.000 --> 00:07:37.000]  你猜有什麼事情發生呢?
[00:07:37.000 --> 00:07:39.000]  我只想到這四個字
[00:07:39.000 --> 00:07:42.000]  不敢想像
[00:07:42.000 --> 00:07:45.000]  那時候的以色列人
[00:07:45.000 --> 00:07:48.000]  其實就好像一個少年一樣
[00:07:48.000 --> 00:07:52.000]  沒有完全的分辨是非的能力
[00:07:52.000 --> 00:07:54.000]  也沒有很堅強的意志
[00:07:54.000 --> 00:07:57.000]  去持守做一些正確的事情
[00:07:57.000 --> 00:08:00.000]  大家知道從約書亞離開世界
[00:08:00.000 --> 00:08:03.000]  到以色列第一個皇帝出現
[00:08:03.000 --> 00:08:06.000]  大家知道有多少年嗎?
[00:08:06.000 --> 00:08:08.000]  大概有三百年
[00:08:08.000 --> 00:08:11.000]  在這三百年的空蕩期裏面
[00:08:11.000 --> 00:08:13.000]  聖經告訴我們
[00:08:13.000 --> 00:08:18.000]  以色列人有七次離開神
[00:08:18.000 --> 00:08:21.000]  轉向拜偶像
[00:08:21.000 --> 00:08:22.000]  那怎樣?
[00:08:22.000 --> 00:08:26.000]  神興起周圍的加拿人
[00:08:26.000 --> 00:08:29.000]  來攻擊以色列人
[00:08:29.000 --> 00:08:31.000]  教訓以色列人
[00:08:31.000 --> 00:08:33.000]  懲罰以色列人
[00:08:33.000 --> 00:08:35.000]  當以色列人受苦
[00:08:35.000 --> 00:08:39.000]  受到外邦人旁邊的加拿人所壓迫的時候
[00:08:39.000 --> 00:08:41.000]  他們就呼求神
[00:08:41.000 --> 00:08:43.000]  神每一次聽到他們呼求
[00:08:43.000 --> 00:08:46.000]  就會在百姓當中興起一個的士師
[00:08:46.000 --> 00:08:51.000]  來拯救他們脫離受敵的壓迫
[00:08:51.000 --> 00:08:53.000]  來到麗蒂波拉這個時候
[00:08:53.000 --> 00:08:57.000]  以色列人已經經歷了三次離開神
[00:08:57.000 --> 00:09:01.000]  拜偶像這個情況裏面
[00:09:01.000 --> 00:09:05.000]  這次神就使用下鎖的加拿人
[00:09:05.000 --> 00:09:07.000]  來管教以色列人
[00:09:07.000 --> 00:09:10.000]  這班外邦人壓迫、剋制
[00:09:10.000 --> 00:09:12.000]  以色列人二十年
[00:09:12.000 --> 00:09:14.000]  怎樣壓制法?
[00:09:14.000 --> 00:09:18.000]  怎樣壓迫法?
[00:09:18.000 --> 00:09:20.000]  除了可以想像的軍事壓迫
[00:09:20.000 --> 00:09:22.000]  強迫勞動
[00:09:22.000 --> 00:09:23.000]  不是新疆壓迫
[00:09:23.000 --> 00:09:27.000]  這裡真的是強迫勞動的修理重稅
[00:09:27.000 --> 00:09:28.000]  不單是這樣
[00:09:28.000 --> 00:09:32.000]  如果我們看回經文的五章六到七節
[00:09:32.000 --> 00:09:33.000]  告訴我們
[00:09:33.000 --> 00:09:37.000]  耶賓王將以色列所有的官長停職
[00:09:37.000 --> 00:09:39.000]  就是武往管
[00:09:39.000 --> 00:09:43.000]  武往管會有什麼事發生呢?
[00:09:43.000 --> 00:09:45.000]  聖經接著就告訴我們
[00:09:45.000 --> 00:09:49.000]  百姓都不敢在大路上走
[00:09:49.000 --> 00:09:51.000]  就是武往管
[00:09:51.000 --> 00:09:53.000]  隨時被人劏死牛
[00:09:53.000 --> 00:09:54.000]  零源寇
[00:09:54.000 --> 00:09:56.000]  大家可以想像什麼事情
[00:09:56.000 --> 00:09:58.000]  不合法的事情都在那個時候發生
[00:09:58.000 --> 00:10:01.000]  就是說人民在那個時候
[00:10:01.000 --> 00:10:03.000]  活在恐慌當中
[00:10:03.000 --> 00:10:04.000]  羞辱當中
[00:10:04.000 --> 00:10:06.000]  亦都活在絕望當中
[00:10:06.000 --> 00:10:08.000]  為什麼絕望?
[00:10:08.000 --> 00:10:10.000]  打不夠人打?
[00:10:10.000 --> 00:10:11.000]  不敢反抗
[00:10:11.000 --> 00:10:13.000]  為什麼不敢反抗?
[00:10:13.000 --> 00:10:14.000]  聖經告訴我們
[00:10:14.000 --> 00:10:19.000]  因為那個耶賓王有鐵車九百輛
[00:10:19.000 --> 00:10:23.000]  我問大家知不知道以色列有多少輛鐵車?
[00:10:23.000 --> 00:10:24.000]  零
[00:10:24.000 --> 00:10:27.000]  現在兩輛鐵車都沒有
[00:10:27.000 --> 00:10:29.000]  他們的以色列人
[00:10:29.000 --> 00:10:32.000]  當時是依靠很簡單的步兵
[00:10:32.000 --> 00:10:34.000]  和很簡單的戰車
[00:10:34.000 --> 00:10:37.000]  用今天的話來說
[00:10:37.000 --> 00:10:40.000]  好像你的敵人有九百輛坦克
[00:10:40.000 --> 00:10:42.000]  不過現在坦克都不能用
[00:10:42.000 --> 00:10:44.000]  無人機可以打到坦克
[00:10:44.000 --> 00:10:45.000]  無論如何
[00:10:45.000 --> 00:10:48.000]  想像一下今天你的敵人有九百輛坦克
[00:10:48.000 --> 00:10:53.000]  你只有簡單的軍用卡車
[00:10:53.000 --> 00:10:56.000]  你的士兵當中又沒有吳京
[00:10:56.000 --> 00:10:59.000]  可以穿梭坦克中間走來走去
[00:10:59.000 --> 00:11:00.000]  炸爛坦克
[00:11:00.000 --> 00:11:03.000]  一根頭髮都沒有損傷
[00:11:03.000 --> 00:11:04.000]  你軍中又沒有坦克
[00:11:04.000 --> 00:11:06.000]  又沒有吳京
[00:11:06.000 --> 00:11:09.000]  你敢和人挑戰嗎?
[00:11:09.000 --> 00:11:12.000]  除非你活得不耐煩
[00:11:12.000 --> 00:11:13.000]  不想活
[00:11:13.000 --> 00:11:15.000]  因為軍力太懸殊
[00:11:15.000 --> 00:11:19.000]  毫無把握的特性
[00:11:19.000 --> 00:11:26.000]  這就是底波拉當時所面對的情況
[00:11:26.000 --> 00:11:27.000]  沒錯
[00:11:27.000 --> 00:11:30.000]  底波拉對神有信心
[00:11:30.000 --> 00:11:32.000]  但是這一次
[00:11:32.000 --> 00:11:35.000]  神是要找另一個人去打一場
[00:11:35.000 --> 00:11:37.000]  打不贏的仗
[00:11:37.000 --> 00:11:40.000]  更何況大家不要忘記
[00:11:40.000 --> 00:11:41.000]  她是一個女人
[00:11:41.000 --> 00:11:43.000]  當時的文化是什麼
[00:11:43.000 --> 00:11:45.000]  男人告訴女人要做什麼
[00:11:45.000 --> 00:11:48.000]  而不是女人告訴男人要做什麼
[00:11:48.000 --> 00:11:50.000]  這是當時的文化
[00:11:50.000 --> 00:11:51.000]  大家要明白
[00:11:51.000 --> 00:11:52.000]  我講了這麼久
[00:11:52.000 --> 00:11:53.000]  想大家明白一件事
[00:11:53.000 --> 00:11:57.000]  在如此的歷史和文化背景之下
[00:11:57.000 --> 00:11:59.000]  如果你是底波拉
[00:11:59.000 --> 00:12:03.000]  你會不會去呢?
[00:12:03.000 --> 00:12:06.000]  我不知道底波拉有沒有跟神說不可以
[00:12:06.000 --> 00:12:08.000]  有很多很多的原因
[00:12:08.000 --> 00:12:10.000]  我不太想去
[00:12:10.000 --> 00:12:13.000]  不過順服的意思
[00:12:13.000 --> 00:12:15.000]  就是說
[00:12:15.000 --> 00:12:19.000]  縱然情況不樂觀
[00:12:19.000 --> 00:12:22.000]  縱然環境不容易
[00:12:22.000 --> 00:12:25.000]  也要按要求去做
[00:12:25.000 --> 00:12:27.000]  這就是聖經所說的順服
[00:12:27.000 --> 00:12:29.000]  聖經告訴我們
[00:12:29.000 --> 00:12:31.000]  底波拉真的去了
[00:12:31.000 --> 00:12:32.000]  她信服
[00:12:32.000 --> 00:12:34.000]  她相信神會保守
[00:12:34.000 --> 00:12:36.000]  帶領和加力
[00:12:36.000 --> 00:12:40.000]  她所表現的是一個願意的心
[00:12:40.000 --> 00:12:46.000]  這是第一個我們可以在底波拉身上學到的功課
[00:12:46.000 --> 00:12:48.000]  底波拉將神的信息
[00:12:48.000 --> 00:12:51.000]  帶到巴拉這個人物那裡
[00:12:51.000 --> 00:12:54.000]  信息其實很詳細
[00:12:54.000 --> 00:12:55.000]  帶多少人
[00:12:55.000 --> 00:12:56.000]  去什麼地方
[00:12:56.000 --> 00:12:57.000]  什麼時候打仗
[00:12:57.000 --> 00:13:00.000]  都講得很清楚
[00:13:00.000 --> 00:13:01.000]  從表面上來看
[00:13:01.000 --> 00:13:03.000]  似乎很簡單的任務
[00:13:03.000 --> 00:13:04.000]  很簡單
[00:13:04.000 --> 00:13:07.000]  巴拉只需要籌集一萬人
[00:13:07.000 --> 00:13:10.000]  去到所謂的他婆山上
[00:13:10.000 --> 00:13:13.000]  然後神就會將敵軍帶到他們的面前
[00:13:13.000 --> 00:13:14.000]  他們要做的事
[00:13:14.000 --> 00:13:15.000]  就是起來攻擊
[00:13:15.000 --> 00:13:16.000]  殺敵
[00:13:16.000 --> 00:13:17.000]  搞定
[00:13:17.000 --> 00:13:18.000]  收工
[00:13:18.000 --> 00:13:19.000]  就是這麼簡單
[00:13:19.000 --> 00:13:21.000]  聽起來好像很簡單
[00:13:21.000 --> 00:13:22.000]  不過想一想
[00:13:22.000 --> 00:13:23.000]  如果你是巴拉
[00:13:23.000 --> 00:13:25.000]  你會不會毫不猶疑
[00:13:25.000 --> 00:13:27.000]  馬上接受這個任務
[00:13:27.000 --> 00:13:30.000]  我相信不同人有不同的答案
[00:13:30.000 --> 00:13:31.000]  她的答案是什麼
[00:13:31.000 --> 00:13:34.000]  聖經告訴我們巴拉的回覆就是
[00:13:34.000 --> 00:13:36.000]  跟底波拉說
[00:13:36.000 --> 00:13:38.000]  底波拉你跟我去我就去
[00:13:38.000 --> 00:13:41.000]  你不跟我去我就不去
[00:13:41.000 --> 00:13:42.000]  為什麼會有這樣的回覆
[00:13:42.000 --> 00:13:43.000]  這麼有趣
[00:13:43.000 --> 00:13:45.000]  她害怕嗎
[00:13:45.000 --> 00:13:48.000]  她不太願意嗎
[00:13:48.000 --> 00:13:50.000]  她不夠信心嗎
[00:13:50.000 --> 00:13:51.000]  還是她覺得這個女仙子
[00:13:51.000 --> 00:13:52.000]  跟她一起去的時候
[00:13:52.000 --> 00:13:55.000]  才代表了神主的同在呢
[00:13:55.000 --> 00:13:57.000]  我們不知道具體原因
[00:13:57.000 --> 00:13:59.000]  因為聖經沒有告訴我們
[00:13:59.000 --> 00:14:01.000]  不過有一件事我們很確實知道的
[00:14:01.000 --> 00:14:02.000]  是什麼
[00:14:02.000 --> 00:14:04.000]  她這樣的回覆
[00:14:04.000 --> 00:14:09.000]  令她失去了她應該當得的榮耀
[00:14:09.000 --> 00:14:10.000]  本來屬於她的榮耀
[00:14:10.000 --> 00:14:12.000]  現在這個榮耀
[00:14:12.000 --> 00:14:14.000]  將會交給一個女人
[00:14:14.000 --> 00:14:18.000]  在這裡我想將故事一點點滴滴
[00:14:18.000 --> 00:14:19.000]  將它串連起來
[00:14:19.000 --> 00:14:22.000]  讓大家有一個更清晰的圖畫
[00:14:22.000 --> 00:14:23.000]  首先
[00:14:23.000 --> 00:14:26.000]  我相信巴拉巴並不是沒有信心
[00:14:26.000 --> 00:14:27.000]  為什麼
[00:14:27.000 --> 00:14:29.000]  希伯萊書十一章六節講得很清楚
[00:14:29.000 --> 00:14:32.000]  作者講到信心的時候
[00:14:32.000 --> 00:14:34.000]  作者說人非有信
[00:14:34.000 --> 00:14:36.000]  就不能得神的喜悅
[00:14:36.000 --> 00:14:38.000]  接著這個作者就列舉了
[00:14:38.000 --> 00:14:40.000]  很多舊約的人物
[00:14:40.000 --> 00:14:43.000]  去列表他們的信心
[00:14:43.000 --> 00:14:48.000]  而巴拉就是其中的一個信心的人物
[00:14:48.000 --> 00:14:49.000]  好了
[00:14:49.000 --> 00:14:51.000]  如果是這樣的時候
[00:14:51.000 --> 00:14:54.000]  巴拉是一個有信心的人
[00:14:54.000 --> 00:14:55.000]  既然是這樣的時候
[00:14:55.000 --> 00:14:58.000]  為什麼她還要底波拉和她一起去呢
[00:14:58.000 --> 00:14:59.000]  特別
[00:14:59.000 --> 00:15:01.000]  底波拉是一個婦女
[00:15:01.000 --> 00:15:03.000]  她不是花木蘭可以男扮女裝
[00:15:03.000 --> 00:15:06.000]  上戰場幫你殺敵
[00:15:06.000 --> 00:15:08.000]  做不到這件事
[00:15:08.000 --> 00:15:13.000]  如果她要底波拉和她一起去的原因
[00:15:13.000 --> 00:15:17.000]  並不是因為她對神沒有信心的時候
[00:15:17.000 --> 00:15:18.000]  因為什麼
[00:15:18.000 --> 00:15:20.000]  我覺得很明顯的原因
[00:15:20.000 --> 00:15:23.000]  就是因為她對底波拉沒有信心
[00:15:23.000 --> 00:15:25.000]  她不是對神沒有信心
[00:15:25.000 --> 00:15:27.000]  她是對底波拉沒有信心
[00:15:27.000 --> 00:15:28.000]  為什麼
[00:15:28.000 --> 00:15:31.000]  大概可能因為她是一個女人
[00:15:31.000 --> 00:15:35.000]  大概就是因為她不相信一個女人的話
[00:15:35.000 --> 00:15:37.000]  所以
[00:15:37.000 --> 00:15:38.000]  很諷刺吧
[00:15:38.000 --> 00:15:41.000]  原本神預備讓她得著的榮耀
[00:15:41.000 --> 00:15:43.000]  由於她不相信婦女
[00:15:43.000 --> 00:15:45.000]  她就將她原得的榮耀
[00:15:45.000 --> 00:15:48.000]  給了一個婦女
[00:15:48.000 --> 00:15:49.000]  神的安排
[00:15:49.000 --> 00:15:53.000]  永遠都是
[00:15:53.000 --> 00:15:55.000]  很諷刺
[00:15:55.000 --> 00:15:58.000]  好了
[00:15:58.000 --> 00:16:00.000]  這個女人是誰呢
[00:16:00.000 --> 00:16:02.000]  這個女人不是底波拉
[00:16:02.000 --> 00:16:04.000]  這個女人是阿益
[00:16:04.000 --> 00:16:05.000]  阿益是誰
[00:16:05.000 --> 00:16:08.000]  就是基利人希伯的妻子
[00:16:08.000 --> 00:16:10.000]  基利人呢
[00:16:10.000 --> 00:16:13.000]  一向和加南人是相安無事的
[00:16:13.000 --> 00:16:15.000]  是朋友
[00:16:15.000 --> 00:16:22.000]  所以當西西拉的大將軍
[00:16:22.000 --> 00:16:25.000]  他的軍隊被以色列人所擊敗的時候
[00:16:25.000 --> 00:16:27.000]  西西拉就自己一個人
[00:16:27.000 --> 00:16:29.000]  走到阿益的帳篷裡面
[00:16:29.000 --> 00:16:31.000]  因為自己人嘛
[00:16:31.000 --> 00:16:33.000]  聖經怎麼說
[00:16:33.000 --> 00:16:35.000]  聖經說西西拉
[00:16:35.000 --> 00:16:37.000]  西西拉就說
[00:16:37.000 --> 00:16:38.000]  我好渴啊
[00:16:38.000 --> 00:16:39.000]  你給我水喝
[00:16:39.000 --> 00:16:41.000]  阿益就給水喝
[00:16:41.000 --> 00:16:43.000]  跟著跟阿益說
[00:16:43.000 --> 00:16:46.000]  如果有敵軍出來的時候
[00:16:46.000 --> 00:16:47.000]  問我在哪裡的時候
[00:16:47.000 --> 00:16:49.000]  你說不在這裡
[00:16:49.000 --> 00:16:53.000]  西西拉就安排他
[00:16:53.000 --> 00:16:55.000]  躺在帳篷裡面
[00:16:55.000 --> 00:16:57.000]  他睡著的時候
[00:16:57.000 --> 00:16:59.000]  就拿著口釘和鎚子
[00:16:59.000 --> 00:17:02.000]  就這樣釘死了西西拉
[00:17:02.000 --> 00:17:03.000]  就是這樣
[00:17:03.000 --> 00:17:05.000]  本來應該是
[00:17:05.000 --> 00:17:07.000]  照劇本應該是
[00:17:07.000 --> 00:17:13.000]  退輪應該是巴拉以色列的將軍
[00:17:13.000 --> 00:17:16.000]  殺死敵軍西西拉這個領袖
[00:17:16.000 --> 00:17:19.000]  然後得著光榮的勝利
[00:17:19.000 --> 00:17:21.000]  得著勝利的榮耀
[00:17:21.000 --> 00:17:22.000]  不過現在
[00:17:22.000 --> 00:17:25.000]  這個榮耀卻落在一個女人
[00:17:25.000 --> 00:17:27.000]  阿益的身上
[00:17:27.000 --> 00:17:30.000]  其實底波拉早就跟他說過
[00:17:30.000 --> 00:17:32.000]  因為他有一個女人
[00:17:32.000 --> 00:17:34.000]  跟他一起去
[00:17:34.000 --> 00:17:37.000]  所以這個榮耀就給了這個女人
[00:17:37.000 --> 00:17:38.000]  如果這個是真的話
[00:17:38.000 --> 00:17:41.000]  我相信這個巴拉
[00:17:41.000 --> 00:17:44.000]  一定學到一個很重要的功課
[00:17:44.000 --> 00:17:46.000]  什麼功課
[00:17:46.000 --> 00:17:47.000]  就是說
[00:17:47.000 --> 00:17:53.000]  神是會使用任何性別的任何人
[00:17:53.000 --> 00:17:56.000]  所以我們不要帶著偏見
[00:17:56.000 --> 00:17:58.000]  去不尊重
[00:17:58.000 --> 00:18:02.000]  一些我們覺得不值得尊重的人
[00:18:02.000 --> 00:18:07.000]  我們需要不帶偏見地尊重所有的人
[00:18:07.000 --> 00:18:09.000]  尊重任何人
[00:18:09.000 --> 00:18:13.000]  不過無論巴拉怎樣看底波拉
[00:18:13.000 --> 00:18:14.000]  底波拉的反應
[00:18:14.000 --> 00:18:16.000]  我覺得是值得我們學習的
[00:18:16.000 --> 00:18:17.000]  我們要留意
[00:18:17.000 --> 00:18:22.000]  當巴拉被要求要帶領一班人去抵抗敵軍的時候
[00:18:22.000 --> 00:18:24.000]  他沒有抗拒
[00:18:24.000 --> 00:18:27.000]  他沒有說我都沒有軍事經驗而抗拒
[00:18:27.000 --> 00:18:28.000]  那就是表明什麼
[00:18:28.000 --> 00:18:34.000]  就是表明巴拉這個人是擁有指揮軍隊的能力和經驗的
[00:18:34.000 --> 00:18:36.000]  是不是
[00:18:36.000 --> 00:18:37.000]  想像一下
[00:18:37.000 --> 00:18:39.000]  如果你是底波拉
[00:18:39.000 --> 00:18:43.000]  你去告訴一個有打仗經驗的戰士
[00:18:43.000 --> 00:18:44.000]  跟他說
[00:18:44.000 --> 00:18:48.000]  神希望你帶著以色列人去打仗
[00:18:48.000 --> 00:18:49.000]  但是這個戰士跟你說
[00:18:49.000 --> 00:18:51.000]  要你一起去他才去
[00:18:51.000 --> 00:18:53.000]  你會有什麼反應
[00:18:53.000 --> 00:18:54.000]  你是底波拉
[00:18:54.000 --> 00:18:56.000]  你會有什麼反應
[00:18:56.000 --> 00:18:58.000]  我代入他的角色想的時候
[00:18:58.000 --> 00:19:00.000]  我猜我的反應就是
[00:19:00.000 --> 00:19:02.000]  你是不是男人
[00:19:02.000 --> 00:19:06.000]  這個女人跟你一起去
[00:19:06.000 --> 00:19:09.000]  我可能會因為他缺乏信心
[00:19:09.000 --> 00:19:10.000]  或者不信服
[00:19:10.000 --> 00:19:12.000]  或者是這麼多猶疑
[00:19:12.000 --> 00:19:14.000]  來斥責他
[00:19:14.000 --> 00:19:17.000]  你這個人這麼窩囊
[00:19:17.000 --> 00:19:20.000]  不如求神找另外一個人去
[00:19:20.000 --> 00:19:21.000]  找不到人的神
[00:19:21.000 --> 00:19:22.000]  我去
[00:19:22.000 --> 00:19:23.000]  我是女人
[00:19:23.000 --> 00:19:24.000]  我帶你上去
[00:19:24.000 --> 00:19:26.000]  不過很有趣
[00:19:26.000 --> 00:19:28.000]  所有反應都不是這樣
[00:19:28.000 --> 00:19:32.000]  他就是這麼願意跟這個底波拉一起去
