
[00:00:00.000 --> 00:00:05.040]  我們需要很用心地去看保羅良祿的來臨
[00:01:21.480 --> 00:01:24.080]  接着在耶路撒冷會議之後
[00:01:24.080 --> 00:01:26.240]  他開始他第二個宣教旅程
[00:01:26.240 --> 00:01:28.120]  接着第三個宣教旅程
[00:01:28.120 --> 00:01:30.360]  接着在第三個宣教旅程完結的時候
[00:01:30.360 --> 00:01:31.400]  他回到耶路撒冷
[00:01:31.400 --> 00:01:32.760]  在耶路撒冷被捕
[00:01:32.760 --> 00:01:34.920]  如果你看過《少林傳》
[00:01:34.920 --> 00:01:36.720]  你大概都應該有些印象
[00:01:36.720 --> 00:01:39.720]  一被捕就拖了幾年
[00:01:39.720 --> 00:01:42.040]  最後帶他去到羅馬
[00:01:42.040 --> 00:01:44.040]  在羅馬被人軟禁了兩年
[00:01:44.040 --> 00:01:45.880]  起碼
[00:01:45.880 --> 00:01:48.280]  之後我們不太知道發生什麼事
[00:01:48.280 --> 00:01:50.080]  因爲沒有了《少林傳》
[00:01:50.080 --> 00:01:51.920]  但是教會傳統是說
[00:01:51.920 --> 00:01:55.360]  他在羅馬軟禁兩年之後是被放了出來
[00:01:55.360 --> 00:01:58.880]  接着他可以成就了他一生人的夢想
[00:01:58.880 --> 00:02:01.960]  就是羅馬書的西遊記
[00:02:01.960 --> 00:02:03.560]  他的夢想就是
[00:02:03.560 --> 00:02:06.120]  他可以去到西班牙傳他的福音
[00:02:06.120 --> 00:02:07.160]  這個就是羅馬書
[00:02:07.160 --> 00:02:08.920]  我們下次寫羅馬書的時候
[00:02:08.920 --> 00:02:09.920]  去年如果你在這裏
[00:02:09.920 --> 00:02:11.720]  你聽我講羅馬書就知道了
[00:02:11.720 --> 00:02:12.480]  西遊記
[00:02:12.480 --> 00:02:14.480]  保羅的西遊記
[00:02:14.480 --> 00:02:16.320]  而最後他回到羅馬
[00:02:16.320 --> 00:02:17.800]  在羅馬宣教
[00:02:17.800 --> 00:02:22.360]  這個大概是保羅的時序
[00:02:22.360 --> 00:02:25.800]  你注目在耶路撒冷的會議裏面
[00:02:25.800 --> 00:02:27.720]  因爲今天我們要看兩本書
[00:02:27.720 --> 00:02:29.280]  我特意這麼選
[00:02:29.280 --> 00:02:33.400]  是因爲我想從保羅最早期的書信開始看
[00:02:33.400 --> 00:02:34.320]  就不是
[00:02:34.320 --> 00:02:36.480]  你馬上看《少林傳》之後應該是羅馬書的
[00:02:36.480 --> 00:02:37.840]  那我們先不看羅馬書
[00:02:37.840 --> 00:02:40.160]  因爲我們先看迦太書
[00:02:40.160 --> 00:02:43.720]  傳統上相信是保羅最早的書信
[00:02:43.720 --> 00:02:46.160]  接着第二本就是貼在羅馬尼加
[00:02:46.160 --> 00:02:49.200]  所以迦太書是耶路撒冷會議之前
[00:02:49.200 --> 00:02:50.920]  所以他面對的問題就是
[00:02:50.920 --> 00:02:54.080]  究竟外邦人需不需要做以色列人的問題
[00:02:54.080 --> 00:02:54.720]  OK
[00:02:54.720 --> 00:02:56.720]  而貼在羅馬尼加是之後的事
[00:02:56.720 --> 00:02:59.000]  所以這個問題就再不是問題了
[00:02:59.000 --> 00:02:59.920]  這麼說吧
[00:02:59.920 --> 00:03:00.960]  簡單
[00:03:00.960 --> 00:03:01.600]  OK
[00:03:01.600 --> 00:03:04.680]  題目
[00:03:04.680 --> 00:03:06.640]  Never give up, never surrender
[00:03:06.640 --> 00:03:07.680]  OK
[00:03:07.680 --> 00:03:11.120]  先講貼在羅馬尼加前後書
[00:03:11.120 --> 00:03:14.240]  貼在羅馬尼加前後書我用一句話
[00:03:14.240 --> 00:03:16.480]  去總結就是永不放棄
[00:03:16.480 --> 00:03:17.440]  Never give up
[00:03:17.440 --> 00:03:21.120]  因爲貼在羅馬尼加是講一個被逼迫的教會
[00:03:21.120 --> 00:03:23.680]  所以我選擇了一個舉重言
[00:03:23.680 --> 00:03:25.520]  承受着極大的壓力
[00:03:25.520 --> 00:03:27.480]  在這個壓力當中你怎麼可以
[00:03:27.480 --> 00:03:28.600]  Never give up
[00:03:28.600 --> 00:03:29.920]  OK
[00:03:29.920 --> 00:03:32.720]  迦太書的情況有點不同
[00:03:32.720 --> 00:03:36.040]  迦太書不是逼他們不信耶穌
[00:03:36.040 --> 00:03:38.600]  是逼他們信一個不一樣的福音
[00:03:38.600 --> 00:03:40.800]  是一種引誘來的
[00:03:40.800 --> 00:03:44.480]  保羅給他的名稱就是Never surrender
[00:03:44.480 --> 00:03:47.480]  不要誓不低頭
[00:03:47.480 --> 00:03:50.920]  我選擇了一個禁果引誘的圖畫
[00:03:50.920 --> 00:03:53.520]  因爲在
[00:03:53.520 --> 00:03:57.080]  如果你有機會回去看《創世紀》第三章裏面
[00:03:57.080 --> 00:04:00.000]  講人被上帝引誘的那一刻
[00:04:00.000 --> 00:04:01.720]  其實那個文學題材
[00:04:01.720 --> 00:04:02.840]  就是畫得很漂亮的
[00:04:02.840 --> 00:04:06.760]  是一個ABCCBA的一個陣營
[00:04:06.760 --> 00:04:09.400]  在當中人犯罪的那一刻
[00:04:09.400 --> 00:04:11.000]  上帝是不存在的
[00:04:11.000 --> 00:04:13.280]  在那個圖畫裏面不存在
[00:04:13.280 --> 00:04:16.000]  其實這個迦太書
[00:04:16.000 --> 00:04:20.440]  迦太人的引誘就是離開上帝完全的恩典
[00:04:20.440 --> 00:04:22.080]  走向自己
[00:04:22.080 --> 00:04:24.200]  靠着自己的功德去得救
[00:04:24.200 --> 00:04:26.160]  待會回來聽
[00:04:26.160 --> 00:04:29.280]  現在你聽知道這麼多就行了
[00:04:29.280 --> 00:04:30.520]  正如我們一直講
[00:04:30.520 --> 00:04:31.920]  在我們讀新約的時候
[00:04:31.920 --> 00:04:33.600]  我們不斷思想這三個問題
[00:04:33.600 --> 00:04:35.040]  什麼叫做真福音
[00:04:35.040 --> 00:04:36.560]  什麼叫做真信心
[00:04:36.560 --> 00:04:38.440]  第三 什麼叫做真教會
[00:04:38.440 --> 00:04:41.200]  我們要我們自己成爲一個真正的基督徒
[00:04:41.200 --> 00:04:43.080]  我們要有真正的信心
[00:04:43.080 --> 00:04:46.080]  我們要知道如何去傳一個真正的福音
[00:04:46.080 --> 00:04:48.080]  我們要有一個真正的教會
[00:04:48.080 --> 00:04:54.080]  所以這三個問題是最後的大圖畫背後的問題
[00:04:54.080 --> 00:04:57.400]  好 我想快快脆脆帶你去看《貼撒羅維加》
[00:04:57.400 --> 00:04:59.080]  我不想花太多的時間
[00:04:59.080 --> 00:05:03.000]  因爲我想花更多的時間看迦太書
[00:05:03.000 --> 00:05:04.360]  《貼撒羅維加》
[00:05:04.360 --> 00:05:06.360]  其實如果你上個星期在這裏
[00:05:06.360 --> 00:05:09.760]  你應該都和我們讀過少少《少行傳》裏面的背景
[00:05:09.760 --> 00:05:11.680]  我這次和你讀多少少
[00:05:11.680 --> 00:05:16.520]  保羅去到貼撒羅維加城的一些際遇
[00:05:16.520 --> 00:05:18.480]  《少行傳》第十七章第一節這樣講
[00:05:18.480 --> 00:05:21.360]  保羅和塞拉經過了一些地方
[00:05:21.360 --> 00:05:22.680]  來到貼撒羅維加
[00:05:22.680 --> 00:05:25.520]  在那裏有猶太人的會談
[00:05:25.520 --> 00:05:28.320]  保羅照他素誠的規矩進去
[00:05:28.320 --> 00:05:30.480]  一年三個安息日
[00:05:30.480 --> 00:05:34.160]  根據聖經和他們辯論
[00:05:34.160 --> 00:05:37.000]  講解和說明基督必須受害
[00:05:37.000 --> 00:05:38.560]  從死人中復活
[00:05:38.560 --> 00:05:40.760]  又說我所傳給你們
[00:05:40.760 --> 00:05:43.280]  這位耶穌就是基督
[00:05:43.280 --> 00:05:45.880]  他們中間有些人聽了勸
[00:05:45.880 --> 00:05:48.240]  就跟從保羅和塞拉
[00:05:48.240 --> 00:05:51.240]  還有許多敬虔的希臘人
[00:05:51.240 --> 00:05:52.680]  希臘人就是那些
[00:05:52.680 --> 00:05:54.800]  其實他不是猶太人
[00:05:54.800 --> 00:05:57.160]  他也都沒有受過國禮成爲猶太人
[00:05:57.160 --> 00:06:00.400]  但是他是信奉舊約聖經裏面的藥話
[00:06:00.400 --> 00:06:02.160]  所以他是敬虔的
[00:06:02.160 --> 00:06:04.640]  God fear,應田的希臘人
[00:06:04.640 --> 00:06:08.840]  尊貴的婦女也不少
[00:06:08.840 --> 00:06:11.600]  但不信的猶太人心裏疾到
[00:06:11.600 --> 00:06:14.400]  聚集了使者流氓
[00:06:14.400 --> 00:06:16.640]  搭夥成羣
[00:06:16.640 --> 00:06:19.160]  煽動全城闖進耶穌的家
[00:06:19.160 --> 00:06:22.520]  要把保羅和塞拉拉出來
[00:06:22.520 --> 00:06:24.000]  那些人找不着他們
[00:06:24.000 --> 00:06:26.680]  把耶穌和幾個弟兄拉到官府那裏
[00:06:26.680 --> 00:06:27.560]  喊叫說
[00:06:27.560 --> 00:06:31.840]  這些擾亂天下的人也都這裏來
[00:06:31.840 --> 00:06:34.080]  耶穌收留他們
[00:06:34.080 --> 00:06:37.920]  這些人都違背海撒的命令
[00:06:37.920 --> 00:06:41.000]  說有另外一個王叫做耶穌
[00:06:41.000 --> 00:06:44.560]  衆人和地方官聽見這話就驚慌了
[00:06:44.560 --> 00:06:48.400]  於是取了耶穌和其餘之人的寶藏
[00:06:48.400 --> 00:06:50.800]  就釋放了他們
[00:06:50.800 --> 00:06:55.160]  當夜弟兄們立刻送保羅和塞拉
[00:06:55.160 --> 00:06:58.440]  去了比利亞
[00:06:58.440 --> 00:07:01.520]  這個就是保羅在接受羅家的經驗
[00:07:01.520 --> 00:07:02.680]  你如果就這樣看
[00:07:02.680 --> 00:07:05.480]  他是在那裏講道了三個安息人
[00:07:05.480 --> 00:07:08.760]  但其實聖經沒有清楚說他在那裏留了多久
[00:07:08.760 --> 00:07:11.880]  我們傳統上相信他是留了幾個月
[00:07:11.880 --> 00:07:13.480]  而因爲他幾個月
[00:07:13.480 --> 00:07:15.520]  在猶太人的會堂裏面講道
[00:07:15.520 --> 00:07:17.560]  結果被人踢了出去繼續講道之後
[00:07:17.560 --> 00:07:19.320]  他建立了一個教會
[00:07:19.320 --> 00:07:21.280]  就是貼着羅家的教會
[00:07:21.280 --> 00:07:23.080]  我想留意幾樣東西
[00:07:23.080 --> 00:07:25.440]  第一就是爲什麼那些人害怕到一個地步
[00:07:25.440 --> 00:07:29.160]  要馬上將保羅送走
[00:07:29.160 --> 00:07:32.880]  是因爲當時保羅的敵人要告他
[00:07:32.880 --> 00:07:34.320]  告他什麼呢
[00:07:34.320 --> 00:07:37.080]  告他一個政治的罪名
[00:07:37.080 --> 00:07:42.240]  就是說他們違背了海撒說有另外一個王
[00:07:42.240 --> 00:07:43.680]  我想講什麼呢
[00:07:43.680 --> 00:07:45.680]  保羅不是搞政治
[00:07:45.680 --> 00:07:50.920]  不過保羅被人用了一個政治的罪名
[00:07:50.920 --> 00:07:51.880]  去趕走的
[00:07:51.880 --> 00:07:53.040]  你明白嗎
[00:07:53.040 --> 00:07:55.680]  但如果你熟悉福音書就知道
[00:07:55.680 --> 00:08:01.040]  有另外一個人也是因爲政治罪名被釘死的
[00:08:01.040 --> 00:08:02.680]  那人是耶穌
[00:08:02.680 --> 00:08:04.520]  耶穌怎麼可以被人釘死
[00:08:04.520 --> 00:08:08.320]  釘死是花很多人力物力纔可以釘死一個人的
[00:08:08.320 --> 00:08:09.520]  你知不知道
[00:08:09.520 --> 00:08:13.400]  不是普通普通的罪犯就可以被釘死的
[00:08:13.400 --> 00:08:15.520]  他們要自誅耶穌做死地
[00:08:15.520 --> 00:08:17.640]  最後是給了政治罪名
[00:08:17.640 --> 00:08:20.800]  就不是他是一個宗教犯
[00:08:20.800 --> 00:08:22.400]  他是一個政治犯
[00:08:22.400 --> 00:08:24.360]  這裏其實背後有一個神學的
[00:08:24.360 --> 00:08:26.200]  就是因爲耶穌與保羅同在
[00:08:26.200 --> 00:08:32.080]  所以保羅是重複了耶穌當年的一些歷史
[00:08:32.080 --> 00:08:34.560]  時間關係我們就不講這件事了
[00:08:34.560 --> 00:08:36.880]  但我想講的是保羅不是搞政治
[00:08:36.880 --> 00:08:40.400]  不過他被人用政治的罪名而告他
[00:08:40.400 --> 00:08:44.440]  所以那些人就速速叫他走
[00:08:44.440 --> 00:08:45.520]  時間關係
[00:08:45.520 --> 00:08:47.400]  我想用三點去總結
[00:08:47.400 --> 00:08:50.280]  我想大家的拿回家
[00:08:50.280 --> 00:08:53.360]  對於貼上羅尼加前後書的一些印象
[00:08:53.360 --> 00:08:54.400]  三個印象
[00:08:54.400 --> 00:08:56.360]  第一
[00:08:56.360 --> 00:09:00.000]  常常喜樂不住討告謝恩
[00:09:00.000 --> 00:09:02.640]  你見到是灰了的
[00:09:02.640 --> 00:09:04.760]  如果你經常聽我講這些
[00:09:04.760 --> 00:09:07.000]  你知道我搬這些東西出來
[00:09:07.000 --> 00:09:09.600]  是來彈它的
[00:09:09.600 --> 00:09:14.120]  我不是叫你回去常常喜樂不住討告謝恩的
[00:09:14.120 --> 00:09:15.960]  我是想告訴你
[00:09:15.960 --> 00:09:19.080]  人們最喜歡找這些東西做根據
[00:09:19.080 --> 00:09:22.080]  然後亂曲解聖經
[00:09:22.080 --> 00:09:23.480]  所以第一個點
[00:09:23.480 --> 00:09:25.480]  告訴你千萬不要學這些東西
[00:09:25.480 --> 00:09:26.720]  第二
[00:09:26.720 --> 00:09:29.720]  什麼是貼上羅尼加的教會
[00:09:29.720 --> 00:09:31.520]  是在大患難中
[00:09:31.520 --> 00:09:33.160]  喜樂領受真道
[00:09:33.160 --> 00:09:36.280]  如果你記得去RVA的時候我講了一件事
[00:09:36.280 --> 00:09:38.840]  如果新約聖經有一個大的題目
[00:09:38.840 --> 00:09:40.040]  可能就是
[00:09:40.040 --> 00:09:42.440]  Great joy in the midst of great suffering
[00:09:42.440 --> 00:09:44.880]  在大患難中有大喜樂
[00:09:44.880 --> 00:09:51.520]  這個是整本貫穿新約聖經裏面的一個主要的中心
[00:09:51.520 --> 00:09:54.040]  這個是貼上羅尼加我們會看到的中心
[00:09:54.040 --> 00:09:55.080]  第三
[00:09:55.080 --> 00:09:59.920]  指望復活與主永遠同在
[00:09:59.920 --> 00:10:01.720]  貼上羅尼加的教會是一個
[00:10:01.720 --> 00:10:03.480]  期待着復活的來臨
[00:10:03.480 --> 00:10:06.120]  期待着主來臨要與祂永遠同在
[00:10:06.120 --> 00:10:09.040]  我們現在仔細一點去看這三點
[00:10:09.040 --> 00:10:10.040]  第一
[00:10:10.040 --> 00:10:14.160]  貼上羅尼加前書第五章十六、十七、十八節
[00:10:14.160 --> 00:10:16.560]  如果今天你去教會訪問一些人
[00:10:16.560 --> 00:10:19.120]  你要他馬上當場
[00:10:19.120 --> 00:10:22.000]  問他貼上羅尼加前後書講什麼的時候
[00:10:22.000 --> 00:10:24.680]  他大概要麼就什麼都講不出
[00:10:24.680 --> 00:10:26.760]  要麼就講這三節
[00:10:26.760 --> 00:10:27.800]  這三節是什麼呢?
[00:10:27.800 --> 00:10:31.880]  「要常常喜樂不住地禱告凡事這因
[00:10:31.880 --> 00:10:34.800]  因爲這是上帝在基督耶穌裏
[00:10:34.800 --> 00:10:37.920]  向你們所定的旨意」
[00:10:37.920 --> 00:10:38.400]  OK
[00:10:38.400 --> 00:10:40.240]  如果你再問他們
[00:10:40.240 --> 00:10:42.160]  常常喜樂不住禱告
[00:10:42.160 --> 00:10:44.480]  不住爲什麼禱告啊?
[00:10:44.480 --> 00:10:45.640]  通常這些人就會說
[00:10:45.640 --> 00:10:46.680]  默道特羅
[00:10:46.680 --> 00:10:48.960]  想到什麼就祈禱什麼
[00:10:48.960 --> 00:10:49.720]  凡事這因
[00:10:49.720 --> 00:10:51.360]  爲什麼事這因啊?
[00:10:51.360 --> 00:10:53.600]  想到什麼去這因
[00:10:53.600 --> 00:10:54.480]  那就對了
[00:10:54.480 --> 00:10:59.040]  因爲他說是上帝在耶穌基督裏面的旨意
[00:10:59.040 --> 00:11:01.720]  這些用金句式的看聖經
[00:11:01.720 --> 00:11:04.240]  真的害人害死很多人
[00:11:04.240 --> 00:11:06.800]  而今天是充斥市面的
[00:11:06.800 --> 00:11:09.920]  你會見到無數的人
[00:11:09.920 --> 00:11:12.920]  在做很多不同的事情
[00:11:12.920 --> 00:11:15.080]  幫你心靈治療也好
[00:11:15.080 --> 00:11:17.880]  幫你情緒舒緩也好
[00:11:17.880 --> 00:11:20.040]  就引用這些死人金句
[00:11:20.040 --> 00:11:22.480]  又開鬼死你
[00:11:22.480 --> 00:11:24.920]  這幾節聖經絕對不是這樣用的
[00:11:24.920 --> 00:11:25.720]  爲什麼呢?
[00:11:25.720 --> 00:11:27.440]  因爲你一去
[00:11:27.440 --> 00:11:29.080]  我們現在進入正題了
[00:11:29.080 --> 00:11:29.560]  OK
[00:11:29.560 --> 00:11:31.320]  看《貼薩羅爾伽》第一章
[00:11:31.320 --> 00:11:32.200]  今天時間的關係
[00:11:32.200 --> 00:11:35.320]  我只是和你看《貼薩羅爾伽》前書第一章
[00:11:35.320 --> 00:11:39.480]  我想你看保羅怎麼開始這本書
[00:11:39.480 --> 00:11:40.560]  保羅開始的時候這麼說
[00:11:40.560 --> 00:11:44.840]  他說「我們爲你們衆人上上感謝上帝
[00:11:44.840 --> 00:11:46.400]  禱告的時候提到你們」
[00:11:46.400 --> 00:11:47.520]  你看到
[00:11:47.520 --> 00:11:48.800]  保羅一開始是怎樣
[00:11:48.800 --> 00:11:50.720]  他說「我上上爲你們祈禱
[00:11:50.720 --> 00:11:52.560]  上上爲你們感謝」
[00:11:52.560 --> 00:11:55.080]  然後他完結第五章是最後一章
[00:11:55.080 --> 00:11:56.320]  他叫你們做什麼
[00:11:56.320 --> 00:11:57.120]  上上祈禱
[00:11:57.120 --> 00:11:58.480]  上上感謝
[00:11:58.480 --> 00:12:00.840]  他其實是叫你抄他
[00:12:00.840 --> 00:12:03.160]  你叻點就做小學生
[00:12:03.160 --> 00:12:04.920]  你抄回去前面
[00:12:04.920 --> 00:12:06.840]  那一課就對了
[00:12:06.840 --> 00:12:08.720]  就不要懶去做中學生
[00:12:08.720 --> 00:12:10.800]  自己創作
[00:12:10.800 --> 00:12:13.920]  抄書就抄第一課
[00:12:13.920 --> 00:12:15.280]  保羅的意思是什麼
[00:12:15.280 --> 00:12:17.640]  你看看我怎麼爲你們祈禱
[00:12:17.640 --> 00:12:18.920]  於是你到最後
[00:12:18.920 --> 00:12:20.600]  麻煩你照板煮碗
[00:12:20.600 --> 00:12:23.240]  爲那些東西祈禱
[00:12:23.240 --> 00:12:24.200]  保羅說
[00:12:24.200 --> 00:12:25.960]  「我上上感謝上帝
[00:12:25.960 --> 00:12:26.920]  上上爲你們祈禱」
[00:12:26.920 --> 00:12:27.720]  祈禱什麼呢
[00:12:27.720 --> 00:12:30.240]  「在我們的父上帝面前
[00:12:30.240 --> 00:12:31.800]  不住地紀念你們
[00:12:31.800 --> 00:12:33.600]  因信心所做的工作
[00:12:33.600 --> 00:12:36.000]  因愛心所受的勞苦
[00:12:36.000 --> 00:12:41.160]  因盼望我們主耶穌基督所傳的堅忍」
[00:12:41.160 --> 00:12:42.040]  保羅在祈什麼
[00:12:42.040 --> 00:12:42.880]  三樣東西
[00:12:42.880 --> 00:12:45.440]  信、望、愛
[00:12:45.440 --> 00:12:46.120]  是不是
[00:12:46.120 --> 00:12:48.120]  聽到嗎
[00:12:48.120 --> 00:12:49.400]  但是
[00:12:49.400 --> 00:12:50.360]  你又不要這麼快
[00:12:50.360 --> 00:12:51.840]  信、望、愛
[00:12:51.840 --> 00:12:53.320]  我們現在
[00:12:53.320 --> 00:12:54.240]  什麼叫信、望、愛
[00:12:54.240 --> 00:12:56.560]  結婚的時候就是信、望、愛
[00:12:56.560 --> 00:12:58.200]  除了你結婚的時候是信、望、愛
[00:12:58.200 --> 00:13:00.760]  你完全不知道信、望、愛是什麼
[00:13:00.760 --> 00:13:03.360]  是不是保羅在想結婚的時候是信、望、愛
[00:13:03.360 --> 00:13:04.600]  當然不是
[00:13:04.600 --> 00:13:07.760]  原來這三個信、望、愛都有背景的
[00:13:07.760 --> 00:13:08.840]  背景是什麼
[00:13:08.840 --> 00:13:13.920]  就是在大患難中領受的真道
[00:13:13.920 --> 00:13:15.520]  他的信、望、愛
[00:13:15.520 --> 00:13:18.960]  全部都是在這個大患難當中所發生的事情
[00:13:18.960 --> 00:13:20.640]  所以保羅爲這些事情
[00:13:20.640 --> 00:13:22.560]  感謝爲這些事情祈禱
[00:13:22.560 --> 00:13:24.640]  「你們成爲效法我們
[00:13:24.640 --> 00:13:26.040]  更效法主的人
[00:13:26.040 --> 00:13:28.480]  因聖靈所激發的喜樂
[00:13:28.480 --> 00:13:31.480]  在大患難中領受了真道
[00:13:31.480 --> 00:13:35.280]  從此你們作了馬其頓和阿該雅人
[00:13:35.280 --> 00:13:37.640]  所有人信主人的榜樣」
[00:13:37.640 --> 00:13:41.240]  信、望、愛是在大患難中裏面
[00:13:41.240 --> 00:13:45.040]  領受真道喜樂的迎接上帝
[00:13:45.040 --> 00:13:47.840]  而爲這些事情祈禱
[00:13:47.840 --> 00:13:49.520]  爲這些事情感謝
[00:13:49.520 --> 00:13:52.000]  因爲你們自己已經全講
[00:13:52.000 --> 00:13:55.000]  「我們是怎樣進到你們那裏
[00:13:55.000 --> 00:13:58.000]  你們是怎樣離棄偶像
[00:13:58.000 --> 00:13:59.600]  歸向上帝
[00:13:59.600 --> 00:14:02.200]  服事那又真又活的上帝
[00:14:02.200 --> 00:14:03.680]  等候他而止
[00:14:03.680 --> 00:14:04.880]  從天降臨
[00:14:04.880 --> 00:14:09.040]  就是上帝使他從死人中復活的那位
[00:14:09.040 --> 00:14:12.080]  救我們脫離將來憤怒的耶穌」
[00:14:12.080 --> 00:14:15.960]  保羅這些事情真的很長氣
[00:14:15.960 --> 00:14:18.480]  但是講來講去都是一幅屁
[00:14:18.480 --> 00:14:19.920]  講來講去都是講耶穌的
[00:14:19.920 --> 00:14:21.440]  你發覺他
[00:14:21.440 --> 00:14:23.960]  保羅說「我很感謝上帝
[00:14:23.960 --> 00:14:25.440]  我也不斷爲你們祈禱
[00:14:25.440 --> 00:14:28.200]  因爲我看見你們是怎樣
[00:14:28.200 --> 00:14:31.600]  在大患難中去離棄偶像
[00:14:31.600 --> 00:14:33.640]  去服事那又真又活的上帝
[00:14:33.640 --> 00:14:37.400]  因爲你們指望主耶穌基督的歸來
[00:14:37.400 --> 00:14:39.920]  祂會使人從死裏服活
[00:14:39.920 --> 00:14:45.760]  等待那個可以爲我們脫離將來憤怒的耶穌」
[00:14:45.760 --> 00:14:47.240]  貼撒羅尼加是一個
[00:14:47.240 --> 00:14:51.440]  在患難中起落領受真道的教會
[00:14:51.440 --> 00:14:53.480]  第三點
[00:14:53.480 --> 00:14:55.640]  第三點你要知道少少背景
[00:14:55.640 --> 00:14:58.320]  就是貼撒羅尼加的教會
[00:14:58.320 --> 00:14:59.280]  是有一種
[00:14:59.280 --> 00:15:01.200]  有少少Pastoral Issue
[00:15:01.200 --> 00:15:03.920]  他有少少牧養上的難題
[00:15:03.920 --> 00:15:05.000]  牧養上的難題
[00:15:05.000 --> 00:15:08.080]  其實今天我們不是完全知道究竟是發生了什麼事
[00:15:08.080 --> 00:15:09.680]  但是我們相信
[00:15:09.680 --> 00:15:12.880]  他們有些人在等待耶穌回來的時候
[00:15:12.880 --> 00:15:15.200]  他想着耶穌很快會回來的
[00:15:15.200 --> 00:15:16.800]  在他們有生之年就會回來了
[00:15:16.800 --> 00:15:19.000]  然後他們等待耶穌回來的時候
[00:15:19.000 --> 00:15:19.960]  媽媽死了
[00:15:19.960 --> 00:15:21.240]  哥哥死了
[00:15:21.240 --> 00:15:22.800]  兒子死了等等
[00:15:22.800 --> 00:15:25.680]  於是他們就很傷心
[00:15:25.680 --> 00:15:27.760]  因爲他們誤解以爲
[00:15:27.760 --> 00:15:29.000]  媽媽死了
[00:15:29.000 --> 00:15:29.960]  哥哥死了
[00:15:29.960 --> 00:15:31.080]  兒子死了
[00:15:31.080 --> 00:15:32.520]  到耶穌回來的時候
[00:15:32.520 --> 00:15:35.200]  他們就與耶穌無分
[00:15:35.200 --> 00:15:36.000]  OK
[00:15:36.000 --> 00:15:37.360]  於是就很悲哀了
[00:15:37.360 --> 00:15:40.840]  保羅知道這件事就寫了這段東西給他們
[00:15:40.840 --> 00:15:43.040]  保羅說什麼呢
[00:15:43.040 --> 00:15:44.040]  弟兄們
[00:15:44.040 --> 00:15:45.400]  至於已遂的人
[00:15:45.400 --> 00:15:47.560]  我們不願意你們不知道
[00:15:47.560 --> 00:15:49.560]  恐怕你們憂傷
[00:15:49.560 --> 00:15:52.480]  將那沒有指望的人一樣
[00:15:52.480 --> 00:15:55.480]  既然我們信耶穌死了復活了
[00:15:55.480 --> 00:15:58.360]  那些已經在耶穌裏遂了的人
[00:15:58.360 --> 00:16:02.920]  上帝也必將他們與耶穌一同帶來
[00:16:02.920 --> 00:16:06.080]  我們照主的話告訴你們一件事
[00:16:06.080 --> 00:16:10.360]  我們這活着還傳流到主來臨的人
[00:16:10.360 --> 00:16:14.760]  絕不會在那已經遂了之人之先
[00:16:14.760 --> 00:16:17.640]  因爲號召一令一法
[00:16:17.640 --> 00:16:19.200]  天使掌的呼聲
[00:16:19.200 --> 00:16:20.760]  亦叫上帝的號角
[00:16:20.760 --> 00:16:25.200]  一吹主必親自從天降臨
