
[00:00:00.000 --> 00:00:06.000]  今年的主題是「以禱操年暫處身邊」
[00:02:51.500 --> 00:02:56.500]  接著他只是為自己尼西米去祈禱了一句
[00:02:56.500 --> 00:02:59.500]  這跟我們的禱告剛好相反
[00:02:59.500 --> 00:03:02.500]  我們禱告很多時候為自己祈禱很長
[00:03:02.500 --> 00:03:03.500]  但他只是一句
[00:03:03.500 --> 00:03:06.500]  我們一起來看尼西米記第一章第十一節
[00:03:06.500 --> 00:03:09.500]  回到尼西米怎麼為自己祈禱
[00:03:09.500 --> 00:03:10.500]  我們一起來讀
[00:03:10.500 --> 00:03:15.500]  使你僕人言今亨通,在王面前蒙恩
[00:03:15.500 --> 00:03:17.500]  這裡很清楚,他只是簡單說
[00:03:17.500 --> 00:03:19.500]  求你使我在王面前蒙恩
[00:03:19.500 --> 00:03:21.500]  但神就答應了
[00:03:21.500 --> 00:03:24.500]  後來王就批准他回去他自己的故鄉
[00:03:24.500 --> 00:03:27.500]  帶領子民來重建
[00:03:27.500 --> 00:03:29.500]  經過一段時間的時候
[00:03:29.500 --> 00:03:32.500]  尼西米為自己的利益
[00:03:32.500 --> 00:03:35.500]  甚至可以說為他自己的財富
[00:03:35.500 --> 00:03:38.500]  為著他自己的收入來禱告
[00:03:38.500 --> 00:03:43.500]  但這個祈禱比第一章的禱告更加簡單
[00:03:43.500 --> 00:03:45.500]  只是一句
[00:03:45.500 --> 00:03:49.500]  我們一起來看尼西米記第五章第十九節
[00:03:49.500 --> 00:03:50.500]  我們一起來讀出
[00:03:50.500 --> 00:04:00.500]  我不知道大家對這句祈禱有什麼感受
[00:04:00.500 --> 00:04:04.500]  好像無大無小
[00:04:04.500 --> 00:04:07.500]  好像在要脅神
[00:04:07.500 --> 00:04:09.500]  即是你紀念我為百姓所做的事
[00:04:09.500 --> 00:04:11.500]  施恩於我
[00:04:11.500 --> 00:04:13.500]  就是這麼簡單
[00:04:13.500 --> 00:04:17.500]  我不知道你有沒有這樣在神面前祈禱
[00:04:17.500 --> 00:04:19.500]  我相信大部份都沒有
[00:04:19.500 --> 00:04:21.500]  為什麼這麼沒禮貌
[00:04:21.500 --> 00:04:23.500]  要脅神
[00:04:23.500 --> 00:04:24.500]  我們很謙卑
[00:04:24.500 --> 00:04:26.500]  怎麼可以這樣呢
[00:04:26.500 --> 00:04:30.500]  但是究竟尼西米憑著什麼
[00:04:30.500 --> 00:04:33.500]  這樣去祈禱
[00:04:33.500 --> 00:04:36.500]  甚至好像要求神一定要祝福他
[00:04:36.500 --> 00:04:40.500]  我們會探討尼西米記第五章
[00:04:40.500 --> 00:04:44.500]  尼西米說求你紀念我為百姓所做
[00:04:44.500 --> 00:04:46.500]  為百姓所做的事
[00:04:46.500 --> 00:04:50.500]  然後反映今天我們這個香港社會
[00:04:50.500 --> 00:04:53.500]  特別是一些官員的操守
[00:04:53.500 --> 00:04:56.500]  所以為什麼我擱置了
[00:04:56.500 --> 00:04:59.500]  借以德報怨的禱告放在下一次
[00:04:59.500 --> 00:05:02.500]  繼續跟大家讀尼西米記
[00:05:02.500 --> 00:05:06.500]  原來當尼西米回去做省長的時候
[00:05:06.500 --> 00:05:08.500]  這個特區行政首長
[00:05:08.500 --> 00:05:12.500]  當時的社會是民怨沸騰
[00:05:12.500 --> 00:05:14.500]  民怨甚深
[00:05:14.500 --> 00:05:17.500]  很多人不滿當時的社會
[00:05:17.500 --> 00:05:19.500]  發出怒吼
[00:05:19.500 --> 00:05:20.500]  他們站了出來
[00:05:20.500 --> 00:05:24.500]  原來當時他們回歸自己的國家的時候
[00:05:24.500 --> 00:05:27.500]  他們來推行這個重建工程
[00:05:27.500 --> 00:05:30.500]  有很多人很努力
[00:05:30.500 --> 00:05:33.500]  但是剛剛相反一些很有錢的人
[00:05:33.500 --> 00:05:36.500]  他們不僅不參與這個工程
[00:05:36.500 --> 00:05:40.500]  還乘機發國難財
[00:05:40.500 --> 00:05:43.500]  乘人之危乘機自肥
[00:05:43.500 --> 00:05:44.500]  為什麼?
[00:05:44.500 --> 00:05:48.500]  因為當一家之主投入這個建設工程
[00:05:48.500 --> 00:05:49.500]  來建造城牆
[00:05:49.500 --> 00:05:52.500]  建造這些被毀壞的地方
[00:05:52.500 --> 00:05:56.500]  他自然就沒時間打理自己的田地
[00:05:56.500 --> 00:05:59.500]  他沒時間賺取金錢
[00:05:59.500 --> 00:06:01.500]  因為這樣的緣故
[00:06:01.500 --> 00:06:04.500]  而當時的稅項又非常沉重
[00:06:04.500 --> 00:06:06.500]  那些人沒錢
[00:06:06.500 --> 00:06:08.500]  連家裡飯都沒得吃的時候
[00:06:08.500 --> 00:06:10.500]  他去做什麼?
[00:06:10.500 --> 00:06:13.500]  在尼西米記第五章第二到第三節
[00:06:13.500 --> 00:06:16.500]  有的說我們和兒女人口眾多
[00:06:16.500 --> 00:06:19.500]  要去得糧食度命
[00:06:19.500 --> 00:06:21.500]  有的說我們點了田地
[00:06:21.500 --> 00:06:26.500]  葡萄園房屋要得糧食充飢
[00:06:26.500 --> 00:06:29.500]  他們要變賣自己的家產
[00:06:29.500 --> 00:06:31.500]  自己的地業
[00:06:31.500 --> 00:06:33.500]  甚至賣屋
[00:06:33.500 --> 00:06:36.500]  讓他們有錢可以來維生
[00:06:36.500 --> 00:06:42.500]  當然當時的經濟環境很惡劣
[00:06:42.500 --> 00:06:45.500]  但他們因為要參與這個重建工程
[00:06:45.500 --> 00:06:49.500]  他們就要賣屋賣田
[00:06:49.500 --> 00:06:51.500]  第五章第四節沒打出來
[00:06:51.500 --> 00:06:57.500]  我們會看到波斯王國的稅項非常沉重
[00:06:57.500 --> 00:07:01.500]  有些人賣屋就是為了交稅
[00:07:01.500 --> 00:07:04.500]  賣到沒得賣的時候賣什麼呢?
[00:07:04.500 --> 00:07:06.500]  我們一起來看第五章第五節
[00:07:06.500 --> 00:07:07.500]  我們一起來讀出
[00:07:07.500 --> 00:07:12.500]  現在我們將要使兒女作人的僕婢
[00:07:12.500 --> 00:07:15.500]  我們的女兒已有為婢的
[00:07:15.500 --> 00:07:17.500]  我們並無力拯救
[00:07:17.500 --> 00:07:22.500]  因為我們的田地葡萄園已經歸了別人
[00:07:22.500 --> 00:07:25.500]  是不是很可悲
[00:07:25.500 --> 00:07:26.500]  他們已經賣了田賣了地
[00:07:26.500 --> 00:07:29.500]  但都沒錢的時候竟然賣什麼呢?
[00:07:29.500 --> 00:07:34.500]  賣自己的子女出去做奴隸
[00:07:34.500 --> 00:07:35.500]  我剛剛看一張報紙
[00:07:35.500 --> 00:07:37.500]  就是越南現在都很可悲
[00:07:37.500 --> 00:07:40.500]  很便宜的價錢做過副新娘
[00:07:40.500 --> 00:07:42.500]  給很多中國人買了
[00:07:42.500 --> 00:07:44.500]  但不是做新娘
[00:07:44.500 --> 00:07:46.500]  要他們賣淫
[00:07:46.500 --> 00:07:48.500]  是很便宜的價錢
[00:07:48.500 --> 00:07:50.500]  但如果環境不是這麼惡劣的時候
[00:07:50.500 --> 00:07:53.500]  他們不會賣自己的兒女
[00:07:53.500 --> 00:07:55.500]  但他們看到有錢人不去工作
[00:07:55.500 --> 00:07:57.500]  他們就可以去賺錢
[00:07:57.500 --> 00:07:59.500]  貧者越貧富者越富
[00:07:59.500 --> 00:08:02.500]  這個社會問題越來越嚴重
[00:08:02.500 --> 00:08:04.500]  所以人民生氣了
[00:08:04.500 --> 00:08:06.500]  要站出來抗議
[00:08:06.500 --> 00:08:08.500]  來採取行動
[00:08:08.500 --> 00:08:10.500]  可能就是上街遊行
[00:08:10.500 --> 00:08:17.500]  李希敏作為特區行政首長面對這個處境
[00:08:17.500 --> 00:08:20.500]  如何平息民憤呢?
[00:08:20.500 --> 00:08:23.500]  事實上李希敏真是特區行政首長
[00:08:23.500 --> 00:08:26.500]  因為猶大國已經滅亡了
[00:08:26.500 --> 00:08:30.500]  現在波斯帝國被猶太人返回自己的地方
[00:08:30.500 --> 00:08:33.500]  但他們仍然是屬於波斯帝國
[00:08:33.500 --> 00:08:37.500]  所以他們派李希敏去做特區首長
[00:08:37.500 --> 00:08:41.500]  但當他回去的時候就發現人民充滿了怨氣
[00:08:41.500 --> 00:08:42.500]  對政府不滿
[00:08:42.500 --> 00:08:44.500]  對有錢人不滿的時候
[00:08:44.500 --> 00:08:46.500]  李希敏見到這班人這樣的時候
[00:08:46.500 --> 00:08:47.500]  發出這個怒吼
[00:08:47.500 --> 00:08:49.500]  他有什麼反應呢?
[00:08:49.500 --> 00:08:52.500]  我們一起來看第五章第六節
[00:08:52.500 --> 00:08:55.500]  我聽見他們呼號謝說
[00:08:55.500 --> 00:08:58.500]  變心發怒
[00:08:58.500 --> 00:09:00.500]  李希敏很憤怒
[00:09:00.500 --> 00:09:03.500]  但請你要留意下文
[00:09:03.500 --> 00:09:07.500]  李希敏不是憤怒這些人來抗議
[00:09:07.500 --> 00:09:10.500]  不是憤怒這些人來發聲
[00:09:10.500 --> 00:09:16.500]  他的憤怒是指向那班剝奪窮人的有錢人
[00:09:16.500 --> 00:09:19.500]  李希敏真是體恤民情
[00:09:19.500 --> 00:09:21.500]  了解他們的苦況
[00:09:21.500 --> 00:09:23.500]  知道他們所言非虛
[00:09:23.500 --> 00:09:26.500]  這些有錢人來多行不義
[00:09:26.500 --> 00:09:29.500]  為富不仁來剝削窮人
[00:09:29.500 --> 00:09:32.500]  這些不合理的事情如果繼續下去的時候
[00:09:32.500 --> 00:09:36.500]  只會令到這個社會分化得更加嚴重
[00:09:36.500 --> 00:09:41.500]  亦都令到這班人民不會同心的去建設
[00:09:41.500 --> 00:09:44.500]  所以他要平息民憤的時候
[00:09:44.500 --> 00:09:46.500]  他就要做一些事
[00:09:46.500 --> 00:09:50.500]  特別聖經裏面提到李希敏發怒
[00:09:50.500 --> 00:09:52.500]  這是疑怒
[00:09:52.500 --> 00:09:54.500]  神無責備
[00:09:54.500 --> 00:09:56.500]  我經常都想一個愛國
[00:09:56.500 --> 00:09:59.500]  愛人民愛神的人
[00:09:59.500 --> 00:10:01.500]  見到不公平的事
[00:10:01.500 --> 00:10:03.500]  沒可能不生氣
[00:10:03.500 --> 00:10:05.500]  沒可能不激動
[00:10:05.500 --> 00:10:07.500]  最近不知道大家有沒有留意到
[00:10:07.500 --> 00:10:09.500]  在這一個多星期裏面
[00:10:09.500 --> 00:10:12.500]  有一個老師被人罵得很厲害
[00:10:12.500 --> 00:10:15.500]  文匯大公直接頭版來罵他
[00:10:15.500 --> 00:10:18.500]  我屢屢有一晚告訴我
[00:10:18.500 --> 00:10:21.500]  在facebook和youtube裏面看一個片段
[00:10:21.500 --> 00:10:24.500]  見到一個題目就是
[00:10:24.500 --> 00:10:27.500]  警員是多麼冷靜來面對這個人
[00:10:27.500 --> 00:10:30.500]  我見到一個女人大聲罵警員
[00:10:30.500 --> 00:10:33.500]  然後找髒話來罵
[00:10:33.500 --> 00:10:36.500]  我覺得這個女人很過分
[00:10:36.500 --> 00:10:38.500]  後來被人起底
[00:10:38.500 --> 00:10:40.500]  原來有一個老師很近我們
[00:10:40.500 --> 00:10:43.500]  是粉嶺一間學校的老師
[00:10:43.500 --> 00:10:45.500]  如果我看這個片段的時候
[00:10:45.500 --> 00:10:48.500]  這個女人是非常不好
[00:10:48.500 --> 00:10:52.500]  但原來我們所看的不是整全的事實
[00:10:52.500 --> 00:10:55.500]  現在在網上有另一條片
[00:10:55.500 --> 00:10:57.500]  是把前文列出來
[00:10:57.500 --> 00:10:59.500]  明報都拍了一些相
[00:10:59.500 --> 00:11:01.500]  在片段裏面拍下來
[00:11:01.500 --> 00:11:04.500]  原來這個老師是一個很好的老師
[00:11:04.500 --> 00:11:06.500]  港台都很好
[00:11:06.500 --> 00:11:07.500]  沒有受壓力
[00:11:07.500 --> 00:11:09.500]  剛剛又碰巧
[00:11:09.500 --> 00:11:11.500]  上個星期港台有一個節目
[00:11:11.500 --> 00:11:12.500]  就是來去褒揚老師
[00:11:12.500 --> 00:11:16.500]  他剛剛拿了今年裏面一個傑出的老師獎
[00:11:16.500 --> 00:11:18.500]  他很有愛心愛這些學生
[00:11:18.500 --> 00:11:20.500]  他在粉嶺教書
[00:11:20.500 --> 00:11:23.500]  有些學生他們的父母不在家裏
[00:11:23.500 --> 00:11:25.500]  要做工
[00:11:25.500 --> 00:11:28.500]  這個老師竟然送學生回家
[00:11:28.500 --> 00:11:30.500]  他很有愛心
[00:11:30.500 --> 00:11:31.500]  但有愛的時候
[00:11:31.500 --> 00:11:32.500]  見到不公平的事
[00:11:32.500 --> 00:11:33.500]  他就會生氣
[00:11:33.500 --> 00:11:35.500]  他那天經過旺角
[00:11:35.500 --> 00:11:38.500]  見到有班法輪功的人拉了橫額
[00:11:38.500 --> 00:11:40.500]  他自己都講明
[00:11:40.500 --> 00:11:42.500]  他不是認同法輪功
[00:11:42.500 --> 00:11:43.500]  我都不會認同法輪功
[00:11:43.500 --> 00:11:46.500]  但香港能夠拉橫額其實是一個特色
[00:11:46.500 --> 00:11:49.500]  就是我們仍然有言論自由
[00:11:49.500 --> 00:11:51.500]  但不要忘記邵善波曾經講過
[00:11:51.500 --> 00:11:53.500]  我們現在不會秘密不還口
[00:11:53.500 --> 00:11:54.500]  我們會有得回應
[00:11:54.500 --> 00:11:58.500]  於是你會留意到近期多了愛字派的力量
[00:11:58.500 --> 00:12:00.500]  他們就在法輪功的面前
[00:12:00.500 --> 00:12:03.500]  拉了橫額擋住他們
[00:12:03.500 --> 00:12:05.500]  法輪功的人就打了一報警
[00:12:05.500 --> 00:12:07.500]  警察來到
[00:12:07.500 --> 00:12:08.500]  沒有去分隔他們
[00:12:08.500 --> 00:12:10.500]  只是圍一條線讓你自己搞
[00:12:10.500 --> 00:12:12.500]  繼續來遮擋那些人
[00:12:12.500 --> 00:12:15.500]  這個老師見到的時候就去質詢警察
[00:12:15.500 --> 00:12:16.500]  為什麼你不去平息這個紛爭
[00:12:16.500 --> 00:12:18.500]  為什麼你要幫這班人
[00:12:18.500 --> 00:12:20.500]  接著你看看那片段
[00:12:20.500 --> 00:12:21.500]  那個女警察說
[00:12:21.500 --> 00:12:23.500]  你走啊這是我們的禁區
[00:12:23.500 --> 00:12:24.500]  接著她說
[00:12:24.500 --> 00:12:26.500]  什麼原因這是禁區
[00:12:26.500 --> 00:12:28.500]  為什麼你要我離開
[00:12:28.500 --> 00:12:29.500]  什麼條法例
[00:12:29.500 --> 00:12:30.500]  接著她的回應是什麼
[00:12:30.500 --> 00:12:32.500]  何必跟你說那麼多
[00:12:32.500 --> 00:12:33.500]  回警署
[00:12:33.500 --> 00:12:34.500]  抓了你回警署我才說
[00:12:34.500 --> 00:12:37.500]  因為每個人都會被挑動
[00:12:37.500 --> 00:12:39.500]  但問題是這個片段
[00:12:39.500 --> 00:12:41.500]  一開始是沒有擺出來的
[00:12:41.500 --> 00:12:43.500]  只是拍他怎樣去罵人
[00:12:43.500 --> 00:12:46.500]  所以有時候我們看東西要看全面性
[00:12:46.500 --> 00:12:48.500]  接著大家知不知道
[00:12:48.500 --> 00:12:50.500]  被人起底了這間學校
[00:12:50.500 --> 00:12:52.500]  警察協會有兩個的原作級協會
[00:12:52.500 --> 00:12:54.500]  來帶他去
[00:12:54.500 --> 00:12:55.500]  用壓力
[00:12:55.500 --> 00:12:57.500]  要學校趕這個老師走
[00:12:57.500 --> 00:12:59.500]  在這間學校門口有個花圈
[00:12:59.500 --> 00:13:01.500]  因為這個老師有個C字
[00:13:01.500 --> 00:13:03.500]  就當他死了這樣
[00:13:03.500 --> 00:13:06.500]  面對很沉重的壓力
[00:13:06.500 --> 00:13:08.500]  今天在旺角
[00:13:08.500 --> 00:13:11.500]  有人簽名要查這個老師
[00:13:11.500 --> 00:13:14.500]  但有人要維護這個老師
[00:13:14.500 --> 00:13:17.500]  我絕對不認同這個老師
[00:13:17.500 --> 00:13:20.500]  那種的粗言穢語
[00:13:20.500 --> 00:13:24.500]  但我會體諒為何會被激動
[00:13:24.500 --> 00:13:26.500]  見到不公平的事
[00:13:26.500 --> 00:13:28.500]  是不可能不出聲
[00:13:28.500 --> 00:13:30.500]  所以尼希米見到
[00:13:30.500 --> 00:13:32.500]  這些有錢人剝削自己的同胞
[00:13:32.500 --> 00:13:34.500]  剝削這些窮人的時候
[00:13:34.500 --> 00:13:35.500]  他就生氣了
[00:13:35.500 --> 00:13:38.500]  但他有什麼回應呢
[00:13:38.500 --> 00:13:41.500]  記住人的怒氣不能夠成就神的義
[00:13:41.500 --> 00:13:43.500]  你發脾氣的時候
[00:13:43.500 --> 00:13:47.500]  你只會令事情更加產生問題
[00:13:47.500 --> 00:13:49.500]  尼希米怎樣去回應呢
[00:13:49.500 --> 00:13:51.500]  我們一起來讀尼希米記
[00:13:51.500 --> 00:13:54.500]  第五章的第七節
[00:13:54.500 --> 00:13:56.500]  我心裡愁惑
[00:13:56.500 --> 00:13:59.500]  就叱吒貴就和官長說
[00:13:59.500 --> 00:14:02.500]  你們各人向弟兄取利
[00:14:02.500 --> 00:14:06.500]  於是我招聚大會攻擊他們
[00:14:06.500 --> 00:14:08.500]  我心裡愁惑
[00:14:08.500 --> 00:14:11.500]  尼希米知道他面對的一個惡勢力
[00:14:11.500 --> 00:14:14.500]  這個勢力很難推翻
[00:14:14.500 --> 00:14:16.500]  這班是有權貴的人
[00:14:16.500 --> 00:14:19.500]  有錢有地位
[00:14:19.500 --> 00:14:23.500]  而且這班貴就和貴族
[00:14:23.500 --> 00:14:25.500]  連同當地的官員
[00:14:25.500 --> 00:14:28.500]  合成為一股很大的力量
[00:14:28.500 --> 00:14:31.500]  要來推翻這班人絕對不容易
[00:14:31.500 --> 00:14:32.500]  所以他要籌算
[00:14:32.500 --> 00:14:35.500]  他要來思想量策
[00:14:35.500 --> 00:14:37.500]  要來三思而行
[00:14:37.500 --> 00:14:39.500]  他不能輕舉妄動
[00:14:39.500 --> 00:14:41.500]  於是他做一件事很厲害
[00:14:41.500 --> 00:14:43.500]  就用群眾力量
[00:14:43.500 --> 00:14:45.500]  去召開人民大會
[00:14:45.500 --> 00:14:48.500]  公開地和他們對話
[00:14:48.500 --> 00:14:50.500]  甚至批判這班人
[00:14:50.500 --> 00:14:52.500]  有點像文革的批鬥
[00:14:52.500 --> 00:14:56.500]  我們留意到這班貴就和官長
[00:14:56.500 --> 00:14:59.500]  是當時的社會特權階級
[00:14:59.500 --> 00:15:01.500]  而這班人
[00:15:01.500 --> 00:15:06.500]  不單單劫貧爭富
[00:15:06.500 --> 00:15:08.500]  還要剝削自己的同胞
[00:15:08.500 --> 00:15:10.500]  他們有很多問題
[00:15:10.500 --> 00:15:11.500]  我不詳細說
[00:15:11.500 --> 00:15:14.500]  大家可以去看尼希米記第六章第十七節
[00:15:14.500 --> 00:15:17.500]  記載這班貴族
[00:15:17.500 --> 00:15:19.500]  聯同外邦的敵人
[00:15:19.500 --> 00:15:21.500]  破壞自己的重建工程
[00:15:21.500 --> 00:15:23.500]  為了謀私利
[00:15:23.500 --> 00:15:26.500]  可以來帶去通敵
[00:15:26.500 --> 00:15:28.500]  而另外那些官長
[00:15:28.500 --> 00:15:31.500]  私生活也非常差
[00:15:31.500 --> 00:15:34.500]  你昨天有沒有看電視新聞
[00:15:34.500 --> 00:15:37.500]  國內有五個法官
[00:15:37.500 --> 00:15:39.500]  齊齊不是開會
[00:15:39.500 --> 00:15:41.500]  去嫖妓
[00:15:41.500 --> 00:15:43.500]  被人錄影
[00:15:43.500 --> 00:15:45.500]  你作為一個法官
[00:15:45.500 --> 00:15:47.500]  你竟然來集體嫖妓
[00:15:47.500 --> 00:15:50.500]  私德是很差的
[00:15:50.500 --> 00:15:52.500]  你怎樣去批判人
[00:15:52.500 --> 00:15:54.500]  原來這班長官
[00:15:54.500 --> 00:15:56.500]  在聖經裡記載
[00:15:56.500 --> 00:15:57.500]  在以斯拉紀
[00:15:57.500 --> 00:16:00.500]  他們竟然和外邦人來通婚
[00:16:00.500 --> 00:16:02.500]  去拜偶像
[00:16:02.500 --> 00:16:04.500]  甚至佔據民居
[00:16:04.500 --> 00:16:06.500]  聖殿的儲物室
[00:16:06.500 --> 00:16:08.500]  成為自己的地方
[00:16:08.500 --> 00:16:10.500]  全部很有問題
[00:16:10.500 --> 00:16:14.500]  但無可否認要對付這班人不容易
[00:16:14.500 --> 00:16:17.500]  因為黎希敏是空降的
[00:16:17.500 --> 00:16:20.500]  直朝廷擺出來去做官長
[00:16:20.500 --> 00:16:23.500]  於是他召開民眾大會
[00:16:23.500 --> 00:16:25.500]  去站在人民那邊
[00:16:25.500 --> 00:16:27.500]  去指責這些人
[00:16:27.500 --> 00:16:29.500]  他說你們成人之危
[00:16:29.500 --> 00:16:30.500]  趁機發財
[00:16:30.500 --> 00:16:32.500]  你們要發災難財
[00:16:32.500 --> 00:16:33.500]  他提出
[00:16:33.500 --> 00:16:37.500]  你們各人向弟兄取利
[00:16:37.500 --> 00:16:39.500]  是什麼意思
[00:16:39.500 --> 00:16:40.500]  原來這班有錢人
[00:16:40.500 --> 00:16:42.500]  看到你窮就借錢給你
[00:16:42.500 --> 00:16:44.500]  但收取高昂的利息
[00:16:44.500 --> 00:16:46.500]  這個向弟兄取利
[00:16:46.500 --> 00:16:48.500]  取利的字出現了三次
[00:16:48.500 --> 00:16:50.500]  原來意思是高昂的利息
[00:16:50.500 --> 00:16:52.500]  即是我們現在所說的大耳窿
[00:16:52.500 --> 00:16:54.500]  起釘起得很厲害
[00:16:54.500 --> 00:16:57.500]  但原來在神的律法裡規定
[00:16:57.500 --> 00:17:00.500]  你看到你的同胞有困難
[00:17:00.500 --> 00:17:02.500]  你在經濟上資助他
[00:17:02.500 --> 00:17:03.500]  幫助他
[00:17:03.500 --> 00:17:04.500]  借錢給他
[00:17:04.500 --> 00:17:06.500]  但有一個原則
[00:17:06.500 --> 00:17:08.500]  是不可以收利息
[00:17:08.500 --> 00:17:10.500]  我們一起來看
[00:17:10.500 --> 00:17:11.500]  《出拉及記》
[00:17:11.500 --> 00:17:13.500]  22章第25節
[00:17:13.500 --> 00:17:14.500]  我們一起來讀出
[00:17:14.500 --> 00:17:18.500]  我民中有貧窮人與你同住
[00:17:18.500 --> 00:17:20.500]  你若借錢給他
[00:17:20.500 --> 00:17:23.500]  不可如放債的向他取利
[00:17:23.500 --> 00:17:24.500]  很清楚
[00:17:24.500 --> 00:17:26.500]  神的律法說明
[00:17:26.500 --> 00:17:28.500]  你幫人但不可以收利息
[00:17:28.500 --> 00:17:31.500]  但如果那個人到期而不還
[00:17:31.500 --> 00:17:33.500]  你就開始可以收利息
[00:17:33.500 --> 00:17:34.500]  他答應了你
[00:17:34.500 --> 00:17:35.500]  我多久還給你
[00:17:35.500 --> 00:17:38.500]  但過期而不還
[00:17:38.500 --> 00:17:40.500]  那就可以收利息
[00:17:40.500 --> 00:17:43.500]  但利息仍然不可以高
[00:17:43.500 --> 00:17:45.500]  但這班有錢人
[00:17:45.500 --> 00:17:47.500]  就來放債取利
[00:17:47.500 --> 00:17:49.500]  謀取高昂的利息
[00:17:49.500 --> 00:17:51.500]  剝奪這些窮人
[00:17:51.500 --> 00:17:53.500]  所以尼西米很憤怒
[00:17:53.500 --> 00:17:55.500]  跟著尼西米要求他們
[00:17:55.500 --> 00:17:57.500]  不可以來收利息不止
[00:17:57.500 --> 00:17:59.500]  還要來做一件事
[00:17:59.500 --> 00:18:00.500]  尼西米在第5章第8節
[00:18:00.500 --> 00:18:02.500]  指出他們另外一個罪
[00:18:02.500 --> 00:18:03.500]  我們一起來讀
[00:18:03.500 --> 00:18:05.500]  我對他們說
[00:18:05.500 --> 00:18:08.500]  我們盡力贖回我們弟兄
[00:18:08.500 --> 00:18:11.500]  就是賣與外邦的猶大人
[00:18:11.500 --> 00:18:13.500]  你們還要賣弟兄
[00:18:13.500 --> 00:18:15.500]  使我們贖回來嗎?
[00:18:15.500 --> 00:18:17.500]  原來在律法裏面
[00:18:17.500 --> 00:18:18.500]  有這個規定
[00:18:18.500 --> 00:18:20.500]  如果見到你的同胞窮
[00:18:20.500 --> 00:18:22.500]  將子女賣給外邦人
[00:18:22.500 --> 00:18:23.500]  即外籍人士
[00:18:23.500 --> 00:18:24.500]  做外傭
[00:18:24.500 --> 00:18:25.500]  做外勞的時候
[00:18:25.500 --> 00:18:28.500]  你有責任盡量幫他們
[00:18:28.500 --> 00:18:29.500]  將他們贖回來
