
[00:00:00.000 --> 00:00:04.760]  親愛的姐妹們,平安!我們感謝主耶穌,有機會一同來到敬拜神
[00:07:16.960 --> 00:07:19.960]  以及無稽的傳說
[00:07:19.960 --> 00:07:21.960]  所以在今天這一段經文
[00:07:21.960 --> 00:07:24.960]  保羅再一次吩咐提摩太
[00:07:24.960 --> 00:07:29.960]  無論什麼時候,總要專心傳道
[00:07:29.960 --> 00:07:35.960]  要以百般的忍耐和各樣的教導責備人、警戒人、勸勉人
[00:07:35.960 --> 00:07:41.960]  他也鼓勵提摩太,要做傳福音的工作,盡理的職份
[00:07:41.960 --> 00:07:47.960]  可能有人會說,既然是這樣,這段經文就是對牧師、傳道人說的
[00:07:47.960 --> 00:07:53.960]  跟我們沒什麼關係,我們是平信徒,不用怎麼理會這段經文
[00:07:53.960 --> 00:07:58.960]  如果有人有這樣的看法,我想提醒一下大家
[00:07:58.960 --> 00:08:01.960]  傳福音其實是所有基督徒的責任
[00:08:01.960 --> 00:08:05.960]  不過牧師和傳道人是全時間去做
[00:08:05.960 --> 00:08:08.960]  大家有機會的時候就去做
[00:08:08.960 --> 00:08:13.960]  主耶穌給門徒的大使命,大家都很熟悉
[00:08:13.960 --> 00:08:17.960]  在《馬大福音》28章18至20節
[00:08:17.960 --> 00:08:23.960]  那個大使命是要所有基督徒代代相傳傳進去的
[00:08:23.960 --> 00:08:26.960]  在登山保佑當中,主耶穌也說
[00:08:26.960 --> 00:08:33.960]  你們是世上的光,不單止牧師和傳道人是世上的光
[00:08:33.960 --> 00:08:40.960]  所有基督徒都是世上的光,都是有責任為主發光的
[00:08:40.960 --> 00:08:42.960]  此外,大家還要小心
[00:08:42.960 --> 00:08:46.960]  3至4節裡面提到一個現象就是
[00:08:46.960 --> 00:08:56.960]  那時人會厭煩現存的教導,已躲發養,就隨心所欲地增添好些教師
[00:08:56.960 --> 00:09:02.960]  並且掩耳不聽真理,偏向無稽的傳說
[00:09:02.960 --> 00:09:07.960]  我不知道當中有沒有人喜歡聽不同的牧師講道
[00:09:07.960 --> 00:09:09.960]  因為現在資訊很發達
[00:09:09.960 --> 00:09:13.960]  你隨時可以上網找到很多不同牧師的講道
[00:09:13.960 --> 00:09:21.960]  如果你自己可以辨別一位牧師講道是否按照聖經的正義
[00:09:21.960 --> 00:09:23.960]  那當然很好
[00:09:23.960 --> 00:09:27.960]  但如果你不放心,其實你可以來問我
[00:09:27.960 --> 00:09:33.960]  我記得從前我牧友教會有位從中國來的姊妹
[00:09:33.960 --> 00:09:37.960]  她在網上找到一些在中國的牧師講道
[00:09:37.960 --> 00:09:42.960]  她就來問我,這位牧師的講道我們可不可以聽
[00:09:42.960 --> 00:09:44.960]  其實我都不認識那位牧師
[00:09:44.960 --> 00:09:48.960]  那我怎麼辦呢?我自己去聽一聽
[00:09:48.960 --> 00:09:53.960]  我聽了那位牧師一兩篇,不止聽一篇,一篇不夠
[00:09:53.960 --> 00:09:55.960]  要聽一兩篇甚至兩三篇
[00:09:55.960 --> 00:10:00.960]  然後我就回覆那位牧友,是否可以聽
[00:10:00.960 --> 00:10:03.960]  聽其他牧師講道是沒有所謂的
[00:10:03.960 --> 00:10:11.960]  只要那位牧師或講員是按照正義去解釋聖經就可以聽
[00:10:11.960 --> 00:10:15.960]  第五節,保羅提醒提摩泰
[00:10:15.960 --> 00:10:25.960]  凡事要謹慎,忍受苦難,做全福音的工作,盡力積分
[00:10:25.960 --> 00:10:33.960]  約伯記五章七節說:人生出來,必遭遇患難,如同火花飛騰
[00:10:33.960 --> 00:10:37.960]  基督徒也一樣會遇到患難
[00:10:37.960 --> 00:10:42.960]  而不是凡事都逢凶化吉,萬事如意
[00:10:42.960 --> 00:10:49.960]  遇到患難的時候,我們除了消極去忍受之外
[00:10:49.960 --> 00:10:53.960]  還可以積極去看待這個苦難
[00:10:53.960 --> 00:10:58.960]  既然臨到我,就一定是上帝認為是好的
[00:10:58.960 --> 00:11:01.960]  上帝看是好的
[00:11:01.960 --> 00:11:06.960]  我記得這個故事發生在十六世紀,在英國
[00:11:06.960 --> 00:11:11.960]  當時是英國瑪麗皇后當權
[00:11:11.960 --> 00:11:17.960]  瑪麗皇后之前的父親是亨利八世
[00:11:17.960 --> 00:11:21.960]  他從天主教轉到基督教
[00:11:21.960 --> 00:11:26.960]  瑪麗想將英國帶回羅馬天主教
[00:11:26.960 --> 00:11:28.960]  他怎樣呢?
[00:11:28.960 --> 00:11:34.960]  他要對付那些福音派牧師,捉那些福音派牧師懲罰他們
[00:11:34.960 --> 00:11:39.960]  有一位牧師躲在鄉村的地方
[00:11:39.960 --> 00:11:44.960]  他很特別,他遇到什麼事都會認為是好的
[00:11:44.960 --> 00:11:49.960]  因為他相信萬事都互相效力,使愛神的人得益處
[00:11:49.960 --> 00:11:54.960]  即使不好的事,人體靈不好,神體為好
[00:11:54.960 --> 00:11:57.960]  並且愛神的人就會得益
[00:11:57.960 --> 00:12:04.960]  結果當那些警衛隊躲在鄉村,捉了他們後
[00:12:04.960 --> 00:12:07.960]  就要將他們帶回倫敦
[00:12:07.960 --> 00:12:09.960]  當那些護衛員看到他們時
[00:12:09.960 --> 00:12:12.960]  「這件事一定是好事,你們先坐下吧」
[00:12:12.960 --> 00:12:16.960]  「不用了,我先請你們吃東西,你們都很累了」
[00:12:16.960 --> 00:12:21.960]  那些護衛員、警衛員都覺得奇怪
[00:12:21.960 --> 00:12:25.960]  無論如何,他們吃完東西後就要回倫敦
[00:12:25.960 --> 00:12:30.960]  由那個地方,忘記了什麼地方回倫敦,是頗遠的
[00:12:30.960 --> 00:12:36.960]  要騎馬的,可能一兩天才到,可能一星期才到
[00:12:36.960 --> 00:12:41.960]  當時沒有火車,所以就要騎馬
[00:12:41.960 --> 00:12:47.960]  那些負責押送的人都會找一匹馬給他騎
[00:12:47.960 --> 00:12:52.960]  給那位牧師騎,一邊騎一邊行鴨
[00:12:52.960 --> 00:12:57.960]  中途發生了意外
[00:12:57.960 --> 00:13:02.960]  那位牧師墮馬,傷了一隻腳
[00:13:02.960 --> 00:13:05.960]  那位牧師仍然對那些警衛說
[00:13:05.960 --> 00:13:10.960]  「傷是傷,很痛,不過一定是好事,一定是好的」
[00:13:10.960 --> 00:13:15.960]  那些警衛當時覺得他是不是神經有些問題
[00:13:15.960 --> 00:13:18.960]  跌斷了一隻腳,還說是好事
[00:13:18.960 --> 00:13:23.960]  但無可奈何,要等他傷勢好一點,才可以繼續上路
[00:13:23.960 --> 00:13:28.960]  後來休息了幾天,傷勢可以好一點
[00:13:28.960 --> 00:13:32.960]  又可以騎馬,繼續上路
[00:13:32.960 --> 00:13:38.960]  後來當他們到達倫敦後,就聽到四圍教堂的鐘聲響起來
[00:13:38.960 --> 00:13:42.960]  四圍都很吵,他查問發生什麼事
[00:13:42.960 --> 00:13:47.960]  查了之後才知道,原來瑪麗皇后死了
[00:13:47.960 --> 00:13:50.960]  那位牧師就對警衛說
[00:13:50.960 --> 00:13:57.960]  「我不是告訴過你,我墮馬也是好事,現在我不用被審了,不用被關押起來了」
[00:13:57.960 --> 00:14:04.960]  所以當我們人生中遇到苦難的時候,不用太驚訝
[00:14:04.960 --> 00:14:08.960]  也不用問為什麼邊邊損傷我
[00:14:08.960 --> 00:14:13.960]  損傷我們是我們的福份,是上帝認為好的,才給我們的
[00:14:13.960 --> 00:14:18.960]  我們當中很多人不是做存口金工作
[00:14:18.960 --> 00:14:23.960]  但我們仍然有自己活在世上的積分
[00:14:23.960 --> 00:14:27.960]  有人曾經說,上帝不會做廢物
[00:14:27.960 --> 00:14:34.960]  既然我們生存在世上,就一定是有上帝的美意
[00:14:34.960 --> 00:14:38.960]  我們每一個人都一定會有一個積分
[00:14:38.960 --> 00:14:42.960]  是上帝為我們預備好的
[00:14:42.960 --> 00:14:47.960]  我們就要盡自己的努力,做好我們的積分
[00:14:47.960 --> 00:14:51.960]  不一定要做全職全道,才會盡力
[00:14:51.960 --> 00:14:58.960]  無論上帝賜給我們什麼積分,我們都要在積分上盡力
[00:14:58.960 --> 00:15:03.960]  我感謝主啊,去年做了一個腸癌的大手術
[00:15:03.960 --> 00:15:06.960]  我很感謝那位主診醫生
[00:15:06.960 --> 00:15:11.960]  他不肯放棄我,要我做一個差不多15個小時的手術
[00:15:11.960 --> 00:15:16.960]  我記得當時還問他,還沒做手術之前
[00:15:16.960 --> 00:15:22.960]  他跟我說,在他的問診室,告訴我的時候
[00:15:22.960 --> 00:15:25.960]  我就問他,哇,做15個小時?
[00:15:25.960 --> 00:15:27.960]  醫生,你有沒有體力?
[00:15:27.960 --> 00:15:29.960]  這樣持續做15個小時
[00:15:29.960 --> 00:15:31.960]  他說,不是,我不是一個人做的
[00:15:31.960 --> 00:15:34.960]  我們有幾位醫生,我們會輪流一息
[00:15:34.960 --> 00:15:38.960]  我很欣賞他,他作為一個醫生
[00:15:38.960 --> 00:15:41.960]  盡上他的積分去救人
[00:15:41.960 --> 00:15:46.960]  護士們也盡上他們的積分去照顧病人
[00:15:46.960 --> 00:15:51.960]  所以我們無論給上帝放在什麼崗位上
[00:15:51.960 --> 00:15:55.960]  我們都可以盡上我們的積分
[00:15:55.960 --> 00:16:02.960]  在世上的人生旅程是短暫的
[00:16:02.960 --> 00:16:07.960]  寫《標竿人生》的華里克牧師這麼說
[00:16:07.960 --> 00:16:12.960]  今生是為永恆預備的
[00:16:12.960 --> 00:16:16.960]  所以我們要活好今生
[00:16:16.960 --> 00:16:19.960]  不要錯過上帝給我們的機會
[00:16:19.960 --> 00:16:22.960]  但也不要過錯了人生
[00:16:22.960 --> 00:16:24.960]  我們要盡上自己的積分
[00:16:24.960 --> 00:16:27.960]  以致我們不怕在將來面對的那位
[00:16:27.960 --> 00:16:31.960]  審判死人和活人的主
[00:16:31.960 --> 00:16:34.960]  假如我們願意跑盡當跑的路
[00:16:34.960 --> 00:16:37.960]  守住該信的道
[00:16:37.960 --> 00:16:40.960]  這樣就會有公義的冠冕為我們存留
[00:16:40.960 --> 00:16:42.960]  我們一樣會得獎的
[00:16:42.960 --> 00:16:43.960]  正如保羅所說
[00:16:43.960 --> 00:16:46.960]  有公義的冠冕到了,也要刺激我的
[00:16:46.960 --> 00:16:52.960]  不但刺激我,也刺激凡害無他衍然的人
[00:16:52.960 --> 00:16:54.960]  當我們事實上預備好
[00:16:54.960 --> 00:16:56.960]  要接受上帝的審判的時候
[00:16:56.960 --> 00:17:01.960]  我想最少是會帶給我們三方面的力量
[00:17:01.960 --> 00:17:04.960]  第一方面,消極點來說
[00:17:04.960 --> 00:17:06.960]  幫助我們不要做壞事
[00:17:06.960 --> 00:17:08.960]  上帝會知道的
[00:17:08.960 --> 00:17:11.960]  我們遲早會被上帝懲罰的
[00:17:11.960 --> 00:17:14.960]  正如中國人的俗語所說
[00:17:14.960 --> 00:17:16.960]  舉頭三尺有神明
[00:17:16.960 --> 00:17:18.960]  神明在做什麼?
[00:17:18.960 --> 00:17:23.960]  看著我們,寫報告,打報告
[00:17:23.960 --> 00:17:29.960]  所以鼓勵我們做好人,不要做壞事
[00:17:29.960 --> 00:17:31.960]  第二方面
[00:17:31.960 --> 00:17:34.960]  當我們被人迫害的時候
[00:17:34.960 --> 00:17:37.960]  我們可以不要尋求報復
[00:17:37.960 --> 00:17:41.960]  我們有能力去實踐聖經的教導
[00:17:41.960 --> 00:17:44.960]  在羅馬書十二章十九節說
[00:17:44.960 --> 00:17:47.960]  不要自己伸冤
[00:17:47.960 --> 00:17:51.960]  寧可給主的憤怒留地步
[00:17:51.960 --> 00:17:53.960]  因為經上記著
[00:17:53.960 --> 00:17:57.960]  主說伸冤在我,我必報應
[00:17:57.960 --> 00:18:01.960]  保羅也留了一個榜樣給我們
[00:18:01.960 --> 00:18:03.960]  今天經文沒有提到
[00:18:03.960 --> 00:18:10.960]  但是在第四章十四節提到
[00:18:10.960 --> 00:18:15.960]  同像亞歷山大多方害我
[00:18:15.960 --> 00:18:18.960]  保羅有沒有自己的報復?沒有
[00:18:18.960 --> 00:18:21.960]  主必照他所行的報應他
[00:18:21.960 --> 00:18:26.960]  所以我們要記住有審判
[00:18:26.960 --> 00:18:28.960]  第三方面
[00:18:28.960 --> 00:18:30.960]  讓我們得到力量的時候
[00:18:30.960 --> 00:18:35.960]  我們在審判之後會得獎,得冠冕
[00:18:35.960 --> 00:18:39.960]  會帶給我們堅忍的力量
[00:18:39.960 --> 00:18:41.960]  即使我們當時很辛苦
[00:18:41.960 --> 00:18:45.960]  就好像運動員受訓的時候
[00:18:45.960 --> 00:18:48.960]  其實他們很辛苦,受訓很久
[00:18:48.960 --> 00:18:52.960]  很快奧運會在巴黎舉行
[00:18:52.960 --> 00:19:00.960]  所有運動員的人生
[00:19:00.960 --> 00:19:03.960]  都是不斷操練,不斷操練
[00:19:03.960 --> 00:19:06.960]  為了什麼?為了參加奧運會
[00:19:06.960 --> 00:19:09.960]  為了得獎,為了榮譽
[00:19:09.960 --> 00:19:15.960]  我也有一個姪女,她跳遠很厲害
[00:19:15.960 --> 00:19:19.960]  我想她在香港最遠是她
[00:19:19.960 --> 00:19:23.960]  已經破了香港有史以來的跳遠紀錄
[00:19:23.960 --> 00:19:26.960]  但她仍然要繼續受訓練
[00:19:26.960 --> 00:19:28.960]  繼續參加不同的比賽
[00:19:28.960 --> 00:19:34.960]  也希望有機會出賽到奧運會
[00:19:34.960 --> 00:19:37.960]  所以我們為了將來的冠冕
[00:19:37.960 --> 00:19:40.960]  就能夠加點給我們有動力
[00:19:40.960 --> 00:19:42.960]  去堅持受訓
[00:19:42.960 --> 00:19:45.960]  在受訓的時候,即使是辛苦一點
[00:19:45.960 --> 00:19:48.960]  我們都一樣會堅忍
[00:19:48.960 --> 00:19:51.960]  我們會不會渴望得冠冕?
[00:19:51.960 --> 00:19:53.960]  如果我們渴望的話
[00:19:53.960 --> 00:19:58.960]  我們就要預備好去接受上帝的審判
[00:19:58.960 --> 00:20:01.960]  我們就要跑好我們當跑的路
[00:20:01.960 --> 00:20:04.960]  盡上我們該盡的積分
[00:20:04.960 --> 00:20:07.960]  亦都持守該信的道
[00:20:07.960 --> 00:20:09.960]  我們一同來到祈禱
[00:20:09.960 --> 00:20:12.960]  我們感謝你是那位慈愛
[00:20:12.960 --> 00:20:15.960]  又會以公義審判人的主
[00:20:15.960 --> 00:20:17.960]  求聖靈幫助我們
[00:20:17.960 --> 00:20:19.960]  知道該跑的路
[00:20:19.960 --> 00:20:21.960]  給我們智慧和力量
[00:20:21.960 --> 00:20:24.960]  去守著當信的道
[00:20:24.960 --> 00:20:26.960]  使我們在世的時候
[00:20:26.960 --> 00:20:28.960]  能夠永實億人
[00:20:28.960 --> 00:20:31.960]  亦都會獲得將來審判之後
[00:20:31.960 --> 00:20:34.960]  你會發給我們的公義冠冕
[00:20:34.960 --> 00:20:36.960]  奉耶穌基督的名祈禱
