
[00:00:00.000 --> 00:00:04.800]  各位,今天我的講題叫做「從榮耀降臨」
[00:11:51.000 --> 00:11:52.000]  有原因的
[00:11:52.000 --> 00:11:56.000]  然後第十三節有一大堆天兵
[00:11:56.000 --> 00:11:58.000]  和那天使讚美上帝說
[00:11:58.000 --> 00:11:59.000]  一起讀
[00:11:59.000 --> 00:12:03.000]  在至高之處榮耀歸於上帝
[00:12:03.000 --> 00:12:07.000]  在地上平安歸於他所喜悅的人
[00:12:07.000 --> 00:12:08.000]  好了
[00:12:08.000 --> 00:12:11.000]  大家特別留意榮耀
[00:12:11.000 --> 00:12:14.000]  所以耶穌是從榮耀降臨的
[00:12:14.000 --> 00:12:18.000]  然後祂來到世界要榮神益人
[00:12:18.000 --> 00:12:22.000]  因為祂將平安使人不要懼怕
[00:12:22.000 --> 00:12:25.000]  這樣這麼寶貴的東西給過我們
[00:12:25.000 --> 00:12:29.000]  我們在聆聽主導節先請祈禱
[00:12:29.000 --> 00:12:32.000]  願僕人口中的言語
[00:12:32.000 --> 00:12:34.000]  弟兄姊妹的心懷意念
[00:12:34.000 --> 00:12:36.000]  夢主你自己的月亮
[00:12:36.000 --> 00:12:39.000]  誠心所願
[00:12:39.000 --> 00:12:43.000]  在2019年的聖誕期間
[00:12:43.000 --> 00:12:49.000]  我很想和大家思想一篇有神學味道的
[00:12:49.000 --> 00:12:52.000]  這一篇是一篇神學講章
[00:12:52.000 --> 00:12:55.000]  聽到你可能都神神的
[00:12:55.000 --> 00:12:59.000]  但是神學的講章有個特點
[00:12:59.000 --> 00:13:01.000]  它一定講實
[00:13:01.000 --> 00:13:04.000]  一定是專一講實
[00:13:04.000 --> 00:13:06.000]  我們的神就是主耶穌
[00:13:06.000 --> 00:13:07.000]  專講祂
[00:13:07.000 --> 00:13:08.000]  第二
[00:13:08.000 --> 00:13:12.000]  神學的講章一定會啟發你的思維
[00:13:12.000 --> 00:13:17.000]  令到你的思想想得更深更廣
[00:13:17.000 --> 00:13:23.000]  神學的講章是能夠豐盛基督徒的生命
[00:13:23.000 --> 00:13:25.000]  好了
[00:13:25.000 --> 00:13:28.000]  耶穌基督的降生是為什麼呢?
[00:13:28.000 --> 00:13:32.000]  從榮耀降臨來榮神益人
[00:13:32.000 --> 00:13:34.000]  也是我們今天的講題
[00:13:34.000 --> 00:13:38.000]  耶穌基督從榮耀降臨
[00:13:38.000 --> 00:13:42.000]  祂的目的就是要榮神榮耀上帝
[00:13:42.000 --> 00:13:44.000]  也有益於人
[00:13:44.000 --> 00:13:46.000]  將平安帶給人
[00:13:46.000 --> 00:13:50.000]  或者你說榮神安人都可以
[00:13:50.000 --> 00:13:53.000]  聖嬰從榮耀降臨
[00:13:53.000 --> 00:13:56.000]  榮耀是什麼呢?各位
[00:13:56.000 --> 00:14:00.000]  我們經常說要榮耀神
[00:14:00.000 --> 00:14:05.000]  你問那個人榮耀神何解?
[00:14:05.000 --> 00:14:08.000]  不是很多個答得到你的
[00:14:08.000 --> 00:14:10.000]  簡單解釋就說
[00:14:10.000 --> 00:14:12.000]  榮耀神
[00:14:12.000 --> 00:14:14.000]  令到神有面子
[00:14:14.000 --> 00:14:15.000]  用我們廣東話
[00:14:15.000 --> 00:14:17.000]  令到神有面子
[00:14:17.000 --> 00:14:19.000]  對不對?對
[00:14:19.000 --> 00:14:23.000]  榮耀神真是令到神有面子
[00:14:23.000 --> 00:14:26.000]  不是令你有面子
[00:14:26.000 --> 00:14:28.000]  令神有面子
[00:14:28.000 --> 00:14:31.000]  就是說你做的事情能夠令到
[00:14:31.000 --> 00:14:34.000]  神得到光彩的東西
[00:14:34.000 --> 00:14:36.000]  這個是榮耀神
[00:14:36.000 --> 00:14:39.000]  但是聖經裡面的榮耀神
[00:14:39.000 --> 00:14:41.000]  有更深的層次
[00:14:41.000 --> 00:14:43.000]  我們再來看看
[00:14:43.000 --> 00:14:48.000]  榮耀這兩個字其實是很抽象
[00:14:48.000 --> 00:14:51.000]  你不可以量度什麼叫榮耀
[00:14:51.000 --> 00:14:53.000]  或者你拿一樣東西出來
[00:14:53.000 --> 00:14:55.000]  說這東西就是榮耀
[00:14:55.000 --> 00:14:57.000]  可以有個人叫榮耀
[00:14:57.000 --> 00:15:01.000]  許榮耀你猜有沒有?肯定有
[00:15:01.000 --> 00:15:05.000]  許榮耀一定有的
[00:15:05.000 --> 00:15:11.000]  但是榮耀本身是什麼呢?
[00:15:11.000 --> 00:15:13.000]  中文的解釋就是有光彩的
[00:15:13.000 --> 00:15:14.000]  光榮的
[00:15:14.000 --> 00:15:15.000]  有名譽的
[00:15:15.000 --> 00:15:17.000]  有聲譽的
[00:15:17.000 --> 00:15:19.000]  有榮譽的
[00:15:19.000 --> 00:15:20.000]  好東西
[00:15:20.000 --> 00:15:22.000]  基督教認為榮耀是什麼?
[00:15:22.000 --> 00:15:26.000]  榮耀是能夠發出上帝的光
[00:15:26.000 --> 00:15:27.000]  是光亮的
[00:15:27.000 --> 00:15:33.000]  但是榮耀這個字是用希伯來文叫做Carbon
[00:15:33.000 --> 00:15:36.000]  意思就是豐富的
[00:15:36.000 --> 00:15:38.000]  豐富到有重量的
[00:15:38.000 --> 00:15:42.000]  有重量的還有一個意思是看得到的
[00:15:42.000 --> 00:15:44.000]  有重量的東西你才看得到
[00:15:44.000 --> 00:15:46.000]  這隻杯有重量
[00:15:46.000 --> 00:15:47.000]  所以大家見到它
[00:15:47.000 --> 00:15:49.000]  如果它沒有重量
[00:15:49.000 --> 00:15:51.000]  你就見不到
[00:15:51.000 --> 00:15:53.000]  所以有重量的意思是指
[00:15:53.000 --> 00:15:55.000]  看得見的
[00:15:55.000 --> 00:15:56.000]  摸得到的
[00:15:56.000 --> 00:15:58.000]  接觸得到的
[00:15:58.000 --> 00:16:01.000]  第二個意思就是有價值的
[00:16:01.000 --> 00:16:03.000]  有價值的
[00:16:03.000 --> 00:16:05.000]  有意義的東西
[00:16:05.000 --> 00:16:08.000]  上帝是榮耀的
[00:16:08.000 --> 00:16:11.000]  如果從希伯來文的意思就是說
[00:16:11.000 --> 00:16:14.000]  上帝是可以看得到的
[00:16:14.000 --> 00:16:17.000]  可以見得到的
[00:16:17.000 --> 00:16:19.000]  可以接觸得到的
[00:16:19.000 --> 00:16:22.000]  所以祂要鍍成肉身來到這個世界
[00:16:22.000 --> 00:16:25.000]  希臘人的神是見不到的
[00:16:25.000 --> 00:16:29.000]  柏拉圖說神是無所不在
[00:16:29.000 --> 00:16:32.000]  無所不知無所不能的
[00:16:32.000 --> 00:16:35.000]  這個柏拉圖受了希伯來人的思想
[00:16:35.000 --> 00:16:37.000]  希伯來人都有這個概念
[00:16:37.000 --> 00:16:40.000]  但是他們認為真正的神
[00:16:40.000 --> 00:16:42.000]  不會有重量的
[00:16:42.000 --> 00:16:43.000]  因為祂不是物質的東西
[00:16:43.000 --> 00:16:45.000]  祂是靈界的東西
[00:16:45.000 --> 00:16:49.000]  所以耶穌你看到的只不過是幻影
[00:16:49.000 --> 00:16:51.000]  在耶穌的年代
[00:16:51.000 --> 00:16:54.000]  或者耶穌之後初期教會
[00:16:54.000 --> 00:16:56.000]  有一派叫幻影說
[00:16:56.000 --> 00:16:59.000]  你看到的耶穌不是真耶穌
[00:16:59.000 --> 00:17:01.000]  祂只不過是幻覺的
[00:17:01.000 --> 00:17:07.000]  真那些神是能夠見得到的神
[00:17:07.000 --> 00:17:08.000]  不是真的
[00:17:08.000 --> 00:17:10.000]  但是榮耀是說
[00:17:10.000 --> 00:17:12.000]  榮耀是真實的
[00:17:12.000 --> 00:17:14.000]  你可以量度到的
[00:17:14.000 --> 00:17:16.000]  有重量的
[00:17:16.000 --> 00:17:20.000]  榮耀也是指神是豐富的
[00:17:20.000 --> 00:17:25.000]  神對我們世界對這個生命是有價值的
[00:17:25.000 --> 00:17:29.000]  祂所做的事是有意義的
[00:17:29.000 --> 00:17:33.000]  上帝其中一個對你最有意義的是什麼
[00:17:33.000 --> 00:17:36.000]  令你媽媽生你出來
[00:17:36.000 --> 00:17:42.000]  神創造了你是唯一的你
[00:17:42.000 --> 00:17:45.000]  誰從榮耀降臨
[00:17:45.000 --> 00:17:48.000]  聖誕我們強調這個就是耶穌
[00:17:48.000 --> 00:17:53.000]  耶穌這個名其實就是舊約的Joshua
[00:17:53.000 --> 00:17:58.000]  Joshua是指耶和華的救恩
[00:17:58.000 --> 00:18:00.000]  耶和華的救恩
[00:18:00.000 --> 00:18:05.000]  或者說耶和華是我們的救恩
[00:18:05.000 --> 00:18:08.000]  如何從榮耀降臨呢
[00:18:08.000 --> 00:18:10.000]  上帝透過什麼
[00:18:10.000 --> 00:18:12.000]  剛才我們看的經文
[00:18:12.000 --> 00:18:17.000]  在馬太福音強調他聖靈感恩
[00:18:17.000 --> 00:18:22.000]  和約翰福音的道成肉身
[00:18:22.000 --> 00:18:24.000]  這兩個很重要的思想
[00:18:24.000 --> 00:18:27.000]  在聖誕節我們很需要思想
[00:18:27.000 --> 00:18:31.000]  當時有什麼人見證這件事呢
[00:18:31.000 --> 00:18:36.000]  有當代的瑪利亞、約瑟、牧羊人、博士等等
[00:18:36.000 --> 00:18:39.000]  大家留意他們要見證的時候
[00:18:39.000 --> 00:18:44.000]  聖經的經文很強調有四樣東西
[00:18:44.000 --> 00:18:48.000]  一個是看到、聽到、摸到
[00:18:48.000 --> 00:18:51.000]  摸到也代表接觸到
[00:18:51.000 --> 00:18:53.000]  有些東西你看到、聽到
[00:18:53.000 --> 00:18:56.000]  不等於你可以接觸到
[00:18:56.000 --> 00:18:59.000]  然後叫到,叫到就是說有名
[00:18:59.000 --> 00:19:01.000]  所有存在的東西
[00:19:01.000 --> 00:19:04.000]  都是有這四樣東西的
[00:19:04.000 --> 00:19:06.000]  耶穌基督為什麼是真的
[00:19:06.000 --> 00:19:08.000]  我們透過這幾樣東西
[00:19:08.000 --> 00:19:12.000]  我們都可以去接觸到祂
[00:19:12.000 --> 00:19:14.000]  在聖嬰的降生
[00:19:14.000 --> 00:19:17.000]  我們看到天使的出現
[00:19:17.000 --> 00:19:20.000]  天使就是神的使者的出現
[00:19:20.000 --> 00:19:23.000]  有榮光的普照
[00:19:23.000 --> 00:19:25.000]  天使的出現
[00:19:25.000 --> 00:19:29.000]  天使是代表神的使者來到這個世界
[00:19:29.000 --> 00:19:34.000]  神的使者來到這個世界就是要幫助人
[00:19:34.000 --> 00:19:36.000]  代表了上帝來
[00:19:36.000 --> 00:19:42.000]  榮光普照是四面照著那些牧羊人
[00:19:42.000 --> 00:19:46.000]  為什麼要用四面都照著他
[00:19:46.000 --> 00:19:48.000]  令他光一點
[00:19:48.000 --> 00:19:49.000]  不止
[00:19:49.000 --> 00:19:52.000]  四面的照就是說
[00:19:52.000 --> 00:19:55.000]  四方面都照著他
[00:19:55.000 --> 00:20:00.000]  他前後左右都受到保護
[00:20:00.000 --> 00:20:03.000]  上帝也都透過光
[00:20:03.000 --> 00:20:04.000]  在舊約裡面
[00:20:04.000 --> 00:20:07.000]  上帝的出現不會給你看樣子
[00:20:07.000 --> 00:20:11.000]  但上帝的出現會有光在聖殿
[00:20:11.000 --> 00:20:15.000]  或者有個天梯
[00:20:15.000 --> 00:20:18.000]  讓雅各可以見到光
[00:20:18.000 --> 00:20:19.000]  他沒有見到上帝
[00:20:19.000 --> 00:20:24.000]  但是那些光讓他感覺到上帝在
[00:20:24.000 --> 00:20:28.000]  這個光四面照著就是要保護他
[00:20:28.000 --> 00:20:31.000]  羅馬兵為什麼打都贏
[00:20:31.000 --> 00:20:36.000]  因為他用了一種當時的軍團
[00:20:36.000 --> 00:20:40.000]  東南西北四面都有軍隊
[00:20:40.000 --> 00:20:43.000]  中間就是那個領袖在做指揮
[00:20:43.000 --> 00:20:46.000]  有敵人由東來有兵去砌他
[00:20:46.000 --> 00:20:48.000]  有來西來的
[00:20:48.000 --> 00:20:52.000]  也都有兵去砌他
[00:20:52.000 --> 00:20:56.000]  中間那個一定是受保護的
[00:20:56.000 --> 00:21:02.000]  而且軍隊是一個陣一個陣去打仗
[00:21:02.000 --> 00:21:05.000]  所以他打都贏
[00:21:05.000 --> 00:21:07.000]  你研究一下
[00:21:07.000 --> 00:21:09.000]  他有特別的記號
[00:21:09.000 --> 00:21:11.000]  馬槽的聖嬰
[00:21:11.000 --> 00:21:15.000]  天使要講給牧羊人聽
[00:21:15.000 --> 00:21:20.000]  有一個神所賜的聖嬰來了
[00:21:20.000 --> 00:21:22.000]  怎樣去認出他
[00:21:22.000 --> 00:21:25.000]  一般當然給個門牌
[00:21:25.000 --> 00:21:27.000]  或者住在哪條街
[00:21:27.000 --> 00:21:31.000]  但是耶穌根本就沒有地方住
[00:21:31.000 --> 00:21:33.000]  他住在哪裏
[00:21:33.000 --> 00:21:35.000]  住在馬棚
[00:21:35.000 --> 00:21:37.000]  你想找個馬棚都難
[00:21:37.000 --> 00:21:39.000]  馬棚找到了
[00:21:39.000 --> 00:21:41.000]  還要找到那個聖嬰
[00:21:41.000 --> 00:21:43.000]  有沒有BB出生
[00:21:43.000 --> 00:21:45.000]  睡在馬槽
[00:21:45.000 --> 00:21:47.000]  又不衛生又污糟
[00:21:47.000 --> 00:21:50.000]  這裡有些做護士的
[00:21:50.000 --> 00:21:52.000]  BB出生最重要
[00:21:52.000 --> 00:21:55.000]  有一個清潔衛生的地方給他
[00:21:55.000 --> 00:21:58.000]  但是這個聖嬰這麼奇妙
[00:21:58.000 --> 00:22:00.000]  好了第二
[00:22:00.000 --> 00:22:01.000]  他聽到
[00:22:01.000 --> 00:22:07.000]  聽到天使安慰世人的應許
[00:22:07.000 --> 00:22:10.000]  不需要怕
[00:22:10.000 --> 00:22:12.000]  不需要怕
[00:22:12.000 --> 00:22:14.000]  因為聖嬰降生
[00:22:14.000 --> 00:22:16.000]  你們不需要怕
[00:22:16.000 --> 00:22:17.000]  各位
[00:22:17.000 --> 00:22:20.000]  怕是我們人生一個大敵
[00:22:20.000 --> 00:22:22.000]  庫林克林說
[00:22:22.000 --> 00:22:24.000]  我們最怕的是什麼
[00:22:24.000 --> 00:22:26.000]  就是怕
[00:22:26.000 --> 00:22:28.000]  無端端會不會有什麼怕的
[00:22:28.000 --> 00:22:30.000]  都可以的
[00:22:30.000 --> 00:22:31.000]  突然之間很害怕
[00:22:31.000 --> 00:22:33.000]  在家裏都不知害怕什麼
[00:22:33.000 --> 00:22:34.000]  是不是
[00:22:34.000 --> 00:22:36.000]  走著走著很害怕
[00:22:36.000 --> 00:22:37.000]  有沒有人是這樣的
[00:22:37.000 --> 00:22:38.000]  不用舉手
[00:22:38.000 --> 00:22:40.000]  有啊
[00:22:40.000 --> 00:22:42.000]  害怕
[00:22:42.000 --> 00:22:44.000]  我們不需要害怕
[00:22:44.000 --> 00:22:46.000]  因為有聖嬰降生
[00:22:46.000 --> 00:22:50.000]  第二天使宣告基督降生的應許
[00:22:50.000 --> 00:22:52.000]  這個是應許
[00:22:52.000 --> 00:22:54.000]  還沒有出現
[00:22:54.000 --> 00:22:56.000]  但是這個基督降生
[00:22:56.000 --> 00:22:58.000]  這個新生王
[00:22:58.000 --> 00:23:03.000]  是帶給他們不需要憂慮他的未來
[00:23:03.000 --> 00:23:04.000]  各位
[00:23:04.000 --> 00:23:05.000]  我們很多時候
[00:23:05.000 --> 00:23:06.000]  我們憂慮
[00:23:06.000 --> 00:23:08.000]  我們怕現在發生的事
[00:23:08.000 --> 00:23:12.000]  我們可能會憂慮我們的未來
[00:23:12.000 --> 00:23:14.000]  未來我老了會怎樣
[00:23:14.000 --> 00:23:16.000]  我子女會不會養我
[00:23:16.000 --> 00:23:18.000]  未來我有沒有屋住
[00:23:18.000 --> 00:23:20.000]  退休了
