
[00:00:00.000 --> 00:00:02.400]  今年所有第三個禮拜
[00:01:27.440 --> 00:01:29.880]  他們恐懼 他們害怕
[00:01:29.880 --> 00:01:32.440]  他們被追殺而逃亡
[00:01:32.440 --> 00:01:36.080]  最明顯的 最代表的就是摩西
[00:01:36.080 --> 00:01:38.280]  他本來是埃及王子
[00:01:38.280 --> 00:01:42.880]  卻逃到曠野流浪了四十年
[00:01:42.880 --> 00:01:44.880]  在曠野裡面他放羊
[00:01:44.880 --> 00:01:48.160]  他也結婚 也生子了
[00:01:48.160 --> 00:01:51.240]  他給孩子取一個名字叫格順
[00:01:51.240 --> 00:01:55.120]  意思是說我在這地是寄居的
[00:01:55.120 --> 00:01:58.280]  所以他們是蒙神眷顧的人
[00:01:58.280 --> 00:02:00.600]  他們也是一驚想著神
[00:02:00.600 --> 00:02:02.640]  每天向神呼求
[00:02:02.640 --> 00:02:06.000]  神啊 你為什麼還不來救我們呢
[00:02:06.000 --> 00:02:10.120]  第三次我就講說是蒙昭的人
[00:02:10.120 --> 00:02:12.240]  因為在摩西在曠野地放羊的時候
[00:02:12.240 --> 00:02:16.800]  他有一次在合列山上看到異象
[00:02:16.800 --> 00:02:19.000]  看到火燒荊棘
[00:02:19.000 --> 00:02:21.960]  但是荊棘全部被燒毀
[00:02:21.960 --> 00:02:24.640]  所以他就進前去看
[00:02:24.640 --> 00:02:27.720]  有聲音說摩西摩西脫下你的鞋子
[00:02:27.720 --> 00:02:29.720]  說這裡是聖地
[00:02:29.720 --> 00:02:32.040]  然後神就呼召他
[00:02:32.040 --> 00:02:35.360]  摩西受蒙昭 哈雷洛亞
[00:02:35.360 --> 00:02:37.160]  第一次講我講說
[00:02:37.160 --> 00:02:39.120]  他就再三地推辭
[00:02:39.120 --> 00:02:41.840]  他說神啊 耶和華 亞威啊
[00:02:41.840 --> 00:02:44.040]  多奈 阿爾西亞大
[00:02:44.040 --> 00:02:46.440]  我是笨口拙舌的人
[00:02:46.440 --> 00:02:48.040]  我什麼都不會啊
[00:02:48.040 --> 00:02:50.240]  你就叫我的哥哥亞倫去吧
[00:02:50.240 --> 00:02:51.880]  你就叫某某人去吧
[00:02:51.880 --> 00:02:53.800]  你就叫Ed去吧
[00:02:53.800 --> 00:02:55.920]  神說我就是要找你
[00:02:55.920 --> 00:02:57.560]  神說你拿了我的賬
[00:02:57.560 --> 00:02:58.960]  我跟你去
[00:02:58.960 --> 00:03:01.600]  你這個有權柄跟著你
[00:03:01.600 --> 00:03:03.880]  摩西再三推辭
[00:03:03.880 --> 00:03:07.560]  好像他受的不是一個兒子的心
[00:03:07.560 --> 00:03:09.520]  乃是奴婆的心
[00:03:09.520 --> 00:03:11.720]  所以他恐懼 他害怕
[00:03:11.720 --> 00:03:15.280]  他不能夠呼叫阿爸夫
[00:03:15.280 --> 00:03:16.920]  第五次我講說
[00:03:16.920 --> 00:03:20.880]  摩西到了埃及法老王面前說
[00:03:20.880 --> 00:03:22.480]  神差我來
[00:03:22.480 --> 00:03:24.480]  讓我的百姓去
[00:03:24.480 --> 00:03:27.840]  到曠野單單地來侍奉我
[00:03:27.840 --> 00:03:30.120]  當然法老王不放他嘛
[00:03:30.120 --> 00:03:33.200]  摩西帶了神的權柄
[00:03:33.200 --> 00:03:35.200]  就尋了神機
[00:03:35.200 --> 00:03:37.520]  你一年十個災
[00:03:37.520 --> 00:03:40.000]  終於法老王服了下來
[00:03:40.000 --> 00:03:42.560]  就把猶太人放
[00:03:42.560 --> 00:03:44.600]  結果法老王又後悔
[00:03:44.600 --> 00:03:46.440]  就派了追兵來追
[00:03:46.440 --> 00:03:49.760]  追到洪海邊
[00:03:49.760 --> 00:03:51.960]  老百姓就開始叫了
[00:03:51.960 --> 00:03:53.440]  就開始呼喊了
[00:03:53.440 --> 00:03:56.080]  摩西你帶我們到這裡來是什麼意思
[00:03:56.080 --> 00:03:57.920]  你看我們在埃及地
[00:03:57.920 --> 00:03:59.400]  最少我們還可以活著
[00:03:59.400 --> 00:04:01.840]  現在我們在這裡死路一條了
[00:04:01.840 --> 00:04:05.400]  前有大海後有追兵
[00:04:05.400 --> 00:04:06.960]  摩西就起仗
[00:04:06.960 --> 00:04:09.800]  洪海就開了
[00:04:09.800 --> 00:04:11.920]  聖經上面說
[00:04:11.920 --> 00:04:16.800]  老百姓是踏著甘地過去的
[00:04:16.800 --> 00:04:21.920]  哇 這是多麼神奇的一件事情
[00:04:21.920 --> 00:04:23.400]  後來我第六講
[00:04:23.400 --> 00:04:25.280]  我講的是說
[00:04:25.280 --> 00:04:29.520]  這些以色列人是遵守節期的人
[00:04:29.520 --> 00:04:31.400]  到了曠野地
[00:04:31.400 --> 00:04:35.080]  他們就開始遵守神的節期
[00:04:35.080 --> 00:04:37.520]  他們紀念越節
[00:04:37.520 --> 00:04:38.960]  就是Passover
[00:04:38.960 --> 00:04:42.600]  紀念神帶他們出埃及的事情
[00:04:42.600 --> 00:04:45.000]  他們就紀念五旬節
[00:04:45.000 --> 00:04:47.240]  就是豐收節 出醜節
[00:04:47.240 --> 00:04:49.640]  就是在六七月的時候
[00:04:49.640 --> 00:04:50.960]  大豐收的時候
[00:04:50.960 --> 00:04:54.360]  他們又紀念所謂的猶太的新年
[00:04:54.360 --> 00:04:55.520]  Rosh Hashanah
[00:04:55.520 --> 00:04:57.480]  又紀念贖罪日
[00:04:57.480 --> 00:05:00.280]  他們是遵守節期的人
[00:05:00.280 --> 00:05:01.840]  Hallelujah
[00:05:01.840 --> 00:05:04.200]  今天我要跟各位講
[00:05:04.200 --> 00:05:08.280]  出埃及的人都是喝過靈水
[00:05:08.280 --> 00:05:10.160]  吃過靈糧的人
[00:05:10.160 --> 00:05:11.200]  Hallelujah
[00:05:11.200 --> 00:05:12.760]  讓我們低頭禱告
[00:05:12.760 --> 00:05:13.800]  阿帕夫
[00:05:13.800 --> 00:05:15.080]  我們感謝你
[00:05:15.080 --> 00:05:16.720]  我們贊美你
[00:05:16.720 --> 00:05:19.640]  因為你是偉大奇妙神
[00:05:19.640 --> 00:05:22.040]  我們來到你的面前再一次
[00:05:22.040 --> 00:05:24.920]  求聖靈來啓示我們
[00:05:24.920 --> 00:05:26.040]  來告孩子的口
[00:05:26.040 --> 00:05:29.280]  每一位弟兄姐妹的耳朵還有心眼
[00:05:29.280 --> 00:05:33.000]  讓我們講的 聽的都同德造就
[00:05:33.000 --> 00:05:34.440]  願一切榮耀歸給你
[00:05:34.440 --> 00:05:38.680]  這樣禱告是奉主耶穌基督的名
[00:05:38.680 --> 00:05:40.120]  Amen
[00:05:40.120 --> 00:05:43.240]  出埃及的人其實都吃過靈糧的
[00:05:43.240 --> 00:05:44.640]  靈糧呢
[00:05:44.640 --> 00:05:47.120]  我們教會就是靈糧糖
[00:05:47.120 --> 00:05:50.960]  有的人不知道說靈糧到底是什麼意思
[00:05:50.960 --> 00:05:54.960]  還有人說靈糧糖到底是不是教會
[00:05:54.960 --> 00:05:57.280]  還是有人說是不是賣米的
[00:05:57.280 --> 00:05:58.360]  Hallelujah
[00:05:58.360 --> 00:05:59.560]  No
[00:05:59.560 --> 00:06:02.000]  靈糧表示說天上的話
[00:06:02.000 --> 00:06:03.680]  Bread of life
[00:06:03.680 --> 00:06:06.560]  從天的糧食降下來
[00:06:06.560 --> 00:06:09.760]  以色列貴族從以林起行
[00:06:09.760 --> 00:06:13.840]  在出埃及的第二個月十五號
[00:06:13.840 --> 00:06:16.720]  到了以林和西南的中間
[00:06:16.720 --> 00:06:18.920]  就是遜的曠野
[00:06:18.920 --> 00:06:22.640]  那個時候他們從埃及隨身帶著食物
[00:06:22.640 --> 00:06:25.240]  全部都已經吃完了
[00:06:25.240 --> 00:06:26.920]  就開始恐慌了
[00:06:26.920 --> 00:06:28.400]  就開始害怕了
[00:06:28.400 --> 00:06:30.920]  就開始怨天尤人
[00:06:30.920 --> 00:06:33.560]  這是再真實不過的
[00:06:33.560 --> 00:06:36.920]  連我有的時候信心軟弱的時候
[00:06:36.920 --> 00:06:38.480]  碰到一些事情
[00:06:38.480 --> 00:06:41.240]  都禁不住要怨天尤人
[00:06:41.240 --> 00:06:44.600]  我現在所能做到信心最大的表現
[00:06:44.600 --> 00:06:47.240]  就是一天就過去了
[00:06:47.240 --> 00:06:49.400]  第二天我就不再怨了
[00:06:49.400 --> 00:06:52.360]  我相信我們每一個人
[00:06:52.360 --> 00:06:54.280]  都有自己的background
[00:06:54.280 --> 00:06:55.840]  都有自己的背景
[00:06:55.840 --> 00:06:57.480]  都有自己的想法
[00:06:57.480 --> 00:06:59.120]  都有自己的作風
[00:06:59.120 --> 00:07:01.280]  都有自己的際遇
[00:07:01.280 --> 00:07:02.760]  這英文是講說
[00:07:02.760 --> 00:07:06.480]  你穿我的鞋子看看你就知道啦
[00:07:06.480 --> 00:07:07.880]  前個禮拜我們在
[00:07:07.880 --> 00:07:11.120]  曼科羅那邊林良堂的牧師在開會
[00:07:11.120 --> 00:07:13.760]  有些新的牧師就開始說
[00:07:13.760 --> 00:07:16.640]  哇 舞會好辛苦啊
[00:07:16.640 --> 00:07:18.040]  後來我跟他們說
[00:07:18.040 --> 00:07:19.880]  Welcome aboard
[00:07:19.880 --> 00:07:22.320]  歡迎你上這台車子啦
[00:07:22.320 --> 00:07:24.480]  真的是很辛苦
[00:07:24.480 --> 00:07:27.440]  這些人他們發怨言
[00:07:27.440 --> 00:07:30.840]  因為他們所能看到的就是現在
[00:07:30.840 --> 00:07:32.160]  現在我沒東西吃了
[00:07:32.160 --> 00:07:33.560]  現在我沒東西
[00:07:33.560 --> 00:07:35.720]  東西 我肚子餓了
[00:07:35.720 --> 00:07:38.000]  其實最明顯的是誰啊
[00:07:38.000 --> 00:07:39.640]  小孩子
[00:07:39.640 --> 00:07:42.320]  小孩子哇哇一叫的時候就說
[00:07:42.320 --> 00:07:44.680]  哎呀 是不是肚子餓了
[00:07:44.680 --> 00:07:47.160]  奇怪了 剛剛才餵過啊
[00:07:47.160 --> 00:07:49.760]  是不是尿了等等
[00:07:49.760 --> 00:07:52.400]  就是小孩子他不會講話
[00:07:52.400 --> 00:07:55.120]  他的生命還沒有到那個地步的時候
[00:07:55.120 --> 00:07:57.960]  他也不會自己去找東西吃了
[00:07:57.960 --> 00:07:59.440]  他也不會做其他的
[00:07:59.440 --> 00:08:02.000]  完全無法自理了
[00:08:02.000 --> 00:08:04.160]  他一碰到事情一肚子餓
[00:08:04.160 --> 00:08:05.880]  他就開始叫了
[00:08:05.880 --> 00:08:08.160]  就開始發怨言了
[00:08:08.160 --> 00:08:09.800]  他們就大發怨言說
[00:08:09.800 --> 00:08:12.960]  巴不得我們早死在埃及地
[00:08:12.960 --> 00:08:14.920]  耶和華的手下
[00:08:14.920 --> 00:08:19.480]  那時我們坐在漏鍋旁邊吃的飽足
[00:08:19.480 --> 00:08:23.160]  你們將我們領出來到這礦野
[00:08:23.160 --> 00:08:26.800]  是要叫我們全非洲都死在這裡嗎
[00:08:26.800 --> 00:08:29.840]  哦 這個講的也是蠻厲害的
[00:08:29.840 --> 00:08:34.000]  誰不知道連摩西自己都開始心慌
[00:08:34.000 --> 00:08:36.080]  亞倫也開始心慌了
[00:08:36.080 --> 00:08:38.480]  領袖也開始慌了
[00:08:38.480 --> 00:08:39.520]  神啊
[00:08:39.520 --> 00:08:43.360]  這些食物到底什麼時候要給我們呢
[00:08:43.360 --> 00:08:45.080]  您知道嗎
[00:08:45.080 --> 00:08:48.280]  在十八世紀的時候
[00:08:48.280 --> 00:08:50.720]  在這個英國
[00:08:50.720 --> 00:08:55.200]  那個時候威斯利帶動了歐洲的大復興
[00:08:55.200 --> 00:08:57.800]  他們有一間孤兒院
[00:08:57.800 --> 00:09:02.120]  是在工業區裡面一個廠房
[00:09:02.120 --> 00:09:04.280]  人家報廢不用了
[00:09:04.280 --> 00:09:06.680]  就說給你們做孤兒院吧
[00:09:06.680 --> 00:09:09.720]  所以他們就用那邊做孤兒院
[00:09:09.720 --> 00:09:11.840]  孤兒院也是非常辛苦
[00:09:11.840 --> 00:09:15.640]  因為都是沒爹沒娘沒人愛的孩子
[00:09:15.640 --> 00:09:17.640]  所以供應有限
[00:09:17.640 --> 00:09:19.840]  錢財也不足
[00:09:19.840 --> 00:09:21.880]  所以有一餐沒一餐
[00:09:21.880 --> 00:09:23.960]  有一頓沒一頓
[00:09:23.960 --> 00:09:27.440]  牧師在那個孤兒院裡面也是非常辛苦
[00:09:27.440 --> 00:09:31.800]  那天終於最可怕的事情來了
[00:09:31.800 --> 00:09:36.440]  七百個孤兒面臨著沒有午飯吃了
[00:09:36.440 --> 00:09:37.760]  這個童工就說
[00:09:37.760 --> 00:09:38.840]  牧師啊
[00:09:38.840 --> 00:09:41.280]  今天沒東西吃
[00:09:41.280 --> 00:09:44.520]  要不要擺桌
[00:09:44.520 --> 00:09:46.960]  那牧師說擺桌
[00:09:46.960 --> 00:09:49.040]  好就擺桌
[00:09:49.040 --> 00:09:51.840]  碗盤統統擺好了
[00:09:51.840 --> 00:09:55.080]  然後小朋友孤兒也都一個一個做好了
[00:09:55.080 --> 00:09:58.400]  牧師這個時候急得像熱鍋上的螞蟻
[00:09:58.400 --> 00:10:01.560]  沒有飯沒有菜了
[00:10:01.560 --> 00:10:02.720]  忽然間
[00:10:02.720 --> 00:10:05.320]  咚咚咚咚有人敲門了
[00:10:05.320 --> 00:10:06.720]  一打開門
[00:10:06.720 --> 00:10:11.040]  是隔壁過去幾家工廠那些負責人
[00:10:11.040 --> 00:10:13.520]  帶了大批的食物過來
[00:10:13.520 --> 00:10:14.480]  他們說
[00:10:14.480 --> 00:10:15.440]  牧師啊
[00:10:15.440 --> 00:10:17.560]  我們工廠的工人在罷工
[00:10:17.560 --> 00:10:19.080]  這些飯本來是給工人吃
[00:10:19.080 --> 00:10:19.800]  不給他們吃了
[00:10:19.800 --> 00:10:20.680]  給你們
[00:10:23.400 --> 00:10:25.680]  那餐飯就解決了
[00:10:25.680 --> 00:10:26.680]  您知道嗎
[00:10:26.680 --> 00:10:29.120]  神是聽禱告的神
[00:10:29.120 --> 00:10:35.040]  所以摩基跟亞倫就來到神的面前
[00:10:35.040 --> 00:10:37.680]  就向神求
[00:10:37.680 --> 00:10:43.320]  神這個時候就開始降下馬拿
[00:10:43.320 --> 00:10:44.760]  降馬拿這個事情呢
[00:10:44.760 --> 00:10:50.000]  在這個《出埃及記》第十六十七章
[00:10:50.000 --> 00:10:52.400]  講得非常的傳神
[00:10:52.400 --> 00:10:54.360]  我不好細講
[00:10:54.360 --> 00:10:58.960]  但是您知道馬拿在希伯來文裡面什麼意思嗎
[00:10:58.960 --> 00:11:01.360]  就是What is this?
[00:11:01.360 --> 00:11:03.160]  這是什麼
[00:11:03.160 --> 00:11:06.400]  這是什麼
[00:11:06.400 --> 00:11:08.000]  這是什麼東西
[00:11:08.000 --> 00:11:11.040]  所以叫馬拿
[00:11:11.040 --> 00:11:14.760]  那麼馬拿到底是長得什麼樣子呢
[00:11:14.760 --> 00:11:16.360]  我也沒看過
[00:11:16.360 --> 00:11:19.800]  那麼聖經上面說是白的
[00:11:19.800 --> 00:11:22.480]  我覺得是像是Marshmallow一樣
[00:11:22.480 --> 00:11:24.800]  我們如果去烤螢火的時候
[00:11:24.800 --> 00:11:28.200]  用棍子插一個白白的Marshmallow
[00:11:28.200 --> 00:11:30.560]  然後烤在上面還可以吃的
[00:11:30.560 --> 00:11:33.000]  因為聖經上面說你可以清蒸
[00:11:33.000 --> 00:11:35.000]  你可以火烤
[00:11:35.000 --> 00:11:38.240]  而且吃起來很甘甜
[00:11:38.240 --> 00:11:41.960]  另外一個地方講說吃起來有油味道
[00:11:41.960 --> 00:11:44.440]  好像油鍋炒過的一樣
[00:11:44.440 --> 00:11:47.120]  老百姓吃了多久啊
[00:11:47.120 --> 00:11:49.000]  四十年
[00:11:49.000 --> 00:11:51.440]  哇 這個厲害了
[00:11:51.440 --> 00:11:54.080]  他們說真的是很神奇
[00:11:54.080 --> 00:11:56.720]  因為太陽一出來
[00:11:56.720 --> 00:11:58.480]  馬拿就沒了
[00:11:58.480 --> 00:12:00.720]  你今天就得餓肚子了
[00:12:00.720 --> 00:12:02.160]  您知道嗎
[00:12:02.160 --> 00:12:05.720]  幻想到神供應我們
[00:12:05.720 --> 00:12:07.880]  他要讓我們知道
[00:12:07.880 --> 00:12:10.160]  天下沒有白吃的飯
[00:12:10.160 --> 00:12:11.960]  神說你們早上要起來
[00:12:11.960 --> 00:12:13.560]  趁著太陽還沒有出來之前
[00:12:13.560 --> 00:12:15.600]  你們就要去收
[00:12:15.600 --> 00:12:17.280]  一人一個二枚
[00:12:17.280 --> 00:12:18.800]  按照你的飯量
[00:12:18.800 --> 00:12:20.640]  多收的沒有多餘
[00:12:20.640 --> 00:12:23.240]  少收的也沒有欠缺
[00:12:23.240 --> 00:12:24.840]  換句話說
[00:12:24.840 --> 00:12:26.520]  我用個大碗去
[00:12:26.520 --> 00:12:28.760]  我也可以裝的吃的飽
[00:12:28.760 --> 00:12:30.800]  我們拎拎拿一個小湯匙
[00:12:30.800 --> 00:12:33.080]  也可以吃的飽
[00:12:33.080 --> 00:12:33.960]  是不是
[00:12:33.960 --> 00:12:35.360]  多收的沒有多餘
[00:12:35.360 --> 00:12:37.520]  少收的沒有欠缺
[00:12:37.520 --> 00:12:39.920]  這是神供應我們的原則
[00:12:39.920 --> 00:12:41.600]  您知道嗎
[00:12:41.600 --> 00:12:43.720]  所以他們說天上沒有白吃的飯
[00:12:43.720 --> 00:12:44.960]  你必定要
[00:12:44.960 --> 00:12:46.240]  神要讓我們知道
[00:12:46.240 --> 00:12:47.720]  你要跟隨他的帶領
[00:12:47.720 --> 00:12:49.560]  你要相信他
[00:12:49.560 --> 00:12:50.760]  你不要來到神的面前
[00:12:50.760 --> 00:12:51.680]  神啊
[00:12:51.680 --> 00:12:53.320]  你供應我吧
[00:12:53.320 --> 00:12:56.240]  給我個一兩萬塊錢吧
[00:12:56.240 --> 00:12:57.720]  神說孩子啊
[00:12:57.720 --> 00:12:59.440]  你銀行還有十萬塊錢
[00:12:59.440 --> 00:13:00.280]  你擺都不用
[00:13:00.280 --> 00:13:03.680]  你要這一兩萬塊錢幹什麼呢
[00:13:03.680 --> 00:13:05.480]  多收的沒有多餘
[00:13:05.480 --> 00:13:08.280]  少收的沒有欠缺
[00:13:08.280 --> 00:13:09.680]  當你真正有需要的是
[00:13:09.680 --> 00:13:11.600]  你來到神的面前的時候
[00:13:11.600 --> 00:13:13.440]  他能夠不照顧你
[00:13:13.440 --> 00:13:14.800]  他能夠不眷顧你
[00:13:14.800 --> 00:13:16.040]  他能夠不保守
[00:13:16.040 --> 00:13:18.560]  帶領你、祝福於你嗎
[00:13:18.560 --> 00:13:20.600]  當然會
[00:13:20.600 --> 00:13:24.040]  所以猶太人一直吃了四十年
[00:13:24.040 --> 00:13:25.840]  猶太人很聰明
[00:13:25.840 --> 00:13:26.360]  哎呀
[00:13:26.360 --> 00:13:30.200]  我每天多拿幾份不就完了嗎
[00:13:30.200 --> 00:13:30.640]  哎喲
[00:13:30.640 --> 00:13:32.440]  結果才發現
[00:13:32.440 --> 00:13:36.200]  多拿的第二天通通腐敗、腐爛
[00:13:36.200 --> 00:13:38.120]  Hallelujah
[00:13:38.120 --> 00:13:38.920]  所以我們講
[00:13:38.920 --> 00:13:41.680]  馬拿每日天良
[00:13:41.680 --> 00:13:45.200]  你每天要按時來領受
[00:13:45.200 --> 00:13:47.840]  我要鼓勵各位弟兄姐妹朋友們
[00:13:47.840 --> 00:13:50.400]  你去每天要看聖經
[00:13:50.400 --> 00:13:51.840]  固定的時間
[00:13:51.840 --> 00:13:54.200]  那耶穌的做得最乾脆
[00:13:54.200 --> 00:13:57.120]  早上天沒亮就散散去禱告去
[00:13:57.120 --> 00:13:58.920]  就去跟神說話
[00:13:58.920 --> 00:14:00.200]  這是一個很好的
[00:14:00.200 --> 00:14:01.640]  因為怎麼講
[00:14:01.640 --> 00:14:04.240]  天太陽出來的時候
[00:14:04.240 --> 00:14:06.160]  沒時間
[00:14:06.160 --> 00:14:08.240]  忙得不得了
[00:14:08.240 --> 00:14:09.240]  你知道嗎
[00:14:09.240 --> 00:14:11.920]  在美國有一個最大的牧師
[00:14:11.920 --> 00:14:13.800]  他的教會算是最大
[00:14:13.800 --> 00:14:17.280]  他說他忙到連禱告的時間都沒有了
[00:14:17.280 --> 00:14:19.560]  那撒旦魔鬼就這麼厲害
[00:14:19.560 --> 00:14:23.200]  叫你忙忙到心都亡了
[00:14:23.200 --> 00:14:26.000]  他說有一天他痛下決心了
[00:14:26.000 --> 00:14:30.360]  說我今天非要此時此刻我就禱告
[00:14:30.360 --> 00:14:31.560]  不要在辦公室
[00:14:31.560 --> 00:14:34.720]  辦公室隨時有人叩叩叩叩找牧師
[00:14:34.720 --> 00:14:37.120]  那就找了一個主日學的教師
[00:14:37.120 --> 00:14:39.840]  在辦公室旁邊把門鎖起來了
[00:14:39.840 --> 00:14:41.640]  就跪下去要禱告
[00:14:41.640 --> 00:14:43.200]  忽然間變化靈
[00:14:43.200 --> 00:14:46.760]  「叮叮叮」他聽到隔壁他辦公室電話鈴在響
[00:14:46.760 --> 00:14:48.000]  他就想要起來接
[00:14:48.000 --> 00:14:49.320]  「哎 不接了」
[00:14:49.320 --> 00:14:54.840]  一定是有什麼太太打電話說叫我回來不要忘了帶米還是什麼
[00:14:54.840 --> 00:14:57.800]  不管他了 繼續禱告
[00:14:57.800 --> 00:15:00.640]  禱告的過一下又「叮叮叮叮叮叮叮叮叮叮叮叮叮叮叮叮叮叮叮叮」
[00:15:00.640 --> 00:15:03.480]  哇 叮得越來越大聲 越來越急啊
[00:15:03.480 --> 00:15:11.400]  「哎喲 是不是有什麼人發生了什麼事情 生了病或者是發生了車禍 叫我去幫他」
[00:15:11.400 --> 00:15:17.220]  剛要去想 不去 今天我就非要把禱告 禱告完再說
[00:15:17.220 --> 00:15:19.520]  又跪下去繼續禱告
[00:15:19.520 --> 00:15:23.280]  藉駕子 叮叮叮叮叮叮 更大聲啊
[00:15:23.280 --> 00:15:27.520]  哇 他說 是不是國家發生什麼大事情啊
[00:15:27.520 --> 00:15:34.480]  總統打電話找我啊 趕快衝出去 拿起電話了
[00:15:34.480 --> 00:15:40.200]  我們這裡是賣洗髮精的 你要不要買啊
[00:15:40.200 --> 00:15:42.320]  你看莎白莫格多厲害啊
[00:15:42.320 --> 00:15:46.280]  你不找時間 不在太陽沒有出來之前
[00:15:46.280 --> 00:15:49.320]  不去領受靈糧 你就沒有了
[00:15:49.320 --> 00:15:53.120]  不在時間之前 那個太陽一出來了
[00:15:53.120 --> 00:15:58.000]  那許多忙碌的事情 叫你忙的心都亡了
[00:15:58.000 --> 00:16:02.080]  哎呀 以色列人還抱怨呢
[00:16:02.080 --> 00:16:08.800]  我們以前在埃及啊 有肉啊 有大蔥啊 有蒜頭啊
[00:16:08.800 --> 00:16:11.960]  哎呦 吃香喝辣好棒啊
[00:16:11.960 --> 00:16:16.160]  這下子你天天叫我們吃馬拿
[00:16:16.160 --> 00:16:18.360]  只不過是甘甜而已啊
[00:16:18.360 --> 00:16:19.920]  一點肉味都沒有
[00:16:19.920 --> 00:16:22.800]  我們這樣吃怎麼夠呢
[00:16:22.800 --> 00:16:25.840]  神啊 你想想看
[00:16:25.840 --> 00:16:28.560]  我這麼愛你 我這麼對你
[00:16:28.560 --> 00:16:32.040]  我聽你的話走這條路 我跟著你走
[00:16:32.040 --> 00:16:37.240]  我只不過是求你說 你讓我找個好太太嘛
[00:16:37.240 --> 00:16:40.640]  你看我這個太太 一天到晚跟我找毛病
[00:16:40.640 --> 00:16:44.040]  神啊 我不過是要你給我一個好工作嘛
[00:16:44.040 --> 00:16:46.560]  你看我做了三年都沒有家師
[00:16:46.560 --> 00:16:50.240]  神啊 你到底是怎麼回事啊
[00:16:50.240 --> 00:16:52.960]  哎呦 又開始抱怨了
[00:16:52.960 --> 00:16:56.160]  這個神吹大東風
[00:16:56.160 --> 00:16:59.240]  同樣那個風啊 叫紅海分開了
[00:16:59.240 --> 00:17:04.360]  把大批的鵪鶉啊 吹到通通掉到地上來
[00:17:04.360 --> 00:17:07.760]  哇 聖經上面說 他們抓了鵪鶉
[00:17:07.760 --> 00:17:10.680]  炒了吃 炒了吃 煎了吃 炸了吃
[00:17:10.680 --> 00:17:13.080]  醃起來留著吃
[00:17:13.080 --> 00:17:16.480]  吃了說那個肉從鼻口噴出來了
[00:17:16.480 --> 00:17:19.840]  哎呦 我不知道你們有沒有這個經驗過
[00:17:19.840 --> 00:17:25.080]  那個吃了鯉啦 從鼻子裡面出來了
[00:17:25.080 --> 00:17:28.520]  但是神仍然是愛他們
[00:17:28.520 --> 00:17:30.560]  足足給他們吃了四十年
[00:17:30.560 --> 00:17:36.640]  一直到進了迦南美帝 馬拿才停了
[00:17:36.640 --> 00:17:40.320]  換句話說 那牛奶與蜜之地
[00:17:40.320 --> 00:17:43.000]  神已經為我們預備了
[00:17:43.000 --> 00:17:45.320]  聖經上面說 猶太人來到那邊的時候
[00:17:45.320 --> 00:17:47.240]  進了迦南美帝的時候
[00:17:47.240 --> 00:17:50.800]  他們就有葡萄 有橄欖
[00:17:50.800 --> 00:17:54.280]  有無花果吃啊 還有水喝啊
[00:17:54.280 --> 00:17:57.880]  但是那個葡萄樹不是他們種的
[00:17:57.880 --> 00:18:00.160]  那橄欖樹不是他們種的
[00:18:00.160 --> 00:18:03.280]  那個無花果樹不是他們種的
[00:18:03.280 --> 00:18:05.840]  神已經為他們預備了
[00:18:05.840 --> 00:18:07.440]  阿雷路亞贊美神
