
[00:00:00.000 --> 00:00:03.760]  上一次跟大家已經開始了講這個題目「彼此」
[00:04:07.700 --> 00:04:11.020]  但是大部分人都說未必是
[00:04:11.020 --> 00:04:12.500]  有人說是巴拿巴
[00:04:12.500 --> 00:04:14.060]  不過我們不要亂猜了
[00:04:14.060 --> 00:04:16.940]  既然沒有多少人是很肯定的
[00:04:16.940 --> 00:04:20.980]  只知道希伯來書是一個很熟悉舊約的
[00:04:20.980 --> 00:04:24.220]  他對著特別猶太的人寫的
[00:04:24.220 --> 00:04:26.300]  我們要彼此相顧
[00:04:26.300 --> 00:04:27.540]  激發愛心
[00:04:27.540 --> 00:04:29.380]  勉勵行善
[00:04:29.380 --> 00:04:30.740]  《雅各書》五章十六節
[00:04:30.740 --> 00:04:31.540]  雅各是誰
[00:04:31.540 --> 00:04:33.540]  這個不是開玩笑的
[00:04:33.540 --> 00:04:35.540]  不是一個使徒
[00:04:35.540 --> 00:04:36.860]  雅各是誰
[00:04:36.860 --> 00:04:39.580]  雅各是主耶穌基督的弟弟
[00:04:39.580 --> 00:04:42.020]  所以你們要彼此認罪
[00:04:42.020 --> 00:04:43.620]  互相代求
[00:04:43.620 --> 00:04:46.660]  使你們得以以人祈禱
[00:04:46.660 --> 00:04:47.780]  所發的力量
[00:04:47.780 --> 00:04:49.340]  是大有功效的
[00:04:49.340 --> 00:04:50.620]  所以今天跟大家
[00:04:50.620 --> 00:04:51.780]  是一點點開始的時候
[00:04:51.780 --> 00:04:52.980]  重溫這幾節經文
[00:04:52.980 --> 00:04:53.340]  好了
[00:04:53.340 --> 00:04:53.980]  接著呢
[00:04:53.980 --> 00:04:57.380]  請大家拿回我們印的那個副頁
[00:04:57.380 --> 00:04:59.620]  在這個副頁裡面呢
[00:04:59.620 --> 00:05:02.580]  我們繼續去看愛的表現
[00:05:02.580 --> 00:05:05.940]  我不會是順序讀節去看的
[00:05:05.940 --> 00:05:06.580]  不過
[00:05:06.580 --> 00:05:08.140]  我首先跟大家看
[00:05:08.140 --> 00:05:10.660]  就是《迦太書》第六章第二節那一節
[00:05:10.660 --> 00:05:13.220]  國領們說現在重擔要互相擔當
[00:05:13.220 --> 00:05:15.700]  這樣就承傳了基督的律法
[00:05:15.700 --> 00:05:16.900]  基督的律法是什麼
[00:05:16.900 --> 00:05:17.660]  愛
[00:05:17.660 --> 00:05:19.740]  基督的律法就是愛
[00:05:19.740 --> 00:05:22.140]  為什麼重要呢
[00:05:22.140 --> 00:05:24.580]  就是要互相擔當
[00:05:24.580 --> 00:05:25.820]  重擔是什麼
[00:05:25.820 --> 00:05:28.180]  重擔就是一件你拿不起的東西
[00:05:28.180 --> 00:05:29.060]  是不是
[00:05:29.060 --> 00:05:30.740]  如果我告訴大家
[00:05:30.740 --> 00:05:34.260]  我叫任何一個弟兄姊妹
[00:05:34.260 --> 00:05:37.100]  拿起這個講台行不行
[00:05:37.100 --> 00:05:38.300]  一個人
[00:05:38.300 --> 00:05:39.620]  有沒有人做到
[00:05:39.620 --> 00:05:41.860]  我想都很難了
[00:05:41.860 --> 00:05:43.260]  推動他就不難了
[00:05:43.260 --> 00:05:45.060]  拿起他們一尺
[00:05:45.060 --> 00:05:46.580]  你做到的
[00:05:46.580 --> 00:05:50.100]  我會在一尺裏搬回到地上
[00:05:50.100 --> 00:05:53.580]  但是如果我說
[00:05:53.580 --> 00:05:54.380]  弟兄姊妹
[00:05:54.380 --> 00:05:56.500]  我們有一個很重要的使命
[00:05:56.500 --> 00:05:58.820]  就是真的要拿起這個講台
[00:05:58.820 --> 00:06:00.500]  搬去那邊
[00:06:00.500 --> 00:06:03.460]  十個人出來
[00:06:03.460 --> 00:06:04.700]  你猜你拿得起嗎
[00:06:04.700 --> 00:06:06.700]  是拿得起的
[00:06:06.700 --> 00:06:08.460]  分別在哪裡呢
[00:06:08.460 --> 00:06:10.300]  這個這麼重的重擔
[00:06:10.300 --> 00:06:11.900]  一個人不行
[00:06:11.900 --> 00:06:13.300]  兩個人
[00:06:13.300 --> 00:06:14.340]  都未必行
[00:06:14.340 --> 00:06:16.020]  如果只有十個人
[00:06:16.020 --> 00:06:17.020]  唉
[00:06:17.020 --> 00:06:19.900]  簡直就輕而易舉
[00:06:19.900 --> 00:06:20.900]  我都相信
[00:06:20.900 --> 00:06:21.980]  我曾經分享過
[00:06:21.980 --> 00:06:23.340]  我那輛車有一次
[00:06:23.340 --> 00:06:25.860]  走到雪地
[00:06:25.860 --> 00:06:26.460]  樓梯
[00:06:26.460 --> 00:06:27.580]  咳咳咳咳咳
[00:06:27.580 --> 00:06:28.100]  哎呀
[00:06:28.100 --> 00:06:29.740]  下了樓梯
[00:06:29.740 --> 00:06:32.060]  是沒有路上來
[00:06:32.060 --> 00:06:33.580]  於是乎我祈禱
[00:06:33.580 --> 00:06:35.420]  拜託你派十二個天使
[00:06:35.420 --> 00:06:36.540]  其實我不是說十二個
[00:06:36.540 --> 00:06:37.860]  我是說一型的天使
[00:06:37.860 --> 00:06:39.780]  你幫我把車拿上來
[00:06:39.780 --> 00:06:40.940]  誰知道張開眼睛的時候
[00:06:40.940 --> 00:06:42.340]  有個門打開了
[00:06:42.340 --> 00:06:43.420]  有個電梯
[00:06:43.420 --> 00:06:44.500]  那些人走出來
[00:06:44.500 --> 00:06:46.380]  指著我在那裡笑
[00:06:46.380 --> 00:06:47.100]  接著
[00:06:47.100 --> 00:06:48.300]  這十幾個
[00:06:48.300 --> 00:06:50.380]  容許用這個字眼
[00:06:50.380 --> 00:06:51.180]  鬼佬
[00:06:51.180 --> 00:06:52.260]  因為在加拿大
[00:06:52.260 --> 00:06:53.620]  鬼佬不是
[00:06:53.620 --> 00:06:54.580]  請大家明白
[00:06:54.580 --> 00:06:55.500]  我不是貶低
[00:06:55.500 --> 00:06:56.580]  我們是這樣叫鬼佬
[00:06:56.580 --> 00:06:57.660]  就是外國人
[00:06:57.660 --> 00:06:58.420]  Caucasian
[00:06:58.420 --> 00:06:59.420]  白人
[00:06:59.420 --> 00:07:01.100]  下來
[00:07:01.100 --> 00:07:03.300]  我都沒有跟他們說任何話
[00:07:03.300 --> 00:07:04.900]  可能不是第一次發生
[00:07:04.900 --> 00:07:05.620]  都不一定
[00:07:05.620 --> 00:07:08.140]  十幾人就捧起我的
[00:07:08.140 --> 00:07:09.940]  Toyota Corona
[00:07:09.940 --> 00:07:10.860]  白兔子
[00:07:10.860 --> 00:07:11.620]  因為白色的
[00:07:11.620 --> 00:07:13.620]  所以我們給它一個名字叫白兔子
[00:07:13.620 --> 00:07:14.980]  接著他
[00:07:14.980 --> 00:07:17.300]  隨便幫我搬上樓梯
[00:07:17.300 --> 00:07:18.860]  不是這裡搬到那裡
[00:07:18.860 --> 00:07:20.180]  這裡搬到
[00:07:20.180 --> 00:07:21.780]  港台上面倒多一點
[00:07:21.780 --> 00:07:22.740]  那條樓梯
[00:07:22.740 --> 00:07:24.460]  厲害嗎
[00:07:24.460 --> 00:07:27.140]  憑我一個人的力量絕對做不到
[00:07:27.140 --> 00:07:28.020]  如果我想開車
[00:07:28.020 --> 00:07:29.420]  上樓梯是不可能的
[00:07:29.420 --> 00:07:30.260]  是下雪了
[00:07:30.260 --> 00:07:31.740]  所以我連樓梯都看不到
[00:07:31.740 --> 00:07:34.060]  但是有十個人走出來
[00:07:34.060 --> 00:07:35.940]  就是這樣幫我搬完之後
[00:07:35.940 --> 00:07:37.900]  接著他們又消失了
[00:07:37.900 --> 00:07:39.900]  我不是意思他們會化為煙
[00:07:39.900 --> 00:07:41.340]  就是走了
[00:07:41.660 --> 00:07:43.500]  是不是
[00:07:43.500 --> 00:07:45.300]  所以我很明白什麼叫做
[00:07:45.300 --> 00:07:48.380]  是各人的重擔要互相擔當
[00:07:48.380 --> 00:07:49.020]  有人說
[00:07:49.020 --> 00:07:51.260]  開心的事情說給別人聽
[00:07:51.260 --> 00:07:53.260]  多一個人開心對不對
[00:07:53.260 --> 00:07:55.220]  不開心的事情說給別人聽
[00:07:55.220 --> 00:07:56.660]  是不是多一個人不開心
[00:07:56.660 --> 00:07:57.700]  可能是的
[00:07:57.700 --> 00:07:58.740]  但是起碼
[00:07:58.740 --> 00:08:00.580]  將你內心裡面有一些
[00:08:00.580 --> 00:08:02.460]  難過憂傷的事情
[00:08:02.460 --> 00:08:03.780]  可以跟別人分享
[00:08:03.780 --> 00:08:05.180]  有時候很難說的
[00:08:05.180 --> 00:08:07.060]  在你來說沒有出路
[00:08:07.060 --> 00:08:08.380]  可能的話
[00:08:08.380 --> 00:08:11.940]  這個問題都可以解決的
[00:08:11.940 --> 00:08:14.500]  是有事情做得到的
[00:08:14.500 --> 00:08:15.620]  就是這樣而已
[00:08:15.620 --> 00:08:18.020]  咦 這樣說法豈不是說不完
[00:08:18.020 --> 00:08:19.540]  OK 繼續
[00:08:19.540 --> 00:08:23.540]  是《已婚所書》第四章第二節
[00:08:23.540 --> 00:08:25.660]  凡事要謙虛溫柔忍耐
[00:08:25.660 --> 00:08:27.860]  用愛心互相寬容
[00:08:27.860 --> 00:08:28.620]  讀完下面
[00:08:28.620 --> 00:08:30.460]  以和平彼此聯繫
[00:08:30.460 --> 00:08:33.260]  竭力保守聖靈所賜的合一
[00:08:33.260 --> 00:08:35.700]  《已婚所書》是說什麼
[00:08:35.700 --> 00:08:37.580]  是說一班信徒
[00:08:37.580 --> 00:08:39.940]  其實信徒有一樣東西很重要的
[00:08:39.940 --> 00:08:41.460]  就是合二為一
[00:08:41.460 --> 00:08:43.220]  合二為一是什麼
[00:08:43.220 --> 00:08:44.540]  是一個見證
[00:08:44.540 --> 00:08:46.580]  相反地就是
[00:08:46.580 --> 00:08:47.460]  你批評我
[00:08:47.460 --> 00:08:48.180]  我批評你
[00:08:48.180 --> 00:08:48.860]  你攻擊我
[00:08:48.860 --> 00:08:49.540]  我攻擊你
[00:08:49.540 --> 00:08:50.380]  你不饒恕我
[00:08:50.380 --> 00:08:51.380]  我不饒恕你
[00:08:51.380 --> 00:08:53.300]  你在我背後說壞話
[00:08:53.300 --> 00:08:54.700]  我在你背後說壞話
[00:08:54.700 --> 00:08:56.060]  你彈我彈你
[00:08:56.060 --> 00:08:57.380]  這樣怎麼合一
[00:08:57.380 --> 00:08:58.300]  是不是
[00:08:58.300 --> 00:09:00.580]  所以《已婚所書》這裡
[00:09:00.580 --> 00:09:01.300]  它的強調是
[00:09:01.300 --> 00:09:04.580]  凡事都要謙虛溫柔忍耐
[00:09:04.580 --> 00:09:08.500]  這些是一種好像聖靈所結的果子
[00:09:08.500 --> 00:09:10.100]  人愛喜樂和平忍耐
[00:09:10.100 --> 00:09:12.580]  恩慈良善信實溫柔節制
[00:09:12.580 --> 00:09:13.340]  九樣東西
[00:09:13.340 --> 00:09:16.940]  事常都要去自我反省自我檢討
[00:09:16.940 --> 00:09:21.700]  這樣就能夠可以互相寬容了
[00:09:21.700 --> 00:09:26.100]  彼此還能夠聯繫了
[00:09:26.100 --> 00:09:27.140]  如果不是
[00:09:27.140 --> 00:09:28.420]  牽手都不牽了
[00:09:28.420 --> 00:09:29.620]  甩掉它了
[00:09:29.620 --> 00:09:30.460]  是不是
[00:09:30.460 --> 00:09:33.620]  所以神是提醒我們
[00:09:33.620 --> 00:09:36.900]  靠祂全身都能夠連接得緊湊
[00:09:36.900 --> 00:09:38.420]  百折各按各職
[00:09:38.420 --> 00:09:40.740]  照著各體的功用彼此相助
[00:09:40.740 --> 00:09:42.060]  使身體漸漸增長
[00:09:42.060 --> 00:09:43.140]  在愛中建立自己
[00:09:43.140 --> 00:09:46.700]  為什麼大家要去手牽手
[00:09:46.700 --> 00:09:50.180]  或者大家為什麼要去合作呢
[00:09:50.180 --> 00:09:53.900]  因為神對教會用一個形象
[00:09:53.900 --> 00:09:55.380]  就好像身體一樣
[00:09:55.380 --> 00:09:56.260]  你想一下
[00:09:56.260 --> 00:10:01.180]  如果這隻手和那隻手是甩掉的
[00:10:01.180 --> 00:10:03.700]  怎麼合作呢
[00:10:03.700 --> 00:10:06.500]  腳趾有幾隻走掉了
[00:10:06.500 --> 00:10:08.620]  不和旁邊那隻走在一起
[00:10:08.620 --> 00:10:09.660]  調調位置
[00:10:09.660 --> 00:10:11.020]  怎麼搞呢
[00:10:11.020 --> 00:10:11.820]  是不是
[00:10:11.820 --> 00:10:13.700]  所以神是告訴我們
[00:10:13.700 --> 00:10:17.140]  如果教會要能夠成為明燈
[00:10:17.140 --> 00:10:18.140]  燈台
[00:10:18.140 --> 00:10:20.300]  成為炎
[00:10:20.300 --> 00:10:21.420]  成為光
[00:10:21.420 --> 00:10:22.380]  其中一樣東西
[00:10:22.380 --> 00:10:24.060]  人們看見我們
[00:10:24.060 --> 00:10:26.220]  是要有一個合一的愛心
[00:10:26.220 --> 00:10:27.820]  最近有一個女傳道
[00:10:27.820 --> 00:10:28.940]  大家記得
[00:10:28.940 --> 00:10:31.980]  我很喜歡在凌晨之後
[00:10:31.980 --> 00:10:33.700]  還沒起床之前
[00:10:33.700 --> 00:10:35.620]  因為最近我的jet lag
[00:10:35.620 --> 00:10:36.500]  一時又醒
[00:10:36.500 --> 00:10:37.140]  兩時又醒
[00:10:37.140 --> 00:10:38.060]  三時又醒
[00:10:38.060 --> 00:10:39.940]  醒了我就讀聖經
[00:10:39.940 --> 00:10:40.860]  讀完聖經
[00:10:40.860 --> 00:10:42.140]  我有東西要和大家分享
[00:10:42.140 --> 00:10:43.860]  大家都有些人收到了
[00:10:43.860 --> 00:10:45.540]  不過我悔改了
[00:10:45.540 --> 00:10:47.540]  不是因為jet lag過後
[00:10:47.540 --> 00:10:50.300]  原來有些人是起不了身的
[00:10:50.300 --> 00:10:53.460]  我不是暗示任何東西
[00:10:53.460 --> 00:10:56.940]  也沒有關機
[00:10:56.940 --> 00:10:58.100]  所以半夜
[00:10:58.100 --> 00:11:01.060]  叮叮咚
[00:11:01.060 --> 00:11:04.020]  擾人清夢
[00:11:04.020 --> 00:11:05.700]  壞就壞了這件事
[00:11:05.700 --> 00:11:09.220]  因為我是一個沒什麼感覺的人
[00:11:09.220 --> 00:11:14.020]  有一間第二個教會的女傳道
[00:11:14.020 --> 00:11:17.500]  是因為我和她的教會做過一些事
[00:11:17.500 --> 00:11:19.020]  就是她有個婚禮
[00:11:19.020 --> 00:11:21.060]  要用浸信會的教會
[00:11:21.060 --> 00:11:23.020]  所以她要找浸信會牧師幫忙
[00:11:23.020 --> 00:11:25.100]  因為她不是浸信會
[00:11:25.100 --> 00:11:26.980]  發給她
[00:11:26.980 --> 00:11:29.380]  她問我問題
[00:11:29.380 --> 00:11:31.140]  問來問去
[00:11:31.140 --> 00:11:33.020]  我覺得
[00:11:33.020 --> 00:11:35.660]  這樣說來說去很難搞
[00:11:35.660 --> 00:11:37.380]  她寫了一大段
[00:11:37.380 --> 00:11:39.380]  我最怕寫東西
[00:11:39.380 --> 00:11:41.980]  於是我就很簡單
[00:11:41.980 --> 00:11:47.100]  我就說一千三百八十四百
[00:11:47.100 --> 00:11:49.260]  講一些數字給她聽
[00:11:49.260 --> 00:11:52.300]  告訴她我們教會有三百個小朋友
[00:11:52.300 --> 00:11:55.380]  大約有八十個賞者
[00:11:55.380 --> 00:11:59.620]  當然不是只給一堆數字
[00:11:59.620 --> 00:12:04.540]  後來打開電話跟她聊天
[00:12:04.540 --> 00:12:08.300]  她的教會不是一個很大的教會
[00:12:08.300 --> 00:12:15.100]  我想這裡多一倍是整個教會的人數
[00:12:15.100 --> 00:12:17.580]  她就問我一些事
[00:12:17.580 --> 00:12:22.580]  梁牧師你怎樣牧養某一個群組
[00:12:22.580 --> 00:12:25.500]  我就跟她分享
[00:12:25.500 --> 00:12:29.700]  我跟她分享怎樣牧養
[00:12:29.700 --> 00:12:31.540]  她分享到一點
[00:12:31.540 --> 00:12:33.740]  其實我們很難做
[00:12:33.740 --> 00:12:38.340]  因為很多人去找那些設備好
[00:12:38.340 --> 00:12:39.780]  有停車場
[00:12:39.780 --> 00:12:43.020]  有兒童房間
[00:12:43.020 --> 00:12:45.780]  一會兒又說有廚房
[00:12:45.780 --> 00:12:47.780]  有些教會有廚房
[00:12:47.780 --> 00:12:50.340]  崇拜完大家開大鑊飯
[00:12:50.340 --> 00:12:56.420]  她說我們的教會儲蓄了二十多年
[00:12:56.420 --> 00:13:01.420]  只能夠買到一個大約八百呎的單位做教會
[00:13:01.420 --> 00:13:02.780]  大家明白我的意思嗎
[00:13:02.780 --> 00:13:05.260]  她問我哪裏有這麼多設備
[00:13:05.260 --> 00:13:07.300]  我就跟她分享一件事
[00:13:07.300 --> 00:13:10.580]  我跟她說你別以為那些巨型教會
[00:13:10.580 --> 00:13:16.300]  一定能夠做到你們教會做到的事
[00:13:16.300 --> 00:13:20.140]  我也認識一些不是很大的堂會
[00:13:20.140 --> 00:13:24.660]  在加拿大或是我自己曾經開始侍奉的時候
[00:13:24.660 --> 00:13:29.380]  那個堂是只有三十多人在加拿大
[00:13:29.380 --> 00:13:32.020]  我們這個教會最初在馬鞍山開始的時候
[00:13:32.020 --> 00:13:33.780]  都是三十多四十人
[00:13:33.780 --> 00:13:36.180]  2000年開始的時候
[00:13:36.180 --> 00:13:38.780]  但你知不知道有一樣東西很特別的
[00:13:38.780 --> 00:13:41.860]  你一眼就看見這麼多弟兄姊妹
[00:13:41.860 --> 00:13:47.180]  崇拜完很容易跟大家溝通
[00:13:47.180 --> 00:13:50.260]  反而我現在有三個地點
[00:13:50.260 --> 00:13:53.500]  有時跟一個人聊天
[00:13:53.500 --> 00:13:55.660]  在街上碰到他他跟我笑笑
[00:13:55.660 --> 00:13:57.460]  我以前說我認識你的
[00:13:57.460 --> 00:13:59.500]  現在我不會了 學聰明了
[00:13:59.500 --> 00:14:02.540]  我現在說如果在火炭附近
[00:14:02.540 --> 00:14:04.180]  譬如說進境完
[00:14:04.180 --> 00:14:05.700]  我說你是不是去火炭堂的
[00:14:05.700 --> 00:14:07.020]  這樣就比較準確
[00:14:07.020 --> 00:14:09.060]  我每次去馬鞍山那邊的商場
[00:14:09.060 --> 00:14:10.820]  一定碰到幾個
[00:14:10.820 --> 00:14:12.500]  通常都是馬鞍山弟兄姊妹
[00:14:12.500 --> 00:14:14.500]  有時都說不是我是火炭堂
[00:14:14.500 --> 00:14:17.620]  起碼我都會這樣說
[00:14:17.620 --> 00:14:21.260]  我說你來了教會多久
[00:14:21.260 --> 00:14:23.340]  牧師說兩年
[00:14:23.340 --> 00:14:25.180]  兩年
[00:14:25.180 --> 00:14:29.740]  兩年連他的樣子都好像沒甚麼印象
[00:14:29.740 --> 00:14:32.180]  我說這個就是比較人多一點的教會
[00:14:32.180 --> 00:14:33.620]  再加上我們有一個問題
[00:14:33.620 --> 00:14:35.860]  就是有三個不同的地點
[00:14:35.860 --> 00:14:37.180]  我們就有這個問題
[00:14:37.180 --> 00:14:37.780]  就是甚麼問題
[00:14:37.780 --> 00:14:39.740]  根本我連那些人都不認識
[00:14:39.740 --> 00:14:41.660]  多數他們都認得我的
[00:14:41.660 --> 00:14:45.380]  但我連他們不要說叫甚麼名字
[00:14:45.380 --> 00:14:47.420]  以為他們是新來賓
[00:14:47.420 --> 00:14:48.700]  你們不會有這個問題
[00:14:48.700 --> 00:14:50.900]  因為你一眼就看見了
[00:14:50.900 --> 00:14:52.340]  一百幾十人
[00:14:52.340 --> 00:14:56.260]  所以你們不可以像人家Mega Church那樣
[00:14:56.260 --> 00:14:57.780]  說我們有停車場
[00:14:57.780 --> 00:14:59.100]  裡面有停車場
[00:14:59.100 --> 00:15:00.140]  我們有兒童房
[00:15:00.140 --> 00:15:01.220]  沒有兒童房的
[00:15:01.220 --> 00:15:03.460]  抱著孩子一起上的
[00:15:03.460 --> 00:15:04.340]  不可以用這些
[00:15:04.340 --> 00:15:05.340]  我們有籃球場
[00:15:05.340 --> 00:15:06.500]  籃甚麼球場
[00:15:06.500 --> 00:15:09.140]  三樓教會籃球場
[00:15:09.140 --> 00:15:10.140]  我們做不到這件事
[00:15:10.140 --> 00:15:11.660]  但是你做到的是甚麼
[00:15:11.660 --> 00:15:14.300]  彼此相愛
[00:15:14.300 --> 00:15:16.140]  我說彼此相愛這件事
[00:15:16.140 --> 00:15:18.740]  是要有接觸才能夠行的
[00:15:18.740 --> 00:15:20.140]  十天十年
[00:15:20.140 --> 00:15:25.140]  我跟這個女傳徒聊天
[00:15:25.140 --> 00:15:27.620]  我說探訪
[00:15:27.620 --> 00:15:29.140]  我說你看看
[00:15:29.140 --> 00:15:30.980]  我認識你多少年了
[00:15:30.980 --> 00:15:32.700]  五年了
[00:15:32.700 --> 00:15:34.180]  我天天都見到你
