
[00:00:00.000 --> 00:00:03.000]  在我們生命當中有一個很奇妙的事情發生
[00:03:36.000 --> 00:03:41.000]  其實好好讀聖經是真的用心去讀一個字一個字讀的
[00:03:41.000 --> 00:03:43.000]  你看三十六節說什麼
[00:03:43.000 --> 00:03:46.000]  他說有一個法利賽人請耶穌和他吃飯
[00:03:46.000 --> 00:03:49.000]  耶穌就到法利賽人家裡去作息
[00:03:49.000 --> 00:03:51.000]  這段經文就講得很簡單
[00:03:51.000 --> 00:03:55.000]  但是下一句呢 轉了一個焦點 一個場景
[00:03:55.000 --> 00:03:58.000]  這個場景是有一個法利賽人邀請耶穌來
[00:03:58.000 --> 00:04:01.000]  但是突然三十七節 他提到另外一個人
[00:04:01.000 --> 00:04:02.000]  這跟法利賽沒有關係的
[00:04:02.000 --> 00:04:06.000]  他說城裡面有一個女人 是個罪人
[00:04:06.000 --> 00:04:09.000]  知道耶穌在法利賽人的家裡作息
[00:04:09.000 --> 00:04:12.000]  就來了 就來了
[00:04:12.000 --> 00:04:16.000]  聖經用兩節來告訴我們一個對比
[00:04:16.000 --> 00:04:17.000]  什麼對比
[00:04:17.000 --> 00:04:22.000]  因為法利賽人在當初是一個宗教的派門
[00:04:22.000 --> 00:04:23.000]  是猶太教一個宗教
[00:04:23.000 --> 00:04:27.000]  他們是很嚴謹的遵行上帝的律法
[00:04:27.000 --> 00:04:31.000]  他們可以 很多法利賽人是可以把聖經倒背如流的
[00:04:31.000 --> 00:04:33.000]  說倒背不為過的
[00:04:33.000 --> 00:04:39.000]  他們甚至可以 你說以下書五十三章記節 他就背出來給你了
[00:04:39.000 --> 00:04:42.000]  你背上節 他就背下節 然後告訴你出處在哪裡
[00:04:42.000 --> 00:04:44.000]  他們是很認真很用心的
[00:04:44.000 --> 00:04:48.000]  但是在耶穌時代裡面 耶穌口中所說的法利賽人
[00:04:48.000 --> 00:04:52.000]  通常有兩個標籤在他們身上
[00:04:52.000 --> 00:04:56.000]  兩個耶穌的評定在他們身上
[00:04:56.000 --> 00:05:00.000]  當初耶穌所說的法利賽人 是特別指的
[00:05:00.000 --> 00:05:03.000]  這些法利賽人有一個是假冒為善的
[00:05:03.000 --> 00:05:06.000]  就是他做這些事是要換取名聲的
[00:05:06.000 --> 00:05:09.000]  所以聖經說法利賽人是假冒為善的
[00:05:09.000 --> 00:05:12.000]  另外一個其實就是自以為意
[00:05:12.000 --> 00:05:15.000]  這些法利賽人他們自以為自己很進錢
[00:05:15.000 --> 00:05:16.000]  所以他們禱告的時候
[00:05:16.000 --> 00:05:18.000]  就說上帝讓你看我做得多好
[00:05:18.000 --> 00:05:22.000]  你看那個人那個稅率 他真是個罪人
[00:05:22.000 --> 00:05:24.000]  你看我比他好太多了 我什麼都做了
[00:05:24.000 --> 00:05:28.000]  你要聽我的禱告 是自以為意的人
[00:05:28.000 --> 00:05:31.000]  所以這法利賽人是一個自以為意
[00:05:31.000 --> 00:05:35.000]  是一個假冒為善 他邀請耶穌到他家裡面
[00:05:35.000 --> 00:05:39.000]  但是聖經突然看這個禱告
[00:05:39.000 --> 00:05:42.000]  轉到另外一個圖 同一個場景
[00:05:42.000 --> 00:05:45.000]  但是另外一個圖畫 有一個女人進來
[00:05:45.000 --> 00:05:47.000]  這女人聖經講得很明白 這是什麼
[00:05:47.000 --> 00:05:49.000]  罪人
[00:05:49.000 --> 00:05:51.000]  一個法利賽人是一個自以為意
[00:05:51.000 --> 00:05:52.000]  他以為他是藝人
[00:05:52.000 --> 00:05:56.000]  但是一個女人他明白知道他是一個罪人
[00:05:56.000 --> 00:05:59.000]  所以他們在同一個宴席上
[00:05:59.000 --> 00:06:03.000]  一個是主人 一個是不請自來的客人
[00:06:03.000 --> 00:06:06.000]  而且甚至是被討厭的客人
[00:06:06.000 --> 00:06:09.000]  他們因為耶穌來
[00:06:09.000 --> 00:06:13.000]  這場景會在一起是因為耶穌
[00:06:13.000 --> 00:06:17.000]  耶穌重來勾勢所有的焦點
[00:06:17.000 --> 00:06:19.000]  這是進來做什麼呢
[00:06:19.000 --> 00:06:22.000]  進來發生了一些事情
[00:06:22.000 --> 00:06:26.000]  這一段經文裡面36節到38節
[00:06:26.000 --> 00:06:29.000]  我會給他一個題目叫做
[00:06:29.000 --> 00:06:35.000]  接待耶穌有多少 愛耶穌就有多少
[00:06:35.000 --> 00:06:38.000]  因為他在描述一件事
[00:06:38.000 --> 00:06:41.000]  接待客人要怎麼接待呢
[00:06:41.000 --> 00:06:44.000]  在猶太的風俗裡面有幾件事要做的
[00:06:44.000 --> 00:06:48.000]  第一件事要餵他洗腳
[00:06:48.000 --> 00:06:51.000]  因為在猶太地域他們是有沙漠的
[00:06:51.000 --> 00:06:54.000]  其實他們進到房子裡面來
[00:06:54.000 --> 00:06:58.000]  就是在門口他們習慣放著幾個水缸
[00:06:58.000 --> 00:07:01.000]  這水缸要做什麼呢 洗腳用的
[00:07:01.000 --> 00:07:03.000]  所以耶拉加拿大的婚宴裡面
[00:07:03.000 --> 00:07:06.000]  為什麼是把洗腳的水變為酒呢
[00:07:06.000 --> 00:07:09.000]  不是已經預備好一個
[00:07:09.000 --> 00:07:12.000]  就是特別來為了宴席預備一個水缸
[00:07:12.000 --> 00:07:15.000]  不是 那是平常一般的人家裡面
[00:07:15.000 --> 00:07:17.000]  他門口就會有水缸
[00:07:17.000 --> 00:07:19.000]  因為他們進到房間裡面
[00:07:19.000 --> 00:07:21.000]  不是像我們現在坐在桌子上的
[00:07:21.000 --> 00:07:24.000]  他們其實是躺在地上的
[00:07:24.000 --> 00:07:27.000]  是躺著吃飯的
[00:07:27.000 --> 00:07:28.000]  所以你會想說
[00:07:28.000 --> 00:07:30.000]  這個女人怎麼可以洗耶穌的腳
[00:07:30.000 --> 00:07:31.000]  那耶穌怎麼做啊
[00:07:31.000 --> 00:07:33.000]  如果是他坐在桌子上
[00:07:33.000 --> 00:07:34.000]  然後桌子在裡面
[00:07:34.000 --> 00:07:37.000]  那個女人不是鑽到桌底下了嗎
[00:07:37.000 --> 00:07:38.000]  所以你就很難理解
[00:07:38.000 --> 00:07:41.000]  不是的 是躺著的
[00:07:41.000 --> 00:07:43.000]  所以腳是在外面的
[00:07:43.000 --> 00:07:44.000]  吃飯在中間的
[00:07:44.000 --> 00:07:46.000]  所以他們可以彼此挨著吃飯
[00:07:46.000 --> 00:07:49.000]  同一個擺在地上
[00:07:49.000 --> 00:07:51.000]  然後他們有一個席子
[00:07:51.000 --> 00:07:53.000]  所以這是一個場景
[00:07:53.000 --> 00:07:55.000]  第一個洗腳
[00:07:55.000 --> 00:07:56.000]  所以洗腳的禮節
[00:07:56.000 --> 00:07:59.000]  是要洗去身體上的塵土
[00:07:59.000 --> 00:08:01.000]  特別是腳上的塵土
[00:08:01.000 --> 00:08:04.000]  所以其實這是一個歡迎
[00:08:04.000 --> 00:08:06.000]  就是讓那些笛仔開客
[00:08:06.000 --> 00:08:10.000]  一個最基本要做的事情
[00:08:10.000 --> 00:08:12.000]  聖經裡面提到
[00:08:12.000 --> 00:08:18.000]  誰做 這個有罪的女人做
[00:08:18.000 --> 00:08:19.000]  是以為一個西門
[00:08:19.000 --> 00:08:21.000]  那個巴黎山有沒有做
[00:08:21.000 --> 00:08:23.000]  沒有做
[00:08:23.000 --> 00:08:28.000]  誰真正接待耶穌呢
[00:08:28.000 --> 00:08:30.000]  洗腳
[00:08:30.000 --> 00:08:32.000]  第二個要做的事情是什麼
[00:08:32.000 --> 00:08:33.000]  親嘴
[00:08:33.000 --> 00:08:37.000]  表達尊敬歡迎之意
[00:08:37.000 --> 00:08:38.000]  我們看電影
[00:08:38.000 --> 00:08:39.000]  現在拉丁裔
[00:08:39.000 --> 00:08:41.000]  就是拉丁裔
[00:08:41.000 --> 00:08:43.000]  跟那義大利人在一起
[00:08:43.000 --> 00:08:45.000]  就啊啊啊就抱在一起
[00:08:45.000 --> 00:08:47.000]  然後左親右親對不對
[00:08:47.000 --> 00:08:49.000]  這是禮節
[00:08:49.000 --> 00:08:50.000]  這是當時是一個禮節
[00:08:50.000 --> 00:08:51.000]  是一個尊敬
[00:08:51.000 --> 00:08:53.000]  特別是一個貴客進來的時候
[00:08:53.000 --> 00:08:55.000]  他們會做個事情
[00:08:55.000 --> 00:08:58.000]  西門那一個自以為意
[00:08:58.000 --> 00:09:01.000]  而且他用動作邀請耶穌到他家裡
[00:09:01.000 --> 00:09:04.000]  做洗的這個人沒有做
[00:09:04.000 --> 00:09:09.000]  但是那個女人做了
[00:09:09.000 --> 00:09:14.000]  第三個高某
[00:09:14.000 --> 00:09:16.000]  高某是一個表達祝福的意思
[00:09:16.000 --> 00:09:18.000]  詩篇二三篇有提到
[00:09:18.000 --> 00:09:19.000]  擁有高的我的頭
[00:09:19.000 --> 00:09:22.000]  使我的福碑滿溢
[00:09:22.000 --> 00:09:24.000]  所以高某是一個動作
[00:09:24.000 --> 00:09:26.000]  擁有高進來的這些客人
[00:09:26.000 --> 00:09:28.000]  他是一個動作
[00:09:28.000 --> 00:09:30.000]  他的動作是祝福他
[00:09:30.000 --> 00:09:33.000]  這是一個邀請接待客人的
[00:09:33.000 --> 00:09:35.000]  一個很重要的禮節
[00:09:35.000 --> 00:09:36.000]  而這些禮節當中
[00:09:36.000 --> 00:09:39.000]  西門都沒有做
[00:09:39.000 --> 00:09:42.000]  而卻來了一個不速之客做了
[00:09:42.000 --> 00:09:43.000]  而這個不速之客
[00:09:43.000 --> 00:09:44.000]  在西門的裡頭
[00:09:44.000 --> 00:09:46.000]  在所有人的裡頭都知道
[00:09:46.000 --> 00:09:48.000]  甚至那個女人自己都知道
[00:09:48.000 --> 00:09:51.000]  他說我是個罪人
[00:09:51.000 --> 00:09:53.000]  所以聖經在做一個對比
[00:09:53.000 --> 00:09:55.000]  他說你看見這個場景裡面
[00:09:55.000 --> 00:09:58.000]  你看見那個法利賽的那個西門
[00:09:58.000 --> 00:10:00.000]  你看見那個有罪的女人
[00:10:00.000 --> 00:10:04.000]  他是誰真正接待耶穌呢
[00:10:04.000 --> 00:10:06.000]  聖經在描述什麼呢
[00:10:06.000 --> 00:10:10.000]  聖經說當一個人接待耶穌有多少
[00:10:10.000 --> 00:10:14.000]  愛耶穌就有多少
[00:10:14.000 --> 00:10:17.000]  西門表明要接待耶穌
[00:10:17.000 --> 00:10:19.000]  在家裡作喜他做了
[00:10:19.000 --> 00:10:22.000]  看他慰蓋客人的方式呢
[00:10:22.000 --> 00:10:26.000]  真正的實質在這個女人做到了
[00:10:26.000 --> 00:10:28.000]  誰真的接待耶穌呢
[00:10:28.000 --> 00:10:31.000]  那在預備這個獎章的時候呢
[00:10:31.000 --> 00:10:34.000]  就記得有一個笑話
[00:10:34.000 --> 00:10:36.000]  那這個笑話是中國傳統的笑話
[00:10:36.000 --> 00:10:39.000]  所以就說有一個老員外
[00:10:39.000 --> 00:10:40.000]  那有一個員外呢
[00:10:40.000 --> 00:10:42.000]  他家裡開一個宴席
[00:10:42.000 --> 00:10:44.000]  他就請客人來
[00:10:44.000 --> 00:10:45.000]  結果呢
[00:10:45.000 --> 00:10:48.000]  怎麼時間到了客人來了一半呢
[00:10:48.000 --> 00:10:50.000]  所以這個老員外就在咕嚨
[00:10:50.000 --> 00:10:52.000]  就是在嘰咕嘰咕啊
[00:10:52.000 --> 00:10:53.000]  就突然就講說
[00:10:53.000 --> 00:10:56.000]  該來的人怎麼還沒有來
[00:10:56.000 --> 00:10:57.000]  所以呢
[00:10:57.000 --> 00:10:59.000]  有一對人就說該來的沒有來
[00:10:59.000 --> 00:11:01.000]  那就走了
[00:11:01.000 --> 00:11:04.000]  他就看見怎麼那麼多人走了一半呢
[00:11:04.000 --> 00:11:06.000]  他說不該來的怎麼又走了
[00:11:06.000 --> 00:11:08.000]  所以下面就說不該來
[00:11:08.000 --> 00:11:09.000]  不該走的又走了
[00:11:09.000 --> 00:11:11.000]  所以剩下一半人就說
[00:11:11.000 --> 00:11:12.000]  那我們是該走了
[00:11:12.000 --> 00:11:15.000]  所以又走掉了
[00:11:15.000 --> 00:11:17.000]  這個笑話好像言語不對
[00:11:17.000 --> 00:11:18.000]  但是我的意思是說
[00:11:18.000 --> 00:11:19.000]  其實呢
[00:11:19.000 --> 00:11:22.000]  以色列人跟中國人一樣
[00:11:22.000 --> 00:11:25.000]  都是要
[00:11:25.000 --> 00:11:29.000]  對待客人是要讓他賓至如歸的
[00:11:29.000 --> 00:11:31.000]  好像回到家裡一樣的
[00:11:31.000 --> 00:11:33.000]  可是西門沒有做
[00:11:33.000 --> 00:11:35.000]  所以其實在我們裡頭
[00:11:35.000 --> 00:11:37.000]  要去思想的
[00:11:37.000 --> 00:11:38.000]  要思想什麼呢
[00:11:38.000 --> 00:11:40.000]  思想到底
[00:11:40.000 --> 00:11:42.000]  我們說我們接待耶穌
[00:11:42.000 --> 00:11:44.000]  我們相信耶穌
[00:11:44.000 --> 00:11:48.000]  但是我們接待耶穌有多少呢
[00:11:48.000 --> 00:11:53.000]  其實表現在我們愛耶穌有多少
[00:11:53.000 --> 00:11:55.000]  我們接待耶穌
[00:11:55.000 --> 00:11:56.000]  進來了
[00:11:56.000 --> 00:11:59.000]  但是我們真的讓他覺得滿意嗎
[00:11:59.000 --> 00:12:01.000]  讓他覺得
[00:12:01.000 --> 00:12:05.000]  是個他是備受尊榮嗎
[00:12:05.000 --> 00:12:07.000]  當我們在決定某些事情的時候
[00:12:07.000 --> 00:12:09.000]  是耶穌得尊榮呢
[00:12:09.000 --> 00:12:11.000]  還是我得尊榮呢
[00:12:11.000 --> 00:12:13.000]  當我們在回應每一件事情的時候
[00:12:13.000 --> 00:12:15.000]  是耶穌得榮耀呢
[00:12:15.000 --> 00:12:17.000]  還是我的面子掛個住呢
[00:12:17.000 --> 00:12:19.000]  當我在面對一些事情的時候呢
[00:12:19.000 --> 00:12:20.000]  是呢
[00:12:20.000 --> 00:12:22.000]  是讓神的名偉大呢
[00:12:22.000 --> 00:12:26.000]  還是讓我的情緒舒暢呢
[00:12:26.000 --> 00:12:29.000]  什麼是真正接待耶穌呢
[00:12:29.000 --> 00:12:32.000]  這個婦女她明白
[00:12:32.000 --> 00:12:35.000]  特別在接待耶穌過人旅程當中
[00:12:35.000 --> 00:12:36.000]  我發現呢
[00:12:36.000 --> 00:12:42.000]  這個聖經要特別的幫助我們來思想一件事情
[00:12:42.000 --> 00:12:43.000]  就是呢
[00:12:43.000 --> 00:12:46.000]  這個西門呢
[00:12:46.000 --> 00:12:48.000]  他這個人很特別
[00:12:48.000 --> 00:12:51.000]  他看不見人愛耶穌的心
[00:12:51.000 --> 00:12:55.000]  但是他看見人的罪
[00:12:55.000 --> 00:12:57.000]  這個西門聖經提到
[00:12:57.000 --> 00:12:59.000]  這個婦女就來做了這些事
[00:12:59.000 --> 00:13:00.000]  西門沒有說
[00:13:00.000 --> 00:13:01.000]  啊
[00:13:01.000 --> 00:13:03.000]  我忘記幫耶穌洗腳了
[00:13:03.000 --> 00:13:04.000]  西門有沒有說
[00:13:04.000 --> 00:13:05.000]  啊
[00:13:05.000 --> 00:13:06.000]  我忘記怎麼樣
[00:13:06.000 --> 00:13:08.000]  跟耶穌親嘴了
[00:13:08.000 --> 00:13:09.000]  西門沒有想到
[00:13:09.000 --> 00:13:10.000]  啊
[00:13:10.000 --> 00:13:14.000]  我忘記用高柔來高某耶穌的頭來祝福他了
[00:13:14.000 --> 00:13:17.000]  他看見的是什麼
[00:13:17.000 --> 00:13:20.000]  這個女人是罪人
[00:13:20.000 --> 00:13:22.000]  這耶穌若是先知
[00:13:22.000 --> 00:13:26.000]  總會不知道他是罪人
[00:13:26.000 --> 00:13:28.000]  其實教會裡面常常是這樣耶
[00:13:28.000 --> 00:13:30.000]  我們常常看到人的罪
[00:13:30.000 --> 00:13:36.000]  你要看到人愛耶穌的心
[00:13:36.000 --> 00:13:37.000]  我們的眼光
[00:13:37.000 --> 00:13:40.000]  其實西門的眼光應該在哪裡
[00:13:40.000 --> 00:13:41.000]  接待耶穌
[00:13:41.000 --> 00:13:43.000]  他的眼光應該在哪裡
[00:13:43.000 --> 00:13:44.000]  在耶穌身上嘛
[00:13:44.000 --> 00:13:46.000]  我們怎麼樣關懷他嘛
[00:13:46.000 --> 00:13:48.000]  怎麼樣交代他嘛
[00:13:48.000 --> 00:13:49.000]  他有什麼需要嘛
[00:13:49.000 --> 00:13:50.000]  他有什麼
[00:13:50.000 --> 00:13:52.000]  耶穌有什麼要幫助的嘛
[00:13:52.000 --> 00:13:54.000]  耶穌有什麼要款待的嘛
[00:13:54.000 --> 00:13:56.000]  我們眼睛在對著這個接待的客人
[00:13:56.000 --> 00:13:58.000]  然後我們盡力來服侍他嘛
[00:13:58.000 --> 00:14:03.000]  今天西門的思想充滿了對這個女人
[00:14:03.000 --> 00:14:04.000]  那女人一進來
[00:14:04.000 --> 00:14:05.000]  他的想法都改變
[00:14:05.000 --> 00:14:07.000]  他只看這個女人在做什麼
[00:14:07.000 --> 00:14:08.000]  但他想的是什麼
[00:14:08.000 --> 00:14:12.000]  這個女人是罪人
[00:14:12.000 --> 00:14:14.000]  聖經在提醒我們一件事
[00:14:14.000 --> 00:14:19.000]  提醒我們到底什麼是真正接待耶穌呢
[00:14:19.000 --> 00:14:22.000]  是真的是愛耶穌
[00:14:22.000 --> 00:14:24.000]  愛這位耶穌
[00:14:24.000 --> 00:14:25.000]  第二件事情呢
[00:14:25.000 --> 00:14:26.000]  那這個事發生了
[00:14:26.000 --> 00:14:28.000]  那這個西門是心裡在想
[00:14:28.000 --> 00:14:32.000]  聖經說看見是心裡就在想
[00:14:32.000 --> 00:14:34.000]  耶穌知道耶
[00:14:34.000 --> 00:14:36.000]  耶穌就對他說
[00:14:36.000 --> 00:14:40.000]  西門我有句話要對你說
[00:14:40.000 --> 00:14:42.000]  耶穌知道耶
[00:14:42.000 --> 00:14:44.000]  所以耶穌就到處西門說
[00:14:44.000 --> 00:14:46.000]  我告訴你
[00:14:46.000 --> 00:14:48.000]  有一個故事
[00:14:48.000 --> 00:14:50.000]  有一個債主
[00:14:50.000 --> 00:14:51.000]  很有錢對不對
[00:14:51.000 --> 00:14:53.000]  這債主有兩個人欠這債主錢
[00:14:53.000 --> 00:14:55.000]  一個欠五十兩一次
[00:14:55.000 --> 00:14:56.000]  一個欠多少
[00:14:56.000 --> 00:15:00.000]  跟隔壁說欠五兩
[00:15:00.000 --> 00:15:01.000]  一個欠五十兩
[00:15:01.000 --> 00:15:03.000]  一個欠五兩
[00:15:03.000 --> 00:15:08.000]  但是聖經說這兩個人都無力償還
[00:15:08.000 --> 00:15:09.000]  所以這債主說
[00:15:09.000 --> 00:15:10.000]  既然你們都還不了
[00:15:10.000 --> 00:15:12.000]  算了就開恩
[00:15:12.000 --> 00:15:13.000]  怎麼樣呢
[00:15:13.000 --> 00:15:15.000]  免了他們兩個人債
[00:15:15.000 --> 00:15:16.000]  他就來問西門說
[00:15:16.000 --> 00:15:17.000]  西門啊
[00:15:17.000 --> 00:15:19.000]  這五兩也不用還了
[00:15:19.000 --> 00:15:21.000]  五十兩也不用還
[00:15:21.000 --> 00:15:25.000]  你覺得哪一個會更愛
[00:15:25.000 --> 00:15:28.000]  這兩個哪一個更愛這個債主呢
[00:15:28.000 --> 00:15:31.000]  更愛他呢
[00:15:31.000 --> 00:15:32.000]  西門說
[00:15:32.000 --> 00:15:35.000]  我想是那個五十兩個
[00:15:35.000 --> 00:15:37.000]  因為他被聖每個比較多
[00:15:37.000 --> 00:15:40.000]  他會更愛他
[00:15:40.000 --> 00:15:43.000]  耶穌在說什麼
[00:15:43.000 --> 00:15:47.000]  耶穌其實在扣過一個故事的延伸
[00:15:47.000 --> 00:15:49.000]  來告訴西門說
[00:15:49.000 --> 00:15:53.000]  得到赦免有多少
[00:15:53.000 --> 00:15:56.000]  愛耶穌就有多少
[00:15:56.000 --> 00:15:57.000]  剛剛那個你知道
[00:15:57.000 --> 00:15:59.000]  我五十兩被免除的時候
[00:15:59.000 --> 00:16:01.000]  我應該會更愛耶穌的
[00:16:01.000 --> 00:16:03.000]  這是西門的想法
[00:16:03.000 --> 00:16:05.000]  但是耶穌也說你斷得不錯
[00:16:05.000 --> 00:16:08.000]  但其實聖經裡面有一個更高的原則
[00:16:08.000 --> 00:16:10.000]  在這段經文裡面
[00:16:10.000 --> 00:16:11.000]  第一個原則是什麼呢
[00:16:11.000 --> 00:16:13.000]  他說無論罪有多少
[00:16:13.000 --> 00:16:16.000]  人無力償還
[00:16:16.000 --> 00:16:17.000]  五十兩嗎
[00:16:17.000 --> 00:16:18.000]  無力償還
[00:16:18.000 --> 00:16:19.000]  五兩嗎
[00:16:19.000 --> 00:16:20.000]  無力償還
[00:16:20.000 --> 00:16:21.000]  其實一兩呢
[00:16:21.000 --> 00:16:23.000]  也無力償還
[00:16:23.000 --> 00:16:26.000]  無論罪有多少
[00:16:26.000 --> 00:16:33.000]  我們要承認我們沒有力量償還
[00:16:33.000 --> 00:16:35.000]  我們要回應主
[00:16:35.000 --> 00:16:36.000]  沒有了
[00:16:36.000 --> 00:16:38.000]  你以為神看罪多罪少嗎
[00:16:38.000 --> 00:16:39.000]  不是
[00:16:39.000 --> 00:16:42.000]  我們都沒有力量償還
[00:16:42.000 --> 00:16:46.000]  要承認是一個有限
[00:16:46.000 --> 00:16:47.000]  其實每一次服事
[00:16:47.000 --> 00:16:50.000]  越知道自己有限
[00:16:50.000 --> 00:16:53.000]  其實我知道我的弱點
[00:16:53.000 --> 00:16:55.000]  他們常常辦嘉年華會
[00:16:55.000 --> 00:16:56.000]  辦活動
[00:16:56.000 --> 00:16:58.000]  你發現我絕對不會到一個攤位坐
[00:16:58.000 --> 00:16:59.000]  我坐在那裡
[00:16:59.000 --> 00:17:01.000]  你叫我去
[00:17:01.000 --> 00:17:03.000]  福音解籤我會告訴你沒有問題
[00:17:03.000 --> 00:17:04.000]  你叫我去祝福梗
[00:17:04.000 --> 00:17:05.000]  我會告訴你沒有問題
[00:17:05.000 --> 00:17:09.000]  你叫我去做那個五彩祝福梗
[00:17:09.000 --> 00:17:10.000]  做那個五色珠
[00:17:10.000 --> 00:17:12.000]  我告訴你我做得又快又好
[00:17:12.000 --> 00:17:13.000]  沒有問題
[00:17:13.000 --> 00:17:14.000]  我一看一看就會做了
[00:17:14.000 --> 00:17:15.000]  你叫我做什麼
[00:17:15.000 --> 00:17:16.000]  你叫我弄那些東西
[00:17:16.000 --> 00:17:17.000]  都可以
[00:17:17.000 --> 00:17:20.000]  但是我不會去一個地方
