
[00:00:00.000 --> 00:00:04.040]  各位電視節目,我們繼續研讀《哥倫多前行書》
[00:05:02.720 --> 00:05:05.000]  保羅就教他們了
[00:05:05.000 --> 00:05:08.000]  在第八章十三節
[00:05:08.000 --> 00:05:13.000]  是一個概括的教導
[00:05:13.000 --> 00:05:19.200]  他說:所以食物是叫弟兄姐妹跌倒的話
[00:05:19.200 --> 00:05:22.840]  那我就寧願不吃肉了
[00:05:22.840 --> 00:05:27.040]  如果因為我吃了這些祭過偶像的食物
[00:05:27.040 --> 00:05:29.440]  使得有弟兄跌倒
[00:05:29.440 --> 00:05:31.320]  那我就不吃了
[00:05:31.320 --> 00:05:35.080]  免得讓我的弟兄跌倒
[00:05:35.080 --> 00:05:39.320]  所以吃不吃祭過偶像的食物
[00:05:39.320 --> 00:05:42.480]  是要看你因為這件事
[00:05:42.480 --> 00:05:46.960]  會不會帶來對身邊的人有影響
[00:05:46.960 --> 00:05:48.800]  保羅很關心的
[00:05:48.800 --> 00:05:50.600]  如果你因為這件事
[00:05:50.600 --> 00:05:53.960]  使得有一些弟兄姐妹跌倒的話
[00:05:53.960 --> 00:05:57.320]  那我就寧願不吃了
[00:05:57.320 --> 00:06:02.920]  到第九章就談到使徒的權柄
[00:06:02.920 --> 00:06:10.640]  保羅他說:我雖然是有召命在身
[00:06:10.640 --> 00:06:12.880]  我不受人的轄制
[00:06:12.880 --> 00:06:17.320]  但是我甘心做眾人的僕人
[00:06:17.320 --> 00:06:20.880]  因為神的呼召臨到保羅身上
[00:06:20.880 --> 00:06:26.960]  所以他成為眾人的僕人去服侍眾人
[00:06:26.960 --> 00:06:34.560]  他說:我所做的凡我所做的都是為福音的緣故
[00:06:34.560 --> 00:06:39.560]  為要與人同得福音的好處
[00:06:39.560 --> 00:06:43.680]  在第九章的二十三節是這樣說的
[00:06:43.680 --> 00:06:47.520]  我所做的都是為福音的緣故
[00:06:47.520 --> 00:06:53.200]  為了要與人一起得著福音的好處
[00:06:53.200 --> 00:06:57.240]  所以保羅將福音擺在他生命裏面
[00:06:57.240 --> 00:07:00.760]  作為一個判斷的衡量
[00:07:00.760 --> 00:07:02.360]  一個準繩
[00:07:02.360 --> 00:07:05.600]  我所做的都是為福音的
[00:07:05.600 --> 00:07:08.440]  我的生命都是為榮耀神的
[00:07:08.440 --> 00:07:11.040]  我的生命都是為了服侍的
[00:07:11.040 --> 00:07:13.960]  有些人是有這樣的一個召命
[00:07:13.960 --> 00:07:17.280]  所以保羅他全身投入
[00:07:17.280 --> 00:07:19.920]  毀身忠心服侍
[00:07:19.920 --> 00:07:23.680]  我們在《使徒行傳》裏面看到他怎樣拼命
[00:07:23.680 --> 00:07:26.560]  二十多次出外宣教行程
[00:07:26.560 --> 00:07:29.520]  然後最後又怎樣去耶路撒冷
[00:07:29.520 --> 00:07:31.680]  最後怎樣上到羅馬
[00:07:31.680 --> 00:07:33.880]  上訴於蓋薩
[00:07:33.880 --> 00:07:37.480]  最後他就是死在羅馬
[00:07:37.480 --> 00:07:40.400]  今天這個保羅的榜樣
[00:07:40.400 --> 00:07:43.120]  都成為我們一個很好的提醒
[00:07:43.120 --> 00:07:46.720]  我們有沒有毀身給神
[00:07:46.720 --> 00:07:49.320]  徹底的為神而活
[00:07:49.320 --> 00:07:51.680]  求神都用我們的生命
[00:07:51.680 --> 00:07:56.480]  叫我們的生命是完全的擺上
[00:07:56.480 --> 00:07:58.680]  完全的獻上
[00:07:58.680 --> 00:08:01.920]  有很多過去那些宣教士的故事
[00:08:01.920 --> 00:08:03.520]  令我們很感動
[00:08:03.520 --> 00:08:04.920]  譬如戴德生
[00:08:04.920 --> 00:08:06.880]  他怎樣奉獻來到中國
[00:08:06.880 --> 00:08:09.080]  創辦內地會
[00:08:09.080 --> 00:08:13.440]  他就死氣英國
[00:08:13.440 --> 00:08:16.240]  但後來運回來中國來安葬
[00:08:16.240 --> 00:08:18.360]  他第一任的太太
[00:08:18.360 --> 00:08:20.640]  也是死在中國
[00:08:20.640 --> 00:08:23.840]  當我們聽到這些宣教士的故事的時候
[00:08:23.840 --> 00:08:25.760]  我們心裏面很感動
[00:08:25.760 --> 00:08:28.640]  他們怎樣就是徹底毀身
[00:08:28.640 --> 00:08:30.120]  為神而活
[00:08:30.120 --> 00:08:33.360]  讓我們今天都有一個這樣毀身
[00:08:33.360 --> 00:08:35.520]  獻身給神的精神
[00:08:35.520 --> 00:08:37.680]  願意為神而活
[00:08:37.680 --> 00:08:39.160]  好像保羅一樣
[00:08:39.160 --> 00:08:42.400]  他完全的擺上
[00:08:42.400 --> 00:08:43.800]  到第九章
[00:08:43.800 --> 00:08:47.240]  保羅就講到使徒的權柄
[00:08:47.240 --> 00:08:49.760]  他說我雖然是自由的
[00:08:49.760 --> 00:08:51.680]  我不受人的轄制
[00:08:51.680 --> 00:08:55.480]  但我做了眾人的僕人
[00:08:55.480 --> 00:08:57.480]  然後到第十章
[00:08:57.480 --> 00:09:01.680]  就是禁戒拜偶像的食物
[00:09:01.680 --> 00:09:05.560]  他說你們或吃或喝
[00:09:05.560 --> 00:09:07.720]  無論是做甚麼
[00:09:07.720 --> 00:09:12.040]  都要為榮耀上帝而做
[00:09:12.040 --> 00:09:14.520]  起第十章三十一節
[00:09:14.520 --> 00:09:16.320]  最後結束的時候
[00:09:16.320 --> 00:09:19.520]  保羅用這個很重要的訊息
[00:09:19.520 --> 00:09:22.200]  好像作為一個總結一樣
[00:09:22.200 --> 00:09:25.680]  我們或吃或喝
[00:09:25.680 --> 00:09:27.920]  無論做甚麼
[00:09:27.920 --> 00:09:29.720]  不單止飲食
[00:09:29.720 --> 00:09:31.600]  叫我們整個人
[00:09:31.600 --> 00:09:33.320]  整個的生命
[00:09:33.320 --> 00:09:38.080]  都是要為榮耀神而行
[00:09:38.080 --> 00:09:41.400]  所以我都很想鼓勵各位弟兄姊妹
[00:09:41.400 --> 00:09:45.280]  我們的人生必須要有目標
[00:09:45.280 --> 00:09:49.440]  為榮耀神而活著
[00:09:49.440 --> 00:09:50.560]  有人問
[00:09:50.560 --> 00:09:54.240]  你一生有沒有甚麼目標
[00:09:54.240 --> 00:09:56.400]  很多時候我們回答
[00:09:56.400 --> 00:09:58.200]  我的目標
[00:09:58.200 --> 00:09:59.560]  我的人生
[00:09:59.560 --> 00:10:03.840]  是為榮耀神而活著
[00:10:03.840 --> 00:10:08.120]  我一生只追求一個目標
[00:10:08.120 --> 00:10:09.920]  一個成就
[00:10:09.920 --> 00:10:12.440]  就是我活著的時候
[00:10:12.440 --> 00:10:14.000]  我所做的一切
[00:10:14.000 --> 00:10:16.800]  都要榮耀神
[00:10:16.800 --> 00:10:20.120]  歸榮耀給我天上的神
[00:10:20.120 --> 00:10:22.840]  我判斷有些事做或不做
[00:10:22.840 --> 00:10:23.880]  是怎樣呢?
[00:10:23.880 --> 00:10:28.240]  就是這件事能不能夠榮耀我的神
[00:10:28.240 --> 00:10:30.320]  如果這件事能夠榮耀神
[00:10:30.320 --> 00:10:31.440]  無論多困難
[00:10:31.440 --> 00:10:33.200]  我都去做
[00:10:33.200 --> 00:10:35.640]  如果這件事不能夠榮耀神
[00:10:35.640 --> 00:10:37.360]  雖然可能多威風
[00:10:37.360 --> 00:10:39.040]  多有名氣
[00:10:39.040 --> 00:10:41.320]  但是我都不去做
[00:10:41.320 --> 00:10:44.480]  所以求神給我們堅持一些原則
[00:10:44.480 --> 00:10:46.520]  我們的生命
[00:10:46.520 --> 00:10:47.840]  我們的一生
[00:10:47.840 --> 00:10:50.000]  是為神而活
[00:10:50.000 --> 00:10:52.800]  為榮耀神而活
[00:10:52.800 --> 00:10:54.360]  求主幫助我們
[00:10:54.360 --> 00:10:58.080]  叫我們一生討神的喜悅
[00:10:58.080 --> 00:11:00.040]  得祂的恩代
[00:11:00.040 --> 00:11:01.560]  得祂的恩典
[00:11:01.560 --> 00:11:04.200]  願神賜福給各位
