
[00:00:00.000 --> 00:00:10.200]  不知大家是否記得上星期黃牧師提到的內容或者不內容的題目
[00:07:45.200 --> 00:07:47.200]  你期望幾歲結婚
[00:07:47.200 --> 00:07:48.200]  盼望
[00:07:48.200 --> 00:07:49.200]  你當然想快一點到
[00:07:49.200 --> 00:07:51.200]  你不會再拖
[00:07:51.200 --> 00:07:54.200]  當然在盼望上
[00:07:54.200 --> 00:07:56.200]  你的態度上會有些轉變
[00:07:56.200 --> 00:07:57.200]  甚至有人說
[00:07:57.200 --> 00:08:00.200]  盼望其實是一種意欲和希望的組合
[00:08:00.200 --> 00:08:04.200]  你是以一個很歡欣期待的心去等待
[00:08:04.200 --> 00:08:05.200]  但這裏的盼望
[00:08:05.200 --> 00:08:06.200]  不只是說盼望
[00:08:06.200 --> 00:08:08.200]  他加上了形容詞
[00:08:08.200 --> 00:08:10.200]  是要專心去盼望
[00:08:10.200 --> 00:08:12.200]  所以說你是要很全心全意
[00:08:12.200 --> 00:08:13.200]  堅定不移
[00:08:13.200 --> 00:08:14.200]  是很完全的
[00:08:14.200 --> 00:08:15.200]  甚至去到末了
[00:08:15.200 --> 00:08:18.200]  最後你都不會改變你的心意
[00:08:18.200 --> 00:08:21.200]  這種就是一個全心全意的盼望
[00:08:21.200 --> 00:08:23.200]  專心期待的盼望
[00:08:23.200 --> 00:08:25.200]  你人生當中有沒有一些東西
[00:08:25.200 --> 00:08:27.200]  你很期待很盼望的
[00:08:27.200 --> 00:08:29.200]  有沒有發生過
[00:08:29.200 --> 00:08:31.200]  一定有盼望
[00:08:31.200 --> 00:08:32.200]  例子
[00:08:32.200 --> 00:08:33.200]  疫情前
[00:08:33.200 --> 00:08:35.200]  現在我們都在盼望
[00:08:35.200 --> 00:08:37.200]  不過不知道盼望到何時
[00:08:37.200 --> 00:08:39.200]  你每一年都會計劃一些時間
[00:08:39.200 --> 00:08:41.200]  可能你盼望今年去旅行
[00:08:41.200 --> 00:08:43.200]  這也是一個期待的心情
[00:08:43.200 --> 00:08:44.200]  是以歡欣
[00:08:44.200 --> 00:08:46.200]  開心的期待去等待着
[00:08:46.200 --> 00:08:48.200]  另外
[00:08:48.200 --> 00:08:50.200]  有人可能買了房子
[00:08:50.200 --> 00:08:51.200]  你很期待
[00:08:51.200 --> 00:08:53.200]  快點入夥了
[00:08:53.200 --> 00:08:54.200]  有人在裝修
[00:08:54.200 --> 00:08:55.200]  可能還沒收到房子
[00:08:55.200 --> 00:08:57.200]  買樓花
[00:08:57.200 --> 00:08:58.200]  在這個歷程
[00:08:58.200 --> 00:08:59.200]  可能你都是一直在等
[00:08:59.200 --> 00:09:01.200]  等一年兩年
[00:09:01.200 --> 00:09:03.200]  但你的心是以一個期待
[00:09:03.200 --> 00:09:05.200]  歡欣去等待
[00:09:05.200 --> 00:09:06.200]  還有什麼呢
[00:09:06.200 --> 00:09:08.200]  你經歷過什麼呢
[00:09:08.200 --> 00:09:11.200]  在座的很多家長
[00:09:11.200 --> 00:09:13.200]  很多都結婚了
[00:09:13.200 --> 00:09:14.200]  還沒結婚
[00:09:14.200 --> 00:09:15.200]  正在拍拖
[00:09:15.200 --> 00:09:17.200]  不知道你回想一下
[00:09:17.200 --> 00:09:19.200]  當年你拍拖
[00:09:19.200 --> 00:09:21.200]  將要步入婚姻的時候
[00:09:21.200 --> 00:09:23.200]  那種等待的心情是怎麼樣的
[00:09:23.200 --> 00:09:25.200]  現在的人很快宣佈
[00:09:25.200 --> 00:09:27.200]  可能一年後結婚
[00:09:27.200 --> 00:09:29.200]  已經在Facebook上說
[00:09:29.200 --> 00:09:31.200]  一年後會結婚
[00:09:31.200 --> 00:09:33.200]  11個月前又倒數
[00:09:33.200 --> 00:09:34.200]  11個月後會結婚
[00:09:34.200 --> 00:09:35.200]  10個月
[00:09:35.200 --> 00:09:36.200]  半年
[00:09:36.200 --> 00:09:38.200]  一直在倒數
[00:09:38.200 --> 00:09:39.200]  這個心情很期待
[00:09:39.200 --> 00:09:40.200]  很開心
[00:09:40.200 --> 00:09:42.200]  很想實現
[00:09:42.200 --> 00:09:44.200]  另一個期待呢
[00:09:44.200 --> 00:09:45.200]  有沒有人經歷過
[00:09:45.200 --> 00:09:47.200]  生孩子
[00:09:47.200 --> 00:09:49.200]  我不知道你如果
[00:09:49.200 --> 00:09:51.200]  第一次做父母
[00:09:51.200 --> 00:09:52.200]  又或者很辛苦
[00:09:52.200 --> 00:09:54.200]  纔有個小朋友的時候
[00:09:54.200 --> 00:09:56.200]  你那種期待的心是什麼
[00:09:56.200 --> 00:09:57.200]  很想知道
[00:09:57.200 --> 00:09:59.200]  孩子出生是什麼樣子
[00:09:59.200 --> 00:10:00.200]  我記得我當年
[00:10:00.200 --> 00:10:02.200]  生兒子的時候
[00:10:02.200 --> 00:10:03.200]  我是大兒子
[00:10:03.200 --> 00:10:04.200]  然後才生女兒
[00:10:04.200 --> 00:10:06.200]  很早買了一本書
[00:10:06.200 --> 00:10:07.200]  在基督教
[00:10:07.200 --> 00:10:08.200]  他也很熟悉
[00:10:08.200 --> 00:10:10.200]  他會告訴我
[00:10:10.200 --> 00:10:12.200]  第12周的時候
[00:10:12.200 --> 00:10:14.200]  小朋友現在去到哪個階段
[00:10:14.200 --> 00:10:16.200]  他現在應該有
[00:10:16.200 --> 00:10:18.200]  哪一種方面的發育
[00:10:18.200 --> 00:10:20.200]  一路看一路看
[00:10:20.200 --> 00:10:22.200]  很想快點知道
[00:10:22.200 --> 00:10:24.200]  究竟他的樣子像誰
[00:10:24.200 --> 00:10:25.200]  希望他健康
[00:10:25.200 --> 00:10:27.200]  有手有腳
[00:10:27.200 --> 00:10:30.200]  心臟各方面是健全的
[00:10:30.200 --> 00:10:33.200]  是滿有那種期待的心
[00:10:33.200 --> 00:10:35.200]  這個就是盼望
[00:10:35.200 --> 00:10:39.200]  一切可能你都在等候
[00:10:39.200 --> 00:10:40.200]  又或者已經過去了
[00:10:40.200 --> 00:10:42.200]  你還有什麼等待呢
[00:10:42.200 --> 00:10:44.200]  還有什麼令你的心
[00:10:44.200 --> 00:10:46.200]  很歡欣去等待的是什麼呢
[00:10:46.200 --> 00:10:48.200]  這個我們要去想
[00:10:48.200 --> 00:10:50.200]  我們說究竟
[00:10:50.200 --> 00:10:52.200]  其實專心盼望
[00:10:52.200 --> 00:10:53.200]  我們又知道
[00:10:53.200 --> 00:10:56.200]  與約束你的心
[00:10:56.200 --> 00:10:58.200]  和謹慎自守有什麼關係呢
[00:10:58.200 --> 00:11:00.200]  其實前面這兩樣東西
[00:11:00.200 --> 00:11:01.200]  都是一個形容
[00:11:01.200 --> 00:11:03.200]  一個比喻
[00:11:03.200 --> 00:11:05.200]  之間有什麼關係呢
[00:11:05.200 --> 00:11:07.200]  連帶有什麼關係呢
[00:11:07.200 --> 00:11:09.200]  我們就要去問
[00:11:09.200 --> 00:11:11.200]  什麼叫約束你的心
[00:11:11.200 --> 00:11:13.200]  其實原文意思是
[00:11:13.200 --> 00:11:16.200]  束上你心中的帶
[00:11:16.200 --> 00:11:18.200]  這個就是一個比喻
[00:11:18.200 --> 00:11:20.200]  以前古代的人
[00:11:20.200 --> 00:11:23.200]  他們衣着是長袍
[00:11:23.200 --> 00:11:25.200]  衣服又長袖又長
[00:11:25.200 --> 00:11:27.200]  所以當他要做一個行動的時候
[00:11:27.200 --> 00:11:28.200]  可能要預備工作的時候
[00:11:28.200 --> 00:11:29.200]  跑步的時候
[00:11:29.200 --> 00:11:31.200]  他就要摺起衣袖
[00:11:31.200 --> 00:11:33.200]  和我們現在也類似
[00:11:33.200 --> 00:11:36.200]  你沒理由穿着那件長袖大袍去跑步
[00:11:36.200 --> 00:11:38.200]  你一定是摺好衣服
[00:11:38.200 --> 00:11:41.200]  衣服太長又束起
[00:11:41.200 --> 00:11:43.200]  這是一種狀態
[00:11:43.200 --> 00:11:45.200]  你是準備就緒
[00:11:45.200 --> 00:11:46.200]  在理性上
[00:11:46.200 --> 00:11:49.200]  你是要去專心去努力
[00:11:49.200 --> 00:11:51.200]  然後他說
[00:11:51.200 --> 00:11:53.200]  警醒謹慎是什麼呢
[00:11:53.200 --> 00:11:55.200]  其實基本的意思
[00:11:55.200 --> 00:11:56.200]  大家都明白
[00:11:56.200 --> 00:11:58.200]  就是不去喝酒
[00:11:58.200 --> 00:12:00.200]  不去醉酒
[00:12:00.200 --> 00:12:02.200]  但是廣泛的意思
[00:12:02.200 --> 00:12:04.200]  是不是不做這兩件事呢
[00:12:04.200 --> 00:12:06.200]  其實是凡是一些
[00:12:06.200 --> 00:12:08.200]  當一個人醉酒的時候
[00:12:08.200 --> 00:12:10.200]  他控制不了自己
[00:12:10.200 --> 00:12:12.200]  他不清醒亂來
[00:12:12.200 --> 00:12:14.200]  所以我們說要謹慎
[00:12:14.200 --> 00:12:16.200]  要警醒
[00:12:16.200 --> 00:12:18.200]  他需要在肉體上
[00:12:18.200 --> 00:12:19.200]  在心靈上
[00:12:19.200 --> 00:12:21.200]  他有一種節制
[00:12:21.200 --> 00:12:23.200]  包括在行爲言語
[00:12:23.200 --> 00:12:24.200]  判斷上
[00:12:24.200 --> 00:12:26.200]  他都要有約束
[00:12:26.200 --> 00:12:28.200]  警醒謹慎
[00:12:28.200 --> 00:12:30.200]  很多時候出現在新約聖經
[00:12:30.200 --> 00:12:31.200]  前文後理會說
[00:12:31.200 --> 00:12:32.200]  末世的狀態
[00:12:32.200 --> 00:12:34.200]  信徒需要警醒等候住回來
[00:12:34.200 --> 00:12:36.200]  這個警醒謹慎
[00:12:36.200 --> 00:12:38.200]  更加提到
[00:12:38.200 --> 00:12:40.200]  我們需要在生活上
[00:12:40.200 --> 00:12:42.200]  全面的一個紀律上
[00:12:42.200 --> 00:12:44.200]  去達至
[00:12:44.200 --> 00:12:46.200]  去提醒自己
[00:12:46.200 --> 00:12:47.200]  不要亂來
[00:12:47.200 --> 00:12:49.200]  我們要很謹慎地
[00:12:49.200 --> 00:12:51.200]  去留意我們的言行
[00:12:51.200 --> 00:12:53.200]  當我們看到約束
[00:12:53.200 --> 00:12:56.200]  約束
[00:12:56.200 --> 00:12:58.200]  我們的心
[00:12:58.200 --> 00:13:00.200]  這種思想上的
[00:13:00.200 --> 00:13:02.200]  專注準備
[00:13:02.200 --> 00:13:04.200]  和行爲上那種緊守的生活
[00:13:04.200 --> 00:13:06.200]  和盼望有沒有關係呢
[00:13:06.200 --> 00:13:08.200]  有沒有關係
[00:13:08.200 --> 00:13:10.200]  其實都有
[00:13:10.200 --> 00:13:12.200]  你想想剛纔說的幾個例子
[00:13:12.200 --> 00:13:14.200]  如果一個人打算生孩子
[00:13:14.200 --> 00:13:16.200]  他的心思意念
[00:13:16.200 --> 00:13:18.200]  和他的行爲有什麼改變呢
[00:13:18.200 --> 00:13:20.200]  生活上有什麼改變
[00:13:20.200 --> 00:13:22.200]  很多的
[00:13:22.200 --> 00:13:24.200]  我記得有個朋友
[00:13:24.200 --> 00:13:26.200]  由我認識他
[00:13:26.200 --> 00:13:28.200]  他一直都很喜歡化妝
[00:13:28.200 --> 00:13:30.200]  我都沒見過他卸妝的樣子
[00:13:30.200 --> 00:13:32.200]  可能去露營也化妝
[00:13:32.200 --> 00:13:34.200]  睡覺也不一定
[00:13:34.200 --> 00:13:36.200]  但他自從生了孩子
[00:13:36.200 --> 00:13:38.200]  那段期間他真的沒有化妝
[00:13:38.200 --> 00:13:40.200]  爲什麼呢
[00:13:40.200 --> 00:13:42.200]  他很怕化妝的物料
[00:13:42.200 --> 00:13:44.200]  可能影響到孩子
[00:13:44.200 --> 00:13:46.200]  影響到孩子
[00:13:46.200 --> 00:13:48.200]  孩子是他第一個生命
[00:13:48.200 --> 00:13:50.200]  所以他寧願犧牲自己不化妝
[00:13:50.200 --> 00:13:52.200]  有些人可能很喜歡喝咖啡奶茶
[00:13:52.200 --> 00:13:54.200]  因爲有孩子
[00:13:54.200 --> 00:13:56.200]  他不戒這些東西
[00:13:56.200 --> 00:13:58.200]  他生活上有些轉變
[00:13:58.200 --> 00:14:00.200]  是爲着他所等待的東西出現
[00:14:00.200 --> 00:14:04.200]  這個纔是他最想得到的
[00:14:04.200 --> 00:14:06.200]  有人爲了結婚
[00:14:06.200 --> 00:14:08.200]  穿那件婚紗
[00:14:08.200 --> 00:14:10.200]  可以去節食減肥
[00:14:10.200 --> 00:14:12.200]  有人爲了做奶奶
[00:14:12.200 --> 00:14:18.200]  其實我都會很努力去修身減肥
[00:14:18.200 --> 00:14:20.200]  這種心態上的預備
[00:14:20.200 --> 00:14:24.200]  加上行爲上的紀律的生活
[00:14:24.200 --> 00:14:26.200]  其實和盼望很有關係
[00:14:26.200 --> 00:14:28.200]  我們會體會到
[00:14:28.200 --> 00:14:30.200]  這兩種行動
[00:14:30.200 --> 00:14:32.200]  其實是一種提醒
[00:14:32.200 --> 00:14:34.200]  提醒他們
[00:14:34.200 --> 00:14:36.200]  要約束他們的心
[00:14:36.200 --> 00:14:38.200]  也要他們謹慎自受
[00:14:38.200 --> 00:14:40.200]  鼓勵他們 提醒他們
[00:14:40.200 --> 00:14:42.200]  他們需要培養他們的心態
[00:14:42.200 --> 00:14:44.200]  去迎見主
[00:14:44.200 --> 00:14:46.200]  因爲他盼望耶穌基督將來
[00:14:46.200 --> 00:14:48.200]  所顯現給他恩典的時候
[00:14:48.200 --> 00:14:50.200]  他們現在開始
[00:14:50.200 --> 00:14:52.200]  必須要全程投入
[00:14:52.200 --> 00:14:54.200]  專注 隨時做好準備
[00:14:54.200 --> 00:14:56.200]  去迎接主在來
[00:14:56.200 --> 00:15:00.200]  這就是我們需要去有的心態
[00:15:00.200 --> 00:15:02.200]  一種生命的特質
[00:15:02.200 --> 00:15:06.200]  在當時彼得前書的寫作背景
[00:15:06.200 --> 00:15:10.200]  其實他們都是一羣被社會剝奪的一羣基督徒
[00:15:10.200 --> 00:15:14.200]  可能他們都受到一些不公平的對待
[00:15:14.200 --> 00:15:16.200]  但從歷史的角度來看
[00:15:16.200 --> 00:15:18.200]  他們知道主有一天會回來
[00:15:18.200 --> 00:15:22.200]  公義得到真正的彰顯的時候
[00:15:22.200 --> 00:15:24.200]  同時也不滿足於現在
[00:15:24.200 --> 00:15:26.200]  他們需要有很多的預備
[00:15:26.200 --> 00:15:28.200]  很多的行動
[00:15:28.200 --> 00:15:30.200]  這就是他們當時要鼓勵他們做的
[00:15:30.200 --> 00:15:32.200]  我們回看今時今日
[00:15:32.200 --> 00:15:34.200]  我們要等待主回來的時候
[00:15:34.200 --> 00:15:38.200]  有時我們都沒有這種心思
[00:15:38.200 --> 00:15:40.200]  但對於將來的盼望
[00:15:40.200 --> 00:15:42.200]  我們會盼望什麼呢
[00:15:42.200 --> 00:15:46.200]  我相信有很多人都爲將來退休做了很多打算計劃
[00:15:46.200 --> 00:15:48.200]  可能會買年金
[00:15:48.200 --> 00:15:49.200]  買保險
[00:15:49.200 --> 00:15:50.200]  投資
[00:15:50.200 --> 00:15:52.200]  讓退休之後的生活更加好
[00:15:52.200 --> 00:15:54.200]  這一切的計劃不是不好
[00:15:54.200 --> 00:15:58.200]  但有幾個人會爲將來主回來的時候
[00:15:58.200 --> 00:16:00.200]  去做好這個準備呢
[00:16:00.200 --> 00:16:02.200]  因爲你們盼望主回來
[00:16:02.200 --> 00:16:06.200]  你要做好這一種爲永恆計劃的投資
[00:16:06.200 --> 00:16:08.200]  我相信是有,但也不多
[00:16:08.200 --> 00:16:10.200]  我想鼓勵大家
[00:16:10.200 --> 00:16:13.200]  退休不是什麼都不做
[00:16:13.200 --> 00:16:15.200]  退休可以是一個侍奉
[00:16:15.200 --> 00:16:18.200]  生命更加長成
[00:16:18.200 --> 00:16:23.200]  去預備迎接主一種計劃的目標
[00:16:23.200 --> 00:16:27.200]  視乎我們將來的眼目怎麼看
[00:16:27.200 --> 00:16:30.200]  第二方面
[00:16:30.200 --> 00:16:33.200]  我們需要展示那種屬靈質素
[00:16:33.200 --> 00:16:35.200]  其中第二方面的生命特質
[00:16:35.200 --> 00:16:38.200]  就是一個聖潔的生命
[00:16:38.200 --> 00:16:41.200]  主要經文的重點就是
[00:16:41.200 --> 00:16:44.200]  命令我們要聖潔
[00:16:44.200 --> 00:16:47.200]  提醒我們要聖潔的時候
[00:16:47.200 --> 00:16:49.200]  從一個消極的方法
[00:16:49.200 --> 00:16:51.200]  就是要禁止
[00:16:51.200 --> 00:16:53.200]  不要效法
[00:16:53.200 --> 00:16:56.200]  從前矇昧無知
[00:16:56.200 --> 00:16:58.200]  特別是提到一些外邦人
[00:16:58.200 --> 00:16:59.200]  在未信主義之前
[00:16:59.200 --> 00:17:03.200]  因爲他們不認識上帝
[00:17:03.200 --> 00:17:04.200]  不認識神
[00:17:04.200 --> 00:17:05.200]  他們在肉體上
[00:17:05.200 --> 00:17:07.200]  在各方面放縱自己
[00:17:07.200 --> 00:17:09.200]  因爲他們無知
[00:17:09.200 --> 00:17:10.200]  他們被剋制
[00:17:10.200 --> 00:17:12.200]  但今天有了新的生命
[00:17:12.200 --> 00:17:13.200]  有了新的方向
[00:17:13.200 --> 00:17:16.200]  他說你們既作順命的兒女
[00:17:16.200 --> 00:17:17.200]  這個意思就是
[00:17:17.200 --> 00:17:18.200]  你們生命已經轉變了
[00:17:18.200 --> 00:17:19.200]  所以你要謹記
[00:17:19.200 --> 00:17:20.200]  你是一個什麼人
[00:17:20.200 --> 00:17:23.200]  你應該做回什麼人應有的行爲
[00:17:23.200 --> 00:17:24.200]  的特性
[00:17:24.200 --> 00:17:27.200]  第二方面就是積極
[00:17:27.200 --> 00:17:29.200]  既然你不要做那些事
[00:17:29.200 --> 00:17:32.200]  但不等於你只是不做那些事
[00:17:32.200 --> 00:17:34.200]  但正面就是
[00:17:34.200 --> 00:17:37.200]  你應該追求一個屬靈的生命
[00:17:37.200 --> 00:17:38.200]  一個聖潔的生命
[00:17:38.200 --> 00:17:39.200]  他命令他們
[00:17:39.200 --> 00:17:42.200]  你們要追求一個屬靈
[00:17:42.200 --> 00:17:44.200]  一個聖潔的生命
[00:17:44.200 --> 00:17:46.200]  這個聖潔是指什麼呢
[00:17:46.200 --> 00:17:47.200]  在希伯來文
[00:17:47.200 --> 00:17:49.200]  是指一種特別的意思
[00:17:49.200 --> 00:17:51.200]  或者比一般更好
[00:17:51.200 --> 00:17:53.200]  或者是出於平凡
[00:17:53.200 --> 00:17:56.200]  當這個物件歸爲聖
[00:17:56.200 --> 00:17:58.200]  被在聖殿使用的時候
