
[00:00:00.000 --> 00:00:05.640]  有一間教會 他們主任牧師的職位出現了空缺
[00:04:35.200 --> 00:04:37.760]  教會的人數很多
[00:04:37.760 --> 00:04:42.620]  所以我為什麼這麼看重Being
[00:04:42.620 --> 00:04:45.440]  即是和神的關係
[00:04:45.440 --> 00:04:47.740]  那麼 弟兄姊妹的Being
[00:04:47.740 --> 00:04:50.300]  和神的關係是良好的話
[00:04:50.300 --> 00:04:53.620]  是堅固的話
[00:04:53.620 --> 00:04:56.700]  我們就不需要太過著重Doing
[00:04:56.700 --> 00:04:58.500]  因為我覺得
[00:04:58.500 --> 00:05:03.360]  如果我們的Being和神的關係真正好的話
[00:05:03.360 --> 00:05:08.720]  Doing就會由內而外得心應手
[00:05:08.720 --> 00:05:13.840]  相反 如果教會只有精彩的活動Doing
[00:05:13.840 --> 00:05:15.640]  而沒有真理
[00:05:15.640 --> 00:05:19.220]  沒有和神一個好的關係Being的話
[00:05:19.220 --> 00:05:22.040]  撒旦一點都不擔心
[00:05:22.040 --> 00:05:26.660]  教會的人數很多
[00:05:26.660 --> 00:05:30.240]  如果我們和神的關係良好、堅固
[00:05:30.240 --> 00:05:33.580]  弟兄姊妹彼此之間的關係緊密
[00:05:33.580 --> 00:05:36.900]  人生的優先次序清晰
[00:05:36.900 --> 00:05:40.480]  行程的緩急輕重
[00:05:40.480 --> 00:05:42.780]  調配就不會亂了
[00:05:42.780 --> 00:05:44.580]  我們回團契
[00:05:44.580 --> 00:05:47.920]  就不會是因為那個月會是甚麼日節目
[00:05:47.920 --> 00:05:49.960]  我們回崇拜
[00:05:49.960 --> 00:05:53.020]  就不會因為是哪一個講完
[00:05:53.020 --> 00:05:55.080]  我們以後才出席
[00:05:55.080 --> 00:05:57.900]  又或者因為有朋友約
[00:05:57.900 --> 00:06:00.960]  而我們就失蹤了
[00:06:00.960 --> 00:06:04.040]  或者我們要問自己一個問題
[00:06:04.040 --> 00:06:06.100]  我們對神
[00:06:06.100 --> 00:06:08.140]  我們和神的關係
[00:06:08.140 --> 00:06:11.460]  是不是我們在無可奈何之下
[00:06:11.460 --> 00:06:16.080]  我們才把神放在第一位
[00:06:16.080 --> 00:06:17.600]  有一天
[00:06:17.600 --> 00:06:22.220]  阿當和夏娃在伊甸園道散步
[00:06:22.220 --> 00:06:27.080]  夏娃含情脈脈地問
[00:06:27.080 --> 00:06:30.660]  你真的只愛我一個人?
[00:06:30.660 --> 00:06:33.480]  阿當無可奈何地回答說
[00:06:33.480 --> 00:06:34.760]  當然
[00:06:34.760 --> 00:06:38.340]  如果不是我還可以愛誰呢?
[00:06:38.340 --> 00:06:42.180]  我們對神是不是這樣呢?
[00:06:42.180 --> 00:06:45.000]  我們是不是只是在頭腦上面
[00:06:45.000 --> 00:06:48.580]  在無可奈何的情況底下
[00:06:48.580 --> 00:06:51.920]  在沒有另外一個選擇出現之前
[00:06:51.920 --> 00:06:59.860]  我們才做出應當仰望神的動作
[00:06:59.860 --> 00:07:03.180]  或者我們一直是經歷著這一份
[00:07:03.180 --> 00:07:05.740]  我們不配的恩典
[00:07:05.740 --> 00:07:08.560]  而由心底裏面俯伏
[00:07:08.560 --> 00:07:12.660]  然後仰望神
[00:07:12.660 --> 00:07:13.940]  這一期
[00:07:13.940 --> 00:07:16.240]  我的講道系列是
[00:07:16.240 --> 00:07:19.820]  仰望主學上神
[00:07:19.820 --> 00:07:21.620]  第一堂我們學習過
[00:07:21.620 --> 00:07:26.480]  仰望不是有時終無厭式的仰望
[00:07:26.480 --> 00:07:28.280]  記住
[00:07:28.280 --> 00:07:30.840]  謙卑
[00:07:30.840 --> 00:07:36.460]  感到不配是仰望神的先決條件
[00:07:36.460 --> 00:07:40.820]  認罪悔改是我們親近神
[00:07:40.820 --> 00:07:45.420]  仰望神的第一步
[00:07:45.420 --> 00:07:47.980]  第二堂我們知道
[00:07:47.980 --> 00:07:49.260]  在神面前
[00:07:49.260 --> 00:07:51.320]  我們作為可拉的後裔
[00:07:51.320 --> 00:07:55.160]  我們都是恩典的餘種
[00:07:55.160 --> 00:07:57.200]  蒙恩的罪人
[00:07:57.200 --> 00:07:59.520]  一切都是恩典
[00:07:59.520 --> 00:08:01.300]  沒有什麼是應得
[00:08:01.300 --> 00:08:04.120]  沒有什麼是應份
[00:08:04.120 --> 00:08:07.700]  所有都是神的連率
[00:08:07.700 --> 00:08:09.760]  神的憐憫
[00:08:09.760 --> 00:08:12.060]  搞清楚這一點之後
[00:08:12.060 --> 00:08:14.100]  當我們再讀
[00:08:14.100 --> 00:08:15.380]  我的心啊
[00:08:15.380 --> 00:08:16.660]  你為何憂悶
[00:08:16.660 --> 00:08:18.980]  為何在我裏面煩躁
[00:08:18.980 --> 00:08:22.560]  應當仰望神
[00:08:22.560 --> 00:08:24.620]  多了這一份的不配
[00:08:24.620 --> 00:08:26.660]  明白了這一份
[00:08:26.660 --> 00:08:28.460]  不配的恩典
[00:08:28.460 --> 00:08:30.240]  我們說
[00:08:30.240 --> 00:08:32.800]  應當仰望神
[00:08:32.800 --> 00:08:34.860]  會有很大的分別
[00:08:34.860 --> 00:08:39.200]  很不同
[00:08:39.200 --> 00:08:42.540]  可拉的後裔在詩篇裏面
[00:08:42.540 --> 00:08:44.080]  為我們留下了
[00:08:44.080 --> 00:08:47.660]  12篇感人的詩歌
[00:08:47.660 --> 00:08:50.220]  詩篇42篇
[00:08:50.220 --> 00:08:52.520]  是其中之一
[00:08:52.520 --> 00:08:56.100]  也是詩篇裏面的第一首
[00:08:56.100 --> 00:09:00.200]  今天我們讀6到11節
[00:09:00.200 --> 00:09:02.000]  這個是可拉後裔
[00:09:02.000 --> 00:09:07.120]  對他們渴望神的熱情表白
[00:09:07.120 --> 00:09:08.660]  第六節
[00:09:08.660 --> 00:09:09.940]  我的神啊
[00:09:09.940 --> 00:09:12.500]  我的心在我裏面憂悶
[00:09:12.500 --> 00:09:14.280]  所以我從約旦地
[00:09:14.280 --> 00:09:19.140]  從黑門嶺 從米薩山紀念你
[00:09:19.140 --> 00:09:23.500]  這份的熱烈真摯的情感
[00:09:23.500 --> 00:09:26.060]  透過我從約旦地
[00:09:26.060 --> 00:09:29.900]  從黑門嶺 從米薩山紀念你
[00:09:29.900 --> 00:09:32.460]  而傾流
[00:09:32.460 --> 00:09:34.500]  詩人的地理視覺
[00:09:34.500 --> 00:09:37.320]  似乎是由籠統的約旦地
[00:09:37.320 --> 00:09:43.980]  轉到具體的黑門嶺
[00:09:43.980 --> 00:09:46.540]  黑門嶺是黑門山脈
[00:09:46.540 --> 00:09:49.980]  主峰高達2814米
[00:09:49.980 --> 00:09:53.200]  即是海拔超過9000呎
[00:09:53.200 --> 00:09:56.280]  米薩山是屬於黑門嶺的一部份
[00:09:56.280 --> 00:09:58.300]  站在那裏可以俯瞰
[00:09:58.300 --> 00:10:02.920]  以色列全地和遠遠的約旦河
[00:10:02.920 --> 00:10:06.000]  它也是約旦河的源頭
[00:10:06.000 --> 00:10:11.120]  更加是神所應許的美地或定的地界
[00:10:11.120 --> 00:10:14.200]  原先米薩山的黑門
[00:10:14.200 --> 00:10:17.000]  黑門這個字的原文日字根
[00:10:17.000 --> 00:10:20.600]  是含有毀滅的意思
[00:10:20.600 --> 00:10:25.720]  但是神要使這個地方變為泉源之地
[00:10:25.720 --> 00:10:28.020]  經過盤石的裂口
[00:10:28.020 --> 00:10:31.340]  要讓黑門山融化的雪水
[00:10:31.340 --> 00:10:33.640]  流入約旦河
[00:10:33.640 --> 00:10:38.760]  滋潤以色列全地
[00:10:38.760 --> 00:10:42.600]  可拉後裔紀念米薩山
[00:10:42.600 --> 00:10:45.920]  是因為神的憐憫
[00:10:45.920 --> 00:10:47.980]  神的賜福
[00:10:47.980 --> 00:10:51.300]  神的拯救而歌唱
[00:10:51.300 --> 00:10:54.640]  米薩山是他們思念的地方
[00:10:54.640 --> 00:10:59.240]  更加是他們生命感恩的地方
[00:10:59.240 --> 00:11:01.280]  我們感謝主
[00:11:01.280 --> 00:11:03.320]  祂今天同樣也都恩待了
[00:11:03.320 --> 00:11:09.200]  我們這幫不配的蒙恩的罪人
[00:11:09.200 --> 00:11:15.100]  在二分所書二章1-5節說
[00:11:15.100 --> 00:11:18.160]  「你們死在過犯罪惡之中
[00:11:18.160 --> 00:11:20.220]  他叫你們活過來
[00:11:20.220 --> 00:11:24.560]  那時你們在其中行事為人
[00:11:24.560 --> 00:11:26.620]  隨從今世的風俗
[00:11:26.620 --> 00:11:30.200]  信服空中掌權者的手令
[00:11:30.200 --> 00:11:35.840]  就是現今在撥翼之子心中運行的邪令
[00:11:35.840 --> 00:11:39.160]  我們從前也都在他們中間
[00:11:39.160 --> 00:11:41.460]  放縱肉體的私慾
[00:11:41.460 --> 00:11:45.040]  隨著肉體和心中所喜好的去行
[00:11:45.040 --> 00:11:47.360]  本為可怒之子
[00:11:47.360 --> 00:11:49.140]  和別人一樣
[00:11:49.140 --> 00:11:52.720]  然而神既有豐富的憐憫
[00:11:52.720 --> 00:11:54.780]  人太愛我們的大愛
[00:11:54.780 --> 00:11:57.840]  當我們死在過犯中的時候
[00:11:57.840 --> 00:12:01.680]  便叫我們與基督一同活過來
[00:12:01.680 --> 00:12:04.760]  你們得救是本乎因」
[00:12:04.760 --> 00:12:08.340]  因此我們就應該試試
[00:12:08.340 --> 00:12:11.660]  因著我們生命裏面的米薩山
[00:12:11.660 --> 00:12:13.960]  即是各國他山上面
[00:12:13.960 --> 00:12:18.060]  主耶穌為我們成全的偉大救贖
[00:12:18.060 --> 00:12:24.720]  而放聲歌唱讚美
[00:12:24.720 --> 00:12:32.660]  由黑門嶺我想起中國的秦嶺
[00:12:32.660 --> 00:12:40.600]  秦嶺是橫貫中國中部的一座皺接山脈
[00:12:40.600 --> 00:12:43.920]  是陝西省關中地區
[00:12:43.920 --> 00:12:48.780]  和陝西地區的分界線
[00:12:48.780 --> 00:12:53.900]  是中國地理上面的南北分界線
[00:12:53.900 --> 00:12:59.020]  同時亦都是長江流域和黃河流域的一個分水嶺
[00:12:59.020 --> 00:13:05.680]  在漢代就已經有秦嶺這個名稱
[00:13:05.680 --> 00:13:08.500]  亦都因為是在關中以南
[00:13:08.500 --> 00:13:12.080]  所以又稱為南山
[00:13:12.080 --> 00:13:14.640]  在2016年那次去到中國
[00:13:14.640 --> 00:13:17.460]  主要是去北京和西安
[00:13:17.460 --> 00:13:20.020]  在去兵馬俑
[00:13:20.020 --> 00:13:23.860]  或者去華山的那個旅途當中
[00:13:23.860 --> 00:13:26.160]  沿著秦嶺
[00:13:26.160 --> 00:13:29.240]  可能是由於在北京的時候
[00:13:29.240 --> 00:13:31.020]  去了不同的博物館
[00:13:31.020 --> 00:13:34.620]  在西安又去了陝西博物館
[00:13:34.620 --> 00:13:36.440]  濃濃的那份
[00:13:36.440 --> 00:13:39.740]  貴為炎黃子孫的那份感覺
[00:13:39.740 --> 00:13:43.820]  從來未試過這麼濃烈過
[00:13:43.820 --> 00:13:46.640]  但是在悠久的歷史面前
[00:13:46.640 --> 00:13:49.720]  我有體會到自己的渺小
[00:13:49.720 --> 00:13:55.100]  重溫中國源遠流長的歷史
[00:13:55.100 --> 00:13:59.960]  經歷不同皇朝的興衰更替
[00:13:59.960 --> 00:14:04.820]  有些無奈 有些唏噓
[00:14:04.820 --> 00:14:09.440]  但經現代的中國資訊發達
[00:14:09.440 --> 00:14:14.560]  在手機人手一部甚至多部的數碼世界裏面
[00:14:14.560 --> 00:14:19.420]  有些興奮 亦都有些擔心
[00:14:19.420 --> 00:14:22.240]  去到兵馬俑
[00:14:22.240 --> 00:14:24.800]  這個古代的悲劇
[00:14:24.800 --> 00:14:27.100]  今日西安的主要旅遊
[00:14:27.100 --> 00:14:30.180]  以及經濟的重心和吸引
[00:14:30.180 --> 00:14:34.520]  見到每個士兵 步兵 騎兵
[00:14:34.520 --> 00:14:36.320]  他們不同的面貌
[00:14:36.320 --> 00:14:38.100]  聽導遊說
[00:14:38.100 --> 00:14:41.180]  兵馬俑裏面每一個人物
[00:14:41.180 --> 00:14:43.220]  他們的樣貌都不同
[00:14:43.220 --> 00:14:47.060]  我就想起神的創造
[00:14:47.060 --> 00:14:50.400]  世界七十幾億的人口
[00:14:50.400 --> 00:14:53.200]  以及已經過去的每一個
[00:14:53.200 --> 00:14:57.040]  就好像詩歌《尋問》裏面所說
[00:14:57.040 --> 00:15:00.620]  風雨殿誰造 早午晚誰定
[00:15:00.620 --> 00:15:06.260]  走遍人叢 可會找到相似兩張臉
[00:15:06.260 --> 00:15:08.560]  我怎能夠不感恩
[00:15:08.560 --> 00:15:12.660]  我為神的美麗創造之一
[00:15:12.660 --> 00:15:16.500]  更加的是 眾裏尋他
[00:15:16.500 --> 00:15:24.180]  人算什麽 你竟顧念我
[00:15:24.180 --> 00:15:27.000]  見到歷代帝王的更替
[00:15:27.000 --> 00:15:30.320]  無知的他們連死了之後
[00:15:30.320 --> 00:15:32.620]  都要坐擁
[00:15:32.620 --> 00:15:37.240]  其實正確的來說是臥擁江山
[00:15:37.240 --> 00:15:40.820]  中國歷史無休止的生靈塗炭
[00:15:40.820 --> 00:15:45.680]  都是因著人的貪婪好勝
[00:15:45.680 --> 00:15:49.000]  秦始皇大地在我腳下
[00:15:49.000 --> 00:15:54.640]  國計掌於手中哪個再敢多說話的那份霸氣
[00:15:54.640 --> 00:15:58.740]  早已經灰飛煙滅
[00:15:58.740 --> 00:16:00.780]  想起聖經的提醒
[00:16:00.780 --> 00:16:02.840]  傳道書說
[00:16:02.840 --> 00:16:05.640]  生有時 死有時
[00:16:05.640 --> 00:16:08.200]  殺戮有時 依治有時
[00:16:08.200 --> 00:16:11.540]  拆毀有時 建造有時
[00:16:11.540 --> 00:16:16.140]  增戰有時 和好有時
[00:16:16.140 --> 00:16:19.220]  3章 9到11節又說
[00:16:19.220 --> 00:16:21.020]  這樣看來
[00:16:21.020 --> 00:16:24.860]  造事的人在他的牢獄上有什麽益處呢
[00:16:24.860 --> 00:16:28.180]  我見神叫世人「牢虎」
[00:16:28.180 --> 00:16:31.260]  使他們在其中受精煉
[00:16:31.260 --> 00:16:34.840]  神造萬物各按其時成為美好
[00:16:34.840 --> 00:16:37.900]  又將永生安置在世人心裏
[00:16:37.900 --> 00:16:41.240]  然而神從此至終的作為
[00:16:41.240 --> 00:16:44.820]  人不能參透
[00:16:44.820 --> 00:16:46.620]  我們不要裝神
[00:16:46.620 --> 00:16:49.440]  我們不會完全明白
[00:16:49.440 --> 00:16:51.220]  但是最重要的是
[00:16:51.220 --> 00:16:53.280]  傳道書12章1節
[00:16:53.280 --> 00:16:55.060]  你親著年幼
[00:16:55.060 --> 00:16:57.120]  衰敗的日子尚未來到
[00:16:57.120 --> 00:16:58.140]  就是你所說
[00:16:58.140 --> 00:17:00.700]  我毫無喜樂的那些年日
[00:17:00.700 --> 00:17:02.740]  未曾臨近之先
[00:17:02.740 --> 00:17:06.580]  當紀念你的主
[00:17:06.580 --> 00:17:12.980]  在華山我體會到大地在我腳下的感覺
[00:17:12.980 --> 00:17:15.020]  這個正正就是我們平時
[00:17:15.020 --> 00:17:18.100]  自高自大的那份感覺
[00:17:18.100 --> 00:17:20.920]  在神偉大的創造底下
[00:17:20.920 --> 00:17:25.020]  我更覺得渺小
[00:17:25.020 --> 00:17:27.820]  我因此更加的感恩
[00:17:27.820 --> 00:17:30.900]  當紀念你的主
[00:17:30.900 --> 00:17:37.300]  為中國為教會為自己
[00:17:37.300 --> 00:17:41.920]  當紀念你的主
[00:17:41.920 --> 00:17:43.440]  我的神啊
[00:17:43.440 --> 00:17:47.280]  我的心在我裏面憂悶
[00:17:47.280 --> 00:17:49.080]  所以我從約旦地
[00:17:49.080 --> 00:17:54.200]  從黑門嶺從米薩山紀念你
[00:17:54.200 --> 00:17:57.780]  應當仰望神
[00:17:57.780 --> 00:18:01.620]  在禱告裏面明明曉得仰望神
[00:18:01.620 --> 00:18:05.980]  在教堂裏面明明知道要仰望神
[00:18:05.980 --> 00:18:09.560]  在困境裏面明明記得仰望神
[00:18:09.560 --> 00:18:16.460]  為什麼回到現實就忘記得一乾二淨
[00:18:16.460 --> 00:18:20.560]  聖經沒有給我們超現實的應許
[00:18:20.560 --> 00:18:23.380]  聖經是真實的
[00:18:23.380 --> 00:18:28.760]  是我們的經歷也是真實的
[00:18:28.760 --> 00:18:31.060]  第七節
[00:18:31.060 --> 00:18:32.860]  你的瀑布發聲
[00:18:32.860 --> 00:18:35.160]  深淵就與深淵響應
[00:18:35.160 --> 00:18:37.200]  你的波浪洪濤
[00:18:37.200 --> 00:18:39.260]  慢過我身
[00:18:39.260 --> 00:18:42.580]  在上游的水庫深淵
[00:18:42.580 --> 00:18:45.400]  流出的瀑布卸入溪河
[00:18:45.400 --> 00:18:47.700]  流入大海深淵
[00:18:47.700 --> 00:18:52.820]  所以說深淵就與深淵響應
[00:18:52.820 --> 00:18:56.140]  這個是約旦河的寫照
[00:18:56.140 --> 00:18:58.460]  也都用來形容
[00:18:58.460 --> 00:19:01.780]  由神的水庫奔流出來的水
[00:19:01.780 --> 00:19:05.360]  好像波浪洪濤
[00:19:05.360 --> 00:19:09.980]  將私人去淹沒
[00:19:09.980 --> 00:19:11.500]  私人認為
[00:19:11.500 --> 00:19:13.040]  神容許這些痛苦
[00:19:13.040 --> 00:19:15.100]  這些苦難淋到他身上
[00:19:15.100 --> 00:19:21.240]  是神忘記了丟棄了他的結果
[00:19:21.240 --> 00:19:23.300]  我們不需要別人
[00:19:23.300 --> 00:19:26.360]  在第三節或者第十節那裡說
[00:19:26.360 --> 00:19:29.440]  你的神在哪裏
[00:19:29.440 --> 00:19:30.980]  在難處裏面
[00:19:30.980 --> 00:19:33.540]  我們已經比私人更加快的說
[00:19:33.540 --> 00:19:35.580]  我的神在哪裏
[00:19:35.580 --> 00:19:38.140]  去了哪裏
[00:19:38.140 --> 00:19:39.920]  深淵的是
[00:19:39.920 --> 00:19:44.540]  私人仍舊沒有放棄對神的盼望
[00:19:44.540 --> 00:19:47.360]  他要唱歌讚美
[00:19:47.360 --> 00:19:49.400]  禱告祈求
[00:19:49.400 --> 00:19:54.000]  私人回憶他過去怎樣向神祈禱
[00:19:54.000 --> 00:20:00.160]  雖然私人經歷這麼慘痛的痛苦
[00:20:00.160 --> 00:20:02.700]  但是他仍然對神
[00:20:02.700 --> 00:20:04.000]  存絕盼望
[00:20:04.000 --> 00:20:06.040]  第八節
[00:20:06.040 --> 00:20:10.140]  白晝:夜禍說必向我施慈愛
[00:20:10.140 --> 00:20:12.960]  黑夜我要歌頌禱告
[00:20:12.960 --> 00:20:15.760]  賜我生命的神
[00:20:15.760 --> 00:20:19.600]  今天也是我們回顧
[00:20:19.600 --> 00:20:23.180]  神在我們身上浩大恩典的時候
[00:20:23.180 --> 00:20:24.980]  弟兄姊妹
[00:20:24.980 --> 00:20:26.520]  各位朋友
[00:20:26.520 --> 00:20:31.120]  這樣我們才可以重新得力
[00:20:31.120 --> 00:20:35.480]  重新出發
[00:20:35.480 --> 00:20:37.780]  在病假裏面
[00:20:37.780 --> 00:20:42.120]  在中國旅行的期間
[00:20:42.120 --> 00:20:45.960]  甚至在華山北峰頂上
[00:20:45.960 --> 00:20:48.000]  我一直為教會
[00:20:48.000 --> 00:20:51.840]  特別是幾個問題去禱告
[00:20:51.840 --> 00:20:53.120]  求智慧
[00:20:53.120 --> 00:20:56.200]  懇求神的帶領
[00:20:56.200 --> 00:20:58.500]  我領受了神賜我
[00:20:58.500 --> 00:21:00.300]  我不配的恩典
[00:21:00.300 --> 00:21:03.880]  我明白再有機會侍奉
[00:21:03.880 --> 00:21:05.160]  不是我叻
[00:21:05.160 --> 00:21:06.960]  不是我重要
[00:21:06.960 --> 00:21:09.000]  我更加理解到
[00:21:09.000 --> 00:21:11.300]  無論在中國歷史面前
[00:21:11.300 --> 00:21:12.580]  在北峰頂
[00:21:12.580 --> 00:21:14.880]  雖然大地在我腳下
[00:21:14.880 --> 00:21:17.440]  我仍然感受到
[00:21:17.440 --> 00:21:19.760]  人的渺小
[00:21:19.760 --> 00:21:21.280]  我更加體會到
[00:21:21.280 --> 00:21:24.600]  我並不是救世主
[00:21:24.600 --> 00:21:25.900]  沒有了我
[00:21:25.900 --> 00:21:27.180]  其實對神的侍功
[00:21:27.180 --> 00:21:30.240]  完全沒有影響
[00:21:30.240 --> 00:21:32.300]  我更加的仰望
[00:21:32.300 --> 00:21:34.340]  更多的教託
[00:21:34.340 --> 00:21:36.400]  更多的等候
[00:21:36.400 --> 00:21:39.200]  更多的禱告
[00:21:39.200 --> 00:21:40.480]  我求的
[00:21:40.480 --> 00:21:43.040]  不是用我的方法
[00:21:43.040 --> 00:21:45.080]  去解決問題
[00:21:45.080 --> 00:21:46.360]  盼望的是
[00:21:46.360 --> 00:21:48.420]  我與教會作帶領的
[00:21:48.420 --> 00:21:52.000]  一起看到神的旨意
[00:21:52.000 --> 00:21:54.040]  感謝神賜給我們
[00:21:54.040 --> 00:21:57.880]  有不同的才幹和恩慈
[00:21:57.880 --> 00:21:59.160]  在過往的經驗
[00:21:59.160 --> 00:22:00.700]  當我們遇到難題
[00:22:00.700 --> 00:22:04.800]  我們以為總有一兩套應變的方法
[00:22:04.800 --> 00:22:07.620]  同樣面對著不同侍功的挑戰
[00:22:07.620 --> 00:22:11.960]  我們以為總有一兩套應變的方案
[00:22:11.960 --> 00:22:13.260]  問題是
[00:22:13.260 --> 00:22:14.780]  我的方法
[00:22:14.780 --> 00:22:16.840]  還是你的方法
[00:22:16.840 --> 00:22:21.440]  誰才是神的方案?
[00:22:21.440 --> 00:22:23.240]  在禱告會裏面
[00:22:23.240 --> 00:22:27.340]  很多時我們提出一個代禱的事項
[00:22:27.340 --> 00:22:29.120]  隨之而來的
[00:22:29.120 --> 00:22:35.020]  就是一個一個解決的方法
[00:22:35.020 --> 00:22:40.400]  各人都會提出不同的解決方法
[00:22:40.400 --> 00:22:42.440]  自己的方法
[00:22:42.440 --> 00:22:43.980]  我們忘記了
[00:22:43.980 --> 00:22:45.260]  在禱告會裏面
[00:22:45.260 --> 00:22:48.580]  我們將這個題目拿出來禱告的時候
[00:22:48.580 --> 00:22:49.620]  其實
[00:22:49.620 --> 00:22:53.960]  我們的目的是要尋求神的旨意
[00:22:53.960 --> 00:22:55.500]  神的方法
[00:22:55.500 --> 00:22:57.040]  不是你的方法
[00:22:57.040 --> 00:23:00.100]  不是我的方法
[00:23:00.100 --> 00:23:06.500]  我們再看一幅漫畫
[00:23:06.500 --> 00:23:08.560]  這位同學在美術課裏面
[00:23:08.560 --> 00:23:10.340]  畫了一幅很美麗的圖畫
[00:23:10.340 --> 00:23:12.400]  他畫了一隻貓頭鷹
[00:23:12.400 --> 00:23:15.460]  老師說你畫得很好
[00:23:15.460 --> 00:23:18.020]  但是重點來了
[00:23:18.020 --> 00:23:20.580]  我今天給你的題目是
[00:23:20.580 --> 00:23:23.140]  我的家庭
[00:23:23.140 --> 00:23:25.200]  他畫得多好都沒有用
[00:23:25.200 --> 00:23:28.780]  漫畫提醒我們
[00:23:28.780 --> 00:23:32.100]  將侍奉做得好是很重要
[00:23:32.100 --> 00:23:33.900]  但是在那個之前
