
[00:00:00.000 --> 00:00:02.800]  在網上有一個這樣的報導
[00:03:08.200 --> 00:03:09.040]  神已經說了
[00:03:09.040 --> 00:03:11.520]  我們一起看《生命記》六章三節
[00:03:11.520 --> 00:03:12.400]  我們一起讀,好嗎?
[00:03:12.400 --> 00:03:13.680]  1、2、3
[00:03:13.680 --> 00:03:15.920]  「以色列,你要聽」
[00:03:15.920 --> 00:03:17.560]  「要謹守遵行」
[00:03:17.560 --> 00:03:22.160]  「使你可以在那流乃與物之地得以享福」
[00:03:22.160 --> 00:03:24.320]  「人數極其增多」
[00:03:24.320 --> 00:03:29.320]  「正如耶和華,你列祖的神所應許的」
[00:03:29.320 --> 00:03:30.520]  在這裡呢
[00:03:30.520 --> 00:03:33.440]  它說了又是「以色列,你要聽」
[00:03:33.440 --> 00:03:35.520]  就是同時和神聖的金句一樣
[00:03:35.520 --> 00:03:37.080]  它說「聽」些什麼呢?
[00:03:37.080 --> 00:03:38.960]  其實這個謹守遵行呢
[00:03:38.960 --> 00:03:40.360]  就是等於「愛神」
[00:03:40.360 --> 00:03:42.480]  我們接著會解釋
[00:03:42.480 --> 00:03:43.520]  謹守遵行就是等於
[00:03:43.520 --> 00:03:48.320]  愛神可以為我們帶來什麼在人生裡面的祝福
[00:03:48.320 --> 00:03:49.440]  而這些祝福呢
[00:03:49.440 --> 00:03:50.480]  就是聖經裡面
[00:03:50.480 --> 00:03:53.240]  神所一切的應許
[00:03:53.240 --> 00:03:56.080]  要實現在我們的生命裡面
[00:03:56.080 --> 00:03:57.240]  有人統計過
[00:03:57.240 --> 00:03:59.360]  究竟聖經裡面有多少應許呢?
[00:03:59.360 --> 00:04:04.360]  有人統計過聖經裡面有接近三萬個應許
[00:04:04.360 --> 00:04:06.840]  一個聖經有多少章多少節呢?
[00:04:06.840 --> 00:04:10.000]  整本聖經有一千一百八十九章
[00:04:10.000 --> 00:04:12.560]  三萬一千一百零三節
[00:04:12.560 --> 00:04:13.720]  會說呢
[00:04:13.720 --> 00:04:15.120]  當我們看聖經的時候
[00:04:15.120 --> 00:04:17.880]  幾乎我們看每一節的聖經
[00:04:17.880 --> 00:04:20.000]  都會遇到神的應許
[00:04:20.000 --> 00:04:20.920]  這個祝福
[00:04:20.920 --> 00:04:21.800]  神所應許的祝福
[00:04:21.800 --> 00:04:23.440]  我們愛祂的祝福
[00:04:23.440 --> 00:04:26.080]  不是代表我們一生一帆風順
[00:04:26.080 --> 00:04:27.840]  無波無風無浪
[00:04:27.840 --> 00:04:29.720]  因為不是一帆風順
[00:04:29.720 --> 00:04:31.720]  是人生的真相來的
[00:04:31.720 --> 00:04:33.320]  但是
[00:04:33.320 --> 00:04:34.280]  有風有浪
[00:04:34.280 --> 00:04:35.880]  無論你在人生裡面
[00:04:35.880 --> 00:04:36.960]  有風有浪
[00:04:36.960 --> 00:04:38.400]  或者是陽光普照
[00:04:38.400 --> 00:04:39.280]  或者是崎嶇
[00:04:39.280 --> 00:04:40.480]  或者是平坦
[00:04:40.480 --> 00:04:42.040]  神都與你同在
[00:04:42.040 --> 00:04:44.200]  這個就是神在我們生命裡面
[00:04:44.200 --> 00:04:45.640]  應許的祝福
[00:04:45.640 --> 00:04:49.280]  應許的跟我們一起同在
[00:04:49.280 --> 00:04:50.080]  這一份的平安
[00:04:50.080 --> 00:04:51.600]  這一份的能力
[00:04:51.600 --> 00:04:54.520]  我們要用什麼樣的態度
[00:04:54.520 --> 00:04:56.280]  去愛我們的神呢?
[00:04:56.280 --> 00:04:58.480]  我們再看多一次好嗎?
[00:04:58.480 --> 00:04:59.440]  今個季的今個月
[00:04:59.440 --> 00:05:01.760]  我們讀多一點就會記得
[00:05:01.760 --> 00:05:03.480]  新明記錄章四節五節
[00:05:03.480 --> 00:05:03.960]  我們一起讀
[00:05:03.960 --> 00:05:05.320]  一二三
[00:05:05.320 --> 00:05:07.560]  以色列你要聽
[00:05:07.560 --> 00:05:10.640]  耶和華我們的神是獨一的主
[00:05:10.640 --> 00:05:13.400]  你要盡心盡性盡力
[00:05:13.400 --> 00:05:16.520]  愛耶和華你的神
[00:05:16.520 --> 00:05:19.240]  我們用什麼態度去愛我們的神呢?
[00:05:19.240 --> 00:05:22.800]  盡心盡性盡力去愛我們的神
[00:05:22.800 --> 00:05:23.600]  我解釋一下
[00:05:23.600 --> 00:05:26.360]  用盡這一切的這三樣東西
[00:05:26.360 --> 00:05:27.560]  盡心呢
[00:05:27.560 --> 00:05:28.720]  你知道盡心
[00:05:28.720 --> 00:05:31.600]  希伯來文不是解我們坊間所
[00:05:31.600 --> 00:05:33.360]  經常用慣的那些
[00:05:33.360 --> 00:05:34.760]  我們的心情
[00:05:34.760 --> 00:05:35.680]  我們的感受
[00:05:35.680 --> 00:05:37.080]  即是feeling
[00:05:37.080 --> 00:05:38.680]  希伯來文不是這樣解的
[00:05:38.680 --> 00:05:39.480]  心
[00:05:39.480 --> 00:05:40.200]  它是什麼?
[00:05:40.200 --> 00:05:41.760]  是我們的思想
[00:05:41.760 --> 00:05:43.640]  是我們的意志
[00:05:43.640 --> 00:05:46.960]  在希伯來文的文化裏面
[00:05:46.960 --> 00:05:48.400]  通常我們講的心
[00:05:48.400 --> 00:05:49.840]  都是講心情
[00:05:49.840 --> 00:05:51.400]  感受那些
[00:05:51.400 --> 00:05:52.600]  但希伯來文的文化
[00:05:52.600 --> 00:05:54.600]  它不是用心來代表的
[00:05:54.600 --> 00:05:56.880]  心是代表思想
[00:05:56.880 --> 00:05:58.640]  你的心情和感受
[00:05:58.640 --> 00:05:59.560]  用什麼來代表呢?
[00:05:59.560 --> 00:06:01.560]  用你的肝和你的腎來代表
[00:06:01.560 --> 00:06:03.640]  所以在文化上面有很大差異
[00:06:03.640 --> 00:06:05.600]  譬如你開小組的時候
[00:06:05.600 --> 00:06:06.600]  跟你的仔細說
[00:06:06.600 --> 00:06:08.120]  你今天的心情如何?
[00:06:08.120 --> 00:06:09.880]  你今天的心如何?
[00:06:09.880 --> 00:06:11.160]  如果是希伯來人就說
[00:06:11.160 --> 00:06:12.400]  你今天的肝是如何?
[00:06:12.400 --> 00:06:13.440]  你今天的腎是如何?
[00:06:13.440 --> 00:06:16.520]  所以你現在很奇怪
[00:06:16.520 --> 00:06:18.360]  性是什麼呢?
[00:06:18.360 --> 00:06:21.240]  性就是那種人生
[00:06:21.240 --> 00:06:22.040]  那種生命
[00:06:22.040 --> 00:06:22.960]  整條命
[00:06:22.960 --> 00:06:25.560]  換句話說代表著我們的人生
[00:06:25.560 --> 00:06:26.400]  盡力
[00:06:26.400 --> 00:06:27.280]  那個力呢
[00:06:27.280 --> 00:06:28.960]  就是我們的體力
[00:06:28.960 --> 00:06:29.960]  我們的才能
[00:06:29.960 --> 00:06:31.280]  我們的智慧
[00:06:31.280 --> 00:06:32.240]  愛神
[00:06:32.240 --> 00:06:37.000]  是我們要用盡一切去學習
[00:06:37.000 --> 00:06:37.880]  去愛神
[00:06:37.880 --> 00:06:40.480]  我稍後會解釋一下怎樣去愛神
[00:06:40.480 --> 00:06:42.880]  但是總括來說
[00:06:42.880 --> 00:06:45.520]  愛神有三個不是
[00:06:45.520 --> 00:06:47.280]  第一個不是
[00:06:47.280 --> 00:06:48.760]  不是單憑感覺
[00:06:48.760 --> 00:06:50.360]  不是像這個世界說feel(感覺)
[00:06:50.360 --> 00:06:51.000]  說feel什麼?
[00:06:51.000 --> 00:06:52.240]  我有feel就是愛
[00:06:52.240 --> 00:06:54.320]  如果沒有feel就完蛋了
[00:06:54.320 --> 00:06:55.560]  換句話說神呢
[00:06:55.560 --> 00:06:58.120]  我們是用意志思想的
[00:06:58.120 --> 00:07:00.560]  換句話說可能你今天心情不好
[00:07:00.560 --> 00:07:02.800]  你最近有很多的阻滯
[00:07:02.800 --> 00:07:06.320]  但是我們知道神喜歡這樣做
[00:07:06.320 --> 00:07:07.800]  我們就決定這樣做
[00:07:07.800 --> 00:07:11.120]  這個就是聖經裡面所說的愛神
[00:07:11.120 --> 00:07:12.920]  第二個
[00:07:12.920 --> 00:07:14.960]  愛神不是只有嘴巴
[00:07:14.960 --> 00:07:16.840]  是用具體行動
[00:07:16.840 --> 00:07:17.760]  我的例子就是
[00:07:17.760 --> 00:07:21.560]  可能在座當中有些太太會很明白
[00:07:21.560 --> 00:07:27.040]  如果你的丈夫一年三百六十五天
[00:07:27.040 --> 00:07:29.680]  天天都說「我愛你」
[00:07:29.680 --> 00:07:30.840]  都挺好的,對不對?
[00:07:30.840 --> 00:07:32.120]  我想都不錯的了
[00:07:32.120 --> 00:07:33.480]  一年三百六十五天
[00:07:33.480 --> 00:07:36.520]  天天都跟你說「我愛你」
[00:07:36.520 --> 00:07:38.560]  但是說著說著就覺得
[00:07:38.560 --> 00:07:40.640]  Show me your love
[00:07:40.640 --> 00:07:43.560]  用一些句子還有一些表示
[00:07:43.560 --> 00:07:45.760]  例如什麼呢?
[00:07:45.760 --> 00:07:48.240]  你的結婚週年紀念記得嗎?
[00:07:48.240 --> 00:07:50.240]  你的生日記不記得?
[00:07:50.240 --> 00:07:52.840]  有人回頭了
[00:07:52.840 --> 00:07:53.920]  記不記得?
[00:07:53.920 --> 00:07:55.840]  我和師母有一點點好處
[00:07:55.840 --> 00:07:58.240]  因為我們的結婚週年
[00:07:58.240 --> 00:07:59.960]  和師母的生日差五天
[00:07:59.960 --> 00:08:01.640]  所以比較容易記
[00:08:01.640 --> 00:08:03.040]  或者不要說記性了
[00:08:03.040 --> 00:08:07.240]  又或者在你可能很沮喪
[00:08:07.240 --> 00:08:09.040]  很不開心的時候
[00:08:09.040 --> 00:08:10.120]  她不要說這麼多
[00:08:10.120 --> 00:08:11.320]  她教你怎麼做事
[00:08:11.320 --> 00:08:15.160]  就坐在你旁邊安靜的陪著你
[00:08:15.160 --> 00:08:16.680]  聽你傾訴
[00:08:16.680 --> 00:08:18.640]  這些都可能是日常生活上
[00:08:18.640 --> 00:08:20.280]  很簡單的具體行動
[00:08:20.280 --> 00:08:21.640]  愛神就是這樣
[00:08:21.640 --> 00:08:23.800]  不是只是用嘴巴說的
[00:08:23.800 --> 00:08:25.960]  我們有具體行動的愛神
[00:08:25.960 --> 00:08:27.440]  第三
[00:08:27.440 --> 00:08:29.360]  不是操縱對方的
[00:08:29.360 --> 00:08:30.480]  在坊間說
[00:08:30.480 --> 00:08:33.120]  我愛你 我喜歡的東西就給你
[00:08:33.120 --> 00:08:34.240]  我喜歡吃榴槤
[00:08:34.240 --> 00:08:35.200]  你不喜歡吃榴槤
[00:08:35.200 --> 00:08:37.000]  我愛你就給你
[00:08:37.000 --> 00:08:39.040]  我很喜歡砌軍事模型
[00:08:39.040 --> 00:08:40.080]  師母就覺得
[00:08:40.080 --> 00:08:41.640]  這些軍事模型很無聊
[00:08:41.640 --> 00:08:43.520]  我愛你 師母你
[00:08:43.520 --> 00:08:45.080]  我握了一個軍事模型給你玩
[00:08:45.080 --> 00:08:46.520]  不是這樣
[00:08:46.520 --> 00:08:48.680]  不是要控制對方
[00:08:48.680 --> 00:08:52.840]  而是選擇用對方所喜歡的東西去愛他
[00:08:52.840 --> 00:08:54.160]  我們愛神都是一樣
[00:08:54.160 --> 00:08:57.280]  我們選擇神所喜悅的行動
[00:08:57.280 --> 00:08:59.000]  具體行動去愛他
[00:08:59.000 --> 00:09:04.640]  究竟什麼才是神所喜悅的具體行動呢?
[00:09:04.640 --> 00:09:06.080]  我選擇了
[00:09:06.080 --> 00:09:09.640]  新明記的第十章十二至十九節
[00:09:09.640 --> 00:09:13.840]  那裡說的跟第六章四至五節很相似
[00:09:13.840 --> 00:09:16.320]  我們一起看看神所喜悅的
[00:09:16.320 --> 00:09:19.440]  我們愛神的具體行動是什麼
[00:09:19.440 --> 00:09:20.760]  第一件事
[00:09:20.760 --> 00:09:22.920]  我們遵守神的命令
[00:09:22.920 --> 00:09:24.240]  我們一起讀
[00:09:24.240 --> 00:09:27.440]  新明記的第十章十二至十三節
[00:09:27.440 --> 00:09:29.680]  我們一起讀 1 2 3
[00:09:29.680 --> 00:09:30.640]  以色列
[00:09:30.640 --> 00:09:35.360]  現在耶和華你神向你所要的是什麼呢?
[00:09:35.360 --> 00:09:38.400]  只要你敬畏耶和華你的神
[00:09:38.400 --> 00:09:39.880]  遵行他的道
[00:09:39.880 --> 00:09:40.920]  愛他
[00:09:40.920 --> 00:09:42.600]  盡心盡性
[00:09:42.600 --> 00:09:43.880]  慈奉他
[00:09:43.880 --> 00:09:46.720]  遵守他的誡命律例
[00:09:46.720 --> 00:09:49.920]  就是我今日所吩咐你的
[00:09:49.920 --> 00:09:53.120]  為要叫你們得福
[00:09:53.120 --> 00:09:55.880]  在這裡
[00:09:55.880 --> 00:09:58.000]  遵行他的道
[00:09:58.000 --> 00:10:00.040]  其實那個希伯來元文就是
[00:10:00.040 --> 00:10:02.320]  根據神的指引去行路
[00:10:02.320 --> 00:10:03.720]  其實跟後來那個
[00:10:03.720 --> 00:10:07.760]  遵守他的誡命律例是一樣的
[00:10:07.760 --> 00:10:11.160]  在這裡不僅僅是舊約聖經這樣
[00:10:11.160 --> 00:10:12.720]  新約聖經裡面
[00:10:12.720 --> 00:10:15.200]  耶穌也一樣說同一樣的東西
[00:10:15.200 --> 00:10:16.040]  他說什麼呢?
[00:10:16.040 --> 00:10:18.600]  他約翰福音第十四章十五節說
[00:10:18.600 --> 00:10:22.960]  你們若愛我就必遵守我的命令
[00:10:22.960 --> 00:10:23.840]  是一致的
[00:10:23.840 --> 00:10:26.520]  所以舊約聖經跟新約聖經是一樣的
[00:10:26.520 --> 00:10:30.840]  愛神就等於遵守祂的命令
[00:10:30.840 --> 00:10:33.320]  在這裡
[00:10:33.320 --> 00:10:36.960]  神吩咐我們遵守祂的命令
[00:10:36.960 --> 00:10:39.480]  神的命令是要來遵守的
[00:10:39.480 --> 00:10:43.720]  就不是跟之前我們所見的東西一樣的
[00:10:43.720 --> 00:10:44.640]  他在說什麼呢?
[00:10:44.640 --> 00:10:48.240]  之前可能很多人將神的命令
[00:10:48.240 --> 00:10:49.320]  不是用來遵守的
[00:10:49.320 --> 00:10:52.240]  是將它降格成為一些意見
[00:10:52.240 --> 00:10:53.480]  是一些什麼意見呢?
[00:10:53.480 --> 00:10:59.080]  你就像法官那樣去評論、去審視這些意見
[00:10:59.080 --> 00:11:01.160]  哪些適合我聽呢?
[00:11:01.160 --> 00:11:03.480]  這些適合聽
[00:11:03.480 --> 00:11:05.120]  這些答到我的問題了
[00:11:05.120 --> 00:11:07.360]  所以這些我就珍重
[00:11:07.360 --> 00:11:09.320]  另外一些不適合聽
[00:11:09.320 --> 00:11:11.200]  譬如信復那些不太適合聽
[00:11:11.200 --> 00:11:12.320]  我就不聽了
[00:11:12.320 --> 00:11:13.520]  離地
[00:11:13.520 --> 00:11:14.720]  不是這樣的
[00:11:14.720 --> 00:11:16.560]  不是聽些不聽些
[00:11:16.560 --> 00:11:20.440]  又或者不是將神的說話斬開一句
[00:11:20.440 --> 00:11:21.720]  聽一句不聽一句
[00:11:21.720 --> 00:11:22.960]  例如什麼呢?
[00:11:22.960 --> 00:11:26.280]  我們經常都不是用愛心說誠實話的
[00:11:26.280 --> 00:11:28.640]  你有沒有聽過
[00:11:28.640 --> 00:11:29.920]  用愛心說誠實話
[00:11:29.920 --> 00:11:31.240]  但是沒有了愛心的
[00:11:31.240 --> 00:11:32.360]  就是只用誠實話
[00:11:32.360 --> 00:11:32.920]  就是什麼呢?
[00:11:32.920 --> 00:11:35.080]  罵爆人
[00:11:35.080 --> 00:11:40.400]  所以我們千萬不要用這樣的方式去做事
[00:11:40.400 --> 00:11:43.480]  我曾經聽過一位傳道人的講道
[00:11:43.480 --> 00:11:47.800]  他分享過他自己一個反省的見證
[00:11:47.800 --> 00:11:48.760]  這位傳道人
[00:11:48.760 --> 00:11:50.120]  我不說名字了
[00:11:50.120 --> 00:11:52.200]  如果我說大家都熟悉了
[00:11:52.200 --> 00:11:53.480]  他分享的見證是什麼呢?
[00:11:53.480 --> 00:11:56.640]  他中學時間已經信耶穌了
[00:11:56.640 --> 00:11:57.680]  他是讀書的
[00:11:57.680 --> 00:12:00.840]  所以就精研聖經
[00:12:00.840 --> 00:12:02.840]  刨了很多次
[00:12:02.840 --> 00:12:07.120]  為了在他的團契裡面去顯示自己很行
[00:12:07.120 --> 00:12:08.360]  他覺得自己很厲害
[00:12:08.360 --> 00:12:11.520]  因為刨得很熟悉聖經
[00:12:11.520 --> 00:12:14.080]  後來當他入大學的時候
[00:12:14.080 --> 00:12:17.760]  他參加一個校園的團契
[00:12:17.760 --> 00:12:23.080]  剛巧第一次帶茶經的是新信沒多久的弟兄
[00:12:23.080 --> 00:12:25.880]  所以他很熟悉聖經
[00:12:25.880 --> 00:12:30.200]  這位新信的弟兄就不是很熟悉聖經
[00:12:30.200 --> 00:12:34.480]  於是他一邊查一邊覺得他沒料到
[00:12:34.480 --> 00:12:36.120]  結束了那個茶經之後
[00:12:36.120 --> 00:12:38.000]  就跟這位弟兄說
[00:12:38.000 --> 00:12:39.120]  你帶得這麼淺
[00:12:39.120 --> 00:12:40.960]  養不了我
[00:12:40.960 --> 00:12:42.360]  從那個時候開始
[00:12:42.360 --> 00:12:44.920]  他就沒有回這個團契
[00:12:44.920 --> 00:12:47.240]  直至過了一段時間
[00:12:47.240 --> 00:12:51.000]  有另外一位弟兄邀請他再次加入這個團契
[00:12:51.000 --> 00:12:52.800]  跟他一起吃早餐
[00:12:52.800 --> 00:12:56.480]  這個後來的牧者
[00:12:56.480 --> 00:12:58.160]  他一樣這樣去投訴
[00:12:58.160 --> 00:12:59.840]  你們帶茶經帶得這麼淺
[00:12:59.840 --> 00:13:01.000]  你養不了我
[00:13:01.000 --> 00:13:03.280]  怎樣詛咒我
[00:13:03.280 --> 00:13:04.920]  這位弟兄聽完之後
[00:13:04.920 --> 00:13:07.280]  繼續吃早餐
[00:13:07.280 --> 00:13:10.640]  這位後來的牧者繼續吃早餐
[00:13:10.640 --> 00:13:12.680]  吃完之後
[00:13:12.680 --> 00:13:15.040]  這位弟兄就跟他說
[00:13:15.040 --> 00:13:17.520]  他說這句話他一生都記得
[00:13:17.520 --> 00:13:19.360]  他說什麼呢
[00:13:19.360 --> 00:13:20.360]  他說
[00:13:20.360 --> 00:13:21.760]  神的說話
[00:13:21.760 --> 00:13:23.040]  你知道
[00:13:23.040 --> 00:13:25.040]  但是卻沒有行出來
[00:13:25.040 --> 00:13:26.440]  卻沒有遵守
[00:13:26.440 --> 00:13:30.240]  是不是等於完全不知道
[00:13:30.240 --> 00:13:31.920]  這位弟兄說完之後
[00:13:31.920 --> 00:13:34.960]  他說他心裡突然叮了一聲
[00:13:34.960 --> 00:13:39.920]  有一股暖流在他心裡湧流出來
[00:13:39.920 --> 00:13:42.040]  他馬上知道自己的驕傲
[00:13:42.040 --> 00:13:44.800]  在神的面前去認罪
[00:13:44.800 --> 00:13:46.080]  接著這位弟兄問他
[00:13:46.080 --> 00:13:47.480]  你會不會加入團契
[00:13:47.480 --> 00:13:49.640]  他說會加入
[00:13:49.640 --> 00:13:52.800]  所以這位牧者今天成為一個很好的
[00:13:52.800 --> 00:13:54.360]  很祝福人的牧者
[00:13:54.360 --> 00:13:55.320]  很謙卑
[00:13:55.320 --> 00:13:56.280]  很感恩
[00:13:56.280 --> 00:14:00.760]  弟兄知道神的命令是要來遵守的
[00:14:00.760 --> 00:14:01.720]  這是第一個
[00:14:01.720 --> 00:14:04.280]  我們學習怎樣去愛神
[00:14:04.280 --> 00:14:05.880]  第二個
[00:14:05.880 --> 00:14:07.840]  具體行動去愛神
[00:14:07.840 --> 00:14:10.760]  就是愛表內裡一致
[00:14:10.760 --> 00:14:13.040]  我們繼續讀
[00:14:13.040 --> 00:14:14.760]  新明記第十章
[00:14:14.760 --> 00:14:16.680]  十四至十六節
[00:14:16.680 --> 00:14:17.400]  等著我們一起讀
[00:14:17.400 --> 00:14:18.600]  一二三
[00:14:18.600 --> 00:14:19.320]  看啊
[00:14:19.320 --> 00:14:21.320]  天和天上的天
[00:14:21.320 --> 00:14:23.760]  地和地上所有的
[00:14:23.760 --> 00:14:26.080]  都屬耶和華你的神
[00:14:26.080 --> 00:14:28.560]  耶和華但喜於你的列祖
[00:14:28.560 --> 00:14:29.840]  愛他們
[00:14:29.840 --> 00:14:33.400]  從萬民中揀選他們的後裔
[00:14:33.400 --> 00:14:34.880]  就是你們
[00:14:34.880 --> 00:14:36.440]  像今日一樣
[00:14:36.440 --> 00:14:40.640]  所以你們要將心裡的污穢除掉
[00:14:40.640 --> 00:14:43.600]  不可再硬著頸殼
[00:14:43.600 --> 00:14:46.520]  在這裡講天和天上的天
[00:14:46.520 --> 00:14:48.920]  地和地上所有都是屬耶和華
[00:14:48.920 --> 00:14:49.960]  會說
[00:14:49.960 --> 00:14:51.840]  天上地下所有的東西
[00:14:51.840 --> 00:14:54.680]  所有的權柄都是歸神的
[00:14:54.680 --> 00:14:56.480]  大家可以見到神
[00:14:56.480 --> 00:15:01.280]  那種的偉大是遠遠超過我們想像
[00:15:01.280 --> 00:15:03.920]  但是也很奇怪
[00:15:03.920 --> 00:15:05.800]  神這一種偉大
[00:15:05.800 --> 00:15:08.040]  祂卻是揀選一個
[00:15:08.040 --> 00:15:10.680]  一無是處的以色列民族
[00:15:10.680 --> 00:15:13.320]  可以想想整本的舊約聖經
[00:15:13.320 --> 00:15:15.880]  甚至是一些新約聖經的描述
[00:15:15.880 --> 00:15:18.960]  整個以色列民族有些什麼好東西呢
[00:15:18.960 --> 00:15:20.560]  所以神揀選以色列民族
[00:15:20.560 --> 00:15:21.960]  完全不是祂好東西
[00:15:21.960 --> 00:15:24.240]  但是神竟然揀選他們
[00:15:24.240 --> 00:15:25.800]  簡直是不可思議
[00:15:25.800 --> 00:15:28.280]  這裡看回最後一句
[00:15:28.280 --> 00:15:29.960]  不可再硬著頸殼
[00:15:29.960 --> 00:15:31.440]  其實在強調什麼
[00:15:31.440 --> 00:15:32.600]  再
[00:15:32.600 --> 00:15:34.880]  它說以色列民族就是
[00:15:34.880 --> 00:15:38.720]  一個一而再再而三的心硬
[00:15:38.720 --> 00:15:39.960]  反叛
[00:15:39.960 --> 00:15:40.880]  撥逆
[00:15:40.880 --> 00:15:41.800]  埋怨
[00:15:41.800 --> 00:15:44.800]  其實你隨便看一看舊約聖經就知道了
[00:15:44.800 --> 00:15:47.120]  所以神揀選以色列民族
[00:15:47.120 --> 00:15:48.480]  不是因為他們好
