
[00:00:00.000 --> 00:00:02.640]  《伯太福音》第七章第21節
[00:01:08.280 --> 00:01:10.320]  你稱我爲道路
[00:01:10.320 --> 00:01:12.280]  卻不走向我
[00:01:12.280 --> 00:01:13.720]  你稱我爲王
[00:01:13.720 --> 00:01:15.720]  卻不侍奉我
[00:01:15.720 --> 00:01:17.480]  你稱我爲生命
[00:01:17.480 --> 00:01:19.160]  卻不需要我
[00:01:19.160 --> 00:01:20.680]  你稱我爲智慧
[00:01:20.680 --> 00:01:22.480]  卻不尋求我
[00:01:22.480 --> 00:01:23.840]  你稱我爲尊貴
[00:01:23.840 --> 00:01:25.840]  卻不尊明我
[00:01:25.840 --> 00:01:27.400]  你稱我爲全能
[00:01:27.400 --> 00:01:29.120]  卻不倚靠我
[00:01:29.120 --> 00:01:31.120]  你稱我爲公義
[00:01:31.120 --> 00:01:35.120]  卻不懼怕我
[00:01:35.120 --> 00:01:38.600]  我約定你的罪
[00:01:38.600 --> 00:01:41.280]  不要怨恨我
[00:01:41.280 --> 00:01:45.480]  所以這首歌給了我一個很大的提醒
[00:01:45.480 --> 00:01:48.480]  好了 今天我們繼續看下去
[00:01:48.480 --> 00:01:51.680]  《馬太風》第16章24到28節
[00:01:51.680 --> 00:01:55.080]  我們很多時候都會獨立抽出來來講
[00:01:55.080 --> 00:01:58.280]  我相信很多牧者講到都會講這一段
[00:01:58.280 --> 00:02:01.280]  但我們是忽略了前文後理
[00:02:01.280 --> 00:02:04.600]  我們再看回上個星期
[00:02:04.600 --> 00:02:07.080]  我們所看那段經文
[00:02:07.080 --> 00:02:10.080]  就是講到誤導受責
[00:02:10.080 --> 00:02:13.080]  主耶穌說祂要祂受死
[00:02:13.080 --> 00:02:14.840]  第16章的22節
[00:02:14.840 --> 00:02:17.720]  「彼得拉着他勸他說主啊
[00:02:17.720 --> 00:02:19.240]  萬不可如此
[00:02:19.240 --> 00:02:22.800]  這事必不臨到你身上」
[00:02:22.800 --> 00:02:25.160]  耶穌轉過來對彼得說
[00:02:25.160 --> 00:02:28.160]  「撒旦 退我後邊去吧
[00:02:28.160 --> 00:02:30.160]  你是伴我腳的
[00:02:30.160 --> 00:02:32.160]  因爲你不體貼神的意思
[00:02:32.160 --> 00:02:34.160]  只體貼人的意思」
[00:02:34.160 --> 00:02:36.960]  接着大家聽我讀出第24節
[00:02:36.960 --> 00:02:40.360]  「於是耶穌對門徒說
[00:02:40.360 --> 00:02:41.760]  若有人要跟從我
[00:02:41.760 --> 00:02:46.240]  就當捨己背起他的十字架來跟從我」
[00:02:46.240 --> 00:02:49.440]  這裏很熟悉這一句經文
[00:02:49.440 --> 00:02:54.280]  剛纔我說那時我獨立抽了這段經文出來看
[00:02:54.280 --> 00:02:57.480]  其實前後的連貫就在這裏
[00:02:57.480 --> 00:03:00.920]  原來跟隨主要毀身
[00:03:00.920 --> 00:03:02.200]  要負代價
[00:03:02.200 --> 00:03:07.880]  這個信息是聖經裏面主耶穌不斷不斷提及的
[00:03:07.880 --> 00:03:10.600]  我們只是抽幾次出來給大家看
[00:03:10.600 --> 00:03:12.600]  其實意思是很相似的
[00:03:12.600 --> 00:03:15.200]  好 我們請語邦大衛讀出來好嗎?
[00:03:15.200 --> 00:03:19.680]  「愛父母過於愛我的 不配作我的門徒
[00:03:19.680 --> 00:03:23.200]  愛兒女過於愛我的 不配作我的門徒
[00:03:23.200 --> 00:03:25.600]  不配着他的十字架跟從我的
[00:03:25.600 --> 00:03:27.600]  也不配作我的門徒
[00:03:27.600 --> 00:03:30.080]  得着生命卻要失喪生命
[00:03:30.080 --> 00:03:33.080]  爲我失喪生命 將要得着生命」
[00:03:33.080 --> 00:03:36.200]  這裏很清楚地說 原來我們需要以神爲主的
[00:03:36.200 --> 00:03:39.480]  如果愛我們的家人多過愛父母
[00:03:39.480 --> 00:03:43.480]  多過愛兒女 就不配做主的門徒
[00:03:43.480 --> 00:03:47.480]  記不記得上次我分享過兩個經歷
[00:03:47.480 --> 00:03:48.960]  就是我要奉獻的時候
[00:03:48.960 --> 00:03:51.240]  媽媽哭着叫我不要奉獻
[00:03:51.240 --> 00:03:54.600]  當我要開上水的名恩堂的時候
[00:03:54.600 --> 00:03:57.720]  我女兒都哭着 說你想死嗎?
[00:03:57.720 --> 00:03:58.920]  這是很大的感受
[00:03:58.920 --> 00:04:01.040]  但我們仍然是以神爲主的
[00:04:01.040 --> 00:04:05.640]  好 我們再看《馬福音》第8章34到37節
[00:04:05.640 --> 00:04:08.200]  「於是叫衆人和門徒來
[00:04:08.200 --> 00:04:10.880]  對他們說:若有人要跟從我
[00:04:10.880 --> 00:04:14.480]  就當捨己 背起他的十字架來跟從我
[00:04:14.480 --> 00:04:17.880]  因爲凡要救自己生命的 必喪掉生命
[00:04:17.880 --> 00:04:21.560]  凡爲我的福音喪掉生命的 必救了生命
[00:04:21.560 --> 00:04:25.080]  人就是賺得全世界賠上自己的生命
[00:04:25.080 --> 00:04:29.280]  有什麼益處呢?人還能拿什麼換生命呢?」
[00:04:29.280 --> 00:04:31.280]  這裏很清楚地說要捨己
[00:04:31.280 --> 00:04:33.360]  一會兒會解釋什麼叫捨己
[00:04:33.360 --> 00:04:35.880]  但我最近這幾年裏面
[00:04:35.880 --> 00:04:41.260]  對其中第36節是有特別的感受
[00:04:41.260 --> 00:04:45.880]  人賺得全世界賠上自己的生命有什麼益處呢?
[00:04:45.880 --> 00:04:48.400]  有很多人會說 哎呀 賺不到錢
[00:04:48.400 --> 00:04:50.920]  或者回香港可以賺到更多錢
[00:04:50.920 --> 00:04:53.880]  或者我回香港其實我都可能很富有
[00:04:53.880 --> 00:04:58.200]  但我就想起這句話 用什麼來換取生命呢?
[00:04:58.200 --> 00:05:02.120]  如果回去可能就被牢籠於某一個地方
[00:05:02.120 --> 00:05:03.960]  或者不可以再離開的時候
[00:05:03.960 --> 00:05:08.520]  有錢都沒意思了 這是我自己最深的感受
[00:05:08.520 --> 00:05:12.440]  好了 我們再看《老教福音》第14章的25到27節
[00:05:12.440 --> 00:05:14.920]  有極多的人和耶穌同行
[00:05:14.920 --> 00:05:17.100]  他轉過來對他們說
[00:05:17.100 --> 00:05:19.520]  「人到我這裏來 若不愛我
[00:05:19.520 --> 00:05:23.680]  勝過我自己的父母、妻子、兒女、弟兄、姐妹
[00:05:23.680 --> 00:05:26.960]  和自己的性命 就不能作我的門徒
[00:05:26.960 --> 00:05:29.840]  凡不揹着自己十字架跟從我的
[00:05:29.840 --> 00:05:31.640]  也不能作我的門徒」
[00:05:31.640 --> 00:05:34.680]  這些都是同樣的教導
[00:05:34.680 --> 00:05:37.680]  我們是以神爲先 以神爲首
[00:05:37.680 --> 00:05:39.520]  好 最後我們看這兩段
[00:05:39.520 --> 00:05:41.720]  《老教福音》17章的33
[00:05:41.720 --> 00:05:44.040]  和《約翰福音》第12章的25節
[00:05:44.040 --> 00:05:47.200]  「凡想要保存生命的 必喪掉生命
[00:05:47.200 --> 00:05:50.000]  凡喪掉生命的 必救活生命
[00:05:50.000 --> 00:05:52.800]  愛惜自己生命的 就失喪生命
[00:05:52.800 --> 00:05:55.080]  在這世上幸活自己生命的
[00:05:55.080 --> 00:05:57.480]  就要保守生命度永生」
[00:05:57.480 --> 00:06:01.840]  我相信很多基督徒對這些信息、對這些經文
[00:06:01.840 --> 00:06:05.560]  對這些教導可以說聽到很多了
[00:06:05.560 --> 00:06:07.080]  耳熟能詳了
[00:06:07.080 --> 00:06:09.440]  可見這些信息是很重要的
[00:06:09.440 --> 00:06:13.360]  但是又有多少人真真正正瞭解這段經文
[00:06:13.360 --> 00:06:15.720]  和真正實踐呢?
[00:06:15.720 --> 00:06:16.960]  這就有問題了
[00:06:16.960 --> 00:06:20.560]  毀身是我們對信仰的核心
[00:06:20.560 --> 00:06:23.560]  所以絕對不能輕忽
[00:06:23.560 --> 00:06:25.840]  所以今晚我們會順着下去
[00:06:25.840 --> 00:06:29.320]  不厭其煩地再來和大家分享
[00:06:29.320 --> 00:06:35.120]  這裏我們先看耶穌去指責元彼得之後
[00:06:35.120 --> 00:06:38.400]  就講了《馬太福音》第16章24到28節
[00:06:38.400 --> 00:06:42.000]  我再講這段經文不應該獨立抽出來看的
[00:06:42.000 --> 00:06:46.120]  就是以耶穌登山之前一口氣的看下去的
[00:06:46.120 --> 00:06:47.600]  我們先看24到28節
[00:06:47.600 --> 00:06:49.160]  然後我們再繼續解釋好嗎?
[00:06:49.160 --> 00:06:51.480]  於是耶穌對門徒說
[00:06:51.480 --> 00:06:53.080]  「若有人要跟從我
[00:06:53.080 --> 00:06:56.720]  就當捨己背起他的十字架來跟從我
[00:06:56.720 --> 00:06:58.960]  因爲凡要救自己生命的
[00:06:58.960 --> 00:07:00.320]  必喪掉生命
[00:07:00.320 --> 00:07:02.080]  凡爲我喪掉生命的
[00:07:02.080 --> 00:07:03.720]  必得着生命
[00:07:03.720 --> 00:07:05.200]  人若賺得全世界
[00:07:05.200 --> 00:07:06.480]  賠上自己的生命
[00:07:06.480 --> 00:07:07.960]  有什麼益處呢?
[00:07:07.960 --> 00:07:10.400]  人還能拿什麼換生命呢?
[00:07:10.400 --> 00:07:12.400]  人只要在他父的榮耀裏
[00:07:12.400 --> 00:07:14.440]  同着衆使者降臨
[00:07:14.440 --> 00:07:16.760]  那時候他要照各人的行爲
[00:07:16.760 --> 00:07:18.440]  報應各人
[00:07:18.440 --> 00:07:20.000]  我實在告訴你們
[00:07:20.000 --> 00:07:21.240]  站在這裏的
[00:07:21.240 --> 00:07:23.600]  有人在沒嘗死味之前
[00:07:23.600 --> 00:07:26.720]  必看見人子降臨在他的國裏」
[00:07:26.720 --> 00:07:28.400]  28節是很重要的
[00:07:28.400 --> 00:07:29.800]  其實這個28節
[00:07:29.800 --> 00:07:32.080]  就是引申到耶穌登山的
[00:07:32.080 --> 00:07:33.960]  好 我們先看一看
[00:07:33.960 --> 00:07:36.040]  我們很熟悉的一個教導
[00:07:36.040 --> 00:07:38.600]  就是人是要捨己
[00:07:38.600 --> 00:07:40.960]  人是要捨棄自己
[00:07:40.960 --> 00:07:43.000]  在第24節裏面就說到
[00:07:43.000 --> 00:07:45.560]  「於是耶穌對門徒說
[00:07:45.560 --> 00:07:47.520]  若有人跟從我
[00:07:47.520 --> 00:07:50.200]  就當捨己
[00:07:50.200 --> 00:07:52.200]  背起他的十字架
[00:07:52.200 --> 00:07:53.320]  來跟從我」
[00:07:53.320 --> 00:07:55.720]  如果你留意到「於是」這個字
[00:07:55.720 --> 00:07:57.640]  就是他之前宣講
[00:07:57.640 --> 00:08:00.600]  耶穌基督會受苦
[00:08:00.600 --> 00:08:04.760]  在公會里面給三種人來對付他
[00:08:04.760 --> 00:08:05.840]  他會受苦
[00:08:05.840 --> 00:08:07.520]  然後受死
[00:08:07.520 --> 00:08:11.320]  當然他也會說他會復活
[00:08:11.320 --> 00:08:16.440]  之後就對其他人有一個要求
[00:08:16.440 --> 00:08:17.560]  記住
[00:08:17.560 --> 00:08:20.240]  主耶穌絕對不是口哼哼
[00:08:20.240 --> 00:08:21.880]  只是說而已
[00:08:21.880 --> 00:08:23.640]  祂是不單單說
[00:08:23.640 --> 00:08:26.040]  祂是實踐去做的
[00:08:26.040 --> 00:08:27.800]  祂就用祂的生命
[00:08:27.800 --> 00:08:29.520]  去示範
[00:08:29.520 --> 00:08:31.040]  以身作則
[00:08:31.040 --> 00:08:32.720]  去教導門徒
[00:08:32.720 --> 00:08:35.680]  所以這也是我們每一個做牧者的
[00:08:35.680 --> 00:08:36.880]  做基督徒的
[00:08:36.880 --> 00:08:39.360]  都應該提醒自己
[00:08:39.360 --> 00:08:42.760]  就是我們不應該只有講字
[00:08:42.760 --> 00:08:44.760]  我們是應該要實踐
[00:08:44.760 --> 00:08:46.080]  愛所行的
[00:08:46.080 --> 00:08:48.680]  所以我經常講我們牧者的生命
[00:08:48.680 --> 00:08:51.600]  是透明的
[00:08:51.600 --> 00:08:54.560]  是沒有什麼叫做私隱的某個程度
[00:08:54.560 --> 00:08:56.320]  就是你的家庭生活
[00:08:56.320 --> 00:08:58.360]  你自己和太太
[00:08:58.360 --> 00:09:00.600]  或者你丈夫的關係
[00:09:00.600 --> 00:09:02.360]  你和兒女的關係
[00:09:02.360 --> 00:09:04.680]  你有沒有真正去奉獻這些
[00:09:04.680 --> 00:09:06.240]  是很重要的
[00:09:06.240 --> 00:09:07.920]  好了 捨棄這個字
[00:09:07.920 --> 00:09:10.840]  很自然我們就會說捨棄自己
[00:09:10.840 --> 00:09:13.920]  放棄一些休息的時間
[00:09:13.920 --> 00:09:16.480]  享受、興趣
[00:09:16.480 --> 00:09:18.480]  甚至妄自菲薄的
[00:09:18.480 --> 00:09:19.680]  我們要禁慾
[00:09:19.680 --> 00:09:21.840]  去親近神
[00:09:21.840 --> 00:09:25.760]  捨棄自己休息的時間
[00:09:25.760 --> 00:09:27.160]  捨棄自己的興趣
[00:09:27.160 --> 00:09:28.760]  甚至工作
[00:09:28.760 --> 00:09:30.200]  這個是對的
[00:09:30.200 --> 00:09:32.960]  這個是捨棄的一部分
[00:09:32.960 --> 00:09:37.160]  但是這個只是狹義的想法
[00:09:37.160 --> 00:09:38.840]  我們稍後會講
[00:09:38.840 --> 00:09:41.480]  捨棄其實是什麼呢?
[00:09:41.480 --> 00:09:42.920]  就是要否定自己
[00:09:42.920 --> 00:09:44.320]  否定自己
[00:09:44.320 --> 00:09:46.640]  拒絕這個關係
[00:09:46.640 --> 00:09:50.040]  不再被自己來牽制着
[00:09:50.040 --> 00:09:53.560]  你知不知道今天最難控制的不是其他人
[00:09:53.560 --> 00:09:56.160]  有時候你都容易控制你的家人
[00:09:56.160 --> 00:09:57.840]  或者你的兒女
[00:09:57.840 --> 00:09:59.240]  甚至你的配偶
[00:09:59.240 --> 00:10:02.200]  原來最難控制的是我們自己
[00:10:02.200 --> 00:10:04.480]  我們的老我纔是最重要的
[00:10:04.480 --> 00:10:07.400]  我們時常被老我來牽制
[00:10:07.400 --> 00:10:10.080]  我們的老我其實很強 你知道嗎?
[00:10:10.080 --> 00:10:14.480]  因爲我們的人性好像一棵洋蔥一樣
[00:10:14.480 --> 00:10:16.400]  大家知道洋蔥是怎樣的
[00:10:16.400 --> 00:10:18.400]  你剝了一層的時候
[00:10:18.400 --> 00:10:20.720]  下面的那一層也是一樣的
[00:10:20.720 --> 00:10:24.280]  我們剝去了我們的自以爲意
[00:10:24.280 --> 00:10:26.080]  但可能我們又覺得
[00:10:26.080 --> 00:10:27.680]  其實我也不錯
[00:10:27.680 --> 00:10:30.200]  我們會自以爲高
[00:10:30.200 --> 00:10:31.080]  好了
[00:10:31.080 --> 00:10:35.160]  我們剝去了我們的自我爲高之後
[00:10:35.160 --> 00:10:36.320]  我們又覺得
[00:10:36.320 --> 00:10:39.320]  其實我也做了不少事情
[00:10:39.320 --> 00:10:41.560]  我剛纔在查經之前
[00:10:41.560 --> 00:10:44.440]  我剛剛預備了另外一篇的講章
[00:10:44.440 --> 00:10:51.200]  在2月的時候會對着一幫青少年來港島
[00:10:51.200 --> 00:10:54.200]  我特別用我自己的生命去經歷
[00:10:54.200 --> 00:10:56.480]  就是當時都被人看不起的
[00:10:56.480 --> 00:10:59.080]  我又喜歡開玩笑 又喜歡玩
[00:10:59.080 --> 00:11:01.960]  你放片 不是吧?
[00:11:01.960 --> 00:11:04.000]  甚至有些人會覺得
[00:11:04.000 --> 00:11:05.600]  你怎麼會做了一整條道人呢?
[00:11:05.600 --> 00:11:06.680]  看你做了多久
[00:11:06.680 --> 00:11:09.360]  我今年是第50年去侍奉主
[00:11:09.360 --> 00:11:11.520]  大約第51年了
[00:11:11.520 --> 00:11:13.080]  我甚至打了powerpoint出來
[00:11:13.080 --> 00:11:15.200]  我建立了六間教會 一間小學
[00:11:15.200 --> 00:11:17.000]  三個社會服務中心
[00:11:17.000 --> 00:11:18.720]  有時候會想這些
[00:11:18.720 --> 00:11:20.120]  我都不錯
[00:11:20.120 --> 00:11:22.640]  相對比起我的同班同學
[00:11:22.640 --> 00:11:24.800]  我是超越了他們的
[00:11:24.800 --> 00:11:27.280]  這個就是自高自大
[00:11:27.280 --> 00:11:27.960]  好了
[00:11:27.960 --> 00:11:30.480]  我們除了這個自高自大之後
[00:11:30.480 --> 00:11:33.880]  可能我們裏面有個自我防衛
[00:11:33.880 --> 00:11:37.240]  這樣的時候 一有什麼事
[00:11:37.240 --> 00:11:38.200]  我們就立刻下了個責
[00:11:38.200 --> 00:11:39.760]  不關我的事
[00:11:39.760 --> 00:11:41.680]  又要自抬身價
[00:11:41.680 --> 00:11:44.360]  總之 什麼事都是我我我
[00:11:44.360 --> 00:11:46.200]  爲什麼我不喜歡那個人呢?
[00:11:46.200 --> 00:11:47.800]  他看輕我
[00:11:47.800 --> 00:11:50.600]  或者我不喜歡他 因爲他得罪我
[00:11:50.600 --> 00:11:52.440]  原來這種「我」纔是最重要
[00:11:52.440 --> 00:11:54.360]  「自我」是最重要的
[00:11:54.360 --> 00:11:56.360]  這是我們的難阻
[00:11:56.360 --> 00:12:01.360]  聖靈叫我們看到自己的不足、不善
[00:12:01.360 --> 00:12:03.360]  看到自己的軟弱
[00:12:03.360 --> 00:12:06.480]  看到自己的醜惡和無能
[00:12:06.480 --> 00:12:08.720]  而是叫我們因爲這樣的緣故
[00:12:08.720 --> 00:12:10.880]  我們去投靠我們的神
[00:12:10.880 --> 00:12:12.880]  這個絕對不容易的
[00:12:12.880 --> 00:12:15.880]  因爲我們覺得自己是一個強人
[00:12:15.880 --> 00:12:17.320]  爲什麼那些人這麼難信耶穌?
[00:12:17.320 --> 00:12:18.240]  神經病
[00:12:18.240 --> 00:12:19.160]  有什麼問題?
[00:12:19.160 --> 00:12:20.600]  爲什麼要信耶穌?
[00:12:20.600 --> 00:12:22.560]  他就是自以爲強
[00:12:22.560 --> 00:12:25.440]  我們其實的努力就是要怎麼樣?
[00:12:25.440 --> 00:12:27.640]  就是要去否定我們自己
[00:12:27.640 --> 00:12:29.560]  這個是要甘心成怨
[00:12:29.560 --> 00:12:32.200]  認我自己是有不足的地方的
[00:12:32.200 --> 00:12:33.920]  這個是很難的
[00:12:33.920 --> 00:12:40.520]  我們看看《路加福音》第17章第7到第10節
[00:13:02.200 --> 00:13:14.520]  這一段經文看上去是很自我摧殘的
[00:13:14.520 --> 00:13:16.760]  就是你做完事情之後
[00:13:16.760 --> 00:13:19.000]  你還要跟主人說
[00:13:19.000 --> 00:13:20.840]  其實我還是很不夠的
[00:13:20.840 --> 00:13:24.720]  我所做的是我的本分
[00:13:24.720 --> 00:13:27.680]  這時候承認自己是一個無能的人
[00:13:27.680 --> 00:13:29.880]  是很自虐的程度
[00:13:29.880 --> 00:13:32.280]  摧毀了我們個人的自尊
[00:13:32.280 --> 00:13:36.320]  但是神就正正要求我們放棄了我們的自己
[00:13:36.320 --> 00:13:38.680]  才能夠完全的信服他
[00:13:38.680 --> 00:13:42.240]  我就想起當年向一個老人家
[00:13:42.240 --> 00:13:45.520]  在香港都很出名的
[00:13:45.520 --> 00:13:49.800]  他的女兒現在有一個也是做很多基督教的工作
[00:13:49.800 --> 00:13:56.800]  其中一個女兒也是在議會里面曾經做過議員
[00:13:56.800 --> 00:13:59.920]  當時她跟我傳福音的時候
[00:13:59.920 --> 00:14:02.040]  她說我用不着信耶穌
[00:14:02.040 --> 00:14:05.660]  我下來香港我白手興奸
[00:14:05.660 --> 00:14:07.840]  我大概建立了多少事業
[00:14:07.840 --> 00:14:10.360]  在大埔工業村有很多大廠房的
[00:14:10.360 --> 00:14:11.600]  我用不着信
[00:14:11.600 --> 00:14:13.880]  不過這樣子終於她都信了
[00:14:13.880 --> 00:14:15.040]  後來我還很害怕
[00:14:15.040 --> 00:14:18.120]  因爲我在港報道會她是信主的
[00:14:18.120 --> 00:14:20.360]  我恭喜她 然後跟我說
[00:14:20.360 --> 00:14:23.160]  其實我以前是信了耶穌的
[00:14:23.160 --> 00:14:26.280]  我在國內走下來香港
[00:14:26.280 --> 00:14:28.680]  當年在條頸嶺我是信了主的
[00:14:28.680 --> 00:14:32.400]  但是後來她繼續努力白手興奸之後
[00:14:32.400 --> 00:14:34.920]  她就不覺得需要這個神了
[00:14:34.920 --> 00:14:38.240]  但是後來爲什麼她會信主呢?
[00:14:38.240 --> 00:14:40.120]  當然是聖靈的工作
[00:14:40.120 --> 00:14:44.960]  但是其中她一個女兒做到很厲害的
[00:14:44.960 --> 00:14:47.280]  在廠商會里面做主席
[00:14:47.280 --> 00:14:52.800]  但是後來因爲一些經濟的緣故犯了法
[00:14:52.800 --> 00:14:53.920]  要坐牢
[00:14:53.920 --> 00:14:56.360]  她就看到原來人性是很有限的
[00:14:56.360 --> 00:14:58.080]  她纔來歸向神
[00:14:58.080 --> 00:15:00.560]  所以今天很重要的是什麼呢?
[00:15:00.560 --> 00:15:04.480]  原來捨己不只是放棄我們的休息
[00:15:04.480 --> 00:15:06.160]  放棄我們的娛樂
[00:15:06.160 --> 00:15:08.920]  很真實 這個對我來說是比較容易的
[00:15:08.920 --> 00:15:13.280]  但是要破除自我中心是很難的
[00:15:13.280 --> 00:15:15.120]  捨己 但是你記住
[00:15:15.120 --> 00:15:17.520]  並不是沒有了自己
[00:15:17.520 --> 00:15:19.440]  我們有個人的氣質
[00:15:19.440 --> 00:15:20.920]  有個人的品性
[00:15:20.920 --> 00:15:22.760]  有個人的性格
[00:15:22.760 --> 00:15:26.200]  也有我們自己的經歷和學歷
[00:15:26.200 --> 00:15:28.320]  這些都是神可以用我們的
[00:15:28.320 --> 00:15:31.720]  我分享一下我當年讀神學的時候第一年
[00:15:31.720 --> 00:15:34.360]  當年我讀的時候已經很震撼了
[00:15:34.360 --> 00:15:36.760]  那些人是不會覺得我真的讀神學
[00:15:36.760 --> 00:15:40.240]  因爲我都喜歡說笑 又喜歡玩
[00:15:40.240 --> 00:15:43.520]  當我讀神學第一年的時候
[00:15:43.520 --> 00:15:46.160]  我就想放棄讀完第一年 爲什麼呢?
[00:15:46.160 --> 00:15:48.080]  都是很多的掣肘
[00:15:48.080 --> 00:15:51.680]  當我走路 當時只是21歲而已
[00:15:51.680 --> 00:15:56.840]  很活躍的 走樓梯是跳樓梯的
[00:15:56.840 --> 00:15:59.360]  穿T恤牛仔褲的
[00:15:59.360 --> 00:16:01.880]  在神學院裏已經視爲一個
[00:16:01.880 --> 00:16:05.440]  沒有什麼全道人道統的一個人
[00:16:05.440 --> 00:16:08.680]  我一笑的時候全身都動了 都說不行
[00:16:08.680 --> 00:16:11.040]  沒有那個儀態 很辛苦
[00:16:11.040 --> 00:16:12.640]  所以很想放棄
[00:16:12.640 --> 00:16:16.000]  但是後來很感謝我一位的屬靈父親
[00:16:16.000 --> 00:16:17.280]  他提醒我
[00:16:17.280 --> 00:16:19.560]  神給人有不同的性格
[00:16:19.560 --> 00:16:21.160]  就可以用不同的性格
[00:16:21.160 --> 00:16:22.840]  在不同的地方里面
[00:16:22.840 --> 00:16:26.400]  或者對某些人有幫助
[00:16:26.400 --> 00:16:28.160]  很簡單舉個例子
[00:16:28.160 --> 00:16:30.640]  他說黎希米是很激烈的
[00:16:30.640 --> 00:16:34.160]  但是耶利米是很柔情的
[00:16:34.160 --> 00:16:37.040]  就稱爲流淚仙姿
[00:16:37.040 --> 00:16:40.160]  我現在回看我自己的性格
[00:16:40.160 --> 00:16:42.120]  那時候我很喜歡在香港
[00:16:42.120 --> 00:16:45.640]  是專門去一些bending很低
[00:16:45.640 --> 00:16:49.480]  甚至沒有bending 很差的學校裏面去講道
[00:16:49.480 --> 00:16:51.480]  因爲我自己也是很差的
[00:16:51.480 --> 00:16:53.480]  我就摸到他們的心態
[00:16:53.480 --> 00:16:56.480]  我講話的時候他們都會很留心聽
[00:16:56.480 --> 00:17:00.480]  很真實地講那些可能是很溫文爾雅的牧者
[00:17:00.480 --> 00:17:04.120]  去到這些學校講道就可能不行了
[00:17:04.120 --> 00:17:07.360]  所以原來神是給我們有自己的特質
[00:17:07.360 --> 00:17:09.480]  那寫記是什麼呢?
[00:17:09.480 --> 00:17:11.120]  不是放棄這些
[00:17:11.120 --> 00:17:12.920]  只是那些不好的
[00:17:12.920 --> 00:17:15.320]  你要被神丟掉
[00:17:15.320 --> 00:17:19.760]  就是不容許我們的自己、自大、自異
[00:17:19.760 --> 00:17:23.320]  或者自弱影響了我們跟神之間的關係
[00:17:23.320 --> 00:17:25.820]  以及影響了我們跟人之間的關係
[00:17:25.820 --> 00:17:30.320]  寫記不是爲了自己的利益去爭取權利
[00:17:30.320 --> 00:17:33.080]  爭出名 絕對不是
[00:17:33.080 --> 00:17:36.320]  更加要去多點去讚賞
[00:17:36.320 --> 00:17:39.080]  我見到有一些教會的牧者
[00:17:39.080 --> 00:17:42.320]  特別是一些經驗豐富的牧者
[00:17:42.320 --> 00:17:44.320]  如果有一個新來的童工
[00:17:44.320 --> 00:17:45.820]  後起之秀
[00:17:45.820 --> 00:17:49.320]  很多人就很喜歡他、很欣賞他
[00:17:49.320 --> 00:17:52.320]  那就會產生妒忌
[00:17:52.320 --> 00:17:54.320]  甚至要逼他離開
[00:17:54.320 --> 00:17:55.820]  就好像掃羅
[00:17:55.820 --> 00:18:00.320]  見到大衛尼達被羣衆喜歡之後
[00:18:00.320 --> 00:18:03.320]  他就妒忌 甚至產生要追殺他的問題
[00:18:03.320 --> 00:18:07.320]  所以寫記不是因爲自己的興趣、喜好去服侍
[00:18:07.320 --> 00:18:09.820]  歡喜我就去做
[00:18:09.820 --> 00:18:12.320]  不歡喜的我碰都不碰
[00:18:12.320 --> 00:18:15.320]  我記得當年曾經有一位童工
