
[00:00:00.000 --> 00:00:04.000]  今日的題目是耶穌是誰
[00:02:55.000 --> 00:02:57.000]  靜下來突然間
[00:02:57.000 --> 00:03:00.000]  突然間不知道怎麼回答
[00:03:00.000 --> 00:03:03.000]  最後衝動派掌門人彼得
[00:03:03.000 --> 00:03:05.000]  就開始回答了
[00:03:05.000 --> 00:03:07.000]  因為他不能夠忍受
[00:03:07.000 --> 00:03:09.000]  沉默的衝動
[00:03:09.000 --> 00:03:13.000]  嘭一聲他就馬上回答
[00:03:13.000 --> 00:03:14.000]  你是基督
[00:03:14.000 --> 00:03:17.000]  是永生神的兒子
[00:03:17.000 --> 00:03:20.000]  其實這句說話在整卷的馬太福音
[00:03:20.000 --> 00:03:23.000]  是極之重要的一句說話
[00:03:23.000 --> 00:03:26.000]  因為直接顯明主耶穌基督的身份
[00:03:26.000 --> 00:03:27.000]  從這句說話之前
[00:03:27.000 --> 00:03:29.000]  主耶穌由出生
[00:03:29.000 --> 00:03:30.000]  接著講道
[00:03:30.000 --> 00:03:31.000]  接著醫病講貴
[00:03:31.000 --> 00:03:33.000]  一個非常榮耀
[00:03:33.000 --> 00:03:36.000]  和萬眾矚目的一個形象出來
[00:03:36.000 --> 00:03:38.000]  非常之受歡迎
[00:03:38.000 --> 00:03:39.000]  但從這句說話開始
[00:03:39.000 --> 00:03:40.000]  主耶穌開始顯明
[00:03:40.000 --> 00:03:44.000]  祂將來要受苦受難受死
[00:03:44.000 --> 00:03:46.000]  並且復活
[00:03:46.000 --> 00:03:48.000]  要走上耶路撒冷受難的路
[00:03:48.000 --> 00:03:51.000]  並且跟隨祂的人要背十字架
[00:03:51.000 --> 00:03:52.000]  是另外一幅圖畫
[00:03:52.000 --> 00:03:55.000]  這就是一個分界點
[00:03:55.000 --> 00:03:57.000]  也是馬太福音的高峰
[00:03:57.000 --> 00:04:02.000]  主耶穌基督祂是誰
[00:04:02.000 --> 00:04:06.000]  巴門徒跟隨主耶穌基督三年
[00:04:06.000 --> 00:04:09.000]  從不同的方式去認識主耶穌
[00:04:09.000 --> 00:04:12.000]  無論主耶穌基督的講道
[00:04:12.000 --> 00:04:15.000]  無論跟隨主耶穌祂對人的態度
[00:04:15.000 --> 00:04:19.000]  無論看到主耶穌基督的權能
[00:04:19.000 --> 00:04:23.000]  可能因此被回答了這句說話
[00:04:23.000 --> 00:04:25.000]  但是否所有人跟隨主耶穌
[00:04:25.000 --> 00:04:26.000]  看到主耶穌那麼多東西
[00:04:26.000 --> 00:04:29.000]  都知道主耶穌是誰呢
[00:04:29.000 --> 00:04:31.000]  不是
[00:04:31.000 --> 00:04:35.000]  在馬太福音第十六章十三節之前
[00:04:35.000 --> 00:04:37.000]  第一節到第十二節
[00:04:37.000 --> 00:04:40.000]  是講到主耶穌警告一班門徒
[00:04:40.000 --> 00:04:44.000]  要防備法利塞人和薩都干人的教
[00:04:44.000 --> 00:04:48.000]  因為法利塞人和薩都干人
[00:04:48.000 --> 00:04:50.000]  向主耶穌求神蹟
[00:04:50.000 --> 00:04:53.000]  主耶穌你請在天上給我們一個神蹟
[00:04:53.000 --> 00:04:55.000]  讓我們知道你是誰
[00:04:55.000 --> 00:04:57.000]  主耶穌拒絕
[00:04:57.000 --> 00:04:59.000]  突然變得好像很小器很吝嗇
[00:04:59.000 --> 00:05:01.000]  主耶穌拒絕
[00:05:01.000 --> 00:05:03.000]  其實很簡單
[00:05:03.000 --> 00:05:07.000]  法利塞人也好薩都干人也好
[00:05:07.000 --> 00:05:09.000]  文士也好
[00:05:09.000 --> 00:05:12.000]  主耶穌過往所有的神蹟
[00:05:12.000 --> 00:05:14.000]  他們有些時候都在場
[00:05:14.000 --> 00:05:17.000]  主耶穌的教導他們都在場
[00:05:17.000 --> 00:05:18.000]  無論他們聽過多少
[00:05:18.000 --> 00:05:20.000]  他們看見多少
[00:05:20.000 --> 00:05:23.000]  但這個不是他們心目中那個
[00:05:23.000 --> 00:05:26.000]  守律法的夫子
[00:05:26.000 --> 00:05:28.000]  不是他們心目中那個
[00:05:28.000 --> 00:05:31.000]  尊重他們的夫子
[00:05:31.000 --> 00:05:33.000]  做多少講多少
[00:05:33.000 --> 00:05:34.000]  都是沒有用
[00:05:34.000 --> 00:05:39.000]  因為並不符合他們心目中的期待
[00:05:39.000 --> 00:05:41.000]  所以主耶穌拒絕
[00:05:41.000 --> 00:05:44.000]  主耶穌警告那些門徒
[00:05:44.000 --> 00:05:47.000]  要防備他們的教制那種小信
[00:05:47.000 --> 00:05:48.000]  那種懷疑
[00:05:48.000 --> 00:05:52.000]  不當主耶穌是主耶穌
[00:05:52.000 --> 00:05:58.000]  不容許主耶穌做回他自己
[00:05:58.000 --> 00:06:01.000]  真正的主
[00:06:01.000 --> 00:06:03.000]  他道成肉身
[00:06:03.000 --> 00:06:07.000]  並且透過聖靈的密使
[00:06:07.000 --> 00:06:11.000]  整本聖經的真理顯示出來
[00:06:11.000 --> 00:06:12.000]  主耶穌是誰
[00:06:12.000 --> 00:06:15.000]  並不是我們所想像的
[00:06:15.000 --> 00:06:19.000]  應該是超越我們所想像的
[00:06:19.000 --> 00:06:21.000]  他的確是慈愛
[00:06:21.000 --> 00:06:24.000]  但他有公義
[00:06:24.000 --> 00:06:26.000]  他不只是公義
[00:06:26.000 --> 00:06:27.000]  不只是慈愛
[00:06:27.000 --> 00:06:29.000]  他有聖潔
[00:06:29.000 --> 00:06:30.000]  他有要求
[00:06:30.000 --> 00:06:32.000]  但同樣他有體諒
[00:06:32.000 --> 00:06:33.000]  他有忍耐
[00:06:33.000 --> 00:06:37.000]  但他有發怒的時候
[00:06:37.000 --> 00:06:39.000]  並不是我們自己去選
[00:06:39.000 --> 00:06:40.000]  神啊你怎樣
[00:06:40.000 --> 00:06:41.000]  我就要你一個怎樣的
[00:06:41.000 --> 00:06:43.000]  我不是我們去選要一個怎樣的神
[00:06:43.000 --> 00:06:47.000]  更加不是我們自己塑造神的樣子
[00:06:47.000 --> 00:06:52.000]  容讓我們透過真理
[00:06:52.000 --> 00:06:55.000]  經過聖靈的啟迪
[00:06:55.000 --> 00:06:58.000]  我們認識神是誰
[00:06:58.000 --> 00:07:01.000]  容讓我們開放我們的空間
[00:07:01.000 --> 00:07:02.000]  開放我們的胸襟
[00:07:02.000 --> 00:07:04.000]  開闊我們的思想
[00:07:04.000 --> 00:07:06.000]  不要那麼狹隘
[00:07:06.000 --> 00:07:08.000]  只看我們自己的期待
[00:07:08.000 --> 00:07:11.000]  與我們的期望
[00:07:11.000 --> 00:07:16.000]  神的愛比我們想像中更加深
[00:07:16.000 --> 00:07:19.000]  但神對聖潔的堅持
[00:07:19.000 --> 00:07:25.000]  比我們想像中更加來得堅持
[00:07:25.000 --> 00:07:28.000]  縱然他們不義的事很有忍耐
[00:07:28.000 --> 00:07:33.000]  但他們的忍耐是有限度的
[00:07:33.000 --> 00:07:35.000]  這個是主耶穌
[00:07:35.000 --> 00:07:38.000]  當彼得回答了之後
[00:07:38.000 --> 00:07:39.000]  主耶穌就說
[00:07:39.000 --> 00:07:42.000]  若拿的兒子西門是有福的
[00:07:42.000 --> 00:07:46.000]  因為這並不是屬血肉的啟示你的
[00:07:46.000 --> 00:07:48.000]  而是我在天上的父啟示的
[00:07:48.000 --> 00:07:51.000]  即使主耶穌在說
[00:07:51.000 --> 00:07:53.000]  能夠答得出一句你是基督
[00:07:53.000 --> 00:07:55.000]  你是永生神的兒子
[00:07:55.000 --> 00:07:58.000]  不是單單透過三年與主耶穌在一起
[00:07:58.000 --> 00:08:00.000]  而能夠的總結
[00:08:00.000 --> 00:08:02.000]  絕對不是
[00:08:02.000 --> 00:08:05.000]  這是天父的啟示
[00:08:05.000 --> 00:08:06.000]  我們認識神
[00:08:06.000 --> 00:08:07.000]  透過真理
[00:08:07.000 --> 00:08:14.000]  亦都要透過聖靈在我們心裏的工作
[00:08:14.000 --> 00:08:17.000]  不要想著我能夠研究整本聖經
[00:08:17.000 --> 00:08:19.000]  理性上我知道所有東西
[00:08:19.000 --> 00:08:21.000]  我就肯定知道神是如何
[00:08:21.000 --> 00:08:24.000]  不是
[00:08:24.000 --> 00:08:26.000]  我們能夠認識神
[00:08:26.000 --> 00:08:28.000]  我們有能力去認識神
[00:08:28.000 --> 00:08:31.000]  有明白神的心意
[00:08:31.000 --> 00:08:33.000]  能夠貼近神
[00:08:33.000 --> 00:08:35.000]  全是因典
[00:08:35.000 --> 00:08:37.000]  並不是靠我們自己
[00:08:37.000 --> 00:08:42.000]  更加不是靠我們的學識
[00:08:42.000 --> 00:08:45.000]  耶穌簡單來說
[00:08:45.000 --> 00:08:46.000]  當祂跟彼得說
[00:08:46.000 --> 00:08:49.000]  這是我在天上的父啟示的
[00:08:49.000 --> 00:08:50.000]  即使在說
[00:08:50.000 --> 00:08:54.000]  其實彼得並不知道自己在說什麼
[00:08:54.000 --> 00:08:58.000]  因為彼得說你是基督的時候
[00:08:58.000 --> 00:09:00.000]  他心目中的基督
[00:09:00.000 --> 00:09:04.000]  與耶穌本身的職份
[00:09:04.000 --> 00:09:07.000]  可能是完全不一樣
[00:09:07.000 --> 00:09:09.000]  基督的字是希臘文
[00:09:09.000 --> 00:09:11.000]  希伯來文是尼塞亞
[00:09:11.000 --> 00:09:14.000]  即是彼得與耶穌說你是尼塞亞
[00:09:14.000 --> 00:09:15.000]  尼塞亞為何是三個字
[00:09:15.000 --> 00:09:17.000]  尼塞亞在希伯來文來說
[00:09:17.000 --> 00:09:21.000]  即是受高者,是被神所高沒的人
[00:09:21.000 --> 00:09:24.000]  即是彼得與耶穌說你是被神所高沒的人
[00:09:24.000 --> 00:09:26.000]  不過在當時的環境
[00:09:26.000 --> 00:09:27.000]  當時的年代
[00:09:27.000 --> 00:09:30.000]  彼得他們當時的猶太人
[00:09:30.000 --> 00:09:32.000]  他們所要求的尼塞亞
[00:09:32.000 --> 00:09:34.000]  是一個什麼的尼塞亞呢
[00:09:34.000 --> 00:09:37.000]  是救他們脫離羅馬政權
[00:09:37.000 --> 00:09:40.000]  能使猶太人復國的尼塞亞
[00:09:40.000 --> 00:09:42.000]  這是他們所追求的
[00:09:42.000 --> 00:09:45.000]  渴望的
[00:09:45.000 --> 00:09:48.000]  但這卻不是主耶穌
[00:09:48.000 --> 00:09:51.000]  在那個時候想做的事
[00:09:51.000 --> 00:09:54.000]  所以你怎麼知道彼得不明白呢
[00:09:54.000 --> 00:09:56.000]  因為在第十三節到第二十節
[00:09:56.000 --> 00:09:59.000]  當主耶穌說完這番說話之後
[00:09:59.000 --> 00:10:01.000]  第二十一節到第二十八節
[00:10:01.000 --> 00:10:03.000]  耶穌開始說
[00:10:03.000 --> 00:10:07.000]  他要受難,他要受苦
[00:10:07.000 --> 00:10:09.000]  他要受死,他並且要復活
[00:10:09.000 --> 00:10:10.000]  他要受苦難
[00:10:10.000 --> 00:10:12.000]  然後彼得馬上拉著他
[00:10:12.000 --> 00:10:16.000]  主耶穌不要這樣,你不可以這樣
[00:10:16.000 --> 00:10:18.000]  因為他不明白
[00:10:18.000 --> 00:10:21.000]  這是受苦的尼塞亞
[00:10:21.000 --> 00:10:23.000]  不是他所想像中
[00:10:23.000 --> 00:10:25.000]  一個君王的尼塞亞
[00:10:25.000 --> 00:10:28.000]  耶穌這個基督是一個什麼的基督
[00:10:28.000 --> 00:10:30.000]  在聖經在舊約裡
[00:10:30.000 --> 00:10:32.000]  受高者只有三個身份
[00:10:32.000 --> 00:10:34.000]  一個先知
[00:10:34.000 --> 00:10:36.000]  耶和華數高了
[00:10:36.000 --> 00:10:37.000]  先知是做什麼的
[00:10:37.000 --> 00:10:39.000]  先知是不是講預言的
[00:10:39.000 --> 00:10:42.000]  是,但先知講預言是不是他最主要的職責
[00:10:42.000 --> 00:10:44.000]  不是
[00:10:44.000 --> 00:10:46.000]  先知最主要的職責不是講預言
[00:10:46.000 --> 00:10:48.000]  雖然他們講很多預言
[00:10:48.000 --> 00:10:50.000]  先知最主要的職責就是
[00:10:50.000 --> 00:10:52.000]  向當時代的人
[00:10:52.000 --> 00:10:54.000]  述說神的心意
[00:10:54.000 --> 00:10:56.000]  是神的代言人
[00:10:56.000 --> 00:10:58.000]  或警告或安慰
[00:10:58.000 --> 00:10:59.000]  或和他們打氣
[00:10:59.000 --> 00:11:02.000]  讓他們有怕忘
[00:11:02.000 --> 00:11:04.000]  是透過預言
[00:11:04.000 --> 00:11:05.000]  透過神所做的事
[00:11:05.000 --> 00:11:07.000]  去鼓勵他們或警告他們
[00:11:07.000 --> 00:11:09.000]  或安慰他們
[00:11:09.000 --> 00:11:11.000]  神的代言人
[00:11:11.000 --> 00:11:13.000]  向人啟示神的心意
[00:11:13.000 --> 00:11:16.000]  這個先知最重要的職責
[00:11:16.000 --> 00:11:18.000]  第二個職責
[00:11:18.000 --> 00:11:21.000]  神所高納的是祭司的角色
[00:11:21.000 --> 00:11:24.000]  祭司是做什麼的
[00:11:24.000 --> 00:11:26.000]  神與人的中間人
[00:11:26.000 --> 00:11:32.000]  是代表人向神獻上悔罪的祭
[00:11:32.000 --> 00:11:34.000]  向神獻上感恩的祭
[00:11:34.000 --> 00:11:37.000]  這個是祭司的角色
[00:11:37.000 --> 00:11:39.000]  第三種
[00:11:39.000 --> 00:11:41.000]  神所高納的
[00:11:41.000 --> 00:11:43.000]  是猶太的王
[00:11:43.000 --> 00:11:45.000]  君王
[00:11:45.000 --> 00:11:47.000]  按著神的心意
[00:11:47.000 --> 00:11:49.000]  治理以色列民
[00:11:49.000 --> 00:11:55.000]  成為神國的子民
[00:11:55.000 --> 00:11:58.000]  尼采亞就是這三個的身份
[00:11:58.000 --> 00:12:01.000]  完完全全的在主耶穌基督身上
[00:12:01.000 --> 00:12:04.000]  成就主耶穌基督
[00:12:04.000 --> 00:12:06.000]  道成肉身
[00:12:06.000 --> 00:12:09.000]  直接向人顯現神是誰
[00:12:09.000 --> 00:12:12.000]  並且神的心意是如何
[00:12:12.000 --> 00:12:16.000]  亦都是擔負眾人的罪
[00:12:16.000 --> 00:12:18.000]  在十字架上
[00:12:18.000 --> 00:12:21.000]  更加去建立天國
[00:12:21.000 --> 00:12:24.000]  但這些彼得明白嗎
[00:12:24.000 --> 00:12:25.000]  彼得不明白
[00:12:25.000 --> 00:12:27.000]  所以他會捉住主耶穌
[00:12:27.000 --> 00:12:31.000]  第十一至二十八節
[00:12:31.000 --> 00:12:32.000]  他要捉住主耶穌
[00:12:32.000 --> 00:12:34.000]  你不要做一個受苦的尼采亞
[00:12:34.000 --> 00:12:38.000]  我一定期待你做一個君王榮耀的尼采亞
[00:12:38.000 --> 00:12:40.000]  所以他是天父的啟示
[00:12:40.000 --> 00:12:44.000]  他都不知道自己在說什麼
[00:12:44.000 --> 00:12:47.000]  接著
[00:12:47.000 --> 00:12:49.000]  第十八節
[00:12:49.000 --> 00:12:51.000]  耶穌繼續和彼得說
[00:12:51.000 --> 00:12:53.000]  我還告訴你,你是彼得
[00:12:53.000 --> 00:12:55.000]  大家在聖經的時候
[00:12:55.000 --> 00:12:58.000]  有個注
[00:12:58.000 --> 00:13:01.000]  彼得原文的意思是盤石
[00:13:01.000 --> 00:13:03.000]  彼得是希臘文
[00:13:03.000 --> 00:13:05.000]  亞拿文是基法
[00:13:05.000 --> 00:13:06.000]  是盤石的意思
[00:13:06.000 --> 00:13:09.000]  我要把我的教會建造在這盤石上
[00:13:09.000 --> 00:13:12.000]  陰間的權並不能勝過他
[00:13:12.000 --> 00:13:14.000]  我要把天國的約時給你
[00:13:14.000 --> 00:13:16.000]  凡你在地上所捆綁的
[00:13:16.000 --> 00:13:17.000]  在天上也要捆綁
[00:13:17.000 --> 00:13:19.000]  凡你在地上所釋放的
[00:13:19.000 --> 00:13:21.000]  在天上也要釋放
[00:13:21.000 --> 00:13:25.000]  彼得很大權
[00:13:25.000 --> 00:13:28.000]  傳統上教會解讀這段經文
[00:13:28.000 --> 00:13:31.000]  我們有些避忌
[00:13:31.000 --> 00:13:33.000]  因為這段經文
[00:13:33.000 --> 00:13:38.000]  是被天主教的教會拿來肯定
[00:13:38.000 --> 00:13:44.000]  那彼得就是教會的第一個教皇
[00:13:44.000 --> 00:13:48.000]  因為主耶穌和彼得說
[00:13:48.000 --> 00:13:51.000]  要把教會建造在彼得身上
[00:13:51.000 --> 00:13:55.000]  因為彼得的名字就是盤石
[00:13:55.000 --> 00:14:02.000]  所以教會因著彼得這個教皇的權柄
[00:14:02.000 --> 00:14:04.000]  教會也有權柄
[00:14:04.000 --> 00:14:05.000]  可以在地上捆綁
[00:14:05.000 --> 00:14:07.000]  可以在地上釋放
[00:14:07.000 --> 00:14:09.000]  並且這個教皇的權柄
[00:14:09.000 --> 00:14:15.000]  一代一代一代傳下來
[00:14:15.000 --> 00:14:18.000]  我們傳統很怕這樣說
[00:14:18.000 --> 00:14:22.000]  因為我們怕變成天主教的解法
[00:14:22.000 --> 00:14:26.000]  於是教皇是整個教會的頭
[00:14:26.000 --> 00:14:27.000]  他說一就一
[00:14:27.000 --> 00:14:28.000]  他說二就二
[00:14:28.000 --> 00:14:31.000]  他有聖經的最終解釋權
[00:14:31.000 --> 00:14:33.000]  他有教會的權柄
[00:14:33.000 --> 00:14:36.000]  可以說出一切
[00:14:36.000 --> 00:14:41.000]  正如上帝的代言人一樣
[00:14:41.000 --> 00:14:45.000]  這個並不是我們所同意
[00:14:45.000 --> 00:14:48.000]  所以也不夠膽這樣解釋
[00:14:48.000 --> 00:14:50.000]  既然不夠膽這樣解釋
[00:14:50.000 --> 00:14:52.000]  那通常怎麼解釋呢
[00:14:52.000 --> 00:14:53.000]  我們就說
[00:14:53.000 --> 00:14:55.000]  傳統上就說
[00:14:55.000 --> 00:14:57.000]  因為我還告訴你
[00:14:57.000 --> 00:14:59.000]  你是彼得
[00:14:59.000 --> 00:15:01.000]  彼得這個石的字
[00:15:01.000 --> 00:15:04.000]  和下面教會建造在盤石上的兩個字
[00:15:04.000 --> 00:15:05.000]  是很相似的
[00:15:05.000 --> 00:15:06.000]  兩個都指石
[00:15:06.000 --> 00:15:08.000]  不過彼得的是小一點的石
[00:15:08.000 --> 00:15:10.000]  盤石的是大一點的石
[00:15:10.000 --> 00:15:14.000]  字母上是有一點分別的
[00:15:14.000 --> 00:15:16.000]  即是說
[00:15:16.000 --> 00:15:19.000]  當主耶穌說我要將教會建造在這盤石上
[00:15:19.000 --> 00:15:22.000]  這個盤石是指什麼呢
[00:15:22.000 --> 00:15:23.000]  通常是指三樣東西
[00:15:23.000 --> 00:15:24.000]  其中一種
[00:15:24.000 --> 00:15:28.000]  第一個就是主彼得對耶穌基督的宣認
[00:15:28.000 --> 00:15:29.000]  就是依據說話
[00:15:29.000 --> 00:15:30.000]  你是基督
[00:15:30.000 --> 00:15:32.000]  永生神的兒子
[00:15:32.000 --> 00:15:36.000]  教會就是建築在對主耶穌基督的宣認上
[00:15:36.000 --> 00:15:37.000]  第二種解釋
[00:15:37.000 --> 00:15:39.000]  就說不是
[00:15:39.000 --> 00:15:41.000]  耶穌基督的教會
[00:15:41.000 --> 00:15:44.000]  當然是建築在耶穌基督本身身上
[00:15:44.000 --> 00:15:48.000]  因為耶穌基督就是防割石
[00:15:48.000 --> 00:15:50.000]  第三個
[00:15:50.000 --> 00:15:51.000]  有人說不是
[00:15:51.000 --> 00:15:53.000]  我們看回《馬太福音》
[00:15:53.000 --> 00:15:55.000]  《馬太福音》第七章
[00:15:55.000 --> 00:15:57.000]  耶穌講完登山補訓
[00:15:57.000 --> 00:15:59.000]  即是登山補訓的總結
[00:15:59.000 --> 00:16:00.000]  就是說
[00:16:00.000 --> 00:16:03.000]  凡聽見我的吩咐去遵行的
[00:16:03.000 --> 00:16:05.000]  就好像人建造房屋
[00:16:05.000 --> 00:16:07.000]  建造在這盤石上
[00:16:07.000 --> 00:16:10.000]  如果不去行的就建造在沙土上
[00:16:10.000 --> 00:16:12.000]  所以這盤石是在說
[00:16:12.000 --> 00:16:15.000]  遵行主耶穌基督的吩咐
[00:16:15.000 --> 00:16:17.000]  不過三種解釋
[00:16:17.000 --> 00:16:20.000]  其實都不是很能解釋
[00:16:20.000 --> 00:16:21.000]  第十八字
[00:16:21.000 --> 00:16:22.000]  主耶穌講了這句
[00:16:22.000 --> 00:16:24.000]  你是彼得
[00:16:24.000 --> 00:16:25.000]  如果沒有了這四個字
[00:16:25.000 --> 00:16:27.000]  就容易解釋很多
[00:16:27.000 --> 00:16:28.000]  我還告訴你
[00:16:28.000 --> 00:16:30.000]  我的教會建造在這盤石上
[00:16:30.000 --> 00:16:32.000]  就很容易解釋
[00:16:32.000 --> 00:16:33.000]  但多了這句就麻煩了
[00:16:33.000 --> 00:16:36.000]  因為耶穌很直接說
[00:16:36.000 --> 00:16:39.000]  你是盤石
[00:16:39.000 --> 00:16:40.000]  然後就說
[00:16:40.000 --> 00:16:45.000]  我將我的教會建造在這盤石上
[00:16:45.000 --> 00:16:48.000]  我們從另一個角度去看
[00:16:48.000 --> 00:16:51.000]  我們不需要避開天主教的解法
[00:16:51.000 --> 00:16:55.000]  因為他將這個解法推得太遠了
[00:16:55.000 --> 00:16:57.000]  我們從歷史角度去看
[00:16:57.000 --> 00:17:00.000]  從歷史角度
[00:17:00.000 --> 00:17:03.000]  彼得在建立教會方面
[00:17:03.000 --> 00:17:07.000]  的確是扮演一個獨特而不可取代的角色
[00:17:07.000 --> 00:17:09.000]  我們回看《小道行傳》
[00:17:09.000 --> 00:17:10.000]  很快的
[00:17:10.000 --> 00:17:13.000]  《小道行傳》第二章
[00:17:13.000 --> 00:17:14.000]  五秦節
[00:17:14.000 --> 00:17:15.000]  聖靈降臨
[00:17:15.000 --> 00:17:17.000]  初期教會得以建立
[00:17:17.000 --> 00:17:19.000]  是因為有一個人說到
[00:17:19.000 --> 00:17:21.000]  三千人受洗加入教會
[00:17:21.000 --> 00:17:22.000]  是誰?
[00:17:22.000 --> 00:17:24.000]  彼得
[00:17:24.000 --> 00:17:25.000]  是不是?
[00:17:25.000 --> 00:17:29.000]  這是歷史的事實
[00:17:29.000 --> 00:17:33.000]  接著彼得開始這個初期教會的時候
[00:17:33.000 --> 00:17:39.000]  這個初期教會只不過是一個猶太人的教會
[00:17:39.000 --> 00:17:42.000]  《小道行傳》第八章
[00:17:42.000 --> 00:17:43.000]  當教會大受逼迫
[00:17:43.000 --> 00:17:46.000]  耶路撒冷的教會被逼迫的時候
[00:17:46.000 --> 00:17:48.000]  那些信徒去到不同的地方
[00:17:48.000 --> 00:17:49.000]  其中一個執事肥利
[00:17:49.000 --> 00:17:53.000]  去到撒瑪利亞和撒瑪利亞人傳福音
[00:17:53.000 --> 00:17:56.000]  和撒瑪利亞人開始相信耶穌
[00:17:56.000 --> 00:17:59.000]  並且受洗
[00:17:59.000 --> 00:18:01.000]  但聖經明明說了一句
[00:18:01.000 --> 00:18:05.000]  那時聖靈還沒有降下來
[00:18:05.000 --> 00:18:08.000]  耶路撒冷的教會
[00:18:08.000 --> 00:18:12.000]  他們聽聞撒瑪利亞人相信耶穌並且受洗
[00:18:12.000 --> 00:18:17.000]  於是就差遣了彼得和約翰去撒瑪利亞
[00:18:17.000 --> 00:18:20.000]  看看這個群體是怎樣
[00:18:20.000 --> 00:18:22.000]  去到撒瑪利亞的時候
[00:18:22.000 --> 00:18:25.000]  他們為了這群已經信了耶穌
[00:18:25.000 --> 00:18:27.000]  已經受洗的信徒
[00:18:27.000 --> 00:18:29.000]  按手祈禱
[00:18:29.000 --> 00:18:34.000]  聖靈降臨在這個群體上
[00:18:34.000 --> 00:18:37.000]  向彼得
[00:18:37.000 --> 00:18:43.000]  向耶路撒冷教會證明一件事
[00:18:43.000 --> 00:18:47.000]  神接納撒瑪利亞人
[00:18:47.000 --> 00:18:54.000]  成為教會群體的一份子
[00:18:54.000 --> 00:19:01.000]  因為猶太人本身是輕視拒絕撒瑪利亞人
[00:19:01.000 --> 00:19:05.000]  縱然他們都是猶太人的血統
[00:19:05.000 --> 00:19:09.000]  聖靈親自降臨
