
[00:00:00.000 --> 00:00:05.000]  今天來到我們時事記講道系列的第七課
[00:02:34.000 --> 00:02:36.000]  就說今晚十二點來我房間
[00:02:36.000 --> 00:02:38.000]  我們一起研究金剛經
[00:02:38.000 --> 00:02:40.000]  就師太你承傳老衲那些
[00:02:40.000 --> 00:02:43.000]  整件事就很混亂
[00:02:43.000 --> 00:02:46.000]  如果整件新聞用一句話來形容
[00:02:46.000 --> 00:02:49.000]  就是貴圈真亂
[00:02:49.000 --> 00:02:51.000]  有沒有聽過這句話
[00:02:51.000 --> 00:02:53.000]  原始是用來形容娛樂圈的
[00:02:53.000 --> 00:02:56.000]  後來廣義被形容在所有行業
[00:02:56.000 --> 00:02:58.000]  出現一些很混亂的事的時候
[00:02:58.000 --> 00:02:59.000]  這句話就搞定了
[00:02:59.000 --> 00:03:01.000]  就是貴圈真亂
[00:03:01.000 --> 00:03:05.000]  當你讀到《時事記》十七、十八章的時候
[00:03:05.000 --> 00:03:07.000]  如果你用一句話去形容
[00:03:07.000 --> 00:03:08.000]  就是這句話了
[00:03:08.000 --> 00:03:10.000]  就是貴圈真亂
[00:03:10.000 --> 00:03:14.000]  這麼混亂的事情是怎麼發生的呢
[00:03:14.000 --> 00:03:16.000]  作者很詳細地交代了
[00:03:16.000 --> 00:03:19.000]  他是分三個步驟去發生的
[00:03:19.000 --> 00:03:22.000]  我們就從這三個步驟來看看
[00:03:22.000 --> 00:03:24.000]  到底這整件事的發生
[00:03:24.000 --> 00:03:26.000]  整個宗教的混亂
[00:03:26.000 --> 00:03:29.000]  給我們能夠帶來什麼提醒
[00:03:29.000 --> 00:03:30.000]  或者警告
[00:03:30.000 --> 00:03:32.000]  或者挑戰
[00:03:32.000 --> 00:03:34.000]  我們今天的啟發
[00:03:34.000 --> 00:03:36.000]  三個步驟
[00:03:36.000 --> 00:03:37.000]  第一個步驟就是
[00:03:37.000 --> 00:03:40.000]  這整件事的發生
[00:03:40.000 --> 00:03:42.000]  就是貴圈真亂這件事的發生
[00:03:42.000 --> 00:03:45.000]  其實是從一個家庭的事件開始的
[00:03:45.000 --> 00:03:47.000]  所以整個偏離上帝
[00:03:47.000 --> 00:03:49.000]  不是一件驚天動地的事
[00:03:49.000 --> 00:03:53.000]  是一件家庭的小事件開始發展的
[00:03:53.000 --> 00:03:55.000]  這件事是怎麼發展的呢
[00:03:55.000 --> 00:03:57.000]  這件事是怎麼發展的呢
[00:03:57.000 --> 00:04:01.000]  話說在以色列有一個富婆
[00:04:01.000 --> 00:04:02.000]  很有錢的
[00:04:02.000 --> 00:04:05.000]  這個富婆有一天不見了一筆錢
[00:04:05.000 --> 00:04:08.000]  這筆錢也不是很少的一筆錢
[00:04:08.000 --> 00:04:10.000]  也挺可觀的數目
[00:04:10.000 --> 00:04:13.000]  聖經所記載一千一百兩銀子
[00:04:13.000 --> 00:04:16.000]  一千一百兩銀子在當時有多少錢呢
[00:04:16.000 --> 00:04:18.000]  大概是一個人
[00:04:18.000 --> 00:04:20.000]  因為她後來有請傭人
[00:04:20.000 --> 00:04:22.000]  就給她十兩銀子
[00:04:22.000 --> 00:04:24.000]  一年年薪
[00:04:24.000 --> 00:04:26.000]  照這個計算應該是一個人
[00:04:26.000 --> 00:04:28.000]  一百一十年的工資
[00:04:28.000 --> 00:04:33.000]  表示一個人大概兩世都賺不到的錢
[00:04:33.000 --> 00:04:35.000]  所以這個富婆不是普通的富婆
[00:04:35.000 --> 00:04:36.000]  很有錢的
[00:04:36.000 --> 00:04:39.000]  是時思時代的工餘心
[00:04:39.000 --> 00:04:41.000]  這個富婆不見了一筆錢
[00:04:41.000 --> 00:04:42.000]  很心痛
[00:04:42.000 --> 00:04:43.000]  因為很大一筆
[00:04:43.000 --> 00:04:45.000]  於是她就沒辦法
[00:04:45.000 --> 00:04:47.000]  於是她就詛咒
[00:04:47.000 --> 00:04:49.000]  很陰毒的詛咒
[00:04:49.000 --> 00:04:50.000]  不得好死呀
[00:04:50.000 --> 00:04:51.000]  生子沒有屁股了
[00:04:51.000 --> 00:04:53.000]  詛咒詛咒
[00:04:53.000 --> 00:04:58.000]  原來這筆錢是她的寶貝偷了
[00:04:58.000 --> 00:05:00.000]  她的兒子叫米加
[00:05:00.000 --> 00:05:01.000]  這個人是一個富二代
[00:05:01.000 --> 00:05:03.000]  按照聖經的記載
[00:05:03.000 --> 00:05:06.000]  應該是屬於那些被人縱壞的富二代
[00:05:06.000 --> 00:05:07.000]  無所事事
[00:05:07.000 --> 00:05:08.000]  不務正業
[00:05:08.000 --> 00:05:10.000]  偷了媽媽一大筆錢
[00:05:10.000 --> 00:05:12.000]  吃喝玩樂
[00:05:12.000 --> 00:05:14.000]  但她偷完之後
[00:05:14.000 --> 00:05:17.000]  聽到媽媽一天到晚很陰毒的詛咒
[00:05:17.000 --> 00:05:19.000]  聽著聽著自己就越來越怕了
[00:05:19.000 --> 00:05:22.000]  最後心裡的最後一道防線被衝破
[00:05:22.000 --> 00:05:24.000]  於是她就來跟媽媽說
[00:05:24.000 --> 00:05:26.000]  媽媽不如你不要一天到晚詛咒
[00:05:26.000 --> 00:05:28.000]  因為偷錢的是我
[00:05:28.000 --> 00:05:29.000]  我還錢給你了
[00:05:29.000 --> 00:05:30.000]  不要再詛咒了
[00:05:30.000 --> 00:05:32.000]  因為你的詛咒太恐怖了
[00:05:32.000 --> 00:05:33.000]  媽媽一看
[00:05:33.000 --> 00:05:34.000]  這次糟糕了
[00:05:34.000 --> 00:05:35.000]  她就說
[00:05:35.000 --> 00:05:37.000]  我還這麼陰毒的詛咒
[00:05:37.000 --> 00:05:39.000]  結果是我親生寶貝偷了
[00:05:39.000 --> 00:05:40.000]  現在慘了
[00:05:40.000 --> 00:05:44.000]  我會馬上將詛咒變回一個祝福
[00:05:44.000 --> 00:05:46.000]  我們就看看這件事
[00:05:46.000 --> 00:05:48.000]  就是這件事開始
[00:05:48.000 --> 00:05:50.000]  引致整個支派
[00:05:50.000 --> 00:05:53.000]  墮入這個偶像的境敗
[00:05:53.000 --> 00:05:56.000]  我們看史詩記十七章一到六節
[00:05:56.000 --> 00:06:00.000]  米家就將一千一百兩銀子還給母親
[00:06:00.000 --> 00:06:01.000]  還給你了
[00:06:01.000 --> 00:06:02.000]  不要吵了
[00:06:02.000 --> 00:06:03.000]  他母親說
[00:06:03.000 --> 00:06:07.000]  為了挽回我兒子該受的詛咒
[00:06:07.000 --> 00:06:10.000]  我誠心把銀子獻給上主
[00:06:10.000 --> 00:06:11.000]  因為他媽媽很害怕
[00:06:11.000 --> 00:06:13.000]  我的詛咒一萬多怎麼辦
[00:06:13.000 --> 00:06:14.000]  她要挽回這個詛咒
[00:06:14.000 --> 00:06:17.000]  我要將這一筆錢獻給上帝
[00:06:17.000 --> 00:06:21.000]  於是就雕刻一瓶木頭偶像
[00:06:21.000 --> 00:06:24.000]  外面用銀子包著
[00:06:24.000 --> 00:06:27.000]  現在我把這些銀子交給你
[00:06:27.000 --> 00:06:30.000]  米家就把銀子還給母親
[00:06:30.000 --> 00:06:33.000]  母親拿了兩百兩銀子
[00:06:33.000 --> 00:06:34.000]  二十年的工資
[00:06:34.000 --> 00:06:35.000]  不少錢
[00:06:35.000 --> 00:06:37.000]  給了一個銀像
[00:06:37.000 --> 00:06:41.000]  要他用木頭雕刻一瓶偶像
[00:06:41.000 --> 00:06:43.000]  外面用銀子包裹
[00:06:43.000 --> 00:06:46.000]  這偶像就放在米家的家裡
[00:06:46.000 --> 00:06:50.000]  這就開始了第一個偶像境敗
[00:06:50.000 --> 00:06:54.000]  米家第五節有了自己的神廟
[00:06:54.000 --> 00:06:55.000]  還欠一些東西
[00:06:55.000 --> 00:06:57.000]  一件不夠
[00:06:57.000 --> 00:06:59.000]  他又做了一套偶像和一件以弗德
[00:06:59.000 --> 00:07:01.000]  就是祭司的祭袍
[00:07:01.000 --> 00:07:03.000]  有了祭司的祭袍
[00:07:03.000 --> 00:07:04.000]  有了神像有了廟
[00:07:04.000 --> 00:07:05.000]  還欠一個什麼呢
[00:07:05.000 --> 00:07:06.000]  欠一個牧師
[00:07:06.000 --> 00:07:07.000]  欠一個祭司
[00:07:07.000 --> 00:07:08.000]  誰呢
[00:07:08.000 --> 00:07:09.000]  我兒子好像很神心
[00:07:09.000 --> 00:07:11.000]  平時又喜歡讀經祈禱
[00:07:11.000 --> 00:07:12.000]  找他吧
[00:07:12.000 --> 00:07:15.000]  指定他只有一個兒子做祭司
[00:07:15.000 --> 00:07:16.000]  第六節
[00:07:16.000 --> 00:07:19.000]  當時以色列還沒有王
[00:07:19.000 --> 00:07:24.000]  人人隨著自己喜歡的去做
[00:07:24.000 --> 00:07:25.000]  這整個故事
[00:07:25.000 --> 00:07:26.000]  第一個
[00:07:26.000 --> 00:07:28.000]  作者讓我們很震驚的地方就是
[00:07:28.000 --> 00:07:30.000]  為什麼以色列人
[00:07:30.000 --> 00:07:32.000]  從敬拜真神
[00:07:32.000 --> 00:07:34.000]  到整個支派
[00:07:34.000 --> 00:07:35.000]  變了敬拜偶像
[00:07:35.000 --> 00:07:36.000]  我們有時想
[00:07:36.000 --> 00:07:37.000]  怎麼發生的呢
[00:07:37.000 --> 00:07:39.000]  因為一到十六章沒有交代
[00:07:39.000 --> 00:07:40.000]  他只是交代當時以色列
[00:07:40.000 --> 00:07:42.000]  又行爺又玩中為惡的事
[00:07:42.000 --> 00:07:44.000]  他們又去拜假神
[00:07:44.000 --> 00:07:46.000]  但你從來不知道怎麼發生的
[00:07:46.000 --> 00:07:49.000]  十七章作者給你選了一件
[00:07:49.000 --> 00:07:51.000]  很有代表性的事件
[00:07:51.000 --> 00:07:53.000]  告訴你原來是這樣發生的
[00:07:53.000 --> 00:07:54.000]  有時你會想
[00:07:54.000 --> 00:07:57.000]  應該是發生什麼驚天動地的事
[00:07:57.000 --> 00:07:58.000]  其實不是
[00:07:58.000 --> 00:08:00.000]  整件事是很黑色幽默的
[00:08:00.000 --> 00:08:03.000]  是從一個富婆不見錢開始的
[00:08:03.000 --> 00:08:05.000]  很簡單的一件家庭事件
[00:08:05.000 --> 00:08:06.000]  引發出來
[00:08:06.000 --> 00:08:08.000]  所以很震驚的地方就是
[00:08:08.000 --> 00:08:11.000]  原來整個以色列的偶像敬拜
[00:08:11.000 --> 00:08:15.000]  是從一件家庭事件開始的
[00:08:15.000 --> 00:08:18.000]  沒有什麼特別的驚天動地
[00:08:18.000 --> 00:08:19.000]  很簡單的一件事
[00:08:19.000 --> 00:08:21.000]  就是富婆不見了錢
[00:08:21.000 --> 00:08:25.000]  為什麼信仰進入家庭這麼重要呢
[00:08:25.000 --> 00:08:28.000]  你發覺不是因為整個民族拜偶像
[00:08:28.000 --> 00:08:29.000]  家庭拜偶像
[00:08:29.000 --> 00:08:30.000]  是相反的
[00:08:30.000 --> 00:08:32.000]  一件家庭的事件
[00:08:32.000 --> 00:08:35.000]  引致整個民族拜偶像
[00:08:35.000 --> 00:08:38.000]  而且最後的結局是很悲哀的
[00:08:38.000 --> 00:08:41.000]  所以為什麼摩西會特別
[00:08:41.000 --> 00:08:44.000]  在生命紀他臨被神接走之前
[00:08:44.000 --> 00:08:45.000]  特別提醒他們說
[00:08:45.000 --> 00:08:47.000]  我今天所吩咐你的話
[00:08:47.000 --> 00:08:48.000]  要記在心上
[00:08:48.000 --> 00:08:51.000]  也要因勤教訓你的兒女
[00:08:51.000 --> 00:08:52.000]  無論你坐在家裡
[00:08:52.000 --> 00:08:54.000]  走在路上躺下起來
[00:08:54.000 --> 00:08:56.000]  都要談論呢
[00:08:56.000 --> 00:08:58.000]  因為如果信仰沒有進入家庭
[00:08:58.000 --> 00:09:01.000]  你發覺一件家庭的小事
[00:09:01.000 --> 00:09:04.000]  可以引致整個民族起神
[00:09:04.000 --> 00:09:07.000]  所以這是一個很大的提醒
[00:09:07.000 --> 00:09:08.000]  讓我們知道
[00:09:08.000 --> 00:09:12.000]  為什麼信仰進入家庭這麼重要
[00:09:12.000 --> 00:09:16.000]  大家還記得1978年
[00:09:16.000 --> 00:09:19.000]  有一件很驚天動地的事發生
[00:09:19.000 --> 00:09:22.000]  當時美國有個很出名的邪教教主
[00:09:22.000 --> 00:09:24.000]  Jim Jones
[00:09:24.000 --> 00:09:27.000]  創立了一個邪教叫People's Temple
[00:09:27.000 --> 00:09:30.000]  1978年他們一千人
[00:09:30.000 --> 00:09:33.000]  由美國去到南美的Guyana
[00:09:33.000 --> 00:09:35.000]  建了自己一個小鎮
[00:09:35.000 --> 00:09:38.000]  78年的時候集體自殺一千人
[00:09:38.000 --> 00:09:39.000]  釀成悲劇
[00:09:39.000 --> 00:09:41.000]  後來很多人研究Jim Jones
[00:09:41.000 --> 00:09:45.000]  其中一個文件研究
[00:09:45.000 --> 00:09:48.000]  你會發覺這悲劇是從哪裡開始的呢
[00:09:48.000 --> 00:09:50.000]  是從家裡開始的
[00:09:50.000 --> 00:09:53.000]  就是從小他跟他爸爸的關係
[00:09:53.000 --> 00:09:55.000]  由那裡釀成悲劇
[00:09:55.000 --> 00:09:58.000]  他有很多反權威的憤恨
[00:09:58.000 --> 00:10:00.000]  其實是從跟他爸爸的關係
[00:10:00.000 --> 00:10:02.000]  那時已經開始營造
[00:10:02.000 --> 00:10:03.000]  所以你發覺很多時候
[00:10:03.000 --> 00:10:05.000]  你見到一些驚天動地
[00:10:05.000 --> 00:10:07.000]  離經半導的事
[00:10:07.000 --> 00:10:08.000]  你會發覺很厲害
[00:10:08.000 --> 00:10:09.000]  一定是什麼驚天動地
[00:10:09.000 --> 00:10:10.000]  當你追溯到源頭的時候
[00:10:10.000 --> 00:10:14.000]  你會發現原來是家庭影響出來的
[00:10:14.000 --> 00:10:17.000]  很多最後的悲劇是家庭影響出來的
[00:10:17.000 --> 00:10:19.000]  所以這個是第一樣
[00:10:19.000 --> 00:10:22.000]  這個史詩記的作者給我們的提醒
[00:10:22.000 --> 00:10:26.000]  原來信仰中國家庭是極之重要
[00:10:26.000 --> 00:10:27.000]  家庭搞不定
[00:10:27.000 --> 00:10:29.000]  最後就影響整間教會
[00:10:29.000 --> 00:10:30.000]  是相反的
[00:10:30.000 --> 00:10:31.000]  不是教會不定就影響家庭
[00:10:31.000 --> 00:10:34.000]  是家庭本身信仰不定
[00:10:34.000 --> 00:10:36.000]  就影響整間教會
[00:10:36.000 --> 00:10:38.000]  最後就整個基督教
[00:10:38.000 --> 00:10:39.000]  所以是這樣下來
[00:10:39.000 --> 00:10:40.000]  第二個
[00:10:40.000 --> 00:10:44.000]  作者不單交代了這件事的前因後果
[00:10:44.000 --> 00:10:48.000]  作者還交代了這件家庭事件
[00:10:48.000 --> 00:10:52.000]  第一次他開始雕刻一個木偶像來敬拜的時候
[00:10:52.000 --> 00:10:55.000]  他背後的動機到底是什麼呢
[00:10:55.000 --> 00:10:56.000]  作者也交代了
[00:10:56.000 --> 00:10:58.000]  他說背後動機很簡單
[00:10:58.000 --> 00:11:03.000]  就是為了可以將詛咒扭轉成為祝福
[00:11:03.000 --> 00:11:05.000]  這件事就是這麼黑色幽默
[00:11:05.000 --> 00:11:06.000]  就是富婆不見了錢
[00:11:06.000 --> 00:11:07.000]  詛咒自己的兒子
[00:11:07.000 --> 00:11:09.000]  發覺原來是我兒子偷
[00:11:09.000 --> 00:11:10.000]  然後害怕
[00:11:10.000 --> 00:11:11.000]  然後就死了
[00:11:11.000 --> 00:11:13.000]  因為大家知道
[00:11:13.000 --> 00:11:16.000]  猶太人跟我們文化不一樣
[00:11:16.000 --> 00:11:17.000]  我們以為詛咒
[00:11:17.000 --> 00:11:20.000]  我們的詛咒就是爆兩個髒話就叫詛咒
[00:11:20.000 --> 00:11:23.000]  但是猶太人不是爆兩個髒話就叫詛咒
[00:11:23.000 --> 00:11:25.000]  猶太人是真的很看重詛咒
[00:11:25.000 --> 00:11:27.000]  他覺得詛咒會靈的
[00:11:27.000 --> 00:11:30.000]  我記得以前我有個老師考古學的
[00:11:30.000 --> 00:11:33.000]  在以色列考古了七年
[00:11:33.000 --> 00:11:35.000]  有一年他就在那裡考古
[00:11:35.000 --> 00:11:37.000]  在一個店鋪賣了一些東西
[00:11:37.000 --> 00:11:38.000]  發覺貨不對版
[00:11:38.000 --> 00:11:41.000]  他就回去店裡跟猶太人老闆說要換
[00:11:41.000 --> 00:11:42.000]  退錢
[00:11:42.000 --> 00:11:44.000]  猶太人說不能退
[00:11:44.000 --> 00:11:45.000]  老師就很生氣
[00:11:45.000 --> 00:11:46.000]  老師就對著猶太人的老闆說
[00:11:46.000 --> 00:11:49.000]  我現在奉耶和華的名詛咒你
[00:11:49.000 --> 00:11:51.000]  然後就說了一堆話
[00:11:51.000 --> 00:11:52.000]  說完之後他就走了
[00:11:52.000 --> 00:11:54.000]  老闆就追上來
[00:11:54.000 --> 00:11:55.000]  我退錢給你
[00:11:55.000 --> 00:11:57.000]  你要奉耶和華的名
[00:11:57.000 --> 00:12:00.000]  收回剛剛那句詛咒
[00:12:00.000 --> 00:12:03.000]  猶太人很看重奉神的名
[00:12:03.000 --> 00:12:05.000]  如果以色列被人騙了
[00:12:05.000 --> 00:12:06.000]  他就不肯退錢給你
[00:12:06.000 --> 00:12:08.000]  我奉耶和華的名
[00:12:08.000 --> 00:12:09.000]  他們就很害怕
[00:12:09.000 --> 00:12:10.000]  所以他很害怕
[00:12:10.000 --> 00:12:12.000]  他就說怎麼辦呢
[00:12:12.000 --> 00:12:15.000]  這個原始的動機其實是出於
[00:12:15.000 --> 00:12:17.000]  害怕神詛咒
[00:12:17.000 --> 00:12:18.000]  詛咒我的寶貝
[00:12:18.000 --> 00:12:20.000]  萬一發生什麼事怎麼辦
[00:12:20.000 --> 00:12:22.000]  於是他就一害怕之下
[00:12:22.000 --> 00:12:25.000]  就想把這個詛咒扭轉成祝福
[00:12:25.000 --> 00:12:28.000]  他就想一些方法
[00:12:28.000 --> 00:12:30.000]  我和你其實都害怕
[00:12:30.000 --> 00:12:32.000]  我們都很害怕詛咒
[00:12:32.000 --> 00:12:34.000]  你知道有時候我們一害怕詛咒
[00:12:34.000 --> 00:12:36.000]  就想一些奇怪的方法
[00:12:36.000 --> 00:12:38.000]  希望可以得到祝福
[00:12:38.000 --> 00:12:40.000]  有時候會想一些很迷信的東西
[00:12:40.000 --> 00:12:42.000]  有時候就很大影響
[00:12:42.000 --> 00:12:44.000]  首先是先做錯事
[00:12:44.000 --> 00:12:45.000]  做錯事就害怕
[00:12:45.000 --> 00:12:47.000]  害怕就開始想一些東西
[00:12:47.000 --> 00:12:50.000]  我記得很多年前
[00:12:50.000 --> 00:12:52.000]  我不開名哪間教會
[00:12:52.000 --> 00:12:55.000]  有一個執事長老
[00:12:55.000 --> 00:12:56.000]  很有錢的
[00:12:56.000 --> 00:12:57.000]  做生意
[00:12:57.000 --> 00:13:00.000]  可能他有一段時間
[00:13:00.000 --> 00:13:02.000]  婚姻上出了一些問題
[00:13:02.000 --> 00:13:05.000]  他就覺得既然婚姻出了一些問題
[00:13:05.000 --> 00:13:07.000]  可能神不會保守我
[00:13:07.000 --> 00:13:08.000]  他就害怕
[00:13:08.000 --> 00:13:09.000]  害怕就想一些方法
[00:13:09.000 --> 00:13:10.000]  因為他生意很大
[00:13:10.000 --> 00:13:12.000]  分分鐘一單生意談不成
[00:13:12.000 --> 00:13:14.000]  財政上就有很大的問題
[00:13:14.000 --> 00:13:17.000]  他就害怕最近婚姻出了問題
[00:13:17.000 --> 00:13:18.000]  糟了 神一定詛咒
[00:13:18.000 --> 00:13:20.000]  一定不祝福我的生意
[00:13:20.000 --> 00:13:21.000]  於是他就想了一個辦法
[00:13:21.000 --> 00:13:24.000]  他說之後這種生意再做
[00:13:24.000 --> 00:13:26.000]  要看看風水
[00:13:26.000 --> 00:13:29.000]  他請了一個很有名的風水師來看
[00:13:29.000 --> 00:13:32.000]  一看 結果好像沒事
[00:13:32.000 --> 00:13:34.000]  看了又有靈
[00:13:34.000 --> 00:13:35.000]  從此之後
[00:13:35.000 --> 00:13:38.000]  風水這東西就入到他生命當中
[00:13:38.000 --> 00:13:41.000]  直到後來教會買堂
[00:13:41.000 --> 00:13:43.000]  去找堂的時候
[00:13:43.000 --> 00:13:45.000]  他都說請這個風水師給我們看看
[00:13:45.000 --> 00:13:47.000]  這塊地是不是風水之地
[00:13:47.000 --> 00:13:49.000]  適合教會發展
[00:13:49.000 --> 00:13:51.000]  整件事就是這樣發生
[00:13:51.000 --> 00:13:53.000]  從一件個人的事件
[00:13:53.000 --> 00:13:54.000]  變成你害怕
[00:13:54.000 --> 00:13:56.000]  一害怕就會迷信
[00:13:56.000 --> 00:14:00.000]  將迷信的風氣帶入教會
[00:14:00.000 --> 00:14:02.000]  就影響整間教會
[00:14:02.000 --> 00:14:04.000]  大概當年
[00:14:04.000 --> 00:14:06.000]  當年作者所記載
[00:14:06.000 --> 00:14:08.000]  那件事就是這樣發生
[00:14:08.000 --> 00:14:11.000]  害怕詛咒 想得祝福
[00:14:11.000 --> 00:14:12.000]  這個不是問題
[00:14:12.000 --> 00:14:14.000]  第三個就是
[00:14:14.000 --> 00:14:16.000]  想得祝福 想避開詛咒
[00:14:16.000 --> 00:14:17.000]  人之常情
[00:14:17.000 --> 00:14:18.000]  我們都是這樣
[00:14:18.000 --> 00:14:19.000]  但問題就是
[00:14:19.000 --> 00:14:21.000]  最諷刺的地方
[00:14:21.000 --> 00:14:23.000]  就是這個婦婆
[00:14:23.000 --> 00:14:24.000]  為了得祝福
[00:14:24.000 --> 00:14:26.000]  她的方法用錯了
[00:14:26.000 --> 00:14:28.000]  其實她的方法用對了
[00:14:28.000 --> 00:14:29.000]  是很簡單的
[00:14:29.000 --> 00:14:31.000]  因為根據聖經所記載
[00:14:31.000 --> 00:14:33.000]  在士司紀十八章三十一節
[00:14:33.000 --> 00:14:36.000]  神的殿在視羅多少日子
[00:14:36.000 --> 00:14:42.000]  但支派人為自己設立米家所雕刻的像也在但多少日子
[00:14:42.000 --> 00:14:44.000]  這句話很諷刺 為什麼呢
[00:14:44.000 --> 00:14:48.000]  因為米家的家離視羅很近
[00:14:48.000 --> 00:14:50.000]  作者特別告訴你
[00:14:50.000 --> 00:14:51.000]  如果你想得祝福
[00:14:51.000 --> 00:14:53.000]  你為什麼不去神的殿呢
[00:14:53.000 --> 00:14:55.000]  神的殿就在旁邊
[00:14:55.000 --> 00:14:57.000]  其實離家只有幾個公里
[00:14:57.000 --> 00:15:00.000]  特別是婦婆一定買得起馬
[00:15:00.000 --> 00:15:02.000]  騎馬半個小時就到了
[00:15:02.000 --> 00:15:06.000]  你去找個正統的祭司獻祭
[00:15:06.000 --> 00:15:08.000]  為你祈禱祝福
[00:15:08.000 --> 00:15:10.000]  藥櫃還在那裡
[00:15:10.000 --> 00:15:11.000]  神的殿在那裡
[00:15:11.000 --> 00:15:12.000]  不是叫殿
[00:15:12.000 --> 00:15:14.000]  那時候是帳幕 會幕
[00:15:14.000 --> 00:15:16.000]  起碼有神的藥櫃
[00:15:16.000 --> 00:15:18.000]  有詩音寶座
[00:15:18.000 --> 00:15:20.000]  按正統摩西的規定
[00:15:20.000 --> 00:15:22.000]  你就去找祭司
[00:15:22.000 --> 00:15:23.000]  獻祭
[00:15:23.000 --> 00:15:24.000]  那麼有錢
[00:15:24.000 --> 00:15:25.000]  不用兩百兩
[00:15:25.000 --> 00:15:26.000]  獻一隻牛也好
[00:15:26.000 --> 00:15:28.000]  獻祭
[00:15:28.000 --> 00:15:30.000]  按正統來做
[00:15:30.000 --> 00:15:31.000]  正規的方式
[00:15:31.000 --> 00:15:32.000]  不要搞迷信
[00:15:32.000 --> 00:15:34.000]  正規就得到祝福
[00:15:34.000 --> 00:15:35.000]  你又安心
[00:15:35.000 --> 00:15:36.000]  又沒事
[00:15:36.000 --> 00:15:37.000]  又不會影響整個民族
[00:15:37.000 --> 00:15:38.000]  最諷刺的地方
[00:15:38.000 --> 00:15:41.000]  離神的殿很近
[00:15:41.000 --> 00:15:42.000]  其實很近
[00:15:42.000 --> 00:15:43.000]  很容易解決
