
[00:00:00.000 --> 00:00:03.200]  領子妹,讀了那麼長的聖經,從第八章讀到第十章
[00:02:15.980 --> 00:02:20.240]  不再流離失所嘛,不用搞那麼多事,就再沒有駐彭了
[00:02:20.240 --> 00:02:23.460]  一直沒有,沒有到什麼時候呢?就剛剛
[00:02:23.460 --> 00:02:26.100]  我們讀完聖經,在尼西米的時候
[00:02:26.100 --> 00:02:28.060]  他們秘魯回歸
[00:02:28.060 --> 00:02:30.880]  紀念這件事,七月
[00:02:30.880 --> 00:02:33.520]  七月,咦,剛好那七月也是,不過留意
[00:02:33.520 --> 00:02:35.260]  他們的七月和我們的七月是不同的數法的
[00:02:35.260 --> 00:02:37.580]  一月不是我們一月那種數起的
[00:02:37.580 --> 00:02:41.380]  就是,不用想著暑假的,那時候不是暑假的
[00:02:41.380 --> 00:02:44.020]  但總之那個月裡面呢,這一幫人呢
[00:02:44.020 --> 00:02:46.900]  就是整個子民在建造重建城牆之後呢
[00:02:46.900 --> 00:02:49.500]  就一直聚集在一起
[00:02:50.260 --> 00:02:53.200]  一直聚集在一起,有什麼讀啊?是不是有什麼做啊?
[00:02:53.200 --> 00:02:55.240]  讀聖經
[00:02:55.240 --> 00:02:59.080]  讀聖經,剛才我們在看的,在第八章第一節
[00:02:59.080 --> 00:03:02.400]  最後,他提到什麼?他請文氏以斯拉
[00:03:02.400 --> 00:03:05.920]  就是前面以斯拉的記錄啊,將以斯拉人的律法書帶來
[00:03:05.920 --> 00:03:10.840]  一天一天在讀,讀到一個地步就回到八章第十三節
[00:03:10.840 --> 00:03:12.200]  什麼人讀啊?
[00:03:12.200 --> 00:03:14.300]  眾民的族長,祭司利美人
[00:03:14.300 --> 00:03:17.680]  聚集在以斯拉那裡,留心聽律法的話
[00:03:17.680 --> 00:03:20.680]  十八節,什麼時候讀啊?
[00:03:20.680 --> 00:03:22.720]  駐彭節,守了多少天啊?守了七天啊
[00:03:22.720 --> 00:03:27.080]  頭一天到末一天,以斯拉每天唸神的律法書
[00:03:27.080 --> 00:03:30.000]  怎麼樣?接著那些人,眾人守節七天
[00:03:30.000 --> 00:03:33.940]  領政會,有沒有想過,留下七天給上帝
[00:03:33.940 --> 00:03:35.960]  像駐彭一樣
[00:03:35.960 --> 00:03:39.500]  有人偷笑啊,那些人
[00:03:39.500 --> 00:03:43.520]  那些教會啊,到現在都會是每一年,很多時候是暑假的
[00:03:43.520 --> 00:03:46.900]  真的,香港不少教會都有夏令營的
[00:03:46.900 --> 00:03:50.360]  七天這麼厲害?不是啊
[00:03:50.360 --> 00:03:54.020]  你想想,大家去歐洲旅行,你怎麼知道要七天呢?
[00:03:54.020 --> 00:03:55.800]  這麼厲害?
[00:03:55.800 --> 00:03:58.040]  那就很多三天兩夜,四天三夜
[00:03:58.040 --> 00:04:02.840]  全教會男女老幼,都是厲害的
[00:04:02.840 --> 00:04:06.140]  一百多二百人,甚至更多人,進到營會裡面
[00:04:06.140 --> 00:04:10.300]  真的是七天看聖經
[00:04:10.300 --> 00:04:13.460]  現在很多教會都已經不是這樣的地步了
[00:04:13.460 --> 00:04:16.580]  去到有得玩,有得吃,當然有聚會
[00:04:16.920 --> 00:04:20.800]  但是他們真的可以七天七夜,這樣看聖經
[00:04:20.800 --> 00:04:23.340]  我一邊看的時候,覺得是一件很……
[00:04:23.340 --> 00:04:27.860]  我不想說是瘋癲的事,但是都真的不容易受得了
[00:04:27.860 --> 00:04:31.880]  領政會,你想想,有時候我們星期天來到
[00:04:31.880 --> 00:04:34.320]  聚會到半路,你開始會忘錶的
[00:04:34.320 --> 00:04:40.780]  可能還沒到七十分鐘,我們已經在等了
[00:04:40.780 --> 00:04:43.980]  七天,七天做些什麼?
[00:04:43.980 --> 00:04:47.880]  最厲害的一件事就是,一個人擔大旗而已
[00:04:47.880 --> 00:04:49.780]  是以色列
[00:04:49.780 --> 00:04:52.180]  我很佩服她,我很佩服她
[00:04:52.180 --> 00:04:54.720]  就算只是讀
[00:04:54.720 --> 00:04:57.980]  你明白嗎?現在我們講道,讀完聖經再解釋
[00:04:57.980 --> 00:05:02.260]  就算只是讀,喉嚨都頂不住了,是不是?
[00:05:02.260 --> 00:05:06.060]  七天,當然不是以色列的厲害
[00:05:06.060 --> 00:05:10.380]  而是全體百姓對上帝懷疑的渴慕厲害
[00:05:10.380 --> 00:05:13.040]  哇,牧師說了這麼久,在說什麼?
[00:05:13.040 --> 00:05:16.820]  領政會,我們整個子民聚集在一起,有什麼好做的?
[00:05:16.820 --> 00:05:18.220]  剛剛過去一個星期
[00:05:18.220 --> 00:05:20.880]  哇,很厲害的,雖然不是在教會過夜
[00:05:20.880 --> 00:05:23.500]  都有連續三天的,黃牧師的聚會
[00:05:23.500 --> 00:05:26.500]  都有五場的,有沒有來?
[00:05:26.500 --> 00:05:27.260]  有,是不是?
[00:05:27.260 --> 00:05:30.340]  怎麼只五場?那天早上還有崇拜
[00:05:30.340 --> 00:05:32.380]  六場,我直踩
[00:05:32.380 --> 00:05:34.140]  那完了之後怎麼辦?
[00:05:34.140 --> 00:05:37.460]  不用上班嘛,沒錯,大家都要吃的,是不是?
[00:05:37.460 --> 00:05:39.980]  但是我們的心是不是對上帝仍然這麼渴慕呢?
[00:05:39.980 --> 00:05:43.620]  不單止渴慕著要見到神職騎士
[00:05:43.620 --> 00:05:46.500]  上個星期大家有見到那些拱橋,是不是?
[00:05:46.500 --> 00:05:47.920]  其實很硬
[00:05:47.920 --> 00:05:53.880]  覺得上帝做的騎士值得有掌聲,給點掌聲給上帝
[00:05:53.880 --> 00:05:57.640]  有時候很緊張,做牧師派,說話粗鄙一點又會嚇到你們
[00:05:57.640 --> 00:06:01.620]  認真得太多又會悶到你們,那一刻很不容易
[00:06:01.620 --> 00:06:04.820]  是啊,厲害啊,很厲害啊
[00:06:04.820 --> 00:06:08.880]  不單止上帝做的神職騎士
[00:06:08.880 --> 00:06:11.200]  我們緊張,吸引我們
[00:06:11.200 --> 00:06:14.420]  整個話語有沒有在吸引我們呢?
[00:06:14.420 --> 00:06:15.760]  這是重要的,基督徒
[00:06:15.760 --> 00:06:17.260]  當我們聚集在一起
[00:06:17.260 --> 00:06:19.100]  如果我們真的期望著看這些
[00:06:19.100 --> 00:06:21.700]  那應該找大衛·高伯菲,是不是?
[00:06:21.700 --> 00:06:25.220]  剛才米開·蘭基羅,現在大衛·高伯菲
[00:06:25.220 --> 00:06:28.160]  Michael and David,什麼都來齊了,是不是?
[00:06:28.160 --> 00:06:30.860]  那就繼續變吧,我們只是在看show而已,是不是?
[00:06:30.860 --> 00:06:33.060]  可能很多東西是很玄目的
[00:06:33.060 --> 00:06:34.860]  很吸引人的眼目的
[00:06:34.860 --> 00:06:36.460]  我們很緊張追著那些東西
[00:06:36.460 --> 00:06:39.640]  但是,過不過癮,可能在分析神的話語
[00:06:39.640 --> 00:06:45.400]  神的話語,正在建立我們對一串發生事情的解釋
[00:06:45.400 --> 00:06:47.020]  究竟這些是什麼事呢?
[00:06:47.020 --> 00:06:49.900]  回想《述行傳》,二章,門徒被四形充滿
[00:06:49.900 --> 00:06:52.700]  哇,說了謊言,都錄了出來
[00:06:52.700 --> 00:06:56.700]  人們以為他們喝酒喝醉了,會說別的說話
[00:06:56.700 --> 00:06:59.500]  比德·根治做什麼?
[00:06:59.500 --> 00:07:02.180]  比德·根治就立刻引聖經,尼加書說
[00:07:02.180 --> 00:07:04.460]  少年有異夢,老年人有異象
[00:07:04.460 --> 00:07:05.780]  憑什麼?
[00:07:05.780 --> 00:07:08.580]  凡是讀聖經的,頂尖的
[00:07:08.580 --> 00:07:10.820]  不僅是追求,我們也在追求
[00:07:10.820 --> 00:07:11.980]  也在經歷
[00:07:11.980 --> 00:07:13.860]  不僅是追求經驗
[00:07:13.860 --> 00:07:17.660]  甚至搞到我們的信仰過度靈幻
[00:07:17.660 --> 00:07:18.740]  最重要的
[00:07:18.740 --> 00:07:21.420]  我們聚集,是在找上帝
[00:07:21.420 --> 00:07:23.420]  藉著神的話語,正在建立我們
[00:07:23.420 --> 00:07:27.300]  所以有些教會不僅是夏令營的,有些教會是搞獨經營的
[00:07:27.300 --> 00:07:29.780]  不過我在神教三人堂這麼久
[00:07:29.780 --> 00:07:34.220]  我相信加上我不在這裡服侍的那段日子
[00:07:34.220 --> 00:07:37.180]  有沒有人參加過西環堂辦的獨經營?
[00:07:37.180 --> 00:07:38.340]  我應該也是
[00:07:38.340 --> 00:07:40.100]  你真的有參加過?你主持的?
[00:07:40.100 --> 00:07:40.900]  一次
[00:07:40.900 --> 00:07:44.460]  好啊,那就順利有了,我還以為沒有
[00:07:44.460 --> 00:07:46.660]  安靜營,也不是獨經營
[00:07:46.660 --> 00:07:48.900]  有些教會真的是獨經營
[00:07:48.900 --> 00:07:51.180]  為什麼我知道?因為我試過有一次
[00:07:51.180 --> 00:07:53.940]  請我去他教會做獨經營
[00:07:53.940 --> 00:07:57.180]  那次服侍真的對我來說是喊救命的,是很辛苦的事
[00:07:57.180 --> 00:08:00.860]  真的,從頭到尾,朝九晚九
[00:08:00.860 --> 00:08:05.140]  幾堂都是在解釋,其實主要是找我出來不停讀聖經
[00:08:05.140 --> 00:08:06.180]  解經而已
[00:08:06.180 --> 00:08:08.460]  真的很厲害,獨經營的,你明白嗎?
[00:08:08.460 --> 00:08:10.380]  但是我佩服一件事就是
[00:08:10.380 --> 00:08:12.580]  我不是要取笑他,說了這麼久也沒取笑別人
[00:08:12.580 --> 00:08:13.660]  就是
[00:08:13.660 --> 00:08:17.460]  彌頂之妹,她仍然是這麼精神和渴慕
[00:08:17.460 --> 00:08:19.340]  真的很厲害,我真的覺得很厲害
[00:08:19.340 --> 00:08:22.940]  我這麼說大家都頂得住,我最後散場也說了這句給她聽
[00:08:22.940 --> 00:08:26.340]  我們真的這麼厲害?
[00:08:26.340 --> 00:08:28.500]  這些東西不是以色列
[00:08:28.500 --> 00:08:29.700]  不是尼西米
[00:08:29.700 --> 00:08:31.460]  不是那個時代的人能夠
[00:08:31.460 --> 00:08:33.460]  頂之妹,今天你也能夠
[00:08:33.460 --> 00:08:37.020]  你對上帝的話語的那種追求
[00:08:37.020 --> 00:08:38.780]  是重要的
[00:08:38.780 --> 00:08:41.700]  有多重要?不要緊,回到教會,牧師說你講不到
[00:08:41.700 --> 00:08:43.860]  接著轉頭開小組,你要解釋的嘛
[00:08:43.860 --> 00:08:46.860]  那我就學了
[00:08:46.860 --> 00:08:48.940]  有沒有時間剩下給自己
[00:08:48.940 --> 00:08:50.500]  你去研讀聖經?
[00:08:50.500 --> 00:08:51.540]  這個重要的
[00:08:51.540 --> 00:08:53.780]  一個星期我只能來一次
[00:08:53.780 --> 00:08:57.500]  講到的是很有限
[00:08:57.500 --> 00:09:00.020]  自己有沒有花上時間
[00:09:00.020 --> 00:09:01.220]  研讀呢?
[00:09:01.220 --> 00:09:02.540]  當日這一群
[00:09:02.540 --> 00:09:04.180]  城牆重建
[00:09:04.180 --> 00:09:05.780]  生命更新的一群信徒
[00:09:05.780 --> 00:09:07.500]  來到神的面前
[00:09:07.500 --> 00:09:10.580]  沒有分開什麼階層的
[00:09:10.580 --> 00:09:11.420]  領袖的
[00:09:11.420 --> 00:09:12.340]  屬靈的
[00:09:12.340 --> 00:09:13.900]  領導的,祭司的
[00:09:13.900 --> 00:09:15.180]  屬於平民百姓
[00:09:15.180 --> 00:09:17.900]  都是這樣追求著神的話語
[00:09:17.900 --> 00:09:20.180]  這件事,在我們今天來說
[00:09:20.180 --> 00:09:22.740]  成不成為一個學習呢?
[00:09:22.740 --> 00:09:23.700]  還是反過來
[00:09:23.700 --> 00:09:26.780]  當我們對上帝的話語是輕忽、隨意的時候
[00:09:26.780 --> 00:09:29.140]  反而會鬧出笑話呢
[00:09:29.140 --> 00:09:31.380]  剛剛大概是兩個禮拜前
[00:09:31.380 --> 00:09:32.860]  我在Facebook
[00:09:32.860 --> 00:09:36.060]  看到有人引用另一個人的
[00:09:36.060 --> 00:09:37.300]  廣道大綱
[00:09:37.300 --> 00:09:39.820]  其實我看到有一個牧師朋友
[00:09:39.820 --> 00:09:44.660]  引用另一位牧師朋友的廣道大綱
[00:09:44.660 --> 00:09:46.940]  大致上廣道大綱是
[00:09:46.940 --> 00:09:49.140]  用約翰福音
[00:09:49.140 --> 00:09:50.820]  耶穌見到井旁
[00:09:50.820 --> 00:09:52.740]  撒米亞婦人的對話
[00:09:52.740 --> 00:09:55.420]  所以你拜父要用心靈和誠實拜祂
[00:09:55.420 --> 00:09:56.700]  接著那個廣道大綱
[00:09:56.700 --> 00:09:59.060]  就在說我們如何對自己誠實
[00:09:59.060 --> 00:10:00.580]  千萬不要說謊
[00:10:00.580 --> 00:10:02.500]  如何對人誠實
[00:10:02.500 --> 00:10:05.820]  如何對上帝誠實
[00:10:05.820 --> 00:10:08.540]  如果你在教會聽過一下
[00:10:08.540 --> 00:10:10.140]  你會知道這個翻譯
[00:10:10.140 --> 00:10:12.580]  我們提過是有些問題的
[00:10:12.580 --> 00:10:14.260]  心靈和誠實拜祂
[00:10:14.260 --> 00:10:16.380]  是用靈和真理拜祂
[00:10:16.380 --> 00:10:18.540]  當然
[00:10:18.540 --> 00:10:20.660]  不說謊是真理的一部分
[00:10:20.660 --> 00:10:21.780]  但本來的意思
[00:10:21.780 --> 00:10:24.700]  就不是在說不說謊
[00:10:24.700 --> 00:10:26.740]  見到的時候
[00:10:26.740 --> 00:10:29.380]  我立刻有點苦惱
[00:10:29.380 --> 00:10:32.660]  因為我認識那兩位朋友
[00:10:32.660 --> 00:10:36.860]  這樣引述下去怎麼辦?
[00:10:36.860 --> 00:10:38.020]  我不是要取笑他們
[00:10:38.020 --> 00:10:41.260]  總會在準備中漏掉一些東西
[00:10:41.260 --> 00:10:42.220]  但是
[00:10:42.220 --> 00:10:43.140]  這樣教導的時候
[00:10:43.140 --> 00:10:44.860]  大家只能明白一件事
[00:10:44.860 --> 00:10:45.940]  是讓我們誠實一點
[00:10:45.940 --> 00:10:47.700]  不要說謊
[00:10:47.700 --> 00:10:49.500]  但不是那個原意的時候
[00:10:49.500 --> 00:10:51.140]  可能就帶來一些
[00:10:51.140 --> 00:10:55.940]  偏差和危險的教導
[00:10:55.940 --> 00:10:57.220]  正如有人說
[00:10:57.220 --> 00:11:00.740]  要重修大衛的帳篷
[00:11:00.740 --> 00:11:03.380]  你知不知道重修了什麼?
[00:11:03.380 --> 00:11:05.700]  在《少林寺傳》和《先知書》都提到
[00:11:05.700 --> 00:11:07.300]  其實《先知書》提前的
[00:11:07.300 --> 00:11:10.060]  大衛的帳篷已經重修了
[00:11:10.060 --> 00:11:11.380]  在《少林寺傳》15章
[00:11:11.380 --> 00:11:13.420]  亞各在猶太會議裡面出來
[00:11:13.420 --> 00:11:14.980]  在說愛邦人
[00:11:14.980 --> 00:11:15.860]  悼順耶穌
[00:11:15.860 --> 00:11:16.980]  經歷聖靈的時候
[00:11:16.980 --> 00:11:17.980]  有謊言
[00:11:17.980 --> 00:11:19.860]  這裡就應驗了《先知書》所說
[00:11:19.860 --> 00:11:21.940]  大衛的帳篷要重修了
[00:11:21.940 --> 00:11:22.780]  但又很有趣的
[00:11:22.780 --> 00:11:23.460]  有些人就說
[00:11:23.460 --> 00:11:28.180]  不是啊,我們現在要重修了
[00:11:28.180 --> 00:11:30.220]  會有一些很危險的教導
[00:11:30.220 --> 00:11:32.380]  正在存在
[00:11:32.380 --> 00:11:33.620]  舉個例子出來做什麼牧師
[00:11:33.620 --> 00:11:34.940]  剛才說得那麼雀躍
[00:11:34.940 --> 00:11:35.660]  要讀聖經了
[00:11:35.660 --> 00:11:37.740]  對,就是這個緣故
[00:11:37.740 --> 00:11:38.940]  丁朝妹
[00:11:38.940 --> 00:11:40.140]  讓我們的信仰
[00:11:40.140 --> 00:11:44.140]  不單單基於建立在一些經驗上面
[00:11:44.140 --> 00:11:45.740]  經驗是重要的
[00:11:45.740 --> 00:11:46.580]  一個經驗
[00:11:46.580 --> 00:11:49.180]  讓我知道我所認識的真理
[00:11:49.180 --> 00:11:50.500]  是啊
[00:11:50.500 --> 00:11:51.940]  沒有假的
[00:11:51.940 --> 00:11:52.940]  但就不是用經驗
[00:11:52.940 --> 00:11:54.420]  或者一些我猜測的東西
[00:11:54.420 --> 00:11:57.220]  去解釋那個真理
[00:11:57.220 --> 00:11:59.820]  李希敏重修聖牆之後
[00:11:59.820 --> 00:12:01.260]  跟中文聚集
[00:12:01.260 --> 00:12:03.020]  就一起這樣讀經
[00:12:03.020 --> 00:12:04.180]  七天
[00:12:04.180 --> 00:12:05.460]  再接著發生什麼事呢?
[00:12:05.460 --> 00:12:06.380]  其實不是開玩笑的
[00:12:06.380 --> 00:12:06.740]  七天之後
[00:12:06.740 --> 00:12:07.740]  第八天再嚴肅會
[00:12:07.740 --> 00:12:09.100]  繼續聚會
[00:12:09.100 --> 00:12:09.980]  這個月有沒有停過呢?
[00:12:09.980 --> 00:12:10.580]  沒有停過
[00:12:10.580 --> 00:12:11.740]  因為24號
[00:12:11.740 --> 00:12:12.420]  9月
[00:12:12.420 --> 00:12:13.860]  這月24日
[00:12:13.860 --> 00:12:16.140]  以色列人又聚集了
[00:12:16.140 --> 00:12:17.020]  聚會得真是很密的
[00:12:17.020 --> 00:12:19.860]  不要開玩笑
[00:12:19.860 --> 00:12:20.580]  是不是再讀經呢?
[00:12:20.580 --> 00:12:21.940]  不是
[00:12:21.940 --> 00:12:23.740]  禁食
[00:12:23.740 --> 00:12:25.140]  禱告
[00:12:25.140 --> 00:12:26.500]  這班人不單是
[00:12:26.500 --> 00:12:28.340]  只是要做知識分子
[00:12:28.340 --> 00:12:28.860]  學者
[00:12:28.860 --> 00:12:29.220]  文士
[00:12:29.220 --> 00:12:29.860]  不是的
[00:12:29.860 --> 00:12:31.740]  這班人在神面前是認真的
[00:12:31.740 --> 00:12:32.700]  聽完神的話語
[00:12:32.700 --> 00:12:35.500]  於是這班人來到神面前禱告
[00:12:35.500 --> 00:12:36.380]  這個禁食
[00:12:36.380 --> 00:12:37.060]  禱告
[00:12:37.060 --> 00:12:38.660]  有沒有果效呢?
[00:12:38.660 --> 00:12:39.300]  有啊
[00:12:39.300 --> 00:12:40.460]  後面會再說
[00:12:40.460 --> 00:12:42.140]  丁朝妹最近豐收七十的禁食禱告
[00:12:42.140 --> 00:12:43.940]  你有沒有參加?
[00:12:43.940 --> 00:12:44.380]  有沒有粉絲?
[00:12:44.380 --> 00:12:44.780]  有粉的
[00:12:44.780 --> 00:12:46.180]  揮揮手
[00:12:46.180 --> 00:12:46.860]  多謝耶穌
[00:12:46.860 --> 00:12:48.380]  今天進來有沒有
[00:12:48.380 --> 00:12:49.700]  其他同事進來呢?
[00:12:49.700 --> 00:12:50.540]  我今早早堂
[00:12:50.540 --> 00:12:52.700]  這句話我不是第一次說
[00:12:52.700 --> 00:12:53.500]  今早早堂
[00:12:53.500 --> 00:12:55.300]  我又出去看一看
[00:12:55.300 --> 00:12:56.420]  我記得第一個禮拜
[00:12:56.420 --> 00:12:57.860]  只有幾樣
[00:12:57.860 --> 00:13:00.060]  今早早堂的時候再看一看
[00:13:00.060 --> 00:13:01.060]  蒙英運的貼紙
[00:13:01.060 --> 00:13:02.860]  竟然貼了三十個
[00:13:02.860 --> 00:13:04.700]  禁食耶穌
[00:13:04.700 --> 00:13:06.340]  想不想多一點?
[00:13:06.340 --> 00:13:06.980]  想
[00:13:06.980 --> 00:13:08.100]  你的禱告
[00:13:08.100 --> 00:13:08.860]  哎呀哎呀
[00:13:08.860 --> 00:13:09.820]  牧師這麼說
[00:13:09.820 --> 00:13:11.820]  我繼續絕食抗議上帝
[00:13:11.820 --> 00:13:12.580]  拜託幫我做事
[00:13:12.580 --> 00:13:14.260]  NO
[00:13:14.260 --> 00:13:17.100]  禁食禱告是明白神的心意
[00:13:17.100 --> 00:13:17.700]  不是因為你
[00:13:17.700 --> 00:13:18.460]  哎呀我不吃了
[00:13:18.460 --> 00:13:20.820]  上帝拿到四十五塊一餐
[00:13:20.820 --> 00:13:21.500]  我不吃
[00:13:21.500 --> 00:13:22.940]  拜託你幫我搞定事
[00:13:22.940 --> 00:13:24.220]  不是
[00:13:24.220 --> 00:13:25.540]  禁食禱告
[00:13:25.540 --> 00:13:27.020]  是藉著
[00:13:27.020 --> 00:13:28.180]  我功克己身
[00:13:28.180 --> 00:13:29.660]  夠鐘要吃飯的
[00:13:29.660 --> 00:13:31.220]  我用這個時間
[00:13:31.220 --> 00:13:32.740]  專注在神面前
[00:13:32.740 --> 00:13:33.940]  我去祈禱
[00:13:33.940 --> 00:13:35.380]  不是禁食之後打機
[00:13:35.380 --> 00:13:36.660]  不是禁食之後上網
[00:13:36.660 --> 00:13:37.180]  不是禁食
[00:13:37.180 --> 00:13:38.420]  你明白嗎?
[00:13:38.420 --> 00:13:39.540]  禁食那段時間
[00:13:39.540 --> 00:13:40.420]  是禱告
[00:13:40.420 --> 00:13:41.420]  禱告的目的
[00:13:41.420 --> 00:13:43.500]  不是去逼神做事
[00:13:43.500 --> 00:13:46.380]  而是神在我們的心意如何
[00:13:46.380 --> 00:13:47.100]  你說一下就是了
[00:13:47.100 --> 00:13:47.940]  牧師不是吧
[00:13:47.940 --> 00:13:48.700]  是
[00:13:48.700 --> 00:13:49.420]  第九章聖經
[00:13:49.420 --> 00:13:50.420]  剛剛才說過一件事
[00:13:50.420 --> 00:13:52.340]  以色列人就在這裡禁食
[00:13:52.340 --> 00:13:53.700]  禁食的結果
[00:13:53.700 --> 00:13:55.260]  很有趣的一件事
[00:13:55.260 --> 00:13:55.700]  第二節
[00:13:55.700 --> 00:13:56.940]  你看看第九章第二節
[00:13:56.940 --> 00:13:58.740]  以色列人就與一切外邦人
[00:13:58.740 --> 00:13:59.620]  離絕
[00:13:59.620 --> 00:14:01.740]  暫著承認自己的罪惡
[00:14:01.740 --> 00:14:04.180]  和列祖的罪孽
[00:14:04.180 --> 00:14:06.500]  這個禁食為他們帶來的一件事
[00:14:06.500 --> 00:14:07.940]  就是認罪
[00:14:07.940 --> 00:14:10.100]  有什麼罪好認?
[00:14:10.100 --> 00:14:12.020]  當時要認的罪
[00:14:12.020 --> 00:14:14.620]  就是與外邦人通婚
[00:14:14.620 --> 00:14:15.940]  不是啊牧師
[00:14:15.940 --> 00:14:18.300]  我覺得如果能娶到一個日本姑娘
[00:14:18.300 --> 00:14:19.260]  是很開心的
[00:14:19.260 --> 00:14:20.260]  可以嗎?
[00:14:20.260 --> 00:14:22.300]  不是這些意思
[00:14:22.300 --> 00:14:24.220]  如果大家真的有
[00:14:24.220 --> 00:14:26.020]  這些通婚是沒問題的
[00:14:26.020 --> 00:14:28.980]  而關鍵就是當時
[00:14:28.980 --> 00:14:29.740]  秘魯嘛
[00:14:29.740 --> 00:14:31.580]  留下了的一些以色列人
[00:14:31.580 --> 00:14:33.140]  甚至秘魯去了
[00:14:33.140 --> 00:14:34.900]  去了亞瑟法比倫的一些以色列人
[00:14:34.900 --> 00:14:36.500]  他們在其他地方的時候
[00:14:36.500 --> 00:14:40.660]  與其他族人結婚之後
[00:14:40.660 --> 00:14:43.220]  是跟了別人的信仰
[00:14:43.220 --> 00:14:45.340]  所以關鍵就不是通婚
[00:14:45.340 --> 00:14:49.420]  關鍵是因著結婚的緣故
[00:14:49.420 --> 00:14:50.780]  帶來了
[00:14:50.780 --> 00:14:53.900]  他們不再敬拜耶和華神
[00:14:53.900 --> 00:14:55.420]  你明白嗎?
[00:14:55.420 --> 00:14:56.220]  是啊
[00:14:56.220 --> 00:14:57.380]  所以沒關係
[00:14:57.380 --> 00:14:58.300]  這麼幸運
[00:14:58.300 --> 00:14:59.420]  突然間認識到一個日本姑娘
[00:14:59.420 --> 00:15:00.300]  你有興趣
[00:15:00.300 --> 00:15:01.740]  然後神真的感動
[00:15:01.740 --> 00:15:02.980]  可能你成為一個宣教士
[00:15:02.980 --> 00:15:06.820]  就過去了
[00:15:06.820 --> 00:15:09.780]  特意不說
[00:15:09.780 --> 00:15:11.140]  關鍵就是這件事
[00:15:11.140 --> 00:15:12.220]  當禁食禱告
