
[00:00:00.000 --> 00:00:05.500]  我相信我們常理都知道唱歌是用口唱
[00:01:52.000 --> 00:01:55.000]  讓我們在這個奇妙救贖恩典裡
[00:01:55.000 --> 00:01:58.000]  能夠常常發出感恩讚美的聲音
[00:01:58.000 --> 00:02:00.000]  不是單單討你的喜悅
[00:02:00.000 --> 00:02:03.000]  而是讓你的名得榮耀
[00:02:03.000 --> 00:02:06.000]  讓我們能夠經歷你所賜的平安
[00:02:06.000 --> 00:02:08.000]  我們這樣祈禱求主隨聽
[00:02:08.000 --> 00:02:11.000]  奉耶穌基督明智祈求
[00:02:11.000 --> 00:02:12.000]  阿門
[00:02:19.000 --> 00:02:21.000]  你們要謹慎行事
[00:02:21.000 --> 00:02:23.000]  不要仗義每日
[00:02:23.000 --> 00:02:25.000]  當仗自為人
[00:02:25.000 --> 00:02:27.000]  《流心聖經》裡用的字叫
[00:02:27.000 --> 00:02:29.000]  謹慎行事
[00:02:29.000 --> 00:02:31.000]  看來好像是行為
[00:02:31.000 --> 00:02:33.000]  但是有些譯本將它翻譯成
[00:02:33.000 --> 00:02:37.000]  你們要小心你的生命
[00:02:37.000 --> 00:02:39.000]  是怎樣做出來
[00:02:39.000 --> 00:02:42.000]  是你的生命怎樣做出來
[00:02:42.000 --> 00:02:46.000]  如果我們的生命
[00:02:46.000 --> 00:02:50.000]  在一個指揮在一個控制裡面
[00:02:50.000 --> 00:02:52.000]  誰去管治
[00:02:52.000 --> 00:02:54.000]  誰去督導
[00:02:54.000 --> 00:02:57.000]  然後讓這個生命能夠演繹呢
[00:02:57.000 --> 00:03:02.000]  這個是從創世之後到現在
[00:03:02.000 --> 00:03:05.000]  直到將來主在來的時候
[00:03:05.000 --> 00:03:08.000]  這個世界上仍然是爭奪戰
[00:03:08.000 --> 00:03:12.000]  是要你說事還是我說事
[00:03:12.000 --> 00:03:15.000]  無神論者他們不相信有神
[00:03:15.000 --> 00:03:17.000]  這話題是不能談的
[00:03:17.000 --> 00:03:20.000]  但是如果你相信有神的時候
[00:03:20.000 --> 00:03:22.000]  你要明白
[00:03:22.000 --> 00:03:26.000]  到底你一生裡面行事
[00:03:26.000 --> 00:03:29.000]  到底是按照什麼標準去行
[00:03:29.000 --> 00:03:35.000]  這裡說我們要有智慧地生活
[00:03:35.000 --> 00:03:37.000]  智慧的生活
[00:03:37.000 --> 00:03:39.000]  和一般喜好自己的生活
[00:03:39.000 --> 00:03:41.000]  有不同的地方
[00:03:41.000 --> 00:03:43.000]  就因為聖經下面第十六節說
[00:03:43.000 --> 00:03:44.000]  要愛惜光陰
[00:03:44.000 --> 00:03:47.000]  因為現今的世代邪惡
[00:03:47.000 --> 00:03:50.000]  如果你能夠謹慎行事
[00:03:50.000 --> 00:03:52.000]  好像智慧人那樣的時候
[00:03:52.000 --> 00:03:55.000]  我們就能夠活得有意義
[00:03:55.000 --> 00:03:57.000]  活得有價值
[00:03:57.000 --> 00:03:58.000]  耶穌基督說
[00:03:58.000 --> 00:04:02.000]  我來了是要叫人有生命
[00:04:02.000 --> 00:04:05.000]  是活得豐盛
[00:04:05.000 --> 00:04:08.000]  活得有價值有意義
[00:04:08.000 --> 00:04:11.000]  如果做人做到一個地步
[00:04:11.000 --> 00:04:14.000]  沒什麼意思的話
[00:04:14.000 --> 00:04:15.000]  其實你這個基督徒
[00:04:15.000 --> 00:04:17.000]  都已經可以說失敗了
[00:04:17.000 --> 00:04:19.000]  沒意思
[00:04:19.000 --> 00:04:21.000]  是這樣的
[00:04:21.000 --> 00:04:26.000]  那個環境造成很多因素
[00:04:26.000 --> 00:04:27.000]  令到你覺得
[00:04:27.000 --> 00:04:30.000]  做人甚至乎覺得
[00:04:30.000 --> 00:04:31.000]  嚴謹一點說
[00:04:31.000 --> 00:04:33.000]  好像沒什麼堅樹
[00:04:33.000 --> 00:04:36.000]  堅樹不是你自己有什麼輝煌成績
[00:04:36.000 --> 00:04:38.000]  你有什麼功名利祿
[00:04:38.000 --> 00:04:41.000]  老實說大家都明白
[00:04:41.000 --> 00:04:43.000]  那些東西給了你今天
[00:04:43.000 --> 00:04:45.000]  就算富貴如浮雲
[00:04:45.000 --> 00:04:46.000]  給你健康
[00:04:46.000 --> 00:04:47.000]  有一天
[00:04:47.000 --> 00:04:48.000]  我有時候想
[00:04:48.000 --> 00:04:51.000]  人都是在排隊的
[00:04:51.000 --> 00:04:53.000]  是不是
[00:04:53.000 --> 00:04:56.000]  是不是在排隊
[00:04:56.000 --> 00:04:58.000]  今天你探人
[00:04:58.000 --> 00:05:00.000]  有一天人家會探你
[00:05:00.000 --> 00:05:03.000]  今天你看到那個人這樣的情況
[00:05:03.000 --> 00:05:05.000]  有時候真的有點擔心
[00:05:05.000 --> 00:05:06.000]  將來自己會不會這樣呢
[00:05:06.000 --> 00:05:08.000]  是不是在排隊
[00:05:08.000 --> 00:05:10.000]  但我們有永恆就不同了
[00:05:10.000 --> 00:05:12.000]  上帝存留你
[00:05:12.000 --> 00:05:14.000]  和我今天在地上
[00:05:14.000 --> 00:05:16.000]  仍然活著
[00:05:16.000 --> 00:05:17.000]  今天詩歌
[00:05:17.000 --> 00:05:19.000]  從開始第一首
[00:05:19.000 --> 00:05:20.000]  認罪
[00:05:20.000 --> 00:05:22.000]  求神監察內心
[00:05:22.000 --> 00:05:26.000]  直到看到人們需要耶穌
[00:05:26.000 --> 00:05:29.000]  當夢想幻滅的時候
[00:05:29.000 --> 00:05:31.000]  沒有出路
[00:05:31.000 --> 00:05:34.000]  耶穌基督是唯一的出路
[00:05:34.000 --> 00:05:36.000]  做基督徒不明白
[00:05:36.000 --> 00:05:38.000]  西人不明白算了
[00:05:38.000 --> 00:05:40.000]  基督徒都不明白
[00:05:40.000 --> 00:05:42.000]  很可憐
[00:05:42.000 --> 00:05:44.000]  請問你有什麼出路
[00:05:44.000 --> 00:05:47.000]  你看這個世界有什麼出路
[00:05:47.000 --> 00:05:49.000]  牧師你這麼灰
[00:05:49.000 --> 00:05:51.000]  我一早
[00:05:51.000 --> 00:05:53.000]  在我年輕讀書的時候
[00:05:53.000 --> 00:05:56.000]  已經對這個世界很灰
[00:05:56.000 --> 00:05:58.000]  不過感謝神過去那四五十年
[00:05:58.000 --> 00:06:00.000]  四十多年
[00:06:00.000 --> 00:06:02.000]  仍然很積極的打拼
[00:06:02.000 --> 00:06:05.000]  是因為神有恩已經夠勇
[00:06:05.000 --> 00:06:07.000]  原因在這裡
[00:06:07.000 --> 00:06:09.000]  如果這個世界有出路
[00:06:09.000 --> 00:06:11.000]  我不需要耶穌
[00:06:11.000 --> 00:06:13.000]  這個世界有個方案
[00:06:13.000 --> 00:06:14.000]  可以解決問題
[00:06:14.000 --> 00:06:16.000]  不需要耶穌
[00:06:16.000 --> 00:06:20.000]  香港如果過去
[00:06:20.000 --> 00:06:23.000]  馬照跑舞照跳是出路
[00:06:23.000 --> 00:06:26.000]  香港人用不著改革
[00:06:26.000 --> 00:06:28.000]  香港五十年不變
[00:06:28.000 --> 00:06:32.000]  這個promise
[00:06:32.000 --> 00:06:34.000]  這樣就好了
[00:06:34.000 --> 00:06:37.000]  今時今日香港人要求什麼
[00:06:37.000 --> 00:06:39.000]  我可以告訴大家
[00:06:39.000 --> 00:06:41.000]  今天一般的人
[00:06:41.000 --> 00:06:42.000]  他們所要求的東西
[00:06:42.000 --> 00:06:44.000]  是夢
[00:06:44.000 --> 00:06:46.000]  是想
[00:06:46.000 --> 00:06:48.000]  錯不錯是沒有錯
[00:06:48.000 --> 00:06:52.000]  我們生活時很多人說夢幻成真
[00:06:52.000 --> 00:06:54.000]  有志者事竟成
[00:06:54.000 --> 00:06:56.000]  看你什麼
[00:06:56.000 --> 00:06:59.000]  但如果你期望在這個世界上
[00:06:59.000 --> 00:07:00.000]  能夠接受這些東西
[00:07:00.000 --> 00:07:02.000]  能夠得到滿足
[00:07:02.000 --> 00:07:05.000]  解決你的人生出路的話
[00:07:05.000 --> 00:07:08.000]  我覺得不是天真
[00:07:08.000 --> 00:07:10.000]  是太無知
[00:07:10.000 --> 00:07:13.000]  因為聖經說得很清楚
[00:07:13.000 --> 00:07:15.000]  唯一的道路
[00:07:15.000 --> 00:07:16.000]  唯一的出路
[00:07:16.000 --> 00:07:18.000]  是耶穌
[00:07:18.000 --> 00:07:20.000]  所以人人需要耶穌
[00:07:20.000 --> 00:07:21.000]  這首詩歌
[00:07:21.000 --> 00:07:23.000]  為什麼會作成這樣
[00:07:23.000 --> 00:07:26.000]  在我們的周刊裡有介紹
[00:07:26.000 --> 00:07:28.000]  是兩個人吃飯
[00:07:28.000 --> 00:07:29.000]  見到一個waiter
[00:07:29.000 --> 00:07:31.000]  覺得他很熱心服侍
[00:07:31.000 --> 00:07:33.000]  不過人愁眉苦臉
[00:07:33.000 --> 00:07:36.000]  就覺得他需要耶穌
[00:07:36.000 --> 00:07:37.000]  丁子梅
[00:07:37.000 --> 00:07:39.000]  除非
[00:07:39.000 --> 00:07:41.000]  聖靈在你心裡工作
[00:07:41.000 --> 00:07:43.000]  你願意馴服
[00:07:43.000 --> 00:07:45.000]  你才有這樣的看到
[00:07:45.000 --> 00:07:47.000]  人人需要耶穌
[00:07:47.000 --> 00:07:49.000]  如果不是
[00:07:49.000 --> 00:07:51.000]  你可以漠不關心
[00:07:51.000 --> 00:07:54.000]  可以不關你的事
[00:07:54.000 --> 00:07:55.000]  其實
[00:07:55.000 --> 00:07:57.000]  說得寬鬆一點來說
[00:07:57.000 --> 00:08:01.000]  這也是我們活在這個世界上
[00:08:01.000 --> 00:08:03.000]  無聊地
[00:08:03.000 --> 00:08:05.000]  被這個世界文化
[00:08:05.000 --> 00:08:09.000]  生活方式同化了
[00:08:09.000 --> 00:08:10.000]  同化到一個地步
[00:08:10.000 --> 00:08:11.000]  你不知道自己在做什麼
[00:08:11.000 --> 00:08:13.000]  不知道自己在說什麼
[00:08:13.000 --> 00:08:14.000]  我舉個例子
[00:08:14.000 --> 00:08:16.000]  這個不是很好的例子
[00:08:16.000 --> 00:08:17.000]  不過是事實上
[00:08:17.000 --> 00:08:18.000]  我逛街的時候
[00:08:18.000 --> 00:08:19.000]  一個感受
[00:08:19.000 --> 00:08:21.000]  有些人逛街的時候
[00:08:21.000 --> 00:08:22.000]  如果我看到你沒有打招呼
[00:08:22.000 --> 00:08:23.000]  你不要讓我高傲
[00:08:23.000 --> 00:08:26.000]  有時候我在想事情
[00:08:26.000 --> 00:08:27.000]  前面有兩個人在逛街
[00:08:27.000 --> 00:08:29.000]  應該看起來是好朋友
[00:08:29.000 --> 00:08:30.000]  但一邊聊天的時候
[00:08:30.000 --> 00:08:32.000]  我不是留心聽別人說不是
[00:08:32.000 --> 00:08:35.000]  不過有些話很刺耳
[00:08:35.000 --> 00:08:37.000]  是互相咒詛對方的
[00:08:37.000 --> 00:08:38.000]  罵人家的家人
[00:08:38.000 --> 00:08:40.000]  罵人家的媽媽
[00:08:40.000 --> 00:08:42.000]  你聽過就知道
[00:08:42.000 --> 00:08:44.000]  不聽過就算了
[00:08:44.000 --> 00:08:45.000]  我心想兩個好朋友
[00:08:45.000 --> 00:08:47.000]  為什麼這樣互相對待
[00:08:47.000 --> 00:08:49.000]  應該打起來才行
[00:08:49.000 --> 00:08:50.000]  不是的
[00:08:50.000 --> 00:08:52.000]  很投契地聊天
[00:08:52.000 --> 00:08:54.000]  互相問候問得非常好
[00:08:54.000 --> 00:08:56.000]  很流利
[00:08:56.000 --> 00:08:57.000]  你問我一句
[00:08:57.000 --> 00:08:58.000]  我問你一句
[00:08:58.000 --> 00:08:59.000]  你回答我一句
[00:08:59.000 --> 00:09:00.000]  我真是莫名其妙
[00:09:00.000 --> 00:09:01.000]  兩個人應該打起來的
[00:09:01.000 --> 00:09:03.000]  為什麼不打呢
[00:09:03.000 --> 00:09:04.000]  為什麼
[00:09:04.000 --> 00:09:08.000]  聽習慣了
[00:09:08.000 --> 00:09:10.000]  就說得出來就說了
[00:09:10.000 --> 00:09:11.000]  有沒有經過大腦去想的
[00:09:11.000 --> 00:09:13.000]  沒有的
[00:09:13.000 --> 00:09:14.000]  我心想
[00:09:14.000 --> 00:09:16.000]  如果這兩個人對著爸媽
[00:09:16.000 --> 00:09:18.000]  會不會這樣說呢
[00:09:18.000 --> 00:09:19.000]  有沒有
[00:09:19.000 --> 00:09:20.000]  有的
[00:09:20.000 --> 00:09:22.000]  最近有人給我看一條短片
[00:09:22.000 --> 00:09:24.000]  知道我是牧師給我看
[00:09:24.000 --> 00:09:26.000]  香港名校的學生
[00:09:26.000 --> 00:09:28.000]  在網上說髒話
[00:09:28.000 --> 00:09:30.000]  說得很離譜
[00:09:30.000 --> 00:09:32.000]  還拍給全世界看
[00:09:32.000 --> 00:09:33.000]  我心想
[00:09:33.000 --> 00:09:34.000]  如果這個小孩讓我見到
[00:09:34.000 --> 00:09:35.000]  他來生命堂
[00:09:35.000 --> 00:09:37.000]  我一定罵他
[00:09:37.000 --> 00:09:39.000]  他來生命堂才罵他
[00:09:39.000 --> 00:09:40.000]  我沒有罵他
[00:09:40.000 --> 00:09:42.000]  你不可以說的
[00:09:42.000 --> 00:09:43.000]  為什麼
[00:09:43.000 --> 00:09:44.000]  習以為常
[00:09:44.000 --> 00:09:46.000]  聽習慣了
[00:09:46.000 --> 00:09:48.000]  文化同化你
[00:09:48.000 --> 00:09:50.000]  西族潮流影響你
[00:09:50.000 --> 00:09:52.000]  就是這樣
[00:09:52.000 --> 00:09:54.000]  影響到你對周圍的事物
[00:09:54.000 --> 00:09:56.000]  都覺得是這樣的
[00:09:56.000 --> 00:09:57.000]  人人需要耶穌
[00:09:57.000 --> 00:09:59.000]  關我什麼事呢
[00:09:59.000 --> 00:10:00.000]  是不是
[00:10:00.000 --> 00:10:02.000]  除非你去到餐廳坐下
[00:10:02.000 --> 00:10:04.000]  好像這個作者那樣
[00:10:04.000 --> 00:10:05.000]  你發覺
[00:10:05.000 --> 00:10:06.000]  他服侍你
[00:10:06.000 --> 00:10:07.000]  你給他貼士
[00:10:07.000 --> 00:10:08.000]  不是回報
[00:10:08.000 --> 00:10:09.000]  更加重要的一件事
[00:10:09.000 --> 00:10:12.000]  你可不可以將福音告訴他
[00:10:12.000 --> 00:10:14.000]  愛惜光陰
[00:10:14.000 --> 00:10:16.000]  不要作糊塗人
[00:10:16.000 --> 00:10:18.000]  要明白主的旨意
[00:10:18.000 --> 00:10:20.000]  主的旨意是什麼
[00:10:20.000 --> 00:10:22.000]  接受萊加後書
[00:10:22.000 --> 00:10:23.000]  我記得和大家說過
[00:10:23.000 --> 00:10:24.000]  三樣東西
[00:10:24.000 --> 00:10:25.000]  常常喜樂
[00:10:25.000 --> 00:10:26.000]  不絕土告
[00:10:26.000 --> 00:10:28.000]  凡事謝恩
[00:10:28.000 --> 00:10:30.000]  不絕土告
[00:10:30.000 --> 00:10:31.000]  凡事謝恩
[00:10:31.000 --> 00:10:32.000]  常常喜樂
[00:10:32.000 --> 00:10:34.000]  容易做嗎
[00:10:34.000 --> 00:10:36.000]  看來很容易
[00:10:36.000 --> 00:10:38.000]  但影響到文化問題
[00:10:38.000 --> 00:10:39.000]  影響到文化
[00:10:39.000 --> 00:10:43.000]  但你知不知道今天來到在他面前一起敬拜神
[00:10:43.000 --> 00:10:45.000]  你說
[00:10:45.000 --> 00:10:50.000]  我們有沒有凡事謝恩
[00:10:50.000 --> 00:10:53.000]  若然我們生活在這樣的社會環境
[00:10:53.000 --> 00:10:55.000]  這樣的社會環境
[00:10:55.000 --> 00:10:57.000]  仍然有很多不滿
[00:10:57.000 --> 00:10:59.000]  很多批評
[00:10:59.000 --> 00:11:01.000]  很多怨憤
[00:11:01.000 --> 00:11:03.000]  很多說得難聽一點
[00:11:03.000 --> 00:11:04.000]  很多訴求
[00:11:04.000 --> 00:11:05.000]  是不是
[00:11:05.000 --> 00:11:07.000]  你在這樣的環境裏面
[00:11:07.000 --> 00:11:09.000]  日以繼夜分辨的時候
[00:11:09.000 --> 00:11:11.000]  你會不會受影響
[00:11:11.000 --> 00:11:14.000]  我剛才見到一班小朋友
[00:11:14.000 --> 00:11:16.000]  他們嘗試過
[00:11:16.000 --> 00:11:19.000]  如果我是他的父母
[00:11:19.000 --> 00:11:21.000]  我是他的長輩
[00:11:21.000 --> 00:11:23.000]  我會不會帶他去這個環境裏面
[00:11:23.000 --> 00:11:25.000]  聽這些人不斷地罵
[00:11:25.000 --> 00:11:26.000]  不斷地訴求
[00:11:26.000 --> 00:11:29.000]  我讓他見識一下社會是這樣的
[00:11:29.000 --> 00:11:30.000]  他日以繼夜這樣的時候
[00:11:30.000 --> 00:11:33.000]  他將來長大都是這樣
[00:11:33.000 --> 00:11:36.000]  我沒有任何含沙射影
[00:11:36.000 --> 00:11:39.000]  不過我只是講出我自己的心聲
[00:11:39.000 --> 00:11:41.000]  一個人在什麼環境長大
[00:11:41.000 --> 00:11:44.000]  他就有什麼行為
[00:11:44.000 --> 00:11:45.000]  今日弟兄姊妹
[00:11:45.000 --> 00:11:47.000]  若然你很不滿地
[00:11:47.000 --> 00:11:49.000]  在一個群體中間
[00:11:49.000 --> 00:11:50.000]  是不是你已經抒發了
[00:11:50.000 --> 00:11:51.000]  就是Hallelujah
[00:11:51.000 --> 00:11:52.000]  最後感恩
[00:11:52.000 --> 00:11:53.000]  結束的時候
[00:11:53.000 --> 00:11:54.000]  感恩
[00:11:54.000 --> 00:11:57.000]  然後到教會裏面來感謝上帝
[00:11:57.000 --> 00:11:58.000]  如果不是的話
[00:11:58.000 --> 00:11:59.000]  你帶著怨憤
[00:11:59.000 --> 00:12:01.000]  批評訴求
[00:12:01.000 --> 00:12:04.000]  你來到神的面前
[00:12:04.000 --> 00:12:06.000]  你怎樣讚美?
[00:12:06.000 --> 00:12:08.000]  何來讚美?
[00:12:08.000 --> 00:12:11.000]  何來感恩?
[00:12:11.000 --> 00:12:12.000]  牧師
[00:12:12.000 --> 00:12:14.000]  難道活在一個
[00:12:14.000 --> 00:12:16.000]  不公義的社會裏面
[00:12:16.000 --> 00:12:19.000]  你都要感謝上帝嗎?
[00:12:19.000 --> 00:12:20.000]  你問我這個問題
[00:12:20.000 --> 00:12:23.000]  我不會給你答案
[00:12:23.000 --> 00:12:28.000]  這個問題你自己解答
[00:12:28.000 --> 00:12:30.000]  但聖經是這麼說的
[00:12:30.000 --> 00:12:34.000]  他沒有叫你選擇凡事
[00:12:34.000 --> 00:12:36.000]  等於沒有人遇到逆境
[00:12:36.000 --> 00:12:38.000]  遇到困境
[00:12:38.000 --> 00:12:40.000]  有些是自己找的
[00:12:40.000 --> 00:12:42.000]  有些是環境造成的
[00:12:42.000 --> 00:12:43.000]  那你怎樣?
[00:12:43.000 --> 00:12:44.000]  聖經是這樣說的
[00:12:44.000 --> 00:12:45.000]  上上起落
[00:12:45.000 --> 00:12:46.000]  不絕土高凡之者
[00:12:46.000 --> 00:12:48.000]  行不行?
[00:12:48.000 --> 00:12:49.000]  照人來看
[00:12:49.000 --> 00:12:51.000]  是不可能的事
[00:12:51.000 --> 00:12:54.000]  除非有神的靈在你心中
[00:12:54.000 --> 00:12:56.000]  你就可以這樣做
[00:12:56.000 --> 00:12:58.000]  我等一下舉兩個女子給你聽
[00:12:58.000 --> 00:13:01.000]  你就知道為何可以這樣做
[00:13:01.000 --> 00:13:03.000]  接著白鐵說
[00:13:03.000 --> 00:13:04.000]  不要醉酒
[00:13:04.000 --> 00:13:06.000]  酒能使人放蕩
[00:13:06.000 --> 00:13:08.000]  但要被聖靈充滿
[00:13:08.000 --> 00:13:09.000]  不要醉酒
[00:13:09.000 --> 00:13:11.000]  酒能放蕩
[00:13:11.000 --> 00:13:17.000]  其實醉酒可以使一個真我流露
[00:13:17.000 --> 00:13:19.000]  我未試過
[00:13:19.000 --> 00:13:21.000]  不過我見過
[00:13:21.000 --> 00:13:23.000]  平時很含蓄的人不出聲
[00:13:23.000 --> 00:13:26.000]  很多事放在心裏不說
[00:13:26.000 --> 00:13:29.000]  喝多兩杯之後
[00:13:29.000 --> 00:13:31.000]  我們俗話說
[00:13:31.000 --> 00:13:34.000]  吐真言
[00:13:34.000 --> 00:13:36.000]  兩杯落肚
[00:13:36.000 --> 00:13:38.000]  面紅耳熱
[00:13:38.000 --> 00:13:40.000]  嘩! 另一個人
[00:13:40.000 --> 00:13:42.000]  我小時候見過
[00:13:42.000 --> 00:13:45.000]  那些叔叔這樣說話
[00:13:45.000 --> 00:13:47.000]  平時不是這樣的
[00:13:47.000 --> 00:13:49.000]  所以酒能使人放蕩
[00:13:49.000 --> 00:13:53.000]  因為醉酒能使真我流露
[00:13:53.000 --> 00:13:59.000]  醉酒卻不受控制
[00:13:59.000 --> 00:14:02.000]  壯了膽之後甚麼都敢做
[00:14:02.000 --> 00:14:03.000]  但聖靈充滿
[00:14:03.000 --> 00:14:05.000]  都是使真我流露
[00:14:05.000 --> 00:14:07.000]  不過有一樣東西不同
[00:14:07.000 --> 00:14:10.000]  真正的聖靈在你裏面工作
[00:14:10.000 --> 00:14:12.000]  充滿讓你流露的時候
[00:14:12.000 --> 00:14:15.000]  你可以有節制
[00:14:15.000 --> 00:14:17.000]  因為聖靈所見的果子
[00:14:17.000 --> 00:14:19.000]  最後一個就是節制
[00:14:19.000 --> 00:14:21.000]  如果被聖靈感動了
[00:14:21.000 --> 00:14:23.000]  而沒有節制的話
[00:14:23.000 --> 00:14:24.000]  那我可以打個問號
[00:14:24.000 --> 00:14:27.000]  到底這是甚麼靈
[00:14:27.000 --> 00:14:29.000]  聖經這樣說
[00:14:29.000 --> 00:14:31.000]  當我們被聖靈感動
[00:14:31.000 --> 00:14:33.000]  下面充滿的時候
[00:14:33.000 --> 00:14:34.000]  聖經說
[00:14:34.000 --> 00:14:36.000]  我們就會用詩章頌詞
[00:14:36.000 --> 00:14:38.000]  靈歌彼此對說
[00:14:38.000 --> 00:14:42.000]  口唱心和的讚美主
[00:14:42.000 --> 00:14:44.000]  焦點出來了
[00:14:44.000 --> 00:14:46.000]  那些走後吐真言的
[00:14:46.000 --> 00:14:51.000]  自己平時的怨憤 威水說出來
[00:14:51.000 --> 00:14:53.000]  但他絕對不會走後
[00:14:53.000 --> 00:14:55.000]  哈利路亞感謝主
[00:14:55.000 --> 00:14:56.000]  不會這樣的
[00:14:56.000 --> 00:14:58.000]  原因在不同的地方
[00:14:58.000 --> 00:15:00.000]  所以靈充滿之後
[00:15:00.000 --> 00:15:01.000]  弟兄姊妹
[00:15:01.000 --> 00:15:04.000]  我們就會用詩章頌詞靈歌
[00:15:04.000 --> 00:15:06.000]  等一下我會再跟大家說
[00:15:06.000 --> 00:15:09.000]  口唱心和讚美主
[00:15:09.000 --> 00:15:10.000]  第二十節說
[00:15:10.000 --> 00:15:13.000]  凡是奉我們主耶穌基督的名
[00:15:13.000 --> 00:15:16.000]  常常 凡事常常
[00:15:16.000 --> 00:15:18.000]  這些字都很重要
[00:15:18.000 --> 00:15:21.000]  甚麼事 時事
[00:15:21.000 --> 00:15:23.000]  感謝父神
[00:15:23.000 --> 00:15:29.000]  你說這個做不做到的
[00:15:29.000 --> 00:15:32.000]  歷史上聖經其實有兩個女人
[00:15:32.000 --> 00:15:34.000]  不過兩個女士
[00:15:34.000 --> 00:15:35.000]  沒有兩個女人
[00:15:35.000 --> 00:15:38.000]  就曾經這樣口唱心和
[00:15:38.000 --> 00:15:40.000]  這樣來感謝父神
[00:15:40.000 --> 00:15:42.000]  是讚美上帝的應許
[00:15:42.000 --> 00:15:44.000]  讚美上帝的信實
[00:15:44.000 --> 00:15:47.000]  一個女子的名字叫瑪麗亞
[00:15:47.000 --> 00:15:50.000]  一個名字叫伊麗莎白
[00:15:50.000 --> 00:15:52.000]  聽過這個故事沒有
[00:15:52.000 --> 00:15:53.000]  聽過了
[00:15:53.000 --> 00:15:55.000]  可能中間有些名字叫瑪麗亞
[00:15:55.000 --> 00:15:56.000]  有些名字叫瑪麗亞
[00:15:56.000 --> 00:15:57.000]  有些名字叫瑪麗亞
[00:15:57.000 --> 00:15:59.000]  有些名字叫伊麗莎白
[00:15:59.000 --> 00:16:01.000]  當瑪麗亞
[00:16:01.000 --> 00:16:02.000]  天使對她說
[00:16:02.000 --> 00:16:03.000]  你要懷恨生子
[00:16:03.000 --> 00:16:05.000]  第一 她見到天使怕了
[00:16:05.000 --> 00:16:06.000]  嘩 怎麼搞的
[00:16:06.000 --> 00:16:07.000]  老實說
[00:16:07.000 --> 00:16:08.000]  今天你不要常常說
[00:16:08.000 --> 00:16:10.000]  耶穌向我顯現
[00:16:10.000 --> 00:16:13.000]  大事臨頭才做
[00:16:13.000 --> 00:16:15.000]  所以以前一見到神
[00:16:15.000 --> 00:16:18.000]  不死也挺難的
[00:16:18.000 --> 00:16:19.000]  先知耳塞也說
[00:16:19.000 --> 00:16:21.000]  禍災禍滅無了
[00:16:21.000 --> 00:16:23.000]  不過感謝神
[00:16:23.000 --> 00:16:26.000]  罪人
[00:16:26.000 --> 00:16:28.000]  見到神的時候
[00:16:28.000 --> 00:16:30.000]  他要認罪悔改
[00:16:30.000 --> 00:16:31.000]  罪得赦免
[00:16:31.000 --> 00:16:33.000]  一個罪得赦免的人
[00:16:33.000 --> 00:16:35.000]  見到神的時候
[00:16:35.000 --> 00:16:37.000]  應該是感謝和讚美
[00:16:37.000 --> 00:16:39.000]  所以當瑪麗亞一見到
[00:16:39.000 --> 00:16:40.000]  她真的很害怕
[00:16:40.000 --> 00:16:42.000]  天使就告訴她
[00:16:42.000 --> 00:16:43.000]  然後她問
