
[00:00:00.000 --> 00:00:03.000]  各位大型節目,早晨,平安
[00:04:15.000 --> 00:04:16.000]  順序而已
[00:04:16.000 --> 00:04:18.000]  現在大家看一看
[00:04:18.000 --> 00:04:19.000]  答中無獎
[00:04:19.000 --> 00:04:22.000]  答中者是答中的
[00:04:22.000 --> 00:04:23.000]  數一數
[00:04:23.000 --> 00:04:26.000]  小朋友也數一數
[00:04:26.000 --> 00:04:29.000]  一共有多少個恩字呢
[00:04:29.000 --> 00:04:32.000]  數到的請說出來
[00:04:37.000 --> 00:04:40.000]  因為我是用和合修訂本準備的
[00:04:40.000 --> 00:04:42.000]  所以我的和合修訂本上的恩
[00:04:42.000 --> 00:04:43.000]  至少有六個
[00:04:43.000 --> 00:04:45.000]  你們可能有七個
[00:04:45.000 --> 00:04:47.000]  還有一些潛在推理字
[00:04:47.000 --> 00:04:50.000]  雖然恩只是一個推理過程
[00:04:50.000 --> 00:04:53.000]  其實它還有一些相似的推理字
[00:04:53.000 --> 00:04:55.000]  不過太重複就不好
[00:04:55.000 --> 00:04:58.000]  相似的字就是直著和靠著
[00:04:58.000 --> 00:05:00.000]  只是這個直著靠著
[00:05:00.000 --> 00:05:01.000]  其實它又出現了
[00:05:01.000 --> 00:05:04.000]  我的和合修訂本看到有八處
[00:05:04.000 --> 00:05:06.000]  所以六處加八處其實是十幾處
[00:05:06.000 --> 00:05:08.000]  其實這裡代表著羅馬書的作者
[00:05:08.000 --> 00:05:10.000]  保羅在陳述一個
[00:05:10.000 --> 00:05:12.000]  關於恩信稱義這個
[00:05:12.000 --> 00:05:15.000]  多複雜的神學說明
[00:05:15.000 --> 00:05:19.000]  有解經家這樣看這十一節的經文
[00:05:19.000 --> 00:05:22.000]  他說其實是有一個平衡的結構
[00:05:22.000 --> 00:05:24.000]  就是第五章一至八節
[00:05:24.000 --> 00:05:28.000]  和第五章九至十一節是平衡的
[00:05:28.000 --> 00:05:30.000]  就是說一二三節開頭
[00:05:30.000 --> 00:05:32.000]  這個經文的開頭
[00:05:32.000 --> 00:05:34.000]  和九至十一節的回首
[00:05:34.000 --> 00:05:37.000]  開首和回首都是對應著
[00:05:37.000 --> 00:05:39.000]  這樣說恩信稱義
[00:05:39.000 --> 00:05:42.000]  然後大家看看三至五節
[00:05:42.000 --> 00:05:45.000]  其實是說明歡恩何在
[00:05:45.000 --> 00:05:50.000]  而六至八節就說明恩典何在
[00:05:50.000 --> 00:05:52.000]  所以我們可以將這段經文
[00:05:52.000 --> 00:05:54.000]  分為五段
[00:05:54.000 --> 00:05:56.000]  分別第一第二節
[00:05:56.000 --> 00:05:59.000]  去開首說明什麼叫恩信稱義
[00:05:59.000 --> 00:06:01.000]  然後一轉入第三節的第一句是什麼呢
[00:06:01.000 --> 00:06:04.000]  第一個字眼就是不但如此
[00:06:04.000 --> 00:06:05.000]  如果不但如此
[00:06:05.000 --> 00:06:08.000]  其實你看到在第幾節會再出現呢
[00:06:08.000 --> 00:06:11.000]  五章十一節又會出現
[00:06:11.000 --> 00:06:14.000]  然後第三至第五節不但如此
[00:06:14.000 --> 00:06:18.000]  他就會開始說明什麼叫歡恩
[00:06:18.000 --> 00:06:19.000]  歡歡喜喜
[00:06:19.000 --> 00:06:22.000]  然後第六至第八節第三段
[00:06:22.000 --> 00:06:25.000]  就是說什麼叫恩典何在
[00:06:25.000 --> 00:06:27.000]  然後我們第九第十節
[00:06:27.000 --> 00:06:29.000]  他又回到恩信稱義的主題
[00:06:29.000 --> 00:06:32.000]  雖然用的詞會開始有些轉變
[00:06:32.000 --> 00:06:34.000]  但是是類比平衡
[00:06:34.000 --> 00:06:38.000]  最後終結五章十一節在第五部分
[00:06:38.000 --> 00:06:39.000]  不但如此
[00:06:39.000 --> 00:06:43.000]  是一個很完整的論證結構
[00:06:43.000 --> 00:06:45.000]  論述的結構
[00:06:45.000 --> 00:06:46.000]  為了方便大家
[00:06:46.000 --> 00:06:49.000]  大家聽我讀一次
[00:06:49.000 --> 00:06:53.000]  用廣東話讀和合修訂本
[00:07:00.000 --> 00:07:02.000]  我們有藉著他恩信
[00:07:02.000 --> 00:07:05.000]  得以進入現在所站立的恩者恩典中
[00:07:05.000 --> 00:07:07.000]  並且歡歡喜喜
[00:07:07.000 --> 00:07:09.000]  盼望神的榮耀
[00:07:09.000 --> 00:07:14.000]  你看到第二節已經是恩典和歡歡喜喜
[00:07:14.000 --> 00:07:15.000]  馬上轉入歡歡喜喜
[00:07:15.000 --> 00:07:17.000]  不但如此
[00:07:17.000 --> 00:07:19.000]  就算在患難中也是歡歡喜喜的
[00:07:19.000 --> 00:07:21.000]  因為知道患難生忍耐
[00:07:21.000 --> 00:07:22.000]  忍耐生勞煉
[00:07:22.000 --> 00:07:23.000]  勞煉生盼望
[00:07:23.000 --> 00:07:25.000]  盼望不至於落空
[00:07:25.000 --> 00:07:30.000]  因為神的愛以藉著所賜給我們的聖靈
[00:07:30.000 --> 00:07:32.000]  困在我們心裡
[00:07:32.000 --> 00:07:34.000]  這是第二部分
[00:07:34.000 --> 00:07:35.000]  然後轉入恩典
[00:07:35.000 --> 00:07:37.000]  我們還原的時候
[00:07:37.000 --> 00:07:41.000]  基督就在特定時刻為不敬虔的人死
[00:07:41.000 --> 00:07:43.000]  為二人死是少有的
[00:07:43.000 --> 00:07:46.000]  為人人死是有感造的
[00:07:46.000 --> 00:07:49.000]  唯有基督在我們還作罪人的時候為我們死
[00:07:49.000 --> 00:07:52.000]  神的愛就在此顯明了
[00:07:52.000 --> 00:07:54.000]  這裡講出恩典上
[00:07:54.000 --> 00:07:56.000]  接著轉下去
[00:07:56.000 --> 00:07:59.000]  現在我們既靠著他的血清
[00:07:59.000 --> 00:08:02.000]  而更要藉著他的救
[00:08:02.000 --> 00:08:04.000]  免受神的憤怒
[00:08:04.000 --> 00:08:05.000]  因為我們作仇敵的時候
[00:08:05.000 --> 00:08:07.000]  並且藉著神兒子的死
[00:08:07.000 --> 00:08:09.000]  得以與神和好
[00:08:09.000 --> 00:08:10.000]  既已和好
[00:08:10.000 --> 00:08:14.000]  就更要因他的生得救了
[00:08:14.000 --> 00:08:15.000]  第四部分完
[00:08:15.000 --> 00:08:16.000]  然後第五部分
[00:08:16.000 --> 00:08:17.000]  不但如此
[00:08:17.000 --> 00:08:22.000]  我們既藉著我們主耶穌基督得以與神和好
[00:08:22.000 --> 00:08:25.000]  也藉著他以神為樂
[00:08:25.000 --> 00:08:28.000]  回到快樂、寬恩
[00:08:28.000 --> 00:08:30.000]  大概這五個部分
[00:08:30.000 --> 00:08:34.000]  我們試試分開三個重點去思考
[00:08:34.000 --> 00:08:35.000]  第一個就是關於恩
[00:08:35.000 --> 00:08:36.000]  恩惠的恩
[00:08:36.000 --> 00:08:38.000]  第二個就是恩典的恩
[00:08:38.000 --> 00:08:39.000]  第三個就是寬恩的恩
[00:08:39.000 --> 00:08:41.000]  去看回這段經
[00:08:41.000 --> 00:08:45.000]  所以我們說第一至第三節
[00:08:45.000 --> 00:08:47.000]  和第九至第十一節
[00:08:47.000 --> 00:08:48.000]  其實是一個平衡的結構
[00:08:48.000 --> 00:08:50.000]  都是在說恩、信、清、義
[00:08:50.000 --> 00:08:53.000]  為了讓我們比較掌握平衡結構
[00:08:53.000 --> 00:08:57.000]  現在不如大家一起參與閱讀
[00:08:57.000 --> 00:09:00.000]  大家要讀第一和第二、第三節
[00:09:00.000 --> 00:09:01.000]  一二三
[00:09:01.000 --> 00:09:05.000]  我平衡讀九、十、十一
[00:09:05.000 --> 00:09:07.000]  一起發聲大家聽不到
[00:09:07.000 --> 00:09:10.000]  所以你讀一節,我讀一節
[00:09:10.000 --> 00:09:12.000]  然後我們鋸逗了它
[00:09:12.000 --> 00:09:14.000]  就是你讀的時候
[00:09:14.000 --> 00:09:16.000]  每一個標點符號你停一停
[00:09:16.000 --> 00:09:17.000]  讓我可以平衡做
[00:09:17.000 --> 00:09:19.000]  我們試一試
[00:09:19.000 --> 00:09:21.000]  第一節開始
[00:09:21.000 --> 00:09:23.000]  標點符號很前
[00:09:23.000 --> 00:09:25.000]  我們叫它一個段落
[00:09:25.000 --> 00:09:26.000]  一起來
[00:09:26.000 --> 00:09:27.000]  我們
[00:09:27.000 --> 00:09:30.000]  停一停
[00:09:30.000 --> 00:09:31.000]  然後你看第九節
[00:09:31.000 --> 00:09:35.000]  現在我們寄藉靠著他的血清儀
[00:09:35.000 --> 00:09:37.000]  這裡是平衡的
[00:09:37.000 --> 00:09:38.000]  接著下一節
[00:09:38.000 --> 00:09:45.000]  一的下半部
[00:09:45.000 --> 00:09:48.000]  也和九的下半部平衡
[00:09:48.000 --> 00:09:53.000]  就更要藉著他的救免受神的憤怒
[00:09:53.000 --> 00:09:54.000]  這是第一節
[00:09:54.000 --> 00:09:56.000]  第二節請你們讀
[00:09:56.000 --> 00:09:59.000]  停一停
[00:09:59.000 --> 00:10:00.000]  標點符號
[00:10:00.000 --> 00:10:02.000]  所以第十節的時候
[00:10:02.000 --> 00:10:04.000]  我們作壽的時候
[00:10:04.000 --> 00:10:08.000]  並藉著神的兒子的死
[00:10:08.000 --> 00:10:10.000]  得以與神和好
[00:10:10.000 --> 00:10:11.000]  到你們讀了
[00:10:17.000 --> 00:10:20.000]  我那裡是既和好
[00:10:20.000 --> 00:10:22.000]  然後到你了
[00:10:22.000 --> 00:10:29.000]  我那裡是既和好
[00:10:29.000 --> 00:10:32.000]  就更要因他的生得救了
[00:10:32.000 --> 00:10:35.000]  所以整個是一個平衡結構
[00:10:35.000 --> 00:10:37.000]  然後到第三節的開頭
[00:10:37.000 --> 00:10:38.000]  你怎麼說
[00:10:38.000 --> 00:10:41.000]  然後我十一節的開頭是甚麼
[00:10:41.000 --> 00:10:42.000]  不但如此
[00:10:42.000 --> 00:10:43.000]  看到了
[00:10:43.000 --> 00:10:45.000]  然後我們看一看
[00:10:45.000 --> 00:10:50.000]  三四五其實就是歡歡喜喜
[00:10:50.000 --> 00:10:52.000]  然後三四五的平衡
[00:10:52.000 --> 00:10:55.000]  你就看到第二節的下半部
[00:10:55.000 --> 00:10:59.000]  就是歡歡喜喜盼望神的榮耀
[00:10:59.000 --> 00:11:01.000]  而第十一節的下半部
[00:11:01.000 --> 00:11:03.000]  就藉著他以神為樂
[00:11:03.000 --> 00:11:06.000]  所以歡欣喜樂
[00:11:06.000 --> 00:11:11.000]  這就是其中一個恩順清二之後的狀態
[00:11:11.000 --> 00:11:15.000]  這個恩順清二還有另一部分
[00:11:15.000 --> 00:11:16.000]  就是恩典的部分
[00:11:16.000 --> 00:11:18.000]  就是六七八這三部分
[00:11:18.000 --> 00:11:22.000]  就平衡和第二節的上半部
[00:11:22.000 --> 00:11:25.000]  我們又藉著他恩順得以進入
[00:11:25.000 --> 00:11:27.000]  現在所站立的這恩典中
[00:11:27.000 --> 00:11:31.000]  然後這個又平衡於第十一節的上半部
[00:11:31.000 --> 00:11:34.000]  我們既藉著我們的主耶穌
[00:11:34.000 --> 00:11:37.000]  他也得以與神和好這個恩典
[00:11:37.000 --> 00:11:39.000]  所以這三個重點
[00:11:39.000 --> 00:11:41.000]  這個十一節的經文
[00:11:41.000 --> 00:11:44.000]  分開五部分就很清晰了
[00:11:44.000 --> 00:11:46.000]  所以不但如此
[00:11:46.000 --> 00:11:48.000]  下轉就有兩個重點
[00:11:48.000 --> 00:11:50.000]  就是第三節第五節講明
[00:11:50.000 --> 00:11:52.000]  歡欣何在
[00:11:52.000 --> 00:11:55.000]  以及第六節第八節講明恩典何在
[00:11:55.000 --> 00:11:57.000]  我們先講一講神的恩典
[00:11:57.000 --> 00:12:01.000]  然後再談這個歡欣
[00:12:01.000 --> 00:12:04.000]  四十年前我在高中信耶穌的時候
[00:12:04.000 --> 00:12:09.000]  很受羅馬書第五章六至八節的打動
[00:12:09.000 --> 00:12:11.000]  我自己讀每一次聽人讀
[00:12:11.000 --> 00:12:14.000]  或者自己讀都會落淚
[00:12:14.000 --> 00:12:16.000]  我那時候讀的不是和合修正本
[00:12:16.000 --> 00:12:19.000]  是一個和合本就是你們的版本
[00:12:19.000 --> 00:12:21.000]  所以這個版本和和合修正本
[00:12:21.000 --> 00:12:23.000]  其中一個就是少了個「恩」字開頭
[00:12:23.000 --> 00:12:25.000]  但是這個「恩」就很重要
[00:12:25.000 --> 00:12:27.000]  所以我們重新讀
[00:12:27.000 --> 00:12:30.000]  大家看六至六七八三節
[00:12:30.000 --> 00:12:32.000]  我讀一次
[00:12:32.000 --> 00:12:35.000]  因我們還作還軟弱的時候
[00:12:35.000 --> 00:12:40.000]  基督就按所定的日子為罪人死
[00:12:40.000 --> 00:12:44.000]  為二人死是少有的
[00:12:44.000 --> 00:12:48.000]  為人人死或者有感造的
[00:12:48.000 --> 00:12:51.000]  唯有基督在我們還作罪人的時候
[00:12:51.000 --> 00:12:53.000]  為我們死
[00:12:53.000 --> 00:12:57.000]  神的愛就在此向我們顯明了
[00:12:57.000 --> 00:13:02.000]  這裏用了一個類進結構來類比神對人的大愛
[00:13:02.000 --> 00:13:03.000]  這裏有多少種人呢
[00:13:03.000 --> 00:13:05.000]  這裏有三種人
[00:13:05.000 --> 00:13:07.000]  值不值得為他們而死呢
[00:13:07.000 --> 00:13:09.000]  我順序調一調
[00:13:09.000 --> 00:13:11.000]  第一種叫人人
[00:13:11.000 --> 00:13:12.000]  Good man 好人
[00:13:12.000 --> 00:13:15.000]  人人就是一個心術很好的人
[00:13:15.000 --> 00:13:17.000]  第二種是二人
[00:13:17.000 --> 00:13:18.000]  Righteous man
[00:13:18.000 --> 00:13:19.000]  第三是罪人
[00:13:19.000 --> 00:13:20.000]  Sinners
[00:13:20.000 --> 00:13:23.000]  這三類人值不值得為他們而死呢
[00:13:23.000 --> 00:13:24.000]  暫時不回答
[00:13:24.000 --> 00:13:27.000]  稍後回來我們再討論
[00:13:27.000 --> 00:13:33.000]  我們先類比現今社會裏有三種人
[00:13:33.000 --> 00:13:36.000]  你值不值得為他們而死呢
[00:13:36.000 --> 00:13:38.000]  第一種是富有的人
[00:13:38.000 --> 00:13:40.000]  Rich people
[00:13:40.000 --> 00:13:42.000]  第二種是有權勢的人
[00:13:42.000 --> 00:13:44.000]  有權能的人
[00:13:44.000 --> 00:13:46.000]  People in power
[00:13:46.000 --> 00:13:49.000]  第三種是弱勢的人
[00:13:49.000 --> 00:13:51.000]  Powerless people
[00:13:51.000 --> 00:13:56.000]  值不值得為富有的人而死呢
[00:13:56.000 --> 00:13:58.000]  我們每天都為老闆打工
[00:13:58.000 --> 00:14:00.000]  為他謀財
[00:14:00.000 --> 00:14:01.000]  操勞至死
[00:14:01.000 --> 00:14:05.000]  為的就是想分享勞動而得的一些財富
[00:14:05.000 --> 00:14:07.000]  賴以為生
[00:14:07.000 --> 00:14:09.000]  養活家人
[00:14:09.000 --> 00:14:13.000]  我當然沒有說為富者一定不仁
[00:14:13.000 --> 00:14:15.000]  我沒有這個意思
[00:14:15.000 --> 00:14:18.000]  但如果富者是人人
[00:14:18.000 --> 00:14:22.000]  富有的人可能很有憐憫
[00:14:22.000 --> 00:14:28.000]  你會不會為一些為富而仁的人而死呢
[00:14:28.000 --> 00:14:29.000]  第二種
[00:14:29.000 --> 00:14:33.000]  值不值得為有權的人而死呢
[00:14:33.000 --> 00:14:38.000]  當然有人會甘願為當權者賣命
[00:14:38.000 --> 00:14:41.000]  為的就是想分有一些權力
[00:14:41.000 --> 00:14:45.000]  我們平民百姓無法分有合理的權能
[00:14:45.000 --> 00:14:49.000]  例如因為沒有真普選
[00:14:49.000 --> 00:14:52.000]  被有權有勢的人欺凌
[00:14:52.000 --> 00:14:58.000]  平民百姓只是希望在掌權者手下避禍
[00:14:58.000 --> 00:15:00.000]  山高皇帝遠
[00:15:00.000 --> 00:15:05.000]  為的就是分有一些低力於我何有哉的太平日子
[00:15:05.000 --> 00:15:08.000]  我沒有說當權者一定不義
[00:15:08.000 --> 00:15:10.000]  我沒有這個意思
[00:15:10.000 --> 00:15:13.000]  如果當權者都是義人
[00:15:13.000 --> 00:15:16.000]  當權者可能行公義
[00:15:16.000 --> 00:15:20.000]  你會不會為當權的義人而死呢
[00:15:20.000 --> 00:15:21.000]  第三種
[00:15:21.000 --> 00:15:25.000]  值不值得為弱勢的人而死呢
[00:15:25.000 --> 00:15:28.000]  我們每日都可能被一些城市當中
[00:15:28.000 --> 00:15:29.000]  弱勢的人士
[00:15:29.000 --> 00:15:33.000]  他們受苦受難所打動
[00:15:33.000 --> 00:15:35.000]  亦都為一些
[00:15:35.000 --> 00:15:40.000]  有些人願意送出一杯涼水而動容
[00:15:40.000 --> 00:15:44.000]  至於自己可能會送一些食物去食物銀行
[00:15:44.000 --> 00:15:48.000]  或者送暖去街頭露宿的人都會有
[00:15:48.000 --> 00:15:51.000]  但是為弱勢人而送命的
[00:15:51.000 --> 00:15:54.000]  是極之少有
[00:15:54.000 --> 00:15:58.000]  我們回到羅馬書第五章提到這三種人
[00:15:58.000 --> 00:16:00.000]  值不值得為他們而死呢
[00:16:00.000 --> 00:16:01.000]  第一種是仁人
[00:16:01.000 --> 00:16:02.000]  仁者愛也
[00:16:02.000 --> 00:16:04.000]  有人心的人
[00:16:04.000 --> 00:16:06.000]  就是他們好憐憫的心
[00:16:06.000 --> 00:16:08.000]  有一種heart of compassion
[00:16:08.000 --> 00:16:11.000]  pity charity等等
[00:16:11.000 --> 00:16:14.000]  都是我們景仰的
[00:16:14.000 --> 00:16:15.000]  第二種是義人
[00:16:15.000 --> 00:16:18.000]  義者而也
[00:16:18.000 --> 00:16:19.000]  即是有義行的人
[00:16:19.000 --> 00:16:21.000]  就是他行公義的善行
[00:16:21.000 --> 00:16:22.000]  他有一些deeds of justice
[00:16:22.000 --> 00:16:25.000]  是非常之合義的意思
[00:16:25.000 --> 00:16:28.000]  是我們值得效法的
[00:16:28.000 --> 00:16:30.000]  第三種是罪人
[00:16:30.000 --> 00:16:31.000]  罪者惡也
[00:16:31.000 --> 00:16:34.000]  就是得罪神的人
[00:16:34.000 --> 00:16:38.000]  就是他的心有惡不容於人不容於神
[00:16:38.000 --> 00:16:42.000]  他的行為十分之不敬天
[00:16:42.000 --> 00:16:43.000]  這三種人
[00:16:43.000 --> 00:16:47.000]  值不值得我們為他們而死呢
[00:16:47.000 --> 00:16:49.000]  所以胡合本第五章第六節
[00:16:49.000 --> 00:16:52.000]  用一個因來開頭
[00:16:52.000 --> 00:16:55.000]  將前面恩順清儀帶進來
[00:16:55.000 --> 00:16:58.000]  一個我們的思考
[00:16:58.000 --> 00:17:01.000]  就是講出基督
[00:17:01.000 --> 00:17:03.000]  在我們人性軟弱的時候
[00:17:03.000 --> 00:17:08.000]  對我們的體諒
[00:17:08.000 --> 00:17:09.000]  大家在讀的時候
[00:17:09.000 --> 00:17:12.000]  你想一想
[00:17:12.000 --> 00:17:16.000]  究竟是因為你的人心
[00:17:16.000 --> 00:17:19.000]  你能夠憐憫
[00:17:19.000 --> 00:17:21.000]  基督為你而死呢
[00:17:21.000 --> 00:17:22.000]  還是因為你的義行
[00:17:22.000 --> 00:17:24.000]  你曾經行公義
[00:17:24.000 --> 00:17:26.000]  基督為你而死呢
[00:17:26.000 --> 00:17:30.000]  還是因為你的罪性呢
[00:17:30.000 --> 00:17:33.000]  在我們人性軟弱的時候
[00:17:33.000 --> 00:17:37.000]  基督就按所定的日期為罪人死
[00:17:37.000 --> 00:17:40.000]  為義人死是少有的
[00:17:40.000 --> 00:17:43.000]  為仁人死或者有感造的
[00:17:43.000 --> 00:17:46.000]  唯有基督在我們還作罪人的時候
[00:17:46.000 --> 00:17:47.000]  為我們死
[00:17:47.000 --> 00:17:53.000]  神的愛就在此向我們顯明
[00:17:53.000 --> 00:17:56.000]  我們進入第三部分
[00:17:56.000 --> 00:18:01.000]  我們看看羅馬書第五章
[00:18:01.000 --> 00:18:02.000]  如何講恩順清儀
[00:18:02.000 --> 00:18:07.000]  蒙恩所得的歡恩
[00:18:07.000 --> 00:18:09.000]  我們現在又重讀
[00:18:09.000 --> 00:18:13.000]  它的結構如何呈現這部分呢
[00:18:13.000 --> 00:18:15.000]  我們由第一節讀到第五節
[00:18:15.000 --> 00:18:17.000]  然後跳到第十一節
[00:18:17.000 --> 00:18:19.000]  大家讀出相關的六段經文
[00:18:19.000 --> 00:18:21.000]  讀的時候不要停
[00:18:21.000 --> 00:18:26.000]  到最後我會重疊你的聲音
[00:18:26.000 --> 00:18:28.000]  好像和聲一樣
[00:18:28.000 --> 00:18:30.000]  你就會看到它的結構
[00:18:30.000 --> 00:18:32.000]  我們由第一節讀到第五節
[00:18:32.000 --> 00:18:34.000]  然後跳到第十一節
[00:18:34.000 --> 00:18:36.000]  我們一起開始
[00:18:51.000 --> 00:19:09.000]  歡歡喜喜盼望神的榮耀
[00:19:09.000 --> 00:19:25.000]  因為神的愛 以藉著所賜給我們的聖靈 囂觀在我們心裡
[00:19:25.000 --> 00:19:27.000]  以神為樂
[00:19:27.000 --> 00:19:29.000]  大家很清晰
[00:19:29.000 --> 00:19:35.000]  這幾節的收結都是在講歡欣快樂
[00:19:35.000 --> 00:19:37.000]  以神為樂
[00:19:37.000 --> 00:19:41.000]  耶穌說讓小孩子到我這裡來
[00:19:41.000 --> 00:19:44.000]  因為天國是他們的
[00:19:44.000 --> 00:19:49.000]  讓我們回到開首的故事
[00:19:49.000 --> 00:19:52.000]  從前有一個基督徒很快樂
[00:19:52.000 --> 00:19:55.000]  天天歡欣地過日子
[00:19:55.000 --> 00:19:58.000]  平時食物其實都很平常
[00:19:58.000 --> 00:20:00.000]  但他吃什麼都很開心
[00:20:00.000 --> 00:20:03.000]  有人問他為什麼這麼歡欣
[00:20:03.000 --> 00:20:05.000]  他說因為可以吃
[00:20:05.000 --> 00:20:08.000]  慢慢咀嚼食物都很好吃
[00:20:08.000 --> 00:20:12.000]  下午你們試試慢食
[00:20:12.000 --> 00:20:14.000]  英文叫mindful eating
[00:20:14.000 --> 00:20:16.000]  英文版本寫了
[00:20:16.000 --> 00:20:19.000]  當你很能mindfulness的時候
[00:20:19.000 --> 00:20:21.000]  注意食物好吃
[00:20:21.000 --> 00:20:24.000]  越吃越好吃
[00:20:24.000 --> 00:20:28.000]  歡欣是因為欣賞到食物的內在價值
[00:20:28.000 --> 00:20:33.000]  英文叫take pleasure in eating in itself
[00:20:33.000 --> 00:20:36.000]  食物本身有一種美味
[00:20:36.000 --> 00:20:38.000]  就會好好地吃
[00:20:38.000 --> 00:20:43.000]  歡欣是因為欣賞到有食物可吃的時候的恩代
[00:20:43.000 --> 00:20:45.000]  是大地產出的
[00:20:45.000 --> 00:20:49.000]  存著感恩的心就會好好地吃
[00:20:49.000 --> 00:20:52.000]  從前有一個基督的信徒很快樂
