
[00:00:00.000 --> 00:00:04.160]  今天我們來到一個新的港島系列
[00:03:24.240 --> 00:03:26.040]  就不只是靠環境
[00:03:26.040 --> 00:03:28.040]  你也知道如果靠環境感恩
[00:03:28.040 --> 00:03:29.800]  你就真的很難感恩
[00:03:29.800 --> 00:03:31.880]  而且小小感恩就很多抱怨
[00:03:31.880 --> 00:03:33.840]  因為環境不變
[00:03:33.840 --> 00:03:36.040]  有份好工感恩 有個好boss感恩
[00:03:36.040 --> 00:03:38.760]  萬一活了個director怎麼辦
[00:03:38.760 --> 00:03:41.320]  股票會升感恩 股市跌怎麼辦
[00:03:41.320 --> 00:03:45.240]  所以很多事情是很變幻無常的
[00:03:45.240 --> 00:03:48.920]  如果你的感恩是因為環境好才感恩
[00:03:48.920 --> 00:03:51.680]  你的生活就很沒有安全感
[00:03:51.680 --> 00:03:55.720]  所以真正的感恩是要勝過環境的
[00:03:55.720 --> 00:03:57.960]  如果你能夠學識一個勝過環境的感恩
[00:03:57.960 --> 00:03:59.840]  任何時候都常常感恩
[00:03:59.840 --> 00:04:00.960]  第一樣要分享
[00:04:00.960 --> 00:04:02.720]  如果你可以做得到這件事
[00:04:02.720 --> 00:04:04.800]  你生活就會更加健康
[00:04:04.800 --> 00:04:07.160]  所以常常感恩 學識常常感恩
[00:04:07.160 --> 00:04:09.240]  無論環境好壞都感恩
[00:04:09.240 --> 00:04:12.040]  是讓我們生活更加健康
[00:04:12.040 --> 00:04:15.920]  在菲律賓書的四章十一十三節
[00:04:15.920 --> 00:04:18.400]  是保羅寫給菲律賓教會的書信
[00:04:18.400 --> 00:04:21.520]  他在裡面提到一段話
[00:04:21.520 --> 00:04:24.560]  我這樣說不是因為我缺少什麼
[00:04:24.560 --> 00:04:27.480]  我已經學會對現狀滿足
[00:04:27.480 --> 00:04:30.720]  我知道怎樣過貧困的生活
[00:04:30.720 --> 00:04:33.680]  也知道怎樣過富裕的生活
[00:04:33.680 --> 00:04:35.800]  我已經得到了秘訣
[00:04:35.800 --> 00:04:40.040]  誰是誰的飽足也好飢餓也好
[00:04:40.040 --> 00:04:42.160]  豐富也好缺乏也好
[00:04:42.160 --> 00:04:45.560]  我都知足藉著基督所賜的力量
[00:04:45.560 --> 00:04:49.920]  我能夠適應任何的環境
[00:04:49.920 --> 00:04:53.600]  這段是保羅很出名的所謂監獄書信
[00:04:53.600 --> 00:04:55.760]  意思就是他寫這封信的時候
[00:04:55.760 --> 00:04:57.680]  是在監獄裡面寫的
[00:04:57.680 --> 00:04:59.480]  當時的監獄跟現在不同
[00:04:59.480 --> 00:05:00.640]  現在的監獄在美國
[00:05:00.640 --> 00:05:03.040]  有些監獄環境都算OK
[00:05:03.040 --> 00:05:04.920]  無論環境好不好
[00:05:04.920 --> 00:05:06.560]  美國監獄有一樣好的地方
[00:05:06.560 --> 00:05:09.000]  就是他們的醫療保險非常好
[00:05:09.000 --> 00:05:11.000]  所以如果你現在的醫療保險一般般
[00:05:11.000 --> 00:05:13.560]  進去就會有很好的醫療保險
[00:05:13.560 --> 00:05:15.760]  但是當時就不是
[00:05:15.760 --> 00:05:18.760]  當時在保羅的時代坐牢
[00:05:18.760 --> 00:05:21.120]  那個環境非常惡劣
[00:05:21.120 --> 00:05:24.960]  他在很惡劣的環境當中寫了這封信
[00:05:24.960 --> 00:05:25.920]  於是他就說到
[00:05:25.920 --> 00:05:27.800]  原來在感恩過生活
[00:05:27.800 --> 00:05:29.520]  原來認識基督的人
[00:05:29.520 --> 00:05:33.600]  在任何的狀況都學會可以很滿足
[00:05:33.600 --> 00:05:36.280]  在台灣有一個很出名的漫畫家
[00:05:36.280 --> 00:05:37.520]  叫做朱德雍
[00:05:37.520 --> 00:05:40.080]  他就寫了一本很出名的
[00:05:40.080 --> 00:05:41.600]  四格的漫畫
[00:05:41.600 --> 00:05:43.400]  後來就編成了一本書
[00:05:43.400 --> 00:05:45.600]  叫做《我們都有病》
[00:05:45.600 --> 00:05:48.680]  用四格的漫畫很簡單描述了
[00:05:48.680 --> 00:05:50.960]  現今的社會所有的毛病
[00:05:50.960 --> 00:05:52.600]  他的主題就是《我們都有病》
[00:05:52.600 --> 00:05:55.120]  這本漫畫因為大賣
[00:05:55.120 --> 00:05:56.200]  所以很出名
[00:05:56.200 --> 00:05:58.800]  所以後來有一個很出名的
[00:05:58.800 --> 00:06:01.200]  舞台劇的劇團
[00:06:01.200 --> 00:06:04.000]  就用了他這本漫畫來做一個舞台劇
[00:06:04.000 --> 00:06:05.200]  來表演
[00:06:05.200 --> 00:06:08.000]  這個舞台劇也叫做《我們都有病》
[00:06:08.000 --> 00:06:10.800]  有一次我就看到
[00:06:10.800 --> 00:06:14.040]  這個電視訪問這個舞台劇的導演
[00:06:14.040 --> 00:06:15.600]  導演就說
[00:06:15.600 --> 00:06:18.400]  這整個舞台劇的主題
[00:06:18.400 --> 00:06:20.520]  如果他用一句話來講
[00:06:20.520 --> 00:06:21.800]  他是這樣總結的
[00:06:21.800 --> 00:06:24.640]  他說這個舞台劇的主題其實就是說
[00:06:24.640 --> 00:06:26.920]  我們華人
[00:06:26.920 --> 00:06:28.440]  曾經
[00:06:28.440 --> 00:06:30.440]  被貧窮
[00:06:30.440 --> 00:06:32.200]  毀壞過一次
[00:06:32.200 --> 00:06:33.400]  但後來
[00:06:33.400 --> 00:06:35.000]  我們又被富裕
[00:06:35.000 --> 00:06:36.400]  毀壞多一次
[00:06:36.400 --> 00:06:39.240]  這個就是整個舞台劇的主題
[00:06:39.240 --> 00:06:41.800]  我聽到之後就覺得一針見血
[00:06:41.800 --> 00:06:43.120]  因為我看過他的漫畫
[00:06:43.120 --> 00:06:44.120]  一針見血
[00:06:44.120 --> 00:06:45.720]  真的在講這件事
[00:06:45.720 --> 00:06:47.720]  我們以前那幾代
[00:06:47.720 --> 00:06:50.520]  被貧窮毀壞了
[00:06:50.520 --> 00:06:52.040]  摧毀了一生
[00:06:52.040 --> 00:06:54.200]  現今的社會新的一代
[00:06:54.200 --> 00:06:56.960]  被富裕摧毀了他們一生
[00:06:56.960 --> 00:06:58.760]  所以你發覺
[00:06:58.760 --> 00:07:00.920]  沒有了信仰作為基礎的生活
[00:07:00.920 --> 00:07:02.760]  當你和神的關係遠
[00:07:02.760 --> 00:07:06.880]  你不知道你人生應該怎樣生活的時候
[00:07:06.880 --> 00:07:09.360]  貧窮你過得非常不好
[00:07:09.360 --> 00:07:11.160]  富裕也摧毀你
[00:07:11.160 --> 00:07:13.520]  所以無論什麼環境你都過得不開心
[00:07:13.520 --> 00:07:15.720]  什麼環境你都不懂得感恩
[00:07:15.720 --> 00:07:16.680]  相反
[00:07:16.680 --> 00:07:18.440]  當你和神的關係好的時候
[00:07:18.440 --> 00:07:19.600]  你發覺
[00:07:19.600 --> 00:07:20.520]  貧窮也好
[00:07:20.520 --> 00:07:21.400]  缺乏也好
[00:07:21.400 --> 00:07:22.800]  富裕也好
[00:07:22.800 --> 00:07:24.920]  你都能夠過得很開心
[00:07:24.920 --> 00:07:26.360]  很富裕
[00:07:26.360 --> 00:07:28.800]  大家應該有聽過Lottery Curse
[00:07:28.800 --> 00:07:30.880]  就是所謂中立彩75%的人
[00:07:30.880 --> 00:07:33.520]  最後收場非常悲劇
[00:07:33.520 --> 00:07:34.320]  為什麼呢
[00:07:34.320 --> 00:07:36.480]  例如有個貨車司機
[00:07:36.480 --> 00:07:38.760]  中了幾千萬美金的Lottery
[00:07:38.760 --> 00:07:40.120]  於是停了工作
[00:07:40.120 --> 00:07:41.040]  買了一艘遊艇
[00:07:41.040 --> 00:07:41.840]  然後去釣魚
[00:07:41.840 --> 00:07:43.440]  因為他喜歡遊艇釣魚
[00:07:43.440 --> 00:07:44.960]  釣了第一個星期
[00:07:44.960 --> 00:07:46.440]  都挺開心的
[00:07:46.440 --> 00:07:48.880]  過了一個月
[00:07:48.880 --> 00:07:50.560]  就發覺沒什麼人
[00:07:50.560 --> 00:07:52.120]  但糟糕了
[00:07:52.120 --> 00:07:52.680]  沒什麼人
[00:07:52.680 --> 00:07:54.720]  但又不需要上班
[00:07:54.720 --> 00:07:55.920]  又沒什麼理想
[00:07:55.920 --> 00:07:57.440]  所以怎麼辦呢
[00:07:57.440 --> 00:07:58.280]  繼續釣魚
[00:07:58.280 --> 00:08:00.080]  繼續享受生活
[00:08:00.080 --> 00:08:01.040]  過了半年
[00:08:01.040 --> 00:08:02.520]  覺得開始越來越沒人
[00:08:02.520 --> 00:08:03.560]  然後開始憂鬱
[00:08:03.560 --> 00:08:04.840]  憂鬱後來越來越嚴重
[00:08:04.840 --> 00:08:06.440]  然後就自殺
[00:08:06.440 --> 00:08:08.520]  通常都是這樣
[00:08:08.520 --> 00:08:09.280]  浪費時間
[00:08:09.280 --> 00:08:10.200]  一天就很開心
[00:08:10.200 --> 00:08:11.280]  一個月都很幸福
[00:08:11.280 --> 00:08:13.120]  但半年就悲劇
[00:08:13.120 --> 00:08:14.520]  通常都是這樣
[00:08:14.520 --> 00:08:15.960]  所以當你不知道
[00:08:15.960 --> 00:08:17.480]  怎樣生活的時候
[00:08:17.480 --> 00:08:19.640]  如果神賜給你很多錢
[00:08:19.640 --> 00:08:21.240]  這些富足
[00:08:21.240 --> 00:08:22.280]  不是幫了你
[00:08:22.280 --> 00:08:22.880]  是害了你
[00:08:22.880 --> 00:08:25.680]  會摧毀你的一生
[00:08:25.680 --> 00:08:27.560]  所以經常有人問我
[00:08:27.560 --> 00:08:29.040]  向神禱告一百萬
[00:08:29.040 --> 00:08:30.800]  神會不會給
[00:08:30.800 --> 00:08:33.240]  我見過很多人禱告一百萬
[00:08:33.240 --> 00:08:34.560]  神真的給他們
[00:08:34.560 --> 00:08:35.680]  是真的給
[00:08:35.680 --> 00:08:36.520]  不是開玩笑
[00:08:36.520 --> 00:08:37.800]  超過一百萬都給
[00:08:37.800 --> 00:08:39.920]  更多我都見過神給
[00:08:39.920 --> 00:08:42.600]  但重點不是神給不給
[00:08:42.600 --> 00:08:43.720]  重點是
[00:08:43.720 --> 00:08:46.360]  你到底知不知道怎樣用這些錢
[00:08:46.360 --> 00:08:47.600]  你是不是真的有個使命
[00:08:47.600 --> 00:08:49.080]  知道如果神給你一百萬
[00:08:49.080 --> 00:08:51.480]  你會不會善用這些錢
[00:08:51.480 --> 00:08:52.720]  因為好像我以前的室友
[00:08:52.720 --> 00:08:53.240]  求一百萬
[00:08:53.240 --> 00:08:55.600]  只是為了三十歲前可以退休
[00:08:55.600 --> 00:08:57.560]  我說這樣就不行
[00:08:57.560 --> 00:08:59.640]  你完全不知道怎樣生活的時候
[00:08:59.640 --> 00:09:01.280]  神賜給你更多錢
[00:09:01.280 --> 00:09:02.760]  只是摧毀你一生
[00:09:02.760 --> 00:09:05.920]  貧窮毀壞過我們前幾輩
[00:09:05.920 --> 00:09:07.040]  現在這一代
[00:09:07.040 --> 00:09:10.800]  富裕毀壞了我們這一代
[00:09:10.800 --> 00:09:14.320]  所以如果你懂得怎樣用錢
[00:09:14.320 --> 00:09:17.200]  知道神怎樣生活才對
[00:09:17.200 --> 00:09:18.480]  優先排得對
[00:09:18.480 --> 00:09:19.560]  你發覺你的生活
[00:09:19.560 --> 00:09:20.800]  無論貧窮缺乏
[00:09:20.800 --> 00:09:24.240]  你都可以活得非常精彩
[00:09:24.240 --> 00:09:26.160]  我十二年前來美國
[00:09:26.160 --> 00:09:28.400]  帶著一國幾國的費用來
[00:09:28.400 --> 00:09:30.280]  我有大學四年
[00:09:30.280 --> 00:09:31.360]  我的銀行存款
[00:09:31.360 --> 00:09:33.680]  未曾試過超過一百元美金
[00:09:33.680 --> 00:09:36.000]  最經典就是有一次
[00:09:36.000 --> 00:09:38.320]  年三十晚
[00:09:38.320 --> 00:09:41.000]  停電 因為沒有繳電費
[00:09:41.000 --> 00:09:44.480]  PG&E停電都很懂得挑時間
[00:09:44.480 --> 00:09:46.960]  專挑年三十晚的
[00:09:46.960 --> 00:09:49.160]  於是兩個室友
[00:09:49.160 --> 00:09:51.400]  和我們在沙發床底
[00:09:51.400 --> 00:09:53.680]  找一元多好的
[00:09:53.680 --> 00:09:55.840]  終於我們湊夠一元多
[00:09:55.840 --> 00:09:58.920]  到家對面的麥當勞買了個漢堡
[00:09:58.920 --> 00:10:01.560]  回來我們點著蠟燭
[00:10:01.560 --> 00:10:03.960]  三個人分漢堡來吃
[00:10:03.960 --> 00:10:06.440]  這就是我們的團年飯
[00:10:06.440 --> 00:10:07.480]  於是在那段日子
[00:10:07.480 --> 00:10:08.840]  我的室友是這樣形容我
[00:10:08.840 --> 00:10:10.040]  他說這個人是一個
[00:10:10.040 --> 00:10:13.840]  除了神之外甚麼都沒有的人
[00:10:13.840 --> 00:10:16.240]  當我現在回頭看
[00:10:16.240 --> 00:10:19.400]  我發覺那一段除了神之外
[00:10:19.400 --> 00:10:20.960]  甚麼都沒有的日子
[00:10:20.960 --> 00:10:24.120]  也是我人生當中過得最充實
[00:10:24.120 --> 00:10:25.880]  最開心的日子
[00:10:25.880 --> 00:10:28.520]  並不是很慘很淒涼
[00:10:28.520 --> 00:10:30.120]  是很開心
[00:10:30.120 --> 00:10:32.560]  因為那段日子我和神的關係很近
[00:10:32.560 --> 00:10:34.160]  每天都很有平安喜樂
[00:10:34.160 --> 00:10:36.680]  我也很清楚這是神要我做的事
[00:10:36.680 --> 00:10:38.360]  沒有停止過侍奉神
[00:10:38.360 --> 00:10:40.120]  所以那段日子很缺乏
[00:10:40.120 --> 00:10:41.920]  所以當我讀到保羅這句話
[00:10:41.920 --> 00:10:44.520]  我懂得任何狀況都滿足
[00:10:44.520 --> 00:10:45.840]  原來在缺乏貧窮
[00:10:45.840 --> 00:10:47.480]  我都可以很開心
[00:10:47.480 --> 00:10:49.120]  我才發覺很真實
[00:10:49.120 --> 00:10:52.400]  當你認識神和神的關係很近的時候
[00:10:52.400 --> 00:10:55.440]  你發覺任何環境你都可以很感恩
[00:10:55.440 --> 00:10:57.920]  當時我記得不單是缺錢
[00:10:57.920 --> 00:10:59.120]  我甚麼都缺
[00:10:59.120 --> 00:11:01.840]  我侍奉缺經驗甚麼都不懂
[00:11:01.840 --> 00:11:06.080]  我當時第一個侍奉餐館團計的人
[00:11:06.080 --> 00:11:07.520]  即是那些做餐館
[00:11:07.520 --> 00:11:10.360]  開餐館的老闆大廚
[00:11:10.360 --> 00:11:12.200]  我們那時團計做得很好
[00:11:12.200 --> 00:11:15.040]  我們那時團計比餐福做得更好
[00:11:15.040 --> 00:11:17.920]  比餐福更早做侍工
[00:11:17.920 --> 00:11:21.360]  我當時還未結婚
[00:11:21.360 --> 00:11:22.440]  很年輕
[00:11:22.440 --> 00:11:26.040]  但要處理很多他們很複雜的婚姻問題
[00:11:26.040 --> 00:11:27.960]  複雜到我完全解釋不了
[00:11:27.960 --> 00:11:30.640]  我記得那時半夜
[00:11:30.640 --> 00:11:32.240]  因為他們做餐館
[00:11:32.240 --> 00:11:34.280]  我們馬上11時聚會
[00:11:34.280 --> 00:11:36.760]  準時10時到餐館接他們
[00:11:36.760 --> 00:11:40.040]  我當時開一輛七人車
[00:11:40.040 --> 00:11:41.160]  七個人一起
[00:11:41.160 --> 00:11:43.320]  我們團計很多人
[00:11:43.320 --> 00:11:44.760]  我負責接七個
[00:11:44.760 --> 00:11:47.920]  有一段時間很奇妙
[00:11:47.920 --> 00:11:52.040]  我記得那時11時聚會完12時多
[00:11:52.040 --> 00:11:53.880]  聊完天我送他們回家
[00:11:53.880 --> 00:11:55.680]  回到我家是3時
[00:11:55.680 --> 00:11:58.720]  有一段時間是夏季
[00:11:58.720 --> 00:12:00.440]  我剛和女朋友分手
[00:12:00.440 --> 00:12:01.760]  那時很悽慘
[00:12:01.760 --> 00:12:04.240]  我載那七個人當中
[00:12:04.240 --> 00:12:05.880]  很奇怪有兩個弟兄
[00:12:05.880 --> 00:12:07.880]  不知是否約好同時離婚
[00:12:07.880 --> 00:12:09.880]  很記得那段時間
[00:12:09.880 --> 00:12:11.080]  我又不知怎樣安慰他們
[00:12:11.080 --> 00:12:14.320]  我們三個每一次晚上開完車回去
[00:12:14.320 --> 00:12:15.880]  我先送其他人
[00:12:15.880 --> 00:12:18.240]  剩下我們三個
[00:12:18.240 --> 00:12:21.640]  半夜2時去7-11買咖啡喝
[00:12:21.640 --> 00:12:23.640]  買咖啡上車
[00:12:23.640 --> 00:12:29.280]  不斷聽姜育恆唱的《女人的選擇》
[00:12:29.280 --> 00:12:31.880]  一邊唱三個男人一邊哭
[00:12:31.880 --> 00:12:34.480]  我離婚了
[00:12:34.480 --> 00:12:36.360]  當我回想那段日子
[00:12:36.360 --> 00:12:38.520]  又沒有經驗
[00:12:38.520 --> 00:12:40.320]  但很開心
[00:12:40.320 --> 00:12:42.840]  因為沒有停過侍奉神
[00:12:42.840 --> 00:12:45.600]  你會發覺當你和神的關係近
[00:12:45.600 --> 00:12:49.680]  每一天你會覺得很有意思
[00:12:49.680 --> 00:12:53.360]  相反現在很多富裕的一代
[00:12:53.360 --> 00:12:56.240]  他們的生活很沒意思
[00:12:56.240 --> 00:12:57.080]  為何這樣說
[00:12:57.080 --> 00:13:01.000]  因為我前陣子去洛杉磯和導師傾談
[00:13:01.000 --> 00:13:06.400]  他們教會接了很多遊學團
[00:13:06.400 --> 00:13:07.880]  不知大家有沒有聽過
[00:13:07.880 --> 00:13:09.360]  在大陸很多很有錢的人
[00:13:09.360 --> 00:13:11.400]  會送他們的小孩來美國
[00:13:11.400 --> 00:13:12.560]  叫遊學團
[00:13:12.560 --> 00:13:15.080]  例如三星期一個月
[00:13:15.080 --> 00:13:21.200]  一讀五有些英文班認識美國文化
[00:13:21.200 --> 00:13:25.720]  六到日有旅遊團帶他們到處遊玩
[00:13:25.720 --> 00:13:28.440]  叫遊學團一邊旅遊一邊玩
[00:13:28.440 --> 00:13:31.840]  通常遊學團的年齡介乎在
[00:13:31.840 --> 00:13:33.840]  幼稚園和高中之間
[00:13:33.840 --> 00:13:37.560]  大約10至13歲之間
[00:13:37.560 --> 00:13:44.880]  那段時間的小孩應該很有活力
[00:13:44.880 --> 00:13:47.040]  應該很有活力
[00:13:47.040 --> 00:13:48.560]  應該很好奇
[00:13:48.560 --> 00:13:51.840]  應該對生命仍然很有熱誠
[00:13:51.840 --> 00:13:52.840]  但他說很奇怪
[00:13:52.840 --> 00:13:56.840]  不知為何近一年接了這幾團
[00:13:56.840 --> 00:14:00.920]  不知為何整團人都不在狀態中
[00:14:00.920 --> 00:14:02.920]  不知你明白我的意思
[00:14:02.920 --> 00:14:09.160]  整團人整個旅程都完全沒有生氣
[00:14:09.160 --> 00:14:11.440]  甚麼興趣都沒有
[00:14:11.440 --> 00:14:13.240]  不過很有錢
[00:14:13.240 --> 00:14:16.040]  一疊現金拿出去買東西
[00:14:16.040 --> 00:14:19.360]  富裕毀壞了我們這一代
[00:14:19.360 --> 00:14:20.760]  不知為何這一代的小孩
[00:14:20.760 --> 00:14:23.520]  很小的時候對甚麼都沒有興趣
[00:14:23.520 --> 00:14:27.120]  對生命沒有熱誠
[00:14:27.120 --> 00:14:30.200]  沒有興趣不知道應該為甚麼生活
[00:14:30.200 --> 00:14:32.800]  所以當你跟神的關係近
[00:14:32.800 --> 00:14:34.360]  當你懂得感恩的時候
[00:14:34.360 --> 00:14:36.360]  你發覺你的生活很不一樣
[00:14:36.360 --> 00:14:38.360]  感恩不是天生的
[00:14:38.360 --> 00:14:40.360]  感恩是後天訓練出來的
[00:14:40.360 --> 00:14:43.360]  你知道小孩罵人就不用教他
[00:14:43.360 --> 00:14:45.360]  他小時候就懂得
[00:14:45.360 --> 00:14:48.120]  感恩的話就要教
[00:14:48.120 --> 00:14:49.840]  多謝叔叔
[00:14:49.840 --> 00:14:51.640]  從來不會有小孩兩歲跟你說
[00:14:51.640 --> 00:14:53.640]  多謝你養育之恩
[00:14:53.640 --> 00:14:54.360]  不會這樣的
[00:14:54.360 --> 00:14:56.680]  後期他慢慢訓練出來的
[00:14:56.680 --> 00:14:57.680]  但他懂得罵你
[00:14:57.680 --> 00:14:58.680]  這個不用教
[00:14:58.680 --> 00:15:00.280]  他一定懂得罵你
[00:15:00.280 --> 00:15:03.240]  但感恩的話要慢慢訓練
[00:15:03.240 --> 00:15:08.120]  在Robert Edmond
[00:15:08.120 --> 00:15:11.840]  是UC Davis一個很出名的教授
[00:15:11.840 --> 00:15:13.360]  他出名是因為他在美國
[00:15:13.360 --> 00:15:15.040]  應該是唯一一個
[00:15:15.040 --> 00:15:18.080]  肯花很多年的時間去研究
[00:15:18.080 --> 00:15:20.920]  到底感恩怎樣影響我們生活的人
[00:15:20.920 --> 00:15:22.640]  後來2007年出了一本書
[00:15:22.640 --> 00:15:24.400]  將他的研究結果
[00:15:24.400 --> 00:15:26.760]  是很科學地研究的結果
[00:15:26.760 --> 00:15:30.760]  出了一本書跟我們分享
[00:15:30.760 --> 00:15:32.760]  他後來發覺感恩
[00:15:32.760 --> 00:15:34.760]  原來當你學會感恩
[00:15:34.760 --> 00:15:36.760]  原來對人生是很健康的
[00:15:36.760 --> 00:15:38.760]  首先是身體健康
[00:15:38.760 --> 00:15:40.760]  他找了兩組病人
[00:15:40.760 --> 00:15:42.200]  不同的病人他都試過
[00:15:42.200 --> 00:15:45.560]  例如其中一組是剛做完大手術的病人
[00:15:45.560 --> 00:15:46.360]  分兩個組
[00:15:46.360 --> 00:15:48.760]  一個組叫他們從今天開始
[00:15:48.760 --> 00:15:51.960]  你們每天早上寫感恩的日記
[00:15:51.960 --> 00:15:54.760]  你寫給我找出五樣東西
[00:15:54.760 --> 00:15:56.440]  你覺得值得感恩的
[00:15:56.440 --> 00:15:57.960]  一開始很難寫的
[00:15:57.960 --> 00:16:00.760]  我感恩 今天終於過了
[00:16:00.760 --> 00:16:02.760]  可以寫一些很敷衍的東西
[00:16:02.760 --> 00:16:05.560]  想不到的 但越想就會越多
[00:16:05.560 --> 00:16:07.560]  你總之寫吧
[00:16:07.560 --> 00:16:08.760]  另一個組的人叫他
[00:16:08.760 --> 00:16:09.560]  你都寫日記
[00:16:09.560 --> 00:16:10.760]  但我不告訴你寫什麼
[00:16:10.760 --> 00:16:11.960]  隨便你寫什麼
[00:16:11.960 --> 00:16:13.160]  任由你怎樣寫
[00:16:13.160 --> 00:16:14.760]  你發覺你不給指示
