
[00:00:00.000 --> 00:00:03.060]  希望大家看得到這個題目應該都很開胃
[00:05:18.060 --> 00:05:20.160]  就業機會都不是很多
[00:05:20.160 --> 00:05:23.660]  所以這裡都是幫助了很多的人
[00:05:23.660 --> 00:05:24.660]  所以很多人都想
[00:05:24.660 --> 00:05:27.960]  信耶穌真的有很實際的福氣
[00:05:27.960 --> 00:05:29.960]  不過今天無論我們想什麼都好
[00:05:29.960 --> 00:05:35.160]  我們想究竟信耶穌是否有水牛
[00:05:35.160 --> 00:05:36.660]  還是有永生呢
[00:05:36.660 --> 00:05:37.960]  我們最重要就是想一下
[00:05:37.960 --> 00:05:39.960]  究竟耶穌怎麼說
[00:05:39.960 --> 00:05:42.460]  我們今天可以面對著
[00:05:42.460 --> 00:05:44.660]  當你認真去跟隨耶穌的時候
[00:05:44.660 --> 00:05:45.860]  有什麼福氣
[00:05:45.860 --> 00:05:48.260]  我們今天就會特別藉著
[00:05:48.260 --> 00:05:50.360]  我們都很熟悉的一個段落
[00:05:50.360 --> 00:05:53.260]  就是講到登山寶訓的八福
[00:05:53.260 --> 00:05:54.360]  我們去開始
[00:05:54.360 --> 00:05:58.860]  我們接下來這幾個月講到的重點
[00:05:58.860 --> 00:06:00.360]  接下來這幾個月裡面
[00:06:00.360 --> 00:06:02.560]  我們都希望去多些思考
[00:06:02.560 --> 00:06:05.460]  登山寶訓裡面
[00:06:05.460 --> 00:06:07.760]  不同的耶穌的教導
[00:06:07.760 --> 00:06:10.760]  其中八福就是一開始的時候
[00:06:10.760 --> 00:06:13.160]  耶穌所說的
[00:06:13.160 --> 00:06:17.560]  當我們看馬大福音第五章之先
[00:06:17.560 --> 00:06:19.760]  其實你再看前面
[00:06:19.760 --> 00:06:22.160]  就是講到耶穌經歷完
[00:06:22.160 --> 00:06:25.160]  被魔鬼試探
[00:06:25.160 --> 00:06:27.960]  然後去呼召門徒
[00:06:27.960 --> 00:06:33.860]  以及在四章二十三節
[00:06:33.860 --> 00:06:37.060]  正正好在講耶穌走遍加利利
[00:06:37.060 --> 00:06:39.260]  在會堂裡面教訓人
[00:06:39.260 --> 00:06:41.060]  宣講天國的福音
[00:06:41.060 --> 00:06:43.660]  醫治百姓各人的疾病
[00:06:43.660 --> 00:06:47.460]  以及把一切病人
[00:06:47.460 --> 00:06:50.460]  各樣疾病和疼痛的
[00:06:50.460 --> 00:06:53.160]  被鬼附的 癲癇的 癱瘓的
[00:06:53.160 --> 00:06:54.160]  都帶來了
[00:06:54.160 --> 00:06:56.560]  耶穌就治好了他們
[00:06:56.560 --> 00:06:58.960]  所以我們在之前教大家的
[00:06:58.960 --> 00:07:02.960]  馬大福音的聖經班裡面
[00:07:02.960 --> 00:07:05.760]  或者我們看到
[00:07:05.760 --> 00:07:07.060]  耶穌出來的時候
[00:07:07.060 --> 00:07:09.060]  有主要三個工作
[00:07:09.060 --> 00:07:10.560]  第一個就是傳道
[00:07:10.560 --> 00:07:11.760]  第二個就是醫病
[00:07:11.760 --> 00:07:13.360]  第三個就是趕鬼
[00:07:13.360 --> 00:07:15.360]  這個就是對普遍
[00:07:15.360 --> 00:07:17.760]  在圍著耶穌的群眾裡面
[00:07:17.760 --> 00:07:20.260]  都在做的事情
[00:07:20.260 --> 00:07:23.860]  而當這些事情發生的過程裡面
[00:07:23.860 --> 00:07:26.260]  其中有另一個很重要的元素
[00:07:26.260 --> 00:07:29.260]  是耶穌十分之強調的
[00:07:29.260 --> 00:07:31.360]  就是門徒訓練
[00:07:31.360 --> 00:07:33.460]  所以對其他來圍著耶穌的人
[00:07:33.460 --> 00:07:35.760]  耶穌會為他們醫病 趕鬼
[00:07:35.760 --> 00:07:37.960]  或者去講一些道理
[00:07:37.960 --> 00:07:39.660]  但是對親密的
[00:07:39.660 --> 00:07:41.660]  願意跟隨耶穌的門徒裡面
[00:07:41.660 --> 00:07:44.060]  耶穌是特別做一些門徒訓練
[00:07:44.060 --> 00:07:45.760]  跟他們講一些更加深入
[00:07:45.760 --> 00:07:47.760]  仔細一些很重要的教訓
[00:07:47.760 --> 00:07:50.160]  都是藉著一個這樣的時刻
[00:07:50.160 --> 00:07:52.660]  跟門徒去講的
[00:07:52.660 --> 00:07:53.960]  所以我們今天讀的經文
[00:07:53.960 --> 00:07:58.460]  在馬大福音第五章第一節開始
[00:07:58.460 --> 00:08:00.760]  其實到了第七章
[00:08:00.760 --> 00:08:03.160]  就是耶穌在馬大福音裡面
[00:08:03.160 --> 00:08:05.060]  五個大講論裡面
[00:08:05.060 --> 00:08:06.860]  其中第一個的講論
[00:08:06.860 --> 00:08:07.760]  而這個講論
[00:08:07.760 --> 00:08:09.960]  也是對一群跟著祂的門徒
[00:08:09.960 --> 00:08:11.460]  作一個訓練
[00:08:11.460 --> 00:08:13.060]  所以你一開始會見到
[00:08:13.060 --> 00:08:15.960]  就是耶穌看見這一群人的時候
[00:08:15.960 --> 00:08:17.660]  就上了山
[00:08:17.660 --> 00:08:19.360]  上了山坐下之後
[00:08:19.360 --> 00:08:22.460]  就特別門徒到他跟前來
[00:08:22.460 --> 00:08:23.860]  特別講這幫門徒
[00:08:23.860 --> 00:08:26.260]  一般願意去認識跟隨耶穌的
[00:08:26.260 --> 00:08:28.560]  不是單單講什麼十二門徒
[00:08:28.560 --> 00:08:31.760]  而是講當時跟著耶穌的門徒
[00:08:31.760 --> 00:08:34.160]  耶穌都很想讓他們明白
[00:08:34.160 --> 00:08:36.160]  關於天國的事情
[00:08:36.160 --> 00:08:38.160]  所以就在第五節七章
[00:08:38.160 --> 00:08:40.360]  就嘗試去對這幫門徒
[00:08:40.360 --> 00:08:43.960]  作出第一次關於天國事情的教導
[00:08:43.960 --> 00:08:46.660]  以至到挑戰他們一個新的角度
[00:08:46.660 --> 00:08:47.760]  新的視野
[00:08:47.760 --> 00:08:49.160]  一個新的期待
[00:08:49.160 --> 00:08:51.860]  去看怎麼做一個門徒
[00:08:51.860 --> 00:08:54.360]  我們的人生會是怎樣
[00:08:54.360 --> 00:08:56.460]  就在這個前提之下
[00:08:56.460 --> 00:08:58.460]  耶穌一開始就第一次
[00:08:58.460 --> 00:09:00.760]  就帶這幫門徒上了山裡面
[00:09:00.760 --> 00:09:03.160]  就開口教他們
[00:09:03.160 --> 00:09:04.460]  而當開口教他們的時候
[00:09:04.460 --> 00:09:09.360]  就是大家剛才熟悉的白服
[00:09:09.360 --> 00:09:12.860]  所以接下來為了讓我有得休息一會
[00:09:12.860 --> 00:09:14.660]  輪到是你們的時候了
[00:09:14.660 --> 00:09:18.860]  就是請你們去配對
[00:09:18.860 --> 00:09:20.560]  你們回答我
[00:09:20.560 --> 00:09:22.560]  那八幅是哪八幅
[00:09:22.560 --> 00:09:24.760]  對應上面哪八樣東西
[00:09:24.760 --> 00:09:27.060]  大家有些人回教會很久了
[00:09:27.060 --> 00:09:31.360]  看看你能不能夠排一個對的次序
[00:09:31.360 --> 00:09:33.160]  那你用和合本也可以
[00:09:33.160 --> 00:09:34.760]  或者和修本
[00:09:34.760 --> 00:09:36.060]  試試你記不記得
[00:09:36.060 --> 00:09:39.760]  第一個是什麼人呢
[00:09:39.760 --> 00:09:41.660]  虛心的人
[00:09:41.660 --> 00:09:45.160]  我們的說法就是和修本的譯法
[00:09:45.160 --> 00:09:47.860]  就是心靈貧窮的人就有福了
[00:09:47.860 --> 00:09:49.460]  或者虛心的人有福了
[00:09:49.460 --> 00:09:50.560]  他們呢
[00:09:50.560 --> 00:09:52.360]  因為天國是他們的
[00:09:52.360 --> 00:09:55.860]  第二樣是什麼人能夠得到安慰呢
[00:09:55.860 --> 00:09:57.760]  哀動
[00:09:57.760 --> 00:09:59.760]  哀動的人就有福了
[00:09:59.760 --> 00:10:01.960]  因為他們必得安慰
[00:10:01.960 --> 00:10:03.960]  第三
[00:10:03.960 --> 00:10:05.060]  是什麼
[00:10:05.060 --> 00:10:08.160]  溫柔或者謙和的人就有福了
[00:10:08.160 --> 00:10:11.160]  因為他們必承受地土
[00:10:11.160 --> 00:10:12.760]  第四
[00:10:12.760 --> 00:10:14.560]  飢渴慕義的人有福了
[00:10:14.560 --> 00:10:17.360]  因為他們必得飽足
[00:10:17.360 --> 00:10:18.660]  第五
[00:10:18.660 --> 00:10:19.660]  憐憫人的
[00:10:19.660 --> 00:10:21.560]  或者憐恤人的就有福了
[00:10:21.560 --> 00:10:24.460]  因為他們必夢憐憫或者憐恤
[00:10:24.460 --> 00:10:26.160]  清心的人有福了
[00:10:26.160 --> 00:10:27.960]  就是下一個
[00:10:27.960 --> 00:10:30.060]  就必得見上帝
[00:10:30.060 --> 00:10:33.360]  接著第七個
[00:10:33.360 --> 00:10:34.260]  使人和睦
[00:10:34.260 --> 00:10:36.060]  我們另外一個譯法叫
[00:10:36.060 --> 00:10:40.060]  替造和平的人有福
[00:10:40.060 --> 00:10:41.660]  最後一個是什麼
[00:10:41.660 --> 00:10:42.960]  畏異受逼迫
[00:10:42.960 --> 00:10:44.360]  這個大家就很容易記得了
[00:10:44.360 --> 00:10:45.860]  似乎第一和最後
[00:10:45.860 --> 00:10:48.760]  就是大家最容易記得的
[00:10:48.760 --> 00:10:50.560]  那為什麼大家要去做這件事呢
[00:10:50.560 --> 00:10:51.660]  因為其實
[00:10:51.660 --> 00:10:53.660]  這裡要大家去排列
[00:10:53.660 --> 00:10:56.960]  這八個有福的人是怎樣的人呢
[00:10:56.960 --> 00:10:59.460]  其實正好就是講出
[00:10:59.460 --> 00:11:02.360]  這個耶穌第一個一開始的時候
[00:11:02.360 --> 00:11:04.960]  去講八福的時候
[00:11:04.960 --> 00:11:09.460]  正正好就是講一個生命的次序的問題
[00:11:09.460 --> 00:11:11.160]  一個次序的問題
[00:11:11.160 --> 00:11:14.760]  當你按住這個生命的次序
[00:11:14.760 --> 00:11:16.760]  能夠排得對的時候
[00:11:16.760 --> 00:11:20.160]  你就真的能夠得到一份福氣
[00:11:20.160 --> 00:11:21.660]  我們期望得到福氣
[00:11:21.660 --> 00:11:23.760]  有時候我們藉著很多不同的方法
[00:11:23.760 --> 00:11:25.160]  但是耶穌正正好提醒我們
[00:11:25.160 --> 00:11:27.360]  我們要認真讀這段聖經
[00:11:27.360 --> 00:11:29.360]  找一找祂的次序
[00:11:29.360 --> 00:11:30.960]  是怎樣能夠幫我們明白
[00:11:30.960 --> 00:11:36.060]  我們人生要怎樣重新調整我們的次序呢
[00:11:36.060 --> 00:11:37.760]  在這裡首先第一個
[00:11:37.760 --> 00:11:40.660]  我們要留意的次序是什麼呢
[00:11:40.660 --> 00:11:42.760]  就是其實在
[00:11:42.760 --> 00:11:45.560]  特別我們講的這八個福氣裡面
[00:11:45.560 --> 00:11:47.860]  我再補充多一點再講
[00:11:47.860 --> 00:11:50.360]  就是第十一至十二節
[00:11:50.360 --> 00:11:54.060]  你發現我們歸納了八福裡面的
[00:11:54.060 --> 00:11:54.660]  那為什麼呢
[00:11:54.660 --> 00:11:56.660]  其實它不是福氣
[00:11:56.660 --> 00:11:57.860]  它是福氣
[00:11:57.860 --> 00:11:58.860]  不過福氣之餘
[00:11:58.860 --> 00:12:00.760]  其實第一個你會發現的就是
[00:12:00.760 --> 00:12:05.260]  它就是跟第十節的一個延伸
[00:12:05.260 --> 00:12:07.460]  一個為二受逼的一個延伸
[00:12:07.460 --> 00:12:09.060]  所以我們就歸納它
[00:12:09.060 --> 00:12:09.960]  有時候有些人就說
[00:12:09.960 --> 00:12:11.860]  將第十一至十二節
[00:12:11.860 --> 00:12:14.560]  撞到一個福氣直接去講
[00:12:14.560 --> 00:12:16.460]  第二個原因就是因為
[00:12:16.460 --> 00:12:18.260]  其實第十一節裡面
[00:12:18.260 --> 00:12:20.560]  耶穌將那個矛頭
[00:12:20.560 --> 00:12:23.960]  或者將那個對象調教了
[00:12:23.960 --> 00:12:27.360]  就是將他們轉做你們
[00:12:27.360 --> 00:12:31.260]  而是將整個訊息轉做一個
[00:12:31.260 --> 00:12:33.360]  對門徒的挑戰來的
[00:12:33.360 --> 00:12:36.660]  我們總結我們就會再看一次
[00:12:36.660 --> 00:12:38.460]  所以我們就會集中去看
[00:12:38.460 --> 00:12:42.860]  這八個耶穌講到的福氣
[00:12:42.860 --> 00:12:44.760]  但是這裡我們剛才說到
[00:12:44.760 --> 00:12:47.960]  第一個我們要去想想那個
[00:12:47.960 --> 00:12:49.860]  次序的調整是什麼呢
[00:12:49.860 --> 00:12:52.560]  就是這段聖經裡面其實
[00:12:52.560 --> 00:12:55.760]  其實一開始第一個字
[00:12:55.760 --> 00:12:59.460]  就是每一句的第一個字是什麼字呢
[00:12:59.460 --> 00:13:00.760]  就是在原文裡面
[00:13:00.760 --> 00:13:04.260]  原來的文字裡面就不是心靈
[00:13:04.260 --> 00:13:07.060]  又不是哀動又不是謙和
[00:13:07.060 --> 00:13:10.060]  在聖經裡面的原文裡面
[00:13:10.060 --> 00:13:12.960]  第一個字無論由第三節
[00:13:12.960 --> 00:13:14.960]  去到第十一節
[00:13:14.960 --> 00:13:17.960]  原來每一次這一句的第一個字
[00:13:17.960 --> 00:13:22.860]  都是用Blessed有福了作為開始的
[00:13:22.860 --> 00:13:25.760]  就是說耶穌當一宣說八福的時候
[00:13:25.760 --> 00:13:27.660]  他一開始說有福了
[00:13:27.660 --> 00:13:29.660]  然後就說什麼呢
[00:13:29.660 --> 00:13:31.760]  心靈貧窮的人
[00:13:31.760 --> 00:13:34.060]  有福了哀動的人
[00:13:34.060 --> 00:13:36.960]  有福了謙和的人
[00:13:36.960 --> 00:13:40.060]  你聽得明白這個分別嗎
[00:13:40.060 --> 00:13:42.460]  就是說現在有福氣了這幫人
[00:13:42.460 --> 00:13:46.060]  你是不是那幫人呢
[00:13:46.060 --> 00:13:48.360]  有福了清心的人
[00:13:48.360 --> 00:13:51.360]  你是不是就是個清心的人呢
[00:13:51.360 --> 00:13:54.560]  留意這個那個重點告訴你
[00:13:54.560 --> 00:13:56.460]  當宣告這個福氣的實際
[00:13:56.460 --> 00:13:58.160]  當你是這種人的時候
[00:13:58.160 --> 00:14:01.260]  你就會有這種的福氣
[00:14:01.260 --> 00:14:03.260]  這個第一個我們要留意著
[00:14:03.260 --> 00:14:05.660]  這裡說有福了
[00:14:05.660 --> 00:14:09.160]  事實上有福了這個字的希臘文
[00:14:09.160 --> 00:14:11.560]  其實在原文裡面
[00:14:11.560 --> 00:14:13.560]  希臘文裡面本來就是
[00:14:13.560 --> 00:14:16.460]  其中一個地方叫塞浦路斯的地方
[00:14:16.460 --> 00:14:21.060]  之前的名字就是有福了這個字
[00:14:21.060 --> 00:14:22.160]  塞浦路斯在哪裡呢
[00:14:22.160 --> 00:14:23.360]  你們看到這幅地圖
[00:14:23.360 --> 00:14:25.860]  就看到耶路撒冷
[00:14:25.860 --> 00:14:28.360]  向西邊這個島
[00:14:28.360 --> 00:14:29.960]  就是那個塞浦路斯
[00:14:29.960 --> 00:14:31.660]  而這個塞浦路斯的島
[00:14:31.660 --> 00:14:33.960]  就是一個非常肥沃的海島
[00:14:33.960 --> 00:14:36.760]  以致它的海產都很豐富
[00:14:36.760 --> 00:14:39.460]  有很多物種的資源
[00:14:39.460 --> 00:14:41.060]  所以當你一想起這個字
[00:14:41.060 --> 00:14:42.560]  那些人都會想起
[00:14:42.560 --> 00:14:45.560]  很豐富的資源的一個意思
[00:14:45.560 --> 00:14:48.160]  一個的意念 一個的圖畫
[00:14:48.160 --> 00:14:49.760]  事實上耶穌也都在用這個圖畫
[00:14:49.760 --> 00:14:53.160]  去告訴大家有福了
[00:14:53.160 --> 00:14:55.960]  有福了
[00:14:55.960 --> 00:14:58.860]  但是我們要問的問題就是
[00:14:58.860 --> 00:15:00.360]  耶穌就是要祝福每一個
[00:15:00.360 --> 00:15:02.160]  來到祂面前的人
[00:15:02.160 --> 00:15:03.760]  能夠得到福氣的時候
[00:15:03.760 --> 00:15:08.860]  究竟怎樣才可以成為一個有福的人呢
[00:15:08.860 --> 00:15:12.060]  怎樣才能夠成為一個有福的人呢
[00:15:12.060 --> 00:15:14.560]  按照剛才我們看到
[00:15:14.560 --> 00:15:16.660]  新馬師僧告訴我們的
[00:15:16.660 --> 00:15:18.360]  可能是一些怎樣的概念呢
[00:15:18.360 --> 00:15:23.760]  就是為善罪樂 福有由貴
[00:15:23.760 --> 00:15:25.260]  或者有些人這樣說
[00:15:25.260 --> 00:15:29.160]  眾善因 得善果
[00:15:29.160 --> 00:15:31.560]  是不是這樣呢
[00:15:31.560 --> 00:15:33.360]  所以我們很多時候強調
[00:15:33.360 --> 00:15:34.960]  我們要做很多的事情
[00:15:34.960 --> 00:15:36.860]  我們要捐很多的錢
[00:15:36.860 --> 00:15:41.160]  我們要做很多的一些慈善的工作
[00:15:41.160 --> 00:15:43.460]  派米派飯等等
[00:15:43.460 --> 00:15:45.760]  是不是就是這樣就能夠得到
[00:15:45.760 --> 00:15:48.060]  從神的福氣呢
[00:15:48.060 --> 00:15:49.060]  如果是這樣的話
[00:15:49.060 --> 00:15:54.760]  那跟信耶穌有什麼關係呢
[00:15:54.760 --> 00:15:57.860]  有一本書的作者叫Underhill
[00:15:57.860 --> 00:16:01.460]  他在二零零六年出版一本書
[00:16:01.460 --> 00:16:06.360]  叫做Event of Evelyn With Underhill
[00:16:06.360 --> 00:16:09.860]  就是跟她一起的書本
[00:16:09.860 --> 00:16:12.060]  裡面他說到
[00:16:12.060 --> 00:16:14.460]  他發現原來很多人都是怎樣呢
[00:16:14.460 --> 00:16:16.860]  他說用了三個動詞去描述
[00:16:16.860 --> 00:16:20.160]  很多人生活的狀況
[00:16:20.160 --> 00:16:21.760]  包括了To want
[00:16:21.760 --> 00:16:24.060]  就是去要一些東西
[00:16:24.060 --> 00:16:26.060]  不斷去要一些東西
[00:16:26.060 --> 00:16:27.460]  第二個就是To have
[00:16:27.460 --> 00:16:30.060]  去擁有一些東西
[00:16:30.060 --> 00:16:31.660]  第三就是To do
[00:16:31.660 --> 00:16:34.160]  去做一些東西
[00:16:34.160 --> 00:16:36.660]  他們意圖藉著去要一些東西
[00:16:36.660 --> 00:16:38.660]  擁有一些東西 去做一些東西
