
[00:00:00.000 --> 00:00:02.800]  今天要來跟你談談家中的事
[00:09:40.200 --> 00:09:42.200]  勝利的經驗
[00:09:42.200 --> 00:09:44.200]  神有給我們很多機會
[00:09:44.200 --> 00:09:46.200]  一起來服事
[00:09:46.200 --> 00:09:48.200]  這些都是上帝的捲選
[00:09:48.200 --> 00:09:49.200]  當你願意的時候
[00:09:49.200 --> 00:09:54.200]  就進入神的捲選裡面
[00:09:54.200 --> 00:09:58.200]  第七節到三十一節
[00:09:58.200 --> 00:10:00.200]  除了第九節到三十一節
[00:10:00.200 --> 00:10:02.200]  格里漢牧師在講排班
[00:10:02.200 --> 00:10:05.200]  但是他就是講了二十四次
[00:10:05.200 --> 00:10:08.200]  大概每一次就只有那個名
[00:10:08.200 --> 00:10:10.200]  那個領袖的名字不一樣而已
[00:10:10.200 --> 00:10:12.200]  但是在第七節裡面
[00:10:12.200 --> 00:10:13.200]  他們講到一件事
[00:10:13.200 --> 00:10:15.200]  他說他們和他們去學習
[00:10:15.200 --> 00:10:19.200]  頌讚耶華善於歌唱的共有二百八十八人
[00:10:19.200 --> 00:10:22.200]  這些人無論大小為師的為徒的
[00:10:22.200 --> 00:10:25.200]  各一同側肩分了班次
[00:10:25.200 --> 00:10:27.200]  所以這裡提到第二個部分就是
[00:10:27.200 --> 00:10:30.200]  不論大小就是一起侍奉
[00:10:30.200 --> 00:10:32.200]  不論資深資淺
[00:10:32.200 --> 00:10:34.200]  他說不論大小其實是
[00:10:34.200 --> 00:10:36.200]  就是無論你不是年紀大
[00:10:36.200 --> 00:10:38.200]  為師的資深資淺
[00:10:38.200 --> 00:10:41.200]  各一項怎麼樣要來服事
[00:10:41.200 --> 00:10:43.200]  所以不論大小是一起侍奉的
[00:10:43.200 --> 00:10:45.200]  這是一個很美好的侍奉的團隊
[00:10:45.200 --> 00:10:47.200]  所以有兩件事是發生了
[00:10:47.200 --> 00:10:52.200]  第一件事情就是他們在神面前的侍奉要學習
[00:10:52.200 --> 00:10:55.200]  而且要按恩賜
[00:10:55.200 --> 00:10:57.200]  所以你會看見他們這群人
[00:10:57.200 --> 00:10:59.200]  都是善於歌唱的
[00:10:59.200 --> 00:11:01.200]  這群人他們是有一些善於彈琴
[00:11:01.200 --> 00:11:03.200]  但是他們都接受他們父親
[00:11:03.200 --> 00:11:06.200]  就是他們父親成為他們師父的教導
[00:11:06.200 --> 00:11:08.200]  所以他們是要學習的
[00:11:08.200 --> 00:11:09.200]  不管你有沒有那個恩賜
[00:11:09.200 --> 00:11:14.200]  都需要學習、需要經歷、需要來幫助
[00:11:14.200 --> 00:11:17.200]  那這些都是可以一起來侍奉
[00:11:17.200 --> 00:11:20.200]  所以可能要提醒我們想一想
[00:11:20.200 --> 00:11:21.200]  到底在我們生命當中
[00:11:21.200 --> 00:11:24.200]  有哪一些個恩賜是可以用的
[00:11:24.200 --> 00:11:31.200]  是可以拿出來可以一起來侍奉
[00:11:31.200 --> 00:11:38.200]  這禮拜我們舉辦那個聖心研習會
[00:11:38.200 --> 00:11:39.200]  一開始的時候
[00:11:39.200 --> 00:11:41.200]  當然就是都是我跟陳姐
[00:11:41.200 --> 00:11:43.200]  我們一直在做教導
[00:11:43.200 --> 00:11:46.200]  還有整個安排
[00:11:46.200 --> 00:11:47.200]  今天孔公起來
[00:11:47.200 --> 00:11:50.200]  我們就讓孔公有一些安排
[00:11:50.200 --> 00:11:53.200]  然後慢慢的就有一些個教導
[00:11:53.200 --> 00:11:56.200]  都移交給孔公
[00:11:56.200 --> 00:11:59.200]  這次我聖心研習會是在生病
[00:11:59.200 --> 00:12:01.200]  真的生病
[00:12:01.200 --> 00:12:03.200]  我整天都沒有力量、沒有力氣
[00:12:03.200 --> 00:12:05.200]  但是還是有一些服事要做
[00:12:05.200 --> 00:12:06.200]  但是沒有力量
[00:12:06.200 --> 00:12:08.200]  但是我就看見沒有力量
[00:12:08.200 --> 00:12:11.200]  有時候你連管都不想管了
[00:12:11.200 --> 00:12:14.200]  但是我就看見他們就處理得很好
[00:12:14.200 --> 00:12:16.200]  他們整個孔公就起來
[00:12:16.200 --> 00:12:17.200]  他們要做什麼事
[00:12:17.200 --> 00:12:19.200]  然後就跟他說我實在不行
[00:12:19.200 --> 00:12:23.200]  我真的站在這裡、坐在這裡都不行
[00:12:23.200 --> 00:12:27.200]  所以我就發現他們每一個人都可以起來
[00:12:27.200 --> 00:12:28.200]  每一個人慢慢起來以後
[00:12:28.200 --> 00:12:31.200]  就開始有些人開始來做各樣的服事
[00:12:31.200 --> 00:12:37.200]  所以連很多的事情大家就分攤掉
[00:12:37.200 --> 00:12:43.200]  而且大家可以按著學習的方式來成長
[00:12:43.200 --> 00:12:45.200]  所以這次我就覺得不錯喔
[00:12:45.200 --> 00:12:47.200]  這個團隊已經形成了
[00:12:47.200 --> 00:12:49.200]  大家都可以知道要做什麼
[00:12:49.200 --> 00:12:51.200]  然後來回應什麼
[00:12:51.200 --> 00:12:54.200]  所以這次就有很美好的果效
[00:12:54.200 --> 00:12:58.200]  我們來個30位左右
[00:12:58.200 --> 00:13:00.200]  然後在聖心研習會
[00:13:00.200 --> 00:13:04.200]  特別這次他們都已經立了兩個約
[00:13:04.200 --> 00:13:07.200]  當場簽約我們都有錄影存證
[00:13:07.200 --> 00:13:09.200]  有機會再放給大家來看
[00:13:09.200 --> 00:13:12.200]  所以他們就願意在未來的一年當中
[00:13:12.200 --> 00:13:15.200]  他們真的好好試圖玩聖經一遍
[00:13:15.200 --> 00:13:17.200]  你們有沒有加入這個約啊
[00:13:17.200 --> 00:13:20.200]  雖然你們沒有去
[00:13:20.200 --> 00:13:22.200]  第二個我們要求他們
[00:13:22.200 --> 00:13:23.200]  因為我們學得非常好
[00:13:23.200 --> 00:13:26.200]  後來我們發現有時候回來都沒在運作
[00:13:26.200 --> 00:13:28.200]  所以我們要求他們在過年的時候
[00:13:28.200 --> 00:13:31.200]  寫一張歸納委員金要交出來
[00:13:31.200 --> 00:13:33.200]  在二月底之前
[00:13:33.200 --> 00:13:34.200]  所以我們就看見
[00:13:34.200 --> 00:13:37.200]  而且我們發現若是要推動
[00:13:37.200 --> 00:13:39.200]  一年要讀聖經玩一遍
[00:13:39.200 --> 00:13:40.200]  一個人沒有辦法
[00:13:40.200 --> 00:13:42.200]  所以我們要讓他們組成團隊
[00:13:42.200 --> 00:13:45.200]  所以他們都立了約
[00:13:45.200 --> 00:13:48.200]  沒有下雪為門
[00:13:48.200 --> 00:13:50.200]  但是他們都簽了一個約
[00:13:50.200 --> 00:13:52.200]  那個約都在我手上
[00:13:52.200 --> 00:13:53.200]  都交了出來
[00:13:53.200 --> 00:13:56.200]  而且還錄影存證、拍照存證
[00:13:56.200 --> 00:13:59.200]  互相鼓勵、互相支持、互相影響
[00:13:59.200 --> 00:14:00.200]  那為什麼
[00:14:00.200 --> 00:14:02.200]  因為一起
[00:14:02.200 --> 00:14:03.200]  所以我就發現說
[00:14:03.200 --> 00:14:04.200]  雖然我們是如此
[00:14:04.200 --> 00:14:07.200]  雖然我們有時候有一些人會軟弱
[00:14:07.200 --> 00:14:08.200]  有一些人會有狀況
[00:14:08.200 --> 00:14:10.200]  但是因為一起學習
[00:14:10.200 --> 00:14:12.200]  就開始來明白
[00:14:12.200 --> 00:14:14.200]  怎麼樣來做某一件事
[00:14:14.200 --> 00:14:15.200]  怎麼樣來發展一件事
[00:14:15.200 --> 00:14:17.200]  若沒有一起學習
[00:14:17.200 --> 00:14:18.200]  你怎麼會知道
[00:14:18.200 --> 00:14:21.200]  該做什麼、不該做什麼呢
[00:14:21.200 --> 00:14:24.200]  一起是很重要的一件事
[00:14:24.200 --> 00:14:25.200]  所以在神面前侍奉
[00:14:25.200 --> 00:14:27.200]  我們現在一起來學習
[00:14:27.200 --> 00:14:29.200]  一起來按恩賜來發展
[00:14:29.200 --> 00:14:31.200]  第二個這裡提到一件事
[00:14:31.200 --> 00:14:34.200]  就是原來在神面前的侍奉
[00:14:34.200 --> 00:14:36.200]  機會是均等的
[00:14:36.200 --> 00:14:38.200]  我覺得很特別
[00:14:38.200 --> 00:14:40.200]  原來每一個人的機會是一樣的
[00:14:40.200 --> 00:14:43.200]  不管你資深之前
[00:14:43.200 --> 00:14:45.200]  既然可以在上帝面前服侍
[00:14:45.200 --> 00:14:46.200]  這麼榮耀的事
[00:14:46.200 --> 00:14:48.200]  沒有人可以獨佔
[00:14:48.200 --> 00:14:49.200]  所以說均等
[00:14:49.200 --> 00:14:51.200]  大家一起抽籤
[00:14:51.200 --> 00:14:53.200]  大家一起按著班次
[00:14:53.200 --> 00:14:55.200]  均等
[00:14:55.200 --> 00:14:57.200]  沒有說他比較厲害
[00:14:57.200 --> 00:14:58.200]  所以他做多一點
[00:14:58.200 --> 00:14:59.200]  不是
[00:14:59.200 --> 00:15:01.200]  所以說一樣
[00:15:01.200 --> 00:15:04.200]  只要你願意
[00:15:04.200 --> 00:15:06.200]  他跟我們講了幾次
[00:15:06.200 --> 00:15:08.200]  講了24次
[00:15:08.200 --> 00:15:10.200]  都在告訴我們一件事
[00:15:10.200 --> 00:15:13.200]  就是每一個人都按照一個服侍
[00:15:13.200 --> 00:15:15.200]  你的服侍的機會是均等的
[00:15:15.200 --> 00:15:17.200]  可以在上帝面前
[00:15:17.200 --> 00:15:21.200]  樂意的服侍他
[00:15:21.200 --> 00:15:23.200]  我相信很多人很羨慕
[00:15:23.200 --> 00:15:25.200]  這一群人
[00:15:25.200 --> 00:15:29.200]  可以在上帝聖殿裡面
[00:15:29.200 --> 00:15:31.200]  按著班次
[00:15:31.200 --> 00:15:32.200]  在那裡唱歌
[00:15:32.200 --> 00:15:34.200]  金牌才賣出
[00:15:34.200 --> 00:15:36.200]  是神選他們沒錯
[00:15:36.200 --> 00:15:38.200]  但是也代表一件事
[00:15:38.200 --> 00:15:40.200]  他們每一個人在面前
[00:15:40.200 --> 00:15:42.200]  他們願意擺上
[00:15:42.200 --> 00:15:43.200]  一起來服侍神
[00:15:43.200 --> 00:15:44.200]  既然是24班
[00:15:44.200 --> 00:15:47.200]  有一些人就是晚班
[00:15:47.200 --> 00:15:49.200]  有人就是及早班
[00:15:49.200 --> 00:15:52.200]  有人的班次就是他肚子最餓的時候
[00:15:52.200 --> 00:15:54.200]  他來擺班
[00:15:54.200 --> 00:15:58.200]  有人就是他在他最不舒服的時候
[00:15:58.200 --> 00:16:00.200]  他在那個班裡面
[00:16:00.200 --> 00:16:02.200]  可是他們就在那個班裡面
[00:16:02.200 --> 00:16:04.200]  一起來服侍主
[00:16:04.200 --> 00:16:06.200]  一次每一天
[00:16:06.200 --> 00:16:08.200]  都有人來服侍主
[00:16:08.200 --> 00:16:09.200]  每一個小時
[00:16:09.200 --> 00:16:11.200]  都有人來服侍主
[00:16:11.200 --> 00:16:12.200]  他是連續的
