
[00:00:00.000 --> 00:00:03.400]  (主持人) 各位兄弟姐妹平安,我們今天再看詩篇,
[00:01:44.500 --> 00:01:47.400]  無言無語,也無聲音可聽。」
[00:01:47.400 --> 00:01:50.000]  不用說出來,你感受到,經歷到。
[00:01:50.000 --> 00:01:52.600]  而實際上,充滿著知識。
[00:01:52.600 --> 00:01:54.700]  我上課的時候,
[00:01:54.700 --> 00:01:57.600]  當年在中文大學聽教授,
[00:01:57.600 --> 00:01:59.800]  就是有時候有些 seminar 可以聽,
[00:01:59.800 --> 00:02:01.500]  就是講我們了解,
[00:02:01.500 --> 00:02:03.000]  這個宇宙裡面,
[00:02:03.000 --> 00:02:04.200]  有些叫做黑暗物質,
[00:02:04.200 --> 00:02:06.500]  多過我們的已知物質,多很多。
[00:02:06.500 --> 00:02:08.500]  九十多%不知道。
[00:02:08.500 --> 00:02:10.100]  所以很多知識在當中,
[00:02:10.100 --> 00:02:11.700]  我們只是皮毛的知道,
[00:02:11.700 --> 00:02:13.700]  祂的量大,通遍天下,
[00:02:13.700 --> 00:02:15.500]  祂的言語傳到地極。
[00:02:15.500 --> 00:02:17.800]  我們感受到很多的知識,
[00:02:17.800 --> 00:02:20.400]  以及在當中的言語,帶給我們,
[00:02:20.400 --> 00:02:21.900]  叫我們無可推諉,
[00:02:21.900 --> 00:02:25.000]  正如新約聖經《瑤瑤和應》,
[00:02:25.000 --> 00:02:27.900]  上帝的永能和神聖是明明可知,
[00:02:27.900 --> 00:02:29.100]  藉著祂所造之物,
[00:02:29.100 --> 00:02:29.900]  就可以看見,
[00:02:29.900 --> 00:02:31.100]  叫人無可推諉。
[00:02:31.100 --> 00:02:32.700]  所以我們一起都是感受到,
[00:02:32.700 --> 00:02:34.100]  藉著祂的創造,
[00:02:34.100 --> 00:02:36.500]  我們感受到神的偉大,
[00:02:36.500 --> 00:02:37.300]  對我們的看顧。
[00:02:37.300 --> 00:02:39.300]  但是要特別提到一件事,
[00:02:39.300 --> 00:02:40.100]  一個好朋友,
[00:02:40.100 --> 00:02:42.000]  一個好朋友在我們身邊的,
[00:02:42.000 --> 00:02:43.400]  叫做太陽。
[00:02:43.400 --> 00:02:46.300]  「神在其間為太陽安設帳幕,
[00:02:46.300 --> 00:02:48.300]  太陽如同新郎出洞房,
[00:02:48.300 --> 00:02:50.000]  又如勇士奔路,
[00:02:50.000 --> 00:02:52.000]  以人法描述。」
[00:02:52.000 --> 00:02:54.500]  感受到超氣勃勃。
[00:02:54.500 --> 00:02:57.000]  「而且祂從天者邊出來,
[00:02:57.000 --> 00:02:57.900]  繞到天下邊,
[00:02:57.900 --> 00:02:59.100]  即日出日落,
[00:02:59.100 --> 00:03:02.700]  沒有一物被隱藏不得他的異體。」
[00:03:02.700 --> 00:03:05.800]  即是到處都吸收到祂的能量。
[00:03:05.800 --> 00:03:08.000]  祂的能量厲害到不得了。
[00:03:08.000 --> 00:03:09.300]  所有的物件,
[00:03:09.300 --> 00:03:13.800]  都是受到祂的能量所供給,
[00:03:13.800 --> 00:03:16.200]  稍後會再解釋。
[00:03:16.200 --> 00:03:17.400]  這裡想說,
[00:03:17.400 --> 00:03:19.500]  太陽實在是一個好朋友,
[00:03:19.500 --> 00:03:20.900]  我們每天都見到祂。
[00:03:20.900 --> 00:03:23.200]  所以很容易就感受到,
[00:03:23.200 --> 00:03:28.100]  神透過太陽給我們的很多的恩惠。
[00:03:28.100 --> 00:03:30.700]  所以我自小都有一首歌,
[00:03:30.700 --> 00:03:31.600]  在我心裏面,
[00:03:31.600 --> 00:03:33.700]  我想起太陽是很親切的。
[00:03:33.700 --> 00:03:37.900]  「因為太陽像大南瓜,
[00:03:37.900 --> 00:03:41.700]  在那高空天空掛,
[00:03:41.700 --> 00:03:46.000]  圓圓面而海收像紅霞,
[00:03:46.000 --> 00:03:49.400]  只是笑不說話,
[00:03:49.400 --> 00:03:53.500]  太陽眷了便回家,
[00:03:53.500 --> 00:03:57.400]  夜裏休息小競爬,
[00:03:57.400 --> 00:03:59.800]  明日月二落,
[00:03:59.800 --> 00:04:02.200]  毓日重來,
[00:04:02.200 --> 00:04:05.800]  依舊往上爬。」
[00:04:05.800 --> 00:04:07.800]  但是最多笑哈哈就不唱了。
[00:04:07.800 --> 00:04:08.900]  但是我想說,
[00:04:08.900 --> 00:04:11.400]  這是一個以人法來的同樣,
[00:04:11.400 --> 00:04:14.900]  感受到上帝接到太陽給我們很多的溫暖。
[00:04:14.900 --> 00:04:16.400]  不過有一句是不符合聖經的,
[00:04:16.400 --> 00:04:17.600]  我故意不唱的。
[00:04:17.600 --> 00:04:19.900]  「因為我把心兒交給祂。」
[00:04:19.900 --> 00:04:20.600]  這就不對了。
[00:04:20.600 --> 00:04:21.200]  為什麼呢?
[00:04:21.200 --> 00:04:23.100]  我把心兒交給天父。
[00:04:23.100 --> 00:04:24.700]  因為這也是創造之物。
[00:04:24.700 --> 00:04:26.200]  實際上遠古的人,
[00:04:26.200 --> 00:04:27.700]  都有很多不同的民族,
[00:04:27.700 --> 00:04:29.400]  會敬拜太陽的。
[00:04:29.400 --> 00:04:30.800]  月亮太陽都會敬拜。
[00:04:30.800 --> 00:04:33.300]  但是聖經裏面很明確地告訴我們,
[00:04:33.300 --> 00:04:35.500]  是受造之物。
[00:04:35.500 --> 00:04:37.300]  是神透過祂,
[00:04:37.300 --> 00:04:39.100]  將恩惠帶給我們,
[00:04:39.100 --> 00:04:40.400]  他們不需要敬拜。
[00:04:40.400 --> 00:04:41.800]  我們不需要把心兒交給祂。
[00:04:41.800 --> 00:04:43.000]  但是那個感受,
[00:04:43.000 --> 00:04:44.600]  神給我們很親切的力量,
[00:04:44.600 --> 00:04:46.000]  我們可以感受和經歷。
[00:04:46.000 --> 00:04:48.300]  所以特別多說一兩件事情。
[00:04:48.300 --> 00:04:49.800]  太陽真的很厲害。
[00:04:49.800 --> 00:04:52.000]  因為我們所看到的,
[00:04:52.000 --> 00:04:54.800]  沒有一物被隱藏不得他的熱氣。
[00:04:54.800 --> 00:04:56.800]  熱氣是一種能量來的。
[00:04:56.800 --> 00:04:59.000]  我們所有的能量都是從它而來的。
[00:04:59.000 --> 00:05:00.600]  我小小班門弄斧,
[00:05:00.600 --> 00:05:02.700]  我知道這裡餓虎藏龍,
[00:05:02.700 --> 00:05:04.700]  不知道校長有沒有來。
[00:05:04.700 --> 00:05:08.900]  但是太陽給我們的能量,
[00:05:08.900 --> 00:05:10.800]  沒有隱藏的。
[00:05:10.800 --> 00:05:12.600]  因為我們所有的能量,
[00:05:12.600 --> 00:05:15.200]  大部分都是從太陽而來給我們的。
[00:05:15.200 --> 00:05:16.400]  那是什麼意思呢?
[00:05:16.400 --> 00:05:19.400]  太陽會供應我們的能量。
[00:05:19.400 --> 00:05:22.700]  天父還創造了一個東西,
[00:05:22.700 --> 00:05:24.400]  叫葉綠素。
[00:05:24.400 --> 00:05:25.400]  葉綠素,
[00:05:25.400 --> 00:05:26.800]  因為我媽的名字叫葉綠,
[00:05:26.800 --> 00:05:28.200]  所以我經常叫葉綠素,
[00:05:28.200 --> 00:05:29.700]  葉綠素很有感情。
[00:05:29.700 --> 00:05:33.100]  葉綠素加上太陽所提供的能量,
[00:05:33.100 --> 00:05:35.400]  就會將H2O,
[00:05:35.400 --> 00:05:37.500]  即是水和CO2,
[00:05:37.500 --> 00:05:39.300]  即是二氧化碳,
[00:05:39.300 --> 00:05:45.400]  將它轉化成為氧氣和有機物。
[00:05:45.400 --> 00:05:47.800]  有機物是這樣做出來的,
[00:05:47.800 --> 00:05:49.700]  透過太陽的能量。
[00:05:49.700 --> 00:05:52.500]  那太陽的能量經過轉化的過程,
[00:05:52.500 --> 00:05:57.200]  就會儲存在小葉葉和小草草那裡。
[00:05:57.200 --> 00:06:01.100]  當然小樹木也是有儲存這些能量的。
[00:06:01.100 --> 00:06:03.800]  這些能量儲存在它那裡的時候,
[00:06:03.800 --> 00:06:06.700]  透過小羊羊和小牛牛吃了之後,
[00:06:06.700 --> 00:06:10.900]  就會將能量轉化到小羊羊和小牛牛那裡,
[00:06:10.900 --> 00:06:12.900]  所以它可以長肉,
[00:06:12.900 --> 00:06:14.400]  又可以走來走去,
[00:06:14.400 --> 00:06:16.400]  這些能量轉化在它那裡。
[00:06:16.400 --> 00:06:17.900]  那些能量是誰給的?
[00:06:17.900 --> 00:06:19.900]  太陽這樣傳過來的。
[00:06:19.900 --> 00:06:20.900]  不單單是這樣,
[00:06:20.900 --> 00:06:23.700]  當小人人吃了小羊羊和小牛牛,
[00:06:23.700 --> 00:06:26.300]  那些能量又會轉化到我那裡。
[00:06:26.300 --> 00:06:27.700]  那我又可以長肉,
[00:06:27.700 --> 00:06:29.000]  又可以走來走去,
[00:06:29.000 --> 00:06:29.600]  看得到嗎?
[00:06:29.600 --> 00:06:31.600]  傳到哪裡來呢?
[00:06:31.600 --> 00:06:33.500]  傳到太陽給我們的。
[00:06:33.500 --> 00:06:35.900]  是天父剛剛好放了太陽在那裡,
[00:06:35.900 --> 00:06:37.200]  把能量傳給我們。
[00:06:37.200 --> 00:06:38.700]  不過還沒說完,
[00:06:38.700 --> 00:06:41.700]  天父奇妙創造的恩典還在當中,
[00:06:41.700 --> 00:06:44.700]  你看到我們周圍地球裡面,
[00:06:44.700 --> 00:06:46.700]  三分之二的面積是什麼呢?
[00:06:46.700 --> 00:06:48.700]  是海洋來的。
[00:06:48.700 --> 00:06:50.200]  海洋是否有很多水?
[00:06:50.200 --> 00:06:52.200]  但是那些水是見得不喝得的,
[00:06:52.200 --> 00:06:54.700]  因為那些是很鹹的鹹水。
[00:06:54.700 --> 00:06:55.700]  天父創造的,
[00:06:55.700 --> 00:06:57.700]  太陽會提供些什麼呢?
[00:06:57.700 --> 00:06:59.200]  那些能量。
[00:06:59.200 --> 00:07:00.200]  太陽的能量,
[00:07:00.200 --> 00:07:01.200]  那些水會蒸發。
[00:07:01.200 --> 00:07:03.200]  本來鹹的水蒸發完之後,
[00:07:03.200 --> 00:07:07.200]  下了雨,就變成清水我們可以喝用。
[00:07:07.200 --> 00:07:09.200]  是上帝供應的,
[00:07:09.200 --> 00:07:11.200]  不然我們哪有淡水,
[00:07:11.200 --> 00:07:12.700]  清水可以喝用。
[00:07:12.700 --> 00:07:13.700]  很乾淨的,
[00:07:13.700 --> 00:07:16.200]  蒸發完之後就變得很乾淨了。
[00:07:16.200 --> 00:07:17.700]  不單止是這樣,
[00:07:17.700 --> 00:07:18.700]  我們想一想,
[00:07:18.700 --> 00:07:20.700]  太陽真的給了我們很多好東西。
[00:07:20.700 --> 00:07:23.700]  物理現象上來說,
[00:07:23.700 --> 00:07:27.700]  我們中間不是by conduction,
[00:07:27.700 --> 00:07:30.700]  平時的熱能是by conduction。
[00:07:30.700 --> 00:07:32.200]  中文是什麼呢?
[00:07:32.200 --> 00:07:33.200]  conduction。
[00:07:33.200 --> 00:07:34.200]  conduction。
[00:07:34.200 --> 00:07:35.200]  傳導,對。
[00:07:35.200 --> 00:07:38.700]  但是傳導我又怕你誤會了陳傳導和張傳導。
[00:07:38.700 --> 00:07:41.200]  conduction是一種傳熱的方法。
[00:07:41.200 --> 00:07:44.200]  要靠接觸來傳遞conduction。
[00:07:44.200 --> 00:07:49.200]  但是太陽的能源不是conduction給我們的,
[00:07:49.200 --> 00:07:51.200]  是by radiation。
[00:07:51.200 --> 00:07:52.200]  所以怎樣呢?
[00:07:52.200 --> 00:07:53.200]  radiation,
[00:07:53.200 --> 00:07:56.700]  radiation就會直接來到我們的地面。
[00:07:56.700 --> 00:07:58.700]  整件事我們這樣想一想,
[00:07:58.700 --> 00:08:00.200]  如果創造不是這樣的,
[00:08:00.200 --> 00:08:02.200]  而是conduction的話,
[00:08:02.200 --> 00:08:04.200]  如果越接近太陽的話,
[00:08:04.200 --> 00:08:06.200]  越接觸的話,
[00:08:06.200 --> 00:08:07.700]  越接近接觸面的話,
[00:08:07.700 --> 00:08:09.700]  能量越大。
[00:08:09.700 --> 00:08:11.700]  如果是高高山,
[00:08:11.700 --> 00:08:13.200]  高高山的話,
[00:08:13.200 --> 00:08:15.700]  接近我們的地面,
[00:08:15.700 --> 00:08:17.200]  當然是同一個經緯度。
[00:08:17.200 --> 00:08:19.200]  能量就會多一點,
[00:08:19.200 --> 00:08:20.700]  就是熱一點。
[00:08:20.700 --> 00:08:21.700]  這個想法是這樣。
[00:08:21.700 --> 00:08:24.700]  但是我們實際看到的情況不是這樣的。
[00:08:24.700 --> 00:08:27.700]  高高山其實是沒那麼熱的,
[00:08:27.700 --> 00:08:28.700]  冷一點。
[00:08:28.700 --> 00:08:31.200]  因為radiation來了地面,
[00:08:31.200 --> 00:08:32.700]  然後散發上去。
[00:08:32.700 --> 00:08:33.700]  所以越高的話,
[00:08:33.700 --> 00:08:35.200]  整件事是越冷的。
[00:08:35.200 --> 00:08:36.700]  有數可以計算,
[00:08:36.700 --> 00:08:38.200]  越高100公尺,
[00:08:38.200 --> 00:08:39.700]  會跌0.6度。
[00:08:39.700 --> 00:08:41.200]  是可以計算的。
[00:08:41.200 --> 00:08:43.200]  所以如果有幾千尺的山的話,
[00:08:43.200 --> 00:08:44.700]  計算成一條數的話,
[00:08:44.700 --> 00:08:45.700]  那裡無論如何都是零,
[00:08:45.700 --> 00:08:46.700]  是負的。
[00:08:46.700 --> 00:08:48.200]  高高山一定是負的。
[00:08:48.200 --> 00:08:49.200]  明白嗎?
[00:08:49.200 --> 00:08:51.200]  因為這條數是可以計算出來的。
[00:08:51.200 --> 00:08:52.700]  所以高高山,
[00:08:52.700 --> 00:08:53.700]  剛才說的,
[00:08:53.700 --> 00:08:54.700]  蒸發上去的時候,
[00:08:54.700 --> 00:08:56.200]  在高高山會怎樣?
[00:08:56.200 --> 00:08:58.200]  condense成為冰塊。
[00:08:58.200 --> 00:08:59.200]  雪。
[00:08:59.200 --> 00:09:00.200]  冰山。
[00:09:00.200 --> 00:09:01.200]  所以高高山全部,
[00:09:01.200 --> 00:09:02.700]  就算是尺度的高高山,
[00:09:02.700 --> 00:09:04.700]  都是冰山。
[00:09:04.700 --> 00:09:06.200]  他們融了雪的話,
[00:09:06.200 --> 00:09:07.700]  就會流下來成為什麼?
[00:09:07.700 --> 00:09:09.200]  大江、大河,
[00:09:09.200 --> 00:09:10.700]  我們可以飲用。
[00:09:10.700 --> 00:09:12.700]  其實地球上大部分大江,
[00:09:12.700 --> 00:09:13.700]  不是靠下雨的。
[00:09:13.700 --> 00:09:16.200]  是靠高高山融下來的。
[00:09:16.200 --> 00:09:19.700]  所以中國地理現象是什麼呢?
[00:09:19.700 --> 00:09:20.700]  中國的地理,
[00:09:20.700 --> 00:09:23.700]  河流一定是由西向東流的。
[00:09:23.700 --> 00:09:24.700]  知道為什麼嗎?
[00:09:24.700 --> 00:09:26.200]  因為高高山在西面。
[00:09:26.200 --> 00:09:28.200]  所以一定是流到東面的。
[00:09:28.200 --> 00:09:29.700]  物理現象是這樣的。
[00:09:29.700 --> 00:09:30.700]  不是conduction。
[00:09:30.700 --> 00:09:33.200]  所以我們連飲用的水,
[00:09:33.200 --> 00:09:34.700]  上帝都是很精心設計,
[00:09:34.700 --> 00:09:37.200]  直到太陽給我們充足的供應,
[00:09:37.200 --> 00:09:38.200]  沒有欠缺,
[00:09:38.200 --> 00:09:40.200]  是上帝對我們的愛。
[00:09:40.200 --> 00:09:41.700]  不過要我們感受到的。
[00:09:41.700 --> 00:09:42.700]  我還想說多一點,
[00:09:42.700 --> 00:09:44.200]  太陽對愛。
[00:09:44.200 --> 00:09:45.700]  我小朋友的時候,
[00:09:45.700 --> 00:09:46.700]  有一個好朋友,
[00:09:46.700 --> 00:09:47.700]  不是一個好朋友,
[00:09:47.700 --> 00:09:49.200]  有一堆好朋友。
[00:09:49.200 --> 00:09:51.200]  我不知道你家裡有沒有這些好朋友。
[00:09:51.200 --> 00:09:54.700]  我的寵物是螞蟻。
[00:09:54.700 --> 00:09:56.700]  你家裡有沒有螞蟻?
[00:09:56.700 --> 00:09:58.200]  你家裡有沒有螞蟻?
[00:09:58.200 --> 00:09:59.200]  大部分人都沒有,
[00:09:59.200 --> 00:10:00.700]  你們家裡那麼乾淨。
[00:10:00.700 --> 00:10:02.200]  我家裡有很多螞蟻,
[00:10:02.200 --> 00:10:03.700]  所以我和他們是好朋友。
[00:10:03.700 --> 00:10:05.200]  我經常和他們聊天,
[00:10:05.200 --> 00:10:06.200]  和他們玩玩。
[00:10:06.200 --> 00:10:07.700]  螞蟻可以和他們怎樣玩呢?
[00:10:07.700 --> 00:10:09.700]  螞蟻是走直線的。
[00:10:09.700 --> 00:10:12.200]  直線排著來走的。
[00:10:12.200 --> 00:10:15.200]  他們有時候會這樣聊天,
[00:10:15.200 --> 00:10:17.700]  聊完又會走回那條直線。
[00:10:17.700 --> 00:10:20.200]  當我看見他們那麼好玩,
[00:10:20.200 --> 00:10:21.700]  我就和他們玩,
[00:10:21.700 --> 00:10:22.700]  一起玩,
[00:10:22.700 --> 00:10:24.700]  看看他們的路線。
[00:10:24.700 --> 00:10:26.200]  當我捉完他們之後,
[00:10:26.200 --> 00:10:28.200]  小螞蟻就會亂走一圈。
[00:10:28.200 --> 00:10:30.700]  到最後他又會走回那條直線。
[00:10:30.700 --> 00:10:32.200]  所以我相信有些氣味,
[00:10:32.200 --> 00:10:33.200]  所以我捉了他,
[00:10:33.200 --> 00:10:35.200]  他會亂走一圈。
[00:10:35.200 --> 00:10:37.200]  我一直都認知,
[00:10:37.200 --> 00:10:39.200]  有一次看電視節目,
[00:10:39.200 --> 00:10:41.200]  BBC一個電視節目,
[00:10:41.200 --> 00:10:43.700]  是由一個叫David的伯伯去主持。
[00:10:43.700 --> 00:10:45.700]  David伯伯現在好像還是伯伯,
[00:10:45.700 --> 00:10:48.200]  現在好像還有主持節目。
[00:10:48.200 --> 00:10:49.700]  做了幾十年,
[00:10:49.700 --> 00:10:51.200]  我小時候又是看見他,
[00:10:51.200 --> 00:10:52.200]  現在還是看見他。
[00:10:52.200 --> 00:10:53.200]  那時候是伯伯,
[00:10:53.200 --> 00:10:54.200]  現在還是伯伯,
[00:10:54.200 --> 00:10:55.200]  真厲害。
[00:10:55.200 --> 00:10:56.200]  無論如何,
[00:10:56.200 --> 00:10:57.700]  David伯伯那一集節目,
[00:10:57.700 --> 00:10:59.200]  印象非常深刻,
[00:10:59.200 --> 00:11:01.200]  因為他說我的朋友螞蟻,
[00:11:01.200 --> 00:11:02.200]  他就說,
[00:11:02.200 --> 00:11:03.700]  那撒哈拉沙漠的螞蟻,
[00:11:03.700 --> 00:11:05.200]  怎樣回家的呢?
[00:11:05.200 --> 00:11:06.200]  因為平時,
[00:11:06.200 --> 00:11:07.200]  剛才說過了,
[00:11:07.200 --> 00:11:08.200]  靠那些氣味這樣,
[00:11:08.200 --> 00:11:12.700]  但是撒哈拉沙漠那些路線,
[00:11:12.700 --> 00:11:14.200]  是有風吹動那些沙的,
[00:11:14.200 --> 00:11:15.200]  經常都在動,
[00:11:15.200 --> 00:11:16.700]  那他怎樣留下那些氣味,
[00:11:16.700 --> 00:11:18.700]  可以直行直算呢?
[00:11:18.700 --> 00:11:22.200]  原來,都是太陽,
[00:11:22.200 --> 00:11:24.200]  有關太陽的事,
[00:11:24.200 --> 00:11:25.700]  make me amazing,
[00:11:25.700 --> 00:11:26.700]  太陽怎樣呢?
[00:11:26.700 --> 00:11:27.700]  原來是這樣,
[00:11:27.700 --> 00:11:30.200]  原來小螞蟻是可以認得太陽的光的,
[00:11:30.200 --> 00:11:32.700]  他可以看見太陽的光,
[00:11:32.700 --> 00:11:33.700]  知道方向,
[00:11:33.700 --> 00:11:34.700]  然後出了街,
[00:11:34.700 --> 00:11:37.200]  然後他懂得跟著光線回家。
[00:11:37.200 --> 00:11:39.200]  這麼厲害?
[00:11:39.200 --> 00:11:40.200]  不是吧?
[00:11:40.200 --> 00:11:41.200]  於是乎,
[00:11:41.200 --> 00:11:43.200]  David伯伯就做了一個實驗,
[00:11:43.200 --> 00:11:44.700]  當年實驗是這樣做的,
[00:11:44.700 --> 00:11:45.700]  有個device,
[00:11:45.700 --> 00:11:47.200]  有個東西蓋住螞蟻,
[00:11:47.200 --> 00:11:48.700]  蓋在那裡,
[00:11:48.700 --> 00:11:50.700]  然後有一塊反光板在頂部,
[00:11:50.700 --> 00:11:52.200]  把反光板蓋住,
[00:11:52.200 --> 00:11:55.200]  他就會把光線opposite 180度調轉,
[00:11:55.200 --> 00:11:56.700]  大概原理是這樣,
[00:11:56.700 --> 00:11:58.200]  就是大家掌握到的掌握。
[00:11:58.200 --> 00:12:00.200]  於是我就見到David伯伯做的實驗,
[00:12:00.200 --> 00:12:01.200]  就是蓋住螞蟻,
[00:12:01.200 --> 00:12:05.200]  螞蟻本來是來回幾次來證明,
[00:12:05.200 --> 00:12:08.700]  小螞蟻是認得太陽光,
[00:12:08.700 --> 00:12:11.700]  而且伯伯告訴我,
[00:12:11.700 --> 00:12:13.200]  他計算了時間,
[00:12:13.200 --> 00:12:14.700]  即是太陽會動的,
[00:12:14.700 --> 00:12:16.200]  他計算了時間動的時候,
[00:12:16.200 --> 00:12:17.200]  大概會調較,
[00:12:17.200 --> 00:12:18.200]  跟著那個位置,
[00:12:18.200 --> 00:12:19.200]  可以認得回家。
[00:12:19.200 --> 00:12:21.700]  天父真是厲害!
[00:12:21.700 --> 00:12:22.700]  創造了太陽,
[00:12:22.700 --> 00:12:25.200]  令到小螞蟻都有能力回到家。
[00:12:25.200 --> 00:12:26.700]  厲害吧!
[00:12:26.700 --> 00:12:27.700]  天父的慈愛,
[00:12:27.700 --> 00:12:28.700]  憐憫,
[00:12:28.700 --> 00:12:31.200]  因為我們有充足的能量供應,
[00:12:31.200 --> 00:12:33.200]  有東西吃,
[00:12:33.200 --> 00:12:34.700]  又認得回家,
[00:12:34.700 --> 00:12:35.700]  有水喝,
[00:12:35.700 --> 00:12:37.700]  叫我們在地上沒有欠缺的感受,
[00:12:37.700 --> 00:12:39.700]  所以天父對我們的慈愛,
[00:12:39.700 --> 00:12:41.200]  藉著所做之物,
[00:12:41.200 --> 00:12:43.200]  叫我們要竭得無可推諉。
[00:12:43.200 --> 00:12:44.700]  所以天父養活小螞蟻,
[00:12:44.700 --> 00:12:46.200]  麻雀學放我們,
[00:12:46.200 --> 00:12:47.700]  所以不要為明天憂慮,
[00:12:47.700 --> 00:12:49.200]  一天的難處一天當。
[00:12:49.200 --> 00:12:50.200]  就夠了,
[00:12:50.200 --> 00:12:51.200]  神一定會供應,
[00:12:51.200 --> 00:12:52.700]  神看顧我們,
[00:12:52.700 --> 00:12:55.200]  叫我們在地上從來沒有欠缺。
[00:12:55.200 --> 00:12:56.200]  第一種言語,
[00:12:56.200 --> 00:12:57.700]  「沒有言語的言語」。
[00:12:57.700 --> 00:12:59.200]  第二種言語,
[00:12:59.200 --> 00:13:01.200]  「耶和華的律法」。
[00:13:01.200 --> 00:13:03.200]  耶和華的律法傳避。
[00:13:03.200 --> 00:13:06.200]  這裡有幾種描述,
[00:13:06.200 --> 00:13:10.200]  律法、法道、訓詞、命令、道理、典章,
[00:13:10.200 --> 00:13:13.200]  其實全部都是在說聖經。
[00:13:13.200 --> 00:13:14.700]  神藉著聖經的啟示,
[00:13:14.700 --> 00:13:17.700]  將祂的律例、典章、道路,
[00:13:17.700 --> 00:13:19.200]  告訴我們。
[00:13:19.200 --> 00:13:21.200]  而上帝話語的能力,
[00:13:21.200 --> 00:13:22.200]  或者描述什麼呢?
[00:13:22.200 --> 00:13:23.700]  能夠幫助我們,
[00:13:23.700 --> 00:13:25.200]  甦醒我們的心。
[00:13:25.200 --> 00:13:26.200]  使我們本來不認識神,
[00:13:26.200 --> 00:13:27.200]  可以認識神。
[00:13:27.200 --> 00:13:28.700]  使愚人有智慧,
[00:13:28.700 --> 00:13:30.200]  有得救的智慧,
[00:13:30.200 --> 00:13:32.200]  而且快活人的心。
[00:13:32.200 --> 00:13:33.200]  當我們看明白了
[00:13:33.200 --> 00:13:34.700]  上帝的心意的時候,
[00:13:34.700 --> 00:13:37.200]  使我們心裡歡喜快樂,
[00:13:37.200 --> 00:13:38.700]  在地上生活的時候,
[00:13:38.700 --> 00:13:40.700]  能夠不會傷害別人,
[00:13:40.700 --> 00:13:42.200]  不會傷害自己,
[00:13:42.200 --> 00:13:44.700]  心裡可以跟別人有和諧的關係,
[00:13:44.700 --> 00:13:45.700]  快活人的心。
[00:13:45.700 --> 00:13:48.200]  能夠明亮人的眼目,
[00:13:48.200 --> 00:13:50.700]  在《創世紀》裡面,
[00:13:50.700 --> 00:13:51.700]  明亮眼目,
[00:13:51.700 --> 00:13:54.200]  代表我們分辨到是非,
[00:13:54.200 --> 00:13:56.200]  可以按照神的心意,
[00:13:56.200 --> 00:13:58.200]  去知道是非黑白。
