
[00:00:00.000 --> 00:00:06.460]  在最近的同志平權的爭議聲音裏面
[00:03:56.140 --> 00:04:03.640]  「或者我也得以從死裡復活」
[00:04:03.640 --> 00:04:05.840]  什麼不是從死裡復活
[00:04:05.840 --> 00:04:08.040]  或者說從死人中復活
[00:04:08.040 --> 00:04:11.440]  這個是得救的必然結果嗎?
[00:04:11.440 --> 00:04:15.040]  為什麼保羅說「或者」呢?
[00:04:15.040 --> 00:04:17.040]  我再舉多一個例子
[00:04:17.040 --> 00:04:21.640]  明年我們北宣家會一起讀十二線之書
[00:04:21.640 --> 00:04:22.840]  我舉一個例子
[00:04:22.840 --> 00:04:25.840]  約爾書第二章第十四節
[00:04:25.840 --> 00:04:26.840]  你不用翻了
[00:04:26.840 --> 00:04:28.440]  你聽我讀就行了
[00:04:28.440 --> 00:04:29.240]  那裡這樣說
[00:04:29.240 --> 00:04:32.840]  「或者他轉意後悔」
[00:04:32.840 --> 00:04:34.340]  這裡說的是上帝
[00:04:34.340 --> 00:04:36.240]  「或者他轉意後悔」
[00:04:36.240 --> 00:04:38.040]  「留下餘福」
[00:04:38.040 --> 00:04:40.540]  「就是留下獻給耶和華」
[00:04:40.540 --> 00:04:47.440]  「你們神的掃祭和奠祭也未可知」
[00:04:47.440 --> 00:04:51.240]  神做事又是「或者」
[00:04:51.240 --> 00:04:52.840]  那麼聖經在搞什麼呢?
[00:04:52.840 --> 00:04:55.240]  為什麼這麼訝焉呢?
[00:04:55.240 --> 00:04:59.440]  你要聽得明白這種語言才行
[00:04:59.440 --> 00:05:02.140]  這種語言是在說
[00:05:02.140 --> 00:05:04.840]  當保羅回到菲勒比書
[00:05:04.840 --> 00:05:11.040]  他未曾完全經驗已經得著
[00:05:11.040 --> 00:05:17.240]  或者他未曾完全經歷生命的完全之前
[00:05:17.240 --> 00:05:22.240]  他也不會這麼講得實牙實齒
[00:05:22.240 --> 00:05:24.840]  即使那件事未完全發生
[00:05:24.840 --> 00:05:26.840]  未完全實現
[00:05:26.840 --> 00:05:28.840]  他也會用「或者」
[00:05:28.840 --> 00:05:31.240]  這是聖經的習慣
[00:05:31.240 --> 00:05:34.440]  或者說保留一些彈性
[00:05:34.440 --> 00:05:37.040]  或者上帝再施一個
[00:05:37.040 --> 00:05:40.040]  過於這裡答應了的恩典
[00:05:40.040 --> 00:05:41.840]  也可以的
[00:05:41.840 --> 00:05:47.040]  所以聖經的作者保留這個用語
[00:05:47.040 --> 00:05:48.840]  但是另一面就是
[00:05:48.840 --> 00:05:53.040]  究竟這個「或者」要實現的
[00:05:53.040 --> 00:05:56.840]  要兌現的是什麼呢?
[00:05:56.840 --> 00:05:58.240]  剛才三章十一節
[00:05:58.240 --> 00:06:00.040]  我們說很可怕的那一句就是
[00:06:00.040 --> 00:06:01.440]  實踐的就是
[00:06:01.440 --> 00:06:03.040]  要實現的就是
[00:06:03.040 --> 00:06:07.640]  讓基督徒可以復活
[00:06:07.640 --> 00:06:09.840]  剛才讀約爾書那一句
[00:06:09.840 --> 00:06:18.440]  就說是上帝願意赦免和賜福
[00:06:18.440 --> 00:06:21.040]  不過三章十二節
[00:06:21.040 --> 00:06:24.040]  菲勒比書這裡的經文
[00:06:24.040 --> 00:06:28.640]  反而重點不是在「或者」
[00:06:28.640 --> 00:06:30.840]  重點反而是在後面
[00:06:30.840 --> 00:06:33.240]  他說「或者」可以得著
[00:06:33.240 --> 00:06:38.840]  基督耶穌所以得著我的
[00:06:38.840 --> 00:06:41.440]  或者這句說話
[00:06:41.440 --> 00:06:44.440]  可以比較譯得好一點
[00:06:44.440 --> 00:06:45.440]  就是說
[00:06:45.440 --> 00:06:50.840]  因為基督耶穌已經得著了我
[00:06:50.840 --> 00:06:56.440]  因為基督耶穌已經得著了我
[00:06:56.440 --> 00:06:59.440]  甚至多謝剛才爾文牧師讀了
[00:06:59.440 --> 00:07:02.840]  第二章提及說
[00:07:02.840 --> 00:07:09.440]  耶穌基督沒有抓住與神同等的權利
[00:07:09.440 --> 00:07:13.040]  得著和抓住是一樣的
[00:07:13.040 --> 00:07:18.040]  耶穌基督祂不抓住與神同等
[00:07:18.040 --> 00:07:22.640]  祂反而抓住保羅
[00:07:22.640 --> 00:07:26.040]  抓住卑微的生命
[00:07:26.040 --> 00:07:29.840]  你和我
[00:07:29.840 --> 00:07:32.240]  祂抓住我們
[00:07:32.240 --> 00:07:36.040]  然後要我們去抓一些
[00:07:36.040 --> 00:07:39.640]  祂想我們去抓的東西
[00:07:39.640 --> 00:07:43.240]  詩篇二十三篇第六節
[00:07:43.240 --> 00:07:46.040]  有些異曲同工之妙
[00:07:46.040 --> 00:07:48.640]  詩篇二十三篇第六節說
[00:07:48.640 --> 00:07:52.040]  因為慈愛隨著我
[00:07:52.040 --> 00:07:53.440]  如果譯得肉緊一點
[00:07:53.440 --> 00:07:58.640]  因為慈愛緊追著我
[00:07:58.640 --> 00:08:05.240]  所以是上帝的恩典抓住我們
[00:08:05.240 --> 00:08:06.440]  甚至我這樣說
[00:08:06.440 --> 00:08:12.640]  是監我們要祂自己的恩典和慈愛
[00:08:12.640 --> 00:08:15.240]  然後保羅才開估
[00:08:15.240 --> 00:08:17.840]  究竟他要得到些什麼
[00:08:17.840 --> 00:08:20.040]  就是我們今天讀過的金句
[00:08:20.040 --> 00:08:24.040]  三章第十三節和第十四節
[00:08:24.040 --> 00:08:25.640]  我再讀一次給大家聽
[00:08:25.640 --> 00:08:28.040]  我只有一件事
[00:08:28.040 --> 00:08:33.240]  就是忘記背後努力面前的
[00:08:33.240 --> 00:08:36.040]  向著彪竿直跑
[00:08:36.040 --> 00:08:39.240]  要得神在基督耶穌裡
[00:08:39.240 --> 00:08:44.840]  從上面召我來得的獎賞
[00:08:44.840 --> 00:08:46.440]  現在才開估
[00:08:46.440 --> 00:08:55.240]  是來圍著祢要我們去得獎
[00:08:55.240 --> 00:08:57.840]  甚至第十五節和第十六節再加上
[00:08:57.840 --> 00:09:01.240]  如果我們有第二個想法
[00:09:01.240 --> 00:09:04.240]  剛才讀過的耶穌基督的想法
[00:09:04.240 --> 00:09:05.440]  是一樣的字
[00:09:05.440 --> 00:09:07.440]  如果我們有第二個想法
[00:09:07.440 --> 00:09:09.840]  神都會指示我們
[00:09:09.840 --> 00:09:13.040]  叫我們有祂的想法
[00:09:13.040 --> 00:09:14.440]  然後又說
[00:09:14.440 --> 00:09:17.640]  如果我們已經達到什麼地步
[00:09:17.640 --> 00:09:19.040]  不要停在那裡
[00:09:19.040 --> 00:09:23.440]  在那個地步繼續進發
[00:09:23.440 --> 00:09:25.840]  所以你說是不是監我們呢?
[00:09:25.840 --> 00:09:29.440]  監我們得獎的上帝
[00:09:29.440 --> 00:09:31.440]  是我們的主
[00:09:31.440 --> 00:09:37.240]  你有沒有聽過一些有獎遊戲
[00:09:37.240 --> 00:09:37.840]  我最近
[00:09:37.840 --> 00:09:39.040]  我也不知道有沒有搞錯
[00:09:39.040 --> 00:09:40.440]  我走過有一間
[00:09:40.440 --> 00:09:44.840]  叫人停車後才購物的超級市場
[00:09:44.840 --> 00:09:54.640]  好像最近搞過一些贈送、獎賞
[00:09:54.640 --> 00:09:57.640]  就是很老套的
[00:09:57.640 --> 00:10:00.640]  給你一個推車、購物車
[00:10:00.640 --> 00:10:02.040]  給你三分鐘時間
[00:10:02.040 --> 00:10:04.640]  然後進去超級市場
[00:10:04.640 --> 00:10:06.640]  你看到什麼就拿什麼
[00:10:06.640 --> 00:10:10.640]  出來就是你的了,不用給錢的
[00:10:10.640 --> 00:10:13.640]  免費的
[00:10:13.640 --> 00:10:16.840]  如果超級市場宣佈了
[00:10:16.840 --> 00:10:19.440]  我送這個獎給你
[00:10:19.440 --> 00:10:21.840]  車又送到你的手裡了
[00:10:21.840 --> 00:10:24.040]  三分鐘開始計時了
[00:10:24.040 --> 00:10:25.840]  你會怎麼做呢?
[00:10:25.840 --> 00:10:27.040]  你會不會想
[00:10:27.040 --> 00:10:28.640]  是不是的?
[00:10:28.640 --> 00:10:30.640]  我一會兒如果拿了洋酒太貴
[00:10:30.640 --> 00:10:32.640]  他會不會不給的?
[00:10:32.640 --> 00:10:36.440]  會不會一會兒出去又不認帳的?
[00:10:36.440 --> 00:10:39.040]  還誣蔑我要結帳
[00:10:39.040 --> 00:10:40.240]  你不會想這些的
[00:10:40.240 --> 00:10:42.840]  你只會
[00:10:42.840 --> 00:10:43.840]  說得俗一點
[00:10:43.840 --> 00:10:45.040]  死就死了
[00:10:45.040 --> 00:10:47.240]  就去的了
[00:10:47.240 --> 00:10:49.040]  隨時我猜實況就是
[00:10:49.040 --> 00:10:50.840]  如果你真的拿了洋酒
[00:10:50.840 --> 00:10:51.440]  全部放進去
[00:10:51.440 --> 00:10:52.640]  你推車出去
[00:10:52.640 --> 00:10:54.640]  就肯定撞爛了
[00:10:54.640 --> 00:10:56.240]  拼命的
[00:10:56.240 --> 00:10:58.240]  又或者我舉一個真實的例子
[00:10:58.240 --> 00:10:59.640]  這個我沒有參與過的
[00:10:59.640 --> 00:11:02.240]  我也不知道他是不是真的這樣
[00:11:02.240 --> 00:11:05.840]  在27年前
[00:11:05.840 --> 00:11:08.240]  我有一個經驗
[00:11:08.240 --> 00:11:09.440]  什麼真是叫做
[00:11:09.440 --> 00:11:13.840]  被呼召去得獎呢?
[00:11:13.840 --> 00:11:16.840]  那個親身的經歷是這樣的
[00:11:16.840 --> 00:11:21.240]  話說我媽媽在27年前
[00:11:21.240 --> 00:11:24.040]  參與了一個有獎遊戲
[00:11:24.040 --> 00:11:27.240]  那個有獎遊戲真的是27年前
[00:11:27.240 --> 00:11:29.840]  因為又是電視台
[00:11:29.840 --> 00:11:33.040]  想到要送禮的日子
[00:11:33.040 --> 00:11:37.640]  於是我們小康之家
[00:11:37.640 --> 00:11:39.640]  坐在電視台面前
[00:11:39.640 --> 00:11:41.640]  聽著他宣佈
[00:11:41.640 --> 00:11:43.640]  宣佈哪一個得獎
[00:11:43.640 --> 00:11:44.840]  只有一份而已
[00:11:44.840 --> 00:11:46.440]  想著也沒有什麼期望
[00:11:46.440 --> 00:11:49.440]  不過那時候家境一般
[00:11:49.440 --> 00:11:52.440]  很多期望的
[00:11:52.440 --> 00:11:54.840]  電視台讀出一個名字
[00:11:54.840 --> 00:11:56.040]  這麼熟悉
[00:11:56.040 --> 00:11:57.240]  沒有聽錯
[00:11:57.240 --> 00:12:00.040]  就是我媽媽的名字
[00:12:00.040 --> 00:12:02.440]  還要說在哪個區和哪條街
[00:12:02.440 --> 00:12:03.440]  一定沒有錯
[00:12:03.440 --> 00:12:05.440]  不是同名同姓
[00:12:05.440 --> 00:12:07.440]  於是第二年
[00:12:07.440 --> 00:12:10.440]  1986年的復活節
[00:12:10.440 --> 00:12:12.240]  我那時候十多歲
[00:12:12.240 --> 00:12:17.040]  跟家人可以有機會坐飛機
[00:12:17.040 --> 00:12:20.640]  一起去北京
[00:12:20.640 --> 00:12:22.640]  去了幾天
[00:12:22.640 --> 00:12:25.640]  媽媽帶著我們其中三個子女
[00:12:25.640 --> 00:12:30.440]  一起去北京旅行
[00:12:30.440 --> 00:12:34.840]  當宣佈讀出你的名字之後
[00:12:34.840 --> 00:12:37.840]  差點已經收拾好行李
[00:12:37.840 --> 00:12:40.840]  不會說是不是
[00:12:40.840 --> 00:12:43.440]  到時想去旅行社
[00:12:43.440 --> 00:12:45.840]  是不是假的
[00:12:45.840 --> 00:12:47.840]  那時候還沒有什麼落閘
[00:12:47.840 --> 00:12:49.840]  然後逼你簽什麼
[00:12:49.840 --> 00:12:51.040]  那時候信用卡又不流行
[00:12:51.040 --> 00:12:53.240]  所以沒有什麼危險
[00:12:53.240 --> 00:12:55.640]  沒有這樣的懷疑
[00:12:55.640 --> 00:12:59.240]  收拾好行李準備出發
[00:12:59.240 --> 00:13:03.640]  得獎的必然性
[00:13:03.640 --> 00:13:07.040]  我們深信不疑
[00:13:07.040 --> 00:13:09.440]  耶穌基督現在抓著你
[00:13:09.440 --> 00:13:11.040]  抓著我
[00:13:11.040 --> 00:13:14.240]  要我們去拿獎
[00:13:14.240 --> 00:13:16.240]  我們沒理由不信
[00:13:16.240 --> 00:13:17.840]  我們沒理由不信
[00:13:17.840 --> 00:13:20.040]  不過剛才舉的這些例子
[00:13:20.040 --> 00:13:22.440]  就是因為我們活在一個資本主義社會
[00:13:22.440 --> 00:13:25.640]  以及我們習慣了消費的文化
[00:13:25.640 --> 00:13:28.240]  所以你會聽得懂這些例子
[00:13:28.240 --> 00:13:29.840]  但是實質上
[00:13:29.840 --> 00:13:32.040]  我要勸告大家
[00:13:32.040 --> 00:13:35.240]  通常這些商業手法
[00:13:35.240 --> 00:13:39.640]  很多時候要登記
[00:13:39.640 --> 00:13:41.840]  又說一點點優惠
[00:13:41.840 --> 00:13:45.440]  又說你要上網給他一些資料
[00:13:45.440 --> 00:13:48.240]  他做他的商業分析
[00:13:48.240 --> 00:13:52.040]  你就被他的迎頭小利所吸引
[00:13:52.040 --> 00:13:56.640]  而且還有一個更加大的危險
[00:13:56.640 --> 00:14:02.240]  就是在這裡耶穌基督既然已經抓住了我們
[00:14:02.240 --> 00:14:05.440]  我們不要被這些小恩小惠吸引
[00:14:05.440 --> 00:14:07.240]  我也學習了這件事
[00:14:07.240 --> 00:14:09.640]  我是一個文雅一點說
[00:14:09.640 --> 00:14:12.040]  叫蜘蛛必教的人
[00:14:12.040 --> 00:14:13.640]  這個太文雅
[00:14:13.640 --> 00:14:16.440]  即是算死草的人
[00:14:16.440 --> 00:14:17.840]  這個你明白了
[00:14:17.840 --> 00:14:21.040]  我也很懂得計算這些事情
[00:14:21.040 --> 00:14:24.240]  不過在耶穌基督抓住我
[00:14:24.240 --> 00:14:28.440]  要我去得更大的獎賞的時候
[00:14:28.440 --> 00:14:35.640]  我要學放下這些迎頭小利的吸引
[00:14:35.640 --> 00:14:37.640]  保羅有一個方式
[00:14:37.640 --> 00:14:40.040]  他介紹了給我們
[00:14:40.040 --> 00:14:42.240]  就是剛才讀過那一節
[00:14:42.240 --> 00:14:44.840]  我只有一件事
[00:14:44.840 --> 00:14:47.640]  這個這樣的提法
[00:14:47.640 --> 00:14:48.640]  你說不是啊
[00:14:48.640 --> 00:14:53.040]  我們在一個公司也好
[00:14:53.040 --> 00:14:54.240]  我們的家庭也好
[00:14:54.240 --> 00:14:59.040]  要求我們所謂的multitasking
[00:14:59.040 --> 00:15:00.240]  就是你要同一個時間
[00:15:00.240 --> 00:15:02.840]  要一心幾用做很多事情
[00:15:02.840 --> 00:15:04.440]  這樣才叫成功
[00:15:04.440 --> 00:15:09.840]  這樣才叫做能夠滿足了那個要求
[00:15:09.840 --> 00:15:12.440]  所以我有時候跟兒子說笑
[00:15:12.440 --> 00:15:15.240]  我們說媽媽是有大學以上的學歷
[00:15:15.240 --> 00:15:17.440]  不過她還是要照顧家裡
[00:15:17.440 --> 00:15:19.640]  因為太過千頭萬緒了
[00:15:19.640 --> 00:15:22.040]  是需要大學或以上的學歷才行的
[00:15:23.040 --> 00:15:25.440]  所以我們的社會
[00:15:25.440 --> 00:15:31.040]  我們的速度是鼓勵我們要這樣做的
[00:15:31.040 --> 00:15:33.440]  不過我在這裡問
[00:15:33.440 --> 00:15:36.040]  如果我們再沒有辦法
[00:15:36.040 --> 00:15:40.240]  抽兩三個小時專心做一件事
[00:15:40.240 --> 00:15:42.640]  我們的確有危險的
[00:15:42.640 --> 00:15:47.840]  特別是一個交友的apps
[00:15:47.840 --> 00:15:53.840]  流行的年代是更加危險的
[00:15:53.840 --> 00:15:55.840]  我幫我太太安裝了一個whatsapp
[00:15:55.840 --> 00:15:57.840]  在她的手機上
[00:15:57.840 --> 00:15:59.440]  我就沒有的
[00:15:59.440 --> 00:16:00.440]  所以你也不用找我
[00:16:00.440 --> 00:16:02.040]  你也找不到我
[00:16:02.040 --> 00:16:06.240]  她有她模樣上的需要是真的
[00:16:06.240 --> 00:16:08.440]  但是無端端就會響了
[00:16:08.440 --> 00:16:10.040]  無端端就會震了
[00:16:10.040 --> 00:16:12.040]  無端端就會有一百幾十個訊息
[00:16:12.040 --> 00:16:13.040]  你還沒有看的
[00:16:13.040 --> 00:16:16.840]  那怎麼專心呢
[00:16:16.840 --> 00:16:18.040]  你說不是的
[00:16:18.040 --> 00:16:23.040]  我的工作需要本身已經是這樣了
[00:16:23.040 --> 00:16:26.840]  那工餘時間呢?
[00:16:26.840 --> 00:16:32.840]  如果你在工餘時間想繼續為上帝成事的話
[00:16:32.840 --> 00:16:36.440]  那你就不要以毒攻毒
[00:16:36.440 --> 00:16:39.440]  到放假的時候
[00:16:39.440 --> 00:16:42.040]  我就另一堆人whatsapp
[00:16:42.040 --> 00:16:48.240]  不要可能是要放下這些謀生工具的時候
[00:16:48.240 --> 00:16:49.240]  有人這樣提的
[00:16:49.240 --> 00:16:53.040]  他說當使用這些apps
[00:16:53.040 --> 00:16:57.840]  流行在你的生活當中的時候
[00:16:57.840 --> 00:17:03.040]  最難或者最大的挑戰
[00:17:03.040 --> 00:17:08.440]  就是對我們還能不能夠獨處
[00:17:08.440 --> 00:17:11.440]  帶來挑戰
[00:17:11.440 --> 00:17:16.440]  獨處是一段時間你能夠專心
[00:17:16.440 --> 00:17:21.640]  獨處是一段時間你能夠去驚艷神
[00:17:21.640 --> 00:17:25.840]  獨處也是一段時間保持一種態度
[00:17:25.840 --> 00:17:28.440]  你能夠為神
[00:17:28.440 --> 00:17:29.640]  為自己
[00:17:29.640 --> 00:17:30.840]  為別人
[00:17:30.840 --> 00:17:34.240]  都做一些有意思的事情
[00:17:34.240 --> 00:17:37.640]  所以我們真的要計劃我們的生活
[00:17:37.640 --> 00:17:42.640]  否則你幾個月去一次靜修
[00:17:42.640 --> 00:17:43.640]  我很大膽地說
[00:17:43.640 --> 00:17:45.640]  都無報於事
[00:17:45.640 --> 00:17:47.840]  都無報於事
[00:17:47.840 --> 00:17:51.240]  會不會我們能夠在主的面前
[00:17:51.240 --> 00:17:53.040]  祂捉住我們了
[00:17:53.040 --> 00:17:57.840]  讓我們都捉住為祂成事的機會
[00:17:57.840 --> 00:17:58.640]  成什麼事?
[00:17:58.640 --> 00:18:01.440]  有時候不是很偉大的事情
[00:18:01.440 --> 00:18:05.840]  讀一本有意思的書
[00:18:05.840 --> 00:18:09.040]  教小朋友一科,他最弱的
[00:18:09.040 --> 00:18:11.840]  我教我兒子數學
[00:18:11.840 --> 00:18:16.040]  或者帶一個你想了很久
[00:18:16.040 --> 00:18:19.240]  要想他認識耶穌的人
[00:18:19.240 --> 00:18:20.840]  你滴起心肝
[00:18:20.840 --> 00:18:24.040]  密一點鼓勵他
[00:18:24.040 --> 00:18:29.040]  我不知道你要為神成就的事是什麼
[00:18:29.040 --> 00:18:32.240]  有一位主內的前輩
[00:18:32.240 --> 00:18:36.040]  他甚至稱我只有一件事
[00:18:36.040 --> 00:18:40.040]  他稱作我只有一件事的主義
[00:18:40.040 --> 00:18:42.240]  他說他奉行這種
[00:18:42.240 --> 00:18:45.240]  我只有一件事的主義
[00:18:45.240 --> 00:18:47.040]  然後他又說
[00:18:47.040 --> 00:18:51.840]  他是一個沒有作天的人
[00:18:51.840 --> 00:18:54.240]  這樣說好像很絕
[00:18:54.240 --> 00:18:56.440]  其實是保羅這句話
[00:18:56.440 --> 00:19:02.440]  忘記背後努力面前的
[00:19:02.440 --> 00:19:04.440]  對於我們很多人來說
[00:19:04.440 --> 00:19:06.240]  我們的背後
[00:19:06.240 --> 00:19:07.440]  流行歌有這樣說
[00:19:07.440 --> 00:19:11.440]  懷緬過去常陶醉的
[00:19:11.440 --> 00:19:14.840]  就有一半令人流淚的事
[00:19:14.840 --> 00:19:16.440]  另一半就是
[00:19:16.440 --> 00:19:19.440]  你懂笑而已,有三十一年紀
[00:19:19.440 --> 00:19:23.640]  有一半就是快樂的事
[00:19:23.640 --> 00:19:26.040]  我們未曾信主
[00:19:26.040 --> 00:19:31.840]  多數是令人流淚的事
[00:19:31.840 --> 00:19:33.840]  然後我們信主
[00:19:33.840 --> 00:19:36.440]  對於保羅來說
[00:19:36.440 --> 00:19:38.840]  我猜是樂事
[00:19:38.840 --> 00:19:42.240]  你記不記得《仕途行傳》二十二章
[00:19:42.240 --> 00:19:44.240]  他怎樣形容自己
[00:19:44.240 --> 00:19:46.840]  他說他是猶太人
[00:19:46.840 --> 00:19:51.640]  他在加瑪烈的門下受教
[00:19:51.640 --> 00:19:56.440]  受最嚴謹的律法訓練
[00:19:56.440 --> 00:19:58.840]  二十二章下面又說
[00:19:58.840 --> 00:20:02.440]  他是羅馬的公民
[00:20:02.440 --> 00:20:04.840]  論學識、論身份
[00:20:04.840 --> 00:20:07.840]  都無人能及
[00:20:07.840 --> 00:20:10.440]  還有
[00:20:10.440 --> 00:20:11.840]  你也記得
[00:20:11.840 --> 00:20:16.640]  耶穌基督在大馬士革的路上
[00:20:16.640 --> 00:20:19.240]  怎樣抓住他
[00:20:19.240 --> 00:20:21.440]  不放他手
[00:20:21.440 --> 00:20:23.440]  他看起來這些事
[00:20:23.440 --> 00:20:27.640]  都不可以停在那個地步
[00:20:27.640 --> 00:20:30.440]  那些事都是尋日的
[00:20:30.440 --> 00:20:33.440]  今天他要繼續做
[00:20:33.440 --> 00:20:38.240]  上帝差派他做外邦人的仕途
[00:20:38.240 --> 00:20:40.440]  這個任務
[00:20:40.440 --> 00:20:42.040]  有一首詩歌
[00:20:42.040 --> 00:20:46.040]  提及說「豈可空手回天家」
[00:20:46.040 --> 00:20:47.640]  很熟悉的
[00:20:47.640 --> 00:20:51.840]  帶領人信主
[00:20:51.840 --> 00:20:53.640]  是一件快樂的事情
[00:20:53.640 --> 00:20:55.240]  對於保羅來說
[00:20:55.240 --> 00:20:59.240]  是他人生的呼召
[00:20:59.240 --> 00:21:00.240]  或者
[00:21:00.240 --> 00:21:05.040]  如果沒有這個詩歌說得那麼偉大的話
[00:21:05.040 --> 00:21:07.640]  公理一點說
[00:21:07.640 --> 00:21:09.840]  我們剛才說
[00:21:09.840 --> 00:21:13.840]  他學習的知識
[00:21:13.840 --> 00:21:20.240]  又或者為一些人付出代價
[00:21:20.240 --> 00:21:23.640]  其實最後都是我們自己
[00:21:23.640 --> 00:21:26.840]  得著那種生命的益處
[00:21:26.840 --> 00:21:29.440]  而且我相信這種益處
[00:21:29.440 --> 00:21:34.240]  是可以進入永恆當中的
[00:21:34.240 --> 00:21:38.640]  是我們的生命和生命的質素被改變
[00:21:38.640 --> 00:21:43.240]  然後我們進入永恆裏面
[00:21:43.240 --> 00:21:45.840]  難道因為這樣的緣故
[00:21:45.840 --> 00:21:50.840]  保羅就好像第十七節開始讀
[00:21:50.840 --> 00:21:58.040]  就說他好像很自大
[00:21:58.040 --> 00:21:59.440]  或者自誇
[00:21:59.440 --> 00:22:01.240]  因為他也會這樣說
[00:22:01.240 --> 00:22:05.840]  弟兄們你們要一同效法我
[00:22:05.840 --> 00:22:09.240]  好像你生命追求很高境界
[00:22:09.240 --> 00:22:11.440]  耶穌基督抓住你不放
[00:22:11.440 --> 00:22:13.240]  你又要做些什麼大事
[00:22:13.240 --> 00:22:15.440]  那哪有我們份
[00:22:15.440 --> 00:22:17.040]  他說不是
[00:22:17.040 --> 00:22:20.040]  保羅自己被神抓住
[00:22:20.040 --> 00:22:21.640]  但是他說留意
[00:22:21.640 --> 00:22:25.640]  也要看看我們這些
[00:22:25.640 --> 00:22:29.640]  行在主裏面的人的榜樣
[00:22:29.640 --> 00:22:31.040]  在保羅的眼裏
[00:22:31.040 --> 00:22:34.240]  不是他一個人侍奉主
[00:22:34.240 --> 00:22:37.840]  是我們都有份侍奉主
[00:22:37.840 --> 00:22:41.440]  然後他又呼籲聽他這些說話的人
[00:22:41.440 --> 00:22:46.440]  你們也要這樣侍奉主
