
[00:00:00.000 --> 00:00:02.920]  親愛的天父 求祢差派祢的聖靈
[00:06:00.920 --> 00:06:04.920]  會和我開口打招呼
[00:06:04.920 --> 00:06:07.920]  以前猶太人都是這樣
[00:06:07.920 --> 00:06:08.920]  不認識的人
[00:06:08.920 --> 00:06:10.920]  你不要指望他和你打招呼
[00:06:10.920 --> 00:06:14.920]  認識的人才會這樣打招呼交往
[00:06:14.920 --> 00:06:16.920]  他幫人
[00:06:16.920 --> 00:06:19.920]  他只是幫自己的親人做事
[00:06:19.920 --> 00:06:21.920]  和一些他認為在社會上
[00:06:21.920 --> 00:06:23.920]  有地位的權貴
[00:06:23.920 --> 00:06:24.920]  即是有錢人
[00:06:24.920 --> 00:06:25.920]  尊貴的人
[00:06:25.920 --> 00:06:26.920]  他們就會幫他們
[00:06:26.920 --> 00:06:28.920]  會和他們走在一起
[00:06:28.920 --> 00:06:30.920]  但是猶太人分得很清楚
[00:06:30.920 --> 00:06:31.920]  一些有病的人
[00:06:31.920 --> 00:06:32.920]  不潔淨的人
[00:06:32.920 --> 00:06:35.920]  一些窮的人
[00:06:35.920 --> 00:06:37.920]  生活無望的人
[00:06:37.920 --> 00:06:39.920]  他們要和他們完全隔絕
[00:06:39.920 --> 00:06:40.920]  所以你想想
[00:06:40.920 --> 00:06:42.920]  當時猶太人這樣說
[00:06:42.920 --> 00:06:44.920]  當愛你的鄰舍
[00:06:44.920 --> 00:06:45.920]  恨你的仇敵
[00:06:45.920 --> 00:06:47.920]  他們這樣推論出來
[00:06:47.920 --> 00:06:48.920]  完全是很正常
[00:06:48.920 --> 00:06:50.920]  對於他們來說
[00:06:50.920 --> 00:06:52.920]  和我沒有關係的
[00:06:52.920 --> 00:06:53.920]  遠的
[00:06:53.920 --> 00:06:55.920]  我就不去愛他
[00:06:55.920 --> 00:06:57.920]  反而和我有關係的
[00:06:57.920 --> 00:06:59.920]  我就愛他
[00:06:59.920 --> 00:07:01.920]  猶太人就這樣放縱自己
[00:07:01.920 --> 00:07:03.920]  我喜歡誰就喜歡誰
[00:07:03.920 --> 00:07:05.920]  生氣誰就生氣誰
[00:07:05.920 --> 00:07:08.920]  這是當時他們內心的情況
[00:07:08.920 --> 00:07:10.920]  也是我們內心恐怖的地方
[00:07:10.920 --> 00:07:11.920]  弟兄姊妹
[00:07:11.920 --> 00:07:13.920]  今天我們是怎樣呢
[00:07:13.920 --> 00:07:15.920]  這個世界
[00:07:15.920 --> 00:07:18.920]  我們處身在這個世界的環境
[00:07:18.920 --> 00:07:20.920]  一個不信耶穌的人
[00:07:20.920 --> 00:07:22.920]  他們通常會怎樣想
[00:07:22.920 --> 00:07:24.920]  以善待善
[00:07:24.920 --> 00:07:26.920]  以惡報惡
[00:07:26.920 --> 00:07:28.920]  好啊
[00:07:28.920 --> 00:07:30.920]  有什麼問題
[00:07:30.920 --> 00:07:32.920]  很平常而已
[00:07:32.920 --> 00:07:33.920]  人人都是這樣
[00:07:33.920 --> 00:07:34.920]  是不是
[00:07:34.920 --> 00:07:35.920]  誰對我好的
[00:07:35.920 --> 00:07:37.920]  我就對他好
[00:07:37.920 --> 00:07:39.920]  誰對我差的
[00:07:39.920 --> 00:07:41.920]  對我不住的
[00:07:41.920 --> 00:07:43.920]  我不和他算帳
[00:07:43.920 --> 00:07:45.920]  不和他計較已經很好
[00:07:45.920 --> 00:07:47.920]  還要我對他好
[00:07:47.920 --> 00:07:50.920]  哪有這麼蠢
[00:07:50.920 --> 00:07:53.920]  如果你要在這個世界上生存
[00:07:53.920 --> 00:07:55.920]  你就要學會
[00:07:55.920 --> 00:07:57.920]  以善待善
[00:07:57.920 --> 00:07:59.920]  你這樣才有好處
[00:07:59.920 --> 00:08:00.920]  人家對你好
[00:08:00.920 --> 00:08:01.920]  你就對人家好
[00:08:01.920 --> 00:08:02.920]  拿回好處
[00:08:02.920 --> 00:08:03.920]  誰對你不好
[00:08:03.920 --> 00:08:05.920]  和他保持一段距離
[00:08:05.920 --> 00:08:07.920]  甚至不要和他做朋友
[00:08:07.920 --> 00:08:09.920]  對他差
[00:08:09.920 --> 00:08:11.920]  這個是世界的
[00:08:11.920 --> 00:08:12.920]  未信耶穌的人
[00:08:12.920 --> 00:08:17.920]  他們一般覺得很正常的看法
[00:08:17.920 --> 00:08:18.920]  弟兄姊妹
[00:08:18.920 --> 00:08:20.920]  大部分很多都在工作上
[00:08:20.920 --> 00:08:21.920]  會有經歷
[00:08:21.920 --> 00:08:23.920]  特別如果你經歷過的時候
[00:08:23.920 --> 00:08:25.920]  有時如果你的人很良善
[00:08:25.920 --> 00:08:27.920]  或者我們廣東話叫林善
[00:08:27.920 --> 00:08:28.920]  很林善的時候
[00:08:28.920 --> 00:08:30.920]  你越是很容易在工作上
[00:08:30.920 --> 00:08:33.920]  經歷到被同事欺負
[00:08:33.920 --> 00:08:36.920]  你越是林善對人好的時候
[00:08:36.920 --> 00:08:38.920]  可能他將一些豬頭骨
[00:08:38.920 --> 00:08:40.920]  豬頭骨就是人人不想做的事情
[00:08:40.920 --> 00:08:42.920]  推給你讓你去做
[00:08:42.920 --> 00:08:44.920]  有些什麼就賴在你身上
[00:08:44.920 --> 00:08:47.920]  由你負責
[00:08:47.920 --> 00:08:49.920]  但是如果當你
[00:08:49.920 --> 00:08:51.920]  被人欺負的時候
[00:08:51.920 --> 00:08:53.920]  你這個人
[00:08:53.920 --> 00:08:54.920]  肯定一點
[00:08:54.920 --> 00:08:55.920]  惡一點
[00:08:55.920 --> 00:08:56.920]  甚至廣東話說
[00:08:56.920 --> 00:08:58.920]  發一次爛渣
[00:08:58.920 --> 00:08:59.920]  可能那個人又怕了你
[00:08:59.920 --> 00:09:00.920]  退後一點
[00:09:00.920 --> 00:09:02.920]  又不會這樣欺負你
[00:09:02.920 --> 00:09:04.920]  你有沒有這樣的經歷
[00:09:04.920 --> 00:09:08.920]  有沒有這樣的同感
[00:09:08.920 --> 00:09:10.920]  世界的人會說
[00:09:10.920 --> 00:09:13.920]  你不想被人傷害
[00:09:13.920 --> 00:09:17.920]  你就要在別人傷害你之前
[00:09:17.920 --> 00:09:19.920]  先傷害他
[00:09:19.920 --> 00:09:23.920]  先下手為強
[00:09:23.920 --> 00:09:24.920]  你不想被人傷害
[00:09:24.920 --> 00:09:26.920]  你就要懂得保護自己
[00:09:26.920 --> 00:09:29.920]  甚至主動出擊
[00:09:29.920 --> 00:09:32.920]  你同意嗎
[00:09:32.920 --> 00:09:35.920]  你是不是也有這樣的做法呢
[00:09:35.920 --> 00:09:37.920]  這個是
[00:09:37.920 --> 00:09:39.920]  這個世界
[00:09:39.920 --> 00:09:41.920]  世俗裏面
[00:09:41.920 --> 00:09:42.920]  比較容易
[00:09:42.920 --> 00:09:44.920]  普遍會出現的情況
[00:09:44.920 --> 00:09:45.920]  以善待善
[00:09:45.920 --> 00:09:47.920]  以惡報惡
[00:09:47.920 --> 00:09:50.920]  但是耶穌的角度
[00:09:50.920 --> 00:09:51.920]  在耶穌
[00:09:51.920 --> 00:09:52.920]  他怎樣看呢
[00:09:52.920 --> 00:09:53.920]  他的人生
[00:09:53.920 --> 00:09:54.920]  耶穌來到這個世界上
[00:09:54.920 --> 00:09:56.920]  他不是這樣的
[00:09:56.920 --> 00:09:58.920]  對他不好的人
[00:09:58.920 --> 00:10:00.920]  他仍然都是這樣接受
[00:10:00.920 --> 00:10:01.920]  愛他們
[00:10:01.920 --> 00:10:03.920]  走這條十誡的道路
[00:10:03.920 --> 00:10:06.920]  我們看看主耶穌怎樣說
[00:10:06.920 --> 00:10:08.920]  在44至48節
[00:10:08.920 --> 00:10:09.920]  我們再一起讀一次
[00:10:09.920 --> 00:10:11.920]  預備 1 2 3
[00:10:11.920 --> 00:10:13.920]  指示我告訴你們
[00:10:13.920 --> 00:10:16.920]  要愛你們的受敵
[00:10:16.920 --> 00:10:23.920]  為那逼迫你們的禱告
[00:10:23.920 --> 00:10:26.920]  因為他叫日頭召好人
[00:10:26.920 --> 00:10:27.920]  也召歹人
[00:10:27.920 --> 00:10:29.920]  降於級異人
[00:10:29.920 --> 00:10:31.920]  也級不義的人
[00:10:31.920 --> 00:10:34.920]  你們若單愛那愛你們的人
[00:10:34.920 --> 00:10:36.920]  有什麼賞賜呢
[00:10:36.920 --> 00:10:40.920]  就是遂理不也是這樣行嗎
[00:10:40.920 --> 00:10:43.920]  你們若單請理弟兄的安
[00:10:43.920 --> 00:10:46.920]  比人有什麼長處呢
[00:10:46.920 --> 00:10:50.920]  就是愛邦人不也是這樣行嗎
[00:10:50.920 --> 00:10:52.920]  所以你們要完全
[00:10:52.920 --> 00:10:56.920]  像你們天父完全一樣
[00:10:56.920 --> 00:10:59.920]  這裡主耶穌教導我們
[00:10:59.920 --> 00:11:02.920]  要愛我們的受敵
[00:11:02.920 --> 00:11:06.920]  為我們的受敵祈禱
[00:11:06.920 --> 00:11:11.920]  這樣你們就稱為天父的兒女
[00:11:11.920 --> 00:11:13.920]  我們是天父的兒女
[00:11:13.920 --> 00:11:15.920]  所以今天我們要特別留意
[00:11:15.920 --> 00:11:16.920]  如果今天你都說
[00:11:16.920 --> 00:11:18.920]  我是神的兒女的時候
[00:11:18.920 --> 00:11:21.920]  你更加要問一問自己的內心
[00:11:21.920 --> 00:11:23.920]  今天耶穌所說的
[00:11:23.920 --> 00:11:26.920]  在我心裡有什麼幫助或提醒
[00:11:26.920 --> 00:11:29.920]  耶穌說
[00:11:29.920 --> 00:11:30.920]  他叫日頭召好人
[00:11:30.920 --> 00:11:32.920]  也召一些不好的人
[00:11:32.920 --> 00:11:33.920]  他降於級異人
[00:11:33.920 --> 00:11:36.920]  也降於級不義的人
[00:11:36.920 --> 00:11:39.920]  如果你單單愛那愛你的人
[00:11:39.920 --> 00:11:41.920]  對你好的人你去愛他
[00:11:41.920 --> 00:11:43.920]  你有什麼賞賜呢
[00:11:43.920 --> 00:11:45.920]  就是當時一些有罪
[00:11:45.920 --> 00:11:46.920]  公認被有罪的人
[00:11:46.920 --> 00:11:48.920]  遂理不也是這樣行嗎
[00:11:48.920 --> 00:11:50.920]  如果你單單請理弟兄的安
[00:11:50.920 --> 00:11:51.920]  單單問候你身邊
[00:11:51.920 --> 00:11:54.920]  你自己的親人
[00:11:54.920 --> 00:11:56.920]  你有什麼特別呢
[00:11:56.920 --> 00:11:57.920]  其他不信耶穌的人
[00:11:57.920 --> 00:11:59.920]  街外的人都是這樣做
[00:11:59.920 --> 00:12:00.920]  我們信耶穌的
[00:12:00.920 --> 00:12:04.920]  有什麼特別呢
[00:12:04.920 --> 00:12:06.920]  留意這一段聖經
[00:12:06.920 --> 00:12:09.920]  我看到有兩樣的命令
[00:12:09.920 --> 00:12:12.920]  第一個命令就是
[00:12:12.920 --> 00:12:15.920]  要愛你的受敵
[00:12:15.920 --> 00:12:19.920]  為那逼迫你們的禱告
[00:12:19.920 --> 00:12:22.920]  這個是我們要效法我們的天父
[00:12:22.920 --> 00:12:24.920]  我們是他的兒女的時候
[00:12:24.920 --> 00:12:26.920]  我們要效法我們天上的爸爸
[00:12:26.920 --> 00:12:27.920]  天上的爸爸
[00:12:27.920 --> 00:12:29.920]  他將恩典一切的好處
[00:12:29.920 --> 00:12:31.920]  給好人
[00:12:31.920 --> 00:12:34.920]  同樣也給一些壞人
[00:12:34.920 --> 00:12:36.920]  他不會分的
[00:12:36.920 --> 00:12:38.920]  神的愛就是這樣淋到
[00:12:38.920 --> 00:12:41.920]  無論是覺得好的不好的
[00:12:41.920 --> 00:12:43.920]  神都會愛
[00:12:43.920 --> 00:12:44.920]  第二
[00:12:44.920 --> 00:12:47.920]  當我們要被稱為神的兒女的時候
[00:12:47.920 --> 00:12:50.920]  我們就要學習神一樣的生命特質
[00:12:50.920 --> 00:12:52.920]  這個性情
[00:12:52.920 --> 00:12:55.920]  好像天父愛裡面完全一樣
[00:12:55.920 --> 00:12:58.920]  等一下我們會再解釋完全的意思
[00:12:58.920 --> 00:13:00.920]  所以今天我們要去愛我們的受敵
[00:13:00.920 --> 00:13:02.920]  不是我們自己喜不喜歡做
[00:13:02.920 --> 00:13:07.920]  是神的命令
[00:13:07.920 --> 00:13:08.920]  弟兄我的姐妹
[00:13:08.920 --> 00:13:10.920]  我們是一家人
[00:13:10.920 --> 00:13:12.920]  我們是天父的兒女
[00:13:12.920 --> 00:13:13.920]  這個是神的命令
[00:13:13.920 --> 00:13:16.920]  不是神鼓勵你這樣做
[00:13:16.920 --> 00:13:19.920]  這個是神命令我們這樣做
[00:13:19.920 --> 00:13:22.920]  命令
[00:13:22.920 --> 00:13:25.920]  你怎樣看神的命令呢
[00:13:25.920 --> 00:13:29.920]  特別當這些命令在我們現實生活裡面
[00:13:29.920 --> 00:13:31.920]  我們在現實生活的處境
[00:13:31.920 --> 00:13:33.920]  我們是人來的
[00:13:33.920 --> 00:13:35.920]  有血有肉的人
[00:13:35.920 --> 00:13:39.920]  我們有時都會經歷到開心又不開心
[00:13:39.920 --> 00:13:41.920]  我們去愛人的時候
[00:13:41.920 --> 00:13:43.920]  也會經歷到困難
[00:13:43.920 --> 00:13:46.920]  你對人家好
[00:13:46.920 --> 00:13:48.920]  人家未必會領你的情
[00:13:48.920 --> 00:13:52.920]  人家未必一定會懂得多謝你
[00:13:52.920 --> 00:13:53.920]  我有一個經歷
[00:13:53.920 --> 00:13:55.920]  在我人生裡面很深刻的
[00:13:55.920 --> 00:13:56.920]  其實是一個很微小的事情
[00:13:56.920 --> 00:13:58.920]  但成為我的提醒
[00:13:58.920 --> 00:14:00.920]  以前我在香港住的那座大廈
[00:14:00.920 --> 00:14:02.920]  門口有個鐵閘
[00:14:02.920 --> 00:14:05.920]  其實我經常走出走進的時候
[00:14:05.920 --> 00:14:09.920]  我習慣會幫另外一些人按住鐵閘
[00:14:09.920 --> 00:14:12.920]  讓後面的人經過
[00:14:12.920 --> 00:14:13.920]  我記得有一次
[00:14:13.920 --> 00:14:15.920]  我見到有一個婆婆
[00:14:15.920 --> 00:14:18.920]  她的行動很不方便
[00:14:18.920 --> 00:14:21.920]  所以我就按住門按了很久
[00:14:21.920 --> 00:14:24.920]  她慢慢慢慢地經過
[00:14:24.920 --> 00:14:25.920]  當她經過的時候
[00:14:25.920 --> 00:14:27.920]  她對著我微笑
[00:14:27.920 --> 00:14:30.920]  多謝我
[00:14:30.920 --> 00:14:31.920]  我見到這個婆婆
[00:14:31.920 --> 00:14:35.920]  我還記得她的微笑是很甜很開心
[00:14:35.920 --> 00:14:39.920]  她的多謝令我很開心很舒服
[00:14:39.920 --> 00:14:41.920]  但當這個婆婆走了之後
[00:14:41.920 --> 00:14:44.920]  後面又來一個很年輕的
[00:14:44.920 --> 00:14:46.920]  推著嬰兒車的
[00:14:46.920 --> 00:14:47.920]  我猜應該是一個媽媽
[00:14:47.920 --> 00:14:48.920]  一個女士
[00:14:48.920 --> 00:14:50.920]  很年輕
[00:14:50.920 --> 00:14:52.920]  我見她推著嬰兒車那麼多東西
[00:14:52.920 --> 00:14:53.920]  當然不方便按住門
[00:14:53.920 --> 00:14:55.920]  我又幫她按住門
[00:14:55.920 --> 00:14:57.920]  當她按住門的時候
[00:14:57.920 --> 00:14:58.920]  我按住門的時候
[00:14:58.920 --> 00:14:59.920]  她經過
[00:14:59.920 --> 00:15:01.920]  沒有笑容
[00:15:01.920 --> 00:15:03.920]  板著臉
[00:15:03.920 --> 00:15:05.920]  然後一聲多謝都沒有
[00:15:05.920 --> 00:15:09.920]  還要眼睛是這樣
[00:15:09.920 --> 00:15:12.920]  這樣看著我
[00:15:12.920 --> 00:15:14.920]  我那一刻在想
[00:15:14.920 --> 00:15:15.920]  我做錯了什麼
[00:15:15.920 --> 00:15:17.920]  是不是我的樣子不好
[00:15:17.920 --> 00:15:20.920]  她覺得我有什麼特別企圖
[00:15:20.920 --> 00:15:23.920]  然後我心裏就開始在想
[00:15:23.920 --> 00:15:25.920]  有什麼好厲害的
[00:15:25.920 --> 00:15:26.920]  幫你開門
[00:15:26.920 --> 00:15:28.920]  或者你還要這樣看著我
[00:15:28.920 --> 00:15:29.920]  不多謝就算了
[00:15:29.920 --> 00:15:31.920]  不用用眼光這樣看著我
[00:15:31.920 --> 00:15:33.920]  這樣猜我
[00:15:33.920 --> 00:15:36.920]  我心裏覺得很不舒服
[00:15:36.920 --> 00:15:38.920]  那次我就說
[00:15:38.920 --> 00:15:39.920]  我認住你
[00:15:39.920 --> 00:15:40.920]  下次見到你
[00:15:40.920 --> 00:15:43.920]  我一定不會幫你按住門
[00:15:43.920 --> 00:15:44.920]  當我這樣想的時候
[00:15:44.920 --> 00:15:46.920]  我走開了
[00:15:46.920 --> 00:15:48.920]  過一會我心裏想
[00:15:48.920 --> 00:15:50.920]  我就問我自己
[00:15:50.920 --> 00:15:53.920]  為什麼我心裏會這樣想
[00:15:53.920 --> 00:15:55.920]  我幫人家開門
[00:15:55.920 --> 00:15:57.920]  人家對著我笑微笑
[00:15:57.920 --> 00:15:58.920]  多謝我
[00:15:58.920 --> 00:16:00.920]  我就很樂意幫她按
[00:16:00.920 --> 00:16:01.920]  但是那些人
[00:16:01.920 --> 00:16:03.920]  不是那麼好的反應
[00:16:03.920 --> 00:16:04.920]  我就甚至
[00:16:04.920 --> 00:16:06.920]  想了很多很多的東西
[00:16:06.920 --> 00:16:09.920]  甚至心裏都討厭那個年輕的女士
[00:16:09.920 --> 00:16:12.920]  認定下一次我都不會再幫她
[00:16:12.920 --> 00:16:14.920]  究竟為什麼我要幫人
[00:16:14.920 --> 00:16:16.920]  我幫人的出發點是做什麼
[00:16:16.920 --> 00:16:18.920]  我是想拿到她的微笑
[00:16:18.920 --> 00:16:19.920]  拿到她的多謝
[00:16:19.920 --> 00:16:20.920]  拿到她的認同
[00:16:20.920 --> 00:16:23.920]  還是我是真心想幫她
[00:16:23.920 --> 00:16:25.920]  是出於我的真心
[00:16:25.920 --> 00:16:27.920]  不是想回報她
[00:16:27.920 --> 00:16:29.920]  這個都成為我自己一個
[00:16:29.920 --> 00:16:31.920]  對著人的提醒
[00:16:31.920 --> 00:16:33.920]  有時我們都會是這樣
[00:16:37.920 --> 00:16:39.920]  耶穌教導我們
[00:16:39.920 --> 00:16:44.920]  以善對惡
[00:16:44.920 --> 00:16:47.920]  耶穌就是這樣走他的人生
[00:16:47.920 --> 00:16:50.920]  他不會計較人家怎樣回應他
[00:16:50.920 --> 00:16:53.920]  他都是這樣繼續默默地付出他的生命
