
[00:00:00.000 --> 00:00:06.600]  今天我們會看一個,如果大家有時在主義學的時候都聽過的一個比喻
[00:02:36.960 --> 00:02:40.760]  因為雞蛋就只能跟雞蛋猜,對不對?
[00:02:40.760 --> 00:02:43.280]  雞仔就只能跟雞仔猜
[00:02:43.280 --> 00:02:46.960]  最慘是甚麼?最慘是你只有一隻永恆的雞蛋
[00:02:46.960 --> 00:02:49.360]  如果你有一隻永恆的雞蛋的時候
[00:02:49.360 --> 00:02:51.920]  你就只能看著其他雞在猜
[00:02:51.920 --> 00:02:55.600]  你就要等候其他人輸了變回雞蛋,你才可以跟他猜
[00:02:55.600 --> 00:03:00.200]  否則當你的組員全都是雞仔、母雞、公雞的時候
[00:03:00.200 --> 00:03:04.000]  你就是一隻沒有希望永恆的雞蛋
[00:03:04.000 --> 00:03:07.600]  所以有時候玩這個遊戲的時候,都帶著一些感受
[00:03:07.600 --> 00:03:11.000]  這個感受就是當你是一隻公雞的時候,又怎樣?
[00:03:11.000 --> 00:03:13.800]  你可能自己覺得自己高高在上,對不對?
[00:03:13.800 --> 00:03:15.640]  你就在看那些人在猜
[00:03:15.640 --> 00:03:17.960]  但當你是一隻雞蛋的時候
[00:03:17.960 --> 00:03:22.280]  你會覺得為甚麼沒有人跟我一起猜呢?
[00:03:22.280 --> 00:03:24.120]  我不知道大家有沒有想過
[00:03:24.120 --> 00:03:26.560]  或者在未信耶穌的時候
[00:03:26.560 --> 00:03:31.520]  你有沒有想過究竟神接納的人是誰呢?
[00:03:31.520 --> 00:03:32.640]  你未信耶穌的時候
[00:03:32.640 --> 00:03:38.880]  你有沒有想過究竟怎樣才能夠得到神的接納或者越納呢?
[00:03:38.880 --> 00:03:40.960]  當然我們感謝主,聖經說
[00:03:40.960 --> 00:03:45.600]  「因為世人都犯了罪,規決了神的榮耀」
[00:03:45.600 --> 00:03:47.520]  但聖經同時又說
[00:03:47.520 --> 00:03:52.160]  「因為罪的公駕乃是死,唯有神的恩賜」
[00:03:52.160 --> 00:03:56.800]  「在我們的主耶穌基督裡面乃是永生」
[00:03:56.800 --> 00:03:59.720]  今天我們會看一個比喻
[00:03:59.720 --> 00:04:02.640]  這個比喻裡面有兩種人
[00:04:02.640 --> 00:04:07.320]  第一個是法利菜人,第二個是瑞利
[00:04:07.320 --> 00:04:10.920]  究竟神接納的人是誰呢?
[00:04:10.920 --> 00:04:12.680]  這個對於我們來說很重要
[00:04:12.680 --> 00:04:14.760]  因為在這個教導裡面
[00:04:14.760 --> 00:04:18.480]  我們就會明白究竟我們跟神的關係是怎樣呢?
[00:04:18.480 --> 00:04:21.360]  當我們明白了我們跟神的關係是怎樣的時候
[00:04:21.360 --> 00:04:24.760]  就會影響到我們跟人的關係是怎樣的
[00:04:24.760 --> 00:04:28.640]  所以今天的教導其實是很重要的
[00:04:28.640 --> 00:04:30.920]  我們剛才看到有兩個人
[00:04:30.920 --> 00:04:34.960]  一個是法利菜人,一個是瑞利
[00:04:34.960 --> 00:04:37.680]  究竟神所接納的是誰呢?
[00:04:37.680 --> 00:04:39.920]  不過我們真的要看看神接納的是誰的時候
[00:04:39.920 --> 00:04:43.000]  不如我們也試一下做個測試好不好?
[00:04:43.000 --> 00:04:45.600]  一會兒我們會一起讀這段經文
[00:04:45.600 --> 00:04:47.120]  我們一起讀的時候
[00:04:47.120 --> 00:04:50.960]  讀完之後我會叫大家投票
[00:04:50.960 --> 00:04:53.960]  當你看這段經文的時候
[00:04:53.960 --> 00:04:57.120]  你覺得法利菜人比較正面?
[00:04:57.120 --> 00:04:59.440]  還是瑞利比較正面?
[00:04:59.440 --> 00:05:00.800]  我們試一下一起讀
[00:05:00.800 --> 00:05:04.080]  《老間福音》第十八章九節到第十四節
[00:05:04.080 --> 00:05:05.000]  我們一起讀
[00:05:05.000 --> 00:05:06.200]  一二三
[00:05:06.200 --> 00:05:10.360]  耶穌向那些像著自己是異人
[00:05:10.360 --> 00:05:13.560]  藐視別人的,設一個比喻
[00:05:13.560 --> 00:05:17.880]  說有兩個人上店裡去禱告
[00:05:17.880 --> 00:05:22.040]  一個是法利菜人,一個是瑞利
[00:05:22.040 --> 00:05:26.920]  法利菜人站著自言自語地禱告說
[00:05:26.920 --> 00:05:29.440]  神啊!我感謝你
[00:05:29.440 --> 00:05:33.160]  我不像別人勒索,不義耕耘
[00:05:33.160 --> 00:05:35.520]  也不像這個瑞利
[00:05:35.520 --> 00:05:38.400]  我一個禮拜禁食兩次
[00:05:38.400 --> 00:05:43.280]  凡我所得的都捐上十分之一
[00:05:43.280 --> 00:05:46.400]  那瑞利遠遠地站著
[00:05:46.400 --> 00:05:49.280]  連舉目望天也不敢
[00:05:49.280 --> 00:05:51.200]  只隨著風雪
[00:05:51.200 --> 00:05:55.000]  神啊!開恩可憐我這個罪人
[00:05:55.000 --> 00:05:56.680]  我高訴你們
[00:05:56.680 --> 00:06:01.120]  這人回家去比那人倒算為二了
[00:06:01.120 --> 00:06:04.800]  因為凡自高的必降為卑
[00:06:04.800 --> 00:06:07.480]  自卑的必升為高
[00:06:07.480 --> 00:06:09.480]  好了,我們看完這兩個角色
[00:06:09.480 --> 00:06:11.640]  我們就試試投票吧
[00:06:11.640 --> 00:06:16.960]  覺得法利菜人正面一點的,你舉手
[00:06:16.960 --> 00:06:21.360]  Francis舉手也不敢舉手
[00:06:21.360 --> 00:06:25.040]  覺得瑞利正面一點的,你舉手
[00:06:25.040 --> 00:06:27.840]  哇!這堂好一面倒
[00:06:27.840 --> 00:06:30.480]  我相信大家有時舉法利菜人
[00:06:30.480 --> 00:06:32.920]  因為我們都回教會一段時間
[00:06:32.920 --> 00:06:34.720]  我們有時看一些聖經
[00:06:34.720 --> 00:06:38.120]  我們都知道當耶穌講法利菜人的時候
[00:06:38.120 --> 00:06:40.880]  都是講一些未必是最好的事情
[00:06:40.880 --> 00:06:43.560]  但我想說,如果我們去洗了
[00:06:43.560 --> 00:06:49.000]  我們有時看聖經的觀念或者印象
[00:06:49.000 --> 00:06:53.480]  其實法利菜人當時在耶穌的年代
[00:06:53.480 --> 00:06:55.680]  是很正面的
[00:06:55.680 --> 00:06:58.640]  究竟法利菜人是甚麼人呢?
[00:06:58.640 --> 00:07:01.160]  他是宗教領袖
[00:07:01.160 --> 00:07:04.080]  熟讀宗教的律法
[00:07:04.080 --> 00:07:08.160]  更加嚴格遵守宗教的律法
[00:07:08.160 --> 00:07:11.240]  我們用現代的語言講一下
[00:07:11.240 --> 00:07:14.040]  他是神學畢業
[00:07:14.040 --> 00:07:17.400]  是遵守神律法的人
[00:07:17.400 --> 00:07:19.720]  好了,接著聖經又告訴我們
[00:07:19.720 --> 00:07:25.240]  他們不勒索、不姦淫、不做不正義的事
[00:07:25.240 --> 00:07:28.600]  我們又嘗試用現代的語言講一下
[00:07:28.600 --> 00:07:31.880]  不騙人、不佔人便宜
[00:07:31.880 --> 00:07:35.600]  沒有婚外情或婚前性行為
[00:07:35.600 --> 00:07:37.960]  咦,看起來很正面
[00:07:37.960 --> 00:07:39.720]  好了,我們繼續看下去
[00:07:39.720 --> 00:07:44.640]  接著他說,他是每個星期禁食兩次
[00:07:44.640 --> 00:07:48.720]  其實他是做多過當時猶太傳統的要求
[00:07:48.720 --> 00:07:54.040]  當時猶太傳統是一年禁食一次
[00:07:54.040 --> 00:07:56.800]  他們一星期禁食兩次,厲害嗎?
[00:07:56.800 --> 00:07:58.600]  厲害,對不對?
[00:07:58.600 --> 00:08:02.040]  好了,接著還這樣,經文說他甚麼?
[00:08:02.040 --> 00:08:05.200]  他所得的都捐上十分之一
[00:08:05.200 --> 00:08:08.480]  可能你一想,哦,十一奉獻
[00:08:08.480 --> 00:08:11.920]  我想說不是,多過十一奉獻
[00:08:11.920 --> 00:08:14.240]  我們看看,因為他們很多時
[00:08:14.240 --> 00:08:17.840]  他們昔日是作農業的工作
[00:08:17.840 --> 00:08:20.720]  即是我們的收成,我們的農作物
[00:08:20.720 --> 00:08:23.120]  於是我將十分之一奉獻給神
[00:08:23.120 --> 00:08:24.440]  那個叫十一奉獻
[00:08:24.440 --> 00:08:29.320]  但甚麼是「凡我所得的都捐上十分之一」呢?
[00:08:29.320 --> 00:08:32.080]  即是說有一個人,他是做農夫的
[00:08:32.080 --> 00:08:34.520]  他賣了他的農作物
[00:08:34.520 --> 00:08:35.840]  他賣了他的農作物
[00:08:35.840 --> 00:08:38.680]  所得的收入就將十分之一奉獻給神
[00:08:38.680 --> 00:08:40.520]  十分之九他就自己用
[00:08:40.520 --> 00:08:44.200]  於是他就買了麵包回家
[00:08:44.200 --> 00:08:47.400]  而甚麼是「我所得的都捐上十分之一」呢?
[00:08:47.400 --> 00:08:51.000]  就是他買回來的麵包,他再十一奉獻
[00:08:51.000 --> 00:08:54.560]  即是超越了當時十一奉獻的要求
[00:08:54.560 --> 00:08:56.840]  我們說了這麼久,即是怎樣呢?
[00:08:56.840 --> 00:09:00.040]  即是說我又試試用一個現代的言語
[00:09:00.040 --> 00:09:01.720]  去嘗試形容他
[00:09:01.720 --> 00:09:03.000]  即是怎樣呢?
[00:09:03.000 --> 00:09:05.920]  他是行常聚會
[00:09:05.920 --> 00:09:08.640]  超額出席祈禱會
[00:09:08.640 --> 00:09:09.640]  以及怎樣呢?
[00:09:09.640 --> 00:09:11.800]  超額奉獻
[00:09:11.800 --> 00:09:13.320]  如果我問你這個人正不正?
[00:09:13.320 --> 00:09:15.160]  你怎樣問呢?
[00:09:15.160 --> 00:09:17.000]  大家都不敢答,對吧?
[00:09:17.000 --> 00:09:19.640]  你知道跟著耶穌說的不是太好
[00:09:19.640 --> 00:09:21.520]  但我們從這個角度來看
[00:09:21.520 --> 00:09:23.440]  正的,對不對?
[00:09:23.440 --> 00:09:25.000]  我們循著回到耶穌的年代
[00:09:25.000 --> 00:09:27.280]  去想這個人正的
[00:09:27.280 --> 00:09:31.120]  相反,我們看看這個瑞利
[00:09:31.120 --> 00:09:32.560]  瑞利是甚麼人呢?
[00:09:32.560 --> 00:09:37.200]  當時他是社會上被憎恨的人
[00:09:37.200 --> 00:09:38.760]  為甚麼被憎恨呢?
[00:09:38.760 --> 00:09:39.880]  我們要回到歷史
[00:09:39.880 --> 00:09:43.160]  因為當時猶太人是被哪些人統治著呢?
[00:09:43.160 --> 00:09:46.000]  是被羅馬政府統治著的
[00:09:46.000 --> 00:09:48.240]  而當時瑞利是甚麼人呢?
[00:09:48.240 --> 00:09:53.720]  就是幫羅馬政府向猶太人收稅的人
[00:09:53.720 --> 00:09:56.200]  我們嘗試用現代的語言講一下
[00:09:56.200 --> 00:09:59.800]  我只記得周星馳有一套戲
[00:09:59.800 --> 00:10:02.440]  有一套角色是這樣的
[00:10:02.440 --> 00:10:04.800]  那些人是漢奸、賣國賊
[00:10:04.800 --> 00:10:09.040]  對,很多人覺得瑞利當時是漢奸、賣國賊
[00:10:09.040 --> 00:10:12.400]  你幫我們欺壓我們的羅馬人打工,對不對?
[00:10:12.400 --> 00:10:14.040]  不單止是這樣
[00:10:14.040 --> 00:10:16.960]  他們會利用他們這個職位
[00:10:16.960 --> 00:10:20.400]  怎樣呢?他們收多了應該收的稅
[00:10:20.400 --> 00:10:23.320]  對,他們收多了應該收的稅的時候
[00:10:23.320 --> 00:10:24.960]  不是給羅馬政府,是給誰?
[00:10:24.960 --> 00:10:27.040]  給自己,對
[00:10:27.040 --> 00:10:29.360]  所以很多人不喜歡他們
[00:10:29.360 --> 00:10:31.440]  他們貪污腐敗,對不對?
[00:10:31.440 --> 00:10:34.000]  用我們現今的言語來講
[00:10:34.000 --> 00:10:37.200]  他是一個暴發官
[00:10:37.200 --> 00:10:38.640]  如果你從那個角度去看
[00:10:38.640 --> 00:10:42.280]  你會說,哇,那為甚麼會是這樣的呢?
[00:10:42.280 --> 00:10:44.400]  大家剛才只聽到Frances說
[00:10:44.400 --> 00:10:47.160]  說法利塞人是正面的,對嗎?
[00:10:47.160 --> 00:10:48.160]  其他人都說瑞利是正面的
[00:10:48.160 --> 00:10:50.560]  你們說那個漢奸、賣國賊是正面的
[00:10:50.560 --> 00:10:52.680]  對了,但是我們要看
[00:10:52.680 --> 00:10:54.760]  在這段聖經,為甚麼?
[00:10:54.760 --> 00:11:01.680]  為甚麼耶穌說這個瑞利比法利塞人賭算為二呢?
[00:11:01.680 --> 00:11:04.280]  我們就一於從這個比喻裡面
[00:11:04.280 --> 00:11:08.640]  我們去看看和學習三個很重要的功課,好不好?
[00:11:08.640 --> 00:11:10.600]  好了,我們今天去看第一個功課
[00:11:10.600 --> 00:11:15.160]  第一個功課是明白救恩不是靠自己
[00:11:15.160 --> 00:11:17.280]  如果我們去看這段聖經
[00:11:17.280 --> 00:11:18.920]  第十一節是這樣說的
[00:11:18.920 --> 00:11:23.480]  法利塞人站著自言自語地禱告說
[00:11:23.480 --> 00:11:25.520]  神啊,我感謝你
[00:11:25.520 --> 00:11:28.960]  我不像別人勒索不義奸淫
[00:11:28.960 --> 00:11:31.840]  也不像這個瑞利
[00:11:31.840 --> 00:11:34.880]  很多人就會因為看了他站著
[00:11:34.880 --> 00:11:37.480]  就覺得這個法利塞人驕傲,可以嗎?
[00:11:37.480 --> 00:11:40.960]  啊,他站著祈禱,所以他就驕傲了
[00:11:40.960 --> 00:11:43.040]  那祈禱應該在這裡
[00:11:43.040 --> 00:11:45.720]  但是我們不要太快去下定論旨
[00:11:45.720 --> 00:11:49.640]  因為很多時候其實我們祈禱都是站在這裡的
[00:11:49.640 --> 00:11:53.480]  如果一時間我帶敬拜的時候邀請大家祈禱
[00:11:53.480 --> 00:11:55.200]  大家都是站在這裡祈禱
[00:11:55.200 --> 00:11:58.400]  當時有一些禱告的時間
[00:11:58.400 --> 00:12:00.240]  他們確實是站在這裡祈禱的
[00:12:00.240 --> 00:12:02.560]  所以我們不要太快就跳進去說
[00:12:02.560 --> 00:12:05.120]  他站在這裡祈禱就是他驕傲
[00:12:05.120 --> 00:12:07.160]  但是有一件事我們看到他是驕傲的
[00:12:07.160 --> 00:12:08.720]  就是他的站位
[00:12:08.720 --> 00:12:11.240]  那你說不是,聖經沒有說他站在哪裡
[00:12:11.240 --> 00:12:15.400]  我們將他和瑞利去看就知道了
[00:12:15.400 --> 00:12:16.880]  因為為什麼呢?
[00:12:16.880 --> 00:12:18.720]  從第十三節那裡說
[00:12:18.720 --> 00:12:20.560]  瑞利是站得很後的
[00:12:20.560 --> 00:12:22.320]  是遠遠地站著
[00:12:22.320 --> 00:12:24.880]  那我們就要明白一下當時的聖殿是怎樣的
[00:12:24.880 --> 00:12:28.440]  當時聖殿有一個叫做以色列人院的
[00:12:28.440 --> 00:12:30.160]  以色列人院顧名思義
[00:12:30.160 --> 00:12:32.200]  就是以色列人才可以進去的
[00:12:32.200 --> 00:12:35.400]  那他們後面有一個叫做外邦人院
[00:12:35.400 --> 00:12:38.480]  就是其他不是以色列人就可以在那裡
[00:12:38.480 --> 00:12:41.200]  有些聖經學者認為那個法利塞人
[00:12:41.200 --> 00:12:45.760]  他是應該站在以色列院的正前方
[00:12:45.760 --> 00:12:46.440]  行不行?
[00:12:46.440 --> 00:12:48.080]  從他站的位置
[00:12:48.080 --> 00:12:51.360]  知道他覺得自己很行
[00:12:51.360 --> 00:12:57.400]  他覺得是他自己的行為去配得救恩
[00:12:57.400 --> 00:12:59.640]  那我想重申一件事
[00:12:59.640 --> 00:13:02.200]  就是這個法利塞人
[00:13:02.200 --> 00:13:06.520]  他的行為絕對是一個跟隨神的人
[00:13:06.520 --> 00:13:08.160]  應該有的行為來的
[00:13:08.160 --> 00:13:11.240]  所以他的問題不是他的行為
[00:13:11.240 --> 00:13:13.120]  他的問題是他的心
[00:13:13.120 --> 00:13:18.680]  因為他以為靠著他自己的行為去得著救恩
[00:13:18.680 --> 00:13:20.080]  這個是他的問題
[00:13:20.080 --> 00:13:23.240]  因為他以為救恩是靠自己
[00:13:23.240 --> 00:13:24.160]  不單止是這樣
[00:13:24.160 --> 00:13:27.320]  這個法利塞人更加覺得
[00:13:27.320 --> 00:13:30.320]  今天他有他自己的地位和成就
[00:13:30.320 --> 00:13:32.440]  是他自己得回來的
[00:13:32.440 --> 00:13:34.280]  我們都見過有些人是這樣
[00:13:34.280 --> 00:13:37.240]  有些人覺得他今天所擁有的
[00:13:37.240 --> 00:13:39.280]  是靠自己得回來的
[00:13:39.280 --> 00:13:40.840]  但是我們忘記了
[00:13:40.840 --> 00:13:43.400]  其實今天我們能夠得救
[00:13:43.400 --> 00:13:45.360]  今天我們所有的東西
[00:13:45.360 --> 00:13:48.200]  其實都是神的恩典
[00:13:48.200 --> 00:13:50.000]  我們一起讀這段聖經好不好
[00:13:50.000 --> 00:13:51.360]  1 2 3
[00:13:51.360 --> 00:13:54.720]  你要紀念耶和華你的神
[00:13:54.720 --> 00:13:58.960]  因為得貨財的力量是他給你的
[00:13:58.960 --> 00:14:00.800]  但是很多時候我們有一個錯覺
[00:14:00.800 --> 00:14:02.640]  我們覺得今天是我努力所以我有
[00:14:02.640 --> 00:14:03.880]  當然我們要努力
[00:14:03.880 --> 00:14:06.240]  今天我聰明所以我有
[00:14:06.240 --> 00:14:07.880]  今天我們不少人都聰明的
[00:14:07.880 --> 00:14:11.000]  但是你的聰明你的智慧其實是神給你的
[00:14:11.000 --> 00:14:13.560]  在舊約聖經特別是一個農業的社會
[00:14:13.560 --> 00:14:14.920]  他們更加明白
[00:14:14.920 --> 00:14:17.520]  因為他們很努力去耕田
[00:14:17.520 --> 00:14:20.640]  但是如果天氣不好
[00:14:20.640 --> 00:14:22.560]  他們是不會有收成的
[00:14:22.560 --> 00:14:24.120]  所以在舊約聖經上說的一件事
[00:14:24.120 --> 00:14:29.040]  就是感謝耶和華賜春雨和秋雨
[00:14:29.040 --> 00:14:30.480]  一個農夫多努力
[00:14:30.480 --> 00:14:32.760]  如果沒有雨他是不會有收成
[00:14:32.760 --> 00:14:36.120]  同樣今天我們可以很努力工作
[00:14:36.120 --> 00:14:38.120]  但是今天如果不是有恩典
[00:14:38.120 --> 00:14:41.240]  有神的勸告看顧
[00:14:41.240 --> 00:14:43.960]  我們不會得到我們今天所有的
[00:14:43.960 --> 00:14:46.840]  所以其實今天法理賽人的問題
[00:14:46.840 --> 00:14:49.600]  是他以為救恩是靠自己
[00:14:49.600 --> 00:14:52.840]  是他以為今天我得到的東西是靠我自己
[00:14:52.840 --> 00:14:56.120]  其實這件事很影響我們的信仰生命
[00:14:56.120 --> 00:14:57.400]  一會兒我會說
[00:14:57.400 --> 00:14:59.600]  在這裡說一下我的故事
[00:14:59.600 --> 00:15:04.080]  有一個女士有一天看到有一隻羊
[00:15:04.080 --> 00:15:07.480]  那隻羊被那些鐵線纏住
[00:15:07.480 --> 00:15:09.560]  於是這隻羊就拼命地在那裡掙扎
[00:15:09.560 --> 00:15:11.600]  很想牽開那些鐵線
[00:15:11.600 --> 00:15:15.000]  但是牠越掙扎那些鐵線就越綁得牠緊
[00:15:15.000 --> 00:15:18.000]  於是這個女人就走過去那隻羊
[00:15:18.000 --> 00:15:21.040]  但是走過去那隻羊是很掙扎很掙扎的
[00:15:21.040 --> 00:15:25.040]  於是她慢慢幫牠解開那些鐵線
[00:15:25.040 --> 00:15:26.560]  但是在這個解開的過程之下
[00:15:26.560 --> 00:15:29.360]  那隻羊依然是很想要嘗試跳走
[00:15:29.360 --> 00:15:35.960]  但是當那隻羊終於解開了那個鐵線
[00:15:35.960 --> 00:15:39.000]  你猜那隻羊的反應是怎樣呢?
[00:15:39.000 --> 00:15:41.000]  牠會不會轉頭謝謝那個女人呢?
[00:15:41.000 --> 00:15:42.360]  牠不會,是不是?
[00:15:42.360 --> 00:15:44.120]  牠拎開那些鐵線,然後怎樣呢?
[00:15:44.120 --> 00:15:47.000]  牠只會跳走了
[00:15:47.000 --> 00:15:48.120]  但是這個女人就說
[00:15:48.120 --> 00:15:51.640]  今天我們不要像這隻羊那樣
[00:15:51.640 --> 00:15:54.400]  今天我們很拼命地去做事
[00:15:54.400 --> 00:15:58.680]  讓我們知道今天我們需要神在我們生命裡面
[00:15:58.680 --> 00:16:00.400]  今天如果不是上帝
[00:16:00.400 --> 00:16:02.080]  我們不會有救恩
[00:16:02.080 --> 00:16:03.200]  而今天我們有的
[00:16:03.200 --> 00:16:04.920]  縱然我們生命都很努力的
[00:16:04.920 --> 00:16:09.680]  但是因為是神在我們生命的看顧和恩典
[00:16:09.680 --> 00:16:13.320]  法理創人的問題是因為他們以為靠自己
[00:16:13.320 --> 00:16:15.080]  法理創人的問題就是他覺得靠自己
[00:16:15.080 --> 00:16:16.160]  今天我得救靠自己
[00:16:16.160 --> 00:16:18.040]  我有今天的成就
[00:16:18.040 --> 00:16:21.800]  但是今天如果我們不懂得感恩的時候
[00:16:21.800 --> 00:16:24.640]  我們的生命出現了什麼問題呢?
[00:16:24.640 --> 00:16:27.160]  當我們不懂得感恩的時候
[00:16:27.160 --> 00:16:30.520]  其實我們未能夠傳言去領受
[00:16:30.520 --> 00:16:34.480]  和明白神的愛和恩典
[00:16:34.480 --> 00:16:37.160]  因為我們仍然覺得是靠我們自己
[00:16:37.160 --> 00:16:40.360]  今天如果我們不懂得感恩的時候
[00:16:40.360 --> 00:16:44.680]  其實我們更加不會明白跟隨耶穌的重要性
[00:16:44.680 --> 00:16:46.080]  我仍然覺得可以靠自己
[00:16:46.080 --> 00:16:47.680]  為什麼要靠耶穌呢?
[00:16:47.680 --> 00:16:51.480]  但是如果你知道今天救恩不是靠自己
[00:16:51.480 --> 00:16:52.920]  是靠耶穌
[00:16:52.920 --> 00:16:58.360]  你就會明白為什麼你生命去跟隨耶穌的重要性
[00:16:58.360 --> 00:17:01.880]  所以今天我也很想大家有一刻的反思
[00:17:01.880 --> 00:17:04.560]  如果在我們的在家小組
[00:17:04.560 --> 00:17:06.600]  我們就會有機會去分享這些
[00:17:06.600 --> 00:17:08.560]  不過今天因為這個是崇拜
[00:17:08.560 --> 00:17:09.800]  但是我也鼓勵大家
[00:17:09.800 --> 00:17:12.360]  你可以拍下這些分享的問題
[00:17:12.360 --> 00:17:16.320]  這些分享的問題很值得我們回去反思的
[00:17:16.320 --> 00:17:20.920]  究竟我們有沒有為我們生命的救恩
[00:17:20.920 --> 00:17:25.720]  和神在我們生命的恩典去感恩呢?
[00:17:25.720 --> 00:17:31.200]  究竟今天我們還有沒有跟別人分享我們的得救經歷呢?
[00:17:31.200 --> 00:17:32.920]  因為我們已經忘記了
[00:17:32.920 --> 00:17:36.400]  覺得今天是我靠著自己的行為
[00:17:36.400 --> 00:17:39.520]  其實今天我們能夠坐在教會
[00:17:39.520 --> 00:17:42.680]  今天我們能夠一起去敬拜
[00:17:42.680 --> 00:17:46.080]  今天我們一起去學習如何去跟隨神
[00:17:46.080 --> 00:17:47.800]  或者我們回到我們的小組
[00:17:47.800 --> 00:17:49.760]  原來今天我們有小組
[00:17:49.760 --> 00:17:52.160]  我們有弟兄姊妹跟我們同行
[00:17:52.160 --> 00:17:55.400]  其實這些全部是恩典
[00:17:55.400 --> 00:17:56.520]  所以我們要怎麼樣?
[00:17:56.520 --> 00:17:59.160]  有一個感恩的心
[00:17:59.160 --> 00:18:03.320]  如果你很久沒有跟別人分享過感恩的事
[00:18:03.320 --> 00:18:04.840]  我很想鼓勵你好不好?
[00:18:04.840 --> 00:18:06.200]  很想鼓勵你
[00:18:06.200 --> 00:18:09.040]  我們每天想一件感恩的事
[00:18:09.040 --> 00:18:10.640]  我們每天想一件感恩的事
[00:18:10.640 --> 00:18:12.880]  我們就跟身邊的人分享
[00:18:12.880 --> 00:18:16.440]  特別如果你身邊有未信耶穌的朋友
[00:18:16.440 --> 00:18:18.320]  我很相信你也可以跟他分享
[00:18:18.320 --> 00:18:21.280]  是神是怎樣進到你生命的裡面
[00:18:21.280 --> 00:18:23.600]  神是怎樣去找你
[00:18:23.600 --> 00:18:26.760]  並且讓你去得著這個永恆的生命
[00:18:26.760 --> 00:18:28.920]  就讓我們在感恩的裡面
[00:18:28.920 --> 00:18:31.360]  我們再一次回到我們知道
[00:18:31.360 --> 00:18:33.520]  是呀神 如果不是因為你
[00:18:33.520 --> 00:18:35.400]  我不能夠得著拯救
[00:18:35.400 --> 00:18:37.120]  而我們也回到我們生活裡面
[00:18:37.120 --> 00:18:40.480]  神啊 多謝你給我們每一個生命的供應
[00:18:40.480 --> 00:18:43.640]  多謝你給我們生活上面的恩典
