
[00:00:00.000 --> 00:00:12.000]  新的一年開始,我們要改變,從哪裡開始改變呢?
[00:04:04.000 --> 00:04:11.000]  耶穌在你旁邊說,你不要做舊皮帶。
[00:04:11.000 --> 00:04:14.000]  所以,耶穌在馬可福音講完之後,
[00:04:14.000 --> 00:04:16.000]  祂最後做了一個結論。
[00:04:16.000 --> 00:04:21.000]  祂起先講新布要縫在新衣服上面,
[00:04:21.000 --> 00:04:23.000]  然後新酒要放在新皮帶裡面。
[00:04:23.000 --> 00:04:26.000]  你就看見在最後祂的結論,
[00:04:26.000 --> 00:04:33.000]  二十二節祂說,唯把新酒裝在新皮帶裡面。
[00:04:33.000 --> 00:04:35.000]  新酒如果裝在舊皮帶,
[00:04:35.000 --> 00:04:39.000]  這個皮帶因為你知道為什麼嗎?
[00:04:39.000 --> 00:04:43.000]  因為這個新酒它還會再繼續的發酵。
[00:04:43.000 --> 00:04:46.000]  所以新酒不能夠裝在舊皮帶裡面,
[00:04:46.000 --> 00:04:49.000]  這個舊皮帶它沒有空氣了,它沒有彈性了,
[00:04:49.000 --> 00:04:53.000]  它如果再發酵就會使它破裂。
[00:04:53.000 --> 00:04:57.000]  所以耶穌講的這一個意思就是這樣子。
[00:04:57.000 --> 00:05:07.000]  那什麼是新皮帶?
[00:05:07.000 --> 00:05:11.000]  耶穌講說,這個應用在我們身上來講,
[00:05:11.000 --> 00:05:17.000]  什麼是新皮帶?
[00:05:17.000 --> 00:05:22.000]  新的皮帶它是有彈性的,
[00:05:22.000 --> 00:05:26.000]  它可以來盛裝新酒。
[00:05:26.000 --> 00:05:32.000]  新酒它可以說代表當時候
[00:05:32.000 --> 00:05:36.000]  耶穌所傳講的天國的信息,
[00:05:36.000 --> 00:05:41.000]  也可以說是舊約。
[00:05:41.000 --> 00:05:45.000]  新酒也代表是聖靈,
[00:05:45.000 --> 00:05:49.000]  所以聖靈它要裝在新的皮帶裡面,
[00:05:49.000 --> 00:05:53.000]  代表聖靈在我們身上的根性。
[00:05:53.000 --> 00:05:55.000]  從教會的角度來講,
[00:05:55.000 --> 00:06:00.000]  今天教會不是外在的裝潢禮拜堂有多漂亮,
[00:06:00.000 --> 00:06:04.000]  我們可以每一年把禮拜堂這邊修了這邊修了,
[00:06:04.000 --> 00:06:06.000]  外面油漆都弄得很好,
[00:06:06.000 --> 00:06:09.000]  但是我們可以是一個裡面
[00:06:09.000 --> 00:06:14.000]  還是在中古世紀的敬拜方式的一個教會。
[00:06:14.000 --> 00:06:17.000]  你懂我說的意思嗎?
[00:06:17.000 --> 00:06:25.000]  所以耶穌說新酒要裝在新皮帶裡面。
[00:06:25.000 --> 00:06:28.000]  所以我們看看當時候
[00:06:28.000 --> 00:06:31.000]  耶穌在講的時候就是這樣的一個情況,
[00:06:31.000 --> 00:06:34.000]  因為新酒還在發酵,
[00:06:34.000 --> 00:06:42.000]  所以它的舊皮帶它失去了彈性。
[00:06:42.000 --> 00:06:52.000]  新酒預表新的思維、新的生命、新約、聖靈。
[00:06:52.000 --> 00:06:56.000]  了解了這樣子之後,我們來看看
[00:06:56.000 --> 00:07:01.000]  其實在後面耶穌就舉了一個例子,
[00:07:01.000 --> 00:07:06.000]  講到安息日的問題。
[00:07:06.000 --> 00:07:10.000]  耶穌在這裡講到說安息日,
[00:07:10.000 --> 00:07:12.000]  耶穌從安息從那邊經過,
[00:07:12.000 --> 00:07:16.000]  然後他們門徒們肚子餓了,
[00:07:16.000 --> 00:07:21.000]  所以他們就掐了麥穗,有沒有?
[00:07:21.000 --> 00:07:24.000]  你經過麥田,然後看見那個麥子長熟了,
[00:07:24.000 --> 00:07:28.000]  所以肚子餓了怎麼樣?掐了麥穗,可不可以?
[00:07:28.000 --> 00:07:31.000]  可以嗎?可不可以?
[00:07:31.000 --> 00:07:34.000]  那這些法利生人看到怎麼說?
[00:07:34.000 --> 00:07:39.000]  他說看啊,他們在安息日為什麼做不可做的事呢?
[00:07:39.000 --> 00:07:47.000]  安息日不可做的事是什麼事,弟兄姊妹?
[00:07:47.000 --> 00:07:54.000]  在猶太人觀念來講,安息日是不可以工作的。
[00:07:54.000 --> 00:08:00.000]  按照他們的傳統,安息日有很多事情不可以做的。
[00:08:00.000 --> 00:08:13.000]  我們現在看看,它一共列出了39項。
[00:08:13.000 --> 00:08:18.000]  我很快地過去,不然的話,練完之後,我們聚會也結束了。
[00:08:18.000 --> 00:08:43.000]  你來看,種植、離根、收割、合捆、打鼓、撥羊、篩選、磨殼、篩殼、揉面、烘煮、剪裁、洗布、梳理、染色、紡紗、金紗。
[00:08:43.000 --> 00:08:59.000]  大家都沒聽過這什麼東西,編兩線圈、編布、剪斷、綁繩、解繩、縫合、撕開。
[00:08:59.000 --> 00:09:02.000]  到這邊就是24項。
[00:09:02.000 --> 00:09:15.000]  我們再來看,接下來,25項。
[00:09:15.000 --> 00:09:27.000]  捕捉動物、宰殺動物、剝皮、醃漬食物,不可以醃泡菜、磨光、畫記號、切割、書寫,也不要寫字。
[00:09:27.000 --> 00:09:34.000]  寫字安息也不可以了,插也不能插,寫錯了就不要插了,等到禮拜天才去插。
[00:09:34.000 --> 00:09:39.000]  建築,你家裡面水管壞了,不要去修它。
[00:09:39.000 --> 00:09:45.000]  拆除也不能拆東西,也不能滅火,家裡面燒火了,不能滅火,這麻煩了。
[00:09:45.000 --> 00:09:56.000]  也不可以生火,房屋失火了,也不可以救火,也不可以加工,所以泡麵不可以。
[00:09:56.000 --> 00:10:07.000]  將一個東西搬到另外一個地方去,這個也不行。
[00:10:07.000 --> 00:10:10.000]  好了,聽懂了沒?
[00:10:10.000 --> 00:10:14.000]  這麼多可能你都會覺得說,哇,太煩了吧!
[00:10:14.000 --> 00:10:19.000]  以色列人他們就是在遵守這些東西。
[00:10:19.000 --> 00:10:30.000]  因此,所以你知道,如果安息日你搬東西,這是犯了安息日的。
[00:10:30.000 --> 00:10:34.000]  那什麼叫搬東西呢?搬的重量有多少呢?
[00:10:34.000 --> 00:10:39.000]  超過兩顆乾無花果的重量,就是擔子。
[00:10:39.000 --> 00:10:45.000]  兩顆無花果,你如果看過無花果的話,兩顆無花果,而且是乾的。
[00:10:45.000 --> 00:10:50.000]  你搬兩顆無花果,你就是搬了不該搬的擔子。
[00:10:50.000 --> 00:10:52.000]  所以聽懂了沒?
[00:10:52.000 --> 00:10:56.000]  耶穌活在那一個時代,看見這些法利薩人咬文嚼字,
[00:10:56.000 --> 00:11:02.000]  把這些傳統的遺文歸條強加在人的身上,然後耶穌在安息日的時候,
[00:11:02.000 --> 00:11:07.000]  請記得他把那個羊救出來,那個法利薩人說什麼?
[00:11:07.000 --> 00:11:10.000]  說不可以。
[00:11:10.000 --> 00:11:13.000]  諸如此類的,律律加律律,典章加典章,
[00:11:13.000 --> 00:11:19.000]  許多的條條框框,就是當時候耶穌所責備的法利薩人,
[00:11:19.000 --> 00:11:24.000]  他們所要這些猶太教的信徒所遵守的。
[00:11:24.000 --> 00:11:27.000]  聽懂了沒?
[00:11:27.000 --> 00:11:36.000]  在講這個東西,你可能還沒有特別的感覺。
[00:11:36.000 --> 00:11:41.000]  你知道在他們猶太的規定裡面,
[00:11:41.000 --> 00:11:44.000]  聖經裡面不是有一句話講到說,
[00:11:44.000 --> 00:11:50.000]  不可以用母山羊的奶來煮羊羔嗎?
[00:11:50.000 --> 00:11:53.000]  記不記得?
[00:11:53.000 --> 00:11:55.000]  記不記得這一節聖經?
[00:11:55.000 --> 00:12:00.000]  所以猶太教他們的正統的經典叫Torah,
[00:12:00.000 --> 00:12:04.000]  他們就根據這一節聖經,
[00:12:04.000 --> 00:12:07.000]  他們就發展出了一個條文,
[00:12:07.000 --> 00:12:19.000]  也就是說不可以用羊奶或者牛奶來煮肉類的東西,
[00:12:19.000 --> 00:12:21.000]  根據這一節聖經。
[00:12:21.000 --> 00:12:24.000]  然後慢慢到後來就變成是,
[00:12:24.000 --> 00:12:29.000]  這個就是一個律法的規定了。
[00:12:29.000 --> 00:12:31.000]  可是聽懂了沒?
[00:12:31.000 --> 00:12:41.000]  請問不可以用母山羊羔的奶來煮羊羔是什麼意思你知道嗎?
[00:12:41.000 --> 00:12:43.000]  其實這一節聖經裡面,
[00:12:43.000 --> 00:12:47.000]  它原來的意思是因為當時候的異教徒,
[00:12:47.000 --> 00:12:54.000]  他們是用這樣子的方式來膜拜他們的偶像。
[00:12:54.000 --> 00:12:56.000]  所以上帝禁止他們這樣做,
[00:12:56.000 --> 00:13:01.000]  其實是要禁止他們學習這些人來膜拜偶像的方式,
[00:13:01.000 --> 00:13:03.000]  你懂這意思嗎?
[00:13:03.000 --> 00:13:06.000]  也就是說這一節聖經的精神意思就是說,
[00:13:06.000 --> 00:13:09.000]  你們不要去膜拜偶像,
[00:13:09.000 --> 00:13:13.000]  但是以色列人把它變成是一個條文,
[00:13:13.000 --> 00:13:15.000]  就變成是什麼?
[00:13:15.000 --> 00:13:23.000]  奶不能夠去跟肉類的調製在一起。
[00:13:23.000 --> 00:13:24.000]  諸如此類的,
[00:13:24.000 --> 00:13:27.000]  很多的事情在猶太人的規定裡面,
[00:13:27.000 --> 00:13:28.000]  很多的條文,
[00:13:28.000 --> 00:13:30.000]  丁水明心想說那跟我沒關係,
[00:13:30.000 --> 00:13:31.000]  因為那是猶太人,
[00:13:31.000 --> 00:13:32.000]  我也不是猶太人,
[00:13:32.000 --> 00:13:33.000]  我現在做了基督徒,
[00:13:33.000 --> 00:13:34.000]  我什麼都吃,
[00:13:34.000 --> 00:13:36.000]  是不是?
[00:13:36.000 --> 00:13:37.000]  丁水明,真的嗎?
[00:13:37.000 --> 00:13:43.000]  我們會不會也有同樣的類似的影響呢?
[00:13:43.000 --> 00:13:57.000]  在大衛剛才我們講的他掐麥穗的事情,
[00:13:57.000 --> 00:14:01.000]  請問安息日掐麥穗可不可以?
[00:14:01.000 --> 00:14:04.000]  按照剛才這樣子規定可不可以?
[00:14:04.000 --> 00:14:06.000]  不可以,是不是?
[00:14:06.000 --> 00:14:09.000]  因為安息日不可以做公道,
[00:14:09.000 --> 00:14:12.000]  但是耶穌怎麼回答他們?
[00:14:12.000 --> 00:14:14.000]  耶穌怎麼回答他們?
[00:14:14.000 --> 00:14:18.000]  耶穌就提到大衛當年的時候,
[00:14:18.000 --> 00:14:20.000]  帶著他的那些勇士,
[00:14:20.000 --> 00:14:24.000]  結果他們肚子餓的時候怎麼樣?
[00:14:24.000 --> 00:14:27.000]  他們也吃橙色的餅,
[00:14:27.000 --> 00:14:29.000]  耶穌就用這個來告訴他們,
[00:14:29.000 --> 00:14:31.000]  其實耶穌要表明就是說,
[00:14:31.000 --> 00:14:36.000]  大衛是王,對不對?
[00:14:36.000 --> 00:14:38.000]  但是耶穌基督呢?
[00:14:38.000 --> 00:14:41.000]  大衛預表將來的那個彌賽亞,
[00:14:41.000 --> 00:14:45.000]  耶穌他在講的,我就是那個彌賽亞。
[00:14:45.000 --> 00:14:50.000]  所以所有的這些東西,
[00:14:50.000 --> 00:14:53.000]  律法是我設立的,
[00:14:53.000 --> 00:14:56.000]  你怎麼現在用律法要我來遵守,
[00:14:56.000 --> 00:14:58.000]  你懂這意思嗎?
[00:14:58.000 --> 00:15:00.000]  同樣的,耶穌也讓他們看見,
[00:15:00.000 --> 00:15:05.000]  安息日是為人設立的,有沒有?
[00:15:05.000 --> 00:15:13.000]  耶穌說我就是安息日的主,對不對?
[00:15:13.000 --> 00:15:14.000]  所以我們很多時候,
[00:15:14.000 --> 00:15:16.000]  會不會在我們的信仰裡面,
[00:15:16.000 --> 00:15:17.000]  我們也是一樣,
[00:15:17.000 --> 00:15:22.000]  我們只抓住了這個條文,
[00:15:22.000 --> 00:15:23.000]  我們只抓住,
[00:15:23.000 --> 00:15:28.000]  甚至很可能我們現在還不是抓住聖經裡面的條文,
[00:15:28.000 --> 00:15:32.000]  而是抓住一些所謂教會的傳統的條文,
[00:15:32.000 --> 00:15:34.000]  或者我做基督徒,
[00:15:34.000 --> 00:15:37.000]  我去受過很多的不同的牧師的教導,
[00:15:37.000 --> 00:15:39.000]  我去過進行會,長老會等等,
[00:15:39.000 --> 00:15:42.000]  有他的一套的傳統,
[00:15:42.000 --> 00:15:45.000]  我們跟著這些傳統,
[00:15:45.000 --> 00:15:49.000]  而成為一個舊的痞來。
[00:15:49.000 --> 00:15:52.000]  在日本,
[00:15:52.000 --> 00:15:59.000]  有一個節目叫做「搶救貧窮大作戰」,
[00:15:59.000 --> 00:16:03.000]  這個節目也有中文的電視台,
[00:16:03.000 --> 00:16:06.000]  這個翻譯成中文。
[00:16:06.000 --> 00:16:08.000]  這個節目在講什麼呢?
[00:16:08.000 --> 00:16:11.000]  這個節目講的就是,
[00:16:11.000 --> 00:16:14.000]  他就是有一些做生意的小攤販,
[00:16:14.000 --> 00:16:16.000]  因為經營不下去,
[00:16:16.000 --> 00:16:18.000]  所以就寫信給這個節目求救,
[00:16:18.000 --> 00:16:21.000]  然後這個節目就派人去幫助他。
[00:16:21.000 --> 00:16:22.000]  比如說,
[00:16:22.000 --> 00:16:24.000]  在他裡面就講的一個故事,
[00:16:24.000 --> 00:16:26.000]  講到說有一個做拉麵的,
[00:16:26.000 --> 00:16:28.000]  你們知道日本人都會做拉麵,
[00:16:28.000 --> 00:16:31.000]  他們做拉麵的。
[00:16:31.000 --> 00:16:33.000]  這個拉麵的老闆就跟節目說,
[00:16:33.000 --> 00:16:36.000]  他說我的生意越來越不好,
[00:16:36.000 --> 00:16:39.000]  那麼這個主持人就問他說,
[00:16:39.000 --> 00:16:42.000]  你做的拉麵好不好吃啊?
[00:16:42.000 --> 00:16:48.000]  那你猜這個老闆怎麼回答?
[00:16:48.000 --> 00:16:49.000]  老闆說,
[00:16:49.000 --> 00:16:53.000]  我做的拉麵非常好吃。
[00:16:53.000 --> 00:16:54.000]  於是,
[00:16:54.000 --> 00:16:59.000]  這個主持人就跑到他賣麵的地方去,
[00:16:59.000 --> 00:17:02.000]  就隨機的就在這個路上找了二十個人,
[00:17:02.000 --> 00:17:05.000]  來他們這個麵館吃拉麵。
[00:17:05.000 --> 00:17:06.000]  那這二十人吃完之後,
[00:17:06.000 --> 00:17:08.000]  然後他就給他們做了評估,
[00:17:08.000 --> 00:17:09.000]  請他們評估說,
[00:17:09.000 --> 00:17:12.000]  如果你叫你再來吃的話,
[00:17:12.000 --> 00:17:14.000]  你還會不會再來?
[00:17:14.000 --> 00:17:19.000]  結果你猜有幾個人說他會再回來?
[00:17:19.000 --> 00:17:20.000]  只有一個。
[00:17:20.000 --> 00:17:25.000]  其他十九個都說他再也不會回來了。
[00:17:25.000 --> 00:17:26.000]  好了,
[00:17:26.000 --> 00:17:29.000]  那老闆不是說他做的拉麵很好吃嗎?
[00:17:29.000 --> 00:17:32.000]  那怎麼吃的人說他不要再回來了?
[00:17:32.000 --> 00:17:33.000]  問題出在哪裡?
[00:17:33.000 --> 00:17:39.000]  所以這個主持人就再次問這個老闆,
[00:17:39.000 --> 00:17:40.000]  他就問這個老闆,
[00:17:40.000 --> 00:17:41.000]  他說老闆,
[00:17:41.000 --> 00:17:45.000]  你做的拉麵真的好吃嗎?
[00:17:45.000 --> 00:17:47.000]  他還是斬釘截鐵的說,
[00:17:47.000 --> 00:17:49.000]  真的好吃啊!
[00:17:49.000 --> 00:17:54.000]  我從小看我媽媽煮拉麵,
[00:17:54.000 --> 00:17:57.000]  我從小吃我的媽媽吃她的拉麵,
[00:17:57.000 --> 00:18:00.000]  我覺得那是日本最好的拉麵,
[00:18:00.000 --> 00:18:04.000]  所以我學的就是她教我的。
[00:18:04.000 --> 00:18:06.000]  你們發現這個關鍵在哪裡?
[00:18:06.000 --> 00:18:10.000]  問題在哪裡?
[00:18:10.000 --> 00:18:12.000]  是他媽媽,
[00:18:12.000 --> 00:18:13.000]  也不能怪他媽媽,
[00:18:13.000 --> 00:18:17.000]  他媽媽是跟他媽媽學的,
[00:18:17.000 --> 00:18:21.000]  他媽媽的媽媽又是跟他媽媽的媽媽的媽媽學的,
[00:18:21.000 --> 00:18:23.000]  所以他們家一直這樣傳統接下來,
[00:18:23.000 --> 00:18:27.000]  所以這個兒子認為說他媽媽做的,
[00:18:27.000 --> 00:18:33.000]  他們這個家裡面所做的就是最好吃的。
[00:18:33.000 --> 00:18:38.000]  所以你知道為什麼這個店生意不好了嗎?
[00:18:38.000 --> 00:18:45.000]  最後這個主持人就告訴他說,
[00:18:45.000 --> 00:18:49.000]  他說你要改變,
[00:18:49.000 --> 00:18:52.000]  所以就幫助他去改變等等這些,
[00:18:52.000 --> 00:18:54.000]  那我就後話不說了,
[00:18:54.000 --> 00:18:57.000]  可是這一個拉麵老闆,
[00:18:57.000 --> 00:18:59.000]  他的問題就是,
[00:18:59.000 --> 00:19:05.000]  他以為他所做的拉麵就是最好的,
[00:19:05.000 --> 00:19:08.000]  所以他守著那他以為最好的,
[00:19:08.000 --> 00:19:12.000]  一直做下去,一直做下去。
[00:19:12.000 --> 00:19:13.000]  親愛的觀眾朋友,
[00:19:13.000 --> 00:19:15.000]  會不會在我們的思維裡面,
[00:19:15.000 --> 00:19:17.000]  也有這一些東西,
[00:19:17.000 --> 00:19:18.000]  我們覺得是最好的,
[00:19:18.000 --> 00:19:22.000]  我們覺得這個東西是不能夠改變的,
[00:19:22.000 --> 00:19:24.000]  可是它確實是攔阻我們成長,
[00:19:24.000 --> 00:19:31.000]  攔阻我們進步的,有沒有?
[00:19:31.000 --> 00:19:35.000]  沒有的話,舉個手。
[00:19:35.000 --> 00:19:36.000]  還好沒有人舉手,
[00:19:36.000 --> 00:19:40.000]  不然我們要特別為你禱告。
[00:19:40.000 --> 00:19:46.000]  就是耶穌提到舊的皮帶,
[00:19:46.000 --> 00:19:52.000]  耶穌提到這個新酒要裝在新的皮帶裡面,
[00:19:52.000 --> 00:19:56.000]  這個新酒就是在預表著兩個方面,
[00:19:56.000 --> 00:19:58.000]  我今天就講兩點,
[00:19:58.000 --> 00:20:00.000]  新酒第一個,
[00:20:00.000 --> 00:20:04.000]  它代表的是一個新的思維,
[00:20:04.000 --> 00:20:12.000]  新酒第二個,代表的是聖靈的工作。
[00:20:12.000 --> 00:20:16.000]  那我們首先來看,
[00:20:16.000 --> 00:20:19.000]  現在這個新酒跟新皮帶,
[00:20:19.000 --> 00:20:20.000]  一個是舊的,一個是新的,
[00:20:20.000 --> 00:20:22.000]  這個不能喝,是不是?
[00:20:22.000 --> 00:20:27.000]  所以新酒必須要放在新皮帶裡面,
[00:20:27.000 --> 00:20:30.000]  這個人大家都認識嗎?
[00:20:30.000 --> 00:20:38.000]  這個人認識嗎?
[00:20:38.000 --> 00:20:40.000]  拜託我問大家一下,
[00:20:40.000 --> 00:20:42.000]  請問大家,現在在我們當中,
[00:20:42.000 --> 00:20:47.000]  有沒有你沒有用智慧手機的,
[00:20:47.000 --> 00:20:50.000]  不一定iPhone,三星的或者華碩的,
[00:20:50.000 --> 00:20:54.000]  不是華碩,華為的都可以,好不好?
[00:20:54.000 --> 00:20:59.000]  你沒有在用智慧手機的,請舉一下手。
[00:20:59.000 --> 00:21:02.000]  一個,榮華。
[00:21:02.000 --> 00:21:06.000]  大家如果需要奉獻的話。
[00:21:06.000 --> 00:21:08.000]  還有沒有?
[00:21:08.000 --> 00:21:11.000]  只有一個,不可能吧?
[00:21:11.000 --> 00:21:15.000]  還有嗎?
[00:21:15.000 --> 00:21:17.000]  不敢舉手,沒關係啊,
[00:21:17.000 --> 00:21:29.000]  我不是要害你的。
[00:21:29.000 --> 00:21:31.000]  丟死美你知道,
[00:21:31.000 --> 00:21:34.000]  當Steve Jobs
[00:21:34.000 --> 00:21:37.000]  他推出第一代的iPhone的時候,
[00:21:37.000 --> 00:21:40.000]  他說了一段話,
[00:21:40.000 --> 00:21:46.000]  他說蘋果重新定義了手機,
[00:21:46.000 --> 00:21:48.000]  手機在過去我最早的時候,
[00:21:48.000 --> 00:21:50.000]  特別我到國內去的時候,
[00:21:50.000 --> 00:21:54.000]  我常常用的一個Nokia,還記得嗎?
[00:21:54.000 --> 00:21:58.000]  還要把它這樣蓋子打開的,
[00:21:58.000 --> 00:22:01.000]  然後發簡訊,那個字又小,
[00:22:01.000 --> 00:22:04.000]  然後ABC是一個鍵,有沒有?
[00:22:04.000 --> 00:22:07.000]  然後DEF是一個鍵,
[00:22:07.000 --> 00:22:12.000]  所以你按半天,
[00:22:12.000 --> 00:22:14.000]  好不容易打出了一個訊息,
[00:22:14.000 --> 00:22:17.000]  然後發出去,是不是?
[00:22:17.000 --> 00:22:20.000]  那個年代,你怎麼能想像說,
[00:22:20.000 --> 00:22:23.000]  當大家還在用那個東西的時候,
[00:22:23.000 --> 00:22:25.000]  突然這個Steve Jobs
[00:22:25.000 --> 00:22:29.000]  他推出了第一代的iPhone,
[00:22:29.000 --> 00:22:30.000]  他為什麼這樣說?
[00:22:30.000 --> 00:22:34.000]  他為什麼說蘋果定義了這個手機呢?
[00:22:34.000 --> 00:22:36.000]  他說iPhone領先了
[00:22:36.000 --> 00:22:38.000]  其他手機五年的時間,
[00:22:38.000 --> 00:22:39.000]  我們可以甩掉滑鼠,
[00:22:39.000 --> 00:22:41.000]  只要手指,看到沒有?
[00:22:41.000 --> 00:22:43.000]  所以今天你只要手指,
[00:22:43.000 --> 00:22:48.000]  所以我們說滑手機,有沒有?
[00:22:48.000 --> 00:22:50.000]  不管你喜不喜歡Smartphone,
[00:22:50.000 --> 00:22:52.000]  不管你喜不喜歡iPhone,
[00:22:52.000 --> 00:22:54.000]  我今天不是在推銷iPhone,
[00:22:54.000 --> 00:22:56.000]  他也不需要我推銷,
[00:22:56.000 --> 00:23:04.000]  他現在的銷售量已經超過了十二億台的手機,
[00:23:04.000 --> 00:23:07.000]  那丟著唄,我要說的就是說,
[00:23:07.000 --> 00:23:10.000]  Steve Jobs這個人,
[00:23:10.000 --> 00:23:13.000]  不單單是開創了蘋果公司,
[00:23:13.000 --> 00:23:16.000]  到今天他仍然是一個上市公司,
[00:23:16.000 --> 00:23:23.000]  全世界上市公司一個非常可以走頂尖的,
[00:23:23.000 --> 00:23:28.000]  什麼使得蘋果公司能夠成為這樣子?
[00:23:28.000 --> 00:23:33.000]  是因為一個新的idea,有沒有?
[00:23:33.000 --> 00:23:38.000]  丟著唄,外面的世界在進步,
[00:23:38.000 --> 00:23:40.000]  可是很多時候,
[00:23:40.000 --> 00:23:45.000]  教會還是守著十八世紀,
[00:23:45.000 --> 00:23:48.000]  十七世紀的傳統,
[00:23:48.000 --> 00:23:52.000]  有的教會為了講台放在哪個地方,
[00:23:52.000 --> 00:23:59.000]  只是會吵得面紅脖子粗,
[00:23:59.000 --> 00:24:04.000]  還有的教會為了到底應該是唱傳統詩歌,
[00:24:04.000 --> 00:24:06.000]  還是唱現代詩歌,
[00:24:06.000 --> 00:24:09.000]  還在那邊爭論不休,
[00:24:09.000 --> 00:24:15.000]  到底敬拜的時候應該舉手還是不要舉手,
[00:24:15.000 --> 00:24:17.000]  可不可以拍手?
[00:24:17.000 --> 00:24:20.000]  My goodness,什麼時代了?
[00:24:20.000 --> 00:24:29.000]  年輕人,你到外面去參加張學友的演唱會,
[00:24:29.000 --> 00:24:32.000]  有沒有參加過的?
[00:24:32.000 --> 00:24:36.000]  或者是參加過周杰倫的?
[00:24:36.000 --> 00:24:38.000]  有沒有參加過?
[00:24:38.000 --> 00:24:41.000]  我現在都不知道還有哪一些了。
[00:24:41.000 --> 00:24:44.000]  我記得有一次我看到電視上面,
[00:24:44.000 --> 00:24:46.000]  不知道是哪一個歌星,
[00:24:46.000 --> 00:24:48.000]  下面那些年輕的孩子們,
[00:24:48.000 --> 00:24:56.000]  去看見拿了個螢光棒,
[00:24:56.000 --> 00:24:58.000]  那你看美國人更厲害了,
[00:24:58.000 --> 00:25:00.000]  美國的演唱會的時候,
[00:25:00.000 --> 00:25:04.000]  下面在那個地方怎麼樣?
