
[00:00:00.000 --> 00:00:03.600]  感謝神 我想就像劉牧師所講的
[00:15:55.200 --> 00:15:56.700]  在工作當中
[00:15:56.700 --> 00:16:00.300]  老闆跟員工彼此的承諾越強
[00:16:00.300 --> 00:16:03.600]  最後出來的表現就越卓越
[00:16:03.600 --> 00:16:06.000]  在困境當中
[00:16:06.000 --> 00:16:07.000]  你與神關係
[00:16:07.000 --> 00:16:10.300]  你與神的那個承諾越強
[00:16:10.300 --> 00:16:13.600]  你的力量就越大
[00:16:13.600 --> 00:16:17.400]  所以有多少基督徒誤解了神的計劃
[00:16:17.400 --> 00:16:18.500]  有些人以爲說
[00:16:18.500 --> 00:16:22.100]  神的計劃就是讓我們快樂
[00:16:22.100 --> 00:16:25.400]  所以我們求遠離痛苦
[00:16:25.400 --> 00:16:29.400]  但是快樂很快就過去了
[00:16:29.400 --> 00:16:33.800]  快樂不會產生力量
[00:16:33.800 --> 00:16:36.000]  我們對神的承諾
[00:16:36.000 --> 00:16:38.800]  對大使命的承諾
[00:16:38.800 --> 00:16:45.100]  那個纔是我們生命力量的真正泉源
[00:16:45.100 --> 00:16:46.200]  但遺憾的是
[00:16:46.200 --> 00:16:48.800]  今天的基督徒對神的承諾
[00:16:48.800 --> 00:16:51.900]  越來越低 越來越低
[00:16:51.900 --> 00:16:53.400]  統計數字告訴我們說
[00:16:53.400 --> 00:16:56.400]  教會的影響力正在下降
[00:16:56.400 --> 00:17:00.500]  在過去十年世界人口持續增長
[00:17:00.500 --> 00:17:06.800]  但是各地教會的出席率卻在滑落
[00:17:06.800 --> 00:17:11.400]  我們今天所看到大多數的教會增長
[00:17:11.400 --> 00:17:16.800]  不過是信徒從一間教會轉到另外一間教會
[00:17:16.800 --> 00:17:20.200]  許多的基督徒這周去這一家
[00:17:20.200 --> 00:17:22.800]  下週去那一家
[00:17:22.800 --> 00:17:28.200]  他們只是幫不同的教會增加每週的出席人數
[00:17:28.200 --> 00:17:33.400]  卻沒有真正委身任何的教會
[00:17:33.400 --> 00:17:36.800]  更令人擔憂的是有多少教會的焦點
[00:17:36.800 --> 00:17:42.000]  只是在服務那些生活幽默的基督徒
[00:17:42.000 --> 00:17:47.800]  而不是在慰德之名當中去搶救失喪的靈魂呢
[00:17:47.800 --> 00:17:53.100]  我要直言今天的世界充滿了星巴克式的教會
[00:17:53.100 --> 00:17:57.600]  爲了滿足主靈消費者的需求
[00:17:57.600 --> 00:17:59.600]  教會不斷地絞盡腦汁
[00:17:59.600 --> 00:18:03.000]  讓基督徒感覺極度舒適
[00:18:03.000 --> 00:18:07.200]  想想看以前點咖啡多簡單啊
[00:18:07.200 --> 00:18:11.600]  服務生只會問熱的冷的
[00:18:11.600 --> 00:18:14.400]  而今天你走進星巴克
[00:18:14.400 --> 00:18:20.400]  你面對的是成千上萬種口味跟客製化的選擇
[00:18:20.400 --> 00:18:24.400]  這種客製化選擇的消費心態
[00:18:24.400 --> 00:18:30.400]  不知不覺已經全面滲透進入教會
[00:18:30.400 --> 00:18:37.400]  很多人說我可以自由地選擇符合自己口味的敬拜風格
[00:18:37.400 --> 00:18:41.600]  傳統的鄉村的現代的搖滾
[00:18:41.600 --> 00:18:45.800]  牧師好像成了鼠鄰咖啡師
[00:18:45.800 --> 00:18:49.600]  按照你的喜好來分發鼠鄰產品
[00:18:49.600 --> 00:18:51.600]  你對今天這篇講報不滿意
[00:18:51.600 --> 00:18:52.800]  沒關係
[00:18:52.800 --> 00:18:57.100]  下禮拜有另外一個牧師來符合你的標準
[00:18:57.100 --> 00:19:03.300]  在星巴克式的教會我們不太在乎信徒是否真正成長跟承諾
[00:19:03.300 --> 00:19:07.200]  我們只關心顧客是否滿意
[00:19:07.200 --> 00:19:10.300]  因爲一旦不開心的顧客沒有得到想要的
[00:19:10.300 --> 00:19:14.900]  他們隨時可以開車去另外一間教會
[00:19:14.900 --> 00:19:17.800]  而星巴克式的教會
[00:19:17.800 --> 00:19:23.000]  最後只會製造出那些來了聽了走了的基督徒
[00:19:23.000 --> 00:19:28.300]  我稱呼他們叫Dry through Christian
[00:19:28.300 --> 00:19:30.700]  德來素基督徒
[00:19:30.700 --> 00:19:32.800]  但我要告訴你
[00:19:32.800 --> 00:19:36.000]  耶穌不要星巴克式的教會
[00:19:36.000 --> 00:19:39.600]  耶穌不要德來素基督徒
[00:19:39.600 --> 00:19:43.800]  在基督耶穌的教會里面信徒不是主
[00:19:43.800 --> 00:19:46.300]  我不是主你不是主
[00:19:46.300 --> 00:19:48.800]  耶穌基督纔是主
[00:19:48.800 --> 00:19:52.500]  在基督的教會里面不推崇選擇
[00:19:52.500 --> 00:19:56.400]  在基督的教會里面推崇的是承諾
[00:19:56.400 --> 00:20:01.000]  弟兄姊妹我們都曾經承諾活出基督的樣式
[00:20:01.000 --> 00:20:03.400]  我們都承諾跟隨耶穌
[00:20:03.400 --> 00:20:08.400]  我們都承諾過要宣揚基督的福音
[00:20:08.400 --> 00:20:12.900]  如今那個承諾在哪裏
[00:20:12.900 --> 00:20:18.700]  基督的信仰不是我們可以挑三揀四隨意取捨的
[00:20:18.700 --> 00:20:22.800]  相反基督的信仰是我們交出自己的主權
[00:20:22.800 --> 00:20:25.400]  跟隨耶穌走出門
[00:20:25.400 --> 00:20:29.600]  履行那影響世界的承諾
[00:20:29.600 --> 00:20:31.400]  弟兄姊妹
[00:20:31.400 --> 00:20:37.000]  雖然我們被呼召在生活方式上與世界分別
[00:20:37.000 --> 00:20:44.600]  但是我們絕對不能與那些需要被我們影響的靈魂分開
[00:20:44.600 --> 00:20:46.800]  請看看我們的靈社
[00:20:46.800 --> 00:20:48.900]  我們的同事我們的朋友
[00:20:48.900 --> 00:20:52.000]  今天耶穌的聲音清晰的告訴我們
[00:20:52.000 --> 00:20:56.300]  我希望我子民所在的地方是在外面
[00:20:56.300 --> 00:20:58.700]  那纔是行動的地方
[00:20:58.700 --> 00:21:01.700]  那纔是我想讓你們專注的地方
[00:21:01.700 --> 00:21:05.500]  當你們來到教堂得到慰養跟力量
[00:21:05.500 --> 00:21:10.300]  那是爲了讓你回到世界當中
[00:21:10.300 --> 00:21:16.100]  回到那些需要遇見耶穌的人羣當中
[00:21:16.100 --> 00:21:20.600]  當我們願意勇敢的走出耶穌爲我們敞開的門
[00:21:20.600 --> 00:21:24.800]  我們願意帶着基督的真理去面對世界
[00:21:24.800 --> 00:21:28.400]  我們自身的力量雖然微小
[00:21:28.400 --> 00:21:31.300]  雖然環境充滿攔阻
[00:21:31.300 --> 00:21:34.900]  但我們必仍舊站立
[00:21:34.900 --> 00:21:39.500]  我們會喜樂的發現原來軟弱的我們
[00:21:39.500 --> 00:21:44.300]  還能夠繼續爲主發揮影響力
[00:21:44.300 --> 00:21:46.300]  Charlie Kirk
[00:21:46.300 --> 00:21:51.500]  在18歲的時候創辦了Turning Point USA
[00:21:51.500 --> 00:21:54.400]  當時他沒有錢 沒有人脈
[00:21:54.400 --> 00:21:57.400]  他放棄大學的學業
[00:21:57.400 --> 00:22:00.300]  許多人認爲他過於理想化
[00:22:00.300 --> 00:22:02.900]  他不可能在政治跟大學校園
[00:22:02.900 --> 00:22:06.600]  這個複雜的領域當中取得成功
[00:22:06.600 --> 00:22:10.100]  但是他沒有被這些聲音定義
[00:22:10.100 --> 00:22:12.800]  他相信自己的使命
[00:22:12.800 --> 00:22:15.700]  他堅持不懈地在大學校園當中
[00:22:15.700 --> 00:22:18.700]  舉辦活動與人辯論
[00:22:18.700 --> 00:22:20.900]  他最著名的話 他說
[00:22:20.900 --> 00:22:23.200]  我希望人們能記得我
[00:22:23.200 --> 00:22:26.900]  是因爲我對信仰的勇氣
[00:22:26.900 --> 00:22:29.700]  這是最重要的事情
[00:22:29.700 --> 00:22:32.700]  而我最喜歡他的一句話
[00:22:32.700 --> 00:22:34.900]  是他宣告說
[00:22:34.900 --> 00:22:37.700]  我什麼都不是
[00:22:37.700 --> 00:22:43.400]  沒有耶穌 我什麼都不是
[00:22:43.400 --> 00:22:48.200]  他的故事就像飛拉鐵飛教會的寫照
