
[00:00:00.000 --> 00:00:06.400]  隨著年紀開始來到去愈來愈增長
[00:02:26.000 --> 00:02:28.040]  影響著我們
[00:02:28.040 --> 00:02:29.600]  一些好的經驗
[00:02:29.600 --> 00:02:32.800]  會促使我們更加開放 更加信任
[00:02:32.800 --> 00:02:34.000]  我們生命更加健康
[00:02:34.000 --> 00:02:34.960]  好像我們有需要的時候
[00:02:34.960 --> 00:02:36.720]  我們會想起一些弟兄
[00:02:36.720 --> 00:02:40.720]  他告訴我們 為我們祈禱
[00:02:40.720 --> 00:02:41.800]  我們以前團計的時候
[00:02:41.800 --> 00:02:42.600]  我們會唱一首歌
[00:02:42.600 --> 00:02:45.600]  有人在為你禱告
[00:02:45.600 --> 00:02:47.200]  不知道有沒有人唱過
[00:02:47.200 --> 00:02:49.720]  沒有啊 一首很老的歌
[00:02:49.720 --> 00:02:50.680]  有人在為你祈禱
[00:02:50.680 --> 00:02:53.000]  當你很孤獨的時候
[00:02:53.000 --> 00:02:56.880]  想起有人在為你祈禱
[00:02:56.880 --> 00:02:58.640]  可能有些人不在你身邊
[00:02:58.640 --> 00:03:01.000]  如果問的話 可能已經很久沒見了
[00:03:01.000 --> 00:03:03.240]  但是你會知道 你會相信一樣東西
[00:03:03.240 --> 00:03:04.640]  會想起一樣東西
[00:03:04.640 --> 00:03:06.600]  你會相信
[00:03:06.600 --> 00:03:08.120]  你不是孤單
[00:03:08.120 --> 00:03:11.480]  有人在為你祈禱
[00:03:11.480 --> 00:03:14.320]  但是一些創傷性的記憶
[00:03:14.320 --> 00:03:17.840]  使我們裡面卻是留了一些陰影
[00:03:17.840 --> 00:03:19.720]  好像我小朋友的時候
[00:03:19.720 --> 00:03:20.720]  不知道是不是我自己白染
[00:03:20.720 --> 00:03:22.240]  去撩人家
[00:03:22.240 --> 00:03:25.360]  我是被狗咬過
[00:03:25.360 --> 00:03:28.040]  打了很多支破傷風針
[00:03:28.040 --> 00:03:29.840]  不知道是不是因為小朋友的眼界
[00:03:29.840 --> 00:03:35.440]  看上去那支針是這麼大的
[00:03:35.440 --> 00:03:37.640]  但是縱然今天我的研究很喜歡狗
[00:03:37.640 --> 00:03:41.360]  特別是那些過激的
[00:03:41.360 --> 00:03:43.560]  但是我也研究很怕
[00:03:43.560 --> 00:03:48.880]  我相信他們會突然間咬人
[00:03:48.880 --> 00:03:50.760]  可能有人告訴我不是
[00:03:50.760 --> 00:03:57.240]  有沒有突然間會啃魚骨
[00:03:57.240 --> 00:04:00.360]  要放在碗裡剁剁剁剁
[00:04:00.360 --> 00:04:02.160]  剁下來
[00:04:02.160 --> 00:04:04.040]  有沒有去到要進醫院
[00:04:04.040 --> 00:04:07.480]  醫生用鉗子鉗出來
[00:04:07.480 --> 00:04:10.720]  如果當我們有這樣的經驗的時候
[00:04:10.720 --> 00:04:15.960]  我們一吃魚就會想起這件事
[00:04:15.960 --> 00:04:18.120]  我們不敢再大大大大咬
[00:04:18.120 --> 00:04:20.000]  可能會像外國人一樣
[00:04:20.000 --> 00:04:22.040]  吃龍舌
[00:04:22.040 --> 00:04:24.200]  就不會有骨了
[00:04:24.200 --> 00:04:26.040]  我們會想起
[00:04:26.040 --> 00:04:27.600]  我們會有感覺
[00:04:27.600 --> 00:04:29.040]  會懼怕
[00:04:29.040 --> 00:04:34.240]  或者我們會相信某些東西
[00:04:34.240 --> 00:04:35.640]  或者我們游水的時候
[00:04:35.640 --> 00:04:37.880]  浸過的時候
[00:04:37.880 --> 00:04:39.080]  當然是死不了
[00:04:39.080 --> 00:04:40.600]  浸過的時候我們會覺得
[00:04:40.600 --> 00:04:43.200]  開始怕水
[00:04:43.200 --> 00:04:44.720]  在成長路上
[00:04:44.720 --> 00:04:47.800]  假若我們得不到肯定
[00:04:47.800 --> 00:04:50.320]  我們會相信努力表現自己
[00:04:50.320 --> 00:04:53.480]  才能夠取悅於人
[00:04:53.480 --> 00:04:57.000]  假若更加我們被好朋友出賣的時候
[00:04:57.000 --> 00:05:02.200]  我們會不再相信真正的友誼
[00:05:02.200 --> 00:05:04.200]  或者信任
[00:05:04.200 --> 00:05:07.040]  我們只相信弱肉強食
[00:05:07.040 --> 00:05:14.320]  和適者生存的森林定律
[00:05:14.320 --> 00:05:18.600]  或者我們曾經求援沒有人幫助的時候
[00:05:18.600 --> 00:05:22.000]  我們想起我們就會相信
[00:05:22.000 --> 00:05:25.240]  自己才能夠幫助自己
[00:05:25.240 --> 00:05:29.960]  不再需要別人的幫助
[00:05:29.960 --> 00:05:31.800]  當你想起
[00:05:31.800 --> 00:05:33.400]  你會相信甚麼
[00:05:33.400 --> 00:05:34.840]  你會想起甚麼
[00:05:34.840 --> 00:05:36.560]  你會相信甚麼
[00:05:36.560 --> 00:05:39.520]  你會不相信甚麼
[00:05:39.520 --> 00:05:40.200]  說到出賣
[00:05:40.200 --> 00:05:42.560]  除了耶穌被門徒出賣之外
[00:05:42.560 --> 00:05:44.000]  在聖經裡面還有一個故事
[00:05:44.000 --> 00:05:46.560]  就是約瑟被十個哥哥出賣
[00:05:46.560 --> 00:05:50.080]  賣到埃及的記載
[00:05:50.080 --> 00:05:50.880]  在當日
[00:05:50.880 --> 00:05:52.440]  在之後
[00:05:52.440 --> 00:05:54.280]  在大饑荒的時候
[00:05:54.280 --> 00:05:58.000]  約瑟已經是埃及的宰相
[00:05:58.000 --> 00:06:00.440]  這班哥哥已經不認得約瑟了
[00:06:00.440 --> 00:06:03.360]  他們來到約瑟的面前求糧
[00:06:03.360 --> 00:06:05.280]  求生
[00:06:05.280 --> 00:06:06.760]  約瑟看著他們
[00:06:06.760 --> 00:06:09.280]  他就想起過去的事情
[00:06:09.280 --> 00:06:09.920]  聖經說
[00:06:09.920 --> 00:06:12.800]  約瑟想起從前所做的那兩個夢
[00:06:12.800 --> 00:06:14.280]  記得是甚麼夢嗎
[00:06:14.280 --> 00:06:15.920]  就是一班兄弟
[00:06:15.920 --> 00:06:20.360]  好像和菌一樣敬拜他
[00:06:20.360 --> 00:06:22.800]  第二個夢就是日月星秀
[00:06:22.800 --> 00:06:30.320]  太陽月亮和星秀都敬拜他
[00:06:30.320 --> 00:06:33.600]  約瑟想起這兩個夢
[00:06:33.600 --> 00:06:35.600]  他想起這兩個夢
[00:06:35.600 --> 00:06:37.680]  他會感覺到
[00:06:37.680 --> 00:06:40.520]  今天竟然來到成真
[00:06:40.520 --> 00:06:45.400]  我的哥哥跪在我面前求糧
[00:06:45.400 --> 00:06:48.440]  又想起他們曾經出賣過自己
[00:06:48.440 --> 00:06:52.240]  他相信他們認舊是不懷好意
[00:06:52.240 --> 00:06:57.000]  吩咐了一些人扣押了他的哥哥
[00:06:57.000 --> 00:06:58.600]  但原來我們做壞事的時候
[00:06:58.600 --> 00:06:59.760]  我們都會想起
[00:06:59.760 --> 00:07:01.320]  我們都會相信
[00:07:01.320 --> 00:07:03.720]  這班哥哥被扣押在監牢的時候
[00:07:03.720 --> 00:07:05.200]  他們就彼此埋怨
[00:07:05.200 --> 00:07:05.800]  他說
[00:07:05.800 --> 00:07:08.360]  我們在弟弟身上實在犯了罪
[00:07:08.360 --> 00:07:09.760]  他哀求我們的時候
[00:07:09.760 --> 00:07:13.080]  我們看見他的痛苦卻不肯聽
[00:07:13.080 --> 00:07:15.800]  所以這場苦難留不到我們
[00:07:15.800 --> 00:07:16.520]  這班犯罪的人
[00:07:16.520 --> 00:07:19.320]  他們立時想起自己的罪
[00:07:19.320 --> 00:07:21.160]  他們相信這是甚麼
[00:07:21.160 --> 00:07:23.960]  是一個流血的
[00:07:23.960 --> 00:07:26.760]  當我們來看一看主耶穌的門徒
[00:07:26.760 --> 00:07:29.000]  頂尖我們有沒有類似的信念
[00:07:29.000 --> 00:07:30.320]  就是當我們想起某些的時候
[00:07:30.320 --> 00:07:33.320]  我們就會相信某些事情
[00:07:33.320 --> 00:07:38.120]  或者不相信某些事情
[00:07:38.120 --> 00:07:41.280]  當我們來看一看主耶穌的門徒
[00:07:41.280 --> 00:07:45.160]  當主耶穌的門徒被釘在十字架上的時候
[00:07:45.160 --> 00:07:46.640]  他們被恐懼籠罩
[00:07:46.640 --> 00:07:48.040]  他們懼怕猶太人
[00:07:48.040 --> 00:07:50.360]  他們門都關了
[00:07:50.360 --> 00:07:51.720]  他們會想起甚麼
[00:07:51.720 --> 00:07:52.520]  他們會想起
[00:07:52.520 --> 00:07:54.400]  他們會相信甚麼
[00:07:54.400 --> 00:07:55.800]  他說我甚麼都沒有了
[00:07:55.800 --> 00:07:57.960]  我的信心怎樣去重建
[00:07:57.960 --> 00:07:58.680]  他們想起的就是
[00:07:58.680 --> 00:08:00.400]  過去耶穌怎樣和他們一起的時候
[00:08:00.400 --> 00:08:02.720]  但今天一切都沒有了
[00:08:02.720 --> 00:08:03.320]  一切的毀壞
[00:08:03.320 --> 00:08:09.720]  我還能夠相信甚麼呢
[00:08:09.720 --> 00:08:12.760]  想起 相信
[00:08:12.760 --> 00:08:15.640]  這班門徒的信心
[00:08:15.640 --> 00:08:18.280]  應該怎樣來再一次的建立
[00:08:18.280 --> 00:08:19.880]  原來想起相信
[00:08:19.880 --> 00:08:23.360]  和我們靈命的成長是有莫大的關連
[00:08:23.360 --> 00:08:24.880]  所以其實我們
[00:08:24.880 --> 00:08:27.000]  說到聖靈在門徒身上工作的時候
[00:08:27.000 --> 00:08:29.000]  我們常常會說到
[00:08:29.000 --> 00:08:31.440]  他是安慰師 保衛師
[00:08:31.440 --> 00:08:36.800]  安慰師 保衛師和我們一起
[00:08:36.800 --> 00:08:38.080]  但裡面耶穌也提過
[00:08:38.080 --> 00:08:39.360]  他是一個甚麼
[00:08:39.360 --> 00:08:44.240]  叫我們想起耶穌所說的話
[00:08:44.240 --> 00:08:46.040]  我們今天看一看
[00:08:46.040 --> 00:08:47.440]  約翰福音第二章
[00:08:47.440 --> 00:08:54.600]  第十三節至到第二十二節
[00:08:54.600 --> 00:08:55.600]  我們先讀兩節
[00:08:55.600 --> 00:08:58.720]  十三 十四節請聽我讀出
[00:08:58.720 --> 00:09:00.400]  猶太人的禦節近了
[00:09:00.400 --> 00:09:02.600]  耶穌上耶路撒冷去
[00:09:02.600 --> 00:09:06.280]  他看見聖殿裡有賣牛羊和甲子的
[00:09:06.280 --> 00:09:10.000]  還有兌換銀錢的人坐著
[00:09:10.000 --> 00:09:13.360]  這個耶穌基督
[00:09:13.360 --> 00:09:17.280]  上到耶路撒冷這個潔淨聖殿的記載
[00:09:17.280 --> 00:09:20.440]  我們見到四月風輸的油
[00:09:20.440 --> 00:09:22.760]  當我們去研究的時候會發覺
[00:09:22.760 --> 00:09:28.200]  馬太 馬可 盧加都將這個記載放在耶穌最後七天的侍奉裡面
[00:09:28.200 --> 00:09:30.760]  就在這個受難州
[00:09:30.760 --> 00:09:33.720]  但約翰福音卻是放得很前
[00:09:33.720 --> 00:09:36.120]  就在耶穌基督第一個的神蹟
[00:09:36.120 --> 00:09:38.840]  將水變走之後
[00:09:38.840 --> 00:09:44.840]  就見到耶穌在第三節來到耶路撒冷上面
[00:09:44.840 --> 00:09:49.040]  究竟耶穌基督有多少次潔淨聖殿呢
[00:09:49.040 --> 00:09:51.200]  學者都沒有一致的答案
[00:09:51.200 --> 00:09:54.680]  但在這裡我們見到有一個很獨特的地方
[00:09:54.680 --> 00:09:57.480]  是其他三個福音書沒有的
[00:09:57.480 --> 00:10:02.480]  就是記不記得耶穌受審的時候有人指控他一件事
[00:10:02.480 --> 00:10:05.720]  這個人說他要拆毀聖殿
[00:10:05.720 --> 00:10:08.360]  所以他褻瀆了聖殿
[00:10:08.360 --> 00:10:12.160]  但其他三個福音書你找不到耶穌在哪裡說過一句這樣的話
[00:10:12.160 --> 00:10:16.120]  但約翰就記在這一處
[00:10:16.120 --> 00:10:23.200]  在一會兒我們會看的第十九二十節那裡
[00:10:23.200 --> 00:10:25.520]  耶穌沒有說我要拆毀聖殿
[00:10:25.520 --> 00:10:28.160]  耶穌說的是你們拆毀聖殿
[00:10:28.160 --> 00:10:32.800]  我三天內要把它重建
[00:10:32.800 --> 00:10:34.200]  如果我們看回這個經文你會發覺
[00:10:34.200 --> 00:10:38.520]  咦為什麼這個聖殿會有什麼兌換銀錢
[00:10:38.520 --> 00:10:43.720]  會有牛羊甲子這些東西呢
[00:10:43.720 --> 00:10:48.360]  這些買賣的地方
[00:10:48.360 --> 00:10:50.360]  擺在了外邦人院的地方
[00:10:50.360 --> 00:10:52.680]  是給外邦人敬拜的地方
[00:10:52.680 --> 00:10:56.560]  而那些生畜牛羊甲子是給院路而來的人
[00:10:56.560 --> 00:11:00.920]  他們不需要在自己本鄉本城在路上帶過來
[00:11:00.920 --> 00:11:05.720]  他們只要去到利路撒冷城外就可以買
[00:11:05.720 --> 00:11:08.040]  就好像我們去掃墓的時候
[00:11:08.040 --> 00:11:10.440]  我們不一定要去街市買靈花
[00:11:10.440 --> 00:11:15.440]  在一些墳場門口有很多人已經買了靈花
[00:11:15.440 --> 00:11:18.280]  大概是這樣的一個用意
[00:11:18.280 --> 00:11:21.400]  另外一兌換銀錢的
[00:11:21.400 --> 00:11:25.040]  就是那些人帶著不同的貨幣來到的時候
[00:11:25.040 --> 00:11:30.600]  可以在那裡兌換到聖殿所能夠接納的推廊的銀幣
[00:11:30.600 --> 00:11:32.800]  因為當時二十歲過外的男丁
[00:11:32.800 --> 00:11:37.440]  就要給聖殿稅
[00:11:37.440 --> 00:11:40.240]  所以為什麼就是因為耶穌基督見到很多這樣的人
[00:11:40.240 --> 00:11:42.360]  在那裡做買賣
[00:11:42.360 --> 00:11:43.320]  耶穌做什麼呢?
[00:11:43.320 --> 00:11:45.600]  我們看第十五至第十七節
[00:11:45.600 --> 00:11:46.720]  我們一起讀
[00:11:46.720 --> 00:11:49.000]  十五至第十七節
[00:11:49.000 --> 00:11:52.160]  耶穌就拿繩子做成鞭子
[00:11:52.160 --> 00:11:56.000]  把所有的包括牛羊都趕出聖殿
[00:11:56.000 --> 00:11:58.880]  倒出兌換銀錢之人的銀錢
[00:11:58.880 --> 00:12:00.880]  推翻他們的桌子
[00:12:00.880 --> 00:12:02.680]  有對賣甲子的說
[00:12:02.680 --> 00:12:04.640]  把這些東西拿走
[00:12:04.640 --> 00:12:08.120]  不要把我父的殿當作買賣的地方
[00:12:08.120 --> 00:12:10.960]  看見門徒就想起經上記著
[00:12:10.960 --> 00:12:13.240]  我為你的殿心裡焦急
[00:12:13.240 --> 00:12:15.200]  如同火燒
[00:12:15.200 --> 00:12:20.440]  看見門徒開始想起
[00:12:20.440 --> 00:12:26.960]  究竟他在那裡立刻想起了第69篇大衛詩篇
[00:12:26.960 --> 00:12:33.960]  還是約翰描述他們之後去揣摩的時候記起
[00:12:33.960 --> 00:12:36.520]  這裡沒有很清楚去說
[00:12:36.520 --> 00:12:41.520]  但約翰在這裡讓我們預視到大衛
[00:12:41.520 --> 00:12:43.720]  因為第69篇是大衛所寫的
[00:12:43.720 --> 00:12:48.200]  大衛的後裔耶穌將來必有的一件事情
[00:12:48.200 --> 00:12:49.480]  跟這個殿有關
[00:12:49.480 --> 00:12:53.560]  跟這個殿對殿那一份的焦急有關
[00:12:53.560 --> 00:12:56.360]  就是他要成為真正的殿
[00:12:56.360 --> 00:12:59.800]  而過程他就要受死
[00:12:59.800 --> 00:13:03.840]  這個預見就好像七十四譯本
[00:13:03.840 --> 00:13:06.400]  舊約的希臘文版本所說的
[00:13:06.400 --> 00:13:07.920]  將剛才那句
[00:13:07.920 --> 00:13:10.200]  我為你的殿心裡焦急如同火燒
[00:13:10.200 --> 00:13:12.880]  翻譯成為將來式
[00:13:12.880 --> 00:13:14.920]  就是說為你的殿
[00:13:14.920 --> 00:13:17.080]  這種熱心
[00:13:17.080 --> 00:13:20.280]  將要把我消滅了
[00:13:20.280 --> 00:13:25.440]  耶穌潔淨聖殿是追求一種純潔的敬拜
[00:13:25.440 --> 00:13:27.640]  但按照廈文22節的時候
[00:13:27.640 --> 00:13:31.720]  當時門徒應該只是一種聯想
[00:13:31.720 --> 00:13:32.720]  他們見到耶穌
[00:13:32.720 --> 00:13:33.840]  哇 今天這麼火啊
[00:13:33.840 --> 00:13:35.320]  平時很溫敏的
[00:13:35.320 --> 00:13:38.080]  平時小孩有抱有親
[00:13:38.080 --> 00:13:39.720]  什麼人來到你都不拒絕
[00:13:39.720 --> 00:13:40.880]  但今天你竟然說
[00:13:40.880 --> 00:13:43.200]  拿起繩子就趕牛羊
[00:13:43.200 --> 00:13:45.200]  趕所有人走
[00:13:45.200 --> 00:13:50.240]  他們聯想到耶穌對純淨敬拜那種熱情
[00:13:50.240 --> 00:13:51.480]  那種passion
[00:13:51.480 --> 00:13:53.520]  那種要求
[00:13:53.520 --> 00:13:56.400]  但他們在那處讀不明白
[00:13:56.400 --> 00:13:57.960]  耶穌所說的
[00:13:57.960 --> 00:14:01.200]  是要將他自己的生命擺上
[00:14:01.200 --> 00:14:03.800]  成為真正的殿
[00:14:03.800 --> 00:14:07.480]  是神人真正相遇的地方
[00:14:07.480 --> 00:14:10.960]  我們看看那些官長見到耶穌的激烈行動
[00:14:10.960 --> 00:14:12.240]  他們有什麼回應
[00:14:12.240 --> 00:14:14.160]  第18節
[00:14:14.160 --> 00:14:16.000]  因此猶太人問他
[00:14:16.000 --> 00:14:18.200]  你能顯什麼神跡給我們看
[00:14:18.200 --> 00:14:21.960]  表明你可以做這件事呢
[00:14:21.960 --> 00:14:26.840]  猶太人的官長沒有立刻叫保安來
[00:14:26.840 --> 00:14:28.880]  他們會質問耶穌
[00:14:28.880 --> 00:14:30.640]  哇 你這樣做
[00:14:30.640 --> 00:14:34.000]  請你展示你的權力
[00:14:34.000 --> 00:14:36.040]  因為他們背後有一個理念
[00:14:36.040 --> 00:14:37.560]  因為聖殿是屬於神
[00:14:37.560 --> 00:14:39.680]  代表神的人
[00:14:39.680 --> 00:14:41.320]  所以要結正聖殿
[00:14:41.320 --> 00:14:45.720]  就應該由神或屬於神的人去做
[00:14:45.720 --> 00:14:47.280]  或是先知
[00:14:47.280 --> 00:14:49.440]  只有行神跡的人
[00:14:49.440 --> 00:14:52.120]  就是屬於神的人
[00:14:52.120 --> 00:14:53.760]  所以他們要求耶穌
[00:14:53.760 --> 00:14:55.640]  OK 你要這樣做
[00:14:55.640 --> 00:15:00.560]  請你拿出你的pass
[00:15:00.560 --> 00:15:01.840]  權柄的證明
[00:15:01.840 --> 00:15:05.600]  就是要行神跡
[00:15:05.600 --> 00:15:07.720]  他們要行神跡
[00:15:07.720 --> 00:15:08.480]  耶穌
[00:15:08.480 --> 00:15:09.800]  我們一會兒看到第19節的回應
[00:15:09.800 --> 00:15:10.560]  他說
[00:15:10.560 --> 00:15:14.040]  我要給你一個最大的神跡
[00:15:14.040 --> 00:15:16.680]  就是我三天死後復活
[00:15:16.680 --> 00:15:18.960]  但是當時耶穌沒有這樣說
[00:15:18.960 --> 00:15:20.040]  他說
[00:15:20.040 --> 00:15:21.960]  你們拆毀這殿
[00:15:21.960 --> 00:15:26.760]  我三天要將它重建起來
[00:15:26.760 --> 00:15:28.840]  猶太人在這裡不明白耶穌所說的
[00:15:28.840 --> 00:15:31.560]  但是他們竟然求神跡
[00:15:31.560 --> 00:15:33.760]  但是最大的神跡給他們看的時候
[00:15:33.760 --> 00:15:35.040]  他們卻不明白
[00:15:35.040 --> 00:15:38.680]  但是在這個記載的前面和後面
[00:15:38.680 --> 00:15:41.880]  我們見到約翰很有心思
[00:15:41.880 --> 00:15:45.440]  在前面的以水變酒的時候
[00:15:45.440 --> 00:15:47.520]  這群人見到以水變酒的神跡
[00:15:47.520 --> 00:15:49.280]  門徒就承認
[00:15:49.280 --> 00:15:50.360]  見了
[00:15:50.360 --> 00:15:52.280]  基督顯明他的榮耀
[00:15:52.280 --> 00:15:55.760]  那些門徒就相信了他的名
[00:15:55.760 --> 00:15:58.280]  而在這個結正聖殿的記載之後
[00:15:58.280 --> 00:16:00.000]  約翰也記載了
[00:16:00.000 --> 00:16:01.840]  他說在整個禮儀節期間
[00:16:01.840 --> 00:16:05.160]  有很多人見到耶穌的神跡
[00:16:05.160 --> 00:16:08.160]  他們便信了耶穌的名
[00:16:08.160 --> 00:16:12.000]  唯獨是這群猶太人的官長
[00:16:12.000 --> 00:16:14.800]  他們求耶穌的神跡
[00:16:14.800 --> 00:16:16.960]  但是將最大的神跡給他們的時候
[00:16:16.960 --> 00:16:18.520]  他們卻不明白
[00:16:18.520 --> 00:16:22.600]  耶穌所說的這個說話
[00:16:22.600 --> 00:16:25.360]  我們看看第20節
[00:16:25.360 --> 00:16:26.200]  如剛才所說
[00:16:26.200 --> 00:16:27.760]  耶穌回答他們說
[00:16:27.760 --> 00:16:29.400]  你們拆毀這殿
[00:16:29.400 --> 00:16:32.600]  我三天內要把它重建
[00:16:32.600 --> 00:16:33.840]  猶太人說
[00:16:33.840 --> 00:16:36.640]  這殿做了46年
[00:16:36.640 --> 00:16:39.840]  你們三天內就能重建嗎?
[00:16:39.840 --> 00:16:42.520]  耶穌究竟在說什麼呢?
[00:16:42.520 --> 00:16:44.880]  他的意思是你們污穢了聖殿
[00:16:44.880 --> 00:16:48.560]  你們破壞了真正的純正的敬拜
[00:16:48.560 --> 00:16:51.880]  所以你們這樣拆毀了這個殿
[00:16:51.880 --> 00:16:52.800]  然而
[00:16:52.800 --> 00:16:58.880]  我三天內必要把它再一次建立起來
[00:16:58.880 --> 00:17:01.640]  讓我們在這裡所描述的
[00:17:01.640 --> 00:17:03.480]  三天內要
[00:17:03.480 --> 00:17:07.240]  描述的耶穌基督的潔淨聖殿的行動
[00:17:07.240 --> 00:17:11.800]  我們見到可以連繫在一個預言的角度
[00:17:11.800 --> 00:17:17.200]  是和末後耶穌的彌臨有關
[00:17:17.200 --> 00:17:19.520]  在聖經裡面舊約最後兩卷
[00:17:19.520 --> 00:17:21.840]  撒加利亞書和馬拉基書
[00:17:21.840 --> 00:17:26.760]  都寫了當日耶穌基督
[00:17:26.760 --> 00:17:29.880]  潔淨聖殿一個這樣的則寫
[00:17:29.880 --> 00:17:30.880]  撒加利亞書說
[00:17:30.880 --> 00:17:33.280]  當那日萬軍的耶和華的殿中
[00:17:33.280 --> 00:17:35.800]  必不再有買賣的人
[00:17:35.800 --> 00:17:39.160]  而馬拉基書第一節和第三節都說
[00:17:39.160 --> 00:17:41.560]  你們所尋求的主必忽然來到他的殿
[00:17:41.560 --> 00:17:44.240]  就好像耶穌一上到耶路撒冷的時候
[00:17:44.240 --> 00:17:47.280]  在殿裡面做潔淨的工作
[00:17:47.280 --> 00:17:49.600]  他必在下唸證銀子的人
[00:17:49.600 --> 00:17:51.840]  必列證利微人
[00:17:51.840 --> 00:17:53.920]  就是管理敬拜的人
[00:17:53.920 --> 00:17:56.200]  他們誣衊他們好像金人一樣
[00:17:56.200 --> 00:17:59.040]  他們就要憑公義見公物
[00:17:59.040 --> 00:18:00.360]  給耶和華
[00:18:00.360 --> 00:18:04.680]  所以耶穌基督這個潔淨聖殿的行動
[00:18:04.680 --> 00:18:06.320]  在舊約聖經裡面
[00:18:06.320 --> 00:18:10.440]  隱隱若現地已經預告了
[00:18:10.440 --> 00:18:17.000]  更加也預告了他的壽死
[00:18:17.000 --> 00:18:19.840]  我們再看二十一和二十二節
[00:18:19.840 --> 00:18:23.520]  但耶穌所說的殿是指他的身體
[00:18:23.520 --> 00:18:26.800]  所以他從死人中復活以後
[00:18:26.800 --> 00:18:31.840]  門徒想起他曾說過這事
[00:18:31.840 --> 00:18:36.080]  就信了聖經和耶穌所說的話
[00:18:36.080 --> 00:18:39.280]  門徒在那一刻
[00:18:39.280 --> 00:18:42.760]  他不能夠理解耶穌的行動
[00:18:42.760 --> 00:18:45.040]  他覺得耶穌
[00:18:45.040 --> 00:18:48.880]  很火 很有passion
[00:18:48.880 --> 00:18:50.400]  他不能夠理解
[00:18:50.400 --> 00:18:53.320]  耶穌所說的三日重見
[00:18:53.320 --> 00:18:55.960]  究竟在說什麼
[00:18:55.960 --> 00:19:00.440]  當耶穌基督復活之後
[00:19:00.440 --> 00:19:03.200]  門徒再一次想起這件事
[00:19:03.200 --> 00:19:07.240]  約翰斯基再說
[00:19:07.240 --> 00:19:09.440]  他們就想起
[00:19:09.440 --> 00:19:11.840]  然後就相信
[00:19:11.840 --> 00:19:18.080]  一會兒我們會再講這個經文
[00:19:18.080 --> 00:19:18.840]  所以有一節他說
[00:19:18.840 --> 00:19:22.240]  但耶穌所說的殿是指他的身體
[00:19:22.240 --> 00:19:25.400]  我們看到官長的回答是
[00:19:25.400 --> 00:19:27.320]  這個殿是四十六年
[00:19:27.320 --> 00:19:31.000]  由大希律十八年開始建造到現在
[00:19:31.000 --> 00:19:33.560]  剛剛裝修好
[00:19:33.560 --> 00:19:35.840]  你說三日內重見
[00:19:35.840 --> 00:19:37.040]  哪有這樣的可能
[00:19:37.040 --> 00:19:38.040]  他們不知道
[00:19:38.040 --> 00:19:40.560]  耶穌真正的意義
[00:19:40.560 --> 00:19:43.040]  因為他們眼光的定徵是在物質
[00:19:43.040 --> 00:19:49.920]  和在這些聖殿自己的榮耀那處
