
[00:00:00.000 --> 00:00:01.400]  從前的目者
[00:02:52.560 --> 00:02:53.480]  那些士師
[00:02:53.480 --> 00:02:56.440]  他們可以任意將自己的女兒獻為祭
[00:02:56.440 --> 00:02:59.400]  又或者不理會自己妾的生死
[00:02:59.400 --> 00:03:01.120]  當面對危險的時候
[00:03:01.120 --> 00:03:04.640]  寧願將自己的妾交出去任人輪姦的男士
[00:03:04.640 --> 00:03:06.440]  和一位女子
[00:03:06.440 --> 00:03:08.040]  因為在當時社會裏面
[00:03:08.040 --> 00:03:13.200]  無權無勢、無夫無子的寡婦來相比
[00:03:13.200 --> 00:03:15.760]  這個寡婦對神那份信心
[00:03:15.760 --> 00:03:17.720]  比起當時更多的大男人
[00:03:17.720 --> 00:03:20.600]  顯得更加蒙神的欣賞和熱鬧
[00:03:20.600 --> 00:03:22.680]  顯得更加的美麗
[00:03:22.680 --> 00:03:24.760]  今天我們看的是勞德
[00:03:24.760 --> 00:03:27.480]  這位投靠耶和華的女子
[00:03:27.480 --> 00:03:28.960]  她投靠耶和華
[00:03:28.960 --> 00:03:31.680]  結果滿滿得到神的賞賜
[00:03:31.680 --> 00:03:33.160]  所以我的講題是
[00:03:33.160 --> 00:03:35.760]  滿得賞賜的女子勞德
[00:03:35.760 --> 00:03:41.240]  讓我們一起安靜在神面前有禱告
[00:03:41.240 --> 00:03:43.200]  父親求你教導我們
[00:03:43.200 --> 00:03:46.200]  在我們心靈裏面教我們謙卑
[00:03:46.200 --> 00:03:47.800]  不要以為我們在神面前
[00:03:47.800 --> 00:03:49.320]  我們已經這麼強大
[00:03:49.320 --> 00:03:52.440]  我們懂得多少律法、多少聖經、多少真理
[00:03:52.440 --> 00:03:54.160]  或者我們天生是一個男性
[00:03:54.160 --> 00:03:56.720]  所以我們顯得特別有地位
[00:03:56.720 --> 00:03:57.880]  主教我們謙卑
[00:03:57.880 --> 00:03:59.200]  因為在你眼中
[00:03:59.200 --> 00:04:02.280]  原來真正有蒙你所血蠟
[00:04:02.280 --> 00:04:03.840]  在你面前美麗的
[00:04:03.840 --> 00:04:06.040]  是那些願意來投靠你
[00:04:06.040 --> 00:04:07.560]  選擇你的人
[00:04:07.560 --> 00:04:09.480]  教我們也來選擇你
[00:04:09.480 --> 00:04:10.960]  教我們跟從你
[00:04:10.960 --> 00:04:12.480]  教我們將我們生命
[00:04:12.480 --> 00:04:14.880]  我們心傳言的教給你
[00:04:14.880 --> 00:04:17.440]  奉耶穌基督命求
[00:04:17.440 --> 00:04:19.160]  勞德的一章一節說出了
[00:04:19.160 --> 00:04:20.920]  勞德故事的背景
[00:04:20.920 --> 00:04:23.200]  是史詩智利的時代
[00:04:23.200 --> 00:04:24.960]  所以說史詩記的系列
[00:04:24.960 --> 00:04:28.280]  不說勞德記其實是不對的
[00:04:28.280 --> 00:04:31.760]  在當時猶太之派裏面有了饑荒
[00:04:31.760 --> 00:04:33.240]  為了求生
[00:04:33.240 --> 00:04:36.680]  猶太伯利恆的一個人叫做以利米勒
[00:04:36.680 --> 00:04:38.640]  他和他的妻子拿娥米
[00:04:38.640 --> 00:04:41.640]  和兩個兒子馬倫和基連
[00:04:41.640 --> 00:04:44.000]  就決定出走海外
[00:04:44.000 --> 00:04:45.920]  移民到其他地方去
[00:04:45.920 --> 00:04:47.040]  他們選擇的地方就是
[00:04:47.040 --> 00:04:49.080]  到約旦河東的摩亞地
[00:04:49.080 --> 00:04:52.000]  希望在那裏可以闖出一條新路
[00:04:52.000 --> 00:04:54.400]  在那裏找到養生的食物
[00:04:54.400 --> 00:04:57.080]  其實摩亞地和猶太地
[00:04:57.080 --> 00:04:58.760]  相距不是很遙遠的
[00:04:58.760 --> 00:05:00.360]  如果你去到以色列的時候
[00:05:00.360 --> 00:05:02.760]  你在猶太地向死海那邊望過去
[00:05:02.760 --> 00:05:06.400]  死海的另一邊岸就是摩亞地
[00:05:06.400 --> 00:05:08.440]  換言之如果天氣好的日子
[00:05:08.440 --> 00:05:10.600]  兩岸可以彼此望得見
[00:05:10.600 --> 00:05:13.080]  所以如果移居那裏的話
[00:05:13.080 --> 00:05:14.800]  還可以在天氣好的日子望向那邊
[00:05:14.800 --> 00:05:18.240]  懷念一下自己的故鄉故土
[00:05:18.240 --> 00:05:20.400]  可以因此看見
[00:05:20.400 --> 00:05:22.280]  在伊利米勒的心裏面
[00:05:22.280 --> 00:05:24.280]  仍然存著故土
[00:05:24.280 --> 00:05:26.760]  總有希望可以回去的日子
[00:05:26.760 --> 00:05:28.320]  不過他沒有想到
[00:05:28.320 --> 00:05:29.960]  此行一去十年
[00:05:29.960 --> 00:05:31.880]  甚至他嚇死異鄉
[00:05:31.880 --> 00:05:34.520]  埋骨在其他地方的樹
[00:05:34.520 --> 00:05:35.880]  在摩亞地那裏
[00:05:35.880 --> 00:05:37.440]  伊利米勒的兩個兒子
[00:05:37.440 --> 00:05:41.200]  在死後先後娶了摩亞女子為妻
[00:05:41.200 --> 00:05:43.840]  大兒子娶了俄爾巴
[00:05:43.840 --> 00:05:45.960]  小兒子娶了盧德
[00:05:45.960 --> 00:05:47.800]  他們在那裏住了十年
[00:05:47.800 --> 00:05:49.080]  在摩亞地那裏
[00:05:49.080 --> 00:05:50.760]  伊利米勒死了
[00:05:50.760 --> 00:05:52.120]  馬倫死了
[00:05:52.120 --> 00:05:54.400]  甚至連基年都死了
[00:05:54.400 --> 00:05:58.080]  仍然活著的只有三個寡婦
[00:05:58.080 --> 00:05:59.880]  在古時候
[00:05:59.880 --> 00:06:03.800]  寡婦可以說是社會裏面最無助的一群
[00:06:03.800 --> 00:06:05.000]  沒有丈夫
[00:06:05.000 --> 00:06:07.320]  沒有可以投靠的兒子
[00:06:07.320 --> 00:06:09.360]  甚至連兒子都沒有
[00:06:09.360 --> 00:06:11.720]  那就可以說是甚麼都沒有了
[00:06:11.720 --> 00:06:13.480]  所以對拿昂米來說
[00:06:13.480 --> 00:06:14.960]  一切都失去
[00:06:14.960 --> 00:06:16.400]  失去了故土
[00:06:16.400 --> 00:06:17.680]  失去了丈夫
[00:06:17.680 --> 00:06:18.840]  失去了兒子
[00:06:18.840 --> 00:06:20.640]  而且不是失去了一個兒子
[00:06:20.640 --> 00:06:22.520]  是失去了所有的兒子
[00:06:22.520 --> 00:06:24.240]  兩個兒子都失去
[00:06:24.240 --> 00:06:25.800]  他唯一擁有的
[00:06:25.800 --> 00:06:28.080]  就是一切的不幸
[00:06:28.080 --> 00:06:29.600]  喪夫喪子
[00:06:29.600 --> 00:06:32.000]  使得拿昂米深深地感受到
[00:06:32.000 --> 00:06:34.440]  這是神對他的刑罰
[00:06:34.440 --> 00:06:35.640]  他深深地覺得
[00:06:35.640 --> 00:06:38.320]  生命是充滿著苦澀的
[00:06:38.320 --> 00:06:39.360]  對他來說
[00:06:39.360 --> 00:06:41.440]  他名字叫拿昂米
[00:06:41.440 --> 00:06:44.760]  曾經說原本的意思是甜的意思
[00:06:44.760 --> 00:06:46.120]  所以別人叫他的時候
[00:06:46.120 --> 00:06:48.960]  拿昂米 拿昂米 意思是甜的
[00:06:48.960 --> 00:06:50.720]  所以他的名字
[00:06:50.720 --> 00:06:53.040]  是充滿著父母親對他的期望
[00:06:53.040 --> 00:06:56.640]  他生命裏面充滿著甜味的事
[00:06:56.640 --> 00:06:57.960]  不過在這個時刻
[00:06:57.960 --> 00:07:00.640]  他寧願不放棄自己的名字
[00:07:00.640 --> 00:07:01.760]  他告訴別人
[00:07:01.760 --> 00:07:03.720]  你叫我馬拉
[00:07:03.720 --> 00:07:06.080]  馬拉的意思就是苦
[00:07:06.080 --> 00:07:08.400]  意思就是在心底裏面反映著
[00:07:08.400 --> 00:07:10.280]  他對自己生命的理解
[00:07:10.280 --> 00:07:11.800]  對自己生命的詮釋
[00:07:11.800 --> 00:07:14.960]  就在他生命裏面充滿著很多苦澀
[00:07:14.960 --> 00:07:19.880]  這些苦是沒辦法用言語來形容和描述的
[00:07:19.880 --> 00:07:22.040]  以前的人他們認為
[00:07:22.040 --> 00:07:25.120]  神是屬於某個地方 某個國家的
[00:07:25.120 --> 00:07:27.360]  某個神就管理著某個地方
[00:07:27.360 --> 00:07:28.320]  因為這樣的緣故
[00:07:28.320 --> 00:07:30.400]  當拿昂米離開猶大之後
[00:07:30.400 --> 00:07:32.920]  就意味著他離開了神
[00:07:32.920 --> 00:07:34.440]  他去到摩亞地的樹
[00:07:34.440 --> 00:07:37.080]  他就離開了他本來的神
[00:07:37.080 --> 00:07:38.400]  他父家的神
[00:07:38.400 --> 00:07:39.520]  因為這樣的緣故
[00:07:39.520 --> 00:07:41.360]  他就理解到
[00:07:41.360 --> 00:07:43.080]  當他離開了神之後
[00:07:43.080 --> 00:07:44.640]  他收了神的祝福
[00:07:44.640 --> 00:07:46.800]  所以苦難就由此而來
[00:07:46.800 --> 00:07:47.880]  而他離開了神
[00:07:47.880 --> 00:07:49.120]  亦因為這樣的緣故
[00:07:49.120 --> 00:07:51.320]  遭遇神的擊打
[00:07:51.320 --> 00:07:54.080]  後來當他有機會聽到消息
[00:07:54.080 --> 00:07:54.960]  這個消息就是
[00:07:54.960 --> 00:07:57.360]  猶大地的樹有糧食
[00:07:57.360 --> 00:07:59.920]  他的神眷顧他的百姓
[00:07:59.920 --> 00:08:02.800]  於是乎他下決心回去
[00:08:02.800 --> 00:08:05.800]  意味著他下決心回到他的國家那裏
[00:08:05.800 --> 00:08:06.720]  故土那裏
[00:08:06.720 --> 00:08:09.560]  也回到他的神的那裏
[00:08:09.560 --> 00:08:10.920]  在離別之前
[00:08:10.920 --> 00:08:13.080]  他叫了兩個家嫂來
[00:08:13.080 --> 00:08:16.240]  他苦了婆心地祝福這兩位年輕的家嫂
[00:08:16.240 --> 00:08:17.040]  提醒他們
[00:08:17.040 --> 00:08:18.440]  不如你們回去吧
[00:08:18.440 --> 00:08:20.120]  回到你們的娘家那裏
[00:08:20.120 --> 00:08:22.360]  再嫁給其他好男人
[00:08:22.360 --> 00:08:23.960]  因為你們還年輕
[00:08:23.960 --> 00:08:26.040]  還有可以再嫁人的機會
[00:08:26.040 --> 00:08:28.760]  何必耽誤了你們的前途呢?
[00:08:28.760 --> 00:08:29.840]  我都老了
[00:08:29.840 --> 00:08:31.520]  我一個人受罪就行了
[00:08:31.520 --> 00:08:33.160]  我回去就行了
[00:08:33.160 --> 00:08:34.240]  你們兩個
[00:08:34.240 --> 00:08:35.920]  回到你們的娘家那裏吧
[00:08:35.920 --> 00:08:38.440]  在那裏再嫁人
[00:08:38.440 --> 00:08:40.960]  這番話反映著這個婆婆
[00:08:40.960 --> 00:08:42.320]  對兩位的家嫂
[00:08:42.320 --> 00:08:43.960]  充滿著人情味
[00:08:43.960 --> 00:08:46.920]  再不像我們中國的語殘片裏面
[00:08:46.920 --> 00:08:48.880]  那些婆婆對待家嫂
[00:08:48.880 --> 00:08:50.320]  通常都虐待她
[00:08:50.320 --> 00:08:51.280]  欺負她
[00:08:51.280 --> 00:08:53.280]  家嫂都躲在背後
[00:08:53.280 --> 00:08:55.320]  婆婆在哭
[00:08:55.320 --> 00:08:56.800]  在這個場景裏面
[00:08:56.800 --> 00:08:58.440]  同樣充滿著眼淚
[00:08:58.440 --> 00:09:00.440]  不過不是傷心的眼淚
[00:09:00.440 --> 00:09:02.360]  不是被婆婆欺負的眼淚
[00:09:02.360 --> 00:09:04.280]  是離別的場景
[00:09:04.280 --> 00:09:06.440]  離別的場景充滿著眼淚
[00:09:06.440 --> 00:09:08.000]  第九節那一句說
[00:09:08.000 --> 00:09:09.640]  他們放聲而哭
[00:09:09.640 --> 00:09:11.480]  第十四節那一句也提到
[00:09:11.480 --> 00:09:14.040]  他們又放聲而哭
[00:09:14.040 --> 00:09:17.920]  大嫂終於決定回到自己的娘家那裏
[00:09:17.920 --> 00:09:19.240]  繼續在摩亞地那裏
[00:09:19.240 --> 00:09:21.280]  在自己的故鄉那裏生活
[00:09:21.280 --> 00:09:23.320]  二嫂路德就決定
[00:09:23.320 --> 00:09:26.600]  繼續跟從著她的婆婆蘭娥米
[00:09:26.600 --> 00:09:28.800]  雖然蘭娥米多次的吩咐她
[00:09:28.800 --> 00:09:29.880]  提醒她
[00:09:29.880 --> 00:09:33.560]  但她依然堅定地決心跟從她的婆婆
[00:09:33.560 --> 00:09:36.120]  剛才我們所讀的聖經十六、十七節那一句
[00:09:36.120 --> 00:09:38.960]  就是流露著路德這份決心
[00:09:38.960 --> 00:09:40.040]  他怎樣說呢?
[00:09:40.040 --> 00:09:42.280]  他說你去到哪裏我都去
[00:09:42.280 --> 00:09:45.360]  你的神就是我的神
[00:09:45.360 --> 00:09:46.640]  這份決心
[00:09:46.640 --> 00:09:49.440]  將他跟從婆婆那份決心
[00:09:49.440 --> 00:09:52.680]  對婆婆那份愛和孝順表達出來
[00:09:52.680 --> 00:09:53.720]  這份決心
[00:09:53.720 --> 00:09:55.720]  同樣將他對神的選擇
[00:09:55.720 --> 00:09:57.520]  清楚地表明出來
[00:09:57.520 --> 00:09:59.200]  他要選擇
[00:09:59.200 --> 00:10:01.360]  就是跟從他婆婆的神
[00:10:01.360 --> 00:10:02.640]  以色列的神
[00:10:02.640 --> 00:10:03.600]  這個選擇
[00:10:03.600 --> 00:10:05.120]  讓他整個人生
[00:10:05.120 --> 00:10:07.080]  有一個很不同的開始
[00:10:07.080 --> 00:10:10.480]  也讓他整個人生與眾不同
[00:10:10.480 --> 00:10:12.000]  如果將路德的選擇
[00:10:12.000 --> 00:10:13.800]  跟當時的士司
[00:10:13.800 --> 00:10:17.120]  和當時以色列百姓做比較的話
[00:10:17.120 --> 00:10:19.680]  我們看見的是一個強烈的對比
[00:10:19.680 --> 00:10:20.960]  當時的百姓
[00:10:20.960 --> 00:10:21.920]  雖然有律法
[00:10:21.920 --> 00:10:23.160]  是神的子民
[00:10:23.160 --> 00:10:25.160]  與神有立約的關係
[00:10:25.160 --> 00:10:27.600]  但是他們選擇迦蘭的神
[00:10:27.600 --> 00:10:30.440]  他們放棄了那位
[00:10:30.440 --> 00:10:32.360]  拯救他們的耶和華神
[00:10:32.360 --> 00:10:33.520]  但路德
[00:10:33.520 --> 00:10:35.640]  他出生在外邦、外族
[00:10:35.640 --> 00:10:37.840]  在異邦異教中成長
[00:10:37.840 --> 00:10:40.240]  至少認識的是摩亞的神
[00:10:40.240 --> 00:10:42.240]  但他卻願意選擇
[00:10:42.240 --> 00:10:43.160]  他婆婆的神
[00:10:43.160 --> 00:10:44.960]  耶和華以色列的神
[00:10:44.960 --> 00:10:46.960]  以耶和華以色列的神
[00:10:46.960 --> 00:10:48.800]  作為他自己的神
[00:10:48.800 --> 00:10:49.720]  結果
[00:10:49.720 --> 00:10:52.160]  神深深地祝福他
[00:10:52.160 --> 00:10:54.800]  《撒姆爾記》上二章二十字一說
[00:10:54.800 --> 00:10:57.480]  神對祭司以利這樣說
[00:10:57.480 --> 00:10:59.000]  「尊重我的
[00:10:59.000 --> 00:11:01.160]  我必定寵看他
[00:11:01.160 --> 00:11:02.520]  輕視我的
[00:11:02.520 --> 00:11:04.480]  他必被藐視」
[00:11:04.480 --> 00:11:05.760]  以色列的百姓
[00:11:05.760 --> 00:11:07.360]  雖然有神的律法
[00:11:07.360 --> 00:11:08.800]  但他們輕看神
[00:11:08.800 --> 00:11:10.520]  結果神不藐視他們
[00:11:10.520 --> 00:11:13.320]  神將他們加在外邦人的手裡
[00:11:13.320 --> 00:11:15.920]  他們承受著外邦人的欺壓
[00:11:15.920 --> 00:11:16.600]  路德
[00:11:16.600 --> 00:11:18.200]  這位摩亞的女子
[00:11:18.200 --> 00:11:19.800]  她尊重神
[00:11:19.800 --> 00:11:21.600]  所以按照神的話
[00:11:21.600 --> 00:11:23.200]  神尊重她
[00:11:23.200 --> 00:11:24.520]  神寵看她
[00:11:24.520 --> 00:11:27.360]  神深深地祝福她
[00:11:27.360 --> 00:11:29.560]  路德的名字是美麗的意思
[00:11:29.560 --> 00:11:31.200]  但路德的美麗
[00:11:31.200 --> 00:11:33.760]  不是因為他有美麗的名字
[00:11:33.760 --> 00:11:35.560]  是因為實際上
[00:11:35.560 --> 00:11:37.760]  他選擇跟從神
[00:11:37.760 --> 00:11:38.920]  不同的聖經學者
[00:11:38.920 --> 00:11:41.400]  對於路德的名字有不同的理解
[00:11:41.400 --> 00:11:42.800]  因為路德的名字
[00:11:42.800 --> 00:11:45.040]  不是希伯來的文字
[00:11:45.040 --> 00:11:49.080]  可能是摩亞女子的緣故
[00:11:49.080 --> 00:11:52.040]  所以要理解他的名字相當不容易
[00:11:52.040 --> 00:11:54.640]  有人理解他的名字是友誼的意思
[00:11:54.640 --> 00:11:55.720]  有些人認為
[00:11:55.720 --> 00:11:58.360]  他的名字是值得看的意思
[00:11:58.360 --> 00:11:59.480]  不過無論如何
[00:11:59.480 --> 00:12:01.360]  他都包含著一種美麗
[00:12:01.360 --> 00:12:03.880]  可愛、溫柔的含義
[00:12:03.880 --> 00:12:05.360]  路德的美麗
[00:12:05.360 --> 00:12:07.760]  是表現於他的選擇
[00:12:07.760 --> 00:12:10.200]  他選擇跟從神
[00:12:10.200 --> 00:12:12.760]  他選擇去信服他的婆婆
[00:12:12.760 --> 00:12:14.120]  尊敬他的婆婆
[00:12:14.120 --> 00:12:15.520]  聽從他的婆婆
[00:12:15.520 --> 00:12:19.160]  更加選擇服侍他的婆婆
[00:12:19.160 --> 00:12:21.440]  和侍奉他婆婆的神
[00:12:21.440 --> 00:12:23.200]  而將二節說到
[00:12:23.200 --> 00:12:25.240]  當路德和他的婆婆
[00:12:25.240 --> 00:12:28.360]  回到家鄉伯利恆的時候
[00:12:28.360 --> 00:12:30.960]  在那裏生活相當困苦
[00:12:30.960 --> 00:12:31.840]  為甚麼呢
[00:12:31.840 --> 00:12:33.320]  因為回到家鄉後
[00:12:33.320 --> 00:12:34.760]  他一無所有
[00:12:34.760 --> 00:12:37.240]  從前屬於米勒的家業
[00:12:37.240 --> 00:12:38.800]  都已經變賣了
[00:12:38.800 --> 00:12:40.400]  所以他們兩個人回到家鄉後
[00:12:40.400 --> 00:12:41.800]  可以說一無所有
[00:12:41.800 --> 00:12:44.800]  生活是難上加難
[00:12:44.800 --> 00:12:48.000]  路德按照當時社會的風俗文化
[00:12:48.000 --> 00:12:49.680]  他去到田那裏
[00:12:49.680 --> 00:12:52.880]  撿拾農夫耕田收割的時候
[00:12:52.880 --> 00:12:54.720]  掉在地上的墨水
[00:12:54.720 --> 00:12:57.040]  希望這樣可以幫補家計
[00:12:57.040 --> 00:12:59.680]  解決生活上的困難
[00:12:59.680 --> 00:13:01.680]  一章二十二節的書說到
[00:13:01.680 --> 00:13:03.640]  他們回到伯利恆的時候
[00:13:03.640 --> 00:13:06.160]  剛好是收大麥的時候
[00:13:06.160 --> 00:13:09.360]  收大麥大概是現在的四月左右
[00:13:09.360 --> 00:13:10.600]  按照舊有的律法
[00:13:10.600 --> 00:13:12.640]  新命紀二十四章十九節的書
[00:13:12.640 --> 00:13:14.920]  這樣來提醒當時的百姓
[00:13:14.920 --> 00:13:16.040]  告訴他們知道
[00:13:16.040 --> 00:13:17.600]  他們有責任去照顧
[00:13:17.600 --> 00:13:19.880]  國家裏面的貧窮的人
[00:13:19.880 --> 00:13:21.720]  所以律法這樣來規定
[00:13:21.720 --> 00:13:24.320]  就是田地土地
[00:13:24.320 --> 00:13:26.920]  是屬於每個人所有
[00:13:26.920 --> 00:13:28.240]  聖經裏面容許人
[00:13:28.240 --> 00:13:30.080]  擁有這個土地
[00:13:30.080 --> 00:13:32.760]  擁有這個私人的財產
[00:13:32.760 --> 00:13:34.280]  不過律法更加清楚地
[00:13:34.280 --> 00:13:36.120]  告訴當時的百姓知道
[00:13:36.120 --> 00:13:39.440]  就是所有土地的最終擁有權
[00:13:39.440 --> 00:13:41.360]  是屬於這位的神
[00:13:41.360 --> 00:13:43.320]  神將土地賜給百姓
[00:13:43.320 --> 00:13:44.920]  所以百姓分了地之後
[00:13:44.920 --> 00:13:46.560]  他們住在土地上面
[00:13:46.560 --> 00:13:47.840]  生活在土地上面
[00:13:47.840 --> 00:13:49.040]  在那裏農耕
[00:13:49.040 --> 00:13:50.560]  在那裏又收成
[00:13:50.560 --> 00:13:52.920]  他們可以享用那些土地的收成
[00:13:52.920 --> 00:13:54.680]  那塊地亦都屬於他
[00:13:54.680 --> 00:13:56.760]  但舊約同樣的教導那班百姓
[00:13:56.760 --> 00:13:57.960]  告訴他們知道
[00:13:57.960 --> 00:13:59.320]  既然他擁有地
[00:13:59.320 --> 00:14:00.280]  住在那裏
[00:14:00.280 --> 00:14:01.800]  有神所賜的收成
[00:14:01.800 --> 00:14:03.560]  他們就要學習去分享
[00:14:03.560 --> 00:14:05.880]  去關心所有那些
[00:14:05.880 --> 00:14:08.680]  當時住在那裏當中的百姓
[00:14:08.680 --> 00:14:10.040]  沒有地的人
[00:14:10.040 --> 00:14:11.240]  那些貧窮的人
[00:14:11.240 --> 00:14:14.480]  那些孤兒寡婦和寄居的人
[00:14:14.480 --> 00:14:16.800]  舊約很清楚地告訴百姓知道
[00:14:16.800 --> 00:14:19.160]  當神帶領他們入迦南地之後
[00:14:19.160 --> 00:14:21.760]  他們要照顧孤兒寡婦
[00:14:21.760 --> 00:14:23.920]  遺老和寄居的人
[00:14:23.920 --> 00:14:25.120]  因為這樣的緣故
[00:14:25.120 --> 00:14:27.000]  當我們收割的時候
[00:14:27.000 --> 00:14:28.480]  前的四個角落
[00:14:28.480 --> 00:14:30.120]  不要割 留下它
[00:14:30.120 --> 00:14:32.920]  讓貧窮的人可以來收割
[00:14:32.920 --> 00:14:34.680]  掉在地上的墨水
[00:14:34.680 --> 00:14:35.920]  他們不可以撿
[00:14:35.920 --> 00:14:38.080]  讓當地的貧窮的人
[00:14:38.080 --> 00:14:40.080]  孤兒寡婦和寄居的人
[00:14:40.080 --> 00:14:41.480]  來收拾
[00:14:41.480 --> 00:14:43.440]  讓他們可以生活
[00:14:43.440 --> 00:14:44.440]  換句話說
[00:14:44.440 --> 00:14:47.080]  如果我們從這個角度去理解的話
[00:14:47.080 --> 00:14:48.400]  舊約的土地神學
[00:14:48.400 --> 00:14:50.080]  或者舊約的經濟神學
[00:14:50.080 --> 00:14:51.800]  是這樣告訴我們的
[00:14:51.800 --> 00:14:55.280]  就是舊約的整個經濟觀
[00:14:55.280 --> 00:14:58.680]  不是今天我們社會裡說的資本主義
[00:14:58.680 --> 00:15:01.520]  也不是今天我們所說的共產主義
[00:15:01.520 --> 00:15:03.120]  聖經很清楚地肯定
[00:15:03.120 --> 00:15:05.680]  人是可以擁有私人的財產
[00:15:05.680 --> 00:15:08.000]  所以聖經不是說共產主義
[00:15:08.000 --> 00:15:11.200]  但聖經也不是說人擁有私人財產之後
